ID;Sectors;CombinedHeatAndPowerCHP;InstallationTypes;Periods;TotalInput_1;NaturalGasInput_2;FuelOilInput_3;HardCoalInput_4;OtherFuelInput_5;TotalInput_6;NaturalGasInput_7;FuelOilInput_8;HardCoalInput_9;OtherFuelInput_10;TotalOutput_11;ElectricityOutput_12;HeatOutput_13;TotalOutput_14;ElectricityOutput_15;HeatOutput_16;ElectricalPower_17;ThermalPower_18;Installations_19
3476;Refineries and extraction;Combined Heat and Power (CHP);Combined cycle units;2016;9598.0;225543.0;;;2460.0;9598.0;7138.0;;;2460.0;5055.0;749999.0;2355.0;5055.0;2700.0;2355.0;124.0;1239120.0;2.0
3477;Refineries and extraction;Combined Heat and Power (CHP);Combined cycle units;2017;8105.0;189574.0;;;2105.0;8105.0;6000.0;;;2105.0;4946.0;705556.0;2406.0;4946.0;2540.0;2406.0;124.0;1239120.0;2.0
3478;Refineries and extraction;Combined Heat and Power (CHP);Combined cycle units;2018;8583.0;208036.0;;;1998.0;8583.0;6584.0;;;1998.0;5456.0;762196.0;2712.0;5456.0;2744.0;2712.0;124.0;1239120.0;2.0
3479;Refineries and extraction;Combined Heat and Power (CHP);Combined cycle units;2019;8906.0;183760.0;;;3090.0;8906.0;5816.0;;;3090.0;5639.0;769823.0;2867.0;5639.0;2771.0;2867.0;124.0;1239120.0;2.0
3480;Refineries and extraction;Combined Heat and Power (CHP);Combined cycle units;2020;8985.0;205922.0;;;2467.0;8985.0;6517.0;;;2467.0;5290.0;769416.0;2521.0;5290.0;2770.0;2521.0;124.0;1239120.0;2.0
3481;Refineries and extraction;Combined Heat and Power (CHP);Combined cycle units;2021;8723.0;198814.0;;;2431.0;8723.0;6292.0;;;2431.0;5967.0;775668.0;3174.0;5967.0;2792.0;3174.0;124.0;1239120.0;2.0
3482;Refineries and extraction;Combined Heat and Power (CHP);Combined cycle units;2022;8003.0;126576.0;;;3997.0;8003.0;4006.0;;;3997.0;6874.0;733898.0;4232.0;6874.0;2642.0;4232.0;124.0;1239120.0;2.0
3483;Refineries and extraction;Combined Heat and Power (CHP);Combined cycle units;2023;8518.0;134052.0;;;4275.0;8518.0;4243.0;;;4275.0;5578.0;788996.0;2737.0;5578.0;2840.0;2737.0;124.0;1239120.0;2.0
3484;Refineries and extraction;Combined Heat and Power (CHP);Gas turbines;1998;23121.0;374328.0;;;11273.0;23121.0;11847.0;;;11273.0;18933.0;1617392.0;13110.0;18933.0;5823.0;13110.0;218.0;2144607.0;10.0
3485;Refineries and extraction;Combined Heat and Power (CHP);Gas turbines;1999;22576.0;375761.0;;;10683.0;22576.0;11893.0;;;10683.0;18836.0;1560470.0;13219.0;18836.0;5618.0;13219.0;218.0;2144607.0;10.0
3486;Refineries and extraction;Combined Heat and Power (CHP);Gas turbines;2000;22377.0;397971.0;;;9781.0;22377.0;12596.0;;;9781.0;18375.0;1651611.0;12429.0;18375.0;5946.0;12429.0;218.0;2144607.0;10.0
3487;Refineries and extraction;Combined Heat and Power (CHP);Gas turbines;2001;23699.0;438734.0;;;9813.0;23699.0;13886.0;;;9813.0;18549.0;1598355.0;12795.0;18549.0;5754.0;12795.0;218.0;2144607.0;10.0
3488;Refineries and extraction;Combined Heat and Power (CHP);Gas turbines;2002;21635.0;436877.0;;;7808.0;21635.0;13827.0;;;7808.0;17885.0;1510490.0;12448.0;17885.0;5438.0;12448.0;218.0;2144607.0;10.0
3489;Refineries and extraction;Combined Heat and Power (CHP);Gas turbines;2003;21668.0;492105.0;;;6093.0;21668.0;15575.0;;;6093.0;18103.0;1532200.0;12587.0;18103.0;5516.0;12587.0;218.0;2144607.0;10.0
3490;Refineries and extraction;Combined Heat and Power (CHP);Gas turbines;2004;22702.0;495853.0;;;7008.0;22702.0;15694.0;;;7008.0;18422.0;1564696.0;12789.0;18422.0;5633.0;12789.0;211.0;2033535.0;9.0
3491;Refineries and extraction;Combined Heat and Power (CHP);Gas turbines;2005;23885.0;511359.0;;;7700.0;23885.0;16185.0;;;7700.0;19147.0;1543397.0;13591.0;19147.0;5556.0;13591.0;212.0;2204583.0;9.0
3492;Refineries and extraction;Combined Heat and Power (CHP);Gas turbines;2006;23210.0;532615.0;;;6353.0;23210.0;16857.0;;;6353.0;18030.0;1525328.0;12539.0;18030.0;5491.0;12539.0;212.0;2204583.0;9.0
3493;Refineries and extraction;Combined Heat and Power (CHP);Gas turbines;2007;21331.0;449165.0;;;7115.0;21331.0;14216.0;;;7115.0;16371.0;1395987.0;11345.0;16371.0;5026.0;11345.0;212.0;2204583.0;9.0
3494;Refineries and extraction;Combined Heat and Power (CHP);Gas turbines;2008;20570.0;449360.0;;;6348.0;20570.0;14222.0;;;6348.0;15980.0;1354562.0;11104.0;15980.0;4876.0;11104.0;212.0;2204583.0;9.0
3495;Refineries and extraction;Combined Heat and Power (CHP);Gas turbines;2009;17923.0;351190.0;;;6808.0;17923.0;11115.0;;;6808.0;14809.0;1181244.0;10556.0;14809.0;4252.0;10556.0;212.0;2204583.0;9.0
3496;Refineries and extraction;Combined Heat and Power (CHP);Gas turbines;2010;17132.0;359024.0;;;5769.0;17132.0;11363.0;;;5769.0;13793.0;1172463.0;9572.0;13793.0;4221.0;9572.0;212.0;2204583.0;9.0
3497;Refineries and extraction;Combined Heat and Power (CHP);Gas turbines;2011;17743.0;362139.0;;;6281.0;17743.0;11462.0;;;6281.0;13985.0;1193081.0;9690.0;13985.0;4295.0;9690.0;212.0;2204583.0;9.0
3498;Refineries and extraction;Combined Heat and Power (CHP);Gas turbines;2012;19491.0;404877.0;;;6676.0;19491.0;12814.0;;;6676.0;14997.0;1306579.0;10293.0;14997.0;4704.0;10293.0;180.0;1947583.0;8.0
3499;Refineries and extraction;Combined Heat and Power (CHP);Gas turbines;2013;18386.0;425990.0;;;4904.0;18386.0;13483.0;;;4904.0;14453.0;1254044.0;9939.0;14453.0;4515.0;9939.0;180.0;1947583.0;8.0
3500;Refineries and extraction;Combined Heat and Power (CHP);Gas turbines;2014;18851.0;350159.0;;;7769.0;18851.0;11083.0;;;7769.0;14602.0;1279740.0;9995.0;14602.0;4607.0;9995.0;180.0;1947583.0;8.0
3501;Refineries and extraction;Combined Heat and Power (CHP);Gas turbines;2015;15692.0;325414.0;;;5392.0;15692.0;10299.0;;;5392.0;10333.0;994755.0;6752.0;10333.0;3581.0;6752.0;280.0;2734700.0;6.0
3502;Refineries and extraction;Combined Heat and Power (CHP);Gas turbines;2016;14947.0;338937.0;;;4219.0;14947.0;10727.0;;;4219.0;9363.0;974585.0;5854.0;9363.0;3509.0;5854.0;280.0;2734700.0;6.0
3503;Refineries and extraction;Combined Heat and Power (CHP);Gas turbines;2017;13196.0;236526.0;;;5710.0;13196.0;7486.0;;;5710.0;9362.0;961232.0;5901.0;9362.0;3460.0;5901.0;280.0;2734700.0;6.0
3504;Refineries and extraction;Combined Heat and Power (CHP);Gas turbines;2018;12731.0;251869.0;;;4760.0;12731.0;7972.0;;;4760.0;9647.0;979189.0;6122.0;9647.0;3525.0;6122.0;280.0;2734700.0;6.0
3505;Refineries and extraction;Combined Heat and Power (CHP);Gas turbines;2019;13754.0;241841.0;;;6100.0;13754.0;7654.0;;;6100.0;10788.0;997446.0;7197.0;10788.0;3591.0;7197.0;280.0;2734700.0;6.0
3506;Refineries and extraction;Combined Heat and Power (CHP);Gas turbines;2020;14847.0;292994.0;;;5574.0;14847.0;9273.0;;;5574.0;11469.0;1069967.0;7617.0;11469.0;3852.0;7617.0;280.0;2734700.0;6.0
3507;Refineries and extraction;Combined Heat and Power (CHP);Gas turbines;2021;13809.0;288567.0;;;4676.0;13809.0;9133.0;;;4676.0;10572.0;1012067.0;6928.0;10572.0;3643.0;6928.0;280.0;2734700.0;6.0
3508;Refineries and extraction;Combined Heat and Power (CHP);Gas turbines;2022;12326.0;156863.0;;;7361.0;12326.0;4965.0;;;7361.0;10388.0;880682.0;7217.0;10388.0;3170.0;7217.0;280.0;2734700.0;6.0
3509;Refineries and extraction;Combined Heat and Power (CHP);Gas turbines;2023;12562.0;174684.0;;;7033.0;12562.0;5529.0;;;7033.0;10384.0;919047.0;7076.0;10384.0;3309.0;7076.0;280.0;2734700.0;6.0
3510;Refineries and extraction;Combined Heat and Power (CHP);Nuclear energy plant;1998;;;;;;;;;;;;;;;;;;;
3511;Refineries and extraction;Combined Heat and Power (CHP);Nuclear energy plant;1999;;;;;;;;;;;;;;;;;;;
3512;Refineries and extraction;Combined Heat and Power (CHP);Nuclear energy plant;2000;;;;;;;;;;;;;;;;;;;
3513;Refineries and extraction;Combined Heat and Power (CHP);Nuclear energy plant;2001;;;;;;;;;;;;;;;;;;;
3514;Refineries and extraction;Combined Heat and Power (CHP);Nuclear energy plant;2002;;;;;;;;;;;;;;;;;;;
3515;Refineries and extraction;Combined Heat and Power (CHP);Nuclear energy plant;2003;;;;;;;;;;;;;;;;;;;
3516;Refineries and extraction;Combined Heat and Power (CHP);Nuclear energy plant;2004;;;;;;;;;;;;;;;;;;;
3517;Refineries and extraction;Combined Heat and Power (CHP);Nuclear energy plant;2005;;;;;;;;;;;;;;;;;;;
3518;Refineries and extraction;Combined Heat and Power (CHP);Nuclear energy plant;2006;;;;;;;;;;;;;;;;;;;
3519;Refineries and extraction;Combined Heat and Power (CHP);Nuclear energy plant;2007;;;;;;;;;;;;;;;;;;;
3520;Refineries and extraction;Combined Heat and Power (CHP);Nuclear energy plant;2008;;;;;;;;;;;;;;;;;;;
3521;Refineries and extraction;Combined Heat and Power (CHP);Nuclear energy plant;2009;;;;;;;;;;;;;;;;;;;
3522;Refineries and extraction;Combined Heat and Power (CHP);Nuclear energy plant;2010;;;;;;;;;;;;;;;;;;;
3523;Refineries and extraction;Combined Heat and Power (CHP);Nuclear energy plant;2011;;;;;;;;;;;;;;;;;;;
3524;Refineries and extraction;Combined Heat and Power (CHP);Nuclear energy plant;2012;;;;;;;;;;;;;;;;;;;
3525;Refineries and extraction;Combined Heat and Power (CHP);Nuclear energy plant;2013;;;;;;;;;;;;;;;;;;;
3526;Refineries and extraction;Combined Heat and Power (CHP);Nuclear energy plant;2014;;;;;;;;;;;;;;;;;;;
3527;Refineries and extraction;Combined Heat and Power (CHP);Nuclear energy plant;2015;;;;;;;;;;;;;;;;;;;
3528;Refineries and extraction;Combined Heat and Power (CHP);Nuclear energy plant;2016;;;;;;;;;;;;;;;;;;;
3529;Refineries and extraction;Combined Heat and Power (CHP);Nuclear energy plant;2017;;;;;;;;;;;;;;;;;;;
3530;Refineries and extraction;Combined Heat and Power (CHP);Nuclear energy plant;2018;;;;;;;;;;;;;;;;;;;
3531;Refineries and extraction;Combined Heat and Power (CHP);Nuclear energy plant;2019;;;;;;;;;;;;;;;;;;;
3532;Refineries and extraction;Combined Heat and Power (CHP);Nuclear energy plant;2020;;;;;;;;;;;;;;;;;;;
3533;Refineries and extraction;Combined Heat and Power (CHP);Nuclear energy plant;2021;;;;;;;;;;;;;;;;;;;
3534;Refineries and extraction;Combined Heat and Power (CHP);Nuclear energy plant;2022;;;;;;;;;;;;;;;;;;;
3535;Refineries and extraction;Combined Heat and Power (CHP);Nuclear energy plant;2023;;;;;;;;;;;;;;;;;;;
3536;Refineries and extraction;Combined Heat and Power (CHP);Hydro power plant;1998;;;;;;;;;;;;;;;;;;;
3537;Refineries and extraction;Combined Heat and Power (CHP);Hydro power plant;1999;;;;;;;;;;;;;;;;;;;
3538;Refineries and extraction;Combined Heat and Power (CHP);Hydro power plant;2000;;;;;;;;;;;;;;;;;;;
3539;Refineries and extraction;Combined Heat and Power (CHP);Hydro power plant;2001;;;;;;;;;;;;;;;;;;;
3540;Refineries and extraction;Combined Heat and Power (CHP);Hydro power plant;2002;;;;;;;;;;;;;;;;;;;
3541;Refineries and extraction;Combined Heat and Power (CHP);Hydro power plant;2003;;;;;;;;;;;;;;;;;;;
3542;Refineries and extraction;Combined Heat and Power (CHP);Hydro power plant;2004;;;;;;;;;;;;;;;;;;;
3543;Refineries and extraction;Combined Heat and Power (CHP);Hydro power plant;2005;;;;;;;;;;;;;;;;;;;
3544;Refineries and extraction;Combined Heat and Power (CHP);Hydro power plant;2006;;;;;;;;;;;;;;;;;;;
3545;Refineries and extraction;Combined Heat and Power (CHP);Hydro power plant;2007;;;;;;;;;;;;;;;;;;;
3546;Refineries and extraction;Combined Heat and Power (CHP);Hydro power plant;2008;;;;;;;;;;;;;;;;;;;
3547;Refineries and extraction;Combined Heat and Power (CHP);Hydro power plant;2009;;;;;;;;;;;;;;;;;;;
3548;Refineries and extraction;Combined Heat and Power (CHP);Hydro power plant;2010;;;;;;;;;;;;;;;;;;;
3549;Refineries and extraction;Combined Heat and Power (CHP);Hydro power plant;2011;;;;;;;;;;;;;;;;;;;
3550;Refineries and extraction;Combined Heat and Power (CHP);Hydro power plant;2012;;;;;;;;;;;;;;;;;;;
3551;Refineries and extraction;Combined Heat and Power (CHP);Hydro power plant;2013;;;;;;;;;;;;;;;;;;;
3552;Refineries and extraction;Combined Heat and Power (CHP);Hydro power plant;2014;;;;;;;;;;;;;;;;;;;
3553;Refineries and extraction;Combined Heat and Power (CHP);Hydro power plant;2015;;;;;;;;;;;;;;;;;;;
3554;Refineries and extraction;Combined Heat and Power (CHP);Hydro power plant;2016;;;;;;;;;;;;;;;;;;;
3555;Refineries and extraction;Combined Heat and Power (CHP);Hydro power plant;2017;;;;;;;;;;;;;;;;;;;
3556;Refineries and extraction;Combined Heat and Power (CHP);Hydro power plant;2018;;;;;;;;;;;;;;;;;;;
3557;Refineries and extraction;Combined Heat and Power (CHP);Hydro power plant;2019;;;;;;;;;;;;;;;;;;;
3558;Refineries and extraction;Combined Heat and Power (CHP);Hydro power plant;2020;;;;;;;;;;;;;;;;;;;
3559;Refineries and extraction;Combined Heat and Power (CHP);Hydro power plant;2021;;;;;;;;;;;;;;;;;;;
3560;Refineries and extraction;Combined Heat and Power (CHP);Hydro power plant;2022;;;;;;;;;;;;;;;;;;;
3561;Refineries and extraction;Combined Heat and Power (CHP);Hydro power plant;2023;;;;;;;;;;;;;;;;;;;
3562;Refineries and extraction;Combined Heat and Power (CHP);Wind turbine;1998;;;;;;;;;;;;;;;;;;;
3563;Refineries and extraction;Combined Heat and Power (CHP);Wind turbine;1999;;;;;;;;;;;;;;;;;;;
3564;Refineries and extraction;Combined Heat and Power (CHP);Wind turbine;2000;;;;;;;;;;;;;;;;;;;
3565;Refineries and extraction;Combined Heat and Power (CHP);Wind turbine;2001;;;;;;;;;;;;;;;;;;;
3566;Refineries and extraction;Combined Heat and Power (CHP);Wind turbine;2002;;;;;;;;;;;;;;;;;;;
3567;Refineries and extraction;Combined Heat and Power (CHP);Wind turbine;2003;;;;;;;;;;;;;;;;;;;
3568;Refineries and extraction;Combined Heat and Power (CHP);Wind turbine;2004;;;;;;;;;;;;;;;;;;;
3569;Refineries and extraction;Combined Heat and Power (CHP);Wind turbine;2005;;;;;;;;;;;;;;;;;;;
3570;Refineries and extraction;Combined Heat and Power (CHP);Wind turbine;2006;;;;;;;;;;;;;;;;;;;
3571;Refineries and extraction;Combined Heat and Power (CHP);Wind turbine;2007;;;;;;;;;;;;;;;;;;;
3572;Refineries and extraction;Combined Heat and Power (CHP);Wind turbine;2008;;;;;;;;;;;;;;;;;;;
3573;Refineries and extraction;Combined Heat and Power (CHP);Wind turbine;2009;;;;;;;;;;;;;;;;;;;
3574;Refineries and extraction;Combined Heat and Power (CHP);Wind turbine;2010;;;;;;;;;;;;;;;;;;;
3575;Refineries and extraction;Combined Heat and Power (CHP);Wind turbine;2011;;;;;;;;;;;;;;;;;;;
3576;Refineries and extraction;Combined Heat and Power (CHP);Wind turbine;2012;;;;;;;;;;;;;;;;;;;
3577;Refineries and extraction;Combined Heat and Power (CHP);Wind turbine;2013;;;;;;;;;;;;;;;;;;;
3578;Refineries and extraction;Combined Heat and Power (CHP);Wind turbine;2014;;;;;;;;;;;;;;;;;;;
3579;Refineries and extraction;Combined Heat and Power (CHP);Wind turbine;2015;;;;;;;;;;;;;;;;;;;
3580;Refineries and extraction;Combined Heat and Power (CHP);Wind turbine;2016;;;;;;;;;;;;;;;;;;;
3581;Refineries and extraction;Combined Heat and Power (CHP);Wind turbine;2017;;;;;;;;;;;;;;;;;;;
3582;Refineries and extraction;Combined Heat and Power (CHP);Wind turbine;2018;;;;;;;;;;;;;;;;;;;
3583;Refineries and extraction;Combined Heat and Power (CHP);Wind turbine;2019;;;;;;;;;;;;;;;;;;;
3584;Refineries and extraction;Combined Heat and Power (CHP);Wind turbine;2020;;;;;;;;;;;;;;;;;;;
3585;Refineries and extraction;Combined Heat and Power (CHP);Wind turbine;2021;;;;;;;;;;;;;;;;;;;
3586;Refineries and extraction;Combined Heat and Power (CHP);Wind turbine;2022;;;;;;;;;;;;;;;;;;;
3587;Refineries and extraction;Combined Heat and Power (CHP);Wind turbine;2023;;;;;;;;;;;;;;;;;;;
3588;Refineries and extraction;Combined Heat and Power (CHP);Solar cells;1998;;;;;;;;;;;;;;;;;;;
3589;Refineries and extraction;Combined Heat and Power (CHP);Solar cells;1999;;;;;;;;;;;;;;;;;;;
3590;Refineries and extraction;Combined Heat and Power (CHP);Solar cells;2000;;;;;;;;;;;;;;;;;;;
3591;Refineries and extraction;Combined Heat and Power (CHP);Solar cells;2001;;;;;;;;;;;;;;;;;;;
3592;Refineries and extraction;Combined Heat and Power (CHP);Solar cells;2002;;;;;;;;;;;;;;;;;;;
3593;Refineries and extraction;Combined Heat and Power (CHP);Solar cells;2003;;;;;;;;;;;;;;;;;;;
3594;Refineries and extraction;Combined Heat and Power (CHP);Solar cells;2004;;;;;;;;;;;;;;;;;;;
3595;Refineries and extraction;Combined Heat and Power (CHP);Solar cells;2005;;;;;;;;;;;;;;;;;;;
3596;Refineries and extraction;Combined Heat and Power (CHP);Solar cells;2006;;;;;;;;;;;;;;;;;;;
3597;Refineries and extraction;Combined Heat and Power (CHP);Solar cells;2007;;;;;;;;;;;;;;;;;;;
3598;Refineries and extraction;Combined Heat and Power (CHP);Solar cells;2008;;;;;;;;;;;;;;;;;;;
3599;Refineries and extraction;Combined Heat and Power (CHP);Solar cells;2009;;;;;;;;;;;;;;;;;;;
3600;Refineries and extraction;Combined Heat and Power (CHP);Solar cells;2010;;;;;;;;;;;;;;;;;;;
3601;Refineries and extraction;Combined Heat and Power (CHP);Solar cells;2011;;;;;;;;;;;;;;;;;;;
3602;Refineries and extraction;Combined Heat and Power (CHP);Solar cells;2012;;;;;;;;;;;;;;;;;;;
3603;Refineries and extraction;Combined Heat and Power (CHP);Solar cells;2013;;;;;;;;;;;;;;;;;;;
3604;Refineries and extraction;Combined Heat and Power (CHP);Solar cells;2014;;;;;;;;;;;;;;;;;;;
3605;Refineries and extraction;Combined Heat and Power (CHP);Solar cells;2015;;;;;;;;;;;;;;;;;;;
3606;Refineries and extraction;Combined Heat and Power (CHP);Solar cells;2016;;;;;;;;;;;;;;;;;;;
3607;Refineries and extraction;Combined Heat and Power (CHP);Solar cells;2017;;;;;;;;;;;;;;;;;;;
3608;Refineries and extraction;Combined Heat and Power (CHP);Solar cells;2018;;;;;;;;;;;;;;;;;;;
3609;Refineries and extraction;Combined Heat and Power (CHP);Solar cells;2019;;;;;;;;;;;;;;;;;;;
3610;Refineries and extraction;Combined Heat and Power (CHP);Solar cells;2020;;;;;;;;;;;;;;;;;;;
3611;Refineries and extraction;Combined Heat and Power (CHP);Solar cells;2021;;;;;;;;;;;;;;;;;;;
3612;Refineries and extraction;Combined Heat and Power (CHP);Solar cells;2022;;;;;;;;;;;;;;;;;;;
3613;Refineries and extraction;Combined Heat and Power (CHP);Solar cells;2023;;;;;;;;;;;;;;;;;;;
3614;Refineries and extraction;Combined Heat and Power (CHP);Other installation types;1998;;;;;;;;;;;;;;;;;;;
3615;Refineries and extraction;Combined Heat and Power (CHP);Other installation types;1999;;;;;;;;;;;;;;;;;;;
3616;Refineries and extraction;Combined Heat and Power (CHP);Other installation types;2000;;;;;;;;;;;;;;;;;;;
3617;Refineries and extraction;Combined Heat and Power (CHP);Other installation types;2001;;;;;;;;;;;;;;;;;;;
3618;Refineries and extraction;Combined Heat and Power (CHP);Other installation types;2002;;;;;;;;;;;;;;;;;;;
3619;Refineries and extraction;Combined Heat and Power (CHP);Other installation types;2003;;;;;;;;;;;;;;;;;;;
3620;Refineries and extraction;Combined Heat and Power (CHP);Other installation types;2004;;;;;;;;;;;;;;;;;;;
3621;Refineries and extraction;Combined Heat and Power (CHP);Other installation types;2005;;;;;;;;;;;;;;;;;;;
3622;Refineries and extraction;Combined Heat and Power (CHP);Other installation types;2006;;;;;;;;;;;;;;;;;;;
3623;Refineries and extraction;Combined Heat and Power (CHP);Other installation types;2007;;;;;;;;;;;;;;;;;;;
3624;Refineries and extraction;Combined Heat and Power (CHP);Other installation types;2008;;;;;;;;;;;;;;;;;;;
3625;Refineries and extraction;Combined Heat and Power (CHP);Other installation types;2009;;;;;;;;;;;;;;;;;;;
3626;Refineries and extraction;Combined Heat and Power (CHP);Other installation types;2010;;;;;;;;;;;;;;;;;;;
3627;Refineries and extraction;Combined Heat and Power (CHP);Other installation types;2011;;;;;;;;;;;;;;;;;;;
3628;Refineries and extraction;Combined Heat and Power (CHP);Other installation types;2012;;;;;;;;;;;;;;;;;;;
3629;Refineries and extraction;Combined Heat and Power (CHP);Other installation types;2013;;;;;;;;;;;;;;;;;;;
3630;Refineries and extraction;Combined Heat and Power (CHP);Other installation types;2014;;;;;;;;;;;;;;;;;;;
3631;Refineries and extraction;Combined Heat and Power (CHP);Other installation types;2015;;;;;;;;;;;;;;;;;;;
3632;Refineries and extraction;Combined Heat and Power (CHP);Other installation types;2016;;;;;;;;;;;;;;;;;;;
3633;Refineries and extraction;Combined Heat and Power (CHP);Other installation types;2017;;;;;;;;;;;;;;;;;;;
3634;Refineries and extraction;Combined Heat and Power (CHP);Other installation types;2018;;;;;;;;;;;;;;;;;;;
3635;Refineries and extraction;Combined Heat and Power (CHP);Other installation types;2019;;;;;;;;;;;;;;;;;;;
3636;Refineries and extraction;Combined Heat and Power (CHP);Other installation types;2020;;;;;;;;;;;;;;;;;;;
3637;Refineries and extraction;Combined Heat and Power (CHP);Other installation types;2021;;;;;;;;;;;;;;;;;;;
3638;Refineries and extraction;Combined Heat and Power (CHP);Other installation types;2022;;;;;;;;;;;;;;;;;;;
3639;Refineries and extraction;Combined Heat and Power (CHP);Other installation types;2023;;;;;;;;;;;;;;;;;;;
3640;Refineries and extraction;Eonly installations;Total of installations;1998;;;;;;;;;;;72.0;20000.0;;72.0;72.0;;3.0;;1.0
3641;Refineries and extraction;Eonly installations;Total of installations;1999;;;;;;;;;;;72.0;20100.0;;72.0;72.0;;3.0;;1.0
3642;Refineries and extraction;Eonly installations;Total of installations;2000;;;;;;;;;;;73.0;20200.0;;73.0;73.0;;3.0;;1.0
3643;Refineries and extraction;Eonly installations;Total of installations;2001;;;;;;;;;;;74.0;20500.0;;74.0;74.0;;3.0;;1.0
3644;Refineries and extraction;Eonly installations;Total of installations;2002;;;;;;;;;;;73.0;20400.0;;73.0;73.0;;3.0;;1.0
3645;Refineries and extraction;Eonly installations;Total of installations;2003;;;;;;;;;;;73.0;20400.0;;73.0;73.0;;3.0;;1.0
3646;Refineries and extraction;Eonly installations;Total of installations;2004;;;;;;;;;;;;;;;;;3.0;;1.0
3647;Refineries and extraction;Eonly installations;Total of installations;2005;;;;;;;;;;;;;;;;;3.0;;1.0
3648;Refineries and extraction;Eonly installations;Total of installations;2006;;;;;;;;;;;;;;;;;3.0;;1.0
3649;Refineries and extraction;Eonly installations;Total of installations;2007;;;;;;;;;;;;;;;;;3.0;;1.0
3650;Refineries and extraction;Eonly installations;Total of installations;2008;;;;;;;;;;;;;;;;;3.0;;1.0
3651;Refineries and extraction;Eonly installations;Total of installations;2009;;;;;;;;;;;;;;;;;3.0;;1.0
3652;Refineries and extraction;Eonly installations;Total of installations;2010;;;;;;;;;;;;;;;;;3.0;;1.0
3653;Refineries and extraction;Eonly installations;Total of installations;2011;;;;;;;;;;;;;;;;;3.0;;1.0
3654;Refineries and extraction;Eonly installations;Total of installations;2012;;;;;;;;;;;;;;;;;;;
3655;Refineries and extraction;Eonly installations;Total of installations;2013;;;;;;;;;;;;;;;;;3.0;;1.0
3656;Refineries and extraction;Eonly installations;Total of installations;2014;;;;;;;;;;;;;;;;;3.0;;1.0
3657;Refineries and extraction;Eonly installations;Total of installations;2015;;;;;;;;;;;;;;;;;;;
3658;Refineries and extraction;Eonly installations;Total of installations;2016;;;;;;;;;;;;;;;;;;;
3659;Refineries and extraction;Eonly installations;Total of installations;2017;;;;;;;;;;;;;;;;;;;
3660;Refineries and extraction;Eonly installations;Total of installations;2018;;;;;;;;;;;;;;;;;;;
3661;Refineries and extraction;Eonly installations;Total of installations;2019;;;;;;;;;;;;;;;;;;;
3662;Refineries and extraction;Eonly installations;Total of installations;2020;;;;;;;;;;;;;;;;;;;
3663;Refineries and extraction;Eonly installations;Total of installations;2021;;;;;;;;;;;;;;;;;;;
3664;Refineries and extraction;Eonly installations;Total of installations;2022;;;;;;;;;;;;;;;;;;;
3665;Refineries and extraction;Eonly installations;Total of installations;2023;;;;;;;;;;;;;;;;;;;
3666;Refineries and extraction;Eonly installations;Internal combustion engines;1998;;;;;;;;;;;;;;;;;;;
3667;Refineries and extraction;Eonly installations;Internal combustion engines;1999;;;;;;;;;;;;;;;;;;;
3668;Refineries and extraction;Eonly installations;Internal combustion engines;2000;;;;;;;;;;;;;;;;;;;
3669;Refineries and extraction;Eonly installations;Internal combustion engines;2001;;;;;;;;;;;;;;;;;;;
3670;Refineries and extraction;Eonly installations;Internal combustion engines;2002;;;;;;;;;;;;;;;;;;;
3671;Refineries and extraction;Eonly installations;Internal combustion engines;2003;;;;;;;;;;;;;;;;;;;
3672;Refineries and extraction;Eonly installations;Internal combustion engines;2004;;;;;;;;;;;;;;;;;;;
3673;Refineries and extraction;Eonly installations;Internal combustion engines;2005;;;;;;;;;;;;;;;;;;;
3674;Refineries and extraction;Eonly installations;Internal combustion engines;2006;;;;;;;;;;;;;;;;;;;
3675;Refineries and extraction;Eonly installations;Internal combustion engines;2007;;;;;;;;;;;;;;;;;;;
3676;Refineries and extraction;Eonly installations;Internal combustion engines;2008;;;;;;;;;;;;;;;;;;;
3677;Refineries and extraction;Eonly installations;Internal combustion engines;2009;;;;;;;;;;;;;;;;;;;
3678;Refineries and extraction;Eonly installations;Internal combustion engines;2010;;;;;;;;;;;;;;;;;;;
3679;Refineries and extraction;Eonly installations;Internal combustion engines;2011;;;;;;;;;;;;;;;;;;;
3680;Refineries and extraction;Eonly installations;Internal combustion engines;2012;;;;;;;;;;;;;;;;;;;
3681;Refineries and extraction;Eonly installations;Internal combustion engines;2013;;;;;;;;;;;;;;;;;;;
3682;Refineries and extraction;Eonly installations;Internal combustion engines;2014;;;;;;;;;;;;;;;;;;;
3683;Refineries and extraction;Eonly installations;Internal combustion engines;2015;;;;;;;;;;;;;;;;;;;
3684;Refineries and extraction;Eonly installations;Internal combustion engines;2016;;;;;;;;;;;;;;;;;;;
3685;Refineries and extraction;Eonly installations;Internal combustion engines;2017;;;;;;;;;;;;;;;;;;;
3686;Refineries and extraction;Eonly installations;Internal combustion engines;2018;;;;;;;;;;;;;;;;;;;
3687;Refineries and extraction;Eonly installations;Internal combustion engines;2019;;;;;;;;;;;;;;;;;;;
3688;Refineries and extraction;Eonly installations;Internal combustion engines;2020;;;;;;;;;;;;;;;;;;;
3689;Refineries and extraction;Eonly installations;Internal combustion engines;2021;;;;;;;;;;;;;;;;;;;
3690;Refineries and extraction;Eonly installations;Internal combustion engines;2022;;;;;;;;;;;;;;;;;;;
