ID;Sectors;CombinedHeatAndPowerCHP;InstallationTypes;Periods;TotalInput_1;NaturalGasInput_2;FuelOilInput_3;HardCoalInput_4;OtherFuelInput_5;TotalInput_6;NaturalGasInput_7;FuelOilInput_8;HardCoalInput_9;OtherFuelInput_10;TotalOutput_11;ElectricityOutput_12;HeatOutput_13;TotalOutput_14;ElectricityOutput_15;HeatOutput_16;ElectricalPower_17;ThermalPower_18;Installations_19
58;Total central/decentral production;Total CHP and Eonly installations;Steam turbines;2004;439348.0;3403009.0;361480.0;8821853.0;95585.0;439348.0;107705.0;14821.0;221237.0;95585.0;196005.0;43554227.0;39210.0;196005.0;156795.0;39210.0;9712.0;14237526.0;76.0
59;Total central/decentral production;Total CHP and Eonly installations;Steam turbines;2005;415741.0;2851680.0;273389.0;7871633.0;116631.0;415741.0;90256.0;11230.0;197624.0;116631.0;182456.0;40434493.0;36891.0;182456.0;145564.0;36891.0;9470.0;14343526.0;72.0
60;Total central/decentral production;Total CHP and Eonly installations;Steam turbines;2006;404461.0;2692047.0;258447.0;7789571.0;114972.0;404461.0;85203.0;10612.0;193674.0;114972.0;178488.0;39045534.0;37924.0;178488.0;140564.0;37924.0;9470.0;14343526.0;72.0
61;Total central/decentral production;Total CHP and Eonly installations;Steam turbines;2007;420640.0;3134329.0;270027.0;8195249.0;107611.0;420640.0;99202.0;11080.0;202748.0;107611.0;186722.0;41589279.0;37001.0;186722.0;149721.0;37001.0;9553.0;14647026.0;73.0
62;Total central/decentral production;Total CHP and Eonly installations;Steam turbines;2008;420030.0;3050075.0;274347.0;7723831.0;121717.0;420030.0;96535.0;11247.0;190532.0;121717.0;181093.0;40100258.0;36732.0;181093.0;144361.0;36732.0;9539.0;13268026.0;67.0
63;Total central/decentral production;Total CHP and Eonly installations;Steam turbines;2009;415016.0;3083329.0;4997.0;7887163.0;121580.0;415016.0;97587.0;213.0;195635.0;121580.0;174966.0;42217964.0;22981.0;174966.0;151985.0;22981.0;8901.0;13920046.0;67.0
64;Total central/decentral production;Total CHP and Eonly installations;Steam turbines;2010;379635.0;2080164.0;3872.0;7462030.0;128442.0;379635.0;65837.0;165.0;185191.0;128442.0;161308.0;37342723.0;26874.0;161308.0;134434.0;26874.0;8858.0;10893046.0;62.0
65;Total central/decentral production;Total CHP and Eonly installations;Steam turbines;2011;333809.0;936897.0;3782.0;7023962.0;131097.0;333809.0;29653.0;161.0;172898.0;131097.0;141048.0;32112536.0;25443.0;141048.0;115605.0;25443.0;8962.0;11993046.0;62.0
66;Total central/decentral production;Total CHP and Eonly installations;Steam turbines;2012;362221.0;757464.0;6252.0;8244660.0;134530.0;362221.0;23974.0;267.0;203450.0;134530.0;154657.0;35303506.0;27565.0;154657.0;127093.0;27565.0;8361.0;11823046.0;60.0
67;Total central/decentral production;Total CHP and Eonly installations;Steam turbines;2013;369562.0;637596.0;21942.0;8712851.0;130769.0;369562.0;20180.0;937.0;217676.0;130769.0;152483.0;34586036.0;27973.0;152483.0;124510.0;27973.0;8406.0;10543246.0;60.0
68;Total central/decentral production;Total CHP and Eonly installations;Steam turbines;2014;395247.0;550493.0;78192.0;10194188.0;119380.0;395247.0;17423.0;3339.0;255106.0;119380.0;167092.0;38089823.0;29968.0;167092.0;137123.0;29968.0;10061.0;10543246.0;61.0
69;Total central/decentral production;Total CHP and Eonly installations;Steam turbines;2015;473372.0;412211.0;17885.0;13476002.0;122925.0;473372.0;13046.0;769.0;336632.0;122925.0;206412.0;48343160.0;32377.0;206412.0;174035.0;32377.0;8388.0;9064029.0;58.0
70;Total central/decentral production;Total CHP and Eonly installations;Steam turbines;2016;438058.0;319529.0;11931.0;12084748.0;122770.0;438058.0;10113.0;513.0;304662.0;122770.0;193639.0;45392780.0;30225.0;193639.0;163414.0;30225.0;8390.0;9546309.0;60.0
71;Total central/decentral production;Total CHP and Eonly installations;Steam turbines;2017;392980.0;322746.0;9997.0;10239549.0;125839.0;392980.0;10215.0;430.0;256496.0;125839.0;178197.0;39943492.0;34400.0;178197.0;143797.0;34400.0;7358.0;9763749.0;67.0
72;Total central/decentral production;Total CHP and Eonly installations;Steam turbines;2018;354206.0;322580.0;10405.0;8741438.0;122084.0;354206.0;10210.0;447.0;221465.0;122084.0;160133.0;36390219.0;29129.0;160133.0;131005.0;29129.0;7470.0;10703367.0;72.0
73;Total central/decentral production;Total CHP and Eonly installations;Steam turbines;2019;291391.0;305039.0;18240.0;5876467.0;134325.0;291391.0;9654.0;781.0;146631.0;134325.0;130909.0;27398878.0;32273.0;130909.0;98636.0;32273.0;6853.0;11569167.0;81.0
74;Total central/decentral production;Total CHP and Eonly installations;Steam turbines;2020;241956.0;575882.0;8655.0;2546388.0;159497.0;241956.0;18227.0;370.0;63862.0;159497.0;110817.0;21587224.0;33103.0;110817.0;77714.0;33103.0;6937.0;12967776.0;84.0
75;Total central/decentral production;Total CHP and Eonly installations;Steam turbines;2021;314697.0;344285.0;11839.0;4750766.0;184830.0;314697.0;10897.0;507.0;118464.0;184830.0;143926.0;29826814.0;36550.0;143926.0;107377.0;36550.0;6931.0;12403058.0;87.0
76;Total central/decentral production;Total CHP and Eonly installations;Steam turbines;2022;306862.0;334911.0;9493.0;4855978.0;175413.0;306862.0;10600.0;407.0;120442.0;175413.0;138029.0;28895213.0;34006.0;138029.0;104023.0;34006.0;6986.0;12497157.0;86.0
77;Total central/decentral production;Total CHP and Eonly installations;Steam turbines;2023;232088.0;334512.0;8455.0;2893188.0;149808.0;232088.0;10587.0;363.0;71330.0;149808.0;104347.0;20455473.0;30708.0;104347.0;73640.0;30708.0;6989.0;12454677.0;86.0
78;Total central/decentral production;Total CHP and Eonly installations;Combined cycle units;1998;300372.0;8668817.0;36685.0;;24496.0;300372.0;274368.0;1507.0;;24496.0;207271.0;34297546.0;83800.0;207271.0;123471.0;83800.0;5997.0;24555396.0;58.0
79;Total central/decentral production;Total CHP and Eonly installations;Combined cycle units;1999;319879.0;9512476.0;1588.0;;18742.0;319879.0;301070.0;68.0;;18742.0;213065.0;37474856.0;78156.0;213065.0;134909.0;78156.0;6257.0;22955670.0;57.0
80;Total central/decentral production;Total CHP and Eonly installations;Combined cycle units;2000;327006.0;9706053.0;917.0;;19771.0;327006.0;307197.0;39.0;;19771.0;226124.0;38417770.0;87820.0;226124.0;138304.0;87820.0;6535.0;24243330.0;60.0
81;Total central/decentral production;Total CHP and Eonly installations;Combined cycle units;2001;315818.0;9418297.0;2746.0;;17611.0;315818.0;298089.0;117.0;;17611.0;214712.0;36089654.0;84789.0;214712.0;129923.0;84789.0;6544.0;24399757.0;60.0
82;Total central/decentral production;Total CHP and Eonly installations;Combined cycle units;2002;320058.0;9494471.0;52.0;;19556.0;320058.0;300500.0;2.0;;19556.0;220224.0;36713578.0;88055.0;220224.0;132169.0;88055.0;6503.0;24190557.0;58.0
83;Total central/decentral production;Total CHP and Eonly installations;Combined cycle units;2003;321732.0;9348014.0;6529.0;;25589.0;321732.0;295865.0;279.0;;25589.0;220233.0;36735320.0;87985.0;220233.0;132247.0;87985.0;6536.0;24498057.0;59.0
84;Total central/decentral production;Total CHP and Eonly installations;Combined cycle units;2004;348050.0;10242298.0;48.0;;23880.0;348050.0;324169.0;2.0;;23880.0;235525.0;40889943.0;88321.0;235525.0;147204.0;88321.0;7326.0;24885557.0;60.0
85;Total central/decentral production;Total CHP and Eonly installations;Combined cycle units;2005;358713.0;10174627.0;92.0;375965.0;27243.0;358713.0;322027.0;4.0;9439.0;27243.0;239149.0;41986302.0;87999.0;239149.0;151151.0;87999.0;7592.0;24860157.0;61.0
86;Total central/decentral production;Total CHP and Eonly installations;Combined cycle units;2006;341435.0;9648248.0;30.0;447259.0;24948.0;341435.0;305367.0;;11120.0;24948.0;232952.0;40775810.0;86160.0;232952.0;146793.0;86160.0;7597.0;25056506.0;61.0
87;Total central/decentral production;Total CHP and Eonly installations;Combined cycle units;2007;340473.0;9499025.0;40.0;473839.0;28104.0;340473.0;300644.0;2.0;11723.0;28104.0;228871.0;40816852.0;81930.0;228871.0;146941.0;81930.0;7521.0;24324932.0;59.0
88;Total central/decentral production;Total CHP and Eonly installations;Combined cycle units;2008;345514.0;9712578.0;22.0;500081.0;25774.0;345514.0;307403.0;1.0;12336.0;25774.0;232925.0;40492705.0;87151.0;232925.0;145774.0;87151.0;7743.0;26734240.0;59.0
89;Total central/decentral production;Total CHP and Eonly installations;Combined cycle units;2009;351072.0;10168847.0;26.0;517871.0;16381.0;351072.0;321844.0;1.0;12845.0;16381.0;234356.0;42956272.0;79714.0;234356.0;154643.0;79714.0;8613.0;26781616.0;60.0
90;Total central/decentral production;Total CHP and Eonly installations;Combined cycle units;2010;423254.0;12270660.0;38.0;412950.0;24637.0;423254.0;388366.0;2.0;10249.0;24637.0;274660.0;52708132.0;84911.0;274660.0;189749.0;84911.0;9883.0;26781616.0;63.0
91;Total central/decentral production;Total CHP and Eonly installations;Combined cycle units;2011;410031.0;11802585.0;55.0;374957.0;27247.0;410031.0;373552.0;2.0;9230.0;27247.0;274900.0;52119815.0;87268.0;274900.0;187631.0;87268.0;11075.0;26222616.0;63.0
92;Total central/decentral production;Total CHP and Eonly installations;Combined cycle units;2012;336547.0;9481448.0;59.0;323057.0;28484.0;336547.0;300088.0;3.0;7972.0;28484.0;225200.0;39775327.0;82009.0;225200.0;143191.0;82009.0;13127.0;27158616.0;62.0
93;Total central/decentral production;Total CHP and Eonly installations;Combined cycle units;2013;323134.0;9284048.0;6.0;121438.0;26260.0;323134.0;293840.0;0.0;3034.0;26260.0;226110.0;39655864.0;83349.0;226110.0;142761.0;83349.0;14228.0;26494152.0;62.0
94;Total central/decentral production;Total CHP and Eonly installations;Combined cycle units;2014;314240.0;8910284.0;;;32229.0;314240.0;282010.0;;;32229.0;213152.0;38375610.0;75000.0;213152.0;138152.0;75000.0;14085.0;26519352.0;61.0
95;Total central/decentral production;Total CHP and Eonly installations;Combined cycle units;2015;275245.0;7840254.0;243.0;;27091.0;275245.0;248144.0;10.0;;27091.0;187853.0;32897911.0;69420.0;187853.0;118432.0;69420.0;13488.0;24507275.0;55.0
96;Total central/decentral production;Total CHP and Eonly installations;Combined cycle units;2016;322273.0;9307315.0;657.0;;27669.0;322273.0;294577.0;28.0;;27669.0;212841.0;40457370.0;67195.0;212841.0;145647.0;67195.0;13572.0;24507275.0;55.0
97;Total central/decentral production;Total CHP and Eonly installations;Combined cycle units;2017;357509.0;10521498.0;113.0;;24499.0;357509.0;333005.0;5.0;;24499.0;230019.0;45722809.0;65416.0;230019.0;164602.0;65416.0;13633.0;21954859.0;54.0
98;Total central/decentral production;Total CHP and Eonly installations;Combined cycle units;2018;346423.0;10352931.0;139.0;;18747.0;346423.0;327670.0;6.0;;18747.0;225336.0;45159220.0;62762.0;225336.0;162573.0;62762.0;13619.0;21788359.0;53.0
99;Total central/decentral production;Total CHP and Eonly installations;Combined cycle units;2019;417517.0;12617709.0;85.0;;18163.0;417517.0;399350.0;4.0;;18163.0;268188.0;57168716.0;62380.0;268188.0;205807.0;62380.0;13619.0;21788359.0;53.0
100;Total central/decentral production;Total CHP and Eonly installations;Combined cycle units;2020;421011.0;12723758.0;145.0;;18297.0;421011.0;402707.0;6.0;;18297.0;267047.0;57974393.0;58339.0;267047.0;208708.0;58339.0;13603.0;22144625.0;53.0
101;Total central/decentral production;Total CHP and Eonly installations;Combined cycle units;2021;323739.0;9694300.0;;;16915.0;323739.0;306825.0;;;16915.0;209152.0;42751700.0;55246.0;209152.0;153906.0;55246.0;13603.0;22145021.0;55.0
102;Total central/decentral production;Total CHP and Eonly installations;Combined cycle units;2022;288891.0;8580276.0;;;17325.0;288891.0;271566.0;;;17325.0;190470.0;37471973.0;55571.0;190470.0;134899.0;55571.0;13562.0;21809000.0;55.0
103;Total central/decentral production;Total CHP and Eonly installations;Combined cycle units;2023;263126.0;7922956.0;;;12365.0;263126.0;250762.0;;;12365.0;171019.0;34320950.0;47463.0;171019.0;123555.0;47463.0;13531.0;22670750.0;53.0
104;Total central/decentral production;Total CHP and Eonly installations;Gas turbines;1998;101024.0;2541595.0;2224.0;;20491.0;101024.0;80441.0;91.0;;20491.0;83011.0;6633078.0;59132.0;83011.0;23879.0;59132.0;1140.0;12903745.0;87.0
105;Total central/decentral production;Total CHP and Eonly installations;Gas turbines;1999;99338.0;2506850.0;8396.0;;19652.0;99338.0;79342.0;344.0;;19652.0;81797.0;6637404.0;57902.0;81797.0;23895.0;57902.0;1138.0;12477783.0;87.0
106;Total central/decentral production;Total CHP and Eonly installations;Gas turbines;2000;102217.0;2562520.0;4727.0;;20920.0;102217.0;81104.0;194.0;;20920.0;82444.0;6534747.0;58918.0;82444.0;23525.0;58918.0;1131.0;12417738.0;86.0
