ID;RegioS;Perioden;BeginstandVoorraad_1;Nieuwbouw_2;TotaalOverigeToevoegingen_3;TotaalFysiekeToevoeging_4;LateResponsNieuwbouw_5;Transformatie_6;LateResponsTransformatie_7;Woningsplitsing_8;Woningsamenvoeging_9;OverigDoorVerbouw_10;TotaalToevoegingDoorFunctiewijziging_11;VanLogiesfunctieNaarWoonfunctie_12;VanOverigeFunctieNaarWoonfunctie_13;TotaalAdministratieveToevoeging_14;Sloop_15;TotaalOverigeOnttrekkingen_16;TotaalFysiekeOnttrekking_17;LateResponsSloop_18;Woningsplitsing_19;Woningsamenvoeging_20;OverigDoorVerbouw_21;TotaalOnttrekkingDoorFunctiewijziging_22;VanWoonNaarLogiesfunctie_23;VanWoonfunctieNaarOverigeFunctie_24;TotaalAdministratieveOnttrekking_25;SaldoVoorraad_26;EindstandVoorraad_27;SaldoWoningsplitsing_28;SaldoWoningsamenvoeging_29;SaldoOverigDoorVerbouw_30
1359;Terneuzen;2023;27415.0;295.0;30.0;25.0;0.0;20.0;0.0;5.0;0.0;0.0;5.0;0.0;5.0;5.0;30.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;290.0;27705.0;5.0;0.0;0.0
1360;Terschelling;2020;2295.0;0.0;20.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;15.0;5.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;15.0;0.0;2295.0;0.0;0.0;0.0
1361;Terschelling;2021;2295.0;5.0;15.0;5.0;0.0;0.0;0.0;0.0;0.0;5.0;5.0;5.0;0.0;5.0;5.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;10.0;2300.0;0.0;0.0;5.0
1362;Terschelling;2022;2300.0;10.0;15.0;10.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;10.0;5.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;15.0;2320.0;0.0;0.0;5.0
1363;Terschelling;2023;2320.0;30.0;20.0;10.0;0.0;0.0;0.0;5.0;0.0;5.0;0.0;0.0;0.0;5.0;5.0;15.0;5.0;0.0;5.0;0.0;0.0;5.0;5.0;0.0;5.0;30.0;2350.0;0.0;0.0;5.0
1364;Texel;2020;6650.0;125.0;5.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;120.0;6770.0;0.0;0.0;0.0
1365;Texel;2021;6770.0;75.0;105.0;5.0;0.0;5.0;0.0;0.0;0.0;0.0;65.0;65.0;0.0;35.0;5.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;165.0;6935.0;0.0;0.0;0.0
1366;Texel;2022;6935.0;35.0;20.0;5.0;0.0;0.0;0.0;0.0;0.0;5.0;10.0;10.0;5.0;5.0;5.0;10.0;0.0;0.0;0.0;0.0;0.0;5.0;5.0;0.0;5.0;40.0;6975.0;0.0;0.0;5.0
1367;Texel;2023;6975.0;30.0;100.0;95.0;0.0;10.0;0.0;0.0;80.0;5.0;0.0;0.0;0.0;5.0;10.0;115.0;110.0;0.0;0.0;110.0;0.0;0.0;0.0;0.0;5.0;5.0;6980.0;0.0;-30.0;5.0
1368;Teylingen;2020;16050.0;180.0;150.0;130.0;0.0;20.0;0.0;5.0;0.0;110.0;15.0;0.0;15.0;5.0;15.0;75.0;75.0;0.0;0.0;0.0;70.0;0.0;0.0;0.0;0.0;240.0;16285.0;5.0;0.0;40.0
1369;Teylingen;2021;16285.0;85.0;35.0;20.0;0.0;10.0;0.0;5.0;0.0;5.0;15.0;0.0;15.0;0.0;5.0;5.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;110.0;16395.0;5.0;0.0;5.0
1370;Teylingen;2022;16395.0;255.0;15.0;5.0;0.0;5.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;5.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;260.0;16655.0;0.0;0.0;0.0
1371;Teylingen;2023;16655.0;110.0;25.0;25.0;0.0;5.0;0.0;5.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;5.0;5.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;125.0;16780.0;5.0;0.0;15.0
1372;Tholen;2020;10985.0;115.0;95.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;90.0;35.0;45.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;45.0;130.0;11110.0;0.0;0.0;0.0
1373;Tholen;2021;11110.0;155.0;25.0;10.0;0.0;5.0;0.0;0.0;0.0;5.0;15.0;0.0;15.0;0.0;10.0;90.0;0.0;0.0;0.0;0.0;0.0;85.0;0.0;85.0;5.0;75.0;11190.0;0.0;0.0;5.0
1374;Tholen;2022;11190.0;110.0;40.0;15.0;0.0;5.0;0.0;10.0;0.0;5.0;5.0;0.0;5.0;20.0;45.0;25.0;5.0;0.0;5.0;0.0;0.0;5.0;0.0;0.0;20.0;75.0;11265.0;5.0;0.0;5.0
1375;Tholen;2023;11265.0;105.0;20.0;10.0;0.0;5.0;0.0;5.0;0.0;0.0;5.0;0.0;5.0;5.0;10.0;10.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;105.0;11370.0;5.0;0.0;0.0
1376;Tiel;2020;18080.0;160.0;40.0;40.0;0.0;10.0;0.0;5.0;0.0;25.0;5.0;0.0;5.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;190.0;18270.0;5.0;0.0;25.0
1377;Tiel;2021;18270.0;155.0;170.0;165.0;0.0;20.0;0.0;5.0;120.0;15.0;0.0;0.0;0.0;5.0;10.0;150.0;145.0;0.0;5.0;135.0;5.0;0.0;0.0;0.0;5.0;165.0;18435.0;0.0;-15.0;10.0
1378;Tiel;2022;18435.0;70.0;75.0;50.0;0.0;30.0;0.0;10.0;0.0;15.0;15.0;0.0;15.0;10.0;35.0;10.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;100.0;18535.0;10.0;0.0;15.0
1379;Tiel;2023;18535.0;160.0;55.0;50.0;0.0;30.0;0.0;10.0;0.0;10.0;0.0;0.0;0.0;0.0;20.0;5.0;5.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;190.0;18720.0;5.0;0.0;10.0
1380;Tilburg;2020;100420.0;1175.0;395.0;325.0;0.0;185.0;0.0;30.0;5.0;105.0;10.0;0.0;10.0;60.0;15.0;90.0;55.0;5.0;10.0;20.0;25.0;10.0;0.0;10.0;25.0;1465.0;101885.0;20.0;-15.0;80.0
1381;Tilburg;2021;102470.0;1395.0;280.0;250.0;0.0;125.0;5.0;70.0;5.0;45.0;5.0;0.0;5.0;20.0;50.0;125.0;95.0;0.0;25.0;20.0;45.0;10.0;0.0;5.0;20.0;1495.0;103970.0;45.0;-15.0;0.0
1382;Tilburg;2022;103970.0;1000.0;525.0;470.0;0.0;275.0;0.0;65.0;5.0;125.0;25.0;0.0;25.0;30.0;115.0;110.0;70.0;0.0;20.0;15.0;30.0;10.0;5.0;5.0;35.0;1295.0;105265.0;45.0;-10.0;95.0
1383;Tilburg;2023;105265.0;785.0;250.0;220.0;0.0;125.0;0.0;40.0;0.0;55.0;15.0;0.0;15.0;15.0;25.0;80.0;45.0;10.0;15.0;5.0;15.0;15.0;5.0;10.0;20.0;935.0;106200.0;25.0;-5.0;40.0
1384;Tubbergen;2020;8605.0;70.0;75.0;70.0;0.0;0.0;0.0;5.0;0.0;60.0;0.0;0.0;0.0;5.0;20.0;10.0;5.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;5.0;115.0;8720.0;5.0;-5.0;60.0
1385;Tubbergen;2021;8720.0;40.0;15.0;15.0;0.0;5.0;0.0;5.0;0.0;5.0;0.0;0.0;0.0;0.0;15.0;30.0;5.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;20.0;10.0;8730.0;5.0;0.0;0.0
1386;Tubbergen;2022;8730.0;50.0;5.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;10.0;10.0;5.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;40.0;8770.0;0.0;0.0;0.0
1387;Tubbergen;2023;8770.0;80.0;20.0;15.0;0.0;5.0;0.0;0.0;0.0;10.0;0.0;0.0;0.0;5.0;20.0;15.0;10.0;5.0;0.0;0.0;0.0;5.0;5.0;0.0;0.0;60.0;8835.0;0.0;0.0;10.0
1388;Twenterand;2020;13820.0;55.0;10.0;5.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;10.0;25.0;5.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;20.0;30.0;13845.0;0.0;0.0;5.0
1389;Twenterand;2021;13845.0;80.0;40.0;20.0;0.0;5.0;0.0;5.0;0.0;5.0;0.0;0.0;0.0;20.0;20.0;15.0;5.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;10.0;85.0;13930.0;5.0;-5.0;5.0
1390;Twenterand;2022;13930.0;85.0;25.0;10.0;0.0;0.0;0.0;0.0;0.0;5.0;5.0;0.0;5.0;10.0;10.0;15.0;5.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;5.0;85.0;14015.0;0.0;0.0;5.0
1391;Twenterand;2023;14015.0;165.0;10.0;5.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;5.0;70.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;90.0;14105.0;0.0;0.0;5.0
1392;Tynaarlo;2020;14500.0;90.0;20.0;15.0;0.0;5.0;0.0;0.0;0.0;10.0;0.0;0.0;0.0;5.0;5.0;15.0;5.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;10.0;95.0;14595.0;0.0;0.0;5.0
1393;Tynaarlo;2021;14595.0;85.0;30.0;20.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;15.0;25.0;5.0;5.0;0.0;0.0;0.0;10.0;10.0;0.0;10.0;75.0;14670.0;0.0;0.0;0.0
1394;Tynaarlo;2022;14670.0;25.0;70.0;50.0;0.0;30.0;0.0;0.0;0.0;15.0;15.0;0.0;15.0;5.0;40.0;15.0;5.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;5.0;45.0;14715.0;0.0;0.0;10.0
1395;Tynaarlo;2023;14715.0;105.0;25.0;20.0;0.0;10.0;0.0;0.0;0.0;5.0;5.0;0.0;5.0;5.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;120.0;14835.0;0.0;0.0;5.0
1396;Tytsjerksteradiel;2020;14045.0;50.0;20.0;10.0;0.0;5.0;0.0;5.0;0.0;5.0;0.0;0.0;0.0;5.0;10.0;10.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;50.0;14095.0;5.0;0.0;5.0
1397;Tytsjerksteradiel;2021;14095.0;35.0;30.0;15.0;0.0;10.0;0.0;0.0;0.0;0.0;15.0;0.0;15.0;0.0;40.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;30.0;14120.0;0.0;0.0;0.0
1398;Tytsjerksteradiel;2022;14120.0;90.0;30.0;25.0;0.0;15.0;0.0;5.0;0.0;10.0;0.0;0.0;0.0;5.0;20.0;15.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;90.0;14210.0;5.0;0.0;10.0
1399;Tytsjerksteradiel;2023;14210.0;90.0;15.0;15.0;0.0;5.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;5.0;10.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;5.0;5.0;95.0;14305.0;0.0;0.0;5.0
1400;Uden;2020;19020.0;110.0;25.0;20.0;0.0;10.0;0.0;5.0;0.0;5.0;0.0;0.0;0.0;5.0;35.0;15.0;5.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;5.0;90.0;19105.0;5.0;0.0;5.0
1401;Uden;2021;19105.0;180.0;40.0;35.0;0.0;15.0;0.0;0.0;0.0;20.0;5.0;0.0;5.0;0.0;10.0;15.0;10.0;0.0;0.0;5.0;5.0;0.0;0.0;0.0;5.0;195.0;19305.0;0.0;-5.0;15.0
1402;Uden;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1403;Uden;2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1404;Uitgeest;2020;5715.0;5.0;15.0;15.0;0.0;5.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;15.0;5730.0;5.0;0.0;0.0
1405;Uitgeest;2021;5730.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5730.0;0.0;0.0;0.0
1406;Uitgeest;2022;5730.0;15.0;10.0;5.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;55.0;5.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-35.0;5690.0;0.0;0.0;0.0
1407;Uitgeest;2023;5690.0;0.0;10.0;10.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;5700.0;0.0;0.0;5.0
1408;Uithoorn;2020;12835.0;425.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;430.0;13265.0;0.0;0.0;0.0
1409;Uithoorn;2021;13265.0;250.0;5.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;250.0;13515.0;0.0;0.0;0.0
1410;Uithoorn;2022;13515.0;35.0;30.0;30.0;0.0;15.0;0.0;0.0;0.0;15.0;0.0;0.0;0.0;0.0;5.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;60.0;13570.0;0.0;0.0;15.0
1411;Uithoorn;2023;13570.0;85.0;0.0;0.0;0.0;0.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;5.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;90.0;13665.0;5.0;0.0;0.0
1412;Urk;2020;6665.0;105.0;5.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;5.0;0.0;0.0;0.0;0.0;0.0;5.0;5.0;0.0;0.0;100.0;6765.0;0.0;0.0;0.0
1413;Urk;2021;6765.0;90.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;95.0;6855.0;0.0;0.0;5.0
1414;Urk;2022;6855.0;105.0;25.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;5.0;15.0;5.0;20.0;5.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;15.0;105.0;6965.0;0.0;0.0;-5.0
1415;Urk;2023;6965.0;30.0;10.0;10.0;0.0;5.0;0.0;0.0;0.0;5.0;5.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;40.0;7005.0;0.0;0.0;5.0
1416;Utrecht (gemeente);2020;156680.0;2425.0;990.0;960.0;30.0;545.0;0.0;55.0;15.0;310.0;10.0;0.0;10.0;20.0;185.0;235.0;125.0;15.0;15.0;55.0;40.0;85.0;65.0;20.0;20.0;2995.0;159670.0;40.0;-40.0;270.0
1417;Utrecht (gemeente);2021;159670.0;2620.0;435.0;385.0;0.0;130.0;110.0;65.0;5.0;75.0;10.0;0.0;10.0;40.0;20.0;255.0;165.0;5.0;25.0;15.0;120.0;70.0;45.0;20.0;25.0;2780.0;162450.0;40.0;-10.0;-45.0
1418;Utrecht (gemeente);2022;162450.0;2955.0;385.0;350.0;0.0;180.0;5.0;55.0;10.0;105.0;15.0;0.0;15.0;20.0;245.0;145.0;75.0;5.0;15.0;20.0;30.0;10.0;0.0;5.0;65.0;2950.0;165400.0;40.0;-10.0;75.0
1419;Utrecht (gemeente);2023;165400.0;1755.0;405.0;365.0;0.0;120.0;0.0;75.0;10.0;155.0;15.0;0.0;15.0;20.0;295.0;145.0;95.0;5.0;30.0;30.0;35.0;15.0;0.0;15.0;35.0;1725.0;167125.0;45.0;-20.0;120.0
1420;Utrechtse Heuvelrug;2020;21820.0;45.0;50.0;45.0;0.0;40.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;5.0;5.0;15.0;5.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;15.0;70.0;21890.0;0.0;0.0;0.0
1421;Utrechtse Heuvelrug;2021;21890.0;150.0;50.0;30.0;0.0;0.0;0.0;5.0;0.0;25.0;5.0;0.0;5.0;15.0;5.0;15.0;5.0;0.0;5.0;0.0;5.0;10.0;0.0;5.0;5.0;175.0;22065.0;0.0;0.0;20.0
1422;Utrechtse Heuvelrug;2022;22065.0;55.0;45.0;35.0;0.0;5.0;0.0;15.0;0.0;15.0;5.0;0.0;5.0;5.0;30.0;15.0;5.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;5.0;55.0;22120.0;10.0;0.0;15.0
1423;Utrechtse Heuvelrug;2023;22120.0;195.0;120.0;110.0;0.0;35.0;0.0;10.0;0.0;65.0;0.0;0.0;0.0;5.0;15.0;15.0;10.0;0.0;0.0;0.0;10.0;5.0;0.0;0.0;5.0;285.0;22405.0;10.0;0.0;55.0
1424;Vaals;2020;5805.0;5.0;25.0;25.0;0.0;5.0;0.0;5.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;10.0;10.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;15.0;5820.0;5.0;0.0;10.0
1425;Vaals;2021;5820.0;5.0;35.0;30.0;0.0;20.0;0.0;5.0;0.0;5.0;0.0;0.0;0.0;5.0;0.0;10.0;5.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;5.0;30.0;5850.0;5.0;0.0;0.0
1426;Vaals;2022;5850.0;10.0;20.0;15.0;0.0;5.0;0.0;5.0;0.0;5.0;5.0;0.0;5.0;0.0;0.0;15.0;10.0;0.0;0.0;0.0;10.0;0.0;0.0;0.0;5.0;10.0;5860.0;5.0;0.0;-5.0
1427;Vaals;2023;5860.0;5.0;10.0;10.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;5.0;5.0;0.0;0.0;0.0;0.0;5.0;5.0;0.0;0.0;5.0;5865.0;0.0;0.0;5.0
1428;Valkenburg aan de Geul;2020;8310.0;30.0;5.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;5.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;30.0;8335.0;0.0;0.0;0.0
1429;Valkenburg aan de Geul;2021;8335.0;0.0;70.0;65.0;0.0;0.0;0.0;0.0;0.0;60.0;5.0;0.0;5.0;5.0;5.0;15.0;15.0;0.0;0.0;10.0;5.0;0.0;0.0;0.0;0.0;55.0;8390.0;0.0;-10.0;55.0
1430;Valkenburg aan de Geul;2022;8390.0;5.0;15.0;5.0;0.0;0.0;0.0;0.0;0.0;5.0;5.0;0.0;5.0;0.0;20.0;25.0;20.0;10.0;0.0;10.0;5.0;0.0;0.0;0.0;0.0;-25.0;8370.0;0.0;-10.0;0.0
1431;Valkenburg aan de Geul;2023;8370.0;10.0;15.0;10.0;0.0;0.0;0.0;0.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;5.0;5.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20.0;8390.0;0.0;0.0;10.0
1432;Valkenswaard;2020;14805.0;75.0;20.0;15.0;0.0;5.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;5.0;0.0;10.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;80.0;14885.0;0.0;0.0;5.0
1433;Valkenswaard;2021;14885.0;55.0;60.0;40.0;0.0;25.0;0.0;5.0;0.0;10.0;5.0;0.0;5.0;15.0;5.0;25.0;10.0;0.0;5.0;0.0;5.0;0.0;0.0;0.0;15.0;80.0;14965.0;0.0;0.0;5.0
1434;Valkenswaard;2022;14965.0;95.0;35.0;25.0;0.0;20.0;0.0;5.0;0.0;5.0;0.0;0.0;0.0;5.0;5.0;10.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;115.0;15080.0;5.0;0.0;5.0
1435;Valkenswaard;2023;15080.0;150.0;55.0;45.0;0.0;35.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;10.0;5.0;20.0;10.0;0.0;5.0;0.0;5.0;5.0;0.0;0.0;5.0;175.0;15260.0;0.0;0.0;-5.0
1436;Veendam;2020;12845.0;60.0;15.0;10.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;65.0;12905.0;0.0;0.0;0.0
1437;Veendam;2021;12905.0;50.0;15.0;15.0;0.0;0.0;0.0;5.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;15.0;10.0;0.0;0.0;0.0;10.0;0.0;0.0;0.0;0.0;50.0;12955.0;5.0;0.0;0.0
1438;Veendam;2022;12955.0;80.0;15.0;15.0;0.0;5.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;35.0;5.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;55.0;13015.0;0.0;0.0;5.0
1439;Veendam;2023;13015.0;70.0;10.0;5.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;70.0;13085.0;0.0;0.0;0.0
1440;Veenendaal;2020;28355.0;245.0;20.0;20.0;0.0;15.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;10.0;5.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;255.0;28605.0;5.0;0.0;0.0
1441;Veenendaal;2021;28605.0;540.0;30.0;20.0;0.0;10.0;0.0;0.0;0.0;10.0;5.0;0.0;5.0;5.0;75.0;15.0;10.0;5.0;0.0;0.0;5.0;0.0;0.0;0.0;5.0;480.0;29090.0;0.0;0.0;5.0
1442;Veenendaal;2022;29090.0;275.0;25.0;20.0;0.0;10.0;0.0;0.0;0.0;5.0;5.0;0.0;5.0;5.0;5.0;115.0;115.0;0.0;0.0;0.0;110.0;0.0;0.0;0.0;5.0;180.0;29270.0;0.0;0.0;-105.0
1443;Veenendaal;2023;29270.0;510.0;40.0;30.0;0.0;10.0;0.0;5.0;0.0;15.0;5.0;0.0;5.0;5.0;25.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;520.0;29785.0;5.0;0.0;15.0
1444;Veere;2020;10965.0;50.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20.0;5.0;0.0;5.0;0.0;35.0;15.0;10.0;0.0;0.0;5.0;5.0;5.0;5.0;0.0;0.0;30.0;10995.0;0.0;-5.0;15.0
1445;Veere;2021;10995.0;45.0;15.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;5.0;30.0;25.0;15.0;5.0;0.0;5.0;10.0;0.0;0.0;0.0;5.0;0.0;11000.0;0.0;-5.0;-10.0
1446;Veere;2022;11000.0;90.0;20.0;15.0;0.0;5.0;0.0;0.0;0.0;10.0;0.0;0.0;0.0;0.0;35.0;10.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;65.0;11065.0;0.0;0.0;10.0
1447;Veere;2023;11065.0;80.0;15.0;5.0;0.0;0.0;0.0;0.0;0.0;5.0;5.0;0.0;0.0;0.0;35.0;10.0;0.0;0.0;0.0;0.0;0.0;5.0;5.0;0.0;0.0;50.0;11115.0;0.0;0.0;5.0
1448;Veldhoven;2020;19915.0;155.0;30.0;5.0;0.0;5.0;0.0;0.0;0.0;0.0;20.0;0.0;20.0;5.0;10.0;5.0;5.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;170.0;20085.0;0.0;0.0;0.0
1449;Veldhoven;2021;20085.0;195.0;20.0;15.0;0.0;5.0;0.0;5.0;0.0;5.0;0.0;0.0;0.0;5.0;5.0;10.0;5.0;0.0;0.0;0.0;0.0;5.0;0.0;5.0;5.0;200.0;20285.0;5.0;0.0;5.0
1450;Veldhoven;2022;20285.0;110.0;50.0;35.0;0.0;20.0;5.0;0.0;0.0;15.0;10.0;0.0;10.0;5.0;35.0;10.0;5.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;5.0;115.0;20400.0;0.0;0.0;10.0
1451;Veldhoven;2023;20400.0;390.0;15.0;15.0;0.0;0.0;0.0;0.0;0.0;15.0;0.0;0.0;0.0;0.0;10.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;395.0;20790.0;0.0;0.0;15.0
1452;Velsen;2020;31225.0;210.0;25.0;20.0;0.0;10.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;5.0;10.0;10.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;215.0;31440.0;5.0;0.0;0.0
1453;Velsen;2021;31440.0;175.0;70.0;65.0;0.0;20.0;0.0;5.0;0.0;40.0;5.0;0.0;5.0;5.0;5.0;10.0;5.0;0.0;5.0;0.0;5.0;0.0;0.0;0.0;5.0;230.0;31670.0;0.0;0.0;35.0
1454;Velsen;2022;31670.0;130.0;50.0;40.0;0.0;20.0;0.0;15.0;0.0;5.0;5.0;0.0;5.0;5.0;10.0;20.0;10.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;5.0;155.0;31825.0;10.0;0.0;5.0
1455;Velsen;2023;31825.0;115.0;60.0;45.0;0.0;10.0;0.0;25.0;0.0;10.0;10.0;0.0;10.0;5.0;5.0;25.0;20.0;0.0;10.0;0.0;5.0;0.0;0.0;0.0;5.0;140.0;31965.0;15.0;0.0;5.0
1456;Venlo;2020;47410.0;270.0;175.0;155.0;0.0;80.0;5.0;25.0;0.0;45.0;5.0;0.0;5.0;10.0;10.0;40.0;25.0;5.0;10.0;5.0;10.0;0.0;0.0;0.0;15.0;395.0;47810.0;15.0;-5.0;35.0
1457;Venlo;2021;47810.0;365.0;165.0;140.0;0.0;40.0;0.0;30.0;0.0;70.0;10.0;0.0;10.0;15.0;110.0;50.0;30.0;0.0;10.0;5.0;10.0;0.0;0.0;0.0;20.0;370.0;48180.0;20.0;-5.0;60.0
1458;Venlo;2022;48180.0;255.0;220.0;195.0;0.0;75.0;5.0;45.0;0.0;70.0;15.0;0.0;15.0;10.0;25.0;80.0;40.0;0.0;20.0;0.0;20.0;10.0;0.0;10.0;30.0;375.0;48555.0;25.0;0.0;50.0
1459;Venlo;2023;48555.0;335.0;195.0;165.0;0.0;70.0;0.0;45.0;0.0;55.0;5.0;0.0;5.0;20.0;25.0;70.0;30.0;5.0;20.0;0.0;10.0;5.0;5.0;0.0;35.0;435.0;48985.0;25.0;0.0;45.0
