ID;Bouwjaren;Eigendom;RegioS;Perioden;VoertuigenMetBromfietskenteken_1;Snorfiets_2;Bromfiets_3;Brommobiel_4;OverigeVoertuigenMetBromfietskenteken_5
5503;Bouwjaar 2020;Leeftijd: 16 tot 18 jaar;Flevoland (PV);2022;53.0;45.0;8.0;0.0;0.0
5504;Bouwjaar 2020;Leeftijd: 16 tot 18 jaar;Gelderland (PV);2007;;;;;
5505;Bouwjaar 2020;Leeftijd: 16 tot 18 jaar;Gelderland (PV);2008;;;;;
5506;Bouwjaar 2020;Leeftijd: 16 tot 18 jaar;Gelderland (PV);2009;;;;;
5507;Bouwjaar 2020;Leeftijd: 16 tot 18 jaar;Gelderland (PV);2010;;;;;
5508;Bouwjaar 2020;Leeftijd: 16 tot 18 jaar;Gelderland (PV);2011;;;;;
5509;Bouwjaar 2020;Leeftijd: 16 tot 18 jaar;Gelderland (PV);2012;;;;;
5510;Bouwjaar 2020;Leeftijd: 16 tot 18 jaar;Gelderland (PV);2013;;;;;
5511;Bouwjaar 2020;Leeftijd: 16 tot 18 jaar;Gelderland (PV);2014;;;;;
5512;Bouwjaar 2020;Leeftijd: 16 tot 18 jaar;Gelderland (PV);2015;;;;;
5513;Bouwjaar 2020;Leeftijd: 16 tot 18 jaar;Gelderland (PV);2016;;;;;
5514;Bouwjaar 2020;Leeftijd: 16 tot 18 jaar;Gelderland (PV);2017;;;;;
5515;Bouwjaar 2020;Leeftijd: 16 tot 18 jaar;Gelderland (PV);2018;;;;;
5516;Bouwjaar 2020;Leeftijd: 16 tot 18 jaar;Gelderland (PV);2019;;;;;
5517;Bouwjaar 2020;Leeftijd: 16 tot 18 jaar;Gelderland (PV);2020;;;;;
5518;Bouwjaar 2020;Leeftijd: 16 tot 18 jaar;Gelderland (PV);2021;438.0;257.0;181.0;0.0;0.0
5519;Bouwjaar 2020;Leeftijd: 16 tot 18 jaar;Gelderland (PV);2022;282.0;144.0;137.0;1.0;0.0
5520;Bouwjaar 2020;Leeftijd: 16 tot 18 jaar;Utrecht (PV);2007;;;;;
5521;Bouwjaar 2020;Leeftijd: 16 tot 18 jaar;Utrecht (PV);2008;;;;;
5522;Bouwjaar 2020;Leeftijd: 16 tot 18 jaar;Utrecht (PV);2009;;;;;
5523;Bouwjaar 2020;Leeftijd: 16 tot 18 jaar;Utrecht (PV);2010;;;;;
5524;Bouwjaar 2020;Leeftijd: 16 tot 18 jaar;Utrecht (PV);2011;;;;;
5525;Bouwjaar 2020;Leeftijd: 16 tot 18 jaar;Utrecht (PV);2012;;;;;
5526;Bouwjaar 2020;Leeftijd: 16 tot 18 jaar;Utrecht (PV);2013;;;;;
5527;Bouwjaar 2020;Leeftijd: 16 tot 18 jaar;Utrecht (PV);2014;;;;;
5528;Bouwjaar 2020;Leeftijd: 16 tot 18 jaar;Utrecht (PV);2015;;;;;
5529;Bouwjaar 2020;Leeftijd: 16 tot 18 jaar;Utrecht (PV);2016;;;;;
5530;Bouwjaar 2020;Leeftijd: 16 tot 18 jaar;Utrecht (PV);2017;;;;;
5531;Bouwjaar 2020;Leeftijd: 16 tot 18 jaar;Utrecht (PV);2018;;;;;
5532;Bouwjaar 2020;Leeftijd: 16 tot 18 jaar;Utrecht (PV);2019;;;;;
5533;Bouwjaar 2020;Leeftijd: 16 tot 18 jaar;Utrecht (PV);2020;;;;;
5534;Bouwjaar 2020;Leeftijd: 16 tot 18 jaar;Utrecht (PV);2021;241.0;98.0;142.0;1.0;0.0
5535;Bouwjaar 2020;Leeftijd: 16 tot 18 jaar;Utrecht (PV);2022;150.0;50.0;99.0;1.0;0.0
5536;Bouwjaar 2020;Leeftijd: 16 tot 18 jaar;Noord-Holland (PV);2007;;;;;
5537;Bouwjaar 2020;Leeftijd: 16 tot 18 jaar;Noord-Holland (PV);2008;;;;;
5538;Bouwjaar 2020;Leeftijd: 16 tot 18 jaar;Noord-Holland (PV);2009;;;;;
5539;Bouwjaar 2020;Leeftijd: 16 tot 18 jaar;Noord-Holland (PV);2010;;;;;
5540;Bouwjaar 2020;Leeftijd: 16 tot 18 jaar;Noord-Holland (PV);2011;;;;;
5541;Bouwjaar 2020;Leeftijd: 16 tot 18 jaar;Noord-Holland (PV);2012;;;;;
5542;Bouwjaar 2020;Leeftijd: 16 tot 18 jaar;Noord-Holland (PV);2013;;;;;
5543;Bouwjaar 2020;Leeftijd: 16 tot 18 jaar;Noord-Holland (PV);2014;;;;;
5544;Bouwjaar 2020;Leeftijd: 16 tot 18 jaar;Noord-Holland (PV);2015;;;;;
5545;Bouwjaar 2020;Leeftijd: 16 tot 18 jaar;Noord-Holland (PV);2016;;;;;
5546;Bouwjaar 2020;Leeftijd: 16 tot 18 jaar;Noord-Holland (PV);2017;;;;;
5547;Bouwjaar 2020;Leeftijd: 16 tot 18 jaar;Noord-Holland (PV);2018;;;;;
5548;Bouwjaar 2020;Leeftijd: 16 tot 18 jaar;Noord-Holland (PV);2019;;;;;
5549;Bouwjaar 2020;Leeftijd: 16 tot 18 jaar;Noord-Holland (PV);2020;;;;;
5550;Bouwjaar 2020;Leeftijd: 16 tot 18 jaar;Noord-Holland (PV);2021;473.0;185.0;287.0;1.0;0.0
5551;Bouwjaar 2020;Leeftijd: 16 tot 18 jaar;Noord-Holland (PV);2022;314.0;108.0;205.0;1.0;0.0
5552;Bouwjaar 2020;Leeftijd: 16 tot 18 jaar;Zuid-Holland (PV);2007;;;;;
5553;Bouwjaar 2020;Leeftijd: 16 tot 18 jaar;Zuid-Holland (PV);2008;;;;;
5554;Bouwjaar 2020;Leeftijd: 16 tot 18 jaar;Zuid-Holland (PV);2009;;;;;
5555;Bouwjaar 2020;Leeftijd: 16 tot 18 jaar;Zuid-Holland (PV);2010;;;;;
5556;Bouwjaar 2020;Leeftijd: 16 tot 18 jaar;Zuid-Holland (PV);2011;;;;;
5557;Bouwjaar 2020;Leeftijd: 16 tot 18 jaar;Zuid-Holland (PV);2012;;;;;
5558;Bouwjaar 2020;Leeftijd: 16 tot 18 jaar;Zuid-Holland (PV);2013;;;;;
5559;Bouwjaar 2020;Leeftijd: 16 tot 18 jaar;Zuid-Holland (PV);2014;;;;;
5560;Bouwjaar 2020;Leeftijd: 16 tot 18 jaar;Zuid-Holland (PV);2015;;;;;
5561;Bouwjaar 2020;Leeftijd: 16 tot 18 jaar;Zuid-Holland (PV);2016;;;;;
5562;Bouwjaar 2020;Leeftijd: 16 tot 18 jaar;Zuid-Holland (PV);2017;;;;;
5563;Bouwjaar 2020;Leeftijd: 16 tot 18 jaar;Zuid-Holland (PV);2018;;;;;
5564;Bouwjaar 2020;Leeftijd: 16 tot 18 jaar;Zuid-Holland (PV);2019;;;;;
5565;Bouwjaar 2020;Leeftijd: 16 tot 18 jaar;Zuid-Holland (PV);2020;;;;;
5566;Bouwjaar 2020;Leeftijd: 16 tot 18 jaar;Zuid-Holland (PV);2021;624.0;398.0;226.0;0.0;0.0
5567;Bouwjaar 2020;Leeftijd: 16 tot 18 jaar;Zuid-Holland (PV);2022;407.0;250.0;156.0;1.0;0.0
5568;Bouwjaar 2020;Leeftijd: 16 tot 18 jaar;Zeeland (PV);2007;;;;;
5569;Bouwjaar 2020;Leeftijd: 16 tot 18 jaar;Zeeland (PV);2008;;;;;
5570;Bouwjaar 2020;Leeftijd: 16 tot 18 jaar;Zeeland (PV);2009;;;;;
5571;Bouwjaar 2020;Leeftijd: 16 tot 18 jaar;Zeeland (PV);2010;;;;;
5572;Bouwjaar 2020;Leeftijd: 16 tot 18 jaar;Zeeland (PV);2011;;;;;
5573;Bouwjaar 2020;Leeftijd: 16 tot 18 jaar;Zeeland (PV);2012;;;;;
5574;Bouwjaar 2020;Leeftijd: 16 tot 18 jaar;Zeeland (PV);2013;;;;;
5575;Bouwjaar 2020;Leeftijd: 16 tot 18 jaar;Zeeland (PV);2014;;;;;
5576;Bouwjaar 2020;Leeftijd: 16 tot 18 jaar;Zeeland (PV);2015;;;;;
5577;Bouwjaar 2020;Leeftijd: 16 tot 18 jaar;Zeeland (PV);2016;;;;;
5578;Bouwjaar 2020;Leeftijd: 16 tot 18 jaar;Zeeland (PV);2017;;;;;
5579;Bouwjaar 2020;Leeftijd: 16 tot 18 jaar;Zeeland (PV);2018;;;;;
5580;Bouwjaar 2020;Leeftijd: 16 tot 18 jaar;Zeeland (PV);2019;;;;;
5581;Bouwjaar 2020;Leeftijd: 16 tot 18 jaar;Zeeland (PV);2020;;;;;
5582;Bouwjaar 2020;Leeftijd: 16 tot 18 jaar;Zeeland (PV);2021;184.0;108.0;76.0;0.0;0.0
5583;Bouwjaar 2020;Leeftijd: 16 tot 18 jaar;Zeeland (PV);2022;157.0;86.0;71.0;0.0;0.0
5584;Bouwjaar 2020;Leeftijd: 16 tot 18 jaar;Noord-Brabant (PV);2007;;;;;
5585;Bouwjaar 2020;Leeftijd: 16 tot 18 jaar;Noord-Brabant (PV);2008;;;;;
5586;Bouwjaar 2020;Leeftijd: 16 tot 18 jaar;Noord-Brabant (PV);2009;;;;;
5587;Bouwjaar 2020;Leeftijd: 16 tot 18 jaar;Noord-Brabant (PV);2010;;;;;
5588;Bouwjaar 2020;Leeftijd: 16 tot 18 jaar;Noord-Brabant (PV);2011;;;;;
5589;Bouwjaar 2020;Leeftijd: 16 tot 18 jaar;Noord-Brabant (PV);2012;;;;;
5590;Bouwjaar 2020;Leeftijd: 16 tot 18 jaar;Noord-Brabant (PV);2013;;;;;
5591;Bouwjaar 2020;Leeftijd: 16 tot 18 jaar;Noord-Brabant (PV);2014;;;;;
5592;Bouwjaar 2020;Leeftijd: 16 tot 18 jaar;Noord-Brabant (PV);2015;;;;;
5593;Bouwjaar 2020;Leeftijd: 16 tot 18 jaar;Noord-Brabant (PV);2016;;;;;
5594;Bouwjaar 2020;Leeftijd: 16 tot 18 jaar;Noord-Brabant (PV);2017;;;;;
5595;Bouwjaar 2020;Leeftijd: 16 tot 18 jaar;Noord-Brabant (PV);2018;;;;;
5596;Bouwjaar 2020;Leeftijd: 16 tot 18 jaar;Noord-Brabant (PV);2019;;;;;
5597;Bouwjaar 2020;Leeftijd: 16 tot 18 jaar;Noord-Brabant (PV);2020;;;;;
5598;Bouwjaar 2020;Leeftijd: 16 tot 18 jaar;Noord-Brabant (PV);2021;565.0;390.0;175.0;0.0;0.0
5599;Bouwjaar 2020;Leeftijd: 16 tot 18 jaar;Noord-Brabant (PV);2022;381.0;252.0;129.0;0.0;0.0
5600;Bouwjaar 2020;Leeftijd: 16 tot 18 jaar;Limburg (PV);2007;;;;;
5601;Bouwjaar 2020;Leeftijd: 16 tot 18 jaar;Limburg (PV);2008;;;;;
5602;Bouwjaar 2020;Leeftijd: 16 tot 18 jaar;Limburg (PV);2009;;;;;
5603;Bouwjaar 2020;Leeftijd: 16 tot 18 jaar;Limburg (PV);2010;;;;;
5604;Bouwjaar 2020;Leeftijd: 16 tot 18 jaar;Limburg (PV);2011;;;;;
5605;Bouwjaar 2020;Leeftijd: 16 tot 18 jaar;Limburg (PV);2012;;;;;
5606;Bouwjaar 2020;Leeftijd: 16 tot 18 jaar;Limburg (PV);2013;;;;;
5607;Bouwjaar 2020;Leeftijd: 16 tot 18 jaar;Limburg (PV);2014;;;;;
5608;Bouwjaar 2020;Leeftijd: 16 tot 18 jaar;Limburg (PV);2015;;;;;
5609;Bouwjaar 2020;Leeftijd: 16 tot 18 jaar;Limburg (PV);2016;;;;;
5610;Bouwjaar 2020;Leeftijd: 16 tot 18 jaar;Limburg (PV);2017;;;;;
5611;Bouwjaar 2020;Leeftijd: 16 tot 18 jaar;Limburg (PV);2018;;;;;
5612;Bouwjaar 2020;Leeftijd: 16 tot 18 jaar;Limburg (PV);2019;;;;;
5613;Bouwjaar 2020;Leeftijd: 16 tot 18 jaar;Limburg (PV);2020;;;;;
5614;Bouwjaar 2020;Leeftijd: 16 tot 18 jaar;Limburg (PV);2021;126.0;80.0;46.0;0.0;0.0
5615;Bouwjaar 2020;Leeftijd: 16 tot 18 jaar;Limburg (PV);2022;78.0;42.0;35.0;1.0;0.0
5616;Bouwjaar 2020;Leeftijd: 18 tot 20 jaar;Nederland;2007;;;;;
5617;Bouwjaar 2020;Leeftijd: 18 tot 20 jaar;Nederland;2008;;;;;
5618;Bouwjaar 2020;Leeftijd: 18 tot 20 jaar;Nederland;2009;;;;;
5619;Bouwjaar 2020;Leeftijd: 18 tot 20 jaar;Nederland;2010;;;;;
5620;Bouwjaar 2020;Leeftijd: 18 tot 20 jaar;Nederland;2011;;;;;
5621;Bouwjaar 2020;Leeftijd: 18 tot 20 jaar;Nederland;2012;;;;;
5622;Bouwjaar 2020;Leeftijd: 18 tot 20 jaar;Nederland;2013;;;;;
5623;Bouwjaar 2020;Leeftijd: 18 tot 20 jaar;Nederland;2014;;;;;
5624;Bouwjaar 2020;Leeftijd: 18 tot 20 jaar;Nederland;2015;;;;;
5625;Bouwjaar 2020;Leeftijd: 18 tot 20 jaar;Nederland;2016;;;;;
5626;Bouwjaar 2020;Leeftijd: 18 tot 20 jaar;Nederland;2017;;;;;
5627;Bouwjaar 2020;Leeftijd: 18 tot 20 jaar;Nederland;2018;;;;;
5628;Bouwjaar 2020;Leeftijd: 18 tot 20 jaar;Nederland;2019;;;;;
5629;Bouwjaar 2020;Leeftijd: 18 tot 20 jaar;Nederland;2020;;;;;
5630;Bouwjaar 2020;Leeftijd: 18 tot 20 jaar;Nederland;2021;2938.0;2067.0;869.0;2.0;0.0
5631;Bouwjaar 2020;Leeftijd: 18 tot 20 jaar;Nederland;2022;3051.0;1960.0;1090.0;1.0;0.0
5632;Bouwjaar 2020;Leeftijd: 18 tot 20 jaar;Groningen (PV);2007;;;;;
5633;Bouwjaar 2020;Leeftijd: 18 tot 20 jaar;Groningen (PV);2008;;;;;
5634;Bouwjaar 2020;Leeftijd: 18 tot 20 jaar;Groningen (PV);2009;;;;;
5635;Bouwjaar 2020;Leeftijd: 18 tot 20 jaar;Groningen (PV);2010;;;;;
5636;Bouwjaar 2020;Leeftijd: 18 tot 20 jaar;Groningen (PV);2011;;;;;
5637;Bouwjaar 2020;Leeftijd: 18 tot 20 jaar;Groningen (PV);2012;;;;;
5638;Bouwjaar 2020;Leeftijd: 18 tot 20 jaar;Groningen (PV);2013;;;;;
5639;Bouwjaar 2020;Leeftijd: 18 tot 20 jaar;Groningen (PV);2014;;;;;
5640;Bouwjaar 2020;Leeftijd: 18 tot 20 jaar;Groningen (PV);2015;;;;;
5641;Bouwjaar 2020;Leeftijd: 18 tot 20 jaar;Groningen (PV);2016;;;;;
5642;Bouwjaar 2020;Leeftijd: 18 tot 20 jaar;Groningen (PV);2017;;;;;
5643;Bouwjaar 2020;Leeftijd: 18 tot 20 jaar;Groningen (PV);2018;;;;;
5644;Bouwjaar 2020;Leeftijd: 18 tot 20 jaar;Groningen (PV);2019;;;;;
5645;Bouwjaar 2020;Leeftijd: 18 tot 20 jaar;Groningen (PV);2020;;;;;
5646;Bouwjaar 2020;Leeftijd: 18 tot 20 jaar;Groningen (PV);2021;73.0;60.0;13.0;0.0;0.0
5647;Bouwjaar 2020;Leeftijd: 18 tot 20 jaar;Groningen (PV);2022;73.0;53.0;20.0;0.0;0.0
5648;Bouwjaar 2020;Leeftijd: 18 tot 20 jaar;Fryslân (PV);2007;;;;;
5649;Bouwjaar 2020;Leeftijd: 18 tot 20 jaar;Fryslân (PV);2008;;;;;
5650;Bouwjaar 2020;Leeftijd: 18 tot 20 jaar;Fryslân (PV);2009;;;;;
5651;Bouwjaar 2020;Leeftijd: 18 tot 20 jaar;Fryslân (PV);2010;;;;;
5652;Bouwjaar 2020;Leeftijd: 18 tot 20 jaar;Fryslân (PV);2011;;;;;
5653;Bouwjaar 2020;Leeftijd: 18 tot 20 jaar;Fryslân (PV);2012;;;;;
5654;Bouwjaar 2020;Leeftijd: 18 tot 20 jaar;Fryslân (PV);2013;;;;;
5655;Bouwjaar 2020;Leeftijd: 18 tot 20 jaar;Fryslân (PV);2014;;;;;
5656;Bouwjaar 2020;Leeftijd: 18 tot 20 jaar;Fryslân (PV);2015;;;;;
5657;Bouwjaar 2020;Leeftijd: 18 tot 20 jaar;Fryslân (PV);2016;;;;;
5658;Bouwjaar 2020;Leeftijd: 18 tot 20 jaar;Fryslân (PV);2017;;;;;
5659;Bouwjaar 2020;Leeftijd: 18 tot 20 jaar;Fryslân (PV);2018;;;;;
5660;Bouwjaar 2020;Leeftijd: 18 tot 20 jaar;Fryslân (PV);2019;;;;;
5661;Bouwjaar 2020;Leeftijd: 18 tot 20 jaar;Fryslân (PV);2020;;;;;
5662;Bouwjaar 2020;Leeftijd: 18 tot 20 jaar;Fryslân (PV);2021;55.0;39.0;16.0;0.0;0.0
5663;Bouwjaar 2020;Leeftijd: 18 tot 20 jaar;Fryslân (PV);2022;69.0;46.0;23.0;0.0;0.0
5664;Bouwjaar 2020;Leeftijd: 18 tot 20 jaar;Drenthe (PV);2007;;;;;
5665;Bouwjaar 2020;Leeftijd: 18 tot 20 jaar;Drenthe (PV);2008;;;;;
5666;Bouwjaar 2020;Leeftijd: 18 tot 20 jaar;Drenthe (PV);2009;;;;;
5667;Bouwjaar 2020;Leeftijd: 18 tot 20 jaar;Drenthe (PV);2010;;;;;
5668;Bouwjaar 2020;Leeftijd: 18 tot 20 jaar;Drenthe (PV);2011;;;;;
5669;Bouwjaar 2020;Leeftijd: 18 tot 20 jaar;Drenthe (PV);2012;;;;;
5670;Bouwjaar 2020;Leeftijd: 18 tot 20 jaar;Drenthe (PV);2013;;;;;
5671;Bouwjaar 2020;Leeftijd: 18 tot 20 jaar;Drenthe (PV);2014;;;;;
5672;Bouwjaar 2020;Leeftijd: 18 tot 20 jaar;Drenthe (PV);2015;;;;;
5673;Bouwjaar 2020;Leeftijd: 18 tot 20 jaar;Drenthe (PV);2016;;;;;
5674;Bouwjaar 2020;Leeftijd: 18 tot 20 jaar;Drenthe (PV);2017;;;;;
5675;Bouwjaar 2020;Leeftijd: 18 tot 20 jaar;Drenthe (PV);2018;;;;;
5676;Bouwjaar 2020;Leeftijd: 18 tot 20 jaar;Drenthe (PV);2019;;;;;
5677;Bouwjaar 2020;Leeftijd: 18 tot 20 jaar;Drenthe (PV);2020;;;;;
5678;Bouwjaar 2020;Leeftijd: 18 tot 20 jaar;Drenthe (PV);2021;70.0;53.0;17.0;0.0;0.0
5679;Bouwjaar 2020;Leeftijd: 18 tot 20 jaar;Drenthe (PV);2022;59.0;45.0;14.0;0.0;0.0
5680;Bouwjaar 2020;Leeftijd: 18 tot 20 jaar;Overijssel (PV);2007;;;;;
5681;Bouwjaar 2020;Leeftijd: 18 tot 20 jaar;Overijssel (PV);2008;;;;;
5682;Bouwjaar 2020;Leeftijd: 18 tot 20 jaar;Overijssel (PV);2009;;;;;
5683;Bouwjaar 2020;Leeftijd: 18 tot 20 jaar;Overijssel (PV);2010;;;;;
5684;Bouwjaar 2020;Leeftijd: 18 tot 20 jaar;Overijssel (PV);2011;;;;;
5685;Bouwjaar 2020;Leeftijd: 18 tot 20 jaar;Overijssel (PV);2012;;;;;
5686;Bouwjaar 2020;Leeftijd: 18 tot 20 jaar;Overijssel (PV);2013;;;;;
5687;Bouwjaar 2020;Leeftijd: 18 tot 20 jaar;Overijssel (PV);2014;;;;;
5688;Bouwjaar 2020;Leeftijd: 18 tot 20 jaar;Overijssel (PV);2015;;;;;
5689;Bouwjaar 2020;Leeftijd: 18 tot 20 jaar;Overijssel (PV);2016;;;;;
5690;Bouwjaar 2020;Leeftijd: 18 tot 20 jaar;Overijssel (PV);2017;;;;;
5691;Bouwjaar 2020;Leeftijd: 18 tot 20 jaar;Overijssel (PV);2018;;;;;
5692;Bouwjaar 2020;Leeftijd: 18 tot 20 jaar;Overijssel (PV);2019;;;;;
5693;Bouwjaar 2020;Leeftijd: 18 tot 20 jaar;Overijssel (PV);2020;;;;;
5694;Bouwjaar 2020;Leeftijd: 18 tot 20 jaar;Overijssel (PV);2021;152.0;122.0;30.0;0.0;0.0
5695;Bouwjaar 2020;Leeftijd: 18 tot 20 jaar;Overijssel (PV);2022;179.0;132.0;47.0;0.0;0.0
5696;Bouwjaar 2020;Leeftijd: 18 tot 20 jaar;Flevoland (PV);2007;;;;;
5697;Bouwjaar 2020;Leeftijd: 18 tot 20 jaar;Flevoland (PV);2008;;;;;
5698;Bouwjaar 2020;Leeftijd: 18 tot 20 jaar;Flevoland (PV);2009;;;;;
5699;Bouwjaar 2020;Leeftijd: 18 tot 20 jaar;Flevoland (PV);2010;;;;;
5700;Bouwjaar 2020;Leeftijd: 18 tot 20 jaar;Flevoland (PV);2011;;;;;
5701;Bouwjaar 2020;Leeftijd: 18 tot 20 jaar;Flevoland (PV);2012;;;;;
5702;Bouwjaar 2020;Leeftijd: 18 tot 20 jaar;Flevoland (PV);2013;;;;;
5703;Bouwjaar 2020;Leeftijd: 18 tot 20 jaar;Flevoland (PV);2014;;;;;
5704;Bouwjaar 2020;Leeftijd: 18 tot 20 jaar;Flevoland (PV);2015;;;;;
5705;Bouwjaar 2020;Leeftijd: 18 tot 20 jaar;Flevoland (PV);2016;;;;;
5706;Bouwjaar 2020;Leeftijd: 18 tot 20 jaar;Flevoland (PV);2017;;;;;
5707;Bouwjaar 2020;Leeftijd: 18 tot 20 jaar;Flevoland (PV);2018;;;;;
5708;Bouwjaar 2020;Leeftijd: 18 tot 20 jaar;Flevoland (PV);2019;;;;;
5709;Bouwjaar 2020;Leeftijd: 18 tot 20 jaar;Flevoland (PV);2020;;;;;
5710;Bouwjaar 2020;Leeftijd: 18 tot 20 jaar;Flevoland (PV);2021;83.0;71.0;12.0;0.0;0.0
5711;Bouwjaar 2020;Leeftijd: 18 tot 20 jaar;Flevoland (PV);2022;88.0;73.0;15.0;0.0;0.0
5712;Bouwjaar 2020;Leeftijd: 18 tot 20 jaar;Gelderland (PV);2007;;;;;
5713;Bouwjaar 2020;Leeftijd: 18 tot 20 jaar;Gelderland (PV);2008;;;;;
5714;Bouwjaar 2020;Leeftijd: 18 tot 20 jaar;Gelderland (PV);2009;;;;;
5715;Bouwjaar 2020;Leeftijd: 18 tot 20 jaar;Gelderland (PV);2010;;;;;
5716;Bouwjaar 2020;Leeftijd: 18 tot 20 jaar;Gelderland (PV);2011;;;;;
5717;Bouwjaar 2020;Leeftijd: 18 tot 20 jaar;Gelderland (PV);2012;;;;;
5718;Bouwjaar 2020;Leeftijd: 18 tot 20 jaar;Gelderland (PV);2013;;;;;
5719;Bouwjaar 2020;Leeftijd: 18 tot 20 jaar;Gelderland (PV);2014;;;;;
5720;Bouwjaar 2020;Leeftijd: 18 tot 20 jaar;Gelderland (PV);2015;;;;;
5721;Bouwjaar 2020;Leeftijd: 18 tot 20 jaar;Gelderland (PV);2016;;;;;
5722;Bouwjaar 2020;Leeftijd: 18 tot 20 jaar;Gelderland (PV);2017;;;;;
5723;Bouwjaar 2020;Leeftijd: 18 tot 20 jaar;Gelderland (PV);2018;;;;;
5724;Bouwjaar 2020;Leeftijd: 18 tot 20 jaar;Gelderland (PV);2019;;;;;
5725;Bouwjaar 2020;Leeftijd: 18 tot 20 jaar;Gelderland (PV);2020;;;;;
5726;Bouwjaar 2020;Leeftijd: 18 tot 20 jaar;Gelderland (PV);2021;363.0;267.0;96.0;0.0;0.0
5727;Bouwjaar 2020;Leeftijd: 18 tot 20 jaar;Gelderland (PV);2022;410.0;290.0;120.0;0.0;0.0
5728;Bouwjaar 2020;Leeftijd: 18 tot 20 jaar;Utrecht (PV);2007;;;;;
5729;Bouwjaar 2020;Leeftijd: 18 tot 20 jaar;Utrecht (PV);2008;;;;;
5730;Bouwjaar 2020;Leeftijd: 18 tot 20 jaar;Utrecht (PV);2009;;;;;
5731;Bouwjaar 2020;Leeftijd: 18 tot 20 jaar;Utrecht (PV);2010;;;;;
5732;Bouwjaar 2020;Leeftijd: 18 tot 20 jaar;Utrecht (PV);2011;;;;;
5733;Bouwjaar 2020;Leeftijd: 18 tot 20 jaar;Utrecht (PV);2012;;;;;
5734;Bouwjaar 2020;Leeftijd: 18 tot 20 jaar;Utrecht (PV);2013;;;;;
5735;Bouwjaar 2020;Leeftijd: 18 tot 20 jaar;Utrecht (PV);2014;;;;;
5736;Bouwjaar 2020;Leeftijd: 18 tot 20 jaar;Utrecht (PV);2015;;;;;
5737;Bouwjaar 2020;Leeftijd: 18 tot 20 jaar;Utrecht (PV);2016;;;;;
5738;Bouwjaar 2020;Leeftijd: 18 tot 20 jaar;Utrecht (PV);2017;;;;;
5739;Bouwjaar 2020;Leeftijd: 18 tot 20 jaar;Utrecht (PV);2018;;;;;
5740;Bouwjaar 2020;Leeftijd: 18 tot 20 jaar;Utrecht (PV);2019;;;;;
5741;Bouwjaar 2020;Leeftijd: 18 tot 20 jaar;Utrecht (PV);2020;;;;;
5742;Bouwjaar 2020;Leeftijd: 18 tot 20 jaar;Utrecht (PV);2021;201.0;116.0;85.0;0.0;0.0
5743;Bouwjaar 2020;Leeftijd: 18 tot 20 jaar;Utrecht (PV);2022;219.0;95.0;124.0;0.0;0.0
5744;Bouwjaar 2020;Leeftijd: 18 tot 20 jaar;Noord-Holland (PV);2007;;;;;
5745;Bouwjaar 2020;Leeftijd: 18 tot 20 jaar;Noord-Holland (PV);2008;;;;;
5746;Bouwjaar 2020;Leeftijd: 18 tot 20 jaar;Noord-Holland (PV);2009;;;;;
5747;Bouwjaar 2020;Leeftijd: 18 tot 20 jaar;Noord-Holland (PV);2010;;;;;
5748;Bouwjaar 2020;Leeftijd: 18 tot 20 jaar;Noord-Holland (PV);2011;;;;;
5749;Bouwjaar 2020;Leeftijd: 18 tot 20 jaar;Noord-Holland (PV);2012;;;;;
5750;Bouwjaar 2020;Leeftijd: 18 tot 20 jaar;Noord-Holland (PV);2013;;;;;
5751;Bouwjaar 2020;Leeftijd: 18 tot 20 jaar;Noord-Holland (PV);2014;;;;;
5752;Bouwjaar 2020;Leeftijd: 18 tot 20 jaar;Noord-Holland (PV);2015;;;;;
5753;Bouwjaar 2020;Leeftijd: 18 tot 20 jaar;Noord-Holland (PV);2016;;;;;
5754;Bouwjaar 2020;Leeftijd: 18 tot 20 jaar;Noord-Holland (PV);2017;;;;;
5755;Bouwjaar 2020;Leeftijd: 18 tot 20 jaar;Noord-Holland (PV);2018;;;;;
5756;Bouwjaar 2020;Leeftijd: 18 tot 20 jaar;Noord-Holland (PV);2019;;;;;
5757;Bouwjaar 2020;Leeftijd: 18 tot 20 jaar;Noord-Holland (PV);2020;;;;;
5758;Bouwjaar 2020;Leeftijd: 18 tot 20 jaar;Noord-Holland (PV);2021;419.0;198.0;219.0;2.0;0.0
5759;Bouwjaar 2020;Leeftijd: 18 tot 20 jaar;Noord-Holland (PV);2022;445.0;196.0;248.0;1.0;0.0
5760;Bouwjaar 2020;Leeftijd: 18 tot 20 jaar;Zuid-Holland (PV);2007;;;;;
5761;Bouwjaar 2020;Leeftijd: 18 tot 20 jaar;Zuid-Holland (PV);2008;;;;;
5762;Bouwjaar 2020;Leeftijd: 18 tot 20 jaar;Zuid-Holland (PV);2009;;;;;
5763;Bouwjaar 2020;Leeftijd: 18 tot 20 jaar;Zuid-Holland (PV);2010;;;;;
5764;Bouwjaar 2020;Leeftijd: 18 tot 20 jaar;Zuid-Holland (PV);2011;;;;;
5765;Bouwjaar 2020;Leeftijd: 18 tot 20 jaar;Zuid-Holland (PV);2012;;;;;
5766;Bouwjaar 2020;Leeftijd: 18 tot 20 jaar;Zuid-Holland (PV);2013;;;;;
5767;Bouwjaar 2020;Leeftijd: 18 tot 20 jaar;Zuid-Holland (PV);2014;;;;;
5768;Bouwjaar 2020;Leeftijd: 18 tot 20 jaar;Zuid-Holland (PV);2015;;;;;
