ID;Bouwjaren;Eigendom;RegioS;Perioden;VoertuigenMetBromfietskenteken_1;Snorfiets_2;Bromfiets_3;Brommobiel_4;OverigeVoertuigenMetBromfietskenteken_5
69;Totaal alle bouwjaren;Totaal;Overijssel (PV);2012;66943.0;35131.0;30058.0;1489.0;265.0
70;Totaal alle bouwjaren;Totaal;Overijssel (PV);2013;68158.0;37083.0;29299.0;1486.0;290.0
71;Totaal alle bouwjaren;Totaal;Overijssel (PV);2014;68901.0;38525.0;28631.0;1446.0;299.0
72;Totaal alle bouwjaren;Totaal;Overijssel (PV);2015;70508.0;40238.0;28532.0;1429.0;309.0
73;Totaal alle bouwjaren;Totaal;Overijssel (PV);2016;72244.0;42043.0;28520.0;1352.0;329.0
74;Totaal alle bouwjaren;Totaal;Overijssel (PV);2017;73975.0;43696.0;28654.0;1278.0;347.0
75;Totaal alle bouwjaren;Totaal;Overijssel (PV);2018;76587.0;46191.0;28811.0;1222.0;363.0
76;Totaal alle bouwjaren;Totaal;Overijssel (PV);2019;78292.0;48066.0;28734.0;1166.0;326.0
77;Totaal alle bouwjaren;Totaal;Overijssel (PV);2020;80157.0;49475.0;29140.0;1179.0;363.0
78;Totaal alle bouwjaren;Totaal;Overijssel (PV);2021;83219.0;52042.0;29702.0;1148.0;327.0
79;Totaal alle bouwjaren;Totaal;Overijssel (PV);2022;85872.0;53723.0;30665.0;1159.0;325.0
80;Totaal alle bouwjaren;Totaal;Flevoland (PV);2007;12667.0;5439.0;6952.0;217.0;59.0
81;Totaal alle bouwjaren;Totaal;Flevoland (PV);2008;14597.0;6183.0;8081.0;260.0;73.0
82;Totaal alle bouwjaren;Totaal;Flevoland (PV);2009;16504.0;6979.0;9148.0;308.0;69.0
83;Totaal alle bouwjaren;Totaal;Flevoland (PV);2010;18439.0;8008.0;10019.0;337.0;75.0
84;Totaal alle bouwjaren;Totaal;Flevoland (PV);2011;20131.0;9312.0;10402.0;343.0;74.0
85;Totaal alle bouwjaren;Totaal;Flevoland (PV);2012;20650.0;10154.0;10058.0;356.0;82.0
86;Totaal alle bouwjaren;Totaal;Flevoland (PV);2013;21582.0;11468.0;9681.0;350.0;83.0
87;Totaal alle bouwjaren;Totaal;Flevoland (PV);2014;22348.0;12542.0;9374.0;356.0;76.0
88;Totaal alle bouwjaren;Totaal;Flevoland (PV);2015;23443.0;13877.0;9141.0;350.0;75.0
89;Totaal alle bouwjaren;Totaal;Flevoland (PV);2016;24403.0;15031.0;8927.0;362.0;83.0
90;Totaal alle bouwjaren;Totaal;Flevoland (PV);2017;25486.0;16295.0;8741.0;345.0;105.0
91;Totaal alle bouwjaren;Totaal;Flevoland (PV);2018;27052.0;17890.0;8729.0;324.0;109.0
92;Totaal alle bouwjaren;Totaal;Flevoland (PV);2019;28365.0;19324.0;8639.0;297.0;105.0
93;Totaal alle bouwjaren;Totaal;Flevoland (PV);2020;29402.0;20538.0;8463.0;306.0;95.0
94;Totaal alle bouwjaren;Totaal;Flevoland (PV);2021;30686.0;21862.0;8422.0;318.0;84.0
95;Totaal alle bouwjaren;Totaal;Flevoland (PV);2022;31954.0;22984.0;8543.0;331.0;96.0
96;Totaal alle bouwjaren;Totaal;Gelderland (PV);2007;92675.0;41920.0;48099.0;2086.0;570.0
97;Totaal alle bouwjaren;Totaal;Gelderland (PV);2008;99498.0;45880.0;50670.0;2339.0;609.0
98;Totaal alle bouwjaren;Totaal;Gelderland (PV);2009;108514.0;51320.0;54189.0;2581.0;424.0
99;Totaal alle bouwjaren;Totaal;Gelderland (PV);2010;117155.0;57067.0;56847.0;2801.0;440.0
100;Totaal alle bouwjaren;Totaal;Gelderland (PV);2011;125032.0;63315.0;58287.0;2950.0;480.0
101;Totaal alle bouwjaren;Totaal;Gelderland (PV);2012;128363.0;67732.0;57089.0;3067.0;475.0
102;Totaal alle bouwjaren;Totaal;Gelderland (PV);2013;130438.0;71625.0;55298.0;3021.0;494.0
103;Totaal alle bouwjaren;Totaal;Gelderland (PV);2014;131595.0;75006.0;53190.0;2897.0;502.0
104;Totaal alle bouwjaren;Totaal;Gelderland (PV);2015;133270.0;77884.0;52025.0;2831.0;530.0
105;Totaal alle bouwjaren;Totaal;Gelderland (PV);2016;135731.0;81021.0;51416.0;2740.0;554.0
106;Totaal alle bouwjaren;Totaal;Gelderland (PV);2017;138256.0;84046.0;50928.0;2698.0;584.0
107;Totaal alle bouwjaren;Totaal;Gelderland (PV);2018;142402.0;88088.0;51046.0;2645.0;623.0
108;Totaal alle bouwjaren;Totaal;Gelderland (PV);2019;145381.0;91469.0;50762.0;2506.0;644.0
109;Totaal alle bouwjaren;Totaal;Gelderland (PV);2020;149141.0;94263.0;51742.0;2462.0;674.0
110;Totaal alle bouwjaren;Totaal;Gelderland (PV);2021;157327.0;101719.0;52514.0;2445.0;649.0
111;Totaal alle bouwjaren;Totaal;Gelderland (PV);2022;164743.0;106131.0;55410.0;2536.0;666.0
112;Totaal alle bouwjaren;Totaal;Utrecht (PV);2007;45428.0;21365.0;22916.0;848.0;299.0
113;Totaal alle bouwjaren;Totaal;Utrecht (PV);2008;50940.0;23957.0;25691.0;965.0;327.0
114;Totaal alle bouwjaren;Totaal;Utrecht (PV);2009;56782.0;26952.0;28538.0;1043.0;249.0
115;Totaal alle bouwjaren;Totaal;Utrecht (PV);2010;62233.0;29987.0;30888.0;1100.0;258.0
116;Totaal alle bouwjaren;Totaal;Utrecht (PV);2011;66107.0;32624.0;32072.0;1129.0;282.0
117;Totaal alle bouwjaren;Totaal;Utrecht (PV);2012;67611.0;34313.0;31904.0;1109.0;285.0
118;Totaal alle bouwjaren;Totaal;Utrecht (PV);2013;68735.0;35722.0;31585.0;1136.0;292.0
119;Totaal alle bouwjaren;Totaal;Utrecht (PV);2014;69571.0;36904.0;31222.0;1133.0;312.0
120;Totaal alle bouwjaren;Totaal;Utrecht (PV);2015;71080.0;38535.0;31104.0;1115.0;326.0
121;Totaal alle bouwjaren;Totaal;Utrecht (PV);2016;72392.0;40025.0;30894.0;1101.0;372.0
122;Totaal alle bouwjaren;Totaal;Utrecht (PV);2017;74089.0;42058.0;30574.0;1068.0;389.0
123;Totaal alle bouwjaren;Totaal;Utrecht (PV);2018;76799.0;44895.0;30402.0;1090.0;412.0
124;Totaal alle bouwjaren;Totaal;Utrecht (PV);2019;79921.0;47269.0;31093.0;1133.0;426.0
125;Totaal alle bouwjaren;Totaal;Utrecht (PV);2020;81471.0;48308.0;31540.0;1201.0;422.0
126;Totaal alle bouwjaren;Totaal;Utrecht (PV);2021;84205.0;50320.0;32256.0;1211.0;418.0
127;Totaal alle bouwjaren;Totaal;Utrecht (PV);2022;85637.0;50629.0;33264.0;1317.0;427.0
128;Totaal alle bouwjaren;Totaal;Noord-Holland (PV);2007;112473.0;41681.0;67926.0;2083.0;783.0
129;Totaal alle bouwjaren;Totaal;Noord-Holland (PV);2008;129761.0;48183.0;78331.0;2320.0;927.0
130;Totaal alle bouwjaren;Totaal;Noord-Holland (PV);2009;150416.0;57892.0;89211.0;2519.0;794.0
131;Totaal alle bouwjaren;Totaal;Noord-Holland (PV);2010;168913.0;68972.0;96477.0;2631.0;833.0
132;Totaal alle bouwjaren;Totaal;Noord-Holland (PV);2011;183732.0;79923.0;100181.0;2723.0;905.0
133;Totaal alle bouwjaren;Totaal;Noord-Holland (PV);2012;190875.0;88829.0;98319.0;2769.0;958.0
134;Totaal alle bouwjaren;Totaal;Noord-Holland (PV);2013;195956.0;95747.0;96416.0;2809.0;984.0
135;Totaal alle bouwjaren;Totaal;Noord-Holland (PV);2014;199917.0;101686.0;94446.0;2785.0;1000.0
136;Totaal alle bouwjaren;Totaal;Noord-Holland (PV);2015;204945.0;107479.0;93665.0;2762.0;1039.0
137;Totaal alle bouwjaren;Totaal;Noord-Holland (PV);2016;210472.0;114297.0;92419.0;2682.0;1074.0
138;Totaal alle bouwjaren;Totaal;Noord-Holland (PV);2017;214878.0;120595.0;90622.0;2536.0;1125.0
139;Totaal alle bouwjaren;Totaal;Noord-Holland (PV);2018;217064.0;125775.0;87653.0;2509.0;1127.0
140;Totaal alle bouwjaren;Totaal;Noord-Holland (PV);2019;214146.0;126231.0;84354.0;2430.0;1131.0
141;Totaal alle bouwjaren;Totaal;Noord-Holland (PV);2020;209732.0;119813.0;86230.0;2606.0;1083.0
142;Totaal alle bouwjaren;Totaal;Noord-Holland (PV);2021;211983.0;118930.0;88772.0;3264.0;1017.0
143;Totaal alle bouwjaren;Totaal;Noord-Holland (PV);2022;215747.0;119201.0;91970.0;3512.0;1064.0
144;Totaal alle bouwjaren;Totaal;Zuid-Holland (PV);2007;144629.0;63722.0;77053.0;2644.0;1210.0
145;Totaal alle bouwjaren;Totaal;Zuid-Holland (PV);2008;164063.0;72721.0;87048.0;3020.0;1274.0
146;Totaal alle bouwjaren;Totaal;Zuid-Holland (PV);2009;185512.0;83805.0;97737.0;3265.0;705.0
147;Totaal alle bouwjaren;Totaal;Zuid-Holland (PV);2010;205941.0;95347.0;106377.0;3453.0;764.0
148;Totaal alle bouwjaren;Totaal;Zuid-Holland (PV);2011;223620.0;106695.0;112608.0;3516.0;801.0
149;Totaal alle bouwjaren;Totaal;Zuid-Holland (PV);2012;232850.0;115666.0;112937.0;3421.0;826.0
150;Totaal alle bouwjaren;Totaal;Zuid-Holland (PV);2013;239915.0;123834.0;111837.0;3363.0;881.0
151;Totaal alle bouwjaren;Totaal;Zuid-Holland (PV);2014;244824.0;130794.0;109853.0;3264.0;913.0
152;Totaal alle bouwjaren;Totaal;Zuid-Holland (PV);2015;250013.0;137444.0;108459.0;3175.0;935.0
153;Totaal alle bouwjaren;Totaal;Zuid-Holland (PV);2016;256152.0;144225.0;107837.0;3104.0;986.0
154;Totaal alle bouwjaren;Totaal;Zuid-Holland (PV);2017;263277.0;152267.0;106981.0;3003.0;1026.0
155;Totaal alle bouwjaren;Totaal;Zuid-Holland (PV);2018;271629.0;162816.0;104849.0;2907.0;1057.0
156;Totaal alle bouwjaren;Totaal;Zuid-Holland (PV);2019;273710.0;169842.0;100128.0;2751.0;989.0
157;Totaal alle bouwjaren;Totaal;Zuid-Holland (PV);2020;279880.0;177036.0;99099.0;2729.0;1016.0
158;Totaal alle bouwjaren;Totaal;Zuid-Holland (PV);2021;286981.0;185707.0;97608.0;2713.0;953.0
159;Totaal alle bouwjaren;Totaal;Zuid-Holland (PV);2022;291767.0;189984.0;97988.0;2795.0;1000.0
160;Totaal alle bouwjaren;Totaal;Zeeland (PV);2007;19071.0;6776.0;11736.0;416.0;143.0
161;Totaal alle bouwjaren;Totaal;Zeeland (PV);2008;20397.0;7157.0;12625.0;463.0;152.0
162;Totaal alle bouwjaren;Totaal;Zeeland (PV);2009;21722.0;7641.0;13492.0;481.0;108.0
163;Totaal alle bouwjaren;Totaal;Zeeland (PV);2010;22873.0;8134.0;14110.0;512.0;117.0
164;Totaal alle bouwjaren;Totaal;Zeeland (PV);2011;23852.0;8786.0;14400.0;531.0;135.0
165;Totaal alle bouwjaren;Totaal;Zeeland (PV);2012;24257.0;9363.0;14180.0;559.0;155.0
166;Totaal alle bouwjaren;Totaal;Zeeland (PV);2013;24535.0;9903.0;13898.0;578.0;156.0
167;Totaal alle bouwjaren;Totaal;Zeeland (PV);2014;24545.0;10328.0;13486.0;581.0;150.0
168;Totaal alle bouwjaren;Totaal;Zeeland (PV);2015;24967.0;10916.0;13293.0;601.0;157.0
169;Totaal alle bouwjaren;Totaal;Zeeland (PV);2016;25722.0;11725.0;13232.0;587.0;178.0
170;Totaal alle bouwjaren;Totaal;Zeeland (PV);2017;26514.0;12537.0;13228.0;565.0;184.0
171;Totaal alle bouwjaren;Totaal;Zeeland (PV);2018;27427.0;13555.0;13146.0;530.0;196.0
172;Totaal alle bouwjaren;Totaal;Zeeland (PV);2019;28416.0;14605.0;13099.0;528.0;184.0
173;Totaal alle bouwjaren;Totaal;Zeeland (PV);2020;29708.0;15659.0;13316.0;548.0;185.0
174;Totaal alle bouwjaren;Totaal;Zeeland (PV);2021;31921.0;17670.0;13546.0;523.0;182.0
175;Totaal alle bouwjaren;Totaal;Zeeland (PV);2022;34124.0;19408.0;13979.0;545.0;192.0
176;Totaal alle bouwjaren;Totaal;Noord-Brabant (PV);2007;112094.0;50412.0;58154.0;2650.0;878.0
177;Totaal alle bouwjaren;Totaal;Noord-Brabant (PV);2008;120896.0;55814.0;61223.0;2876.0;983.0
178;Totaal alle bouwjaren;Totaal;Noord-Brabant (PV);2009;132505.0;63216.0;65593.0;3098.0;598.0
179;Totaal alle bouwjaren;Totaal;Noord-Brabant (PV);2010;143595.0;71298.0;68467.0;3229.0;601.0
180;Totaal alle bouwjaren;Totaal;Noord-Brabant (PV);2011;154630.0;80697.0;70031.0;3270.0;632.0
181;Totaal alle bouwjaren;Totaal;Noord-Brabant (PV);2012;159008.0;86913.0;68204.0;3274.0;617.0
182;Totaal alle bouwjaren;Totaal;Noord-Brabant (PV);2013;161668.0;91994.0;65818.0;3241.0;615.0
183;Totaal alle bouwjaren;Totaal;Noord-Brabant (PV);2014;163565.0;95951.0;63765.0;3248.0;601.0
184;Totaal alle bouwjaren;Totaal;Noord-Brabant (PV);2015;166338.0;99948.0;62564.0;3219.0;607.0
185;Totaal alle bouwjaren;Totaal;Noord-Brabant (PV);2016;169415.0;103316.0;62317.0;3124.0;658.0
186;Totaal alle bouwjaren;Totaal;Noord-Brabant (PV);2017;172326.0;107158.0;61440.0;3053.0;675.0
187;Totaal alle bouwjaren;Totaal;Noord-Brabant (PV);2018;177051.0;112901.0;60422.0;3016.0;712.0
188;Totaal alle bouwjaren;Totaal;Noord-Brabant (PV);2019;181553.0;118215.0;59681.0;2937.0;720.0
189;Totaal alle bouwjaren;Totaal;Noord-Brabant (PV);2020;185065.0;121564.0;59779.0;2950.0;772.0
190;Totaal alle bouwjaren;Totaal;Noord-Brabant (PV);2021;193007.0;128713.0;60233.0;2969.0;1092.0
191;Totaal alle bouwjaren;Totaal;Noord-Brabant (PV);2022;199169.0;132978.0;61880.0;3046.0;1265.0
192;Totaal alle bouwjaren;Totaal;Limburg (PV);2007;57256.0;26013.0;29252.0;1559.0;432.0
193;Totaal alle bouwjaren;Totaal;Limburg (PV);2008;61538.0;28208.0;31205.0;1696.0;429.0
194;Totaal alle bouwjaren;Totaal;Limburg (PV);2009;66211.0;30992.0;33139.0;1819.0;261.0
195;Totaal alle bouwjaren;Totaal;Limburg (PV);2010;70737.0;33805.0;34747.0;1910.0;275.0
196;Totaal alle bouwjaren;Totaal;Limburg (PV);2011;75438.0;37177.0;35990.0;2001.0;270.0
197;Totaal alle bouwjaren;Totaal;Limburg (PV);2012;77715.0;39858.0;35550.0;2022.0;285.0
198;Totaal alle bouwjaren;Totaal;Limburg (PV);2013;78967.0;41873.0;34745.0;2052.0;297.0
199;Totaal alle bouwjaren;Totaal;Limburg (PV);2014;79793.0;43560.0;33966.0;1970.0;297.0
200;Totaal alle bouwjaren;Totaal;Limburg (PV);2015;81119.0;45348.0;33571.0;1913.0;287.0
201;Totaal alle bouwjaren;Totaal;Limburg (PV);2016;82845.0;47459.0;33211.0;1861.0;314.0
202;Totaal alle bouwjaren;Totaal;Limburg (PV);2017;85086.0;49943.0;32943.0;1862.0;338.0
203;Totaal alle bouwjaren;Totaal;Limburg (PV);2018;87315.0;52721.0;32468.0;1780.0;346.0
204;Totaal alle bouwjaren;Totaal;Limburg (PV);2019;88917.0;55042.0;31778.0;1747.0;350.0
205;Totaal alle bouwjaren;Totaal;Limburg (PV);2020;90211.0;56475.0;31659.0;1735.0;342.0
206;Totaal alle bouwjaren;Totaal;Limburg (PV);2021;92883.0;59202.0;31606.0;1760.0;315.0
207;Totaal alle bouwjaren;Totaal;Limburg (PV);2022;94621.0;60458.0;32035.0;1802.0;326.0
208;Totaal alle bouwjaren;Particulier;Nederland;2007;701799.0;300226.0;381146.0;15356.0;5071.0
209;Totaal alle bouwjaren;Particulier;Nederland;2008;775799.0;334671.0;418445.0;17161.0;5522.0
210;Totaal alle bouwjaren;Particulier;Nederland;2009;860130.0;378722.0;459157.0;18581.0;3670.0
211;Totaal alle bouwjaren;Particulier;Nederland;2010;939673.0;426029.0;490072.0;19675.0;3897.0
212;Totaal alle bouwjaren;Particulier;Nederland;2011;1008628.0;476171.0;508099.0;20271.0;4087.0
213;Totaal alle bouwjaren;Particulier;Nederland;2012;1040934.0;514445.0;501814.0;20531.0;4144.0
214;Totaal alle bouwjaren;Particulier;Nederland;2013;1062970.0;546955.0;491184.0;20590.0;4241.0
215;Totaal alle bouwjaren;Particulier;Nederland;2014;1079296.0;574964.0;479823.0;20230.0;4279.0
216;Totaal alle bouwjaren;Particulier;Nederland;2015;1100943.0;603428.0;473244.0;19910.0;4361.0
217;Totaal alle bouwjaren;Particulier;Nederland;2016;1124588.0;633005.0;467650.0;19338.0;4595.0
218;Totaal alle bouwjaren;Particulier;Nederland;2017;1151141.0;665617.0;461961.0;18766.0;4797.0
219;Totaal alle bouwjaren;Particulier;Nederland;2018;1182295.0;703779.0;455253.0;18272.0;4991.0
220;Totaal alle bouwjaren;Particulier;Nederland;2019;1200491.0;732011.0;446071.0;17551.0;4858.0
221;Totaal alle bouwjaren;Particulier;Nederland;2020;1217538.0;746644.0;448364.0;17515.0;5015.0
222;Totaal alle bouwjaren;Particulier;Nederland;2021;1253294.0;778930.0;452003.0;17758.0;4603.0
223;Totaal alle bouwjaren;Particulier;Nederland;2022;1281023.0;796356.0;461546.0;18372.0;4749.0
224;Totaal alle bouwjaren;Particulier;Groningen (PV);2007;23019.0;9524.0;12506.0;744.0;245.0
225;Totaal alle bouwjaren;Particulier;Groningen (PV);2008;24983.0;10450.0;13462.0;809.0;262.0
226;Totaal alle bouwjaren;Particulier;Groningen (PV);2009;27179.0;11572.0;14500.0;854.0;253.0
227;Totaal alle bouwjaren;Particulier;Groningen (PV);2010;29451.0;12758.0;15513.0;904.0;276.0
228;Totaal alle bouwjaren;Particulier;Groningen (PV);2011;31248.0;13768.0;16268.0;920.0;292.0
229;Totaal alle bouwjaren;Particulier;Groningen (PV);2012;32123.0;14514.0;16366.0;947.0;296.0
230;Totaal alle bouwjaren;Particulier;Groningen (PV);2013;32496.0;15030.0;16172.0;1001.0;293.0
231;Totaal alle bouwjaren;Particulier;Groningen (PV);2014;32566.0;15487.0;15777.0;1001.0;301.0
232;Totaal alle bouwjaren;Particulier;Groningen (PV);2015;33086.0;16242.0;15559.0;985.0;300.0
233;Totaal alle bouwjaren;Particulier;Groningen (PV);2016;33572.0;16951.0;15354.0;952.0;315.0
234;Totaal alle bouwjaren;Particulier;Groningen (PV);2017;34275.0;17840.0;15167.0;937.0;331.0
235;Totaal alle bouwjaren;Particulier;Groningen (PV);2018;35016.0;18704.0;15066.0;896.0;350.0
236;Totaal alle bouwjaren;Particulier;Groningen (PV);2019;35649.0;19476.0;14976.0;848.0;349.0
237;Totaal alle bouwjaren;Particulier;Groningen (PV);2020;36479.0;20111.0;15124.0;888.0;356.0
238;Totaal alle bouwjaren;Particulier;Groningen (PV);2021;38125.0;21482.0;15417.0;872.0;354.0
239;Totaal alle bouwjaren;Particulier;Groningen (PV);2022;39847.0;22654.0;15920.0;901.0;372.0
240;Totaal alle bouwjaren;Particulier;Fryslân (PV);2007;26140.0;9138.0;15874.0;917.0;211.0
241;Totaal alle bouwjaren;Particulier;Fryslân (PV);2008;28076.0;9821.0;17001.0;1037.0;217.0
242;Totaal alle bouwjaren;Particulier;Fryslân (PV);2009;30205.0;10578.0;18339.0;1139.0;149.0
243;Totaal alle bouwjaren;Particulier;Fryslân (PV);2010;32292.0;11435.0;19495.0;1194.0;168.0
244;Totaal alle bouwjaren;Particulier;Fryslân (PV);2011;34563.0;12650.0;20512.0;1231.0;170.0
245;Totaal alle bouwjaren;Particulier;Fryslân (PV);2012;35589.0;13607.0;20570.0;1249.0;163.0
246;Totaal alle bouwjaren;Particulier;Fryslân (PV);2013;36268.0;14351.0;20481.0;1264.0;172.0
