ID;Geslacht;LeeftijdOp31December;BurgerlijkeStaat;Nationaliteit;Perioden;Immigratie_1;EmigratieInclusiefAdministratieveC_2;EmigratieExclusiefAdministratieveC_3;MigratiesaldoInclusiefAdministratie_4;MigratiesaldoExclusiefAdministratie_5;AdministratieveOpnemingen_6;AdministratieveAfvoeringen_7;SaldoAdministratieveCorrecties_8
29;Totaal mannen en vrouwen;Totaal;Totaal alle burgerlijke staten;Totaal Nederlands en niet-Nederlands;2001;133404.0;82566.0;63318.0;50838.0;70086.0;19161.0;38409.0;-19248.0
30;Totaal mannen en vrouwen;Totaal;Totaal alle burgerlijke staten;Totaal Nederlands en niet-Nederlands;2002;121250.0;96918.0;66728.0;24332.0;54522.0;21743.0;51933.0;-30190.0
31;Totaal mannen en vrouwen;Totaal;Totaal alle burgerlijke staten;Totaal Nederlands en niet-Nederlands;2003;104514.0;104831.0;68885.0;-317.0;35629.0;24872.0;60818.0;-35946.0
32;Totaal mannen en vrouwen;Totaal;Totaal alle burgerlijke staten;Totaal Nederlands en niet-Nederlands;2004;94019.0;110235.0;75049.0;-16216.0;18970.0;27960.0;63146.0;-35186.0
33;Totaal mannen en vrouwen;Totaal;Totaal alle burgerlijke staten;Totaal Nederlands en niet-Nederlands;2005;92297.0;119725.0;83399.0;-27428.0;8898.0;30491.0;66817.0;-36326.0
34;Totaal mannen en vrouwen;Totaal;Totaal alle burgerlijke staten;Totaal Nederlands en niet-Nederlands;2006;101150.0;132470.0;91028.0;-31320.0;10122.0;34251.0;75693.0;-41442.0
35;Totaal mannen en vrouwen;Totaal;Totaal alle burgerlijke staten;Totaal Nederlands en niet-Nederlands;2007;116819.0;122576.0;91287.0;-5757.0;25532.0;38733.0;70022.0;-31289.0
36;Totaal mannen en vrouwen;Totaal;Totaal alle burgerlijke staten;Totaal Nederlands en niet-Nederlands;2008;143516.0;117779.0;90067.0;25737.0;53449.0;42250.0;69962.0;-27712.0
37;Totaal mannen en vrouwen;Totaal;Totaal alle burgerlijke staten;Totaal Nederlands en niet-Nederlands;2009;146378.0;111897.0;85357.0;34481.0;61021.0;41653.0;68193.0;-26540.0
38;Totaal mannen en vrouwen;Totaal;Totaal alle burgerlijke staten;Totaal Nederlands en niet-Nederlands;2010;154432.0;121351.0;91450.0;33081.0;62982.0;39973.0;69874.0;-29901.0
39;Totaal mannen en vrouwen;Totaal;Totaal alle burgerlijke staten;Totaal Nederlands en niet-Nederlands;2011;162962.0;133194.0;106185.0;29768.0;56777.0;38311.0;65320.0;-27009.0
40;Totaal mannen en vrouwen;Totaal;Totaal alle burgerlijke staten;Totaal Nederlands en niet-Nederlands;2012;158374.0;144491.0;110356.0;13883.0;48018.0;38684.0;72819.0;-34135.0
41;Totaal mannen en vrouwen;Totaal;Totaal alle burgerlijke staten;Totaal Nederlands en niet-Nederlands;2013;164772.0;145669.0;117180.0;19103.0;47592.0;37863.0;66352.0;-28489.0
42;Totaal mannen en vrouwen;Totaal;Totaal alle burgerlijke staten;Totaal Nederlands en niet-Nederlands;2014;182949.0;147862.0;122248.0;35087.0;60701.0;34942.0;60556.0;-25614.0
43;Totaal mannen en vrouwen;Totaal;Totaal alle burgerlijke staten;Totaal Nederlands en niet-Nederlands;2015;204615.0;149509.0;126884.0;55106.0;77731.0;32503.0;55128.0;-22625.0
44;Totaal mannen en vrouwen;Totaal;Totaal alle burgerlijke staten;Totaal Nederlands en niet-Nederlands;2016;230739.0;151545.0;127320.0;79194.0;103419.0;29015.0;53240.0;-24225.0
45;Totaal mannen en vrouwen;Totaal;Totaal alle burgerlijke staten;Totaal Nederlands en niet-Nederlands;2017;234957.0;154292.0;127452.0;80665.0;107505.0;29554.0;56394.0;-26840.0
46;Totaal mannen en vrouwen;Totaal;Totaal alle burgerlijke staten;Totaal Nederlands en niet-Nederlands;2018;243737.0;157366.0;134797.0;86371.0;108940.0;26761.0;49330.0;-22569.0
47;Totaal mannen en vrouwen;Totaal;Totaal alle burgerlijke staten;Nederlands;1972;39698.0;;36908.0;;2790.0;;;
48;Totaal mannen en vrouwen;Totaal;Totaal alle burgerlijke staten;Nederlands;1973;40438.0;;37673.0;;2765.0;;;
49;Totaal mannen en vrouwen;Totaal;Totaal alle burgerlijke staten;Nederlands;1974;48420.0;;37028.0;;11392.0;;;
50;Totaal mannen en vrouwen;Totaal;Totaal alle burgerlijke staten;Nederlands;1975;72016.0;;33123.0;;38893.0;;;
51;Totaal mannen en vrouwen;Totaal;Totaal alle burgerlijke staten;Nederlands;1976;34019.0;;35801.0;;-1782.0;;;
52;Totaal mannen en vrouwen;Totaal;Totaal alle burgerlijke staten;Nederlands;1977;34020.0;37212.0;36355.0;-3192.0;-2335.0;1364.0;2221.0;-857.0
53;Totaal mannen en vrouwen;Totaal;Totaal alle burgerlijke staten;Nederlands;1978;33587.0;37668.0;37009.0;-4081.0;-3422.0;1634.0;2293.0;-659.0
54;Totaal mannen en vrouwen;Totaal;Totaal alle burgerlijke staten;Nederlands;1979;32381.0;35831.0;35396.0;-3450.0;-3015.0;1503.0;1938.0;-435.0
55;Totaal mannen en vrouwen;Totaal;Totaal alle burgerlijke staten;Nederlands;1980;32684.0;36423.0;35837.0;-3739.0;-3153.0;1665.0;2251.0;-586.0
56;Totaal mannen en vrouwen;Totaal;Totaal alle burgerlijke staten;Nederlands;1981;29767.0;38636.0;38216.0;-8869.0;-8449.0;1859.0;2279.0;-420.0
57;Totaal mannen en vrouwen;Totaal;Totaal alle burgerlijke staten;Nederlands;1982;29810.0;40625.0;39413.0;-10815.0;-9603.0;2170.0;3382.0;-1212.0
58;Totaal mannen en vrouwen;Totaal;Totaal alle burgerlijke staten;Nederlands;1983;30321.0;33510.0;32810.0;-3189.0;-2489.0;2560.0;3260.0;-700.0
59;Totaal mannen en vrouwen;Totaal;Totaal alle burgerlijke staten;Nederlands;1984;29616.0;32603.0;31824.0;-2987.0;-2208.0;2558.0;3337.0;-779.0
60;Totaal mannen en vrouwen;Totaal;Totaal alle burgerlijke staten;Nederlands;1985;33196.0;32297.0;31009.0;899.0;2187.0;3086.0;4374.0;-1288.0
61;Totaal mannen en vrouwen;Totaal;Totaal alle burgerlijke staten;Nederlands;1986;34585.0;32847.0;31155.0;1738.0;3430.0;4011.0;5703.0;-1692.0
62;Totaal mannen en vrouwen;Totaal;Totaal alle burgerlijke staten;Nederlands;1987;35080.0;32862.0;31139.0;2218.0;3941.0;4022.0;5745.0;-1723.0
63;Totaal mannen en vrouwen;Totaal;Totaal alle burgerlijke staten;Nederlands;1988;32976.0;35888.0;34403.0;-2912.0;-1427.0;4190.0;5675.0;-1485.0
64;Totaal mannen en vrouwen;Totaal;Totaal alle burgerlijke staten;Nederlands;1989;33529.0;40845.0;38218.0;-7316.0;-4689.0;4740.0;7367.0;-2627.0
65;Totaal mannen en vrouwen;Totaal;Totaal alle burgerlijke staten;Nederlands;1990;36086.0;39059.0;36749.0;-2973.0;-663.0;5616.0;7926.0;-2310.0
66;Totaal mannen en vrouwen;Totaal;Totaal alle burgerlijke staten;Nederlands;1991;35912.0;38888.0;35998.0;-2976.0;-86.0;5542.0;8432.0;-2890.0
67;Totaal mannen en vrouwen;Totaal;Totaal alle burgerlijke staten;Nederlands;1992;33904.0;38680.0;36101.0;-4776.0;-2197.0;6610.0;9189.0;-2579.0
68;Totaal mannen en vrouwen;Totaal;Totaal alle burgerlijke staten;Nederlands;1993;31581.0;40584.0;37019.0;-9003.0;-5438.0;6963.0;10528.0;-3565.0
69;Totaal mannen en vrouwen;Totaal;Totaal alle burgerlijke staten;Nederlands;1994;30887.0;42807.0;39409.0;-11920.0;-8522.0;9038.0;12436.0;-3398.0
70;Totaal mannen en vrouwen;Totaal;Totaal alle burgerlijke staten;Nederlands;1995;29127.0;48495.0;41648.0;-19368.0;-12521.0;7678.0;14525.0;-6847.0
71;Totaal mannen en vrouwen;Totaal;Totaal alle burgerlijke staten;Nederlands;1996;31572.0;49544.0;42921.0;-17972.0;-11349.0;9983.0;16606.0;-6623.0
72;Totaal mannen en vrouwen;Totaal;Totaal alle burgerlijke staten;Nederlands;1997;33124.0;47554.0;40278.0;-14430.0;-7154.0;10637.0;17913.0;-7276.0
73;Totaal mannen en vrouwen;Totaal;Totaal alle burgerlijke staten;Nederlands;1998;40706.0;45078.0;39175.0;-4372.0;1531.0;12572.0;18475.0;-5903.0
74;Totaal mannen en vrouwen;Totaal;Totaal alle burgerlijke staten;Nederlands;1999;40786.0;46485.0;38358.0;-5699.0;2428.0;13868.0;21995.0;-8127.0
75;Totaal mannen en vrouwen;Totaal;Totaal alle burgerlijke staten;Nederlands;2000;41467.0;47871.0;40474.0;-6404.0;993.0;14804.0;22201.0;-7397.0
76;Totaal mannen en vrouwen;Totaal;Totaal alle burgerlijke staten;Nederlands;2001;38897.0;50714.0;42921.0;-11817.0;-4024.0;15536.0;23329.0;-7793.0
77;Totaal mannen en vrouwen;Totaal;Totaal alle burgerlijke staten;Nederlands;2002;34631.0;57324.0;45571.0;-22693.0;-10940.0;17521.0;29274.0;-11753.0
78;Totaal mannen en vrouwen;Totaal;Totaal alle burgerlijke staten;Nederlands;2003;30948.0;60970.0;47015.0;-30022.0;-16067.0;20122.0;34077.0;-13955.0
79;Totaal mannen en vrouwen;Totaal;Totaal alle burgerlijke staten;Nederlands;2004;28898.0;64161.0;51500.0;-35263.0;-22602.0;23009.0;35670.0;-12661.0
80;Totaal mannen en vrouwen;Totaal;Totaal alle burgerlijke staten;Nederlands;2005;28882.0;72537.0;59415.0;-43655.0;-30533.0;25480.0;38602.0;-13122.0
81;Totaal mannen en vrouwen;Totaal;Totaal alle burgerlijke staten;Nederlands;2006;33493.0;79986.0;64552.0;-46493.0;-31059.0;28007.0;43441.0;-15434.0
82;Totaal mannen en vrouwen;Totaal;Totaal alle burgerlijke staten;Nederlands;2007;36561.0;74649.0;62250.0;-38088.0;-25689.0;30938.0;43337.0;-12399.0
83;Totaal mannen en vrouwen;Totaal;Totaal alle burgerlijke staten;Nederlands;2008;40160.0;68027.0;59364.0;-27867.0;-19204.0;33309.0;41972.0;-8663.0
84;Totaal mannen en vrouwen;Totaal;Totaal alle burgerlijke staten;Nederlands;2009;41968.0;54406.0;49885.0;-12438.0;-7917.0;33959.0;38480.0;-4521.0
85;Totaal mannen en vrouwen;Totaal;Totaal alle burgerlijke staten;Nederlands;2010;44197.0;57307.0;51242.0;-13110.0;-7045.0;32960.0;39025.0;-6065.0
86;Totaal mannen en vrouwen;Totaal;Totaal alle burgerlijke staten;Nederlands;2011;44505.0;62980.0;58573.0;-18475.0;-14068.0;31192.0;35599.0;-4407.0
87;Totaal mannen en vrouwen;Totaal;Totaal alle burgerlijke staten;Nederlands;2012;42696.0;63729.0;56129.0;-21033.0;-13433.0;31666.0;39266.0;-7600.0
88;Totaal mannen en vrouwen;Totaal;Totaal alle burgerlijke staten;Nederlands;2013;42451.0;62619.0;58688.0;-20168.0;-16237.0;30882.0;34813.0;-3931.0
89;Totaal mannen en vrouwen;Totaal;Totaal alle burgerlijke staten;Nederlands;2014;43601.0;64419.0;59521.0;-20818.0;-15920.0;28450.0;33348.0;-4898.0
90;Totaal mannen en vrouwen;Totaal;Totaal alle burgerlijke staten;Nederlands;2015;45132.0;64319.0;60863.0;-19187.0;-15731.0;26377.0;29833.0;-3456.0
91;Totaal mannen en vrouwen;Totaal;Totaal alle burgerlijke staten;Nederlands;2016;48581.0;61624.0;57295.0;-13043.0;-8714.0;23515.0;27844.0;-4329.0
92;Totaal mannen en vrouwen;Totaal;Totaal alle burgerlijke staten;Nederlands;2017;51101.0;57868.0;53921.0;-6767.0;-2820.0;23673.0;27620.0;-3947.0
93;Totaal mannen en vrouwen;Totaal;Totaal alle burgerlijke staten;Nederlands;2018;52732.0;54564.0;51975.0;-1832.0;757.0;20952.0;23541.0;-2589.0
94;Totaal mannen en vrouwen;Totaal;Totaal alle burgerlijke staten;Niet-Nederlands;1972;41631.0;;25292.0;;16339.0;;;
95;Totaal mannen en vrouwen;Totaal;Totaal alle burgerlijke staten;Niet-Nederlands;1973;44253.0;;25950.0;;18303.0;;;
96;Totaal mannen en vrouwen;Totaal;Totaal alle burgerlijke staten;Niet-Nederlands;1974;45376.0;;23627.0;;21749.0;;;
97;Totaal mannen en vrouwen;Totaal;Totaal alle burgerlijke staten;Niet-Nederlands;1975;55248.0;;22086.0;;33162.0;;;
98;Totaal mannen en vrouwen;Totaal;Totaal alle burgerlijke staten;Niet-Nederlands;1976;48934.0;;25729.0;;23205.0;;;
99;Totaal mannen en vrouwen;Totaal;Totaal alle burgerlijke staten;Niet-Nederlands;1977;49879.0;26343.0;24696.0;23536.0;25183.0;437.0;2084.0;-1647.0
100;Totaal mannen en vrouwen;Totaal;Totaal alle burgerlijke staten;Niet-Nederlands;1978;55597.0;24911.0;24108.0;30686.0;31489.0;1045.0;1848.0;-803.0
101;Totaal mannen en vrouwen;Totaal;Totaal alle burgerlijke staten;Niet-Nederlands;1979;72172.0;25686.0;24383.0;46486.0;47789.0;912.0;2215.0;-1303.0
102;Totaal mannen en vrouwen;Totaal;Totaal alle burgerlijke staten;Niet-Nederlands;1980;79820.0;25525.0;23633.0;54295.0;56187.0;712.0;2604.0;-1892.0
103;Totaal mannen en vrouwen;Totaal;Totaal alle burgerlijke staten;Niet-Nederlands;1981;50416.0;27178.0;24979.0;23238.0;25437.0;719.0;2918.0;-2199.0
104;Totaal mannen en vrouwen;Totaal;Totaal alle burgerlijke staten;Niet-Nederlands;1982;40930.0;31399.0;28094.0;9531.0;12836.0;778.0;4083.0;-3305.0
105;Totaal mannen en vrouwen;Totaal;Totaal alle burgerlijke staten;Niet-Nederlands;1983;36441.0;30921.0;27974.0;5520.0;8467.0;955.0;3902.0;-2947.0
106;Totaal mannen en vrouwen;Totaal;Totaal alle burgerlijke staten;Niet-Nederlands;1984;37291.0;29171.0;27030.0;8120.0;10261.0;922.0;3063.0;-2141.0
107;Totaal mannen en vrouwen;Totaal;Totaal alle burgerlijke staten;Niet-Nederlands;1985;46166.0;27178.0;24206.0;18988.0;21960.0;983.0;3955.0;-2972.0
108;Totaal mannen en vrouwen;Totaal;Totaal alle burgerlijke staten;Niet-Nederlands;1986;52802.0;27760.0;23563.0;25042.0;29239.0;1300.0;5497.0;-4197.0
109;Totaal mannen en vrouwen;Totaal;Totaal alle burgerlijke staten;Niet-Nederlands;1987;60855.0;27982.0;20872.0;32873.0;39983.0;1534.0;8644.0;-7110.0
110;Totaal mannen en vrouwen;Totaal;Totaal alle burgerlijke staten;Niet-Nederlands;1988;58262.0;28108.0;21388.0;30154.0;36874.0;1682.0;8402.0;-6720.0
111;Totaal mannen en vrouwen;Totaal;Totaal alle burgerlijke staten;Niet-Nederlands;1989;65385.0;31218.0;21489.0;34167.0;43896.0;1949.0;11678.0;-9729.0
112;Totaal mannen en vrouwen;Totaal;Totaal alle burgerlijke staten;Niet-Nederlands;1990;81264.0;29880.0;20595.0;51384.0;60669.0;2645.0;11930.0;-9285.0
113;Totaal mannen en vrouwen;Totaal;Totaal alle burgerlijke staten;Niet-Nederlands;1991;84337.0;31751.0;21330.0;52586.0;63007.0;3283.0;13704.0;-10421.0
114;Totaal mannen en vrouwen;Totaal;Totaal alle burgerlijke staten;Niet-Nederlands;1992;83022.0;35128.0;22733.0;47894.0;60289.0;3890.0;16285.0;-12395.0
115;Totaal mannen en vrouwen;Totaal;Totaal alle burgerlijke staten;Niet-Nederlands;1993;87573.0;34204.0;22203.0;53369.0;65370.0;4468.0;16469.0;-12001.0
116;Totaal mannen en vrouwen;Totaal;Totaal alle burgerlijke staten;Niet-Nederlands;1994;68424.0;36421.0;22746.0;32003.0;45678.0;4483.0;18158.0;-13675.0
117;Totaal mannen en vrouwen;Totaal;Totaal alle burgerlijke staten;Niet-Nederlands;1995;66972.0;33700.0;21673.0;33272.0;45299.0;4495.0;16522.0;-12027.0
118;Totaal mannen en vrouwen;Totaal;Totaal alle burgerlijke staten;Niet-Nederlands;1996;77177.0;42401.0;22404.0;34776.0;54773.0;4198.0;24195.0;-19997.0
119;Totaal mannen en vrouwen;Totaal;Totaal alle burgerlijke staten;Niet-Nederlands;1997;76736.0;34419.0;21940.0;42317.0;54796.0;4229.0;16708.0;-12479.0
120;Totaal mannen en vrouwen;Totaal;Totaal alle burgerlijke staten;Niet-Nederlands;1998;81701.0;34211.0;21266.0;47490.0;60435.0;3807.0;16752.0;-12945.0
121;Totaal mannen en vrouwen;Totaal;Totaal alle burgerlijke staten;Niet-Nederlands;1999;78365.0;32294.0;20665.0;46071.0;57700.0;3367.0;14996.0;-11629.0
122;Totaal mannen en vrouwen;Totaal;Totaal alle burgerlijke staten;Niet-Nederlands;2000;91383.0;31106.0;20727.0;60277.0;70656.0;3906.0;14285.0;-10379.0
123;Totaal mannen en vrouwen;Totaal;Totaal alle burgerlijke staten;Niet-Nederlands;2001;94507.0;31852.0;20397.0;62655.0;74110.0;3625.0;15080.0;-11455.0
124;Totaal mannen en vrouwen;Totaal;Totaal alle burgerlijke staten;Niet-Nederlands;2002;86619.0;39594.0;21157.0;47025.0;65462.0;4222.0;22659.0;-18437.0
125;Totaal mannen en vrouwen;Totaal;Totaal alle burgerlijke staten;Niet-Nederlands;2003;73566.0;43861.0;21870.0;29705.0;51696.0;4750.0;26741.0;-21991.0
126;Totaal mannen en vrouwen;Totaal;Totaal alle burgerlijke staten;Niet-Nederlands;2004;65121.0;46074.0;23549.0;19047.0;41572.0;4951.0;27476.0;-22525.0
127;Totaal mannen en vrouwen;Totaal;Totaal alle burgerlijke staten;Niet-Nederlands;2005;63415.0;47188.0;23984.0;16227.0;39431.0;5011.0;28215.0;-23204.0
128;Totaal mannen en vrouwen;Totaal;Totaal alle burgerlijke staten;Niet-Nederlands;2006;67657.0;52484.0;26476.0;15173.0;41181.0;6244.0;32252.0;-26008.0
129;Totaal mannen en vrouwen;Totaal;Totaal alle burgerlijke staten;Niet-Nederlands;2007;80258.0;47927.0;29037.0;32331.0;51221.0;7795.0;26685.0;-18890.0
130;Totaal mannen en vrouwen;Totaal;Totaal alle burgerlijke staten;Niet-Nederlands;2008;103356.0;49752.0;30703.0;53604.0;72653.0;8941.0;27990.0;-19049.0
131;Totaal mannen en vrouwen;Totaal;Totaal alle burgerlijke staten;Niet-Nederlands;2009;104410.0;57491.0;35472.0;46919.0;68938.0;7694.0;29713.0;-22019.0
132;Totaal mannen en vrouwen;Totaal;Totaal alle burgerlijke staten;Niet-Nederlands;2010;110235.0;64044.0;40208.0;46191.0;70027.0;7013.0;30849.0;-23836.0
133;Totaal mannen en vrouwen;Totaal;Totaal alle burgerlijke staten;Niet-Nederlands;2011;118457.0;70214.0;47612.0;48243.0;70845.0;7119.0;29721.0;-22602.0
134;Totaal mannen en vrouwen;Totaal;Totaal alle burgerlijke staten;Niet-Nederlands;2012;115678.0;80762.0;54227.0;34916.0;61451.0;7018.0;33553.0;-26535.0
135;Totaal mannen en vrouwen;Totaal;Totaal alle burgerlijke staten;Niet-Nederlands;2013;122321.0;83050.0;58492.0;39271.0;63829.0;6981.0;31539.0;-24558.0
136;Totaal mannen en vrouwen;Totaal;Totaal alle burgerlijke staten;Niet-Nederlands;2014;139348.0;83443.0;62727.0;55905.0;76621.0;6492.0;27208.0;-20716.0
137;Totaal mannen en vrouwen;Totaal;Totaal alle burgerlijke staten;Niet-Nederlands;2015;159483.0;85190.0;66021.0;74293.0;93462.0;6126.0;25295.0;-19169.0
138;Totaal mannen en vrouwen;Totaal;Totaal alle burgerlijke staten;Niet-Nederlands;2016;182158.0;89921.0;70025.0;92237.0;112133.0;5500.0;25396.0;-19896.0
139;Totaal mannen en vrouwen;Totaal;Totaal alle burgerlijke staten;Niet-Nederlands;2017;183856.0;96424.0;73531.0;87432.0;110325.0;5881.0;28774.0;-22893.0
140;Totaal mannen en vrouwen;Totaal;Totaal alle burgerlijke staten;Niet-Nederlands;2018;191005.0;102802.0;82822.0;88203.0;108183.0;5809.0;25789.0;-19980.0
141;Totaal mannen en vrouwen;Totaal;Ongehuwd;Totaal Nederlands en niet-Nederlands;1972;46439.0;;31822.0;;14617.0;;;
142;Totaal mannen en vrouwen;Totaal;Ongehuwd;Totaal Nederlands en niet-Nederlands;1973;48292.0;;32842.0;;15450.0;;;
143;Totaal mannen en vrouwen;Totaal;Ongehuwd;Totaal Nederlands en niet-Nederlands;1974;54917.0;;31335.0;;23582.0;;;
144;Totaal mannen en vrouwen;Totaal;Ongehuwd;Totaal Nederlands en niet-Nederlands;1975;74225.0;;28634.0;;45591.0;;;
145;Totaal mannen en vrouwen;Totaal;Ongehuwd;Totaal Nederlands en niet-Nederlands;1976;47801.0;;31734.0;;16067.0;;;
146;Totaal mannen en vrouwen;Totaal;Ongehuwd;Totaal Nederlands en niet-Nederlands;1977;48492.0;32574.0;31331.0;15918.0;17161.0;927.0;2170.0;-1243.0
147;Totaal mannen en vrouwen;Totaal;Ongehuwd;Totaal Nederlands en niet-Nederlands;1978;52502.0;31887.0;31188.0;20615.0;21314.0;1407.0;2106.0;-699.0
148;Totaal mannen en vrouwen;Totaal;Ongehuwd;Totaal Nederlands en niet-Nederlands;1979;63279.0;31530.0;30682.0;31749.0;32597.0;1288.0;2136.0;-848.0
149;Totaal mannen en vrouwen;Totaal;Ongehuwd;Totaal Nederlands en niet-Nederlands;1980;69561.0;32164.0;30924.0;37397.0;38637.0;1276.0;2516.0;-1240.0
150;Totaal mannen en vrouwen;Totaal;Ongehuwd;Totaal Nederlands en niet-Nederlands;1981;47451.0;34531.0;33113.0;12920.0;14338.0;1350.0;2768.0;-1418.0
151;Totaal mannen en vrouwen;Totaal;Ongehuwd;Totaal Nederlands en niet-Nederlands;1982;40701.0;38276.0;35861.0;2425.0;4840.0;1605.0;4020.0;-2415.0
