ID;MechanischeBestrijding;TeeltsectorenEnGewassen;Perioden;AantalBedrijven_1;PercentageBedrijven_2;GrootteOppervlakte_3;PercentageOppervlakte_4;Januari_5;Februari_6;Maart_7;April_8;Mei_9;Juni_10;Juli_11;Augustus_12;September_13;Oktober_14;November_15;December_16
21;Totaal mechanische bestrijding;Consumptieaardappelen;2004;3823.0;47.7;34166.0;47.0;0.3;0.0;0.0;17.1;28.6;7.5;5.8;2.1;2.7;1.6;0.0;0.0
22;Totaal mechanische bestrijding;Consumptieaardappelen;2008;2171.0;31.8;17060.0;24.6;2.3;0.0;0.0;4.8;21.2;2.2;0.9;1.8;0.0;0.0;0.0;0.0
23;Totaal mechanische bestrijding;Consumptieaardappelen;2012;2507.0;40.0;24543.0;36.4;3.3;0.0;0.0;15.5;20.2;9.0;3.3;0.0;6.5;3.9;0.0;0.0
24;Totaal mechanische bestrijding;Erwten groen te oogsten;1995;163.0;13.2;880.0;12.3;1.5;0.0;0.0;6.0;1.9;5.2;1.8;0.0;0.0;0.0;0.0;0.0
25;Totaal mechanische bestrijding;Erwten groen te oogsten;1998;30.0;3.8;108.0;2.3;0.0;0.0;0.0;0.0;0.0;0.0;2.3;0.0;0.0;0.0;0.0;0.0
26;Totaal mechanische bestrijding;Erwten groen te oogsten;2000;93.0;10.0;549.0;9.4;0.0;0.0;0.0;4.7;0.0;4.7;4.7;4.7;0.0;0.0;0.0;0.0
27;Totaal mechanische bestrijding;Erwten groen te oogsten;2004;348.0;45.5;2116.0;43.5;0.0;0.0;0.0;9.8;28.0;17.3;7.4;0.0;0.0;0.0;0.0;0.0
28;Totaal mechanische bestrijding;Erwten groen te oogsten;2008;206.0;26.7;1032.0;17.3;1.9;0.0;0.0;7.4;6.2;3.7;3.7;4.5;0.0;0.0;0.0;0.0
29;Totaal mechanische bestrijding;Erwten groen te oogsten;2012;84.0;20.6;1061.0;30.7;12.2;0.0;0.0;13.9;27.3;1.7;1.3;1.3;0.0;0.0;0.0;0.0
30;Totaal mechanische bestrijding;Graszaad;1995;255.0;8.7;1394.0;6.4;0.3;0.0;0.0;2.7;2.9;3.0;1.7;0.0;0.0;0.0;0.0;0.0
31;Totaal mechanische bestrijding;Graszaad;1998;326.0;9.1;2845.0;10.0;5.0;0.0;0.0;2.3;1.8;7.8;0.0;0.0;0.0;0.0;0.0;0.0
32;Totaal mechanische bestrijding;Graszaad;2000;454.0;16.4;3898.0;17.8;0.0;0.0;0.0;14.0;1.0;2.2;9.0;0.0;9.6;0.6;0.0;0.0
33;Totaal mechanische bestrijding;Graszaad;2004;269.0;9.8;1876.0;7.4;0.0;0.0;0.0;2.1;1.4;2.0;2.6;2.0;0.0;2.0;0.0;0.0
34;Totaal mechanische bestrijding;Graszaad;2008;469.0;24.5;3244.0;20.7;3.0;0.0;0.0;9.0;12.4;6.1;4.2;0.0;0.9;1.0;0.0;0.0
35;Totaal mechanische bestrijding;Graszaad;2012;230.0;15.4;1685.0;12.3;2.6;0.0;0.0;0.7;5.6;4.8;3.8;0.0;1.2;0.0;0.0;0.0
36;Totaal mechanische bestrijding;Koolzaad;1995;;;;;;;;;;;;;;;;
37;Totaal mechanische bestrijding;Koolzaad;1998;;;;;;;;;;;;;;;;
38;Totaal mechanische bestrijding;Koolzaad;2000;6.0;5.6;1.0;0.1;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
39;Totaal mechanische bestrijding;Koolzaad;2004;;;;;;;;;;;;;;;;
40;Totaal mechanische bestrijding;Koolzaad;2008;;;;;;;;;;;;;;;;
41;Totaal mechanische bestrijding;Koolzaad;2012;39.0;13.3;182.0;8.6;2.4;0.0;0.0;0.3;2.4;2.6;1.2;2.1;1.9;0.0;0.0;0.0
42;Totaal mechanische bestrijding;Poot- en plantuien;1995;;;;;;;;;;;;;;;;
43;Totaal mechanische bestrijding;Poot- en plantuien;1998;116.0;11.1;325.0;7.2;3.3;0.0;0.0;0.0;1.9;2.1;0.0;0.0;0.0;0.0;0.0;0.0
44;Totaal mechanische bestrijding;Poot- en plantuien;2000;170.0;15.2;965.0;18.3;0.1;0.0;0.0;2.0;3.6;18.3;0.1;0.0;0.0;0.0;0.0;0.0
45;Totaal mechanische bestrijding;Poot- en plantuien;2004;249.0;27.9;1175.0;21.0;0.0;0.0;0.0;6.9;10.3;10.0;3.2;0.0;0.0;0.0;0.0;0.0
46;Totaal mechanische bestrijding;Poot- en plantuien;2008;293.0;40.0;1115.0;21.6;0.0;0.0;0.0;8.2;2.0;10.6;9.5;0.0;0.0;0.0;0.0;0.0
47;Totaal mechanische bestrijding;Poot- en plantuien;2012;181.0;24.1;2084.0;35.7;28.3;0.0;0.0;5.7;9.2;2.7;4.5;0.0;0.0;0.0;0.0;0.0
48;Totaal mechanische bestrijding;Pootaardappelen;1995;2219.0;66.3;25309.0;67.0;0.0;0.0;0.0;5.3;25.5;4.2;39.4;38.9;2.1;0.0;0.0;0.0
49;Totaal mechanische bestrijding;Pootaardappelen;1998;1872.0;57.1;24768.0;62.0;0.0;0.0;0.0;1.9;41.5;2.1;12.1;37.8;5.2;0.0;0.0;0.0
50;Totaal mechanische bestrijding;Pootaardappelen;2000;1772.0;53.4;21426.0;51.3;0.0;0.0;0.0;0.4;30.5;11.6;20.9;22.3;0.7;0.0;0.0;0.0
51;Totaal mechanische bestrijding;Pootaardappelen;2004;1309.0;53.4;22668.0;57.0;4.2;0.0;0.0;2.9;27.8;7.9;30.3;13.7;0.3;0.0;0.0;0.0
52;Totaal mechanische bestrijding;Pootaardappelen;2008;1042.0;50.0;17623.0;48.2;0.0;0.0;0.0;13.6;37.3;6.4;12.0;11.7;2.6;0.0;0.0;0.0
53;Totaal mechanische bestrijding;Pootaardappelen;2012;1276.0;53.2;22542.0;57.6;4.9;0.0;0.0;21.9;34.2;7.3;9.6;9.6;2.8;0.9;0.0;0.0
54;Totaal mechanische bestrijding;Snijmaïs;1995;7892.0;20.2;56698.0;25.9;0.0;0.0;0.0;3.5;15.4;11.2;1.4;0.2;0.0;0.0;0.0;0.0
55;Totaal mechanische bestrijding;Snijmaïs;1998;8815.0;24.5;70342.0;32.0;3.0;0.0;0.0;2.8;21.7;5.1;2.8;0.0;0.0;0.0;0.0;0.0
56;Totaal mechanische bestrijding;Snijmaïs;2000;25912.0;83.0;169581.0;82.6;1.9;0.0;0.0;6.3;64.5;22.1;7.2;0.3;0.3;0.7;0.0;0.0
57;Totaal mechanische bestrijding;Snijmaïs;2004;22860.0;81.7;186759.0;83.2;0.0;0.0;0.0;14.3;62.3;22.9;3.8;0.0;0.0;1.0;0.0;0.0
58;Totaal mechanische bestrijding;Snijmaïs;2008;6823.0;24.5;78905.0;32.6;2.2;0.0;0.0;7.2;21.1;6.6;0.0;0.0;0.9;0.0;0.0;0.0
59;Totaal mechanische bestrijding;Snijmaïs;2012;2900.0;11.3;33010.0;14.2;0.0;0.0;0.0;0.0;2.7;12.2;0.6;0.0;0.6;0.0;0.0;0.0
60;Totaal mechanische bestrijding;Suikerbieten;1995;11387.0;59.3;59975.0;51.7;0.2;0.0;0.0;4.9;18.8;38.1;15.7;4.8;0.0;0.3;0.0;0.0
61;Totaal mechanische bestrijding;Suikerbieten;1998;8611.0;47.2;57409.0;50.8;0.0;0.0;0.0;0.5;6.9;31.5;26.5;8.0;0.0;0.0;0.0;0.0
62;Totaal mechanische bestrijding;Suikerbieten;2000;9266.0;54.2;64807.0;58.4;0.5;0.0;0.0;1.6;12.5;49.3;13.2;8.4;0.7;0.0;0.0;0.0
63;Totaal mechanische bestrijding;Suikerbieten;2004;9385.0;67.0;66412.0;68.0;0.8;0.0;0.0;17.9;43.2;44.4;13.2;3.2;0.0;0.0;0.0;0.0
64;Totaal mechanische bestrijding;Suikerbieten;2008;6651.0;71.2;54624.0;75.6;7.6;0.0;0.0;11.9;11.6;44.4;26.4;19.0;3.3;0.0;0.0;0.0
65;Totaal mechanische bestrijding;Suikerbieten;2012;3579.0;42.7;31812.0;43.7;14.1;0.0;0.0;3.2;6.9;30.4;6.0;9.7;6.3;4.6;0.0;0.0
66;Totaal mechanische bestrijding;Veldbonen;1995;;;;;;;;;;;;;;;;
67;Totaal mechanische bestrijding;Veldbonen;1998;;;;;;;;;;;;;;;;
68;Totaal mechanische bestrijding;Veldbonen;2000;90.0;61.5;387.0;57.1;0.0;0.0;0.0;11.2;29.6;38.0;34.1;13.7;13.7;0.0;0.0;0.0
69;Totaal mechanische bestrijding;Veldbonen;2004;;;;;;;;;;;;;;;;
70;Totaal mechanische bestrijding;Veldbonen;2008;;;;;;;;;;;;;;;;
71;Totaal mechanische bestrijding;Veldbonen;2012;;;;;;;;;;;;;;;;
72;Totaal mechanische bestrijding;Vlas;1995;;;;;;;;;;;;;;;;
73;Totaal mechanische bestrijding;Vlas;1998;;;;;;;;;;;;;;;;
74;Totaal mechanische bestrijding;Vlas;2000;22.0;3.3;118.0;2.7;0.0;0.0;0.0;1.5;0.0;0.0;0.0;1.2;1.2;0.0;0.0;0.0
75;Totaal mechanische bestrijding;Vlas;2004;159.0;26.7;1267.0;28.4;14.2;0.0;0.0;1.7;23.2;0.0;1.4;0.0;0.0;0.0;0.0;0.0
76;Totaal mechanische bestrijding;Vlas;2008;38.0;10.5;130.0;5.0;1.7;0.0;0.0;1.9;0.0;1.3;0.0;1.0;0.0;0.0;0.0;0.0
77;Totaal mechanische bestrijding;Vlas;2012;21.0;7.9;122.0;5.9;0.8;0.0;0.0;1.3;4.2;1.3;0.9;0.0;0.9;0.0;0.0;0.0
78;Totaal mechanische bestrijding;Wintertarwe;1995;898.0;7.3;7000.0;5.6;0.7;0.0;0.0;3.0;0.3;1.3;0.4;0.0;0.5;0.3;0.0;0.0
79;Totaal mechanische bestrijding;Wintertarwe;1998;570.0;4.8;3400.0;2.7;0.2;0.0;0.0;0.5;0.5;0.9;0.0;0.2;0.8;0.0;0.0;0.0
80;Totaal mechanische bestrijding;Wintertarwe;2000;260.0;2.2;2348.0;1.9;0.0;0.0;0.0;0.3;0.4;0.7;0.6;0.0;0.0;0.0;0.0;0.0
81;Totaal mechanische bestrijding;Wintertarwe;2004;729.0;7.3;8291.0;7.1;0.0;0.0;0.0;6.5;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0
82;Totaal mechanische bestrijding;Wintertarwe;2008;532.0;5.4;8131.0;5.8;0.0;0.0;0.0;1.0;1.0;4.3;4.8;0.0;0.0;0.0;0.0;0.0
83;Totaal mechanische bestrijding;Wintertarwe;2012;650.0;7.5;8371.0;6.1;0.7;0.0;0.0;1.6;3.9;0.0;0.0;0.0;1.4;0.0;0.0;0.0
84;Totaal mechanische bestrijding;Zaaiuien;1995;1019.0;33.6;3679.0;31.6;0.0;0.0;0.0;4.5;8.1;23.2;15.3;4.1;0.0;0.0;0.0;0.0
85;Totaal mechanische bestrijding;Zaaiuien;1998;1279.0;42.9;5273.0;39.9;3.1;0.0;0.0;1.6;12.6;16.2;22.6;5.3;0.9;1.2;0.0;0.0
86;Totaal mechanische bestrijding;Zaaiuien;2000;1035.0;34.9;4806.0;34.4;0.0;0.0;0.0;1.2;8.9;29.1;17.1;11.6;0.0;0.0;0.0;0.0
87;Totaal mechanische bestrijding;Zaaiuien;2004;1882.0;59.3;11982.0;60.2;4.8;0.0;0.0;5.2;18.2;35.2;15.3;29.1;0.0;0.0;0.0;0.0
88;Totaal mechanische bestrijding;Zaaiuien;2008;1778.0;62.2;11876.0;58.5;0.0;0.0;0.0;2.0;37.3;33.5;32.8;16.1;5.1;0.0;0.0;0.0
89;Totaal mechanische bestrijding;Zaaiuien;2012;533.0;19.2;4586.0;21.8;5.7;0.0;0.0;5.7;2.2;11.1;11.1;2.8;0.0;2.2;0.0;0.0
90;Totaal mechanische bestrijding;Zetmeelaardappelen;1995;2008.0;53.8;36615.0;59.7;0.4;0.0;0.0;0.3;23.5;48.3;12.0;4.4;7.0;4.9;0.0;0.0
91;Totaal mechanische bestrijding;Zetmeelaardappelen;1998;1856.0;52.8;26793.0;47.0;0.0;0.0;0.0;0.7;26.6;21.2;16.5;2.7;10.3;12.4;0.0;0.0
92;Totaal mechanische bestrijding;Zetmeelaardappelen;2000;1958.0;67.1;38268.0;75.1;0.0;0.0;0.0;4.7;34.0;50.7;13.7;2.9;40.1;6.7;0.0;0.0
93;Totaal mechanische bestrijding;Zetmeelaardappelen;2004;1810.0;83.7;42189.0;81.9;1.8;0.0;0.0;8.7;57.7;53.8;7.4;4.6;21.9;7.4;0.0;0.0
94;Totaal mechanische bestrijding;Zetmeelaardappelen;2008;1381.0;79.3;38372.0;83.4;1.4;0.0;0.0;3.8;24.1;71.0;0.0;5.9;18.7;21.6;0.0;0.0
95;Totaal mechanische bestrijding;Zetmeelaardappelen;2012;1021.0;69.2;31381.0;72.4;11.9;0.0;0.0;3.0;15.4;46.9;5.8;2.5;10.0;5.9;0.0;0.0
96;Totaal mechanische bestrijding;Zomertarwe;1995;;;;;;;;;;;;;;;;
97;Totaal mechanische bestrijding;Zomertarwe;1998;;;;;;;;;;;;;;;;
98;Totaal mechanische bestrijding;Zomertarwe;2000;;;;;;;;;;;;;;;;
99;Totaal mechanische bestrijding;Zomertarwe;2004;294.0;8.2;1732.0;8.3;0.0;0.0;0.0;2.4;6.9;1.0;1.0;1.0;0.0;0.0;0.0;0.0
100;Totaal mechanische bestrijding;Zomertarwe;2008;428.0;17.4;1520.0;9.6;5.5;0.0;0.0;0.0;4.1;2.2;1.9;0.0;0.0;0.0;0.0;0.0
101;Totaal mechanische bestrijding;Zomertarwe;2012;385.0;17.4;3549.0;23.3;19.1;0.0;0.0;0.0;0.0;1.2;0.0;0.0;3.0;0.0;0.0;0.0
102;Totaal mechanische bestrijding;Zomergerst;1995;292.0;4.2;1419.0;4.4;0.0;0.0;0.0;4.3;0.1;0.1;0.0;0.0;0.0;0.0;0.0;0.0
103;Totaal mechanische bestrijding;Zomergerst;1998;288.0;4.3;658.0;1.8;0.0;0.0;0.0;0.0;0.3;1.5;0.0;1.5;0.0;0.0;0.0;0.0
104;Totaal mechanische bestrijding;Zomergerst;2000;582.0;7.7;2451.0;5.6;0.8;0.0;0.0;4.7;0.8;0.4;0.3;1.6;0.1;0.0;0.0;0.0
105;Totaal mechanische bestrijding;Zomergerst;2004;225.0;3.4;1657.0;3.7;0.5;0.0;0.0;2.5;1.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0
106;Totaal mechanische bestrijding;Zomergerst;2008;689.0;12.5;4851.0;10.6;1.8;0.0;0.0;7.3;0.0;1.3;0.0;0.0;2.9;0.0;0.0;0.0
107;Totaal mechanische bestrijding;Zomergerst;2012;392.0;11.8;2944.0;11.5;10.6;0.0;0.0;0.0;0.0;0.0;0.9;0.0;0.0;0.0;0.0;0.0
108;Totaal mechanische bestrijding;Teeltsector groenten open grond;1995;;;18498.0;53.9;1.1;0.0;0.1;7.7;16.5;37.5;25.8;9.9;2.8;2.0;1.0;0.0
109;Totaal mechanische bestrijding;Teeltsector groenten open grond;1998;;;22392.0;65.5;2.2;0.0;0.0;1.4;21.2;36.3;39.1;18.7;4.4;0.3;0.0;0.0
110;Totaal mechanische bestrijding;Teeltsector groenten open grond;2000;;;17812.0;57.3;1.1;0.0;0.0;4.8;11.9;31.2;37.9;24.8;3.7;0.3;0.0;0.0
111;Totaal mechanische bestrijding;Teeltsector groenten open grond;2004;;;25384.0;79.0;3.6;0.0;0.0;18.0;43.9;52.1;44.8;27.0;13.3;3.3;0.0;0.0
112;Totaal mechanische bestrijding;Teeltsector groenten open grond;2008;;;21245.0;68.3;8.1;0.0;0.0;18.1;33.2;47.4;37.8;25.8;12.9;2.3;0.0;0.0
113;Totaal mechanische bestrijding;Teeltsector groenten open grond;2012;;;18653.0;59.3;6.3;0.0;0.0;14.8;26.7;32.8;32.3;23.5;14.4;5.5;0.0;0.0
114;Totaal mechanische bestrijding;Aardbeien open grond (productie);1995;754.0;50.6;499.0;28.3;5.3;0.0;0.0;14.4;16.5;13.9;3.7;6.3;5.8;2.7;0.0;0.0
115;Totaal mechanische bestrijding;Aardbeien open grond (productie);1998;819.0;62.5;1407.0;71.5;55.6;0.0;0.0;12.5;51.6;12.9;7.1;13.4;8.3;3.6;0.0;0.0
116;Totaal mechanische bestrijding;Aardbeien open grond (productie);2000;653.0;65.0;709.0;40.6;2.1;0.0;0.0;13.8;26.1;27.6;15.3;13.0;10.2;2.0;0.0;0.0
117;Totaal mechanische bestrijding;Aardbeien open grond (productie);2004;382.0;50.9;1328.0;62.4;19.4;0.0;0.0;40.6;53.3;42.8;36.8;12.8;6.9;6.2;0.0;0.0
118;Totaal mechanische bestrijding;Aardbeien open grond (productie);2008;323.0;70.7;840.0;66.8;15.9;0.0;0.0;34.6;47.8;47.5;4.0;13.6;3.6;5.5;0.0;0.0
119;Totaal mechanische bestrijding;Aardbeien open grond (productie);2012;241.0;56.3;329.0;22.1;6.4;0.0;0.0;19.2;19.4;0.6;12.0;4.7;3.7;3.2;0.0;0.0
120;Totaal mechanische bestrijding;Asperges;1995;869.0;48.6;1025.0;44.1;11.1;0.0;1.5;23.4;22.3;13.1;12.2;11.0;6.6;11.8;0.0;0.0
121;Totaal mechanische bestrijding;Asperges;1998;836.0;52.5;1371.0;59.5;8.5;0.0;0.0;13.6;26.2;18.8;25.2;20.9;5.2;3.1;0.0;0.0
122;Totaal mechanische bestrijding;Asperges;2000;609.0;44.4;873.0;41.9;19.6;0.0;0.0;3.7;7.4;15.5;7.4;16.4;8.6;5.6;0.0;0.0
123;Totaal mechanische bestrijding;Asperges;2004;682.0;66.0;1504.0;63.7;6.0;0.0;0.0;13.1;20.0;20.3;26.6;23.2;6.1;3.3;0.0;0.0
124;Totaal mechanische bestrijding;Asperges;2008;593.0;72.2;1628.0;65.7;31.8;0.0;0.0;33.4;29.2;39.0;26.0;7.6;7.2;16.4;0.0;0.0
125;Totaal mechanische bestrijding;Asperges;2012;459.0;64.2;2153.0;74.4;25.9;0.0;0.0;19.3;39.6;44.9;9.1;13.7;8.5;14.2;0.0;0.0
126;Totaal mechanische bestrijding;Bloemkool;1995;;;;;;;;;;;;;;;;
127;Totaal mechanische bestrijding;Bloemkool;1998;;;;;;;;;;;;;;;;
128;Totaal mechanische bestrijding;Bloemkool;2000;;;;;;;;;;;;;;;;
129;Totaal mechanische bestrijding;Bloemkool;2004;402.0;90.5;2284.0;98.5;14.6;0.0;0.0;41.8;92.4;84.6;84.7;45.1;43.1;1.2;0.0;0.0
130;Totaal mechanische bestrijding;Bloemkool;2008;340.0;92.6;2383.0;93.8;17.4;0.0;0.0;33.8;73.3;58.4;58.2;66.8;26.4;1.3;0.0;0.0
131;Totaal mechanische bestrijding;Bloemkool;2012;247.0;83.1;2120.0;94.3;15.0;0.0;0.0;42.1;43.5;39.6;47.3;64.7;20.1;1.4;0.0;0.0
132;Totaal mechanische bestrijding;Broccoli;1995;;;;;;;;;;;;;;;;
133;Totaal mechanische bestrijding;Broccoli;1998;;;;;;;;;;;;;;;;
134;Totaal mechanische bestrijding;Broccoli;2000;;;;;;;;;;;;;;;;
135;Totaal mechanische bestrijding;Broccoli;2004;;;;;;;;;;;;;;;;
136;Totaal mechanische bestrijding;Broccoli;2008;;;;;;;;;;;;;;;;
137;Totaal mechanische bestrijding;Broccoli;2012;116.0;79.2;1198.0;66.5;0.0;0.0;0.0;10.6;23.3;27.5;29.7;15.0;21.9;20.0;0.0;0.0
138;Totaal mechanische bestrijding;Prei;1995;693.0;41.7;1875.0;48.7;1.4;0.0;0.0;5.8;5.2;19.0;11.7;21.3;3.8;11.2;9.6;0.0
139;Totaal mechanische bestrijding;Prei;1998;828.0;60.9;2763.0;75.9;1.6;0.0;0.0;0.0;35.5;42.3;37.9;55.9;37.7;0.0;0.0;0.0
140;Totaal mechanische bestrijding;Prei;2000;723.0;69.8;1774.0;55.7;2.7;0.0;0.0;7.4;15.8;22.2;26.2;27.8;11.2;0.0;0.0;0.0
141;Totaal mechanische bestrijding;Prei;2004;458.0;62.3;1729.0;56.9;0.0;0.0;0.0;2.1;29.5;22.2;36.8;45.0;29.4;7.5;0.0;0.0
142;Totaal mechanische bestrijding;Prei;2008;349.0;63.0;1723.0;57.2;0.6;0.0;0.0;2.1;12.1;28.6;17.9;32.4;23.3;7.1;0.0;0.0
143;Totaal mechanische bestrijding;Prei;2012;226.0;52.5;1031.0;42.5;0.9;0.0;0.0;1.8;19.2;16.9;35.4;22.7;25.0;1.2;0.0;0.0
144;Totaal mechanische bestrijding;Schorseneren;1995;262.0;57.1;887.0;60.0;3.6;0.0;0.0;8.5;16.7;47.8;29.6;17.9;4.1;0.0;0.0;0.0
145;Totaal mechanische bestrijding;Schorseneren;1998;273.0;57.1;1018.0;55.3;0.0;0.0;0.0;0.0;11.7;43.0;29.3;37.7;10.3;0.0;0.0;0.0
146;Totaal mechanische bestrijding;Schorseneren;2000;;;;;;;;;;;;;;;;
147;Totaal mechanische bestrijding;Schorseneren;2004;179.0;76.9;780.0;76.5;0.0;0.0;0.0;8.7;30.8;65.4;55.0;45.4;5.2;5.2;0.0;0.0
148;Totaal mechanische bestrijding;Schorseneren;2008;162.0;90.5;889.0;92.7;15.4;0.0;0.0;15.4;28.2;74.5;77.5;46.5;19.8;3.2;0.0;0.0
149;Totaal mechanische bestrijding;Schorseneren;2012;111.0;82.4;700.0;79.4;0.0;0.0;0.0;1.0;44.2;67.8;71.5;62.5;15.8;0.0;0.0;0.0
150;Totaal mechanische bestrijding;Sla;1995;391.0;66.7;662.0;63.5;0.6;0.0;0.0;22.0;27.2;52.5;41.1;41.8;22.3;3.0;0.0;0.0
151;Totaal mechanische bestrijding;Sla;1998;;;;;;;;;;;;;;;;
152;Totaal mechanische bestrijding;Sla;2000;;;;;;;;;;;;;;;;
153;Totaal mechanische bestrijding;Sla;2004;;;;;;;;;;;;;;;;
154;Totaal mechanische bestrijding;Sla;2008;;;;;;;;;;;;;;;;
155;Totaal mechanische bestrijding;Sla;2012;;;;;;;;;;;;;;;;
156;Totaal mechanische bestrijding;Sluitkool;1995;904.0;56.4;2012.0;68.9;0.3;0.0;0.0;8.7;28.9;57.9;28.7;1.1;0.0;0.0;0.0;0.0
157;Totaal mechanische bestrijding;Sluitkool;1998;633.0;55.7;1663.0;56.5;0.0;0.0;0.0;0.4;13.7;35.7;36.4;4.8;0.0;0.0;0.0;0.0
158;Totaal mechanische bestrijding;Sluitkool;2000;871.0;78.6;1908.0;75.0;0.0;0.0;0.0;2.6;26.4;52.6;30.4;22.4;3.0;0.0;0.0;0.0
159;Totaal mechanische bestrijding;Sluitkool;2004;583.0;83.6;2279.0;88.6;0.0;0.0;0.0;4.2;43.3;54.5;21.4;11.5;2.4;0.0;0.0;0.0
160;Totaal mechanische bestrijding;Sluitkool;2008;448.0;75.8;2257.0;73.7;13.7;0.0;0.0;16.1;36.9;58.2;42.0;23.0;19.8;1.4;0.0;0.0
161;Totaal mechanische bestrijding;Sluitkool;2012;389.0;79.4;2395.0;91.5;18.4;0.0;0.0;12.6;52.8;52.5;43.0;9.8;2.1;0.0;0.0;0.0
162;Totaal mechanische bestrijding;Spruitkool;1995;555.0;63.6;3001.0;68.4;0.0;0.0;0.0;8.7;44.9;59.2;27.0;2.1;0.3;0.0;0.0;0.0
163;Totaal mechanische bestrijding;Spruitkool;1998;671.0;86.2;4165.0;90.1;0.0;0.0;0.0;0.0;39.9;75.7;44.5;3.0;0.0;0.0;0.0;0.0
164;Totaal mechanische bestrijding;Spruitkool;2000;547.0;83.3;3494.0;72.3;0.0;0.0;0.0;15.8;36.4;46.9;35.7;13.2;1.6;0.0;0.0;0.0
