ID;MechanischeBestrijding;TeeltsectorenEnGewassen;Perioden;AantalBedrijven_1;PercentageBedrijven_2;GrootteOppervlakte_3;PercentageOppervlakte_4;Januari_5;Februari_6;Maart_7;April_8;Mei_9;Juni_10;Juli_11;Augustus_12;September_13;Oktober_14;November_15;December_16
1217;Handmatige onkruidbestrijding;Lelies (snijbloemen);2012;17.0;12.2;12.0;6.0;2.9;0.0;1.8;1.8;2.8;1.8;0.0;0.0;1.9;2.0;1.8;1.8
1218;Handmatige onkruidbestrijding;Orchideeën (snijbloemen);1995;;;;;;;;;;;;;;;;
1219;Handmatige onkruidbestrijding;Orchideeën (snijbloemen);1998;36.0;16.2;35.0;16.8;6.3;2.3;0.0;6.3;0.0;7.3;12.1;6.0;13.2;4.6;0.0;6.3
1220;Handmatige onkruidbestrijding;Orchideeën (snijbloemen);2000;54.0;25.9;47.0;22.2;0.0;0.0;4.4;4.4;5.2;11.4;6.9;3.1;5.7;0.0;0.0;0.0
1221;Handmatige onkruidbestrijding;Orchideeën (snijbloemen);2004;67.0;33.3;101.0;43.3;26.1;10.2;24.1;4.5;24.2;23.9;22.2;33.1;4.6;22.4;13.1;0.0
1222;Handmatige onkruidbestrijding;Orchideeën (snijbloemen);2008;54.0;35.5;51.0;24.9;7.1;0.1;13.0;7.5;18.0;3.0;3.3;7.5;2.5;0.0;0.1;2.9
1223;Handmatige onkruidbestrijding;Orchideeën (snijbloemen);2012;8.0;5.9;11.0;5.4;3.7;1.3;2.0;3.7;3.0;3.7;2.0;2.0;2.0;2.0;2.0;2.0
1224;Handmatige onkruidbestrijding;Perkplanten;1995;;;;;;;;;;;;;;;;
1225;Handmatige onkruidbestrijding;Perkplanten;1998;140.0;14.3;30.0;6.6;0.9;0.0;1.1;0.1;2.2;3.0;0.0;1.2;3.4;1.2;0.0;0.0
1226;Handmatige onkruidbestrijding;Perkplanten;2000;156.0;16.2;49.0;9.8;0.8;0.0;0.0;3.4;6.2;0.0;2.5;2.8;0.0;0.0;0.0;0.0
1227;Handmatige onkruidbestrijding;Perkplanten;2004;139.0;16.9;67.0;12.3;9.2;1.2;4.6;2.3;5.9;5.6;1.1;1.1;1.1;0.0;1.1;0.0
1228;Handmatige onkruidbestrijding;Perkplanten;2008;171.0;30.2;107.0;23.2;19.5;0.2;2.2;2.1;16.5;15.6;1.4;15.3;0.4;1.1;0.7;0.7
1229;Handmatige onkruidbestrijding;Perkplanten;2012;52.0;12.3;15.0;3.4;2.6;2.6;1.1;1.7;0.7;0.9;1.4;0.3;0.0;0.4;0.7;0.0
1230;Handmatige onkruidbestrijding;Potplanten - blad;1995;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1231;Handmatige onkruidbestrijding;Potplanten - blad;1998;52.0;7.5;15.0;3.7;0.2;0.2;0.0;1.0;0.2;0.0;1.2;2.6;0.0;2.3;0.2;0.0
1232;Handmatige onkruidbestrijding;Potplanten - blad;2000;81.0;11.6;23.0;5.0;1.6;4.8;2.7;2.7;2.7;2.8;2.8;2.7;2.8;2.8;1.7;1.6
1233;Handmatige onkruidbestrijding;Potplanten - blad;2004;108.0;17.3;56.0;11.9;4.5;5.4;8.4;10.6;5.8;5.8;7.8;7.7;3.5;6.8;2.9;2.7
1234;Handmatige onkruidbestrijding;Potplanten - blad;2008;109.0;26.7;51.0;10.4;5.0;4.8;4.5;7.9;9.0;9.9;7.3;6.3;9.3;7.1;5.1;4.0
1235;Handmatige onkruidbestrijding;Potplanten - blad;2012;20.0;6.3;6.0;1.3;0.1;0.3;0.6;1.3;1.3;1.2;0.4;1.0;0.3;1.0;0.3;0.3
1236;Handmatige onkruidbestrijding;Potplanten - bloei;1995;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1237;Handmatige onkruidbestrijding;Potplanten - bloei;1998;144.0;15.6;127.0;22.4;8.3;3.7;3.0;13.9;8.8;11.5;5.3;4.0;0.0;1.5;7.3;1.5
1238;Handmatige onkruidbestrijding;Potplanten - bloei;2000;233.0;26.3;151.0;24.8;9.1;12.3;13.9;16.9;17.8;15.4;20.2;13.3;12.5;12.4;8.7;14.6
1239;Handmatige onkruidbestrijding;Potplanten - bloei;2004;104.0;13.2;110.0;15.8;7.9;0.0;3.1;3.1;6.0;9.3;6.1;0.0;6.5;0.0;4.4;3.1
1240;Handmatige onkruidbestrijding;Potplanten - bloei;2008;237.0;34.1;435.0;46.3;15.5;20.0;20.2;22.4;18.9;21.5;6.7;7.2;11.7;14.8;5.5;6.3
1241;Handmatige onkruidbestrijding;Potplanten - bloei;2012;39.0;8.4;82.0;9.4;4.6;0.0;0.6;4.1;0.6;0.0;0.0;0.0;0.0;0.4;0.0;0.0
1242;Handmatige onkruidbestrijding;Rozen;1995;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1243;Handmatige onkruidbestrijding;Rozen;1998;143.0;16.9;123.0;13.2;0.7;1.6;7.9;1.9;5.0;2.8;1.7;0.0;0.0;0.0;3.5;0.0
1244;Handmatige onkruidbestrijding;Rozen;2000;90.0;11.8;133.0;14.3;1.5;4.2;6.2;0.0;2.0;2.0;2.0;8.6;0.0;0.0;0.0;0.0
1245;Handmatige onkruidbestrijding;Rozen;2004;51.0;9.5;43.0;5.1;4.7;2.1;1.8;2.5;0.4;0.4;2.5;0.4;0.4;0.4;0.0;0.0
1246;Handmatige onkruidbestrijding;Rozen;2008;50.0;16.1;141.0;24.2;22.3;1.1;0.0;0.0;0.0;20.9;0.8;1.5;0.0;0.0;1.1;0.0
1247;Handmatige onkruidbestrijding;Rozen;2012;7.0;3.6;8.0;1.9;1.6;1.6;1.6;1.6;1.9;1.6;1.6;1.6;0.0;1.6;1.6;1.6
1248;Handmatige onkruidbestrijding;Teeltsector champignons ;1995;;;;;;;;;;;;;;;;
1249;Handmatige onkruidbestrijding;Teeltsector champignons ;1998;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1250;Handmatige onkruidbestrijding;Teeltsector champignons ;2000;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1251;Handmatige onkruidbestrijding;Teeltsector champignons ;2004;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1252;Handmatige onkruidbestrijding;Teeltsector champignons ;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1253;Handmatige onkruidbestrijding;Teeltsector champignons ;2012;6.0;4.6;2.0;3.4;0.0;0.0;0.0;0.5;0.0;0.0;0.6;0.0;0.0;2.2;0.0;0.0
1254;Handmatige onkruidbestrijding;Champignons (gewas);1995;;;;;;;;;;;;;;;;
1255;Handmatige onkruidbestrijding;Champignons (gewas);1998;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1256;Handmatige onkruidbestrijding;Champignons (gewas);2000;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1257;Handmatige onkruidbestrijding;Champignons (gewas);2004;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1258;Handmatige onkruidbestrijding;Champignons (gewas);2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1259;Handmatige onkruidbestrijding;Champignons (gewas);2012;6.0;4.6;2.0;3.4;0.0;0.0;0.0;0.5;0.0;0.0;0.6;0.0;0.0;2.2;0.0;0.0
1260;Overige onkruidbestrijding;Teeltsector akkerbouw;1995;;;60421.0;8.4;0.0;0.0;0.0;0.1;1.1;10.3;1.6;0.0;0.0;0.0;0.0;0.0
1261;Overige onkruidbestrijding;Teeltsector akkerbouw;1998;;;56477.0;7.7;0.0;0.0;0.0;0.1;5.4;3.0;0.9;0.0;0.0;0.0;0.0;0.0
1262;Overige onkruidbestrijding;Teeltsector akkerbouw;2000;;;69252.0;9.6;0.1;0.0;0.0;1.1;3.7;8.4;0.4;0.0;0.0;0.0;0.0;0.0
1263;Overige onkruidbestrijding;Teeltsector akkerbouw;2004;;;66431.0;9.0;0.0;0.0;0.0;2.1;6.8;11.7;0.1;0.0;0.0;0.0;0.0;0.0
1264;Overige onkruidbestrijding;Teeltsector akkerbouw;2008;;;80778.0;11.2;0.4;0.0;0.0;1.0;5.5;7.7;0.3;0.0;0.0;0.1;0.0;0.0
1265;Overige onkruidbestrijding;Teeltsector akkerbouw;2012;;;33233.0;4.9;0.1;0.0;0.0;0.6;4.1;5.8;0.4;0.1;0.3;0.1;0.0;0.0
1266;Overige onkruidbestrijding;Bruine bonen;1995;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1267;Overige onkruidbestrijding;Bruine bonen;1998;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1268;Overige onkruidbestrijding;Bruine bonen;2000;11.0;3.7;17.0;1.6;0.0;0.0;0.0;0.0;0.0;0.0;1.6;0.0;0.0;0.0;0.0;0.0
1269;Overige onkruidbestrijding;Bruine bonen;2004;45.0;9.1;212.0;9.5;0.0;0.0;0.0;3.8;0.0;5.7;0.0;0.0;0.0;0.0;0.0;0.0
1270;Overige onkruidbestrijding;Bruine bonen;2008;16.0;7.4;53.0;5.8;0.0;0.0;0.0;0.0;0.0;2.9;0.0;0.0;2.9;2.9;0.0;0.0
1271;Overige onkruidbestrijding;Bruine bonen;2012;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1272;Overige onkruidbestrijding;Cichorei;1995;;;;;;;;;;;;;;;;
1273;Overige onkruidbestrijding;Cichorei;1998;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1274;Overige onkruidbestrijding;Cichorei;2000;45.0;4.9;349.0;7.3;0.0;0.0;0.0;0.0;0.0;4.9;2.5;0.0;0.0;0.0;0.0;0.0
1275;Overige onkruidbestrijding;Cichorei;2004;50.0;5.4;184.0;3.7;0.0;0.0;0.0;0.0;0.0;0.0;3.7;0.0;0.0;0.0;0.0;0.0
1276;Overige onkruidbestrijding;Cichorei;2008;31.0;4.9;148.0;4.4;0.0;0.0;0.0;2.2;0.0;0.0;2.1;0.0;0.0;0.0;0.0;0.0
1277;Overige onkruidbestrijding;Cichorei;2012;21.0;4.9;194.0;6.7;4.6;0.0;0.0;0.0;0.0;2.1;0.0;2.1;0.0;2.1;0.0;0.0
1278;Overige onkruidbestrijding;Consumptieaardappelen;1995;1545.0;11.9;9869.0;12.3;0.0;0.0;0.0;0.8;7.0;4.5;0.0;0.0;0.0;0.0;0.0;0.0
1279;Overige onkruidbestrijding;Consumptieaardappelen;1998;2292.0;19.6;12106.0;14.3;0.0;0.0;0.0;0.7;11.0;5.0;0.1;0.0;0.0;0.0;0.0;0.0
1280;Overige onkruidbestrijding;Consumptieaardappelen;2000;2109.0;18.9;8850.0;10.1;0.2;0.0;0.0;5.6;2.5;3.2;0.1;0.0;0.0;0.0;0.0;0.0
1281;Overige onkruidbestrijding;Consumptieaardappelen;2004;1911.0;23.9;16038.0;22.1;0.3;0.0;0.0;12.5;10.0;0.9;0.0;0.0;0.0;0.0;0.0;0.0
1282;Overige onkruidbestrijding;Consumptieaardappelen;2008;620.0;9.1;2374.0;3.4;0.6;0.0;0.0;1.1;2.2;0.0;0.5;0.0;0.0;0.0;0.0;0.0
1283;Overige onkruidbestrijding;Consumptieaardappelen;2012;1045.0;16.7;5139.0;7.6;0.1;0.0;0.0;3.7;3.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1284;Overige onkruidbestrijding;Erwten groen te oogsten;1995;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1285;Overige onkruidbestrijding;Erwten groen te oogsten;1998;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1286;Overige onkruidbestrijding;Erwten groen te oogsten;2000;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1287;Overige onkruidbestrijding;Erwten groen te oogsten;2004;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1288;Overige onkruidbestrijding;Erwten groen te oogsten;2008;26.0;3.3;77.0;1.3;0.0;0.0;0.0;0.0;1.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1289;Overige onkruidbestrijding;Erwten groen te oogsten;2012;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1290;Overige onkruidbestrijding;Graszaad;1995;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1291;Overige onkruidbestrijding;Graszaad;1998;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1292;Overige onkruidbestrijding;Graszaad;2000;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1293;Overige onkruidbestrijding;Graszaad;2004;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1294;Overige onkruidbestrijding;Graszaad;2008;117.0;6.1;1190.0;7.6;0.0;0.0;0.0;0.0;7.6;3.0;1.0;0.0;0.0;1.0;0.0;0.0
1295;Overige onkruidbestrijding;Graszaad;2012;23.0;1.5;171.0;1.2;0.0;0.0;0.0;0.0;0.0;1.2;0.0;0.0;0.0;0.0;0.0;0.0
1296;Overige onkruidbestrijding;Koolzaad;1995;;;;;;;;;;;;;;;;
1297;Overige onkruidbestrijding;Koolzaad;1998;;;;;;;;;;;;;;;;
1298;Overige onkruidbestrijding;Koolzaad;2000;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1299;Overige onkruidbestrijding;Koolzaad;2004;;;;;;;;;;;;;;;;
1300;Overige onkruidbestrijding;Koolzaad;2008;;;;;;;;;;;;;;;;
1301;Overige onkruidbestrijding;Koolzaad;2012;19.0;6.7;61.0;2.9;0.0;0.0;0.0;0.0;0.0;2.6;0.0;0.3;0.3;0.0;0.0;0.0
1302;Overige onkruidbestrijding;Poot- en plantuien;1995;;;;;;;;;;;;;;;;
1303;Overige onkruidbestrijding;Poot- en plantuien;1998;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1304;Overige onkruidbestrijding;Poot- en plantuien;2000;24.0;2.2;7.0;0.1;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0
1305;Overige onkruidbestrijding;Poot- en plantuien;2004;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1306;Overige onkruidbestrijding;Poot- en plantuien;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1307;Overige onkruidbestrijding;Poot- en plantuien;2012;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1308;Overige onkruidbestrijding;Pootaardappelen;1995;211.0;6.3;2409.0;6.4;0.0;0.0;0.0;0.0;2.7;3.6;0.0;0.0;0.0;0.0;0.0;0.0
1309;Overige onkruidbestrijding;Pootaardappelen;1998;390.0;11.9;6395.0;16.0;0.0;0.0;0.0;0.0;14.2;1.8;0.0;0.0;0.0;0.0;0.0;0.0
1310;Overige onkruidbestrijding;Pootaardappelen;2000;741.0;22.3;8957.0;21.4;0.0;0.0;0.0;0.4;12.9;8.2;0.0;0.0;0.0;0.0;0.0;0.0
1311;Overige onkruidbestrijding;Pootaardappelen;2004;668.0;27.3;8811.0;22.2;0.0;0.0;0.0;1.3;17.7;4.4;0.0;0.0;0.0;0.0;0.0;0.0
1312;Overige onkruidbestrijding;Pootaardappelen;2008;234.0;11.3;4314.0;11.8;0.0;0.0;0.0;0.2;11.3;0.3;0.3;0.0;0.0;0.0;0.0;0.0
1313;Overige onkruidbestrijding;Pootaardappelen;2012;290.0;12.1;4447.0;11.4;0.0;0.0;0.0;1.9;9.4;0.2;0.4;0.0;0.0;0.0;0.0;0.0
1314;Overige onkruidbestrijding;Snijmaïs;1995;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1315;Overige onkruidbestrijding;Snijmaïs;1998;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1316;Overige onkruidbestrijding;Snijmaïs;2000;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1317;Overige onkruidbestrijding;Snijmaïs;2004;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1318;Overige onkruidbestrijding;Snijmaïs;2008;525.0;1.9;10609.0;4.4;0.0;0.0;0.0;0.0;4.4;4.4;0.0;0.0;0.0;0.0;0.0;0.0
1319;Overige onkruidbestrijding;Snijmaïs;2012;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1320;Overige onkruidbestrijding;Suikerbieten;1995;2741.0;14.3;19026.0;16.4;;;;;;;;;;;;
1321;Overige onkruidbestrijding;Suikerbieten;1998;2067.0;11.3;25664.0;22.7;0.0;0.0;0.0;0.0;0.0;14.5;11.7;0.0;0.0;0.0;0.0;0.0
1322;Overige onkruidbestrijding;Suikerbieten;2000;2206.0;12.9;23009.0;20.7;0.5;0.0;0.0;0.0;0.0;20.2;3.9;0.0;0.0;0.0;0.0;0.0
1323;Overige onkruidbestrijding;Suikerbieten;2004;846.0;6.0;9159.0;9.4;0.0;0.0;0.0;0.0;0.0;9.4;0.7;0.0;0.0;0.0;0.0;0.0
1324;Overige onkruidbestrijding;Suikerbieten;2008;1981.0;21.2;22692.0;31.4;5.6;0.0;0.0;2.1;0.0;22.0;1.8;0.0;0.0;0.0;0.0;0.0
1325;Overige onkruidbestrijding;Suikerbieten;2012;349.0;4.2;4028.0;5.5;0.0;0.0;0.0;0.0;0.0;5.5;0.0;0.0;0.0;0.0;0.0;0.0
1326;Overige onkruidbestrijding;Veldbonen;1995;;;;;;;;;;;;;;;;
1327;Overige onkruidbestrijding;Veldbonen;1998;;;;;;;;;;;;;;;;
1328;Overige onkruidbestrijding;Veldbonen;2000;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1329;Overige onkruidbestrijding;Veldbonen;2004;;;;;;;;;;;;;;;;
1330;Overige onkruidbestrijding;Veldbonen;2008;;;;;;;;;;;;;;;;
1331;Overige onkruidbestrijding;Veldbonen;2012;;;;;;;;;;;;;;;;
1332;Overige onkruidbestrijding;Vlas;1995;;;;;;;;;;;;;;;;
1333;Overige onkruidbestrijding;Vlas;1998;;;;;;;;;;;;;;;;
1334;Overige onkruidbestrijding;Vlas;2000;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1335;Overige onkruidbestrijding;Vlas;2004;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1336;Overige onkruidbestrijding;Vlas;2008;10.0;2.6;25.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
1337;Overige onkruidbestrijding;Vlas;2012;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1338;Overige onkruidbestrijding;Wintertarwe;1995;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1339;Overige onkruidbestrijding;Wintertarwe;1998;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1340;Overige onkruidbestrijding;Wintertarwe;2000;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1341;Overige onkruidbestrijding;Wintertarwe;2004;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1342;Overige onkruidbestrijding;Wintertarwe;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1343;Overige onkruidbestrijding;Wintertarwe;2012;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1344;Overige onkruidbestrijding;Zaaiuien;1995;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1345;Overige onkruidbestrijding;Zaaiuien;1998;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1346;Overige onkruidbestrijding;Zaaiuien;2000;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1347;Overige onkruidbestrijding;Zaaiuien;2004;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1348;Overige onkruidbestrijding;Zaaiuien;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1349;Overige onkruidbestrijding;Zaaiuien;2012;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1350;Overige onkruidbestrijding;Zetmeelaardappelen;1995;1586.0;42.5;29117.0;47.5;0.0;0.0;0.0;0.3;1.8;41.5;6.0;0.0;0.0;0.0;0.0;0.0
1351;Overige onkruidbestrijding;Zetmeelaardappelen;1998;1074.0;30.6;12311.0;21.6;0.0;0.0;0.0;0.7;11.6;13.3;0.0;0.0;0.0;0.0;0.0;0.0
1352;Overige onkruidbestrijding;Zetmeelaardappelen;2000;1459.0;50.0;28062.0;55.1;0.0;0.0;0.0;4.1;13.6;48.7;0.0;0.0;0.0;0.0;0.0;0.0
1353;Overige onkruidbestrijding;Zetmeelaardappelen;2004;1368.0;63.3;32027.0;62.2;0.0;0.0;0.0;4.0;19.3;51.7;0.0;0.0;0.0;0.0;0.0;0.0
1354;Overige onkruidbestrijding;Zetmeelaardappelen;2008;1321.0;75.9;35678.0;77.5;0.0;0.0;0.0;3.8;18.3;63.4;0.0;0.0;0.0;0.0;0.0;0.0
1355;Overige onkruidbestrijding;Zetmeelaardappelen;2012;681.0;46.2;19193.0;44.3;0.0;0.0;0.0;0.0;10.8;32.4;2.0;0.0;2.0;0.0;0.0;0.0
1356;Overige onkruidbestrijding;Zomertarwe;1995;;;;;;;;;;;;;;;;
1357;Overige onkruidbestrijding;Zomertarwe;1998;;;;;;;;;;;;;;;;
1358;Overige onkruidbestrijding;Zomertarwe;2000;;;;;;;;;;;;;;;;
1359;Overige onkruidbestrijding;Zomertarwe;2004;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1360;Overige onkruidbestrijding;Zomertarwe;2008;107.0;4.3;298.0;1.9;0.0;0.0;0.0;0.0;1.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1361;Overige onkruidbestrijding;Zomertarwe;2012;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1362;Overige onkruidbestrijding;Zomergerst;1995;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1363;Overige onkruidbestrijding;Zomergerst;1998;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1364;Overige onkruidbestrijding;Zomergerst;2000;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1365;Overige onkruidbestrijding;Zomergerst;2004;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1366;Overige onkruidbestrijding;Zomergerst;2008;276.0;5.0;3320.0;7.3;0.0;0.0;0.0;7.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1367;Overige onkruidbestrijding;Zomergerst;2012;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1368;Overige onkruidbestrijding;Teeltsector groenten open grond;1995;;;2128.0;6.2;0.1;0.0;0.0;0.3;1.1;2.9;3.7;0.9;0.2;0.2;0.0;0.0
1369;Overige onkruidbestrijding;Teeltsector groenten open grond;1998;;;4188.0;12.3;0.1;0.0;0.0;0.1;1.0;4.6;6.2;5.4;3.1;0.2;0.0;0.0
1370;Overige onkruidbestrijding;Teeltsector groenten open grond;2000;;;2934.0;9.4;0.1;0.0;0.0;0.3;0.0;2.9;5.2;6.2;0.5;0.0;0.0;0.0
1371;Overige onkruidbestrijding;Teeltsector groenten open grond;2004;;;3996.0;12.4;0.0;0.0;0.0;0.8;3.2;5.1;2.8;1.9;0.8;0.6;0.0;0.0
1372;Overige onkruidbestrijding;Teeltsector groenten open grond;2008;;;6406.0;20.6;3.9;0.0;0.0;2.0;6.0;5.2;5.8;1.4;1.8;0.5;0.0;0.0
1373;Overige onkruidbestrijding;Teeltsector groenten open grond;2012;;;4139.0;13.2;1.0;0.0;0.0;0.9;3.0;4.9;4.1;2.5;1.1;0.3;0.0;0.0
1374;Overige onkruidbestrijding;Aardbeien open grond (productie);1995;88.0;5.9;73.0;4.2;0.0;0.0;0.0;2.9;0.1;1.1;0.2;0.0;0.0;0.0;0.0;0.0
1375;Overige onkruidbestrijding;Aardbeien open grond (productie);1998;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1376;Overige onkruidbestrijding;Aardbeien open grond (productie);2000;75.0;7.5;60.0;3.4;0.0;0.0;0.0;0.0;0.7;2.4;0.0;2.4;0.3;0.3;0.0;0.0
