ID;Sectoren;Jaren;Totaal_1;MetAutomatisering_2;MetExterneCommunicatie_3;MetInternet_4;MetAnderNet_5;AlsGebruikerVanNetwerk_6;AlsAanbiederOpNetwerk_7;ElektronischeEtalage_8;ElektronischBestellen_9;ElektronischBetalen_10;Klantondersteuning_11;OpvragenGratisInformatie_12;VerzendenOntvangenBerichten_13;FinancieleTransacties_14;WervenVanPersoneel_15;ContactMetOverheid_16;OpvragenBetaaldeInfo_17;BestellenGoederen_18;BetalingNaBestellen_19;Aantal_20;Telewerk_21;ITPersoneel_22;ArbeidsjVoorSoftwareOntwikkeling_23;ITVacatures_24;PCSTerminals_25;GekoppeldePCS_26;InternetPC_27;Totaal_28;Hardware_29;Software_30;Totaal_31;Hardware_32;Software_33;LoonkostenITPersoneel_34;InhuurITPersoneel_35;OverigeITKosten_36
296;71 Verhuur van roerende goederen;1998;538.0;486.0;298.0;211.0;;;;;;;;164.0;193.0;;;;65.0;;;14062.0;153.0;261.0;135.0;48.0;9086.0;8319.0;3542.0;26.0;11.0;15.0;64.0;13.0;8.0;15.0;21.0;7.0
297;71 Verhuur van roerende goederen;1999;570.0;437.0;310.0;244.0;228.0;282.0;201.0;149.0;142.0;52.0;71.0;250.0;235.0;196.0;35.0;59.0;52.0;114.0;70.0;14115.0;168.0;335.0;76.0;56.0;8096.0;6980.0;1916.0;18.0;11.0;7.0;61.0;13.0;11.0;12.0;22.0;4.0
298;71 Verhuur van roerende goederen;2000;570.0;437.0;;;;;;;;;;;;;;;;;;;;342.0;;;9046.0;7951.0;3664.0;;;;55.0;;;;;
299;71 Verhuur van roerende goederen;2001;570.0;437.0;396.0;304.0;234.0;396.0;327.0;299.0;213.0;102.0;132.0;356.0;356.0;288.0;67.0;74.0;78.0;195.0;114.0;;;378.0;;;10018.0;8762.0;4956.0;;;;59.0;;;;;
300;72 Computerservicebureaus e.d.;1997;1131.0;860.0;796.0;804.0;;780.0;628.0;521.0;175.0;108.0;376.0;731.0;746.0;;;;290.0;;;52824.0;;26184.0;14517.0;2678.0;41969.0;34760.0;16921.0;138.0;113.0;25.0;1440.0;169.0;68.0;1073.0;97.0;34.0
301;72 Computerservicebureaus e.d.;1998;1345.0;1165.0;1144.0;1122.0;;;;;;;;1074.0;1070.0;;;;672.0;;;76176.0;12608.0;48102.0;14753.0;6537.0;76960.0;76119.0;66293.0;147.0;112.0;35.0;2492.0;174.0;68.0;2061.0;117.0;73.0
302;72 Computerservicebureaus e.d.;1999;1535.0;1278.0;1295.0;1295.0;1110.0;1286.0;1184.0;1143.0;694.0;330.0;828.0;1240.0;1286.0;1092.0;953.0;439.0;610.0;1002.0;612.0;93960.0;17070.0;54653.0;13246.0;8259.0;88956.0;77999.0;74061.0;212.0;156.0;56.0;2811.0;160.0;90.0;2309.0;153.0;98.0
303;72 Computerservicebureaus e.d.;2000;1535.0;1278.0;;;;;;;;;;;;;;;;;;;;59323.0;;;99677.0;84094.0;83389.0;;;;3015.0;;;;;
304;72 Computerservicebureaus e.d.;2001;1535.0;1278.0;1295.0;1295.0;1138.0;1286.0;1233.0;1214.0;804.0;416.0;935.0;1243.0;1286.0;1122.0;1049.0;499.0;665.0;1057.0;682.0;;;65708.0;;;110405.0;93092.0;93716.0;;;;3288.0;;;;;
305;73 Speur- en ontwikkelingswerk;1997;254.0;231.0;189.0;170.0;;162.0;95.0;84.0;29.0;9.0;23.0;149.0;159.0;;;;63.0;;;20633.0;;752.0;251.0;54.0;20878.0;18632.0;10349.0;22.0;16.0;6.0;72.0;25.0;8.0;31.0;3.0;3.0
306;73 Speur- en ontwikkelingswerk;1998;265.0;238.0;208.0;202.0;;;;;;;;184.0;198.0;;;;81.0;;;17414.0;1303.0;867.0;369.0;56.0;18859.0;17406.0;15617.0;15.0;11.0;4.0;79.0;20.0;6.0;40.0;8.0;5.0
307;73 Speur- en ontwikkelingswerk;1999;281.0;246.0;248.0;248.0;160.0;248.0;197.0;177.0;68.0;17.0;64.0;231.0;241.0;143.0;100.0;106.0;68.0;128.0;63.0;17564.0;2144.0;652.0;215.0;68.0;19491.0;17254.0;15925.0;16.0;10.0;6.0;74.0;19.0;5.0;26.0;11.0;12.0
308;73 Speur- en ontwikkelingswerk;2000;281.0;246.0;;;;;;;;;;;;;;;;;;;;770.0;;;19981.0;17919.0;16771.0;;;;79.0;;;;;
309;73 Speur- en ontwikkelingswerk;2001;281.0;246.0;248.0;248.0;169.0;248.0;226.0;215.0;87.0;29.0;78.0;234.0;246.0;155.0;128.0;120.0;85.0;150.0;67.0;;;860.0;;;20792.0;19020.0;17921.0;;;;80.0;;;;;
310;74.1 Juridische en econ dienstverlenin;1997;3945.0;2930.0;2210.0;1543.0;;1520.0;815.0;701.0;186.0;221.0;192.0;1253.0;1419.0;;;;542.0;;;92369.0;;1500.0;156.0;164.0;78043.0;66882.0;14084.0;123.0;90.0;33.0;217.0;93.0;37.0;59.0;14.0;14.0
311;74.1 Juridische en econ dienstverlenin;1998;4600.0;3817.0;3181.0;2399.0;;;;;;;;1938.0;1981.0;;;;1100.0;;;116761.0;7391.0;2305.0;547.0;455.0;121893.0;109598.0;50632.0;187.0;131.0;57.0;364.0;104.0;54.0;109.0;52.0;45.0
312;74.1 Juridische en econ dienstverlenin;1999;4859.0;4165.0;3668.0;3082.0;2483.0;3578.0;1952.0;1350.0;811.0;499.0;654.0;2692.0;3101.0;2213.0;716.0;1584.0;1825.0;1129.0;599.0;124194.0;5716.0;2507.0;695.0;515.0;118030.0;106419.0;53254.0;151.0;108.0;43.0;391.0;96.0;47.0;121.0;82.0;44.0
313;74.1 Juridische en econ dienstverlenin;2000;4859.0;4199.0;;;;;;;;;;;;;;;;;;;;2922.0;;;127610.0;115579.0;65644.0;;;;423.0;;;;;
314;74.1 Juridische en econ dienstverlenin;2001;4859.0;4199.0;3943.0;3370.0;2601.0;3883.0;2794.0;2369.0;1306.0;736.0;1000.0;3147.0;3604.0;2484.0;968.0;2173.0;2139.0;1302.0;679.0;;;3200.0;;;131758.0;120896.0;80454.0;;;;408.0;;;;;
315;74.2 Architecten- en ingenieursbureaus;1997;1725.0;1478.0;1138.0;987.0;;985.0;497.0;313.0;85.0;91.0;186.0;887.0;935.0;;;;268.0;;;61968.0;;887.0;119.0;65.0;44314.0;36233.0;13049.0;63.0;48.0;15.0;112.0;53.0;17.0;31.0;10.0;2.0
316;74.2 Architecten- en ingenieursbureaus;1998;1867.0;1694.0;1464.0;1327.0;;;;;;;;1170.0;1233.0;;;;467.0;;;67159.0;1291.0;1337.0;412.0;138.0;61663.0;59930.0;23086.0;96.0;59.0;38.0;202.0;61.0;43.0;55.0;19.0;24.0
317;74.2 Architecten- en ingenieursbureaus;1999;1969.0;1790.0;1708.0;1652.0;1096.0;1693.0;858.0;750.0;362.0;226.0;307.0;1538.0;1641.0;1084.0;594.0;523.0;461.0;667.0;282.0;66813.0;840.0;1857.0;324.0;144.0;60708.0;54794.0;17303.0;95.0;56.0;39.0;191.0;54.0;39.0;56.0;22.0;21.0
318;74.2 Architecten- en ingenieursbureaus;2000;1969.0;1790.0;;;;;;;;;;;;;;;;;;;;1967.0;;;64405.0;57637.0;26906.0;;;;196.0;;;;;
319;74.2 Architecten- en ingenieursbureaus;2001;1969.0;1790.0;1751.0;1679.0;1265.0;1736.0;1273.0;1269.0;541.0;276.0;362.0;1569.0;1683.0;1232.0;740.0;548.0;559.0;892.0;372.0;;;1872.0;;;66834.0;59514.0;34030.0;;;;201.0;;;;;
320;74.4 Reclamebureaus;1997;758.0;515.0;392.0;357.0;;357.0;213.0;172.0;83.0;29.0;101.0;326.0;339.0;;;;111.0;;;11921.0;;170.0;12.0;23.0;7996.0;6140.0;2442.0;14.0;12.0;2.0;22.0;13.0;2.0;5.0;1.0;1.0
321;74.4 Reclamebureaus;1998;886.0;775.0;726.0;709.0;;;;;;;;695.0;664.0;;;;372.0;;;16555.0;300.0;415.0;126.0;163.0;13861.0;13222.0;9261.0;20.0;14.0;5.0;46.0;12.0;7.0;11.0;7.0;8.0
322;74.4 Reclamebureaus;1999;962.0;881.0;861.0;852.0;688.0;852.0;688.0;510.0;435.0;212.0;295.0;824.0;810.0;685.0;304.0;223.0;337.0;513.0;338.0;20002.0;260.0;562.0;112.0;136.0;14382.0;12840.0;9995.0;24.0;16.0;8.0;45.0;15.0;7.0;10.0;8.0;5.0
323;74.4 Reclamebureaus;2000;962.0;898.0;;;;;;;;;;;;;;;;;;;;629.0;;;16178.0;14754.0;11868.0;;;;51.0;;;;;
324;74.4 Reclamebureaus;2001;962.0;898.0;870.0;861.0;713.0;861.0;806.0;713.0;507.0;234.0;386.0;833.0;836.0;712.0;366.0;232.0;372.0;573.0;409.0;;;742.0;;;17247.0;16152.0;13483.0;;;;54.0;;;;;
325;74.5 Uitzendbureaus e.d.;1997;643.0;490.0;336.0;236.0;;216.0;159.0;119.0;25.0;13.0;82.0;153.0;168.0;;;;72.0;;;47846.0;;502.0;105.0;37.0;16727.0;14021.0;815.0;12.0;9.0;3.0;38.0;13.0;6.0;17.0;2.0;0.0
326;74.5 Uitzendbureaus e.d.;1998;791.0;654.0;509.0;403.0;;;;;;;;358.0;347.0;;;;173.0;;;46040.0;3711.0;682.0;160.0;279.0;18130.0;14410.0;8333.0;50.0;23.0;27.0;77.0;20.0;10.0;29.0;10.0;8.0
327;74.5 Uitzendbureaus e.d.;1999;984.0;759.0;627.0;570.0;459.0;619.0;366.0;332.0;249.0;121.0;169.0;528.0;542.0;480.0;339.0;169.0;161.0;225.0;157.0;45817.0;355.0;1233.0;161.0;194.0;22231.0;15240.0;11139.0;29.0;20.0;8.0;103.0;24.0;13.0;55.0;5.0;6.0
328;74.5 Uitzendbureaus e.d.;2000;984.0;785.0;;;;;;;;;;;;;;;;;;;;1234.0;;;29859.0;24935.0;22492.0;;;;116.0;;;;;
329;74.5 Uitzendbureaus e.d.;2001;984.0;785.0;695.0;598.0;476.0;686.0;536.0;523.0;319.0;176.0;225.0;588.0;661.0;510.0;439.0;200.0;206.0;302.0;189.0;;;1301.0;;;31734.0;26876.0;25660.0;;;;124.0;;;;;
330;74.3 e.v  Zakelijke dienstverl. n.e.g.;1997;2455.0;1826.0;1018.0;492.0;;484.0;241.0;181.0;74.0;62.0;83.0;398.0;462.0;;;;118.0;;;141604.0;;835.0;171.0;47.0;20657.0;14454.0;3155.0;38.0;27.0;11.0;98.0;37.0;14.0;34.0;10.0;3.0
331;74.3 e.v  Zakelijke dienstverl. n.e.g.;1998;2597.0;2233.0;1551.0;1010.0;;;;;;;;949.0;878.0;;;;313.0;;;153442.0;4862.0;871.0;371.0;58.0;26878.0;22724.0;9985.0;41.0;29.0;13.0;111.0;39.0;15.0;32.0;19.0;5.0
332;74.3 e.v  Zakelijke dienstverl. n.e.g.;1999;2763.0;2417.0;1597.0;1374.0;1131.0;1520.0;901.0;763.0;602.0;259.0;431.0;1272.0;1289.0;1164.0;420.0;480.0;461.0;499.0;288.0;182009.0;1276.0;1127.0;358.0;157.0;34469.0;29203.0;13458.0;50.0;29.0;22.0;150.0;37.0;22.0;34.0;33.0;24.0
333;74.3 e.v  Zakelijke dienstverl. n.e.g.;2000;2763.0;2417.0;;;;;;;;;;;;;;;;;;;;1211.0;;;37536.0;30338.0;19359.0;;;;148.0;;;;;
334;74.3 e.v  Zakelijke dienstverl. n.e.g.;2001;2763.0;2417.0;1766.0;1443.0;1143.0;1762.0;1303.0;1223.0;778.0;352.0;561.0;1519.0;1491.0;1351.0;595.0;625.0;612.0;753.0;404.0;;;1201.0;;;40028.0;33515.0;24187.0;;;;138.0;;;;;
335;80.1 e.a. Zorg en overige dienstv.;1997;13325.0;11110.0;6193.0;3679.0;;3462.0;2111.0;1811.0;594.0;151.0;637.0;3068.0;3123.0;;;;833.0;;;988920.0;;8454.0;1715.0;16.0;457295.0;295615.0;65500.0;394.0;311.0;83.0;1040.0;418.0;159.0;337.0;87.0;39.0
336;80.1 e.a. Zorg en overige dienstv.;1998;13455.0;11787.0;7213.0;5015.0;;;;;;;;4691.0;4635.0;;;;1544.0;;;1113481.0;11366.0;7782.0;2217.0;801.0;507139.0;406884.0;180562.0;567.0;340.0;226.0;1193.0;376.0;211.0;319.0;164.0;123.0
337;80.1 e.a. Zorg en overige dienstv.;1999;13366.0;11798.0;9257.0;8115.0;5582.0;8873.0;4231.0;3836.0;1729.0;341.0;995.0;7460.0;7670.0;5130.0;1571.0;3138.0;1454.0;2982.0;1145.0;1213234.0;8487.0;9973.0;1394.0;888.0;559204.0;438021.0;220447.0;495.0;306.0;189.0;1241.0;316.0;257.0;362.0;164.0;142.0
338;80.1 e.a. Zorg en overige dienstv.;2000;13366.0;11921.0;;;;;;;;;;;;;;;;;;;;10974.0;;;629094.0;506411.0;311406.0;;;;1274.0;;;;;
339;80.1 e.a. Zorg en overige dienstv.;2001;13366.0;11985.0;10679.0;8711.0;5993.0;10534.0;6820.0;6493.0;2603.0;723.0;1700.0;9050.0;9518.0;6148.0;2604.0;4116.0;2320.0;4183.0;1544.0;;;11588.0;;;684642.0;580310.0;410880.0;;;;1333.0;;;;;
340;5 tot 20 werknemers van zorg;1997;7583.0;5942.0;3301.0;1749.0;;1678.0;1131.0;988.0;351.0;97.0;430.0;1393.0;1505.0;;;;324.0;;;82645.0;;548.0;62.0;67.0;41790.0;22712.0;5108.0;33.0;26.0;6.0;61.0;28.0;12.0;17.0;3.0;1.0
341;5 tot 20 werknemers van zorg;1998;7618.0;6366.0;3627.0;2286.0;;;;;;;;2133.0;2158.0;;;;692.0;;;92237.0;1336.0;399.0;72.0;77.0;44654.0;26738.0;13635.0;30.0;19.0;11.0;53.0;20.0;10.0;16.0;4.0;3.0
342;5 tot 20 werknemers van zorg;1999;7708.0;6524.0;4968.0;4202.0;2833.0;4732.0;2207.0;2052.0;1037.0;199.0;484.0;3789.0;3993.0;2801.0;527.0;1555.0;790.0;1520.0;593.0;108290.0;1490.0;838.0;106.0;63.0;52511.0;27740.0;19302.0;45.0;32.0;13.0;64.0;25.0;12.0;15.0;7.0;5.0
343;5 tot 20 werknemers van zorg;2000;7708.0;6618.0;;;;;;;;;;;;;;;;;;;;960.0;;;58806.0;33978.0;26588.0;;;;60.0;;;;;
344;5 tot 20 werknemers van zorg;2001;7708.0;6664.0;5839.0;4579.0;3088.0;5774.0;3650.0;3476.0;1479.0;359.0;898.0;4694.0;5118.0;3464.0;1026.0;2051.0;1348.0;2069.0;653.0;;;950.0;;;61534.0;41243.0;32739.0;;;;62.0;;;;;
345;20 tot 100 werknemers van zorg;1997;3982.0;3471.0;1596.0;999.0;;911.0;509.0;437.0;153.0;10.0;106.0;850.0;839.0;;;;264.0;;;170957.0;;1119.0;70.0;524.0;71778.0;38502.0;10759.0;63.0;48.0;15.0;141.0;69.0;25.0;37.0;8.0;2.0
346;20 tot 100 werknemers van zorg;1998;3957.0;3625.0;2163.0;1551.0;;;;;;;;1465.0;1443.0;;;;500.0;;;197405.0;4190.0;864.0;305.0;75.0;85929.0;58843.0;27784.0;59.0;39.0;21.0;110.0;41.0;18.0;29.0;15.0;7.0
347;20 tot 100 werknemers van zorg;1999;3772.0;3462.0;2623.0;2372.0;1492.0;2518.0;1252.0;1106.0;444.0;71.0;327.0;2204.0;2225.0;1261.0;532.0;861.0;447.0;834.0;299.0;226113.0;1797.0;1419.0;183.0;96.0;101546.0;72341.0;41993.0;65.0;44.0;22.0;134.0;43.0;20.0;45.0;15.0;11.0
348;20 tot 100 werknemers van zorg;2000;3772.0;3491.0;;;;;;;;;;;;;;;;;;;;1665.0;;;115411.0;83772.0;58175.0;;;;140.0;;;;;
349;20 tot 100 werknemers van zorg;2001;3772.0;3509.0;3063.0;2513.0;1557.0;2999.0;1895.0;1788.0;725.0;227.0;479.0;2697.0;2711.0;1471.0;719.0;1154.0;648.0;1195.0;453.0;;;1852.0;;;126556.0;100547.0;73365.0;;;;149.0;;;;;
350;100 en meer werknemers van zorg;1997;1760.0;1696.0;1297.0;931.0;;872.0;470.0;386.0;90.0;43.0;101.0;825.0;779.0;;;;245.0;;;735319.0;;6786.0;1583.0;51.0;343727.0;234401.0;49633.0;299.0;237.0;62.0;837.0;321.0;122.0;283.0;76.0;35.0
351;100 en meer werknemers van zorg;1998;1880.0;1796.0;1422.0;1178.0;;;;;;;;1093.0;1034.0;;;;352.0;;;823839.0;5841.0;6519.0;1841.0;648.0;376556.0;321302.0;139143.0;478.0;283.0;195.0;1031.0;315.0;184.0;274.0;145.0;113.0
352;100 en meer werknemers van zorg;1999;1886.0;1812.0;1666.0;1540.0;1257.0;1623.0;772.0;678.0;249.0;71.0;184.0;1468.0;1452.0;1067.0;512.0;722.0;217.0;628.0;253.0;878831.0;5200.0;7716.0;1106.0;729.0;405147.0;337939.0;159152.0;384.0;231.0;154.0;1043.0;249.0;226.0;301.0;142.0;127.0
353;100 en meer werknemers van zorg;2000;1886.0;1812.0;;;;;;;;;;;;;;;;;;;;8349.0;;;454877.0;388661.0;226643.0;;;;1074.0;;;;;
354;100 en meer werknemers van zorg;2001;1886.0;1812.0;1777.0;1619.0;1348.0;1760.0;1275.0;1228.0;399.0;137.0;323.0;1659.0;1689.0;1213.0;860.0;910.0;324.0;919.0;438.0;;;8787.0;;;496553.0;438520.0;304775.0;;;;1122.0;;;;;
355;85 Gezondheids- en welzijnszorg;1997;4980.0;4433.0;2648.0;1175.0;;1105.0;585.0;515.0;272.0;51.0;263.0;918.0;986.0;;;;271.0;;;580611.0;;2361.0;238.0;162.0;154810.0;91931.0;9386.0;118.0;93.0;25.0;279.0;104.0;53.0;79.0;31.0;12.0
356;85 Gezondheids- en welzijnszorg;1998;5000.0;4429.0;2459.0;1412.0;;;;;;;;1293.0;1285.0;;;;489.0;;;716026.0;5150.0;2256.0;836.0;268.0;176634.0;132995.0;18510.0;145.0;98.0;47.0;302.0;97.0;59.0;84.0;34.0;28.0
357;85 Gezondheids- en welzijnszorg;1999;4905.0;4633.0;3387.0;2747.0;2064.0;3271.0;976.0;848.0;339.0;57.0;115.0;2503.0;2764.0;1989.0;525.0;1206.0;666.0;1036.0;458.0;813928.0;1804.0;3946.0;507.0;348.0;220525.0;169314.0;51249.0;195.0;133.0;62.0;392.0;109.0;72.0;116.0;61.0;34.0
358;85 Gezondheids- en welzijnszorg;2000;4905.0;4691.0;;;;;;;;;;;;;;;;;;;;4328.0;;;248856.0;198465.0;87034.0;;;;398.0;;;;;
359;85 Gezondheids- en welzijnszorg;2001;4905.0;4691.0;4138.0;3059.0;2349.0;4129.0;2115.0;2034.0;637.0;272.0;424.0;3225.0;3498.0;2526.0;965.0;1607.0;1112.0;1557.0;636.0;;;4770.0;;;269897.0;226882.0;133636.0;;;;432.0;;;;;
360;90 Milieudienstverlening;1997;265.0;205.0;144.0;74.0;;74.0;45.0;35.0;4.0;3.0;12.0;62.0;67.0;;;;13.0;;;13074.0;;116.0;9.0;31.0;5056.0;3774.0;364.0;7.0;4.0;4.0;16.0;4.0;4.0;5.0;2.0;0.0
361;90 Milieudienstverlening;1998;282.0;238.0;184.0;110.0;;;;;;;;98.0;104.0;;;;28.0;;;14720.0;379.0;163.0;30.0;50.0;6126.0;5790.0;1319.0;10.0;5.0;5.0;27.0;6.0;7.0;5.0;6.0;3.0
362;90 Milieudienstverlening;1999;302.0;256.0;201.0;163.0;163.0;200.0;91.0;78.0;27.0;3.0;20.0;157.0;161.0;159.0;30.0;44.0;36.0;39.0;23.0;15542.0;192.0;241.0;51.0;18.0;6755.0;5972.0;1457.0;10.0;6.0;4.0;23.0;5.0;4.0;6.0;4.0;3.0
363;90 Milieudienstverlening;2000;302.0;258.0;;;;;;;;;;;;;;;;;;;;254.0;;;7396.0;6778.0;2879.0;;;;25.0;;;;;
364;90 Milieudienstverlening;2001;302.0;258.0;222.0;179.0;166.0;222.0;152.0;134.0;52.0;13.0;38.0;191.0;196.0;170.0;47.0;55.0;44.0;63.0;34.0;;;234.0;;;8552.0;7886.0;4845.0;;;;29.0;;;;;
365;92 Cultuur, sport en recreatie;1997;2203.0;1859.0;1136.0;707.0;;688.0;427.0;376.0;113.0;28.0;59.0;628.0;580.0;;;;240.0;;;66741.0;;488.0;59.0;57.0;28739.0;18121.0;4635.0;33.0;23.0;10.0;97.0;51.0;20.0;18.0;5.0;3.0
366;92 Cultuur, sport en recreatie;1998;2377.0;2158.0;1493.0;1051.0;;;;;;;;939.0;948.0;;;;330.0;;;72405.0;563.0;505.0;159.0;43.0;32890.0;27932.0;15231.0;35.0;21.0;14.0;85.0;34.0;15.0;18.0;8.0;11.0
367;92 Cultuur, sport en recreatie;1999;2460.0;2121.0;1820.0;1692.0;1290.0;1788.0;1310.0;1258.0;651.0;132.0;338.0;1631.0;1592.0;1036.0;311.0;499.0;333.0;632.0;262.0;74247.0;912.0;844.0;144.0;112.0;41105.0;36052.0;23668.0;48.0;29.0;19.0;98.0;35.0;17.0;25.0;9.0;12.0
368;92 Cultuur, sport en recreatie;2000;2460.0;2121.0;;;;;;;;;;;;;;;;;;;;982.0;;;44763.0;39658.0;30399.0;;;;100.0;;;;;
369;92 Cultuur, sport en recreatie;2001;2460.0;2150.0;2014.0;1806.0;1331.0;2003.0;1685.0;1656.0;804.0;180.0;502.0;1857.0;1994.0;1170.0;422.0;604.0;527.0;778.0;333.0;;;1053.0;;;47469.0;41919.0;33547.0;;;;104.0;;;;;
370;80.4 e.a. Overige dienstverlening n.e.g.;1997;2878.0;1986.0;1220.0;852.0;;806.0;546.0;470.0;137.0;35.0;169.0;732.0;728.0;;;;87.0;;;70632.0;;821.0;155.0;105.0;34781.0;26198.0;6160.0;49.0;37.0;13.0;100.0;34.0;17.0;36.0;10.0;2.0
371;80.4 e.a. Overige dienstverlening n.e.g.;1998;2922.0;2431.0;1719.0;1239.0;;;;;;;;1224.0;1163.0;;;;386.0;;;71537.0;3512.0;746.0;192.0;73.0;38105.0;34422.0;20779.0;50.0;28.0;22.0;109.0;35.0;21.0;26.0;15.0;11.0
372;80.4 e.a. Overige dienstverlening n.e.g.;1999;3031.0;2454.0;1930.0;1651.0;1312.0;1807.0;948.0;889.0;366.0;79.0;329.0;1459.0;1407.0;1254.0;280.0;474.0;217.0;468.0;222.0;78029.0;2924.0;1073.0;212.0;84.0;38464.0;31493.0;22166.0;52.0;30.0;21.0;123.0;30.0;22.0;36.0;24.0;10.0
373;80.4 e.a. Overige dienstverlening n.e.g.;2000;3031.0;2489.0;;;;;;;;;;;;;;;;;;;;1185.0;;;41437.0;34514.0;26325.0;;;;124.0;;;;;
374;80.4 e.a. Overige dienstverlening n.e.g.;2001;3031.0;2506.0;2137.0;1777.0;1334.0;2098.0;1403.0;1331.0;624.0;158.0;472.0;1783.0;1800.0;1524.0;509.0;573.0;356.0;694.0;273.0;;;1195.0;;;43377.0;36598.0;29456.0;;;;125.0;;;;;
375;80.1 e.a. Gesubsidieerd onderwijs;1997;2966.0;2598.0;1017.0;844.0;;764.0;488.0;396.0;62.0;33.0;128.0;706.0;741.0;;;;207.0;;;222281.0;;2624.0;326.0;145.0;194039.0;136436.0;41717.0;133.0;109.0;24.0;263.0;128.0;32.0;87.0;7.0;7.0
376;80.1 e.a. Gesubsidieerd onderwijs;1998;2842.0;2502.0;1331.0;1176.0;;;;;;;;1112.0;1112.0;;;;300.0;;;207421.0;1523.0;2614.0;392.0;283.0;216295.0;171018.0;119546.0;129.0;101.0;28.0;279.0;111.0;34.0;95.0;22.0;18.0
377;80.1 e.a. Gesubsidieerd onderwijs;1999;2637.0;2307.0;1894.0;1840.0;728.0;1782.0;894.0;752.0;347.0;71.0;193.0;1689.0;1725.0;670.0;418.0;906.0;201.0;802.0;175.0;201186.0;2189.0;2497.0;246.0;260.0;219917.0;163825.0;120382.0;105.0;82.0;23.0;226.0;83.0;27.0;74.0;20.0;21.0
378;80.1 e.a. Gesubsidieerd onderwijs;2000;2637.0;2336.0;;;;;;;;;;;;;;;;;;;;2799.0;;;253590.0;194946.0;162058.0;;;;235.0;;;;;
379;80.1 e.a. Gesubsidieerd onderwijs;2001;2637.0;2354.0;2141.0;1869.0;787.0;2054.0;1442.0;1315.0;477.0;101.0;256.0;1973.0;2009.0;734.0;650.0;1258.0;280.0;1083.0;259.0;;;2928.0;;;282076.0;234767.0;204065.0;;;;242.0;;;;;
380;75.3 Sociale verzekering;1997;33.0;28.0;28.0;26.0;;24.0;20.0;20.0;5.0;1.0;7.0;22.0;22.0;;;;14.0;;;35581.0;;2044.0;928.0;107.0;39869.0;19155.0;3237.0;54.0;45.0;9.0;285.0;97.0;32.0;113.0;30.0;13.0
381;75.3 Sociale verzekering;1998;32.0;28.0;27.0;27.0;;;;;;;;24.0;24.0;;;;10.0;;;31371.0;239.0;1498.0;609.0;85.0;37088.0;34727.0;5177.0;197.0;87.0;110.0;391.0;94.0;76.0;90.0;79.0;52.0
382;75.3 Sociale verzekering;1999;31.0;27.0;24.0;21.0;24.0;24.0;11.0;11.0;0.0;0.0;0.0;21.0;21.0;22.0;8.0;10.0;0.0;6.0;5.0;30302.0;466.0;1373.0;234.0;65.0;32438.0;31365.0;1526.0;85.0;25.0;60.0;380.0;52.0;114.0;103.0;47.0;64.0
383;75.3 Sociale verzekering;2000;31.0;27.0;;;;;;;;;;;;;;;;;;;;1424.0;;;33052.0;32051.0;2711.0;;;;393.0;;;;;
384;75.3 Sociale verzekering;2001;31.0;27.0;27.0;21.0;24.0;27.0;23.0;23.0;9.0;0.0;9.0;21.0;21.0;24.0;11.0;18.0;0.0;9.0;8.0;;;1408.0;;;33272.0;32257.0;5332.0;;;;401.0;;;;;
385;5 tot 10 werknemers van totaal;1997;42205.0;27774.0;17792.0;8032.0;;6801.0;4245.0;2874.0;1175.0;1145.0;1771.0;5653.0;5941.0;;;;1995.0;;;333167.0;;2172.0;517.0;189.0;115716.0;64715.0;16700.0;134.0;93.0;40.0;227.0;93.0;47.0;75.0;9.0;3.0
386;5 tot 10 werknemers van totaal;1998;42832.0;32897.0;20047.0;13901.0;;;;;;;;12410.0;11348.0;;;;4705.0;;;325451.0;8258.0;4157.0;3248.0;971.0;146127.0;110967.0;48538.0;158.0;103.0;55.0;319.0;80.0;51.0;156.0;15.0;18.0
387;5 tot 10 werknemers van totaal;1999;44235.0;35531.0;25596.0;20182.0;18275.0;24220.0;11244.0;8157.0;6752.0;3520.0;3752.0;17576.0;18543.0;17702.0;2369.0;5270.0;4702.0;7100.0;4437.0;389982.0;6826.0;6160.0;1912.0;1569.0;181630.0;131152.0;63438.0;276.0;198.0;78.0;421.0;1.0;64.0;191.0;35.0;22.0
388;5 tot 10 werknemers van totaal;2000;44235.0;36204.0;;;;;;;;;;;;;;;;;;;;8051.0;;;202078.0;150565.0;94198.0;;;;458.0;;;;;
389;5 tot 10 werknemers van totaal;2001;44235.0;36318.0;29219.0;22768.0;18908.0;28062.0;18240.0;15612.0;10442.0;5076.0;6504.0;22332.0;24081.0;20736.0;3579.0;7061.0;6957.0;10964.0;6312.0;;;10207.0;;;215618.0;168068.0;115420.0;;;;567.0;;;;;
390;10 tot 20 werknemers van totaal;1997;26868.0;19381.0;12750.0;5769.0;;5363.0;3032.0;2153.0;550.0;365.0;843.0;4695.0;4469.0;;;;1877.0;;;378487.0;;3896.0;1133.0;627.0;132310.0;81343.0;18969.0;152.0;112.0;41.0;326.0;127.0;49.0;122.0;20.0;9.0
391;10 tot 20 werknemers van totaal;1998;28751.0;24893.0;18008.0;11567.0;;;;;;;;9891.0;9710.0;;;;3908.0;;;464987.0;9079.0;7474.0;3916.0;1601.0;192875.0;160222.0;65792.0;252.0;170.0;82.0;538.0;149.0;79.0;243.0;39.0;29.0
