ID;Diensten;Landen;Perioden;InvoerVanDiensten_1;UitvoerVanDiensten_2;SaldoDiensten_3
152;S Totaal Diensten;België;2020 3e kwartaal;2946.0;2840.0;-106.0
153;S Totaal Diensten;België;2020 4e kwartaal;3365.0;2876.0;-490.0
154;S Totaal Diensten;België;2020;11960.0;10959.0;-1001.0
155;S Totaal Diensten;België;2021 1e kwartaal;2934.0;2684.0;-250.0
156;S Totaal Diensten;België;2021 2e kwartaal;3161.0;2891.0;-270.0
157;S Totaal Diensten;België;2021 3e kwartaal;3236.0;3457.0;221.0
158;S Totaal Diensten;België;2021 4e kwartaal;3919.0;3984.0;65.0
159;S Totaal Diensten;België;2021;13249.0;13015.0;-234.0
160;S Totaal Diensten;België;2022 1e kwartaal;3715.0;3082.0;-632.0
161;S Totaal Diensten;België;2022 2e kwartaal;3962.0;3459.0;-502.0
162;S Totaal Diensten;België;2022 3e kwartaal;3963.0;3525.0;-438.0
163;S Totaal Diensten;België;2022 4e kwartaal;4204.0;3976.0;-228.0
164;S Totaal Diensten;België;2022;15843.0;14043.0;-1801.0
165;S Totaal Diensten;België;2023 1e kwartaal;4292.0;3771.0;-521.0
166;S Totaal Diensten;België;2023 2e kwartaal;4386.0;4154.0;-232.0
167;S Totaal Diensten;België;2023 3e kwartaal;4224.0;4321.0;97.0
168;S Totaal Diensten;België;2023 4e kwartaal;4539.0;4701.0;162.0
169;S Totaal Diensten;België;2023;17441.0;16947.0;-494.0
170;S Totaal Diensten;België;2024 1e kwartaal;4188.0;4038.0;-150.0
171;S Totaal Diensten;België;2024 2e kwartaal;4179.0;4437.0;258.0
172;S Totaal Diensten;België;2024 3e kwartaal;4362.0;4399.0;37.0
173;S Totaal Diensten;België;2024 4e kwartaal;4956.0;4711.0;-244.0
174;S Totaal Diensten;België;2024;17685.0;17586.0;-99.0
175;S Totaal Diensten;Bermuda;2020 1e kwartaal;243.0;30.0;-213.0
176;S Totaal Diensten;Bermuda;2020 2e kwartaal;228.0;48.0;-180.0
177;S Totaal Diensten;Bermuda;2020 3e kwartaal;222.0;36.0;-185.0
178;S Totaal Diensten;Bermuda;2020 4e kwartaal;222.0;34.0;-188.0
179;S Totaal Diensten;Bermuda;2020;914.0;148.0;-766.0
180;S Totaal Diensten;Bermuda;2021 1e kwartaal;219.0;10.0;-209.0
181;S Totaal Diensten;Bermuda;2021 2e kwartaal;246.0;54.0;-192.0
182;S Totaal Diensten;Bermuda;2021 3e kwartaal;224.0;16.0;-208.0
183;S Totaal Diensten;Bermuda;2021 4e kwartaal;235.0;18.0;-217.0
184;S Totaal Diensten;Bermuda;2021;924.0;98.0;-826.0
185;S Totaal Diensten;Bermuda;2022 1e kwartaal;228.0;58.0;-170.0
186;S Totaal Diensten;Bermuda;2022 2e kwartaal;276.0;88.0;-188.0
187;S Totaal Diensten;Bermuda;2022 3e kwartaal;230.0;110.0;-119.0
188;S Totaal Diensten;Bermuda;2022 4e kwartaal;237.0;273.0;36.0
189;S Totaal Diensten;Bermuda;2022;971.0;529.0;-442.0
190;S Totaal Diensten;Bermuda;2023 1e kwartaal;200.0;59.0;-141.0
191;S Totaal Diensten;Bermuda;2023 2e kwartaal;204.0;131.0;-73.0
192;S Totaal Diensten;Bermuda;2023 3e kwartaal;201.0;121.0;-80.0
193;S Totaal Diensten;Bermuda;2023 4e kwartaal;197.0;203.0;6.0
194;S Totaal Diensten;Bermuda;2023;803.0;514.0;-289.0
195;S Totaal Diensten;Bermuda;2024 1e kwartaal;211.0;77.0;-134.0
196;S Totaal Diensten;Bermuda;2024 2e kwartaal;211.0;95.0;-116.0
197;S Totaal Diensten;Bermuda;2024 3e kwartaal;;;-24.0
198;S Totaal Diensten;Bermuda;2024 4e kwartaal;;;85.0
199;S Totaal Diensten;Bermuda;2024;;;-189.0
200;S Totaal Diensten;Bolivia;2020 1e kwartaal;2.0;11.0;9.0
201;S Totaal Diensten;Bolivia;2020 2e kwartaal;1.0;11.0;11.0
202;S Totaal Diensten;Bolivia;2020 3e kwartaal;0.0;10.0;9.0
203;S Totaal Diensten;Bolivia;2020 4e kwartaal;0.0;12.0;11.0
204;S Totaal Diensten;Bolivia;2020;3.0;44.0;40.0
205;S Totaal Diensten;Bolivia;2021 1e kwartaal;1.0;7.0;6.0
206;S Totaal Diensten;Bolivia;2021 2e kwartaal;1.0;5.0;4.0
207;S Totaal Diensten;Bolivia;2021 3e kwartaal;1.0;5.0;5.0
208;S Totaal Diensten;Bolivia;2021 4e kwartaal;1.0;6.0;5.0
209;S Totaal Diensten;Bolivia;2021;3.0;23.0;20.0
210;S Totaal Diensten;Bolivia;2022 1e kwartaal;0.0;7.0;7.0
211;S Totaal Diensten;Bolivia;2022 2e kwartaal;1.0;4.0;3.0
212;S Totaal Diensten;Bolivia;2022 3e kwartaal;2.0;6.0;4.0
213;S Totaal Diensten;Bolivia;2022 4e kwartaal;1.0;5.0;4.0
214;S Totaal Diensten;Bolivia;2022;4.0;22.0;18.0
215;S Totaal Diensten;Bolivia;2023 1e kwartaal;1.0;5.0;4.0
216;S Totaal Diensten;Bolivia;2023 2e kwartaal;1.0;5.0;4.0
217;S Totaal Diensten;Bolivia;2023 3e kwartaal;1.0;4.0;3.0
218;S Totaal Diensten;Bolivia;2023 4e kwartaal;1.0;6.0;6.0
219;S Totaal Diensten;Bolivia;2023;3.0;21.0;18.0
220;S Totaal Diensten;Bolivia;2024 1e kwartaal;1.0;4.0;3.0
221;S Totaal Diensten;Bolivia;2024 2e kwartaal;1.0;6.0;5.0
222;S Totaal Diensten;Bolivia;2024 3e kwartaal;1.0;15.0;15.0
223;S Totaal Diensten;Bolivia;2024 4e kwartaal;1.0;4.0;3.0
224;S Totaal Diensten;Bolivia;2024;5.0;29.0;25.0
225;S Totaal Diensten;Brazilië;2020 1e kwartaal;371.0;934.0;563.0
226;S Totaal Diensten;Brazilië;2020 2e kwartaal;351.0;870.0;519.0
227;S Totaal Diensten;Brazilië;2020 3e kwartaal;211.0;610.0;399.0
228;S Totaal Diensten;Brazilië;2020 4e kwartaal;246.0;396.0;150.0
229;S Totaal Diensten;Brazilië;2020;1178.0;2809.0;1631.0
230;S Totaal Diensten;Brazilië;2021 1e kwartaal;312.0;298.0;-13.0
231;S Totaal Diensten;Brazilië;2021 2e kwartaal;271.0;294.0;23.0
232;S Totaal Diensten;Brazilië;2021 3e kwartaal;255.0;301.0;46.0
233;S Totaal Diensten;Brazilië;2021 4e kwartaal;318.0;368.0;50.0
234;S Totaal Diensten;Brazilië;2021;1156.0;1262.0;105.0
235;S Totaal Diensten;Brazilië;2022 1e kwartaal;278.0;316.0;38.0
236;S Totaal Diensten;Brazilië;2022 2e kwartaal;245.0;396.0;150.0
237;S Totaal Diensten;Brazilië;2022 3e kwartaal;341.0;466.0;125.0
238;S Totaal Diensten;Brazilië;2022 4e kwartaal;272.0;425.0;152.0
239;S Totaal Diensten;Brazilië;2022;1137.0;1602.0;466.0
240;S Totaal Diensten;Brazilië;2023 1e kwartaal;147.0;678.0;530.0
241;S Totaal Diensten;Brazilië;2023 2e kwartaal;230.0;725.0;495.0
242;S Totaal Diensten;Brazilië;2023 3e kwartaal;190.0;805.0;615.0
243;S Totaal Diensten;Brazilië;2023 4e kwartaal;284.0;836.0;552.0
244;S Totaal Diensten;Brazilië;2023;852.0;3044.0;2192.0
245;S Totaal Diensten;Brazilië;2024 1e kwartaal;281.0;858.0;577.0
246;S Totaal Diensten;Brazilië;2024 2e kwartaal;286.0;974.0;688.0
247;S Totaal Diensten;Brazilië;2024 3e kwartaal;351.0;917.0;567.0
248;S Totaal Diensten;Brazilië;2024 4e kwartaal;287.0;502.0;216.0
249;S Totaal Diensten;Brazilië;2024;1204.0;3251.0;2047.0
250;S Totaal Diensten;Bulgarije;2020 1e kwartaal;110.0;81.0;-29.0
251;S Totaal Diensten;Bulgarije;2020 2e kwartaal;95.0;69.0;-26.0
252;S Totaal Diensten;Bulgarije;2020 3e kwartaal;97.0;82.0;-14.0
253;S Totaal Diensten;Bulgarije;2020 4e kwartaal;112.0;76.0;-36.0
254;S Totaal Diensten;Bulgarije;2020;414.0;308.0;-106.0
255;S Totaal Diensten;Bulgarije;2021 1e kwartaal;112.0;85.0;-27.0
256;S Totaal Diensten;Bulgarije;2021 2e kwartaal;122.0;92.0;-30.0
257;S Totaal Diensten;Bulgarije;2021 3e kwartaal;127.0;118.0;-9.0
258;S Totaal Diensten;Bulgarije;2021 4e kwartaal;145.0;110.0;-35.0
259;S Totaal Diensten;Bulgarije;2021;506.0;405.0;-100.0
260;S Totaal Diensten;Bulgarije;2022 1e kwartaal;149.0;104.0;-45.0
261;S Totaal Diensten;Bulgarije;2022 2e kwartaal;150.0;114.0;-37.0
262;S Totaal Diensten;Bulgarije;2022 3e kwartaal;172.0;137.0;-34.0
263;S Totaal Diensten;Bulgarije;2022 4e kwartaal;159.0;124.0;-35.0
264;S Totaal Diensten;Bulgarije;2022;630.0;479.0;-151.0
265;S Totaal Diensten;Bulgarije;2023 1e kwartaal;179.0;128.0;-50.0
266;S Totaal Diensten;Bulgarije;2023 2e kwartaal;162.0;137.0;-25.0
267;S Totaal Diensten;Bulgarije;2023 3e kwartaal;185.0;235.0;50.0
268;S Totaal Diensten;Bulgarije;2023 4e kwartaal;194.0;148.0;-46.0
269;S Totaal Diensten;Bulgarije;2023;720.0;648.0;-72.0
270;S Totaal Diensten;Bulgarije;2024 1e kwartaal;180.0;141.0;-39.0
271;S Totaal Diensten;Bulgarije;2024 2e kwartaal;201.0;155.0;-46.0
272;S Totaal Diensten;Bulgarije;2024 3e kwartaal;216.0;147.0;-69.0
273;S Totaal Diensten;Bulgarije;2024 4e kwartaal;198.0;155.0;-43.0
274;S Totaal Diensten;Bulgarije;2024;795.0;599.0;-196.0
275;S Totaal Diensten;Canada;2020 1e kwartaal;558.0;748.0;190.0
276;S Totaal Diensten;Canada;2020 2e kwartaal;606.0;797.0;191.0
277;S Totaal Diensten;Canada;2020 3e kwartaal;526.0;971.0;444.0
278;S Totaal Diensten;Canada;2020 4e kwartaal;599.0;932.0;333.0
279;S Totaal Diensten;Canada;2020;2290.0;3448.0;1158.0
280;S Totaal Diensten;Canada;2021 1e kwartaal;417.0;723.0;306.0
281;S Totaal Diensten;Canada;2021 2e kwartaal;575.0;816.0;241.0
282;S Totaal Diensten;Canada;2021 3e kwartaal;590.0;698.0;108.0
283;S Totaal Diensten;Canada;2021 4e kwartaal;528.0;822.0;294.0
284;S Totaal Diensten;Canada;2021;2111.0;3060.0;949.0
285;S Totaal Diensten;Canada;2022 1e kwartaal;461.0;565.0;105.0
286;S Totaal Diensten;Canada;2022 2e kwartaal;896.0;709.0;-187.0
287;S Totaal Diensten;Canada;2022 3e kwartaal;954.0;843.0;-112.0
288;S Totaal Diensten;Canada;2022 4e kwartaal;728.0;812.0;83.0
289;S Totaal Diensten;Canada;2022;3039.0;2929.0;-110.0
290;S Totaal Diensten;Canada;2023 1e kwartaal;537.0;647.0;110.0
291;S Totaal Diensten;Canada;2023 2e kwartaal;789.0;753.0;-36.0
292;S Totaal Diensten;Canada;2023 3e kwartaal;660.0;856.0;196.0
293;S Totaal Diensten;Canada;2023 4e kwartaal;835.0;787.0;-48.0
294;S Totaal Diensten;Canada;2023;2821.0;3043.0;222.0
295;S Totaal Diensten;Canada;2024 1e kwartaal;362.0;924.0;562.0
296;S Totaal Diensten;Canada;2024 2e kwartaal;403.0;1041.0;639.0
297;S Totaal Diensten;Canada;2024 3e kwartaal;538.0;1116.0;578.0
298;S Totaal Diensten;Canada;2024 4e kwartaal;468.0;1274.0;806.0
299;S Totaal Diensten;Canada;2024;1771.0;4356.0;2585.0
300;S Totaal Diensten;Caribisch Nederland;2020 1e kwartaal;15.0;5.0;-10.0
301;S Totaal Diensten;Caribisch Nederland;2020 2e kwartaal;1.0;4.0;2.0
302;S Totaal Diensten;Caribisch Nederland;2020 3e kwartaal;6.0;4.0;-2.0
303;S Totaal Diensten;Caribisch Nederland;2020 4e kwartaal;2.0;5.0;3.0
304;S Totaal Diensten;Caribisch Nederland;2020;24.0;18.0;-7.0
305;S Totaal Diensten;Caribisch Nederland;2021 1e kwartaal;7.0;4.0;-3.0
306;S Totaal Diensten;Caribisch Nederland;2021 2e kwartaal;5.0;4.0;-1.0
307;S Totaal Diensten;Caribisch Nederland;2021 3e kwartaal;11.0;6.0;-5.0
308;S Totaal Diensten;Caribisch Nederland;2021 4e kwartaal;10.0;6.0;-4.0
309;S Totaal Diensten;Caribisch Nederland;2021;32.0;20.0;-12.0
310;S Totaal Diensten;Caribisch Nederland;2022 1e kwartaal;38.0;5.0;-33.0
311;S Totaal Diensten;Caribisch Nederland;2022 2e kwartaal;22.0;8.0;-15.0
312;S Totaal Diensten;Caribisch Nederland;2022 3e kwartaal;20.0;7.0;-13.0
313;S Totaal Diensten;Caribisch Nederland;2022 4e kwartaal;26.0;14.0;-12.0
314;S Totaal Diensten;Caribisch Nederland;2022;106.0;34.0;-73.0
315;S Totaal Diensten;Caribisch Nederland;2023 1e kwartaal;25.0;7.0;-18.0
316;S Totaal Diensten;Caribisch Nederland;2023 2e kwartaal;13.0;8.0;-5.0
317;S Totaal Diensten;Caribisch Nederland;2023 3e kwartaal;17.0;9.0;-8.0
318;S Totaal Diensten;Caribisch Nederland;2023 4e kwartaal;11.0;13.0;2.0
319;S Totaal Diensten;Caribisch Nederland;2023;65.0;36.0;-29.0
320;S Totaal Diensten;Caribisch Nederland;2024 1e kwartaal;26.0;7.0;-18.0
321;S Totaal Diensten;Caribisch Nederland;2024 2e kwartaal;15.0;10.0;-6.0
322;S Totaal Diensten;Caribisch Nederland;2024 3e kwartaal;14.0;9.0;-5.0
323;S Totaal Diensten;Caribisch Nederland;2024 4e kwartaal;12.0;15.0;3.0
324;S Totaal Diensten;Caribisch Nederland;2024;67.0;41.0;-26.0
325;S Totaal Diensten;Chili;2020 1e kwartaal;40.0;158.0;118.0
326;S Totaal Diensten;Chili;2020 2e kwartaal;39.0;161.0;122.0
327;S Totaal Diensten;Chili;2020 3e kwartaal;33.0;133.0;100.0
328;S Totaal Diensten;Chili;2020 4e kwartaal;39.0;141.0;102.0
329;S Totaal Diensten;Chili;2020;150.0;593.0;443.0
330;S Totaal Diensten;Chili;2021 1e kwartaal;37.0;63.0;26.0
331;S Totaal Diensten;Chili;2021 2e kwartaal;29.0;49.0;20.0
332;S Totaal Diensten;Chili;2021 3e kwartaal;32.0;68.0;35.0
333;S Totaal Diensten;Chili;2021 4e kwartaal;49.0;76.0;27.0
334;S Totaal Diensten;Chili;2021;148.0;256.0;107.0
335;S Totaal Diensten;Chili;2022 1e kwartaal;39.0;79.0;40.0
336;S Totaal Diensten;Chili;2022 2e kwartaal;58.0;95.0;37.0
337;S Totaal Diensten;Chili;2022 3e kwartaal;60.0;91.0;32.0
338;S Totaal Diensten;Chili;2022 4e kwartaal;63.0;115.0;52.0
339;S Totaal Diensten;Chili;2022;220.0;381.0;161.0
340;S Totaal Diensten;Chili;2023 1e kwartaal;41.0;101.0;60.0
341;S Totaal Diensten;Chili;2023 2e kwartaal;33.0;59.0;26.0
342;S Totaal Diensten;Chili;2023 3e kwartaal;37.0;57.0;21.0
343;S Totaal Diensten;Chili;2023 4e kwartaal;45.0;77.0;32.0
344;S Totaal Diensten;Chili;2023;156.0;294.0;138.0
345;S Totaal Diensten;Chili;2024 1e kwartaal;37.0;56.0;18.0
346;S Totaal Diensten;Chili;2024 2e kwartaal;47.0;69.0;21.0
347;S Totaal Diensten;Chili;2024 3e kwartaal;46.0;65.0;18.0
348;S Totaal Diensten;Chili;2024 4e kwartaal;56.0;67.0;10.0
349;S Totaal Diensten;Chili;2024;187.0;256.0;68.0
350;S Totaal Diensten;China;2020 1e kwartaal;708.0;719.0;11.0
351;S Totaal Diensten;China;2020 2e kwartaal;581.0;828.0;247.0
