ID;Bedrijfsgrootte;RegioS;Perioden;BoomteeltEnVastePlantenTotaal_1;GewassenTotaal_2;BosEnHaagplantsoen_3;LaanEnParkbomenTotaal_4;Onderstammen_5;Spillen_6;Opzetters_7;Rozenstruiken_8;Sierconiferen_9;SierheestersEnKlimplantenTotaal_10;Buxus_11;Ericaceae_12;TrekEnBesheester_13;OverigeSierheestersEnKlimplanten_14;VastePlanten_15;VruchtbomenTotaal_16;Moerbomen_17;Onderstammen_18;OverigeVruchtbomen_19;TeeltwijzeTotaal_20;TeeltInDeVolleGrond_21;TeeltInPottenEnContainers_22;OnderGlasTotaal_23;Vermeerdering_24;VolledigeTeeltOnderGlas_25;BoomteeltEnVastePlantenTotaal_26;GewassenTotaal_27;BosEnHaagplantsoen_28;LaanEnParkbomenTotaal_29;Onderstammen_30;Spillen_31;Opzetters_32;Rozenstruiken_33;Sierconiferen_34;SierheestersEnKlimplantenTotaal_35;Buxus_36;Ericaceae_37;TrekEnBesheester_38;OverigeSierheestersEnKlimplanten_39;VastePlanten_40;VruchtbomenTotaal_41;Moerbomen_42;Onderstammen_43;OverigeVruchtbomen_44;TeeltwijzeTotaal_45;TeeltInDeVolleGrond_46;TeeltInPottenEnContainers_47;OnderGlasTotaal_48;Vermeerdering_49;VolledigeTeeltOnderGlas_50
387;Middelgrote kwekerijen;Zuid-Nederland (LD);2007;1491;1470;553;272;41.0;114.0;117.0;132;174;138;59.0;3.0;13.0;63.0;65;136;43.0;37.0;56.0;1470;1402;68;21;15;7;468;457;146;76;26.0;38.0;41.0;34;144;193;95.0;6.0;9.0;112.0;66;25;9.0;9.0;17.0;457;425;113;106;81;44
388;Middelgrote kwekerijen;Zuid-Nederland (LD);2008;1505;1486;575;243;47.0;82.0;115.0;138;207;121;51.0;2.0;15.0;53.0;71;131;23.0;41.0;68.0;1486;1412;73;19;15;4;455;446;141;70;20.0;37.0;39.0;31;151;164;84.0;5.0;9.0;96.0;56;26;9.0;9.0;17.0;446;415;87;87;72;34
389;Middelgrote kwekerijen;Zuid-Nederland (LD);2009;1446;1430;500;287;48.0;115.0;124.0;142;173;128;56.0;5.0;20.0;47.0;71;128;24.0;31.0;73.0;1430;1380;51;15;9;6;441;430;126;78;22.0;41.0;42.0;34;129;160;84.0;7.0;11.0;84.0;52;26;8.0;9.0;17.0;430;416;54;78;54;38
390;Middelgrote kwekerijen;Groningen (PV);2000;58;57;30;0;;;;9;9;4;;;;;6;0;;;;57;56;1;1;1;0;17;17;6;1;;;;3;7;4;;;;;5;0;;;;17;17;3;3;3;0
391;Middelgrote kwekerijen;Groningen (PV);2001;37;37;16;1;;;;3;6;6;;;;;5;0;;;;37;28;10;0;0;0;13;13;3;2;;;;1;6;5;;;;;4;0;;;;13;12;5;2;2;0
392;Middelgrote kwekerijen;Groningen (PV);2002;54;54;32;1;;;;2;7;4;;;;;8;0;;;;54;43;11;0;0;0;16;16;6;2;;;;1;6;5;;;;;7;0;;;;16;14;6;3;2;1
393;Middelgrote kwekerijen;Groningen (PV);2003;69;69;43;1;;;;9;6;5;;;;;5;0;;;;69;59;10;0;0;0;17;17;9;2;;;;4;8;7;;;;;5;0;;;;17;16;6;2;2;0
394;Middelgrote kwekerijen;Groningen (PV);2004;50;49;23;0;;;;5;8;6;;;;;6;0;;;;49;47;2;1;1;0;17;17;6;3;;;;3;10;7;;;;;5;0;;;;17;17;7;5;5;0
395;Middelgrote kwekerijen;Groningen (PV);2005;34;32;17;0;;;;0;8;4;;;;;3;0;;;;32;30;2;1;1;0;13;12;5;3;;;;2;8;5;;;;;3;0;;;;12;12;5;5;5;0
396;Middelgrote kwekerijen;Groningen (PV);2006;42;42;9;0;0.0;0.0;0.0;15;6;6;1.0;0.0;2.0;3.0;2;4;4.0;0.0;0.0;42;40;1;0;0;0;13;13;5;2;0.0;1.0;2.0;6;7;6;1.0;0.0;1.0;4.0;2;1;1.0;0.0;0.0;13;13;4;4;3;1
397;Middelgrote kwekerijen;Groningen (PV);2007;33;33;4;6;6.0;0.0;0.0;9;5;4;0.0;0.0;0.0;4.0;0;4;4.0;0.0;0.0;33;32;1;0;0;0;12;12;5;3;1.0;0.0;2.0;3;6;7;1.0;0.0;0.0;7.0;2;1;1.0;0.0;0.0;12;12;4;4;4;0
398;Middelgrote kwekerijen;Groningen (PV);2008;26;26;2;4;0.0;0.0;4.0;7;3;5;1.0;0.0;0.0;3.0;0;5;2.0;3.0;0.0;26;26;0;0;0;0;11;11;4;3;0.0;1.0;3.0;3;4;8;4.0;1.0;0.0;6.0;1;1;1.0;1.0;0.0;11;11;2;1;1;0
399;Middelgrote kwekerijen;Groningen (PV);2009;39;39;7;1;1.0;0.0;0.0;12;4;10;1.0;0.0;5.0;5.0;1;4;2.0;2.0;0.0;39;37;1;0;0;0;16;15;5;2;1.0;0.0;1.0;4;5;10;3.0;1.0;2.0;7.0;1;2;1.0;1.0;1.0;15;14;4;2;2;1
400;Middelgrote kwekerijen;Friesland (PV);2000;34;32;2;9;;;;1;2;6;;;;;14;0;;;;32;25;7;2;1;1;19;17;2;2;;;;1;1;6;;;;;11;0;;;;17;12;7;8;8;4
401;Middelgrote kwekerijen;Friesland (PV);2001;28;27;2;10;;;;1;4;5;;;;;6;0;;;;27;24;3;1;0;1;14;13;2;2;;;;1;2;7;;;;;6;0;;;;13;10;4;6;5;3
402;Middelgrote kwekerijen;Friesland (PV);2002;31;29;2;10;;;;1;2;5;;;;;10;0;;;;29;24;5;1;1;1;15;14;2;2;;;;1;3;6;;;;;8;0;;;;14;10;5;5;4;2
403;Middelgrote kwekerijen;Friesland (PV);2003;32;31;5;0;;;;1;8;6;;;;;11;0;;;;31;24;7;1;1;1;20;18;4;1;;;;1;7;9;;;;;8;1;;;;18;14;5;7;6;5
404;Middelgrote kwekerijen;Friesland (PV);2004;25;23;3;0;;;;1;8;5;;;;;7;0;;;;23;18;5;1;0;1;15;14;4;1;;;;1;5;7;;;;;5;1;;;;14;12;5;6;5;5
405;Middelgrote kwekerijen;Friesland (PV);2005;27;25;6;0;;;;1;3;6;;;;;9;0;;;;25;20;5;2;2;0;17;17;4;1;;;;1;3;9;;;;;7;1;;;;17;15;5;8;8;5
406;Middelgrote kwekerijen;Friesland (PV);2006;25;23;1;8;8.0;0.0;0.0;0;6;3;0.0;0.0;0.0;3.0;5;0;0.0;0.0;0.0;23;21;3;1;1;1;13;13;2;1;1.0;0.0;0.0;0;5;6;1.0;0.0;0.0;6.0;5;0;0.0;0.0;0.0;13;11;3;7;6;4
407;Middelgrote kwekerijen;Friesland (PV);2007;19;16;1;0;0.0;0.0;0.0;0;7;2;0.0;0.0;0.0;2.0;6;0;0.0;0.0;0.0;16;14;3;2;2;0;14;13;1;0;0.0;0.0;0.0;0;4;3;1.0;0.0;0.0;3.0;6;0;0.0;0.0;0.0;13;10;4;7;7;2
408;Middelgrote kwekerijen;Friesland (PV);2008;19;18;6;0;0.0;0.0;0.0;0;1;7;2.0;0.0;3.0;2.0;3;0;0.0;0.0;0.0;18;12;6;1;1;0;11;11;2;1;0.0;0.0;1.0;0;2;6;3.0;2.0;1.0;3.0;3;0;0.0;0.0;0.0;11;9;5;6;4;4
409;Middelgrote kwekerijen;Friesland (PV);2009;16;15;6;0;0.0;0.0;0.0;0;2;4;1.0;0.0;0.0;3.0;3;0;0.0;0.0;0.0;15;10;5;1;0;1;10;10;2;1;0.0;0.0;1.0;0;3;6;2.0;2.0;0.0;5.0;2;0;0.0;0.0;0.0;10;9;4;5;3;5
410;Middelgrote kwekerijen;Drenthe (PV);2000;59;58;12;0;;;;0;19;14;;;;;12;0;;;;58;55;3;1;0;1;30;30;2;4;;;;0;13;16;;;;;9;1;;;;30;26;9;8;6;5
411;Middelgrote kwekerijen;Drenthe (PV);2001;55;54;13;0;;;;0;19;16;;;;;5;0;;;;54;47;7;1;0;1;29;29;4;2;;;;0;13;20;;;;;6;1;;;;29;24;13;9;7;6
412;Middelgrote kwekerijen;Drenthe (PV);2002;64;63;15;0;;;;0;24;12;;;;;12;0;;;;63;58;4;1;1;1;32;32;4;2;;;;0;15;16;;;;;11;1;;;;32;27;12;9;7;6
413;Middelgrote kwekerijen;Drenthe (PV);2003;64;63;12;0;;;;0;28;11;;;;;12;0;;;;63;59;4;1;1;1;31;30;4;2;;;;0;17;16;;;;;11;1;;;;30;26;9;11;8;5
414;Middelgrote kwekerijen;Drenthe (PV);2004;55;54;10;0;;;;0;23;10;;;;;10;0;;;;54;49;5;1;0;1;28;27;3;2;;;;0;15;15;;;;;8;1;;;;27;23;8;9;5;5
415;Middelgrote kwekerijen;Drenthe (PV);2005;59;57;11;1;;;;0;23;13;;;;;10;1;;;;57;45;13;2;0;1;32;30;4;3;;;;0;15;17;;;;;9;2;;;;30;26;9;10;6;6
416;Middelgrote kwekerijen;Drenthe (PV);2006;66;65;11;1;0.0;0.0;0.0;0;22;9;2.0;0.0;0.0;7.0;12;9;2.0;2.0;6.0;65;43;22;1;1;0;28;27;5;4;1.0;2.0;1.0;0;14;12;6.0;1.0;0.0;9.0;9;3;1.0;1.0;3.0;27;22;8;10;8;3
417;Middelgrote kwekerijen;Drenthe (PV);2007;44;44;7;5;4.0;0.0;0.0;0;14;14;4.0;0.0;2.0;8.0;4;0;0.0;0.0;0.0;44;37;7;1;1;0;25;25;6;5;2.0;3.0;0.0;0;13;18;9.0;2.0;1.0;12.0;3;1;0.0;0.0;1.0;25;21;6;8;7;1
418;Middelgrote kwekerijen;Drenthe (PV);2008;44;43;8;1;0.0;1.0;0.0;0;12;19;6.0;0.0;7.0;5.0;4;0;0.0;0.0;0.0;43;40;4;1;0;0;24;24;4;4;1.0;3.0;0.0;0;10;19;11.0;1.0;3.0;9.0;3;2;1.0;0.0;1.0;24;21;5;4;3;1
419;Middelgrote kwekerijen;Drenthe (PV);2009;40;39;8;0;0.0;0.0;0.0;0;13;12;5.0;0.0;3.0;5.0;6;1;0.0;0.0;0.0;39;36;3;1;0;0;21;21;2;2;1.0;1.0;0.0;0;9;13;8.0;2.0;1.0;7.0;4;2;1.0;0.0;1.0;21;19;4;4;3;1
420;Middelgrote kwekerijen;Overijssel (PV);2000;115;113;3;15;;;;1;62;19;;;;;11;2;;;;113;97;16;2;2;0;55;55;4;8;;;;2;40;28;;;;;14;2;;;;55;50;22;13;11;4
421;Middelgrote kwekerijen;Overijssel (PV);2001;101;99;1;10;;;;0;53;22;;;;;13;0;;;;99;90;9;2;1;1;51;51;3;7;;;;0;34;27;;;;;13;2;;;;51;48;18;12;9;5
422;Middelgrote kwekerijen;Overijssel (PV);2002;87;86;1;9;;;;0;48;18;;;;;10;0;;;;86;81;5;1;0;0;43;43;5;7;;;;0;29;24;;;;;9;2;;;;43;41;9;10;7;5
423;Middelgrote kwekerijen;Overijssel (PV);2003;86;83;8;8;;;;1;39;17;;;;;10;0;;;;83;77;7;2;1;1;44;44;5;8;;;;1;30;25;;;;;11;1;;;;44;39;12;11;10;4
424;Middelgrote kwekerijen;Overijssel (PV);2004;106;104;18;13;;;;1;43;19;;;;;11;0;;;;104;93;11;2;1;1;48;48;7;7;;;;1;28;26;;;;;10;0;;;;48;40;16;13;10;6
425;Middelgrote kwekerijen;Overijssel (PV);2005;78;76;1;11;;;;1;40;12;;;;;12;0;;;;76;68;8;2;1;1;38;38;3;3;;;;1;24;19;;;;;10;0;;;;38;32;12;10;8;4
426;Middelgrote kwekerijen;Overijssel (PV);2006;95;94;17;8;0.0;1.0;6.0;6;38;13;3.0;0.0;0.0;10.0;11;0;0.0;0.0;0.0;94;86;7;1;1;0;43;43;8;4;2.0;2.0;2.0;1;25;21;7.0;1.0;0.0;18.0;10;1;0.0;0.0;1.0;43;39;12;8;5;3
427;Middelgrote kwekerijen;Overijssel (PV);2007;86;84;18;7;0.0;1.0;5.0;8;25;17;7.0;0.0;3.0;7.0;8;1;0.0;0.0;1.0;84;76;7;3;2;0;42;41;6;4;2.0;2.0;2.0;2;20;23;12.0;2.0;1.0;14.0;9;3;0.0;0.0;3.0;41;36;11;12;11;2
428;Middelgrote kwekerijen;Overijssel (PV);2008;76;73;19;11;0.0;5.0;6.0;4;19;14;7.0;1.0;0.0;6.0;6;0;0.0;0.0;0.0;73;71;2;2;2;0;36;35;5;4;2.0;2.0;2.0;1;18;19;11.0;2.0;0.0;11.0;5;2;1.0;0.0;1.0;35;34;7;7;5;2
429;Middelgrote kwekerijen;Overijssel (PV);2009;77;75;11;14;0.0;8.0;5.0;5;15;20;7.0;2.0;4.0;8.0;9;1;0.0;0.0;1.0;75;69;6;2;2;0;38;37;5;4;2.0;3.0;2.0;2;15;25;11.0;3.0;2.0;16.0;8;2;0.0;0.0;2.0;37;33;7;8;7;1
430;Middelgrote kwekerijen;Flevoland (PV);2000;130;130;0;6;;;;0;10;3;;;;;5;106;;;;130;119;11;0;0;0;23;22;0;1;;;;0;6;4;;;;;3;11;;;;22;21;3;2;1;1
431;Middelgrote kwekerijen;Flevoland (PV);2001;95;94;0;9;;;;0;7;6;;;;;5;68;;;;94;90;4;1;1;0;20;19;0;2;;;;0;5;6;;;;;3;8;;;;19;17;4;2;2;0
432;Middelgrote kwekerijen;Flevoland (PV);2002;77;77;0;10;;;;0;8;1;;;;;4;52;;;;77;74;2;0;0;0;14;14;0;2;;;;0;6;3;;;;;2;6;;;;14;13;3;0;0;0
433;Middelgrote kwekerijen;Flevoland (PV);2003;68;68;1;1;;;;0;3;3;;;;;5;55;;;;68;68;0;0;0;0;13;13;1;2;;;;0;4;4;;;;;4;6;;;;13;13;1;0;0;0
434;Middelgrote kwekerijen;Flevoland (PV);2004;70;70;1;1;;;;0;2;4;;;;;7;55;;;;70;69;1;0;0;0;15;15;1;2;;;;0;2;4;;;;;4;7;;;;15;15;2;0;0;0
435;Middelgrote kwekerijen;Flevoland (PV);2005;54;54;1;0;;;;0;6;2;;;;;5;39;;;;54;53;1;0;0;0;13;13;1;0;;;;0;4;5;;;;;3;5;;;;13;13;1;0;0;0
436;Middelgrote kwekerijen;Flevoland (PV);2006;66;66;0;0;0.0;0.0;0.0;0;4;2;2.0;0.0;0.0;0.0;3;57;7.0;30.0;20.0;66;64;1;0;0;0;13;12;0;0;0.0;0.0;0.0;0;2;1;1.0;0.0;0.0;0.0;2;8;2.0;7.0;5.0;12;12;1;1;0;1
437;Middelgrote kwekerijen;Flevoland (PV);2007;87;87;0;1;0.0;1.0;0.0;0;2;3;2.0;0.0;0.0;1.0;4;77;17.0;43.0;16.0;87;87;1;0;0;0;16;16;0;1;0.0;1.0;0.0;0;1;3;2.0;0.0;0.0;1.0;2;11;5.0;9.0;4.0;16;16;1;0;0;0
438;Middelgrote kwekerijen;Flevoland (PV);2008;81;81;4;1;1.0;0.0;0.0;0;2;5;2.0;0.0;0.0;3.0;4;64;28.0;22.0;14.0;81;80;1;0;0;0;18;18;1;1;1.0;0.0;0.0;0;2;5;2.0;0.0;0.0;3.0;2;9;5.0;5.0;3.0;18;17;2;0;0;0
439;Middelgrote kwekerijen;Flevoland (PV);2009;88;87;0;1;0.0;1.0;0.0;0;0;2;1.0;0.0;0.0;1.0;7;77;17.0;30.0;30.0;87;86;1;1;0;0;17;16;0;1;0.0;1.0;0.0;0;0;2;1.0;0.0;1.0;1.0;4;10;4.0;3.0;4.0;16;16;1;1;1;1
440;Middelgrote kwekerijen;Gelderland (PV);2000;444;435;10;242;;;;1;76;34;;;;;27;46;;;;435;405;30;9;7;2;136;131;9;47;;;;2;52;41;;;;;32;10;;;;131;117;37;44;35;14
441;Middelgrote kwekerijen;Gelderland (PV);2001;420;411;16;238;;;;1;71;31;;;;;26;29;;;;411;376;36;9;5;3;127;121;10;44;;;;2;44;41;;;;;22;6;;;;121;106;31;38;26;17
442;Middelgrote kwekerijen;Gelderland (PV);2002;461;453;22;266;;;;1;74;31;;;;;32;28;;;;453;425;28;8;5;3;138;134;11;49;;;;1;49;43;;;;;28;6;;;;134;120;30;37;26;17
443;Middelgrote kwekerijen;Gelderland (PV);2003;439;431;39;261;;;;0;59;24;;;;;30;19;;;;431;408;23;8;5;2;136;134;18;57;;;;2;47;40;;;;;24;5;;;;134;122;31;37;27;13
444;Middelgrote kwekerijen;Gelderland (PV);2004;447;439;27;257;;;;0;50;28;;;;;27;49;;;;439;408;31;8;5;3;142;136;15;57;;;;0;42;44;;;;;26;10;;;;136;123;32;36;23;18
445;Middelgrote kwekerijen;Gelderland (PV);2005;482;476;38;285;;;;0;55;28;;;;;24;46;;;;476;457;19;6;3;3;139;135;16;62;;;;0;43;39;;;;;20;9;;;;135;126;30;31;22;13
446;Middelgrote kwekerijen;Gelderland (PV);2006;436;427;59;208;62.0;96.0;50.0;2;57;36;10.0;2.0;4.0;20.0;20;46;7.0;6.0;34.0;427;407;20;9;4;4;138;130;18;50;33.0;33.0;24.0;2;44;43;20.0;5.0;2.0;33.0;20;11;1.0;1.0;9.0;130;120;38;37;25;18
447;Middelgrote kwekerijen;Gelderland (PV);2007;421;413;38;235;54.0;137.0;44.0;5;32;36;17.0;0.0;5.0;14.0;21;46;4.0;11.0;30.0;413;399;13;8;6;3;130;122;14;51;32.0;37.0;22.0;1;35;47;27.0;3.0;4.0;27.0;23;8;2.0;2.0;5.0;122;116;27;31;24;13
448;Middelgrote kwekerijen;Gelderland (PV);2008;428;422;26;233;55.0;136.0;41.0;0;32;42;14.0;0.0;9.0;19.0;24;65;10.0;22.0;33.0;422;403;20;6;3;3;132;126;10;51;34.0;40.0;25.0;0;33;48;25.0;1.0;5.0;31.0;21;11;3.0;5.0;8.0;126;117;26;27;19;15
449;Middelgrote kwekerijen;Gelderland (PV);2009;395;389;26;248;55.0;136.0;57.0;0;34;33;12.0;1.0;5.0;15.0;18;30;0.0;13.0;17.0;389;376;13;7;3;4;127;120;9;54;36.0;45.0;28.0;0;33;40;21.0;2.0;4.0;26.0;18;6;0.0;2.0;4.0;120;115;17;29;19;17
450;Middelgrote kwekerijen;Utrecht (PV);2000;65;65;2;25;;;;0;16;14;;;;;8;0;;;;65;60;4;1;0;0;28;27;2;8;;;;1;14;16;;;;;7;2;;;;27;25;5;5;4;1
451;Middelgrote kwekerijen;Utrecht (PV);2001;72;72;2;23;;;;0;22;15;;;;;9;1;;;;72;67;5;0;0;0;32;32;3;9;;;;0;15;19;;;;;7;2;;;;32;30;9;7;6;1
452;Middelgrote kwekerijen;Utrecht (PV);2002;60;59;9;12;;;;0;18;10;;;;;9;0;;;;59;55;4;0;0;0;25;25;3;5;;;;1;13;15;;;;;7;2;;;;25;24;9;6;6;0
453;Middelgrote kwekerijen;Utrecht (PV);2003;64;64;9;15;;;;0;15;14;;;;;10;1;;;;64;55;8;1;1;0;33;33;6;8;;;;1;15;21;;;;;9;4;;;;33;31;14;11;10;1
454;Middelgrote kwekerijen;Utrecht (PV);2004;68;67;12;18;;;;0;12;12;;;;;11;1;;;;67;58;8;1;1;0;33;33;5;8;;;;1;11;18;;;;;12;3;;;;33;32;15;13;10;4
455;Middelgrote kwekerijen;Utrecht (PV);2005;58;57;6;25;;;;1;7;9;;;;;8;1;;;;57;52;5;1;0;1;25;24;4;8;;;;3;11;15;;;;;9;4;;;;24;24;14;11;8;5
456;Middelgrote kwekerijen;Utrecht (PV);2006;43;43;4;6;5.0;0.0;0.0;0;9;14;2.0;0.0;3.0;9.0;9;0;0.0;0.0;0.0;43;37;6;0;0;0;23;23;3;4;2.0;2.0;0.0;3;11;17;2.0;1.0;2.0;16.0;8;2;0.0;1.0;1.0;23;22;11;5;3;3
457;Middelgrote kwekerijen;Utrecht (PV);2007;50;49;11;9;5.0;0.0;4.0;0;5;12;2.0;0.0;4.0;7.0;10;1;0.0;0.0;1.0;49;43;6;1;1;0;23;23;5;3;2.0;0.0;1.0;2;7;15;4.0;2.0;2.0;12.0;9;2;0.0;0.0;2.0;23;21;13;8;7;3
458;Middelgrote kwekerijen;Utrecht (PV);2008;50;50;12;14;7.0;2.0;5.0;0;6;14;4.0;0.0;5.0;6.0;3;0;0.0;0.0;0.0;50;47;2;0;0;0;21;21;7;4;2.0;2.0;2.0;0;9;16;7.0;2.0;2.0;11.0;3;0;0.0;0.0;0.0;21;21;8;3;1;2
459;Middelgrote kwekerijen;Utrecht (PV);2009;37;37;5;15;8.0;1.0;6.0;0;5;10;4.0;0.0;1.0;5.0;1;1;0.0;0.0;1.0;37;36;1;0;0;0;16;16;3;4;3.0;1.0;2.0;1;8;14;7.0;1.0;1.0;9.0;2;1;0.0;0.0;1.0;16;16;4;2;2;1
460;Middelgrote kwekerijen;Noord-Holland (PV);2000;97;94;2;1;;;;0;6;19;;;;;55;10;;;;94;79;15;3;1;2;65;63;4;4;;;;2;9;23;;;;;44;3;;;;63;58;20;20;13;9
461;Middelgrote kwekerijen;Noord-Holland (PV);2001;86;84;2;1;;;;0;7;25;;;;;46;4;;;;84;69;15;2;0;1;55;53;4;3;;;;2;8;27;;;;;29;3;;;;53;47;18;12;8;5
462;Middelgrote kwekerijen;Noord-Holland (PV);2002;92;91;4;1;;;;0;4;22;;;;;59;0;;;;91;76;15;1;0;1;60;58;3;2;;;;1;6;24;;;;;36;1;;;;58;52;19;12;8;4
463;Middelgrote kwekerijen;Noord-Holland (PV);2003;84;81;2;1;;;;0;5;24;;;;;48;0;;;;81;66;15;4;1;2;61;56;3;3;;;;1;5;27;;;;;30;1;;;;56;49;18;18;9;11
464;Middelgrote kwekerijen;Noord-Holland (PV);2004;84;80;4;1;;;;0;5;21;;;;;44;5;;;;80;68;13;3;1;3;55;50;4;3;;;;0;6;22;;;;;27;2;;;;50;45;18;17;8;12
465;Middelgrote kwekerijen;Noord-Holland (PV);2005;88;85;4;2;;;;0;8;23;;;;;47;0;;;;85;72;12;4;2;2;59;56;4;4;;;;0;9;26;;;;;30;1;;;;56;49;17;16;7;11
466;Middelgrote kwekerijen;Noord-Holland (PV);2006;105;102;4;1;0.0;1.0;0.0;1;8;42;4.0;0.0;24.0;13.0;40;6;0.0;0.0;6.0;102;89;13;3;2;1;61;57;4;4;1.0;3.0;0.0;2;11;32;8.0;1.0;13.0;16.0;27;2;0.0;0.0;2.0;57;52;18;11;6;7
467;Middelgrote kwekerijen;Noord-Holland (PV);2007;111;109;4;1;0.0;1.0;0.0;0;9;47;4.0;0.0;36.0;7.0;41;7;0.0;0.0;7.0;109;100;9;3;1;2;59;57;3;2;1.0;1.0;0.0;0;10;27;7.0;1.0;14.0;10.0;29;3;0.0;0.0;3.0;57;55;17;16;8;11
468;Middelgrote kwekerijen;Noord-Holland (PV);2008;104;101;2;1;0.0;1.0;0.0;0;5;41;5.0;0.0;31.0;5.0;52;0;0.0;0.0;0.0;101;87;14;3;2;1;59;58;3;3;1.0;2.0;0.0;0;8;26;9.0;1.0;12.0;10.0;33;1;0.0;0.0;1.0;58;52;15;12;8;5
469;Middelgrote kwekerijen;Noord-Holland (PV);2009;87;84;2;1;1.0;0.0;0.0;0;3;27;5.0;0.0;18.0;5.0;46;5;5.0;0.0;0.0;84;74;10;3;2;2;53;50;1;1;1.0;0.0;0.0;0;6;19;7.0;0.0;7.0;7.0;30;2;1.0;0.0;1.0;50;47;7;10;7;4
470;Middelgrote kwekerijen;Zuid-Holland (PV);2000;585;547;18;17;;;;6;83;319;;;;;98;6;;;;547;445;102;38;21;17;453;430;16;13;;;;21;179;343;;;;;106;6;;;;430;390;227;282;230;115
471;Middelgrote kwekerijen;Zuid-Holland (PV);2001;567;529;15;18;;;;4;84;308;;;;;97;4;;;;529;423;106;38;24;14;434;413;15;12;;;;14;162;342;;;;;96;4;;;;413;380;227;267;220;102
472;Middelgrote kwekerijen;Zuid-Holland (PV);2002;526;493;11;18;;;;6;79;283;;;;;82;14;;;;493;395;98;33;19;15;399;384;13;11;;;;13;156;317;;;;;81;6;;;;384;343;210;254;206;105
473;Middelgrote kwekerijen;Zuid-Holland (PV);2003;495;464;16;9;;;;4;74;261;;;;;81;19;;;;464;378;85;32;22;10;391;376;14;9;;;;15;145;309;;;;;80;10;;;;376;338;190;241;208;87
474;Middelgrote kwekerijen;Zuid-Holland (PV);2004;476;444;11;9;;;;7;71;259;;;;;82;4;;;;444;359;85;32;20;12;385;370;16;9;;;;11;140;307;;;;;76;3;;;;370;335;211;241;208;92
475;Middelgrote kwekerijen;Zuid-Holland (PV);2005;468;441;15;15;;;;2;72;252;;;;;84;1;;;;441;349;92;27;18;10;370;359;12;11;;;;9;127;295;;;;;74;3;;;;359;319;207;222;191;83
476;Middelgrote kwekerijen;Zuid-Holland (PV);2006;488;467;29;29;7.0;12.0;9.0;17;56;254;49.0;6.0;17.0;183.0;60;23;5.0;0.0;17.0;467;385;82;21;12;9;345;334;16;13;3.0;5.0;5.0;11;109;278;91.0;15.0;15.0;238.0;55;10;4.0;1.0;5.0;334;303;192;176;148;76
477;Middelgrote kwekerijen;Zuid-Holland (PV);2007;474;455;50;27;1.0;20.0;7.0;18;55;226;44.0;5.0;30.0;147.0;55;24;2.0;2.0;20.0;455;391;64;19;10;9;325;314;16;14;3.0;10.0;3.0;11;99;258;92.0;14.0;20.0;213.0;59;10;3.0;1.0;8.0;314;285;166;156;135;62
478;Middelgrote kwekerijen;Zuid-Holland (PV);2008;458;438;29;46;4.0;16.0;26.0;16;59;197;36.0;3.0;36.0;122.0;79;12;8.0;0.0;5.0;438;379;59;20;12;8;310;298;14;17;7.0;10.0;8.0;10;92;222;71.0;12.0;26.0;185.0;72;5;2.0;0.0;4.0;298;274;137;143;122;56
479;Middelgrote kwekerijen;Zuid-Holland (PV);2009;390;373;15;33;4.0;14.0;15.0;1;50;197;37.0;6.0;35.0;120.0;75;1;0.0;0.0;1.0;373;320;53;17;9;8;294;282;7;10;6.0;6.0;6.0;5;84;214;74.0;18.0;23.0;173.0;68;1;0.0;0.0;1.0;282;263;110;123;101;56
480;Middelgrote kwekerijen;Zeeland (PV);2000;84;83;1;11;;;;0;9;7;;;;;9;46;;;;83;79;4;1;1;1;26;25;2;4;;;;1;5;9;;;;;8;9;;;;25;23;5;7;6;4
481;Middelgrote kwekerijen;Zeeland (PV);2001;69;68;1;14;;;;0;6;7;;;;;5;34;;;;68;67;1;1;0;1;21;21;1;4;;;;0;3;10;;;;;5;6;;;;21;21;4;7;5;5
482;Middelgrote kwekerijen;Zeeland (PV);2002;80;78;1;14;;;;0;4;4;;;;;8;47;;;;78;77;1;1;0;1;21;20;1;3;;;;0;2;6;;;;;6;7;;;;20;20;4;7;5;5
483;Middelgrote kwekerijen;Zeeland (PV);2003;54;53;1;4;;;;0;5;6;;;;;4;32;;;;53;51;2;1;0;1;19;19;1;1;;;;1;4;10;;;;;4;6;;;;19;19;5;7;4;6
484;Middelgrote kwekerijen;Zeeland (PV);2004;58;57;5;4;;;;0;2;5;;;;;6;36;;;;57;51;7;1;0;0;18;18;2;1;;;;0;2;7;;;;;6;6;;;;18;16;5;6;5;4
485;Middelgrote kwekerijen;Zeeland (PV);2005;50;48;1;8;;;;0;2;5;;;;;7;25;;;;48;47;1;1;0;1;19;18;1;3;;;;0;1;7;;;;;5;5;;;;18;17;4;7;4;6
486;Middelgrote kwekerijen;Zeeland (PV);2006;50;49;2;8;4.0;0.0;4.0;0;3;7;1.0;0.0;2.0;5.0;3;26;0.0;2.0;24.0;49;48;1;1;0;1;18;17;2;2;1.0;0.0;1.0;0;2;8;1.0;0.0;1.0;6.0;2;6;0.0;2.0;5.0;17;16;4;7;5;6
487;Middelgrote kwekerijen;Zeeland (PV);2007;39;38;0;4;4.0;0.0;0.0;0;2;4;1.0;1.0;0.0;2.0;2;26;4.0;2.0;20.0;38;37;2;1;0;1;13;11;0;1;1.0;0.0;0.0;0;1;5;1.0;1.0;0.0;3.0;1;3;1.0;1.0;3.0;11;10;3;5;3;4
