ID;Bedrijfsgrootte;RegioS;Perioden;BoomteeltEnVastePlantenTotaal_1;GewassenTotaal_2;BosEnHaagplantsoen_3;LaanEnParkbomenTotaal_4;Onderstammen_5;Spillen_6;Opzetters_7;Rozenstruiken_8;Sierconiferen_9;SierheestersEnKlimplantenTotaal_10;Buxus_11;Ericaceae_12;TrekEnBesheester_13;OverigeSierheestersEnKlimplanten_14;VastePlanten_15;VruchtbomenTotaal_16;Moerbomen_17;Onderstammen_18;OverigeVruchtbomen_19;TeeltwijzeTotaal_20;TeeltInDeVolleGrond_21;TeeltInPottenEnContainers_22;OnderGlasTotaal_23;Vermeerdering_24;VolledigeTeeltOnderGlas_25;BoomteeltEnVastePlantenTotaal_26;GewassenTotaal_27;BosEnHaagplantsoen_28;LaanEnParkbomenTotaal_29;Onderstammen_30;Spillen_31;Opzetters_32;Rozenstruiken_33;Sierconiferen_34;SierheestersEnKlimplantenTotaal_35;Buxus_36;Ericaceae_37;TrekEnBesheester_38;OverigeSierheestersEnKlimplanten_39;VastePlanten_40;VruchtbomenTotaal_41;Moerbomen_42;Onderstammen_43;OverigeVruchtbomen_44;TeeltwijzeTotaal_45;TeeltInDeVolleGrond_46;TeeltInPottenEnContainers_47;OnderGlasTotaal_48;Vermeerdering_49;VolledigeTeeltOnderGlas_50
87;Alle bedrijfsgroottes;Overijssel (PV);2007;959;945;82;83;8.0;4.0;72.0;13;329;368;270.0;7.0;5.0;86.0;53;15;1.0;6.0;8.0;945;907;38;14;8;7;179;174;39;22;10.0;5.0;11.0;5;88;96;60.0;6.0;3.0;51.0;30;10;1.0;3.0;7.0;174;165;39;32;26;14
88;Alle bedrijfsgroottes;Overijssel (PV);2008;1061;1048;71;102;8.0;16.0;79.0;8;411;406;300.0;1.0;2.0;103.0;41;8;0.0;1.0;6.0;1048;1026;22;13;3;10;184;180;35;21;10.0;6.0;11.0;3;94;94;58.0;4.0;3.0;50.0;23;8;1.0;2.0;5.0;180;175;28;26;19;15
89;Alle bedrijfsgroottes;Overijssel (PV);2009;1069;1053;44;76;5.0;11.0;60.0;9;519;355;259.0;4.0;6.0;86.0;46;4;1.0;2.0;1.0;1053;1022;31;16;6;10;189;183;33;17;8.0;7.0;8.0;4;101;98;61.0;11.0;4.0;53.0;30;6;1.0;2.0;3.0;183;172;27;32;24;15
90;Alle bedrijfsgroottes;Flevoland (PV);2000;350;345;2;27;;;;0;16;28;;;;;24;248;;;;345;326;19;5;5;1;94;92;3;7;;;;2;17;24;;;;;21;40;;;;92;86;16;12;10;3
91;Alle bedrijfsgroottes;Flevoland (PV);2001;323;317;4;84;;;;0;21;15;;;;;14;180;;;;317;306;11;6;6;0;82;79;5;7;;;;1;16;19;;;;;16;32;;;;79;72;14;11;10;2
92;Alle bedrijfsgroottes;Flevoland (PV);2002;371;365;6;72;;;;0;15;19;;;;;22;232;;;;365;354;10;6;4;2;77;74;3;7;;;;1;15;20;;;;;18;30;;;;74;69;13;10;8;4
93;Alle bedrijfsgroottes;Flevoland (PV);2003;280;276;8;66;;;;0;9;19;;;;;17;156;;;;276;267;8;5;3;2;65;62;5;6;;;;0;11;16;;;;;16;26;;;;62;59;9;11;9;4
94;Alle bedrijfsgroottes;Flevoland (PV);2004;323;320;5;64;;;;0;8;20;;;;;20;203;;;;320;311;9;3;2;1;65;64;5;7;;;;1;9;14;;;;;18;23;;;;64;61;8;9;9;2
95;Alle bedrijfsgroottes;Flevoland (PV);2005;339;336;5;68;;;;0;11;10;;;;;21;221;;;;336;294;42;3;2;1;59;56;5;6;;;;0;9;13;;;;;12;23;;;;56;52;9;8;8;2
96;Alle bedrijfsgroottes;Flevoland (PV);2006;351;347;0;17;3.0;11.0;3.0;0;17;30;20.0;0.0;1.0;8.0;22;261;49.0;83.0;128.0;347;336;11;3;1;2;70;68;1;6;3.0;3.0;2.0;0;11;21;12.0;0.0;3.0;8.0;14;28;9.0;18.0;13.0;68;65;8;7;6;3
97;Alle bedrijfsgroottes;Flevoland (PV);2007;385;382;1;66;4.0;16.0;45.0;0;9;27;22.0;0.0;1.0;4.0;11;268;89.0;81.0;98.0;382;376;6;3;1;2;67;64;2;7;4.0;3.0;3.0;0;12;15;9.0;0.0;3.0;4.0;12;27;12.0;21.0;9.0;64;61;8;6;6;2
98;Alle bedrijfsgroottes;Flevoland (PV);2008;416;415;26;47;6.0;8.0;33.0;0;12;48;41.0;0.0;1.0;6.0;21;261;63.0;66.0;132.0;415;407;8;1;1;0;69;67;3;4;3.0;1.0;2.0;0;10;19;12.0;0.0;2.0;6.0;16;25;9.0;16.0;9.0;67;63;8;6;4;3
99;Alle bedrijfsgroottes;Flevoland (PV);2009;395;390;0;47;5.0;10.0;33.0;0;10;36;34.0;0.0;1.0;1.0;16;281;67.0;73.0;140.0;390;388;2;5;3;2;58;55;1;4;1.0;3.0;2.0;0;7;12;9.0;0.0;3.0;1.0;11;25;10.0;12.0;10.0;55;55;3;6;6;3
100;Alle bedrijfsgroottes;Gelderland (PV);2000;1914;1877;82;1167;;;;5;265;113;;;;;93;151;;;;1877;1784;93;38;22;16;606;589;89;207;;;;13;213;161;;;;;145;51;;;;589;530;144;139;102;59
101;Alle bedrijfsgroottes;Gelderland (PV);2001;1885;1844;141;1116;;;;4;271;117;;;;;66;129;;;;1844;1716;129;41;20;21;602;580;86;200;;;;12;198;157;;;;;141;52;;;;580;510;147;139;103;61
102;Alle bedrijfsgroottes;Gelderland (PV);2002;2046;2012;104;1206;;;;5;315;139;;;;;94;149;;;;2012;1901;112;33;17;17;573;560;83;195;;;;11;189;152;;;;;135;52;;;;560;493;145;124;96;46
103;Alle bedrijfsgroottes;Gelderland (PV);2003;2071;2037;121;1270;;;;3;273;132;;;;;74;163;;;;2037;1927;109;34;17;17;549;531;84;191;;;;8;174;144;;;;;121;44;;;;531;475;130;127;96;47
104;Alle bedrijfsgroottes;Gelderland (PV);2004;2035;1995;106;1197;;;;2;253;148;;;;;129;160;;;;1995;1870;125;40;22;18;546;528;80;186;;;;8;169;152;;;;;123;49;;;;528;468;134;123;90;49
105;Alle bedrijfsgroottes;Gelderland (PV);2005;2119;2068;141;1231;;;;3;277;176;;;;;71;169;;;;2068;1948;120;50;33;18;531;508;75;188;;;;8;166;138;;;;;104;44;;;;508;448;136;130;102;42
106;Alle bedrijfsgroottes;Gelderland (PV);2006;2088;2053;144;1171;141.0;323.0;707.0;8;274;223;81.0;3.0;11.0;128.0;66;167;19.0;12.0;136.0;2053;1927;125;35;16;19;519;499;83;161;90.0;93.0;86.0;11;164;163;66.0;9.0;9.0;121.0;91;41;5.0;5.0;35.0;499;450;132;120;86;54
107;Alle bedrijfsgroottes;Gelderland (PV);2007;2328;2283;158;1325;150.0;454.0;720.0;7;299;270;108.0;6.0;16.0;141.0;78;146;8.0;13.0;126.0;2283;2176;107;45;22;23;515;489;79;160;87.0;101.0;82.0;3;150;171;83.0;10.0;15.0;109.0;92;36;4.0;4.0;30.0;489;450;112;111;80;49
108;Alle bedrijfsgroottes;Gelderland (PV);2008;2366;2325;122;1417;168.0;527.0;722.0;4;279;291;104.0;19.0;15.0;153.0;60;152;10.0;22.0;119.0;2325;2229;96;42;21;21;488;469;70;164;88.0;109.0;84.0;5;127;154;76.0;11.0;16.0;95.0;77;35;3.0;5.0;32.0;469;434;90;97;68;48
109;Alle bedrijfsgroottes;Gelderland (PV);2009;2490;2449;101;1541;167.0;560.0;814.0;2;303;275;114.0;22.0;8.0;131.0;70;159;10.0;19.0;130.0;2449;2367;82;41;11;30;467;446;50;165;89.0;114.0;88.0;4;116;148;73.0;12.0;13.0;92.0;80;31;2.0;5.0;28.0;446;416;71;98;60;56
110;Alle bedrijfsgroottes;Utrecht (PV);2000;283;272;28;86;;;;6;66;49;;;;;32;6;;;;272;235;37;11;6;5;143;136;18;30;;;;7;57;63;;;;;44;10;;;;136;116;40;32;23;11
111;Alle bedrijfsgroottes;Utrecht (PV);2001;288;278;28;86;;;;6;68;45;;;;;34;9;;;;278;246;32;11;6;4;133;129;16;27;;;;7;53;57;;;;;39;12;;;;129;115;38;25;21;7
112;Alle bedrijfsgroottes;Utrecht (PV);2002;340;330;42;76;;;;7;112;46;;;;;34;13;;;;330;298;33;10;5;5;120;116;18;26;;;;8;54;50;;;;;34;8;;;;116;106;32;25;19;9
113;Alle bedrijfsgroottes;Utrecht (PV);2003;281;271;37;80;;;;6;61;39;;;;;43;5;;;;271;231;40;10;9;2;120;116;16;29;;;;7;52;49;;;;;38;9;;;;116;106;32;31;27;8
114;Alle bedrijfsgroottes;Utrecht (PV);2004;291;280;44;83;;;;6;62;39;;;;;40;6;;;;280;236;44;11;9;2;126;119;19;33;;;;7;45;51;;;;;42;9;;;;119;110;36;33;26;13
115;Alle bedrijfsgroottes;Utrecht (PV);2005;236;225;13;70;;;;2;49;46;;;;;42;3;;;;225;182;43;11;5;6;124;119;13;30;;;;9;49;48;;;;;40;9;;;;119;109;35;29;22;13
116;Alle bedrijfsgroottes;Utrecht (PV);2006;221;213;15;61;13.0;40.0;8.0;4;47;59;16.0;0.0;3.0;39.0;26;2;1.0;0.0;1.0;213;185;28;8;4;4;104;99;16;25;12.0;8.0;8.0;8;39;44;16.0;1.0;2.0;30.0;25;5;1.0;2.0;2.0;99;95;25;23;14;12
117;Alle bedrijfsgroottes;Utrecht (PV);2007;205;195;19;60;9.0;38.0;13.0;2;32;53;7.0;0.0;8.0;38.0;23;7;1.0;1.0;5.0;195;159;35;11;5;6;102;97;21;22;9.0;6.0;8.0;5;32;47;16.0;2.0;6.0;33.0;26;10;2.0;2.0;6.0;97;88;35;26;20;13
118;Alle bedrijfsgroottes;Utrecht (PV);2008;226;214;28;51;8.0;4.0;39.0;3;35;64;15.0;5.0;8.0;36.0;28;5;0.0;1.0;4.0;214;179;35;12;6;6;95;92;19;16;5.0;4.0;9.0;4;36;44;19.0;3.0;8.0;27.0;20;4;1.0;2.0;2.0;92;83;27;17;12;8
119;Alle bedrijfsgroottes;Utrecht (PV);2009;200;190;10;54;11.0;1.0;42.0;2;28;63;18.0;0.0;4.0;41.0;25;8;0.0;0.0;7.0;190;165;26;10;3;7;90;88;16;17;9.0;3.0;8.0;3;33;46;21.0;1.0;7.0;26.0;21;8;2.0;1.0;5.0;88;83;15;14;10;7
120;Alle bedrijfsgroottes;Noord-Holland (PV);2000;340;325;11;6;;;;5;36;58;;;;;196;14;;;;325;290;35;15;5;10;376;356;19;16;;;;15;56;101;;;;;236;9;;;;356;323;71;67;45;30
121;Alle bedrijfsgroottes;Noord-Holland (PV);2001;351;336;5;12;;;;9;30;81;;;;;190;7;;;;336;296;40;15;3;13;341;327;17;16;;;;15;45;103;;;;;213;9;;;;327;295;65;51;35;22
122;Alle bedrijfsgroottes;Noord-Holland (PV);2002;357;342;11;12;;;;6;28;93;;;;;188;5;;;;342;307;35;14;7;7;336;318;14;12;;;;15;39;96;;;;;198;5;;;;318;287;66;56;37;25
123;Alle bedrijfsgroottes;Noord-Holland (PV);2003;345;327;9;11;;;;5;30;67;;;;;187;17;;;;327;298;29;18;7;11;301;283;12;13;;;;13;36;86;;;;;174;3;;;;283;258;56;54;34;27
124;Alle bedrijfsgroottes;Noord-Holland (PV);2004;335;320;14;12;;;;5;26;60;;;;;193;10;;;;320;291;29;15;5;10;289;263;18;14;;;;11;35;76;;;;;162;5;;;;263;240;57;57;35;29
125;Alle bedrijfsgroottes;Noord-Holland (PV);2005;352;334;10;12;;;;3;27;59;;;;;216;5;;;;334;308;25;19;8;10;276;251;14;13;;;;6;31;74;;;;;165;5;;;;251;227;57;63;40;29
126;Alle bedrijfsgroottes;Noord-Holland (PV);2006;406;390;34;7;0.0;1.0;6.0;5;33;125;16.0;0.0;65.0;44.0;171;15;2.0;0.0;13.0;390;354;36;15;7;8;269;252;14;7;2.0;4.0;1.0;5;33;102;23.0;1.0;45.0;45.0;138;10;2.0;0.0;8.0;252;220;64;50;28;26
127;Alle bedrijfsgroottes;Noord-Holland (PV);2007;477;461;28;7;1.0;1.0;6.0;3;55;127;21.0;0.0;72.0;34.0;224;17;0.0;0.0;17.0;461;433;28;16;6;10;264;253;19;6;2.0;1.0;3.0;5;28;94;24.0;1.0;43.0;37.0;139;11;0.0;0.0;11.0;253;228;63;46;27;25
128;Alle bedrijfsgroottes;Noord-Holland (PV);2008;423;407;34;7;0.0;1.0;6.0;2;27;129;25.0;0.0;73.0;30.0;206;2;0.0;0.0;2.0;407;380;28;16;5;11;235;226;15;5;1.0;2.0;2.0;4;27;86;25.0;1.0;44.0;28.0;125;5;1.0;0.0;4.0;226;209;42;39;24;20
129;Alle bedrijfsgroottes;Noord-Holland (PV);2009;445;428;31;8;2.0;0.0;6.0;2;27;117;27.0;0.0;64.0;27.0;238;6;5.0;0.0;1.0;428;405;24;16;3;13;230;218;13;6;4.0;0.0;2.0;4;27;79;23.0;1.0;37.0;29.0;128;5;1.0;0.0;4.0;218;206;33;40;18;26
130;Alle bedrijfsgroottes;Zuid-Holland (PV);2000;1560;1426;47;60;;;;27;196;745;;;;;332;20;;;;1426;1148;278;134;58;76;1315;1246;70;36;;;;52;446;826;;;;;384;28;;;;1246;1130;501;619;491;255
131;Alle bedrijfsgroottes;Zuid-Holland (PV);2001;1646;1506;53;58;;;;21;189;857;;;;;313;16;;;;1506;1217;289;140;59;81;1254;1182;62;38;;;;43;411;797;;;;;361;24;;;;1182;1077;500;575;447;243
132;Alle bedrijfsgroottes;Zuid-Holland (PV);2002;1595;1443;40;52;;;;33;181;734;;;;;377;25;;;;1443;1145;298;153;66;87;1179;1119;57;36;;;;43;382;745;;;;;345;22;;;;1119;988;484;550;426;238
133;Alle bedrijfsgroottes;Zuid-Holland (PV);2003;1522;1387;41;54;;;;23;190;696;;;;;351;32;;;;1387;1119;268;136;55;81;1139;1082;49;34;;;;38;356;721;;;;;333;24;;;;1082;966;433;536;430;231
134;Alle bedrijfsgroottes;Zuid-Holland (PV);2004;1638;1493;42;58;;;;23;179;827;;;;;351;14;;;;1493;1184;309;145;53;92;1100;1044;54;29;;;;33;338;698;;;;;312;11;;;;1044;918;476;532;421;245
135;Alle bedrijfsgroottes;Zuid-Holland (PV);2005;1502;1337;61;51;;;;20;176;691;;;;;328;9;;;;1337;1044;293;165;57;108;1043;978;54;31;;;;30;310;658;;;;;290;13;;;;978;859;458;517;410;234
136;Alle bedrijfsgroottes;Zuid-Holland (PV);2006;1659;1507;98;76;23.0;14.0;39.0;36;164;762;165.0;14.0;88.0;495.0;315;56;6.0;0.0;50.0;1507;1190;316;152;46;107;999;955;50;38;14.0;15.0;12.0;32;267;697;208.0;33.0;73.0;546.0;237;30;5.0;1.0;24.0;955;851;443;440;348;219
137;Alle bedrijfsgroottes;Zuid-Holland (PV);2007;1664;1526;150;139;23.0;44.0;72.0;44;156;735;184.0;17.0;87.0;447.0;267;35;2.0;5.0;28.0;1526;1265;262;137;41;97;925;878;63;43;18.0;27.0;13.0;29;244;641;224.0;38.0;73.0;486.0;213;29;4.0;5.0;22.0;878;779;402;396;309;191
138;Alle bedrijfsgroottes;Zuid-Holland (PV);2008;1695;1566;109;177;19.0;23.0;136.0;43;158;727;171.0;17.0;107.0;432.0;313;39;8.0;0.0;31.0;1566;1338;228;129;43;86;892;848;56;43;19.0;24.0;18.0;27;227;595;199.0;43.0;95.0;430.0;220;16;3.0;0.0;14.0;848;778;336;365;290;177
139;Alle bedrijfsgroottes;Zuid-Holland (PV);2009;1595;1446;63;143;21.0;19.0;103.0;24;124;739;185.0;22.0;90.0;442.0;327;26;0.0;1.0;25.0;1446;1239;208;149;35;113;839;784;40;34;16.0;20.0;16.0;20;200;571;201.0;49.0;82.0;418.0;202;12;1.0;2.0;10.0;784;733;263;346;250;192
140;Alle bedrijfsgroottes;Zeeland (PV);2000;281;275;9;30;;;;1;33;65;;;;;29;110;;;;275;268;8;5;4;1;128;125;9;12;;;;3;20;36;;;;;26;53;;;;125;120;14;15;13;6
141;Alle bedrijfsgroottes;Zeeland (PV);2001;250;248;10;30;;;;1;31;57;;;;;23;98;;;;248;245;3;2;1;1;121;120;9;13;;;;2;16;33;;;;;26;50;;;;120;118;11;12;9;7
142;Alle bedrijfsgroottes;Zeeland (PV);2002;266;264;13;28;;;;1;28;61;;;;;24;109;;;;264;260;4;2;1;1;118;115;11;10;;;;3;14;30;;;;;26;50;;;;115;111;15;14;10;7
143;Alle bedrijfsgroottes;Zeeland (PV);2003;178;175;11;28;;;;2;9;17;;;;;42;67;;;;175;172;4;2;0;2;106;106;10;10;;;;4;16;30;;;;;23;39;;;;106;104;15;11;7;7
144;Alle bedrijfsgroottes;Zeeland (PV);2004;163;161;9;25;;;;2;6;19;;;;;38;60;;;;161;151;10;2;1;2;96;95;10;10;;;;3;14;30;;;;;20;37;;;;95;89;18;11;8;6
145;Alle bedrijfsgroottes;Zeeland (PV);2005;139;137;9;9;;;;1;7;16;;;;;35;61;;;;137;127;10;2;1;1;85;80;9;9;;;;2;12;24;;;;;19;27;;;;80;74;17;14;11;6
146;Alle bedrijfsgroottes;Zeeland (PV);2006;120;117;3;9;4.0;0.0;4.0;4;6;16;6.0;0.0;2.0;9.0;17;62;9.0;9.0;45.0;117;115;2;3;2;1;83;78;8;4;1.0;1.0;2.0;3;13;27;10.0;0.0;2.0;18.0;18;29;4.0;13.0;17.0;78;76;11;15;10;9
147;Alle bedrijfsgroottes;Zeeland (PV);2007;160;157;3;24;8.0;4.0;12.0;4;7;18;9.0;1.0;2.0;6.0;41;60;7.0;8.0;46.0;157;153;4;3;2;1;82;78;6;7;4.0;2.0;3.0;3;15;26;13.0;1.0;3.0;12.0;19;24;4.0;12.0;13.0;78;72;15;12;8;7
148;Alle bedrijfsgroottes;Zeeland (PV);2008;128;125;2;18;2.0;4.0;12.0;2;4;27;14.0;1.0;5.0;7.0;18;53;1.0;5.0;46.0;125;122;4;2;1;2;72;70;5;6;4.0;3.0;2.0;1;13;28;14.0;1.0;5.0;12.0;13;22;3.0;11.0;16.0;70;67;10;10;6;6
149;Alle bedrijfsgroottes;Zeeland (PV);2009;150;148;1;20;3.0;17.0;0.0;3;6;29;16.0;5.0;5.0;4.0;24;65;5.0;16.0;44.0;148;144;4;1;1;1;69;68;4;5;4.0;3.0;1.0;2;14;26;13.0;3.0;5.0;8.0;17;19;3.0;11.0;10.0;68;65;8;8;4;5
150;Alle bedrijfsgroottes;Noord-Brabant (PV);2000;5184;5083;1593;1436;;;;141;972;449;;;;;216;277;;;;5083;4788;296;101;48;53;1495;1472;578;281;;;;69;558;399;;;;;193;50;;;;1472;1352;339;348;261;155
151;Alle bedrijfsgroottes;Noord-Brabant (PV);2001;5255;5149;1656;1459;;;;121;1033;462;;;;;194;225;;;;5149;4867;282;106;59;46;1427;1402;540;273;;;;54;528;402;;;;;167;39;;;;1402;1297;318;339;268;143
152;Alle bedrijfsgroottes;Noord-Brabant (PV);2002;5592;5479;1651;1613;;;;112;1083;486;;;;;280;255;;;;5479;5157;322;113;63;50;1468;1445;532;284;;;;53;506;391;;;;;202;48;;;;1445;1343;312;343;281;134
153;Alle bedrijfsgroottes;Noord-Brabant (PV);2003;5544;5434;1692;1466;;;;103;1106;543;;;;;257;266;;;;5434;5133;302;109;54;56;1425;1402;523;277;;;;43;493;390;;;;;193;45;;;;1402;1302;302;329;256;144
154;Alle bedrijfsgroottes;Noord-Brabant (PV);2004;5916;5804;1615;1679;;;;95;1311;563;;;;;251;288;;;;5804;5411;393;113;50;63;1375;1348;485;275;;;;41;461;382;;;;;187;45;;;;1348;1248;301;336;256;148
155;Alle bedrijfsgroottes;Noord-Brabant (PV);2005;6543;6420;1858;1788;;;;107;1393;684;;;;;238;351;;;;6420;6104;315;123;60;63;1366;1342;510;270;;;;38;452;379;;;;;178;36;;;;1342;1240;314;321;243;146
156;Alle bedrijfsgroottes;Noord-Brabant (PV);2006;6858;6738;1863;1898;129.0;560.0;1209.0;169;1259;930;406.0;16.0;37.0;472.0;214;406;50.0;33.0;324.0;6738;6428;310;120;55;64;1377;1351;493;248;90.0;109.0;130.0;41;442;513;246.0;17.0;23.0;329.0;151;56;12.0;11.0;41.0;1351;1252;298;298;228;139
157;Alle bedrijfsgroottes;Noord-Brabant (PV);2007;7204;7081;2011;2086;139.0;355.0;1592.0;113;1209;1006;500.0;17.0;40.0;448.0;243;415;51.0;49.0;315.0;7081;6771;310;123;50;72;1380;1346;506;243;90.0;112.0;127.0;36;404;515;283.0;20.0;19.0;295.0;151;51;11.0;11.0;38.0;1346;1251;281;309;222;161
158;Alle bedrijfsgroottes;Noord-Brabant (PV);2008;7561;7425;1994;2075;148.0;274.0;1653.0;118;1509;1128;541.0;24.0;42.0;521.0;213;389;52.0;48.0;289.0;7425;7188;237;136;69;66;1376;1347;464;236;73.0;102.0;138.0;35;424;501;286.0;26.0;20.0;281.0;128;59;10.0;12.0;41.0;1347;1274;227;275;214;127
159;Alle bedrijfsgroottes;Noord-Brabant (PV);2009;7823;7687;2081;2104;173.0;356.0;1575.0;138;1409;1280;605.0;27.0;36.0;611.0;236;440;43.0;71.0;327.0;7687;7433;255;135;55;80;1358;1322;450;238;84.0;108.0;123.0;35;405;505;302.0;28.0;15.0;290.0;136;53;10.0;12.0;36.0;1322;1265;176;254;189;133
160;Alle bedrijfsgroottes;Limburg (PV);2000;1892;1855;273;275;;;;378;248;122;;;;;179;381;;;;1855;1718;136;38;23;15;534;522;128;77;;;;148;198;155;;;;;92;89;;;;522;475;140;112;83;46
161;Alle bedrijfsgroottes;Limburg (PV);2001;1829;1791;259;332;;;;321;288;131;;;;;128;333;;;;1791;1615;176;38;21;17;491;476;117;75;;;;122;193;150;;;;;84;70;;;;476;432;136;114;83;47
162;Alle bedrijfsgroottes;Limburg (PV);2002;1970;1934;254;357;;;;312;316;142;;;;;146;407;;;;1934;1800;134;36;24;12;506;494;112;71;;;;109;196;150;;;;;99;66;;;;494;449;138;99;76;42
163;Alle bedrijfsgroottes;Limburg (PV);2003;2038;2003;230;398;;;;330;319;161;;;;;155;409;;;;2003;1901;102;35;16;19;465;449;102;69;;;;105;174;138;;;;;94;59;;;;449;413;123;109;79;45
164;Alle bedrijfsgroottes;Limburg (PV);2004;2111;2073;234;399;;;;316;348;208;;;;;177;391;;;;2073;1929;144;39;17;22;448;433;103;65;;;;98;162;132;;;;;93;55;;;;433;388;132;104;78;43
165;Alle bedrijfsgroottes;Limburg (PV);2005;2299;2261;267;426;;;;363;406;185;;;;;190;424;;;;2261;2130;130;38;20;18;434;419;100;65;;;;98;146;130;;;;;88;51;;;;419;376;127;104;86;33
166;Alle bedrijfsgroottes;Limburg (PV);2006;2368;2329;230;456;48.0;50.0;358.0;376;364;306;110.0;9.0;12.0;176.0;184;412;120.0;54.0;238.0;2329;2199;131;39;21;18;440;431;89;51;11.0;22.0;29.0;87;150;181;82.0;9.0;11.0;114.0;81;64;20.0;24.0;40.0;431;396;120;98;77;42
167;Alle bedrijfsgroottes;Limburg (PV);2007;2482;2431;283;416;15.0;99.0;303.0;358;457;325;154.0;8.0;16.0;147.0;180;412;136.0;43.0;233.0;2431;2301;130;50;31;20;440;428;90;44;9.0;26.0;24.0;78;141;174;90.0;6.0;8.0;101.0;79;59;19.0;22.0;34.0;428;392;120;92;70;41
168;Alle bedrijfsgroottes;Limburg (PV);2008;2500;2457;327;500;25.0;51.0;425.0;322;461;245;108.0;8.0;3.0;126.0;199;403;108.0;58.0;237.0;2457;2346;111;43;22;21;428;412;94;47;12.0;20.0;29.0;72;133;158;81.0;11.0;7.0;86.0;68;53;19.0;19.0;35.0;412;386;96;82;59;41
169;Alle bedrijfsgroottes;Limburg (PV);2009;2653;2605;304;493;92.0;76.0;326.0;323;518;322;166.0;12.0;10.0;135.0;194;450;140.0;55.0;255.0;2605;2495;110;48;19;29;413;400;69;51;20.0;20.0;25.0;64;129;155;84.0;11.0;8.0;79.0;69;49;19.0;22.0;29.0;400;378;80;77;53;42
170;Kleine kwekerijen;Nederland;2000;2518;2482;806;415;;;;208;362;248;;;;;202;242;;;;2482;2330;152;36;27;9;3048;2959;697;427;;;;197;942;914;;;;;788;245;;;;2959;2721;588;496;387;154
171;Kleine kwekerijen;Nederland;2001;2350;2317;741;388;;;;154;356;213;;;;;247;217;;;;2317;2170;147;33;24;9;2843;2757;639;394;;;;159;870;831;;;;;769;220;;;;2757;2539;557;446;351;135
172;Kleine kwekerijen;Nederland;2002;2316;2287;753;395;;;;134;333;200;;;;;251;220;;;;2287;2128;159;29;22;7;2711;2635;627;393;;;;146;794;728;;;;;729;211;;;;2635;2400;537;414;334;109
173;Kleine kwekerijen;Nederland;2003;1864;1836;614;290;;;;116;266;143;;;;;223;184;;;;1836;1721;115;28;21;7;2402;2315;533;343;;;;106;700;610;;;;;664;166;;;;2315;2143;423;369;292;103
174;Kleine kwekerijen;Nederland;2004;1747;1719;562;306;;;;112;238;139;;;;;216;147;;;;1719;1604;115;28;22;7;2257;2162;501;343;;;;104;624;590;;;;;628;158;;;;2162;1985;425;363;281;104
175;Kleine kwekerijen;Nederland;2005;1705;1672;575;293;;;;88;231;126;;;;;205;155;;;;1672;1552;120;33;27;6;2122;2015;508;327;;;;85;581;522;;;;;576;139;;;;2015;1840;414;358;296;85
176;Kleine kwekerijen;Nederland;2006;1683;1660;556;257;90.0;87.0;80.0;133;187;197;41.0;2.0;67.0;87.0;172;158;16.0;56.0;86.0;1660;1545;115;23;17;7;1996;1926;469;255;120.0;100.0;97.0;88;495;653;212.0;11.0;106.0;402.0;460;152;19.0;38.0;98.0;1926;1763;381;287;219;93
177;Kleine kwekerijen;Nederland;2007;1458;1437;507;236;77.0;84.0;74.0;82;152;177;46.0;3.0;63.0;65.0;148;135;20.0;34.0;80.0;1437;1332;105;21;13;7;1849;1770;457;232;108.0;99.0;87.0;67;421;584;225.0;15.0;102.0;323.0;404;138;19.0;41.0;80.0;1770;1618;345;252;179;95
178;Kleine kwekerijen;Nederland;2008;1429;1411;476;233;57.0;80.0;96.0;87;148;190;43.0;4.0;88.0;55.0;135;144;8.0;35.0;101.0;1411;1336;75;18;12;6;1744;1685;424;217;84.0;86.0;94.0;67;401;546;226.0;28.0;134.0;247.0;350;124;10.0;34.0;85.0;1685;1581;263;210;161;66
179;Kleine kwekerijen;Nederland;2009;1295;1278;412;244;84.0;76.0;84.0;75;139;170;45.0;4.0;70.0;50.0;123;116;15.0;36.0;65.0;1278;1221;57;17;11;6;1580;1518;368;211;100.0;84.0;75.0;57;367;508;218.0;27.0;112.0;238.0;331;108;12.0;34.0;67.0;1518;1446;192;185;128;70
180;Kleine kwekerijen;Noord-Nederland (LD);2000;140;138;42;12;;;;24;31;12;;;;;11;7;;;;138;128;10;2;1;1;181;174;51;27;;;;23;79;66;;;;;48;17;;;;174;158;47;28;21;10
181;Kleine kwekerijen;Noord-Nederland (LD);2001;127;125;42;9;;;;11;33;11;;;;;10;8;;;;125;118;8;2;1;0;159;153;48;23;;;;16;78;65;;;;;38;17;;;;153;141;41;26;20;7
182;Kleine kwekerijen;Noord-Nederland (LD);2002;109;108;36;10;;;;7;29;9;;;;;10;9;;;;108;98;10;1;1;0;132;129;43;22;;;;10;67;44;;;;;35;17;;;;129;114;41;21;16;6
183;Kleine kwekerijen;Noord-Nederland (LD);2003;87;86;31;9;;;;3;20;8;;;;;9;6;;;;86;78;8;1;1;0;118;115;38;20;;;;6;54;47;;;;;35;17;;;;115;106;33;21;15;8
184;Kleine kwekerijen;Noord-Nederland (LD);2004;79;77;23;8;;;;5;16;10;;;;;10;6;;;;77;71;6;2;1;1;126;122;32;19;;;;7;51;55;;;;;36;17;;;;122;111;33;23;16;10
