ID;SamenstellingVanHetHuishouden;LeeftijdReferentiepersoon;BurgerlijkeStaatReferentiepersoon;Perioden;ParticuliereHuishoudens_1
7463;Particulier huishouden;49 jaar;Gehuwd;2048;54844
7464;Particulier huishouden;49 jaar;Gehuwd;2049;55210
7465;Particulier huishouden;49 jaar;Gehuwd;2050;55886
7466;Particulier huishouden;49 jaar;Gehuwd;2051;55304
7467;Particulier huishouden;49 jaar;Gehuwd;2052;55006
7468;Particulier huishouden;49 jaar;Gehuwd;2053;54810
7469;Particulier huishouden;49 jaar;Gehuwd;2054;53454
7470;Particulier huishouden;49 jaar;Gehuwd;2055;52438
7471;Particulier huishouden;49 jaar;Gehuwd;2056;52151
7472;Particulier huishouden;49 jaar;Gehuwd;2057;51372
7473;Particulier huishouden;49 jaar;Gehuwd;2058;52210
7474;Particulier huishouden;49 jaar;Gehuwd;2059;52136
7475;Particulier huishouden;49 jaar;Gehuwd;2060;51902
7476;Particulier huishouden;49 jaar;Verweduwd;2019;2091
7477;Particulier huishouden;49 jaar;Verweduwd;2020;1866
7478;Particulier huishouden;49 jaar;Verweduwd;2021;1774
7479;Particulier huishouden;49 jaar;Verweduwd;2022;1586
7480;Particulier huishouden;49 jaar;Verweduwd;2023;1465
7481;Particulier huishouden;49 jaar;Verweduwd;2024;1354
7482;Particulier huishouden;49 jaar;Verweduwd;2025;1250
7483;Particulier huishouden;49 jaar;Verweduwd;2026;1204
7484;Particulier huishouden;49 jaar;Verweduwd;2027;1112
7485;Particulier huishouden;49 jaar;Verweduwd;2028;1152
7486;Particulier huishouden;49 jaar;Verweduwd;2029;1104
7487;Particulier huishouden;49 jaar;Verweduwd;2030;1091
7488;Particulier huishouden;49 jaar;Verweduwd;2031;1052
7489;Particulier huishouden;49 jaar;Verweduwd;2032;996
7490;Particulier huishouden;49 jaar;Verweduwd;2033;982
7491;Particulier huishouden;49 jaar;Verweduwd;2034;971
7492;Particulier huishouden;49 jaar;Verweduwd;2035;981
7493;Particulier huishouden;49 jaar;Verweduwd;2036;986
7494;Particulier huishouden;49 jaar;Verweduwd;2037;962
7495;Particulier huishouden;49 jaar;Verweduwd;2038;939
7496;Particulier huishouden;49 jaar;Verweduwd;2039;925
7497;Particulier huishouden;49 jaar;Verweduwd;2040;935
7498;Particulier huishouden;49 jaar;Verweduwd;2041;913
7499;Particulier huishouden;49 jaar;Verweduwd;2042;887
7500;Particulier huishouden;49 jaar;Verweduwd;2043;864
7501;Particulier huishouden;49 jaar;Verweduwd;2044;854
7502;Particulier huishouden;49 jaar;Verweduwd;2045;820
7503;Particulier huishouden;49 jaar;Verweduwd;2046;813
7504;Particulier huishouden;49 jaar;Verweduwd;2047;813
7505;Particulier huishouden;49 jaar;Verweduwd;2048;833
7506;Particulier huishouden;49 jaar;Verweduwd;2049;827
7507;Particulier huishouden;49 jaar;Verweduwd;2050;835
7508;Particulier huishouden;49 jaar;Verweduwd;2051;816
7509;Particulier huishouden;49 jaar;Verweduwd;2052;801
7510;Particulier huishouden;49 jaar;Verweduwd;2053;790
7511;Particulier huishouden;49 jaar;Verweduwd;2054;759
7512;Particulier huishouden;49 jaar;Verweduwd;2055;731
7513;Particulier huishouden;49 jaar;Verweduwd;2056;717
7514;Particulier huishouden;49 jaar;Verweduwd;2057;698
7515;Particulier huishouden;49 jaar;Verweduwd;2058;703
7516;Particulier huishouden;49 jaar;Verweduwd;2059;694
7517;Particulier huishouden;49 jaar;Verweduwd;2060;688
7518;Particulier huishouden;49 jaar;Gescheiden;2019;33476
7519;Particulier huishouden;49 jaar;Gescheiden;2020;32450
7520;Particulier huishouden;49 jaar;Gescheiden;2021;30531
7521;Particulier huishouden;49 jaar;Gescheiden;2022;28632
7522;Particulier huishouden;49 jaar;Gescheiden;2023;26050
7523;Particulier huishouden;49 jaar;Gescheiden;2024;24643
7524;Particulier huishouden;49 jaar;Gescheiden;2025;23174
7525;Particulier huishouden;49 jaar;Gescheiden;2026;22355
7526;Particulier huishouden;49 jaar;Gescheiden;2027;22133
7527;Particulier huishouden;49 jaar;Gescheiden;2028;22179
7528;Particulier huishouden;49 jaar;Gescheiden;2029;21917
7529;Particulier huishouden;49 jaar;Gescheiden;2030;22337
7530;Particulier huishouden;49 jaar;Gescheiden;2031;21843
7531;Particulier huishouden;49 jaar;Gescheiden;2032;21367
7532;Particulier huishouden;49 jaar;Gescheiden;2033;21147
7533;Particulier huishouden;49 jaar;Gescheiden;2034;21595
7534;Particulier huishouden;49 jaar;Gescheiden;2035;21838
7535;Particulier huishouden;49 jaar;Gescheiden;2036;22338
7536;Particulier huishouden;49 jaar;Gescheiden;2037;22291
7537;Particulier huishouden;49 jaar;Gescheiden;2038;21912
7538;Particulier huishouden;49 jaar;Gescheiden;2039;21934
7539;Particulier huishouden;49 jaar;Gescheiden;2040;22448
7540;Particulier huishouden;49 jaar;Gescheiden;2041;22242
7541;Particulier huishouden;49 jaar;Gescheiden;2042;21817
7542;Particulier huishouden;49 jaar;Gescheiden;2043;21547
7543;Particulier huishouden;49 jaar;Gescheiden;2044;21555
7544;Particulier huishouden;49 jaar;Gescheiden;2045;20823
7545;Particulier huishouden;49 jaar;Gescheiden;2046;20810
7546;Particulier huishouden;49 jaar;Gescheiden;2047;20991
7547;Particulier huishouden;49 jaar;Gescheiden;2048;21834
7548;Particulier huishouden;49 jaar;Gescheiden;2049;22013
7549;Particulier huishouden;49 jaar;Gescheiden;2050;22518
7550;Particulier huishouden;49 jaar;Gescheiden;2051;22206
7551;Particulier huishouden;49 jaar;Gescheiden;2052;22086
7552;Particulier huishouden;49 jaar;Gescheiden;2053;22039
7553;Particulier huishouden;49 jaar;Gescheiden;2054;21356
7554;Particulier huishouden;49 jaar;Gescheiden;2055;20771
7555;Particulier huishouden;49 jaar;Gescheiden;2056;20609
7556;Particulier huishouden;49 jaar;Gescheiden;2057;20258
7557;Particulier huishouden;49 jaar;Gescheiden;2058;20696
7558;Particulier huishouden;49 jaar;Gescheiden;2059;20723
7559;Particulier huishouden;49 jaar;Gescheiden;2060;20689
7560;Particulier huishouden;50 jaar;Totaal burgerlijke staat;2019;153952
7561;Particulier huishouden;50 jaar;Totaal burgerlijke staat;2020;161147
7562;Particulier huishouden;50 jaar;Totaal burgerlijke staat;2021;157458
7563;Particulier huishouden;50 jaar;Totaal burgerlijke staat;2022;151384
7564;Particulier huishouden;50 jaar;Totaal burgerlijke staat;2023;143967
7565;Particulier huishouden;50 jaar;Totaal burgerlijke staat;2024;133365
7566;Particulier huishouden;50 jaar;Totaal burgerlijke staat;2025;129039
7567;Particulier huishouden;50 jaar;Totaal burgerlijke staat;2026;123877
7568;Particulier huishouden;50 jaar;Totaal burgerlijke staat;2027;123318
7569;Particulier huishouden;50 jaar;Totaal burgerlijke staat;2028;121791
7570;Particulier huishouden;50 jaar;Totaal burgerlijke staat;2029;123722
7571;Particulier huishouden;50 jaar;Totaal burgerlijke staat;2030;123704
7572;Particulier huishouden;50 jaar;Totaal burgerlijke staat;2031;127749
7573;Particulier huishouden;50 jaar;Totaal burgerlijke staat;2032;125861
7574;Particulier huishouden;50 jaar;Totaal burgerlijke staat;2033;123444
7575;Particulier huishouden;50 jaar;Totaal burgerlijke staat;2034;123000
7576;Particulier huishouden;50 jaar;Totaal burgerlijke staat;2035;126052
7577;Particulier huishouden;50 jaar;Totaal burgerlijke staat;2036;128028
7578;Particulier huishouden;50 jaar;Totaal burgerlijke staat;2037;130879
7579;Particulier huishouden;50 jaar;Totaal burgerlijke staat;2038;132423
7580;Particulier huishouden;50 jaar;Totaal burgerlijke staat;2039;131857
7581;Particulier huishouden;50 jaar;Totaal burgerlijke staat;2040;133217
7582;Particulier huishouden;50 jaar;Totaal burgerlijke staat;2041;138232
7583;Particulier huishouden;50 jaar;Totaal burgerlijke staat;2042;138067
7584;Particulier huishouden;50 jaar;Totaal burgerlijke staat;2043;137131
7585;Particulier huishouden;50 jaar;Totaal burgerlijke staat;2044;136334
7586;Particulier huishouden;50 jaar;Totaal burgerlijke staat;2045;136939
7587;Particulier huishouden;50 jaar;Totaal burgerlijke staat;2046;134020
7588;Particulier huishouden;50 jaar;Totaal burgerlijke staat;2047;134298
7589;Particulier huishouden;50 jaar;Totaal burgerlijke staat;2048;135028
7590;Particulier huishouden;50 jaar;Totaal burgerlijke staat;2049;139607
7591;Particulier huishouden;50 jaar;Totaal burgerlijke staat;2050;140634
7592;Particulier huishouden;50 jaar;Totaal burgerlijke staat;2051;143023
7593;Particulier huishouden;50 jaar;Totaal burgerlijke staat;2052;141298
7594;Particulier huishouden;50 jaar;Totaal burgerlijke staat;2053;140487
7595;Particulier huishouden;50 jaar;Totaal burgerlijke staat;2054;140021
7596;Particulier huishouden;50 jaar;Totaal burgerlijke staat;2055;136084
7597;Particulier huishouden;50 jaar;Totaal burgerlijke staat;2056;132894
7598;Particulier huishouden;50 jaar;Totaal burgerlijke staat;2057;131942
7599;Particulier huishouden;50 jaar;Totaal burgerlijke staat;2058;129766
7600;Particulier huishouden;50 jaar;Totaal burgerlijke staat;2059;132110
7601;Particulier huishouden;50 jaar;Totaal burgerlijke staat;2060;131989
7602;Particulier huishouden;50 jaar;Ongehuwd;2019;43518
7603;Particulier huishouden;50 jaar;Ongehuwd;2020;48242
7604;Particulier huishouden;50 jaar;Ongehuwd;2021;48937
7605;Particulier huishouden;50 jaar;Ongehuwd;2022;48830
7606;Particulier huishouden;50 jaar;Ongehuwd;2023;48448
7607;Particulier huishouden;50 jaar;Ongehuwd;2024;46189
7608;Particulier huishouden;50 jaar;Ongehuwd;2025;46097
7609;Particulier huishouden;50 jaar;Ongehuwd;2026;45396
7610;Particulier huishouden;50 jaar;Ongehuwd;2027;46444
7611;Particulier huishouden;50 jaar;Ongehuwd;2028;46267
7612;Particulier huishouden;50 jaar;Ongehuwd;2029;47663
7613;Particulier huishouden;50 jaar;Ongehuwd;2030;48196
7614;Particulier huishouden;50 jaar;Ongehuwd;2031;50608
7615;Particulier huishouden;50 jaar;Ongehuwd;2032;50367
7616;Particulier huishouden;50 jaar;Ongehuwd;2033;49542
7617;Particulier huishouden;50 jaar;Ongehuwd;2034;49782
7618;Particulier huishouden;50 jaar;Ongehuwd;2035;51113
7619;Particulier huishouden;50 jaar;Ongehuwd;2036;52432
7620;Particulier huishouden;50 jaar;Ongehuwd;2037;53533
7621;Particulier huishouden;50 jaar;Ongehuwd;2038;54841
7622;Particulier huishouden;50 jaar;Ongehuwd;2039;55334
7623;Particulier huishouden;50 jaar;Ongehuwd;2040;56294
7624;Particulier huishouden;50 jaar;Ongehuwd;2041;59493
7625;Particulier huishouden;50 jaar;Ongehuwd;2042;59760
7626;Particulier huishouden;50 jaar;Ongehuwd;2043;59731
7627;Particulier huishouden;50 jaar;Ongehuwd;2044;59469
7628;Particulier huishouden;50 jaar;Ongehuwd;2045;59836
7629;Particulier huishouden;50 jaar;Ongehuwd;2046;58646
7630;Particulier huishouden;50 jaar;Ongehuwd;2047;58735
7631;Particulier huishouden;50 jaar;Ongehuwd;2048;59120
7632;Particulier huishouden;50 jaar;Ongehuwd;2049;61261
7633;Particulier huishouden;50 jaar;Ongehuwd;2050;61738
7634;Particulier huishouden;50 jaar;Ongehuwd;2051;62919
7635;Particulier huishouden;50 jaar;Ongehuwd;2052;62118
7636;Particulier huishouden;50 jaar;Ongehuwd;2053;61745
7637;Particulier huishouden;50 jaar;Ongehuwd;2054;61535
7638;Particulier huishouden;50 jaar;Ongehuwd;2055;59696
7639;Particulier huishouden;50 jaar;Ongehuwd;2056;58157
7640;Particulier huishouden;50 jaar;Ongehuwd;2057;57681
7641;Particulier huishouden;50 jaar;Ongehuwd;2058;56667
7642;Particulier huishouden;50 jaar;Ongehuwd;2059;57719
7643;Particulier huishouden;50 jaar;Ongehuwd;2060;57654
7644;Particulier huishouden;50 jaar;Gehuwd;2019;75083
7645;Particulier huishouden;50 jaar;Gehuwd;2020;76321
7646;Particulier huishouden;50 jaar;Gehuwd;2021;73266
7647;Particulier huishouden;50 jaar;Gehuwd;2022;69385
7648;Particulier huishouden;50 jaar;Gehuwd;2023;64491
7649;Particulier huishouden;50 jaar;Gehuwd;2024;58923
7650;Particulier huishouden;50 jaar;Gehuwd;2025;56235
7651;Particulier huishouden;50 jaar;Gehuwd;2026;53369
7652;Particulier huishouden;50 jaar;Gehuwd;2027;52620
7653;Particulier huishouden;50 jaar;Gehuwd;2028;51599
7654;Particulier huishouden;50 jaar;Gehuwd;2029;52046
7655;Particulier huishouden;50 jaar;Gehuwd;2030;51804
7656;Particulier huishouden;50 jaar;Gehuwd;2031;53016
7657;Particulier huishouden;50 jaar;Gehuwd;2032;51921
7658;Particulier huishouden;50 jaar;Gehuwd;2033;50894
7659;Particulier huishouden;50 jaar;Gehuwd;2034;50456
7660;Particulier huishouden;50 jaar;Gehuwd;2035;51727
7661;Particulier huishouden;50 jaar;Gehuwd;2036;52124
7662;Particulier huishouden;50 jaar;Gehuwd;2037;53343
7663;Particulier huishouden;50 jaar;Gehuwd;2038;53648
7664;Particulier huishouden;50 jaar;Gehuwd;2039;52997
7665;Particulier huishouden;50 jaar;Gehuwd;2040;53381
7666;Particulier huishouden;50 jaar;Gehuwd;2041;54654
7667;Particulier huishouden;50 jaar;Gehuwd;2042;54452
7668;Particulier huishouden;50 jaar;Gehuwd;2043;54001
7669;Particulier huishouden;50 jaar;Gehuwd;2044;53759
7670;Particulier huishouden;50 jaar;Gehuwd;2045;53996
7671;Particulier huishouden;50 jaar;Gehuwd;2046;53047
7672;Particulier huishouden;50 jaar;Gehuwd;2047;53257
7673;Particulier huishouden;50 jaar;Gehuwd;2048;53417
7674;Particulier huishouden;50 jaar;Gehuwd;2049;54974
7675;Particulier huishouden;50 jaar;Gehuwd;2050;55344
7676;Particulier huishouden;50 jaar;Gehuwd;2051;56027
7677;Particulier huishouden;50 jaar;Gehuwd;2052;55445
7678;Particulier huishouden;50 jaar;Gehuwd;2053;55147
7679;Particulier huishouden;50 jaar;Gehuwd;2054;54950
7680;Particulier huishouden;50 jaar;Gehuwd;2055;53585
7681;Particulier huishouden;50 jaar;Gehuwd;2056;52565
7682;Particulier huishouden;50 jaar;Gehuwd;2057;52274
7683;Particulier huishouden;50 jaar;Gehuwd;2058;51490
7684;Particulier huishouden;50 jaar;Gehuwd;2059;52330
7685;Particulier huishouden;50 jaar;Gehuwd;2060;52256
7686;Particulier huishouden;50 jaar;Verweduwd;2019;2153
7687;Particulier huishouden;50 jaar;Verweduwd;2020;2276
7688;Particulier huishouden;50 jaar;Verweduwd;2021;2041
7689;Particulier huishouden;50 jaar;Verweduwd;2022;1935
7690;Particulier huishouden;50 jaar;Verweduwd;2023;1739
7691;Particulier huishouden;50 jaar;Verweduwd;2024;1601
7692;Particulier huishouden;50 jaar;Verweduwd;2025;1485
7693;Particulier huishouden;50 jaar;Verweduwd;2026;1375
7694;Particulier huishouden;50 jaar;Verweduwd;2027;1323
7695;Particulier huishouden;50 jaar;Verweduwd;2028;1230
7696;Particulier huishouden;50 jaar;Verweduwd;2029;1266
7697;Particulier huishouden;50 jaar;Verweduwd;2030;1217
7698;Particulier huishouden;50 jaar;Verweduwd;2031;1205
7699;Particulier huishouden;50 jaar;Verweduwd;2032;1165
7700;Particulier huishouden;50 jaar;Verweduwd;2033;1103
7701;Particulier huishouden;50 jaar;Verweduwd;2034;1088
7702;Particulier huishouden;50 jaar;Verweduwd;2035;1076
7703;Particulier huishouden;50 jaar;Verweduwd;2036;1087
7704;Particulier huishouden;50 jaar;Verweduwd;2037;1093
7705;Particulier huishouden;50 jaar;Verweduwd;2038;1067
7706;Particulier huishouden;50 jaar;Verweduwd;2039;1041
7707;Particulier huishouden;50 jaar;Verweduwd;2040;1025
7708;Particulier huishouden;50 jaar;Verweduwd;2041;1036
7709;Particulier huishouden;50 jaar;Verweduwd;2042;1011
7710;Particulier huishouden;50 jaar;Verweduwd;2043;982
7711;Particulier huishouden;50 jaar;Verweduwd;2044;959
7712;Particulier huishouden;50 jaar;Verweduwd;2045;946
7713;Particulier huishouden;50 jaar;Verweduwd;2046;908
7714;Particulier huishouden;50 jaar;Verweduwd;2047;900
7715;Particulier huishouden;50 jaar;Verweduwd;2048;900
7716;Particulier huishouden;50 jaar;Verweduwd;2049;919
7717;Particulier huishouden;50 jaar;Verweduwd;2050;915
7718;Particulier huishouden;50 jaar;Verweduwd;2051;923
7719;Particulier huishouden;50 jaar;Verweduwd;2052;900
7720;Particulier huishouden;50 jaar;Verweduwd;2053;885
7721;Particulier huishouden;50 jaar;Verweduwd;2054;873
7722;Particulier huishouden;50 jaar;Verweduwd;2055;840
7723;Particulier huishouden;50 jaar;Verweduwd;2056;808
7724;Particulier huishouden;50 jaar;Verweduwd;2057;791
7725;Particulier huishouden;50 jaar;Verweduwd;2058;773
7726;Particulier huishouden;50 jaar;Verweduwd;2059;775
7727;Particulier huishouden;50 jaar;Verweduwd;2060;766
7728;Particulier huishouden;50 jaar;Gescheiden;2019;33198
7729;Particulier huishouden;50 jaar;Gescheiden;2020;34308
7730;Particulier huishouden;50 jaar;Gescheiden;2021;33214
7731;Particulier huishouden;50 jaar;Gescheiden;2022;31234
7732;Particulier huishouden;50 jaar;Gescheiden;2023;29289
7733;Particulier huishouden;50 jaar;Gescheiden;2024;26652
7734;Particulier huishouden;50 jaar;Gescheiden;2025;25222
7735;Particulier huishouden;50 jaar;Gescheiden;2026;23737
7736;Particulier huishouden;50 jaar;Gescheiden;2027;22931
7737;Particulier huishouden;50 jaar;Gescheiden;2028;22695
7738;Particulier huishouden;50 jaar;Gescheiden;2029;22747
7739;Particulier huishouden;50 jaar;Gescheiden;2030;22487
7740;Particulier huishouden;50 jaar;Gescheiden;2031;22920
7741;Particulier huishouden;50 jaar;Gescheiden;2032;22408
7742;Particulier huishouden;50 jaar;Gescheiden;2033;21905
7743;Particulier huishouden;50 jaar;Gescheiden;2034;21674
7744;Particulier huishouden;50 jaar;Gescheiden;2035;22136
7745;Particulier huishouden;50 jaar;Gescheiden;2036;22385
7746;Particulier huishouden;50 jaar;Gescheiden;2037;22910
7747;Particulier huishouden;50 jaar;Gescheiden;2038;22867
7748;Particulier huishouden;50 jaar;Gescheiden;2039;22485
7749;Particulier huishouden;50 jaar;Gescheiden;2040;22517
7750;Particulier huishouden;50 jaar;Gescheiden;2041;23049
7751;Particulier huishouden;50 jaar;Gescheiden;2042;22844
7752;Particulier huishouden;50 jaar;Gescheiden;2043;22417
7753;Particulier huishouden;50 jaar;Gescheiden;2044;22147
7754;Particulier huishouden;50 jaar;Gescheiden;2045;22161
7755;Particulier huishouden;50 jaar;Gescheiden;2046;21419
7756;Particulier huishouden;50 jaar;Gescheiden;2047;21406
7757;Particulier huishouden;50 jaar;Gescheiden;2048;21591
7758;Particulier huishouden;50 jaar;Gescheiden;2049;22453
7759;Particulier huishouden;50 jaar;Gescheiden;2050;22637
7760;Particulier huishouden;50 jaar;Gescheiden;2051;23154
7761;Particulier huishouden;50 jaar;Gescheiden;2052;22835
7762;Particulier huishouden;50 jaar;Gescheiden;2053;22710
7763;Particulier huishouden;50 jaar;Gescheiden;2054;22663
7764;Particulier huishouden;50 jaar;Gescheiden;2055;21963
7765;Particulier huishouden;50 jaar;Gescheiden;2056;21364
7766;Particulier huishouden;50 jaar;Gescheiden;2057;21196
7767;Particulier huishouden;50 jaar;Gescheiden;2058;20836
7768;Particulier huishouden;50 jaar;Gescheiden;2059;21286
7769;Particulier huishouden;50 jaar;Gescheiden;2060;21313
7770;Particulier huishouden;51 jaar;Totaal burgerlijke staat;2019;152922
7771;Particulier huishouden;51 jaar;Totaal burgerlijke staat;2020;154383
7772;Particulier huishouden;51 jaar;Totaal burgerlijke staat;2021;161514
7773;Particulier huishouden;51 jaar;Totaal burgerlijke staat;2022;157777
7774;Particulier huishouden;51 jaar;Totaal burgerlijke staat;2023;151677
7775;Particulier huishouden;51 jaar;Totaal burgerlijke staat;2024;144221
7776;Particulier huishouden;51 jaar;Totaal burgerlijke staat;2025;133583
7777;Particulier huishouden;51 jaar;Totaal burgerlijke staat;2026;129238
7778;Particulier huishouden;51 jaar;Totaal burgerlijke staat;2027;124059
7779;Particulier huishouden;51 jaar;Totaal burgerlijke staat;2028;123494
7780;Particulier huishouden;51 jaar;Totaal burgerlijke staat;2029;121955
7781;Particulier huishouden;51 jaar;Totaal burgerlijke staat;2030;123863
7782;Particulier huishouden;51 jaar;Totaal burgerlijke staat;2031;123823
7783;Particulier huishouden;51 jaar;Totaal burgerlijke staat;2032;127855
7784;Particulier huishouden;51 jaar;Totaal burgerlijke staat;2033;125957
7785;Particulier huishouden;51 jaar;Totaal burgerlijke staat;2034;123505
7786;Particulier huishouden;51 jaar;Totaal burgerlijke staat;2035;123042
7787;Particulier huishouden;51 jaar;Totaal burgerlijke staat;2036;126087
7788;Particulier huishouden;51 jaar;Totaal burgerlijke staat;2037;128063
7789;Particulier huishouden;51 jaar;Totaal burgerlijke staat;2038;130921
7790;Particulier huishouden;51 jaar;Totaal burgerlijke staat;2039;132465
7791;Particulier huishouden;51 jaar;Totaal burgerlijke staat;2040;131898
7792;Particulier huishouden;51 jaar;Totaal burgerlijke staat;2041;133256
7793;Particulier huishouden;51 jaar;Totaal burgerlijke staat;2042;138275
7794;Particulier huishouden;51 jaar;Totaal burgerlijke staat;2043;138109
7795;Particulier huishouden;51 jaar;Totaal burgerlijke staat;2044;137170
7796;Particulier huishouden;51 jaar;Totaal burgerlijke staat;2045;136378
7797;Particulier huishouden;51 jaar;Totaal burgerlijke staat;2046;136976
7798;Particulier huishouden;51 jaar;Totaal burgerlijke staat;2047;134060
7799;Particulier huishouden;51 jaar;Totaal burgerlijke staat;2048;134337
7800;Particulier huishouden;51 jaar;Totaal burgerlijke staat;2049;135074
7801;Particulier huishouden;51 jaar;Totaal burgerlijke staat;2050;139658
7802;Particulier huishouden;51 jaar;Totaal burgerlijke staat;2051;140687
7803;Particulier huishouden;51 jaar;Totaal burgerlijke staat;2052;143085
7804;Particulier huishouden;51 jaar;Totaal burgerlijke staat;2053;141362
7805;Particulier huishouden;51 jaar;Totaal burgerlijke staat;2054;140551
7806;Particulier huishouden;51 jaar;Totaal burgerlijke staat;2055;140086
7807;Particulier huishouden;51 jaar;Totaal burgerlijke staat;2056;136143
7808;Particulier huishouden;51 jaar;Totaal burgerlijke staat;2057;132950
7809;Particulier huishouden;51 jaar;Totaal burgerlijke staat;2058;131996
7810;Particulier huishouden;51 jaar;Totaal burgerlijke staat;2059;129814
7811;Particulier huishouden;51 jaar;Totaal burgerlijke staat;2060;132163
7812;Particulier huishouden;51 jaar;Ongehuwd;2019;40928
7813;Particulier huishouden;51 jaar;Ongehuwd;2020;43258
7814;Particulier huishouden;51 jaar;Ongehuwd;2021;47886
7815;Particulier huishouden;51 jaar;Ongehuwd;2022;48548
7816;Particulier huishouden;51 jaar;Ongehuwd;2023;48434
7817;Particulier huishouden;51 jaar;Ongehuwd;2024;48036
7818;Particulier huishouden;51 jaar;Ongehuwd;2025;45776
7819;Particulier huishouden;51 jaar;Ongehuwd;2026;45670
7820;Particulier huishouden;51 jaar;Ongehuwd;2027;44960
7821;Particulier huishouden;51 jaar;Ongehuwd;2028;45988
7822;Particulier huishouden;51 jaar;Ongehuwd;2029;45802
7823;Particulier huishouden;51 jaar;Ongehuwd;2030;47171
7824;Particulier huishouden;51 jaar;Ongehuwd;2031;47679
7825;Particulier huishouden;51 jaar;Ongehuwd;2032;50056
7826;Particulier huishouden;51 jaar;Ongehuwd;2033;49823
7827;Particulier huishouden;51 jaar;Ongehuwd;2034;49007
7828;Particulier huishouden;51 jaar;Ongehuwd;2035;49245
7829;Particulier huishouden;51 jaar;Ongehuwd;2036;50569
7830;Particulier huishouden;51 jaar;Ongehuwd;2037;51886
7831;Particulier huishouden;51 jaar;Ongehuwd;2038;52959
7832;Particulier huishouden;51 jaar;Ongehuwd;2039;54244
7833;Particulier huishouden;51 jaar;Ongehuwd;2040;54724
7834;Particulier huishouden;51 jaar;Ongehuwd;2041;55663
7835;Particulier huishouden;51 jaar;Ongehuwd;2042;58826
7836;Particulier huishouden;51 jaar;Ongehuwd;2043;59078
7837;Particulier huishouden;51 jaar;Ongehuwd;2044;59041
7838;Particulier huishouden;51 jaar;Ongehuwd;2045;58768
7839;Particulier huishouden;51 jaar;Ongehuwd;2046;59116
7840;Particulier huishouden;51 jaar;Ongehuwd;2047;57933
7841;Particulier huishouden;51 jaar;Ongehuwd;2048;58019
7842;Particulier huishouden;51 jaar;Ongehuwd;2049;58402
7843;Particulier huishouden;51 jaar;Ongehuwd;2050;60517
7844;Particulier huishouden;51 jaar;Ongehuwd;2051;60993
7845;Particulier huishouden;51 jaar;Ongehuwd;2052;62163
7846;Particulier huishouden;51 jaar;Ongehuwd;2053;61371
7847;Particulier huishouden;51 jaar;Ongehuwd;2054;61007
7848;Particulier huishouden;51 jaar;Ongehuwd;2055;60801
7849;Particulier huishouden;51 jaar;Ongehuwd;2056;58983
7850;Particulier huishouden;51 jaar;Ongehuwd;2057;57462
7851;Particulier huishouden;51 jaar;Ongehuwd;2058;56989
7852;Particulier huishouden;51 jaar;Ongehuwd;2059;55987
7853;Particulier huishouden;51 jaar;Ongehuwd;2060;57030
7854;Particulier huishouden;51 jaar;Gehuwd;2019;75606
7855;Particulier huishouden;51 jaar;Gehuwd;2020;74805
7856;Particulier huishouden;51 jaar;Gehuwd;2021;76096
7857;Particulier huishouden;51 jaar;Gehuwd;2022;73083
7858;Particulier huishouden;51 jaar;Gehuwd;2023;69232
7859;Particulier huishouden;51 jaar;Gehuwd;2024;64373
7860;Particulier huishouden;51 jaar;Gehuwd;2025;58835
7861;Particulier huishouden;51 jaar;Gehuwd;2026;56164
7862;Particulier huishouden;51 jaar;Gehuwd;2027;53314
7863;Particulier huishouden;51 jaar;Gehuwd;2028;52575
7864;Particulier huishouden;51 jaar;Gehuwd;2029;51559
7865;Particulier huishouden;51 jaar;Gehuwd;2030;52015
7866;Particulier huishouden;51 jaar;Gehuwd;2031;51776
7867;Particulier huishouden;51 jaar;Gehuwd;2032;52994
7868;Particulier huishouden;51 jaar;Gehuwd;2033;51893
7869;Particulier huishouden;51 jaar;Gehuwd;2034;50854
7870;Particulier huishouden;51 jaar;Gehuwd;2035;50411
7871;Particulier huishouden;51 jaar;Gehuwd;2036;51671
7872;Particulier huishouden;51 jaar;Gehuwd;2037;52066
7873;Particulier huishouden;51 jaar;Gehuwd;2038;53297
7874;Particulier huishouden;51 jaar;Gehuwd;2039;53622
7875;Particulier huishouden;51 jaar;Gehuwd;2040;52986
7876;Particulier huishouden;51 jaar;Gehuwd;2041;53383
7877;Particulier huishouden;51 jaar;Gehuwd;2042;54678
7878;Particulier huishouden;51 jaar;Gehuwd;2043;54488
7879;Particulier huishouden;51 jaar;Gehuwd;2044;54051
7880;Particulier huishouden;51 jaar;Gehuwd;2045;53824
7881;Particulier huishouden;51 jaar;Gehuwd;2046;54072
7882;Particulier huishouden;51 jaar;Gehuwd;2047;53132
7883;Particulier huishouden;51 jaar;Gehuwd;2048;53346
7884;Particulier huishouden;51 jaar;Gehuwd;2049;53508
7885;Particulier huishouden;51 jaar;Gehuwd;2050;55075
7886;Particulier huishouden;51 jaar;Gehuwd;2051;55451
7887;Particulier huishouden;51 jaar;Gehuwd;2052;56140
7888;Particulier huishouden;51 jaar;Gehuwd;2053;55558
7889;Particulier huishouden;51 jaar;Gehuwd;2054;55259
7890;Particulier huishouden;51 jaar;Gehuwd;2055;55062
7891;Particulier huishouden;51 jaar;Gehuwd;2056;53691
7892;Particulier huishouden;51 jaar;Gehuwd;2057;52664
7893;Particulier huishouden;51 jaar;Gehuwd;2058;52371
