ID;HerkomstBestemming;Perioden;Arseen_1;Cadmium_2;Chroom_3;Koper_4;Kwik_5;Lood_6;Nikkel_7;Zink_8;ZwareMetaalequivalenten_9;Fosfor_10;Stikstof_11;Nutrientenequivalenten_12
94;7;2005;0;8;0;290;0;145;19;4166;0.3;168487;2737366;442
95;7;2006;0;6;0;289;0;138;17;4327;0.3;154664;2619382;417
96;7;2007;0;5;0;271;0;127;12;3647;0.2;138693;2532082;392
97;7;2008;0;4;0;265;0;122;11;3679;0.2;132427;2503100;383
98;8;1995;0;167;0;10217;0;1880;13609;81141;7.0;2606046;56118958;8218
99;8;1996;0;168;1;10735;0;1911;13935;82113;7.2;1208088;24215880;3630
100;8;1997;0;169;2;11081;0;1942;14262;83084;7.4;2049899;24197052;4470
101;8;1998;0;170;2;11427;0;2005;14915;85028;7.6;5076377;70831348;12160
102;8;1999;0;171;3;11773;0;2067;15568;86971;7.8;3103451;42547791;7358
103;8;2000;0;172;3;11946;0;2192;16874;90857;8.0;2871905;59326310;8805
104;8;2001;0;172;3;11118;0;2046;16325;87676;7.6;2895528;42971435;7193
105;8;2002;0;124;2;10291;0;1900;15777;84494;6.9;2870682;36007836;6471
106;8;2003;0;124;1;9464;0;1754;14680;78130;6.4;1445374;21032710;3549
107;8;2004;0;100;1;8637;0;1609;13583;71766;5.8;1732924;32916639;5025
108;8;2005;0;109;0;7809;0;1463;11389;59038;5.2;1948587;31038537;5052
109;8;2006;0;103;0;8313;0;1505;11378;59471;5.3;1775192;29710085;4746
110;8;2007;0;157;0;12777;0;2011;15550;89627;8.1;2765618;54405163;8206
111;8;2008;0;123;0;9707;0;1687;12912;70714;6.3;2107649;36347344;5742
112;9;1995;0;11;0;531;0;167;505;3452;0.4;147466;2468399;394
113;9;1996;0;11;1;565;0;168;522;3510;0.4;214805;3086059;523
114;9;1997;0;12;1;587;0;170;539;3568;0.4;372484;3252484;698
115;9;1998;0;12;1;609;0;173;573;3685;0.4;974760;10020637;1977
116;9;1999;0;12;2;632;0;176;607;3801;0.4;636645;6285056;1265
117;9;2000;0;12;2;643;0;182;675;4034;0.4;169703;2671600;437
118;9;2001;0;12;2;618;0;176;657;3929;0.4;610611;6364967;1247
119;9;2002;0;16;1;592;0;171;640;3825;0.4;652830;5929079;1246
120;9;2003;0;16;1;567;0;165;605;3616;0.4;152147;2335181;386
121;9;2004;0;18;0;542;0;160;569;3408;0.4;392503;5488790;941
122;9;2005;0;9;0;517;0;154;499;2990;0.3;128693;1623449;291
123;9;2006;0;8;0;538;0;151;497;3150;0.3;114140;1532807;267
124;9;2007;0;11;0;837;0;185;815;5036;0.5;171809;2499850;422
125;9;2008;0;9;0;641;0;162;626;3773;0.4;127652;1770158;305
126;05 Visserij, kweken van vis;1995;0;1;0;2930;0;4;0;2189;1.1;0;0;0
127;05 Visserij, kweken van vis;1996;0;1;0;2922;0;4;0;2181;1.1;0;0;0
128;05 Visserij, kweken van vis;1997;0;1;0;2917;0;4;0;2174;1.1;0;0;0
129;05 Visserij, kweken van vis;1998;0;1;0;2912;0;4;0;2160;1.0;0;0;0
130;05 Visserij, kweken van vis;1999;0;1;0;2907;0;4;0;2145;1.0;0;0;0
131;05 Visserij, kweken van vis;2000;0;1;0;2904;0;3;0;2116;1.0;0;0;0
132;05 Visserij, kweken van vis;2001;0;1;0;2944;0;3;0;2082;1.1;0;0;0
133;05 Visserij, kweken van vis;2002;0;1;0;2983;0;3;0;2047;1.1;0;0;0
134;05 Visserij, kweken van vis;2003;0;1;0;3023;0;3;0;1910;1.1;0;0;0
135;05 Visserij, kweken van vis;2004;0;1;0;3062;0;3;0;1841;1.1;0;0;0
136;05 Visserij, kweken van vis;2005;0;1;0;3102;0;3;0;1733;1.1;0;0;0
137;05 Visserij, kweken van vis;2006;0;1;0;3142;0;3;0;1714;1.1;0;0;0
138;05 Visserij, kweken van vis;2007;0;1;0;3144;0;2;0;1728;1.1;0;0;0
139;05 Visserij, kweken van vis;2008;0;1;0;2702;0;2;0;1486;1.0;0;0;0
140;C Delfstoffenwinning;1995;11;3;39;43;0;45;29;317;0.0;84093;5604;85
141;C Delfstoffenwinning;1996;1;0;83;40;0;35;21;314;0.0;58891;11329;60
142;C Delfstoffenwinning;1997;7;0;112;38;0;28;16;311;0.0;42089;15145;44
143;C Delfstoffenwinning;1998;12;0;142;37;0;22;11;306;0.0;25287;18962;27
144;C Delfstoffenwinning;1999;19;0;171;35;0;15;5;300;0.0;8484;22779;11
145;C Delfstoffenwinning;2000;5;0;185;34;0;11;3;288;0.0;80;24687;3
146;C Delfstoffenwinning;2001;4;0;192;66;0;40;10;331;0.0;422;19726;2
147;C Delfstoffenwinning;2002;13;0;199;97;0;69;16;374;0.1;651;16418;2
148;C Delfstoffenwinning;2003;13;0;226;129;0;98;44;547;0.1;879;13111;2
149;C Delfstoffenwinning;2004;21;13;239;161;1;126;58;633;0.2;993;11457;2
150;C Delfstoffenwinning;2005;9;11;241;192;0;155;121;560;0.2;1208;13973;3
151;C Delfstoffenwinning;2006;7;2;221;118;0;15;46;790;0.1;1152;6649;2
152;C Delfstoffenwinning;2007;3;5;159;64;0;7;22;293;0.1;0;0;0
153;C Delfstoffenwinning;2008;2;1;150;88;0;7;223;303;0.1;0;0;0
154;11 Aardolie- en aardgaswinning;1995;0;0;0;23;0;8;1;63;0.0;9;2579;0
155;11 Aardolie- en aardgaswinning;1996;0;0;0;22;0;8;0;61;0.0;8;6232;1
156;11 Aardolie- en aardgaswinning;1997;0;0;0;21;0;7;0;59;0.0;7;8667;1
157;11 Aardolie- en aardgaswinning;1998;0;0;0;20;0;7;0;54;0.0;5;11102;1
158;11 Aardolie- en aardgaswinning;1999;0;0;0;19;0;7;0;49;0.0;3;13537;1
159;11 Aardolie- en aardgaswinning;2000;0;0;0;18;0;6;0;40;0.0;0;14755;1
160;11 Aardolie- en aardgaswinning;2001;0;0;0;18;0;6;0;46;0.0;0;9721;1
161;11 Aardolie- en aardgaswinning;2002;0;0;0;17;0;6;0;53;0.0;0;6365;1
162;11 Aardolie- en aardgaswinning;2003;1;0;0;17;0;5;0;78;0.0;0;3010;0
163;11 Aardolie- en aardgaswinning;2004;1;0;1;17;0;5;1;91;0.0;0;1332;0
164;11 Aardolie- en aardgaswinning;2005;1;0;0;16;0;5;1;40;0.0;0;564;0
165;11 Aardolie- en aardgaswinning;2006;0;0;0;15;0;5;0;36;0.0;0;0;0
166;11 Aardolie- en aardgaswinning;2007;0;0;0;15;0;4;0;29;0.0;0;0;0
167;11 Aardolie- en aardgaswinning;2008;0;0;0;15;0;4;0;30;0.0;0;0;0
168;1000a Winning van turf,zand,grind,klei;1995;11;3;39;20;0;37;28;254;0.0;84084;3025;84
169;1000a Winning van turf,zand,grind,klei;1996;1;0;83;19;0;27;21;253;0.0;58883;5097;59
170;1000a Winning van turf,zand,grind,klei;1997;7;0;112;18;0;21;16;253;0.0;42082;6478;43
171;1000a Winning van turf,zand,grind,klei;1998;12;0;142;17;0;15;10;252;0.0;25281;7860;26
172;1000a Winning van turf,zand,grind,klei;1999;19;0;171;16;0;8;5;251;0.0;8481;9242;9
173;1000a Winning van turf,zand,grind,klei;2000;5;0;185;16;0;5;3;248;0.0;80;9932;1
174;1000a Winning van turf,zand,grind,klei;2001;4;0;192;48;0;34;10;285;0.0;422;10004;1
175;1000a Winning van turf,zand,grind,klei;2002;13;0;199;80;0;63;16;322;0.1;651;10053;2
176;1000a Winning van turf,zand,grind,klei;2003;12;0;225;112;0;92;43;469;0.1;879;10101;2
177;1000a Winning van turf,zand,grind,klei;2004;21;13;239;144;1;121;57;542;0.2;993;10125;2
178;1000a Winning van turf,zand,grind,klei;2005;8;11;241;176;0;150;120;519;0.2;1208;13409;3
179;1000a Winning van turf,zand,grind,klei;2006;7;2;221;102;0;10;46;754;0.1;1152;6649;2
180;1000a Winning van turf,zand,grind,klei;2007;3;5;159;49;0;3;22;263;0.1;0;0;0
181;1000a Winning van turf,zand,grind,klei;2008;2;1;150;73;0;2;223;273;0.1;0;0;0
182;D Industrie;1995;1837;820;38703;36736;299;12034;33341;85084;31.4;5247197;14565499;6704
183;D Industrie;1996;1767;573;33403;34095;242;9870;28707;79800;26.9;5006913;12868057;6294
184;D Industrie;1997;1807;591;30710;32505;213;8856;25618;76847;25.2;4905773;12385998;6144
185;D Industrie;1998;1772;434;28470;30875;168;7776;22529;71856;22.1;4937510;12067841;6144
186;D Industrie;1999;1805;351;25945;29220;117;6924;19440;66451;19.1;4693860;11755393;5869
187;D Industrie;2000;1800;327;24205;28406;32;6408;17895;56163;15.4;3126976;11397763;4267
188;D Industrie;2001;1490;301;23433;26798;30;5775;17789;57350;14.7;1906159;11558174;3062
189;D Industrie;2002;1271;303;21652;25204;31;5142;17867;58537;14.1;1705024;11725890;2878
190;D Industrie;2003;1260;253;22085;23721;34;4510;18072;63286;13.6;1730654;12022847;2933
191;D Industrie;2004;1255;238;23025;22506;40;3877;17476;65660;13.4;1678254;11274454;2806
192;D Industrie;2005;1059;184;23290;20684;45;3244;16258;45501;12.0;1805826;11808352;2987
193;D Industrie;2006;844;180;23971;17529;38;2953;16756;36056;10.4;1578220;10906329;2669
194;D Industrie;2007;1082;345;21492;15907;29;2502;15802;28186;10.0;1470814;10497904;2521
195;D Industrie;2008;1087;353;20972;14224;22;2640;14834;31917;9.4;1612330;9837116;2596
196;DA Voedings- en genotmiddelenindustrie;1995;225;86;3583;3848;11;944;2456;12200;2.7;1826272;5697912;2396
197;DA Voedings- en genotmiddelenindustrie;1996;161;72;3273;3524;10;252;2171;11796;2.4;1728852;5557664;2285
198;DA Voedings- en genotmiddelenindustrie;1997;116;58;3067;3308;9;220;1981;11391;2.2;1663905;5464166;2210
199;DA Voedings- en genotmiddelenindustrie;1998;92;44;2861;3092;7;122;1791;10583;2.0;1598958;5370667;2136
200;DA Voedings- en genotmiddelenindustrie;1999;81;29;2655;2876;5;252;1601;9774;1.7;1534011;5277169;2062
201;DA Voedings- en genotmiddelenindustrie;2000;82;15;2552;2768;1;226;1506;8157;1.4;1501537;5230420;2025
202;DA Voedings- en genotmiddelenindustrie;2001;72;17;2635;2658;1;220;1499;8330;1.4;1388000;5265668;1915
203;DA Voedings- en genotmiddelenindustrie;2002;130;17;2719;2548;1;213;1492;8503;1.4;1312309;5275195;1840
204;DA Voedings- en genotmiddelenindustrie;2003;105;13;2802;2438;1;207;1463;9194;1.3;1236617;5464212;1783
205;DA Voedings- en genotmiddelenindustrie;2004;79;9;2886;2328;1;200;1449;9539;1.3;1198772;4559255;1655
206;DA Voedings- en genotmiddelenindustrie;2005;145;11;2969;2218;1;194;1742;8036;1.2;1394821;4404493;1835
207;DA Voedings- en genotmiddelenindustrie;2006;96;9;2700;1361;1;155;1418;6775;0.9;1137737;4508236;1589
208;DA Voedings- en genotmiddelenindustrie;2007;144;2;2322;793;1;100;1324;3123;0.5;1075855;4625791;1538
209;DA Voedings- en genotmiddelenindustrie;2008;63;5;2329;587;1;84;1293;2136;0.4;1121835;3752664;1497
210;1700a Textiel,kleding en lederindustrie;1995;10;3;3408;3000;0;90;752;4777;1.3;51490;627072;114
211;1700a Textiel,kleding en lederindustrie;1996;1;2;2820;3051;0;114;707;4478;1.3;19496;628019;82
212;1700a Textiel,kleding en lederindustrie;1997;4;0;2428;3085;0;130;677;4178;1.3;2309;628651;65
213;1700a Textiel,kleding en lederindustrie;1998;3;1;2036;3119;0;145;647;3580;1.3;6626;629282;70
214;1700a Textiel,kleding en lederindustrie;1999;4;1;1644;3153;0;161;617;2981;1.2;3928;629914;67
215;1700a Textiel,kleding en lederindustrie;2000;1;0;1448;3170;0;169;602;1783;1.2;9533;630229;73
216;1700a Textiel,kleding en lederindustrie;2001;3;0;1303;2900;0;148;579;1786;1.1;4163;616940;66
217;1700a Textiel,kleding en lederindustrie;2002;5;2;987;2631;0;127;555;1789;1.0;6661;608081;67
218;1700a Textiel,kleding en lederindustrie;2003;12;1;1203;2361;0;106;460;1800;0.9;5925;599221;66
219;1700a Textiel,kleding en lederindustrie;2004;12;1;1167;2092;0;85;412;1805;0.8;6901;594791;66
220;1700a Textiel,kleding en lederindustrie;2005;0;1;963;1822;0;64;283;1774;0.7;8589;386220;47
221;1700a Textiel,kleding en lederindustrie;2006;3;0;776;1329;0;26;365;1329;0.5;9703;410901;51
222;1700a Textiel,kleding en lederindustrie;2007;1;0;552;558;0;3;312;2298;0.3;9692;862018;96
223;1700a Textiel,kleding en lederindustrie;2008;59;1;664;1088;0;14;479;4453;0.6;7308;692037;77
224;21 Papier(waren)- en karton(waren)ind.;1995;4;1;989;1720;3;102;273;5333;0.9;61742;645463;126
225;21 Papier(waren)- en karton(waren)ind.;1996;24;1;859;1437;3;108;301;5061;0.8;61544;568355;118
226;21 Papier(waren)- en karton(waren)ind.;1997;74;2;772;1249;3;112;320;4789;0.7;61412;516949;113
227;21 Papier(waren)- en karton(waren)ind.;1998;83;3;685;1060;3;115;339;4245;0.7;61279;465544;108
228;21 Papier(waren)- en karton(waren)ind.;1999;98;5;598;872;3;119;357;3701;0.6;61147;414138;103
229;21 Papier(waren)- en karton(waren)ind.;2000;87;8;555;778;2;121;367;2613;0.5;61081;388435;100
230;21 Papier(waren)- en karton(waren)ind.;2001;62;8;572;658;3;110;368;2724;0.5;54322;411417;95
231;21 Papier(waren)- en karton(waren)ind.;2002;72;8;589;571;3;99;368;2834;0.5;49815;426738;92
232;21 Papier(waren)- en karton(waren)ind.;2003;57;8;659;552;4;89;372;3275;0.5;45309;442059;90
233;21 Papier(waren)- en karton(waren)ind.;2004;39;8;694;573;4;78;373;3495;0.5;43056;449720;88
234;21 Papier(waren)- en karton(waren)ind.;2005;44;8;779;549;5;67;354;2182;0.5;45804;432434;89
235;21 Papier(waren)- en karton(waren)ind.;2006;41;9;664;807;3;121;448;2257;0.5;40718;480861;89
236;21 Papier(waren)- en karton(waren)ind.;2007;42;56;664;942;1;108;504;2150;0.7;24010;391476;63
237;21 Papier(waren)- en karton(waren)ind.;2008;49;16;525;581;2;73;450;3184;0.5;37166;425002;80
238;22 Uitgeverijen,drukkerijen,reproductie;1995;1;0;1487;250;0;6;720;82;0.1;129;9839;1
239;22 Uitgeverijen,drukkerijen,reproductie;1996;0;0;1482;193;0;6;702;82;0.1;114;7302;1
240;22 Uitgeverijen,drukkerijen,reproductie;1997;0;0;1479;155;0;7;689;82;0.1;105;5610;1
241;22 Uitgeverijen,drukkerijen,reproductie;1998;0;0;1475;117;0;7;677;82;0.1;95;3918;0
242;22 Uitgeverijen,drukkerijen,reproductie;1999;0;0;1472;79;0;8;665;82;0.1;85;2227;0
243;22 Uitgeverijen,drukkerijen,reproductie;2000;0;0;1470;60;0;8;659;82;0.1;80;1381;0
244;22 Uitgeverijen,drukkerijen,reproductie;2001;0;0;1491;56;0;7;657;94;0.1;57;953;0
245;22 Uitgeverijen,drukkerijen,reproductie;2002;0;0;1501;52;0;5;654;105;0.1;41;668;0
246;22 Uitgeverijen,drukkerijen,reproductie;2003;0;0;1502;48;0;4;643;151;0.1;25;383;0
247;22 Uitgeverijen,drukkerijen,reproductie;2004;0;0;1427;44;0;2;638;173;0.1;17;240;0
248;22 Uitgeverijen,drukkerijen,reproductie;2005;0;0;1439;40;0;1;642;28;0.1;17;356;0
249;22 Uitgeverijen,drukkerijen,reproductie;2006;0;0;1454;36;0;1;646;26;0.1;0;312;0
250;22 Uitgeverijen,drukkerijen,reproductie;2007;0;0;1456;2;0;1;647;21;0.1;0;0;0
251;22 Uitgeverijen,drukkerijen,reproductie;2008;0;0;1465;13;0;1;651;20;0.1;0;0;0
252;23 Aardolie-, steenkoolverwerkende ind.;1995;59;1;164;46;15;35;86;955;0.6;5861;352191;41
253;23 Aardolie-, steenkoolverwerkende ind.;1996;34;0;168;737;1;36;159;924;0.3;6707;423274;49
254;23 Aardolie-, steenkoolverwerkende ind.;1997;40;0;171;1198;0;36;208;892;0.4;7271;470664;54
255;23 Aardolie-, steenkoolverwerkende ind.;1998;13;1;174;1659;1;36;257;830;0.6;7834;518053;60
256;23 Aardolie-, steenkoolverwerkende ind.;1999;26;1;177;2120;0;37;305;767;0.8;8398;565442;65
257;23 Aardolie-, steenkoolverwerkende ind.;2000;33;3;179;2351;0;37;330;642;0.8;8680;589137;68
258;23 Aardolie-, steenkoolverwerkende ind.;2001;16;2;220;1894;0;43;408;978;0.7;12306;573723;70
259;23 Aardolie-, steenkoolverwerkende ind.;2002;63;1;261;1437;0;48;487;1315;0.6;15931;563447;72
260;23 Aardolie-, steenkoolverwerkende ind.;2003;83;9;302;981;4;54;801;2661;0.6;30433;553171;86
261;23 Aardolie-, steenkoolverwerkende ind.;2004;311;7;344;524;13;60;958;3335;0.8;37684;548034;92
262;23 Aardolie-, steenkoolverwerkende ind.;2005;119;8;385;67;20;65;725;1216;0.8;50724;506980;101
263;23 Aardolie-, steenkoolverwerkende ind.;2006;95;1;504;110;13;24;1108;1285;0.5;33827;485487;82
264;23 Aardolie-, steenkoolverwerkende ind.;2007;115;2;410;221;16;13;1061;693;0.7;34206;506579;85
265;23 Aardolie-, steenkoolverwerkende ind.;2008;157;5;156;184;7;17;823;1042;0.4;27075;418039;69
266;2410a Basischemie en verv.v. kunstvezels;1995;632;503;7442;8037;212;5194;6224;23332;13.6;3113185;4281371;3541
267;2410a Basischemie en verv.v. kunstvezels;1996;608;300;5195;6996;193;4063;5365;23575;11.5;3012183;3675259;3380
268;2410a Basischemie en verv.v. kunstvezels;1997;593;323;4532;6303;174;3309;4792;23818;10.7;2999755;3271185;3327
269;2410a Basischemie en verv.v. kunstvezels;1998;577;190;4289;5609;137;2555;4219;24303;8.5;3098701;2867110;3385
270;2410a Basischemie en verv.v. kunstvezels;1999;561;130;3760;4916;99;1801;3647;24789;6.7;2929274;2463036;3176
271;2410a Basischemie en verv.v. kunstvezels;2000;554;114;2915;4569;23;1423;3360;25760;4.0;1392548;2260998;1619
272;2410a Basischemie en verv.v. kunstvezels;2001;530;100;3158;4367;21;1432;3180;25969;3.8;301354;2137297;515
273;2410a Basischemie en verv.v. kunstvezels;2002;506;103;2630;4165;20;1440;3183;26178;3.6;178513;2054830;384
274;2410a Basischemie en verv.v. kunstvezels;2003;411;111;2699;3963;18;1449;3090;27015;3.6;267279;1972363;465
275;2410a Basischemie en verv.v. kunstvezels;2004;363;137;2868;3762;16;1457;2345;27434;3.6;245103;1931129;438
276;2410a Basischemie en verv.v. kunstvezels;2005;460;114;3644;3560;14;1466;2146;21034;3.2;174433;2503227;425
277;2410a Basischemie en verv.v. kunstvezels;2006;354;96;3312;2966;14;1008;2592;11362;2.5;170742;1737388;344
278;2410a Basischemie en verv.v. kunstvezels;2007;574;219;2590;1856;6;1110;1956;10791;2.5;141109;1985986;340
279;2410a Basischemie en verv.v. kunstvezels;2008;514;223;2687;2514;8;923;1954;10556;2.8;174565;1833325;358
280;2420a Chemische eindproductenindustrie;1995;23;11;639;518;4;410;549;5076;0.6;78163;477328;126
281;2420a Chemische eindproductenindustrie;1996;17;15;649;477;4;351;588;2395;0.5;77648;598367;137
282;2420a Chemische eindproductenindustrie;1997;19;19;655;450;4;311;614;2045;0.5;77305;679059;145
283;2420a Chemische eindproductenindustrie;1998;25;27;661;423;3;272;640;2261;0.5;76962;759751;153
284;2420a Chemische eindproductenindustrie;1999;29;35;668;396;3;232;665;2063;0.5;76618;840443;161
285;2420a Chemische eindproductenindustrie;2000;24;51;671;382;1;212;678;2189;0.5;76447;880789;165
286;2420a Chemische eindproductenindustrie;2001;26;45;678;378;1;186;658;2168;0.5;71166;960369;167
287;2420a Chemische eindproductenindustrie;2002;21;46;685;374;1;160;638;2147;0.5;67645;1013423;169
288;2420a Chemische eindproductenindustrie;2003;224;32;712;370;1;133;557;2064;0.4;64125;1066477;171
