ID;Producten;Perioden;Beginvoorraad_1;BrutoProductie_2;Ontvangsten_3;UitvoerEntrepotuitvoer_4;Bunkering_5;BinnenlandseAfleveringen_6;Eindvoorraad_7
44;Basisoliën, totaal;2002 1e halfjaar;90650;285202;97995;269352;;140143;64352
45;Basisoliën, totaal;2002 3e kwartaal;64352;142871;58294;135104;;67050;63363
46;Basisoliën, totaal;2002 4e kwartaal;63363;145600;51511;119599;;67309;73566
47;Basisoliën, totaal;2002 2e halfjaar;64352;288471;109805;254703;;134359;73566
48;Basisoliën, totaal;2002;90650;573673;207800;524055;;274502;73566
49;Basisoliën, totaal;2003 1e kwartaal;73566;134533;50294;128759;;66217;63417
50;Basisoliën, totaal;2003 2e kwartaal;63417;148239;51239;140786;;62987;59122
51;Basisoliën, totaal;2003 1e halfjaar;73566;282772;101533;269545;;129204;59122
52;Basisoliën, totaal;2003 3e kwartaal;59122;149036;64853;121090;;63336;88585
53;Basisoliën, totaal;2003 4e kwartaal;88585;98508;46875;110768;;64870;58330
54;Basisoliën, totaal;2003 2e halfjaar;59122;247544;111728;231858;;128206;58330
55;Basisoliën, totaal;2003;73566;530316;213261;501403;;257410;58330
56;Minerale basisoliën;2000 1e kwartaal;66143;142018;76389;128613;;79090;76847
57;Minerale basisoliën;2000 2e kwartaal;76847;154861;74331;140457;;84375;81207
58;Minerale basisoliën;2000 1e halfjaar;66143;296879;150720;269070;;163465;81207
59;Minerale basisoliën;2000 3e kwartaal;81207;150714;56995;132203;;80334;76379
60;Minerale basisoliën;2000 4e kwartaal;76379;144375;73087;131189;;79301;83351
61;Minerale basisoliën;2000 2e halfjaar;81207;295089;130082;263392;;159635;83351
62;Minerale basisoliën;2000;66143;591968;280802;532462;;323100;83351
63;Minerale basisoliën;2001 1e kwartaal;83351;124880;67696;116839;;85882;73206
64;Minerale basisoliën;2001 2e kwartaal;73206;145797;59975;130617;;70317;78044
65;Minerale basisoliën;2001 1e halfjaar;83351;270677;127671;247456;;156199;78044
66;Minerale basisoliën;2001 3e kwartaal;78044;148861;43953;126573;;67651;76634
67;Minerale basisoliën;2001 4e kwartaal;76634;107658;49653;84969;;58707;90269
68;Minerale basisoliën;2001 2e halfjaar;78044;256519;93606;211542;;126358;90269
69;Minerale basisoliën;2001;83351;527196;221277;458998;;282557;90269
70;Minerale basisoliën;2002 1e kwartaal;90269;137281;44047;127978;;68598;75021
71;Minerale basisoliën;2002 2e kwartaal;75021;147921;50873;141374;;68499;63942
72;Minerale basisoliën;2002 1e halfjaar;90269;285202;94920;269352;;137097;63942
73;Minerale basisoliën;2002 3e kwartaal;63942;142871;56429;135104;;65261;62877
74;Minerale basisoliën;2002 4e kwartaal;62877;145600;49905;119599;;65673;73110
75;Minerale basisoliën;2002 2e halfjaar;63942;288471;106334;254703;;130934;73110
76;Minerale basisoliën;2002;90269;573673;201254;524055;;268031;73110
77;Minerale basisoliën;2003 1e kwartaal;73110;134533;48752;128759;;64754;62882
78;Minerale basisoliën;2003 2e kwartaal;62882;148239;48873;140786;;60428;58780
79;Minerale basisoliën;2003 1e halfjaar;73110;282772;97625;269545;;125182;58780
80;Minerale basisoliën;2003 3e kwartaal;58780;149036;63179;121090;;61808;88097
81;Minerale basisoliën;2003 4e kwartaal;88097;98508;45538;110768;;63507;57868
82;Minerale basisoliën;2003 2e halfjaar;58780;247544;108717;231858;;125315;57868
83;Minerale basisoliën;2003;73110;530316;206342;501403;;250497;57868
84;Synthetische basisoliën;2000 1e kwartaal;449;0;1362;0;;1486;325
85;Synthetische basisoliën;2000 2e kwartaal;325;0;1501;0;;1305;521
86;Synthetische basisoliën;2000 1e halfjaar;449;0;2863;0;;2791;521
87;Synthetische basisoliën;2000 3e kwartaal;521;0;1100;0;;1172;449
88;Synthetische basisoliën;2000 4e kwartaal;449;0;1386;0;;1469;366
89;Synthetische basisoliën;2000 2e halfjaar;521;0;2486;0;;2641;366
90;Synthetische basisoliën;2000;449;0;5349;0;;5432;366
91;Synthetische basisoliën;2001 1e kwartaal;366;0;1501;0;;1429;438
92;Synthetische basisoliën;2001 2e kwartaal;438;0;1274;0;;1356;356
93;Synthetische basisoliën;2001 1e halfjaar;366;0;2775;0;;2785;356
94;Synthetische basisoliën;2001 3e kwartaal;356;0;1258;0;;1366;248
95;Synthetische basisoliën;2001 4e kwartaal;248;0;1466;0;;1333;381
96;Synthetische basisoliën;2001 2e halfjaar;356;0;2724;0;;2699;381
97;Synthetische basisoliën;2001;366;0;5499;0;;5484;381
98;Synthetische basisoliën;2002 1e kwartaal;381;0;1484;0;;1464;401
99;Synthetische basisoliën;2002 2e kwartaal;401;0;1591;0;;1582;410
100;Synthetische basisoliën;2002 1e halfjaar;381;0;3075;0;;3046;410
101;Synthetische basisoliën;2002 3e kwartaal;410;0;1865;0;;1789;486
102;Synthetische basisoliën;2002 4e kwartaal;486;0;1606;0;;1636;456
103;Synthetische basisoliën;2002 2e halfjaar;410;0;3471;0;;3425;456
104;Synthetische basisoliën;2002;381;0;6546;0;;6471;456
105;Synthetische basisoliën;2003 1e kwartaal;456;0;1542;0;;1463;535
106;Synthetische basisoliën;2003 2e kwartaal;535;0;2366;0;;2559;342
107;Synthetische basisoliën;2003 1e halfjaar;456;0;3908;0;;4022;342
108;Synthetische basisoliën;2003 3e kwartaal;342;0;1674;0;;1528;488
109;Synthetische basisoliën;2003 4e kwartaal;488;0;1337;0;;1363;462
110;Synthetische basisoliën;2003 2e halfjaar;342;0;3011;0;;2891;462
111;Synthetische basisoliën;2003;456;0;6919;0;;6913;462
112;Additieven;2000 1e kwartaal;5339;40;11497;2751;;9815;4310
113;Additieven;2000 2e kwartaal;4310;21;18512;9621;;8660;4562
114;Additieven;2000 1e halfjaar;5339;61;30009;12372;;18475;4562
115;Additieven;2000 3e kwartaal;4562;0;23350;9553;;13864;4495
116;Additieven;2000 4e kwartaal;4495;0;20012;7279;;12628;4600
117;Additieven;2000 2e halfjaar;4562;0;43362;16832;;26492;4600
118;Additieven;2000;5339;61;73371;29204;;44967;4600
119;Additieven;2001 1e kwartaal;4600;0;20024;6726;;13611;4287
120;Additieven;2001 2e kwartaal;4287;0;17400;12734;;5315;3638
121;Additieven;2001 1e halfjaar;4600;0;37424;19460;;18926;3638
122;Additieven;2001 3e kwartaal;3638;0;19562;10223;;8078;4899
123;Additieven;2001 4e kwartaal;4899;0;21084;9197;;13210;3576
124;Additieven;2001 2e halfjaar;3638;0;40646;19420;;21288;3576
125;Additieven;2001;4600;0;78070;38880;;40214;3576
126;Additieven;2002 1e kwartaal;3576;0;24863;7221;;17371;3847
127;Additieven;2002 2e kwartaal;3847;0;19688;5285;;14287;3963
128;Additieven;2002 1e halfjaar;3576;0;44551;12506;;31658;3963
129;Additieven;2002 3e kwartaal;3963;0;24493;6243;;16690;5523
130;Additieven;2002 4e kwartaal;5523;0;22367;7139;;15189;5562
131;Additieven;2002 2e halfjaar;3963;0;46860;13382;;31879;5562
132;Additieven;2002;3576;0;91411;25888;;63537;5562
133;Additieven;2003 1e kwartaal;5562;0;34594;10335;;27066;2755
134;Additieven;2003 2e kwartaal;2755;0;13933;6429;;5198;5061
135;Additieven;2003 1e halfjaar;5562;0;48527;16764;;32264;5061
136;Additieven;2003 3e kwartaal;5061;0;14496;6881;;8555;4121
137;Additieven;2003 4e kwartaal;4121;0;30636;17190;;14049;3518
138;Additieven;2003 2e halfjaar;5061;0;45132;24071;;22604;3518
139;Additieven;2003;5562;0;93659;40835;;54868;3518
140;Smeeroliën (eindproducten), totaal;2000 1e kwartaal;33027;9017;55072;73052;30591.0;-39493;32966
141;Smeeroliën (eindproducten), totaal;2000 2e kwartaal;32966;9184;60890;73283;40301.0;-44265;33721
142;Smeeroliën (eindproducten), totaal;2000 1e halfjaar;33027;18201;115962;146335;70892.0;-83758;33721
143;Smeeroliën (eindproducten), totaal;2000 3e kwartaal;33721;11740;66913;75141;38549.0;-39415;38099
144;Smeeroliën (eindproducten), totaal;2000 4e kwartaal;38099;23423;65206;75268;41555.0;-33673;43578
145;Smeeroliën (eindproducten), totaal;2000 2e halfjaar;33721;35163;132119;150409;80104.0;-73088;43578
146;Smeeroliën (eindproducten), totaal;2000;33027;53364;248081;296744;150996.0;-156846;43578
147;Smeeroliën (eindproducten), totaal;2001 1e kwartaal;43578;17363;93194;102520;42985.0;-37358;45988
148;Smeeroliën (eindproducten), totaal;2001 2e kwartaal;45988;11946;67335;60774;49688.0;-23654;38461
149;Smeeroliën (eindproducten), totaal;2001 1e halfjaar;43578;29309;160529;163294;92673.0;-61012;38461
150;Smeeroliën (eindproducten), totaal;2001 3e kwartaal;38461;8045;97954;88210;41782.0;-26554;41022
151;Smeeroliën (eindproducten), totaal;2001 4e kwartaal;41022;15707;107467;98529;37488.0;-14847;43026
152;Smeeroliën (eindproducten), totaal;2001 2e halfjaar;38461;23752;205421;186739;79270.0;-41401;43026
153;Smeeroliën (eindproducten), totaal;2001;43578;53061;365950;350033;171943.0;-102413;43026
154;Smeeroliën (eindproducten), totaal;2002 1e kwartaal;43026;12471;74248;69025;33949.0;-23722;50493
155;Smeeroliën (eindproducten), totaal;2002 2e kwartaal;50493;8070;69921;73782;27707.0;-18545;45540
156;Smeeroliën (eindproducten), totaal;2002 1e halfjaar;43026;20541;144169;142807;61656.0;-42267;45540
157;Smeeroliën (eindproducten), totaal;2002 3e kwartaal;45540;15113;72413;79889;27718.0;-24908;50367
158;Smeeroliën (eindproducten), totaal;2002 4e kwartaal;50367;11414;66222;80495;28511.0;-29272;48269
159;Smeeroliën (eindproducten), totaal;2002 2e halfjaar;45540;26527;138635;160384;56229.0;-54180;48269
160;Smeeroliën (eindproducten), totaal;2002;43026;47068;282804;303191;117885.0;-96447;48269
161;Smeeroliën (eindproducten), totaal;2003 1e kwartaal;48269;10909;76548;92154;25165.0;-37729;56136
162;Smeeroliën (eindproducten), totaal;2003 2e kwartaal;56136;21370;69165;81793;27318.0;-19721;57281
163;Smeeroliën (eindproducten), totaal;2003 1e halfjaar;48269;32279;145713;173947;52483.0;-57450;57281
164;Smeeroliën (eindproducten), totaal;2003 3e kwartaal;57281;10696;64166;70646;33333.0;-39597;67761
165;Smeeroliën (eindproducten), totaal;2003 4e kwartaal;67761;13716;78053;85207;27945.0;-24097;70475
166;Smeeroliën (eindproducten), totaal;2003 2e halfjaar;57281;24412;142219;155853;61278.0;-63694;70475
167;Smeeroliën (eindproducten), totaal;2003;48269;56691;287932;329800;113761.0;-121144;70475
168;Minerale smeeroliën;2000 1e kwartaal;30328;9017;50298;64470;30464.0;-35554;30263
169;Minerale smeeroliën;2000 2e kwartaal;30263;9184;57468;62822;39960.0;-37367;31500
170;Minerale smeeroliën;2000 1e halfjaar;30328;18201;107766;127292;70424.0;-72921;31500
171;Minerale smeeroliën;2000 3e kwartaal;31500;11723;63015;64604;38161.0;-32458;35931
172;Minerale smeeroliën;2000 4e kwartaal;35931;23363;61993;64948;41187.0;-26483;41635
173;Minerale smeeroliën;2000 2e halfjaar;31500;35086;125008;129552;79348.0;-58941;41635
174;Minerale smeeroliën;2000;30328;53287;232774;256844;149772.0;-131862;41635
175;Minerale smeeroliën;2001 1e kwartaal;41635;17346;90050;94094;42591.0;-31698;44044
176;Minerale smeeroliën;2001 2e kwartaal;44044;11946;64171;52849;49284.0;-18307;36335
177;Minerale smeeroliën;2001 1e halfjaar;41635;29292;154221;146943;91875.0;-50005;36335
178;Minerale smeeroliën;2001 3e kwartaal;36335;8045;95134;77929;41702.0;-18934;38817
179;Minerale smeeroliën;2001 4e kwartaal;38817;15707;102134;89883;36378.0;-10233;40630
180;Minerale smeeroliën;2001 2e halfjaar;36335;23752;197268;167812;78080.0;-29167;40630
181;Minerale smeeroliën;2001;41635;53044;351489;314755;169955.0;-79172;40630
182;Minerale smeeroliën;2002 1e kwartaal;40630;12471;70016;58975;33828.0;-17287;47601
183;Minerale smeeroliën;2002 2e kwartaal;47601;8070;65976;62301;27589.0;-10815;42572
184;Minerale smeeroliën;2002 1e halfjaar;40630;20541;135992;121276;61417.0;-28102;42572
185;Minerale smeeroliën;2002 3e kwartaal;42572;15113;68714;69533;27625.0;-18302;47543
186;Minerale smeeroliën;2002 4e kwartaal;47543;11414;61892;70287;28427.0;-23202;45337
187;Minerale smeeroliën;2002 2e halfjaar;42572;26527;130606;139820;56052.0;-41504;45337
188;Minerale smeeroliën;2002;40630;47068;266598;261096;117469.0;-69606;45337
189;Minerale smeeroliën;2003 1e kwartaal;45337;10909;70178;81241;25084.0;-30918;51017
190;Minerale smeeroliën;2003 2e kwartaal;51017;21370;67878;70822;27245.0;-12694;54892
191;Minerale smeeroliën;2003 1e halfjaar;45337;32279;138056;152063;52329.0;-43612;54892
192;Minerale smeeroliën;2003 3e kwartaal;54892;10696;59013;57378;33218.0;-29478;63483
193;Minerale smeeroliën;2003 4e kwartaal;63483;13716;72314;70227;27855.0;-14989;66420
194;Minerale smeeroliën;2003 2e halfjaar;54892;24412;131327;127605;61073.0;-44467;66420
195;Minerale smeeroliën;2003;45337;56691;269383;279668;113402.0;-88079;66420
196;Synthetische smeeroliën;2000 1e kwartaal;2699;0;4774;8582;127.0;-3939;2703
197;Synthetische smeeroliën;2000 2e kwartaal;2703;0;3422;10461;341.0;-6898;2221
198;Synthetische smeeroliën;2000 1e halfjaar;2699;0;8196;19043;468.0;-10837;2221
199;Synthetische smeeroliën;2000 3e kwartaal;2221;17;3898;10537;388.0;-6957;2168
200;Synthetische smeeroliën;2000 4e kwartaal;2168;60;3213;10320;368.0;-7190;1943
201;Synthetische smeeroliën;2000 2e halfjaar;2221;77;7111;20857;756.0;-14147;1943
202;Synthetische smeeroliën;2000;2699;77;15307;39900;1224.0;-24984;1943
203;Synthetische smeeroliën;2001 1e kwartaal;1943;17;3144;8426;394.0;-5660;1944
204;Synthetische smeeroliën;2001 2e kwartaal;1944;0;3164;7925;404.0;-5347;2126
205;Synthetische smeeroliën;2001 1e halfjaar;1943;17;6308;16351;798.0;-11007;2126
206;Synthetische smeeroliën;2001 3e kwartaal;2126;0;2820;10281;80.0;-7620;2205
207;Synthetische smeeroliën;2001 4e kwartaal;2205;0;5333;8646;1110.0;-4614;2396
208;Synthetische smeeroliën;2001 2e halfjaar;2126;0;8153;18927;1190.0;-12234;2396
209;Synthetische smeeroliën;2001;1943;17;14461;35278;1988.0;-23241;2396
210;Synthetische smeeroliën;2002 1e kwartaal;2396;0;4232;10050;121.0;-6435;2892
211;Synthetische smeeroliën;2002 2e kwartaal;2892;0;3945;11481;118.0;-7730;2968
212;Synthetische smeeroliën;2002 1e halfjaar;2396;0;8177;21531;239.0;-14165;2968
213;Synthetische smeeroliën;2002 3e kwartaal;2968;0;3699;10356;93.0;-6606;2824
214;Synthetische smeeroliën;2002 4e kwartaal;2824;0;4330;10208;84.0;-6070;2932
215;Synthetische smeeroliën;2002 2e halfjaar;2968;0;8029;20564;177.0;-12676;2932
216;Synthetische smeeroliën;2002;2396;0;16206;42095;416.0;-26841;2932
217;Synthetische smeeroliën;2003 1e kwartaal;2932;0;6370;10913;81.0;-6811;5119
218;Synthetische smeeroliën;2003 2e kwartaal;5119;0;1287;10971;73.0;-7027;2389
219;Synthetische smeeroliën;2003 1e halfjaar;2932;0;7657;21884;154.0;-13838;2389
220;Synthetische smeeroliën;2003 3e kwartaal;2389;0;5153;13268;115.0;-10119;4278
221;Synthetische smeeroliën;2003 4e kwartaal;4278;0;5739;14980;90.0;-9108;4055
222;Synthetische smeeroliën;2003 2e halfjaar;2389;0;10892;28248;205.0;-19227;4055
223;Synthetische smeeroliën;2003;2932;0;18549;50132;359.0;-33065;4055
224;Smeervetten;2000 1e kwartaal;26169;1538;1124;3703;61.0;2987;22080
225;Smeervetten;2000 2e kwartaal;22080;1040;860;2772;133.0;2169;18906
226;Smeervetten;2000 1e halfjaar;26169;2578;1984;6475;194.0;5156;18906
227;Smeervetten;2000 3e kwartaal;18906;6308;852;2802;95.0;-2772;25941
228;Smeervetten;2000 4e kwartaal;25941;0;1124;2683;143.0;10813;13426
229;Smeervetten;2000 2e halfjaar;18906;6308;1976;5485;238.0;8041;13426
230;Smeervetten;2000;26169;8886;3960;11960;432.0;13197;13426
231;Smeervetten;2001 1e kwartaal;13426;-10570;1013;2484;122.0;-7301;8564
232;Smeervetten;2001 2e kwartaal;8564;-985;775;2691;118.0;-7449;12994
233;Smeervetten;2001 1e halfjaar;13426;-11555;1788;5175;240.0;-14750;12994
234;Smeervetten;2001 3e kwartaal;12994;11555;1309;3067;200.0;11717;10874
235;Smeervetten;2001 4e kwartaal;10874;0;1218;2814;114.0;-213;9377
236;Smeervetten;2001 2e halfjaar;12994;11555;2527;5881;314.0;11504;9377
237;Smeervetten;2001;13426;0;4315;11056;554.0;-3246;9377
238;Smeervetten;2002 1e kwartaal;9377;64;1303;2773;305.0;1008;6658
239;Smeervetten;2002 2e kwartaal;6658;0;1203;3228;147.0;-371;4857
240;Smeervetten;2002 1e halfjaar;9377;64;2506;6001;452.0;637;4857
241;Smeervetten;2002 3e kwartaal;4857;252;1180;3077;75.0;-1975;5112
242;Smeervetten;2002 4e kwartaal;5112;135;1013;3841;82.0;-2807;5144
243;Smeervetten;2002 2e halfjaar;4857;387;2193;6918;157.0;-4782;5144
244;Smeervetten;2002;9377;451;4699;12919;609.0;-4145;5144
245;Smeervetten;2003 1e kwartaal;5144;196;919;2491;57.0;1491;2220
246;Smeervetten;2003 2e kwartaal;2220;184;915;2631;69.0;-1562;2181
247;Smeervetten;2003 1e halfjaar;5144;380;1834;5122;126.0;-71;2181
248;Smeervetten;2003 3e kwartaal;2181;99;801;3187;72.0;-2486;2308
249;Smeervetten;2003 4e kwartaal;2308;29;1306;3225;79.0;-2226;2565
250;Smeervetten;2003 2e halfjaar;2181;128;2107;6412;151.0;-4712;2565
251;Smeervetten;2003;5144;508;3941;11534;277.0;-4783;2565
252;Minerale wassen;2000 1e kwartaal;19378;33106;22992;35972;;21551;17953
253;Minerale wassen;2000 2e kwartaal;17953;35566;19108;41104;;14249;17274
254;Minerale wassen;2000 1e halfjaar;19378;68672;42100;77076;;35800;17274
255;Minerale wassen;2000 3e kwartaal;17274;33218;19215;27768;;23512;18427
256;Minerale wassen;2000 4e kwartaal;18427;24863;35209;20418;;40274;17807
257;Minerale wassen;2000 2e halfjaar;17274;58081;54424;48186;;63786;17807
258;Minerale wassen;2000;19378;126753;96524;125262;;99586;17807
259;Minerale wassen;2001 1e kwartaal;17807;26464;30103;51766;;5554;17054
260;Minerale wassen;2001 2e kwartaal;17054;33684;28902;34155;;23378;22107
261;Minerale wassen;2001 1e halfjaar;17807;60148;59005;85921;;28932;22107
262;Minerale wassen;2001 3e kwartaal;22107;29274;17741;34317;;14296;20509
263;Minerale wassen;2001 4e kwartaal;20509;23037;26187;37296;;8764;23673
264;Minerale wassen;2001 2e halfjaar;22107;52311;43928;71613;;23060;23673
265;Minerale wassen;2001;17807;112459;102933;157534;;51992;23673
266;Minerale wassen;2002 1e kwartaal;23673;31732;17328;50904;;2342;19487
267;Minerale wassen;2002 2e kwartaal;19487;32058;26329;48504;;10533;18837
268;Minerale wassen;2002 1e halfjaar;23673;63790;43657;99408;;12875;18837
269;Minerale wassen;2002 3e kwartaal;18837;30682;20974;47867;;5304;17322
270;Minerale wassen;2002 4e kwartaal;17322;30454;33162;33856;;23893;23189
271;Minerale wassen;2002 2e halfjaar;18837;61136;54136;81723;;29197;23189
272;Minerale wassen;2002;23673;124926;97793;181131;;42072;23189
273;Minerale wassen;2003 1e kwartaal;23189;33178;34506;45627;;21265;23981
274;Minerale wassen;2003 2e kwartaal;23981;34461;21821;46906;;7222;26135
275;Minerale wassen;2003 1e halfjaar;23189;67639;56327;92533;;28487;26135
276;Minerale wassen;2003 3e kwartaal;26135;34200;27335;48928;;9215;29527
277;Minerale wassen;2003 4e kwartaal;29527;24136;25965;48114;;5350;26164
278;Minerale wassen;2003 2e halfjaar;26135;58336;53300;97042;;14565;26164
279;Minerale wassen;2003;23189;125975;109627;189575;;43052;26164
280;Bitumen;2000 1e kwartaal;57371;120181;26312;71055;;93519;39290
281;Bitumen;2000 2e kwartaal;39290;235967;56771;138827;;161056;32145
282;Bitumen;2000 1e halfjaar;57371;356148;83083;209882;;254575;32145
283;Bitumen;2000 3e kwartaal;32145;234290;35125;156100;;110342;35118
284;Bitumen;2000 4e kwartaal;35118;149991;38466;97645;;100500;25430
285;Bitumen;2000 2e halfjaar;32145;384281;73591;253745;;210842;25430
286;Bitumen;2000;57371;740429;156674;463627;;465417;25430
287;Bitumen;2001 1e kwartaal;25430;94932;53756;57817;;85521;30780
288;Bitumen;2001 2e kwartaal;30780;214179;71206;123106;;152106;40953
289;Bitumen;2001 1e halfjaar;25430;309111;124962;180923;;237627;40953
290;Bitumen;2001 3e kwartaal;40953;227375;81534;160399;;160752;28711
291;Bitumen;2001 4e kwartaal;28711;177202;74472;142911;;113339;24135
292;Bitumen;2001 2e halfjaar;40953;404577;156006;303310;;274091;24135
293;Bitumen;2001;25430;713688;280968;484233;;511718;24135
294;Bitumen;2002 1e kwartaal;24135;109481;45678;63763;;77066;38465
295;Bitumen;2002 2e kwartaal;38465;234552;59608;143426;;170227;18972
296;Bitumen;2002 1e halfjaar;24135;344033;105286;207189;;247293;18972
297;Bitumen;2002 3e kwartaal;18972;173488;60362;104276;;133375;15171
298;Bitumen;2002 4e kwartaal;15171;88394;67516;67327;;84431;19323
299;Bitumen;2002 2e halfjaar;18972;261882;127878;171603;;217806;19323
300;Bitumen;2002;24135;605915;233164;378792;;465099;19323
301;Bitumen;2003 1e kwartaal;19323;70139;23220;53133;;25608;33941
302;Bitumen;2003 2e kwartaal;33941;136931;72163;80462;;110266;52307
303;Bitumen;2003 1e halfjaar;19323;207070;95383;133595;;135874;52307
304;Bitumen;2003 3e kwartaal;52307;100304;72983;79540;;98449;47605
305;Bitumen;2003 4e kwartaal;47605;242;67481;34146;;71040;10142
306;Bitumen;2003 2e halfjaar;52307;100546;140464;113686;;169489;10142
307;Bitumen;2003;19323;307616;235847;247281;;305363;10142
