ID;MunicipalWaste;Region;Periods;MixedHouseholdWasteKgPerCapita_1;MixedHouseholdWasteTonnes_2
1557;Organic wet fraction, o/w biogranulate;Neder-Betuwe;2023;;
1558;Organic wet fraction, o/w biogranulate;Nederweert;2023;;
1559;Organic wet fraction, o/w biogranulate;Nieuwegein;2023;0.0;0.0
1560;Organic wet fraction, o/w biogranulate;Nieuwkoop;2023;;
1561;Organic wet fraction, o/w biogranulate;Nijkerk;2023;;
1562;Organic wet fraction, o/w biogranulate;Nijmegen;2023;0.0;0.0
1563;Organic wet fraction, o/w biogranulate;Nissewaard;2023;;
1564;Organic wet fraction, o/w biogranulate;Noardeast-Fryslân;2023;30.1;1379.7
1565;Organic wet fraction, o/w biogranulate;Noord-Beveland;2023;0.0;0.0
1566;Organic wet fraction, o/w biogranulate;Noordenveld;2023;;
1567;Organic wet fraction, o/w biogranulate;Noordoostpolder;2023;;
1568;Organic wet fraction, o/w biogranulate;Noordwijk;2023;;
1569;Organic wet fraction, o/w biogranulate;Nuenen, Gerwen en Nederwetten;2023;;
1570;Organic wet fraction, o/w biogranulate;Nunspeet;2023;29.6;851.6
1571;Organic wet fraction, o/w biogranulate;Oegstgeest;2023;0.0;0.0
1572;Organic wet fraction, o/w biogranulate;Oirschot;2023;;
1573;Organic wet fraction, o/w biogranulate;Oisterwijk;2023;;
1574;Organic wet fraction, o/w biogranulate;Oldambt;2023;;
1575;Organic wet fraction, o/w biogranulate;Oldebroek;2023;22.0;534.3
1576;Organic wet fraction, o/w biogranulate;Oldenzaal;2023;;
1577;Organic wet fraction, o/w biogranulate;Olst-Wijhe;2023;;
1578;Organic wet fraction, o/w biogranulate;Ommen;2023;;
1579;Organic wet fraction, o/w biogranulate;Oost Gelre;2023;;
1580;Organic wet fraction, o/w biogranulate;Oosterhout;2023;;
1581;Organic wet fraction, o/w biogranulate;Ooststellingwerf;2023;20.2;521.7
1582;Organic wet fraction, o/w biogranulate;Oostzaan;2023;;
1583;Organic wet fraction, o/w biogranulate;Opmeer;2023;;
1584;Organic wet fraction, o/w biogranulate;Opsterland;2023;22.9;687.3
1585;Organic wet fraction, o/w biogranulate;Oss;2023;;
1586;Organic wet fraction, o/w biogranulate;Oude IJsselstreek;2023;;
1587;Organic wet fraction, o/w biogranulate;Ouder-Amstel;2023;0.0;0.0
1588;Organic wet fraction, o/w biogranulate;Oudewater;2023;;
1589;Organic wet fraction, o/w biogranulate;Overbetuwe;2023;;
1590;Organic wet fraction, o/w biogranulate;Papendrecht;2023;0.0;0.0
1591;Organic wet fraction, o/w biogranulate;Peel en Maas;2023;;
1592;Organic wet fraction, o/w biogranulate;Pekela;2023;;
1593;Organic wet fraction, o/w biogranulate;Pijnacker-Nootdorp;2023;;
1594;Organic wet fraction, o/w biogranulate;Purmerend;2023;0.0;0.0
1595;Organic wet fraction, o/w biogranulate;Putten;2023;9.5;237.8
1596;Organic wet fraction, o/w biogranulate;Raalte;2023;;
1597;Organic wet fraction, o/w biogranulate;Reimerswaal;2023;;
1598;Organic wet fraction, o/w biogranulate;Renkum;2023;0.0;0.0
1599;Organic wet fraction, o/w biogranulate;Renswoude;2023;0.0;0.0
1600;Organic wet fraction, o/w biogranulate;Reusel-De Mierden;2023;;
1601;Organic wet fraction, o/w biogranulate;Rheden;2023;;
1602;Organic wet fraction, o/w biogranulate;Rhenen;2023;;
1603;Organic wet fraction, o/w biogranulate;Ridderkerk;2023;0.0;0.0
1604;Organic wet fraction, o/w biogranulate;Rijssen-Holten;2023;;
1605;Organic wet fraction, o/w biogranulate;Rijswijk (ZH.);2023;0.0;0.0
1606;Organic wet fraction, o/w biogranulate;Roerdalen;2023;;
1607;Organic wet fraction, o/w biogranulate;Roermond;2023;;
1608;Organic wet fraction, o/w biogranulate;De Ronde Venen;2023;;
1609;Organic wet fraction, o/w biogranulate;Roosendaal;2023;;
1610;Organic wet fraction, o/w biogranulate;Rotterdam;2023;0.0;0.0
1611;Organic wet fraction, o/w biogranulate;Rozendaal;2023;;
1612;Organic wet fraction, o/w biogranulate;Rucphen;2023;;
1613;Organic wet fraction, o/w biogranulate;Schagen;2023;0.0;0.0
1614;Organic wet fraction, o/w biogranulate;Scherpenzeel;2023;;
1615;Organic wet fraction, o/w biogranulate;Schiedam;2023;34.4;2772.0
1616;Organic wet fraction, o/w biogranulate;Schiermonnikoog;2023;56.9;55.9
1617;Organic wet fraction, o/w biogranulate;Schouwen-Duiveland;2023;;
1618;Organic wet fraction, o/w biogranulate;Simpelveld;2023;;
1619;Organic wet fraction, o/w biogranulate;Sint-Michielsgestel;2023;;
1620;Organic wet fraction, o/w biogranulate;Sittard-Geleen;2023;0.0;0.0
1621;Organic wet fraction, o/w biogranulate;Sliedrecht;2023;;
1622;Organic wet fraction, o/w biogranulate;Sluis;2023;;
1623;Organic wet fraction, o/w biogranulate;Smallingerland;2023;0.0;0.0
1624;Organic wet fraction, o/w biogranulate;Soest;2023;0.0;0.0
1625;Organic wet fraction, o/w biogranulate;Someren;2023;;
1626;Organic wet fraction, o/w biogranulate;Son en Breugel;2023;;
1627;Organic wet fraction, o/w biogranulate;Stadskanaal;2023;;
1628;Organic wet fraction, o/w biogranulate;Staphorst;2023;;
1629;Organic wet fraction, o/w biogranulate;Stede Broec;2023;0.0;0.0
1630;Organic wet fraction, o/w biogranulate;Steenbergen;2023;;
1631;Organic wet fraction, o/w biogranulate;Steenwijkerland;2023;;
1632;Organic wet fraction, o/w biogranulate;Stein (L.);2023;0.0;0.0
1633;Organic wet fraction, o/w biogranulate;Stichtse Vecht;2023;;
1634;Organic wet fraction, o/w biogranulate;Súdwest-Fryslân;2023;29.8;2711.0
1635;Organic wet fraction, o/w biogranulate;Terneuzen;2023;0.0;0.0
1636;Organic wet fraction, o/w biogranulate;Terschelling;2023;51.5;254.0
1637;Organic wet fraction, o/w biogranulate;Texel;2023;;
1638;Organic wet fraction, o/w biogranulate;Teylingen;2023;;
1639;Organic wet fraction, o/w biogranulate;Tholen;2023;;
1640;Organic wet fraction, o/w biogranulate;Tiel;2023;;
1641;Organic wet fraction, o/w biogranulate;Tilburg;2023;;
1642;Organic wet fraction, o/w biogranulate;Tubbergen;2023;;
1643;Organic wet fraction, o/w biogranulate;Twenterand;2023;;
1644;Organic wet fraction, o/w biogranulate;Tynaarlo;2023;;
1645;Organic wet fraction, o/w biogranulate;Tytsjerksteradiel;2023;22.4;725.8
1646;Organic wet fraction, o/w biogranulate;Uitgeest;2023;;
1647;Organic wet fraction, o/w biogranulate;Uithoorn;2023;;
1648;Organic wet fraction, o/w biogranulate;Urk;2023;;
1649;Organic wet fraction, o/w biogranulate;Utrecht (municipality);2023;0.0;0.0
1650;Organic wet fraction, o/w biogranulate;Utrechtse Heuvelrug;2023;;
1651;Organic wet fraction, o/w biogranulate;Vaals;2023;;
1652;Organic wet fraction, o/w biogranulate;Valkenburg aan de Geul;2023;;
1653;Organic wet fraction, o/w biogranulate;Valkenswaard;2023;;
1654;Organic wet fraction, o/w biogranulate;Veendam;2023;;
1655;Organic wet fraction, o/w biogranulate;Veenendaal;2023;;
1656;Organic wet fraction, o/w biogranulate;Veere;2023;;
1657;Organic wet fraction, o/w biogranulate;Veldhoven;2023;;
1658;Organic wet fraction, o/w biogranulate;Velsen;2023;0.0;0.0
1659;Organic wet fraction, o/w biogranulate;Venlo;2023;;
1660;Organic wet fraction, o/w biogranulate;Venray;2023;;
1661;Organic wet fraction, o/w biogranulate;Vijfheerenlanden;2023;0.0;0.0
1662;Organic wet fraction, o/w biogranulate;Vlaardingen;2023;41.6;3123.4
1663;Organic wet fraction, o/w biogranulate;Vlieland;2023;74.0;95.5
1664;Organic wet fraction, o/w biogranulate;Vlissingen;2023;;
1665;Organic wet fraction, o/w biogranulate;Voerendaal;2023;;
1666;Organic wet fraction, o/w biogranulate;Voorne aan Zee;2023;;
1667;Organic wet fraction, o/w biogranulate;Voorschoten;2023;;
1668;Organic wet fraction, o/w biogranulate;Voorst;2023;;
1669;Organic wet fraction, o/w biogranulate;Vught;2023;;
1670;Organic wet fraction, o/w biogranulate;Waadhoeke;2023;29.7;1386.5
1671;Organic wet fraction, o/w biogranulate;Waalre;2023;;
1672;Organic wet fraction, o/w biogranulate;Waalwijk;2023;;
1673;Organic wet fraction, o/w biogranulate;Waddinxveen;2023;;
1674;Organic wet fraction, o/w biogranulate;Wageningen;2023;0.0;0.0
1675;Organic wet fraction, o/w biogranulate;Wassenaar;2023;0.0;0.0
1676;Organic wet fraction, o/w biogranulate;Waterland;2023;;
1677;Organic wet fraction, o/w biogranulate;Weert;2023;0.0;0.0
1678;Organic wet fraction, o/w biogranulate;West Betuwe;2023;;
1679;Organic wet fraction, o/w biogranulate;West Maas en Waal;2023;;
1680;Organic wet fraction, o/w biogranulate;Westerkwartier;2023;;
1681;Organic wet fraction, o/w biogranulate;Westerveld;2023;;
1682;Organic wet fraction, o/w biogranulate;Westervoort;2023;;
1683;Organic wet fraction, o/w biogranulate;Westerwolde;2023;27.1;720.0
1684;Organic wet fraction, o/w biogranulate;Westland;2023;0.0;0.0
1685;Organic wet fraction, o/w biogranulate;Weststellingwerf;2023;34.4;911.4
1686;Organic wet fraction, o/w biogranulate;Wierden;2023;;
1687;Organic wet fraction, o/w biogranulate;Wijchen;2023;;
1688;Organic wet fraction, o/w biogranulate;Wijdemeren;2023;;
1689;Organic wet fraction, o/w biogranulate;Wijk bij Duurstede;2023;;
1690;Organic wet fraction, o/w biogranulate;Winterswijk;2023;;
1691;Organic wet fraction, o/w biogranulate;Woensdrecht;2023;;
1692;Organic wet fraction, o/w biogranulate;Woerden;2023;;
1693;Organic wet fraction, o/w biogranulate;De Wolden;2023;;
1694;Organic wet fraction, o/w biogranulate;Wormerland;2023;;
1695;Organic wet fraction, o/w biogranulate;Woudenberg;2023;;
1696;Organic wet fraction, o/w biogranulate;Zaanstad;2023;0.0;0.0
1697;Organic wet fraction, o/w biogranulate;Zaltbommel;2023;;
1698;Organic wet fraction, o/w biogranulate;Zandvoort;2023;0.0;0.0
1699;Organic wet fraction, o/w biogranulate;Zeewolde;2023;;
1700;Organic wet fraction, o/w biogranulate;Zeist;2023;0.0;0.0
1701;Organic wet fraction, o/w biogranulate;Zevenaar;2023;;
1702;Organic wet fraction, o/w biogranulate;Zoetermeer;2023;;
1703;Organic wet fraction, o/w biogranulate;Zoeterwoude;2023;;
1704;Organic wet fraction, o/w biogranulate;Zuidplas;2023;;
1705;Organic wet fraction, o/w biogranulate;Zundert;2023;;
1706;Organic wet fraction, o/w biogranulate;Zutphen;2023;;
1707;Organic wet fraction, o/w biogranulate;Zwartewaterland;2023;;
1708;Organic wet fraction, o/w biogranulate;Zwijndrecht;2023;;
1709;Organic wet fraction, o/w biogranulate;Zwolle;2023;;
1710;Organic wet fraction, o/w digestate;Aa en Hunze;2023;;
1711;Organic wet fraction, o/w digestate;Aalsmeer;2023;0.0;0.0
1712;Organic wet fraction, o/w digestate;Aalten;2023;;
1713;Organic wet fraction, o/w digestate;Achtkarspelen;2023;0.0;0.0
1714;Organic wet fraction, o/w digestate;Alblasserdam;2023;;
1715;Organic wet fraction, o/w digestate;Albrandswaard;2023;0.0;0.0
1716;Organic wet fraction, o/w digestate;Alkmaar;2023;0.0;0.0
1717;Organic wet fraction, o/w digestate;Almelo;2023;;
1718;Organic wet fraction, o/w digestate;Almere;2023;0.0;0.0
1719;Organic wet fraction, o/w digestate;Alphen aan den Rijn;2023;;
1720;Organic wet fraction, o/w digestate;Alphen-Chaam;2023;;
1721;Organic wet fraction, o/w digestate;Altena;2023;;
1722;Organic wet fraction, o/w digestate;Ameland;2023;0.0;0.0
1723;Organic wet fraction, o/w digestate;Amersfoort;2023;;
1724;Organic wet fraction, o/w digestate;Amstelveen;2023;;
1725;Organic wet fraction, o/w digestate;Amsterdam;2023;0.0;0.0
1726;Organic wet fraction, o/w digestate;Apeldoorn;2023;;
1727;Organic wet fraction, o/w digestate;Arnhem;2023;;
1728;Organic wet fraction, o/w digestate;Assen;2023;;
1729;Organic wet fraction, o/w digestate;Asten;2023;;
1730;Organic wet fraction, o/w digestate;Baarle-Nassau;2023;;
1731;Organic wet fraction, o/w digestate;Baarn;2023;0.0;0.0
1732;Organic wet fraction, o/w digestate;Barendrecht;2023;0.0;0.0
1733;Organic wet fraction, o/w digestate;Barneveld;2023;;
1734;Organic wet fraction, o/w digestate;Beek (L.);2023;0.0;0.0
1735;Organic wet fraction, o/w digestate;Beekdaelen;2023;;
1736;Organic wet fraction, o/w digestate;Beesel;2023;;
1737;Organic wet fraction, o/w digestate;Berg en Dal;2023;;
1738;Organic wet fraction, o/w digestate;Bergeijk;2023;;
1739;Organic wet fraction, o/w digestate;Bergen (L.);2023;;
1740;Organic wet fraction, o/w digestate;Bergen (NH.);2023;;
1741;Organic wet fraction, o/w digestate;Bergen op Zoom;2023;;
1742;Organic wet fraction, o/w digestate;Berkelland;2023;;
1743;Organic wet fraction, o/w digestate;Bernheze;2023;;
1744;Organic wet fraction, o/w digestate;Best;2023;;
1745;Organic wet fraction, o/w digestate;Beuningen;2023;;
1746;Organic wet fraction, o/w digestate;Beverwijk;2023;7.0;300.0
1747;Organic wet fraction, o/w digestate;De Bilt;2023;;
1748;Organic wet fraction, o/w digestate;Bladel;2023;;
1749;Organic wet fraction, o/w digestate;Blaricum;2023;;
1750;Organic wet fraction, o/w digestate;Bloemendaal;2023;;
1751;Organic wet fraction, o/w digestate;Bodegraven-Reeuwijk;2023;;
1752;Organic wet fraction, o/w digestate;Boekel;2023;;
1753;Organic wet fraction, o/w digestate;Borger-Odoorn;2023;;
1754;Organic wet fraction, o/w digestate;Borne;2023;;
1755;Organic wet fraction, o/w digestate;Borsele;2023;;
1756;Organic wet fraction, o/w digestate;Boxtel;2023;;
1757;Organic wet fraction, o/w digestate;Breda;2023;;
1758;Organic wet fraction, o/w digestate;Bronckhorst;2023;;
1759;Organic wet fraction, o/w digestate;Brummen;2023;;
1760;Organic wet fraction, o/w digestate;Brunssum;2023;;
1761;Organic wet fraction, o/w digestate;Bunnik;2023;;
1762;Organic wet fraction, o/w digestate;Bunschoten;2023;0.0;0.0
1763;Organic wet fraction, o/w digestate;Buren;2023;;
1764;Organic wet fraction, o/w digestate;Capelle aan den IJssel;2023;0.0;0.0
1765;Organic wet fraction, o/w digestate;Castricum;2023;;
1766;Organic wet fraction, o/w digestate;Coevorden;2023;;
1767;Organic wet fraction, o/w digestate;Cranendonck;2023;;
1768;Organic wet fraction, o/w digestate;Culemborg;2023;;
1769;Organic wet fraction, o/w digestate;Dalfsen;2023;;
1770;Organic wet fraction, o/w digestate;Dantumadiel;2023;0.0;0.0
1771;Organic wet fraction, o/w digestate;Delft;2023;0.0;0.0
1772;Organic wet fraction, o/w digestate;Deurne;2023;;
1773;Organic wet fraction, o/w digestate;Deventer;2023;;
1774;Organic wet fraction, o/w digestate;Diemen;2023;;
1775;Organic wet fraction, o/w digestate;Dijk en Waard;2023;0.0;0.0
1776;Organic wet fraction, o/w digestate;Dinkelland;2023;;
1777;Organic wet fraction, o/w digestate;Doesburg;2023;;
1778;Organic wet fraction, o/w digestate;Doetinchem;2023;;
1779;Organic wet fraction, o/w digestate;Dongen;2023;;
1780;Organic wet fraction, o/w digestate;Dordrecht;2023;;
1781;Organic wet fraction, o/w digestate;Drechterland;2023;;
1782;Organic wet fraction, o/w digestate;Drimmelen;2023;;
1783;Organic wet fraction, o/w digestate;Dronten;2023;;
1784;Organic wet fraction, o/w digestate;Druten;2023;;
1785;Organic wet fraction, o/w digestate;Duiven;2023;;
1786;Organic wet fraction, o/w digestate;Echt-Susteren;2023;;
1787;Organic wet fraction, o/w digestate;Edam-Volendam;2023;;
1788;Organic wet fraction, o/w digestate;Ede;2023;;
1789;Organic wet fraction, o/w digestate;Eemnes;2023;;
1790;Organic wet fraction, o/w digestate;Eemsdelta;2023;0.0;0.0
1791;Organic wet fraction, o/w digestate;Eersel;2023;;
1792;Organic wet fraction, o/w digestate;Eijsden-Margraten;2023;;
1793;Organic wet fraction, o/w digestate;Eindhoven;2023;;
1794;Organic wet fraction, o/w digestate;Elburg;2023;0.0;0.0
1795;Organic wet fraction, o/w digestate;Emmen;2023;;
1796;Organic wet fraction, o/w digestate;Enkhuizen;2023;;
1797;Organic wet fraction, o/w digestate;Enschede;2023;;
1798;Organic wet fraction, o/w digestate;Epe;2023;;
1799;Organic wet fraction, o/w digestate;Ermelo;2023;0.0;0.0
1800;Organic wet fraction, o/w digestate;Etten-Leur;2023;;
1801;Organic wet fraction, o/w digestate;De Fryske Marren;2023;0.0;0.0
1802;Organic wet fraction, o/w digestate;Geertruidenberg;2023;;
1803;Organic wet fraction, o/w digestate;Geldrop-Mierlo;2023;;
1804;Organic wet fraction, o/w digestate;Gemert-Bakel;2023;;
1805;Organic wet fraction, o/w digestate;Gennep;2023;;
1806;Organic wet fraction, o/w digestate;Gilze en Rijen;2023;;
1807;Organic wet fraction, o/w digestate;Goeree-Overflakkee;2023;;
1808;Organic wet fraction, o/w digestate;Goes;2023;;
1809;Organic wet fraction, o/w digestate;Goirle;2023;;
1810;Organic wet fraction, o/w digestate;Gooise Meren;2023;;
1811;Organic wet fraction, o/w digestate;Gorinchem;2023;0.0;0.0
1812;Organic wet fraction, o/w digestate;Gouda;2023;;
1813;Organic wet fraction, o/w digestate;'s-Gravenhage (municipality);2023;0.0;0.0
1814;Organic wet fraction, o/w digestate;Groningen (municipality);2023;0.0;0.0
1815;Organic wet fraction, o/w digestate;Gulpen-Wittem;2023;;
1816;Organic wet fraction, o/w digestate;Haaksbergen;2023;;
1817;Organic wet fraction, o/w digestate;Haarlem;2023;0.0;0.0
1818;Organic wet fraction, o/w digestate;Haarlemmermeer;2023;;
1819;Organic wet fraction, o/w digestate;Halderberge;2023;;
1820;Organic wet fraction, o/w digestate;Hardenberg;2023;;
1821;Organic wet fraction, o/w digestate;Harderwijk;2023;0.0;0.0
1822;Organic wet fraction, o/w digestate;Hardinxveld-Giessendam;2023;0.0;0.0
1823;Organic wet fraction, o/w digestate;Harlingen;2023;0.0;0.0
1824;Organic wet fraction, o/w digestate;Hattem;2023;;
1825;Organic wet fraction, o/w digestate;Heemskerk;2023;0.0;0.0
1826;Organic wet fraction, o/w digestate;Heemstede;2023;;
1827;Organic wet fraction, o/w digestate;Heerde;2023;;
1828;Organic wet fraction, o/w digestate;Heerenveen;2023;0.0;0.0
1829;Organic wet fraction, o/w digestate;Heerlen;2023;;
1830;Organic wet fraction, o/w digestate;Heeze-Leende;2023;;
1831;Organic wet fraction, o/w digestate;Heiloo;2023;;
1832;Organic wet fraction, o/w digestate;Den Helder;2023;;
1833;Organic wet fraction, o/w digestate;Hellendoorn;2023;;
1834;Organic wet fraction, o/w digestate;Helmond;2023;;
1835;Organic wet fraction, o/w digestate;Hendrik-Ido-Ambacht;2023;;
1836;Organic wet fraction, o/w digestate;Hengelo (O.);2023;;
1837;Organic wet fraction, o/w digestate;'s-Hertogenbosch;2023;;
1838;Organic wet fraction, o/w digestate;Heumen;2023;;
1839;Organic wet fraction, o/w digestate;Heusden;2023;;
1840;Organic wet fraction, o/w digestate;Hillegom;2023;;
1841;Organic wet fraction, o/w digestate;Hilvarenbeek;2023;;
1842;Organic wet fraction, o/w digestate;Hilversum;2023;;
1843;Organic wet fraction, o/w digestate;Hoeksche Waard;2023;;
1844;Organic wet fraction, o/w digestate;Hof van Twente;2023;;
1845;Organic wet fraction, o/w digestate;Het Hogeland;2023;26.3;1268.5
1846;Organic wet fraction, o/w digestate;Hollands Kroon;2023;;
1847;Organic wet fraction, o/w digestate;Hoogeveen;2023;;
1848;Organic wet fraction, o/w digestate;Hoorn;2023;;
1849;Organic wet fraction, o/w digestate;Horst aan de Maas;2023;;
1850;Organic wet fraction, o/w digestate;Houten;2023;0.0;0.0
1851;Organic wet fraction, o/w digestate;Huizen;2023;;
1852;Organic wet fraction, o/w digestate;Hulst;2023;;
1853;Organic wet fraction, o/w digestate;IJsselstein;2023;;
1854;Organic wet fraction, o/w digestate;Kaag en Braassem;2023;;
1855;Organic wet fraction, o/w digestate;Kampen;2023;;
1856;Organic wet fraction, o/w digestate;Kapelle;2023;;
1857;Organic wet fraction, o/w digestate;Katwijk;2023;;
1858;Organic wet fraction, o/w digestate;Kerkrade;2023;;
1859;Organic wet fraction, o/w digestate;Koggenland;2023;0.0;0.0
1860;Organic wet fraction, o/w digestate;Krimpen aan den IJssel;2023;;
1861;Organic wet fraction, o/w digestate;Krimpenerwaard;2023;;
1862;Organic wet fraction, o/w digestate;Laarbeek;2023;;
1863;Organic wet fraction, o/w digestate;Land van Cuijk;2023;;
1864;Organic wet fraction, o/w digestate;Landgraaf;2023;;
1865;Organic wet fraction, o/w digestate;Landsmeer;2023;0.0;0.0
1866;Organic wet fraction, o/w digestate;Lansingerland;2023;;
1867;Organic wet fraction, o/w digestate;Laren (NH.);2023;;
1868;Organic wet fraction, o/w digestate;Leeuwarden;2023;0.0;0.0
1869;Organic wet fraction, o/w digestate;Leiden;2023;0.0;0.0
1870;Organic wet fraction, o/w digestate;Leiderdorp;2023;0.0;0.0
1871;Organic wet fraction, o/w digestate;Leidschendam-Voorburg;2023;0.0;0.0
1872;Organic wet fraction, o/w digestate;Lelystad;2023;;
1873;Organic wet fraction, o/w digestate;Leudal;2023;;
1874;Organic wet fraction, o/w digestate;Leusden;2023;;
1875;Organic wet fraction, o/w digestate;Lingewaard;2023;;
1876;Organic wet fraction, o/w digestate;Lisse;2023;;
1877;Organic wet fraction, o/w digestate;Lochem;2023;;
1878;Organic wet fraction, o/w digestate;Loon op Zand;2023;;
1879;Organic wet fraction, o/w digestate;Lopik;2023;;
1880;Organic wet fraction, o/w digestate;Losser;2023;;
1881;Organic wet fraction, o/w digestate;Maasdriel;2023;;
1882;Organic wet fraction, o/w digestate;Maasgouw;2023;;
1883;Organic wet fraction, o/w digestate;Maashorst;2023;;
1884;Organic wet fraction, o/w digestate;Maassluis;2023;;
1885;Organic wet fraction, o/w digestate;Maastricht;2023;;
1886;Organic wet fraction, o/w digestate;Medemblik;2023;0.0;0.0
1887;Organic wet fraction, o/w digestate;Meerssen;2023;;
1888;Organic wet fraction, o/w digestate;Meierijstad;2023;;
1889;Organic wet fraction, o/w digestate;Meppel;2023;;
1890;Organic wet fraction, o/w digestate;Middelburg (Z.);2023;;
1891;Organic wet fraction, o/w digestate;Midden-Delfland;2023;;
1892;Organic wet fraction, o/w digestate;Midden-Drenthe;2023;;
1893;Organic wet fraction, o/w digestate;Midden-Groningen;2023;;
1894;Organic wet fraction, o/w digestate;Moerdijk;2023;;
1895;Organic wet fraction, o/w digestate;Molenlanden;2023;0.0;0.0
1896;Organic wet fraction, o/w digestate;Montferland;2023;;
1897;Organic wet fraction, o/w digestate;Montfoort;2023;;
1898;Organic wet fraction, o/w digestate;Mook en Middelaar;2023;;
1899;Organic wet fraction, o/w digestate;Neder-Betuwe;2023;;
1900;Organic wet fraction, o/w digestate;Nederweert;2023;;
1901;Organic wet fraction, o/w digestate;Nieuwegein;2023;0.0;0.0
1902;Organic wet fraction, o/w digestate;Nieuwkoop;2023;;
1903;Organic wet fraction, o/w digestate;Nijkerk;2023;;
1904;Organic wet fraction, o/w digestate;Nijmegen;2023;0.0;0.0
1905;Organic wet fraction, o/w digestate;Nissewaard;2023;;
1906;Organic wet fraction, o/w digestate;Noardeast-Fryslân;2023;0.0;0.0
1907;Organic wet fraction, o/w digestate;Noord-Beveland;2023;0.0;0.0
1908;Organic wet fraction, o/w digestate;Noordenveld;2023;;
1909;Organic wet fraction, o/w digestate;Noordoostpolder;2023;;
1910;Organic wet fraction, o/w digestate;Noordwijk;2023;;
1911;Organic wet fraction, o/w digestate;Nuenen, Gerwen en Nederwetten;2023;;
1912;Organic wet fraction, o/w digestate;Nunspeet;2023;0.0;0.0
1913;Organic wet fraction, o/w digestate;Oegstgeest;2023;0.0;0.0
1914;Organic wet fraction, o/w digestate;Oirschot;2023;;
1915;Organic wet fraction, o/w digestate;Oisterwijk;2023;;
1916;Organic wet fraction, o/w digestate;Oldambt;2023;;
1917;Organic wet fraction, o/w digestate;Oldebroek;2023;0.0;0.0
1918;Organic wet fraction, o/w digestate;Oldenzaal;2023;;
1919;Organic wet fraction, o/w digestate;Olst-Wijhe;2023;;
1920;Organic wet fraction, o/w digestate;Ommen;2023;;
1921;Organic wet fraction, o/w digestate;Oost Gelre;2023;;
1922;Organic wet fraction, o/w digestate;Oosterhout;2023;;
1923;Organic wet fraction, o/w digestate;Ooststellingwerf;2023;0.0;0.0
1924;Organic wet fraction, o/w digestate;Oostzaan;2023;;
1925;Organic wet fraction, o/w digestate;Opmeer;2023;;
1926;Organic wet fraction, o/w digestate;Opsterland;2023;0.0;0.0
1927;Organic wet fraction, o/w digestate;Oss;2023;;
1928;Organic wet fraction, o/w digestate;Oude IJsselstreek;2023;;
1929;Organic wet fraction, o/w digestate;Ouder-Amstel;2023;0.0;0.0
1930;Organic wet fraction, o/w digestate;Oudewater;2023;;
1931;Organic wet fraction, o/w digestate;Overbetuwe;2023;;
1932;Organic wet fraction, o/w digestate;Papendrecht;2023;0.0;0.0
1933;Organic wet fraction, o/w digestate;Peel en Maas;2023;;
1934;Organic wet fraction, o/w digestate;Pekela;2023;;
1935;Organic wet fraction, o/w digestate;Pijnacker-Nootdorp;2023;;
1936;Organic wet fraction, o/w digestate;Purmerend;2023;0.0;0.0
1937;Organic wet fraction, o/w digestate;Putten;2023;0.0;0.0
1938;Organic wet fraction, o/w digestate;Raalte;2023;;
1939;Organic wet fraction, o/w digestate;Reimerswaal;2023;;
1940;Organic wet fraction, o/w digestate;Renkum;2023;0.0;0.0
1941;Organic wet fraction, o/w digestate;Renswoude;2023;0.0;0.0
1942;Organic wet fraction, o/w digestate;Reusel-De Mierden;2023;;
1943;Organic wet fraction, o/w digestate;Rheden;2023;;
1944;Organic wet fraction, o/w digestate;Rhenen;2023;;
1945;Organic wet fraction, o/w digestate;Ridderkerk;2023;0.0;0.0
1946;Organic wet fraction, o/w digestate;Rijssen-Holten;2023;;
1947;Organic wet fraction, o/w digestate;Rijswijk (ZH.);2023;0.0;0.0
1948;Organic wet fraction, o/w digestate;Roerdalen;2023;;
1949;Organic wet fraction, o/w digestate;Roermond;2023;;
1950;Organic wet fraction, o/w digestate;De Ronde Venen;2023;;
1951;Organic wet fraction, o/w digestate;Roosendaal;2023;;
1952;Organic wet fraction, o/w digestate;Rotterdam;2023;0.0;0.0
1953;Organic wet fraction, o/w digestate;Rozendaal;2023;;
1954;Organic wet fraction, o/w digestate;Rucphen;2023;;
1955;Organic wet fraction, o/w digestate;Schagen;2023;0.0;0.0
1956;Organic wet fraction, o/w digestate;Scherpenzeel;2023;;
1957;Organic wet fraction, o/w digestate;Schiedam;2023;0.0;0.0
1958;Organic wet fraction, o/w digestate;Schiermonnikoog;2023;0.0;0.0
1959;Organic wet fraction, o/w digestate;Schouwen-Duiveland;2023;;
1960;Organic wet fraction, o/w digestate;Simpelveld;2023;;
1961;Organic wet fraction, o/w digestate;Sint-Michielsgestel;2023;;
1962;Organic wet fraction, o/w digestate;Sittard-Geleen;2023;0.0;0.0
1963;Organic wet fraction, o/w digestate;Sliedrecht;2023;;
1964;Organic wet fraction, o/w digestate;Sluis;2023;;
1965;Organic wet fraction, o/w digestate;Smallingerland;2023;0.0;0.0
1966;Organic wet fraction, o/w digestate;Soest;2023;0.0;0.0
1967;Organic wet fraction, o/w digestate;Someren;2023;;
1968;Organic wet fraction, o/w digestate;Son en Breugel;2023;;
1969;Organic wet fraction, o/w digestate;Stadskanaal;2023;;
1970;Organic wet fraction, o/w digestate;Staphorst;2023;;
