ID;RegioS;Perioden;TotaleWoningvoorraad_1;AantalBewoondeWoningen_2;TotaalAantal_3;Leegstand_4;AnderGebruik_5;BewoondeWoningen_6;TotaalRelatief_7;Leegstand_8;AnderGebruik_9
1378;Den Helder;2011;26965.0;24633.0;2332.0;2067.0;265.0;91.4;8.6;7.7;1.0
1379;Den Helder;2012;27064.0;25406.0;1658.0;1440.0;218.0;93.9;6.1;5.3;0.8
1380;Hellendoorn;2008;13874.0;13466.0;408.0;370.0;38.0;97.1;2.9;2.7;0.3
1381;Hellendoorn;2009;13999.0;13528.0;471.0;421.0;50.0;96.6;3.4;3.0;0.4
1382;Hellendoorn;2010;14021.0;13527.0;494.0;449.0;45.0;96.5;3.5;3.2;0.3
1383;Hellendoorn;2011;14123.0;13551.0;572.0;484.0;88.0;95.9;4.1;3.4;0.6
1384;Hellendoorn;2012;14291.0;13586.0;705.0;668.0;37.0;95.1;4.9;4.7;0.3
1385;Hellevoetsluis;2008;16564.0;16104.0;460.0;390.0;70.0;97.2;2.8;2.4;0.4
1386;Hellevoetsluis;2009;16765.0;16234.0;531.0;437.0;94.0;96.8;3.2;2.6;0.6
1387;Hellevoetsluis;2010;16968.0;16416.0;552.0;488.0;64.0;96.7;3.3;2.9;0.4
1388;Hellevoetsluis;2011;16910.0;16478.0;432.0;376.0;56.0;97.4;2.6;2.2;0.3
1389;Hellevoetsluis;2012;16958.0;16453.0;505.0;446.0;59.0;97.0;3.0;2.6;0.3
1390;Helmond;2008;37346.0;35845.0;1501.0;1285.0;216.0;96.0;4.0;3.4;0.6
1391;Helmond;2009;37693.0;36309.0;1384.0;1142.0;242.0;96.3;3.7;3.0;0.6
1392;Helmond;2010;37871.0;36578.0;1293.0;994.0;299.0;96.6;3.4;2.6;0.8
1393;Helmond;2011;37987.0;36684.0;1303.0;1068.0;235.0;96.6;3.4;2.8;0.6
1394;Helmond;2012;38164.0;36869.0;1295.0;1068.0;227.0;96.6;3.4;2.8;0.6
1395;Hendrik-Ido-Ambacht;2008;9575.0;9289.0;286.0;239.0;47.0;97.0;3.0;2.5;0.5
1396;Hendrik-Ido-Ambacht;2009;10287.0;9781.0;506.0;370.0;136.0;95.1;4.9;3.6;1.3
1397;Hendrik-Ido-Ambacht;2010;10709.0;10327.0;382.0;302.0;80.0;96.4;3.6;2.8;0.7
1398;Hendrik-Ido-Ambacht;2011;11148.0;10686.0;462.0;388.0;74.0;95.9;4.1;3.5;0.7
1399;Hendrik-Ido-Ambacht;2012;11305.0;10917.0;388.0;324.0;64.0;96.6;3.4;2.9;0.6
1400;Hengelo;2008;36619.0;34945.0;1674.0;1501.0;173.0;95.4;4.6;4.1;0.5
1401;Hengelo;2009;36731.0;34937.0;1794.0;1570.0;224.0;95.1;4.9;4.3;0.6
1402;Hengelo;2010;36779.0;34878.0;1901.0;1683.0;218.0;94.8;5.2;4.6;0.6
1403;Hengelo;2011;36300.0;34923.0;1377.0;1199.0;178.0;96.2;3.8;3.3;0.5
1404;Hengelo;2012;36636.0;34989.0;1647.0;1484.0;163.0;95.5;4.5;4.1;0.4
1405;'s-Hertogenbosch;2008;60332.0;57935.0;2397.0;1983.0;414.0;96.0;4.0;3.3;0.7
1406;'s-Hertogenbosch;2009;61236.0;58953.0;2283.0;1750.0;533.0;96.3;3.7;2.9;0.9
1407;'s-Hertogenbosch;2010;62526.0;60023.0;2503.0;1879.0;624.0;96.0;4.0;3.0;1.0
1408;'s-Hertogenbosch;2011;63252.0;60685.0;2567.0;2083.0;484.0;95.9;4.1;3.3;0.8
1409;'s-Hertogenbosch;2012;63523.0;61122.0;2401.0;1963.0;438.0;96.2;3.8;3.1;0.7
1410;Heumen;2008;6520.0;6371.0;149.0;129.0;20.0;97.7;2.3;2.0;0.3
1411;Heumen;2009;6581.0;6416.0;165.0;144.0;21.0;97.5;2.5;2.2;0.3
1412;Heumen;2010;6652.0;6496.0;156.0;134.0;22.0;97.7;2.3;2.0;0.3
1413;Heumen;2011;6646.0;6471.0;175.0;130.0;45.0;97.4;2.6;2.0;0.7
1414;Heumen;2012;6711.0;6493.0;218.0;197.0;21.0;96.8;3.2;2.9;0.3
1415;Heusden;2008;16925.0;16138.0;787.0;625.0;162.0;95.4;4.6;3.7;1.0
1416;Heusden;2009;16981.0;16194.0;787.0;617.0;170.0;95.4;4.6;3.6;1.0
1417;Heusden;2010;16985.0;16208.0;777.0;609.0;168.0;95.4;4.6;3.6;1.0
1418;Heusden;2011;16971.0;16225.0;746.0;578.0;168.0;95.6;4.4;3.4;1.0
1419;Heusden;2012;17138.0;16403.0;735.0;566.0;169.0;95.7;4.3;3.3;1.0
1420;Heythuysen;2008;;;;;;;;;
1421;Heythuysen;2009;;;;;;;;;
1422;Heythuysen;2010;;;;;;;;;
1423;Heythuysen;2011;;;;;;;;;
1424;Heythuysen;2012;;;;;;;;;
1425;Hillegom;2008;8632.0;8269.0;363.0;275.0;88.0;95.8;4.2;3.2;1.0
1426;Hillegom;2009;8758.0;8392.0;366.0;271.0;95.0;95.8;4.2;3.1;1.1
1427;Hillegom;2010;8885.0;8472.0;413.0;312.0;101.0;95.4;4.6;3.5;1.1
1428;Hillegom;2011;8893.0;8516.0;377.0;272.0;105.0;95.8;4.2;3.1;1.2
1429;Hillegom;2012;9032.0;8603.0;429.0;330.0;99.0;95.3;4.7;3.7;1.1
1430;Hilvarenbeek;2008;5862.0;5642.0;220.0;165.0;55.0;96.2;3.8;2.8;0.9
1431;Hilvarenbeek;2009;5878.0;5644.0;234.0;174.0;60.0;96.0;4.0;3.0;1.0
1432;Hilvarenbeek;2010;5932.0;5654.0;278.0;197.0;81.0;95.3;4.7;3.3;1.4
1433;Hilvarenbeek;2011;5912.0;5640.0;272.0;194.0;78.0;95.4;4.6;3.3;1.3
1434;Hilvarenbeek;2012;5935.0;5661.0;274.0;208.0;66.0;95.4;4.6;3.5;1.1
1435;Hilversum;2008;38768.0;36375.0;2393.0;2023.0;370.0;93.8;6.2;5.2;1.0
1436;Hilversum;2009;38765.0;36362.0;2403.0;2005.0;398.0;93.8;6.2;5.2;1.0
1437;Hilversum;2010;38830.0;36251.0;2579.0;2083.0;496.0;93.4;6.6;5.4;1.3
1438;Hilversum;2011;38827.0;36409.0;2418.0;1936.0;482.0;93.8;6.2;5.0;1.2
1439;Hilversum;2012;39201.0;36526.0;2675.0;2245.0;430.0;93.2;6.8;5.7;1.1
1440;Hof van Twente;2008;14082.0;13241.0;841.0;678.0;163.0;94.0;6.0;4.8;1.2
1441;Hof van Twente;2009;14305.0;13334.0;971.0;752.0;219.0;93.2;6.8;5.3;1.5
1442;Hof van Twente;2010;14758.0;13558.0;1200.0;975.0;225.0;91.9;8.1;6.6;1.5
1443;Hof van Twente;2011;14775.0;13649.0;1126.0;915.0;211.0;92.4;7.6;6.2;1.4
1444;Hof van Twente;2012;14879.0;13706.0;1173.0;956.0;217.0;92.1;7.9;6.4;1.5
1445;Hoogeveen;2008;22583.0;21825.0;758.0;658.0;100.0;96.6;3.4;2.9;0.4
1446;Hoogeveen;2009;22738.0;21975.0;763.0;664.0;99.0;96.6;3.4;2.9;0.4
1447;Hoogeveen;2010;22856.0;22123.0;733.0;628.0;105.0;96.8;3.2;2.7;0.5
1448;Hoogeveen;2011;22990.0;22185.0;805.0;630.0;175.0;96.5;3.5;2.7;0.8
1449;Hoogeveen;2012;23074.0;22280.0;794.0;637.0;157.0;96.6;3.4;2.8;0.7
1450;Hollands Kroon;2008;;;;;;;;;
1451;Hollands Kroon;2009;;;;;;;;;
1452;Hollands Kroon;2010;;;;;;;;;
1453;Hollands Kroon;2011;;;;;;;;;
1454;Hollands Kroon;2012;19817.0;19034.0;783.0;661.0;122.0;96.0;4.0;3.3;0.6
1455;Hoogezand-Sappemeer;2008;15115.0;14607.0;508.0;407.0;101.0;96.6;3.4;2.7;0.7
1456;Hoogezand-Sappemeer;2009;15414.0;14694.0;720.0;602.0;118.0;95.3;4.7;3.9;0.8
1457;Hoogezand-Sappemeer;2010;15564.0;14957.0;607.0;487.0;120.0;96.1;3.9;3.1;0.8
1458;Hoogezand-Sappemeer;2011;15556.0;14995.0;561.0;451.0;110.0;96.4;3.6;2.9;0.7
1459;Hoogezand-Sappemeer;2012;15586.0;15025.0;561.0;461.0;100.0;96.4;3.6;3.0;0.6
1460;Hoorn;2008;30005.0;28935.0;1070.0;863.0;207.0;96.4;3.6;2.9;0.7
1461;Hoorn;2009;30550.0;29292.0;1258.0;986.0;272.0;95.9;4.1;3.2;0.9
1462;Hoorn;2010;30985.0;29768.0;1217.0;925.0;292.0;96.1;3.9;3.0;0.9
1463;Hoorn;2011;31088.0;29976.0;1112.0;881.0;231.0;96.4;3.6;2.8;0.7
1464;Hoorn;2012;31490.0;30227.0;1263.0;1047.0;216.0;96.0;4.0;3.3;0.7
1465;Horst aan de Maas;2008;11365.0;10756.0;609.0;451.0;158.0;94.6;5.4;4.0;1.4
1466;Horst aan de Maas;2009;11518.0;10906.0;612.0;448.0;164.0;94.7;5.3;3.9;1.4
1467;Horst aan de Maas;2010;16382.0;15577.0;805.0;590.0;215.0;95.1;4.9;3.6;1.3
1468;Horst aan de Maas;2011;16520.0;15709.0;811.0;584.0;227.0;95.1;4.9;3.5;1.4
1469;Horst aan de Maas;2012;16648.0;15839.0;809.0;605.0;204.0;95.1;4.9;3.6;1.2
1470;Houten;2008;17438.0;17043.0;395.0;337.0;58.0;97.7;2.3;1.9;0.3
1471;Houten;2009;17887.0;17450.0;437.0;389.0;48.0;97.6;2.4;2.2;0.3
1472;Houten;2010;18176.0;17732.0;444.0;344.0;100.0;97.6;2.4;1.9;0.6
1473;Houten;2011;18117.0;17721.0;396.0;316.0;80.0;97.8;2.2;1.7;0.4
1474;Houten;2012;18583.0;18108.0;475.0;420.0;55.0;97.4;2.6;2.3;0.3
1475;Huizen;2008;17992.0;17270.0;722.0;556.0;166.0;96.0;4.0;3.1;0.9
1476;Huizen;2009;18194.0;17507.0;687.0;535.0;152.0;96.2;3.8;2.9;0.8
1477;Huizen;2010;18198.0;17532.0;666.0;503.0;163.0;96.3;3.7;2.8;0.9
1478;Huizen;2011;18211.0;17497.0;714.0;547.0;167.0;96.1;3.9;3.0;0.9
1479;Huizen;2012;18248.0;17547.0;701.0;546.0;155.0;96.2;3.8;3.0;0.8
1480;Hulst;2008;12648.0;11715.0;933.0;642.0;291.0;92.6;7.4;5.1;2.3
1481;Hulst;2009;12714.0;11753.0;961.0;665.0;296.0;92.4;7.6;5.2;2.3
1482;Hulst;2010;12795.0;11798.0;997.0;699.0;298.0;92.2;7.8;5.5;2.3
1483;Hulst;2011;12840.0;11822.0;1018.0;709.0;309.0;92.1;7.9;5.5;2.4
1484;Hulst;2012;12901.0;11905.0;996.0;704.0;292.0;92.3;7.7;5.5;2.3
1485;Hunsel;2008;;;;;;;;;
1486;Hunsel;2009;;;;;;;;;
1487;Hunsel;2010;;;;;;;;;
1488;Hunsel;2011;;;;;;;;;
1489;Hunsel;2012;;;;;;;;;
1490;IJsselstein;2008;13668.0;13239.0;429.0;348.0;81.0;96.9;3.1;2.5;0.6
1491;IJsselstein;2009;13698.0;13295.0;403.0;315.0;88.0;97.1;2.9;2.3;0.6
1492;IJsselstein;2010;13850.0;13408.0;442.0;334.0;108.0;96.8;3.2;2.4;0.8
1493;IJsselstein;2011;13883.0;13397.0;486.0;371.0;115.0;96.5;3.5;2.7;0.8
1494;IJsselstein;2012;13883.0;13387.0;496.0;375.0;121.0;96.4;3.6;2.7;0.9
1495;Jacobswoude;2008;4127.0;3915.0;212.0;171.0;41.0;94.9;5.1;4.1;1.0
1496;Jacobswoude;2009;;;;;;;;;
1497;Jacobswoude;2010;;;;;;;;;
1498;Jacobswoude;2011;;;;;;;;;
1499;Jacobswoude;2012;;;;;;;;;
1500;Kaag en Braassem;2008;;;;;;;;;
1501;Kaag en Braassem;2009;9632.0;9164.0;468.0;382.0;86.0;95.1;4.9;4.0;0.9
1502;Kaag en Braassem;2010;9901.0;9411.0;490.0;410.0;80.0;95.1;4.9;4.1;0.8
1503;Kaag en Braassem;2011;9935.0;9458.0;477.0;377.0;100.0;95.2;4.8;3.8;1.0
1504;Kaag en Braassem;2012;10087.0;9587.0;500.0;396.0;104.0;95.0;5.0;3.9;1.0
1505;Kampen;2008;20043.0;18724.0;1319.0;1116.0;203.0;93.4;6.6;5.6;1.0
1506;Kampen;2009;20133.0;18979.0;1154.0;913.0;241.0;94.3;5.7;4.5;1.2
1507;Kampen;2010;20160.0;19042.0;1118.0;872.0;246.0;94.5;5.5;4.3;1.2
1508;Kampen;2011;20453.0;19234.0;1219.0;999.0;220.0;94.0;6.0;4.9;1.1
1509;Kampen;2012;20616.0;19140.0;1476.0;1258.0;218.0;92.8;7.2;6.1;1.1
1510;Kapelle;2008;4717.0;4537.0;180.0;149.0;31.0;96.2;3.8;3.2;0.7
1511;Kapelle;2009;4833.0;4632.0;201.0;160.0;41.0;95.8;4.2;3.3;0.8
1512;Kapelle;2010;4891.0;4701.0;190.0;141.0;49.0;96.1;3.9;2.9;1.0
1513;Kapelle;2011;4949.0;4745.0;204.0;157.0;47.0;95.9;4.1;3.2;0.9
1514;Kapelle;2012;5007.0;4795.0;212.0;169.0;43.0;95.8;4.2;3.4;0.9
1515;Katwijk;2008;23684.0;22709.0;975.0;879.0;96.0;95.9;4.1;3.7;0.4
1516;Katwijk;2009;23829.0;22880.0;949.0;834.0;115.0;96.0;4.0;3.5;0.5
1517;Katwijk;2010;24028.0;23155.0;873.0;758.0;115.0;96.4;3.6;3.2;0.5
1518;Katwijk;2011;24083.0;23146.0;937.0;782.0;155.0;96.1;3.9;3.2;0.6
1519;Katwijk;2012;24337.0;23442.0;895.0;773.0;122.0;96.3;3.7;3.2;0.5
1520;Kerkrade;2008;23380.0;21692.0;1688.0;1445.0;243.0;92.8;7.2;6.2;1.0
1521;Kerkrade;2009;23375.0;21624.0;1751.0;1481.0;270.0;92.5;7.5;6.3;1.2
1522;Kerkrade;2010;23540.0;21659.0;1881.0;1549.0;332.0;92.0;8.0;6.6;1.4
1523;Kerkrade;2011;23437.0;21685.0;1752.0;1418.0;334.0;92.5;7.5;6.1;1.4
1524;Kerkrade;2012;23716.0;21761.0;1955.0;1625.0;330.0;91.8;8.2;6.9;1.4
1525;Kessel;2008;1722.0;1665.0;57.0;39.0;18.0;96.7;3.3;2.3;1.0
1526;Kessel;2009;1733.0;1660.0;73.0;54.0;19.0;95.8;4.2;3.1;1.1
1527;Kessel;2010;;;;;;;;;
1528;Kessel;2011;;;;;;;;;
1529;Kessel;2012;;;;;;;;;
1530;Koggenland;2008;8211.0;7992.0;219.0;181.0;38.0;97.3;2.7;2.2;0.5
1531;Koggenland;2009;8390.0;8126.0;264.0;205.0;59.0;96.9;3.1;2.4;0.7
1532;Koggenland;2010;8442.0;8193.0;249.0;212.0;37.0;97.1;2.9;2.5;0.4
1533;Koggenland;2011;8540.0;8280.0;260.0;219.0;41.0;97.0;3.0;2.6;0.5
1534;Koggenland;2012;8697.0;8432.0;265.0;221.0;44.0;97.0;3.0;2.5;0.5
1535;Kollumerland en Nieuwkruisland;2008;5324.0;5083.0;241.0;205.0;36.0;95.5;4.5;3.9;0.7
1536;Kollumerland en Nieuwkruisland;2009;5339.0;5070.0;269.0;225.0;44.0;95.0;5.0;4.2;0.8
1537;Kollumerland en Nieuwkruisland;2010;5296.0;5032.0;264.0;219.0;45.0;95.0;5.0;4.1;0.8
1538;Kollumerland en Nieuwkruisland;2011;5323.0;5054.0;269.0;225.0;44.0;94.9;5.1;4.2;0.8
1539;Kollumerland en Nieuwkruisland;2012;5341.0;5083.0;258.0;215.0;43.0;95.2;4.8;4.0;0.8
1540;Korendijk;2008;4294.0;4079.0;215.0;173.0;42.0;95.0;5.0;4.0;1.0
1541;Korendijk;2009;4296.0;4088.0;208.0;159.0;49.0;95.2;4.8;3.7;1.1
1542;Korendijk;2010;4391.0;4188.0;203.0;160.0;43.0;95.4;4.6;3.6;1.0
1543;Korendijk;2011;4392.0;4166.0;226.0;178.0;48.0;94.9;5.1;4.1;1.1
1544;Korendijk;2012;4372.0;4171.0;201.0;158.0;43.0;95.4;4.6;3.6;1.0
1545;Krimpen aan den IJssel;2008;11843.0;11286.0;557.0;513.0;44.0;95.3;4.7;4.3;0.4
1546;Krimpen aan den IJssel;2009;11926.0;11490.0;436.0;402.0;34.0;96.3;3.7;3.4;0.3
1547;Krimpen aan den IJssel;2010;11939.0;11524.0;415.0;384.0;31.0;96.5;3.5;3.2;0.3
1548;Krimpen aan den IJssel;2011;11870.0;11507.0;363.0;331.0;32.0;96.9;3.1;2.8;0.3
1549;Krimpen aan den IJssel;2012;12126.0;11627.0;499.0;466.0;33.0;95.9;4.1;3.8;0.3
1550;Laarbeek;2008;8435.0;8214.0;221.0;164.0;57.0;97.4;2.6;1.9;0.7
1551;Laarbeek;2009;8459.0;8217.0;242.0;183.0;59.0;97.1;2.9;2.2;0.7
1552;Laarbeek;2010;8519.0;8189.0;330.0;270.0;60.0;96.1;3.9;3.2;0.7
1553;Laarbeek;2011;8504.0;8190.0;314.0;258.0;56.0;96.3;3.7;3.0;0.7
1554;Laarbeek;2012;8661.0;8320.0;341.0;278.0;63.0;96.1;3.9;3.2;0.7
1555;Landerd;2008;5392.0;5093.0;299.0;234.0;65.0;94.5;5.5;4.3;1.2
1556;Landerd;2009;5470.0;5157.0;313.0;239.0;74.0;94.3;5.7;4.4;1.4
1557;Landerd;2010;5520.0;5183.0;337.0;260.0;77.0;93.9;6.1;4.7;1.4
1558;Landerd;2011;5549.0;5220.0;329.0;248.0;81.0;94.1;5.9;4.5;1.5
1559;Landerd;2012;5630.0;5279.0;351.0;268.0;83.0;93.8;6.2;4.8;1.5
1560;Landgraaf;2008;17644.0;16546.0;1098.0;876.0;222.0;93.8;6.2;5.0;1.3
1561;Landgraaf;2009;17692.0;16667.0;1025.0;826.0;199.0;94.2;5.8;4.7;1.1
1562;Landgraaf;2010;17809.0;16735.0;1074.0;840.0;234.0;94.0;6.0;4.7;1.3
1563;Landgraaf;2011;17810.0;16721.0;1089.0;850.0;239.0;93.9;6.1;4.8;1.3
1564;Landgraaf;2012;17755.0;16732.0;1023.0;792.0;231.0;94.2;5.8;4.5;1.3
1565;Landsmeer;2008;4259.0;4103.0;156.0;133.0;23.0;96.3;3.7;3.1;0.5
1566;Landsmeer;2009;4292.0;4100.0;192.0;169.0;23.0;95.5;4.5;3.9;0.5
1567;Landsmeer;2010;4329.0;4160.0;169.0;147.0;22.0;96.1;3.9;3.4;0.5
1568;Landsmeer;2011;4336.0;4161.0;175.0;146.0;29.0;96.0;4.0;3.4;0.7
1569;Landsmeer;2012;4398.0;4207.0;191.0;169.0;22.0;95.7;4.3;3.8;0.5
1570;Langedijk;2008;9991.0;9648.0;343.0;252.0;91.0;96.6;3.4;2.5;0.9
1571;Langedijk;2009;10050.0;9672.0;378.0;300.0;78.0;96.2;3.8;3.0;0.8
1572;Langedijk;2010;10495.0;10115.0;380.0;283.0;97.0;96.4;3.6;2.7;0.9
1573;Langedijk;2011;10569.0;10164.0;405.0;288.0;117.0;96.2;3.8;2.7;1.1
1574;Langedijk;2012;10624.0;10223.0;401.0;297.0;104.0;96.2;3.8;2.8;1.0
1575;Lansingerland;2008;18886.0;17985.0;901.0;759.0;142.0;95.2;4.8;4.0;0.8
1576;Lansingerland;2009;19441.0;18583.0;858.0;635.0;223.0;95.6;4.4;3.3;1.1
1577;Lansingerland;2010;20369.0;19037.0;1332.0;708.0;624.0;93.5;6.5;3.5;3.1
1578;Lansingerland;2011;20624.0;19621.0;1003.0;792.0;211.0;95.1;4.9;3.8;1.0
1579;Lansingerland;2012;21329.0;20219.0;1110.0;906.0;204.0;94.8;5.2;4.2;1.0
1580;Laren;2008;4900.0;4412.0;488.0;326.0;162.0;90.0;10.0;6.7;3.3
1581;Laren;2009;4914.0;4381.0;533.0;385.0;148.0;89.2;10.8;7.8;3.0
1582;Laren;2010;4918.0;4378.0;540.0;394.0;146.0;89.0;11.0;8.0;3.0
1583;Laren;2011;4922.0;4371.0;551.0;377.0;174.0;88.8;11.2;7.7;3.5
1584;Laren;2012;4923.0;4381.0;542.0;376.0;166.0;89.0;11.0;7.6;3.4
1585;Leek;2008;7785.0;7527.0;258.0;212.0;46.0;96.7;3.3;2.7;0.6
1586;Leek;2009;7871.0;7597.0;274.0;217.0;57.0;96.5;3.5;2.8;0.7
1587;Leek;2010;7875.0;7625.0;250.0;189.0;61.0;96.8;3.2;2.4;0.8
1588;Leek;2011;7875.0;7619.0;256.0;203.0;53.0;96.7;3.3;2.6;0.7
1589;Leek;2012;7954.0;7693.0;261.0;218.0;43.0;96.7;3.3;2.7;0.5
1590;Leerdam;2008;8095.0;7750.0;345.0;260.0;85.0;95.7;4.3;3.2;1.1
1591;Leerdam;2009;8306.0;7912.0;394.0;308.0;86.0;95.3;4.7;3.7;1.0
1592;Leerdam;2010;8270.0;7920.0;350.0;261.0;89.0;95.8;4.2;3.2;1.1
1593;Leerdam;2011;8363.0;8001.0;362.0;247.0;115.0;95.7;4.3;3.0;1.4
1594;Leerdam;2012;8367.0;7950.0;417.0;305.0;112.0;95.0;5.0;3.6;1.3
1595;Leeuwarden;2008;45661.0;43163.0;2498.0;2171.0;327.0;94.5;5.5;4.8;0.7
1596;Leeuwarden;2009;46201.0;43719.0;2482.0;2119.0;363.0;94.6;5.4;4.6;0.8
1597;Leeuwarden;2010;46391.0;43873.0;2518.0;2133.0;385.0;94.6;5.4;4.6;0.8
1598;Leeuwarden;2011;46635.0;44126.0;2509.0;2098.0;411.0;94.6;5.4;4.5;0.9
1599;Leeuwarden;2012;46900.0;44396.0;2504.0;2117.0;387.0;94.7;5.3;4.5;0.8
1600;Leeuwarderadeel;2008;4148.0;3995.0;153.0;141.0;12.0;96.3;3.7;3.4;0.3
1601;Leeuwarderadeel;2009;4193.0;4016.0;177.0;162.0;15.0;95.8;4.2;3.9;0.4
1602;Leeuwarderadeel;2010;4206.0;4062.0;144.0;131.0;13.0;96.6;3.4;3.1;0.3
1603;Leeuwarderadeel;2011;4212.0;4050.0;162.0;146.0;16.0;96.2;3.8;3.5;0.4
1604;Leeuwarderadeel;2012;4235.0;4112.0;123.0;107.0;16.0;97.1;2.9;2.5;0.4
1605;Leiden;2008;50994.0;48030.0;2964.0;2575.0;389.0;94.2;5.8;5.0;0.8
1606;Leiden;2009;51352.0;48363.0;2989.0;2577.0;412.0;94.2;5.8;5.0;0.8
1607;Leiden;2010;51931.0;48592.0;3339.0;2642.0;697.0;93.6;6.4;5.1;1.3
1608;Leiden;2011;52269.0;49006.0;3263.0;2839.0;424.0;93.8;6.2;5.4;0.8
1609;Leiden;2012;52684.0;49339.0;3345.0;2912.0;433.0;93.7;6.3;5.5;0.8
1610;Leiderdorp;2008;11261.0;10931.0;330.0;296.0;34.0;97.1;2.9;2.6;0.3
1611;Leiderdorp;2009;11330.0;11037.0;293.0;258.0;35.0;97.4;2.6;2.3;0.3
1612;Leiderdorp;2010;11457.0;11095.0;362.0;285.0;77.0;96.8;3.2;2.5;0.7
1613;Leiderdorp;2011;11563.0;11236.0;327.0;290.0;37.0;97.2;2.8;2.5;0.3
1614;Leiderdorp;2012;11761.0;11320.0;441.0;383.0;58.0;96.3;3.7;3.3;0.5
1615;Leidschendam-Voorburg;2008;35326.0;33555.0;1771.0;1624.0;147.0;95.0;5.0;4.6;0.4
1616;Leidschendam-Voorburg;2009;35403.0;33764.0;1639.0;1479.0;160.0;95.4;4.6;4.2;0.5
1617;Leidschendam-Voorburg;2010;35537.0;33586.0;1951.0;1657.0;294.0;94.5;5.5;4.7;0.8
1618;Leidschendam-Voorburg;2011;35776.0;33695.0;2081.0;1797.0;284.0;94.2;5.8;5.0;0.8
1619;Leidschendam-Voorburg;2012;35713.0;33870.0;1843.0;1610.0;233.0;94.8;5.2;4.5;0.7
1620;Lelystad;2008;30010.0;28994.0;1016.0;942.0;74.0;96.6;3.4;3.1;0.2
1621;Lelystad;2009;30450.0;29424.0;1026.0;909.0;117.0;96.6;3.4;3.0;0.4
1622;Lelystad;2010;30953.0;29875.0;1078.0;929.0;149.0;96.5;3.5;3.0;0.5
1623;Lelystad;2011;31283.0;30208.0;1075.0;931.0;144.0;96.6;3.4;3.0;0.5
1624;Lelystad;2012;31592.0;30419.0;1173.0;1045.0;128.0;96.3;3.7;3.3;0.4
1625;Lemsterland;2008;5895.0;5338.0;557.0;290.0;267.0;90.6;9.4;4.9;4.5
1626;Lemsterland;2009;5931.0;5385.0;546.0;228.0;318.0;90.8;9.2;3.8;5.4
1627;Lemsterland;2010;5969.0;5409.0;560.0;247.0;313.0;90.6;9.4;4.1;5.2
1628;Lemsterland;2011;5923.0;5408.0;515.0;203.0;312.0;91.3;8.7;3.4;5.3
1629;Lemsterland;2012;5939.0;5407.0;532.0;226.0;306.0;91.0;9.0;3.8;5.2
1630;Leudal;2008;14615.0;13784.0;831.0;705.0;126.0;94.3;5.7;4.8;0.9
1631;Leudal;2009;14706.0;13862.0;844.0;703.0;141.0;94.3;5.7;4.8;1.0
1632;Leudal;2010;14819.0;14053.0;766.0;610.0;156.0;94.8;5.2;4.1;1.1
1633;Leudal;2011;14871.0;14091.0;780.0;626.0;154.0;94.8;5.2;4.2;1.0
1634;Leudal;2012;14956.0;14149.0;807.0;625.0;182.0;94.6;5.4;4.2;1.2
1635;Leusden;2008;11472.0;11178.0;294.0;260.0;34.0;97.4;2.6;2.3;0.3
1636;Leusden;2009;11660.0;11312.0;348.0;308.0;40.0;97.0;3.0;2.6;0.3
1637;Leusden;2010;11827.0;11525.0;302.0;255.0;47.0;97.4;2.6;2.2;0.4
1638;Leusden;2011;11942.0;11603.0;339.0;291.0;48.0;97.2;2.8;2.4;0.4
1639;Leusden;2012;12130.0;11767.0;363.0;325.0;38.0;97.0;3.0;2.7;0.3
1640;Liemeer;2008;;;;;;;;;
1641;Liemeer;2009;;;;;;;;;
1642;Liemeer;2010;;;;;;;;;
1643;Liemeer;2011;;;;;;;;;
1644;Liemeer;2012;;;;;;;;;
1645;Liesveld;2008;3632.0;3445.0;187.0;160.0;27.0;94.9;5.1;4.4;0.7
1646;Liesveld;2009;3628.0;3420.0;208.0;178.0;30.0;94.3;5.7;4.9;0.8
1647;Liesveld;2010;3635.0;3422.0;213.0;183.0;30.0;94.1;5.9;5.0;0.8
1648;Liesveld;2011;3719.0;3464.0;255.0;225.0;30.0;93.1;6.9;6.1;0.8
1649;Liesveld;2012;3735.0;3490.0;245.0;219.0;26.0;93.4;6.6;5.9;0.7
1650;Lingewaal;2008;4200.0;4023.0;177.0;150.0;27.0;95.8;4.2;3.6;0.6
1651;Lingewaal;2009;4242.0;4042.0;200.0;176.0;24.0;95.3;4.7;4.1;0.6
1652;Lingewaal;2010;4240.0;4071.0;169.0;142.0;27.0;96.0;4.0;3.3;0.6
1653;Lingewaal;2011;4247.0;4068.0;179.0;137.0;42.0;95.8;4.2;3.2;1.0
1654;Lingewaal;2012;4288.0;4110.0;178.0;151.0;27.0;95.8;4.2;3.5;0.6
1655;Lingewaard;2008;17738.0;17227.0;511.0;450.0;61.0;97.1;2.9;2.5;0.3
1656;Lingewaard;2009;17895.0;17366.0;529.0;456.0;73.0;97.0;3.0;2.5;0.4
1657;Lingewaard;2010;18336.0;17653.0;683.0;480.0;203.0;96.3;3.7;2.6;1.1
1658;Lingewaard;2011;18499.0;17861.0;638.0;505.0;133.0;96.6;3.4;2.7;0.7
1659;Lingewaard;2012;18544.0;18004.0;540.0;455.0;85.0;97.1;2.9;2.5;0.5
1660;Lisse;2008;9353.0;9080.0;273.0;212.0;61.0;97.1;2.9;2.3;0.7
