ID;RegioS;Perioden;TotaleWoningvoorraad_1;AantalBewoondeWoningen_2;TotaalAantal_3;Leegstand_4;AnderGebruik_5;BewoondeWoningen_6;TotaalRelatief_7;Leegstand_8;AnderGebruik_9
16;West-Nederland (LD);2009;3434986.0;3209373.0;225613.0;191154.0;34459.0;93.4;6.6;5.6;1.0
17;West-Nederland (LD);2010;3468027.0;3239321.0;228706.0;190080.0;38626.0;93.4;6.6;5.5;1.1
18;West-Nederland (LD);2011;3491098.0;3262447.0;228651.0;191295.0;37356.0;93.5;6.5;5.5;1.1
19;West-Nederland (LD);2012;3513371.0;3285095.0;228276.0;193723.0;34553.0;93.5;6.5;5.5;1.0
20;Zuid-Nederland (LD);2008;1503731.0;1431191.0;72540.0;59953.0;12587.0;95.2;4.8;4.0;0.8
21;Zuid-Nederland (LD);2009;1514215.0;1440514.0;73701.0;60294.0;13407.0;95.1;4.9;4.0;0.9
22;Zuid-Nederland (LD);2010;1528950.0;1451767.0;77183.0;62781.0;14402.0;95.0;5.0;4.1;0.9
23;Zuid-Nederland (LD);2011;1538902.0;1461034.0;77868.0;62626.0;15242.0;94.9;5.1;4.1;1.0
24;Zuid-Nederland (LD);2012;1549416.0;1472218.0;77198.0;62992.0;14206.0;95.0;5.0;4.1;0.9
25;Groningen (PV);2008;250383.0;238346.0;12037.0;10178.0;1859.0;95.2;4.8;4.1;0.7
26;Groningen (PV);2009;252142.0;239360.0;12782.0;10717.0;2065.0;94.9;5.1;4.3;0.8
27;Groningen (PV);2010;253984.0;241240.0;12744.0;10403.0;2341.0;95.0;5.0;4.1;0.9
28;Groningen (PV);2011;254677.0;241838.0;12839.0;10624.0;2215.0;95.0;5.0;4.2;0.9
29;Groningen (PV);2012;255957.0;243427.0;12530.0;10621.0;1909.0;95.1;4.9;4.1;0.7
30;Friesland (PV);2008;277959.0;263279.0;14680.0;11401.0;3279.0;94.7;5.3;4.1;1.2
31;Friesland (PV);2009;280356.0;265230.0;15126.0;11692.0;3434.0;94.6;5.4;4.2;1.2
32;Friesland (PV);2010;281632.0;266507.0;15125.0;11552.0;3573.0;94.6;5.4;4.1;1.3
33;Friesland (PV);2011;282689.0;267575.0;15114.0;11559.0;3555.0;94.7;5.3;4.1;1.3
34;Friesland (PV);2012;284033.0;268804.0;15229.0;11714.0;3515.0;94.6;5.4;4.1;1.2
35;Drenthe (PV);2008;204866.0;194984.0;9882.0;7976.0;1906.0;95.2;4.8;3.9;0.9
36;Drenthe (PV);2009;206331.0;196094.0;10237.0;8260.0;1977.0;95.0;5.0;4.0;1.0
37;Drenthe (PV);2010;207887.0;197674.0;10213.0;8272.0;1941.0;95.1;4.9;4.0;0.9
38;Drenthe (PV);2011;208462.0;198046.0;10416.0;8277.0;2139.0;95.0;5.0;4.0;1.0
39;Drenthe (PV);2012;208911.0;198587.0;10324.0;8315.0;2009.0;95.1;4.9;4.0;1.0
40;Overijssel (PV);2008;456193.0;432048.0;24145.0;20400.0;3745.0;94.7;5.3;4.5;0.8
41;Overijssel (PV);2009;460285.0;435843.0;24442.0;20409.0;4033.0;94.7;5.3;4.4;0.9
42;Overijssel (PV);2010;463780.0;438982.0;24798.0;20463.0;4335.0;94.7;5.3;4.4;0.9
43;Overijssel (PV);2011;465936.0;441820.0;24116.0;19824.0;4292.0;94.8;5.2;4.3;0.9
44;Overijssel (PV);2012;469442.0;444692.0;24750.0;20819.0;3931.0;94.7;5.3;4.4;0.8
45;Flevoland (PV);2008;145871.0;141299.0;4572.0;4049.0;523.0;96.9;3.1;2.8;0.4
46;Flevoland (PV);2009;148663.0;144000.0;4663.0;4045.0;618.0;96.9;3.1;2.7;0.4
47;Flevoland (PV);2010;151282.0;146336.0;4946.0;4268.0;678.0;96.7;3.3;2.8;0.4
48;Flevoland (PV);2011;153853.0;148368.0;5485.0;4477.0;1008.0;96.4;3.6;2.9;0.7
49;Flevoland (PV);2012;155719.0;150589.0;5130.0;4481.0;649.0;96.7;3.3;2.9;0.4
50;Gelderland (PV);2008;799507.0;762585.0;36922.0;30811.0;6111.0;95.4;4.6;3.9;0.8
51;Gelderland (PV);2009;807540.0;768943.0;38597.0;32020.0;6577.0;95.2;4.8;4.0;0.8
52;Gelderland (PV);2010;816894.0;774037.0;42857.0;34750.0;8107.0;94.8;5.2;4.3;1.0
53;Gelderland (PV);2011;822186.0;779076.0;43110.0;34956.0;8154.0;94.8;5.2;4.3;1.0
54;Gelderland (PV);2012;829446.0;787380.0;42066.0;35003.0;7063.0;94.9;5.1;4.2;0.9
55;Utrecht (PV);2008;494230.0;472930.0;21300.0;16989.0;4311.0;95.7;4.3;3.4;0.9
56;Utrecht (PV);2009;500082.0;477255.0;22827.0;17942.0;4885.0;95.4;4.6;3.6;1.0
57;Utrecht (PV);2010;506189.0;482740.0;23449.0;18486.0;4963.0;95.4;4.6;3.7;1.0
58;Utrecht (PV);2011;509851.0;484958.0;24893.0;19567.0;5326.0;95.1;4.9;3.8;1.0
59;Utrecht (PV);2012;513836.0;487700.0;26136.0;21538.0;4598.0;94.9;5.1;4.2;0.9
60;Noord-Holland (PV);2008;1196684.0;1117904.0;78780.0;68038.0;10742.0;93.4;6.6;5.7;0.9
61;Noord-Holland (PV);2009;1207743.0;1126095.0;81648.0;70275.0;11373.0;93.2;6.8;5.8;0.9
62;Noord-Holland (PV);2010;1218453.0;1135876.0;82577.0;70150.0;12427.0;93.2;6.8;5.8;1.0
63;Noord-Holland (PV);2011;1225878.0;1143979.0;81899.0;69610.0;12289.0;93.3;6.7;5.7;1.0
64;Noord-Holland (PV);2012;1234513.0;1153396.0;81117.0;69457.0;11660.0;93.4;6.6;5.6;0.9
65;Zuid-Holland (PV);2008;1540715.0;1431968.0;108747.0;97514.0;11233.0;92.9;7.1;6.3;0.7
66;Zuid-Holland (PV);2009;1552666.0;1446933.0;105733.0;92794.0;12939.0;93.2;6.8;6.0;0.8
67;Zuid-Holland (PV);2010;1567536.0;1460677.0;106859.0;91125.0;15734.0;93.2;6.8;5.8;1.0
68;Zuid-Holland (PV);2011;1578881.0;1472849.0;106032.0;91867.0;14165.0;93.3;6.7;5.8;0.9
69;Zuid-Holland (PV);2012;1587405.0;1482803.0;104602.0;91793.0;12809.0;93.4;6.6;5.8;0.8
70;Zeeland (PV);2008;173073.0;158221.0;14852.0;9674.0;5178.0;91.4;8.6;5.6;3.0
71;Zeeland (PV);2009;174495.0;159090.0;15405.0;10143.0;5262.0;91.2;8.8;5.8;3.0
72;Zeeland (PV);2010;175849.0;160028.0;15821.0;10319.0;5502.0;91.0;9.0;5.9;3.1
73;Zeeland (PV);2011;176488.0;160661.0;15827.0;10251.0;5576.0;91.0;9.0;5.8;3.2
74;Zeeland (PV);2012;177617.0;161196.0;16421.0;10935.0;5486.0;90.8;9.2;6.2;3.1
75;Noord-Brabant (PV);2008;1006145.0;964906.0;41239.0;34256.0;6983.0;95.9;4.1;3.4;0.7
76;Noord-Brabant (PV);2009;1014451.0;971972.0;42479.0;34811.0;7668.0;95.8;4.2;3.4;0.8
77;Noord-Brabant (PV);2010;1026222.0;980615.0;45607.0;37088.0;8519.0;95.6;4.4;3.6;0.8
78;Noord-Brabant (PV);2011;1033423.0;987537.0;45886.0;37357.0;8529.0;95.6;4.4;3.6;0.8
79;Noord-Brabant (PV);2012;1041771.0;996038.0;45733.0;37806.0;7927.0;95.6;4.4;3.6;0.8
80;Limburg (PV);2008;497586.0;466285.0;31301.0;25697.0;5604.0;93.7;6.3;5.2;1.1
81;Limburg (PV);2009;499764.0;468542.0;31222.0;25483.0;5739.0;93.8;6.2;5.1;1.1
82;Limburg (PV);2010;502728.0;471152.0;31576.0;25693.0;5883.0;93.7;6.3;5.1;1.2
83;Limburg (PV);2011;505479.0;473497.0;31982.0;25269.0;6713.0;93.7;6.3;5.0;1.3
84;Limburg (PV);2012;507645.0;476180.0;31465.0;25186.0;6279.0;93.8;6.2;5.0;1.2
85;Oost-Groningen (CR);2008;66675.0;63255.0;3420.0;2846.0;574.0;94.9;5.1;4.3;0.9
86;Oost-Groningen (CR);2009;67083.0;63396.0;3687.0;3116.0;571.0;94.5;5.5;4.6;0.9
87;Oost-Groningen (CR);2010;67492.0;63704.0;3788.0;3133.0;655.0;94.4;5.6;4.6;1.0
88;Oost-Groningen (CR);2011;67490.0;63643.0;3847.0;3224.0;623.0;94.3;5.7;4.8;0.9
89;Oost-Groningen (CR);2012;67626.0;63879.0;3747.0;3194.0;553.0;94.5;5.5;4.7;0.8
90;Delfzijl en omgeving (CR);2008;21989.0;20736.0;1253.0;1094.0;159.0;94.3;5.7;5.0;0.7
91;Delfzijl en omgeving (CR);2009;21931.0;20740.0;1191.0;1026.0;165.0;94.6;5.4;4.7;0.8
92;Delfzijl en omgeving (CR);2010;21816.0;20743.0;1073.0;921.0;152.0;95.1;4.9;4.2;0.7
93;Delfzijl en omgeving (CR);2011;21815.0;20685.0;1130.0;954.0;176.0;94.8;5.2;4.4;0.8
94;Delfzijl en omgeving (CR);2012;21921.0;20748.0;1173.0;1000.0;173.0;94.6;5.4;4.6;0.8
95;Overig Groningen (CR);2008;161719.0;154355.0;7364.0;6238.0;1126.0;95.4;4.6;3.9;0.7
96;Overig Groningen (CR);2009;163128.0;155224.0;7904.0;6575.0;1329.0;95.2;4.8;4.0;0.8
97;Overig Groningen (CR);2010;164676.0;156793.0;7883.0;6349.0;1534.0;95.2;4.8;3.9;0.9
98;Overig Groningen (CR);2011;165372.0;157510.0;7862.0;6446.0;1416.0;95.2;4.8;3.9;0.9
99;Overig Groningen (CR);2012;166410.0;158800.0;7610.0;6427.0;1183.0;95.4;4.6;3.9;0.7
100;Noord-Friesland (CR);2008;144523.0;136697.0;7826.0;6344.0;1482.0;94.6;5.4;4.4;1.0
101;Noord-Friesland (CR);2009;145748.0;137716.0;8032.0;6458.0;1574.0;94.5;5.5;4.4;1.1
102;Noord-Friesland (CR);2010;146318.0;138211.0;8107.0;6499.0;1608.0;94.5;5.5;4.4;1.1
103;Noord-Friesland (CR);2011;146906.0;138847.0;8059.0;6400.0;1659.0;94.5;5.5;4.4;1.1
104;Noord-Friesland (CR);2012;147502.0;139638.0;7864.0;6238.0;1626.0;94.7;5.3;4.2;1.1
105;Zuidwest-Friesland (CR);2008;45621.0;42946.0;2675.0;1886.0;789.0;94.1;5.9;4.1;1.7
106;Zuidwest-Friesland (CR);2009;46025.0;43294.0;2731.0;1871.0;860.0;94.1;5.9;4.1;1.9
107;Zuidwest-Friesland (CR);2010;46169.0;43565.0;2604.0;1722.0;882.0;94.4;5.6;3.7;1.9
108;Zuidwest-Friesland (CR);2011;46198.0;43678.0;2520.0;1681.0;839.0;94.5;5.5;3.6;1.8
109;Zuidwest-Friesland (CR);2012;46533.0;43794.0;2739.0;1907.0;832.0;94.1;5.9;4.1;1.8
110;Zuidoost-Friesland (CR);2008;87815.0;83636.0;4179.0;3171.0;1008.0;95.2;4.8;3.6;1.1
111;Zuidoost-Friesland (CR);2009;88583.0;84220.0;4363.0;3363.0;1000.0;95.1;4.9;3.8;1.1
112;Zuidoost-Friesland (CR);2010;89145.0;84731.0;4414.0;3331.0;1083.0;95.0;5.0;3.7;1.2
113;Zuidoost-Friesland (CR);2011;89585.0;85050.0;4535.0;3478.0;1057.0;94.9;5.1;3.9;1.2
114;Zuidoost-Friesland (CR);2012;89998.0;85372.0;4626.0;3569.0;1057.0;94.9;5.1;4.0;1.2
115;Noord-Drenthe (CR);2008;79178.0;75489.0;3689.0;2890.0;799.0;95.3;4.7;3.7;1.0
116;Noord-Drenthe (CR);2009;80036.0;76210.0;3826.0;2986.0;840.0;95.2;4.8;3.7;1.0
117;Noord-Drenthe (CR);2010;80852.0;76955.0;3897.0;3060.0;837.0;95.2;4.8;3.8;1.0
118;Noord-Drenthe (CR);2011;80995.0;77083.0;3912.0;2968.0;944.0;95.2;4.8;3.7;1.2
119;Noord-Drenthe (CR);2012;81297.0;77565.0;3732.0;2882.0;850.0;95.4;4.6;3.5;1.0
120;Zuidoost-Drenthe (CR);2008;72201.0;68544.0;3657.0;3076.0;581.0;94.9;5.1;4.3;0.8
121;Zuidoost-Drenthe (CR);2009;72357.0;68585.0;3772.0;3186.0;586.0;94.8;5.2;4.4;0.8
122;Zuidoost-Drenthe (CR);2010;72675.0;68989.0;3686.0;3139.0;547.0;94.9;5.1;4.3;0.8
123;Zuidoost-Drenthe (CR);2011;72797.0;68984.0;3813.0;3259.0;554.0;94.8;5.2;4.5;0.8
124;Zuidoost-Drenthe (CR);2012;72720.0;68934.0;3786.0;3251.0;535.0;94.8;5.2;4.5;0.7
125;Zuidwest-Drenthe (CR);2008;53487.0;50951.0;2536.0;2010.0;526.0;95.3;4.7;3.8;1.0
126;Zuidwest-Drenthe (CR);2009;53938.0;51299.0;2639.0;2088.0;551.0;95.1;4.9;3.9;1.0
127;Zuidwest-Drenthe (CR);2010;54360.0;51730.0;2630.0;2073.0;557.0;95.2;4.8;3.8;1.0
128;Zuidwest-Drenthe (CR);2011;54670.0;51979.0;2691.0;2050.0;641.0;95.1;4.9;3.7;1.2
129;Zuidwest-Drenthe (CR);2012;54894.0;52088.0;2806.0;2182.0;624.0;94.9;5.1;4.0;1.1
130;Noord-Overijssel (CR);2008;139825.0;132578.0;7247.0;5917.0;1330.0;94.8;5.2;4.2;1.0
131;Noord-Overijssel (CR);2009;141345.0;134102.0;7243.0;5891.0;1352.0;94.9;5.1;4.2;1.0
132;Noord-Overijssel (CR);2010;142774.0;135281.0;7493.0;5954.0;1539.0;94.8;5.2;4.2;1.1
133;Noord-Overijssel (CR);2011;143960.0;136624.0;7336.0;5976.0;1360.0;94.9;5.1;4.2;0.9
134;Noord-Overijssel (CR);2012;145197.0;137542.0;7655.0;6342.0;1313.0;94.7;5.3;4.4;0.9
135;Zuidwest-Overijssel (CR);2008;62504.0;59292.0;3212.0;2737.0;475.0;94.9;5.1;4.4;0.8
136;Zuidwest-Overijssel (CR);2009;62579.0;59674.0;2905.0;2416.0;489.0;95.4;4.6;3.9;0.8
137;Zuidwest-Overijssel (CR);2010;62938.0;60064.0;2874.0;2352.0;522.0;95.4;4.6;3.7;0.8
138;Zuidwest-Overijssel (CR);2011;63190.0;60361.0;2829.0;2255.0;574.0;95.5;4.5;3.6;0.9
139;Zuidwest-Overijssel (CR);2012;63631.0;60616.0;3015.0;2515.0;500.0;95.3;4.7;4.0;0.8
140;Twente (CR);2008;253864.0;240178.0;13686.0;11746.0;1940.0;94.6;5.4;4.6;0.8
141;Twente (CR);2009;256361.0;242067.0;14294.0;12102.0;2192.0;94.4;5.6;4.7;0.9
142;Twente (CR);2010;258068.0;243637.0;14431.0;12157.0;2274.0;94.4;5.6;4.7;0.9
143;Twente (CR);2011;258786.0;244835.0;13951.0;11593.0;2358.0;94.6;5.4;4.5;0.9
144;Twente (CR);2012;260614.0;246534.0;14080.0;11962.0;2118.0;94.6;5.4;4.6;0.8
145;Veluwe (CR);2008;249696.0;237820.0;11876.0;9867.0;2009.0;95.2;4.8;4.0;0.8
146;Veluwe (CR);2009;252775.0;240082.0;12693.0;10589.0;2104.0;95.0;5.0;4.2;0.8
147;Veluwe (CR);2010;255636.0;242810.0;12826.0;10214.0;2612.0;95.0;5.0;4.0;1.0
148;Veluwe (CR);2011;257563.0;244380.0;13183.0;10587.0;2596.0;94.9;5.1;4.1;1.0
149;Veluwe (CR);2012;259823.0;246417.0;13406.0;11141.0;2265.0;94.8;5.2;4.3;0.9
150;Achterhoek (CR);2008;163496.0;154760.0;8736.0;7075.0;1661.0;94.7;5.3;4.3;1.0
151;Achterhoek (CR);2009;164843.0;155751.0;9092.0;7315.0;1777.0;94.5;5.5;4.4;1.1
152;Achterhoek (CR);2010;166001.0;156514.0;9487.0;7490.0;1997.0;94.3;5.7;4.5;1.2
153;Achterhoek (CR);2011;166942.0;157068.0;9874.0;7777.0;2097.0;94.1;5.9;4.7;1.3
154;Achterhoek (CR);2012;167979.0;157946.0;10033.0;8144.0;1889.0;94.0;6.0;4.8;1.1
155;Arnhem/Nijmegen (CR);2008;297249.0;284739.0;12510.0;10801.0;1709.0;95.8;4.2;3.6;0.6
156;Arnhem/Nijmegen (CR);2009;300234.0;287372.0;12862.0;10863.0;1999.0;95.7;4.3;3.6;0.7
157;Arnhem/Nijmegen (CR);2010;304428.0;288133.0;16295.0;13628.0;2667.0;94.6;5.4;4.5;0.9
158;Arnhem/Nijmegen (CR);2011;306199.0;290755.0;15444.0;13034.0;2410.0;95.0;5.0;4.3;0.8
159;Arnhem/Nijmegen (CR);2012;308804.0;294822.0;13982.0;11915.0;2067.0;95.5;4.5;3.9;0.7
160;Zuidwest-Gelderland (CR);2008;89066.0;85266.0;3800.0;3068.0;732.0;95.7;4.3;3.4;0.8
161;Zuidwest-Gelderland (CR);2009;89688.0;85738.0;3950.0;3253.0;697.0;95.6;4.4;3.6;0.8
162;Zuidwest-Gelderland (CR);2010;90829.0;86580.0;4249.0;3418.0;831.0;95.3;4.7;3.8;0.9
163;Zuidwest-Gelderland (CR);2011;91482.0;86873.0;4609.0;3558.0;1051.0;95.0;5.0;3.9;1.1
164;Zuidwest-Gelderland (CR);2012;92840.0;88195.0;4645.0;3803.0;842.0;95.0;5.0;4.1;0.9
165;Utrecht (CR);2008;494230.0;472930.0;21300.0;16989.0;4311.0;95.7;4.3;3.4;0.9
166;Utrecht (CR);2009;500082.0;477255.0;22827.0;17942.0;4885.0;95.4;4.6;3.6;1.0
167;Utrecht (CR);2010;506189.0;482740.0;23449.0;18486.0;4963.0;95.4;4.6;3.7;1.0
168;Utrecht (CR);2011;509851.0;484958.0;24893.0;19567.0;5326.0;95.1;4.9;3.8;1.0
169;Utrecht (CR);2012;513836.0;487700.0;26136.0;21538.0;4598.0;94.9;5.1;4.2;0.9
170;Kop van Noord-Holland (CR);2008;153774.0;146711.0;7063.0;5576.0;1487.0;95.4;4.6;3.6;1.0
171;Kop van Noord-Holland (CR);2009;155808.0;148462.0;7346.0;5796.0;1550.0;95.3;4.7;3.7;1.0
172;Kop van Noord-Holland (CR);2010;157184.0;149944.0;7240.0;5671.0;1569.0;95.4;4.6;3.6;1.0
173;Kop van Noord-Holland (CR);2011;158007.0;150226.0;7781.0;6203.0;1578.0;95.1;4.9;3.9;1.0
174;Kop van Noord-Holland (CR);2012;159249.0;151985.0;7264.0;5813.0;1451.0;95.4;4.6;3.7;0.9
175;Alkmaar en omgeving (CR);2008;98111.0;93806.0;4305.0;3177.0;1128.0;95.6;4.4;3.2;1.1
176;Alkmaar en omgeving (CR);2009;98814.0;94217.0;4597.0;3369.0;1228.0;95.3;4.7;3.4;1.2
177;Alkmaar en omgeving (CR);2010;99951.0;95279.0;4672.0;3307.0;1365.0;95.3;4.7;3.3;1.4
178;Alkmaar en omgeving (CR);2011;100562.0;95968.0;4594.0;3190.0;1404.0;95.4;4.6;3.2;1.4
179;Alkmaar en omgeving (CR);2012;101431.0;96598.0;4833.0;3471.0;1362.0;95.2;4.8;3.4;1.3
180;IJmond (CR);2008;81531.0;77879.0;3652.0;3052.0;600.0;95.5;4.5;3.7;0.7
181;IJmond (CR);2009;82258.0;78683.0;3575.0;2958.0;617.0;95.7;4.3;3.6;0.8
182;IJmond (CR);2010;82824.0;78963.0;3861.0;3246.0;615.0;95.3;4.7;3.9;0.7
183;IJmond (CR);2011;83338.0;79663.0;3675.0;2958.0;717.0;95.6;4.4;3.5;0.9
184;IJmond (CR);2012;83972.0;80018.0;3954.0;3238.0;716.0;95.3;4.7;3.9;0.9
185;Agglomeratie Haarlem (CR);2008;100253.0;93364.0;6889.0;5495.0;1394.0;93.1;6.9;5.5;1.4
186;Agglomeratie Haarlem (CR);2009;100445.0;93413.0;7032.0;5524.0;1508.0;93.0;7.0;5.5;1.5
187;Agglomeratie Haarlem (CR);2010;101884.0;94321.0;7563.0;5773.0;1790.0;92.6;7.4;5.7;1.8
188;Agglomeratie Haarlem (CR);2011;102335.0;94534.0;7801.0;6173.0;1628.0;92.4;7.6;6.0;1.6
189;Agglomeratie Haarlem (CR);2012;103068.0;94714.0;8354.0;6656.0;1698.0;91.9;8.1;6.5;1.6
190;Zaanstreek (CR);2008;68243.0;65591.0;2652.0;2115.0;537.0;96.1;3.9;3.1;0.8
191;Zaanstreek (CR);2009;68958.0;65888.0;3070.0;2480.0;590.0;95.5;4.5;3.6;0.9
192;Zaanstreek (CR);2010;70215.0;66618.0;3597.0;2867.0;730.0;94.9;5.1;4.1;1.0
193;Zaanstreek (CR);2011;70700.0;67250.0;3450.0;2731.0;719.0;95.1;4.9;3.9;1.0
194;Zaanstreek (CR);2012;71455.0;68039.0;3416.0;2763.0;653.0;95.2;4.8;3.9;0.9
195;Groot-Amsterdam (CR);2008;586469.0;538784.0;47685.0;43353.0;4332.0;91.9;8.1;7.4;0.7
196;Groot-Amsterdam (CR);2009;592711.0;543395.0;49316.0;44720.0;4596.0;91.7;8.3;7.5;0.8
197;Groot-Amsterdam (CR);2010;597287.0;548568.0;48719.0;43822.0;4897.0;91.8;8.2;7.3;0.8
198;Groot-Amsterdam (CR);2011;601399.0;553782.0;47617.0;42855.0;4762.0;92.1;7.9;7.1;0.8
199;Groot-Amsterdam (CR);2012;605354.0;559045.0;46309.0;41927.0;4382.0;92.4;7.6;6.9;0.7
200;Het Gooi en Vechtstreek (CR);2008;108303.0;101769.0;6534.0;5270.0;1264.0;94.0;6.0;4.9;1.2
201;Het Gooi en Vechtstreek (CR);2009;108749.0;102037.0;6712.0;5428.0;1284.0;93.8;6.2;5.0;1.2
202;Het Gooi en Vechtstreek (CR);2010;109108.0;102183.0;6925.0;5464.0;1461.0;93.7;6.3;5.0;1.3
203;Het Gooi en Vechtstreek (CR);2011;109537.0;102556.0;6981.0;5500.0;1481.0;93.6;6.4;5.0;1.4
204;Het Gooi en Vechtstreek (CR);2012;109984.0;102997.0;6987.0;5589.0;1398.0;93.6;6.4;5.1;1.3
205;Agglomeratie Leiden en Bollenstreek (CR);2008;162442.0;154301.0;8141.0;6897.0;1244.0;95.0;5.0;4.2;0.8
206;Agglomeratie Leiden en Bollenstreek (CR);2009;168096.0;159750.0;8346.0;6950.0;1396.0;95.0;5.0;4.1;0.8
207;Agglomeratie Leiden en Bollenstreek (CR);2010;170451.0;161252.0;9199.0;7352.0;1847.0;94.6;5.4;4.3;1.1
208;Agglomeratie Leiden en Bollenstreek (CR);2011;171606.0;162482.0;9124.0;7455.0;1669.0;94.7;5.3;4.3;1.0
209;Agglomeratie Leiden en Bollenstreek (CR);2012;173248.0;163835.0;9413.0;7809.0;1604.0;94.6;5.4;4.5;0.9
210;Agglomeratie 's-Gravenhage (CR);2008;372009.0;335216.0;36793.0;33205.0;3588.0;90.1;9.9;8.9;1.0
211;Agglomeratie 's-Gravenhage (CR);2009;375974.0;340980.0;34994.0;30742.0;4252.0;90.7;9.3;8.2;1.1
212;Agglomeratie 's-Gravenhage (CR);2010;380582.0;345511.0;35071.0;29704.0;5367.0;90.8;9.2;7.8;1.4
213;Agglomeratie 's-Gravenhage (CR);2011;383414.0;349404.0;34010.0;29181.0;4829.0;91.1;8.9;7.6;1.3
214;Agglomeratie 's-Gravenhage (CR);2012;385424.0;350827.0;34597.0;30278.0;4319.0;91.0;9.0;7.9;1.1
215;Delft en Westland (CR);2008;89861.0;84908.0;4953.0;3983.0;970.0;94.5;5.5;4.4;1.1
216;Delft en Westland (CR);2009;90586.0;85712.0;4874.0;3814.0;1060.0;94.6;5.4;4.2;1.2
217;Delft en Westland (CR);2010;91414.0;86170.0;5244.0;3955.0;1289.0;94.3;5.7;4.3;1.4
218;Delft en Westland (CR);2011;91988.0;86688.0;5300.0;4011.0;1289.0;94.2;5.8;4.4;1.4
219;Delft en Westland (CR);2012;92986.0;87961.0;5025.0;3983.0;1042.0;94.6;5.4;4.3;1.1
220;Oost-Zuid-Holland (CR);2008;129742.0;124157.0;5585.0;4579.0;1006.0;95.7;4.3;3.5;0.8
221;Oost-Zuid-Holland (CR);2009;126559.0;120868.0;5691.0;4518.0;1173.0;95.5;4.5;3.6;0.9
222;Oost-Zuid-Holland (CR);2010;120346.0;115140.0;5206.0;4186.0;1020.0;95.7;4.3;3.5;0.8
223;Oost-Zuid-Holland (CR);2011;120701.0;115285.0;5416.0;4373.0;1043.0;95.5;4.5;3.6;0.9
224;Oost-Zuid-Holland (CR);2012;121813.0;116300.0;5513.0;4549.0;964.0;95.5;4.5;3.7;0.8
225;Groot-Rijnmond (CR);2008;622705.0;577573.0;45132.0;41935.0;3197.0;92.8;7.2;6.7;0.5
226;Groot-Rijnmond (CR);2009;625381.0;582435.0;42946.0;39285.0;3661.0;93.1;6.9;6.3;0.6
227;Groot-Rijnmond (CR);2010;637477.0;593957.0;43520.0;38701.0;4819.0;93.2;6.8;6.1;0.8
228;Groot-Rijnmond (CR);2011;642495.0;599241.0;43254.0;39346.0;3908.0;93.3;6.7;6.1;0.6
229;Groot-Rijnmond (CR);2012;644190.0;603032.0;41158.0;37639.0;3519.0;93.6;6.4;5.8;0.5
230;Zuidoost-Zuid-Holland (CR);2008;163956.0;155813.0;8143.0;6915.0;1228.0;95.0;5.0;4.2;0.7
231;Zuidoost-Zuid-Holland (CR);2009;166070.0;157188.0;8882.0;7485.0;1397.0;94.7;5.3;4.5;0.8
232;Zuidoost-Zuid-Holland (CR);2010;167266.0;158647.0;8619.0;7227.0;1392.0;94.8;5.2;4.3;0.8
233;Zuidoost-Zuid-Holland (CR);2011;168677.0;159749.0;8928.0;7501.0;1427.0;94.7;5.3;4.4;0.8
234;Zuidoost-Zuid-Holland (CR);2012;169744.0;160848.0;8896.0;7535.0;1361.0;94.8;5.2;4.4;0.8
