ID;Generatie;HerkomstgroeperingVrouw;Huwelijksjaar;TotaalMannen_1;Autochtoon_2;TotaalNietWesters_3;Marokko_4;NederlandseAntillenAruba_5;Suriname_6;Turkije_7;OverigeNietWesters_8;Westers_9
77;Beiden 1e generatie allochtoon;Overige niet-westers;2004 (Nog geen jaar getrouwd);916.0;;836.0;4.0;13.0;14.0;14.0;791.0;80.0
78;Beiden 1e generatie allochtoon;Westers;2002 (Twee jaar getrouwd);1606.0;;291.0;44.0;15.0;16.0;69.0;147.0;1315.0
79;Beiden 1e generatie allochtoon;Westers;2003 (Eén jaar getrouwd);1480.0;;317.0;48.0;11.0;32.0;59.0;167.0;1163.0
80;Beiden 1e generatie allochtoon;Westers;2004 (Nog geen jaar getrouwd);1008.0;;225.0;28.0;17.0;20.0;25.0;135.0;783.0
81;Man 1e, vrouw 2e generatie allochtoon;Totaal vrouwen;2002 (Twee jaar getrouwd);1750.0;;1527.0;451.0;26.0;144.0;773.0;133.0;223.0
82;Man 1e, vrouw 2e generatie allochtoon;Totaal vrouwen;2003 (Eén jaar getrouwd);1450.0;;1263.0;400.0;23.0;103.0;599.0;138.0;187.0
83;Man 1e, vrouw 2e generatie allochtoon;Totaal vrouwen;2004 (Nog geen jaar getrouwd);840.0;;672.0;236.0;35.0;114.0;202.0;85.0;168.0
84;Man 1e, vrouw 2e generatie allochtoon;Autochtoon;2002 (Twee jaar getrouwd);;;;;;;;;
85;Man 1e, vrouw 2e generatie allochtoon;Autochtoon;2003 (Eén jaar getrouwd);;;;;;;;;
86;Man 1e, vrouw 2e generatie allochtoon;Autochtoon;2004 (Nog geen jaar getrouwd);;;;;;;;;
87;Man 1e, vrouw 2e generatie allochtoon;Totaal niet-westers;2002 (Twee jaar getrouwd);1428.0;;1385.0;435.0;10.0;128.0;748.0;64.0;43.0
88;Man 1e, vrouw 2e generatie allochtoon;Totaal niet-westers;2003 (Eén jaar getrouwd);1190.0;;1155.0;384.0;17.0;86.0;577.0;91.0;35.0
89;Man 1e, vrouw 2e generatie allochtoon;Totaal niet-westers;2004 (Nog geen jaar getrouwd);615.0;;580.0;225.0;24.0;90.0;188.0;53.0;35.0
90;Man 1e, vrouw 2e generatie allochtoon;Marokko;2002 (Twee jaar getrouwd);435.0;;431.0;420.0;1.0;0.0;0.0;10.0;4.0
91;Man 1e, vrouw 2e generatie allochtoon;Marokko;2003 (Eén jaar getrouwd);387.0;;383.0;372.0;0.0;0.0;2.0;9.0;4.0
92;Man 1e, vrouw 2e generatie allochtoon;Marokko;2004 (Nog geen jaar getrouwd);238.0;;232.0;220.0;0.0;2.0;2.0;8.0;6.0
93;Man 1e, vrouw 2e generatie allochtoon;Nederlandse Antillen + Aruba;2002 (Twee jaar getrouwd);11.0;;9.0;1.0;5.0;2.0;0.0;1.0;2.0
94;Man 1e, vrouw 2e generatie allochtoon;Nederlandse Antillen + Aruba;2003 (Eén jaar getrouwd);18.0;;15.0;0.0;8.0;3.0;1.0;3.0;3.0
95;Man 1e, vrouw 2e generatie allochtoon;Nederlandse Antillen + Aruba;2004 (Nog geen jaar getrouwd);20.0;;18.0;0.0;13.0;3.0;0.0;2.0;2.0
96;Man 1e, vrouw 2e generatie allochtoon;Suriname;2002 (Twee jaar getrouwd);139.0;;131.0;3.0;4.0;116.0;2.0;6.0;8.0
97;Man 1e, vrouw 2e generatie allochtoon;Suriname;2003 (Eén jaar getrouwd);109.0;;106.0;3.0;7.0;77.0;4.0;15.0;3.0
98;Man 1e, vrouw 2e generatie allochtoon;Suriname;2004 (Nog geen jaar getrouwd);111.0;;104.0;2.0;7.0;83.0;2.0;10.0;7.0
99;Man 1e, vrouw 2e generatie allochtoon;Turkije;2002 (Twee jaar getrouwd);776.0;;753.0;2.0;0.0;1.0;744.0;6.0;23.0
100;Man 1e, vrouw 2e generatie allochtoon;Turkije;2003 (Eén jaar getrouwd);599.0;;585.0;4.0;1.0;1.0;568.0;11.0;14.0
101;Man 1e, vrouw 2e generatie allochtoon;Turkije;2004 (Nog geen jaar getrouwd);201.0;;193.0;0.0;0.0;1.0;183.0;9.0;8.0
102;Man 1e, vrouw 2e generatie allochtoon;Overige niet-westers;2002 (Twee jaar getrouwd);67.0;;61.0;9.0;0.0;9.0;2.0;41.0;6.0
103;Man 1e, vrouw 2e generatie allochtoon;Overige niet-westers;2003 (Eén jaar getrouwd);77.0;;66.0;5.0;1.0;5.0;2.0;53.0;11.0
104;Man 1e, vrouw 2e generatie allochtoon;Overige niet-westers;2004 (Nog geen jaar getrouwd);45.0;;33.0;3.0;4.0;1.0;1.0;24.0;12.0
105;Man 1e, vrouw 2e generatie allochtoon;Westers;2002 (Twee jaar getrouwd);322.0;;142.0;16.0;16.0;16.0;25.0;69.0;180.0
106;Man 1e, vrouw 2e generatie allochtoon;Westers;2003 (Eén jaar getrouwd);260.0;;108.0;16.0;6.0;17.0;22.0;47.0;152.0
107;Man 1e, vrouw 2e generatie allochtoon;Westers;2004 (Nog geen jaar getrouwd);225.0;;92.0;11.0;11.0;24.0;14.0;32.0;133.0
108;Man 2e, vrouw 1e generatie allochtoon;Totaal vrouwen;2002 (Twee jaar getrouwd);1401.0;;852.0;173.0;17.0;88.0;514.0;60.0;549.0
109;Man 2e, vrouw 1e generatie allochtoon;Totaal vrouwen;2003 (Eén jaar getrouwd);1189.0;;706.0;131.0;17.0;86.0;411.0;61.0;483.0
110;Man 2e, vrouw 1e generatie allochtoon;Totaal vrouwen;2004 (Nog geen jaar getrouwd);710.0;;281.0;46.0;20.0;61.0;108.0;46.0;429.0
111;Man 2e, vrouw 1e generatie allochtoon;Autochtoon;2002 (Twee jaar getrouwd);;;;;;;;;
112;Man 2e, vrouw 1e generatie allochtoon;Autochtoon;2003 (Eén jaar getrouwd);;;;;;;;;
113;Man 2e, vrouw 1e generatie allochtoon;Autochtoon;2004 (Nog geen jaar getrouwd);;;;;;;;;
114;Man 2e, vrouw 1e generatie allochtoon;Totaal niet-westers;2002 (Twee jaar getrouwd);1016.0;;796.0;168.0;13.0;79.0;488.0;48.0;220.0
115;Man 2e, vrouw 1e generatie allochtoon;Totaal niet-westers;2003 (Eén jaar getrouwd);798.0;;634.0;127.0;10.0;77.0;373.0;47.0;164.0
116;Man 2e, vrouw 1e generatie allochtoon;Totaal niet-westers;2004 (Nog geen jaar getrouwd);388.0;;230.0;40.0;12.0;52.0;89.0;37.0;158.0
117;Man 2e, vrouw 1e generatie allochtoon;Marokko;2002 (Twee jaar getrouwd);185.0;;171.0;166.0;;1.0;1.0;3.0;14.0
118;Man 2e, vrouw 1e generatie allochtoon;Marokko;2003 (Eén jaar getrouwd);135.0;;125.0;122.0;1.0;1.0;;1.0;10.0
119;Man 2e, vrouw 1e generatie allochtoon;Marokko;2004 (Nog geen jaar getrouwd);59.0;;45.0;39.0;2.0;2.0;1.0;1.0;14.0
120;Man 2e, vrouw 1e generatie allochtoon;Nederlandse Antillen + Aruba;2002 (Twee jaar getrouwd);26.0;;10.0;;6.0;2.0;;2.0;16.0
121;Man 2e, vrouw 1e generatie allochtoon;Nederlandse Antillen + Aruba;2003 (Eén jaar getrouwd);17.0;;8.0;1.0;3.0;2.0;;2.0;9.0
122;Man 2e, vrouw 1e generatie allochtoon;Nederlandse Antillen + Aruba;2004 (Nog geen jaar getrouwd);27.0;;12.0;;7.0;5.0;;0.0;15.0
123;Man 2e, vrouw 1e generatie allochtoon;Suriname;2002 (Twee jaar getrouwd);113.0;;79.0;1.0;2.0;70.0;1.0;5.0;34.0
124;Man 2e, vrouw 1e generatie allochtoon;Suriname;2003 (Eén jaar getrouwd);100.0;;70.0;2.0;3.0;60.0;;5.0;30.0
125;Man 2e, vrouw 1e generatie allochtoon;Suriname;2004 (Nog geen jaar getrouwd);70.0;;47.0;;2.0;41.0;;4.0;23.0
126;Man 2e, vrouw 1e generatie allochtoon;Turkije;2002 (Twee jaar getrouwd);500.0;;485.0;1.0;;2.0;481.0;1.0;15.0
127;Man 2e, vrouw 1e generatie allochtoon;Turkije;2003 (Eén jaar getrouwd);383.0;;372.0;;;2.0;370.0;0.0;11.0
128;Man 2e, vrouw 1e generatie allochtoon;Turkije;2004 (Nog geen jaar getrouwd);96.0;;84.0;;;1.0;83.0;0.0;12.0
129;Man 2e, vrouw 1e generatie allochtoon;Overige niet-westers;2002 (Twee jaar getrouwd);192.0;;51.0;0.0;5.0;4.0;5.0;37.0;141.0
130;Man 2e, vrouw 1e generatie allochtoon;Overige niet-westers;2003 (Eén jaar getrouwd);163.0;;59.0;2.0;3.0;12.0;3.0;39.0;104.0
131;Man 2e, vrouw 1e generatie allochtoon;Overige niet-westers;2004 (Nog geen jaar getrouwd);136.0;;42.0;1.0;1.0;3.0;5.0;32.0;94.0
132;Man 2e, vrouw 1e generatie allochtoon;Westers;2002 (Twee jaar getrouwd);385.0;;56.0;5.0;4.0;9.0;26.0;12.0;329.0
133;Man 2e, vrouw 1e generatie allochtoon;Westers;2003 (Eén jaar getrouwd);391.0;;72.0;4.0;7.0;9.0;38.0;14.0;319.0
134;Man 2e, vrouw 1e generatie allochtoon;Westers;2004 (Nog geen jaar getrouwd);322.0;;51.0;6.0;8.0;9.0;19.0;9.0;271.0
135;Man 1e gen. allochtoon, vrouw autochtoon;Totaal vrouwen;2002 (Twee jaar getrouwd);2421.0;;1251.0;160.0;104.0;171.0;230.0;586.0;1170.0
136;Man 1e gen. allochtoon, vrouw autochtoon;Totaal vrouwen;2003 (Eén jaar getrouwd);2413.0;;1198.0;159.0;101.0;167.0;215.0;556.0;1215.0
137;Man 1e gen. allochtoon, vrouw autochtoon;Totaal vrouwen;2004 (Nog geen jaar getrouwd);1855.0;;863.0;101.0;86.0;137.0;130.0;409.0;992.0
138;Man 1e gen. allochtoon, vrouw autochtoon;Autochtoon;2002 (Twee jaar getrouwd);2421.0;;1251.0;160.0;104.0;171.0;230.0;586.0;1170.0
139;Man 1e gen. allochtoon, vrouw autochtoon;Autochtoon;2003 (Eén jaar getrouwd);2413.0;;1198.0;159.0;101.0;167.0;215.0;556.0;1215.0
140;Man 1e gen. allochtoon, vrouw autochtoon;Autochtoon;2004 (Nog geen jaar getrouwd);1855.0;;863.0;101.0;86.0;137.0;130.0;409.0;992.0
141;Man 1e gen. allochtoon, vrouw autochtoon;Totaal niet-westers;2002 (Twee jaar getrouwd);;;;;;;;;
142;Man 1e gen. allochtoon, vrouw autochtoon;Totaal niet-westers;2003 (Eén jaar getrouwd);;;;;;;;;
143;Man 1e gen. allochtoon, vrouw autochtoon;Totaal niet-westers;2004 (Nog geen jaar getrouwd);;;;;;;;;
144;Man 1e gen. allochtoon, vrouw autochtoon;Marokko;2002 (Twee jaar getrouwd);;;;;;;;;
145;Man 1e gen. allochtoon, vrouw autochtoon;Marokko;2003 (Eén jaar getrouwd);;;;;;;;;
146;Man 1e gen. allochtoon, vrouw autochtoon;Marokko;2004 (Nog geen jaar getrouwd);;;;;;;;;
147;Man 1e gen. allochtoon, vrouw autochtoon;Nederlandse Antillen + Aruba;2002 (Twee jaar getrouwd);;;;;;;;;
148;Man 1e gen. allochtoon, vrouw autochtoon;Nederlandse Antillen + Aruba;2003 (Eén jaar getrouwd);;;;;;;;;
149;Man 1e gen. allochtoon, vrouw autochtoon;Nederlandse Antillen + Aruba;2004 (Nog geen jaar getrouwd);;;;;;;;;
150;Man 1e gen. allochtoon, vrouw autochtoon;Suriname;2002 (Twee jaar getrouwd);;;;;;;;;
151;Man 1e gen. allochtoon, vrouw autochtoon;Suriname;2003 (Eén jaar getrouwd);;;;;;;;;
152;Man 1e gen. allochtoon, vrouw autochtoon;Suriname;2004 (Nog geen jaar getrouwd);;;;;;;;;
153;Man 1e gen. allochtoon, vrouw autochtoon;Turkije;2002 (Twee jaar getrouwd);;;;;;;;;
154;Man 1e gen. allochtoon, vrouw autochtoon;Turkije;2003 (Eén jaar getrouwd);;;;;;;;;
155;Man 1e gen. allochtoon, vrouw autochtoon;Turkije;2004 (Nog geen jaar getrouwd);;;;;;;;;
156;Man 1e gen. allochtoon, vrouw autochtoon;Overige niet-westers;2002 (Twee jaar getrouwd);;;;;;;;;
157;Man 1e gen. allochtoon, vrouw autochtoon;Overige niet-westers;2003 (Eén jaar getrouwd);;;;;;;;;
158;Man 1e gen. allochtoon, vrouw autochtoon;Overige niet-westers;2004 (Nog geen jaar getrouwd);;;;;;;;;
159;Man 1e gen. allochtoon, vrouw autochtoon;Westers;2002 (Twee jaar getrouwd);;;;;;;;;
160;Man 1e gen. allochtoon, vrouw autochtoon;Westers;2003 (Eén jaar getrouwd);;;;;;;;;
161;Man 1e gen. allochtoon, vrouw autochtoon;Westers;2004 (Nog geen jaar getrouwd);;;;;;;;;
162;Man autochtoon, vrouw 1e gen. allochtoon;Totaal vrouwen;2002 (Twee jaar getrouwd);5137.0;5137.0;;;;;;;
163;Man autochtoon, vrouw 1e gen. allochtoon;Totaal vrouwen;2003 (Eén jaar getrouwd);5118.0;5118.0;;;;;;;
164;Man autochtoon, vrouw 1e gen. allochtoon;Totaal vrouwen;2004 (Nog geen jaar getrouwd);4315.0;4315.0;;;;;;;
165;Man autochtoon, vrouw 1e gen. allochtoon;Autochtoon;2002 (Twee jaar getrouwd);;;;;;;;;
166;Man autochtoon, vrouw 1e gen. allochtoon;Autochtoon;2003 (Eén jaar getrouwd);;;;;;;;;
167;Man autochtoon, vrouw 1e gen. allochtoon;Autochtoon;2004 (Nog geen jaar getrouwd);;;;;;;;;
168;Man autochtoon, vrouw 1e gen. allochtoon;Totaal niet-westers;2002 (Twee jaar getrouwd);2142.0;2142.0;;;;;;;
169;Man autochtoon, vrouw 1e gen. allochtoon;Totaal niet-westers;2003 (Eén jaar getrouwd);2102.0;2102.0;;;;;;;
170;Man autochtoon, vrouw 1e gen. allochtoon;Totaal niet-westers;2004 (Nog geen jaar getrouwd);1740.0;1740.0;;;;;;;
171;Man autochtoon, vrouw 1e gen. allochtoon;Marokko;2002 (Twee jaar getrouwd);109.0;109.0;;;;;;;
172;Man autochtoon, vrouw 1e gen. allochtoon;Marokko;2003 (Eén jaar getrouwd);123.0;123.0;;;;;;;
173;Man autochtoon, vrouw 1e gen. allochtoon;Marokko;2004 (Nog geen jaar getrouwd);83.0;83.0;;;;;;;
174;Man autochtoon, vrouw 1e gen. allochtoon;Nederlandse Antillen + Aruba;2002 (Twee jaar getrouwd);120.0;120.0;;;;;;;
175;Man autochtoon, vrouw 1e gen. allochtoon;Nederlandse Antillen + Aruba;2003 (Eén jaar getrouwd);123.0;123.0;;;;;;;
176;Man autochtoon, vrouw 1e gen. allochtoon;Nederlandse Antillen + Aruba;2004 (Nog geen jaar getrouwd);132.0;132.0;;;;;;;
177;Man autochtoon, vrouw 1e gen. allochtoon;Suriname;2002 (Twee jaar getrouwd);337.0;337.0;;;;;;;
178;Man autochtoon, vrouw 1e gen. allochtoon;Suriname;2003 (Eén jaar getrouwd);309.0;309.0;;;;;;;
179;Man autochtoon, vrouw 1e gen. allochtoon;Suriname;2004 (Nog geen jaar getrouwd);282.0;282.0;;;;;;;
180;Man autochtoon, vrouw 1e gen. allochtoon;Turkije;2002 (Twee jaar getrouwd);111.0;111.0;;;;;;;
181;Man autochtoon, vrouw 1e gen. allochtoon;Turkije;2003 (Eén jaar getrouwd);78.0;78.0;;;;;;;
182;Man autochtoon, vrouw 1e gen. allochtoon;Turkije;2004 (Nog geen jaar getrouwd);63.0;63.0;;;;;;;
183;Man autochtoon, vrouw 1e gen. allochtoon;Overige niet-westers;2002 (Twee jaar getrouwd);1465.0;1465.0;;;;;;;
184;Man autochtoon, vrouw 1e gen. allochtoon;Overige niet-westers;2003 (Eén jaar getrouwd);1469.0;1469.0;;;;;;;
185;Man autochtoon, vrouw 1e gen. allochtoon;Overige niet-westers;2004 (Nog geen jaar getrouwd);1180.0;1180.0;;;;;;;
186;Man autochtoon, vrouw 1e gen. allochtoon;Westers;2002 (Twee jaar getrouwd);2995.0;2995.0;;;;;;;
187;Man autochtoon, vrouw 1e gen. allochtoon;Westers;2003 (Eén jaar getrouwd);3016.0;3016.0;;;;;;;
188;Man autochtoon, vrouw 1e gen. allochtoon;Westers;2004 (Nog geen jaar getrouwd);2575.0;2575.0;;;;;;;
189;Man 2e gen. allochtoon, vrouw autochtoon;Totaal vrouwen;2002 (Twee jaar getrouwd);3405.0;;373.0;39.0;85.0;118.0;36.0;95.0;3032.0
190;Man 2e gen. allochtoon, vrouw autochtoon;Totaal vrouwen;2003 (Eén jaar getrouwd);3303.0;;375.0;39.0;81.0;124.0;51.0;80.0;2928.0
191;Man 2e gen. allochtoon, vrouw autochtoon;Totaal vrouwen;2004 (Nog geen jaar getrouwd);3032.0;;345.0;38.0;82.0;116.0;46.0;63.0;2687.0
192;Man 2e gen. allochtoon, vrouw autochtoon;Autochtoon;2002 (Twee jaar getrouwd);3405.0;;373.0;39.0;85.0;118.0;36.0;95.0;3032.0
193;Man 2e gen. allochtoon, vrouw autochtoon;Autochtoon;2003 (Eén jaar getrouwd);3303.0;;375.0;39.0;81.0;124.0;51.0;80.0;2928.0
194;Man 2e gen. allochtoon, vrouw autochtoon;Autochtoon;2004 (Nog geen jaar getrouwd);3032.0;;345.0;38.0;82.0;116.0;46.0;63.0;2687.0
195;Man 2e gen. allochtoon, vrouw autochtoon;Totaal niet-westers;2002 (Twee jaar getrouwd);;;;;;;;;
196;Man 2e gen. allochtoon, vrouw autochtoon;Totaal niet-westers;2003 (Eén jaar getrouwd);;;;;;;;;
