ID;SoortMisdrijf;Politieregio;Perioden;TotaalGeregistreerd_1;Per100000Inwoners1279Jaar_2;TotaalOpgehelderd_3;OpgehelderdInGeregistreerd_4;Totaal_5;Mannen_6;Vrouwen_7;Totaal_8;Mannen_9;Vrouwen_10
16;Totaal soort misdrijf;Groningen;1996;38660.0;8358.0;7295.0;18.9;8596.0;7507.0;1089.0;1858.0;3243.0;471.0
17;Totaal soort misdrijf;Groningen;1997;37789.0;8173.0;7643.0;20.2;9806.0;8661.0;1145.0;2121.0;3741.0;496.0
18;Totaal soort misdrijf;Groningen;1998;39859.0;8628.0;8306.0;20.8;11671.0;10257.0;1414.0;2526.0;4436.0;613.0
19;Totaal soort misdrijf;Groningen;1999;40233.0;8676.0;8170.0;20.3;11088.0;9826.0;1262.0;2391.0;4232.0;545.0
20;Totaal soort misdrijf;Groningen;2000;39507.0;8479.0;8587.0;21.7;11002.0;9665.0;1337.0;2361.0;4140.0;575.0
21;Totaal soort misdrijf;Groningen;2001;39197.0;8373.0;9146.0;23.3;11800.0;10349.0;1451.0;2521.0;4410.0;622.0
22;Totaal soort misdrijf;Groningen;2002;40835.0;8680.0;9215.0;22.6;11914.0;10205.0;1709.0;2532.0;4322.0;729.0
23;Totaal soort misdrijf;Groningen;2003;39887.0;8437.0;9055.0;22.7;12066.0;10443.0;1623.0;2552.0;4397.0;690.0
24;Totaal soort misdrijf;Groningen;2004;38871.0;8194.0;9167.0;23.6;11962.0;10580.0;1382.0;2522.0;4437.0;586.0
25;Totaal soort misdrijf;Groningen;2005;36791.0;7742.0;8515.0;23.1;11506.0;10031.0;1475.0;2421.0;4200.0;624.0
26;Totaal soort misdrijf;Groningen;2006;37094.0;7814.0;9471.0;25.5;13153.0;11187.0;1966.0;2771.0;4686.0;833.0
27;Totaal soort misdrijf;Groningen;2007;36652.0;7715.0;9607.0;26.2;13097.0;11140.0;1957.0;2757.0;4665.0;828.0
28;Totaal soort misdrijf;Friesland;1994;27380.0;5562.0;6384.0;23.3;7576.0;6717.0;859.0;1539.0;2715.0;351.0
29;Totaal soort misdrijf;Friesland;1995;24938.0;5042.0;5663.0;22.7;8998.0;7984.0;1014.0;1819.0;3210.0;412.0
30;Totaal soort misdrijf;Friesland;1996;26359.0;5303.0;7671.0;29.1;10277.0;8980.0;1297.0;2068.0;3591.0;525.0
31;Totaal soort misdrijf;Friesland;1997;37772.0;7560.0;10186.0;27.0;13690.0;11793.0;1897.0;2740.0;4689.0;765.0
32;Totaal soort misdrijf;Friesland;1998;38453.0;7655.0;9810.0;25.5;13534.0;12065.0;1469.0;2694.0;4767.0;590.0
33;Totaal soort misdrijf;Friesland;1999;36823.0;7289.0;7121.0;19.3;12322.0;10963.0;1359.0;2439.0;4304.0;543.0
34;Totaal soort misdrijf;Friesland;2000;37136.0;7311.0;8522.0;22.9;13259.0;11791.0;1468.0;2610.0;4606.0;583.0
35;Totaal soort misdrijf;Friesland;2001;37803.0;7387.0;9828.0;26.0;13529.0;11890.0;1639.0;2644.0;4607.0;646.0
36;Totaal soort misdrijf;Friesland;2002;29466.0;5704.0;8538.0;29.0;9699.0;8639.0;1060.0;1878.0;3314.0;414.0
37;Totaal soort misdrijf;Friesland;2003;29843.0;5754.0;8813.0;29.5;10104.0;8928.0;1176.0;1948.0;3408.0;458.0
38;Totaal soort misdrijf;Friesland;2004;29745.0;5714.0;8668.0;29.1;10586.0;9311.0;1275.0;2034.0;3540.0;495.0
39;Totaal soort misdrijf;Friesland;2005;29010.0;5565.0;8022.0;27.7;10288.0;8950.0;1338.0;1973.0;3396.0;519.0
40;Totaal soort misdrijf;Friesland;2006;27030.0;5189.0;7786.0;28.8;10127.0;8845.0;1282.0;1944.0;3361.0;497.0
41;Totaal soort misdrijf;Friesland;2007;29192.0;5599.0;8294.0;28.4;10913.0;9498.0;1415.0;2093.0;3608.0;548.0
42;Totaal soort misdrijf;Drenthe;1994;21669.0;5840.0;5183.0;23.9;5320.0;4683.0;637.0;1434.0;2522.0;344.0
43;Totaal soort misdrijf;Drenthe;1995;20743.0;5555.0;4899.0;23.6;4918.0;4151.0;767.0;1317.0;2221.0;411.0
44;Totaal soort misdrijf;Drenthe;1996;21690.0;5779.0;5035.0;23.2;5403.0;4644.0;759.0;1440.0;2472.0;405.0
45;Totaal soort misdrijf;Drenthe;1997;22351.0;5915.0;4549.0;20.4;6020.0;5298.0;722.0;1593.0;2802.0;382.0
46;Totaal soort misdrijf;Drenthe;1998;26269.0;6893.0;4764.0;18.1;6483.0;5600.0;883.0;1701.0;2936.0;464.0
47;Totaal soort misdrijf;Drenthe;1999;25484.0;6658.0;5002.0;19.6;7185.0;6321.0;864.0;1877.0;3300.0;452.0
48;Totaal soort misdrijf;Drenthe;2000;27115.0;7055.0;5458.0;20.1;7621.0;6677.0;944.0;1983.0;3476.0;491.0
49;Totaal soort misdrijf;Drenthe;2001;26983.0;6970.0;5717.0;21.2;7790.0;6831.0;959.0;2012.0;3529.0;495.0
50;Totaal soort misdrijf;Drenthe;2002;26725.0;6857.0;5908.0;22.1;8056.0;6967.0;1089.0;2067.0;3573.0;559.0
51;Totaal soort misdrijf;Drenthe;2003;25774.0;6585.0;5812.0;22.5;7973.0;7001.0;972.0;2037.0;3577.0;497.0
52;Totaal soort misdrijf;Drenthe;2004;25236.0;6436.0;5912.0;23.4;8172.0;7227.0;945.0;2084.0;3689.0;482.0
53;Totaal soort misdrijf;Drenthe;2005;25721.0;6547.0;6498.0;25.3;9073.0;7772.0;1301.0;2310.0;3958.0;662.0
54;Totaal soort misdrijf;Drenthe;2006;25932.0;6588.0;6458.0;24.9;9128.0;7855.0;1273.0;2319.0;3996.0;646.0
55;Totaal soort misdrijf;Drenthe;2007;25912.0;6558.0;6469.0;25.0;9007.0;7863.0;1144.0;2280.0;3986.0;578.0
56;Totaal soort misdrijf;IJsselland;1994;29302.0;7875.0;6471.0;22.1;6386.0;5685.0;701.0;1716.0;3064.0;376.0
57;Totaal soort misdrijf;IJsselland;1995;28085.0;7506.0;5311.0;18.9;6533.0;5799.0;734.0;1746.0;3105.0;392.0
58;Totaal soort misdrijf;IJsselland;1996;28321.0;7525.0;5553.0;19.6;6694.0;5895.0;799.0;1779.0;3137.0;424.0
59;Totaal soort misdrijf;IJsselland;1997;30307.0;8006.0;5457.0;18.0;7243.0;6400.0;843.0;1913.0;3385.0;445.0
60;Totaal soort misdrijf;IJsselland;1998;28088.0;7360.0;5755.0;20.5;8091.0;7298.0;793.0;2120.0;3826.0;415.0
61;Totaal soort misdrijf;IJsselland;1999;28215.0;7317.0;4983.0;17.7;6625.0;5835.0;790.0;1718.0;3026.0;410.0
62;Totaal soort misdrijf;IJsselland;2000;27784.0;7138.0;4959.0;17.8;6488.0;5808.0;680.0;1667.0;2982.0;350.0
63;Totaal soort misdrijf;IJsselland;2001;30169.0;7829.0;5547.0;18.4;7187.0;6300.0;887.0;1865.0;3265.0;461.0
64;Totaal soort misdrijf;IJsselland;2002;32649.0;8401.0;6130.0;18.8;8149.0;7235.0;914.0;2097.0;3717.0;471.0
65;Totaal soort misdrijf;IJsselland;2003;32289.0;8231.0;6222.0;19.3;8214.0;7430.0;784.0;2094.0;3780.0;401.0
66;Totaal soort misdrijf;IJsselland;2004;30530.0;7731.0;6715.0;22.0;8708.0;7739.0;969.0;2205.0;3911.0;492.0
67;Totaal soort misdrijf;IJsselland;2005;30733.0;7746.0;6756.0;22.0;8559.0;7552.0;1007.0;2157.0;3797.0;509.0
68;Totaal soort misdrijf;IJsselland;2006;29474.0;7381.0;7112.0;24.1;9443.0;8295.0;1148.0;2365.0;4140.0;577.0
69;Totaal soort misdrijf;IJsselland;2007;28295.0;7049.0;7072.0;25.0;9472.0;8169.0;1303.0;2360.0;4056.0;651.0
70;Totaal soort misdrijf;Twente;1994;35145.0;7331.0;7684.0;21.9;8122.0;7216.0;906.0;1694.0;2974.0;383.0
71;Totaal soort misdrijf;Twente;1995;36532.0;7594.0;7297.0;20.0;8799.0;7871.0;928.0;1829.0;3230.0;391.0
72;Totaal soort misdrijf;Twente;1996;33509.0;6955.0;7284.0;21.7;8852.0;7857.0;995.0;1837.0;3218.0;419.0
73;Totaal soort misdrijf;Twente;1997;31743.0;6580.0;6182.0;19.5;8419.0;7537.0;882.0;1745.0;3085.0;371.0
74;Totaal soort misdrijf;Twente;1998;34264.0;7080.0;7481.0;21.8;10696.0;9651.0;1045.0;2210.0;3937.0;438.0
75;Totaal soort misdrijf;Twente;1999;33484.0;6894.0;7088.0;21.2;9609.0;8655.0;954.0;1978.0;3518.0;398.0
76;Totaal soort misdrijf;Twente;2000;34276.0;7025.0;7108.0;20.7;9648.0;8674.0;974.0;1977.0;3506.0;405.0
77;Totaal soort misdrijf;Twente;2001;34683.0;6972.0;7097.0;20.5;9400.0;8486.0;914.0;1890.0;3363.0;373.0
78;Totaal soort misdrijf;Twente;2002;37483.0;7499.0;7469.0;19.9;9887.0;8868.0;1019.0;1978.0;3496.0;414.0
79;Totaal soort misdrijf;Twente;2003;35103.0;7006.0;6885.0;19.6;8969.0;8004.0;965.0;1790.0;3147.0;391.0
80;Totaal soort misdrijf;Twente;2004;34273.0;6833.0;6898.0;20.1;8995.0;8078.0;917.0;1793.0;3170.0;372.0
81;Totaal soort misdrijf;Twente;2005;34505.0;6865.0;6896.0;20.0;8775.0;7616.0;1159.0;1746.0;2984.0;468.0
82;Totaal soort misdrijf;Twente;2006;32539.0;6466.0;6959.0;21.4;9267.0;8152.0;1115.0;1842.0;3192.0;450.0
83;Totaal soort misdrijf;Twente;2007;32890.0;6532.0;6633.0;20.2;8505.0;7195.0;1310.0;1689.0;2816.0;528.0
84;Totaal soort misdrijf;Noord- en Oost-Gelderland;1994;48012.0;7759.0;11712.0;24.4;9433.0;8282.0;1151.0;1525.0;2679.0;372.0
85;Totaal soort misdrijf;Noord- en Oost-Gelderland;1995;46322.0;7465.0;8830.0;19.1;9289.0;8111.0;1178.0;1497.0;2614.0;380.0
86;Totaal soort misdrijf;Noord- en Oost-Gelderland;1996;43497.0;6971.0;8323.0;19.1;9294.0;8110.0;1184.0;1489.0;2597.0;380.0
87;Totaal soort misdrijf;Noord- en Oost-Gelderland;1997;42893.0;6835.0;6882.0;16.0;9541.0;8519.0;1022.0;1520.0;2713.0;326.0
88;Totaal soort misdrijf;Noord- en Oost-Gelderland;1998;42334.0;6718.0;7664.0;18.1;10454.0;9355.0;1099.0;1659.0;2969.0;349.0
89;Totaal soort misdrijf;Noord- en Oost-Gelderland;1999;42301.0;6695.0;7288.0;17.2;9522.0;8528.0;994.0;1507.0;2699.0;315.0
90;Totaal soort misdrijf;Noord- en Oost-Gelderland;2000;41712.0;6574.0;7212.0;17.3;9347.0;8437.0;910.0;1473.0;2660.0;287.0
91;Totaal soort misdrijf;Noord- en Oost-Gelderland;2001;45354.0;7123.0;7787.0;17.2;10246.0;9159.0;1087.0;1609.0;2877.0;342.0
92;Totaal soort misdrijf;Noord- en Oost-Gelderland;2002;48394.0;7570.0;8329.0;17.2;11015.0;9904.0;1111.0;1723.0;3097.0;348.0
93;Totaal soort misdrijf;Noord- en Oost-Gelderland;2003;46115.0;7185.0;8444.0;18.3;10786.0;9440.0;1346.0;1681.0;2937.0;420.0
94;Totaal soort misdrijf;Noord- en Oost-Gelderland;2004;47130.0;7340.0;8618.0;18.3;11332.0;10151.0;1181.0;1765.0;3156.0;369.0
95;Totaal soort misdrijf;Noord- en Oost-Gelderland;2005;47243.0;7198.0;9787.0;20.7;12367.0;10812.0;1555.0;1884.0;3288.0;475.0
96;Totaal soort misdrijf;Noord- en Oost-Gelderland;2006;46750.0;7120.0;9968.0;21.3;12382.0;10835.0;1547.0;1886.0;3295.0;472.0
97;Totaal soort misdrijf;Noord- en Oost-Gelderland;2007;45629.0;6957.0;9588.0;21.0;11982.0;10349.0;1633.0;1827.0;3154.0;498.0
98;Totaal soort misdrijf;Gelderland-Midden;1994;47452.0;9286.0;12127.0;25.6;9988.0;8584.0;1404.0;1955.0;3395.0;544.0
99;Totaal soort misdrijf;Gelderland-Midden;1995;48151.0;9361.0;9710.0;20.2;9774.0;8251.0;1523.0;1900.0;3236.0;587.0
100;Totaal soort misdrijf;Gelderland-Midden;1996;47126.0;9123.0;8893.0;18.9;9447.0;7937.0;1510.0;1829.0;3099.0;580.0
101;Totaal soort misdrijf;Gelderland-Midden;1997;44915.0;8669.0;7776.0;17.3;10138.0;8572.0;1566.0;1957.0;3337.0;599.0
102;Totaal soort misdrijf;Gelderland-Midden;1998;45349.0;8779.0;7385.0;16.3;10012.0;8807.0;1205.0;1938.0;3436.0;463.0
103;Totaal soort misdrijf;Gelderland-Midden;1999;45820.0;8821.0;6780.0;14.8;9015.0;7965.0;1050.0;1735.0;3089.0;401.0
104;Totaal soort misdrijf;Gelderland-Midden;2000;50829.0;9722.0;7386.0;14.5;9820.0;8685.0;1135.0;1878.0;3344.0;431.0
105;Totaal soort misdrijf;Gelderland-Midden;2001;51430.0;9776.0;8760.0;17.0;11309.0;10074.0;1235.0;2150.0;3854.0;467.0
106;Totaal soort misdrijf;Gelderland-Midden;2002;52994.0;10048.0;9689.0;18.3;12351.0;10955.0;1396.0;2342.0;4177.0;527.0
107;Totaal soort misdrijf;Gelderland-Midden;2003;49315.0;9292.0;9500.0;19.3;12111.0;10605.0;1506.0;2282.0;4018.0;565.0
108;Totaal soort misdrijf;Gelderland-Midden;2004;46415.0;8706.0;9820.0;21.2;13069.0;11534.0;1535.0;2451.0;4351.0;573.0
109;Totaal soort misdrijf;Gelderland-Midden;2005;44597.0;8562.0;9785.0;21.9;13024.0;11187.0;1837.0;2501.0;4322.0;701.0
110;Totaal soort misdrijf;Gelderland-Midden;2006;43059.0;8231.0;9464.0;22.0;12567.0;10396.0;2171.0;2402.0;4001.0;825.0
111;Totaal soort misdrijf;Gelderland-Midden;2007;44355.0;8442.0;9721.0;21.9;13000.0;10967.0;2033.0;2474.0;4201.0;769.0
112;Totaal soort misdrijf;Gelderland-Zuid;1994;40044.0;10253.0;6653.0;16.6;6166.0;5427.0;739.0;1579.0;2814.0;374.0
113;Totaal soort misdrijf;Gelderland-Zuid;1995;36785.0;9348.0;3041.0;8.3;9475.0;8315.0;1160.0;2408.0;4279.0;582.0
114;Totaal soort misdrijf;Gelderland-Zuid;1996;40451.0;10224.0;5865.0;14.5;12225.0;10747.0;1478.0;3090.0;5492.0;739.0
115;Totaal soort misdrijf;Gelderland-Zuid;1997;39414.0;9920.0;5887.0;14.9;12252.0;10965.0;1287.0;3084.0;5574.0;641.0
116;Totaal soort misdrijf;Gelderland-Zuid;1998;43240.0;10722.0;5086.0;11.8;6619.0;5974.0;645.0;1641.0;2994.0;317.0
117;Totaal soort misdrijf;Gelderland-Zuid;1999;44655.0;10962.0;5299.0;11.9;6662.0;5972.0;690.0;1635.0;2961.0;335.0
118;Totaal soort misdrijf;Gelderland-Zuid;2000;42884.0;10439.0;5799.0;13.5;7598.0;6953.0;645.0;1850.0;3417.0;311.0
119;Totaal soort misdrijf;Gelderland-Zuid;2001;46107.0;11114.0;6376.0;13.8;7982.0;7261.0;721.0;1924.0;3532.0;344.0
120;Totaal soort misdrijf;Gelderland-Zuid;2002;47777.0;11341.0;7090.0;14.8;8926.0;7917.0;1009.0;2119.0;3790.0;475.0
121;Totaal soort misdrijf;Gelderland-Zuid;2003;44833.0;10563.0;7465.0;16.7;9347.0;8346.0;1001.0;2202.0;3965.0;468.0
122;Totaal soort misdrijf;Gelderland-Zuid;2004;42306.0;9909.0;8169.0;19.3;10632.0;9358.0;1274.0;2490.0;4425.0;591.0
123;Totaal soort misdrijf;Gelderland-Zuid;2005;42333.0;9865.0;8384.0;19.8;10776.0;9364.0;1412.0;2511.0;4413.0;651.0
124;Totaal soort misdrijf;Gelderland-Zuid;2006;41216.0;9564.0;8403.0;20.4;10905.0;9374.0;1531.0;2530.0;4401.0;702.0
125;Totaal soort misdrijf;Gelderland-Zuid;2007;38332.0;8850.0;8018.0;20.9;10760.0;9090.0;1670.0;2484.0;4245.0;763.0
126;Totaal soort misdrijf;Utrecht;1994;130564.0;15099.0;20128.0;15.4;16604.0;14446.0;2158.0;1920.0;3415.0;489.0
127;Totaal soort misdrijf;Utrecht;1995;109109.0;12544.0;16104.0;14.8;16370.0;14255.0;2115.0;1882.0;3350.0;476.0
128;Totaal soort misdrijf;Utrecht;1996;103160.0;11796.0;14547.0;14.1;16772.0;14531.0;2241.0;1918.0;3394.0;502.0
129;Totaal soort misdrijf;Utrecht;1997;110067.0;12595.0;13883.0;12.6;17439.0;15247.0;2192.0;1996.0;3562.0;492.0
130;Totaal soort misdrijf;Utrecht;1998;110723.0;12460.0;14316.0;12.9;17851.0;15593.0;2258.0;2009.0;3579.0;499.0
131;Totaal soort misdrijf;Utrecht;1999;110537.0;12325.0;14102.0;12.8;17134.0;14983.0;2151.0;1910.0;3406.0;471.0
132;Totaal soort misdrijf;Utrecht;2000;120647.0;13455.0;14952.0;12.4;18227.0;16094.0;2133.0;2033.0;3656.0;467.0
133;Totaal soort misdrijf;Utrecht;2001;126915.0;14048.0;16596.0;13.1;20027.0;17484.0;2543.0;2217.0;3940.0;553.0
134;Totaal soort misdrijf;Utrecht;2002;129383.0;13949.0;18370.0;14.2;22297.0;19326.0;2971.0;2404.0;4239.0;630.0
135;Totaal soort misdrijf;Utrecht;2003;118334.0;12626.0;20939.0;17.7;25306.0;21727.0;3579.0;2700.0;4715.0;751.0
136;Totaal soort misdrijf;Utrecht;2004;111933.0;11849.0;21565.0;19.3;27319.0;23473.0;3846.0;2892.0;5056.0;800.0
137;Totaal soort misdrijf;Utrecht;2005;105780.0;11114.0;19736.0;18.7;25220.0;21603.0;3617.0;2650.0;4620.0;747.0
138;Totaal soort misdrijf;Utrecht;2006;104715.0;10921.0;19329.0;18.5;25678.0;21748.0;3930.0;2678.0;4618.0;805.0
139;Totaal soort misdrijf;Utrecht;2007;100790.0;10412.0;19086.0;18.9;25222.0;21501.0;3721.0;2606.0;4522.0;756.0
140;Totaal soort misdrijf;Noord-Holland-Noord;1994;40740.0;8780.0;8426.0;20.7;6884.0;5879.0;1005.0;1484.0;2520.0;436.0
141;Totaal soort misdrijf;Noord-Holland-Noord;1995;37984.0;8131.0;6543.0;17.2;7243.0;6087.0;1156.0;1550.0;2592.0;498.0
142;Totaal soort misdrijf;Noord-Holland-Noord;1996;38784.0;8243.0;6685.0;17.2;7529.0;6338.0;1191.0;1600.0;2679.0;509.0
143;Totaal soort misdrijf;Noord-Holland-Noord;1997;40094.0;8467.0;6376.0;15.9;7946.0;6778.0;1168.0;1678.0;2846.0;496.0
144;Totaal soort misdrijf;Noord-Holland-Noord;1998;38540.0;8089.0;6476.0;16.8;8273.0;7264.0;1009.0;1736.0;3029.0;426.0
145;Totaal soort misdrijf;Noord-Holland-Noord;1999;39247.0;8193.0;6252.0;15.9;8063.0;7141.0;922.0;1683.0;2964.0;387.0
146;Totaal soort misdrijf;Noord-Holland-Noord;2000;38353.0;7951.0;5588.0;14.6;7259.0;6455.0;804.0;1505.0;2660.0;335.0
147;Totaal soort misdrijf;Noord-Holland-Noord;2001;39660.0;8158.0;5826.0;14.7;7363.0;6626.0;737.0;1514.0;2709.0;305.0
148;Totaal soort misdrijf;Noord-Holland-Noord;2002;47235.0;9292.0;7323.0;15.5;9153.0;8149.0;1004.0;1800.0;3190.0;397.0
149;Totaal soort misdrijf;Noord-Holland-Noord;2003;48355.0;9446.0;8828.0;18.3;11072.0;9827.0;1245.0;2163.0;3821.0;489.0
150;Totaal soort misdrijf;Noord-Holland-Noord;2004;49872.0;9687.0;9206.0;18.5;11518.0;10166.0;1352.0;2237.0;3932.0;528.0
151;Totaal soort misdrijf;Noord-Holland-Noord;2005;46082.0;8908.0;8992.0;19.5;11253.0;9785.0;1468.0;2175.0;3768.0;570.0
152;Totaal soort misdrijf;Noord-Holland-Noord;2006;44590.0;8586.0;8427.0;18.9;10941.0;9554.0;1387.0;2107.0;3667.0;536.0
153;Totaal soort misdrijf;Noord-Holland-Noord;2007;45251.0;8700.0;8137.0;18.0;10928.0;9481.0;1447.0;2101.0;3634.0;558.0
154;Totaal soort misdrijf;Zaanstreek-Waterland;1994;18715.0;7889.0;4136.0;22.1;3948.0;3386.0;562.0;1664.0;2866.0;472.0
155;Totaal soort misdrijf;Zaanstreek-Waterland;1995;18117.0;7608.0;3349.0;18.5;3690.0;3185.0;505.0;1549.0;2683.0;423.0
156;Totaal soort misdrijf;Zaanstreek-Waterland;1996;18510.0;7753.0;3021.0;16.3;3344.0;2930.0;414.0;1401.0;2464.0;345.0
157;Totaal soort misdrijf;Zaanstreek-Waterland;1997;19151.0;7991.0;3631.0;19.0;4666.0;4077.0;589.0;1947.0;3418.0;489.0
158;Totaal soort misdrijf;Zaanstreek-Waterland;1998;19207.0;7964.0;3639.0;18.9;4749.0;4244.0;505.0;1969.0;3538.0;417.0
159;Totaal soort misdrijf;Zaanstreek-Waterland;1999;19020.0;7831.0;3657.0;19.2;4896.0;4286.0;610.0;2016.0;3549.0;499.0
160;Totaal soort misdrijf;Zaanstreek-Waterland;2000;19632.0;8000.0;3867.0;19.7;4881.0;4344.0;537.0;1989.0;3562.0;435.0
161;Totaal soort misdrijf;Zaanstreek-Waterland;2001;19125.0;7742.0;3822.0;20.0;4597.0;4029.0;568.0;1861.0;3286.0;457.0
162;Totaal soort misdrijf;Zaanstreek-Waterland;2002;20459.0;8199.0;4418.0;21.6;5578.0;4866.0;712.0;2235.0;3929.0;567.0
163;Totaal soort misdrijf;Zaanstreek-Waterland;2003;20240.0;8016.0;4469.0;22.1;5618.0;4924.0;694.0;2225.0;3929.0;546.0
164;Totaal soort misdrijf;Zaanstreek-Waterland;2004;18793.0;7402.0;4538.0;24.1;5958.0;5088.0;870.0;2347.0;4037.0;680.0
165;Totaal soort misdrijf;Zaanstreek-Waterland;2005;18732.0;7339.0;4334.0;23.1;5426.0;4710.0;716.0;2126.0;3717.0;557.0
166;Totaal soort misdrijf;Zaanstreek-Waterland;2006;18291.0;7132.0;4331.0;23.7;5735.0;4848.0;887.0;2236.0;3809.0;687.0
167;Totaal soort misdrijf;Zaanstreek-Waterland;2007;17580.0;6820.0;3847.0;21.9;5126.0;4433.0;693.0;1988.0;3464.0;534.0
168;Totaal soort misdrijf;Kennemerland;1994;43839.0;10844.0;9515.0;21.7;8241.0;7190.0;1051.0;2038.0;3612.0;512.0
169;Totaal soort misdrijf;Kennemerland;1995;41237.0;10240.0;7520.0;18.2;7939.0;6872.0;1067.0;1972.0;3460.0;523.0
170;Totaal soort misdrijf;Kennemerland;1996;40180.0;9971.0;7109.0;17.7;7860.0;6752.0;1108.0;1950.0;3400.0;542.0
171;Totaal soort misdrijf;Kennemerland;1997;34156.0;8442.0;5748.0;16.8;7322.0;6253.0;1069.0;1810.0;3137.0;521.0
172;Totaal soort misdrijf;Kennemerland;1998;43323.0;10697.0;7939.0;18.3;10374.0;9282.0;1092.0;2561.0;4652.0;531.0
173;Totaal soort misdrijf;Kennemerland;1999;43209.0;10642.0;7564.0;17.5;9808.0;8652.0;1156.0;2416.0;4325.0;561.0
174;Totaal soort misdrijf;Kennemerland;2000;39247.0;9609.0;6520.0;16.6;8224.0;7328.0;896.0;2014.0;3642.0;432.0
175;Totaal soort misdrijf;Kennemerland;2001;42896.0;10422.0;6695.0;15.6;8418.0;7568.0;850.0;2045.0;3731.0;407.0
176;Totaal soort misdrijf;Kennemerland;2002;43036.0;10842.0;7260.0;16.9;9425.0;8410.0;1015.0;2374.0;4292.0;505.0
177;Totaal soort misdrijf;Kennemerland;2003;40202.0;10037.0;7411.0;18.4;9312.0;8065.0;1247.0;2325.0;4078.0;615.0
178;Totaal soort misdrijf;Kennemerland;2004;38256.0;9460.0;8005.0;20.9;10030.0;8849.0;1181.0;2480.0;4431.0;577.0
179;Totaal soort misdrijf;Kennemerland;2005;36429.0;8956.0;7335.0;20.1;9137.0;7900.0;1237.0;2246.0;3938.0;600.0
180;Totaal soort misdrijf;Kennemerland;2006;36158.0;8814.0;7817.0;21.6;10027.0;8867.0;1160.0;2444.0;4385.0;558.0
181;Totaal soort misdrijf;Kennemerland;2007;36492.0;8826.0;7794.0;21.4;10332.0;8932.0;1400.0;2499.0;4380.0;668.0
182;Totaal soort misdrijf;Amsterdam-Amstelland;1994;132678.0;18035.0;13210.0;10.0;30057.0;26048.0;4009.0;4086.0;7125.0;1083.0
183;Totaal soort misdrijf;Amsterdam-Amstelland;1995;124959.0;17038.0;16083.0;12.9;24784.0;21414.0;3370.0;3379.0;5887.0;912.0
184;Totaal soort misdrijf;Amsterdam-Amstelland;1996;121344.0;16602.0;16829.0;13.9;22396.0;21114.0;1282.0;3064.0;5829.0;348.0
185;Totaal soort misdrijf;Amsterdam-Amstelland;1997;129011.0;17709.0;16791.0;13.0;26381.0;22433.0;3948.0;3621.0;6228.0;1072.0
186;Totaal soort misdrijf;Amsterdam-Amstelland;1998;126947.0;17338.0;21958.0;17.3;26231.0;22411.0;3820.0;3582.0;6186.0;1033.0
