ID;RegioS;GemeentelijkeHoofdfuncties;Perioden;Lasten_1;Baten_2;Saldo_3;Lasten_4;Baten_5;Saldo_6
43;Nederland;210;2002;2235.3;354.2;-1881.1;138.8;22.0;-116.8
44;Nederland;210;2003;2091.3;294.8;-1796.6;129.2;18.2;-110.9
45;Nederland;211;1999;225.7;45.2;-180.6;14.3;2.9;-11.5
46;Nederland;211;2000;226.0;36.3;-189.6;14.2;2.3;-12.0
47;Nederland;211;2001;293.0;70.0;-223.0;18.3;4.4;-14.0
48;Nederland;211;2002;318.2;59.6;-258.6;19.8;3.7;-16.1
49;Nederland;211;2003;318.3;54.5;-263.8;19.7;3.4;-16.3
50;Nederland;212;1999;864.9;840.3;-24.6;54.9;53.3;-1.6
51;Nederland;212;2000;869.6;843.3;-26.4;54.8;53.2;-1.7
52;Nederland;212;2001;1154.8;1091.5;-63.2;72.2;68.3;-4.0
53;Nederland;212;2002;1156.1;1103.7;-52.4;71.8;68.5;-3.3
54;Nederland;212;2003;1301.1;1179.0;-122.2;80.4;72.8;-7.5
55;Nederland;213;1999;7.0;4.5;-2.4;0.4;0.3;-0.2
56;Nederland;213;2000;2.9;0.2;-2.7;0.2;0.0;-0.2
57;Nederland;213;2001;3.4;0.9;-2.4;0.2;0.1;-0.2
58;Nederland;213;2002;3.9;1.3;-2.5;0.2;0.1;-0.2
59;Nederland;213;2003;4.7;2.2;-2.5;0.3;0.1;-0.2
60;Nederland;214;1999;390.5;424.1;33.6;24.8;26.9;2.1
61;Nederland;214;2000;394.2;432.7;38.5;24.9;27.3;2.4
62;Nederland;214;2001;438.5;474.5;36.1;27.4;29.7;2.3
63;Nederland;214;2002;513.0;548.1;35.1;31.9;34.0;2.2
64;Nederland;214;2003;576.6;609.5;32.9;35.6;37.6;2.0
65;Nederland;220;1999;406.7;436.9;30.2;25.8;27.7;1.9
66;Nederland;220;2000;431.4;468.8;37.4;27.2;29.5;2.4
67;Nederland;220;2001;448.0;493.9;45.9;28.0;30.9;2.9
68;Nederland;220;2002;467.3;503.8;36.6;29.0;31.3;2.3
69;Nederland;220;2003;465.2;513.1;47.9;28.7;31.7;3.0
70;Nederland;221;1999;64.3;18.9;-45.4;4.1;1.2;-2.9
71;Nederland;221;2000;71.7;22.1;-49.7;4.5;1.4;-3.1
72;Nederland;221;2001;77.7;24.2;-53.5;4.9;1.5;-3.3
73;Nederland;221;2002;72.1;21.8;-50.3;4.5;1.4;-3.1
74;Nederland;221;2003;77.4;26.0;-51.5;4.8;1.6;-3.2
75;Nederland;222;1999;0.3;0.1;-0.3;0.0;0.0;0.0
76;Nederland;222;2000;0.0;0.0;0.0;0.0;0.0;0.0
77;Nederland;222;2001;0.0;0.1;0.0;0.0;0.0;0.0
78;Nederland;222;2002;0.0;0.0;0.0;0.0;0.0;0.0
79;Nederland;222;2003;0.0;0.1;0.0;0.0;0.0;0.0
80;Nederland;223;1999;13.1;6.5;-6.6;0.8;0.4;-0.4
81;Nederland;223;2000;14.4;7.0;-7.4;0.9;0.4;-0.5
82;Nederland;223;2001;13.3;6.3;-7.0;0.8;0.4;-0.4
83;Nederland;223;2002;11.9;3.8;-8.1;0.7;0.2;-0.5
84;Nederland;223;2003;12.6;4.2;-8.4;0.8;0.3;-0.5
85;Nederland;224;1999;0.4;0.1;-0.3;0.0;0.0;0.0
86;Nederland;224;2000;0.6;0.1;-0.6;0.0;0.0;0.0
87;Nederland;224;2001;0.0;0.0;0.0;0.0;0.0;0.0
88;Nederland;224;2002;0.0;0.0;0.0;0.0;0.0;0.0
89;Nederland;224;2003;0.0;0.0;0.0;0.0;0.0;0.0
90;Nederland;230;1999;0.4;0.0;-0.3;0.0;0.0;0.0
91;Nederland;230;2000;0.4;0.1;-0.3;0.0;0.0;0.0
92;Nederland;230;2001;0.3;0.2;-0.2;0.0;0.0;0.0
93;Nederland;230;2002;0.4;0.3;-0.1;0.0;0.0;0.0
94;Nederland;230;2003;0.5;0.2;-0.3;0.0;0.0;0.0
95;Nederland;240;1999;45.8;3.8;-42.1;2.9;0.2;-2.7
96;Nederland;240;2000;49.7;4.7;-45.0;3.1;0.3;-2.8
97;Nederland;240;2001;55.7;3.9;-51.8;3.5;0.2;-3.2
98;Nederland;240;2002;65.0;6.1;-59.0;4.0;0.4;-3.7
99;Nederland;240;2003;68.7;9.0;-59.7;4.2;0.6;-3.7
100;Nederland;200;1999;3812.0;2088.4;-1723.6;241.9;132.5;-109.4
101;Nederland;200;2000;4011.5;2124.0;-1887.4;252.9;133.9;-119.0
102;Nederland;200;2001;4582.5;2524.2;-2058.3;286.6;157.9;-128.7
103;Nederland;200;2002;4843.2;2602.8;-2240.4;300.7;161.6;-139.1
104;Nederland;200;2003;4916.7;2692.4;-2224.3;303.6;166.3;-137.4
105;Nederland;310;1999;339.4;239.3;-100.1;21.5;15.2;-6.4
106;Nederland;310;2000;429.7;336.9;-92.8;27.1;21.2;-5.8
107;Nederland;310;2001;365.4;249.3;-116.1;22.9;15.6;-7.3
108;Nederland;310;2002;377.0;245.0;-132.0;23.4;15.2;-8.2
109;Nederland;310;2003;382.1;253.8;-128.3;23.6;15.7;-7.9
110;Nederland;320;1999;53.8;51.5;-2.3;3.4;3.3;-0.1
111;Nederland;320;2000;71.3;62.5;-8.8;4.5;3.9;-0.6
112;Nederland;320;2001;64.3;39.1;-25.3;4.0;2.4;-1.6
113;Nederland;320;2002;59.6;40.7;-18.9;3.7;2.5;-1.2
114;Nederland;320;2003;118.4;104.8;-13.7;7.3;6.5;-0.8
115;Nederland;330;1999;233.4;379.9;146.4;14.8;24.1;9.3
116;Nederland;330;2000;487.6;723.6;235.9;30.7;45.6;14.9
117;Nederland;330;2001;178.7;325.8;147.1;11.2;20.4;9.2
118;Nederland;330;2002;231.5;372.0;140.5;14.4;23.1;8.7
119;Nederland;330;2003;213.9;364.3;150.3;13.2;22.5;9.3
120;Nederland;340;1999;9.1;11.0;1.9;0.6;0.7;0.1
121;Nederland;340;2000;9.7;11.7;2.0;0.6;0.7;0.1
122;Nederland;340;2001;7.8;7.9;0.1;0.5;0.5;0.0
123;Nederland;340;2002;7.0;7.6;0.6;0.4;0.5;0.0
124;Nederland;340;2003;5.8;6.7;1.0;0.4;0.4;0.1
125;Nederland;341;1999;10.6;10.4;-0.2;0.7;0.7;0.0
126;Nederland;341;2000;12.3;14.0;1.7;0.8;0.9;0.1
127;Nederland;341;2001;12.9;14.5;1.6;0.8;0.9;0.1
128;Nederland;341;2002;13.6;16.1;2.5;0.8;1.0;0.2
129;Nederland;341;2003;13.8;14.1;0.3;0.9;0.9;0.0
130;Nederland;300;1999;646.3;692.1;45.8;41.0;43.9;2.9
131;Nederland;300;2000;1010.6;1148.7;138.1;63.7;72.4;8.7
132;Nederland;300;2001;629.2;636.6;7.5;39.4;39.8;0.5
133;Nederland;300;2002;688.7;681.4;-7.2;42.8;42.3;-0.4
134;Nederland;300;2003;734.0;743.6;9.6;45.3;45.9;0.6
135;Nederland;420;1999;1701.6;1424.4;-277.2;108.0;90.4;-17.6
136;Nederland;420;2000;1789.8;1514.3;-275.5;112.8;95.5;-17.4
137;Nederland;420;2001;2023.0;1728.3;-294.7;126.5;108.1;-18.4
138;Nederland;420;2002;2220.2;1911.1;-309.1;137.9;118.7;-19.2
139;Nederland;420;2003;2292.4;1907.1;-385.3;141.6;117.8;-23.8
140;Nederland;421;1999;360.2;53.1;-307.1;22.9;3.4;-19.5
141;Nederland;421;2000;363.7;47.8;-315.9;22.9;3.0;-19.9
142;Nederland;421;2001;382.5;46.8;-335.7;23.9;2.9;-21.0
143;Nederland;421;2002;400.0;48.1;-351.9;24.8;3.0;-21.9
144;Nederland;421;2003;401.9;48.8;-353.1;24.8;3.0;-21.8
145;Nederland;430;1999;270.6;237.5;-33.2;17.2;15.1;-2.1
146;Nederland;430;2000;266.2;234.4;-31.8;16.8;14.8;-2.0
147;Nederland;430;2001;266.7;235.9;-30.8;16.7;14.8;-1.9
148;Nederland;430;2002;275.6;243.8;-31.7;17.1;15.1;-2.0
149;Nederland;430;2003;240.3;211.3;-29.1;14.8;13.0;-1.8
150;Nederland;431;1999;79.1;11.3;-67.8;5.0;0.7;-4.3
151;Nederland;431;2000;83.4;14.3;-69.1;5.3;0.9;-4.4
152;Nederland;431;2001;73.7;11.1;-62.6;4.6;0.7;-3.9
153;Nederland;431;2002;75.3;8.8;-66.5;4.7;0.5;-4.1
154;Nederland;431;2003;68.6;8.3;-60.2;4.2;0.5;-3.7
155;Nederland;440;1999;365.9;326.2;-39.7;23.2;20.7;-2.5
156;Nederland;440;2000;357.0;315.5;-41.5;22.5;19.9;-2.6
157;Nederland;440;2001;394.8;340.8;-54.0;24.7;21.3;-3.4
158;Nederland;440;2002;400.2;350.3;-49.8;24.8;21.8;-3.1
159;Nederland;440;2003;445.2;398.6;-46.6;27.5;24.6;-2.9
160;Nederland;441;1999;76.7;25.3;-51.4;4.9;1.6;-3.3
161;Nederland;441;2000;75.1;33.5;-41.5;4.7;2.1;-2.6
162;Nederland;441;2001;76.9;12.8;-64.0;4.8;0.8;-4.0
163;Nederland;441;2002;85.8;14.5;-71.3;5.3;0.9;-4.4
164;Nederland;441;2003;97.4;24.4;-73.0;6.0;1.5;-4.5
165;Nederland;450;1999;0.4;0.1;-0.3;0.0;0.0;0.0
166;Nederland;450;2000;0.2;0.6;0.4;0.0;0.0;0.0
167;Nederland;450;2001;11.1;11.3;0.2;0.7;0.7;0.0
168;Nederland;450;2002;6.9;6.8;-0.1;0.4;0.4;0.0
169;Nederland;450;2003;0.0;0.0;0.0;0.0;0.0;0.0
170;Nederland;451;1999;5.2;0.5;-4.7;0.3;0.0;-0.3
171;Nederland;451;2000;4.6;0.4;-4.1;0.3;0.0;-0.3
172;Nederland;451;2001;2.7;0.5;-2.2;0.2;0.0;-0.1
173;Nederland;451;2002;2.3;0.4;-1.9;0.1;0.0;-0.1
174;Nederland;451;2003;2.3;0.2;-2.1;0.1;0.0;-0.1
175;Nederland;460;1999;355.8;333.6;-22.2;22.6;21.2;-1.4
176;Nederland;460;2000;336.6;299.7;-36.9;21.2;18.9;-2.3
177;Nederland;460;2001;364.9;341.2;-23.7;22.8;21.3;-1.5
178;Nederland;460;2002;402.2;376.9;-25.3;25.0;23.4;-1.6
179;Nederland;460;2003;349.7;320.9;-28.8;21.6;19.8;-1.8
180;Nederland;461;1999;15.6;1.2;-14.4;1.0;0.1;-0.9
181;Nederland;461;2000;17.3;2.5;-14.8;1.1;0.2;-0.9
182;Nederland;461;2001;24.6;6.9;-17.7;1.5;0.4;-1.1
183;Nederland;461;2002;22.1;4.1;-17.9;1.4;0.3;-1.1
184;Nederland;461;2003;22.6;2.4;-20.2;1.4;0.1;-1.2
185;Nederland;470;1999;0.5;0.4;-0.1;0.0;0.0;0.0
186;Nederland;470;2000;0.7;0.4;-0.3;0.0;0.0;0.0
187;Nederland;470;2001;0.5;0.0;-0.5;0.0;0.0;0.0
188;Nederland;470;2002;0.4;0.2;-0.2;0.0;0.0;0.0
189;Nederland;470;2003;0.2;0.0;-0.2;0.0;0.0;0.0
190;Nederland;471;1999;0.0;0.0;0.0;0.0;0.0;0.0
191;Nederland;471;2000;0.0;0.0;0.0;0.0;0.0;0.0
192;Nederland;471;2001;0.1;0.1;0.0;0.0;0.0;0.0
193;Nederland;471;2002;0.1;0.1;0.0;0.0;0.0;0.0
194;Nederland;471;2003;0.1;0.1;0.0;0.0;0.0;0.0
195;Nederland;480;1999;927.3;404.6;-522.7;58.8;25.7;-33.2
196;Nederland;480;2000;1057.7;494.8;-562.9;66.7;31.2;-35.5
197;Nederland;480;2001;1292.4;622.5;-669.9;80.8;38.9;-41.9
198;Nederland;480;2002;1413.7;674.0;-739.7;87.8;41.8;-45.9
199;Nederland;480;2003;1461.6;636.1;-825.5;90.3;39.3;-51.0
200;Nederland;482;1999;228.0;195.8;-32.2;14.5;12.4;-2.0
201;Nederland;482;2000;246.7;219.9;-26.8;15.5;13.9;-1.7
202;Nederland;482;2001;261.0;223.8;-37.2;16.3;14.0;-2.3
203;Nederland;482;2002;301.4;256.7;-44.7;18.7;15.9;-2.8
204;Nederland;482;2003;332.9;287.6;-45.4;20.6;17.8;-2.8
205;Nederland;400;1999;4386.9;3014.0;-1373.0;278.4;191.2;-87.1
206;Nederland;400;2000;4598.9;3178.0;-1420.8;289.9;200.3;-89.6
207;Nederland;400;2001;5174.9;3581.9;-1593.0;323.7;224.0;-99.6
208;Nederland;400;2002;5605.9;3895.9;-1710.1;348.1;241.9;-106.2
209;Nederland;400;2003;5715.2;3845.8;-1869.4;353.0;237.5;-115.4
210;Nederland;510;1999;340.3;36.8;-303.5;21.6;2.3;-19.3
211;Nederland;510;2000;354.3;39.1;-315.2;22.3;2.5;-19.9
212;Nederland;510;2001;376.1;39.3;-336.8;23.5;2.5;-21.1
213;Nederland;510;2002;416.0;40.3;-375.7;25.8;2.5;-23.3
214;Nederland;510;2003;426.0;46.0;-380.0;26.3;2.8;-23.5
215;Nederland;511;1999;196.5;29.6;-167.0;12.5;1.9;-10.6
216;Nederland;511;2000;207.7;32.7;-174.9;13.1;2.1;-11.0
217;Nederland;511;2001;223.5;36.6;-186.9;14.0;2.3;-11.7
218;Nederland;511;2002;243.5;41.0;-202.5;15.1;2.5;-12.6
219;Nederland;511;2003;250.9;31.0;-219.9;15.5;1.9;-13.6
220;Nederland;530;1999;892.7;252.8;-639.9;56.6;16.0;-40.6
221;Nederland;530;2000;948.8;267.2;-681.5;59.8;16.8;-43.0
222;Nederland;530;2001;995.7;281.6;-714.1;62.3;17.6;-44.7
223;Nederland;530;2002;1091.9;299.0;-792.9;67.8;18.6;-49.2
224;Nederland;530;2003;1235.1;387.0;-848.1;76.3;23.9;-52.4
225;Nederland;540;1999;385.3;82.1;-303.2;24.5;5.2;-19.2
226;Nederland;540;2000;424.4;90.4;-334.0;26.8;5.7;-21.1
227;Nederland;540;2001;485.8;117.9;-367.9;30.4;7.4;-23.0
228;Nederland;540;2002;512.4;114.7;-397.7;31.8;7.1;-24.7
229;Nederland;540;2003;537.5;130.1;-407.4;33.2;8.0;-25.2
230;Nederland;541;1999;294.6;65.7;-228.9;18.7;4.2;-14.5
231;Nederland;541;2000;318.2;62.5;-255.6;20.1;3.9;-16.1
232;Nederland;541;2001;334.0;72.0;-262.0;20.9;4.5;-16.4
233;Nederland;541;2002;389.8;64.5;-325.4;24.2;4.0;-20.2
234;Nederland;541;2003;379.2;79.6;-299.6;23.4;4.9;-18.5
235;Nederland;550;1999;45.2;13.3;-31.9;2.9;0.8;-2.0
236;Nederland;550;2000;34.6;9.0;-25.6;2.2;0.6;-1.6
237;Nederland;550;2001;37.0;9.8;-27.1;2.3;0.6;-1.7
238;Nederland;550;2002;38.7;9.1;-29.6;2.4;0.6;-1.8
239;Nederland;550;2003;40.6;7.1;-33.5;2.5;0.4;-2.1
240;Nederland;560;1999;885.1;89.6;-795.5;56.2;5.7;-50.5
241;Nederland;560;2000;951.5;103.0;-848.5;60.0;6.5;-53.5
242;Nederland;560;2001;1060.1;106.3;-953.7;66.3;6.7;-59.7
243;Nederland;560;2002;1214.0;160.9;-1053.1;75.4;10.0;-65.4
244;Nederland;560;2003;1213.9;156.8;-1057.1;75.0;9.7;-65.3
245;Nederland;580;1999;142.7;55.5;-87.1;9.1;3.5;-5.5
246;Nederland;580;2000;148.0;52.1;-95.8;9.3;3.3;-6.0
247;Nederland;580;2001;182.1;69.7;-112.4;11.4;4.4;-7.0
248;Nederland;580;2002;181.2;61.4;-119.8;11.2;3.8;-7.4
249;Nederland;580;2003;158.8;38.8;-120.0;9.8;2.4;-7.4
250;Nederland;500;1999;3182.4;625.4;-2557.0;201.9;39.7;-162.2
251;Nederland;500;2000;3387.4;656.2;-2731.2;213.5;41.4;-172.2
252;Nederland;500;2001;3694.2;733.3;-2960.9;231.1;45.9;-185.2
253;Nederland;500;2002;4087.5;790.7;-3296.7;253.8;49.1;-204.7
254;Nederland;500;2003;4242.0;876.4;-3365.5;262.0;54.1;-207.8
255;Nederland;610;1999;5449.4;3973.3;-1476.1;345.8;252.1;-93.7
256;Nederland;610;2000;5308.9;3836.1;-1472.8;334.7;241.8;-92.8
257;Nederland;610;2001;5445.4;4179.5;-1265.9;340.6;261.4;-79.2
258;Nederland;610;2002;5699.3;4318.7;-1380.6;353.9;268.2;-85.7
259;Nederland;610;2003;6174.8;4997.1;-1177.7;381.3;308.6;-72.7
260;Nederland;611;1999;2351.6;2143.1;-208.5;149.2;136.0;-13.2
261;Nederland;611;2000;2611.1;2389.5;-221.6;164.6;150.6;-14.0
262;Nederland;611;2001;2892.4;2694.7;-197.7;180.9;168.6;-12.4
263;Nederland;611;2002;3348.0;3113.7;-234.2;207.9;193.3;-14.5
264;Nederland;611;2003;3209.2;2799.5;-409.7;198.2;172.9;-25.3
265;Nederland;612;1999;230.3;187.3;-43.0;14.6;11.9;-2.7
266;Nederland;612;2000;239.4;199.5;-40.0;15.1;12.6;-2.5
267;Nederland;612;2001;248.9;197.9;-51.0;15.6;12.4;-3.2
268;Nederland;612;2002;278.9;220.5;-58.4;17.3;13.7;-3.6
269;Nederland;612;2003;244.1;192.3;-51.7;15.1;11.9;-3.2
270;Nederland;613;1999;64.4;23.1;-41.3;4.1;1.5;-2.6
271;Nederland;613;2000;57.6;18.8;-38.9;3.6;1.2;-2.5
272;Nederland;613;2001;78.6;24.0;-54.6;4.9;1.5;-3.4
273;Nederland;613;2002;73.9;21.8;-52.1;4.6;1.4;-3.2
274;Nederland;613;2003;80.6;21.5;-59.2;5.0;1.3;-3.7
275;Nederland;620;1999;1622.0;484.4;-1137.6;102.9;30.7;-72.2
276;Nederland;620;2000;1736.4;527.1;-1209.2;109.5;33.2;-76.2
277;Nederland;620;2001;1976.0;610.8;-1365.2;123.6;38.2;-85.4
278;Nederland;620;2002;2113.8;640.7;-1473.1;131.2;39.8;-91.5
279;Nederland;620;2003;2165.3;598.3;-1567.0;133.7;37.0;-96.8
280;Nederland;630;1999;484.8;74.6;-410.1;30.8;4.7;-26.0
281;Nederland;630;2000;518.2;90.9;-427.3;32.7;5.7;-26.9
282;Nederland;630;2001;595.6;109.4;-486.3;37.3;6.8;-30.4
283;Nederland;630;2002;669.9;122.1;-547.8;41.6;7.6;-34.0
284;Nederland;630;2003;741.1;137.2;-603.9;45.8;8.5;-37.3
285;Nederland;640;1999;14.9;7.5;-7.3;0.9;0.5;-0.5
286;Nederland;640;2000;13.2;4.2;-9.1;0.8;0.3;-0.6
287;Nederland;640;2001;10.4;5.2;-5.2;0.6;0.3;-0.3
288;Nederland;640;2002;8.6;2.9;-5.7;0.5;0.2;-0.4
289;Nederland;640;2003;10.0;6.2;-3.8;0.6;0.4;-0.2
290;Nederland;641;1999;1.6;1.5;-0.2;0.1;0.1;0.0
291;Nederland;641;2000;3.2;1.4;-1.8;0.2;0.1;-0.1
292;Nederland;641;2001;2.9;1.9;-1.0;0.2;0.1;-0.1
293;Nederland;641;2002;1.8;1.4;-0.4;0.1;0.1;0.0
294;Nederland;641;2003;1.7;1.5;-0.2;0.1;0.1;0.0
295;Nederland;650;1999;300.3;89.3;-211.1;19.1;5.7;-13.4
296;Nederland;650;2000;336.7;113.5;-223.2;21.2;7.2;-14.1
297;Nederland;650;2001;463.7;203.0;-260.7;29.0;12.7;-16.3
298;Nederland;650;2002;483.5;207.3;-276.2;30.0;12.9;-17.1
299;Nederland;650;2003;513.1;231.6;-281.5;31.7;14.3;-17.4
300;Nederland;651;1999;18.6;3.0;-15.6;1.2;0.2;-1.0
301;Nederland;651;2000;15.6;2.5;-13.2;1.0;0.2;-0.8
302;Nederland;651;2001;4.6;1.2;-3.4;0.3;0.1;-0.2
303;Nederland;651;2002;5.0;0.7;-4.2;0.3;0.0;-0.3
304;Nederland;651;2003;6.9;1.4;-5.5;0.4;0.1;-0.3
305;Nederland;600;1999;10537.8;6986.9;-3550.9;668.6;443.3;-225.3
306;Nederland;600;2000;10840.4;7183.4;-3657.0;683.3;452.8;-230.5
307;Nederland;600;2001;11718.6;8027.7;-3690.9;733.0;502.1;-230.9
308;Nederland;600;2002;12682.6;8649.9;-4032.7;787.5;537.1;-250.4
309;Nederland;600;2003;13146.8;8986.7;-4160.1;811.9;555.0;-256.9
310;Nederland;710;1999;275.5;89.3;-186.3;17.5;5.7;-11.8
311;Nederland;710;2000;281.8;91.4;-190.4;17.8;5.8;-12.0
312;Nederland;710;2001;319.2;92.9;-226.3;20.0;5.8;-14.2
313;Nederland;710;2002;363.6;100.9;-262.7;22.6;6.3;-16.3
314;Nederland;710;2003;539.6;251.8;-287.7;33.3;15.6;-17.8
315;Nederland;711;1999;37.1;31.0;-6.1;2.4;2.0;-0.4
316;Nederland;711;2000;36.9;31.5;-5.4;2.3;2.0;-0.3
317;Nederland;711;2001;39.2;35.9;-3.4;2.5;2.2;-0.2
318;Nederland;711;2002;34.8;32.7;-2.1;2.2;2.0;-0.1
319;Nederland;711;2003;35.3;29.2;-6.0;2.2;1.8;-0.4
320;Nederland;712;1999;22.9;22.7;-0.3;1.5;1.4;0.0
321;Nederland;712;2000;11.7;11.5;-0.2;0.7;0.7;0.0
322;Nederland;712;2001;7.1;6.9;-0.2;0.4;0.4;0.0
323;Nederland;712;2002;7.0;6.8;-0.2;0.4;0.4;0.0
324;Nederland;712;2003;6.8;6.4;-0.4;0.4;0.4;0.0
325;Nederland;713;1999;52.4;16.6;-35.8;3.3;1.1;-2.3
326;Nederland;713;2000;56.7;16.7;-39.9;3.6;1.1;-2.5
327;Nederland;713;2001;87.6;30.0;-57.6;5.5;1.9;-3.6
328;Nederland;713;2002;92.3;38.4;-53.9;5.7;2.4;-3.3
329;Nederland;713;2003;108.6;52.4;-56.2;6.7;3.2;-3.5
330;Nederland;720;1999;2.1;1.9;-0.3;0.1;0.1;0.0
331;Nederland;720;2000;0.6;0.3;-0.3;0.0;0.0;0.0
332;Nederland;720;2001;1.1;0.2;-0.9;0.1;0.0;-0.1
333;Nederland;720;2002;0.6;0.3;-0.3;0.0;0.0;0.0
334;Nederland;720;2003;0.6;0.4;-0.2;0.0;0.0;0.0
335;Nederland;721;1999;1550.3;1425.5;-124.8;98.4;90.4;-7.9
336;Nederland;721;2000;1622.1;1496.4;-125.7;102.3;94.3;-7.9
337;Nederland;721;2001;1715.0;1577.2;-137.8;107.3;98.7;-8.6
338;Nederland;721;2002;1837.5;1713.8;-123.7;114.1;106.4;-7.7
339;Nederland;721;2003;1843.0;1838.9;-4.1;113.8;113.6;-0.3
340;Nederland;722;1999;863.9;710.9;-153.0;54.8;45.1;-9.7
341;Nederland;722;2000;921.0;763.5;-157.6;58.1;48.1;-9.9
342;Nederland;722;2001;961.1;810.2;-150.8;60.1;50.7;-9.4
343;Nederland;722;2002;1025.2;872.1;-153.1;63.7;54.1;-9.5
344;Nederland;722;2003;1045.9;942.1;-103.7;64.6;58.2;-6.4
345;Nederland;723;1999;395.3;81.7;-313.7;25.1;5.2;-19.9
346;Nederland;723;2000;417.4;89.0;-328.4;26.3;5.6;-20.7
347;Nederland;723;2001;443.4;83.3;-360.1;27.7;5.2;-22.5
348;Nederland;723;2002;501.5;103.3;-398.2;31.1;6.4;-24.7
349;Nederland;723;2003;560.1;130.2;-429.9;34.6;8.0;-26.6
350;Nederland;724;1999;102.7;76.4;-26.2;6.5;4.8;-1.7
351;Nederland;724;2000;108.1;80.8;-27.4;6.8;5.1;-1.7
352;Nederland;724;2001;117.8;82.7;-35.1;7.4;5.2;-2.2
353;Nederland;724;2002;124.2;86.8;-37.4;7.7;5.4;-2.3
354;Nederland;724;2003;134.7;96.0;-38.7;8.3;5.9;-2.4
355;Nederland;700;1999;3302.2;2455.8;-846.4;209.5;155.8;-53.7
356;Nederland;700;2000;3456.5;2581.1;-875.4;217.9;162.7;-55.2
357;Nederland;700;2001;3691.5;2719.3;-972.2;230.9;170.1;-60.8
358;Nederland;700;2002;3986.7;2955.0;-1031.7;247.5;183.5;-64.1
359;Nederland;700;2003;4274.5;3347.5;-927.1;264.0;206.7;-57.3
360;Nederland;810;1999;407.0;133.6;-273.4;25.8;8.5;-17.3
361;Nederland;810;2000;407.2;132.6;-274.6;25.7;8.4;-17.3
362;Nederland;810;2001;548.1;226.2;-321.9;34.3;14.2;-20.1
