ID;TypeWoning;Perioden;PrijsindexVerkoopprijzen_1;OntwikkelingTOVVoorgaandePeriode_2;OntwikkelingTOVEenJaarEerder_3;VerkochteWoningen_4;OntwikkelingTOVVoorgaandePeriode_5;OntwikkelingTOVEenJaarEerder_6;GemiddeldeVerkoopprijs_7;TotaleWaardeVerkoopprijzen_8
27;Totaal woningen;2000 3e kwartaal;56.0;4.1;17.7;48794;3.6;-12.2;177486;8660
28;Totaal woningen;2000 4e kwartaal;57.3;2.3;15.4;53823;10.3;-4.8;180360;9707
29;Totaal woningen;2000;54.8;17.8;17.8;189358;-7.4;-7.4;172050;32579
30;Totaal woningen;2001 1e kwartaal;58.9;2.8;13.7;37729;-29.9;-4.8;180341;6804
31;Totaal woningen;2001 2e kwartaal;60.4;2.5;12.2;48191;27.7;2.3;186614;8993
32;Totaal woningen;2001 3e kwartaal;61.8;2.4;10.3;52498;8.9;7.6;191524;10055
33;Totaal woningen;2001 4e kwartaal;62.4;0.9;8.8;57319;9.2;6.5;192334;11024
34;Totaal woningen;2001;60.9;11.2;11.2;195737;3.4;3.4;188397;36876
35;Totaal woningen;2002 1e kwartaal;63.4;1.6;7.5;44377;-22.6;17.6;194834;8646
36;Totaal woningen;2002 2e kwartaal;64.4;1.6;6.7;48081;8.3;-0.2;198713;9554
37;Totaal woningen;2002 3e kwartaal;65.5;1.7;5.9;52597;9.4;0.2;203432;10700
38;Totaal woningen;2002 4e kwartaal;65.4;-0.2;4.8;53331;1.4;-7.0;201154;10728
39;Totaal woningen;2002;64.7;6.2;6.2;198386;1.4;1.4;199752;39628
40;Totaal woningen;2003 1e kwartaal;66.1;1.1;4.4;39587;-25.8;-10.8;200535;7939
41;Totaal woningen;2003 2e kwartaal;66.8;0.9;3.7;46278;16.9;-3.8;203216;9404
42;Totaal woningen;2003 3e kwartaal;67.4;0.9;2.9;50365;8.8;-4.2;205078;10329
43;Totaal woningen;2003 4e kwartaal;68.0;1.0;4.1;57176;13.5;7.2;208888;11943
44;Totaal woningen;2003;67.1;3.7;3.7;193406;-2.5;-2.5;204829;39615
45;Totaal woningen;2004 1e kwartaal;68.8;1.2;4.1;39251;-31.4;-0.8;208625;8189
46;Totaal woningen;2004 2e kwartaal;69.6;1.0;4.2;47946;22.2;3.6;212346;10181
47;Totaal woningen;2004 3e kwartaal;70.5;1.4;4.7;50427;5.2;0.1;217298;10958
48;Totaal woningen;2004 4e kwartaal;70.7;0.3;4.0;54317;7.7;-5.0;211771;11503
49;Totaal woningen;2004;69.9;4.2;4.2;191941;-0.8;-0.8;212723;40830
50;Totaal woningen;2005 1e kwartaal;71.4;1.0;3.8;41210;-24.1;5.0;215695;8889
51;Totaal woningen;2005 2e kwartaal;72.3;1.2;4.0;50592;22.8;5.5;220225;11142
52;Totaal woningen;2005 3e kwartaal;73.2;1.2;3.8;55728;10.2;10.5;226905;12645
53;Totaal woningen;2005 4e kwartaal;73.6;0.6;4.0;59099;6.0;8.8;225757;13342
54;Totaal woningen;2005;72.6;3.9;3.9;206629;7.7;7.7;222706;46017
55;Totaal woningen;2006 1e kwartaal;74.7;1.4;4.5;47519;-19.6;15.3;229580;10909
56;Totaal woningen;2006 2e kwartaal;75.6;1.2;4.5;53203;12.0;5.2;234316;12466
57;Totaal woningen;2006 3e kwartaal;76.5;1.3;4.6;53882;1.3;-3.3;241045;12988
58;Totaal woningen;2006 4e kwartaal;76.9;0.5;4.5;55163;2.4;-6.7;237631;13108
59;Totaal woningen;2006;75.9;4.5;4.5;209767;1.5;1.5;235843;49472
60;Totaal woningen;2007 1e kwartaal;77.8;1.1;4.2;45255;-18.0;-4.8;242522;10975
61;Totaal woningen;2007 2e kwartaal;78.7;1.2;4.2;50423;11.4;-5.2;245955;12402
62;Totaal woningen;2007 3e kwartaal;80.0;1.6;4.5;52161;3.4;-3.2;253679;13232
63;Totaal woningen;2007 4e kwartaal;80.2;0.3;4.3;54562;4.6;-1.1;250208;13652
64;Totaal woningen;2007;79.2;4.3;4.3;202401;-3.5;-3.5;248325;50261
65;Totaal woningen;2008 1e kwartaal;81.2;1.2;4.4;40971;-24.9;-9.5;253376;10381
66;Totaal woningen;2008 2e kwartaal;81.4;0.3;3.5;48014;17.2;-4.8;253527;12173
67;Totaal woningen;2008 3e kwartaal;82.4;1.1;3.0;48440;0.9;-7.1;259425;12567
68;Totaal woningen;2008 4e kwartaal;81.7;-0.8;1.9;44967;-7.2;-17.6;252950;11374
69;Totaal woningen;2008;81.7;3.2;3.2;182392;-9.9;-9.9;254918;46495
70;Totaal woningen;2009 1e kwartaal;81.1;-0.8;-0.2;27218;-39.5;-33.6;247692;6742
71;Totaal woningen;2009 2e kwartaal;79.2;-2.4;-2.8;30269;11.2;-37.0;235495;7128
72;Totaal woningen;2009 3e kwartaal;78.2;-1.2;-5.0;33234;9.8;-31.4;233608;7764
73;Totaal woningen;2009 4e kwartaal;77.7;-0.7;-4.9;36811;10.8;-18.1;237755;8752
74;Totaal woningen;2009;79.1;-3.2;-3.2;127532;-30.1;-30.1;238259;30386
75;Totaal woningen;2010 1e kwartaal;77.5;-0.2;-4.4;27745;-24.6;1.9;236712;6568
76;Totaal woningen;2010 2e kwartaal;77.7;0.2;-1.9;31891;14.9;5.4;240001;7654
77;Totaal woningen;2010 3e kwartaal;77.8;0.1;-0.6;32398;1.6;-2.5;244424;7919
78;Totaal woningen;2010 4e kwartaal;76.9;-1.1;-1.0;34093;5.2;-7.4;236733;8071
79;Totaal woningen;2010;77.5;-2.0;-2.0;126127;-1.1;-1.1;239530;30211
80;Totaal woningen;2011 1e kwartaal;76.6;-0.5;-1.2;28358;-16.8;2.2;240132;6810
81;Totaal woningen;2011 2e kwartaal;76.2;-0.5;-1.9;29532;4.1;-7.4;241736;7139
82;Totaal woningen;2011 3e kwartaal;75.7;-0.7;-2.7;30769;4.2;-5.0;245503;7554
83;Totaal woningen;2011 4e kwartaal;74.4;-1.8;-3.4;32080;4.3;-5.9;233229;7482
84;Totaal woningen;2011;75.7;-2.3;-2.3;120739;-4.3;-4.3;240059;28984
85;Totaal woningen;2012 1e kwartaal;73.4;-1.2;-4.1;23951;-25.3;-15.5;235954;5651
86;Totaal woningen;2012 2e kwartaal;72.1;-1.8;-5.4;34628;44.6;17.3;234572;8123
87;Totaal woningen;2012 3e kwartaal;69.5;-3.7;-8.3;22978;-33.6;-25.3;215795;4959
88;Totaal woningen;2012 4e kwartaal;68.9;-0.8;-7.3;35704;55.4;11.3;219746;7846
89;Totaal woningen;2012;71.0;-6.3;-6.3;117261;-2.9;-2.9;226661;26578
90;Totaal woningen;2013 1e kwartaal;67.4;-2.3;-8.3;23090;-35.3;-3.6;213240;4924
91;Totaal woningen;2013 2e kwartaal;66.1;-1.8;-8.3;22111;-4.2;-36.1;210908;4663
92;Totaal woningen;2013 3e kwartaal;66.3;0.3;-4.5;28925;30.8;25.9;214778;6212
93;Totaal woningen;2013 4e kwartaal;66.2;-0.3;-4.0;35968;24.3;0.7;213784;7689
94;Totaal woningen;2013;66.5;-6.3;-6.3;110094;-6.1;-6.1;213353;23489
95;Totaal woningen;2014 1e kwartaal;66.6;0.6;-1.2;28963;-19.5;25.4;215689;6247
96;Totaal woningen;2014 2e kwartaal;67.0;0.7;1.3;34074;17.6;54.1;220670;7519
97;Totaal woningen;2014 3e kwartaal;67.7;1.1;2.1;39160;14.9;35.4;225194;8819
98;Totaal woningen;2014 4e kwartaal;67.9;0.2;2.6;51314;31.0;42.7;224660;11528
99;Totaal woningen;2014;67.3;1.2;1.2;153511;39.4;39.4;222218;34113
100;Totaal woningen;2015 1e kwartaal;68.4;0.8;2.8;34527;-32.7;19.2;221589;7651
101;Totaal woningen;2015 2e kwartaal;69.0;0.8;2.9;40722;17.9;19.5;227389;9260
102;Totaal woningen;2015 3e kwartaal;70.1;1.6;3.5;50609;24.3;29.2;233301;11807
103;Totaal woningen;2015 4e kwartaal;70.6;0.7;3.9;52435;3.6;2.2;235039;12324
104;Totaal woningen;2015;69.5;3.3;3.3;178293;16.1;16.1;230194;41042
105;Totaal woningen;2016 1e kwartaal;71.5;1.3;4.4;42897;-18.2;24.2;236333;10138
106;Totaal woningen;2016 2e kwartaal;72.4;1.4;5.0;50315;17.3;23.6;239542;12053
107;Totaal woningen;2016 3e kwartaal;74.3;2.6;6.0;60707;20.7;20.0;249593;15152
108;Totaal woningen;2016 4e kwartaal;75.2;1.2;6.6;60874;0.3;16.1;246934;15032
109;Totaal woningen;2016;73.3;5.5;5.5;214793;20.5;20.5;243837;52374
110;Totaal woningen;2017 1e kwartaal;76.7;2.0;7.4;55911;-8.2;30.3;257002;14369
111;Totaal woningen;2017 2e kwartaal;78.3;2.1;8.1;58370;4.4;16.0;260573;15210
112;Totaal woningen;2017 3e kwartaal;80.4;2.6;8.2;61391;5.2;1.1;267464;16420
113;Totaal woningen;2017 4e kwartaal;81.7;1.7;8.7;66188;7.8;8.7;267143;17682
114;Totaal woningen;2017;79.3;8.1;8.1;241860;12.6;12.6;263295;63680
115;Totaal woningen;2018 1e kwartaal;83.8;2.5;9.2;52105;-21.3;-6.8;278159;14493
116;Totaal woningen;2018 2e kwartaal;85.5;2.0;9.2;52930;1.6;-9.3;284639;15066
117;Totaal woningen;2018 3e kwartaal;87.9;2.8;9.3;56921;7.5;-7.3;292146;16629
118;Totaal woningen;2018 4e kwartaal;89.2;1.5;9.1;56535;-0.7;-14.6;293210;16577
119;Totaal woningen;2018;86.6;9.2;9.2;218491;-9.7;-9.7;287267;62765
120;Totaal woningen;2019 1e kwartaal;90.7;1.7;8.2;47431;-16.1;-9.0;301279;14290
121;Totaal woningen;2019 2e kwartaal;91.8;1.2;7.4;52506;10.7;-0.8;302538;15885
122;Totaal woningen;2019 3e kwartaal;93.5;1.8;6.4;58935;12.2;3.5;313256;18462
123;Totaal woningen;2019 4e kwartaal;94.8;1.4;6.2;59723;1.3;5.6;312871;18686
124;Totaal woningen;2019;92.7;7.0;7.0;218595;0.0;0.0;307978;67322
125;Totaal woningen;2020 1e kwartaal;96.9;2.2;6.8;51579;-13.6;8.7;325834;16806
126;Totaal woningen;2020 2e kwartaal;98.9;2.1;7.7;54923;6.5;4.6;327867;18007
127;Totaal woningen;2020 3e kwartaal;101.1;2.3;8.2;62206;13.3;5.6;339559;21123
128;Totaal woningen;2020 4e kwartaal;103.1;1.9;8.8;66803;7.4;11.9;341892;22839
129;Totaal woningen;2020;100.0;7.9;7.9;235511;7.7;7.7;334488;78776
130;Totaal woningen;2021 1e kwartaal;106.8;3.6;10.2;66627;-0.3;29.2;379172;25263
131;Totaal woningen;2021 2e kwartaal;111.6;4.5;12.8;52787;-20.8;-3.9;365702;19304
132;Totaal woningen;2021 3e kwartaal;118.7;6.3;17.3;53875;2.1;-13.4;400935;21600
133;Totaal woningen;2021 4e kwartaal;123.2;3.8;19.5;52798;-2.0;-21.0;402726;21263
134;Totaal woningen;2021;115.1;15.1;15.1;226087;-4.0;-4.0;386714;87431
135;Totaal woningen;2022 1e kwartaal;128.2;4.1;20.1;43923;-16.8;-34.1;426787;18746
136;Totaal woningen;2022 2e kwartaal;131.8;2.8;18.1;47382;7.9;-10.2;429010;20327
137;Totaal woningen;2022 3e kwartaal;132.4;0.5;11.6;50453;6.5;-6.4;443042;22353
138;Totaal woningen;2022 4e kwartaal;129.0;-2.6;4.7;51345;1.8;-2.8;415546;21336
139;Totaal woningen;2022;130.4;13.3;13.3;193103;-14.6;-14.6;428591;82762
140;Totaal woningen;2023 1e kwartaal;126.8;-1.7;-1.1;40437;-21.2;-7.9;416786;16854
141;Totaal woningen;2023 2e kwartaal;124.7;-1.7;-5.4;44500;10.0;-6.1;406547;18091
142;Totaal woningen;2023 3e kwartaal;126.4;1.3;-4.5;46948;5.5;-6.9;417656;19608
143;Totaal woningen;2023 4e kwartaal;128.6;1.7;-0.3;50518;7.6;-1.6;422712;21355
144;Totaal woningen;2023;126.6;-2.9;-2.9;182403;-5.5;-5.5;416153;75908
145;Totaal woningen;2024 1e kwartaal;131.6;2.4;3.8;44441;-12.0;9.9;432061;19201
146;Totaal woningen;2024 2e kwartaal;135.4;2.9;8.6;47942;7.9;7.7;441018;21143
147;Totaal woningen;2024 3e kwartaal;140.4;3.7;11.1;54147;12.9;15.3;463375;25090
148;Totaal woningen;2024 4e kwartaal;143.3;2.1;11.5;59928;10.7;18.6;461797;27675
149;Totaal woningen;2024;137.7;8.7;8.7;206458;13.2;13.2;450985;93109
150;Totaal woningen;2025 1e kwartaal;146.0;1.8;10.9;51474;-14.1;15.8;470028;24194
151;Eengezinswoningen;1995 1e kwartaal;30.1;;;21766;;;97639;2125
152;Eengezinswoningen;1995 2e kwartaal;30.5;1.3;;27014;24.1;;99301;2683
153;Eengezinswoningen;1995 3e kwartaal;31.2;2.4;;29503;9.2;;103894;3065
154;Eengezinswoningen;1995 4e kwartaal;31.6;1.4;;33596;13.9;;103375;3473
155;Eengezinswoningen;1995;30.8;;;111879;;;101412;11346
156;Eengezinswoningen;1996 1e kwartaal;32.4;2.4;7.8;25008;-25.6;14.9;105271;2633
157;Eengezinswoningen;1996 2e kwartaal;33.5;3.3;9.8;31633;26.5;17.1;108104;3420
158;Eengezinswoningen;1996 3e kwartaal;34.5;3.2;10.6;33813;6.9;14.6;113458;3836
159;Eengezinswoningen;1996 4e kwartaal;35.4;2.5;11.9;35732;5.7;6.4;115124;4114
160;Eengezinswoningen;1996;33.9;10.0;10.0;126186;12.8;12.8;110965;14002
161;Eengezinswoningen;1997 1e kwartaal;36.3;2.7;12.1;24705;-30.9;-1.2;117280;2897
162;Eengezinswoningen;1997 2e kwartaal;37.3;2.7;11.5;33429;35.3;5.7;120261;4020
163;Eengezinswoningen;1997 3e kwartaal;38.5;3.1;11.4;35250;5.4;4.3;125766;4433
164;Eengezinswoningen;1997 4e kwartaal;39.3;2.3;11.1;37331;5.9;4.5;126630;4727
165;Eengezinswoningen;1997;37.9;11.5;11.5;130715;3.6;3.6;123001;16078
166;Eengezinswoningen;1998 1e kwartaal;40.1;1.8;10.2;26356;-29.4;6.7;129060;3401
167;Eengezinswoningen;1998 2e kwartaal;41.0;2.5;10.0;33810;28.3;1.1;130631;4417
168;Eengezinswoningen;1998 3e kwartaal;42.5;3.5;10.5;36743;8.7;4.2;137682;5059
169;Eengezinswoningen;1998 4e kwartaal;43.6;2.6;10.8;39750;8.2;6.5;138596;5509
170;Eengezinswoningen;1998;41.8;10.4;10.4;136659;4.5;4.5;134541;18386
171;Eengezinswoningen;1999 1e kwartaal;45.1;3.6;12.7;28956;-27.2;9.9;142502;4126
172;Eengezinswoningen;1999 2e kwartaal;47.1;4.4;14.9;34753;20.0;2.8;151584;5268
173;Eengezinswoningen;1999 3e kwartaal;49.6;5.2;16.7;39100;12.5;6.4;161482;6314
174;Eengezinswoningen;1999 4e kwartaal;51.8;4.4;18.8;39262;0.4;-1.2;168334;6609
175;Eengezinswoningen;1999;48.4;15.9;15.9;142071;4.0;4.0;157086;22317
176;Eengezinswoningen;2000 1e kwartaal;54.0;4.3;19.6;26624;-32.2;-8.1;174369;4642
177;Eengezinswoningen;2000 2e kwartaal;56.1;3.8;18.9;32064;20.4;-7.7;183538;5885
178;Eengezinswoningen;2000 3e kwartaal;58.5;4.3;17.9;33663;5.0;-13.9;194361;6543
179;Eengezinswoningen;2000 4e kwartaal;59.8;2.2;15.5;36368;8.0;-7.4;196721;7154
180;Eengezinswoningen;2000;57.1;17.9;17.9;128719;-9.4;-9.4;188197;24224
181;Eengezinswoningen;2001 1e kwartaal;61.4;2.6;13.7;24925;-31.5;-6.4;198374;4944
182;Eengezinswoningen;2001 2e kwartaal;62.7;2.2;11.9;32567;30.7;1.6;203765;6636
183;Eengezinswoningen;2001 3e kwartaal;64.3;2.5;9.9;35811;10.0;6.4;208420;7464
184;Eengezinswoningen;2001 4e kwartaal;64.8;0.8;8.4;38614;7.8;6.2;209360;8084
185;Eengezinswoningen;2001;63.3;10.9;10.9;131917;2.5;2.5;205648;27128
186;Eengezinswoningen;2002 1e kwartaal;65.8;1.6;7.2;29383;-23.9;17.9;213412;6271
187;Eengezinswoningen;2002 2e kwartaal;66.8;1.5;6.5;32299;9.9;-0.8;216955;7007
188;Eengezinswoningen;2002 3e kwartaal;67.9;1.6;5.6;35638;10.3;-0.5;221679;7900
189;Eengezinswoningen;2002 4e kwartaal;67.8;-0.1;4.7;35738;0.3;-7.4;218673;7815
190;Eengezinswoningen;2002;67.1;6.0;6.0;133058;0.9;0.9;217899;28993
191;Eengezinswoningen;2003 1e kwartaal;68.6;1.1;4.2;25889;-27.6;-11.9;219929;5694
192;Eengezinswoningen;2003 2e kwartaal;69.2;1.0;3.6;30913;19.4;-4.3;221815;6857
193;Eengezinswoningen;2003 3e kwartaal;69.9;0.9;2.9;34076;10.2;-4.4;223825;7627
194;Eengezinswoningen;2003 4e kwartaal;70.6;1.0;4.1;37985;11.5;6.3;228094;8664
195;Eengezinswoningen;2003;69.6;3.7;3.7;128863;-3.2;-3.2;223818;28842
196;Eengezinswoningen;2004 1e kwartaal;71.5;1.3;4.3;25291;-33.4;-2.3;229761;5811
197;Eengezinswoningen;2004 2e kwartaal;72.3;1.1;4.4;31124;23.1;0.7;232470;7235
198;Eengezinswoningen;2004 3e kwartaal;73.3;1.5;5.0;34212;9.9;0.4;237804;8136
199;Eengezinswoningen;2004 4e kwartaal;73.6;0.4;4.3;35931;5.0;-5.4;231527;8319
200;Eengezinswoningen;2004;72.7;4.5;4.5;126558;-1.8;-1.8;233103;29501
201;Eengezinswoningen;2005 1e kwartaal;74.4;1.1;4.1;26991;-24.9;6.7;236961;6396
202;Eengezinswoningen;2005 2e kwartaal;75.3;1.3;4.2;33822;25.3;8.7;240714;8141
203;Eengezinswoningen;2005 3e kwartaal;76.2;1.2;3.9;38192;12.9;11.6;247273;9444
204;Eengezinswoningen;2005 4e kwartaal;76.7;0.6;4.2;39716;4.0;10.5;247408;9826
205;Eengezinswoningen;2005;75.7;4.1;4.1;138721;9.6;9.6;243706;33807
206;Eengezinswoningen;2006 1e kwartaal;77.9;1.6;4.7;31756;-20.0;17.7;250796;7964
207;Eengezinswoningen;2006 2e kwartaal;78.8;1.2;4.6;36048;13.5;6.6;255499;9210
208;Eengezinswoningen;2006 3e kwartaal;79.8;1.2;4.6;37074;2.8;-2.9;262176;9720
209;Eengezinswoningen;2006 4e kwartaal;80.2;0.6;4.6;36913;-0.4;-7.1;259402;9575
210;Eengezinswoningen;2006;79.2;4.6;4.6;141791;2.2;2.2;257208;36470
211;Eengezinswoningen;2007 1e kwartaal;81.2;1.2;4.2;29754;-19.4;-6.3;267602;7962
212;Eengezinswoningen;2007 2e kwartaal;82.0;1.0;4.1;33497;12.6;-7.1;268936;9009
213;Eengezinswoningen;2007 3e kwartaal;83.2;1.4;4.3;35012;4.5;-5.6;276644;9686
214;Eengezinswoningen;2007 4e kwartaal;83.5;0.4;4.1;36725;4.9;-0.5;271990;9989
215;Eengezinswoningen;2007;82.5;4.2;4.2;134988;-4.8;-4.8;271472;36645
216;Eengezinswoningen;2008 1e kwartaal;84.5;1.2;4.1;26917;-26.7;-9.5;276662;7447
217;Eengezinswoningen;2008 2e kwartaal;84.6;0.1;3.1;32337;20.1;-3.5;275699;8915
218;Eengezinswoningen;2008 3e kwartaal;85.6;1.2;2.8;32998;2.0;-5.8;283029;9339
219;Eengezinswoningen;2008 4e kwartaal;84.9;-0.7;1.7;30657;-7.1;-16.5;275390;8443
220;Eengezinswoningen;2008;84.9;2.9;2.9;122909;-8.9;-8.9;277801;34144
221;Eengezinswoningen;2009 1e kwartaal;84.4;-0.6;-0.1;18113;-40.9;-32.7;272662;4939
222;Eengezinswoningen;2009 2e kwartaal;82.3;-2.6;-2.7;20061;10.8;-38.0;257210;5160
223;Eengezinswoningen;2009 3e kwartaal;81.2;-1.3;-5.1;22047;9.9;-33.2;253799;5596
224;Eengezinswoningen;2009 4e kwartaal;80.5;-0.8;-5.2;24131;9.5;-21.3;256917;6200
225;Eengezinswoningen;2009;82.1;-3.3;-3.3;84352;-31.4;-31.4;259553;21894
226;Eengezinswoningen;2010 1e kwartaal;80.3;-0.3;-4.8;17787;-26.3;-1.8;257264;4576
227;Eengezinswoningen;2010 2e kwartaal;80.5;0.2;-2.2;20844;17.2;3.9;260571;5431
228;Eengezinswoningen;2010 3e kwartaal;80.5;0.1;-0.8;21745;4.3;-1.4;264452;5751
229;Eengezinswoningen;2010 4e kwartaal;79.7;-1.1;-1.1;22609;4.0;-6.3;255640;5780
230;Eengezinswoningen;2010;80.3;-2.3;-2.3;82985;-1.6;-1.6;259536;21538
231;Eengezinswoningen;2011 1e kwartaal;79.2;-0.5;-1.4;18709;-17.3;5.2;260214;4868
232;Eengezinswoningen;2011 2e kwartaal;79.0;-0.3;-1.8;19701;5.3;-5.5;261565;5153
233;Eengezinswoningen;2011 3e kwartaal;78.4;-0.8;-2.7;20971;6.4;-3.6;264738;5552
234;Eengezinswoningen;2011 4e kwartaal;77.0;-1.8;-3.3;21548;2.8;-4.7;252510;5441
235;Eengezinswoningen;2011;78.4;-2.3;-2.3;80929;-2.5;-2.5;259664;21014
236;Eengezinswoningen;2012 1e kwartaal;76.1;-1.1;-3.9;16179;-24.9;-13.5;254233;4113
237;Eengezinswoningen;2012 2e kwartaal;74.7;-1.9;-5.4;24309;50.3;23.4;251705;6119
238;Eengezinswoningen;2012 3e kwartaal;71.7;-4.0;-8.5;15227;-37.4;-27.4;230977;3517
239;Eengezinswoningen;2012 4e kwartaal;71.4;-0.5;-7.3;25025;64.3;16.1;232904;5828
240;Eengezinswoningen;2012;73.5;-6.3;-6.3;80740;-0.2;-0.2;242475;19577
241;Eengezinswoningen;2013 1e kwartaal;69.7;-2.3;-8.4;15409;-38.4;-4.8;228404;3519
242;Eengezinswoningen;2013 2e kwartaal;68.3;-2.1;-8.6;14847;-3.6;-38.9;225752;3352
243;Eengezinswoningen;2013 3e kwartaal;68.6;0.4;-4.4;19854;33.7;30.4;228721;4541
244;Eengezinswoningen;2013 4e kwartaal;68.4;-0.3;-4.2;24882;25.3;-0.6;227701;5666
245;Eengezinswoningen;2013;68.7;-6.5;-6.5;74992;-7.1;-7.1;227730;17078
246;Eengezinswoningen;2014 1e kwartaal;68.8;0.6;-1.4;19810;-20.4;28.6;230839;4573
247;Eengezinswoningen;2014 2e kwartaal;69.1;0.5;1.2;23132;16.8;55.8;236194;5464
248;Eengezinswoningen;2014 3e kwartaal;69.8;1.0;1.8;26782;15.8;34.9;240842;6450
249;Eengezinswoningen;2014 4e kwartaal;69.9;0.1;2.2;34690;29.5;39.4;239995;8325
250;Eengezinswoningen;2014;69.4;1.0;1.0;104414;39.2;39.2;237633;24812
251;Eengezinswoningen;2015 1e kwartaal;70.4;0.8;2.4;23225;-33.1;17.2;239158;5554
252;Eengezinswoningen;2015 2e kwartaal;70.9;0.7;2.6;27422;18.1;18.5;245561;6734
253;Eengezinswoningen;2015 3e kwartaal;71.9;1.4;3.0;34847;27.1;30.1;249912;8709
254;Eengezinswoningen;2015 4e kwartaal;72.4;0.6;3.5;35345;1.4;1.9;253465;8959
255;Eengezinswoningen;2015;71.4;2.9;2.9;120839;15.7;15.7;247897;29956
256;Eengezinswoningen;2016 1e kwartaal;73.4;1.4;4.2;28361;-19.8;22.1;255326;7241
257;Eengezinswoningen;2016 2e kwartaal;74.0;0.9;4.4;33749;19.0;23.1;258637;8729
258;Eengezinswoningen;2016 3e kwartaal;75.9;2.5;5.6;41728;23.6;19.7;268772;11215
259;Eengezinswoningen;2016 4e kwartaal;76.7;1.1;6.0;41607;-0.3;17.7;265299;11038
260;Eengezinswoningen;2016;75.0;5.0;5.0;145445;20.4;20.4;262805;38224
261;Eengezinswoningen;2017 1e kwartaal;78.1;1.8;6.4;38552;-7.3;35.9;276853;10673
262;Eengezinswoningen;2017 2e kwartaal;79.5;1.8;7.4;40723;5.6;20.7;279248;11372
263;Eengezinswoningen;2017 3e kwartaal;81.3;2.2;7.1;43255;6.2;3.7;284792;12319
264;Eengezinswoningen;2017 4e kwartaal;82.6;1.6;7.7;46932;8.5;12.8;284344;13345
265;Eengezinswoningen;2017;80.4;7.1;7.1;169462;16.5;16.5;281529;47709
266;Eengezinswoningen;2018 1e kwartaal;84.5;2.4;8.3;36529;-22.2;-5.2;294677;10764
267;Eengezinswoningen;2018 2e kwartaal;85.9;1.6;8.1;37715;3.2;-7.4;299956;11313
268;Eengezinswoningen;2018 3e kwartaal;88.1;2.6;8.4;40804;8.2;-5.7;307016;12527
269;Eengezinswoningen;2018 4e kwartaal;89.3;1.4;8.1;41609;2.0;-11.3;306845;12768
270;Eengezinswoningen;2018;87.0;8.2;8.2;156657;-7.6;-7.6;302394;47372
271;Eengezinswoningen;2019 1e kwartaal;90.9;1.7;7.5;33689;-19.0;-7.8;317020;10680
