ID;Bedrijfskenmerken;Marges;Perioden;Arbeidsongeval4DagenVerzuimOfMeer_1
42;A Landbouw, bosbouw en visserij;Ondergrens 95%-interval;2016;0.0
43;A Landbouw, bosbouw en visserij;Ondergrens 95%-interval;2017;1.0
44;A Landbouw, bosbouw en visserij;Ondergrens 95%-interval;2018;1.0
45;A Landbouw, bosbouw en visserij;Ondergrens 95%-interval;2019;0.0
46;A Landbouw, bosbouw en visserij;Ondergrens 95%-interval;2020;0.0
47;A Landbouw, bosbouw en visserij;Ondergrens 95%-interval;2021;0.0
48;A Landbouw, bosbouw en visserij;Ondergrens 95%-interval;2022;0.0
49;A Landbouw, bosbouw en visserij;Ondergrens 95%-interval;2023;1.0
50;A Landbouw, bosbouw en visserij;Bovengrens 95%-interval;2014;4.0
51;A Landbouw, bosbouw en visserij;Bovengrens 95%-interval;2015;2.0
52;A Landbouw, bosbouw en visserij;Bovengrens 95%-interval;2016;1.0
53;A Landbouw, bosbouw en visserij;Bovengrens 95%-interval;2017;3.0
54;A Landbouw, bosbouw en visserij;Bovengrens 95%-interval;2018;3.0
55;A Landbouw, bosbouw en visserij;Bovengrens 95%-interval;2019;2.0
56;A Landbouw, bosbouw en visserij;Bovengrens 95%-interval;2020;2.0
57;A Landbouw, bosbouw en visserij;Bovengrens 95%-interval;2021;1.0
58;A Landbouw, bosbouw en visserij;Bovengrens 95%-interval;2022;2.0
59;A Landbouw, bosbouw en visserij;Bovengrens 95%-interval;2023;2.0
60;B Delfstoffenwinning;Waarde;2014;0.0
61;B Delfstoffenwinning;Waarde;2015;0.0
62;B Delfstoffenwinning;Waarde;2016;0.0
63;B Delfstoffenwinning;Waarde;2017;0.0
64;B Delfstoffenwinning;Waarde;2018;0.0
65;B Delfstoffenwinning;Waarde;2019;0.0
66;B Delfstoffenwinning;Waarde;2020;0.0
67;B Delfstoffenwinning;Waarde;2021;0.0
68;B Delfstoffenwinning;Waarde;2022;0.0
69;B Delfstoffenwinning;Waarde;2023;0.0
70;B Delfstoffenwinning;Ondergrens 95%-interval;2014;0.0
71;B Delfstoffenwinning;Ondergrens 95%-interval;2015;0.0
72;B Delfstoffenwinning;Ondergrens 95%-interval;2016;0.0
73;B Delfstoffenwinning;Ondergrens 95%-interval;2017;0.0
74;B Delfstoffenwinning;Ondergrens 95%-interval;2018;0.0
75;B Delfstoffenwinning;Ondergrens 95%-interval;2019;0.0
76;B Delfstoffenwinning;Ondergrens 95%-interval;2020;0.0
77;B Delfstoffenwinning;Ondergrens 95%-interval;2021;0.0
78;B Delfstoffenwinning;Ondergrens 95%-interval;2022;0.0
79;B Delfstoffenwinning;Ondergrens 95%-interval;2023;0.0
80;B Delfstoffenwinning;Bovengrens 95%-interval;2014;1.0
81;B Delfstoffenwinning;Bovengrens 95%-interval;2015;1.0
82;B Delfstoffenwinning;Bovengrens 95%-interval;2016;1.0
83;B Delfstoffenwinning;Bovengrens 95%-interval;2017;1.0
84;B Delfstoffenwinning;Bovengrens 95%-interval;2018;1.0
85;B Delfstoffenwinning;Bovengrens 95%-interval;2019;1.0
86;B Delfstoffenwinning;Bovengrens 95%-interval;2020;1.0
87;B Delfstoffenwinning;Bovengrens 95%-interval;2021;1.0
88;B Delfstoffenwinning;Bovengrens 95%-interval;2022;1.0
89;B Delfstoffenwinning;Bovengrens 95%-interval;2023;1.0
90;B-E Nijverheid (geen bouw) en energie;Waarde;2014;13.0
91;B-E Nijverheid (geen bouw) en energie;Waarde;2015;15.0
92;B-E Nijverheid (geen bouw) en energie;Waarde;2016;17.0
93;B-E Nijverheid (geen bouw) en energie;Waarde;2017;19.0
94;B-E Nijverheid (geen bouw) en energie;Waarde;2018;18.0
95;B-E Nijverheid (geen bouw) en energie;Waarde;2019;14.0
96;B-E Nijverheid (geen bouw) en energie;Waarde;2020;9.0
97;B-E Nijverheid (geen bouw) en energie;Waarde;2021;13.0
98;B-E Nijverheid (geen bouw) en energie;Waarde;2022;13.0
99;B-E Nijverheid (geen bouw) en energie;Waarde;2023;12.0
100;B-E Nijverheid (geen bouw) en energie;Ondergrens 95%-interval;2014;11.0
101;B-E Nijverheid (geen bouw) en energie;Ondergrens 95%-interval;2015;12.0
102;B-E Nijverheid (geen bouw) en energie;Ondergrens 95%-interval;2016;14.0
103;B-E Nijverheid (geen bouw) en energie;Ondergrens 95%-interval;2017;15.0
104;B-E Nijverheid (geen bouw) en energie;Ondergrens 95%-interval;2018;15.0
105;B-E Nijverheid (geen bouw) en energie;Ondergrens 95%-interval;2019;11.0
106;B-E Nijverheid (geen bouw) en energie;Ondergrens 95%-interval;2020;7.0
107;B-E Nijverheid (geen bouw) en energie;Ondergrens 95%-interval;2021;11.0
108;B-E Nijverheid (geen bouw) en energie;Ondergrens 95%-interval;2022;11.0
109;B-E Nijverheid (geen bouw) en energie;Ondergrens 95%-interval;2023;10.0
110;B-E Nijverheid (geen bouw) en energie;Bovengrens 95%-interval;2014;17.0
111;B-E Nijverheid (geen bouw) en energie;Bovengrens 95%-interval;2015;18.0
112;B-E Nijverheid (geen bouw) en energie;Bovengrens 95%-interval;2016;21.0
113;B-E Nijverheid (geen bouw) en energie;Bovengrens 95%-interval;2017;23.0
114;B-E Nijverheid (geen bouw) en energie;Bovengrens 95%-interval;2018;21.0
115;B-E Nijverheid (geen bouw) en energie;Bovengrens 95%-interval;2019;17.0
116;B-E Nijverheid (geen bouw) en energie;Bovengrens 95%-interval;2020;11.0
117;B-E Nijverheid (geen bouw) en energie;Bovengrens 95%-interval;2021;16.0
118;B-E Nijverheid (geen bouw) en energie;Bovengrens 95%-interval;2022;16.0
119;B-E Nijverheid (geen bouw) en energie;Bovengrens 95%-interval;2023;15.0
120;B-F Nijverheid en energie;Waarde;2014;21.0
121;B-F Nijverheid en energie;Waarde;2015;21.0
122;B-F Nijverheid en energie;Waarde;2016;23.0
123;B-F Nijverheid en energie;Waarde;2017;23.0
124;B-F Nijverheid en energie;Waarde;2018;24.0
125;B-F Nijverheid en energie;Waarde;2019;20.0
126;B-F Nijverheid en energie;Waarde;2020;15.0
127;B-F Nijverheid en energie;Waarde;2021;17.0
128;B-F Nijverheid en energie;Waarde;2022;17.0
129;B-F Nijverheid en energie;Waarde;2023;18.0
130;B-F Nijverheid en energie;Ondergrens 95%-interval;2014;17.0
131;B-F Nijverheid en energie;Ondergrens 95%-interval;2015;18.0
132;B-F Nijverheid en energie;Ondergrens 95%-interval;2016;20.0
133;B-F Nijverheid en energie;Ondergrens 95%-interval;2017;20.0
134;B-F Nijverheid en energie;Ondergrens 95%-interval;2018;20.0
135;B-F Nijverheid en energie;Ondergrens 95%-interval;2019;17.0
136;B-F Nijverheid en energie;Ondergrens 95%-interval;2020;13.0
137;B-F Nijverheid en energie;Ondergrens 95%-interval;2021;14.0
138;B-F Nijverheid en energie;Ondergrens 95%-interval;2022;15.0
139;B-F Nijverheid en energie;Ondergrens 95%-interval;2023;15.0
140;B-F Nijverheid en energie;Bovengrens 95%-interval;2014;25.0
141;B-F Nijverheid en energie;Bovengrens 95%-interval;2015;26.0
142;B-F Nijverheid en energie;Bovengrens 95%-interval;2016;27.0
143;B-F Nijverheid en energie;Bovengrens 95%-interval;2017;28.0
144;B-F Nijverheid en energie;Bovengrens 95%-interval;2018;27.0
145;B-F Nijverheid en energie;Bovengrens 95%-interval;2019;24.0
146;B-F Nijverheid en energie;Bovengrens 95%-interval;2020;19.0
147;B-F Nijverheid en energie;Bovengrens 95%-interval;2021;21.0
148;B-F Nijverheid en energie;Bovengrens 95%-interval;2022;21.0
149;B-F Nijverheid en energie;Bovengrens 95%-interval;2023;21.0
150;C Industrie;Waarde;2014;13.0
151;C Industrie;Waarde;2015;14.0
152;C Industrie;Waarde;2016;17.0
153;C Industrie;Waarde;2017;17.0
154;C Industrie;Waarde;2018;17.0
155;C Industrie;Waarde;2019;12.0
156;C Industrie;Waarde;2020;8.0
157;C Industrie;Waarde;2021;12.0
158;C Industrie;Waarde;2022;11.0
159;C Industrie;Waarde;2023;11.0
160;C Industrie;Ondergrens 95%-interval;2014;10.0
161;C Industrie;Ondergrens 95%-interval;2015;11.0
162;C Industrie;Ondergrens 95%-interval;2016;14.0
163;C Industrie;Ondergrens 95%-interval;2017;14.0
164;C Industrie;Ondergrens 95%-interval;2018;14.0
165;C Industrie;Ondergrens 95%-interval;2019;10.0
166;C Industrie;Ondergrens 95%-interval;2020;7.0
167;C Industrie;Ondergrens 95%-interval;2021;10.0
168;C Industrie;Ondergrens 95%-interval;2022;9.0
169;C Industrie;Ondergrens 95%-interval;2023;9.0
170;C Industrie;Bovengrens 95%-interval;2014;16.0
171;C Industrie;Bovengrens 95%-interval;2015;18.0
172;C Industrie;Bovengrens 95%-interval;2016;20.0
173;C Industrie;Bovengrens 95%-interval;2017;21.0
174;C Industrie;Bovengrens 95%-interval;2018;20.0
175;C Industrie;Bovengrens 95%-interval;2019;15.0
176;C Industrie;Bovengrens 95%-interval;2020;11.0
177;C Industrie;Bovengrens 95%-interval;2021;15.0
178;C Industrie;Bovengrens 95%-interval;2022;14.0
179;C Industrie;Bovengrens 95%-interval;2023;14.0
180;D Energievoorziening;Waarde;2014;0.0
181;D Energievoorziening;Waarde;2015;0.0
182;D Energievoorziening;Waarde;2016;0.0
183;D Energievoorziening;Waarde;2017;0.0
184;D Energievoorziening;Waarde;2018;0.0
185;D Energievoorziening;Waarde;2019;0.0
186;D Energievoorziening;Waarde;2020;0.0
187;D Energievoorziening;Waarde;2021;0.0
188;D Energievoorziening;Waarde;2022;1.0
189;D Energievoorziening;Waarde;2023;0.0
190;D Energievoorziening;Ondergrens 95%-interval;2014;0.0
191;D Energievoorziening;Ondergrens 95%-interval;2015;0.0
192;D Energievoorziening;Ondergrens 95%-interval;2016;0.0
193;D Energievoorziening;Ondergrens 95%-interval;2017;0.0
194;D Energievoorziening;Ondergrens 95%-interval;2018;0.0
195;D Energievoorziening;Ondergrens 95%-interval;2019;0.0
196;D Energievoorziening;Ondergrens 95%-interval;2020;0.0
197;D Energievoorziening;Ondergrens 95%-interval;2021;0.0
198;D Energievoorziening;Ondergrens 95%-interval;2022;0.0
199;D Energievoorziening;Ondergrens 95%-interval;2023;0.0
200;D Energievoorziening;Bovengrens 95%-interval;2014;1.0
201;D Energievoorziening;Bovengrens 95%-interval;2015;1.0
202;D Energievoorziening;Bovengrens 95%-interval;2016;1.0
203;D Energievoorziening;Bovengrens 95%-interval;2017;1.0
204;D Energievoorziening;Bovengrens 95%-interval;2018;0.0
205;D Energievoorziening;Bovengrens 95%-interval;2019;1.0
206;D Energievoorziening;Bovengrens 95%-interval;2020;1.0
207;D Energievoorziening;Bovengrens 95%-interval;2021;1.0
208;D Energievoorziening;Bovengrens 95%-interval;2022;1.0
209;D Energievoorziening;Bovengrens 95%-interval;2023;1.0
210;E Waterbedrijven en afvalbeheer;Waarde;2014;1.0
211;E Waterbedrijven en afvalbeheer;Waarde;2015;1.0
212;E Waterbedrijven en afvalbeheer;Waarde;2016;1.0
213;E Waterbedrijven en afvalbeheer;Waarde;2017;1.0
214;E Waterbedrijven en afvalbeheer;Waarde;2018;1.0
215;E Waterbedrijven en afvalbeheer;Waarde;2019;1.0
216;E Waterbedrijven en afvalbeheer;Waarde;2020;0.0
217;E Waterbedrijven en afvalbeheer;Waarde;2021;1.0
218;E Waterbedrijven en afvalbeheer;Waarde;2022;1.0
219;E Waterbedrijven en afvalbeheer;Waarde;2023;1.0
220;E Waterbedrijven en afvalbeheer;Ondergrens 95%-interval;2014;0.0
221;E Waterbedrijven en afvalbeheer;Ondergrens 95%-interval;2015;0.0
222;E Waterbedrijven en afvalbeheer;Ondergrens 95%-interval;2016;0.0
223;E Waterbedrijven en afvalbeheer;Ondergrens 95%-interval;2017;1.0
224;E Waterbedrijven en afvalbeheer;Ondergrens 95%-interval;2018;0.0
225;E Waterbedrijven en afvalbeheer;Ondergrens 95%-interval;2019;1.0
226;E Waterbedrijven en afvalbeheer;Ondergrens 95%-interval;2020;0.0
227;E Waterbedrijven en afvalbeheer;Ondergrens 95%-interval;2021;0.0
228;E Waterbedrijven en afvalbeheer;Ondergrens 95%-interval;2022;0.0
229;E Waterbedrijven en afvalbeheer;Ondergrens 95%-interval;2023;0.0
230;E Waterbedrijven en afvalbeheer;Bovengrens 95%-interval;2014;2.0
231;E Waterbedrijven en afvalbeheer;Bovengrens 95%-interval;2015;2.0
232;E Waterbedrijven en afvalbeheer;Bovengrens 95%-interval;2016;2.0
233;E Waterbedrijven en afvalbeheer;Bovengrens 95%-interval;2017;3.0
234;E Waterbedrijven en afvalbeheer;Bovengrens 95%-interval;2018;1.0
235;E Waterbedrijven en afvalbeheer;Bovengrens 95%-interval;2019;2.0
236;E Waterbedrijven en afvalbeheer;Bovengrens 95%-interval;2020;1.0
237;E Waterbedrijven en afvalbeheer;Bovengrens 95%-interval;2021;2.0
238;E Waterbedrijven en afvalbeheer;Bovengrens 95%-interval;2022;2.0
239;E Waterbedrijven en afvalbeheer;Bovengrens 95%-interval;2023;2.0
240;F Bouwnijverheid;Waarde;2014;7.0
241;F Bouwnijverheid;Waarde;2015;6.0
242;F Bouwnijverheid;Waarde;2016;6.0
243;F Bouwnijverheid;Waarde;2017;4.0
244;F Bouwnijverheid;Waarde;2018;6.0
245;F Bouwnijverheid;Waarde;2019;7.0
246;F Bouwnijverheid;Waarde;2020;7.0
247;F Bouwnijverheid;Waarde;2021;4.0
248;F Bouwnijverheid;Waarde;2022;5.0
249;F Bouwnijverheid;Waarde;2023;6.0
250;F Bouwnijverheid;Ondergrens 95%-interval;2014;5.0
251;F Bouwnijverheid;Ondergrens 95%-interval;2015;5.0
252;F Bouwnijverheid;Ondergrens 95%-interval;2016;4.0
253;F Bouwnijverheid;Ondergrens 95%-interval;2017;3.0
254;F Bouwnijverheid;Ondergrens 95%-interval;2018;4.0
255;F Bouwnijverheid;Ondergrens 95%-interval;2019;5.0
256;F Bouwnijverheid;Ondergrens 95%-interval;2020;5.0
257;F Bouwnijverheid;Ondergrens 95%-interval;2021;3.0
258;F Bouwnijverheid;Ondergrens 95%-interval;2022;3.0
259;F Bouwnijverheid;Ondergrens 95%-interval;2023;4.0
260;F Bouwnijverheid;Bovengrens 95%-interval;2014;10.0
261;F Bouwnijverheid;Bovengrens 95%-interval;2015;9.0
262;F Bouwnijverheid;Bovengrens 95%-interval;2016;8.0
263;F Bouwnijverheid;Bovengrens 95%-interval;2017;7.0
264;F Bouwnijverheid;Bovengrens 95%-interval;2018;8.0
265;F Bouwnijverheid;Bovengrens 95%-interval;2019;9.0
266;F Bouwnijverheid;Bovengrens 95%-interval;2020;9.0
267;F Bouwnijverheid;Bovengrens 95%-interval;2021;6.0
268;F Bouwnijverheid;Bovengrens 95%-interval;2022;6.0
269;F Bouwnijverheid;Bovengrens 95%-interval;2023;8.0
270;G-I Handel, vervoer en horeca;Waarde;2014;24.0
271;G-I Handel, vervoer en horeca;Waarde;2015;23.0
272;G-I Handel, vervoer en horeca;Waarde;2016;23.0
273;G-I Handel, vervoer en horeca;Waarde;2017;28.0
274;G-I Handel, vervoer en horeca;Waarde;2018;28.0
275;G-I Handel, vervoer en horeca;Waarde;2019;31.0
276;G-I Handel, vervoer en horeca;Waarde;2020;27.0
277;G-I Handel, vervoer en horeca;Waarde;2021;28.0
278;G-I Handel, vervoer en horeca;Waarde;2022;31.0
279;G-I Handel, vervoer en horeca;Waarde;2023;30.0
280;G-I Handel, vervoer en horeca;Ondergrens 95%-interval;2014;21.0
281;G-I Handel, vervoer en horeca;Ondergrens 95%-interval;2015;19.0
282;G-I Handel, vervoer en horeca;Ondergrens 95%-interval;2016;19.0
283;G-I Handel, vervoer en horeca;Ondergrens 95%-interval;2017;24.0
284;G-I Handel, vervoer en horeca;Ondergrens 95%-interval;2018;25.0
285;G-I Handel, vervoer en horeca;Ondergrens 95%-interval;2019;27.0
286;G-I Handel, vervoer en horeca;Ondergrens 95%-interval;2020;23.0
287;G-I Handel, vervoer en horeca;Ondergrens 95%-interval;2021;24.0
288;G-I Handel, vervoer en horeca;Ondergrens 95%-interval;2022;27.0
289;G-I Handel, vervoer en horeca;Ondergrens 95%-interval;2023;27.0
290;G-I Handel, vervoer en horeca;Bovengrens 95%-interval;2014;29.0
291;G-I Handel, vervoer en horeca;Bovengrens 95%-interval;2015;27.0
292;G-I Handel, vervoer en horeca;Bovengrens 95%-interval;2016;27.0
293;G-I Handel, vervoer en horeca;Bovengrens 95%-interval;2017;32.0
294;G-I Handel, vervoer en horeca;Bovengrens 95%-interval;2018;32.0
295;G-I Handel, vervoer en horeca;Bovengrens 95%-interval;2019;35.0
296;G-I Handel, vervoer en horeca;Bovengrens 95%-interval;2020;31.0
297;G-I Handel, vervoer en horeca;Bovengrens 95%-interval;2021;32.0
298;G-I Handel, vervoer en horeca;Bovengrens 95%-interval;2022;36.0
299;G-I Handel, vervoer en horeca;Bovengrens 95%-interval;2023;35.0
300;G-N Commerciële dienstverlening;Waarde;2014;33.0
301;G-N Commerciële dienstverlening;Waarde;2015;32.0
302;G-N Commerciële dienstverlening;Waarde;2016;35.0
303;G-N Commerciële dienstverlening;Waarde;2017;40.0
304;G-N Commerciële dienstverlening;Waarde;2018;38.0
305;G-N Commerciële dienstverlening;Waarde;2019;43.0
306;G-N Commerciële dienstverlening;Waarde;2020;40.0
307;G-N Commerciële dienstverlening;Waarde;2021;39.0
308;G-N Commerciële dienstverlening;Waarde;2022;41.0
309;G-N Commerciële dienstverlening;Waarde;2023;41.0
310;G-N Commerciële dienstverlening;Ondergrens 95%-interval;2014;29.0
311;G-N Commerciële dienstverlening;Ondergrens 95%-interval;2015;28.0
312;G-N Commerciële dienstverlening;Ondergrens 95%-interval;2016;30.0
313;G-N Commerciële dienstverlening;Ondergrens 95%-interval;2017;35.0
314;G-N Commerciële dienstverlening;Ondergrens 95%-interval;2018;34.0
315;G-N Commerciële dienstverlening;Ondergrens 95%-interval;2019;39.0
316;G-N Commerciële dienstverlening;Ondergrens 95%-interval;2020;36.0
317;G-N Commerciële dienstverlening;Ondergrens 95%-interval;2021;34.0
318;G-N Commerciële dienstverlening;Ondergrens 95%-interval;2022;37.0
319;G-N Commerciële dienstverlening;Ondergrens 95%-interval;2023;37.0
320;G-N Commerciële dienstverlening;Bovengrens 95%-interval;2014;39.0
321;G-N Commerciële dienstverlening;Bovengrens 95%-interval;2015;37.0
322;G-N Commerciële dienstverlening;Bovengrens 95%-interval;2016;40.0
323;G-N Commerciële dienstverlening;Bovengrens 95%-interval;2017;46.0
324;G-N Commerciële dienstverlening;Bovengrens 95%-interval;2018;43.0
325;G-N Commerciële dienstverlening;Bovengrens 95%-interval;2019;48.0
326;G-N Commerciële dienstverlening;Bovengrens 95%-interval;2020;45.0
327;G-N Commerciële dienstverlening;Bovengrens 95%-interval;2021;44.0
328;G-N Commerciële dienstverlening;Bovengrens 95%-interval;2022;46.0
329;G-N Commerciële dienstverlening;Bovengrens 95%-interval;2023;46.0
330;G Handel;Waarde;2014;13.0
331;G Handel;Waarde;2015;11.0
332;G Handel;Waarde;2016;13.0
333;G Handel;Waarde;2017;14.0
334;G Handel;Waarde;2018;10.0
335;G Handel;Waarde;2019;15.0
336;G Handel;Waarde;2020;14.0
337;G Handel;Waarde;2021;14.0
338;G Handel;Waarde;2022;14.0
339;G Handel;Waarde;2023;11.0
340;G Handel;Ondergrens 95%-interval;2014;10.0
341;G Handel;Ondergrens 95%-interval;2015;9.0
342;G Handel;Ondergrens 95%-interval;2016;10.0
343;G Handel;Ondergrens 95%-interval;2017;11.0
344;G Handel;Ondergrens 95%-interval;2018;8.0
345;G Handel;Ondergrens 95%-interval;2019;13.0
346;G Handel;Ondergrens 95%-interval;2020;12.0
347;G Handel;Ondergrens 95%-interval;2021;11.0
348;G Handel;Ondergrens 95%-interval;2022;12.0
349;G Handel;Ondergrens 95%-interval;2023;9.0
350;G Handel;Bovengrens 95%-interval;2014;16.0
351;G Handel;Bovengrens 95%-interval;2015;14.0
352;G Handel;Bovengrens 95%-interval;2016;16.0
353;G Handel;Bovengrens 95%-interval;2017;18.0
354;G Handel;Bovengrens 95%-interval;2018;13.0
355;G Handel;Bovengrens 95%-interval;2019;18.0
356;G Handel;Bovengrens 95%-interval;2020;18.0
357;G Handel;Bovengrens 95%-interval;2021;17.0
358;G Handel;Bovengrens 95%-interval;2022;17.0
359;G Handel;Bovengrens 95%-interval;2023;14.0
360;H Vervoer en opslag;Waarde;2014;9.0
361;H Vervoer en opslag;Waarde;2015;7.0
362;H Vervoer en opslag;Waarde;2016;5.0
363;H Vervoer en opslag;Waarde;2017;8.0
364;H Vervoer en opslag;Waarde;2018;10.0
365;H Vervoer en opslag;Waarde;2019;11.0
366;H Vervoer en opslag;Waarde;2020;7.0
367;H Vervoer en opslag;Waarde;2021;10.0
368;H Vervoer en opslag;Waarde;2022;10.0
369;H Vervoer en opslag;Waarde;2023;12.0
370;H Vervoer en opslag;Ondergrens 95%-interval;2014;7.0
371;H Vervoer en opslag;Ondergrens 95%-interval;2015;6.0
372;H Vervoer en opslag;Ondergrens 95%-interval;2016;4.0
373;H Vervoer en opslag;Ondergrens 95%-interval;2017;6.0
374;H Vervoer en opslag;Ondergrens 95%-interval;2018;8.0
375;H Vervoer en opslag;Ondergrens 95%-interval;2019;9.0
376;H Vervoer en opslag;Ondergrens 95%-interval;2020;5.0
377;H Vervoer en opslag;Ondergrens 95%-interval;2021;8.0
378;H Vervoer en opslag;Ondergrens 95%-interval;2022;8.0
379;H Vervoer en opslag;Ondergrens 95%-interval;2023;10.0
380;H Vervoer en opslag;Bovengrens 95%-interval;2014;12.0
381;H Vervoer en opslag;Bovengrens 95%-interval;2015;10.0
382;H Vervoer en opslag;Bovengrens 95%-interval;2016;8.0
383;H Vervoer en opslag;Bovengrens 95%-interval;2017;11.0
384;H Vervoer en opslag;Bovengrens 95%-interval;2018;12.0
385;H Vervoer en opslag;Bovengrens 95%-interval;2019;14.0
386;H Vervoer en opslag;Bovengrens 95%-interval;2020;9.0
387;H Vervoer en opslag;Bovengrens 95%-interval;2021;13.0
388;H Vervoer en opslag;Bovengrens 95%-interval;2022;13.0
389;H Vervoer en opslag;Bovengrens 95%-interval;2023;15.0
390;I Horeca;Waarde;2014;3.0
391;I Horeca;Waarde;2015;4.0
392;I Horeca;Waarde;2016;5.0
393;I Horeca;Waarde;2017;6.0
394;I Horeca;Waarde;2018;8.0
395;I Horeca;Waarde;2019;5.0
396;I Horeca;Waarde;2020;5.0
397;I Horeca;Waarde;2021;4.0
398;I Horeca;Waarde;2022;7.0
399;I Horeca;Waarde;2023;7.0
400;I Horeca;Ondergrens 95%-interval;2014;2.0
401;I Horeca;Ondergrens 95%-interval;2015;3.0
402;I Horeca;Ondergrens 95%-interval;2016;3.0
403;I Horeca;Ondergrens 95%-interval;2017;4.0
404;I Horeca;Ondergrens 95%-interval;2018;6.0
405;I Horeca;Ondergrens 95%-interval;2019;4.0
406;I Horeca;Ondergrens 95%-interval;2020;4.0
407;I Horeca;Ondergrens 95%-interval;2021;3.0
408;I Horeca;Ondergrens 95%-interval;2022;5.0
409;I Horeca;Ondergrens 95%-interval;2023;5.0
410;I Horeca;Bovengrens 95%-interval;2014;5.0
411;I Horeca;Bovengrens 95%-interval;2015;6.0
412;I Horeca;Bovengrens 95%-interval;2016;7.0
413;I Horeca;Bovengrens 95%-interval;2017;8.0
414;I Horeca;Bovengrens 95%-interval;2018;10.0
415;I Horeca;Bovengrens 95%-interval;2019;7.0
416;I Horeca;Bovengrens 95%-interval;2020;7.0
417;I Horeca;Bovengrens 95%-interval;2021;6.0
418;I Horeca;Bovengrens 95%-interval;2022;9.0
419;I Horeca;Bovengrens 95%-interval;2023;9.0
420;J Informatie en communicatie;Waarde;2014;0.0
421;J Informatie en communicatie;Waarde;2015;1.0
422;J Informatie en communicatie;Waarde;2016;1.0
423;J Informatie en communicatie;Waarde;2017;1.0
424;J Informatie en communicatie;Waarde;2018;1.0
425;J Informatie en communicatie;Waarde;2019;0.0
426;J Informatie en communicatie;Waarde;2020;1.0
427;J Informatie en communicatie;Waarde;2021;1.0
428;J Informatie en communicatie;Waarde;2022;1.0
429;J Informatie en communicatie;Waarde;2023;2.0
430;J Informatie en communicatie;Ondergrens 95%-interval;2014;0.0
431;J Informatie en communicatie;Ondergrens 95%-interval;2015;0.0
432;J Informatie en communicatie;Ondergrens 95%-interval;2016;1.0
433;J Informatie en communicatie;Ondergrens 95%-interval;2017;0.0
434;J Informatie en communicatie;Ondergrens 95%-interval;2018;1.0
435;J Informatie en communicatie;Ondergrens 95%-interval;2019;0.0
436;J Informatie en communicatie;Ondergrens 95%-interval;2020;1.0
437;J Informatie en communicatie;Ondergrens 95%-interval;2021;0.0
438;J Informatie en communicatie;Ondergrens 95%-interval;2022;0.0
439;J Informatie en communicatie;Ondergrens 95%-interval;2023;1.0
440;J Informatie en communicatie;Bovengrens 95%-interval;2014;1.0
441;J Informatie en communicatie;Bovengrens 95%-interval;2015;2.0
442;J Informatie en communicatie;Bovengrens 95%-interval;2016;2.0
443;J Informatie en communicatie;Bovengrens 95%-interval;2017;2.0
444;J Informatie en communicatie;Bovengrens 95%-interval;2018;2.0
445;J Informatie en communicatie;Bovengrens 95%-interval;2019;1.0
446;J Informatie en communicatie;Bovengrens 95%-interval;2020;2.0
447;J Informatie en communicatie;Bovengrens 95%-interval;2021;2.0
