ID;PrognoseInterval;Perioden;LevendGeborenKinderen_1;Overledenen_2;Immigratie_3;EmigratieInclusiefCorrecties_4;MigratiesaldoInclusiefCorrecties_5
118;Bovengrens 95%-prognose-interval;2049;236912;247868;318561;266841;96252
119;Bovengrens 95%-prognose-interval;2050;239013;248893;319479;267622;96639
120;Bovengrens 95%-prognose-interval;2051;241628;250912;319930;268130;96512
121;Bovengrens 95%-prognose-interval;2052;244852;250399;320248;267956;96257
122;Bovengrens 95%-prognose-interval;2053;248449;249919;320948;268720;94834
123;Bovengrens 95%-prognose-interval;2054;252723;249452;321557;270016;94201
124;Bovengrens 95%-prognose-interval;2055;256694;249883;321767;271803;94956
125;Bovengrens 95%-prognose-interval;2056;260637;248863;321744;274112;95381
126;Bovengrens 95%-prognose-interval;2057;263815;247337;322209;275641;96118
127;Bovengrens 95%-prognose-interval;2058;266952;245661;323593;275863;96991
128;Bovengrens 95%-prognose-interval;2059;270340;245718;324355;273761;97093
129;Ondergrens 67%-prognose-interval;2017;164952;143628;218010;142892;64779
130;Ondergrens 67%-prognose-interval;2018;165090;143375;198815;147280;39501
131;Ondergrens 67%-prognose-interval;2019;165637;143585;192231;150929;28005
132;Ondergrens 67%-prognose-interval;2020;166334;144101;189149;154242;20734
133;Ondergrens 67%-prognose-interval;2021;168481;144830;187205;157013;15300
134;Ondergrens 67%-prognose-interval;2022;170456;145911;186079;159886;11157
135;Ondergrens 67%-prognose-interval;2023;172758;147362;184975;162234;8335
136;Ondergrens 67%-prognose-interval;2024;174591;148471;184801;164628;5830
137;Ondergrens 67%-prognose-interval;2025;176126;149697;185828;166595;3796
138;Ondergrens 67%-prognose-interval;2026;177757;151048;185799;168550;804
139;Ondergrens 67%-prognose-interval;2027;178562;152718;184648;169956;-738
140;Ondergrens 67%-prognose-interval;2028;179185;154249;183694;170711;-2130
141;Ondergrens 67%-prognose-interval;2029;179149;155997;183381;170933;-2972
142;Ondergrens 67%-prognose-interval;2030;179136;157639;183488;170892;-3315
143;Ondergrens 67%-prognose-interval;2031;178310;159490;183396;170606;-3190
144;Ondergrens 67%-prognose-interval;2032;177038;161158;183471;170504;-3591
145;Ondergrens 67%-prognose-interval;2033;175886;162838;183140;170796;-4186
146;Ondergrens 67%-prognose-interval;2034;175108;164601;182415;171265;-5456
147;Ondergrens 67%-prognose-interval;2035;173839;166354;181647;171795;-6051
148;Ondergrens 67%-prognose-interval;2036;172266;168458;181033;172096;-6764
149;Ondergrens 67%-prognose-interval;2037;170738;170324;180914;172302;-7429
150;Ondergrens 67%-prognose-interval;2038;169147;172210;180121;172257;-8460
151;Ondergrens 67%-prognose-interval;2039;167356;173822;179068;171916;-8888
152;Ondergrens 67%-prognose-interval;2040;165398;175450;178165;171780;-9045
153;Ondergrens 67%-prognose-interval;2041;163619;176924;177774;171783;-9126
154;Ondergrens 67%-prognose-interval;2042;162048;178054;178360;171679;-9095
155;Ondergrens 67%-prognose-interval;2043;160967;179010;178249;171500;-8241
156;Ondergrens 67%-prognose-interval;2044;160128;179775;178273;171405;-7663
157;Ondergrens 67%-prognose-interval;2045;159483;180997;178203;171122;-8032
158;Ondergrens 67%-prognose-interval;2046;158427;181643;178562;171187;-8367
159;Ondergrens 67%-prognose-interval;2047;157568;182735;179419;171092;-9057
160;Ondergrens 67%-prognose-interval;2048;156643;182977;179383;171093;-10135
161;Ondergrens 67%-prognose-interval;2049;156244;183755;179657;171088;-11026
162;Ondergrens 67%-prognose-interval;2050;155654;184273;179145;171306;-11363
163;Ondergrens 67%-prognose-interval;2051;155569;185638;178800;171362;-12077
164;Ondergrens 67%-prognose-interval;2052;155722;186466;178171;171477;-12027
165;Ondergrens 67%-prognose-interval;2053;156386;186933;177675;171254;-12248
166;Ondergrens 67%-prognose-interval;2054;157280;186637;177553;171132;-11867
167;Ondergrens 67%-prognose-interval;2055;158040;186659;178118;171301;-11850
168;Ondergrens 67%-prognose-interval;2056;158717;186466;178745;170955;-11314
169;Ondergrens 67%-prognose-interval;2057;159290;186043;178767;171321;-11983
170;Ondergrens 67%-prognose-interval;2058;159842;184944;178562;171449;-11992
171;Ondergrens 67%-prognose-interval;2059;160367;183678;177423;170890;-12977
172;Bovengrens 67%-prognose-interval;2017;172763;155865;251391;160297;100920
173;Bovengrens 67%-prognose-interval;2018;176179;159311;242756;169578;84421
174;Bovengrens 67%-prognose-interval;2019;179648;162611;244702;177485;79611
175;Bovengrens 67%-prognose-interval;2020;182953;165699;247643;183878;76454
176;Bovengrens 67%-prognose-interval;2021;187256;168594;250357;189810;74076
177;Bovengrens 67%-prognose-interval;2022;191075;171730;253111;195568;72599
178;Bovengrens 67%-prognose-interval;2023;194849;174901;256229;200424;71413
179;Bovengrens 67%-prognose-interval;2024;198347;177897;258231;204787;69681
180;Bovengrens 67%-prognose-interval;2025;201621;180736;261629;208495;69506
181;Bovengrens 67%-prognose-interval;2026;204905;183251;263645;211934;68340
182;Bovengrens 67%-prognose-interval;2027;207600;185726;265928;214825;67426
183;Bovengrens 67%-prognose-interval;2028;210082;188043;268030;216706;66899
184;Bovengrens 67%-prognose-interval;2029;211808;190909;269675;218351;66067
185;Bovengrens 67%-prognose-interval;2030;213086;193615;271068;219883;65225
186;Bovengrens 67%-prognose-interval;2031;213646;196289;271377;220913;65092
187;Bovengrens 67%-prognose-interval;2032;213451;198653;271038;221910;64313
188;Bovengrens 67%-prognose-interval;2033;213263;201458;270699;222619;63689
189;Bovengrens 67%-prognose-interval;2034;213113;204100;271054;223261;63189
190;Bovengrens 67%-prognose-interval;2035;213000;206748;271505;223937;62976
191;Bovengrens 67%-prognose-interval;2036;212601;209007;272798;224123;63081
192;Bovengrens 67%-prognose-interval;2037;212112;211394;273330;224429;63060
193;Bovengrens 67%-prognose-interval;2038;211186;213632;273857;225055;62497
194;Bovengrens 67%-prognose-interval;2039;210221;215979;272816;225762;62000
195;Bovengrens 67%-prognose-interval;2040;208937;217596;271664;226265;61094
196;Bovengrens 67%-prognose-interval;2041;208028;218700;270463;226925;60313
197;Bovengrens 67%-prognose-interval;2042;207038;219437;271186;227101;60303
198;Bovengrens 67%-prognose-interval;2043;206489;220398;272657;227444;60128
199;Bovengrens 67%-prognose-interval;2044;205837;221558;274143;228220;60246
200;Bovengrens 67%-prognose-interval;2045;205549;222228;274482;229254;60429
201;Bovengrens 67%-prognose-interval;2046;205691;223098;273656;230077;60296
202;Bovengrens 67%-prognose-interval;2047;206275;223816;273894;231045;59960
203;Bovengrens 67%-prognose-interval;2048;207146;224676;274438;232174;60220
204;Bovengrens 67%-prognose-interval;2049;208364;225403;275325;232291;60205
205;Bovengrens 67%-prognose-interval;2050;209910;226379;275593;232571;60139
206;Bovengrens 67%-prognose-interval;2051;211744;227225;275885;233143;60136
207;Bovengrens 67%-prognose-interval;2052;213651;227616;276561;233475;59433
208;Bovengrens 67%-prognose-interval;2053;215980;227246;275961;233586;59144
209;Bovengrens 67%-prognose-interval;2054;218352;226981;274794;233916;58566
210;Bovengrens 67%-prognose-interval;2055;220826;226545;273943;233921;58420
211;Bovengrens 67%-prognose-interval;2056;223091;226210;273996;233981;58273
212;Bovengrens 67%-prognose-interval;2057;225544;225427;274909;234822;58744
213;Bovengrens 67%-prognose-interval;2058;227651;225165;275381;235635;58940
214;Bovengrens 67%-prognose-interval;2059;229909;223828;276389;236512;59655
