ID;HerkomstBestemming;Perioden;CO2_1;N2O_2;CH4_3;BroeikasgasEquivalent_4;NOx_5;SO2_6;NH3_7;ZuurEquivalent_8;CFK12Equivalent_9;CO_10;NMVOS_11;PM10_12;FijnStofEquivalent_13
1327;T Huishoudens;1997;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1328;T Huishoudens;1998;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1329;T Huishoudens;1999;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1330;T Huishoudens;2000;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1331;T Huishoudens;2001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1332;T Huishoudens;2002;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1333;T Huishoudens;2003;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1334;T Huishoudens;2004;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1335;T Huishoudens;2005;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1336;T Huishoudens;2006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1337;T Huishoudens;2007;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1338;T Huishoudens;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1339;T Huishoudens;2009;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1340;T Huishoudens;2010;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1341;T Huishoudens;2011;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1342;T Huishoudens;2012;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1343;T Huishoudens;2013;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1344;U Extraterritoriale organisaties;1990;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1345;U Extraterritoriale organisaties;1991;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1346;U Extraterritoriale organisaties;1992;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1347;U Extraterritoriale organisaties;1993;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1348;U Extraterritoriale organisaties;1994;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1349;U Extraterritoriale organisaties;1995;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1350;U Extraterritoriale organisaties;1996;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1351;U Extraterritoriale organisaties;1997;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1352;U Extraterritoriale organisaties;1998;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1353;U Extraterritoriale organisaties;1999;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1354;U Extraterritoriale organisaties;2000;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1355;U Extraterritoriale organisaties;2001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1356;U Extraterritoriale organisaties;2002;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1357;U Extraterritoriale organisaties;2003;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1358;U Extraterritoriale organisaties;2004;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1359;U Extraterritoriale organisaties;2005;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1360;U Extraterritoriale organisaties;2006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1361;U Extraterritoriale organisaties;2007;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1362;U Extraterritoriale organisaties;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1363;U Extraterritoriale organisaties;2009;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1364;U Extraterritoriale organisaties;2010;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1365;U Extraterritoriale organisaties;2011;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1366;U Extraterritoriale organisaties;2012;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1367;U Extraterritoriale organisaties;2013;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1368;Totaal overige herkomst binnenland;1990;1456.0;0.0;572.1;13470.0;0.1;0.0;0.0;0.0;44.4;0.7;1.7;0.0;0.0
1369;Totaal overige herkomst binnenland;1991;1500.0;0.0;572.5;13522.0;0.2;0.0;0.0;0.0;43.3;0.9;1.7;0.0;0.0
1370;Totaal overige herkomst binnenland;1992;1516.0;0.0;560.7;13290.0;0.2;0.0;0.0;0.0;42.2;1.2;1.7;0.0;0.0
1371;Totaal overige herkomst binnenland;1993;1521.0;0.0;544.8;12961.0;0.3;0.0;0.0;0.0;41.1;1.4;1.7;0.0;0.0
1372;Totaal overige herkomst binnenland;1994;1523.0;0.0;527.1;12592.0;0.3;0.0;0.0;0.0;39.9;1.7;1.8;0.0;0.0
1373;Totaal overige herkomst binnenland;1995;1503.0;0.0;500.4;12012.0;0.4;0.0;0.0;0.0;38.8;1.9;1.8;0.0;0.0
1374;Totaal overige herkomst binnenland;1996;1443.0;0.0;483.6;11598.0;0.4;0.0;0.0;0.0;37.5;1.8;1.8;0.0;0.0
1375;Totaal overige herkomst binnenland;1997;1363.0;0.0;468.1;11192.0;0.4;0.0;0.0;0.0;36.3;1.5;1.6;0.0;0.0
1376;Totaal overige herkomst binnenland;1998;1291.0;0.0;448.0;10699.0;0.3;0.0;0.0;0.0;34.8;1.2;1.6;0.0;0.0
1377;Totaal overige herkomst binnenland;1999;1258.0;0.0;409.9;9866.0;0.3;0.0;0.0;0.0;31.8;1.8;1.5;0.0;0.0
1378;Totaal overige herkomst binnenland;2000;1199.0;0.0;386.0;9305.0;0.4;0.0;0.0;0.0;29.9;1.8;1.5;0.0;0.0
1379;Totaal overige herkomst binnenland;2001;1181.0;0.0;348.0;8490.0;0.4;0.0;0.0;0.0;28.0;1.9;1.4;0.0;0.0
1380;Totaal overige herkomst binnenland;2002;1162.0;0.0;316.9;7816.0;0.4;0.0;0.0;0.0;26.3;1.8;1.4;0.0;0.0
1381;Totaal overige herkomst binnenland;2003;1133.0;0.0;282.0;7056.0;0.4;0.0;0.0;0.0;24.3;2.2;1.3;0.0;0.0
1382;Totaal overige herkomst binnenland;2004;1072.0;0.0;257.1;6470.0;0.3;0.0;0.0;0.0;23.0;1.7;1.2;0.0;0.0
1383;Totaal overige herkomst binnenland;2005;1015.0;0.0;228.8;5820.0;0.3;0.0;0.0;0.0;21.4;1.4;1.1;0.0;0.0
1384;Totaal overige herkomst binnenland;2006;953.0;0.0;211.9;5403.0;0.3;0.0;0.0;0.0;19.8;1.3;1.1;0.0;0.0
1385;Totaal overige herkomst binnenland;2007;901.0;0.0;196.6;5029.0;0.3;0.0;0.0;0.0;18.4;1.3;1.0;0.0;0.0
1386;Totaal overige herkomst binnenland;2008;852.0;0.0;183.5;4707.0;0.3;0.0;0.0;0.0;17.1;1.4;1.0;0.0;0.0
1387;Totaal overige herkomst binnenland;2009;790.0;0.0;175.2;4469.0;0.3;0.0;0.0;0.0;16.3;1.1;0.9;0.0;0.0
1388;Totaal overige herkomst binnenland;2010;734.0;0.0;162.6;4148.0;0.2;0.0;0.0;0.0;15.2;1.0;0.8;0.0;0.0
1389;Totaal overige herkomst binnenland;2011;680.0;0.0;152.2;3876.0;0.2;0.0;0.0;0.0;14.2;1.0;0.8;0.0;0.0
1390;Totaal overige herkomst binnenland;2012;628.0;0.0;142.9;3630.0;0.2;0.0;0.0;0.0;13.3;0.8;0.7;0.0;0.0
1391;Totaal overige herkomst binnenland;2013;582.0;0.0;135.1;3420.0;0.2;0.0;0.0;0.0;12.6;0.7;0.6;0.0;0.0
1392;Afvalstortplaatsen;1990;1456.0;0.0;572.1;13470.0;0.1;0.0;0.0;0.0;44.4;0.7;1.7;0.0;0.0
1393;Afvalstortplaatsen;1991;1500.0;0.0;572.5;13522.0;0.2;0.0;0.0;0.0;43.3;0.9;1.7;0.0;0.0
1394;Afvalstortplaatsen;1992;1516.0;0.0;560.7;13290.0;0.2;0.0;0.0;0.0;42.2;1.2;1.7;0.0;0.0
1395;Afvalstortplaatsen;1993;1521.0;0.0;544.8;12961.0;0.3;0.0;0.0;0.0;41.1;1.4;1.7;0.0;0.0
1396;Afvalstortplaatsen;1994;1523.0;0.0;527.1;12592.0;0.3;0.0;0.0;0.0;39.9;1.7;1.8;0.0;0.0
1397;Afvalstortplaatsen;1995;1503.0;0.0;500.4;12012.0;0.4;0.0;0.0;0.0;38.8;1.9;1.8;0.0;0.0
1398;Afvalstortplaatsen;1996;1443.0;0.0;483.6;11598.0;0.4;0.0;0.0;0.0;37.5;1.8;1.8;0.0;0.0
1399;Afvalstortplaatsen;1997;1363.0;0.0;468.1;11192.0;0.4;0.0;0.0;0.0;36.3;1.5;1.6;0.0;0.0
1400;Afvalstortplaatsen;1998;1291.0;0.0;448.0;10699.0;0.3;0.0;0.0;0.0;34.8;1.2;1.6;0.0;0.0
1401;Afvalstortplaatsen;1999;1258.0;0.0;409.9;9866.0;0.3;0.0;0.0;0.0;31.8;1.8;1.5;0.0;0.0
1402;Afvalstortplaatsen;2000;1199.0;0.0;386.0;9305.0;0.4;0.0;0.0;0.0;29.9;1.8;1.5;0.0;0.0
1403;Afvalstortplaatsen;2001;1181.0;0.0;348.0;8490.0;0.4;0.0;0.0;0.0;28.0;1.9;1.4;0.0;0.0
1404;Afvalstortplaatsen;2002;1162.0;0.0;316.9;7816.0;0.4;0.0;0.0;0.0;26.3;1.8;1.4;0.0;0.0
1405;Afvalstortplaatsen;2003;1133.0;0.0;282.0;7056.0;0.4;0.0;0.0;0.0;24.3;2.2;1.3;0.0;0.0
1406;Afvalstortplaatsen;2004;1072.0;0.0;257.1;6470.0;0.3;0.0;0.0;0.0;23.0;1.7;1.2;0.0;0.0
1407;Afvalstortplaatsen;2005;1015.0;0.0;228.8;5820.0;0.3;0.0;0.0;0.0;21.4;1.4;1.1;0.0;0.0
1408;Afvalstortplaatsen;2006;953.0;0.0;211.9;5403.0;0.3;0.0;0.0;0.0;19.8;1.3;1.1;0.0;0.0
1409;Afvalstortplaatsen;2007;901.0;0.0;196.6;5029.0;0.3;0.0;0.0;0.0;18.4;1.3;1.0;0.0;0.0
1410;Afvalstortplaatsen;2008;852.0;0.0;183.5;4707.0;0.3;0.0;0.0;0.0;17.1;1.4;1.0;0.0;0.0
1411;Afvalstortplaatsen;2009;790.0;0.0;175.2;4469.0;0.3;0.0;0.0;0.0;16.3;1.1;0.9;0.0;0.0
1412;Afvalstortplaatsen;2010;734.0;0.0;162.6;4148.0;0.2;0.0;0.0;0.0;15.2;1.0;0.8;0.0;0.0
1413;Afvalstortplaatsen;2011;680.0;0.0;152.2;3876.0;0.2;0.0;0.0;0.0;14.2;1.0;0.8;0.0;0.0
1414;Afvalstortplaatsen;2012;628.0;0.0;142.9;3630.0;0.2;0.0;0.0;0.0;13.3;0.8;0.7;0.0;0.0
1415;Afvalstortplaatsen;2013;582.0;0.0;135.1;3420.0;0.2;0.0;0.0;0.0;12.6;0.7;0.6;0.0;0.0
1416;Totaal herkomst;1990;177841.0;57.4;1227.2;228303.0;966.2;404.3;372.7;55.6;6198.1;1255.9;506.6;85.4;85.4
1417;Totaal herkomst;1991;183611.0;58.1;1244.0;233739.0;942.9;337.8;376.8;53.2;5111.6;1244.8;466.4;81.2;81.2
1418;Totaal herkomst;1992;182914.0;59.1;1227.2;233666.0;948.5;338.6;316.2;49.8;4025.0;1262.0;440.9;78.1;78.1
1419;Totaal herkomst;1993;188434.0;60.1;1210.5;239735.0;938.4;335.2;330.3;50.3;2938.5;1227.2;415.5;74.4;74.4
1420;Totaal herkomst;1994;189316.0;58.4;1174.4;240614.0;914.4;327.5;296.0;47.5;1852.0;1166.2;391.5;70.9;70.9
1421;Totaal herkomst;1995;194189.0;58.0;1161.7;244781.0;899.8;327.3;229.5;43.3;765.5;1082.9;367.2;67.9;67.9
1422;Totaal herkomst;1996;202068.0;58.0;1132.9;253810.0;880.1;321.7;189.6;40.3;520.6;1055.8;344.5;62.3;62.3
1423;Totaal herkomst;1997;198264.0;57.2;1080.0;249448.0;860.4;312.5;189.2;39.6;397.1;1019.8;315.2;60.0;60.0
1424;Totaal herkomst;1998;200826.0;55.3;1044.2;251271.0;856.3;318.4;172.9;38.7;274.5;989.0;297.9;59.1;59.1
1425;Totaal herkomst;1999;197524.0;53.0;993.1;241466.0;889.3;328.2;176.2;40.0;276.3;968.8;283.3;59.6;59.6
1426;Totaal herkomst;2000;200235.0;51.3;952.7;241870.0;879.0;318.9;189.0;40.2;260.1;940.0;261.1;60.3;60.3
1427;Totaal herkomst;2001;206064.0;48.1;913.9;243495.0;867.8;312.4;183.1;39.4;246.3;906.9;231.5;57.8;57.8
1428;Totaal herkomst;2002;205828.0;45.4;859.1;242024.0;843.1;298.2;176.8;38.0;219.4;868.2;216.0;56.7;56.7
1429;Totaal herkomst;2003;209093.0;45.2;818.2;242594.0;846.0;297.1;172.5;37.8;184.4;839.4;198.8;53.8;53.8
1430;Totaal herkomst;2004;211509.0;46.5;795.3;244779.0;846.2;301.3;167.9;37.7;178.2;841.9;186.0;52.4;52.4
1431;Totaal herkomst;2005;208293.0;45.6;769.5;240557.0;840.4;306.0;166.9;37.7;172.9;810.9;189.7;52.0;52.0
1432;Totaal herkomst;2006;203162.0;45.1;753.7;235142.0;794.8;285.5;167.5;36.1;169.3;799.5;180.9;49.8;49.8
1433;Totaal herkomst;2007;205321.0;39.4;759.5;235811.0;790.9;266.6;167.2;35.4;160.6;785.4;179.2;48.8;48.8
1434;Totaal herkomst;2008;209871.0;26.8;770.7;236690.0;788.1;229.6;153.8;33.4;153.9;788.6;176.9;46.7;46.7
1435;Totaal herkomst;2009;205053.0;26.0;768.2;231635.0;738.7;211.0;151.8;31.6;143.9;733.1;165.2;44.5;44.5
1436;Totaal herkomst;2010;216013.0;25.6;764.6;242628.0;699.5;192.2;150.6;30.1;136.7;724.4;164.0;42.6;42.6
1437;Totaal herkomst;2011;203449.0;25.3;732.3;229103.0;684.9;163.8;148.4;28.7;133.0;702.5;162.7;39.6;39.6
1438;Totaal herkomst;2012;203180.0;24.8;717.8;228332.0;674.9;164.7;143.0;28.2;125.3;679.8;159.7;38.1;38.1
1439;Totaal herkomst;2013;202837.0;25.6;723.8;228425.0;676.0;163.5;144.9;28.3;123.7;705.7;161.2;37.8;37.8
1440;Totaal Nederlandse economie;1990;177841.0;57.4;1227.2;228303.0;784.8;264.7;359.1;46.5;6198.1;1212.0;496.2;80.9;80.9
1441;Totaal Nederlandse economie;1991;183611.0;58.1;1244.0;233739.0;766.9;228.9;363.2;45.2;5111.6;1204.5;457.0;76.9;76.9
1442;Totaal Nederlandse economie;1992;182914.0;59.1;1227.2;233666.0;770.7;228.7;302.6;41.7;4025.0;1221.9;431.7;73.8;73.8
1443;Totaal Nederlandse economie;1993;188434.0;60.1;1210.5;239735.0;760.2;224.2;316.7;42.2;2938.5;1187.9;406.5;70.0;70.0
1444;Totaal Nederlandse economie;1994;189316.0;58.4;1174.4;240614.0;740.0;215.4;282.3;39.4;1852.0;1126.9;382.7;66.4;66.4
1445;Totaal Nederlandse economie;1995;194189.0;58.0;1161.7;244781.0;724.7;214.2;210.7;34.8;765.5;1043.5;358.6;63.5;63.5
1446;Totaal Nederlandse economie;1996;202068.0;58.0;1132.9;253810.0;711.7;207.2;170.8;32.0;520.6;1015.2;336.0;57.8;57.8
1447;Totaal Nederlandse economie;1997;198264.0;57.2;1080.0;249448.0;696.0;195.6;167.0;31.1;397.1;980.3;307.1;55.1;55.1
1448;Totaal Nederlandse economie;1998;200826.0;55.3;1044.2;251271.0;684.7;196.7;153.8;30.1;274.5;947.5;289.7;54.2;54.2
1449;Totaal Nederlandse economie;1999;197524.0;53.0;993.1;241466.0;709.7;204.8;148.7;30.6;276.3;926.1;275.1;54.6;54.6
1450;Totaal Nederlandse economie;2000;200235.0;51.3;952.7;241870.0;696.6;190.0;164.6;30.8;260.1;898.0;253.2;54.9;54.9
1451;Totaal Nederlandse economie;2001;206064.0;48.1;913.9;243495.0;681.6;185.6;159.2;30.0;246.3;865.8;223.7;52.5;52.5
1452;Totaal Nederlandse economie;2002;205828.0;45.4;859.1;242024.0;654.0;172.0;153.0;28.6;219.4;827.5;208.5;51.6;51.6
1453;Totaal Nederlandse economie;2003;209093.0;45.2;818.2;242594.0;655.3;171.5;148.6;28.3;184.4;799.1;191.5;48.9;48.9
1454;Totaal Nederlandse economie;2004;211509.0;46.5;795.3;244779.0;645.9;176.1;146.6;28.2;178.2;801.3;178.8;47.9;47.9
1455;Totaal Nederlandse economie;2005;208293.0;45.6;769.5;240557.0;637.9;178.3;145.7;28.0;172.9;770.5;182.7;47.1;47.1
1456;Totaal Nederlandse economie;2006;203162.0;45.1;753.7;235142.0;585.6;155.0;146.3;26.2;169.3;757.6;173.7;44.7;44.7
1457;Totaal Nederlandse economie;2007;205321.0;39.4;759.5;235811.0;584.8;142.8;146.0;25.8;160.6;742.6;172.5;43.5;43.5
1458;Totaal Nederlandse economie;2008;209871.0;26.8;770.7;236690.0;585.9;120.2;132.5;24.3;153.9;745.1;170.5;41.8;41.8
1459;Totaal Nederlandse economie;2009;205053.0;26.0;768.2;231635.0;544.0;102.9;130.6;22.7;143.9;691.5;159.1;40.0;40.0
1460;Totaal Nederlandse economie;2010;216013.0;25.6;764.6;242628.0;514.5;88.2;129.3;21.5;136.7;684.3;158.2;38.3;38.3
1461;Totaal Nederlandse economie;2011;203449.0;25.3;732.3;229103.0;490.3;69.3;127.1;20.3;133.0;661.7;157.0;35.9;35.9
1462;Totaal Nederlandse economie;2012;203180.0;24.8;717.8;228332.0;485.9;71.4;121.8;20.0;125.3;639.8;154.3;34.5;34.5
1463;Totaal Nederlandse economie;2013;202837.0;25.6;723.8;228425.0;488.0;70.2;123.6;20.1;123.7;665.2;155.8;34.3;34.3
1464;Totaal uit het buitenland;1990;;;;;181.4;139.5;13.6;9.1;;43.9;10.4;4.5;4.5
1465;Totaal uit het buitenland;1991;;;;;176.1;108.9;13.6;8.0;;40.3;9.4;4.3;4.3
1466;Totaal uit het buitenland;1992;;;;;177.8;110.0;13.6;8.1;;40.1;9.2;4.4;4.4
1467;Totaal uit het buitenland;1993;;;;;178.2;111.1;13.7;8.1;;39.3;8.9;4.4;4.4
1468;Totaal uit het buitenland;1994;;;;;174.4;112.1;13.7;8.1;;39.3;8.8;4.5;4.5
1469;Totaal uit het buitenland;1995;;;;;175.1;113.1;18.8;8.4;;39.5;8.6;4.5;4.5
1470;Totaal uit het buitenland;1996;;;;;168.5;114.5;18.8;8.3;;40.6;8.5;4.5;4.5
1471;Totaal uit het buitenland;1997;;;;;164.4;116.9;22.2;8.5;;39.5;8.0;4.9;4.9
1472;Totaal uit het buitenland;1998;;;;;171.6;121.8;19.1;8.7;;41.6;8.2;5.0;5.0
1473;Totaal uit het buitenland;1999;;;;;179.6;123.4;27.5;9.4;;42.7;8.2;5.1;5.1
1474;Totaal uit het buitenland;2000;;;;;182.4;128.9;24.5;9.4;;41.9;7.9;5.5;5.5
1475;Totaal uit het buitenland;2001;;;;;186.3;126.8;23.9;9.4;;41.1;7.8;5.3;5.3
1476;Totaal uit het buitenland;2002;;;;;189.1;126.2;23.9;9.5;;40.8;7.5;5.1;5.1
1477;Totaal uit het buitenland;2003;;;;;190.8;125.6;23.9;9.5;;40.3;7.3;4.9;4.9
1478;Totaal uit het buitenland;2004;;;;;200.3;125.2;21.3;9.5;;40.7;7.3;4.6;4.6
1479;Totaal uit het buitenland;2005;;;;;202.6;127.7;21.3;9.6;;40.4;7.0;4.9;4.9
1480;Totaal uit het buitenland;2006;;;;;209.2;130.5;21.3;9.9;;42.0;7.2;5.1;5.1
1481;Totaal uit het buitenland;2007;;;;;206.1;123.8;21.3;9.6;;42.8;6.7;5.3;5.3
1482;Totaal uit het buitenland;2008;;;;;202.2;109.4;21.3;9.1;;43.5;6.4;4.9;4.9
1483;Totaal uit het buitenland;2009;;;;;194.7;108.1;21.3;8.9;;41.6;6.1;4.6;4.6
1484;Totaal uit het buitenland;2010;;;;;185.0;104.0;21.3;8.5;;40.1;5.7;4.3;4.3
1485;Totaal uit het buitenland;2011;;;;;194.6;94.5;21.3;8.4;;40.8;5.7;3.7;3.7
1486;Totaal uit het buitenland;2012;;;;;189.0;93.3;21.3;8.3;;40.0;5.4;3.6;3.6
1487;Totaal uit het buitenland;2013;;;;;187.9;93.3;21.3;8.3;;40.5;5.4;3.6;3.6
1488;Aanvoer via de lucht;1990;;;;;82.8;91.5;13.6;5.5;;;;;
1489;Aanvoer via de lucht;1991;;;;;82.8;64.0;13.6;4.6;;;;;
1490;Aanvoer via de lucht;1992;;;;;82.8;64.0;13.6;4.6;;;;;
1491;Aanvoer via de lucht;1993;;;;;82.8;64.0;13.6;4.6;;;;;
1492;Aanvoer via de lucht;1994;;;;;78.2;64.0;13.6;4.5;;;;;
1493;Aanvoer via de lucht;1995;;;;;78.2;64.0;18.7;4.8;;;;;
1494;Aanvoer via de lucht;1996;;;;;69.0;64.0;18.7;4.6;;;;;
1495;Aanvoer via de lucht;1997;;;;;59.8;64.0;22.1;4.6;;;;;
1496;Aanvoer via de lucht;1998;;;;;64.4;66.5;19.0;4.6;;;;;
1497;Aanvoer via de lucht;1999;;;;;70.3;66.5;27.4;5.2;;;;;
1498;Aanvoer via de lucht;2000;;;;;67.6;69.0;24.4;5.1;;;;;
1499;Aanvoer via de lucht;2001;;;;;67.6;67.2;23.8;5.0;;;;;
1500;Aanvoer via de lucht;2002;;;;;69.2;67.0;23.8;5.0;;;;;
1501;Aanvoer via de lucht;2003;;;;;69.2;67.0;23.8;5.0;;;;;
1502;Aanvoer via de lucht;2004;;;;;76.4;68.6;21.2;5.1;;;;;
1503;Aanvoer via de lucht;2005;;;;;76.4;68.6;21.2;5.1;;;;;
1504;Aanvoer via de lucht;2006;;;;;76.4;68.6;21.2;5.1;;;;;
1505;Aanvoer via de lucht;2007;;;;;76.4;68.6;21.2;5.1;;;;;
1506;Aanvoer via de lucht;2008;;;;;76.4;68.6;21.2;5.1;;;;;
1507;Aanvoer via de lucht;2009;;;;;76.4;68.6;21.2;5.1;;;;;
1508;Aanvoer via de lucht;2010;;;;;76.4;68.6;21.2;5.1;;;;;
1509;Aanvoer via de lucht;2011;;;;;76.4;68.6;21.2;5.1;;;;;
1510;Aanvoer via de lucht;2012;;;;;76.4;68.6;21.2;5.1;;;;;
1511;Aanvoer via de lucht;2013;;;;;76.4;68.6;21.2;5.1;;;;;
1512;Niet-ingezetenen in Nederland;1990;;;;;98.6;48.0;0.0;3.6;;43.9;10.4;4.5;4.5
1513;Niet-ingezetenen in Nederland;1991;;;;;93.3;44.9;0.0;3.4;;40.3;9.4;4.3;4.3
1514;Niet-ingezetenen in Nederland;1992;;;;;95.0;46.0;0.0;3.5;;40.1;9.2;4.4;4.4
1515;Niet-ingezetenen in Nederland;1993;;;;;95.4;47.1;0.1;3.5;;39.3;8.9;4.4;4.4
1516;Niet-ingezetenen in Nederland;1994;;;;;96.2;48.1;0.1;3.6;;39.3;8.8;4.5;4.5
1517;Niet-ingezetenen in Nederland;1995;;;;;96.9;49.1;0.1;3.6;;39.5;8.6;4.5;4.5
1518;Niet-ingezetenen in Nederland;1996;;;;;99.5;50.5;0.1;3.7;;40.6;8.5;4.5;4.5
1519;Niet-ingezetenen in Nederland;1997;;;;;104.6;52.9;0.1;3.9;;39.5;8.0;4.9;4.9
1520;Niet-ingezetenen in Nederland;1998;;;;;107.2;55.3;0.1;4.1;;41.6;8.2;5.0;5.0
1521;Niet-ingezetenen in Nederland;1999;;;;;109.3;56.9;0.1;4.2;;42.7;8.2;5.1;5.1
1522;Niet-ingezetenen in Nederland;2000;;;;;114.8;59.9;0.1;4.4;;41.9;7.9;5.5;5.5
1523;Niet-ingezetenen in Nederland;2001;;;;;118.7;59.6;0.1;4.4;;41.1;7.8;5.3;5.3
1524;Niet-ingezetenen in Nederland;2002;;;;;119.9;59.2;0.1;4.5;;40.8;7.5;5.1;5.1
1525;Niet-ingezetenen in Nederland;2003;;;;;121.6;58.6;0.1;4.5;;40.3;7.3;4.9;4.9
1526;Niet-ingezetenen in Nederland;2004;;;;;123.9;56.6;0.1;4.5;;40.7;7.3;4.6;4.6
1527;Niet-ingezetenen in Nederland;2005;;;;;126.2;59.1;0.1;4.6;;40.4;7.0;4.9;4.9
1528;Niet-ingezetenen in Nederland;2006;;;;;132.8;61.9;0.1;4.8;;42.0;7.2;5.1;5.1
1529;Niet-ingezetenen in Nederland;2007;;;;;129.7;55.2;0.1;4.5;;42.8;6.7;5.3;5.3
1530;Niet-ingezetenen in Nederland;2008;;;;;125.8;40.8;0.1;4.0;;43.5;6.4;4.9;4.9
1531;Niet-ingezetenen in Nederland;2009;;;;;118.3;39.5;0.1;3.8;;41.6;6.1;4.6;4.6
1532;Niet-ingezetenen in Nederland;2010;;;;;108.6;35.4;0.1;3.5;;40.1;5.7;4.3;4.3
1533;Niet-ingezetenen in Nederland;2011;;;;;118.2;25.9;0.1;3.4;;40.8;5.7;3.7;3.7
1534;Niet-ingezetenen in Nederland;2012;;;;;112.6;24.7;0.1;3.2;;40.0;5.4;3.6;3.6
1535;Niet-ingezetenen in Nederland;2013;;;;;111.5;24.7;0.1;3.2;;40.5;5.4;3.6;3.6
1536;Totaal naar het Buitenland;1990;;;;;675.8;182.2;122.5;27.6;;97.2;22.4;10.1;10.1
1537;Totaal naar het Buitenland;1991;;;;;677.6;142.9;122.6;26.4;;103.7;23.4;10.0;10.0
1538;Totaal naar het Buitenland;1992;;;;;689.6;148.7;122.6;26.9;;100.3;21.8;10.2;10.2
1539;Totaal naar het Buitenland;1993;;;;;698.1;152.8;122.7;27.2;;107.1;22.4;10.2;10.2
1540;Totaal naar het Buitenland;1994;;;;;698.9;157.4;107.4;26.4;;112.9;22.8;10.6;10.6
