ID;SBI93;Perioden;Bedrijven_1;WerkzamePersonenEindSeptember_2;WerkzamePersonenFTEEindSeptember_3;WerknemersOpDeEigenLoonlijst_4;WerknemersFTEOpDeEigenLoonlijst_5;BrutoLonenEnSalarissen_6;TotaleBedrijfsopbrengsten_7;NettoOmzet_8;OverigeBedrijfsopbrengsten_9;TotaleBedrijfslasten_10;TotaleInkoopwaardeOmzet_11;InkoopwaardeExclusiefHandelsgoederen_12;Arbeidskosten_13;AfschrijvingenOpVasteActiva_14;TotaleOverigeBedrijfslasten_15;OverigePersoneelskosten_16;KostenVervoermiddelen_17;KostenEnergieverbruik_18;Huisvestingkosten_19;KostenMachinesEnInstallaties_20;Verkoopkosten_21;Communicatiekosten_22;KostenVanDienstverleningDoorDerden_23;NietEerderGenoemdeBedrijfslasten_24;Bedrijfsresultaat_25;SaldoFinancieleBatenEnLasten_26;FinancieleBaten_27;FinancieleLasten_28;SaldoVoorzieningen_29;OnttrekkingenVrijvalVanVoorzieningen_30;ToevoegingenAanVoorzieningen_31;SaldoBuitengewoneBatenEnLasten_32;BuitengewoneBaten_33;BuitengewoneLasten_34;ResultaatVoorBelastingen_35
10;60 Vervoer over land;2004;13725;215.3;184.1;194.7;165.2;5397.0;21160.0;19659.0;1501.0;20095.0;4272.0;4070.0;6714.0;1410.0;7700.0;786.0;4592.0;71.0;469.0;150.0;165.0;149.0;483.0;835.0;1065.0;-263.0;109.0;372.0;-43.0;55.0;98.0;8.0;73.0;64.0;767.0
11;60 Vervoer over land;2005;13585;217.1;185.7;194.4;164.8;5463.0;22032.0;20552.0;1480.0;20847.0;4366.0;4222.0;6810.0;1367.0;8304.0;843.0;5019.0;75.0;481.0;154.0;171.0;162.0;589.0;809.0;1185.0;123.0;474.0;351.0;-47.0;51.0;98.0;22.0;63.0;41.0;1282.0
12;601 Spoorwegen;2000;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;601 Spoorwegen;2001;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;601 Spoorwegen;2002;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;601 Spoorwegen;2003;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;601 Spoorwegen;2004;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;601 Spoorwegen;2005;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18;602 Vervoer over de weg;2000;13970;208.0;173.3;188.8;156.0;4442.0;16530.0;15213.0;1317.0;15490.0;3059.0;2743.0;5376.0;1145.0;5909.0;677.0;3636.0;53.0;314.0;140.0;132.0;121.0;241.0;591.0;1051.0;-246.0;86.0;333.0;-48.0;24.0;72.0;38.0;84.0;46.0;794.0
19;602 Vervoer over de weg;2001;14140;217.9;183.7;194.4;161.7;4781.0;17495.0;16180.0;1315.0;16475.0;3245.0;3054.0;5827.0;1225.0;6179.0;707.0;3743.0;53.0;363.0;134.0;144.0;130.0;252.0;650.0;1020.0;-256.0;92.0;348.0;-11.0;61.0;72.0;33.0;85.0;52.0;785.0
20;602 Vervoer over de weg;2002;14295;210.9;177.5;189.0;157.0;4800.0;17477.0;16124.0;1353.0;16533.0;3284.0;3124.0;5936.0;1190.0;6123.0;721.0;3746.0;54.0;394.0;131.0;133.0;130.0;281.0;534.0;945.0;-237.0;91.0;328.0;24.0;90.0;66.0;54.0;104.0;49.0;785.0
21;602 Vervoer over de weg;2003;14010;205.7;175.5;183.5;155.2;4908.0;18013.0;16597.0;1416.0;17022.0;3625.0;3503.0;6118.0;1179.0;6100.0;690.0;3712.0;57.0;403.0;118.0;142.0;140.0;324.0;513.0;991.0;-237.0;94.0;332.0;-37.0;36.0;73.0;15.0;61.0;46.0;731.0
22;602 Vervoer over de weg;2004;13700;202.4;172.0;181.9;153.1;4932.0;19110.0;17713.0;1397.0;18129.0;4176.0;3975.0;6178.0;1199.0;6575.0;719.0;4038.0;68.0;424.0;124.0;138.0;134.0;316.0;614.0;981.0;-237.0;104.0;341.0;-35.0;42.0;77.0;6.0;70.0;64.0;715.0
23;602 Vervoer over de weg;2005;13560;204.3;173.4;181.7;152.7;4974.0;19865.0;18494.0;1371.0;18770.0;4268.0;4123.0;6241.0;1162.0;7099.0;765.0;4419.0;72.0;431.0;129.0;136.0;141.0;379.0;628.0;1094.0;-211.0;109.0;320.0;-55.0;33.0;88.0;22.0;63.0;41.0;850.0
24;6021a Tram- en autobusvervoer;2000;365;33.8;30.1;32.0;28.7;858.0;2336.0;1156.0;1180.0;2176.0;138.0;133.0;1047.0;209.0;781.0;114.0;397.0;8.0;43.0;58.0;40.0;13.0;28.0;81.0;160.0;-63.0;31.0;93.0;-49.0;7.0;56.0;5.0;11.0;6.0;53.0
25;6021a Tram- en autobusvervoer;2001;365;33.7;30.5;32.2;29.2;885.0;2367.0;1184.0;1184.0;2278.0;159.0;156.0;1090.0;215.0;815.0;115.0;401.0;9.0;42.0;52.0;45.0;13.0;35.0;103.0;89.0;-58.0;33.0;91.0;1.0;53.0;52.0;4.0;13.0;8.0;36.0
26;6021a Tram- en autobusvervoer;2002;360;33.5;30.0;32.0;28.6;923.0;2447.0;1232.0;1215.0;2335.0;157.0;149.0;1144.0;210.0;825.0;123.0;430.0;9.0;58.0;45.0;39.0;14.0;35.0;71.0;112.0;-64.0;40.0;104.0;-5.0;40.0;46.0;12.0;18.0;6.0;53.0
27;6021a Tram- en autobusvervoer;2003;365;33.4;29.7;31.5;27.9;928.0;2540.0;1254.0;1286.0;2384.0;150.0;139.0;1154.0;200.0;881.0;132.0;455.0;11.0;56.0;40.0;44.0;10.0;57.0;77.0;156.0;-70.0;45.0;115.0;-21.0;15.0;36.0;5.0;8.0;3.0;70.0
28;6021a Tram- en autobusvervoer;2004;360;34.2;29.1;32.7;27.7;912.0;2601.0;1354.0;1248.0;2417.0;164.0;153.0;1149.0;219.0;886.0;124.0;482.0;10.0;66.0;34.0;35.0;13.0;51.0;71.0;184.0;-71.0;48.0;119.0;-26.0;31.0;56.0;2.0;10.0;7.0;89.0
29;6021a Tram- en autobusvervoer;2005;370;33.0;27.6;31.5;26.3;891.0;2573.0;1342.0;1231.0;2410.0;152.0;141.0;1129.0;250.0;879.0;125.0;479.0;10.0;64.0;43.0;29.0;13.0;51.0;63.0;163.0;-62.0;42.0;104.0;-48.0;22.0;70.0;4.0;8.0;4.0;56.0
30;6022 Taxibedrijven;2000;3320;43.9;27.6;38.3;23.1;382.0;1136.0;1110.0;26.0;1016.0;109.0;100.0;454.0;104.0;349.0;32.0;192.0;4.0;17.0;4.0;11.0;10.0;25.0;54.0;120.0;-15.0;3.0;18.0;-2.0;1.0;3.0;2.0;5.0;3.0;104.0
31;6022 Taxibedrijven;2001;3635;47.0;30.9;39.6;24.2;424.0;1211.0;1191.0;20.0;1076.0;120.0;115.0;503.0;103.0;351.0;45.0;182.0;5.0;18.0;4.0;11.0;11.0;21.0;53.0;135.0;-16.0;3.0;20.0;-7.0;1.0;7.0;2.0;7.0;5.0;113.0
32;6022 Taxibedrijven;2002;4545;45.6;30.5;39.3;24.4;459.0;1323.0;1298.0;25.0;1187.0;163.0;151.0;545.0;105.0;374.0;43.0;201.0;4.0;21.0;6.0;11.0;14.0;25.0;48.0;136.0;-16.0;3.0;18.0;-1.0;1.0;2.0;3.0;6.0;3.0;123.0
33;6022 Taxibedrijven;2003;4490;45.1;30.3;39.3;25.1;496.0;1410.0;1384.0;26.0;1273.0;187.0;173.0;600.0;100.0;386.0;37.0;224.0;4.0;23.0;4.0;10.0;18.0;29.0;38.0;137.0;-11.0;6.0;17.0;-2.0;1.0;2.0;1.0;5.0;4.0;125.0
34;6022 Taxibedrijven;2004;4200;41.9;27.5;36.7;22.7;464.0;1294.0;1275.0;19.0;1190.0;136.0;123.0;564.0;92.0;399.0;44.0;226.0;3.0;21.0;5.0;12.0;16.0;25.0;47.0;105.0;-12.0;7.0;18.0;1.0;1.0;0.0;2.0;4.0;2.0;95.0
35;6022 Taxibedrijven;2005;4045;41.3;27.5;35.7;22.2;464.0;1338.0;1324.0;13.0;1208.0;166.0;154.0;569.0;88.0;384.0;42.0;226.0;4.0;22.0;5.0;11.0;13.0;23.0;38.0;130.0;-10.0;17.0;27.0;-2.0;0.0;3.0;4.0;6.0;3.0;121.0
36;6024 Goederenwegvervoerbedrijven;2000;10290;130.4;115.6;118.6;104.2;3202.0;13058.0;12947.0;111.0;12298.0;2812.0;2510.0;3875.0;832.0;4779.0;532.0;3047.0;41.0;255.0;77.0;81.0;98.0;188.0;456.0;770.0;-169.0;53.0;222.0;3.0;17.0;14.0;31.0;68.0;36.0;636.0
37;6024 Goederenwegvervoerbedrijven;2001;10140;137.2;122.3;122.6;108.4;3473.0;13916.0;13806.0;110.0;13120.0;2967.0;2783.0;4234.0;907.0;5013.0;547.0;3160.0;40.0;304.0;78.0;88.0;106.0;195.0;494.0;796.0;-182.0;55.0;238.0;-5.0;8.0;13.0;27.0;65.0;38.0;635.0
38;6024 Goederenwegvervoerbedrijven;2002;9385;131.8;117.0;117.8;104.0;3418.0;13707.0;13594.0;114.0;13011.0;2964.0;2823.0;4246.0;875.0;4925.0;555.0;3115.0;41.0;314.0;80.0;83.0;101.0;220.0;415.0;696.0;-158.0;48.0;206.0;30.0;49.0;19.0;40.0;80.0;40.0;609.0
39;6024 Goederenwegvervoerbedrijven;2003;9160;127.2;115.6;112.7;102.2;3484.0;14063.0;13959.0;104.0;13365.0;3289.0;3192.0;4364.0;879.0;4833.0;522.0;3033.0;43.0;324.0;74.0;88.0;112.0;239.0;399.0;698.0;-157.0;43.0;199.0;-15.0;20.0;35.0;9.0;49.0;39.0;536.0
40;6024 Goederenwegvervoerbedrijven;2004;9140;126.4;115.4;112.5;102.8;3555.0;15214.0;15083.0;131.0;14522.0;3877.0;3699.0;4466.0;888.0;5291.0;551.0;3330.0;54.0;337.0;86.0;91.0;105.0;240.0;496.0;692.0;-154.0;50.0;203.0;-11.0;10.0;21.0;2.0;57.0;55.0;530.0
41;6024 Goederenwegvervoerbedrijven;2005;9140;129.9;118.4;114.6;104.2;3618.0;15954.0;15828.0;126.0;15152.0;3950.0;3828.0;4543.0;824.0;5835.0;598.0;3713.0;57.0;345.0;81.0;96.0;114.0;304.0;527.0;802.0;-139.0;50.0;189.0;-5.0;10.0;15.0;14.0;48.0;34.0;673.0
42;603 Pijpleidingbedrijven;2000;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43;603 Pijpleidingbedrijven;2001;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
44;603 Pijpleidingbedrijven;2002;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
45;603 Pijpleidingbedrijven;2003;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46;603 Pijpleidingbedrijven;2004;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
47;603 Pijpleidingbedrijven;2005;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
48;61 Vervoer over water;2000;4355;27.3;26.1;15.3;14.5;449.0;5078.0;4984.0;94.0;4543.0;221.0;130.0;537.0;511.0;3273.0;187.0;1156.0;14.0;26.0;97.0;129.0;33.0;764.0;867.0;535.0;-229.0;49.0;278.0;-21.0;13.0;34.0;-15.0;28.0;44.0;270.0
49;61 Vervoer over water;2001;4255;29.1;27.7;15.5;14.5;494.0;5822.0;5730.0;92.0;5258.0;457.0;409.0;585.0;647.0;3569.0;256.0;1240.0;13.0;34.0;101.0;154.0;37.0;890.0;846.0;564.0;-244.0;56.0;300.0;-8.0;32.0;40.0;-15.0;46.0;61.0;297.0
50;61 Vervoer over water;2002;4155;27.7;26.2;15.1;13.9;498.0;5588.0;5501.0;87.0;5275.0;537.0;475.0;597.0;617.0;3523.0;278.0;1139.0;11.0;38.0;85.0;157.0;36.0;971.0;809.0;313.0;-179.0;80.0;258.0;-18.0;17.0;35.0;-19.0;53.0;72.0;98.0
51;61 Vervoer over water;2003;3790;28.1;26.3;14.4;13.2;469.0;6681.0;6628.0;54.0;6250.0;772.0;718.0;571.0;712.0;4195.0;361.0;1536.0;7.0;39.0;71.0;168.0;36.0;1124.0;853.0;432.0;-187.0;68.0;255.0;-9.0;18.0;27.0;-3.0;65.0;67.0;233.0
52;61 Vervoer over water;2004;4075;27.3;25.6;14.4;13.2;464.0;6925.0;6833.0;92.0;6156.0;789.0;730.0;563.0;691.0;4113.0;312.0;1586.0;5.0;37.0;25.0;145.0;33.0;1154.0;815.0;769.0;-195.0;62.0;257.0;-1.0;28.0;28.0;59.0;120.0;61.0;632.0
53;61 Vervoer over water;2005;3890;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
54;611 Zeevaartbedrijven;2000;670;13.9;13.3;8.4;8.1;255.0;3705.0;3661.0;44.0;3457.0;146.0;69.0;300.0;331.0;2681.0;160.0;804.0;2.0;15.0;81.0;115.0;20.0;734.0;751.0;248.0;-157.0;39.0;196.0;-14.0;9.0;24.0;-14.0;23.0;37.0;62.0
55;611 Zeevaartbedrijven;2001;700;15.2;14.7;8.1;7.7;283.0;4367.0;4317.0;49.0;4130.0;354.0;324.0;330.0;455.0;2991.0;223.0;916.0;1.0;19.0;83.0;138.0;23.0;857.0;732.0;236.0;-187.0;33.0;219.0;-4.0;20.0;24.0;-21.0;32.0;53.0;24.0
56;611 Zeevaartbedrijven;2002;640;14.3;13.7;7.6;7.1;286.0;4277.0;4226.0;52.0;4219.0;432.0;386.0;335.0;468.0;2984.0;238.0;867.0;1.0;20.0;60.0;137.0;22.0;921.0;717.0;59.0;-127.0;66.0;193.0;-13.0;10.0;23.0;-26.0;41.0;67.0;-107.0
57;611 Zeevaartbedrijven;2003;550;14.4;13.7;7.0;6.6;254.0;5135.0;5102.0;33.0;5000.0;572.0;521.0;301.0;536.0;3591.0;296.0;1238.0;1.0;17.0;41.0;152.0;22.0;1069.0;754.0;135.0;-113.0;55.0;167.0;-8.0;5.0;12.0;3.0;54.0;51.0;18.0
58;611 Zeevaartbedrijven;2004;535;13.8;13.4;6.8;6.6;256.0;5505.0;5433.0;72.0;4987.0;629.0;580.0;304.0;504.0;3550.0;267.0;1280.0;1.0;21.0;5.0;132.0;20.0;1100.0;724.0;518.0;-130.0;43.0;173.0;-3.0;10.0;13.0;68.0;102.0;34.0;453.0
59;611 Zeevaartbedrijven;2005;505;14.0;13.6;6.7;6.4;262.0;6219.0;6144.0;75.0;5319.0;773.0;715.0;314.0;499.0;3732.0;274.0;1273.0;1.0;24.0;9.0;140.0;26.0;1166.0;819.0;901.0;-82.0;54.0;136.0;-168.0;13.0;180.0;208.0;276.0;69.0;858.0
60;612 Binnenvaartbedrijven;2000;3690;13.4;12.7;6.9;6.4;194.0;1372.0;1323.0;50.0;1085.0;75.0;62.0;237.0;181.0;592.0;28.0;351.0;13.0;11.0;16.0;14.0;13.0;29.0;116.0;287.0;-72.0;10.0;82.0;-7.0;3.0;10.0;-1.0;6.0;7.0;208.0
61;612 Binnenvaartbedrijven;2001;3555;13.9;13.0;7.5;6.8;211.0;1455.0;1412.0;43.0;1127.0;102.0;86.0;255.0;192.0;578.0;33.0;323.0;12.0;15.0;17.0;16.0;14.0;33.0;114.0;328.0;-58.0;23.0;80.0;-4.0;12.0;16.0;6.0;14.0;8.0;273.0
62;612 Binnenvaartbedrijven;2002;3510;13.4;12.5;7.4;6.8;212.0;1311.0;1275.0;35.0;1056.0;105.0;89.0;262.0;150.0;540.0;40.0;272.0;9.0;18.0;25.0;20.0;13.0;50.0;93.0;254.0;-52.0;14.0;66.0;-5.0;7.0;12.0;7.0;12.0;5.0;204.0
63;612 Binnenvaartbedrijven;2003;3240;13.7;12.6;7.4;6.6;215.0;1547.0;1526.0;21.0;1250.0;200.0;197.0;269.0;176.0;604.0;65.0;298.0;6.0;22.0;30.0;15.0;14.0;55.0;99.0;296.0;-74.0;13.0;88.0;-1.0;13.0;15.0;-6.0;10.0;16.0;215.0
64;612 Binnenvaartbedrijven;2004;3545;13.5;12.1;7.6;6.6;208.0;1420.0;1400.0;20.0;1169.0;160.0;150.0;259.0;187.0;563.0;45.0;306.0;4.0;16.0;20.0;13.0;13.0;54.0;91.0;251.0;-65.0;18.0;84.0;3.0;18.0;15.0;-9.0;18.0;27.0;179.0
65;612 Binnenvaartbedrijven;2005;3380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
66;62 Vervoer door de lucht;2000;170;37.2;31.5;34.9;29.3;1263.0;7493.0;7487.0;6.0;7257.0;70.0;2.0;1636.0;473.0;5077.0;183.0;2052.0;15.0;91.0;77.0;689.0;72.0;1118.0;780.0;236.0;-145.0;61.0;206.0;-2.0;3.0;6.0;12.0;12.0;0.0;101.0
67;62 Vervoer door de lucht;2001;165;37.6;34.0;36.4;32.7;1445.0;7383.0;7339.0;44.0;7542.0;70.0;12.0;1804.0;539.0;5129.0;166.0;2150.0;16.0;95.0;67.0;590.0;70.0;1127.0;849.0;-159.0;-172.0;77.0;249.0;20.0;38.0;18.0;0.0;40.0;40.0;-311.0
68;62 Vervoer door de lucht;2002;195;37.8;33.9;36.5;32.7;1531.0;7615.0;7593.0;22.0;7761.0;117.0;56.0;1988.0;595.0;5062.0;143.0;2193.0;14.0;101.0;71.0;583.0;66.0;1378.0;512.0;-146.0;-138.0;55.0;193.0;-75.0;3.0;78.0;-193.0;15.0;208.0;-552.0
69;62 Vervoer door de lucht;2003;195;34.9;31.9;33.9;30.9;1542.0;7111.0;7078.0;34.0;6967.0;131.0;42.0;2032.0;485.0;4319.0;106.0;1861.0;13.0;96.0;66.0;495.0;56.0;1564.0;62.0;145.0;-102.0;30.0;133.0;-12.0;2.0;14.0;13.0;25.0;11.0;44.0
70;62 Vervoer door de lucht;2004;230;34.1;30.3;32.6;28.8;1555.0;7671.0;7648.0;23.0;7376.0;116.0;40.0;2057.0;478.0;4724.0;126.0;2066.0;16.0;72.0;67.0;559.0;47.0;1706.0;66.0;296.0;-107.0;102.0;209.0;-14.0;2.0;16.0;-4.0;5.0;9.0;170.0
71;62 Vervoer door de lucht;2005;205;35.4;32.6;33.6;30.8;1550.0;8612.0;8583.0;29.0;8096.0;110.0;37.0;1937.0;510.0;5539.0;170.0;2654.0;18.0;79.0;73.0;638.0;47.0;1811.0;49.0;516.0;-156.0;96.0;252.0;5.0;16.0;12.0;5.0;15.0;10.0;370.0
72;63 Dienstverlening voor het vervoer;2000;6060;90.4;81.2;78.4;71.0;2306.0;15404.0;14417.0;987.0;14194.0;6662.0;6009.0;2786.0;784.0;3962.0;590.0;225.0;127.0;649.0;306.0;390.0;134.0;416.0;1123.0;1210.0;-257.0;281.0;537.0;-31.0;71.0;102.0;-16.0;129.0;145.0;906.0
73;63 Dienstverlening voor het vervoer;2001;6195;96.1;86.9;83.5;75.4;2489.0;17192.0;15926.0;1266.0;15774.0;7773.0;7435.0;3009.0;806.0;4186.0;631.0;234.0;125.0;745.0;283.0;414.0;126.0;430.0;1197.0;1418.0;-288.0;200.0;488.0;-144.0;49.0;193.0;-93.0;121.0;214.0;893.0
74;63 Dienstverlening voor het vervoer;2002;6230;96.0;87.3;83.3;75.3;2575.0;17985.0;16729.0;1256.0;16650.0;8183.0;7816.0;3156.0;831.0;4480.0;643.0;271.0;122.0;800.0;295.0;448.0;144.0;479.0;1279.0;1335.0;-257.0;391.0;648.0;-50.0;18.0;68.0;3.0;133.0;130.0;1032.0
75;63 Dienstverlening voor het vervoer;2003;5560;98.9;88.2;85.9;76.0;2674.0;18841.0;17507.0;1334.0;17416.0;8543.0;8394.0;3285.0;942.0;4646.0;632.0;276.0;130.0;843.0;309.0;449.0;145.0;576.0;1287.0;1425.0;-252.0;341.0;594.0;-18.0;30.0;48.0;-22.0;130.0;152.0;1133.0
76;63 Dienstverlening voor het vervoer;2004;5505;100.7;89.8;86.9;77.1;2829.0;21032.0;19761.0;1271.0;19444.0;9985.0;9731.0;3452.0;1017.0;4990.0;660.0;362.0;150.0;878.0;317.0;535.0;162.0;604.0;1323.0;1588.0;-275.0;316.0;592.0;-72.0;48.0;120.0;45.0;145.0;100.0;1286.0
77;63 Dienstverlening voor het vervoer;2005;5920;103.2;90.4;87.6;77.0;2886.0;22743.0;21370.0;1373.0;20915.0;11175.0;10927.0;3516.0;1032.0;5192.0;737.0;386.0;172.0;929.0;340.0;516.0;146.0;618.0;1348.0;1828.0;-258.0;272.0;530.0;-57.0;44.0;101.0;-5.0;73.0;77.0;1508.0
78;631 Laad-, los-, over- en opslagbedr.;2000;930;23.3;21.1;19.7;18.5;635.0;3070.0;3012.0;58.0;2827.0;530.0;352.0;788.0;278.0;1230.0;231.0;53.0;86.0;285.0;217.0;28.0;18.0;67.0;245.0;243.0;-75.0;64.0;138.0;23.0;35.0;12.0;25.0;59.0;34.0;217.0
79;631 Laad-, los-, over- en opslagbedr.;2001;970;24.0;22.6;20.4;19.3;690.0;3215.0;3116.0;99.0;2908.0;551.0;410.0;849.0;280.0;1228.0;238.0;52.0;82.0;318.0;203.0;30.0;15.0;74.0;216.0;307.0;-54.0;33.0;87.0;-2.0;10.0;12.0;-51.0;59.0;110.0;200.0
80;631 Laad-, los-, over- en opslagbedr.;2002;955;23.4;22.2;19.9;18.8;727.0;3397.0;3275.0;121.0;3088.0;660.0;384.0;906.0;290.0;1233.0;228.0;56.0;75.0;327.0;199.0;28.0;16.0;86.0;218.0;308.0;-20.0;78.0;98.0;-21.0;4.0;26.0;20.0;85.0;65.0;287.0
81;631 Laad-, los-, over- en opslagbedr.;2003;855;23.3;21.6;20.0;18.6;744.0;3719.0;3595.0;124.0;3392.0;774.0;673.0;945.0;309.0;1363.0;220.0;61.0;80.0;329.0;196.0;26.0;16.0;109.0;326.0;328.0;-43.0;58.0;101.0;-7.0;10.0;17.0;38.0;100.0;62.0;315.0
82;631 Laad-, los-, over- en opslagbedr.;2004;835;25.3;23.2;21.5;19.8;821.0;4134.0;4054.0;80.0;3840.0;1125.0;934.0;1020.0;304.0;1390.0;245.0;80.0;91.0;351.0;218.0;35.0;16.0;113.0;240.0;294.0;-43.0;46.0;89.0;11.0;24.0;14.0;13.0;76.0;63.0;274.0
83;631 Laad-, los-, over- en opslagbedr.;2005;875;25.8;22.7;21.2;19.4;850.0;4397.0;4328.0;69.0;3970.0;1111.0;939.0;1053.0;304.0;1502.0;250.0;81.0;109.0;404.0;236.0;41.0;16.0;118.0;246.0;427.0;-48.0;39.0;87.0;-10.0;5.0;15.0;-12.0;24.0;36.0;356.0
84;6311 Laad-, los- en overslagbedrijven;2000;340;10.6;9.8;9.3;8.7;329.0;1385.0;1364.0;21.0;1319.0;217.0;187.0;414.0;139.0;548.0;126.0;30.0;32.0;96.0;169.0;10.0;8.0;25.0;51.0;67.0;-31.0;10.0;41.0;26.0;31.0;5.0;-10.0;6.0;17.0;51.0
