ID;EigendomWoning;Bouwjaar;RegioS;Perioden;TotaalWoningenMetEnergielabel_1;WoningenMetEnergielabelAEnB_2;WoningenMetEnergielabelCEnD_3;WoningenMetEnergielabelEFG_4
87;Totaal ;Alle bouwjaren;Utrecht (SG);2011;77966;13405;42997;21564
88;Totaal ;Alle bouwjaren;Amsterdam (SG);2011;205617;27963;112533;65121
89;Totaal ;Alle bouwjaren;Haarlem (SG);2011;44627;5518;20522;18587
90;Totaal ;Alle bouwjaren;Leiden (SG);2011;38086;4368;21062;12656
91;Totaal ;Alle bouwjaren;'s-Gravenhage (SG);2011;155161;18268;81133;55760
92;Totaal ;Alle bouwjaren;Rotterdam (SG);2011;175581;17313;108611;49657
93;Totaal ;Alle bouwjaren;Dordrecht (SG);2011;43519;4419;22756;16344
94;Totaal ;Alle bouwjaren;Breda (SG);2011;31252;3812;16989;10451
95;Totaal ;Alle bouwjaren;Tilburg (SG);2011;42188;5091;26160;10937
96;Totaal ;Alle bouwjaren;'s-Hertogenbosch (SG);2011;28930;4977;16617;7336
97;Totaal ;Alle bouwjaren;Eindhoven (SG);2011;67301;6411;39387;21503
98;Totaal ;Alle bouwjaren;Geleen/Sittard (SG);2011;19014;2874;9286;6854
99;Totaal ;Alle bouwjaren;Heerlen (SG);2011;38182;3669;21099;13414
100;Totaal ;Alle bouwjaren;Maastricht (SG);2011;26157;2312;14996;8849
101;Totaal ;1;Nederland;2011;18039;2218;8313;7508
102;Totaal ;1;Noord-Nederland (LD);2011;1956;146;938;872
103;Totaal ;1;Oost-Nederland (LD);2011;1770;199;680;891
104;Totaal ;1;West-Nederland (LD);2011;12935;1701;6204;5030
105;Totaal ;1;Zuid-Nederland (LD);2011;1378;172;491;715
106;Totaal ;1;Groningen (PV);2011;661;59;383;219
107;Totaal ;1;Friesland (PV);2011;1137;63;484;590
108;Totaal ;1;Drenthe (PV);2011;158;24;71;63
109;Totaal ;1;Overijssel (PV);2011;463;44;167;252
110;Totaal ;1;Flevoland (PV);2011;1;0;0;1
111;Totaal ;1;Gelderland (PV);2011;1306;155;513;638
112;Totaal ;1;Utrecht (PV);2011;1125;68;381;676
113;Totaal ;1;Noord-Holland (PV);2011;6505;1232;2592;2681
114;Totaal ;1;Zuid-Holland (PV);2011;4926;365;3118;1443
115;Totaal ;1;Zeeland (PV);2011;379;36;113;230
116;Totaal ;1;Noord-Brabant (PV);2011;800;113;333;354
117;Totaal ;1;Limburg (PV);2011;578;59;158;361
118;Totaal ;1;Oost-Groningen (CR);2011;43;8;13;22
119;Totaal ;1;Delfzijl en omgeving (CR);2011;20;2;8;10
120;Totaal ;1;Overig Groningen (CR);2011;598;49;362;187
121;Totaal ;1;Noord-Friesland (CR);2011;946;42;408;496
122;Totaal ;1;Zuidwest-Friesland (CR);2011;136;15;50;71
123;Totaal ;1;Zuidoost-Friesland (CR);2011;55;6;26;23
124;Totaal ;1;Noord-Drenthe (CR);2011;106;13;51;42
125;Totaal ;1;Zuidoost-Drenthe (CR);2011;26;7;12;7
126;Totaal ;1;Zuidwest-Drenthe (CR);2011;26;4;8;14
127;Totaal ;1;Noord-Overijssel (CR);2011;240;21;91;128
128;Totaal ;1;Zuidwest-Overijssel (CR);2011;91;5;27;59
129;Totaal ;1;Twente (CR);2011;132;18;49;65
130;Totaal ;1;Veluwe (CR);2011;220;14;64;142
131;Totaal ;1;Achterhoek (CR);2011;289;53;122;114
132;Totaal ;1;Arnhem/Nijmegen (CR);2011;639;72;261;306
133;Totaal ;1;Zuidwest-Gelderland (CR);2011;158;16;66;76
134;Totaal ;1;Utrecht (CR);2011;1125;68;381;676
135;Totaal ;1;Kop van Noord-Holland (CR);2011;106;19;43;44
136;Totaal ;1;Alkmaar en omgeving (CR);2011;109;5;39;65
137;Totaal ;1;IJmond (CR);2011;21;1;8;12
138;Totaal ;1;Agglomeratie Haarlem (CR);2011;477;21;175;281
139;Totaal ;1;Zaanstreek (CR);2011;67;4;13;50
140;Totaal ;1;Groot-Amsterdam (CR);2011;5554;1171;2239;2144
141;Totaal ;1;Het Gooi en Vechtstreek (CR);2011;171;11;75;85
142;Totaal ;1;Agglomeratie Leiden en Bollenstreek (CR);2011;347;35;142;170
143;Totaal ;1;Agglomeratie 's-Gravenhage (CR);2011;995;22;568;405
144;Totaal ;1;Delft en Westland (CR);2011;150;9;45;96
145;Totaal ;1;Oost-Zuid-Holland (CR);2011;100;8;29;63
146;Totaal ;1;Groot-Rijnmond (CR);2011;3053;251;2234;568
147;Totaal ;1;Zuidoost-Zuid-Holland (CR);2011;281;40;100;141
148;Totaal ;1;Zeeuwsch-Vlaanderen (CR);2011;63;1;15;47
149;Totaal ;1;Overig Zeeland (CR);2011;316;35;98;183
150;Totaal ;1;West-Noord-Brabant (CR);2011;202;27;51;124
151;Totaal ;1;Midden-Noord-Brabant (CR);2011;143;18;54;71
152;Totaal ;1;Noordoost-Noord-Brabant (CR);2011;362;50;199;113
153;Totaal ;1;Zuidoost-Noord-Brabant (CR);2011;93;18;29;46
154;Totaal ;1;Noord-Limburg (CR);2011;111;19;37;55
155;Totaal ;1;Midden-Limburg (CR);2011;80;14;32;34
156;Totaal ;1;Zuid-Limburg (CR);2011;387;26;89;272
157;Totaal ;1;Flevoland (CR);2011;1;0;0;1
158;Totaal ;1;Groningen (GA);2011;494;35;331;128
159;Totaal ;1;Leeuwarden (GA);2011;696;21;323;352
160;Totaal ;1;Zwolle (GA);2011;80;3;32;45
161;Totaal ;1;Enschede (GA);2011;22;7;6;9
162;Totaal ;1;Apeldoorn (GA);2011;66;2;12;52
163;Totaal ;1;Arnhem (GA);2011;354;43;157;154
164;Totaal ;1;Nijmegen (GA);2011;121;17;59;45
165;Totaal ;1;Amersfoort (GA);2011;185;10;69;106
166;Totaal ;1;Utrecht (GA);2011;718;27;240;451
167;Totaal ;1;Amsterdam (GA);2011;5579;1173;2234;2172
168;Totaal ;1;Haarlem (GA);2011;451;21;174;256
169;Totaal ;1;Leiden (GA);2011;323;34;129;160
170;Totaal ;1;'s-Gravenhage (GA);2011;989;22;565;402
171;Totaal ;1;Rotterdam (GA);2011;2935;247;2195;493
172;Totaal ;1;Dordrecht (GA);2011;95;2;40;53
173;Totaal ;1;Breda (GA);2011;79;2;12;65
174;Totaal ;1;Tilburg (GA);2011;84;8;35;41
175;Totaal ;1;'s-Hertogenbosch (GA);2011;199;24;125;50
176;Totaal ;1;Eindhoven (GA);2011;27;4;7;16
177;Totaal ;1;Geleen/Sittard (GA);2011;84;8;16;60
178;Totaal ;1;Heerlen (GA);2011;26;3;7;16
179;Totaal ;1;Maastricht (GA);2011;152;6;42;104
180;Totaal ;1;Groningen (SG);2011;544;40;342;162
181;Totaal ;1;Leeuwarden (SG);2011;752;27;337;388
182;Totaal ;1;Zwolle (SG);2011;107;6;39;62
183;Totaal ;1;Enschede (SG);2011;61;12;25;24
184;Totaal ;1;Apeldoorn (SG);2011;76;4;14;58
185;Totaal ;1;Arnhem (SG);2011;462;47;178;237
186;Totaal ;1;Nijmegen (SG);2011;140;19;64;57
187;Totaal ;1;Amersfoort (SG);2011;198;11;72;115
188;Totaal ;1;Utrecht (SG);2011;787;36;260;491
189;Totaal ;1;Amsterdam (SG);2011;5609;1176;2246;2187
190;Totaal ;1;Haarlem (SG);2011;498;22;183;293
191;Totaal ;1;Leiden (SG);2011;329;34;134;161
192;Totaal ;1;'s-Gravenhage (SG);2011;1145;31;613;501
193;Totaal ;1;Rotterdam (SG);2011;2982;250;2211;521
194;Totaal ;1;Dordrecht (SG);2011;119;9;47;63
195;Totaal ;1;Breda (SG);2011;99;11;15;73
196;Totaal ;1;Tilburg (SG);2011;88;8;38;42
197;Totaal ;1;'s-Hertogenbosch (SG);2011;222;28;133;61
198;Totaal ;1;Eindhoven (SG);2011;29;4;9;16
199;Totaal ;1;Geleen/Sittard (SG);2011;102;8;30;64
200;Totaal ;1;Heerlen (SG);2011;61;4;12;45
201;Totaal ;1;Maastricht (SG);2011;179;9;46;124
202;Totaal ;2;Nederland;2011;93197;5927;38001;49269
203;Totaal ;2;Noord-Nederland (LD);2011;9064;1070;4640;3354
204;Totaal ;2;Oost-Nederland (LD);2011;16603;811;7153;8639
205;Totaal ;2;West-Nederland (LD);2011;54841;3643;21538;29660
206;Totaal ;2;Zuid-Nederland (LD);2011;12689;403;4670;7616
207;Totaal ;2;Groningen (PV);2011;5278;708;3080;1490
208;Totaal ;2;Friesland (PV);2011;3028;308;1113;1607
209;Totaal ;2;Drenthe (PV);2011;758;54;447;257
210;Totaal ;2;Overijssel (PV);2011;8110;602;3909;3599
211;Totaal ;2;Flevoland (PV);2011;10;0;9;1
212;Totaal ;2;Gelderland (PV);2011;8483;209;3235;5039
213;Totaal ;2;Utrecht (PV);2011;5969;184;1538;4247
214;Totaal ;2;Noord-Holland (PV);2011;25443;2054;8770;14619
215;Totaal ;2;Zuid-Holland (PV);2011;22079;1260;10552;10267
216;Totaal ;2;Zeeland (PV);2011;1350;145;678;527
217;Totaal ;2;Noord-Brabant (PV);2011;8711;258;3406;5047
218;Totaal ;2;Limburg (PV);2011;3978;145;1264;2569
219;Totaal ;2;Oost-Groningen (CR);2011;380;12;84;284
220;Totaal ;2;Delfzijl en omgeving (CR);2011;102;2;25;75
221;Totaal ;2;Overig Groningen (CR);2011;4796;694;2971;1131
222;Totaal ;2;Noord-Friesland (CR);2011;2253;247;848;1158
223;Totaal ;2;Zuidwest-Friesland (CR);2011;264;11;107;146
224;Totaal ;2;Zuidoost-Friesland (CR);2011;511;50;158;303
225;Totaal ;2;Noord-Drenthe (CR);2011;310;35;153;122
226;Totaal ;2;Zuidoost-Drenthe (CR);2011;76;5;19;52
227;Totaal ;2;Zuidwest-Drenthe (CR);2011;372;14;275;83
228;Totaal ;2;Noord-Overijssel (CR);2011;1380;164;560;656
229;Totaal ;2;Zuidwest-Overijssel (CR);2011;1259;10;559;690
230;Totaal ;2;Twente (CR);2011;5471;428;2790;2253
231;Totaal ;2;Veluwe (CR);2011;1877;82;710;1085
232;Totaal ;2;Achterhoek (CR);2011;1362;31;465;866
233;Totaal ;2;Arnhem/Nijmegen (CR);2011;4961;81;1960;2920
234;Totaal ;2;Zuidwest-Gelderland (CR);2011;283;15;100;168
235;Totaal ;2;Utrecht (CR);2011;5969;184;1538;4247
236;Totaal ;2;Kop van Noord-Holland (CR);2011;836;31;654;151
237;Totaal ;2;Alkmaar en omgeving (CR);2011;521;41;91;389
238;Totaal ;2;IJmond (CR);2011;567;22;325;220
239;Totaal ;2;Agglomeratie Haarlem (CR);2011;3495;46;1168;2281
240;Totaal ;2;Zaanstreek (CR);2011;924;7;84;833
241;Totaal ;2;Groot-Amsterdam (CR);2011;17684;1887;6081;9716
242;Totaal ;2;Het Gooi en Vechtstreek (CR);2011;1416;20;367;1029
243;Totaal ;2;Agglomeratie Leiden en Bollenstreek (CR);2011;1893;179;466;1248
244;Totaal ;2;Agglomeratie 's-Gravenhage (CR);2011;6490;99;2293;4098
245;Totaal ;2;Delft en Westland (CR);2011;1557;105;284;1168
246;Totaal ;2;Oost-Zuid-Holland (CR);2011;451;11;160;280
247;Totaal ;2;Groot-Rijnmond (CR);2011;10120;558;7010;2552
248;Totaal ;2;Zuidoost-Zuid-Holland (CR);2011;1568;308;339;921
249;Totaal ;2;Zeeuwsch-Vlaanderen (CR);2011;216;51;52;113
250;Totaal ;2;Overig Zeeland (CR);2011;1134;94;626;414
251;Totaal ;2;West-Noord-Brabant (CR);2011;967;73;290;604
252;Totaal ;2;Midden-Noord-Brabant (CR);2011;1730;27;785;918
253;Totaal ;2;Noordoost-Noord-Brabant (CR);2011;1319;57;544;718
254;Totaal ;2;Zuidoost-Noord-Brabant (CR);2011;4695;101;1787;2807
255;Totaal ;2;Noord-Limburg (CR);2011;453;64;136;253
256;Totaal ;2;Midden-Limburg (CR);2011;227;17;122;88
257;Totaal ;2;Zuid-Limburg (CR);2011;3298;64;1006;2228
258;Totaal ;2;Flevoland (CR);2011;10;0;9;1
259;Totaal ;2;Groningen (GA);2011;4441;675;2821;945
260;Totaal ;2;Leeuwarden (GA);2011;1444;189;597;658
261;Totaal ;2;Zwolle (GA);2011;687;132;122;433
262;Totaal ;2;Enschede (GA);2011;2879;233;1353;1293
263;Totaal ;2;Apeldoorn (GA);2011;917;58;316;543
264;Totaal ;2;Arnhem (GA);2011;1649;66;678;905
265;Totaal ;2;Nijmegen (GA);2011;1957;6;600;1351
266;Totaal ;2;Amersfoort (GA);2011;1123;32;350;741
267;Totaal ;2;Utrecht (GA);2011;3072;49;583;2440
268;Totaal ;2;Amsterdam (GA);2011;18432;1888;6103;10441
269;Totaal ;2;Haarlem (GA);2011;3331;45;1149;2137
270;Totaal ;2;Leiden (GA);2011;1567;177;408;982
271;Totaal ;2;'s-Gravenhage (GA);2011;6464;92;2283;4089
272;Totaal ;2;Rotterdam (GA);2011;9613;542;6873;2198
273;Totaal ;2;Dordrecht (GA);2011;963;237;274;452
274;Totaal ;2;Breda (GA);2011;448;47;91;310
275;Totaal ;2;Tilburg (GA);2011;1509;13;760;736
276;Totaal ;2;'s-Hertogenbosch (GA);2011;906;35;358;513
277;Totaal ;2;Eindhoven (GA);2011;3967;81;1469;2417
278;Totaal ;2;Geleen/Sittard (GA);2011;438;0;49;389
279;Totaal ;2;Heerlen (GA);2011;1203;15;341;847
280;Totaal ;2;Maastricht (GA);2011;1326;10;505;811
281;Totaal ;2;Groningen (SG);2011;4691;686;2932;1073
282;Totaal ;2;Leeuwarden (SG);2011;1628;196;631;801
283;Totaal ;2;Zwolle (SG);2011;732;137;147;448
284;Totaal ;2;Enschede (SG);2011;4218;236;2238;1744
285;Totaal ;2;Apeldoorn (SG);2011;957;62;330;565
286;Totaal ;2;Arnhem (SG);2011;2879;72;1327;1480
287;Totaal ;2;Nijmegen (SG);2011;1975;7;604;1364
288;Totaal ;2;Amersfoort (SG);2011;1303;41;473;789
289;Totaal ;2;Utrecht (SG);2011;4017;94;823;3100
290;Totaal ;2;Amsterdam (SG);2011;18518;1892;6122;10504
291;Totaal ;2;Haarlem (SG);2011;4062;68;1493;2501
292;Totaal ;2;Leiden (SG);2011;1668;178;439;1051
293;Totaal ;2;'s-Gravenhage (SG);2011;8047;204;2577;5266
294;Totaal ;2;Rotterdam (SG);2011;9844;548;6917;2379
295;Totaal ;2;Dordrecht (SG);2011;991;238;284;469
296;Totaal ;2;Breda (SG);2011;507;51;104;352
297;Totaal ;2;Tilburg (SG);2011;1578;19;775;784
298;Totaal ;2;'s-Hertogenbosch (SG);2011;934;35;372;527
299;Totaal ;2;Eindhoven (SG);2011;3994;82;1477;2435
300;Totaal ;2;Geleen/Sittard (SG);2011;465;0;49;416
301;Totaal ;2;Heerlen (SG);2011;1368;45;399;924
302;Totaal ;2;Maastricht (SG);2011;1386;16;530;840
303;Totaal ;3;Nederland;2011;37088;1426;14546;21116
304;Totaal ;3;Noord-Nederland (LD);2011;4162;214;2023;1925
305;Totaal ;3;Oost-Nederland (LD);2011;6616;314;3319;2983
306;Totaal ;3;West-Nederland (LD);2011;20916;573;7356;12987
307;Totaal ;3;Zuid-Nederland (LD);2011;5394;325;1848;3221
308;Totaal ;3;Groningen (PV);2011;2746;164;1589;993
309;Totaal ;3;Friesland (PV);2011;797;22;201;574
310;Totaal ;3;Drenthe (PV);2011;619;28;233;358
311;Totaal ;3;Overijssel (PV);2011;3526;105;1810;1611
312;Totaal ;3;Flevoland (PV);2011;86;0;0;86
313;Totaal ;3;Gelderland (PV);2011;3004;209;1509;1286
314;Totaal ;3;Utrecht (PV);2011;2392;108;933;1351
315;Totaal ;3;Noord-Holland (PV);2011;9970;261;3452;6257
316;Totaal ;3;Zuid-Holland (PV);2011;7566;168;2637;4761
317;Totaal ;3;Zeeland (PV);2011;988;36;334;618
318;Totaal ;3;Noord-Brabant (PV);2011;3378;224;1264;1890
319;Totaal ;3;Limburg (PV);2011;2016;101;584;1331
320;Totaal ;3;Oost-Groningen (CR);2011;357;24;117;216
321;Totaal ;3;Delfzijl en omgeving (CR);2011;57;6;20;31
322;Totaal ;3;Overig Groningen (CR);2011;2332;134;1452;746
323;Totaal ;3;Noord-Friesland (CR);2011;453;13;117;323
324;Totaal ;3;Zuidwest-Friesland (CR);2011;168;3;32;133
325;Totaal ;3;Zuidoost-Friesland (CR);2011;176;6;52;118
326;Totaal ;3;Noord-Drenthe (CR);2011;171;18;74;79
327;Totaal ;3;Zuidoost-Drenthe (CR);2011;213;5;34;174
328;Totaal ;3;Zuidwest-Drenthe (CR);2011;235;5;125;105
329;Totaal ;3;Noord-Overijssel (CR);2011;797;33;481;283
330;Totaal ;3;Zuidwest-Overijssel (CR);2011;815;3;153;659
331;Totaal ;3;Twente (CR);2011;1914;69;1176;669
332;Totaal ;3;Veluwe (CR);2011;496;64;206;226
333;Totaal ;3;Achterhoek (CR);2011;338;10;99;229
334;Totaal ;3;Arnhem/Nijmegen (CR);2011;2041;131;1117;793
335;Totaal ;3;Zuidwest-Gelderland (CR);2011;129;4;87;38
336;Totaal ;3;Utrecht (CR);2011;2392;108;933;1351
337;Totaal ;3;Kop van Noord-Holland (CR);2011;367;4;285;78
338;Totaal ;3;Alkmaar en omgeving (CR);2011;204;6;120;78
339;Totaal ;3;IJmond (CR);2011;300;25;114;161
340;Totaal ;3;Agglomeratie Haarlem (CR);2011;1671;44;648;979
341;Totaal ;3;Zaanstreek (CR);2011;513;2;134;377
342;Totaal ;3;Groot-Amsterdam (CR);2011;6174;168;1950;4056
343;Totaal ;3;Het Gooi en Vechtstreek (CR);2011;741;12;201;528
344;Totaal ;3;Agglomeratie Leiden en Bollenstreek (CR);2011;1092;7;385;700
345;Totaal ;3;Agglomeratie 's-Gravenhage (CR);2011;2458;43;604;1811
346;Totaal ;3;Delft en Westland (CR);2011;568;0;254;314
347;Totaal ;3;Oost-Zuid-Holland (CR);2011;145;5;43;97
348;Totaal ;3;Groot-Rijnmond (CR);2011;2546;99;876;1571
349;Totaal ;3;Zuidoost-Zuid-Holland (CR);2011;757;14;475;268
350;Totaal ;3;Zeeuwsch-Vlaanderen (CR);2011;96;3;38;55
351;Totaal ;3;Overig Zeeland (CR);2011;892;33;296;563
352;Totaal ;3;West-Noord-Brabant (CR);2011;608;116;234;258
353;Totaal ;3;Midden-Noord-Brabant (CR);2011;183;12;54;117
354;Totaal ;3;Noordoost-Noord-Brabant (CR);2011;803;52;142;609
355;Totaal ;3;Zuidoost-Noord-Brabant (CR);2011;1784;44;834;906
356;Totaal ;3;Noord-Limburg (CR);2011;198;24;80;94
357;Totaal ;3;Midden-Limburg (CR);2011;85;8;27;50
358;Totaal ;3;Zuid-Limburg (CR);2011;1733;69;477;1187
359;Totaal ;3;Flevoland (CR);2011;86;0;0;86
360;Totaal ;3;Groningen (GA);2011;2166;125;1393;648
361;Totaal ;3;Leeuwarden (GA);2011;217;2;92;123
362;Totaal ;3;Zwolle (GA);2011;515;15;312;188
363;Totaal ;3;Enschede (GA);2011;727;41;448;238
364;Totaal ;3;Apeldoorn (GA);2011;137;8;43;86
365;Totaal ;3;Arnhem (GA);2011;795;118;319;358
366;Totaal ;3;Nijmegen (GA);2011;981;4;688;289
367;Totaal ;3;Amersfoort (GA);2011;938;22;427;489
368;Totaal ;3;Utrecht (GA);2011;780;34;177;569
369;Totaal ;3;Amsterdam (GA);2011;6471;164;2013;4294
370;Totaal ;3;Haarlem (GA);2011;1664;44;647;973
371;Totaal ;3;Leiden (GA);2011;941;4;320;617
372;Totaal ;3;'s-Gravenhage (GA);2011;2373;42;576;1755
373;Totaal ;3;Rotterdam (GA);2011;2391;96;837;1458
374;Totaal ;3;Dordrecht (GA);2011;579;8;429;142
375;Totaal ;3;Breda (GA);2011;360;100;122;138
376;Totaal ;3;Tilburg (GA);2011;108;3;30;75
