ID;BedrijfstakBranchesSBI2008;NuttigeToepassingEnEindverwerking;Perioden;TotaalBedrijfsafvalstoffen_1;TotaalNietChemischAfval_2;Metaalafval_3;Glasafval_4;PapierKartonafval_5;KunststofRubberafval_6;Houtafval_7;TextielLederafval_8;DierlijkPlantaardigAfval_9;GemengdAfval_10;Slib_11;MineralenSteenachtigAfval_12;OverigNietChemischAfval_13;ChemischAfval_14;TotaalBedrijfsafvalstoffen_15;TotaalNuttigeToepassing_16;InzetAlsBrandstof_17;OverigNuttigeToepassing_18;TotaalEindverwerking_19;Verbranden_20;StortenLozen_21;ScheidenAchteraf_22
13;B-E Nijverheid (geen bouw) en energie;Totaal bedrijfsafvalstoffen;2010;24581.0;22601.0;1092.0;54.0;747.0;235.0;782.0;26.0;6517.0;3233.0;2154.0;7782.0;5.0;1981.0;24581.0;20226.0;1818.0;18407.0;4355.0;2511.0;1618.0;227.0
14;B-E Nijverheid (geen bouw) en energie;Totaal bedrijfsafvalstoffen;2011;25192.0;23243.0;1139.0;54.0;759.0;236.0;776.0;26.0;6499.0;3267.0;2273.0;8207.0;4.0;1949.0;25191.0;20858.0;1934.0;18925.0;4333.0;2536.0;1564.0;233.0
15;B-E Nijverheid (geen bouw) en energie;Totaal bedrijfsafvalstoffen;2012;24528.0;22011.0;951.0;60.0;606.0;288.0;766.0;38.0;6564.0;2335.0;2181.0;8218.0;5.0;2516.0;24528.0;20801.0;2385.0;18415.0;3727.0;1532.0;1988.0;208.0
16;B-E Nijverheid (geen bouw) en energie;Totaal bedrijfsafvalstoffen;2013;24332.0;21751.0;955.0;59.0;605.0;290.0;753.0;38.0;6703.0;2394.0;2237.0;7712.0;5.0;2581.0;24332.0;20780.0;2487.0;18293.0;3552.0;1563.0;1783.0;207.0
17;B-E Nijverheid (geen bouw) en energie;Totaal bedrijfsafvalstoffen;2014;24724.0;22116.0;955.0;52.0;580.0;297.0;694.0;23.0;6550.0;2355.0;2248.0;8355.0;8.0;2608.0;24724.0;21275.0;2665.0;18610.0;3449.0;1611.0;1590.0;248.0
18;B-E Nijverheid (geen bouw) en energie;Totaal bedrijfsafvalstoffen;2015;25056.0;22476.0;961.0;51.0;580.0;304.0;714.0;23.0;6523.0;2388.0;2207.0;8717.0;8.0;2579.0;25056.0;21741.0;2712.0;19027.0;3319.0;1573.0;1543.0;203.0
19;B-E Nijverheid (geen bouw) en energie;Totaal bedrijfsafvalstoffen;2016;25736.0;22940.0;996.0;57.0;621.0;338.0;671.0;20.0;6660.0;2415.0;2341.0;8817.0;4.0;2796.0;25736.0;22223.0;2960.0;19263.0;3514.0;1657.0;1748.0;109.0
20;B-E Nijverheid (geen bouw) en energie;Totaal bedrijfsafvalstoffen;2017;26353.0;23525.0;1069.0;60.0;609.0;341.0;692.0;21.0;6783.0;2490.0;2431.0;9025.0;5.0;2828.0;26353.0;22752.0;3023.0;19728.0;3601.0;1684.0;1799.0;119.0
21;B-E Nijverheid (geen bouw) en energie;Totaal bedrijfsafvalstoffen;2018;25576.0;22796.0;1019.0;53.0;574.0;361.0;685.0;37.0;6979.0;2625.0;2174.0;8268.0;20.0;2780.0;25576.0;22092.0;2825.0;19267.0;3484.0;1500.0;1778.0;206.0
22;B-E Nijverheid (geen bouw) en energie;Totaal bedrijfsafvalstoffen;2019;24687.0;21942.0;1050.0;53.0;585.0;373.0;696.0;32.0;6569.0;2695.0;2154.0;7717.0;19.0;2745.0;24687.0;21168.0;2748.0;18419.0;3519.0;1508.0;1758.0;254.0
23;B-E Nijverheid (geen bouw) en energie;Totaal nuttige toepassing;1994;;;;;;;;;;;;;;;;;;;;;;
24;B-E Nijverheid (geen bouw) en energie;Totaal nuttige toepassing;1996;;;;;;;;;;;;;;;;;;;;;;
25;B-E Nijverheid (geen bouw) en energie;Totaal nuttige toepassing;1998;;;;;;;;;;;;;;;;;;;;;;
26;B-E Nijverheid (geen bouw) en energie;Totaal nuttige toepassing;2000;;;;;;;;;;;;;;;;;;;;;;
27;B-E Nijverheid (geen bouw) en energie;Totaal nuttige toepassing;2001;;;;;;;;;;;;;;;;;;;;;;
28;B-E Nijverheid (geen bouw) en energie;Totaal nuttige toepassing;2002;;;;;;;;;;;;;;;;;;;;;;
29;B-E Nijverheid (geen bouw) en energie;Totaal nuttige toepassing;2003;;;;;;;;;;;;;;;;;;;;;;
30;B-E Nijverheid (geen bouw) en energie;Totaal nuttige toepassing;2004;;;;;;;;;;;;;;;;;;;;;;
31;B-E Nijverheid (geen bouw) en energie;Totaal nuttige toepassing;2005;;;;;;;;;;;;;;;;;;;;;;
32;B-E Nijverheid (geen bouw) en energie;Totaal nuttige toepassing;2006;;;;;;;;;;;;;;;;;;;;;;
33;B-E Nijverheid (geen bouw) en energie;Totaal nuttige toepassing;2007;20318.0;19256.0;1296.0;38.0;888.0;186.0;683.0;17.0;6467.0;1006.0;800.0;7858.0;16.0;1062.0;20318.0;20318.0;1122.0;19197.0;;;;
34;B-E Nijverheid (geen bouw) en energie;Totaal nuttige toepassing;2008;20629.0;19633.0;1341.0;38.0;868.0;187.0;711.0;37.0;6353.0;1070.0;781.0;8237.0;9.0;995.0;20629.0;20629.0;1238.0;19391.0;;;;
35;B-E Nijverheid (geen bouw) en energie;Totaal nuttige toepassing;2009;19030.0;18162.0;1228.0;35.0;798.0;166.0;646.0;32.0;6370.0;1094.0;800.0;6982.0;9.0;868.0;19030.0;19030.0;1194.0;17835.0;;;;
36;B-E Nijverheid (geen bouw) en energie;Totaal nuttige toepassing;2010;20226.0;19221.0;1082.0;54.0;729.0;222.0;757.0;22.0;6422.0;1837.0;894.0;7221.0;5.0;1007.0;20226.0;20226.0;1818.0;18407.0;;;;
37;B-E Nijverheid (geen bouw) en energie;Totaal nuttige toepassing;2011;20858.0;19812.0;1130.0;54.0;739.0;223.0;750.0;23.0;6398.0;1824.0;1037.0;7628.0;4.0;1047.0;20858.0;20858.0;1934.0;18925.0;;;;
38;B-E Nijverheid (geen bouw) en energie;Totaal nuttige toepassing;2012;20801.0;19608.0;930.0;60.0;596.0;270.0;759.0;20.0;6477.0;2038.0;853.0;7602.0;5.0;1192.0;20801.0;20801.0;2385.0;18415.0;;;;
39;B-E Nijverheid (geen bouw) en energie;Totaal nuttige toepassing;2013;20780.0;19535.0;935.0;59.0;595.0;272.0;747.0;20.0;6613.0;2095.0;877.0;7318.0;5.0;1245.0;20780.0;20780.0;2487.0;18293.0;;;;
40;B-E Nijverheid (geen bouw) en energie;Totaal nuttige toepassing;2014;21275.0;19863.0;949.0;51.0;575.0;282.0;689.0;14.0;6468.0;2054.0;890.0;7883.0;7.0;1412.0;21275.0;21275.0;2665.0;18610.0;;;;
41;B-E Nijverheid (geen bouw) en energie;Totaal nuttige toepassing;2015;21737.0;20318.0;955.0;51.0;575.0;290.0;709.0;14.0;6440.0;2085.0;868.0;8325.0;7.0;1418.0;21737.0;21739.0;2712.0;19027.0;;;;
42;B-E Nijverheid (geen bouw) en energie;Totaal nuttige toepassing;2016;22223.0;20711.0;979.0;57.0;621.0;328.0;664.0;16.0;6585.0;2135.0;957.0;8365.0;4.0;1511.0;22223.0;22223.0;2960.0;19263.0;;;;
43;B-E Nijverheid (geen bouw) en energie;Totaal nuttige toepassing;2017;22752.0;21218.0;1052.0;60.0;609.0;331.0;685.0;17.0;6706.0;2199.0;1019.0;8537.0;4.0;1533.0;22752.0;22752.0;3023.0;19728.0;;;;
44;B-E Nijverheid (geen bouw) en energie;Totaal nuttige toepassing;2018;22092.0;20623.0;1007.0;53.0;573.0;327.0;673.0;27.0;6919.0;2267.0;864.0;7896.0;16.0;1469.0;22092.0;22092.0;2825.0;19267.0;;;;
45;B-E Nijverheid (geen bouw) en energie;Totaal nuttige toepassing;2019;21168.0;19712.0;1036.0;53.0;584.0;341.0;683.0;26.0;6504.0;2310.0;818.0;7342.0;15.0;1456.0;21168.0;21168.0;2748.0;18419.0;;;;
46;B-E Nijverheid (geen bouw) en energie;Totaal eindverwerking;1994;;;;;;;;;;;;;;;;;;;;;;
47;B-E Nijverheid (geen bouw) en energie;Totaal eindverwerking;1996;;;;;;;;;;;;;;;;;;;;;;
48;B-E Nijverheid (geen bouw) en energie;Totaal eindverwerking;1998;;;;;;;;;;;;;;;;;;;;;;
49;B-E Nijverheid (geen bouw) en energie;Totaal eindverwerking;2000;;;;;;;;;;;;;;;;;;;;;;
50;B-E Nijverheid (geen bouw) en energie;Totaal eindverwerking;2001;;;;;;;;;;;;;;;;;;;;;;
51;B-E Nijverheid (geen bouw) en energie;Totaal eindverwerking;2002;;;;;;;;;;;;;;;;;;;;;;
52;B-E Nijverheid (geen bouw) en energie;Totaal eindverwerking;2003;;;;;;;;;;;;;;;;;;;;;;
53;B-E Nijverheid (geen bouw) en energie;Totaal eindverwerking;2004;;;;;;;;;;;;;;;;;;;;;;
54;B-E Nijverheid (geen bouw) en energie;Totaal eindverwerking;2005;;;;;;;;;;;;;;;;;;;;;;
55;B-E Nijverheid (geen bouw) en energie;Totaal eindverwerking;2006;;;;;;;;;;;;;;;;;;;;;;
56;B-E Nijverheid (geen bouw) en energie;Totaal eindverwerking;2007;5743.0;4812.0;31.0;45.0;10.0;19.0;32.0;29.0;179.0;2376.0;1390.0;687.0;13.0;933.0;5743.0;;;;5743.0;3348.0;1978.0;415.0
57;B-E Nijverheid (geen bouw) en energie;Totaal eindverwerking;2008;5725.0;4635.0;40.0;14.0;14.0;21.0;17.0;3.0;137.0;2155.0;1512.0;722.0;1.0;1091.0;5725.0;;;;5725.0;3472.0;1968.0;284.0
58;B-E Nijverheid (geen bouw) en energie;Totaal eindverwerking;2009;5746.0;4652.0;32.0;10.0;13.0;16.0;15.0;3.0;133.0;2191.0;1610.0;627.0;0.0;1094.0;5746.0;;;;5746.0;3639.0;1893.0;215.0
59;B-E Nijverheid (geen bouw) en energie;Totaal eindverwerking;2010;4355.0;3380.0;11.0;0.0;19.0;15.0;26.0;4.0;94.0;1395.0;1259.0;562.0;1.0;976.0;4356.0;;;;4355.0;2511.0;1618.0;227.0
60;B-E Nijverheid (geen bouw) en energie;Totaal eindverwerking;2011;4333.0;3430.0;11.0;0.0;18.0;14.0;26.0;4.0;101.0;1442.0;1235.0;579.0;1.0;902.0;4333.0;;;;4333.0;2536.0;1564.0;233.0
61;B-E Nijverheid (geen bouw) en energie;Totaal eindverwerking;2012;3727.0;2403.0;20.0;0.0;10.0;18.0;7.0;18.0;87.0;297.0;1328.0;617.0;0.0;1324.0;3727.0;;;;3727.0;1532.0;1988.0;208.0
62;B-E Nijverheid (geen bouw) en energie;Totaal eindverwerking;2013;3552.0;2216.0;20.0;0.0;10.0;18.0;7.0;18.0;90.0;299.0;1360.0;394.0;0.0;1336.0;3552.0;;;;3552.0;1563.0;1783.0;207.0
63;B-E Nijverheid (geen bouw) en energie;Totaal eindverwerking;2014;3449.0;2253.0;6.0;0.0;5.0;15.0;5.0;10.0;81.0;301.0;1358.0;472.0;1.0;1196.0;3449.0;;;;3449.0;1611.0;1590.0;248.0
64;B-E Nijverheid (geen bouw) en energie;Totaal eindverwerking;2015;3319.0;2158.0;6.0;0.0;5.0;15.0;5.0;10.0;83.0;303.0;1339.0;392.0;1.0;1161.0;3319.0;;;;3319.0;1573.0;1543.0;203.0
65;B-E Nijverheid (geen bouw) en energie;Totaal eindverwerking;2016;3514.0;2229.0;17.0;0.0;0.0;10.0;7.0;4.0;76.0;280.0;1384.0;452.0;1.0;1285.0;3514.0;;;;3514.0;1657.0;1748.0;109.0
66;B-E Nijverheid (geen bouw) en energie;Totaal eindverwerking;2017;3601.0;2307.0;17.0;0.0;0.0;10.0;7.0;4.0;76.0;291.0;1411.0;488.0;1.0;1295.0;3601.0;;;;3601.0;1684.0;1799.0;119.0
67;B-E Nijverheid (geen bouw) en energie;Totaal eindverwerking;2018;3484.0;2173.0;11.0;0.0;1.0;34.0;12.0;11.0;59.0;358.0;1310.0;373.0;4.0;1311.0;3484.0;;;;3484.0;1500.0;1778.0;206.0
68;B-E Nijverheid (geen bouw) en energie;Totaal eindverwerking;2019;3519.0;2230.0;14.0;0.0;1.0;32.0;13.0;6.0;65.0;384.0;1336.0;376.0;4.0;1289.0;3519.0;;;;3519.0;1508.0;1758.0;254.0
69;B Delfstoffenwinning;Totaal bedrijfsafvalstoffen;1994;179.0;149.0;7.0;0.0;1.0;0.0;0.0;0.0;0.0;9.0;0.0;132.0;0.0;30.0;179.0;8.0;;8.0;171.0;5.0;159.0;7.0
70;B Delfstoffenwinning;Totaal bedrijfsafvalstoffen;1996;299.0;230.0;22.0;0.0;0.0;0.0;1.0;0.0;0.0;6.0;0.0;201.0;0.0;68.0;299.0;181.0;;181.0;118.0;4.0;75.0;39.0
71;B Delfstoffenwinning;Totaal bedrijfsafvalstoffen;1998;268.0;216.0;11.0;0.0;0.0;0.0;1.0;0.0;0.0;9.0;0.0;195.0;0.0;52.0;268.0;179.0;;179.0;89.0;5.0;81.0;3.0
72;B Delfstoffenwinning;Totaal bedrijfsafvalstoffen;2000;202.0;117.0;2.0;0.0;0.0;1.0;1.0;0.0;0.0;5.0;0.0;108.0;0.0;85.0;202.0;48.0;;48.0;154.0;5.0;126.0;23.0
73;B Delfstoffenwinning;Totaal bedrijfsafvalstoffen;2001;183.0;102.0;3.0;0.0;1.0;1.0;1.0;0.0;0.0;7.0;0.0;89.0;0.0;81.0;183.0;36.0;;36.0;147.0;6.0;117.0;24.0
74;B Delfstoffenwinning;Totaal bedrijfsafvalstoffen;2002;192.0;136.0;1.0;0.0;0.0;0.0;2.0;0.0;0.0;6.0;0.0;127.0;0.0;56.0;192.0;49.0;;49.0;143.0;8.0;116.0;20.0
75;B Delfstoffenwinning;Totaal bedrijfsafvalstoffen;2003;302.0;239.0;1.0;0.0;0.0;0.0;2.0;0.0;0.0;6.0;0.0;230.0;0.0;63.0;302.0;149.0;;149.0;153.0;7.0;97.0;49.0
76;B Delfstoffenwinning;Totaal bedrijfsafvalstoffen;2004;275.0;266.0;3.0;0.0;1.0;1.0;1.0;0.0;1.0;7.0;1.0;252.0;0.0;9.0;275.0;227.0;0.0;225.0;48.0;5.0;12.0;32.0
77;B Delfstoffenwinning;Totaal bedrijfsafvalstoffen;2005;229.0;221.0;3.0;0.0;1.0;0.0;1.0;0.0;0.0;6.0;1.0;208.0;0.0;9.0;229.0;193.0;0.0;193.0;36.0;5.0;21.0;11.0
78;B Delfstoffenwinning;Totaal bedrijfsafvalstoffen;2006;203.0;195.0;2.0;0.0;1.0;1.0;1.0;0.0;0.0;6.0;1.0;184.0;0.0;8.0;203.0;152.0;0.0;152.0;51.0;4.0;20.0;28.0
79;B Delfstoffenwinning;Totaal bedrijfsafvalstoffen;2007;217.0;162.0;2.0;0.0;1.0;1.0;1.0;0.0;1.0;6.0;1.0;150.0;0.0;55.0;217.0;121.0;2.0;119.0;96.0;2.0;57.0;36.0
80;B Delfstoffenwinning;Totaal bedrijfsafvalstoffen;2008;335.0;236.0;2.0;0.0;1.0;0.0;1.0;0.0;1.0;7.0;1.0;222.0;0.0;100.0;335.0;154.0;0.0;154.0;181.0;6.0;102.0;73.0
81;B Delfstoffenwinning;Totaal bedrijfsafvalstoffen;2009;217.0;150.0;2.0;0.0;1.0;0.0;1.0;0.0;1.0;6.0;0.0;138.0;0.0;68.0;217.0;102.0;2.0;100.0;115.0;4.0;80.0;31.0
82;B Delfstoffenwinning;Totaal bedrijfsafvalstoffen;2010;244.0;150.0;4.0;0.0;1.0;0.0;1.0;0.0;0.0;5.0;0.0;139.0;0.0;94.0;244.0;116.0;2.0;114.0;128.0;2.0;109.0;17.0
83;B Delfstoffenwinning;Totaal bedrijfsafvalstoffen;2011;200.0;124.0;3.0;0.0;1.0;0.0;1.0;0.0;0.0;4.0;0.0;114.0;0.0;76.0;200.0;112.0;1.0;111.0;88.0;2.0;76.0;10.0
84;B Delfstoffenwinning;Totaal bedrijfsafvalstoffen;2012;213.0;147.0;3.0;0.0;0.0;0.0;1.0;0.0;1.0;5.0;0.0;137.0;0.0;66.0;213.0;125.0;5.0;120.0;88.0;1.0;69.0;18.0
85;B Delfstoffenwinning;Totaal bedrijfsafvalstoffen;2013;209.0;139.0;3.0;0.0;1.0;0.0;1.0;0.0;1.0;6.0;1.0;127.0;0.0;70.0;209.0;115.0;5.0;110.0;94.0;1.0;74.0;19.0
86;B Delfstoffenwinning;Totaal bedrijfsafvalstoffen;2014;209.0;88.0;6.0;0.0;1.0;1.0;1.0;0.0;1.0;8.0;1.0;70.0;0.0;121.0;209.0;71.0;4.0;67.0;138.0;3.0;130.0;6.0
87;B Delfstoffenwinning;Totaal bedrijfsafvalstoffen;2015;183.0;102.0;6.0;0.0;1.0;1.0;1.0;0.0;1.0;8.0;1.0;84.0;0.0;81.0;183.0;87.0;3.0;84.0;96.0;3.0;89.0;4.0
88;B Delfstoffenwinning;Totaal bedrijfsafvalstoffen;2016;97.0;33.0;2.0;0.0;1.0;1.0;1.0;0.0;0.0;4.0;1.0;25.0;0.0;64.0;97.0;17.0;3.0;14.0;81.0;1.0;71.0;8.0
89;B Delfstoffenwinning;Totaal bedrijfsafvalstoffen;2017;89.0;31.0;2.0;0.0;1.0;1.0;1.0;0.0;0.0;4.0;1.0;22.0;0.0;59.0;89.0;16.0;3.0;12.0;74.0;1.0;66.0;7.0
90;B Delfstoffenwinning;Totaal bedrijfsafvalstoffen;2018;107.0;39.0;4.0;0.0;1.0;0.0;0.0;0.0;0.0;4.0;0.0;28.0;1.0;68.0;107.0;33.0;3.0;30.0;74.0;1.0;68.0;6.0
91;B Delfstoffenwinning;Totaal bedrijfsafvalstoffen;2019;97.0;37.0;3.0;0.0;1.0;0.0;0.0;0.0;0.0;3.0;0.0;27.0;1.0;60.0;97.0;32.0;2.0;29.0;65.0;1.0;59.0;5.0
92;B Delfstoffenwinning;Totaal nuttige toepassing;1994;8.0;8.0;7.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;8.0;;8.0;;;;
93;B Delfstoffenwinning;Totaal nuttige toepassing;1996;181.0;174.0;22.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;151.0;0.0;7.0;181.0;181.0;;181.0;;;;
94;B Delfstoffenwinning;Totaal nuttige toepassing;1998;179.0;179.0;11.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;167.0;0.0;0.0;179.0;179.0;;179.0;;;;
95;B Delfstoffenwinning;Totaal nuttige toepassing;2000;48.0;48.0;2.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;44.0;0.0;0.0;48.0;48.0;;48.0;;;;
96;B Delfstoffenwinning;Totaal nuttige toepassing;2001;36.0;35.0;3.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;29.0;0.0;1.0;36.0;36.0;;36.0;;;;
97;B Delfstoffenwinning;Totaal nuttige toepassing;2002;49.0;41.0;1.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;38.0;0.0;8.0;49.0;49.0;;49.0;;;;
98;B Delfstoffenwinning;Totaal nuttige toepassing;2003;149.0;142.0;1.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;139.0;0.0;7.0;149.0;149.0;;149.0;;;;
99;B Delfstoffenwinning;Totaal nuttige toepassing;2004;227.0;226.0;3.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;220.0;0.0;0.0;227.0;227.0;0.0;225.0;;;;
100;B Delfstoffenwinning;Totaal nuttige toepassing;2005;193.0;193.0;2.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;188.0;0.0;0.0;193.0;193.0;0.0;193.0;;;;
101;B Delfstoffenwinning;Totaal nuttige toepassing;2006;152.0;152.0;2.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;147.0;0.0;0.0;152.0;152.0;0.0;152.0;;;;
102;B Delfstoffenwinning;Totaal nuttige toepassing;2007;121.0;121.0;2.0;0.0;1.0;1.0;1.0;0.0;1.0;2.0;0.0;114.0;0.0;0.0;121.0;121.0;2.0;119.0;;;;
103;B Delfstoffenwinning;Totaal nuttige toepassing;2008;154.0;154.0;2.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;147.0;0.0;0.0;154.0;154.0;0.0;154.0;;;;
104;B Delfstoffenwinning;Totaal nuttige toepassing;2009;102.0;102.0;2.0;0.0;1.0;0.0;1.0;0.0;1.0;2.0;0.0;94.0;0.0;0.0;102.0;102.0;2.0;100.0;;;;
105;B Delfstoffenwinning;Totaal nuttige toepassing;2010;116.0;116.0;4.0;0.0;1.0;0.0;1.0;0.0;0.0;2.0;0.0;108.0;0.0;0.0;116.0;116.0;2.0;114.0;;;;
106;B Delfstoffenwinning;Totaal nuttige toepassing;2011;112.0;112.0;3.0;0.0;1.0;0.0;1.0;0.0;0.0;2.0;0.0;105.0;0.0;0.0;112.0;112.0;1.0;111.0;;;;
107;B Delfstoffenwinning;Totaal nuttige toepassing;2012;125.0;125.0;2.0;0.0;0.0;0.0;1.0;0.0;1.0;4.0;0.0;116.0;0.0;0.0;125.0;125.0;5.0;120.0;;;;
108;B Delfstoffenwinning;Totaal nuttige toepassing;2013;115.0;115.0;3.0;0.0;0.0;0.0;1.0;0.0;1.0;5.0;0.0;105.0;0.0;0.0;115.0;115.0;5.0;110.0;;;;
109;B Delfstoffenwinning;Totaal nuttige toepassing;2014;71.0;68.0;6.0;0.0;1.0;1.0;1.0;0.0;1.0;4.0;0.0;54.0;0.0;3.0;71.0;71.0;4.0;67.0;;;;
110;B Delfstoffenwinning;Totaal nuttige toepassing;2015;87.0;85.0;6.0;0.0;1.0;1.0;1.0;0.0;1.0;4.0;0.0;71.0;0.0;2.0;87.0;87.0;3.0;84.0;;;;
111;B Delfstoffenwinning;Totaal nuttige toepassing;2016;17.0;15.0;2.0;0.0;1.0;1.0;1.0;0.0;0.0;3.0;1.0;7.0;0.0;2.0;17.0;17.0;3.0;14.0;;;;
112;B Delfstoffenwinning;Totaal nuttige toepassing;2017;16.0;14.0;2.0;0.0;1.0;1.0;1.0;0.0;0.0;3.0;1.0;6.0;0.0;2.0;16.0;16.0;3.0;12.0;;;;
113;B Delfstoffenwinning;Totaal nuttige toepassing;2018;33.0;32.0;4.0;0.0;1.0;0.0;0.0;0.0;0.0;3.0;0.0;22.0;1.0;0.0;33.0;33.0;3.0;30.0;;;;
114;B Delfstoffenwinning;Totaal nuttige toepassing;2019;32.0;31.0;3.0;0.0;1.0;0.0;0.0;0.0;0.0;3.0;0.0;22.0;1.0;0.0;32.0;32.0;2.0;29.0;;;;
115;B Delfstoffenwinning;Totaal eindverwerking;1994;171.0;141.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.0;0.0;132.0;0.0;30.0;171.0;;;;171.0;5.0;159.0;7.0
116;B Delfstoffenwinning;Totaal eindverwerking;1996;118.0;56.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;50.0;0.0;62.0;118.0;;;;118.0;4.0;75.0;39.0
117;B Delfstoffenwinning;Totaal eindverwerking;1998;89.0;37.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.0;0.0;28.0;0.0;52.0;89.0;;;;89.0;5.0;81.0;3.0
118;B Delfstoffenwinning;Totaal eindverwerking;2000;154.0;69.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;64.0;0.0;85.0;154.0;;;;154.0;5.0;126.0;23.0
119;B Delfstoffenwinning;Totaal eindverwerking;2001;147.0;67.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;0.0;60.0;0.0;80.0;147.0;;;;147.0;6.0;117.0;24.0
120;B Delfstoffenwinning;Totaal eindverwerking;2002;143.0;95.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;89.0;0.0;48.0;143.0;;;;143.0;8.0;116.0;20.0
121;B Delfstoffenwinning;Totaal eindverwerking;2003;153.0;97.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;91.0;0.0;56.0;153.0;;;;153.0;7.0;97.0;49.0
122;B Delfstoffenwinning;Totaal eindverwerking;2004;48.0;40.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;1.0;32.0;0.0;9.0;48.0;;;;48.0;5.0;12.0;32.0
123;B Delfstoffenwinning;Totaal eindverwerking;2005;36.0;28.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;1.0;20.0;0.0;9.0;36.0;;;;36.0;5.0;21.0;11.0
124;B Delfstoffenwinning;Totaal eindverwerking;2006;51.0;43.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;1.0;37.0;0.0;8.0;51.0;;;;51.0;4.0;20.0;28.0
125;B Delfstoffenwinning;Totaal eindverwerking;2007;96.0;41.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;1.0;36.0;0.0;55.0;96.0;;;;96.0;2.0;57.0;36.0
