ID;BedrijfstakBranchesSBI2008;NuttigeToepassingEnEindverwerking;Perioden;TotaalBedrijfsafvalstoffen_1;TotaalNietChemischAfval_2;Metaalafval_3;Glasafval_4;PapierKartonafval_5;KunststofRubberafval_6;Houtafval_7;TextielLederafval_8;DierlijkPlantaardigAfval_9;GemengdAfval_10;Slib_11;MineralenSteenachtigAfval_12;OverigNietChemischAfval_13;ChemischAfval_14;TotaalBedrijfsafvalstoffen_15;TotaalNuttigeToepassing_16;InzetAlsBrandstof_17;OverigNuttigeToepassing_18;TotaalEindverwerking_19;Verbranden_20;StortenLozen_21;ScheidenAchteraf_22
1540;24 Basismetaalindustrie;Totaal bedrijfsafvalstoffen;2019;1666.0;1569.0;101.0;0.0;5.0;2.0;3.0;0.0;0.0;62.0;0.0;1396.0;1.0;96.0;1666.0;1634.0;18.0;1616.0;32.0;0.0;27.0;5.0
1541;24 Basismetaalindustrie;Totaal nuttige toepassing;1994;2364.0;2241.0;90.0;0.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;2148.0;0.0;123.0;2364.0;2364.0;;2364.0;;;;
1542;24 Basismetaalindustrie;Totaal nuttige toepassing;1996;2193.0;2085.0;79.0;0.0;2.0;2.0;4.0;0.0;0.0;0.0;0.0;1998.0;0.0;108.0;2193.0;2193.0;;2193.0;;;;
1543;24 Basismetaalindustrie;Totaal nuttige toepassing;1998;2437.0;2286.0;126.0;0.0;2.0;0.0;6.0;0.0;0.0;0.0;0.0;2152.0;0.0;151.0;2437.0;2437.0;;2437.0;;;;
1544;24 Basismetaalindustrie;Totaal nuttige toepassing;2000;2408.0;2298.0;132.0;0.0;3.0;0.0;5.0;0.0;0.0;0.0;0.0;2158.0;0.0;110.0;2408.0;2408.0;;2408.0;;;;
1545;24 Basismetaalindustrie;Totaal nuttige toepassing;2001;2274.0;2137.0;107.0;0.0;3.0;0.0;5.0;0.0;0.0;4.0;0.0;2018.0;0.0;137.0;2274.0;2274.0;;2274.0;;;;
1546;24 Basismetaalindustrie;Totaal nuttige toepassing;2002;2305.0;2155.0;106.0;0.0;4.0;1.0;7.0;0.0;0.0;13.0;0.0;2024.0;0.0;150.0;2305.0;2305.0;;2305.0;;;;
1547;24 Basismetaalindustrie;Totaal nuttige toepassing;2003;2331.0;2169.0;100.0;0.0;4.0;1.0;7.0;0.0;0.0;13.0;0.0;2044.0;0.0;162.0;2331.0;2331.0;;2331.0;;;;
1548;24 Basismetaalindustrie;Totaal nuttige toepassing;2004;2653.0;2536.0;71.0;0.0;2.0;0.0;2.0;0.0;0.0;5.0;0.0;2450.0;5.0;119.0;2653.0;2653.0;0.0;2653.0;;;;
1549;24 Basismetaalindustrie;Totaal nuttige toepassing;2005;2751.0;2623.0;92.0;0.0;2.0;0.0;2.0;0.0;0.0;5.0;0.0;2516.0;5.0;129.0;2751.0;2751.0;2.0;2750.0;;;;
1550;24 Basismetaalindustrie;Totaal nuttige toepassing;2006;2460.0;2334.0;121.0;0.0;2.0;0.0;2.0;0.0;0.0;8.0;0.0;2202.0;0.0;126.0;2460.0;2460.0;2.0;2458.0;;;;
1551;24 Basismetaalindustrie;Totaal nuttige toepassing;2007;2622.0;2486.0;134.0;0.0;2.0;0.0;2.0;0.0;0.0;10.0;0.0;2338.0;0.0;136.0;2622.0;2622.0;2.0;2620.0;;;;
1552;24 Basismetaalindustrie;Totaal nuttige toepassing;2008;2593.0;2454.0;118.0;0.0;3.0;1.0;3.0;0.0;0.0;28.0;0.0;2301.0;0.0;139.0;2593.0;2593.0;14.0;2579.0;;;;
1553;24 Basismetaalindustrie;Totaal nuttige toepassing;2009;1725.0;1606.0;79.0;0.0;2.0;0.0;2.0;0.0;0.0;35.0;0.0;1487.0;0.0;119.0;1725.0;1725.0;11.0;1714.0;;;;
1554;24 Basismetaalindustrie;Totaal nuttige toepassing;2010;1600.0;1481.0;45.0;0.0;7.0;1.0;1.0;0.0;0.0;53.0;0.0;1374.0;0.0;119.0;1600.0;1600.0;2.0;1598.0;;;;
1555;24 Basismetaalindustrie;Totaal nuttige toepassing;2011;1723.0;1602.0;41.0;0.0;7.0;1.0;1.0;0.0;0.0;51.0;0.0;1501.0;0.0;121.0;1723.0;1723.0;2.0;1721.0;;;;
1556;24 Basismetaalindustrie;Totaal nuttige toepassing;2012;1679.0;1564.0;65.0;0.0;2.0;1.0;2.0;0.0;0.0;78.0;0.0;1416.0;0.0;115.0;1679.0;1679.0;9.0;1670.0;;;;
1557;24 Basismetaalindustrie;Totaal nuttige toepassing;2013;1610.0;1505.0;66.0;0.0;2.0;1.0;2.0;0.0;0.0;80.0;0.0;1354.0;0.0;105.0;1610.0;1610.0;9.0;1601.0;;;;
1558;24 Basismetaalindustrie;Totaal nuttige toepassing;2014;1645.0;1544.0;63.0;0.0;3.0;1.0;3.0;0.0;0.0;59.0;0.0;1414.0;0.0;101.0;1645.0;1645.0;10.0;1636.0;;;;
1559;24 Basismetaalindustrie;Totaal nuttige toepassing;2015;1619.0;1528.0;66.0;0.0;3.0;1.0;3.0;0.0;0.0;59.0;0.0;1395.0;0.0;92.0;1619.0;1619.0;10.0;1610.0;;;;
1560;24 Basismetaalindustrie;Totaal nuttige toepassing;2016;1641.0;1546.0;87.0;0.0;3.0;1.0;4.0;0.0;0.0;49.0;0.0;1400.0;0.0;95.0;1641.0;1641.0;6.0;1634.0;;;;
1561;24 Basismetaalindustrie;Totaal nuttige toepassing;2017;1758.0;1665.0;101.0;0.0;3.0;1.0;5.0;0.0;0.0;50.0;0.0;1505.0;0.0;92.0;1758.0;1758.0;6.0;1751.0;;;;
1562;24 Basismetaalindustrie;Totaal nuttige toepassing;2018;1717.0;1620.0;69.0;0.0;4.0;1.0;4.0;0.0;0.0;48.0;0.0;1494.0;0.0;97.0;1717.0;1717.0;6.0;1711.0;;;;
1563;24 Basismetaalindustrie;Totaal nuttige toepassing;2019;1634.0;1542.0;101.0;0.0;5.0;2.0;3.0;0.0;0.0;56.0;0.0;1374.0;1.0;92.0;1634.0;1634.0;18.0;1616.0;;;;
1564;24 Basismetaalindustrie;Totaal eindverwerking;1994;288.0;288.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;15.0;0.0;268.0;0.0;0.0;288.0;;;;288.0;1.0;216.0;71.0
1565;24 Basismetaalindustrie;Totaal eindverwerking;1996;258.0;238.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;21.0;0.0;217.0;0.0;20.0;258.0;;;;258.0;2.0;180.0;76.0
1566;24 Basismetaalindustrie;Totaal eindverwerking;1998;261.0;261.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;24.0;0.0;235.0;0.0;0.0;261.0;;;;261.0;8.0;201.0;52.0
1567;24 Basismetaalindustrie;Totaal eindverwerking;2000;161.0;106.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;27.0;0.0;77.0;0.0;55.0;161.0;;;;161.0;10.0;92.0;59.0
1568;24 Basismetaalindustrie;Totaal eindverwerking;2001;63.0;38.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;21.0;0.0;17.0;0.0;25.0;63.0;;;;63.0;18.0;35.0;11.0
1569;24 Basismetaalindustrie;Totaal eindverwerking;2002;65.0;48.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.0;0.0;37.0;0.0;17.0;65.0;;;;65.0;14.0;49.0;2.0
1570;24 Basismetaalindustrie;Totaal eindverwerking;2003;87.0;69.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;12.0;0.0;55.0;0.0;18.0;87.0;;;;87.0;19.0;65.0;3.0
1571;24 Basismetaalindustrie;Totaal eindverwerking;2004;49.0;44.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;0.0;27.0;0.0;3.0;49.0;;;;49.0;11.0;30.0;7.0
1572;24 Basismetaalindustrie;Totaal eindverwerking;2005;52.0;48.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;0.0;32.0;0.0;3.0;52.0;;;;52.0;11.0;33.0;7.0
1573;24 Basismetaalindustrie;Totaal eindverwerking;2006;64.0;43.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;0.0;34.0;0.0;21.0;64.0;;;;64.0;26.0;38.0;1.0
1574;24 Basismetaalindustrie;Totaal eindverwerking;2007;28.0;25.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;0.0;16.0;0.0;3.0;28.0;;;;28.0;13.0;14.0;1.0
1575;24 Basismetaalindustrie;Totaal eindverwerking;2008;40.0;30.0;1.0;0.0;0.0;8.0;0.0;0.0;0.0;7.0;0.0;14.0;0.0;9.0;40.0;;;;40.0;13.0;17.0;10.0
1576;24 Basismetaalindustrie;Totaal eindverwerking;2009;31.0;24.0;1.0;0.0;0.0;6.0;0.0;0.0;0.0;6.0;0.0;11.0;0.0;7.0;31.0;;;;31.0;10.0;13.0;8.0
1577;24 Basismetaalindustrie;Totaal eindverwerking;2010;43.0;39.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;30.0;0.0;9.0;0.0;4.0;43.0;;;;43.0;17.0;24.0;1.0
1578;24 Basismetaalindustrie;Totaal eindverwerking;2011;42.0;38.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;29.0;0.0;9.0;0.0;3.0;42.0;;;;42.0;17.0;24.0;1.0
1579;24 Basismetaalindustrie;Totaal eindverwerking;2012;39.0;36.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20.0;0.0;16.0;0.0;3.0;39.0;;;;39.0;11.0;27.0;1.0
1580;24 Basismetaalindustrie;Totaal eindverwerking;2013;40.0;37.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20.0;0.0;17.0;0.0;3.0;40.0;;;;40.0;11.0;28.0;1.0
1581;24 Basismetaalindustrie;Totaal eindverwerking;2014;30.0;25.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.0;0.0;13.0;0.0;5.0;30.0;;;;30.0;4.0;23.0;3.0
1582;24 Basismetaalindustrie;Totaal eindverwerking;2015;30.0;25.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;0.0;13.0;0.0;5.0;30.0;;;;30.0;4.0;23.0;3.0
1583;24 Basismetaalindustrie;Totaal eindverwerking;2016;36.0;32.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;9.0;0.0;21.0;0.0;4.0;36.0;;;;36.0;2.0;29.0;4.0
1584;24 Basismetaalindustrie;Totaal eindverwerking;2017;37.0;33.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;9.0;0.0;22.0;0.0;4.0;37.0;;;;37.0;2.0;30.0;4.0
1585;24 Basismetaalindustrie;Totaal eindverwerking;2018;28.0;22.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;16.0;0.0;5.0;28.0;;;;28.0;1.0;26.0;0.0
1586;24 Basismetaalindustrie;Totaal eindverwerking;2019;32.0;28.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;21.0;0.0;4.0;32.0;;;;32.0;0.0;27.0;5.0
1587;25 Metaalproductenindustrie;Totaal bedrijfsafvalstoffen;1994;301.0;296.0;247.0;0.0;4.0;1.0;2.0;0.0;4.0;34.0;0.0;3.0;0.0;4.0;301.0;261.0;;261.0;40.0;8.0;31.0;1.0
1588;25 Metaalproductenindustrie;Totaal bedrijfsafvalstoffen;1996;347.0;326.0;229.0;0.0;8.0;1.0;7.0;0.0;0.0;35.0;0.0;46.0;0.0;21.0;347.0;310.0;;310.0;37.0;13.0;22.0;2.0
1589;25 Metaalproductenindustrie;Totaal bedrijfsafvalstoffen;1998;390.0;370.0;226.0;1.0;10.0;1.0;12.0;0.0;0.0;43.0;0.0;77.0;0.0;20.0;390.0;343.0;;343.0;47.0;20.0;22.0;5.0
1590;25 Metaalproductenindustrie;Totaal bedrijfsafvalstoffen;2000;376.0;353.0;271.0;1.0;16.0;3.0;10.0;0.0;0.0;41.0;0.0;10.0;0.0;23.0;376.0;319.0;;319.0;57.0;22.0;28.0;7.0
1591;25 Metaalproductenindustrie;Totaal bedrijfsafvalstoffen;2001;363.0;345.0;260.0;1.0;16.0;3.0;10.0;0.0;0.0;45.0;0.0;10.0;0.0;18.0;363.0;313.0;;313.0;50.0;21.0;23.0;7.0
1592;25 Metaalproductenindustrie;Totaal bedrijfsafvalstoffen;2002;377.0;366.0;265.0;1.0;23.0;3.0;13.0;0.0;0.0;57.0;0.0;4.0;0.0;11.0;377.0;306.0;;306.0;71.0;27.0;31.0;13.0
1593;25 Metaalproductenindustrie;Totaal bedrijfsafvalstoffen;2003;364.0;355.0;257.0;1.0;22.0;3.0;13.0;0.0;0.0;55.0;0.0;4.0;0.0;9.0;364.0;295.0;;295.0;69.0;27.0;29.0;13.0
1594;25 Metaalproductenindustrie;Totaal bedrijfsafvalstoffen;2004;395.0;395.0;283.0;1.0;14.0;6.0;12.0;0.0;1.0;71.0;0.0;7.0;0.0;1.0;395.0;312.0;1.0;311.0;83.0;51.0;22.0;9.0
1595;25 Metaalproductenindustrie;Totaal bedrijfsafvalstoffen;2005;397.0;396.0;285.0;1.0;14.0;6.0;12.0;0.0;1.0;71.0;0.0;7.0;0.0;1.0;397.0;314.0;1.0;313.0;83.0;51.0;22.0;10.0
1596;25 Metaalproductenindustrie;Totaal bedrijfsafvalstoffen;2006;448.0;443.0;311.0;1.0;22.0;4.0;14.0;0.0;1.0;67.0;0.0;22.0;2.0;5.0;448.0;384.0;3.0;381.0;64.0;41.0;20.0;4.0
1597;25 Metaalproductenindustrie;Totaal bedrijfsafvalstoffen;2007;455.0;450.0;316.0;1.0;22.0;4.0;14.0;0.0;1.0;68.0;0.0;23.0;2.0;5.0;455.0;390.0;3.0;387.0;65.0;41.0;20.0;4.0
1598;25 Metaalproductenindustrie;Totaal bedrijfsafvalstoffen;2008;455.0;377.0;273.0;2.0;15.0;2.0;9.0;0.0;8.0;42.0;0.0;25.0;0.0;79.0;455.0;333.0;2.0;331.0;123.0;36.0;80.0;6.0
1599;25 Metaalproductenindustrie;Totaal bedrijfsafvalstoffen;2009;395.0;318.0;231.0;2.0;12.0;2.0;8.0;0.0;7.0;35.0;0.0;21.0;0.0;76.0;395.0;281.0;1.0;280.0;114.0;30.0;78.0;5.0
1600;25 Metaalproductenindustrie;Totaal bedrijfsafvalstoffen;2010;431.0;350.0;244.0;5.0;15.0;2.0;8.0;0.0;2.0;56.0;0.0;18.0;0.0;81.0;431.0;307.0;2.0;305.0;124.0;36.0;84.0;4.0
1601;25 Metaalproductenindustrie;Totaal bedrijfsafvalstoffen;2011;389.0;370.0;258.0;5.0;16.0;2.0;9.0;0.0;2.0;59.0;0.0;19.0;0.0;18.0;389.0;325.0;2.0;323.0;64.0;38.0;21.0;4.0
1602;25 Metaalproductenindustrie;Totaal bedrijfsafvalstoffen;2012;401.0;294.0;156.0;2.0;21.0;7.0;13.0;0.0;1.0;65.0;0.0;27.0;0.0;108.0;401.0;271.0;30.0;240.0;131.0;45.0;70.0;15.0
1603;25 Metaalproductenindustrie;Totaal bedrijfsafvalstoffen;2013;394.0;288.0;153.0;2.0;21.0;7.0;13.0;0.0;1.0;64.0;0.0;27.0;0.0;106.0;394.0;266.0;30.0;236.0;128.0;44.0;69.0;15.0
1604;25 Metaalproductenindustrie;Totaal bedrijfsafvalstoffen;2014;374.0;309.0;162.0;1.0;18.0;7.0;7.0;0.0;1.0;73.0;8.0;31.0;0.0;64.0;374.0;282.0;38.0;244.0;91.0;25.0;61.0;6.0
1605;25 Metaalproductenindustrie;Totaal bedrijfsafvalstoffen;2015;378.0;313.0;164.0;1.0;18.0;7.0;8.0;0.0;1.0;73.0;9.0;32.0;0.0;65.0;378.0;285.0;39.0;246.0;93.0;25.0;62.0;6.0
1606;25 Metaalproductenindustrie;Totaal bedrijfsafvalstoffen;2016;381.0;309.0;158.0;2.0;22.0;3.0;12.0;0.0;1.0;77.0;2.0;31.0;0.0;72.0;381.0;281.0;39.0;242.0;100.0;33.0;64.0;3.0
1607;25 Metaalproductenindustrie;Totaal bedrijfsafvalstoffen;2017;382.0;308.0;150.0;2.0;23.0;3.0;13.0;0.0;1.0;82.0;3.0;32.0;0.0;74.0;382.0;279.0;41.0;239.0;103.0;33.0;66.0;4.0
1608;25 Metaalproductenindustrie;Totaal bedrijfsafvalstoffen;2018;400.0;342.0;198.0;3.0;24.0;4.0;17.0;0.0;1.0;53.0;0.0;39.0;2.0;58.0;400.0;306.0;23.0;283.0;94.0;25.0;61.0;8.0
1609;25 Metaalproductenindustrie;Totaal bedrijfsafvalstoffen;2019;381.0;323.0;186.0;3.0;24.0;4.0;17.0;0.0;1.0;50.0;0.0;37.0;2.0;58.0;381.0;288.0;23.0;265.0;93.0;25.0;60.0;8.0
1610;25 Metaalproductenindustrie;Totaal nuttige toepassing;1994;261.0;256.0;244.0;0.0;4.0;1.0;2.0;0.0;4.0;0.0;0.0;0.0;0.0;4.0;261.0;261.0;;261.0;;;;
1611;25 Metaalproductenindustrie;Totaal nuttige toepassing;1996;310.0;290.0;229.0;0.0;8.0;1.0;7.0;0.0;0.0;0.0;0.0;45.0;0.0;20.0;310.0;310.0;;310.0;;;;
1612;25 Metaalproductenindustrie;Totaal nuttige toepassing;1998;343.0;325.0;226.0;1.0;10.0;1.0;10.0;0.0;0.0;0.0;0.0;77.0;0.0;18.0;343.0;343.0;;343.0;;;;
1613;25 Metaalproductenindustrie;Totaal nuttige toepassing;2000;319.0;302.0;265.0;1.0;16.0;3.0;9.0;0.0;0.0;0.0;0.0;8.0;0.0;16.0;319.0;319.0;;319.0;;;;
1614;25 Metaalproductenindustrie;Totaal nuttige toepassing;2001;313.0;297.0;260.0;1.0;16.0;3.0;9.0;0.0;0.0;0.0;0.0;8.0;0.0;16.0;313.0;313.0;;313.0;;;;
1615;25 Metaalproductenindustrie;Totaal nuttige toepassing;2002;306.0;304.0;265.0;1.0;21.0;2.0;12.0;0.0;0.0;0.0;0.0;3.0;0.0;2.0;306.0;306.0;;306.0;;;;
1616;25 Metaalproductenindustrie;Totaal nuttige toepassing;2003;295.0;293.0;256.0;1.0;20.0;2.0;12.0;0.0;0.0;0.0;0.0;2.0;0.0;2.0;295.0;295.0;;295.0;;;;
1617;25 Metaalproductenindustrie;Totaal nuttige toepassing;2004;312.0;312.0;273.0;1.0;13.0;6.0;10.0;0.0;0.0;4.0;0.0;4.0;0.0;0.0;312.0;312.0;1.0;311.0;;;;
1618;25 Metaalproductenindustrie;Totaal nuttige toepassing;2005;314.0;314.0;274.0;1.0;13.0;6.0;10.0;0.0;0.0;4.0;0.0;4.0;0.0;0.0;314.0;314.0;1.0;313.0;;;;
1619;25 Metaalproductenindustrie;Totaal nuttige toepassing;2006;384.0;382.0;310.0;1.0;21.0;3.0;12.0;0.0;0.0;17.0;0.0;18.0;0.0;2.0;384.0;384.0;3.0;381.0;;;;
1620;25 Metaalproductenindustrie;Totaal nuttige toepassing;2007;390.0;388.0;315.0;1.0;21.0;3.0;12.0;0.0;0.0;17.0;0.0;18.0;0.0;2.0;390.0;390.0;3.0;387.0;;;;
1621;25 Metaalproductenindustrie;Totaal nuttige toepassing;2008;333.0;333.0;270.0;1.0;14.0;1.0;8.0;0.0;8.0;15.0;0.0;16.0;0.0;0.0;333.0;333.0;2.0;331.0;;;;
1622;25 Metaalproductenindustrie;Totaal nuttige toepassing;2009;281.0;281.0;228.0;1.0;11.0;1.0;6.0;0.0;6.0;13.0;0.0;14.0;0.0;0.0;281.0;281.0;1.0;280.0;;;;
1623;25 Metaalproductenindustrie;Totaal nuttige toepassing;2010;307.0;307.0;244.0;4.0;15.0;2.0;8.0;0.0;2.0;23.0;0.0;9.0;0.0;0.0;307.0;307.0;2.0;305.0;;;;
1624;25 Metaalproductenindustrie;Totaal nuttige toepassing;2011;325.0;324.0;258.0;5.0;15.0;2.0;9.0;0.0;2.0;24.0;0.0;9.0;0.0;0.0;325.0;325.0;2.0;323.0;;;;
1625;25 Metaalproductenindustrie;Totaal nuttige toepassing;2012;271.0;260.0;147.0;2.0;21.0;7.0;13.0;0.0;1.0;59.0;0.0;11.0;0.0;11.0;271.0;271.0;30.0;240.0;;;;
1626;25 Metaalproductenindustrie;Totaal nuttige toepassing;2013;266.0;255.0;144.0;2.0;21.0;7.0;12.0;0.0;1.0;58.0;0.0;11.0;0.0;10.0;266.0;266.0;30.0;236.0;;;;
1627;25 Metaalproductenindustrie;Totaal nuttige toepassing;2014;282.0;277.0;162.0;1.0;17.0;7.0;7.0;0.0;1.0;66.0;0.0;16.0;0.0;5.0;282.0;282.0;38.0;244.0;;;;
1628;25 Metaalproductenindustrie;Totaal nuttige toepassing;2015;285.0;280.0;164.0;1.0;18.0;7.0;7.0;0.0;1.0;66.0;0.0;16.0;0.0;5.0;285.0;285.0;39.0;246.0;;;;
1629;25 Metaalproductenindustrie;Totaal nuttige toepassing;2016;281.0;280.0;149.0;2.0;22.0;3.0;11.0;0.0;1.0;74.0;0.0;18.0;0.0;1.0;281.0;281.0;39.0;242.0;;;;
1630;25 Metaalproductenindustrie;Totaal nuttige toepassing;2017;279.0;278.0;141.0;2.0;23.0;3.0;12.0;0.0;1.0;78.0;0.0;18.0;0.0;1.0;279.0;279.0;41.0;239.0;;;;
1631;25 Metaalproductenindustrie;Totaal nuttige toepassing;2018;306.0;303.0;196.0;3.0;24.0;3.0;17.0;0.0;1.0;46.0;0.0;13.0;0.0;2.0;306.0;306.0;23.0;283.0;;;;
1632;25 Metaalproductenindustrie;Totaal nuttige toepassing;2019;288.0;286.0;183.0;3.0;24.0;3.0;17.0;0.0;1.0;43.0;0.0;12.0;1.0;2.0;288.0;288.0;23.0;265.0;;;;
1633;25 Metaalproductenindustrie;Totaal eindverwerking;1994;40.0;40.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;34.0;0.0;3.0;0.0;0.0;40.0;;;;40.0;8.0;31.0;1.0
1634;25 Metaalproductenindustrie;Totaal eindverwerking;1996;37.0;36.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;35.0;0.0;1.0;0.0;1.0;37.0;;;;37.0;13.0;22.0;2.0
1635;25 Metaalproductenindustrie;Totaal eindverwerking;1998;47.0;45.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;43.0;0.0;0.0;0.0;2.0;47.0;;;;47.0;20.0;22.0;5.0
1636;25 Metaalproductenindustrie;Totaal eindverwerking;2000;57.0;51.0;6.0;0.0;0.0;0.0;1.0;0.0;0.0;41.0;0.0;2.0;0.0;6.0;57.0;;;;57.0;22.0;28.0;7.0
1637;25 Metaalproductenindustrie;Totaal eindverwerking;2001;50.0;48.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;45.0;0.0;2.0;0.0;2.0;50.0;;;;50.0;21.0;23.0;7.0
1638;25 Metaalproductenindustrie;Totaal eindverwerking;2002;71.0;62.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;57.0;0.0;1.0;0.0;9.0;71.0;;;;71.0;27.0;31.0;13.0
1639;25 Metaalproductenindustrie;Totaal eindverwerking;2003;69.0;62.0;1.0;0.0;2.0;1.0;1.0;0.0;0.0;55.0;0.0;2.0;0.0;7.0;69.0;;;;69.0;27.0;29.0;13.0
1640;25 Metaalproductenindustrie;Totaal eindverwerking;2004;83.0;83.0;10.0;0.0;1.0;0.0;2.0;0.0;1.0;67.0;0.0;3.0;0.0;1.0;83.0;;;;83.0;51.0;22.0;9.0
1641;25 Metaalproductenindustrie;Totaal eindverwerking;2005;83.0;82.0;11.0;0.0;1.0;0.0;2.0;0.0;1.0;67.0;0.0;3.0;0.0;1.0;83.0;;;;83.0;51.0;22.0;10.0
1642;25 Metaalproductenindustrie;Totaal eindverwerking;2006;64.0;61.0;1.0;0.0;1.0;1.0;2.0;0.0;1.0;50.0;0.0;4.0;2.0;3.0;64.0;;;;64.0;41.0;20.0;4.0
1643;25 Metaalproductenindustrie;Totaal eindverwerking;2007;65.0;62.0;1.0;0.0;1.0;1.0;2.0;0.0;1.0;51.0;0.0;5.0;2.0;3.0;65.0;;;;65.0;41.0;20.0;4.0
1644;25 Metaalproductenindustrie;Totaal eindverwerking;2008;123.0;44.0;3.0;1.0;1.0;1.0;2.0;0.0;1.0;27.0;0.0;8.0;0.0;79.0;123.0;;;;123.0;36.0;80.0;6.0
1645;25 Metaalproductenindustrie;Totaal eindverwerking;2009;114.0;37.0;3.0;1.0;1.0;1.0;2.0;0.0;1.0;22.0;0.0;7.0;0.0;76.0;114.0;;;;114.0;30.0;78.0;5.0
1646;25 Metaalproductenindustrie;Totaal eindverwerking;2010;124.0;43.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;34.0;0.0;9.0;0.0;80.0;124.0;;;;124.0;36.0;84.0;4.0
1647;25 Metaalproductenindustrie;Totaal eindverwerking;2011;64.0;46.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;36.0;0.0;10.0;0.0;18.0;64.0;;;;64.0;38.0;21.0;4.0
1648;25 Metaalproductenindustrie;Totaal eindverwerking;2012;131.0;34.0;10.0;0.0;0.0;0.0;0.0;0.0;1.0;7.0;0.0;16.0;0.0;97.0;131.0;;;;131.0;45.0;70.0;15.0
1649;25 Metaalproductenindustrie;Totaal eindverwerking;2013;128.0;33.0;9.0;0.0;0.0;0.0;0.0;0.0;1.0;6.0;0.0;16.0;0.0;95.0;128.0;;;;128.0;44.0;69.0;15.0
1650;25 Metaalproductenindustrie;Totaal eindverwerking;2014;91.0;32.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;8.0;15.0;0.0;60.0;91.0;;;;91.0;25.0;61.0;6.0
1651;25 Metaalproductenindustrie;Totaal eindverwerking;2015;93.0;33.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;9.0;16.0;0.0;60.0;93.0;;;;93.0;25.0;62.0;6.0
1652;25 Metaalproductenindustrie;Totaal eindverwerking;2016;100.0;29.0;9.0;0.0;0.0;0.0;1.0;0.0;0.0;4.0;2.0;14.0;0.0;71.0;100.0;;;;100.0;33.0;64.0;3.0
1653;25 Metaalproductenindustrie;Totaal eindverwerking;2017;103.0;31.0;9.0;0.0;0.0;0.0;1.0;0.0;0.0;4.0;3.0;14.0;0.0;72.0;103.0;;;;103.0;33.0;66.0;4.0
1654;25 Metaalproductenindustrie;Totaal eindverwerking;2018;94.0;39.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;8.0;0.0;26.0;1.0;56.0;94.0;;;;94.0;25.0;61.0;8.0
1655;25 Metaalproductenindustrie;Totaal eindverwerking;2019;93.0;38.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;8.0;0.0;25.0;1.0;55.0;93.0;;;;93.0;25.0;60.0;8.0
1656;26-27 Elektrische en elektron. Industrie;Totaal bedrijfsafvalstoffen;1994;101.0;99.0;35.0;6.0;13.0;5.0;7.0;0.0;0.0;30.0;0.0;2.0;0.0;2.0;101.0;62.0;;62.0;39.0;10.0;28.0;1.0
1657;26-27 Elektrische en elektron. Industrie;Totaal bedrijfsafvalstoffen;1996;100.0;90.0;29.0;7.0;14.0;5.0;5.0;0.0;0.0;29.0;0.0;2.0;0.0;10.0;100.0;59.0;;59.0;41.0;8.0;27.0;6.0
1658;26-27 Elektrische en elektron. Industrie;Totaal bedrijfsafvalstoffen;1998;96.0;87.0;29.0;7.0;14.0;2.0;5.0;0.0;0.0;31.0;0.0;0.0;0.0;9.0;96.0;55.0;;55.0;41.0;10.0;7.0;24.0
1659;26-27 Elektrische en elektron. Industrie;Totaal bedrijfsafvalstoffen;2000;118.0;110.0;38.0;5.0;15.0;4.0;11.0;1.0;0.0;31.0;0.0;5.0;0.0;8.0;118.0;82.0;;82.0;36.0;15.0;15.0;6.0
