ID;Provincies;Perioden;Busritten_1;Voertuigkilometers_2;Reizigers_3;Reizigerskilometers_4
53;Nederland;2001 maart;6488;4572;263;196
54;Nederland;2001 1e kwartaal;17526;12834;709;541
55;Nederland;2001 april;9519;6383;398;279
56;Nederland;2001 mei;14682;9189;616;393
57;Nederland;2001 juni;14616;10265;621;444
58;Nederland;2001 2e kwartaal;38817;25837;1635;1116
59;Nederland;2001 juli;11079;10958;482;497
60;Nederland;2001 augustus;10814;9646;454;423
61;Nederland;2001 september;12624;7968;525;344
62;Nederland;2001 3e kwartaal;34517;28572;1461;1264
63;Nederland;2001 oktober;8332;5132;347;229
64;Nederland;2001 november;5253;2147;211;87
65;Nederland;2001 december;9016;3762;390;165
66;Nederland;2001 4e kwartaal;22601;11041;948;481
67;Nederland;2001 Totaal;113460;78281;4752;3403
68;Groningen;1998 januari;31;23;1;1
69;Groningen;1998 februari;140;90;6;4
70;Groningen;1998 maart;152;86;6;4
71;Groningen;1998 1e kwartaal;323;199;13;9
72;Groningen;1998 april;105;91;5;4
73;Groningen;1998 mei;149;163;6;7
74;Groningen;1998 juni;173;131;7;6
75;Groningen;1998 2e kwartaal;427;385;18;17
76;Groningen;1998 juli;153;193;7;9
77;Groningen;1998 augustus;185;199;8;9
78;Groningen;1998 september;147;137;6;6
79;Groningen;1998 3e kwartaal;485;529;21;24
80;Groningen;1998 oktober;131;84;6;4
81;Groningen;1998 november;36;17;1;1
82;Groningen;1998 december;185;43;8;2
83;Groningen;1998 4e kwartaal;352;144;15;7
84;Groningen;1998 Totaal;1587;1257;67;56
85;Groningen;1999 januari;37;32;1;1
86;Groningen;1999 februari;69;45;3;2
87;Groningen;1999 maart;47;27;2;1
88;Groningen;1999 1e kwartaal;153;104;6;4
89;Groningen;1999 april;65;46;3;2
90;Groningen;1999 mei;125;120;5;5
91;Groningen;1999 juni;141;111;6;5
92;Groningen;1999 2e kwartaal;331;277;14;12
93;Groningen;1999 juli;221;250;9;11
94;Groningen;1999 augustus;125;127;5;5
95;Groningen;1999 september;143;93;6;4
96;Groningen;1999 3e kwartaal;489;470;20;20
97;Groningen;1999 oktober;111;56;4;2
98;Groningen;1999 november;41;21;2;1
99;Groningen;1999 december;130;33;6;1
100;Groningen;1999 4e kwartaal;282;110;12;4
101;Groningen;1999 Totaal;1256;959;51;40
102;Groningen;2000 januari;28;17;1;1
103;Groningen;2000 februari;34;30;1;1
104;Groningen;2000 maart;42;26;2;1
105;Groningen;2000 1e kwartaal;104;73;4;3
106;Groningen;2000 april;32;19;1;1
107;Groningen;2000 mei;151;85;6;3
108;Groningen;2000 juni;117;99;5;4
109;Groningen;2000 2e kwartaal;300;203;12;8
110;Groningen;2000 juli;142;164;5;6
111;Groningen;2000 augustus;132;139;5;5
112;Groningen;2000 september;112;64;4;2
113;Groningen;2000 3e kwartaal;386;367;14;13
114;Groningen;2000 oktober;84;45;3;2
115;Groningen;2000 november;43;17;1;1
116;Groningen;2000 december;120;35;5;1
117;Groningen;2000 4e kwartaal;247;97;9;4
118;Groningen;2000 Totaal;1038;740;39;28
119;Groningen;2001 januari;68;51;3;2
120;Groningen;2001 februari;72;65;3;2
121;Groningen;2001 maart;103;63;4;2
122;Groningen;2001 1e kwartaal;243;179;10;6
123;Groningen;2001 april;70;40;3;2
124;Groningen;2001 mei;131;82;5;3
125;Groningen;2001 juni;196;145;8;6
126;Groningen;2001 2e kwartaal;397;267;16;11
127;Groningen;2001 juli;138;138;6;6
128;Groningen;2001 augustus;116;117;5;5
129;Groningen;2001 september;118;77;4;3
130;Groningen;2001 3e kwartaal;372;332;15;14
131;Groningen;2001 oktober;87;43;3;2
132;Groningen;2001 november;38;8;2;0
133;Groningen;2001 december;229;55;10;2
134;Groningen;2001 4e kwartaal;354;106;15;4
135;Groningen;2001 Totaal;1367;883;55;35
136;Friesland;1998 januari;55;49;2;2
137;Friesland;1998 februari;224;206;9;8
138;Friesland;1998 maart;115;92;4;3
139;Friesland;1998 1e kwartaal;394;347;15;13
140;Friesland;1998 april;118;85;5;3
141;Friesland;1998 mei;374;267;16;11
142;Friesland;1998 juni;403;330;17;14
143;Friesland;1998 2e kwartaal;895;682;38;28
144;Friesland;1998 juli;407;454;17;19
145;Friesland;1998 augustus;266;278;11;12
146;Friesland;1998 september;327;226;14;9
147;Friesland;1998 3e kwartaal;1000;958;42;40
148;Friesland;1998 oktober;244;176;10;7
149;Friesland;1998 november;83;38;3;1
150;Friesland;1998 december;412;154;18;7
151;Friesland;1998 4e kwartaal;739;368;31;15
152;Friesland;1998 Totaal;3030;2356;127;97
153;Friesland;1999 januari;101;84;4;3
154;Friesland;1999 februari;205;211;9;9
155;Friesland;1999 maart;116;84;5;4
156;Friesland;1999 1e kwartaal;422;379;18;16
157;Friesland;1999 april;249;166;10;7
158;Friesland;1999 mei;357;284;15;12
159;Friesland;1999 juni;350;275;14;11
160;Friesland;1999 2e kwartaal;956;725;39;30
161;Friesland;1999 juli;403;419;18;18
162;Friesland;1999 augustus;293;334;12;14
163;Friesland;1999 september;259;172;11;7
164;Friesland;1999 3e kwartaal;955;925;41;39
165;Friesland;1999 oktober;207;139;8;5
166;Friesland;1999 november;75;35;3;1
167;Friesland;1999 december;299;109;13;5
168;Friesland;1999 4e kwartaal;581;283;24;11
169;Friesland;1999 Totaal;2913;2311;121;95
170;Friesland;2000 januari;119;124;5;5
171;Friesland;2000 februari;192;171;8;7
172;Friesland;2000 maart;149;133;6;6
173;Friesland;2000 1e kwartaal;460;428;19;18
174;Friesland;2000 april;229;170;10;7
175;Friesland;2000 mei;367;243;15;10
176;Friesland;2000 juni;358;274;15;11
177;Friesland;2000 2e kwartaal;954;687;40;28
178;Friesland;2000 juli;387;405;17;17
179;Friesland;2000 augustus;254;286;10;12
180;Friesland;2000 september;351;248;15;10
181;Friesland;2000 3e kwartaal;992;939;42;39
182;Friesland;2000 oktober;266;184;11;7
183;Friesland;2000 november;80;39;3;1
184;Friesland;2000 december;375;133;16;5
185;Friesland;2000 4e kwartaal;721;356;30;13
186;Friesland;2000 Totaal;3126;2411;130;99
187;Friesland;2001 januari;156;155;6;6
188;Friesland;2001 februari;139;134;5;5
189;Friesland;2001 maart;170;155;7;7
190;Friesland;2001 1e kwartaal;465;444;18;18
191;Friesland;2001 april;186;138;8;6
192;Friesland;2001 mei;292;231;12;9
193;Friesland;2001 juni;235;193;10;8
194;Friesland;2001 2e kwartaal;713;562;30;23
195;Friesland;2001 juli;260;310;11;13
196;Friesland;2001 augustus;210;223;8;9
197;Friesland;2001 september;285;234;12;9
198;Friesland;2001 3e kwartaal;755;767;31;31
199;Friesland;2001 oktober;180;137;7;5
200;Friesland;2001 november;62;37;2;1
201;Friesland;2001 december;285;114;13;5
202;Friesland;2001 4e kwartaal;527;288;22;11
203;Friesland;2001 Totaal;2461;2059;102;83
204;Drenthe;1998 januari;180;187;8;8
205;Drenthe;1998 februari;327;312;13;13
206;Drenthe;1998 maart;382;244;17;11
207;Drenthe;1998 1e kwartaal;889;743;38;32
208;Drenthe;1998 april;191;175;9;9
209;Drenthe;1998 mei;537;487;22;22
210;Drenthe;1998 juni;477;435;21;19
211;Drenthe;1998 2e kwartaal;1205;1097;52;50
212;Drenthe;1998 juli;557;678;24;31
213;Drenthe;1998 augustus;526;632;22;26
214;Drenthe;1998 september;391;327;17;14
215;Drenthe;1998 3e kwartaal;1474;1637;63;71
216;Drenthe;1998 oktober;354;340;15;15
217;Drenthe;1998 november;121;68;5;3
218;Drenthe;1998 december;348;154;14;6
219;Drenthe;1998 4e kwartaal;823;562;34;24
220;Drenthe;1998 Totaal;4390;4040;188;176
221;Drenthe;1999 januari;242;245;10;10
222;Drenthe;1999 februari;312;306;12;12
223;Drenthe;1999 maart;184;161;7;7
224;Drenthe;1999 1e kwartaal;738;712;29;29
225;Drenthe;1999 april;227;218;10;10
226;Drenthe;1999 mei;433;438;19;19
227;Drenthe;1999 juni;308;297;13;12
228;Drenthe;1999 2e kwartaal;968;953;42;41
229;Drenthe;1999 juli;438;517;19;23
230;Drenthe;1999 augustus;355;414;14;17
231;Drenthe;1999 september;315;286;13;12
232;Drenthe;1999 3e kwartaal;1108;1217;46;52
233;Drenthe;1999 oktober;222;212;10;10
234;Drenthe;1999 november;98;54;4;2
235;Drenthe;1999 december;226;88;9;3
236;Drenthe;1999 4e kwartaal;546;354;23;15
237;Drenthe;1999 Totaal;3359;3236;141;137
238;Drenthe;2000 januari;265;259;10;10
239;Drenthe;2000 februari;271;240;10;9
240;Drenthe;2000 maart;243;241;9;9
241;Drenthe;2000 1e kwartaal;779;740;29;28
242;Drenthe;2000 april;285;281;12;12
243;Drenthe;2000 mei;510;461;21;19
244;Drenthe;2000 juni;534;500;22;20
245;Drenthe;2000 2e kwartaal;1329;1242;55;51
246;Drenthe;2000 juli;501;633;21;27
247;Drenthe;2000 augustus;410;487;16;19
248;Drenthe;2000 september;441;376;17;14
249;Drenthe;2000 3e kwartaal;1352;1496;54;60
250;Drenthe;2000 oktober;290;261;12;11
251;Drenthe;2000 november;97;52;3;2
252;Drenthe;2000 december;271;137;11;5
253;Drenthe;2000 4e kwartaal;658;450;26;18
254;Drenthe;2000 Totaal;4118;3928;166;158
255;Drenthe;2001 januari;249;252;9;9
256;Drenthe;2001 februari;234;218;9;9
257;Drenthe;2001 maart;327;337;13;13
258;Drenthe;2001 1e kwartaal;810;807;31;31
259;Drenthe;2001 april;278;272;12;11
260;Drenthe;2001 mei;456;403;19;17
261;Drenthe;2001 juni;468;423;19;17
262;Drenthe;2001 2e kwartaal;1202;1098;50;45
263;Drenthe;2001 juli;391;479;16;21
264;Drenthe;2001 augustus;300;349;12;14
265;Drenthe;2001 september;360;279;15;12
266;Drenthe;2001 3e kwartaal;1051;1107;43;47
267;Drenthe;2001 oktober;209;169;9;7
268;Drenthe;2001 november;102;54;4;2
269;Drenthe;2001 december;290;118;12;5
270;Drenthe;2001 4e kwartaal;601;341;25;14
271;Drenthe;2001 Totaal;3664;3353;148;136
272;Overijssel;1998 januari;1048;922;42;37
273;Overijssel;1998 februari;1632;1106;69;45
274;Overijssel;1998 maart;1027;770;42;31
275;Overijssel;1998 1e kwartaal;3707;2798;153;113
276;Overijssel;1998 april;672;471;31;22
277;Overijssel;1998 mei;1704;1335;74;57
278;Overijssel;1998 juni;1647;1519;69;63
279;Overijssel;1998 2e kwartaal;4023;3325;174;142
280;Overijssel;1998 juli;1627;1815;69;79
281;Overijssel;1998 augustus;1650;1803;68;74
282;Overijssel;1998 september;1423;1159;59;48
283;Overijssel;1998 3e kwartaal;4700;4777;196;201
284;Overijssel;1998 oktober;1139;790;47;33
285;Overijssel;1998 november;688;304;29;13
286;Overijssel;1998 december;1175;596;51;26
287;Overijssel;1998 4e kwartaal;3002;1690;127;72
288;Overijssel;1998 Totaal;15432;12589;650;528
289;Overijssel;1999 januari;1013;872;42;36
290;Overijssel;1999 februari;1483;1063;62;44
291;Overijssel;1999 maart;982;685;39;27
292;Overijssel;1999 1e kwartaal;3478;2620;143;107
293;Overijssel;1999 april;1091;759;46;33
294;Overijssel;1999 mei;1553;1278;66;53
295;Overijssel;1999 juni;1503;1244;64;52
296;Overijssel;1999 2e kwartaal;4147;3281;176;138
297;Overijssel;1999 juli;1732;1792;73;77
298;Overijssel;1999 augustus;1374;1472;58;63
299;Overijssel;1999 september;1218;969;50;40
300;Overijssel;1999 3e kwartaal;4324;4233;181;180
301;Overijssel;1999 oktober;1002;692;43;31
302;Overijssel;1999 november;571;285;23;12
303;Overijssel;1999 december;1065;487;46;21
304;Overijssel;1999 4e kwartaal;2638;1464;112;64
305;Overijssel;1999 Totaal;14587;11598;613;488
306;Overijssel;2000 januari;896;699;38;30
307;Overijssel;2000 februari;1056;798;46;34
308;Overijssel;2000 maart;1049;768;43;32
309;Overijssel;2000 1e kwartaal;3001;2265;127;96
310;Overijssel;2000 april;952;726;40;30
311;Overijssel;2000 mei;1707;1363;73;57
312;Overijssel;2000 juni;1620;1409;68;57
313;Overijssel;2000 2e kwartaal;4279;3498;181;144
314;Overijssel;2000 juli;1699;1854;72;79
315;Overijssel;2000 augustus;1394;1410;57;58
316;Overijssel;2000 september;1515;1121;62;46
317;Overijssel;2000 3e kwartaal;4608;4385;191;183
318;Overijssel;2000 oktober;1150;739;48;32
319;Overijssel;2000 november;600;332;24;13
320;Overijssel;2000 december;1086;576;47;25
321;Overijssel;2000 4e kwartaal;2836;1647;119;70
322;Overijssel;2000 Totaal;14724;11794;617;494
323;Overijssel;2001 januari;855;701;36;30
324;Overijssel;2001 februari;1060;779;46;34
325;Overijssel;2001 maart;580;429;27;20
326;Overijssel;2001 1e kwartaal;2495;1909;109;84
327;Overijssel;2001 april;911;678;39;29
328;Overijssel;2001 mei;1358;1116;58;47
329;Overijssel;2001 juni;1626;1360;70;56
330;Overijssel;2001 2e kwartaal;3895;3154;167;132
331;Overijssel;2001 juli;1542;1625;67;72
332;Overijssel;2001 augustus;1295;1290;55;54
333;Overijssel;2001 september;1334;1075;56;45
334;Overijssel;2001 3e kwartaal;4171;3990;178;171
335;Overijssel;2001 oktober;924;718;38;31
336;Overijssel;2001 november;558;221;24;9
337;Overijssel;2001 december;1022;476;46;21
338;Overijssel;2001 4e kwartaal;2504;1415;108;61
339;Overijssel;2001 Totaal;13065;10469;560;449
340;Gelderland;1998 januari;818;713;34;29
341;Gelderland;1998 februari;931;803;40;35
342;Gelderland;1998 maart;795;575;33;24
343;Gelderland;1998 1e kwartaal;2544;2091;107;88
344;Gelderland;1998 april;1166;898;52;42
345;Gelderland;1998 mei;1699;1403;74;64
346;Gelderland;1998 juni;1697;1377;74;61
347;Gelderland;1998 2e kwartaal;4562;3678;200;167
348;Gelderland;1998 juli;1144;1256;50;57
349;Gelderland;1998 augustus;1579;1582;70;72
350;Gelderland;1998 september;1177;874;52;41
351;Gelderland;1998 3e kwartaal;3900;3712;172;170
352;Gelderland;1998 oktober;1299;1019;55;46
353;Gelderland;1998 november;793;355;34;16
354;Gelderland;1998 december;1361;593;62;28
355;Gelderland;1998 4e kwartaal;3453;1967;151;90
356;Gelderland;1998 Totaal;14460;11448;630;515
357;Gelderland;1999 januari;658;606;27;26
358;Gelderland;1999 februari;1146;841;49;37
359;Gelderland;1999 maart;764;563;32;25
360;Gelderland;1999 1e kwartaal;2568;2010;108;88
361;Gelderland;1999 april;1182;842;53;39
362;Gelderland;1999 mei;1374;1205;61;56
363;Gelderland;1999 juni;1274;1053;56;49
364;Gelderland;1999 2e kwartaal;3830;3100;170;144
365;Gelderland;1999 juli;1316;1573;60;75
366;Gelderland;1999 augustus;1286;1295;59;61
367;Gelderland;1999 september;1431;1131;64;54
368;Gelderland;1999 3e kwartaal;4033;3999;183;190
369;Gelderland;1999 oktober;1119;741;49;35
370;Gelderland;1999 november;619;333;26;15
371;Gelderland;1999 december;1089;418;48;19
372;Gelderland;1999 4e kwartaal;2827;1492;123;69
373;Gelderland;1999 Totaal;13258;10600;584;490
374;Gelderland;2000 januari;681;579;29;25
375;Gelderland;2000 februari;814;596;35;26
376;Gelderland;2000 maart;973;723;41;32
377;Gelderland;2000 1e kwartaal;2468;1898;105;83
378;Gelderland;2000 april;1000;764;44;34
379;Gelderland;2000 mei;1370;1031;61;47
380;Gelderland;2000 juni;1489;1275;67;59
381;Gelderland;2000 2e kwartaal;3859;3070;172;140
382;Gelderland;2000 juli;1377;1569;61;72
383;Gelderland;2000 augustus;1170;1123;53;52
384;Gelderland;2000 september;1438;1096;64;51
385;Gelderland;2000 3e kwartaal;3985;3788;178;175
386;Gelderland;2000 oktober;1236;860;55;40
387;Gelderland;2000 november;578;280;24;12
388;Gelderland;2000 december;1033;434;47;20
389;Gelderland;2000 4e kwartaal;2847;1574;126;72
390;Gelderland;2000 Totaal;13160;10331;580;470
391;Gelderland;2001 januari;791;593;34;26
392;Gelderland;2001 februari;454;338;20;15
393;Gelderland;2001 maart;592;473;26;21
394;Gelderland;2001 1e kwartaal;1837;1404;80;62
395;Gelderland;2001 april;1101;825;50;38
396;Gelderland;2001 mei;1636;1183;72;54
397;Gelderland;2001 juni;1452;1197;64;55
398;Gelderland;2001 2e kwartaal;4189;3205;186;147
399;Gelderland;2001 juli;1255;1360;59;66
400;Gelderland;2001 augustus;1092;996;49;46
401;Gelderland;2001 september;1260;860;54;39
402;Gelderland;2001 3e kwartaal;3607;3216;162;151
403;Gelderland;2001 oktober;970;686;42;33
404;Gelderland;2001 november;588;242;24;10
405;Gelderland;2001 december;1147;524;52;24
406;Gelderland;2001 4e kwartaal;2705;1452;118;67
407;Gelderland;2001 Totaal;12338;9276;546;427
408;Utrecht;1998 januari;233;181;10;8
409;Utrecht;1998 februari;248;113;11;5
410;Utrecht;1998 maart;124;69;5;3
411;Utrecht;1998 1e kwartaal;605;363;26;16
412;Utrecht;1998 april;307;174;12;7
413;Utrecht;1998 mei;332;221;13;9
414;Utrecht;1998 juni;267;147;11;6
415;Utrecht;1998 2e kwartaal;906;542;36;22
416;Utrecht;1998 juli;194;180;7;7
417;Utrecht;1998 augustus;176;141;7;5
418;Utrecht;1998 september;239;151;10;6
419;Utrecht;1998 3e kwartaal;609;472;24;18
420;Utrecht;1998 oktober;223;166;10;7
421;Utrecht;1998 november;105;37;4;1
422;Utrecht;1998 december;259;94;11;4
423;Utrecht;1998 4e kwartaal;587;297;25;12
424;Utrecht;1998 Totaal;2706;1675;112;68
425;Utrecht;1999 januari;195;161;8;6
426;Utrecht;1999 februari;457;209;19;8
427;Utrecht;1999 maart;138;98;5;4
428;Utrecht;1999 1e kwartaal;790;468;32;18
429;Utrecht;1999 april;265;199;11;7
430;Utrecht;1999 mei;327;260;14;10
431;Utrecht;1999 juni;326;202;13;7
432;Utrecht;1999 2e kwartaal;918;661;38;24
433;Utrecht;1999 juli;226;193;9;8
434;Utrecht;1999 augustus;182;131;7;5
435;Utrecht;1999 september;272;171;11;7
436;Utrecht;1999 3e kwartaal;680;495;27;20
437;Utrecht;1999 oktober;248;161;10;7
438;Utrecht;1999 november;108;65;4;2
439;Utrecht;1999 december;240;83;10;3
440;Utrecht;1999 4e kwartaal;596;309;24;12
441;Utrecht;1999 Totaal;2982;1933;123;75
442;Utrecht;2000 januari;183;117;8;5
443;Utrecht;2000 februari;298;134;13;6
444;Utrecht;2000 maart;177;99;7;4
445;Utrecht;2000 1e kwartaal;658;350;28;15
446;Utrecht;2000 april;219;118;9;5
447;Utrecht;2000 mei;353;152;15;7
448;Utrecht;2000 juni;315;138;14;6
449;Utrecht;2000 2e kwartaal;887;408;38;18
450;Utrecht;2000 juli;196;158;7;6
451;Utrecht;2000 augustus;138;109;6;4
452;Utrecht;2000 september;211;101;9;4
453;Utrecht;2000 3e kwartaal;545;368;22;14
454;Utrecht;2000 oktober;194;80;8;3
455;Utrecht;2000 november;90;42;3;2
456;Utrecht;2000 december;217;72;9;3
457;Utrecht;2000 4e kwartaal;501;194;20;8
458;Utrecht;2000 Totaal;2591;1320;108;54
459;Utrecht;2001 januari;135;77;5;3
460;Utrecht;2001 februari;3;15;0;0
461;Utrecht;2001 maart;151;82;6;3
462;Utrecht;2001 1e kwartaal;289;174;11;6
463;Utrecht;2001 april;220;90;9;4
464;Utrecht;2001 mei;257;106;11;5
465;Utrecht;2001 juni;251;109;10;4
466;Utrecht;2001 2e kwartaal;728;305;30;13
467;Utrecht;2001 juli;208;138;9;6
468;Utrecht;2001 augustus;139;91;6;3
469;Utrecht;2001 september;269;113;11;4
470;Utrecht;2001 3e kwartaal;616;342;26;13
471;Utrecht;2001 oktober;200;87;8;4
472;Utrecht;2001 november;127;63;5;3
473;Utrecht;2001 december;169;68;7;3
474;Utrecht;2001 4e kwartaal;496;218;20;10
475;Utrecht;2001 Totaal;2129;1037;88;42
476;Noord-Holland;1998 januari;735;649;26;23
477;Noord-Holland;1998 februari;888;816;34;31
478;Noord-Holland;1998 maart;702;479;24;16
479;Noord-Holland;1998 1e kwartaal;2325;1944;84;70
480;Noord-Holland;1998 april;1010;610;38;23
481;Noord-Holland;1998 mei;1470;999;55;37
482;Noord-Holland;1998 juni;1089;890;41;32
483;Noord-Holland;1998 2e kwartaal;3569;2499;134;92
484;Noord-Holland;1998 juli;1152;1159;48;48
485;Noord-Holland;1998 augustus;1209;1002;47;38
486;Noord-Holland;1998 september;1038;699;41;28
487;Noord-Holland;1998 3e kwartaal;3399;2860;136;114
488;Noord-Holland;1998 oktober;913;590;38;24
489;Noord-Holland;1998 november;619;244;23;8
490;Noord-Holland;1998 december;872;465;35;19
491;Noord-Holland;1998 4e kwartaal;2404;1299;96;51
492;Noord-Holland;1998 Totaal;11696;8600;451;327
493;Noord-Holland;1999 januari;603;566;22;20
494;Noord-Holland;1999 februari;814;795;31;30
495;Noord-Holland;1999 maart;721;529;25;18
496;Noord-Holland;1999 1e kwartaal;2138;1890;78;68
497;Noord-Holland;1999 april;938;557;35;21
498;Noord-Holland;1999 mei;1290;896;49;33
499;Noord-Holland;1999 juni;968;676;37;25
500;Noord-Holland;1999 2e kwartaal;3196;2129;121;79
501;Noord-Holland;1999 juli;1250;1131;51;49
502;Noord-Holland;1999 augustus;1202;974;45;37
503;Noord-Holland;1999 september;1067;676;41;26
504;Noord-Holland;1999 3e kwartaal;3519;2781;137;112
505;Noord-Holland;1999 oktober;831;518;31;19
506;Noord-Holland;1999 november;492;255;17;8
507;Noord-Holland;1999 december;686;309;27;12
508;Noord-Holland;1999 4e kwartaal;2009;1082;75;39
509;Noord-Holland;1999 Totaal;10862;7882;411;300
510;Noord-Holland;2000 januari;525;471;19;18
511;Noord-Holland;2000 februari;647;557;25;22
512;Noord-Holland;2000 maart;764;577;29;21
513;Noord-Holland;2000 1e kwartaal;1936;1605;73;61
514;Noord-Holland;2000 april;953;603;35;22
515;Noord-Holland;2000 mei;1352;930;51;36
516;Noord-Holland;2000 juni;1211;958;48;37
517;Noord-Holland;2000 2e kwartaal;3516;2491;134;95
518;Noord-Holland;2000 juli;1262;1163;51;49
519;Noord-Holland;2000 augustus;1113;956;45;38
520;Noord-Holland;2000 september;1177;809;46;32
521;Noord-Holland;2000 3e kwartaal;3552;2928;142;119
522;Noord-Holland;2000 oktober;895;561;34;21
523;Noord-Holland;2000 november;453;203;17;8
524;Noord-Holland;2000 december;908;400;39;16
525;Noord-Holland;2000 4e kwartaal;2256;1164;90;45
526;Noord-Holland;2000 Totaal;11261;8188;439;320
527;Noord-Holland;2001 januari;530;417;19;15
528;Noord-Holland;2001 februari;624;477;24;19
529;Noord-Holland;2001 maart;378;241;16;10
530;Noord-Holland;2001 1e kwartaal;1532;1135;59;44
531;Noord-Holland;2001 april;1112;678;43;27
532;Noord-Holland;2001 mei;1369;943;53;38
533;Noord-Holland;2001 juni;1315;972;52;38
534;Noord-Holland;2001 2e kwartaal;3796;2593;148;103
535;Noord-Holland;2001 juli;1277;1167;55;51
536;Noord-Holland;2001 augustus;1231;1043;50;43
537;Noord-Holland;2001 september;1098;725;43;28
538;Noord-Holland;2001 3e kwartaal;3606;2935;148;122
539;Noord-Holland;2001 oktober;591;343;23;13
540;Noord-Holland;2001 november;619;323;25;11
541;Noord-Holland;2001 december;944;408;42;17
542;Noord-Holland;2001 4e kwartaal;2154;1074;90;41
543;Noord-Holland;2001 Totaal;11089;7736;443;312
544;Zuid-Holland;1998 januari;1314;999;56;43
545;Zuid-Holland;1998 februari;1792;1271;76;55
546;Zuid-Holland;1998 maart;1634;1177;69;53
547;Zuid-Holland;1998 1e kwartaal;4740;3447;201;151
548;Zuid-Holland;1998 april;2960;2135;136;103
549;Zuid-Holland;1998 mei;3901;3021;174;144
550;Zuid-Holland;1998 juni;3876;3285;170;153
551;Zuid-Holland;1998 2e kwartaal;10737;8441;480;400
552;Zuid-Holland;1998 juli;3654;4028;166;195
553;Zuid-Holland;1998 augustus;3610;3634;164;174
554;Zuid-Holland;1998 september;3179;2601;138;120
555;Zuid-Holland;1998 3e kwartaal;10443;10263;468;489
556;Zuid-Holland;1998 oktober;2798;1840;124;85
557;Zuid-Holland;1998 november;1758;691;73;29
558;Zuid-Holland;1998 december;2822;1312;128;61
559;Zuid-Holland;1998 4e kwartaal;7378;3843;325;175
560;Zuid-Holland;1998 Totaal;33299;25994;1473;1215
561;Zuid-Holland;1999 januari;1471;1245;65;58
562;Zuid-Holland;1999 februari;1834;1294;81;60
563;Zuid-Holland;1999 maart;1722;1241;76;58
564;Zuid-Holland;1999 1e kwartaal;5027;3780;222;176
565;Zuid-Holland;1999 april;2823;2094;127;99
566;Zuid-Holland;1999 mei;3558;3130;160;149
567;Zuid-Holland;1999 juni;3271;3073;149;148
568;Zuid-Holland;1999 2e kwartaal;9652;8297;436;396
569;Zuid-Holland;1999 juli;2804;3422;134;170
570;Zuid-Holland;1999 augustus;2915;3099;136;150
571;Zuid-Holland;1999 september;2676;2334;120;112
572;Zuid-Holland;1999 3e kwartaal;8395;8855;390;432
573;Zuid-Holland;1999 oktober;2176;1607;98;76
574;Zuid-Holland;1999 november;1174;641;50;29
575;Zuid-Holland;1999 december;2246;995;101;46
