ID;RegioS;Inkomensverdeling;AantalHuishoudensAbsoluut_1;AantalHuishoudensIn_2
1290;Amersfoort (SG);Totaal particulier huishouden;108.7;100.0
1291;Amersfoort (SG);"1e 10%-groep; minder dan 13 100 euro";7.8;7.0
1292;Amersfoort (SG);"2e 10%-groep; 13 100 tot 16 500 euro";9.0;8.0
1293;Amersfoort (SG);"3e 10%-groep; 16 500 tot 19 700 euro";9.7;9.0
1294;Amersfoort (SG);"4e 10%-groep; 19 700 tot 23 200 euro";9.9;9.0
1295;Amersfoort (SG);"5e 10%-groep; 23 200 tot 27 300 euro";10.3;9.0
1296;Amersfoort (SG);"6e 10%-groep; 27 300 tot 31 600 euro";10.6;10.0
1297;Amersfoort (SG);"7e 10%-groep; 31 600 tot 36 300 euro";11.7;11.0
1298;Amersfoort (SG);"8e 10%-groep; 36 300 tot 42 600 euro";11.8;11.0
1299;Amersfoort (SG);"9e 10%-groep; 42 600 tot 53 100 euro";12.9;12.0
1300;Amersfoort (SG);"10e 10%-groep; meer dan 53 100  euro";15.0;14.0
1301;Amersfoort (SG);"1e 10%-groep; minder dan 13 100 euro";7.8;7.0
1302;Amersfoort (SG);"2e-4e 10%-groep; 13 100 tot 23 200 euro";28.7;26.0
1303;Amersfoort (SG);"5e-8e 10%-groep; 23 200 tot 42 600 euro";44.3;41.0
1304;Amersfoort (SG);"9e-10e 10%-groep; meer dan 42 600 euro";27.9;26.0
1305;Utrecht (SG);Totaal particulier huishouden;242.7;100.0
1306;Utrecht (SG);"1e 10%-groep; minder dan 13 100 euro";23.0;9.0
1307;Utrecht (SG);"2e 10%-groep; 13 100 tot 16 500 euro";22.2;9.0
1308;Utrecht (SG);"3e 10%-groep; 16 500 tot 19 700 euro";23.7;10.0
1309;Utrecht (SG);"4e 10%-groep; 19 700 tot 23 200 euro";24.3;10.0
1310;Utrecht (SG);"5e 10%-groep; 23 200 tot 27 300 euro";23.0;9.0
1311;Utrecht (SG);"6e 10%-groep; 27 300 tot 31 600 euro";21.8;9.0
1312;Utrecht (SG);"7e 10%-groep; 31 600 tot 36 300 euro";22.4;9.0
1313;Utrecht (SG);"8e 10%-groep; 36 300 tot 42 600 euro";24.3;10.0
1314;Utrecht (SG);"9e 10%-groep; 42 600 tot 53 100 euro";26.9;11.0
1315;Utrecht (SG);"10e 10%-groep; meer dan 53 100  euro";31.1;13.0
1316;Utrecht (SG);"1e 10%-groep; minder dan 13 100 euro";23.0;9.0
1317;Utrecht (SG);"2e-4e 10%-groep; 13 100 tot 23 200 euro";70.3;29.0
1318;Utrecht (SG);"5e-8e 10%-groep; 23 200 tot 42 600 euro";91.5;38.0
1319;Utrecht (SG);"9e-10e 10%-groep; meer dan 42 600 euro";58.0;24.0
1320;Amsterdam (SG);Totaal particulier huishouden;657.8;100.0
1321;Amsterdam (SG);"1e 10%-groep; minder dan 13 100 euro";90.2;14.0
1322;Amsterdam (SG);"2e 10%-groep; 13 100 tot 16 500 euro";67.5;10.0
1323;Amsterdam (SG);"3e 10%-groep; 16 500 tot 19 700 euro";69.5;11.0
1324;Amsterdam (SG);"4e 10%-groep; 19 700 tot 23 200 euro";68.1;10.0
1325;Amsterdam (SG);"5e 10%-groep; 23 200 tot 27 300 euro";65.2;10.0
1326;Amsterdam (SG);"6e 10%-groep; 27 300 tot 31 600 euro";57.1;9.0
1327;Amsterdam (SG);"7e 10%-groep; 31 600 tot 36 300 euro";56.0;9.0
1328;Amsterdam (SG);"8e 10%-groep; 36 300 tot 42 600 euro";57.8;9.0
1329;Amsterdam (SG);"9e 10%-groep; 42 600 tot 53 100 euro";59.5;9.0
1330;Amsterdam (SG);"10e 10%-groep; meer dan 53 100  euro";66.9;10.0
1331;Amsterdam (SG);"1e 10%-groep; minder dan 13 100 euro";90.2;14.0
1332;Amsterdam (SG);"2e-4e 10%-groep; 13 100 tot 23 200 euro";205.1;31.0
1333;Amsterdam (SG);"5e-8e 10%-groep; 23 200 tot 42 600 euro";236.1;36.0
1334;Amsterdam (SG);"9e-10e 10%-groep; meer dan 42 600 euro";126.4;19.0
1335;Haarlem (SG);Totaal particulier huishouden;177.1;100.0
1336;Haarlem (SG);"1e 10%-groep; minder dan 13 100 euro";16.3;9.0
1337;Haarlem (SG);"2e 10%-groep; 13 100 tot 16 500 euro";16.3;9.0
1338;Haarlem (SG);"3e 10%-groep; 16 500 tot 19 700 euro";17.3;10.0
1339;Haarlem (SG);"4e 10%-groep; 19 700 tot 23 200 euro";17.5;10.0
1340;Haarlem (SG);"5e 10%-groep; 23 200 tot 27 300 euro";17.3;10.0
1341;Haarlem (SG);"6e 10%-groep; 27 300 tot 31 600 euro";16.9;10.0
1342;Haarlem (SG);"7e 10%-groep; 31 600 tot 36 300 euro";17.0;10.0
1343;Haarlem (SG);"8e 10%-groep; 36 300 tot 42 600 euro";17.8;10.0
1344;Haarlem (SG);"9e 10%-groep; 42 600 tot 53 100 euro";18.8;11.0
1345;Haarlem (SG);"10e 10%-groep; meer dan 53 100  euro";21.9;12.0
1346;Haarlem (SG);"1e 10%-groep; minder dan 13 100 euro";16.3;9.0
1347;Haarlem (SG);"2e-4e 10%-groep; 13 100 tot 23 200 euro";51.1;29.0
1348;Haarlem (SG);"5e-8e 10%-groep; 23 200 tot 42 600 euro";69.1;39.0
1349;Haarlem (SG);"9e-10e 10%-groep; meer dan 42 600 euro";40.7;23.0
1350;Leiden (SG);Totaal particulier huishouden;134.9;100.0
1351;Leiden (SG);"1e 10%-groep; minder dan 13 100 euro";12.3;9.0
1352;Leiden (SG);"2e 10%-groep; 13 100 tot 16 500 euro";11.7;9.0
1353;Leiden (SG);"3e 10%-groep; 16 500 tot 19 700 euro";12.1;9.0
1354;Leiden (SG);"4e 10%-groep; 19 700 tot 23 200 euro";12.8;9.0
1355;Leiden (SG);"5e 10%-groep; 23 200 tot 27 300 euro";12.4;9.0
1356;Leiden (SG);"6e 10%-groep; 27 300 tot 31 600 euro";12.3;9.0
1357;Leiden (SG);"7e 10%-groep; 31 600 tot 36 300 euro";13.2;10.0
1358;Leiden (SG);"8e 10%-groep; 36 300 tot 42 600 euro";14.1;10.0
1359;Leiden (SG);"9e 10%-groep; 42 600 tot 53 100 euro";15.3;11.0
1360;Leiden (SG);"10e 10%-groep; meer dan 53 100  euro";18.7;14.0
1361;Leiden (SG);"1e 10%-groep; minder dan 13 100 euro";12.3;9.0
1362;Leiden (SG);"2e-4e 10%-groep; 13 100 tot 23 200 euro";36.7;27.0
1363;Leiden (SG);"5e-8e 10%-groep; 23 200 tot 42 600 euro";51.9;39.0
1364;Leiden (SG);"9e-10e 10%-groep; meer dan 42 600 euro";34.0;25.0
1365;'s-Gravenhage (SG);Totaal particulier huishouden;430.0;100.0
1366;'s-Gravenhage (SG);"1e 10%-groep; minder dan 13 100 euro";50.3;12.0
1367;'s-Gravenhage (SG);"2e 10%-groep; 13 100 tot 16 500 euro";43.9;10.0
1368;'s-Gravenhage (SG);"3e 10%-groep; 16 500 tot 19 700 euro";45.0;10.0
1369;'s-Gravenhage (SG);"4e 10%-groep; 19 700 tot 23 200 euro";43.7;10.0
1370;'s-Gravenhage (SG);"5e 10%-groep; 23 200 tot 27 300 euro";41.7;10.0
1371;'s-Gravenhage (SG);"6e 10%-groep; 27 300 tot 31 600 euro";38.2;9.0
1372;'s-Gravenhage (SG);"7e 10%-groep; 31 600 tot 36 300 euro";37.7;9.0
1373;'s-Gravenhage (SG);"8e 10%-groep; 36 300 tot 42 600 euro";39.9;9.0
1374;'s-Gravenhage (SG);"9e 10%-groep; 42 600 tot 53 100 euro";42.4;10.0
1375;'s-Gravenhage (SG);"10e 10%-groep; meer dan 53 100  euro";47.2;11.0
1376;'s-Gravenhage (SG);"1e 10%-groep; minder dan 13 100 euro";50.3;12.0
1377;'s-Gravenhage (SG);"2e-4e 10%-groep; 13 100 tot 23 200 euro";132.6;31.0
1378;'s-Gravenhage (SG);"5e-8e 10%-groep; 23 200 tot 42 600 euro";157.5;37.0
1379;'s-Gravenhage (SG);"9e-10e 10%-groep; meer dan 42 600 euro";89.6;21.0
1380;Rotterdam (SG);Totaal particulier huishouden;513.2;100.0
1381;Rotterdam (SG);"1e 10%-groep; minder dan 13 100 euro";62.1;12.0
1382;Rotterdam (SG);"2e 10%-groep; 13 100 tot 16 500 euro";59.9;12.0
1383;Rotterdam (SG);"3e 10%-groep; 16 500 tot 19 700 euro";57.7;11.0
1384;Rotterdam (SG);"4e 10%-groep; 19 700 tot 23 200 euro";55.4;11.0
1385;Rotterdam (SG);"5e 10%-groep; 23 200 tot 27 300 euro";50.9;10.0
1386;Rotterdam (SG);"6e 10%-groep; 27 300 tot 31 600 euro";47.6;9.0
1387;Rotterdam (SG);"7e 10%-groep; 31 600 tot 36 300 euro";45.4;9.0
1388;Rotterdam (SG);"8e 10%-groep; 36 300 tot 42 600 euro";45.6;9.0
1389;Rotterdam (SG);"9e 10%-groep; 42 600 tot 53 100 euro";45.5;9.0
1390;Rotterdam (SG);"10e 10%-groep; meer dan 53 100  euro";43.1;8.0
1391;Rotterdam (SG);"1e 10%-groep; minder dan 13 100 euro";62.1;12.0
1392;Rotterdam (SG);"2e-4e 10%-groep; 13 100 tot 23 200 euro";173.0;34.0
1393;Rotterdam (SG);"5e-8e 10%-groep; 23 200 tot 42 600 euro";189.5;37.0
1394;Rotterdam (SG);"9e-10e 10%-groep; meer dan 42 600 euro";88.6;17.0
1395;Dordrecht (SG);Totaal particulier huishouden;115.9;100.0
1396;Dordrecht (SG);"1e 10%-groep; minder dan 13 100 euro";10.1;9.0
1397;Dordrecht (SG);"2e 10%-groep; 13 100 tot 16 500 euro";12.3;11.0
1398;Dordrecht (SG);"3e 10%-groep; 16 500 tot 19 700 euro";11.3;10.0
1399;Dordrecht (SG);"4e 10%-groep; 19 700 tot 23 200 euro";11.8;10.0
1400;Dordrecht (SG);"5e 10%-groep; 23 200 tot 27 300 euro";11.9;10.0
1401;Dordrecht (SG);"6e 10%-groep; 27 300 tot 31 600 euro";11.9;10.0
1402;Dordrecht (SG);"7e 10%-groep; 31 600 tot 36 300 euro";12.0;10.0
1403;Dordrecht (SG);"8e 10%-groep; 36 300 tot 42 600 euro";12.1;10.0
1404;Dordrecht (SG);"9e 10%-groep; 42 600 tot 53 100 euro";11.5;10.0
1405;Dordrecht (SG);"10e 10%-groep; meer dan 53 100  euro";10.8;9.0
1406;Dordrecht (SG);"1e 10%-groep; minder dan 13 100 euro";10.1;9.0
1407;Dordrecht (SG);"2e-4e 10%-groep; 13 100 tot 23 200 euro";35.4;31.0
1408;Dordrecht (SG);"5e-8e 10%-groep; 23 200 tot 42 600 euro";48.0;41.0
1409;Dordrecht (SG);"9e-10e 10%-groep; meer dan 42 600 euro";22.3;19.0
1410;Breda (SG);Totaal particulier huishouden;129.9;100.0
1411;Breda (SG);"1e 10%-groep; minder dan 13 100 euro";12.1;9.0
1412;Breda (SG);"2e 10%-groep; 13 100 tot 16 500 euro";12.2;9.0
1413;Breda (SG);"3e 10%-groep; 16 500 tot 19 700 euro";12.6;10.0
1414;Breda (SG);"4e 10%-groep; 19 700 tot 23 200 euro";13.1;10.0
1415;Breda (SG);"5e 10%-groep; 23 200 tot 27 300 euro";12.4;10.0
1416;Breda (SG);"6e 10%-groep; 27 300 tot 31 600 euro";13.0;10.0
1417;Breda (SG);"7e 10%-groep; 31 600 tot 36 300 euro";13.1;10.0
1418;Breda (SG);"8e 10%-groep; 36 300 tot 42 600 euro";13.9;11.0
1419;Breda (SG);"9e 10%-groep; 42 600 tot 53 100 euro";13.8;11.0
1420;Breda (SG);"10e 10%-groep; meer dan 53 100  euro";13.7;11.0
1421;Breda (SG);"1e 10%-groep; minder dan 13 100 euro";12.1;9.0
1422;Breda (SG);"2e-4e 10%-groep; 13 100 tot 23 200 euro";37.9;29.0
1423;Breda (SG);"5e-8e 10%-groep; 23 200 tot 42 600 euro";52.4;40.0
1424;Breda (SG);"9e-10e 10%-groep; meer dan 42 600 euro";27.5;21.0
1425;Tilburg (SG);Totaal particulier huishouden;118.2;100.0
1426;Tilburg (SG);"1e 10%-groep; minder dan 13 100 euro";12.0;10.0
1427;Tilburg (SG);"2e 10%-groep; 13 100 tot 16 500 euro";12.9;11.0
1428;Tilburg (SG);"3e 10%-groep; 16 500 tot 19 700 euro";12.4;10.0
1429;Tilburg (SG);"4e 10%-groep; 19 700 tot 23 200 euro";12.1;10.0
1430;Tilburg (SG);"5e 10%-groep; 23 200 tot 27 300 euro";11.3;10.0
1431;Tilburg (SG);"6e 10%-groep; 27 300 tot 31 600 euro";11.6;10.0
1432;Tilburg (SG);"7e 10%-groep; 31 600 tot 36 300 euro";12.0;10.0
1433;Tilburg (SG);"8e 10%-groep; 36 300 tot 42 600 euro";11.9;10.0
1434;Tilburg (SG);"9e 10%-groep; 42 600 tot 53 100 euro";11.4;10.0
1435;Tilburg (SG);"10e 10%-groep; meer dan 53 100  euro";10.7;9.0
1436;Tilburg (SG);"1e 10%-groep; minder dan 13 100 euro";12.0;10.0
1437;Tilburg (SG);"2e-4e 10%-groep; 13 100 tot 23 200 euro";37.3;32.0
1438;Tilburg (SG);"5e-8e 10%-groep; 23 200 tot 42 600 euro";46.8;40.0
1439;Tilburg (SG);"9e-10e 10%-groep; meer dan 42 600 euro";22.1;19.0
1440;'s-Hertogenbosch (SG);Totaal particulier huishouden;79.1;100.0
1441;'s-Hertogenbosch (SG);"1e 10%-groep; minder dan 13 100 euro";7.3;9.0
1442;'s-Hertogenbosch (SG);"2e 10%-groep; 13 100 tot 16 500 euro";7.4;9.0
1443;'s-Hertogenbosch (SG);"3e 10%-groep; 16 500 tot 19 700 euro";7.6;10.0
1444;'s-Hertogenbosch (SG);"4e 10%-groep; 19 700 tot 23 200 euro";7.6;10.0
1445;'s-Hertogenbosch (SG);"5e 10%-groep; 23 200 tot 27 300 euro";7.6;10.0
1446;'s-Hertogenbosch (SG);"6e 10%-groep; 27 300 tot 31 600 euro";7.6;10.0
1447;'s-Hertogenbosch (SG);"7e 10%-groep; 31 600 tot 36 300 euro";7.5;10.0
1448;'s-Hertogenbosch (SG);"8e 10%-groep; 36 300 tot 42 600 euro";8.1;10.0
1449;'s-Hertogenbosch (SG);"9e 10%-groep; 42 600 tot 53 100 euro";8.8;11.0
1450;'s-Hertogenbosch (SG);"10e 10%-groep; meer dan 53 100  euro";9.4;12.0
1451;'s-Hertogenbosch (SG);"1e 10%-groep; minder dan 13 100 euro";7.3;9.0
1452;'s-Hertogenbosch (SG);"2e-4e 10%-groep; 13 100 tot 23 200 euro";22.7;29.0
1453;'s-Hertogenbosch (SG);"5e-8e 10%-groep; 23 200 tot 42 600 euro";30.9;39.0
1454;'s-Hertogenbosch (SG);"9e-10e 10%-groep; meer dan 42 600 euro";18.2;23.0
1455;Eindhoven (SG);Totaal particulier huishouden;173.7;100.0
1456;Eindhoven (SG);"1e 10%-groep; minder dan 13 100 euro";16.4;9.0
1457;Eindhoven (SG);"2e 10%-groep; 13 100 tot 16 500 euro";17.2;10.0
1458;Eindhoven (SG);"3e 10%-groep; 16 500 tot 19 700 euro";17.4;10.0
1459;Eindhoven (SG);"4e 10%-groep; 19 700 tot 23 200 euro";17.3;10.0
1460;Eindhoven (SG);"5e 10%-groep; 23 200 tot 27 300 euro";17.5;10.0
1461;Eindhoven (SG);"6e 10%-groep; 27 300 tot 31 600 euro";17.4;10.0
1462;Eindhoven (SG);"7e 10%-groep; 31 600 tot 36 300 euro";18.1;10.0
1463;Eindhoven (SG);"8e 10%-groep; 36 300 tot 42 600 euro";17.3;10.0
1464;Eindhoven (SG);"9e 10%-groep; 42 600 tot 53 100 euro";18.2;10.0
1465;Eindhoven (SG);"10e 10%-groep; meer dan 53 100  euro";17.1;10.0
1466;Eindhoven (SG);"1e 10%-groep; minder dan 13 100 euro";16.4;9.0
1467;Eindhoven (SG);"2e-4e 10%-groep; 13 100 tot 23 200 euro";51.9;30.0
1468;Eindhoven (SG);"5e-8e 10%-groep; 23 200 tot 42 600 euro";70.2;40.0
1469;Eindhoven (SG);"9e-10e 10%-groep; meer dan 42 600 euro";35.2;20.0
1470;Geleen/Sittard (SG);Totaal particulier huishouden;65.7;100.0
1471;Geleen/Sittard (SG);"1e 10%-groep; minder dan 13 100 euro";7.0;11.0
1472;Geleen/Sittard (SG);"2e 10%-groep; 13 100 tot 16 500 euro";6.9;10.0
1473;Geleen/Sittard (SG);"3e 10%-groep; 16 500 tot 19 700 euro";6.6;10.0
1474;Geleen/Sittard (SG);"4e 10%-groep; 19 700 tot 23 200 euro";6.9;10.0
1475;Geleen/Sittard (SG);"5e 10%-groep; 23 200 tot 27 300 euro";6.6;10.0
1476;Geleen/Sittard (SG);"6e 10%-groep; 27 300 tot 31 600 euro";6.8;10.0
1477;Geleen/Sittard (SG);"7e 10%-groep; 31 600 tot 36 300 euro";7.1;11.0
1478;Geleen/Sittard (SG);"8e 10%-groep; 36 300 tot 42 600 euro";6.5;10.0
1479;Geleen/Sittard (SG);"9e 10%-groep; 42 600 tot 53 100 euro";6.2;9.0
1480;Geleen/Sittard (SG);"10e 10%-groep; meer dan 53 100  euro";5.2;8.0
1481;Geleen/Sittard (SG);"1e 10%-groep; minder dan 13 100 euro";7.0;11.0
1482;Geleen/Sittard (SG);"2e-4e 10%-groep; 13 100 tot 23 200 euro";20.4;31.0
1483;Geleen/Sittard (SG);"5e-8e 10%-groep; 23 200 tot 42 600 euro";26.9;41.0
1484;Geleen/Sittard (SG);"9e-10e 10%-groep; meer dan 42 600 euro";11.4;17.0
1485;Heerlen (SG);Totaal particulier huishouden;114.7;100.0
1486;Heerlen (SG);"1e 10%-groep; minder dan 13 100 euro";13.6;12.0
1487;Heerlen (SG);"2e 10%-groep; 13 100 tot 16 500 euro";14.4;13.0
1488;Heerlen (SG);"3e 10%-groep; 16 500 tot 19 700 euro";13.6;12.0
1489;Heerlen (SG);"4e 10%-groep; 19 700 tot 23 200 euro";13.4;12.0
1490;Heerlen (SG);"5e 10%-groep; 23 200 tot 27 300 euro";12.8;11.0
1491;Heerlen (SG);"6e 10%-groep; 27 300 tot 31 600 euro";11.9;10.0
1492;Heerlen (SG);"7e 10%-groep; 31 600 tot 36 300 euro";10.5;9.0
1493;Heerlen (SG);"8e 10%-groep; 36 300 tot 42 600 euro";9.8;9.0
1494;Heerlen (SG);"9e 10%-groep; 42 600 tot 53 100 euro";8.5;7.0
1495;Heerlen (SG);"10e 10%-groep; meer dan 53 100  euro";6.2;5.0
1496;Heerlen (SG);"1e 10%-groep; minder dan 13 100 euro";13.6;12.0
1497;Heerlen (SG);"2e-4e 10%-groep; 13 100 tot 23 200 euro";41.4;36.0
1498;Heerlen (SG);"5e-8e 10%-groep; 23 200 tot 42 600 euro";45.1;39.0
1499;Heerlen (SG);"9e-10e 10%-groep; meer dan 42 600 euro";14.6;13.0
1500;Maastricht (SG);Totaal particulier huishouden;76.9;100.0
1501;Maastricht (SG);"1e 10%-groep; minder dan 13 100 euro";9.3;12.0
1502;Maastricht (SG);"2e 10%-groep; 13 100 tot 16 500 euro";8.6;11.0
1503;Maastricht (SG);"3e 10%-groep; 16 500 tot 19 700 euro";8.3;11.0
1504;Maastricht (SG);"4e 10%-groep; 19 700 tot 23 200 euro";8.4;11.0
1505;Maastricht (SG);"5e 10%-groep; 23 200 tot 27 300 euro";7.9;10.0
1506;Maastricht (SG);"6e 10%-groep; 27 300 tot 31 600 euro";7.5;10.0
1507;Maastricht (SG);"7e 10%-groep; 31 600 tot 36 300 euro";7.1;9.0
1508;Maastricht (SG);"8e 10%-groep; 36 300 tot 42 600 euro";7.0;9.0
1509;Maastricht (SG);"9e 10%-groep; 42 600 tot 53 100 euro";6.7;9.0
1510;Maastricht (SG);"10e 10%-groep; meer dan 53 100  euro";6.2;8.0
1511;Maastricht (SG);"1e 10%-groep; minder dan 13 100 euro";9.3;12.0
1512;Maastricht (SG);"2e-4e 10%-groep; 13 100 tot 23 200 euro";25.3;33.0
1513;Maastricht (SG);"5e-8e 10%-groep; 23 200 tot 42 600 euro";29.5;38.0
1514;Maastricht (SG);"9e-10e 10%-groep; meer dan 42 600 euro";12.9;17.0
1515;Aa en Hunze;Totaal particulier huishouden;10.5;100.0
1516;Aa en Hunze;"1e 10%-groep; minder dan 13 100 euro";0.9;9.0
1517;Aa en Hunze;"2e 10%-groep; 13 100 tot 16 500 euro";0.8;8.0
1518;Aa en Hunze;"3e 10%-groep; 16 500 tot 19 700 euro";1.0;9.0
1519;Aa en Hunze;"4e 10%-groep; 19 700 tot 23 200 euro";1.0;10.0
1520;Aa en Hunze;"5e 10%-groep; 23 200 tot 27 300 euro";1.1;10.0
1521;Aa en Hunze;"6e 10%-groep; 27 300 tot 31 600 euro";1.0;10.0
1522;Aa en Hunze;"7e 10%-groep; 31 600 tot 36 300 euro";1.2;11.0
1523;Aa en Hunze;"8e 10%-groep; 36 300 tot 42 600 euro";1.2;12.0
1524;Aa en Hunze;"9e 10%-groep; 42 600 tot 53 100 euro";1.2;11.0
1525;Aa en Hunze;"10e 10%-groep; meer dan 53 100  euro";1.1;10.0
1526;Aa en Hunze;"1e 10%-groep; minder dan 13 100 euro";0.9;9.0
1527;Aa en Hunze;"2e-4e 10%-groep; 13 100 tot 23 200 euro";2.8;27.0
1528;Aa en Hunze;"5e-8e 10%-groep; 23 200 tot 42 600 euro";4.5;43.0
1529;Aa en Hunze;"9e-10e 10%-groep; meer dan 42 600 euro";2.3;21.0
1530;Aalburg;Totaal particulier huishouden;4.2;100.0
1531;Aalburg;"1e 10%-groep; minder dan 13 100 euro";0.3;8.0
1532;Aalburg;"2e 10%-groep; 13 100 tot 16 500 euro";0.3;8.0
1533;Aalburg;"3e 10%-groep; 16 500 tot 19 700 euro";0.3;7.0
1534;Aalburg;"4e 10%-groep; 19 700 tot 23 200 euro";0.3;8.0
1535;Aalburg;"5e 10%-groep; 23 200 tot 27 300 euro";0.3;8.0
1536;Aalburg;"6e 10%-groep; 27 300 tot 31 600 euro";0.5;11.0
1537;Aalburg;"7e 10%-groep; 31 600 tot 36 300 euro";0.4;11.0
1538;Aalburg;"8e 10%-groep; 36 300 tot 42 600 euro";0.5;11.0
1539;Aalburg;"9e 10%-groep; 42 600 tot 53 100 euro";0.5;12.0
1540;Aalburg;"10e 10%-groep; meer dan 53 100  euro";0.7;16.0
1541;Aalburg;"1e 10%-groep; minder dan 13 100 euro";0.3;8.0
1542;Aalburg;"2e-4e 10%-groep; 13 100 tot 23 200 euro";1.0;24.0
1543;Aalburg;"5e-8e 10%-groep; 23 200 tot 42 600 euro";1.7;41.0
1544;Aalburg;"9e-10e 10%-groep; meer dan 42 600 euro";1.1;27.0
1545;Aalsmeer;Totaal particulier huishouden;10.1;100.0
1546;Aalsmeer;"1e 10%-groep; minder dan 13 100 euro";0.8;8.0
1547;Aalsmeer;"2e 10%-groep; 13 100 tot 16 500 euro";0.8;7.0
1548;Aalsmeer;"3e 10%-groep; 16 500 tot 19 700 euro";0.8;8.0
1549;Aalsmeer;"4e 10%-groep; 19 700 tot 23 200 euro";0.9;9.0
1550;Aalsmeer;"5e 10%-groep; 23 200 tot 27 300 euro";0.9;9.0
1551;Aalsmeer;"6e 10%-groep; 27 300 tot 31 600 euro";0.9;9.0
1552;Aalsmeer;"7e 10%-groep; 31 600 tot 36 300 euro";1.0;10.0
1553;Aalsmeer;"8e 10%-groep; 36 300 tot 42 600 euro";1.2;12.0
1554;Aalsmeer;"9e 10%-groep; 42 600 tot 53 100 euro";1.3;12.0
1555;Aalsmeer;"10e 10%-groep; meer dan 53 100  euro";1.6;16.0
1556;Aalsmeer;"1e 10%-groep; minder dan 13 100 euro";0.8;8.0
1557;Aalsmeer;"2e-4e 10%-groep; 13 100 tot 23 200 euro";2.5;24.0
1558;Aalsmeer;"5e-8e 10%-groep; 23 200 tot 42 600 euro";4.0;40.0
1559;Aalsmeer;"9e-10e 10%-groep; meer dan 42 600 euro";2.9;28.0
1560;Aalten;Totaal particulier huishouden;10.8;100.0
1561;Aalten;"1e 10%-groep; minder dan 13 100 euro";0.9;8.0
1562;Aalten;"2e 10%-groep; 13 100 tot 16 500 euro";1.1;10.0
1563;Aalten;"3e 10%-groep; 16 500 tot 19 700 euro";1.3;12.0
1564;Aalten;"4e 10%-groep; 19 700 tot 23 200 euro";1.1;10.0
1565;Aalten;"5e 10%-groep; 23 200 tot 27 300 euro";1.1;10.0
1566;Aalten;"6e 10%-groep; 27 300 tot 31 600 euro";1.4;13.0
1567;Aalten;"7e 10%-groep; 31 600 tot 36 300 euro";1.2;11.0
1568;Aalten;"8e 10%-groep; 36 300 tot 42 600 euro";1.1;10.0
1569;Aalten;"9e 10%-groep; 42 600 tot 53 100 euro";1.0;9.0
1570;Aalten;"10e 10%-groep; meer dan 53 100  euro";0.8;7.0
1571;Aalten;"1e 10%-groep; minder dan 13 100 euro";0.9;8.0
1572;Aalten;"2e-4e 10%-groep; 13 100 tot 23 200 euro";3.4;31.0
1573;Aalten;"5e-8e 10%-groep; 23 200 tot 42 600 euro";4.8;45.0
1574;Aalten;"9e-10e 10%-groep; meer dan 42 600 euro";1.7;16.0
1575;Abcoude;Totaal particulier huishouden;3.3;100.0
1576;Abcoude;"1e 10%-groep; minder dan 13 100 euro";0.2;5.0
1577;Abcoude;"2e 10%-groep; 13 100 tot 16 500 euro";0.2;6.0
1578;Abcoude;"3e 10%-groep; 16 500 tot 19 700 euro";0.2;6.0
1579;Abcoude;"4e 10%-groep; 19 700 tot 23 200 euro";0.2;7.0
1580;Abcoude;"5e 10%-groep; 23 200 tot 27 300 euro";0.2;7.0
1581;Abcoude;"6e 10%-groep; 27 300 tot 31 600 euro";0.2;6.0
1582;Abcoude;"7e 10%-groep; 31 600 tot 36 300 euro";0.2;7.0
1583;Abcoude;"8e 10%-groep; 36 300 tot 42 600 euro";0.3;9.0
1584;Abcoude;"9e 10%-groep; 42 600 tot 53 100 euro";0.5;14.0
1585;Abcoude;"10e 10%-groep; meer dan 53 100  euro";1.1;32.0
1586;Abcoude;"1e 10%-groep; minder dan 13 100 euro";0.2;5.0
1587;Abcoude;"2e-4e 10%-groep; 13 100 tot 23 200 euro";0.6;19.0
1588;Abcoude;"5e-8e 10%-groep; 23 200 tot 42 600 euro";1.0;30.0
1589;Abcoude;"9e-10e 10%-groep; meer dan 42 600 euro";1.5;45.0
1590;Achtkarspelen;Totaal particulier huishouden;11.2;100.0
1591;Achtkarspelen;"1e 10%-groep; minder dan 13 100 euro";1.3;12.0
1592;Achtkarspelen;"2e 10%-groep; 13 100 tot 16 500 euro";1.2;11.0
1593;Achtkarspelen;"3e 10%-groep; 16 500 tot 19 700 euro";1.2;11.0
1594;Achtkarspelen;"4e 10%-groep; 19 700 tot 23 200 euro";1.1;10.0
1595;Achtkarspelen;"5e 10%-groep; 23 200 tot 27 300 euro";1.3;12.0
1596;Achtkarspelen;"6e 10%-groep; 27 300 tot 31 600 euro";1.4;13.0
1597;Achtkarspelen;"7e 10%-groep; 31 600 tot 36 300 euro";1.1;10.0
1598;Achtkarspelen;"8e 10%-groep; 36 300 tot 42 600 euro";1.0;9.0
1599;Achtkarspelen;"9e 10%-groep; 42 600 tot 53 100 euro";0.9;8.0
1600;Achtkarspelen;"10e 10%-groep; meer dan 53 100  euro";0.6;6.0
1601;Achtkarspelen;"1e 10%-groep; minder dan 13 100 euro";1.3;12.0
1602;Achtkarspelen;"2e-4e 10%-groep; 13 100 tot 23 200 euro";3.5;31.0
1603;Achtkarspelen;"5e-8e 10%-groep; 23 200 tot 42 600 euro";4.9;44.0
1604;Achtkarspelen;"9e-10e 10%-groep; meer dan 42 600 euro";1.5;13.0
1605;Alblasserdam;Totaal particulier huishouden;7.4;100.0
