ID;RegioS;AutochtonenAllochtonen;AantalPersonenMet52WekenInkomen_1;GemiddeldBesteedbaarInkomen_2
46;Flevoland (PV);Herkomst: Nederland;191.2;18.6
47;Flevoland (PV);Herkomst: Niet-Nederland;54.3;16.8
48;Flevoland (PV);Herkomst: Westers land;19.9;18.4
49;Flevoland (PV);Herkomst: Niet-westers land;34.4;15.9
50;Gelderland (PV);Totaal Herkomst (land);1374.2;18.2
51;Gelderland (PV);Herkomst: Nederland;1206.0;18.4
52;Gelderland (PV);Herkomst: Niet-Nederland;168.2;16.6
53;Gelderland (PV);Herkomst: Westers land;106.1;18.1
54;Gelderland (PV);Herkomst: Niet-westers land;62.1;14.1
55;Utrecht (PV);Totaal Herkomst (land);827.6;20.1
56;Utrecht (PV);Herkomst: Nederland;687.4;20.5
57;Utrecht (PV);Herkomst: Niet-Nederland;140.1;17.9
58;Utrecht (PV);Herkomst: Westers land;68.7;20.6
59;Utrecht (PV);Herkomst: Niet-westers land;71.5;15.3
60;Noord-Holland (PV);Totaal Herkomst (land);1834.0;19.8
61;Noord-Holland (PV);Herkomst: Nederland;1412.1;20.2
62;Noord-Holland (PV);Herkomst: Niet-Nederland;421.9;18.2
63;Noord-Holland (PV);Herkomst: Westers land;189.9;21.2
64;Noord-Holland (PV);Herkomst: Niet-westers land;232.0;15.8
65;Zuid-Holland (PV);Totaal Herkomst (land);2386.1;19.2
66;Zuid-Holland (PV);Herkomst: Nederland;1853.3;19.7
67;Zuid-Holland (PV);Herkomst: Niet-Nederland;532.8;17.5
68;Zuid-Holland (PV);Herkomst: Westers land;214.4;20.8
69;Zuid-Holland (PV);Herkomst: Niet-westers land;318.3;15.3
70;Zeeland (PV);Totaal Herkomst (land);265.5;18.0
71;Zeeland (PV);Herkomst: Nederland;231.9;18.2
72;Zeeland (PV);Herkomst: Niet-Nederland;33.6;16.5
73;Zeeland (PV);Herkomst: Westers land;25.4;17.2
74;Zeeland (PV);Herkomst: Niet-westers land;8.1;14.1
75;Noord-Brabant (PV);Totaal Herkomst (land);1710.8;18.4
76;Noord-Brabant (PV);Herkomst: Nederland;1482.3;18.7
77;Noord-Brabant (PV);Herkomst: Niet-Nederland;228.5;16.6
78;Noord-Brabant (PV);Herkomst: Westers land;134.3;18.2
79;Noord-Brabant (PV);Herkomst: Niet-westers land;94.1;14.5
80;Limburg (PV);Totaal Herkomst (land);804.5;17.3
81;Limburg (PV);Herkomst: Nederland;658.9;17.6
82;Limburg (PV);Herkomst: Niet-Nederland;145.6;15.8
83;Limburg (PV);Herkomst: Westers land;115.9;16.3
84;Limburg (PV);Herkomst: Niet-westers land;29.7;13.8
85;Oost-Groningen (CR);Totaal Herkomst (land);107.8;16.2
86;Oost-Groningen (CR);Herkomst: Nederland;99.9;16.2
87;Oost-Groningen (CR);Herkomst: Niet-Nederland;8.0;15.7
88;Oost-Groningen (CR);Herkomst: Westers land;6.0;16.5
89;Oost-Groningen (CR);Herkomst: Niet-westers land;2.0;13.5
90;Delfzijl en omgeving (CR);Totaal Herkomst (land);35.0;17.1
91;Delfzijl en omgeving (CR);Herkomst: Nederland;31.2;17.2
92;Delfzijl en omgeving (CR);Herkomst: Niet-Nederland;3.8;15.6
93;Delfzijl en omgeving (CR);Herkomst: Westers land;2.3;16.5
94;Delfzijl en omgeving (CR);Herkomst: Niet-westers land;1.4;14.1
95;Overig Groningen (CR);Totaal Herkomst (land);256.9;17.2
96;Overig Groningen (CR);Herkomst: Nederland;228.3;17.3
97;Overig Groningen (CR);Herkomst: Niet-Nederland;28.5;16.2
98;Overig Groningen (CR);Herkomst: Westers land;17.2;17.5
99;Overig Groningen (CR);Herkomst: Niet-westers land;11.3;14.2
100;Noord-Friesland (CR);Totaal Herkomst (land);228.0;17.0
101;Noord-Friesland (CR);Herkomst: Nederland;212.4;17.1
102;Noord-Friesland (CR);Herkomst: Niet-Nederland;15.6;15.5
103;Noord-Friesland (CR);Herkomst: Westers land;10.2;16.7
104;Noord-Friesland (CR);Herkomst: Niet-westers land;5.5;13.4
105;Zuidwest-Friesland (CR);Totaal Herkomst (land);71.9;17.7
106;Zuidwest-Friesland (CR);Herkomst: Nederland;67.4;17.7
107;Zuidwest-Friesland (CR);Herkomst: Niet-Nederland;4.5;16.2
108;Zuidwest-Friesland (CR);Herkomst: Westers land;3.4;17.3
109;Zuidwest-Friesland (CR);Herkomst: Niet-westers land;1.1;12.8
110;Zuidoost-Friesland (CR);Totaal Herkomst (land);143.3;17.4
111;Zuidoost-Friesland (CR);Herkomst: Nederland;133.5;17.5
112;Zuidoost-Friesland (CR);Herkomst: Niet-Nederland;9.8;15.9
113;Zuidoost-Friesland (CR);Herkomst: Westers land;6.6;16.8
114;Zuidoost-Friesland (CR);Herkomst: Niet-westers land;3.3;14.1
115;Noord-Drenthe (CR);Totaal Herkomst (land);130.6;18.3
116;Noord-Drenthe (CR);Herkomst: Nederland;120.6;18.4
117;Noord-Drenthe (CR);Herkomst: Niet-Nederland;9.9;18.0
118;Noord-Drenthe (CR);Herkomst: Westers land;7.4;19.1
119;Noord-Drenthe (CR);Herkomst: Niet-westers land;2.5;14.6
120;Zuidoost-Drenthe (CR);Totaal Herkomst (land);120.8;16.7
121;Zuidoost-Drenthe (CR);Herkomst: Nederland;111.5;16.8
122;Zuidoost-Drenthe (CR);Herkomst: Niet-Nederland;9.4;15.4
123;Zuidoost-Drenthe (CR);Herkomst: Westers land;7.2;15.9
124;Zuidoost-Drenthe (CR);Herkomst: Niet-westers land;2.2;14.0
125;Zuidwest-Drenthe (CR);Totaal Herkomst (land);90.4;17.4
126;Zuidwest-Drenthe (CR);Herkomst: Nederland;84.3;17.5
127;Zuidwest-Drenthe (CR);Herkomst: Niet-Nederland;6.1;16.7
128;Zuidwest-Drenthe (CR);Herkomst: Westers land;4.3;17.5
129;Zuidwest-Drenthe (CR);Herkomst: Niet-westers land;1.8;14.9
130;Noord-Overijssel (CR);Totaal Herkomst (land);238.4;17.6
131;Noord-Overijssel (CR);Herkomst: Nederland;219.6;17.7
132;Noord-Overijssel (CR);Herkomst: Niet-Nederland;18.8;16.3
133;Noord-Overijssel (CR);Herkomst: Westers land;10.6;18.1
134;Noord-Overijssel (CR);Herkomst: Niet-westers land;8.1;13.9
135;Zuidwest-Overijssel (CR);Totaal Herkomst (land);105.6;17.6
136;Zuidwest-Overijssel (CR);Herkomst: Nederland;91.6;17.9
137;Zuidwest-Overijssel (CR);Herkomst: Niet-Nederland;13.9;15.6
138;Zuidwest-Overijssel (CR);Herkomst: Westers land;7.2;17.6
139;Zuidwest-Overijssel (CR);Herkomst: Niet-westers land;6.8;13.5
140;Twente (CR);Totaal Herkomst (land);427.8;17.1
141;Twente (CR);Herkomst: Nederland;364.7;17.5
142;Twente (CR);Herkomst: Niet-Nederland;63.1;15.4
143;Twente (CR);Herkomst: Westers land;37.7;16.5
144;Twente (CR);Herkomst: Niet-westers land;25.4;13.6
145;Veluwe (CR);Totaal Herkomst (land);441.2;18.6
146;Veluwe (CR);Herkomst: Nederland;396.1;18.8
147;Veluwe (CR);Herkomst: Niet-Nederland;45.1;17.1
148;Veluwe (CR);Herkomst: Westers land;27.8;18.8
149;Veluwe (CR);Herkomst: Niet-westers land;17.3;14.3
150;Achterhoek (CR);Totaal Herkomst (land);282.8;17.6
151;Achterhoek (CR);Herkomst: Nederland;255.3;17.8
152;Achterhoek (CR);Herkomst: Niet-Nederland;27.5;16.0
153;Achterhoek (CR);Herkomst: Westers land;19.7;16.8
154;Achterhoek (CR);Herkomst: Niet-westers land;7.9;13.9
155;Arnhem/Nijmegen (CR);Totaal Herkomst (land);493.7;18.0
156;Arnhem/Nijmegen (CR);Herkomst: Nederland;413.4;18.3
157;Arnhem/Nijmegen (CR);Herkomst: Niet-Nederland;80.2;16.4
158;Arnhem/Nijmegen (CR);Herkomst: Westers land;49.5;17.9
159;Arnhem/Nijmegen (CR);Herkomst: Niet-westers land;30.8;14.0
160;Zuidwest-Gelderland (CR);Totaal Herkomst (land);156.5;19.0
161;Zuidwest-Gelderland (CR);Herkomst: Nederland;141.2;19.2
162;Zuidwest-Gelderland (CR);Herkomst: Niet-Nederland;15.3;17.4
163;Zuidwest-Gelderland (CR);Herkomst: Westers land;9.2;19.2
164;Zuidwest-Gelderland (CR);Herkomst: Niet-westers land;6.1;14.7
165;Utrecht (CR);Totaal Herkomst (land);827.6;20.1
166;Utrecht (CR);Herkomst: Nederland;687.4;20.5
167;Utrecht (CR);Herkomst: Niet-Nederland;140.1;17.9
168;Utrecht (CR);Herkomst: Westers land;68.7;20.6
169;Utrecht (CR);Herkomst: Niet-westers land;71.5;15.3
170;Kop van Noord-Holland (CR);Totaal Herkomst (land);255.2;18.4
171;Kop van Noord-Holland (CR);Herkomst: Nederland;227.4;18.5
172;Kop van Noord-Holland (CR);Herkomst: Niet-Nederland;27.8;16.8
173;Kop van Noord-Holland (CR);Herkomst: Westers land;17.0;18.1
174;Kop van Noord-Holland (CR);Herkomst: Niet-westers land;10.8;14.8
175;Alkmaar en omgeving (CR);Totaal Herkomst (land);162.1;19.1
176;Alkmaar en omgeving (CR);Herkomst: Nederland;138.6;19.4
177;Alkmaar en omgeving (CR);Herkomst: Niet-Nederland;23.4;17.1
178;Alkmaar en omgeving (CR);Herkomst: Westers land;13.2;19.2
179;Alkmaar en omgeving (CR);Herkomst: Niet-westers land;10.3;14.5
180;IJmond (CR);Totaal Herkomst (land);133.9;19.3
181;IJmond (CR);Herkomst: Nederland;116.1;19.6
182;IJmond (CR);Herkomst: Niet-Nederland;17.7;17.7
183;IJmond (CR);Herkomst: Westers land;11.3;19.2
184;IJmond (CR);Herkomst: Niet-westers land;6.4;15.2
185;Agglomeratie Haarlem (CR);Totaal Herkomst (land);155.8;21.1
186;Agglomeratie Haarlem (CR);Herkomst: Nederland;127.2;21.4
187;Agglomeratie Haarlem (CR);Herkomst: Niet-Nederland;28.6;19.9
188;Agglomeratie Haarlem (CR);Herkomst: Westers land;16.5;23.0
189;Agglomeratie Haarlem (CR);Herkomst: Niet-westers land;12.1;15.6
190;Zaanstreek (CR);Totaal Herkomst (land);111.4;18.2
191;Zaanstreek (CR);Herkomst: Nederland;88.5;18.6
192;Zaanstreek (CR);Herkomst: Niet-Nederland;22.9;16.4
193;Zaanstreek (CR);Herkomst: Westers land;9.6;18.3
194;Zaanstreek (CR);Herkomst: Niet-westers land;13.2;15.0
195;Groot-Amsterdam (CR);Totaal Herkomst (land);845.3;19.8
196;Groot-Amsterdam (CR);Herkomst: Nederland;571.8;20.7
197;Groot-Amsterdam (CR);Herkomst: Niet-Nederland;273.5;18.1
198;Groot-Amsterdam (CR);Herkomst: Westers land;104.1;21.6
199;Groot-Amsterdam (CR);Herkomst: Niet-westers land;169.5;15.9
200;Het Gooi en Vechtstreek (CR);Totaal Herkomst (land);170.3;22.5
201;Het Gooi en Vechtstreek (CR);Herkomst: Nederland;142.4;22.6
202;Het Gooi en Vechtstreek (CR);Herkomst: Niet-Nederland;27.9;21.7
203;Het Gooi en Vechtstreek (CR);Herkomst: Westers land;18.2;24.6
204;Het Gooi en Vechtstreek (CR);Herkomst: Niet-westers land;9.7;16.4
205;Agglomeratie Leiden en Bollenstreek (CR);Totaal Herkomst (land);270.2;20.0
206;Agglomeratie Leiden en Bollenstreek (CR);Herkomst: Nederland;233.2;20.0
207;Agglomeratie Leiden en Bollenstreek (CR);Herkomst: Niet-Nederland;37.0;19.6
208;Agglomeratie Leiden en Bollenstreek (CR);Herkomst: Westers land;22.3;22.1
209;Agglomeratie Leiden en Bollenstreek (CR);Herkomst: Niet-westers land;14.7;15.7
210;Agglomeratie 's-Gravenhage (CR);Totaal Herkomst (land);535.8;20.0
211;Agglomeratie 's-Gravenhage (CR);Herkomst: Nederland;365.8;20.6
212;Agglomeratie 's-Gravenhage (CR);Herkomst: Niet-Nederland;170.0;18.7
213;Agglomeratie 's-Gravenhage (CR);Herkomst: Westers land;66.3;23.3
214;Agglomeratie 's-Gravenhage (CR);Herkomst: Niet-westers land;103.6;15.8
215;Delft en Westland (CR);Totaal Herkomst (land);148.4;18.6
216;Delft en Westland (CR);Herkomst: Nederland;127.6;18.9
217;Delft en Westland (CR);Herkomst: Niet-Nederland;20.8;17.2
218;Delft en Westland (CR);Herkomst: Westers land;10.7;19.5
219;Delft en Westland (CR);Herkomst: Niet-westers land;10.1;14.8
220;Oost-Zuid-Holland (CR);Totaal Herkomst (land);221.9;19.7
221;Oost-Zuid-Holland (CR);Herkomst: Nederland;194.0;20.0
222;Oost-Zuid-Holland (CR);Herkomst: Niet-Nederland;27.9;17.7
223;Oost-Zuid-Holland (CR);Herkomst: Westers land;15.0;20.0
224;Oost-Zuid-Holland (CR);Herkomst: Niet-westers land;12.9;15.0
225;Groot-Rijnmond (CR);Totaal Herkomst (land);941.9;18.7
226;Groot-Rijnmond (CR);Herkomst: Nederland;705.3;19.4
227;Groot-Rijnmond (CR);Herkomst: Niet-Nederland;236.6;16.5
228;Groot-Rijnmond (CR);Herkomst: Westers land;79.9;19.2
229;Groot-Rijnmond (CR);Herkomst: Niet-westers land;156.7;15.2
230;Zuidoost-Zuid-Holland (CR);Totaal Herkomst (land);267.8;18.7
231;Zuidoost-Zuid-Holland (CR);Herkomst: Nederland;227.3;19.0
232;Zuidoost-Zuid-Holland (CR);Herkomst: Niet-Nederland;40.5;16.5
233;Zuidoost-Zuid-Holland (CR);Herkomst: Westers land;20.2;18.4
234;Zuidoost-Zuid-Holland (CR);Herkomst: Niet-westers land;20.4;14.7
235;Zeeuwsch-Vlaanderen (CR);Totaal Herkomst (land);75.1;18.0
236;Zeeuwsch-Vlaanderen (CR);Herkomst: Nederland;61.1;18.3
237;Zeeuwsch-Vlaanderen (CR);Herkomst: Niet-Nederland;14.0;16.4
238;Zeeuwsch-Vlaanderen (CR);Herkomst: Westers land;12.0;16.9
239;Zeeuwsch-Vlaanderen (CR);Herkomst: Niet-westers land;2.0;13.8
240;Overig Zeeland (CR);Totaal Herkomst (land);190.4;18.0
241;Overig Zeeland (CR);Herkomst: Nederland;170.8;18.2
242;Overig Zeeland (CR);Herkomst: Niet-Nederland;19.6;16.5
243;Overig Zeeland (CR);Herkomst: Westers land;13.5;17.5
244;Overig Zeeland (CR);Herkomst: Niet-westers land;6.1;14.2
245;West-Noord-Brabant (CR);Totaal Herkomst (land);430.5;18.4
246;West-Noord-Brabant (CR);Herkomst: Nederland;369.5;18.7
247;West-Noord-Brabant (CR);Herkomst: Niet-Nederland;61.0;16.6
248;West-Noord-Brabant (CR);Herkomst: Westers land;35.8;18.1
249;West-Noord-Brabant (CR);Herkomst: Niet-westers land;25.2;14.4
250;Midden-Noord-Brabant (CR);Totaal Herkomst (land);320.9;17.9
251;Midden-Noord-Brabant (CR);Herkomst: Nederland;278.6;18.2
252;Midden-Noord-Brabant (CR);Herkomst: Niet-Nederland;42.3;16.0
253;Midden-Noord-Brabant (CR);Herkomst: Westers land;23.2;17.5
254;Midden-Noord-Brabant (CR);Herkomst: Niet-westers land;19.1;14.1
255;Noordoost-Noord-Brabant (CR);Totaal Herkomst (land);445.0;18.5
256;Noordoost-Noord-Brabant (CR);Herkomst: Nederland;393.6;18.8
257;Noordoost-Noord-Brabant (CR);Herkomst: Niet-Nederland;51.5;16.6
258;Noordoost-Noord-Brabant (CR);Herkomst: Westers land;30.6;18.2
259;Noordoost-Noord-Brabant (CR);Herkomst: Niet-westers land;20.9;14.2
260;Zuidoost-Noord-Brabant (CR);Totaal Herkomst (land);514.3;18.5
261;Zuidoost-Noord-Brabant (CR);Herkomst: Nederland;440.6;18.8
262;Zuidoost-Noord-Brabant (CR);Herkomst: Niet-Nederland;73.7;17.1
263;Zuidoost-Noord-Brabant (CR);Herkomst: Westers land;44.8;18.5
264;Zuidoost-Noord-Brabant (CR);Herkomst: Niet-westers land;29.0;15.0
265;Noord-Limburg (CR);Totaal Herkomst (land);199.0;17.2
266;Noord-Limburg (CR);Herkomst: Nederland;168.8;17.5
267;Noord-Limburg (CR);Herkomst: Niet-Nederland;30.2;15.5
268;Noord-Limburg (CR);Herkomst: Westers land;21.1;16.1
269;Noord-Limburg (CR);Herkomst: Niet-westers land;9.0;14.2
270;Midden-Limburg (CR);Totaal Herkomst (land);166.6;17.6
271;Midden-Limburg (CR);Herkomst: Nederland;140.8;17.9
272;Midden-Limburg (CR);Herkomst: Niet-Nederland;25.7;16.1
273;Midden-Limburg (CR);Herkomst: Westers land;19.4;16.6
274;Midden-Limburg (CR);Herkomst: Niet-westers land;6.3;14.4
275;Zuid-Limburg (CR);Totaal Herkomst (land);439.0;17.1
276;Zuid-Limburg (CR);Herkomst: Nederland;349.3;17.5
277;Zuid-Limburg (CR);Herkomst: Niet-Nederland;89.7;15.8
278;Zuid-Limburg (CR);Herkomst: Westers land;75.3;16.3
279;Zuid-Limburg (CR);Herkomst: Niet-westers land;14.3;13.2
280;Flevoland (CR);Totaal Herkomst (land);245.5;18.2
281;Flevoland (CR);Herkomst: Nederland;191.2;18.6
282;Flevoland (CR);Herkomst: Niet-Nederland;54.3;16.8
283;Flevoland (CR);Herkomst: Westers land;19.9;18.4
284;Flevoland (CR);Herkomst: Niet-westers land;34.4;15.9
285;Groningen (GA);Totaal Herkomst (land);142.8;17.0
286;Groningen (GA);Herkomst: Nederland;121.8;17.2
287;Groningen (GA);Herkomst: Niet-Nederland;21.1;16.0
288;Groningen (GA);Herkomst: Westers land;12.4;17.3
289;Groningen (GA);Herkomst: Niet-westers land;8.7;14.2
290;Leeuwarden (GA);Totaal Herkomst (land);66.0;16.7
291;Leeuwarden (GA);Herkomst: Nederland;57.5;16.9
292;Leeuwarden (GA);Herkomst: Niet-Nederland;8.5;15.1
293;Leeuwarden (GA);Herkomst: Westers land;4.6;16.7
294;Leeuwarden (GA);Herkomst: Niet-westers land;4.0;13.3
295;Zwolle (GA);Totaal Herkomst (land);82.2;17.9
296;Zwolle (GA);Herkomst: Nederland;71.1;18.2
297;Zwolle (GA);Herkomst: Niet-Nederland;11.1;16.1
298;Zwolle (GA);Herkomst: Westers land;5.5;18.3
299;Zwolle (GA);Herkomst: Niet-westers land;5.6;13.9
300;Enschede (GA);Totaal Herkomst (land);106.6;16.2
301;Enschede (GA);Herkomst: Nederland;81.9;16.6
302;Enschede (GA);Herkomst: Niet-Nederland;24.6;14.7
303;Enschede (GA);Herkomst: Westers land;13.7;15.6
304;Enschede (GA);Herkomst: Niet-westers land;11.0;13.6
305;Apeldoorn (GA);Totaal Herkomst (land);110.8;18.5
306;Apeldoorn (GA);Herkomst: Nederland;95.9;18.7
307;Apeldoorn (GA);Herkomst: Niet-Nederland;14.9;17.1
308;Apeldoorn (GA);Herkomst: Westers land;9.1;18.9
309;Apeldoorn (GA);Herkomst: Niet-westers land;5.8;14.3
310;Arnhem (GA);Totaal Herkomst (land);102.7;17.6
311;Arnhem (GA);Herkomst: Nederland;77.0;18.3
312;Arnhem (GA);Herkomst: Niet-Nederland;25.6;15.5
313;Arnhem (GA);Herkomst: Westers land;12.2;17.6
314;Arnhem (GA);Herkomst: Niet-westers land;13.5;13.6
315;Nijmegen (GA);Totaal Herkomst (land);115.4;17.1
316;Nijmegen (GA);Herkomst: Nederland;92.2;17.5
317;Nijmegen (GA);Herkomst: Niet-Nederland;23.1;15.7
318;Nijmegen (GA);Herkomst: Westers land;13.1;17.0
319;Nijmegen (GA);Herkomst: Niet-westers land;10.0;13.9
320;Amersfoort (GA);Totaal Herkomst (land);114.1;20.4
321;Amersfoort (GA);Herkomst: Nederland;93.7;20.8
322;Amersfoort (GA);Herkomst: Niet-Nederland;20.3;18.5
323;Amersfoort (GA);Herkomst: Westers land;10.3;21.0
324;Amersfoort (GA);Herkomst: Niet-westers land;10.0;15.8
325;Utrecht (GA);Totaal Herkomst (land);301.3;18.9
326;Utrecht (GA);Herkomst: Nederland;231.2;19.6
327;Utrecht (GA);Herkomst: Niet-Nederland;70.1;16.5
328;Utrecht (GA);Herkomst: Westers land;28.2;18.9
329;Utrecht (GA);Herkomst: Niet-westers land;41.9;14.9
330;Amsterdam (GA);Totaal Herkomst (land);713.1;19.5
331;Amsterdam (GA);Herkomst: Nederland;455.5;20.4
332;Amsterdam (GA);Herkomst: Niet-Nederland;257.6;17.8
333;Amsterdam (GA);Herkomst: Westers land;92.7;21.4
334;Amsterdam (GA);Herkomst: Niet-westers land;165.0;15.7
335;Haarlem (GA);Totaal Herkomst (land);136.1;21.1
336;Haarlem (GA);Herkomst: Nederland;110.4;21.4
337;Haarlem (GA);Herkomst: Niet-Nederland;25.7;19.9
338;Haarlem (GA);Herkomst: Westers land;14.4;23.3
339;Haarlem (GA);Herkomst: Niet-westers land;11.3;15.5
340;Leiden (GA);Totaal Herkomst (land);171.8;20.0
341;Leiden (GA);Herkomst: Nederland;144.0;20.0
342;Leiden (GA);Herkomst: Niet-Nederland;27.8;19.5
343;Leiden (GA);Herkomst: Westers land;15.7;22.4
344;Leiden (GA);Herkomst: Niet-westers land;12.1;15.8
345;'s-Gravenhage (GA);Totaal Herkomst (land);424.4;20.0
346;'s-Gravenhage (GA);Herkomst: Nederland;278.3;20.7
347;'s-Gravenhage (GA);Herkomst: Niet-Nederland;146.2;18.8
348;'s-Gravenhage (GA);Herkomst: Westers land;54.7;23.9
349;'s-Gravenhage (GA);Herkomst: Niet-westers land;91.4;15.7
350;Rotterdam (GA);Totaal Herkomst (land);683.4;18.1
351;Rotterdam (GA);Herkomst: Nederland;471.2;19.0
352;Rotterdam (GA);Herkomst: Niet-Nederland;212.2;16.2
353;Rotterdam (GA);Herkomst: Westers land;63.8;18.7
354;Rotterdam (GA);Herkomst: Niet-westers land;148.4;15.1
355;Dordrecht (GA);Totaal Herkomst (land);163.8;18.5
356;Dordrecht (GA);Herkomst: Nederland;135.6;18.9
357;Dordrecht (GA);Herkomst: Niet-Nederland;28.2;16.5
358;Dordrecht (GA);Herkomst: Westers land;13.4;18.2
359;Dordrecht (GA);Herkomst: Niet-westers land;14.7;14.9
360;Breda (GA);Totaal Herkomst (land);121.1;18.9
361;Breda (GA);Herkomst: Nederland;99.4;19.4
362;Breda (GA);Herkomst: Niet-Nederland;21.7;17.0
363;Breda (GA);Herkomst: Westers land;12.2;18.8
364;Breda (GA);Herkomst: Niet-westers land;9.5;14.6
365;Tilburg (GA);Totaal Herkomst (land);160.6;17.2
366;Tilburg (GA);Herkomst: Nederland;132.5;17.6
367;Tilburg (GA);Herkomst: Niet-Nederland;28.1;15.6
368;Tilburg (GA);Herkomst: Westers land;13.3;17.3
369;Tilburg (GA);Herkomst: Niet-westers land;14.8;14.1
370;'s-Hertogenbosch (GA);Totaal Herkomst (land);116.1;19.2
371;'s-Hertogenbosch (GA);Herkomst: Nederland;97.5;19.7
372;'s-Hertogenbosch (GA);Herkomst: Niet-Nederland;18.6;16.6
373;'s-Hertogenbosch (GA);Herkomst: Westers land;10.5;18.6
374;'s-Hertogenbosch (GA);Herkomst: Niet-westers land;8.1;14.1
375;Eindhoven (GA);Totaal Herkomst (land);230.7;18.6
376;Eindhoven (GA);Herkomst: Nederland;186.1;19.0
377;Eindhoven (GA);Herkomst: Niet-Nederland;44.6;17.3
378;Eindhoven (GA);Herkomst: Westers land;24.2;19.1
379;Eindhoven (GA);Herkomst: Niet-westers land;20.4;15.3
380;Geleen/Sittard (GA);Totaal Herkomst (land);99.3;17.7
381;Geleen/Sittard (GA);Herkomst: Nederland;80.7;18.0
382;Geleen/Sittard (GA);Herkomst: Niet-Nederland;18.5;16.3
383;Geleen/Sittard (GA);Herkomst: Westers land;15.1;16.9
384;Geleen/Sittard (GA);Herkomst: Niet-westers land;3.5;13.6
385;Heerlen (GA);Totaal Herkomst (land);149.7;16.2
386;Heerlen (GA);Herkomst: Nederland;110.2;16.6
387;Heerlen (GA);Herkomst: Niet-Nederland;39.5;15.2
388;Heerlen (GA);Herkomst: Westers land;34.1;15.6
389;Heerlen (GA);Herkomst: Niet-westers land;5.4;12.8
390;Maastricht (GA);Totaal Herkomst (land);85.5;16.9
391;Maastricht (GA);Herkomst: Nederland;69.3;17.2
392;Maastricht (GA);Herkomst: Niet-Nederland;16.1;15.7
393;Maastricht (GA);Herkomst: Westers land;12.0;16.6
394;Maastricht (GA);Herkomst: Niet-westers land;4.1;13.2
395;Groningen (SG);Totaal Herkomst (land);240.3;17.7
396;Groningen (SG);Herkomst: Nederland;214.1;17.8
397;Groningen (SG);Herkomst: Niet-Nederland;26.2;16.6
398;Groningen (SG);Herkomst: Westers land;16.6;17.9
399;Groningen (SG);Herkomst: Niet-westers land;9.6;14.4
400;Leeuwarden (SG);Totaal Herkomst (land);112.2;17.1
