ID;Bedrijfstakken;LandenEnRegioS;Perioden;RDUitgavenVanBedrijven_1;RDGefinancierdVanuitHetBuitenland_2
157;Totale economie;Hongarije;1993;0.31;3.3
158;Totale economie;Hongarije;1994;0.31;3.3
159;Totale economie;Hongarije;1995;0.31;4.1
160;Totale economie;Hongarije;1996;0.28;2.8
161;Totale economie;Hongarije;1997;0.29;2.9
162;Totale economie;Hongarije;1998;0.26;5.6
163;Totale economie;Hongarije;1999;0.27;6.3
164;Totale economie;Hongarije;2000;0.36;17.2
165;Totale economie;Hongarije;2001;0.37;16.9
166;Totale economie;Hongarije;2002;0.36;22.6
167;Totale economie;Hongarije;2003;0.34;22.4
168;Totale economie;Hongarije;2004;0.36;18.3
169;Totale economie;Hongarije;2005;0.41;18.1
170;Totale economie;Hongarije;2006;0.49;15.9
171;Totale economie;Hongarije;2007;0.49;15.3
172;Totale economie;Hongarije;2008;0.53;11.4
173;Totale economie;Hongarije;2009;0.67;13.4
174;Totale economie;Hongarije;2010;0.69;15.0
175;Totale economie;Hongarije;2011;;
176;Totale economie;Ierland;1990;0.49;3.5
177;Totale economie;Ierland;1991;0.58;6.6
178;Totale economie;Ierland;1992;0.66;4.6
179;Totale economie;Ierland;1993;0.78;3.0
180;Totale economie;Ierland;1994;0.86;5.9
181;Totale economie;Ierland;1995;0.88;3.8
182;Totale economie;Ierland;1996;0.91;3.5
183;Totale economie;Ierland;1997;0.89;2.6
184;Totale economie;Ierland;1998;0.88;7.3
185;Totale economie;Ierland;1999;0.86;11.1
186;Totale economie;Ierland;2000;0.8;7.6
187;Totale economie;Ierland;2001;0.76;4.6
188;Totale economie;Ierland;2002;0.75;7.1
189;Totale economie;Ierland;2003;0.78;8.9
190;Totale economie;Ierland;2004;0.8;9.5
191;Totale economie;Ierland;2005;0.81;9.8
192;Totale economie;Ierland;2006;0.82;15.7
193;Totale economie;Ierland;2007;0.84;20.6
194;Totale economie;Ierland;2008;0.94;20.6
195;Totale economie;Ierland;2009;1.16;20.8
196;Totale economie;Ierland;2010;1.18;20.8
197;Totale economie;Ierland;2011;;
198;Totale economie;Italië;1990;0.73;7.3
199;Totale economie;Italië;1991;0.66;9.6
200;Totale economie;Italië;1992;0.64;6.3
201;Totale economie;Italië;1993;0.59;6.8
202;Totale economie;Italië;1994;0.54;9.5
203;Totale economie;Italië;1995;0.52;8.1
204;Totale economie;Italië;1996;0.52;9.6
205;Totale economie;Italië;1997;0.51;9.0
206;Totale economie;Italië;1998;0.5;8.1
207;Totale economie;Italië;1999;0.5;8.1
208;Totale economie;Italië;2000;0.52;8.2
209;Totale economie;Italië;2001;0.53;6.6
210;Totale economie;Italië;2002;0.54;10.3
211;Totale economie;Italië;2003;0.52;9.6
212;Totale economie;Italië;2004;0.52;11.1
213;Totale economie;Italië;2005;0.55;12.1
214;Totale economie;Italië;2006;0.55;11.6
215;Totale economie;Italië;2007;0.61;14.6
216;Totale economie;Italië;2008;0.65;10.5
217;Totale economie;Italië;2009;0.67;12.6
218;Totale economie;Italië;2010;0.67;
219;Totale economie;Italië;2011;;
220;Totale economie;Japan;1990;2.06;0.1
221;Totale economie;Japan;1991;2.05;0.1
222;Totale economie;Japan;1992;1.96;0.1
223;Totale economie;Japan;1993;1.84;0.1
224;Totale economie;Japan;1994;1.81;0.1
225;Totale economie;Japan;1995;1.87;0.1
226;Totale economie;Japan;1996;1.96;0.1
227;Totale economie;Japan;1997;2.04;0.4
228;Totale economie;Japan;1998;2.11;0.4
229;Totale economie;Japan;1999;2.11;0.5
230;Totale economie;Japan;2000;2.13;0.6
231;Totale economie;Japan;2001;2.27;0.5
232;Totale economie;Japan;2002;2.32;0.5
233;Totale economie;Japan;2003;2.36;0.4
234;Totale economie;Japan;2004;2.36;0.4
235;Totale economie;Japan;2005;2.53;0.4
236;Totale economie;Japan;2006;2.63;0.4
237;Totale economie;Japan;2007;2.7;0.4
238;Totale economie;Japan;2008;2.72;0.4
239;Totale economie;Japan;2009;2.54;0.5
240;Totale economie;Japan;2010;2.49;0.5
241;Totale economie;Japan;2011;;
242;Totale economie;Nederland;1990;1.09;2.6
243;Totale economie;Nederland;1991;0.97;2.4
244;Totale economie;Nederland;1992;0.92;3.1
245;Totale economie;Nederland;1993;0.95;7.9
246;Totale economie;Nederland;1994;1.01;12.2
247;Totale economie;Nederland;1995;1.03;13.2
248;Totale economie;Nederland;1996;1.05;9.8
249;Totale economie;Nederland;1997;1.09;18.8
250;Totale economie;Nederland;1998;1.03;14.5
251;Totale economie;Nederland;1999;1.1;15.2
252;Totale economie;Nederland;2000;1.07;15.4
253;Totale economie;Nederland;2001;1.05;14.4
254;Totale economie;Nederland;2002;0.98;15.4
255;Totale economie;Nederland;2003;1.01;15.0
256;Totale economie;Nederland;2004;1.03;
257;Totale economie;Nederland;2005;1.01;17.2
258;Totale economie;Nederland;2006;1.01;
259;Totale economie;Nederland;2007;0.96;14.5
260;Totale economie;Nederland;2008;0.89;
261;Totale economie;Nederland;2009;0.86;15.9
262;Totale economie;Nederland;2010;0.89;
263;Totale economie;Nederland;2011;;
264;Totale economie;Oostenrijk;1990;;
265;Totale economie;Oostenrijk;1991;;
266;Totale economie;Oostenrijk;1992;;
267;Totale economie;Oostenrijk;1993;0.81;4.2
268;Totale economie;Oostenrijk;1994;;
269;Totale economie;Oostenrijk;1995;;
270;Totale economie;Oostenrijk;1996;;
271;Totale economie;Oostenrijk;1997;;
272;Totale economie;Oostenrijk;1998;1.13;30.1
273;Totale economie;Oostenrijk;1999;;
274;Totale economie;Oostenrijk;2000;;
275;Totale economie;Oostenrijk;2001;;
276;Totale economie;Oostenrijk;2002;1.42;29.9
277;Totale economie;Oostenrijk;2003;;
278;Totale economie;Oostenrijk;2004;1.52;26.3
279;Totale economie;Oostenrijk;2005;1.72;
280;Totale economie;Oostenrijk;2006;1.72;23.9
281;Totale economie;Oostenrijk;2007;1.77;23.3
282;Totale economie;Oostenrijk;2008;1.85;
283;Totale economie;Oostenrijk;2009;1.85;22.3
284;Totale economie;Oostenrijk;2010;1.88;
285;Totale economie;Oostenrijk;2011;;
286;Totale economie;Polen;1990;;
287;Totale economie;Polen;1991;;
288;Totale economie;Polen;1992;0.42;
289;Totale economie;Polen;1993;0.33;
290;Totale economie;Polen;1994;0.29;0.9
291;Totale economie;Polen;1995;0.24;1.3
292;Totale economie;Polen;1996;0.27;0.9
293;Totale economie;Polen;1997;0.26;1.1
294;Totale economie;Polen;1998;0.28;1.0
295;Totale economie;Polen;1999;0.29;1.2
296;Totale economie;Polen;2000;0.23;1.6
297;Totale economie;Polen;2001;0.22;1.8
298;Totale economie;Polen;2002;0.11;1.5
299;Totale economie;Polen;2003;0.15;1.5
300;Totale economie;Polen;2004;0.16;3.1
301;Totale economie;Polen;2005;0.18;3.2
302;Totale economie;Polen;2006;0.18;6.6
303;Totale economie;Polen;2007;0.17;5.1
304;Totale economie;Polen;2008;0.19;
305;Totale economie;Polen;2009;0.19;4.5
306;Totale economie;Polen;2010;0.2;6.9
307;Totale economie;Polen;2011;;
308;Totale economie;Spanje;1990;0.46;10.5
309;Totale economie;Spanje;1991;0.46;8.1
310;Totale economie;Spanje;1992;0.43;7.9
311;Totale economie;Spanje;1993;0.41;9.1
312;Totale economie;Spanje;1994;0.37;9.1
313;Totale economie;Spanje;1995;0.38;6.4
314;Totale economie;Spanje;1996;0.39;5.2
315;Totale economie;Spanje;1997;0.39;6.3
316;Totale economie;Spanje;1998;0.46;4.2
317;Totale economie;Spanje;1999;0.45;4.5
318;Totale economie;Spanje;2000;0.49;3.7
319;Totale economie;Spanje;2001;0.48;7.7
320;Totale economie;Spanje;2002;0.54;5.9
321;Totale economie;Spanje;2003;0.57;5.2
322;Totale economie;Spanje;2004;0.58;5.1
323;Totale economie;Spanje;2005;0.6;5.8
324;Totale economie;Spanje;2006;0.67;6.3
325;Totale economie;Spanje;2007;0.71;8.4
326;Totale economie;Spanje;2008;0.74;6.3
327;Totale economie;Spanje;2009;0.72;6.3
328;Totale economie;Spanje;2010;0.71;
329;Totale economie;Spanje;2011;;
330;Totale economie;Tsjechië;1990;;
331;Totale economie;Tsjechië;1991;;
332;Totale economie;Tsjechië;1992;;
333;Totale economie;Tsjechië;1993;;
334;Totale economie;Tsjechië;1994;;
335;Totale economie;Tsjechië;1995;0.59;3.1
336;Totale economie;Tsjechië;1996;0.55;1.7
337;Totale economie;Tsjechië;1997;0.65;1.4
338;Totale economie;Tsjechië;1998;0.72;2.3
339;Totale economie;Tsjechië;1999;0.69;4.8
340;Totale economie;Tsjechië;2000;0.7;3.6
341;Totale economie;Tsjechië;2001;0.7;1.9
342;Totale economie;Tsjechië;2002;0.7;2.3
343;Totale economie;Tsjechië;2003;0.73;5.5
344;Totale economie;Tsjechië;2004;0.75;3.9
345;Totale economie;Tsjechië;2005;0.86;4.6
346;Totale economie;Tsjechië;2006;0.97;2.6
347;Totale economie;Tsjechië;2007;0.92;4.2
348;Totale economie;Tsjechië;2008;0.87;6.4
349;Totale economie;Tsjechië;2009;0.89;12.6
350;Totale economie;Tsjechië;2010;0.97;10.1
351;Totale economie;Tsjechië;2011;;
352;Totale economie;Verenigd Koninkrijk;1990;1.46;15.5
353;Totale economie;Verenigd Koninkrijk;1991;1.36;16.0
354;Totale economie;Verenigd Koninkrijk;1992;1.31;14.9
355;Totale economie;Verenigd Koninkrijk;1993;1.33;15.4
356;Totale economie;Verenigd Koninkrijk;1994;1.28;15.9
357;Totale economie;Verenigd Koninkrijk;1995;1.24;19.1
358;Totale economie;Verenigd Koninkrijk;1996;1.19;21.7
359;Totale economie;Verenigd Koninkrijk;1997;1.15;18.8
360;Totale economie;Verenigd Koninkrijk;1998;1.15;22.1
361;Totale economie;Verenigd Koninkrijk;1999;1.22;22.7
362;Totale economie;Verenigd Koninkrijk;2000;1.18;21.5
363;Totale economie;Verenigd Koninkrijk;2001;1.17;26.9
364;Totale economie;Verenigd Koninkrijk;2002;1.16;29.7
365;Totale economie;Verenigd Koninkrijk;2003;1.11;28.1
366;Totale economie;Verenigd Koninkrijk;2004;1.05;23.4
367;Totale economie;Verenigd Koninkrijk;2005;1.06;27.1
368;Totale economie;Verenigd Koninkrijk;2006;1.08;23.0
369;Totale economie;Verenigd Koninkrijk;2007;1.11;23.2
370;Totale economie;Verenigd Koninkrijk;2008;1.11;23.5
371;Totale economie;Verenigd Koninkrijk;2009;1.12;21.6
372;Totale economie;Verenigd Koninkrijk;2010;1.07;21.6
373;Totale economie;Verenigd Koninkrijk;2011;;
374;Totale economie;Verenigde Staten;1990;1.87;
375;Totale economie;Verenigde Staten;1991;1.93;
376;Totale economie;Verenigde Staten;1992;1.86;
377;Totale economie;Verenigde Staten;1993;1.75;
378;Totale economie;Verenigde Staten;1994;1.67;
379;Totale economie;Verenigde Staten;1995;1.76;
380;Totale economie;Verenigde Staten;1996;1.83;
381;Totale economie;Verenigde Staten;1997;1.88;
382;Totale economie;Verenigde Staten;1998;1.91;
383;Totale economie;Verenigde Staten;1999;1.96;
384;Totale economie;Verenigde Staten;2000;2.02;
385;Totale economie;Verenigde Staten;2001;1.97;
386;Totale economie;Verenigde Staten;2002;1.83;
387;Totale economie;Verenigde Staten;2003;1.81;
388;Totale economie;Verenigde Staten;2004;1.77;
389;Totale economie;Verenigde Staten;2005;1.8;
390;Totale economie;Verenigde Staten;2006;1.86;
391;Totale economie;Verenigde Staten;2007;1.93;
392;Totale economie;Verenigde Staten;2008;2.04;
393;Totale economie;Verenigde Staten;2009;2.04;
394;Totale economie;Verenigde Staten;2010;;
395;Totale economie;Verenigde Staten;2011;;
396;Totale economie;Zuid-Korea;1990;;
397;Totale economie;Zuid-Korea;1991;;
398;Totale economie;Zuid-Korea;1992;;
399;Totale economie;Zuid-Korea;1993;;
400;Totale economie;Zuid-Korea;1994;;
401;Totale economie;Zuid-Korea;1995;1.7;0.0
402;Totale economie;Zuid-Korea;1996;1.73;0.1
403;Totale economie;Zuid-Korea;1997;1.75;0.1
404;Totale economie;Zuid-Korea;1998;1.59;0.0
405;Totale economie;Zuid-Korea;1999;1.55;0.0
406;Totale economie;Zuid-Korea;2000;1.7;0.0
407;Totale economie;Zuid-Korea;2001;1.88;0.6
408;Totale economie;Zuid-Korea;2002;1.8;0.5
409;Totale economie;Zuid-Korea;2003;1.89;0.5
410;Totale economie;Zuid-Korea;2004;2.06;0.5
411;Totale economie;Zuid-Korea;2005;2.15;0.9
412;Totale economie;Zuid-Korea;2006;2.32;0.3
413;Totale economie;Zuid-Korea;2007;2.45;0.2
414;Totale economie;Zuid-Korea;2008;2.53;0.2
415;Totale economie;Zuid-Korea;2009;2.64;0.2
416;Totale economie;Zuid-Korea;2010;2.8;0.2
417;Totale economie;Zuid-Korea;2011;;
418;Totale economie;Zweden;1990;;
419;Totale economie;Zweden;1991;1.83;1.6
420;Totale economie;Zweden;1992;;
421;Totale economie;Zweden;1993;2.17;3.4
422;Totale economie;Zweden;1994;;
423;Totale economie;Zweden;1995;2.43;3.7
424;Totale economie;Zweden;1996;;
425;Totale economie;Zweden;1997;2.59;3.3
426;Totale economie;Zweden;1998;;
427;Totale economie;Zweden;1999;2.66;3.2
428;Totale economie;Zweden;2000;;
429;Totale economie;Zweden;2001;3.2;2.9
430;Totale economie;Zweden;2002;;
431;Totale economie;Zweden;2003;2.83;8.1
432;Totale economie;Zweden;2004;2.63;
433;Totale economie;Zweden;2005;2.59;9.1
434;Totale economie;Zweden;2006;2.75;
435;Totale economie;Zweden;2007;2.47;11.1
436;Totale economie;Zweden;2008;2.74;
437;Totale economie;Zweden;2009;2.53;12.2
438;Totale economie;Zweden;2010;2.34;
439;Totale economie;Zweden;2011;;
440;Totale economie;EU-15;1990;1.23;6.7
441;Totale economie;EU-15;1991;1.18;7.3
442;Totale economie;EU-15;1992;1.15;7.4
443;Totale economie;EU-15;1993;1.13;7.3
444;Totale economie;EU-15;1994;1.1;7.5
445;Totale economie;EU-15;1995;1.09;8.1
446;Totale economie;EU-15;1996;1.1;8.7
447;Totale economie;EU-15;1997;1.11;9.1
448;Totale economie;EU-15;1998;1.12;9.0
449;Totale economie;EU-15;1999;1.17;9.1
450;Totale economie;EU-15;2000;1.19;8.9
451;Totale economie;EU-15;2001;1.21;8.7
452;Totale economie;EU-15;2002;1.21;9.6
453;Totale economie;EU-15;2003;1.2;10.9
454;Totale economie;EU-15;2004;1.18;10.6
455;Totale economie;EU-15;2005;1.18;10.0
456;Totale economie;EU-15;2006;1.2;10.8
457;Totale economie;EU-15;2007;1.22;10.2
458;Totale economie;EU-15;2008;1.27;10.9
459;Totale economie;EU-15;2009;1.28;10.4
460;Totale economie;EU-15;2010;1.27;9.9
461;Totale economie;EU-15;2011;;
462;Totale economie;EU-27;1990;;
463;Totale economie;EU-27;1991;;
464;Totale economie;EU-27;1992;;
465;Totale economie;EU-27;1993;;
466;Totale economie;EU-27;1994;;
467;Totale economie;EU-27;1995;1.02;8.5
468;Totale economie;EU-27;1996;1.02;8.9
469;Totale economie;EU-27;1997;1.03;8.8
470;Totale economie;EU-27;1998;1.04;8.9
471;Totale economie;EU-27;1999;1.09;8.7
472;Totale economie;EU-27;2000;1.11;8.6
473;Totale economie;EU-27;2001;1.12;9.5
474;Totale economie;EU-27;2002;1.11;10.8
475;Totale economie;EU-27;2003;1.1;10.6
476;Totale economie;EU-27;2004;1.09;9.9
477;Totale economie;EU-27;2005;1.09;10.7
478;Totale economie;EU-27;2006;1.11;10.0
479;Totale economie;EU-27;2007;1.12;10.7
480;Totale economie;EU-27;2008;1.15;10.2
481;Totale economie;EU-27;2009;1.17;9.9
482;Totale economie;EU-27;2010;1.16;
483;Totale economie;EU-27;2011;;
484;Totale economie;OESO;1990;1.54;
485;Totale economie;OESO;1991;1.48;
486;Totale economie;OESO;1992;1.44;
487;Totale economie;OESO;1993;1.38;
488;Totale economie;OESO;1994;1.35;
489;Totale economie;OESO;1995;1.37;
490;Totale economie;OESO;1996;1.4;
491;Totale economie;OESO;1997;1.43;
492;Totale economie;OESO;1998;1.45;
493;Totale economie;OESO;1999;1.49;
494;Totale economie;OESO;2000;1.53;
495;Totale economie;OESO;2001;1.55;
496;Totale economie;OESO;2002;1.5;
497;Totale economie;OESO;2003;1.49;
498;Totale economie;OESO;2004;1.47;
499;Totale economie;OESO;2005;1.51;
500;Totale economie;OESO;2006;1.55;
501;Totale economie;OESO;2007;1.58;
502;Totale economie;OESO;2008;1.63;
503;Totale economie;OESO;2009;1.62;
504;Totale economie;OESO;2010;;
505;Totale economie;OESO;2011;;
506;Totale economie;Groningen (PV);1990;;
507;Totale economie;Groningen (PV);1991;;
508;Totale economie;Groningen (PV);1992;;
509;Totale economie;Groningen (PV);1993;;
510;Totale economie;Groningen (PV);1994;;
511;Totale economie;Groningen (PV);1995;;
512;Totale economie;Groningen (PV);1996;;
513;Totale economie;Groningen (PV);1997;;
514;Totale economie;Groningen (PV);1998;;
515;Totale economie;Groningen (PV);1999;;
516;Totale economie;Groningen (PV);2000;;
517;Totale economie;Groningen (PV);2001;;
518;Totale economie;Groningen (PV);2002;;
519;Totale economie;Groningen (PV);2003;;
520;Totale economie;Groningen (PV);2004;;
521;Totale economie;Groningen (PV);2005;;
522;Totale economie;Groningen (PV);2006;;
523;Totale economie;Groningen (PV);2007;;
524;Totale economie;Groningen (PV);2008;;
525;Totale economie;Groningen (PV);2009;;
526;Totale economie;Groningen (PV);2010;;
527;Totale economie;Groningen (PV);2011;;
528;Totale economie;Friesland (PV);1990;;
529;Totale economie;Friesland (PV);1991;;
530;Totale economie;Friesland (PV);1992;;
531;Totale economie;Friesland (PV);1993;;
532;Totale economie;Friesland (PV);1994;;
533;Totale economie;Friesland (PV);1995;;
534;Totale economie;Friesland (PV);1996;;
535;Totale economie;Friesland (PV);1997;;
536;Totale economie;Friesland (PV);1998;;
537;Totale economie;Friesland (PV);1999;;
538;Totale economie;Friesland (PV);2000;;
539;Totale economie;Friesland (PV);2001;;
540;Totale economie;Friesland (PV);2002;;
541;Totale economie;Friesland (PV);2003;;
542;Totale economie;Friesland (PV);2004;;
543;Totale economie;Friesland (PV);2005;;
544;Totale economie;Friesland (PV);2006;;
545;Totale economie;Friesland (PV);2007;;
546;Totale economie;Friesland (PV);2008;;
547;Totale economie;Friesland (PV);2009;;
548;Totale economie;Friesland (PV);2010;;
549;Totale economie;Friesland (PV);2011;;
550;Totale economie;Drenthe (PV);1990;;
551;Totale economie;Drenthe (PV);1991;;
552;Totale economie;Drenthe (PV);1992;;
553;Totale economie;Drenthe (PV);1993;;
554;Totale economie;Drenthe (PV);1994;;
555;Totale economie;Drenthe (PV);1995;;
556;Totale economie;Drenthe (PV);1996;;
557;Totale economie;Drenthe (PV);1997;;
558;Totale economie;Drenthe (PV);1998;;
559;Totale economie;Drenthe (PV);1999;;
560;Totale economie;Drenthe (PV);2000;;
561;Totale economie;Drenthe (PV);2001;;
562;Totale economie;Drenthe (PV);2002;;
563;Totale economie;Drenthe (PV);2003;;
564;Totale economie;Drenthe (PV);2004;;
565;Totale economie;Drenthe (PV);2005;;
566;Totale economie;Drenthe (PV);2006;;
567;Totale economie;Drenthe (PV);2007;;
568;Totale economie;Drenthe (PV);2008;;
569;Totale economie;Drenthe (PV);2009;;
570;Totale economie;Drenthe (PV);2010;;
571;Totale economie;Drenthe (PV);2011;;
572;Totale economie;Overijssel (PV);1990;;
573;Totale economie;Overijssel (PV);1991;;
574;Totale economie;Overijssel (PV);1992;;
575;Totale economie;Overijssel (PV);1993;;
576;Totale economie;Overijssel (PV);1994;;
577;Totale economie;Overijssel (PV);1995;;
578;Totale economie;Overijssel (PV);1996;;
579;Totale economie;Overijssel (PV);1997;;
580;Totale economie;Overijssel (PV);1998;;
581;Totale economie;Overijssel (PV);1999;;
582;Totale economie;Overijssel (PV);2000;;
583;Totale economie;Overijssel (PV);2001;;
584;Totale economie;Overijssel (PV);2002;;
585;Totale economie;Overijssel (PV);2003;;
586;Totale economie;Overijssel (PV);2004;;
587;Totale economie;Overijssel (PV);2005;;
588;Totale economie;Overijssel (PV);2006;;
589;Totale economie;Overijssel (PV);2007;;
590;Totale economie;Overijssel (PV);2008;;
591;Totale economie;Overijssel (PV);2009;;
592;Totale economie;Overijssel (PV);2010;;
593;Totale economie;Overijssel (PV);2011;;
594;Totale economie;Flevoland (PV);1990;;
595;Totale economie;Flevoland (PV);1991;;
