ID;Geslacht;Leeftijd;Herkomstgroepering;Uitkeringsduur;Perioden;PersonenMetEenWAOWIAUitkering_1;PersonenMetEenWajongUitkering_2
884;Mannen;45 tot 55 jaar;Westerse allochtoon;0;2007 september;6830;1170
885;Mannen;45 tot 55 jaar;Westerse allochtoon;1;2005 september;190;10
886;Mannen;45 tot 55 jaar;Westerse allochtoon;1;2006 september;230;10
887;Mannen;45 tot 55 jaar;Westerse allochtoon;1;2007 september;230;10
888;Mannen;45 tot 55 jaar;Westerse allochtoon;2;2005 september;280;0
889;Mannen;45 tot 55 jaar;Westerse allochtoon;2;2006 september;190;10
890;Mannen;45 tot 55 jaar;Westerse allochtoon;2;2007 september;290;10
891;Mannen;45 tot 55 jaar;Westerse allochtoon;5;2005 september;790;20
892;Mannen;45 tot 55 jaar;Westerse allochtoon;5;2006 september;400;10
893;Mannen;45 tot 55 jaar;Westerse allochtoon;5;2007 september;340;20
894;Mannen;45 tot 55 jaar;Westerse allochtoon;6;2005 september;660;20
895;Mannen;45 tot 55 jaar;Westerse allochtoon;6;2006 september;620;20
896;Mannen;45 tot 55 jaar;Westerse allochtoon;6;2007 september;340;20
897;Mannen;45 tot 55 jaar;Westerse allochtoon;8;2005 september;1340;20
898;Mannen;45 tot 55 jaar;Westerse allochtoon;8;2006 september;1130;30
899;Mannen;45 tot 55 jaar;Westerse allochtoon;8;2007 september;990;40
900;Mannen;45 tot 55 jaar;Westerse allochtoon;5 jaar of langer;2005 september;5210;1070
901;Mannen;45 tot 55 jaar;Westerse allochtoon;5 jaar of langer;2006 september;4920;1080
902;Mannen;45 tot 55 jaar;Westerse allochtoon;5 jaar of langer;2007 september;4630;1080
903;Mannen;45 tot 55 jaar;Niet-westerse allochtoon;0;2005 september;11300;410
904;Mannen;45 tot 55 jaar;Niet-westerse allochtoon;0;2006 september;10880;420
905;Mannen;45 tot 55 jaar;Niet-westerse allochtoon;0;2007 september;11190;450
906;Mannen;45 tot 55 jaar;Niet-westerse allochtoon;1;2005 september;410;0
907;Mannen;45 tot 55 jaar;Niet-westerse allochtoon;1;2006 september;420;10
908;Mannen;45 tot 55 jaar;Niet-westerse allochtoon;1;2007 september;350;10
909;Mannen;45 tot 55 jaar;Niet-westerse allochtoon;2;2005 september;400;0
910;Mannen;45 tot 55 jaar;Niet-westerse allochtoon;2;2006 september;250;0
911;Mannen;45 tot 55 jaar;Niet-westerse allochtoon;2;2007 september;780;10
912;Mannen;45 tot 55 jaar;Niet-westerse allochtoon;5;2005 september;1020;20
913;Mannen;45 tot 55 jaar;Niet-westerse allochtoon;5;2006 september;740;10
914;Mannen;45 tot 55 jaar;Niet-westerse allochtoon;5;2007 september;590;10
915;Mannen;45 tot 55 jaar;Niet-westerse allochtoon;6;2005 september;1150;10
916;Mannen;45 tot 55 jaar;Niet-westerse allochtoon;6;2006 september;900;10
917;Mannen;45 tot 55 jaar;Niet-westerse allochtoon;6;2007 september;710;10
918;Mannen;45 tot 55 jaar;Niet-westerse allochtoon;8;2005 september;1640;20
919;Mannen;45 tot 55 jaar;Niet-westerse allochtoon;8;2006 september;1560;20
920;Mannen;45 tot 55 jaar;Niet-westerse allochtoon;8;2007 september;1570;30
921;Mannen;45 tot 55 jaar;Niet-westerse allochtoon;5 jaar of langer;2005 september;6690;360
922;Mannen;45 tot 55 jaar;Niet-westerse allochtoon;5 jaar of langer;2006 september;7010;370
923;Mannen;45 tot 55 jaar;Niet-westerse allochtoon;5 jaar of langer;2007 september;7190;390
924;Mannen;55 tot 65 jaar;Totaal herkomstgroepering;0;2005 september;194410;7160
925;Mannen;55 tot 65 jaar;Totaal herkomstgroepering;0;2006 september;187160;7670
926;Mannen;55 tot 65 jaar;Totaal herkomstgroepering;0;2007 september;183860;8180
927;Mannen;55 tot 65 jaar;Totaal herkomstgroepering;1;2005 september;2680;20
928;Mannen;55 tot 65 jaar;Totaal herkomstgroepering;1;2006 september;2500;10
929;Mannen;55 tot 65 jaar;Totaal herkomstgroepering;1;2007 september;2230;20
930;Mannen;55 tot 65 jaar;Totaal herkomstgroepering;2;2005 september;3220;30
931;Mannen;55 tot 65 jaar;Totaal herkomstgroepering;2;2006 september;1900;20
932;Mannen;55 tot 65 jaar;Totaal herkomstgroepering;2;2007 september;3960;20
933;Mannen;55 tot 65 jaar;Totaal herkomstgroepering;5;2005 september;8420;80
934;Mannen;55 tot 65 jaar;Totaal herkomstgroepering;5;2006 september;6030;40
935;Mannen;55 tot 65 jaar;Totaal herkomstgroepering;5;2007 september;4240;50
936;Mannen;55 tot 65 jaar;Totaal herkomstgroepering;6;2005 september;8810;50
937;Mannen;55 tot 65 jaar;Totaal herkomstgroepering;6;2006 september;8280;80
938;Mannen;55 tot 65 jaar;Totaal herkomstgroepering;6;2007 september;5980;50
939;Mannen;55 tot 65 jaar;Totaal herkomstgroepering;8;2005 september;20290;80
940;Mannen;55 tot 65 jaar;Totaal herkomstgroepering;8;2006 september;17620;90
941;Mannen;55 tot 65 jaar;Totaal herkomstgroepering;8;2007 september;16380;140
942;Mannen;55 tot 65 jaar;Totaal herkomstgroepering;5 jaar of langer;2005 september;150980;6910
943;Mannen;55 tot 65 jaar;Totaal herkomstgroepering;5 jaar of langer;2006 september;150840;7420
944;Mannen;55 tot 65 jaar;Totaal herkomstgroepering;5 jaar of langer;2007 september;151080;7900
945;Mannen;55 tot 65 jaar;Autochtoon;0;2005 september;160880;6230
946;Mannen;55 tot 65 jaar;Autochtoon;0;2006 september;155200;6670
947;Mannen;55 tot 65 jaar;Autochtoon;0;2007 september;152960;7130
948;Mannen;55 tot 65 jaar;Autochtoon;1;2005 september;2000;10
949;Mannen;55 tot 65 jaar;Autochtoon;1;2006 september;2050;10
950;Mannen;55 tot 65 jaar;Autochtoon;1;2007 september;1830;20
951;Mannen;55 tot 65 jaar;Autochtoon;2;2005 september;2700;20
952;Mannen;55 tot 65 jaar;Autochtoon;2;2006 september;1560;20
953;Mannen;55 tot 65 jaar;Autochtoon;2;2007 september;3230;20
954;Mannen;55 tot 65 jaar;Autochtoon;5;2005 september;7050;70
955;Mannen;55 tot 65 jaar;Autochtoon;5;2006 september;4820;30
956;Mannen;55 tot 65 jaar;Autochtoon;5;2007 september;3470;40
957;Mannen;55 tot 65 jaar;Autochtoon;6;2005 september;7280;40
958;Mannen;55 tot 65 jaar;Autochtoon;6;2006 september;6900;70
959;Mannen;55 tot 65 jaar;Autochtoon;6;2007 september;4790;40
960;Mannen;55 tot 65 jaar;Autochtoon;8;2005 september;17150;70
961;Mannen;55 tot 65 jaar;Autochtoon;8;2006 september;14770;80
962;Mannen;55 tot 65 jaar;Autochtoon;8;2007 september;13630;110
963;Mannen;55 tot 65 jaar;Autochtoon;5 jaar of langer;2005 september;124700;6020
964;Mannen;55 tot 65 jaar;Autochtoon;5 jaar of langer;2006 september;125110;6470
965;Mannen;55 tot 65 jaar;Autochtoon;5 jaar of langer;2007 september;126010;6910
966;Mannen;55 tot 65 jaar;Westerse allochtoon;0;2005 september;19520;710
967;Mannen;55 tot 65 jaar;Westerse allochtoon;0;2006 september;18510;750
968;Mannen;55 tot 65 jaar;Westerse allochtoon;0;2007 september;17660;790
969;Mannen;55 tot 65 jaar;Westerse allochtoon;1;2005 september;240;0
970;Mannen;55 tot 65 jaar;Westerse allochtoon;1;2006 september;270;0
971;Mannen;55 tot 65 jaar;Westerse allochtoon;1;2007 september;250;0
972;Mannen;55 tot 65 jaar;Westerse allochtoon;2;2005 september;320;0
973;Mannen;55 tot 65 jaar;Westerse allochtoon;2;2006 september;230;0
974;Mannen;55 tot 65 jaar;Westerse allochtoon;2;2007 september;360;0
975;Mannen;55 tot 65 jaar;Westerse allochtoon;5;2005 september;890;10
976;Mannen;55 tot 65 jaar;Westerse allochtoon;5;2006 september;570;10
977;Mannen;55 tot 65 jaar;Westerse allochtoon;5;2007 september;450;10
978;Mannen;55 tot 65 jaar;Westerse allochtoon;6;2005 september;900;10
979;Mannen;55 tot 65 jaar;Westerse allochtoon;6;2006 september;880;10
980;Mannen;55 tot 65 jaar;Westerse allochtoon;6;2007 september;570;10
981;Mannen;55 tot 65 jaar;Westerse allochtoon;8;2005 september;2080;0
982;Mannen;55 tot 65 jaar;Westerse allochtoon;8;2006 september;1800;10
983;Mannen;55 tot 65 jaar;Westerse allochtoon;8;2007 september;1690;10
984;Mannen;55 tot 65 jaar;Westerse allochtoon;5 jaar of langer;2005 september;15090;690
985;Mannen;55 tot 65 jaar;Westerse allochtoon;5 jaar of langer;2006 september;14770;720
986;Mannen;55 tot 65 jaar;Westerse allochtoon;5 jaar of langer;2007 september;14330;760
987;Mannen;55 tot 65 jaar;Niet-westerse allochtoon;0;2005 september;14010;230
988;Mannen;55 tot 65 jaar;Niet-westerse allochtoon;0;2006 september;13440;240
989;Mannen;55 tot 65 jaar;Niet-westerse allochtoon;0;2007 september;13240;260
990;Mannen;55 tot 65 jaar;Niet-westerse allochtoon;1;2005 september;440;0
991;Mannen;55 tot 65 jaar;Niet-westerse allochtoon;1;2006 september;180;0
992;Mannen;55 tot 65 jaar;Niet-westerse allochtoon;1;2007 september;140;0
993;Mannen;55 tot 65 jaar;Niet-westerse allochtoon;2;2005 september;200;0
994;Mannen;55 tot 65 jaar;Niet-westerse allochtoon;2;2006 september;120;0
995;Mannen;55 tot 65 jaar;Niet-westerse allochtoon;2;2007 september;360;0
996;Mannen;55 tot 65 jaar;Niet-westerse allochtoon;5;2005 september;480;0
997;Mannen;55 tot 65 jaar;Niet-westerse allochtoon;5;2006 september;630;0
998;Mannen;55 tot 65 jaar;Niet-westerse allochtoon;5;2007 september;320;0
999;Mannen;55 tot 65 jaar;Niet-westerse allochtoon;6;2005 september;630;10
1000;Mannen;55 tot 65 jaar;Niet-westerse allochtoon;6;2006 september;500;10
1001;Mannen;55 tot 65 jaar;Niet-westerse allochtoon;6;2007 september;620;0
1002;Mannen;55 tot 65 jaar;Niet-westerse allochtoon;8;2005 september;1060;10
1003;Mannen;55 tot 65 jaar;Niet-westerse allochtoon;8;2006 september;1050;10
1004;Mannen;55 tot 65 jaar;Niet-westerse allochtoon;8;2007 september;1060;10
1005;Mannen;55 tot 65 jaar;Niet-westerse allochtoon;5 jaar of langer;2005 september;11190;210
1006;Mannen;55 tot 65 jaar;Niet-westerse allochtoon;5 jaar of langer;2006 september;10960;230
1007;Mannen;55 tot 65 jaar;Niet-westerse allochtoon;5 jaar of langer;2007 september;10740;240
1008;Vrouwen;Totaal leeftijd;Totaal herkomstgroepering;0;2005 september;312930;60400
1009;Vrouwen;Totaal leeftijd;Totaal herkomstgroepering;0;2006 september;288180;63600
1010;Vrouwen;Totaal leeftijd;Totaal herkomstgroepering;0;2007 september;279610;67970
1011;Vrouwen;Totaal leeftijd;Totaal herkomstgroepering;1;2005 september;14350;2060
1012;Vrouwen;Totaal leeftijd;Totaal herkomstgroepering;1;2006 september;7950;2640
1013;Vrouwen;Totaal leeftijd;Totaal herkomstgroepering;1;2007 september;7340;3400
1014;Vrouwen;Totaal leeftijd;Totaal herkomstgroepering;2;2005 september;9980;2020
1015;Vrouwen;Totaal leeftijd;Totaal herkomstgroepering;2;2006 september;5860;2720
1016;Vrouwen;Totaal leeftijd;Totaal herkomstgroepering;2;2007 september;10030;3020
1017;Vrouwen;Totaal leeftijd;Totaal herkomstgroepering;5;2005 september;22960;3680
1018;Vrouwen;Totaal leeftijd;Totaal herkomstgroepering;5;2006 september;21480;3980
1019;Vrouwen;Totaal leeftijd;Totaal herkomstgroepering;5;2007 september;11910;4980
1020;Vrouwen;Totaal leeftijd;Totaal herkomstgroepering;6;2005 september;22820;3230
1021;Vrouwen;Totaal leeftijd;Totaal herkomstgroepering;6;2006 september;18300;3370
1022;Vrouwen;Totaal leeftijd;Totaal herkomstgroepering;6;2007 september;19270;3780
1023;Vrouwen;Totaal leeftijd;Totaal herkomstgroepering;8;2005 september;51040;5550
1024;Vrouwen;Totaal leeftijd;Totaal herkomstgroepering;8;2006 september;39900;5880
1025;Vrouwen;Totaal leeftijd;Totaal herkomstgroepering;8;2007 september;33100;6260
1026;Vrouwen;Totaal leeftijd;Totaal herkomstgroepering;5 jaar of langer;2005 september;191780;43850
1027;Vrouwen;Totaal leeftijd;Totaal herkomstgroepering;5 jaar of langer;2006 september;194690;45020
1028;Vrouwen;Totaal leeftijd;Totaal herkomstgroepering;5 jaar of langer;2007 september;197960;46540
1029;Vrouwen;Totaal leeftijd;Autochtoon;0;2005 september;250070;51560
1030;Vrouwen;Totaal leeftijd;Autochtoon;0;2006 september;230460;54080
1031;Vrouwen;Totaal leeftijd;Autochtoon;0;2007 september;222620;57470
1032;Vrouwen;Totaal leeftijd;Autochtoon;1;2005 september;10950;1660
1033;Vrouwen;Totaal leeftijd;Autochtoon;1;2006 september;5950;2130
1034;Vrouwen;Totaal leeftijd;Autochtoon;1;2007 september;5340;2690
1035;Vrouwen;Totaal leeftijd;Autochtoon;2;2005 september;7640;1630
1036;Vrouwen;Totaal leeftijd;Autochtoon;2;2006 september;4470;2170
1037;Vrouwen;Totaal leeftijd;Autochtoon;2;2007 september;7210;2410
1038;Vrouwen;Totaal leeftijd;Autochtoon;5;2005 september;17320;2980
1039;Vrouwen;Totaal leeftijd;Autochtoon;5;2006 september;16420;3200
1040;Vrouwen;Totaal leeftijd;Autochtoon;5;2007 september;8960;4000
1041;Vrouwen;Totaal leeftijd;Autochtoon;6;2005 september;17170;2620
1042;Vrouwen;Totaal leeftijd;Autochtoon;6;2006 september;13860;2740
1043;Vrouwen;Totaal leeftijd;Autochtoon;6;2007 september;14760;3060
1044;Vrouwen;Totaal leeftijd;Autochtoon;8;2005 september;40140;4570
1045;Vrouwen;Totaal leeftijd;Autochtoon;8;2006 september;30930;4810
1046;Vrouwen;Totaal leeftijd;Autochtoon;8;2007 september;25330;5090
1047;Vrouwen;Totaal leeftijd;Autochtoon;5 jaar of langer;2005 september;156850;38100
1048;Vrouwen;Totaal leeftijd;Autochtoon;5 jaar of langer;2006 september;158830;39030
1049;Vrouwen;Totaal leeftijd;Autochtoon;5 jaar of langer;2007 september;161020;40230
1050;Vrouwen;Totaal leeftijd;Westerse allochtoon;0;2005 september;31560;4710
1051;Vrouwen;Totaal leeftijd;Westerse allochtoon;0;2006 september;29150;4890
1052;Vrouwen;Totaal leeftijd;Westerse allochtoon;0;2007 september;28120;5180
1053;Vrouwen;Totaal leeftijd;Westerse allochtoon;1;2005 september;1570;150
1054;Vrouwen;Totaal leeftijd;Westerse allochtoon;1;2006 september;780;200
1055;Vrouwen;Totaal leeftijd;Westerse allochtoon;1;2007 september;810;260
1056;Vrouwen;Totaal leeftijd;Westerse allochtoon;2;2005 september;1030;150
1057;Vrouwen;Totaal leeftijd;Westerse allochtoon;2;2006 september;600;190
1058;Vrouwen;Totaal leeftijd;Westerse allochtoon;2;2007 september;1020;230
1059;Vrouwen;Totaal leeftijd;Westerse allochtoon;5;2005 september;2450;270
1060;Vrouwen;Totaal leeftijd;Westerse allochtoon;5;2006 september;2300;290
1061;Vrouwen;Totaal leeftijd;Westerse allochtoon;5;2007 september;1210;360
1062;Vrouwen;Totaal leeftijd;Westerse allochtoon;6;2005 september;2220;250
1063;Vrouwen;Totaal leeftijd;Westerse allochtoon;6;2006 september;1990;250
1064;Vrouwen;Totaal leeftijd;Westerse allochtoon;6;2007 september;2010;270
1065;Vrouwen;Totaal leeftijd;Westerse allochtoon;8;2005 september;5180;390
1066;Vrouwen;Totaal leeftijd;Westerse allochtoon;8;2006 september;4160;420
1067;Vrouwen;Totaal leeftijd;Westerse allochtoon;8;2007 september;3470;450
1068;Vrouwen;Totaal leeftijd;Westerse allochtoon;5 jaar of langer;2005 september;19110;3510
1069;Vrouwen;Totaal leeftijd;Westerse allochtoon;5 jaar of langer;2006 september;19320;3550
1070;Vrouwen;Totaal leeftijd;Westerse allochtoon;5 jaar of langer;2007 september;19600;3620
1071;Vrouwen;Totaal leeftijd;Niet-westerse allochtoon;0;2005 september;31300;4130
1072;Vrouwen;Totaal leeftijd;Niet-westerse allochtoon;0;2006 september;28560;4630
1073;Vrouwen;Totaal leeftijd;Niet-westerse allochtoon;0;2007 september;28870;5320
1074;Vrouwen;Totaal leeftijd;Niet-westerse allochtoon;1;2005 september;1830;250
1075;Vrouwen;Totaal leeftijd;Niet-westerse allochtoon;1;2006 september;1220;320
1076;Vrouwen;Totaal leeftijd;Niet-westerse allochtoon;1;2007 september;1180;450
1077;Vrouwen;Totaal leeftijd;Niet-westerse allochtoon;2;2005 september;1310;240
1078;Vrouwen;Totaal leeftijd;Niet-westerse allochtoon;2;2006 september;790;350
1079;Vrouwen;Totaal leeftijd;Niet-westerse allochtoon;2;2007 september;1810;390
1080;Vrouwen;Totaal leeftijd;Niet-westerse allochtoon;5;2005 september;3190;430
1081;Vrouwen;Totaal leeftijd;Niet-westerse allochtoon;5;2006 september;2760;480
1082;Vrouwen;Totaal leeftijd;Niet-westerse allochtoon;5;2007 september;1740;620
1083;Vrouwen;Totaal leeftijd;Niet-westerse allochtoon;6;2005 september;3420;360
1084;Vrouwen;Totaal leeftijd;Niet-westerse allochtoon;6;2006 september;2450;390
1085;Vrouwen;Totaal leeftijd;Niet-westerse allochtoon;6;2007 september;2500;460
1086;Vrouwen;Totaal leeftijd;Niet-westerse allochtoon;8;2005 september;5730;600
1087;Vrouwen;Totaal leeftijd;Niet-westerse allochtoon;8;2006 september;4800;660
1088;Vrouwen;Totaal leeftijd;Niet-westerse allochtoon;8;2007 september;4300;710
1089;Vrouwen;Totaal leeftijd;Niet-westerse allochtoon;5 jaar of langer;2005 september;15830;2240
1090;Vrouwen;Totaal leeftijd;Niet-westerse allochtoon;5 jaar of langer;2006 september;16540;2440
1091;Vrouwen;Totaal leeftijd;Niet-westerse allochtoon;5 jaar of langer;2007 september;17340;2690
1092;Vrouwen;Jonger dan 25 jaar;Totaal herkomstgroepering;0;2005 september;1470;13640
1093;Vrouwen;Jonger dan 25 jaar;Totaal herkomstgroepering;0;2006 september;890;15350
1094;Vrouwen;Jonger dan 25 jaar;Totaal herkomstgroepering;0;2007 september;700;17640
1095;Vrouwen;Jonger dan 25 jaar;Totaal herkomstgroepering;1;2005 september;90;1650
1096;Vrouwen;Jonger dan 25 jaar;Totaal herkomstgroepering;1;2006 september;180;2070
1097;Vrouwen;Jonger dan 25 jaar;Totaal herkomstgroepering;1;2007 september;150;2580
1098;Vrouwen;Jonger dan 25 jaar;Totaal herkomstgroepering;2;2005 september;280;1600
1099;Vrouwen;Jonger dan 25 jaar;Totaal herkomstgroepering;2;2006 september;90;2140
1100;Vrouwen;Jonger dan 25 jaar;Totaal herkomstgroepering;2;2007 september;110;2280
1101;Vrouwen;Jonger dan 25 jaar;Totaal herkomstgroepering;5;2005 september;520;2730
1102;Vrouwen;Jonger dan 25 jaar;Totaal herkomstgroepering;5;2006 september;200;3060
1103;Vrouwen;Jonger dan 25 jaar;Totaal herkomstgroepering;5;2007 september;140;3800
1104;Vrouwen;Jonger dan 25 jaar;Totaal herkomstgroepering;6;2005 september;290;2270
1105;Vrouwen;Jonger dan 25 jaar;Totaal herkomstgroepering;6;2006 september;220;2350
1106;Vrouwen;Jonger dan 25 jaar;Totaal herkomstgroepering;6;2007 september;110;2820
1107;Vrouwen;Jonger dan 25 jaar;Totaal herkomstgroepering;8;2005 september;240;3340
1108;Vrouwen;Jonger dan 25 jaar;Totaal herkomstgroepering;8;2006 september;180;3650
1109;Vrouwen;Jonger dan 25 jaar;Totaal herkomstgroepering;8;2007 september;160;3930
1110;Vrouwen;Jonger dan 25 jaar;Totaal herkomstgroepering;5 jaar of langer;2005 september;30;2050
1111;Vrouwen;Jonger dan 25 jaar;Totaal herkomstgroepering;5 jaar of langer;2006 september;30;2070
1112;Vrouwen;Jonger dan 25 jaar;Totaal herkomstgroepering;5 jaar of langer;2007 september;30;2240
1113;Vrouwen;Jonger dan 25 jaar;Autochtoon;0;2005 september;1130;11060
1114;Vrouwen;Jonger dan 25 jaar;Autochtoon;0;2006 september;710;12410
1115;Vrouwen;Jonger dan 25 jaar;Autochtoon;0;2007 september;570;14180
1116;Vrouwen;Jonger dan 25 jaar;Autochtoon;1;2005 september;60;1320
1117;Vrouwen;Jonger dan 25 jaar;Autochtoon;1;2006 september;150;1660
1118;Vrouwen;Jonger dan 25 jaar;Autochtoon;1;2007 september;110;2040
1119;Vrouwen;Jonger dan 25 jaar;Autochtoon;2;2005 september;210;1290
1120;Vrouwen;Jonger dan 25 jaar;Autochtoon;2;2006 september;70;1720
1121;Vrouwen;Jonger dan 25 jaar;Autochtoon;2;2007 september;100;1800
1122;Vrouwen;Jonger dan 25 jaar;Autochtoon;5;2005 september;400;2190
1123;Vrouwen;Jonger dan 25 jaar;Autochtoon;5;2006 september;150;2460
1124;Vrouwen;Jonger dan 25 jaar;Autochtoon;5;2007 september;120;3050
1125;Vrouwen;Jonger dan 25 jaar;Autochtoon;6;2005 september;230;1830
1126;Vrouwen;Jonger dan 25 jaar;Autochtoon;6;2006 september;160;1890
1127;Vrouwen;Jonger dan 25 jaar;Autochtoon;6;2007 september;90;2260
1128;Vrouwen;Jonger dan 25 jaar;Autochtoon;8;2005 september;200;2740
1129;Vrouwen;Jonger dan 25 jaar;Autochtoon;8;2006 september;140;2980
1130;Vrouwen;Jonger dan 25 jaar;Autochtoon;8;2007 september;140;3190
1131;Vrouwen;Jonger dan 25 jaar;Autochtoon;5 jaar of langer;2005 september;30;1690
1132;Vrouwen;Jonger dan 25 jaar;Autochtoon;5 jaar of langer;2006 september;20;1710
1133;Vrouwen;Jonger dan 25 jaar;Autochtoon;5 jaar of langer;2007 september;20;1840
1134;Vrouwen;Jonger dan 25 jaar;Westerse allochtoon;0;2005 september;100;870
1135;Vrouwen;Jonger dan 25 jaar;Westerse allochtoon;0;2006 september;60;980
1136;Vrouwen;Jonger dan 25 jaar;Westerse allochtoon;0;2007 september;40;1120
1137;Vrouwen;Jonger dan 25 jaar;Westerse allochtoon;1;2005 september;10;110
1138;Vrouwen;Jonger dan 25 jaar;Westerse allochtoon;1;2006 september;10;150
1139;Vrouwen;Jonger dan 25 jaar;Westerse allochtoon;1;2007 september;10;170
1140;Vrouwen;Jonger dan 25 jaar;Westerse allochtoon;2;2005 september;20;100
1141;Vrouwen;Jonger dan 25 jaar;Westerse allochtoon;2;2006 september;10;140
1142;Vrouwen;Jonger dan 25 jaar;Westerse allochtoon;2;2007 september;10;160
1143;Vrouwen;Jonger dan 25 jaar;Westerse allochtoon;5;2005 september;40;180
1144;Vrouwen;Jonger dan 25 jaar;Westerse allochtoon;5;2006 september;10;190
1145;Vrouwen;Jonger dan 25 jaar;Westerse allochtoon;5;2007 september;10;260
1146;Vrouwen;Jonger dan 25 jaar;Westerse allochtoon;6;2005 september;20;160
1147;Vrouwen;Jonger dan 25 jaar;Westerse allochtoon;6;2006 september;20;150
1148;Vrouwen;Jonger dan 25 jaar;Westerse allochtoon;6;2007 september;10;170
1149;Vrouwen;Jonger dan 25 jaar;Westerse allochtoon;8;2005 september;10;200
1150;Vrouwen;Jonger dan 25 jaar;Westerse allochtoon;8;2006 september;10;230
1151;Vrouwen;Jonger dan 25 jaar;Westerse allochtoon;8;2007 september;10;240
1152;Vrouwen;Jonger dan 25 jaar;Westerse allochtoon;5 jaar of langer;2005 september;0;120
1153;Vrouwen;Jonger dan 25 jaar;Westerse allochtoon;5 jaar of langer;2006 september;0;120
1154;Vrouwen;Jonger dan 25 jaar;Westerse allochtoon;5 jaar of langer;2007 september;0;120
1155;Vrouwen;Jonger dan 25 jaar;Niet-westerse allochtoon;0;2005 september;240;1710
1156;Vrouwen;Jonger dan 25 jaar;Niet-westerse allochtoon;0;2006 september;130;1960
1157;Vrouwen;Jonger dan 25 jaar;Niet-westerse allochtoon;0;2007 september;90;2340
1158;Vrouwen;Jonger dan 25 jaar;Niet-westerse allochtoon;1;2005 september;20;220
1159;Vrouwen;Jonger dan 25 jaar;Niet-westerse allochtoon;1;2006 september;20;260
1160;Vrouwen;Jonger dan 25 jaar;Niet-westerse allochtoon;1;2007 september;30;370
1161;Vrouwen;Jonger dan 25 jaar;Niet-westerse allochtoon;2;2005 september;50;210
1162;Vrouwen;Jonger dan 25 jaar;Niet-westerse allochtoon;2;2006 september;10;290
1163;Vrouwen;Jonger dan 25 jaar;Niet-westerse allochtoon;2;2007 september;10;320
1164;Vrouwen;Jonger dan 25 jaar;Niet-westerse allochtoon;5;2005 september;80;370
1165;Vrouwen;Jonger dan 25 jaar;Niet-westerse allochtoon;5;2006 september;40;410
1166;Vrouwen;Jonger dan 25 jaar;Niet-westerse allochtoon;5;2007 september;10;500
1167;Vrouwen;Jonger dan 25 jaar;Niet-westerse allochtoon;6;2005 september;50;280
1168;Vrouwen;Jonger dan 25 jaar;Niet-westerse allochtoon;6;2006 september;40;310
1169;Vrouwen;Jonger dan 25 jaar;Niet-westerse allochtoon;6;2007 september;20;380
1170;Vrouwen;Jonger dan 25 jaar;Niet-westerse allochtoon;8;2005 september;30;400
1171;Vrouwen;Jonger dan 25 jaar;Niet-westerse allochtoon;8;2006 september;20;440
1172;Vrouwen;Jonger dan 25 jaar;Niet-westerse allochtoon;8;2007 september;10;510
1173;Vrouwen;Jonger dan 25 jaar;Niet-westerse allochtoon;5 jaar of langer;2005 september;0;240
1174;Vrouwen;Jonger dan 25 jaar;Niet-westerse allochtoon;5 jaar of langer;2006 september;0;240
1175;Vrouwen;Jonger dan 25 jaar;Niet-westerse allochtoon;5 jaar of langer;2007 september;10;270
1176;Vrouwen;25 tot 35 jaar;Totaal herkomstgroepering;0;2005 september;25200;15680
1177;Vrouwen;25 tot 35 jaar;Totaal herkomstgroepering;0;2006 september;18290;16130
1178;Vrouwen;25 tot 35 jaar;Totaal herkomstgroepering;0;2007 september;16160;16940
1179;Vrouwen;25 tot 35 jaar;Totaal herkomstgroepering;1;2005 september;1050;250
1180;Vrouwen;25 tot 35 jaar;Totaal herkomstgroepering;1;2006 september;1400;360
1181;Vrouwen;25 tot 35 jaar;Totaal herkomstgroepering;1;2007 september;1360;490
1182;Vrouwen;25 tot 35 jaar;Totaal herkomstgroepering;2;2005 september;1830;280
1183;Vrouwen;25 tot 35 jaar;Totaal herkomstgroepering;2;2006 september;1000;390
1184;Vrouwen;25 tot 35 jaar;Totaal herkomstgroepering;2;2007 september;1470;470
1185;Vrouwen;25 tot 35 jaar;Totaal herkomstgroepering;5;2005 september;3960;570
1186;Vrouwen;25 tot 35 jaar;Totaal herkomstgroepering;5;2006 september;2090;580
1187;Vrouwen;25 tot 35 jaar;Totaal herkomstgroepering;5;2007 september;1800;790
1188;Vrouwen;25 tot 35 jaar;Totaal herkomstgroepering;6;2005 september;3690;610
1189;Vrouwen;25 tot 35 jaar;Totaal herkomstgroepering;6;2006 september;2490;640
1190;Vrouwen;25 tot 35 jaar;Totaal herkomstgroepering;6;2007 september;1570;620
1191;Vrouwen;25 tot 35 jaar;Totaal herkomstgroepering;8;2005 september;6270;1570
1192;Vrouwen;25 tot 35 jaar;Totaal herkomstgroepering;8;2006 september;4520;1500
1193;Vrouwen;25 tot 35 jaar;Totaal herkomstgroepering;8;2007 september;3650;1520
1194;Vrouwen;25 tot 35 jaar;Totaal herkomstgroepering;5 jaar of langer;2005 september;8400;12400
1195;Vrouwen;25 tot 35 jaar;Totaal herkomstgroepering;5 jaar of langer;2006 september;6790;12660
1196;Vrouwen;25 tot 35 jaar;Totaal herkomstgroepering;5 jaar of langer;2007 september;6320;13040
1197;Vrouwen;25 tot 35 jaar;Autochtoon;0;2005 september;18490;13140
1198;Vrouwen;25 tot 35 jaar;Autochtoon;0;2006 september;13370;13410
