ID;Achtergrondkenmerken;Perioden;TotaalAantalVakanties_1;GemiddeldeVakantieduur_2;Belgie_3;Frankrijk_4;Spanje_5;Oostenrijk_6;GrootBrittannie_7;Duitsland_8;Italie_9;Griekenland_10;Turkije_11;OverigeLanden_12;TotaalSeizoenrecreatieveLogiesvormen_13;TotaalToeristischeLogiesvormen_14;WoningVanFamilieVriendenOfKennissen_15;WoningVanAndereParticulier_16;HotelMotel_17;Appartement_18;ZomerhuisjeVakantiebungalow_19;TentBungalowtent_20;CaravanVouwwagenCamper_21;OverigeToeristischeLogiesvormen_22;GeboektBijEenReisbureau_23;GeboektBijEenBankBoekingscentraleEd_24;RechtstreeksBijEenReisorganisatie_25;LogiesGereserveerd_26;LogiesNietVoorafGeboekt_27;Auto_28;TreinAutoslaaptrein_29;Touringcar_30;Vliegtuig_31;OverigeVervoermiddelen_32;TotaalGemUitgavenPerVakantieganger_33;MetEigenVervoer_34;MetOverigVervoer_35
10;Totaal achtergrondkenmerken;2010;14806.0;12.9;829.0;2322.0;1498.0;1130.0;477.0;2101.0;914.0;613.0;800.0;4122.0;786.0;14020.0;1228.0;767.0;5187.0;1886.0;1573.0;873.0;1707.0;800.0;6009.0;1600.0;1425.0;3221.0;2551.0;7789.0;360.0;618.0;5693.0;346.0;768.0;496.0;1071.0
11;Totaal achtergrondkenmerken;2011;14858.0;12.9;863.0;2452.0;1648.0;1153.0;489.0;2074.0;910.0;588.0;806.0;3876.0;757.0;14102.0;1078.0;673.0;5242.0;1927.0;1911.0;819.0;1744.0;708.0;5919.0;2780.0;1307.0;2883.0;1969.0;7527.0;389.0;593.0;5957.0;393.0;782.0;502.0;1063.0
12;Totaal achtergrondkenmerken;2012;14844.0;13.0;774.0;2266.0;1679.0;1195.0;465.0;2082.0;936.0;637.0;791.0;4018.0;802.0;14041.0;1011.0;828.0;5208.0;1988.0;1841.0;706.0;1627.0;833.0;5750.0;2979.0;1085.0;2899.0;2130.0;7676.0;291.0;497.0;6054.0;326.0;807.0;514.0;1113.0
13;Totaal achtergrondkenmerken;2013;14448.0;13.0;787.0;2239.0;1629.0;1136.0;524.0;1903.0;1035.0;580.0;819.0;3796.0;816.0;13631.0;935.0;890.0;4932.0;1797.0;1722.0;787.0;1776.0;794.0;5460.0;2740.0;1093.0;2940.0;2214.0;7493.0;295.0;480.0;5826.0;354.0;810.0;528.0;1111.0
14;Totaal achtergrondkenmerken;2014;14422.0;12.9;646.0;2105.0;1720.0;1085.0;520.0;2106.0;981.0;719.0;761.0;3779.0;763.0;13660.0;832.0;936.0;5033.0;1943.0;1687.0;784.0;1693.0;753.0;5505.0;2952.0;1148.0;2712.0;2105.0;7130.0;279.0;461.0;6208.0;345.0;814.0;529.0;1087.0
15;Totaal achtergrondkenmerken;2015;14392.0;13.0;582.0;2189.0;1854.0;1091.0;520.0;1963.0;958.0;691.0;689.0;3854.0;705.0;13687.0;913.0;993.0;5275.0;1785.0;1622.0;719.0;1618.0;761.0;5693.0;3292.0;1009.0;2391.0;2008.0;7091.0;278.0;479.0;6251.0;294.0;840.0;550.0;1115.0
16;Totaal achtergrondkenmerken;2016;14335.0;13.0;613.0;2155.0;2055.0;1064.0;497.0;2075.0;1069.0;507.0;483.0;3818.0;804.0;13531.0;996.0;1035.0;5009.0;1548.0;1839.0;744.0;1650.0;710.0;5572.0;3198.0;989.0;2568.0;2008.0;7427.0;197.0;444.0;5974.0;293.0;819.0;528.0;1125.0
17;Mannen;2000;5517.0;14.0;392.0;1146.0;611.0;478.0;135.0;558.0;269.0;225.0;181.0;1522.0;273.0;5242.0;;;1708.0;1060.0;679.0;593.0;777.0;197.0;2272.0;;539.0;;1105.0;3140.0;158.0;417.0;1687.0;113.0;670.0;453.0;967.0
18;Mannen;2001;5894.0;13.8;393.0;1176.0;742.0;464.0;;642.0;316.0;246.0;227.0;;338.0;5555.0;;;1909.0;1004.0;892.0;537.0;699.0;200.0;2362.0;;738.0;;1162.0;3307.0;123.0;535.0;1842.0;87.0;677.0;449.0;972.0
19;Mannen;2002;6767.0;12.9;498.0;1399.0;775.0;554.0;263.0;775.0;351.0;262.0;284.0;1607.0;381.0;6386.0;721.0;256.0;1764.0;921.0;850.0;740.0;750.0;385.0;2568.0;712.0;493.0;;;4036.0;169.0;415.0;1918.0;230.0;667.0;469.0;958.0
20;Mannen;2003;6527.0;12.9;516.0;1186.0;789.0;529.0;208.0;721.0;350.0;246.0;381.0;1601.0;291.0;6236.0;581.0;273.0;1949.0;997.0;826.0;520.0;692.0;399.0;2659.0;738.0;510.0;1034.0;1586.0;3774.0;149.0;344.0;2117.0;143.0;702.0;490.0;987.0
21;Mannen;2004;6946.0;13.3;527.0;1188.0;767.0;555.0;248.0;780.0;367.0;259.0;392.0;1864.0;284.0;6662.0;607.0;276.0;2230.0;950.0;861.0;591.0;736.0;412.0;2860.0;690.0;555.0;1376.0;1466.0;3910.0;153.0;257.0;2444.0;182.0;709.0;482.0;1003.0
22;Mannen;2005;6884.0;12.9;450.0;1144.0;842.0;530.0;139.0;819.0;344.0;226.0;422.0;1968.0;248.0;6636.0;639.0;331.0;2313.0;954.0;831.0;481.0;758.0;329.0;2960.0;580.0;506.0;1395.0;1443.0;3777.0;164.0;313.0;2486.0;144.0;698.0;479.0;965.0
23;Mannen;2006;6742.0;12.8;425.0;1213.0;762.0;548.0;168.0;781.0;377.0;269.0;303.0;1892.0;286.0;6456.0;587.0;322.0;2231.0;918.0;780.0;437.0;805.0;377.0;2888.0;429.0;571.0;1393.0;1460.0;3705.0;149.0;342.0;2400.0;146.0;736.0;487.0;1040.0
24;Mannen;2007;7091.0;13.1;516.0;1208.0;805.0;591.0;161.0;791.0;431.0;312.0;330.0;1947.0;368.0;6723.0;611.0;318.0;2325.0;955.0;853.0;502.0;810.0;349.0;3152.0;492.0;599.0;1355.0;1494.0;3795.0;173.0;366.0;2600.0;158.0;744.0;491.0;1036.0
25;Mannen;2008;7448.0;13.0;503.0;1234.0;871.0;531.0;161.0;858.0;483.0;340.0;404.0;2062.0;310.0;7138.0;612.0;339.0;2760.0;851.0;902.0;431.0;857.0;386.0;3426.0;660.0;662.0;1422.0;1278.0;3705.0;205.0;416.0;2981.0;141.0;791.0;518.0;1061.0
26;Mannen;2009;7414.0;12.9;426.0;1177.0;747.0;599.0;227.0;972.0;482.0;288.0;350.0;2147.0;418.0;6996.0;541.0;360.0;2608.0;990.0;864.0;416.0;868.0;350.0;3187.0;743.0;712.0;1606.0;1167.0;3898.0;153.0;321.0;2848.0;194.0;803.0;518.0;1119.0
27;Mannen;2010;7525.0;13.0;368.0;1254.0;733.0;541.0;213.0;1104.0;432.0;277.0;440.0;2162.0;419.0;7106.0;611.0;393.0;2603.0;985.0;746.0;498.0;883.0;388.0;2937.0;857.0;756.0;1700.0;1275.0;4021.0;190.0;254.0;2868.0;191.0;800.0;507.0;1137.0
28;Mannen;2011;7661.0;13.0;412.0;1317.0;858.0;654.0;209.0;1075.0;440.0;307.0;390.0;1999.0;476.0;7185.0;543.0;362.0;2618.0;1006.0;989.0;431.0;862.0;374.0;2943.0;1478.0;682.0;1579.0;979.0;3959.0;180.0;268.0;3021.0;232.0;786.0;506.0;1080.0
29;Mannen;2012;7624.0;13.1;413.0;1048.0;869.0;706.0;240.0;1143.0;459.0;298.0;369.0;2078.0;504.0;7120.0;475.0;424.0;2599.0;1031.0;997.0;364.0;813.0;418.0;2809.0;1545.0;572.0;1638.0;1060.0;4094.0;134.0;231.0;3012.0;153.0;815.0;533.0;1135.0
30;Mannen;2013;7334.0;13.0;407.0;1134.0;763.0;668.0;251.0;954.0;530.0;259.0;397.0;1968.0;497.0;6837.0;456.0;449.0;2431.0;907.0;898.0;402.0;862.0;431.0;2660.0;1362.0;582.0;1644.0;1086.0;3863.0;154.0;228.0;2908.0;181.0;819.0;539.0;1130.0
31;Mannen;2014;7384.0;13.0;330.0;1083.0;854.0;582.0;256.0;1184.0;498.0;314.0;370.0;1913.0;511.0;6873.0;380.0;479.0;2506.0;971.0;878.0;418.0;864.0;377.0;2680.0;1564.0;540.0;1556.0;1044.0;3825.0;171.0;242.0;2991.0;156.0;815.0;538.0;1105.0
32;Mannen;2015;7091.0;13.1;270.0;1050.0;899.0;599.0;216.0;1096.0;446.0;309.0;267.0;1938.0;443.0;6649.0;388.0;472.0;2501.0;848.0;874.0;366.0;848.0;353.0;2575.0;1706.0;491.0;1326.0;992.0;3766.0;93.0;208.0;2899.0;125.0;842.0;544.0;1173.0
33;Mannen;2016;7172.0;13.0;335.0;1023.0;996.0;604.0;212.0;1114.0;524.0;257.0;239.0;1868.0;479.0;6693.0;448.0;526.0;2406.0;825.0;972.0;397.0;803.0;315.0;2663.0;1658.0;465.0;1440.0;945.0;3935.0;111.0;201.0;2780.0;146.0;811.0;528.0;1145.0
34;Vrouwen;2000;5991.0;13.1;327.0;1080.0;806.0;420.0;212.0;700.0;340.0;357.0;194.0;1555.0;210.0;5780.0;;;2180.0;1160.0;814.0;535.0;674.0;185.0;2787.0;;662.0;;970.0;2974.0;122.0;622.0;2156.0;117.0;679.0;430.0;923.0
35;Vrouwen;2001;5892.0;13.0;358.0;994.0;868.0;531.0;;591.0;332.0;324.0;294.0;;158.0;5734.0;;;2180.0;1179.0;865.0;465.0;665.0;175.0;2684.0;;685.0;;902.0;2823.0;193.0;600.0;2151.0;125.0;697.0;443.0;930.0
36;Vrouwen;2002;6406.0;13.1;467.0;1248.0;867.0;477.0;194.0;732.0;414.0;299.0;329.0;1379.0;219.0;6187.0;554.0;294.0;1825.0;1014.0;883.0;527.0;767.0;323.0;2752.0;697.0;380.0;;;3582.0;183.0;424.0;2008.0;210.0;679.0;473.0;942.0
37;Vrouwen;2003;6480.0;13.0;524.0;1129.0;811.0;550.0;190.0;767.0;366.0;280.0;326.0;1536.0;175.0;6305.0;506.0;327.0;1954.0;1094.0;785.0;521.0;756.0;361.0;2802.0;860.0;453.0;994.0;1371.0;3479.0;159.0;500.0;2173.0;169.0;685.0;461.0;937.0
38;Vrouwen;2004;6664.0;12.8;527.0;1095.0;710.0;504.0;183.0;884.0;330.0;259.0;427.0;1746.0;151.0;6513.0;602.0;237.0;2254.0;1036.0;780.0;450.0;775.0;378.0;3034.0;601.0;447.0;1185.0;1398.0;3533.0;198.0;475.0;2324.0;133.0;666.0;462.0;896.0
39;Vrouwen;2005;6910.0;13.0;533.0;1025.0;732.0;465.0;248.0;790.0;354.0;316.0;543.0;1903.0;205.0;6705.0;580.0;295.0;2528.0;932.0;782.0;407.0;838.0;343.0;3232.0;549.0;475.0;1260.0;1396.0;3503.0;177.0;414.0;2625.0;190.0;690.0;468.0;918.0
40;Vrouwen;2006;6781.0;12.7;471.0;980.0;692.0;575.0;198.0;853.0;447.0;373.0;331.0;1861.0;276.0;6505.0;525.0;289.0;2451.0;975.0;789.0;433.0;737.0;305.0;3088.0;436.0;454.0;1403.0;1400.0;3590.0;134.0;357.0;2536.0;164.0;702.0;472.0;961.0
41;Vrouwen;2007;6802.0;12.9;408.0;886.0;708.0;537.0;196.0;947.0;453.0;420.0;310.0;1937.0;233.0;6570.0;551.0;317.0;2521.0;855.0;788.0;431.0;732.0;374.0;3149.0;517.0;512.0;1335.0;1288.0;3448.0;148.0;412.0;2657.0;137.0;741.0;485.0;1004.0
42;Vrouwen;2008;7646.0;13.0;465.0;1138.0;861.0;538.0;204.0;1020.0;464.0;390.0;355.0;2212.0;386.0;7260.0;660.0;399.0;2629.0;1089.0;841.0;421.0;854.0;367.0;3352.0;682.0;574.0;1680.0;1358.0;3966.0;224.0;392.0;2918.0;145.0;771.0;505.0;1058.0
43;Vrouwen;2009;7178.0;13.0;462.0;1113.0;709.0;582.0;206.0;1089.0;437.0;337.0;321.0;1923.0;407.0;6771.0;573.0;359.0;2300.0;1022.0;827.0;404.0;882.0;403.0;3081.0;694.0;587.0;1620.0;1197.0;3893.0;199.0;377.0;2588.0;121.0;761.0;504.0;1066.0
44;Vrouwen;2010;7281.0;12.7;462.0;1067.0;765.0;589.0;265.0;996.0;482.0;336.0;360.0;1960.0;368.0;6914.0;617.0;374.0;2584.0;902.0;827.0;375.0;824.0;412.0;3073.0;743.0;669.0;1521.0;1276.0;3769.0;170.0;363.0;2825.0;155.0;735.0;483.0;1006.0
45;Vrouwen;2011;7197.0;12.7;451.0;1135.0;790.0;499.0;279.0;1000.0;470.0;280.0;416.0;1876.0;280.0;6917.0;535.0;312.0;2624.0;921.0;922.0;388.0;882.0;334.0;2976.0;1302.0;625.0;1304.0;989.0;3568.0;209.0;324.0;2936.0;160.0;777.0;498.0;1046.0
46;Vrouwen;2012;7220.0;12.9;361.0;1218.0;811.0;489.0;225.0;939.0;476.0;339.0;422.0;1939.0;298.0;6921.0;536.0;404.0;2609.0;957.0;844.0;342.0;813.0;415.0;2941.0;1434.0;513.0;1261.0;1070.0;3582.0;157.0;266.0;3042.0;174.0;799.0;493.0;1092.0
47;Vrouwen;2013;7114.0;13.1;380.0;1105.0;867.0;468.0;272.0;949.0;504.0;320.0;422.0;1827.0;319.0;6794.0;478.0;441.0;2500.0;890.0;823.0;385.0;914.0;363.0;2800.0;1378.0;512.0;1296.0;1128.0;3630.0;141.0;252.0;2919.0;173.0;800.0;517.0;1093.0
48;Vrouwen;2014;7038.0;12.8;316.0;1022.0;866.0;503.0;265.0;921.0;483.0;405.0;392.0;1866.0;252.0;6787.0;452.0;457.0;2527.0;972.0;809.0;366.0;828.0;376.0;2825.0;1388.0;608.0;1156.0;1061.0;3305.0;107.0;220.0;3217.0;189.0;813.0;518.0;1070.0
49;Vrouwen;2015;7301.0;12.9;312.0;1139.0;955.0;492.0;304.0;867.0;512.0;382.0;422.0;1916.0;263.0;7038.0;525.0;521.0;2775.0;937.0;749.0;353.0;770.0;409.0;3118.0;1586.0;517.0;1064.0;1016.0;3325.0;185.0;271.0;3352.0;169.0;837.0;557.0;1066.0
50;Vrouwen;2016;7163.0;13.0;278.0;1132.0;1059.0;460.0;285.0;961.0;545.0;250.0;244.0;1950.0;325.0;6838.0;547.0;508.0;2603.0;723.0;867.0;347.0;847.0;396.0;2909.0;1540.0;524.0;1127.0;1063.0;3492.0;87.0;243.0;3194.0;147.0;828.0;527.0;1107.0
51;0 tot 6 jarigen;2000;685.0;14.0;44.0;261.0;99.0;46.0;13.0;64.0;42.0;17.0;30.0;69.0;21.0;664.0;;;84.0;83.0;199.0;103.0;141.0;27.0;295.0;;109.0;;91.0;470.0;0.0;24.0;171.0;21.0;483.0;371.0;
52;0 tot 6 jarigen;2001;667.0;14.5;66.0;180.0;86.0;42.0;;80.0;76.0;28.0;4.0;;16.0;651.0;;;48.0;121.0;176.0;108.0;133.0;23.0;201.0;;62.0;;113.0;527.0;3.0;8.0;129.0;0.0;440.0;371.0;
53;0 tot 6 jarigen;2002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
54;0 tot 6 jarigen;2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55;0 tot 6 jarigen;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
56;0 tot 6 jarigen;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
57;0 tot 6 jarigen;2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
58;0 tot 6 jarigen;2007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
59;0 tot 6 jarigen;2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60;0 tot 6 jarigen;2009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
61;0 tot 6 jarigen;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62;0 tot 6 jarigen;2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;0 tot 6 jarigen;2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
64;0 tot 6 jarigen;2013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
65;0 tot 6 jarigen;2014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
66;0 tot 6 jarigen;2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
67;0 tot 6 jarigen;2016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
68;6 tot 15 jarigen;2000;1040.0;14.3;111.0;248.0;120.0;115.0;42.0;104.0;48.0;15.0;11.0;226.0;9.0;1031.0;;;139.0;174.0;221.0;133.0;270.0;43.0;393.0;;118.0;;156.0;780.0;21.0;94.0;127.0;18.0;437.0;350.0;695.0
69;6 tot 15 jarigen;2001;1167.0;14.1;94.0;269.0;141.0;130.0;;156.0;55.0;15.0;36.0;;29.0;1139.0;;;200.0;195.0;274.0;124.0;294.0;17.0;354.0;;146.0;;182.0;864.0;23.0;74.0;185.0;22.0;466.0;373.0;731.0
70;6 tot 15 jarigen;2002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
71;6 tot 15 jarigen;2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
72;6 tot 15 jarigen;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
73;6 tot 15 jarigen;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
74;6 tot 15 jarigen;2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75;6 tot 15 jarigen;2007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
76;6 tot 15 jarigen;2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
77;6 tot 15 jarigen;2009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
78;6 tot 15 jarigen;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
79;6 tot 15 jarigen;2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
80;6 tot 15 jarigen;2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
81;6 tot 15 jarigen;2013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
82;6 tot 15 jarigen;2014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
83;6 tot 15 jarigen;2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
84;6 tot 15 jarigen;2016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
85;15 tot 19 jarigen;2000;465.0;13.8;35.0;111.0;53.0;59.0;14.0;7.0;34.0;25.0;22.0;105.0;21.0;445.0;;;100.0;61.0;70.0;76.0;96.0;31.0;214.0;;18.0;;68.0;240.0;7.0;90.0;122.0;6.0;513.0;;
86;15 tot 19 jarigen;2001;502.0;13.8;32.0;163.0;93.0;26.0;;40.0;16.0;16.0;34.0;;40.0;461.0;;;126.0;80.0;43.0;103.0;82.0;9.0;207.0;;28.0;;117.0;289.0;3.0;94.0;107.0;10.0;514.0;344.0;
87;15 tot 19 jarigen;2002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88;15 tot 19 jarigen;2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
89;15 tot 19 jarigen;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
90;15 tot 19 jarigen;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
91;15 tot 19 jarigen;2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
92;15 tot 19 jarigen;2007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93;15 tot 19 jarigen;2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
94;15 tot 19 jarigen;2009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
95;15 tot 19 jarigen;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
96;15 tot 19 jarigen;2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
97;15 tot 19 jarigen;2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
98;15 tot 19 jarigen;2013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
99;15 tot 19 jarigen;2014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
100;15 tot 19 jarigen;2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
101;15 tot 19 jarigen;2016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
102;19 tot 25 jarigen;2000;886.0;13.4;44.0;158.0;124.0;20.0;17.0;77.0;59.0;95.0;33.0;259.0;48.0;839.0;;;299.0;270.0;45.0;132.0;16.0;25.0;471.0;;62.0;;162.0;349.0;40.0;78.0;411.0;9.0;845.0;522.0;1054.0
103;19 tot 25 jarigen;2001;829.0;11.6;58.0;127.0;152.0;62.0;;23.0;46.0;79.0;82.0;;46.0;784.0;;;317.0;234.0;105.0;83.0;9.0;18.0;474.0;;101.0;;116.0;282.0;16.0;135.0;362.0;35.0;690.0;449.0;804.0
104;19 tot 25 jarigen;2002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
105;19 tot 25 jarigen;2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
106;19 tot 25 jarigen;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
107;19 tot 25 jarigen;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
108;19 tot 25 jarigen;2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
109;19 tot 25 jarigen;2007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
110;19 tot 25 jarigen;2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
111;19 tot 25 jarigen;2009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
112;19 tot 25 jarigen;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
113;19 tot 25 jarigen;2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
114;19 tot 25 jarigen;2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
115;19 tot 25 jarigen;2013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
116;19 tot 25 jarigen;2014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
117;19 tot 25 jarigen;2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
118;19 tot 25 jarigen;2016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
119;25 tot 30 jarigen;2000;1066.0;12.7;49.0;187.0;93.0;74.0;35.0;49.0;42.0;86.0;32.0;419.0;3.0;1063.0;;;453.0;235.0;116.0;154.0;46.0;12.0;566.0;;103.0;;156.0;422.0;29.0;41.0;563.0;11.0;909.0;502.0;1168.0
120;25 tot 30 jarigen;2001;1035.0;12.3;59.0;162.0;121.0;102.0;;29.0;43.0;56.0;50.0;;0.0;1035.0;;;402.0;267.0;133.0;97.0;36.0;32.0;582.0;;102.0;;135.0;356.0;66.0;49.0;564.0;0.0;864.0;516.0;1044.0
