ID;Wegvoertuigen;BrandstofsoortVoertuig;Perioden;TotaalVerkochteWegvoertuigen_1;NieuwVerkochteWegvoertuigen_2;TweedehandsVerkochteWegvoertuigen_3
7824;Bestelauto;Lpg;2011 juni;637;45;592
7825;Bestelauto;Lpg;2011 2e kwartaal;1777;111;1666
7826;Bestelauto;Lpg;2011 juli;574;40;534
7827;Bestelauto;Lpg;2011 augustus;575;42;533
7828;Bestelauto;Lpg;2011 september;608;41;567
7829;Bestelauto;Lpg;2011 3e kwartaal;1757;123;1634
7830;Bestelauto;Lpg;2011 oktober;620;50;570
7831;Bestelauto;Lpg;2011 november;561;38;523
7832;Bestelauto;Lpg;2011 december;554;26;528
7833;Bestelauto;Lpg;2011 4e kwartaal;1735;114;1621
7834;Bestelauto;Lpg;2011;7107;486;6621
7835;Bestelauto;Lpg;2012 januari;607;62;545
7836;Bestelauto;Lpg;2012 februari;505;57;448
7837;Bestelauto;Lpg;2012 maart;592;42;550
7838;Bestelauto;Lpg;2012 1e kwartaal;1704;161;1543
7839;Bestelauto;Lpg;2012 april;479;30;449
7840;Bestelauto;Lpg;2012 mei;500;38;462
7841;Bestelauto;Lpg;2012 juni;584;88;496
7842;Bestelauto;Lpg;2012 2e kwartaal;1563;156;1407
7843;Bestelauto;Lpg;2012 juli;598;89;509
7844;Bestelauto;Lpg;2012 augustus;520;35;485
7845;Bestelauto;Lpg;2012 september;540;48;492
7846;Bestelauto;Lpg;2012 3e kwartaal;1658;172;1486
7847;Bestelauto;Lpg;2012 oktober;521;28;493
7848;Bestelauto;Lpg;2012 november;525;40;485
7849;Bestelauto;Lpg;2012 december;448;19;429
7850;Bestelauto;Lpg;2012 4e kwartaal;1494;87;1407
7851;Bestelauto;Lpg;2012;6419;576;5843
7852;Bestelauto;Lpg;2013 januari;549;54;495
7853;Bestelauto;Lpg;2013 februari;475;30;445
7854;Bestelauto;Lpg;2013 maart;566;56;510
7855;Bestelauto;Lpg;2013 1e kwartaal;1590;140;1450
7856;Bestelauto;Lpg;2013 april;536;30;506
7857;Bestelauto;Lpg;2013 mei;496;26;470
7858;Bestelauto;Lpg;2013 juni;574;57;517
7859;Bestelauto;Lpg;2013 2e kwartaal;1606;113;1493
7860;Bestelauto;Lpg;2013 juli;497;29;468
7861;Bestelauto;Lpg;2013 augustus;511;35;476
7862;Bestelauto;Lpg;2013 september;511;47;464
7863;Bestelauto;Lpg;2013 3e kwartaal;1519;111;1408
7864;Bestelauto;Lpg;2013 oktober;613;46;567
7865;Bestelauto;Lpg;2013 november;597;47;550
7866;Bestelauto;Lpg;2013 december;645;30;615
7867;Bestelauto;Lpg;2013 4e kwartaal;1855;123;1732
7868;Bestelauto;Lpg;2013;6570;487;6083
7869;Bestelauto;Lpg;2014 januari;700;105;595
7870;Bestelauto;Lpg;2014 februari;560;71;489
7871;Bestelauto;Lpg;2014 maart;584;69;515
7872;Bestelauto;Lpg;2014 1e kwartaal;1844;245;1599
7873;Bestelauto;Lpg;2014 april;550;59;491
7874;Bestelauto;Lpg;2014 mei;531;70;461
7875;Bestelauto;Lpg;2014 juni;509;55;454
7876;Bestelauto;Lpg;2014 2e kwartaal;1590;184;1406
7877;Bestelauto;Lpg;2014 juli;581;84;497
7878;Bestelauto;Lpg;2014 augustus;493;63;430
7879;Bestelauto;Lpg;2014 september;535;68;467
7880;Bestelauto;Lpg;2014 3e kwartaal;1609;215;1394
7881;Bestelauto;Lpg;2014 oktober;517;71;446
7882;Bestelauto;Lpg;2014 november;487;46;441
7883;Bestelauto;Lpg;2014 december;460;40;420
7884;Bestelauto;Lpg;2014 4e kwartaal;1464;157;1307
7885;Bestelauto;Lpg;2014;6507;801;5706
7886;Bestelauto;Lpg;2015 januari;577;115;462
7887;Bestelauto;Lpg;2015 februari;503;76;427
7888;Bestelauto;Lpg;2015 maart;567;70;497
7889;Bestelauto;Lpg;2015 1e kwartaal;1647;261;1386
7890;Bestelauto;Lpg;2015 april;465;43;422
7891;Bestelauto;Lpg;2015 mei;487;42;445
7892;Bestelauto;Lpg;2015 juni;515;53;462
7893;Bestelauto;Lpg;2015 2e kwartaal;1467;138;1329
7894;Bestelauto;Lpg;2015 juli;486;51;435
7895;Bestelauto;Lpg;2015 augustus;432;35;397
7896;Bestelauto;Lpg;2015 september;440;43;397
7897;Bestelauto;Lpg;2015 3e kwartaal;1358;129;1229
7898;Bestelauto;Lpg;2015 oktober;503;47;456
7899;Bestelauto;Lpg;2015 november;495;57;438
7900;Bestelauto;Lpg;2015 december;488;31;457
7901;Bestelauto;Lpg;2015 4e kwartaal;1486;135;1351
7902;Bestelauto;Lpg;2015;5958;663;5295
7903;Bestelauto;Lpg;2016 januari;522;96;426
7904;Bestelauto;Lpg;2016 februari;458;51;407
7905;Bestelauto;Lpg;2016 maart;557;69;488
7906;Bestelauto;Lpg;2016 1e kwartaal;1537;216;1321
7907;Bestelauto;Lpg;2016 april;507;67;440
7908;Bestelauto;Lpg;2016 mei;500;58;442
7909;Bestelauto;Lpg;2016 juni;532;54;478
7910;Bestelauto;Lpg;2016 2e kwartaal;1539;179;1360
7911;Bestelauto;Lpg;2016 juli;510;53;457
7912;Bestelauto;Lpg;2016 augustus;441;46;395
7913;Bestelauto;Lpg;2016 september;500;77;423
7914;Bestelauto;Lpg;2016 3e kwartaal;1451;176;1275
7915;Bestelauto;Lpg;2016 oktober;460;49;411
7916;Bestelauto;Lpg;2016 november;460;67;393
7917;Bestelauto;Lpg;2016 december;485;27;458
7918;Bestelauto;Lpg;2016 4e kwartaal;1405;143;1262
7919;Bestelauto;Lpg;2016;5932;714;5218
7920;Bestelauto;Lpg;2017 januari;574;124;450
7921;Bestelauto;Lpg;2017 februari;471;72;399
7922;Bestelauto;Lpg;2017 maart;588;79;509
7923;Bestelauto;Lpg;2017 1e kwartaal;1633;275;1358
7924;Bestelauto;Lpg;2017 april;496;55;441
7925;Bestelauto;Lpg;2017 mei;584;80;504
7926;Bestelauto;Lpg;2017 juni;557;81;476
7927;Bestelauto;Lpg;2017 2e kwartaal;1637;216;1421
7928;Bestelauto;Lpg;2017 juli;568;82;486
7929;Bestelauto;Lpg;2017 augustus;469;50;419
7930;Bestelauto;Lpg;2017 september;566;73;493
7931;Bestelauto;Lpg;2017 3e kwartaal;1603;205;1398
7932;Bestelauto;Lpg;2017 oktober;541;90;451
7933;Bestelauto;Lpg;2017 november;490;83;407
7934;Bestelauto;Lpg;2017 december;493;68;425
7935;Bestelauto;Lpg;2017 4e kwartaal;1524;241;1283
7936;Bestelauto;Lpg;2017;6397;937;5460
7937;Bestelauto;Lpg;2018 januari;644;173;471
7938;Bestelauto;Lpg;2018 februari;521;86;435
7939;Bestelauto;Lpg;2018 maart;615;92;523
7940;Bestelauto;Lpg;2018 1e kwartaal;1780;351;1429
7941;Bestelauto;Lpg;2018 april;491;86;405
7942;Bestelauto;Lpg;2018 mei;557;76;481
7943;Bestelauto;Lpg;2018 juni;588;83;505
7944;Bestelauto;Lpg;2018 2e kwartaal;1636;245;1391
7945;Bestelauto;Lpg;2018 juli;609;70;539
7946;Bestelauto;Lpg;2018 augustus;530;68;462
7947;Bestelauto;Lpg;2018 september;526;71;455
7948;Bestelauto;Lpg;2018 3e kwartaal;1665;209;1456
7949;Bestelauto;Lpg;2018 oktober;527;77;450
7950;Bestelauto;Lpg;2018 november;571;86;485
7951;Bestelauto;Lpg;2018 december;480;42;438
7952;Bestelauto;Lpg;2018 4e kwartaal;1578;205;1373
7953;Bestelauto;Lpg;2018;6659;1010;5649
7954;Bestelauto;Lpg;2019 januari;634;126;508
7955;Bestelauto;Lpg;2019 februari;531;81;450
7956;Bestelauto;Lpg;2019 maart;603;91;512
7957;Bestelauto;Lpg;2019 1e kwartaal;1768;298;1470
7958;Bestelauto;Lpg;2019 april;586;97;489
7959;Bestelauto;Lpg;2019 mei;585;74;511
7960;Bestelauto;Lpg;2019 juni;560;95;465
7961;Bestelauto;Lpg;2019 2e kwartaal;1731;266;1465
7962;Bestelauto;Lpg;2019 juli;593;126;467
7963;Bestelauto;Lpg;2019 augustus;566;119;447
7964;Bestelauto;Lpg;2019 september;519;68;451
7965;Bestelauto;Lpg;2019 3e kwartaal;1678;313;1365
7966;Bestelauto;Lpg;2019 oktober;606;65;541
7967;Bestelauto;Lpg;2019 november;566;84;482
7968;Bestelauto;Lpg;2019 december;555;57;498
7969;Bestelauto;Lpg;2019 4e kwartaal;1727;206;1521
7970;Bestelauto;Lpg;2019;6904;1083;5821
7971;Bestelauto;Lpg;2020 januari;599;87;512
7972;Bestelauto;Lpg;2020 februari;675;136;539
7973;Bestelauto;Lpg;2020 maart;573;101;472
7974;Bestelauto;Lpg;2020 1e kwartaal;1847;324;1523
7975;Bestelauto;Lpg;2020 april;464;53;411
7976;Bestelauto;Lpg;2020 mei;617;64;553
7977;Bestelauto;Lpg;2020 juni;629;72;557
7978;Bestelauto;Lpg;2020 2e kwartaal;1710;189;1521
7979;Bestelauto;Lpg;2020 juli;669;104;565
7980;Bestelauto;Lpg;2020 augustus;595;85;510
7981;Bestelauto;Lpg;2020 september;656;105;551
7982;Bestelauto;Lpg;2020 3e kwartaal;1920;294;1626
7983;Bestelauto;Lpg;2020 oktober;661;83;578
7984;Bestelauto;Lpg;2020 november;572;79;493
7985;Bestelauto;Lpg;2020 december;630;57;573
7986;Bestelauto;Lpg;2020 4e kwartaal;1863;219;1644
7987;Bestelauto;Lpg;2020;7340;1026;6314
7988;Bestelauto;Lpg;2021 januari;638;86;552
7989;Bestelauto;Lpg;2021 februari;599;92;507
7990;Bestelauto;Lpg;2021 maart;668;95;573
7991;Bestelauto;Lpg;2021 1e kwartaal;1905;273;1632
7992;Bestelauto;Lpg;2021 april;620;88;532
7993;Bestelauto;Lpg;2021 mei;574;67;507
7994;Bestelauto;Lpg;2021 juni;571;89;482
7995;Bestelauto;Lpg;2021 2e kwartaal;1765;244;1521
7996;Bestelauto;Lpg;2021 juli;662;97;565
7997;Bestelauto;Lpg;2021 augustus;563;91;472
7998;Bestelauto;Lpg;2021 september;611;68;543
7999;Bestelauto;Lpg;2021 3e kwartaal;1836;256;1580
8000;Bestelauto;Lpg;2021 oktober;582;63;519
8001;Bestelauto;Lpg;2021 november;580;52;528
8002;Bestelauto;Lpg;2021 december;567;37;530
8003;Bestelauto;Lpg;2021 4e kwartaal;1729;152;1577
8004;Bestelauto;Lpg;2021;7235;925;6310
8005;Bestelauto;Lpg;2022 januari;674;77;597
8006;Bestelauto;Lpg;2022 februari;571;69;502
8007;Bestelauto;Lpg;2022 maart;612;64;548
8008;Bestelauto;Lpg;2022 1e kwartaal;1857;210;1647
8009;Bestelauto;Lpg;2022 april;575;49;526
8010;Bestelauto;Lpg;2022 mei;540;60;480
8011;Bestelauto;Lpg;2022 juni;578;61;517
8012;Bestelauto;Lpg;2022 2e kwartaal;1693;170;1523
8013;Bestelauto;Lpg;2022 juli;564;60;504
8014;Bestelauto;Lpg;2022 augustus;543;53;490
8015;Bestelauto;Lpg;2022 september;564;85;479
8016;Bestelauto;Lpg;2022 3e kwartaal;1671;198;1473
8017;Bestelauto;Lpg;2022 oktober;589;69;520
8018;Bestelauto;Lpg;2022 november;598;76;522
8019;Bestelauto;Lpg;2022 december;621;50;571
8020;Bestelauto;Lpg;2022 4e kwartaal;1808;195;1613
8021;Bestelauto;Lpg;2022;7029;773;6256
8022;Bestelauto;Lpg;2023 januari;656;137;519
8023;Bestelauto;Lpg;2023 februari;651;78;573
8024;Bestelauto;Lpg;2023 maart;713;87;626
8025;Bestelauto;Lpg;2023 1e kwartaal;2020;302;1718
8026;Bestelauto;Lpg;2023 april;621;79;542
8027;Bestelauto;Lpg;2023 mei;673;90;583
8028;Bestelauto;Lpg;2023 juni;716;87;629
8029;Bestelauto;Lpg;2023 2e kwartaal;2010;256;1754
8030;Bestelauto;Lpg;2023 juli;672;83;589
8031;Bestelauto;Lpg;2023 augustus;594;52;542
8032;Bestelauto;Lpg;2023 september;650;79;571
8033;Bestelauto;Lpg;2023 3e kwartaal;1916;214;1702
8034;Bestelauto;Lpg;2023 oktober;684;81;603
8035;Bestelauto;Lpg;2023 november;657;98;559
8036;Bestelauto;Lpg;2023 december;646;71;575
8037;Bestelauto;Lpg;2023 4e kwartaal;1987;250;1737
8038;Bestelauto;Lpg;2023;7933;1022;6911
8039;Bestelauto;Lpg;2024 januari;716;154;562
8040;Bestelauto;Lpg;2024 februari;687;132;555
8041;Bestelauto;Lpg;2024 maart;788;142;646
8042;Bestelauto;Lpg;2024 1e kwartaal;2191;428;1763
8043;Bestelauto;Lpg;2024 april;692;109;583
8044;Bestelauto;Lpg;2024 mei;738;151;587
8045;Bestelauto;Lpg;2024 juni;794;159;635
8046;Bestelauto;Lpg;2024 2e kwartaal;2224;419;1805
8047;Bestelauto;Lpg;2024 juli;811;151;660
8048;Bestelauto;Lpg;2024 augustus;638;93;545
8049;Bestelauto;Lpg;2024 september;792;139;653
8050;Bestelauto;Lpg;2024 3e kwartaal;2241;383;1858
8051;Bestelauto;Lpg;2024 oktober;784;148;636
8052;Bestelauto;Lpg;2024 november;798;166;632
8053;Bestelauto;Lpg;2024 december;1208;471;737
8054;Bestelauto;Lpg;2024 4e kwartaal;2790;785;2005
8055;Bestelauto;Lpg;2024;9446;2015;7431
8056;Bestelauto;Lpg;2025 januari;703;42;661
8057;Bestelauto;Lpg;2025 februari;625;31;594
8058;Bestelauto;Lpg;2025 maart;627;20;607
8059;Bestelauto;Lpg;2025 1e kwartaal;1955;93;1862
8060;Bestelauto;Full elektric (BEV);2007 januari;1;0;1
8061;Bestelauto;Full elektric (BEV);2007 februari;0;0;0
8062;Bestelauto;Full elektric (BEV);2007 maart;0;0;0
8063;Bestelauto;Full elektric (BEV);2007 1e kwartaal;1;0;1
8064;Bestelauto;Full elektric (BEV);2007 april;2;0;2
8065;Bestelauto;Full elektric (BEV);2007 mei;1;0;1
8066;Bestelauto;Full elektric (BEV);2007 juni;0;0;0
8067;Bestelauto;Full elektric (BEV);2007 2e kwartaal;3;0;3
8068;Bestelauto;Full elektric (BEV);2007 juli;0;0;0
8069;Bestelauto;Full elektric (BEV);2007 augustus;0;0;0
8070;Bestelauto;Full elektric (BEV);2007 september;0;0;0
8071;Bestelauto;Full elektric (BEV);2007 3e kwartaal;0;0;0
8072;Bestelauto;Full elektric (BEV);2007 oktober;0;0;0
8073;Bestelauto;Full elektric (BEV);2007 november;2;0;2
8074;Bestelauto;Full elektric (BEV);2007 december;1;0;1
8075;Bestelauto;Full elektric (BEV);2007 4e kwartaal;3;0;3
8076;Bestelauto;Full elektric (BEV);2007;7;0;7
8077;Bestelauto;Full elektric (BEV);2008 januari;0;0;0
8078;Bestelauto;Full elektric (BEV);2008 februari;0;0;0
8079;Bestelauto;Full elektric (BEV);2008 maart;0;0;0
8080;Bestelauto;Full elektric (BEV);2008 1e kwartaal;0;0;0
8081;Bestelauto;Full elektric (BEV);2008 april;0;0;0
8082;Bestelauto;Full elektric (BEV);2008 mei;0;0;0
8083;Bestelauto;Full elektric (BEV);2008 juni;2;0;2
8084;Bestelauto;Full elektric (BEV);2008 2e kwartaal;2;0;2
8085;Bestelauto;Full elektric (BEV);2008 juli;2;0;2
8086;Bestelauto;Full elektric (BEV);2008 augustus;0;0;0
8087;Bestelauto;Full elektric (BEV);2008 september;0;0;0
8088;Bestelauto;Full elektric (BEV);2008 3e kwartaal;2;0;2
8089;Bestelauto;Full elektric (BEV);2008 oktober;1;0;1
8090;Bestelauto;Full elektric (BEV);2008 november;1;0;1
8091;Bestelauto;Full elektric (BEV);2008 december;0;0;0
8092;Bestelauto;Full elektric (BEV);2008 4e kwartaal;2;0;2
8093;Bestelauto;Full elektric (BEV);2008;6;0;6
8094;Bestelauto;Full elektric (BEV);2009 januari;1;0;1
8095;Bestelauto;Full elektric (BEV);2009 februari;1;0;1
8096;Bestelauto;Full elektric (BEV);2009 maart;6;0;6
8097;Bestelauto;Full elektric (BEV);2009 1e kwartaal;8;0;8
8098;Bestelauto;Full elektric (BEV);2009 april;3;0;3
8099;Bestelauto;Full elektric (BEV);2009 mei;2;0;2
8100;Bestelauto;Full elektric (BEV);2009 juni;2;0;2
8101;Bestelauto;Full elektric (BEV);2009 2e kwartaal;7;0;7
8102;Bestelauto;Full elektric (BEV);2009 juli;1;0;1
8103;Bestelauto;Full elektric (BEV);2009 augustus;1;0;1
8104;Bestelauto;Full elektric (BEV);2009 september;3;1;2
8105;Bestelauto;Full elektric (BEV);2009 3e kwartaal;5;1;4
8106;Bestelauto;Full elektric (BEV);2009 oktober;2;1;1
8107;Bestelauto;Full elektric (BEV);2009 november;0;0;0
8108;Bestelauto;Full elektric (BEV);2009 december;1;0;1
8109;Bestelauto;Full elektric (BEV);2009 4e kwartaal;3;1;2
8110;Bestelauto;Full elektric (BEV);2009;23;2;21
8111;Bestelauto;Full elektric (BEV);2010 januari;4;2;2
8112;Bestelauto;Full elektric (BEV);2010 februari;4;2;2
8113;Bestelauto;Full elektric (BEV);2010 maart;5;2;3
8114;Bestelauto;Full elektric (BEV);2010 1e kwartaal;13;6;7
8115;Bestelauto;Full elektric (BEV);2010 april;3;3;0
8116;Bestelauto;Full elektric (BEV);2010 mei;4;2;2
8117;Bestelauto;Full elektric (BEV);2010 juni;0;0;0
8118;Bestelauto;Full elektric (BEV);2010 2e kwartaal;7;5;2
8119;Bestelauto;Full elektric (BEV);2010 juli;1;0;1
8120;Bestelauto;Full elektric (BEV);2010 augustus;8;6;2
8121;Bestelauto;Full elektric (BEV);2010 september;7;6;1
8122;Bestelauto;Full elektric (BEV);2010 3e kwartaal;16;12;4
8123;Bestelauto;Full elektric (BEV);2010 oktober;2;1;1
8124;Bestelauto;Full elektric (BEV);2010 november;12;5;7
8125;Bestelauto;Full elektric (BEV);2010 december;6;5;1
8126;Bestelauto;Full elektric (BEV);2010 4e kwartaal;20;11;9
8127;Bestelauto;Full elektric (BEV);2010;56;34;22
8128;Bestelauto;Full elektric (BEV);2011 januari;13;9;4
8129;Bestelauto;Full elektric (BEV);2011 februari;11;10;1
8130;Bestelauto;Full elektric (BEV);2011 maart;15;7;8
8131;Bestelauto;Full elektric (BEV);2011 1e kwartaal;39;26;13
8132;Bestelauto;Full elektric (BEV);2011 april;15;9;6
8133;Bestelauto;Full elektric (BEV);2011 mei;5;2;3
8134;Bestelauto;Full elektric (BEV);2011 juni;2;1;1
8135;Bestelauto;Full elektric (BEV);2011 2e kwartaal;22;12;10
8136;Bestelauto;Full elektric (BEV);2011 juli;6;3;3
8137;Bestelauto;Full elektric (BEV);2011 augustus;9;8;1
8138;Bestelauto;Full elektric (BEV);2011 september;3;2;1
8139;Bestelauto;Full elektric (BEV);2011 3e kwartaal;18;13;5
8140;Bestelauto;Full elektric (BEV);2011 oktober;5;3;2
8141;Bestelauto;Full elektric (BEV);2011 november;9;7;2
8142;Bestelauto;Full elektric (BEV);2011 december;14;14;0
8143;Bestelauto;Full elektric (BEV);2011 4e kwartaal;28;24;4
8144;Bestelauto;Full elektric (BEV);2011;107;75;32
8145;Bestelauto;Full elektric (BEV);2012 januari;38;38;0
8146;Bestelauto;Full elektric (BEV);2012 februari;59;54;5
8147;Bestelauto;Full elektric (BEV);2012 maart;46;45;1
8148;Bestelauto;Full elektric (BEV);2012 1e kwartaal;143;137;6
8149;Bestelauto;Full elektric (BEV);2012 april;27;25;2
8150;Bestelauto;Full elektric (BEV);2012 mei;28;25;3
8151;Bestelauto;Full elektric (BEV);2012 juni;24;24;0
8152;Bestelauto;Full elektric (BEV);2012 2e kwartaal;79;74;5
8153;Bestelauto;Full elektric (BEV);2012 juli;19;14;5
8154;Bestelauto;Full elektric (BEV);2012 augustus;17;15;2
8155;Bestelauto;Full elektric (BEV);2012 september;15;11;4
8156;Bestelauto;Full elektric (BEV);2012 3e kwartaal;51;40;11
8157;Bestelauto;Full elektric (BEV);2012 oktober;27;21;6
8158;Bestelauto;Full elektric (BEV);2012 november;32;25;7
8159;Bestelauto;Full elektric (BEV);2012 december;45;38;7
8160;Bestelauto;Full elektric (BEV);2012 4e kwartaal;104;84;20
8161;Bestelauto;Full elektric (BEV);2012;377;335;42
8162;Bestelauto;Full elektric (BEV);2013 januari;20;10;10
8163;Bestelauto;Full elektric (BEV);2013 februari;27;18;9
8164;Bestelauto;Full elektric (BEV);2013 maart;28;18;10
8165;Bestelauto;Full elektric (BEV);2013 1e kwartaal;75;46;29
8166;Bestelauto;Full elektric (BEV);2013 april;13;5;8
8167;Bestelauto;Full elektric (BEV);2013 mei;31;17;14
8168;Bestelauto;Full elektric (BEV);2013 juni;26;15;11
8169;Bestelauto;Full elektric (BEV);2013 2e kwartaal;70;37;33
8170;Bestelauto;Full elektric (BEV);2013 juli;21;12;9
8171;Bestelauto;Full elektric (BEV);2013 augustus;18;12;6
8172;Bestelauto;Full elektric (BEV);2013 september;25;14;11
8173;Bestelauto;Full elektric (BEV);2013 3e kwartaal;64;38;26
8174;Bestelauto;Full elektric (BEV);2013 oktober;13;9;4
8175;Bestelauto;Full elektric (BEV);2013 november;23;10;13
8176;Bestelauto;Full elektric (BEV);2013 december;31;26;5
8177;Bestelauto;Full elektric (BEV);2013 4e kwartaal;67;45;22
8178;Bestelauto;Full elektric (BEV);2013;276;166;110
8179;Bestelauto;Full elektric (BEV);2014 januari;14;7;7
8180;Bestelauto;Full elektric (BEV);2014 februari;23;15;8
8181;Bestelauto;Full elektric (BEV);2014 maart;28;7;21
8182;Bestelauto;Full elektric (BEV);2014 1e kwartaal;65;29;36
8183;Bestelauto;Full elektric (BEV);2014 april;30;15;15
8184;Bestelauto;Full elektric (BEV);2014 mei;23;9;14
8185;Bestelauto;Full elektric (BEV);2014 juni;44;24;20
8186;Bestelauto;Full elektric (BEV);2014 2e kwartaal;97;48;49
8187;Bestelauto;Full elektric (BEV);2014 juli;42;25;17
8188;Bestelauto;Full elektric (BEV);2014 augustus;33;13;20
8189;Bestelauto;Full elektric (BEV);2014 september;90;68;22
8190;Bestelauto;Full elektric (BEV);2014 3e kwartaal;165;106;59
8191;Bestelauto;Full elektric (BEV);2014 oktober;115;87;28
8192;Bestelauto;Full elektric (BEV);2014 november;124;88;36
8193;Bestelauto;Full elektric (BEV);2014 december;279;242;37
8194;Bestelauto;Full elektric (BEV);2014 4e kwartaal;518;417;101
8195;Bestelauto;Full elektric (BEV);2014;845;600;245
8196;Bestelauto;Full elektric (BEV);2015 januari;30;7;23
8197;Bestelauto;Full elektric (BEV);2015 februari;19;5;14
8198;Bestelauto;Full elektric (BEV);2015 maart;92;75;17
8199;Bestelauto;Full elektric (BEV);2015 1e kwartaal;141;87;54
8200;Bestelauto;Full elektric (BEV);2015 april;25;5;20
8201;Bestelauto;Full elektric (BEV);2015 mei;19;15;4
8202;Bestelauto;Full elektric (BEV);2015 juni;30;9;21
8203;Bestelauto;Full elektric (BEV);2015 2e kwartaal;74;29;45
8204;Bestelauto;Full elektric (BEV);2015 juli;39;13;26
8205;Bestelauto;Full elektric (BEV);2015 augustus;34;18;16
8206;Bestelauto;Full elektric (BEV);2015 september;93;67;26
8207;Bestelauto;Full elektric (BEV);2015 3e kwartaal;166;98;68
8208;Bestelauto;Full elektric (BEV);2015 oktober;35;19;16
8209;Bestelauto;Full elektric (BEV);2015 november;27;9;18
8210;Bestelauto;Full elektric (BEV);2015 december;58;26;32
8211;Bestelauto;Full elektric (BEV);2015 4e kwartaal;120;54;66
8212;Bestelauto;Full elektric (BEV);2015;501;268;233
8213;Bestelauto;Full elektric (BEV);2016 januari;65;35;30
8214;Bestelauto;Full elektric (BEV);2016 februari;45;19;26
8215;Bestelauto;Full elektric (BEV);2016 maart;83;59;24
8216;Bestelauto;Full elektric (BEV);2016 1e kwartaal;193;113;80
8217;Bestelauto;Full elektric (BEV);2016 april;70;9;61
8218;Bestelauto;Full elektric (BEV);2016 mei;51;12;39
8219;Bestelauto;Full elektric (BEV);2016 juni;64;25;39
8220;Bestelauto;Full elektric (BEV);2016 2e kwartaal;185;46;139
8221;Bestelauto;Full elektric (BEV);2016 juli;74;41;33
8222;Bestelauto;Full elektric (BEV);2016 augustus;40;16;24
8223;Bestelauto;Full elektric (BEV);2016 september;65;11;54
8224;Bestelauto;Full elektric (BEV);2016 3e kwartaal;179;68;111
8225;Bestelauto;Full elektric (BEV);2016 oktober;50;19;31
8226;Bestelauto;Full elektric (BEV);2016 november;73;31;42
8227;Bestelauto;Full elektric (BEV);2016 december;52;22;30
8228;Bestelauto;Full elektric (BEV);2016 4e kwartaal;175;72;103
8229;Bestelauto;Full elektric (BEV);2016;732;299;433
8230;Bestelauto;Full elektric (BEV);2017 januari;62;18;44
8231;Bestelauto;Full elektric (BEV);2017 februari;48;13;35
8232;Bestelauto;Full elektric (BEV);2017 maart;80;41;39
8233;Bestelauto;Full elektric (BEV);2017 1e kwartaal;190;72;118
8234;Bestelauto;Full elektric (BEV);2017 april;90;55;35
8235;Bestelauto;Full elektric (BEV);2017 mei;101;49;52
8236;Bestelauto;Full elektric (BEV);2017 juni;99;50;49
8237;Bestelauto;Full elektric (BEV);2017 2e kwartaal;290;154;136
8238;Bestelauto;Full elektric (BEV);2017 juli;120;56;64
8239;Bestelauto;Full elektric (BEV);2017 augustus;98;51;47
8240;Bestelauto;Full elektric (BEV);2017 september;71;49;22
8241;Bestelauto;Full elektric (BEV);2017 3e kwartaal;289;156;133
8242;Bestelauto;Full elektric (BEV);2017 oktober;69;40;29
8243;Bestelauto;Full elektric (BEV);2017 november;64;42;22
8244;Bestelauto;Full elektric (BEV);2017 december;83;43;40
8245;Bestelauto;Full elektric (BEV);2017 4e kwartaal;216;125;91
8246;Bestelauto;Full elektric (BEV);2017;985;507;478
8247;Bestelauto;Full elektric (BEV);2018 januari;109;69;40
