ID;Geslacht;Leeftijd;AOWetten;Perioden;TotaalInstroom_1;Werknemers_2;Overheidspersoneel_3;Zelfstandigen_4;Jonggehandicapten_5;OverigeInstromers_6;TotaalUitstroom_7;RedenHerstel_8;Bereiken65JarigeLeeftijd_9;OverigeUitstromers_10
223;Totaal mannen en vrouwen;Totaal leeftijd;WAZ;2015 maart;10;0;0;0;0;0;210;10;190;20
224;Totaal mannen en vrouwen;Totaal leeftijd;WAZ;2015 april;0;0;0;0;0;0;220;0;200;20
225;Totaal mannen en vrouwen;Totaal leeftijd;WAZ;2015 mei;10;0;0;10;0;10;180;10;150;20
226;Totaal mannen en vrouwen;Totaal leeftijd;WAZ;2015 juni;0;0;0;0;0;0;210;0;170;30
227;Totaal mannen en vrouwen;Totaal leeftijd;WAZ;2015 juli;10;0;0;0;0;10;180;0;160;20
228;Totaal mannen en vrouwen;Totaal leeftijd;WAZ;2015 augustus;10;0;0;0;0;0;190;0;180;20
229;Totaal mannen en vrouwen;Totaal leeftijd;WAZ;2015 september;10;0;0;0;0;0;210;10;180;30
230;Totaal mannen en vrouwen;Totaal leeftijd;WAZ;2015 oktober;10;0;0;0;0;10;190;0;170;20
231;Totaal mannen en vrouwen;Totaal leeftijd;WAZ;2015 november;10;0;0;0;0;0;170;10;140;30
232;Totaal mannen en vrouwen;Totaal leeftijd;WAZ;2015 december;0;0;0;0;0;0;180;10;150;20
233;Totaal mannen en vrouwen;Totaal leeftijd;WAZ;2015;80;0;0;30;0;60;2140;60;1800;280
234;Totaal mannen en vrouwen;Totaal leeftijd;Wajong;2010 januari;1820;0;0;0;1680;150;420;20;90;300
235;Totaal mannen en vrouwen;Totaal leeftijd;Wajong;2010 februari;1390;0;0;0;1300;90;380;20;90;270
236;Totaal mannen en vrouwen;Totaal leeftijd;Wajong;2010 maart;1080;0;0;0;950;130;360;20;100;240
237;Totaal mannen en vrouwen;Totaal leeftijd;Wajong;2010 april;1410;0;0;0;770;640;710;20;120;570
238;Totaal mannen en vrouwen;Totaal leeftijd;Wajong;2010 mei;1390;0;0;0;510;880;300;10;70;220
239;Totaal mannen en vrouwen;Totaal leeftijd;Wajong;2010 juni;1580;0;0;0;440;1140;370;30;90;250
240;Totaal mannen en vrouwen;Totaal leeftijd;Wajong;2010 juli;1830;0;0;0;420;1410;410;10;90;310
241;Totaal mannen en vrouwen;Totaal leeftijd;Wajong;2010 augustus;1050;0;0;0;340;720;310;20;70;220
242;Totaal mannen en vrouwen;Totaal leeftijd;Wajong;2010 september;1100;0;0;0;280;820;300;20;70;220
243;Totaal mannen en vrouwen;Totaal leeftijd;Wajong;2010 oktober;1680;0;0;0;1540;150;350;20;80;250
244;Totaal mannen en vrouwen;Totaal leeftijd;Wajong;2010 november;1680;0;0;0;1540;150;370;20;80;270
245;Totaal mannen en vrouwen;Totaal leeftijd;Wajong;2010 december;1760;0;0;0;1640;120;310;20;80;200
246;Totaal mannen en vrouwen;Totaal leeftijd;Wajong;2010;17770;0;0;0;11380;6380;4590;230;1040;3320
247;Totaal mannen en vrouwen;Totaal leeftijd;Wajong;2011 januari;1580;0;0;0;1460;120;440;10;110;310
248;Totaal mannen en vrouwen;Totaal leeftijd;Wajong;2011 februari;1390;0;0;0;1290;100;380;30;140;210
249;Totaal mannen en vrouwen;Totaal leeftijd;Wajong;2011 maart;1290;0;0;0;1210;90;400;40;130;230
250;Totaal mannen en vrouwen;Totaal leeftijd;Wajong;2011 april;1430;0;0;0;1330;110;460;20;150;290
251;Totaal mannen en vrouwen;Totaal leeftijd;Wajong;2011 mei;1420;0;0;0;1290;130;470;30;170;280
252;Totaal mannen en vrouwen;Totaal leeftijd;Wajong;2011 juni;1350;0;0;0;1270;80;500;10;160;320
253;Totaal mannen en vrouwen;Totaal leeftijd;Wajong;2011 juli;1560;0;0;0;1450;110;480;10;130;350
254;Totaal mannen en vrouwen;Totaal leeftijd;Wajong;2011 augustus;1280;0;0;0;1200;80;360;40;130;200
255;Totaal mannen en vrouwen;Totaal leeftijd;Wajong;2011 september;1220;0;0;0;1150;70;420;30;110;270
256;Totaal mannen en vrouwen;Totaal leeftijd;Wajong;2011 oktober;1360;0;0;0;1280;90;410;20;120;280
257;Totaal mannen en vrouwen;Totaal leeftijd;Wajong;2011 november;1010;0;0;0;920;90;420;20;130;280
258;Totaal mannen en vrouwen;Totaal leeftijd;Wajong;2011 december;1340;0;0;0;1260;80;390;20;140;240
259;Totaal mannen en vrouwen;Totaal leeftijd;Wajong;2011;16250;0;0;0;15100;1140;5150;280;1620;3250
260;Totaal mannen en vrouwen;Totaal leeftijd;Wajong;2012 januari;1470;0;0;0;1350;120;560;40;120;400
261;Totaal mannen en vrouwen;Totaal leeftijd;Wajong;2012 februari;1360;0;0;0;1270;90;450;40;120;290
262;Totaal mannen en vrouwen;Totaal leeftijd;Wajong;2012 maart;1350;0;0;0;1280;70;410;20;140;250
263;Totaal mannen en vrouwen;Totaal leeftijd;Wajong;2012 april;1530;0;0;0;1430;100;500;20;140;340
264;Totaal mannen en vrouwen;Totaal leeftijd;Wajong;2012 mei;1290;0;0;0;1220;70;410;30;130;250
265;Totaal mannen en vrouwen;Totaal leeftijd;Wajong;2012 juni*;270;0;0;0;250;10;180;0;0;180
266;Totaal mannen en vrouwen;Totaal leeftijd;Wajong;2012 juli;1410;0;0;0;1340;70;480;20;140;320
267;Totaal mannen en vrouwen;Totaal leeftijd;Wajong;2012 augustus;1430;0;0;0;1350;80;410;30;140;240
268;Totaal mannen en vrouwen;Totaal leeftijd;Wajong;2012 september;1230;0;0;0;1160;70;370;20;120;230
269;Totaal mannen en vrouwen;Totaal leeftijd;Wajong;2012 oktober;1460;0;0;0;1360;90;430;30;120;280
270;Totaal mannen en vrouwen;Totaal leeftijd;Wajong;2012 november;1340;0;0;0;1260;80;460;30;130;300
271;Totaal mannen en vrouwen;Totaal leeftijd;Wajong;2012 december;1110;0;0;0;1040;70;380;40;130;210
272;Totaal mannen en vrouwen;Totaal leeftijd;Wajong;2012;15250;0;0;0;14310;940;5030;310;1420;3300
273;Totaal mannen en vrouwen;Totaal leeftijd;Wajong;2013 januari;1580;0;0;0;1470;110;380;30;0;350
274;Totaal mannen en vrouwen;Totaal leeftijd;Wajong;2013 februari;1330;0;0;0;1250;80;410;30;110;270
275;Totaal mannen en vrouwen;Totaal leeftijd;Wajong;2013 maart;1410;0;0;0;1330;80;510;20;130;360
276;Totaal mannen en vrouwen;Totaal leeftijd;Wajong;2013 april;1300;0;0;0;1210;90;450;30;130;280
277;Totaal mannen en vrouwen;Totaal leeftijd;Wajong;2013 mei;1510;0;0;0;1420;90;460;20;140;300
278;Totaal mannen en vrouwen;Totaal leeftijd;Wajong;2013 juni;1670;0;0;0;1560;110;520;20;150;350
279;Totaal mannen en vrouwen;Totaal leeftijd;Wajong;2013 juli;1660;0;0;0;1570;80;510;20;140;350
280;Totaal mannen en vrouwen;Totaal leeftijd;Wajong;2013 augustus;1400;0;0;0;1310;90;410;20;130;260
281;Totaal mannen en vrouwen;Totaal leeftijd;Wajong;2013 september;1480;0;0;0;1380;100;490;70;130;290
282;Totaal mannen en vrouwen;Totaal leeftijd;Wajong;2013 oktober;1720;0;0;0;1640;80;490;30;150;320
283;Totaal mannen en vrouwen;Totaal leeftijd;Wajong;2013 november;1400;0;0;0;1310;90;440;30;110;300
284;Totaal mannen en vrouwen;Totaal leeftijd;Wajong;2013 december;1220;0;0;0;1140;80;380;40;100;250
285;Totaal mannen en vrouwen;Totaal leeftijd;Wajong;2013;17670;0;0;0;16590;1070;5460;350;1420;3680
286;Totaal mannen en vrouwen;Totaal leeftijd;Wajong;2014 januari;1560;0;0;0;1490;70;420;40;0;390
287;Totaal mannen en vrouwen;Totaal leeftijd;Wajong;2014 februari;1280;0;0;0;1200;90;420;20;130;270
288;Totaal mannen en vrouwen;Totaal leeftijd;Wajong;2014 maart;1490;0;0;0;1390;100;440;20;150;270
289;Totaal mannen en vrouwen;Totaal leeftijd;Wajong;2014 april;1370;0;0;0;1280;90;500;10;150;340
290;Totaal mannen en vrouwen;Totaal leeftijd;Wajong;2014 mei;1440;0;0;0;1320;110;430;20;150;260
291;Totaal mannen en vrouwen;Totaal leeftijd;Wajong;2014 juni;1460;0;0;0;1380;80;460;20;150;290
292;Totaal mannen en vrouwen;Totaal leeftijd;Wajong;2014 juli;1520;0;0;0;1420;100;570;10;140;420
293;Totaal mannen en vrouwen;Totaal leeftijd;Wajong;2014 augustus;1310;0;0;0;1220;80;390;10;140;240
294;Totaal mannen en vrouwen;Totaal leeftijd;Wajong;2014 september;1470;0;0;0;1370;100;510;20;150;340
295;Totaal mannen en vrouwen;Totaal leeftijd;Wajong;2014 oktober;1460;0;0;0;1390;80;500;20;150;330
296;Totaal mannen en vrouwen;Totaal leeftijd;Wajong;2014 november;1420;0;0;0;1330;90;500;20;150;330
297;Totaal mannen en vrouwen;Totaal leeftijd;Wajong;2014 december;1640;0;0;0;1530;100;430;20;140;270
298;Totaal mannen en vrouwen;Totaal leeftijd;Wajong;2014;17410;0;0;0;16310;1100;5560;220;1600;3740
299;Totaal mannen en vrouwen;Totaal leeftijd;Wajong;2015 januari;890;0;0;0;830;60;470;20;0;450
300;Totaal mannen en vrouwen;Totaal leeftijd;Wajong;2015 februari;420;0;0;0;390;30;510;10;130;370
301;Totaal mannen en vrouwen;Totaal leeftijd;Wajong;2015 maart;270;0;0;0;260;20;650;20;140;500
302;Totaal mannen en vrouwen;Totaal leeftijd;Wajong;2015 april;180;0;0;0;160;10;530;20;140;370
303;Totaal mannen en vrouwen;Totaal leeftijd;Wajong;2015 mei;200;0;0;0;190;20;490;30;150;310
304;Totaal mannen en vrouwen;Totaal leeftijd;Wajong;2015 juni;200;0;0;0;190;10;530;20;140;380
305;Totaal mannen en vrouwen;Totaal leeftijd;Wajong;2015 juli;220;0;0;0;210;10;580;60;140;380
306;Totaal mannen en vrouwen;Totaal leeftijd;Wajong;2015 augustus;180;0;0;0;170;10;530;50;170;320
307;Totaal mannen en vrouwen;Totaal leeftijd;Wajong;2015 september;160;0;0;0;150;10;570;40;140;390
308;Totaal mannen en vrouwen;Totaal leeftijd;Wajong;2015 oktober;180;0;0;0;170;10;550;30;160;360
309;Totaal mannen en vrouwen;Totaal leeftijd;Wajong;2015 november;180;0;0;0;160;20;500;50;130;320
310;Totaal mannen en vrouwen;Totaal leeftijd;Wajong;2015 december;100;0;0;0;100;10;390;40;120;230
311;Totaal mannen en vrouwen;Totaal leeftijd;Wajong;2015;3180;0;0;0;2960;220;6290;370;1540;4380
312;Totaal mannen en vrouwen;Totaal leeftijd;WIA: regeling IVA;2010 januari;650;570;0;0;0;80;190;0;50;140
313;Totaal mannen en vrouwen;Totaal leeftijd;WIA: regeling IVA;2010 februari;590;500;0;0;0;90;150;0;50;100
314;Totaal mannen en vrouwen;Totaal leeftijd;WIA: regeling IVA;2010 maart;580;490;0;0;0;90;150;0;50;100
315;Totaal mannen en vrouwen;Totaal leeftijd;WIA: regeling IVA;2010 april;610;510;0;0;0;110;210;0;70;140
316;Totaal mannen en vrouwen;Totaal leeftijd;WIA: regeling IVA;2010 mei;490;380;0;0;0;110;170;10;50;120
317;Totaal mannen en vrouwen;Totaal leeftijd;WIA: regeling IVA;2010 juni;540;440;0;0;0;90;170;0;60;100
318;Totaal mannen en vrouwen;Totaal leeftijd;WIA: regeling IVA;2010 juli;670;540;0;0;0;130;180;0;50;130
319;Totaal mannen en vrouwen;Totaal leeftijd;WIA: regeling IVA;2010 augustus;580;470;0;0;0;110;170;0;50;120
320;Totaal mannen en vrouwen;Totaal leeftijd;WIA: regeling IVA;2010 september;570;450;0;0;0;130;150;0;50;110
321;Totaal mannen en vrouwen;Totaal leeftijd;WIA: regeling IVA;2010 oktober;760;610;0;0;0;160;220;0;50;180
322;Totaal mannen en vrouwen;Totaal leeftijd;WIA: regeling IVA;2010 november;580;460;0;0;0;120;170;0;50;120
323;Totaal mannen en vrouwen;Totaal leeftijd;WIA: regeling IVA;2010 december;690;560;0;0;0;130;170;0;60;110
324;Totaal mannen en vrouwen;Totaal leeftijd;WIA: regeling IVA;2010;7310;5960;0;0;0;1350;2130;20;630;1480
325;Totaal mannen en vrouwen;Totaal leeftijd;WIA: regeling IVA;2011 januari;700;570;0;0;0;130;250;0;70;180
326;Totaal mannen en vrouwen;Totaal leeftijd;WIA: regeling IVA;2011 februari;680;570;0;0;0;110;210;10;90;120
327;Totaal mannen en vrouwen;Totaal leeftijd;WIA: regeling IVA;2011 maart;630;510;0;0;0;120;250;10;100;150
328;Totaal mannen en vrouwen;Totaal leeftijd;WIA: regeling IVA;2011 april;640;510;0;0;0;130;250;0;100;140
329;Totaal mannen en vrouwen;Totaal leeftijd;WIA: regeling IVA;2011 mei;710;600;0;0;0;110;280;0;110;180
330;Totaal mannen en vrouwen;Totaal leeftijd;WIA: regeling IVA;2011 juni;540;440;0;0;0;100;260;10;110;140
331;Totaal mannen en vrouwen;Totaal leeftijd;WIA: regeling IVA;2011 juli;680;570;0;0;0;120;330;0;130;200
332;Totaal mannen en vrouwen;Totaal leeftijd;WIA: regeling IVA;2011 augustus;620;490;0;0;0;120;220;0;100;120
333;Totaal mannen en vrouwen;Totaal leeftijd;WIA: regeling IVA;2011 september;600;470;0;0;0;120;240;0;100;140
334;Totaal mannen en vrouwen;Totaal leeftijd;WIA: regeling IVA;2011 oktober;730;590;0;0;0;140;270;0;100;160
335;Totaal mannen en vrouwen;Totaal leeftijd;WIA: regeling IVA;2011 november;550;460;0;0;0;90;230;10;110;120
336;Totaal mannen en vrouwen;Totaal leeftijd;WIA: regeling IVA;2011 december;730;600;0;0;0;130;320;10;120;190
337;Totaal mannen en vrouwen;Totaal leeftijd;WIA: regeling IVA;2011;7810;6370;0;0;0;1440;3100;50;1240;1820
338;Totaal mannen en vrouwen;Totaal leeftijd;WIA: regeling IVA;2012 januari;690;580;0;0;0;100;320;0;130;190
339;Totaal mannen en vrouwen;Totaal leeftijd;WIA: regeling IVA;2012 februari;620;510;0;0;0;110;290;0;120;160
340;Totaal mannen en vrouwen;Totaal leeftijd;WIA: regeling IVA;2012 maart;570;470;0;0;0;100;300;10;130;170
341;Totaal mannen en vrouwen;Totaal leeftijd;WIA: regeling IVA;2012 april;630;550;0;0;0;80;340;10;140;190
342;Totaal mannen en vrouwen;Totaal leeftijd;WIA: regeling IVA;2012 mei;590;480;0;0;0;100;250;0;110;140
343;Totaal mannen en vrouwen;Totaal leeftijd;WIA: regeling IVA;2012 juni*;70;60;0;0;0;10;60;0;0;60
344;Totaal mannen en vrouwen;Totaal leeftijd;WIA: regeling IVA;2012 juli;510;430;0;0;0;80;330;10;150;180
345;Totaal mannen en vrouwen;Totaal leeftijd;WIA: regeling IVA;2012 augustus;670;560;0;0;0;110;320;10;150;170
346;Totaal mannen en vrouwen;Totaal leeftijd;WIA: regeling IVA;2012 september;610;490;0;0;0;110;310;0;140;160
347;Totaal mannen en vrouwen;Totaal leeftijd;WIA: regeling IVA;2012 oktober;610;520;0;0;0;90;330;0;130;190
348;Totaal mannen en vrouwen;Totaal leeftijd;WIA: regeling IVA;2012 november;630;530;0;0;0;100;330;0;130;190
349;Totaal mannen en vrouwen;Totaal leeftijd;WIA: regeling IVA;2012 december;520;430;0;0;0;100;310;0;160;150
350;Totaal mannen en vrouwen;Totaal leeftijd;WIA: regeling IVA;2012;6710;5610;0;0;0;1100;3490;40;1500;1960
351;Totaal mannen en vrouwen;Totaal leeftijd;WIA: regeling IVA;2013 januari;760;640;0;0;0;120;230;0;0;230
352;Totaal mannen en vrouwen;Totaal leeftijd;WIA: regeling IVA;2013 februari;610;540;0;0;0;70;360;0;150;200
353;Totaal mannen en vrouwen;Totaal leeftijd;WIA: regeling IVA;2013 maart;620;520;0;0;0;100;350;0;170;180
354;Totaal mannen en vrouwen;Totaal leeftijd;WIA: regeling IVA;2013 april;670;570;0;0;0;100;330;0;160;170
355;Totaal mannen en vrouwen;Totaal leeftijd;WIA: regeling IVA;2013 mei;680;590;0;0;0;90;360;0;170;190
356;Totaal mannen en vrouwen;Totaal leeftijd;WIA: regeling IVA;2013 juni;600;490;0;0;0;110;390;0;180;210
357;Totaal mannen en vrouwen;Totaal leeftijd;WIA: regeling IVA;2013 juli;660;560;0;0;0;100;400;0;190;210
358;Totaal mannen en vrouwen;Totaal leeftijd;WIA: regeling IVA;2013 augustus;630;540;0;0;0;90;390;0;190;200
359;Totaal mannen en vrouwen;Totaal leeftijd;WIA: regeling IVA;2013 september;730;610;0;0;0;120;360;0;160;210
360;Totaal mannen en vrouwen;Totaal leeftijd;WIA: regeling IVA;2013 oktober;710;580;0;0;0;130;400;0;180;220
361;Totaal mannen en vrouwen;Totaal leeftijd;WIA: regeling IVA;2013 november;690;580;0;0;0;120;350;0;140;200
362;Totaal mannen en vrouwen;Totaal leeftijd;WIA: regeling IVA;2013 december;570;480;0;0;0;90;290;0;160;120
363;Totaal mannen en vrouwen;Totaal leeftijd;WIA: regeling IVA;2013;7920;6680;0;0;0;1240;4190;30;1840;2320
364;Totaal mannen en vrouwen;Totaal leeftijd;WIA: regeling IVA;2014 januari;760;660;0;0;0;100;330;0;0;330
365;Totaal mannen en vrouwen;Totaal leeftijd;WIA: regeling IVA;2014 februari;660;560;0;0;0;100;360;0;190;170
366;Totaal mannen en vrouwen;Totaal leeftijd;WIA: regeling IVA;2014 maart;680;570;0;0;0;110;410;0;210;200
367;Totaal mannen en vrouwen;Totaal leeftijd;WIA: regeling IVA;2014 april;750;630;0;0;0;120;400;0;210;190
368;Totaal mannen en vrouwen;Totaal leeftijd;WIA: regeling IVA;2014 mei;660;560;0;0;0;100;430;0;230;200
369;Totaal mannen en vrouwen;Totaal leeftijd;WIA: regeling IVA;2014 juni;700;590;0;0;0;110;410;0;210;200
370;Totaal mannen en vrouwen;Totaal leeftijd;WIA: regeling IVA;2014 juli;720;600;0;0;0;120;500;0;240;250
371;Totaal mannen en vrouwen;Totaal leeftijd;WIA: regeling IVA;2014 augustus;600;510;0;0;0;90;400;0;220;170
372;Totaal mannen en vrouwen;Totaal leeftijd;WIA: regeling IVA;2014 september;720;610;0;0;0;110;470;0;250;220
373;Totaal mannen en vrouwen;Totaal leeftijd;WIA: regeling IVA;2014 oktober;700;600;0;0;0;100;420;0;220;200
374;Totaal mannen en vrouwen;Totaal leeftijd;WIA: regeling IVA;2014 november;670;550;0;0;0;120;450;0;230;220
375;Totaal mannen en vrouwen;Totaal leeftijd;WIA: regeling IVA;2014 december;600;490;0;0;0;110;380;0;220;160
376;Totaal mannen en vrouwen;Totaal leeftijd;WIA: regeling IVA;2014;8220;6930;0;0;0;1280;4940;30;2410;2510
377;Totaal mannen en vrouwen;Totaal leeftijd;WIA: regeling IVA;2015 januari;780;670;0;0;0;110;270;0;0;270
378;Totaal mannen en vrouwen;Totaal leeftijd;WIA: regeling IVA;2015 februari;730;630;0;0;0;110;500;0;200;290
379;Totaal mannen en vrouwen;Totaal leeftijd;WIA: regeling IVA;2015 maart;700;580;0;0;0;120;440;0;210;230
380;Totaal mannen en vrouwen;Totaal leeftijd;WIA: regeling IVA;2015 april;680;600;0;0;0;90;530;0;320;210
381;Totaal mannen en vrouwen;Totaal leeftijd;WIA: regeling IVA;2015 mei;640;540;0;0;0;100;480;0;270;220
382;Totaal mannen en vrouwen;Totaal leeftijd;WIA: regeling IVA;2015 juni;740;630;0;0;0;110;600;0;340;260
383;Totaal mannen en vrouwen;Totaal leeftijd;WIA: regeling IVA;2015 juli;680;580;0;0;0;100;560;10;290;260
384;Totaal mannen en vrouwen;Totaal leeftijd;WIA: regeling IVA;2015 augustus;700;600;0;0;0;100;540;0;350;190
385;Totaal mannen en vrouwen;Totaal leeftijd;WIA: regeling IVA;2015 september;790;690;0;0;0;110;550;10;290;250
386;Totaal mannen en vrouwen;Totaal leeftijd;WIA: regeling IVA;2015 oktober;740;630;0;0;0;120;650;0;380;270
387;Totaal mannen en vrouwen;Totaal leeftijd;WIA: regeling IVA;2015 november;740;630;0;0;0;110;580;0;350;230
388;Totaal mannen en vrouwen;Totaal leeftijd;WIA: regeling IVA;2015 december;630;540;0;0;0;90;470;0;330;140
389;Totaal mannen en vrouwen;Totaal leeftijd;WIA: regeling IVA;2015;8550;7300;0;0;0;1250;6160;20;3320;2820
390;Totaal mannen en vrouwen;Totaal leeftijd;WIA: regeling WGA;2010 januari;2830;1950;0;0;0;880;640;470;30;140
391;Totaal mannen en vrouwen;Totaal leeftijd;WIA: regeling WGA;2010 februari;2320;1580;0;0;0;740;550;400;70;80
392;Totaal mannen en vrouwen;Totaal leeftijd;WIA: regeling WGA;2010 maart;2160;1430;0;0;0;720;520;360;40;110
393;Totaal mannen en vrouwen;Totaal leeftijd;WIA: regeling WGA;2010 april;2490;1670;0;0;0;820;560;400;50;110
394;Totaal mannen en vrouwen;Totaal leeftijd;WIA: regeling WGA;2010 mei;2050;1290;0;0;0;770;460;340;50;80
395;Totaal mannen en vrouwen;Totaal leeftijd;WIA: regeling WGA;2010 juni;1970;1270;0;0;0;700;540;380;40;120
396;Totaal mannen en vrouwen;Totaal leeftijd;WIA: regeling WGA;2010 juli;2380;1510;0;0;0;870;570;390;50;130
397;Totaal mannen en vrouwen;Totaal leeftijd;WIA: regeling WGA;2010 augustus;2140;1290;0;0;0;850;440;320;50;80
398;Totaal mannen en vrouwen;Totaal leeftijd;WIA: regeling WGA;2010 september;2350;1490;0;0;0;850;480;340;40;100
399;Totaal mannen en vrouwen;Totaal leeftijd;WIA: regeling WGA;2010 oktober;2930;1840;0;0;0;1080;560;420;30;110
400;Totaal mannen en vrouwen;Totaal leeftijd;WIA: regeling WGA;2010 november;2400;1500;0;0;0;900;560;410;50;110
401;Totaal mannen en vrouwen;Totaal leeftijd;WIA: regeling WGA;2010 december;2310;1440;0;0;0;870;530;390;50;90
402;Totaal mannen en vrouwen;Totaal leeftijd;WIA: regeling WGA;2010;28310;18260;0;0;0;10050;6400;4610;530;1260
403;Totaal mannen en vrouwen;Totaal leeftijd;WIA: regeling WGA;2011 januari;2770;1770;0;0;0;1000;610;400;80;130
404;Totaal mannen en vrouwen;Totaal leeftijd;WIA: regeling WGA;2011 februari;2520;1590;0;0;0;940;480;310;90;80
405;Totaal mannen en vrouwen;Totaal leeftijd;WIA: regeling WGA;2011 maart;2250;1420;0;0;0;830;580;370;100;110
406;Totaal mannen en vrouwen;Totaal leeftijd;WIA: regeling WGA;2011 april;2580;1660;0;0;0;920;610;380;110;130
407;Totaal mannen en vrouwen;Totaal leeftijd;WIA: regeling WGA;2011 mei;2600;1660;0;0;0;950;560;330;80;160
408;Totaal mannen en vrouwen;Totaal leeftijd;WIA: regeling WGA;2011 juni;2070;1340;0;0;0;730;590;310;100;180
409;Totaal mannen en vrouwen;Totaal leeftijd;WIA: regeling WGA;2011 juli;2500;1630;0;0;0;880;580;320;90;170
410;Totaal mannen en vrouwen;Totaal leeftijd;WIA: regeling WGA;2011 augustus;2420;1590;0;0;0;840;470;260;110;100
411;Totaal mannen en vrouwen;Totaal leeftijd;WIA: regeling WGA;2011 september;2600;1730;0;0;0;860;490;300;90;100
412;Totaal mannen en vrouwen;Totaal leeftijd;WIA: regeling WGA;2011 oktober;2980;1980;0;0;0;1000;590;360;90;150
413;Totaal mannen en vrouwen;Totaal leeftijd;WIA: regeling WGA;2011 november;2040;1340;0;0;0;700;530;300;110;120
414;Totaal mannen en vrouwen;Totaal leeftijd;WIA: regeling WGA;2011 december;2750;1890;0;0;0;860;590;360;110;120
415;Totaal mannen en vrouwen;Totaal leeftijd;WIA: regeling WGA;2011;30080;19600;0;0;0;10490;6670;3980;1150;1540
416;Totaal mannen en vrouwen;Totaal leeftijd;WIA: regeling WGA;2012 januari;2950;2000;0;0;0;960;650;380;110;160
417;Totaal mannen en vrouwen;Totaal leeftijd;WIA: regeling WGA;2012 februari;2500;1740;0;0;0;760;630;340;140;140
418;Totaal mannen en vrouwen;Totaal leeftijd;WIA: regeling WGA;2012 maart;2320;1590;0;0;0;730;600;390;100;100
419;Totaal mannen en vrouwen;Totaal leeftijd;WIA: regeling WGA;2012 april;2500;1720;0;0;0;780;730;420;150;150
420;Totaal mannen en vrouwen;Totaal leeftijd;WIA: regeling WGA;2012 mei;2110;1420;0;0;0;690;770;540;120;110
421;Totaal mannen en vrouwen;Totaal leeftijd;WIA: regeling WGA;2012 juni*;460;300;0;0;0;160;90;40;0;50
422;Totaal mannen en vrouwen;Totaal leeftijd;WIA: regeling WGA;2012 juli;2130;1430;0;0;0;700;730;420;150;170
423;Totaal mannen en vrouwen;Totaal leeftijd;WIA: regeling WGA;2012 augustus;2260;1570;0;0;0;690;620;380;110;130
424;Totaal mannen en vrouwen;Totaal leeftijd;WIA: regeling WGA;2012 september;2460;1700;0;0;0;770;550;330;120;100
425;Totaal mannen en vrouwen;Totaal leeftijd;WIA: regeling WGA;2012 oktober;2810;1910;0;0;0;900;610;340;120;150
426;Totaal mannen en vrouwen;Totaal leeftijd;WIA: regeling WGA;2012 november;2570;1750;0;0;0;820;690;430;130;130
427;Totaal mannen en vrouwen;Totaal leeftijd;WIA: regeling WGA;2012 december;2140;1440;0;0;0;710;600;350;130;110
428;Totaal mannen en vrouwen;Totaal leeftijd;WIA: regeling WGA;2012;27220;18550;0;0;0;8660;7260;4370;1390;1510
429;Totaal mannen en vrouwen;Totaal leeftijd;WIA: regeling WGA;2013 januari;2930;2030;0;0;0;910;640;450;0;190
430;Totaal mannen en vrouwen;Totaal leeftijd;WIA: regeling WGA;2013 februari;2460;1710;0;0;0;750;710;420;140;150
431;Totaal mannen en vrouwen;Totaal leeftijd;WIA: regeling WGA;2013 maart;2490;1700;0;0;0;790;710;400;170;150
432;Totaal mannen en vrouwen;Totaal leeftijd;WIA: regeling WGA;2013 april;2370;1670;0;0;0;700;790;460;160;170
433;Totaal mannen en vrouwen;Totaal leeftijd;WIA: regeling WGA;2013 mei;2340;1600;0;0;0;740;750;480;160;120
434;Totaal mannen en vrouwen;Totaal leeftijd;WIA: regeling WGA;2013 juni;2080;1410;0;0;0;670;730;390;190;150
435;Totaal mannen en vrouwen;Totaal leeftijd;WIA: regeling WGA;2013 juli;2230;1480;0;0;0;750;710;370;170;170
436;Totaal mannen en vrouwen;Totaal leeftijd;WIA: regeling WGA;2013 augustus;2300;1630;0;0;0;670;660;350;180;130
437;Totaal mannen en vrouwen;Totaal leeftijd;WIA: regeling WGA;2013 september;2620;1800;0;0;0;820;660;340;170;150
