ID;Persoonskenmerken;Land;Perioden;AndereMensen_1;Rechtssysteem_2;Politie_3;Politici_4;Parlement_5;PolitiekePartijen_6;EuropeesParlement_7;VerenigdeNaties_8;AndereMensen_9;Rechtssysteem_10;Politie_11;Politici_12;Parlement_13;PolitiekePartijen_14;EuropeesParlement_15;VerenigdeNaties_16
26;Totaal personen;Cyprus;2014;;;;;;;;;;;;;;;;
27;Totaal personen;Cyprus;2016;;;;;;;;;;;;;;;;
28;Totaal personen;Cyprus;2018;3.8;4.4;5.3;2.7;3.6;2.6;4.6;4.6;22.0;31.0;49.0;10.0;17.0;10.0;34.0;35.0
29;Totaal personen;Cyprus;2020;;;;;;;;;;;;;;;;
30;Totaal personen;Denemarken;2002;7.0;7.1;7.9;5.5;6.2;;4.8;6.5;75.0;77.0;90.0;51.0;62.0;;40.0;70.0
31;Totaal personen;Denemarken;2004;6.8;7.2;7.9;5.6;6.3;5.6;4.8;6.6;72.0;78.0;90.0;52.0;64.0;52.0;38.0;71.0
32;Totaal personen;Denemarken;2006;7.0;7.5;7.8;5.6;6.4;4.8;4.8;5.4;77.0;83.0;89.0;55.0;67.0;54.0;41.0;70.0
33;Totaal personen;Denemarken;2008;6.9;7.3;7.6;5.6;6.5;5.7;5.0;6.5;75.0;80.0;86.0;53.0;68.0;55.0;42.0;70.0
34;Totaal personen;Denemarken;2010;6.8;7.4;7.7;5.0;5.8;5.2;5.0;6.2;76.0;82.0;88.0;42.0;56.0;43.0;40.0;65.0
35;Totaal personen;Denemarken;2012;7.0;7.7;8.0;5.2;6.1;5.3;5.2;6.6;78.0;86.0;90.0;47.0;63.0;48.0;45.0;72.0
36;Totaal personen;Denemarken;2014;6.9;7.4;7.7;4.9;5.9;5.1;4.8;6.3;76.0;83.0;87.0;43.0;60.0;46.0;40.0;66.0
37;Totaal personen;Denemarken;2016;;;;;;;;;;;;;;;;
38;Totaal personen;Denemarken;2018;6.9;7.5;8.0;5.1;6.0;5.2;5.2;6.5;77.0;84.0;91.0;46.0;61.0;47.0;47.0;69.0
39;Totaal personen;Denemarken;2020;;;;;;;;;;;;;;;;
40;Totaal personen;Duitsland;2002;4.7;5.7;6.7;3.5;4.5;;4.5;5.2;34.0;55.0;73.0;16.0;32.0;;31.0;45.0
41;Totaal personen;Duitsland;2004;4.8;5.5;6.5;3.2;4.2;3.2;4.2;4.9;38.0;53.0;69.0;14.0;29.0;12.0;28.0;41.0
42;Totaal personen;Duitsland;2006;4.8;5.6;6.6;3.3;4.2;3.3;4.1;4.7;38.0;54.0;72.0;16.0;28.0;15.0;25.0;38.0
43;Totaal personen;Duitsland;2008;4.9;5.8;6.8;3.5;4.7;3.5;4.3;5.0;41.0;56.0;74.0;16.0;34.0;14.0;28.0;40.0
44;Totaal personen;Duitsland;2010;4.7;5.7;6.9;3.4;4.3;3.4;4.0;4.7;35.0;54.0;74.0;15.0;29.0;14.0;24.0;36.0
45;Totaal personen;Duitsland;2012;5.0;6.0;6.9;3.8;4.9;3.8;4.4;5.1;41.0;60.0;77.0;20.0;39.0;18.0;32.0;42.0
46;Totaal personen;Duitsland;2014;5.2;5.9;6.8;3.9;5.1;3.9;4.1;4.7;44.0;58.0;75.0;24.0;45.0;24.0;29.0;38.0
47;Totaal personen;Duitsland;2016;5.4;6.2;7.1;4.2;5.3;4.2;4.4;4.9;49.0;64.0;79.0;28.0;49.0;27.0;32.0;40.0
48;Totaal personen;Duitsland;2018;5.3;6.0;7.1;3.9;4.9;4.0;4.5;4.8;48.0;60.0;78.0;25.0;43.0;24.0;35.0;39.0
49;Totaal personen;Duitsland;2020;;;;;;;;;;;;;;;;
50;Totaal personen;Estland;2002;;;;;;;;;;;;;;;;
51;Totaal personen;Estland;2004;5.2;4.9;5.7;3.3;4.2;3.1;4.9;5.5;43.0;40.0;54.0;13.0;25.0;10.0;39.0;51.0
52;Totaal personen;Estland;2006;5.3;5.1;5.5;3.5;4.6;5.7;5.0;6.5;44.0;42.0;51.0;16.0;32.0;16.0;46.0;50.0
53;Totaal personen;Estland;2008;3.5;2.3;3.3;1.6;1.9;1.7;4.6;4.8;47.0;39.0;61.0;15.0;24.0;13.0;39.0;46.0
54;Totaal personen;Estland;2010;5.7;5.2;6.2;3.6;4.2;3.4;5.2;5.5;51.0;46.0;63.0;19.0;29.0;16.0;44.0;48.0
55;Totaal personen;Estland;2012;5.5;4.9;5.9;3.3;3.9;3.2;4.7;5.2;48.0;42.0;58.0;16.0;26.0;14.0;36.0;44.0
56;Totaal personen;Estland;2014;5.6;5.2;6.1;3.5;4.4;3.4;4.4;4.7;49.0;45.0;61.0;16.0;31.0;15.0;32.0;38.0
57;Totaal personen;Estland;2016;5.0;3.9;6.6;2.4;3.9;2.4;4.2;4.7;53.0;55.0;73.0;19.0;33.0;17.0;33.0;43.0
58;Totaal personen;Estland;2018;5.6;5.9;7.0;3.9;4.9;3.8;4.7;5.0;51.0;61.0;76.0;22.0;41.0;18.0;38.0;43.0
59;Totaal personen;Estland;2020;5.7;6.3;7.4;4.0;5.1;3.9;4.9;5.2;56.0;65.0;81.0;24.0;45.0;20.0;40.0;44.0
60;Totaal personen;Finland;2002;6.5;6.8;8.0;4.8;5.8;;4.9;6.5;71.0;74.0;90.0;41.0;59.0;;41.0;71.0
61;Totaal personen;Finland;2004;6.5;6.9;8.0;4.9;6.0;5.0;5.0;6.6;72.0;76.0;92.0;42.0;64.0;44.0;43.0;74.0
62;Totaal personen;Finland;2006;6.6;7.0;8.0;4.9;6.0;3.5;5.3;5.6;73.0;78.0;92.0;45.0;64.0;45.0;43.0;71.0
63;Totaal personen;Finland;2008;6.4;7.1;8.0;4.9;6.0;5.0;5.2;6.7;70.0;81.0;91.0;42.0;63.0;44.0;47.0;76.0
64;Totaal personen;Finland;2010;6.5;6.9;8.0;4.4;5.4;4.5;5.1;6.6;72.0;79.0;93.0;34.0;51.0;36.0;46.0;74.0
65;Totaal personen;Finland;2012;6.6;7.0;8.1;4.8;5.9;4.9;5.0;6.5;74.0;79.0;93.0;41.0;61.0;41.0;44.0;73.0
66;Totaal personen;Finland;2014;6.7;6.8;7.9;4.6;5.6;4.7;4.7;6.2;76.0;75.0;90.0;38.0;55.0;39.0;39.0;66.0
67;Totaal personen;Finland;2016;6.8;7.2;8.2;4.7;5.7;4.8;5.2;6.4;77.0;82.0;93.0;42.0;59.0;43.0;49.0;70.0
68;Totaal personen;Finland;2018;6.9;7.1;8.1;4.9;5.8;5.0;5.4;6.5;81.0;81.0;92.0;44.0;61.0;46.0;53.0;73.0
69;Totaal personen;Finland;2020;6.9;7.5;8.3;5.4;6.5;5.4;5.6;6.6;79.0;84.0;94.0;55.0;73.0;55.0;59.0;74.0
70;Totaal personen;Frankrijk;2002;4.5;4.8;5.9;3.7;4.5;;4.4;4.6;28.0;39.0;59.0;18.0;29.0;;28.0;35.0
71;Totaal personen;Frankrijk;2004;4.5;4.8;5.8;3.5;4.3;3.4;4.3;4.7;29.0;36.0;56.0;16.0;26.0;13.0;28.0;35.0
72;Totaal personen;Frankrijk;2006;4.5;4.9;5.7;3.3;4.3;3.5;5.0;5.1;29.0;41.0;56.0;12.0;27.0;12.0;30.0;46.0
73;Totaal personen;Frankrijk;2008;4.5;5.1;5.8;3.5;4.5;3.4;4.6;5.3;29.0;45.0;56.0;16.0;31.0;13.0;34.0;47.0
74;Totaal personen;Frankrijk;2010;4.3;4.9;5.6;3.2;4.1;3.1;4.3;5.0;27.0;40.0;54.0;13.0;24.0;10.0;28.0;40.0
75;Totaal personen;Frankrijk;2012;4.4;5.0;5.9;3.2;4.1;3.1;4.1;5.2;29.0;44.0;62.0;13.0;26.0;12.0;27.0;48.0
76;Totaal personen;Frankrijk;2014;4.6;5.2;6.1;2.7;3.9;2.7;3.9;5.0;33.0;47.0;65.0;9.0;26.0;9.0;25.0;45.0
77;Totaal personen;Frankrijk;2016;4.6;5.0;6.4;2.9;4.1;2.8;3.7;4.9;30.0;43.0;70.0;10.0;26.0;9.0;22.0;40.0
78;Totaal personen;Frankrijk;2018;4.6;5.2;6.5;3.5;4.1;3.1;4.0;5.0;30.0;48.0;71.0;17.0;28.0;11.0;27.0;44.0
79;Totaal personen;Frankrijk;2020;4.6;5.2;6.4;3.9;4.5;3.4;4.4;5.2;32.0;48.0;69.0;23.0;34.0;14.0;34.0;46.0
80;Totaal personen;Griekenland;2002;;;;;;;;;;;;;;;;
81;Totaal personen;Griekenland;2004;;;;;;;;;;;;;;;;
82;Totaal personen;Griekenland;2006;;;;;;;;;;;;;;;;
83;Totaal personen;Griekenland;2008;;;;;;;;;;;;;;;;
84;Totaal personen;Griekenland;2010;4.0;3.8;4.6;1.4;2.0;1.4;2.6;2.6;26.0;28.0;39.0;3.0;7.0;3.0;12.0;13.0
85;Totaal personen;Griekenland;2012;;;;;;;;;;;;;;;;
86;Totaal personen;Griekenland;2014;;;;;;;;;;;;;;;;
87;Totaal personen;Griekenland;2016;;;;;;;;;;;;;;;;
88;Totaal personen;Griekenland;2018;;;;;;;;;;;;;;;;
89;Totaal personen;Griekenland;2020;4.5;6.4;6.7;3.6;4.2;3.5;4.5;4.5;31.0;71.0;75.0;18.0;31.0;18.0;33.0;36.0
90;Totaal personen;Hongarije;2002;4.1;5.1;4.9;3.9;5.0;;5.7;6.0;23.0;40.0;39.0;20.0;38.0;;50.0;55.0
91;Totaal personen;Hongarije;2004;4.1;4.4;5.2;2.7;3.6;2.7;5.2;5.7;25.0;32.0;43.0;8.0;19.0;8.0;47.0;53.0
92;Totaal personen;Hongarije;2006;4.3;4.3;5.1;2.5;3.4;5.0;5.0;6.5;30.0;31.0;44.0;9.0;17.0;8.0;40.0;47.0
93;Totaal personen;Hongarije;2008;4.1;3.7;4.3;1.9;2.6;2.0;4.0;4.5;25.0;23.0;30.0;5.0;10.0;6.0;27.0;35.0
94;Totaal personen;Hongarije;2010;4.5;4.6;5.1;3.1;4.2;3.1;4.7;5.1;32.0;36.0;44.0;15.0;29.0;14.0;37.0;45.0
95;Totaal personen;Hongarije;2012;4.8;4.7;5.3;3.3;3.9;3.2;4.2;4.9;42.0;38.0;46.0;20.0;26.0;18.0;28.0;38.0
96;Totaal personen;Hongarije;2014;4.2;4.6;5.3;2.9;3.9;3.0;4.8;5.4;30.0;38.0;47.0;17.0;26.0;16.0;41.0;49.0
97;Totaal personen;Hongarije;2016;4.5;5.4;6.4;3.7;4.5;3.6;4.4;5.0;34.0;51.0;67.0;26.0;36.0;21.0;34.0;42.0
98;Totaal personen;Hongarije;2018;4.9;5.6;6.4;4.0;4.6;3.9;5.1;5.7;44.0;54.0;66.0;28.0;39.0;26.0;46.0;56.0
99;Totaal personen;Hongarije;2020;4.8;5.4;6.3;4.2;4.7;4.2;5.3;5.5;40.0;51.0;64.0;30.0;38.0;29.0;47.0;53.0
100;Totaal personen;Ierland;2002;5.5;5.1;6.5;3.7;4.4;;5.1;5.7;51.0;44.0;69.0;21.0;32.0;;44.0;54.0
101;Totaal personen;Ierland;2004;5.8;5.2;6.6;3.9;4.7;4.0;5.4;5.8;57.0;45.0;69.0;23.0;36.0;23.0;48.0;56.0
102;Totaal personen;Ierland;2006;5.4;5.0;6.1;3.8;4.8;3.2;4.4;5.1;48.0;42.0;62.0;23.0;38.0;23.0;46.0;55.0
103;Totaal personen;Ierland;2008;;;;;;;;;;;;;;;;
104;Totaal personen;Ierland;2010;5.3;5.1;6.5;3.1;3.7;3.1;4.1;5.3;47.0;44.0;68.0;13.0;21.0;11.0;26.0;46.0
105;Totaal personen;Ierland;2012;5.2;5.2;6.6;3.1;3.6;3.0;4.4;5.5;48.0;46.0;73.0;15.0;21.0;13.0;33.0;51.0
106;Totaal personen;Ierland;2014;5.2;5.3;6.3;3.3;3.8;3.3;4.6;5.4;48.0;48.0;66.0;17.0;24.0;16.0;37.0;51.0
107;Totaal personen;Ierland;2016;5.6;5.5;6.2;3.7;4.5;3.7;4.9;5.7;55.0;54.0;67.0;24.0;34.0;22.0;42.0;57.0
108;Totaal personen;Ierland;2018;5.5;5.4;6.2;4.0;4.7;3.9;5.1;5.7;52.0;52.0;66.0;28.0;41.0;26.0;48.0;58.0
109;Totaal personen;Ierland;2020;5.6;5.7;6.6;4.2;5.0;4.1;5.5;5.8;56.0;59.0;73.0;34.0;46.0;30.0;54.0;59.0
110;Totaal personen;IJsland;2002;;;;;;;;;;;;;;;;
111;Totaal personen;IJsland;2004;;;;;;;;;;;;;;;;
112;Totaal personen;IJsland;2006;;;;;;;;;;;;;;;;
113;Totaal personen;IJsland;2008;;;;;;;;;;;;;;;;
114;Totaal personen;IJsland;2010;;;;;;;;;;;;;;;;
115;Totaal personen;IJsland;2012;6.0;5.8;7.8;3.9;4.2;3.5;4.2;6.3;59.0;60.0;90.0;23.0;31.0;18.0;33.0;68.0
116;Totaal personen;IJsland;2014;;;;;;;;;;;;;;;;
117;Totaal personen;IJsland;2016;6.4;6.0;7.8;4.4;5.1;4.2;5.2;6.6;68.0;65.0;91.0;34.0;48.0;30.0;47.0;73.0
118;Totaal personen;IJsland;2018;6.4;6.1;7.6;4.4;5.1;4.3;5.8;6.8;68.0;67.0;86.0;33.0;50.0;32.0;57.0;76.0
119;Totaal personen;IJsland;2020;6.5;6.0;7.4;4.9;5.9;4.9;5.7;6.7;70.0;63.0;83.0;45.0;66.0;41.0;54.0;75.0
120;Totaal personen;Israël;2002;;;;;;;;;;;;;;;;
121;Totaal personen;Israël;2004;;;;;;;;;;;;;;;;
122;Totaal personen;Israël;2006;;;;;;;;;;;;;;;;
123;Totaal personen;Israël;2008;;;;;;;;;;;;;;;;
124;Totaal personen;Israël;2010;5.1;5.3;4.8;2.9;3.7;3.0;3.4;3.4;42.0;51.0;39.0;14.0;23.0;13.0;19.0;23.0
125;Totaal personen;Israël;2012;5.3;5.6;5.1;3.1;4.1;3.1;4.0;3.6;45.0;56.0;47.0;18.0;32.0;18.0;30.0;26.0
126;Totaal personen;Israël;2014;5.2;5.5;4.8;3.0;4.1;3.2;3.1;3.0;43.0;55.0;42.0;15.0;31.0;16.0;21.0;20.0
127;Totaal personen;Israël;2016;5.5;5.4;5.2;3.1;4.1;3.1;3.3;2.8;50.0;54.0;49.0;16.0;30.0;17.0;22.0;19.0
128;Totaal personen;Israël;2018;;;;;;;;;;;;;;;;
129;Totaal personen;Israël;2020;;;;;;;;;;;;;;;;
130;Totaal personen;Italië;2002;;;;;;;;;;;;;;;;
131;Totaal personen;Italië;2004;;;;;;;;;;;;;;;;
132;Totaal personen;Italië;2006;;;;;;;;;;;;;;;;
133;Totaal personen;Italië;2008;;;;;;;;;;;;;;;;
134;Totaal personen;Italië;2010;;;;;;;;;;;;;;;;
135;Totaal personen;Italië;2012;4.8;4.5;6.1;2.0;3.2;2.0;4.3;5.2;43.0;38.0;65.0;7.0;18.0;6.0;36.0;52.0
136;Totaal personen;Italië;2014;;;;;;;;;;;;;;;;
137;Totaal personen;Italië;2016;4.6;4.6;6.1;2.3;3.2;2.3;4.0;4.5;37.0;40.0;67.0;11.0;21.0;9.0;33.0;40.0
138;Totaal personen;Italië;2018;4.8;5.3;6.6;3.0;4.2;2.9;4.3;4.9;41.0;52.0;75.0;15.0;34.0;14.0;36.0;45.0
139;Totaal personen;Italië;2020;5.0;5.1;6.5;3.2;4.2;3.1;4.8;5.0;45.0;48.0;74.0;17.0;32.0;16.0;45.0;48.0
140;Totaal personen;Kosovo;2002;;;;;;;;;;;;;;;;
141;Totaal personen;Kosovo;2004;;;;;;;;;;;;;;;;
142;Totaal personen;Kosovo;2006;;;;;;;;;;;;;;;;
143;Totaal personen;Kosovo;2008;;;;;;;;;;;;;;;;
144;Totaal personen;Kosovo;2010;;;;;;;;;;;;;;;;
145;Totaal personen;Kosovo;2012;3.7;3.2;5.6;2.1;3.1;2.3;5.3;6.1;22.0;19.0;49.0;11.0;19.0;12.0;48.0;59.0
146;Totaal personen;Kosovo;2014;;;;;;;;;;;;;;;;
147;Totaal personen;Kosovo;2016;;;;;;;;;;;;;;;;
148;Totaal personen;Kosovo;2018;;;;;;;;;;;;;;;;
149;Totaal personen;Kosovo;2020;;;;;;;;;;;;;;;;
150;Totaal personen;Kroatië;2002;;;;;;;;;;;;;;;;
151;Totaal personen;Kroatië;2004;;;;;;;;;;;;;;;;
152;Totaal personen;Kroatië;2006;;;;;;;;;;;;;;;;
153;Totaal personen;Kroatië;2008;;;;;;;;;;;;;;;;
154;Totaal personen;Kroatië;2010;4.6;3.2;4.4;1.6;2.3;1.8;3.3;3.9;35.0;17.0;32.0;4.0;8.0;4.0;15.0;25.0
155;Totaal personen;Kroatië;2012;;;;;;;;;;;;;;;;
156;Totaal personen;Kroatië;2014;;;;;;;;;;;;;;;;
157;Totaal personen;Kroatië;2016;;;;;;;;;;;;;;;;
158;Totaal personen;Kroatië;2018;4.1;2.6;5.3;1.7;2.3;1.9;3.9;4.3;25.0;11.0;47.0;4.0;9.0;5.0;26.0;32.0
159;Totaal personen;Kroatië;2020;4.7;2.9;5.2;2.2;3.2;2.3;4.3;4.6;34.0;15.0;44.0;7.0;16.0;7.0;31.0;35.0
160;Totaal personen;Noord-Macedonië;2002;;;;;;;;;;;;;;;;
161;Totaal personen;Noord-Macedonië;2004;;;;;;;;;;;;;;;;
162;Totaal personen;Noord-Macedonië;2006;;;;;;;;;;;;;;;;
163;Totaal personen;Noord-Macedonië;2008;;;;;;;;;;;;;;;;
164;Totaal personen;Noord-Macedonië;2010;;;;;;;;;;;;;;;;
165;Totaal personen;Noord-Macedonië;2012;;;;;;;;;;;;;;;;
166;Totaal personen;Noord-Macedonië;2014;;;;;;;;;;;;;;;;
167;Totaal personen;Noord-Macedonië;2016;;;;;;;;;;;;;;;;
168;Totaal personen;Noord-Macedonië;2018;;;;;;;;;;;;;;;;
169;Totaal personen;Noord-Macedonië;2020;3.6;3.1;4.9;2.5;3.2;2.6;4.4;4.8;25.0;18.0;41.0;12.0;19.0;12.0;37.0;41.0
170;Totaal personen;Letland;2002;;;;;;;;;;;;;;;;
171;Totaal personen;Letland;2004;;;;;;;;;;;;;;;;
172;Totaal personen;Letland;2006;;;;;;;;;;;;;;;;
173;Totaal personen;Letland;2008;;;;;;;;;;;;;;;;
174;Totaal personen;Letland;2010;;;;;;;;;;;;;;;;
175;Totaal personen;Letland;2012;;;;;;;;;;;;;;;;
176;Totaal personen;Letland;2014;;;;;;;;;;;;;;;;
177;Totaal personen;Letland;2016;;;;;;;;;;;;;;;;
178;Totaal personen;Letland;2018;4.3;4.5;5.7;2.7;3.3;2.6;4.5;4.9;29.0;33.0;54.0;9.0;17.0;8.0;36.0;44.0
179;Totaal personen;Letland;2020;;;;;;;;;;;;;;;;
180;Totaal personen;Litouwen;2002;;;;;;;;;;;;;;;;
181;Totaal personen;Litouwen;2004;;;;;;;;;;;;;;;;
182;Totaal personen;Litouwen;2006;;;;;;;;;;;;;;;;
183;Totaal personen;Litouwen;2008;;;;;;;;;;;;;;;;
184;Totaal personen;Litouwen;2010;;;;;;;;;;;;;;;;
185;Totaal personen;Litouwen;2012;5.2;4.0;5.5;2.9;3.1;2.8;4.7;5.0;49.0;27.0;53.0;12.0;16.0;12.0;41.0;46.0
186;Totaal personen;Litouwen;2014;4.9;4.5;5.7;3.1;3.3;3.0;5.2;5.6;42.0;36.0;55.0;15.0;19.0;15.0;49.0;53.0
187;Totaal personen;Litouwen;2016;5.2;5.0;6.1;3.5;3.9;3.2;5.6;5.8;51.0;43.0;62.0;20.0;25.0;18.0;52.0;55.0
188;Totaal personen;Litouwen;2018;4.7;4.6;6.2;3.2;3.3;2.9;5.1;5.3;35.0;58.0;62.0;16.0;21.0;15.0;44.0;48.0
189;Totaal personen;Litouwen;2020;5.0;5.3;6.7;3.5;3.9;3.3;5.2;5.5;41.0;49.0;70.0;20.0;26.0;18.0;47.0;50.0
190;Totaal personen;Montenegro;2002;;;;;;;;;;;;;;;;
191;Totaal personen;Montenegro;2004;;;;;;;;;;;;;;;;
192;Totaal personen;Montenegro;2006;;;;;;;;;;;;;;;;
193;Totaal personen;Montenegro;2008;;;;;;;;;;;;;;;;
194;Totaal personen;Montenegro;2010;;;;;;;;;;;;;;;;
195;Totaal personen;Montenegro;2012;;;;;;;;;;;;;;;;
196;Totaal personen;Montenegro;2014;;;;;;;;;;;;;;;;
197;Totaal personen;Montenegro;2016;;;;;;;;;;;;;;;;
198;Totaal personen;Montenegro;2018;3.6;4.4;5.2;3.0;4.2;3.0;4.8;5.0;21.0;35.0;45.0;17.0;33.0;16.0;42.0;42.0
199;Totaal personen;Montenegro;2020;3.9;3.8;5.0;3.0;3.7;3.1;5.2;5.4;25.0;26.0;42.0;16.0;25.0;18.0;47.0;51.0
200;Totaal personen;Nederland;2002;5.7;5.4;5.8;4.9;5.2;;4.7;5.4;58.0;52.0;62.0;42.0;50.0;;38.0;52.0
201;Totaal personen;Nederland;2004;5.8;5.5;6.0;4.7;4.7;4.8;4.6;5.4;63.0;56.0;67.0;40.0;39.0;41.0;38.0;56.0
202;Totaal personen;Nederland;2006;5.8;5.8;6.2;5.0;5.3;3.5;3.5;5.0;61.0;61.0;72.0;46.0;53.0;47.0;39.0;55.0
203;Totaal personen;Nederland;2008;6.0;5.9;6.3;5.2;5.6;5.2;5.1;5.6;64.0;64.0;73.0;52.0;60.0;52.0;48.0;59.0
204;Totaal personen;Nederland;2010;6.0;5.9;6.3;5.2;5.4;5.3;4.9;5.6;67.0;64.0;73.0;52.0;55.0;53.0;43.0;58.0
205;Totaal personen;Nederland;2012;6.0;6.1;6.4;5.1;5.3;5.1;4.8;5.7;65.0;67.0;77.0;50.0;52.0;48.0;45.0;61.0
206;Totaal personen;Nederland;2014;6.0;6.0;6.4;4.9;5.2;4.9;4.5;5.5;66.0;67.0;77.0;46.0;53.0;45.0;38.0;60.0
207;Totaal personen;Nederland;2016;6.0;6.2;6.7;5.1;5.6;5.2;4.7;5.7;68.0;71.0;82.0;50.0;60.0;52.0;41.0;61.0
208;Totaal personen;Nederland;2018;6.1;6.6;7.0;5.3;5.9;5.3;5.3;5.9;69.0;76.0;85.0;56.0;66.0;55.0;54.0;66.0
209;Totaal personen;Nederland;2020;6.4;6.6;7.1;5.2;5.7;5.3;5.3;5.9;73.0;77.0;87.0;52.0;62.0;53.0;56.0;67.0
210;Totaal personen;Noorwegen;2002;6.6;6.3;7.0;4.6;5.7;;4.7;6.8;72.0;66.0;79.0;31.0;53.0;;32.0;76.0
211;Totaal personen;Noorwegen;2004;6.6;6.4;7.1;4.2;5.4;4.3;4.6;6.9;73.0;67.0;82.0;26.0;49.0;25.0;29.0;78.0
212;Totaal personen;Noorwegen;2006;6.8;6.6;7.2;4.4;5.7;2.6;5.0;5.4;77.0;72.0;82.0;29.0;54.0;29.0;32.0;77.0
213;Totaal personen;Noorwegen;2008;6.6;6.8;7.0;4.6;5.8;4.8;5.0;6.8;73.0;74.0;79.0;33.0;54.0;34.0;37.0;77.0
214;Totaal personen;Noorwegen;2010;6.7;6.9;7.2;4.9;6.0;4.9;5.0;6.7;74.0;76.0;82.0;38.0;61.0;37.0;37.0;74.0
215;Totaal personen;Noorwegen;2012;6.7;7.2;7.2;5.1;6.3;5.2;4.9;6.7;75.0;82.0;83.0;44.0;66.0;43.0;35.0;76.0
216;Totaal personen;Noorwegen;2014;6.6;7.2;7.4;5.3;6.7;5.3;5.0;6.7;73.0;81.0;85.0;48.0;76.0;47.0;38.0;74.0
217;Totaal personen;Noorwegen;2016;6.8;7.4;7.4;5.4;6.8;5.5;5.1;6.8;76.0;83.0;86.0;51.0;76.0;50.0;43.0;77.0
218;Totaal personen;Noorwegen;2018;6.6;7.4;7.6;5.2;6.7;5.3;5.4;7.0;71.0;84.0;86.0;47.0;73.0;49.0;50.0;79.0
219;Totaal personen;Noorwegen;2020;6.7;7.6;7.7;5.5;6.9;5.6;5.7;7.1;75.0;85.0;86.0;56.0;77.0;55.0;56.0;81.0
220;Totaal personen;Oekraïne;2002;;;;;;;;;;;;;;;;
