ID;BouwactiviteitenSBI93;Grootteklasse;Perioden;TotaalMateriaalverbruik_1;TBVBouwEnBouwinstallatieAct_2;TBVHandelsactiviteiten_3;TBVOverigeActiviteiten_4;MateriaalverbruikNietTeSpecificeren_5;TotaalBetalingen_6;Constructiewerkplaatsen_7;Loodgietersbedrijven_8;ElectrotechnischeInstallBedrijven_9;CentraleVerwarmingsbedrijven_10;TimmerSchilderGlaszettersBehangbedr_11;SteengaasMuurbewerkingsbedrijven_12;AndereOnderaannemers_13;OnderaannemersNietTeSpecificeren_14
15;SBI 45 Totaal bouw incl.bouwinstallatie;10 tot 100 werknemers;1999;6827.0;5288.0;128.0;29.0;1381.0;5339.0;227.0;261.0;289.0;207.0;435.0;152.0;3597.0;171.0
16;SBI 45 Totaal bouw incl.bouwinstallatie;100 of meer werknemers;1996;5121.0;4803.0;276.0;43.0;0.0;4664.0;167.0;189.0;314.0;221.0;275.0;76.0;2549.0;873.0
17;SBI 45 Totaal bouw incl.bouwinstallatie;100 of meer werknemers;1997;5433.0;5086.0;318.0;30.0;0.0;4878.0;219.0;192.0;304.0;265.0;282.0;108.0;2868.0;639.0
18;SBI 45 Totaal bouw incl.bouwinstallatie;100 of meer werknemers;1998;6125.0;5679.0;408.0;38.0;0.0;5438.0;255.0;221.0;337.0;259.0;319.0;117.0;3329.0;603.0
19;SBI 45 Totaal bouw incl.bouwinstallatie;100 of meer werknemers;1999;7301.0;6384.0;859.0;58.0;0.0;6176.0;264.0;227.0;370.0;257.0;275.0;114.0;4536.0;133.0
20;SBI 451 Bouwrijp maken van terreinen;1 of meer werknemers;1996;142.0;74.0;7.0;3.0;59.0;178.0;0.0;0.0;0.0;0.0;0.0;0.0;122.0;55.0
21;SBI 451 Bouwrijp maken van terreinen;1 of meer werknemers;1997;163.0;87.0;12.0;4.0;60.0;196.0;0.0;0.0;0.0;0.0;0.0;0.0;141.0;55.0
22;SBI 451 Bouwrijp maken van terreinen;1 of meer werknemers;1998;184.0;112.0;12.0;4.0;56.0;226.0;0.0;0.0;0.0;0.0;0.0;0.0;177.0;49.0
23;SBI 451 Bouwrijp maken van terreinen;1 of meer werknemers;1999;186.0;105.0;15.0;5.0;60.0;255.0;0.0;0.0;0.0;0.0;0.0;0.0;205.0;50.0
24;SBI 451 Bouwrijp maken van terreinen;1 tot 10 werknemers;1996;59.0;;;;59.0;55.0;;;;;;;;55.0
25;SBI 451 Bouwrijp maken van terreinen;1 tot 10 werknemers;1997;60.0;;;;60.0;55.0;;;;;;;;55.0
26;SBI 451 Bouwrijp maken van terreinen;1 tot 10 werknemers;1998;56.0;;;;56.0;49.0;;;;;;;;49.0
27;SBI 451 Bouwrijp maken van terreinen;1 tot 10 werknemers;1999;60.0;;;;60.0;50.0;;;;;;;;50.0
28;SBI 451 Bouwrijp maken van terreinen;10 of meer werknemers;1996;83.0;;;;0.0;123.0;;;;;;;;0.0
29;SBI 451 Bouwrijp maken van terreinen;10 of meer werknemers;1997;103.0;;;;0.0;141.0;;;;;;;;0.0
30;SBI 451 Bouwrijp maken van terreinen;10 of meer werknemers;1998;128.0;;;;0.0;177.0;;;;;;;;0.0
31;SBI 451 Bouwrijp maken van terreinen;10 of meer werknemers;1999;126.0;;;;0.0;205.0;;;;;;;;0.0
32;SBI 451 Bouwrijp maken van terreinen;10 tot 100 werknemers;1996;;;;;;;;;;;;;;
33;SBI 451 Bouwrijp maken van terreinen;10 tot 100 werknemers;1997;;;;;;;;;;;;;;
34;SBI 451 Bouwrijp maken van terreinen;10 tot 100 werknemers;1998;;;;;;;;;;;;;;
35;SBI 451 Bouwrijp maken van terreinen;10 tot 100 werknemers;1999;;;;;;;;;;;;;;
36;SBI 451 Bouwrijp maken van terreinen;100 of meer werknemers;1996;;;;;;;;;;;;;;
37;SBI 451 Bouwrijp maken van terreinen;100 of meer werknemers;1997;;;;;;;;;;;;;;
38;SBI 451 Bouwrijp maken van terreinen;100 of meer werknemers;1998;;;;;;;;;;;;;;
39;SBI 451 Bouwrijp maken van terreinen;100 of meer werknemers;1999;;;;;;;;;;;;;;
40;SBI 452 B&U en GWW (excl. grondverzet);1 of meer werknemers;1996;7685.0;6353.0;86.0;47.0;1199.0;8814.0;326.0;363.0;371.0;261.0;514.0;141.0;4838.0;2001.0
41;SBI 452 B&U en GWW (excl. grondverzet);1 of meer werknemers;1997;8148.0;6902.0;64.0;30.0;1152.0;9140.0;400.0;402.0;405.0;309.0;524.0;189.0;5299.0;1612.0
42;SBI 452 B&U en GWW (excl. grondverzet);1 of meer werknemers;1998;8550.0;7340.0;70.0;41.0;1099.0;9700.0;433.0;441.0;458.0;369.0;584.0;220.0;5770.0;1426.0
43;SBI 452 B&U en GWW (excl. grondverzet);1 of meer werknemers;1999;9710.0;8383.0;82.0;66.0;1179.0;10727.0;476.0;450.0;449.0;364.0;560.0;229.0;7332.0;866.0
44;SBI 452 B&U en GWW (excl. grondverzet);1 tot 10 werknemers;1996;1199.0;;;;1199.0;923.0;;;;;;;;923.0
45;SBI 452 B&U en GWW (excl. grondverzet);1 tot 10 werknemers;1997;1152.0;;;;1152.0;886.0;;;;;;;;886.0
46;SBI 452 B&U en GWW (excl. grondverzet);1 tot 10 werknemers;1998;1099.0;;;;1099.0;812.0;;;;;;;;812.0
47;SBI 452 B&U en GWW (excl. grondverzet);1 tot 10 werknemers;1999;1179.0;;;;1179.0;729.0;;;;;;;;729.0
48;SBI 452 B&U en GWW (excl. grondverzet);10 of meer werknemers;1996;6486.0;;;;0.0;7891.0;;;;;;;;1078.0
49;SBI 452 B&U en GWW (excl. grondverzet);10 of meer werknemers;1997;6996.0;;;;0.0;8254.0;;;;;;;;726.0
50;SBI 452 B&U en GWW (excl. grondverzet);10 of meer werknemers;1998;7451.0;;;;0.0;8888.0;;;;;;;;614.0
51;SBI 452 B&U en GWW (excl. grondverzet);10 of meer werknemers;1999;8531.0;;;;0.0;9998.0;;;;;;;;137.0
52;SBI 452 B&U en GWW (excl. grondverzet);10 tot 100 werknemers;1996;3367.0;3275.0;74.0;18.0;0.0;3709.0;172.0;199.0;183.0;114.0;262.0;75.0;2498.0;205.0
53;SBI 452 B&U en GWW (excl. grondverzet);10 tot 100 werknemers;1997;3536.0;3471.0;52.0;12.0;0.0;3870.0;194.0;235.0;226.0;144.0;264.0;92.0;2630.0;86.0
54;SBI 452 B&U en GWW (excl. grondverzet);10 tot 100 werknemers;1998;3656.0;3583.0;57.0;16.0;0.0;4015.0;189.0;248.0;256.0;185.0;289.0;115.0;2724.0;10.0
55;SBI 452 B&U en GWW (excl. grondverzet);10 tot 100 werknemers;1999;4109.0;4025.0;66.0;17.0;0.0;4429.0;223.0;250.0;242.0;188.0;312.0;125.0;3085.0;4.0
56;SBI 452 B&U en GWW (excl. grondverzet);100 of meer werknemers;1996;3119.0;3078.0;12.0;29.0;0.0;4182.0;154.0;165.0;187.0;147.0;252.0;65.0;2340.0;873.0
57;SBI 452 B&U en GWW (excl. grondverzet);100 of meer werknemers;1997;3460.0;3431.0;11.0;18.0;0.0;4384.0;206.0;167.0;180.0;165.0;260.0;98.0;2669.0;639.0
58;SBI 452 B&U en GWW (excl. grondverzet);100 of meer werknemers;1998;3795.0;3757.0;13.0;25.0;0.0;4872.0;244.0;192.0;202.0;184.0;295.0;105.0;3046.0;603.0
59;SBI 452 B&U en GWW (excl. grondverzet);100 of meer werknemers;1999;4422.0;4358.0;15.0;49.0;0.0;5569.0;253.0;200.0;207.0;177.0;248.0;104.0;4246.0;133.0
60;SBI 453 Bouwinstallatiebedrijven;1 of meer werknemers;1996;4337.0;2073.0;272.0;0.0;1991.0;732.0;13.0;34.0;145.0;98.0;16.0;8.0;219.0;201.0
61;SBI 453 Bouwinstallatiebedrijven;1 of meer werknemers;1997;4429.0;2037.0;314.0;0.0;2076.0;769.0;15.0;34.0;147.0;119.0;17.0;8.0;229.0;200.0
62;SBI 453 Bouwinstallatiebedrijven;1 of meer werknemers;1998;4871.0;2353.0;412.0;3.0;2103.0;847.0;12.0;39.0;165.0;98.0;12.0;6.0;288.0;226.0
63;SBI 453 Bouwinstallatiebedrijven;1 of meer werknemers;1999;5620.0;2562.0;857.0;3.0;2198.0;939.0;15.0;37.0;208.0;99.0;11.0;6.0;320.0;243.0
64;SBI 453 Bouwinstallatiebedrijven;1 tot 10 werknemers;1996;884.0;;;;884.0;49.0;;;;;;;;49.0
65;SBI 453 Bouwinstallatiebedrijven;1 tot 10 werknemers;1997;859.0;;;;859.0;46.0;;;;;;;;46.0
66;SBI 453 Bouwinstallatiebedrijven;1 tot 10 werknemers;1998;824.0;;;;824.0;59.0;;;;;;;;59.0
67;SBI 453 Bouwinstallatiebedrijven;1 tot 10 werknemers;1999;816.0;;;;816.0;76.0;;;;;;;;76.0
68;SBI 453 Bouwinstallatiebedrijven;10 of meer werknemers;1996;3453.0;;;;1107.0;683.0;;;;;;;;152.0
69;SBI 453 Bouwinstallatiebedrijven;10 of meer werknemers;1997;3570.0;;;;1217.0;723.0;;;;;;;;154.0
70;SBI 453 Bouwinstallatiebedrijven;10 of meer werknemers;1998;4047.0;;;;1279.0;788.0;;;;;;;;167.0
71;SBI 453 Bouwinstallatiebedrijven;10 of meer werknemers;1999;4804.0;;;;1382.0;863.0;;;;;;;;167.0
72;SBI 453 Bouwinstallatiebedrijven;10 tot 100 werknemers;1996;1525.0;410.0;8.0;0.0;1107.0;255.0;1.0;10.0;19.0;24.0;4.0;0.0;46.0;152.0
73;SBI 453 Bouwinstallatiebedrijven;10 tot 100 werknemers;1997;1663.0;437.0;9.0;0.0;1218.0;272.0;2.0;8.0;23.0;20.0;3.0;0.0;63.0;154.0
74;SBI 453 Bouwinstallatiebedrijven;10 tot 100 werknemers;1998;1795.0;496.0;16.0;3.0;1280.0;281.0;2.0;11.0;30.0;23.0;2.0;0.0;46.0;166.0
75;SBI 453 Bouwinstallatiebedrijven;10 tot 100 werknemers;1999;2009.0;611.0;14.0;3.0;1381.0;329.0;4.0;10.0;46.0;19.0;2.0;1.0;79.0;167.0
76;SBI 453 Bouwinstallatiebedrijven;100 of meer werknemers;1996;1928.0;1664.0;264.0;0.0;0.0;429.0;12.0;24.0;126.0;74.0;12.0;8.0;172.0;0.0
77;SBI 453 Bouwinstallatiebedrijven;100 of meer werknemers;1997;1907.0;1601.0;306.0;0.0;0.0;452.0;13.0;25.0;125.0;100.0;14.0;8.0;166.0;0.0
78;SBI 453 Bouwinstallatiebedrijven;100 of meer werknemers;1998;2253.0;1857.0;396.0;0.0;0.0;506.0;;28.0;134.0;75.0;10.0;6.0;242.0;0.0
79;SBI 453 Bouwinstallatiebedrijven;100 of meer werknemers;1999;2794.0;1951.0;843.0;0.0;0.0;535.0;11.0;26.0;162.0;80.0;10.0;5.0;241.0;0.0
80;SBI 4531 Electrotechnische bouwinstall.;1 of meer werknemers;1996;1422.0;706.0;20.0;0.0;696.0;247.0;8.0;16.0;63.0;21.0;7.0;4.0;80.0;49.0
81;SBI 4531 Electrotechnische bouwinstall.;1 of meer werknemers;1997;1465.0;709.0;22.0;0.0;733.0;263.0;9.0;18.0;64.0;19.0;8.0;4.0;92.0;50.0
82;SBI 4531 Electrotechnische bouwinstall.;1 of meer werknemers;1998;1557.0;788.0;31.0;0.0;738.0;259.0;5.0;14.0;68.0;14.0;5.0;3.0;90.0;61.0
83;SBI 4531 Electrotechnische bouwinstall.;1 of meer werknemers;1999;1815.0;1001.0;27.0;0.0;787.0;292.0;5.0;10.0;96.0;11.0;4.0;2.0;100.0;64.0
84;SBI 4531 Electrotechnische bouwinstall.;1 tot 10 werknemers;1996;309.0;;;;309.0;17.0;;;;;;;;17.0
85;SBI 4531 Electrotechnische bouwinstall.;1 tot 10 werknemers;1997;297.0;;;;297.0;14.0;;;;;;;;14.0
86;SBI 4531 Electrotechnische bouwinstall.;1 tot 10 werknemers;1998;280.0;;;;280.0;16.0;;;;;;;;16.0
87;SBI 4531 Electrotechnische bouwinstall.;1 tot 10 werknemers;1999;288.0;;;;288.0;17.0;;;;;;;;17.0
88;SBI 4531 Electrotechnische bouwinstall.;10 of meer werknemers;1996;1113.0;;;;387.0;230.0;;;;;;;;32.0
89;SBI 4531 Electrotechnische bouwinstall.;10 of meer werknemers;1997;1168.0;;;;436.0;249.0;;;;;;;;36.0
90;SBI 4531 Electrotechnische bouwinstall.;10 of meer werknemers;1998;1277.0;;;;458.0;243.0;;;;;;;;45.0
91;SBI 4531 Electrotechnische bouwinstall.;10 of meer werknemers;1999;1527.0;;;;499.0;275.0;;;;;;;;47.0
92;SBI 4531 Electrotechnische bouwinstall.;10 tot 100 werknemers;1996;545.0;151.0;6.0;0.0;388.0;64.0;0.0;0.0;10.0;5.0;0.0;0.0;16.0;32.0
93;SBI 4531 Electrotechnische bouwinstall.;10 tot 100 werknemers;1997;599.0;155.0;7.0;0.0;437.0;72.0;0.0;1.0;12.0;1.0;0.0;0.0;22.0;37.0
94;SBI 4531 Electrotechnische bouwinstall.;10 tot 100 werknemers;1998;659.0;190.0;10.0;0.0;458.0;78.0;0.0;1.0;15.0;1.0;0.0;0.0;15.0;45.0
95;SBI 4531 Electrotechnische bouwinstall.;10 tot 100 werknemers;1999;806.0;296.0;11.0;0.0;499.0;105.0;0.0;1.0;29.0;0.0;0.0;0.0;28.0;47.0
96;SBI 4531 Electrotechnische bouwinstall.;100 of meer werknemers;1996;569.0;555.0;14.0;0.0;0.0;167.0;8.0;16.0;52.0;17.0;7.0;4.0;64.0;0.0
97;SBI 4531 Electrotechnische bouwinstall.;100 of meer werknemers;1997;569.0;555.0;15.0;0.0;0.0;177.0;9.0;17.0;52.0;18.0;8.0;4.0;70.0;0.0
98;SBI 4531 Electrotechnische bouwinstall.;100 of meer werknemers;1998;619.0;598.0;20.0;0.0;0.0;166.0;5.0;12.0;52.0;13.0;5.0;3.0;75.0;0.0
99;SBI 4531 Electrotechnische bouwinstall.;100 of meer werknemers;1999;721.0;705.0;16.0;0.0;0.0;170.0;4.0;10.0;67.0;11.0;4.0;2.0;72.0;0.0
100;SBI 4532 Isolatiebedrijven;1 of meer werknemers;1996;146.0;67.0;7.0;0.0;72.0;74.0;0.0;0.0;0.0;0.0;8.0;3.0;45.0;18.0
101;SBI 4532 Isolatiebedrijven;1 of meer werknemers;1997;161.0;82.0;8.0;0.0;71.0;93.0;0.0;0.0;0.0;0.0;7.0;3.0;61.0;21.0
102;SBI 4532 Isolatiebedrijven;1 of meer werknemers;1998;142.0;63.0;6.0;0.0;72.0;67.0;0.0;0.0;0.0;0.0;5.0;3.0;39.0;21.0
103;SBI 4532 Isolatiebedrijven;1 of meer werknemers;1999;143.0;65.0;5.0;0.0;72.0;65.0;2.0;0.0;0.0;0.0;5.0;3.0;36.0;20.0
104;SBI 4532 Isolatiebedrijven;1 tot 10 werknemers;1996;34.0;;;;34.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0
105;SBI 4532 Isolatiebedrijven;1 tot 10 werknemers;1997;34.0;;;;34.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0
106;SBI 4532 Isolatiebedrijven;1 tot 10 werknemers;1998;28.0;;;;28.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0
107;SBI 4532 Isolatiebedrijven;1 tot 10 werknemers;1999;23.0;;;;23.0;6.0;;;;;;;;6.0
108;SBI 4532 Isolatiebedrijven;10 of meer werknemers;1996;112.0;;;;38.0;69.0;0.0;0.0;0.0;0.0;8.0;3.0;45.0;13.0
109;SBI 4532 Isolatiebedrijven;10 of meer werknemers;1997;127.0;;;;37.0;86.0;0.0;0.0;0.0;0.0;7.0;3.0;61.0;14.0
110;SBI 4532 Isolatiebedrijven;10 of meer werknemers;1998;114.0;;;;44.0;60.0;0.0;0.0;0.0;0.0;5.0;3.0;39.0;14.0
111;SBI 4532 Isolatiebedrijven;10 of meer werknemers;1999;120.0;;;;49.0;59.0;;;;;;;;14.0
112;SBI 4532 Isolatiebedrijven;10 tot 100 werknemers;1996;59.0;20.0;0.0;0.0;39.0;25.0;0.0;0.0;0.0;0.0;3.0;0.0;9.0;13.0
113;SBI 4532 Isolatiebedrijven;10 tot 100 werknemers;1997;64.0;27.0;0.0;0.0;37.0;27.0;0.0;0.0;0.0;0.0;2.0;0.0;11.0;15.0
114;SBI 4532 Isolatiebedrijven;10 tot 100 werknemers;1998;52.0;8.0;0.0;0.0;44.0;17.0;0.0;0.0;0.0;0.0;1.0;0.0;3.0;14.0
115;SBI 4532 Isolatiebedrijven;10 tot 100 werknemers;1999;59.0;9.0;0.0;0.0;49.0;20.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;13.0
116;SBI 4532 Isolatiebedrijven;100 of meer werknemers;1996;54.0;47.0;7.0;0.0;0.0;44.0;0.0;0.0;0.0;0.0;5.0;3.0;36.0;0.0
117;SBI 4532 Isolatiebedrijven;100 of meer werknemers;1997;62.0;54.0;8.0;0.0;0.0;59.0;0.0;0.0;0.0;0.0;5.0;3.0;50.0;0.0
118;SBI 4532 Isolatiebedrijven;100 of meer werknemers;1998;61.0;55.0;6.0;0.0;0.0;43.0;0.0;0.0;0.0;0.0;4.0;3.0;36.0;0.0
119;SBI 4532 Isolatiebedrijven;100 of meer werknemers;1999;62.0;56.0;5.0;0.0;0.0;38.0;2.0;0.0;0.0;0.0;5.0;3.0;29.0;0.0
120;SBI 4533 Loodgietersbedrijven e.d.;1 of meer werknemers;1996;1773.0;587.0;6.0;0.0;1179.0;306.0;4.0;15.0;28.0;72.0;0.0;0.0;64.0;123.0
121;SBI 4533 Loodgietersbedrijven e.d.;1 of meer werknemers;1997;1859.0;635.0;6.0;0.0;1217.0;337.0;5.0;15.0;24.0;97.0;1.0;0.0;70.0;126.0
122;SBI 4533 Loodgietersbedrijven e.d.;1 of meer werknemers;1998;1950.0;695.0;6.0;3.0;1247.0;398.0;5.0;23.0;32.0;75.0;2.0;1.0;117.0;142.0
123;SBI 4533 Loodgietersbedrijven e.d.;1 of meer werknemers;1999;1987.0;701.0;8.0;2.0;1276.0;434.0;7.0;25.0;43.0;87.0;2.0;1.0;114.0;156.0
124;SBI 4533 Loodgietersbedrijven e.d.;1 tot 10 werknemers;1996;527.0;;;;527.0;26.0;;0.0;0.0;0.0;0.0;0.0;0.0;26.0
125;SBI 4533 Loodgietersbedrijven e.d.;1 tot 10 werknemers;1997;511.0;;;;511.0;25.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;25.0
126;SBI 4533 Loodgietersbedrijven e.d.;1 tot 10 werknemers;1998;501.0;;;;501.0;36.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;36.0
127;SBI 4533 Loodgietersbedrijven e.d.;1 tot 10 werknemers;1999;491.0;;;;491.0;51.0;;;;;;;;51.0
128;SBI 4533 Loodgietersbedrijven e.d.;10 of meer werknemers;1996;1246.0;;;;652.0;280.0;;15.0;28.0;72.0;0.0;0.0;64.0;97.0
129;SBI 4533 Loodgietersbedrijven e.d.;10 of meer werknemers;1997;1348.0;;;;706.0;312.0;5.0;15.0;24.0;97.0;1.0;0.0;70.0;101.0
130;SBI 4533 Loodgietersbedrijven e.d.;10 of meer werknemers;1998;1449.0;;;;746.0;362.0;5.0;23.0;32.0;75.0;2.0;1.0;117.0;106.0
131;SBI 4533 Loodgietersbedrijven e.d.;10 of meer werknemers;1999;1496.0;;;;785.0;383.0;;;;;;;;105.0
132;SBI 4533 Loodgietersbedrijven e.d.;10 tot 100 werknemers;1996;880.0;226.0;2.0;0.0;652.0;155.0;1.0;10.0;8.0;19.0;0.0;0.0;20.0;97.0
133;SBI 4533 Loodgietersbedrijven e.d.;10 tot 100 werknemers;1997;944.0;237.0;1.0;0.0;706.0;164.0;2.0;6.0;8.0;18.0;1.0;0.0;27.0;101.0
134;SBI 4533 Loodgietersbedrijven e.d.;10 tot 100 werknemers;1998;1020.0;267.0;4.0;3.0;746.0;175.0;2.0;10.0;9.0;21.0;1.0;0.0;25.0;106.0
135;SBI 4533 Loodgietersbedrijven e.d.;10 tot 100 werknemers;1999;1054.0;264.0;3.0;2.0;785.0;178.0;3.0;10.0;8.0;19.0;2.0;0.0;32.0;104.0
136;SBI 4533 Loodgietersbedrijven e.d.;100 of meer werknemers;1996;366.0;362.0;4.0;0.0;0.0;125.0;3.0;5.0;20.0;53.0;0.0;0.0;44.0;0.0
137;SBI 4533 Loodgietersbedrijven e.d.;100 of meer werknemers;1997;403.0;398.0;5.0;0.0;0.0;148.0;3.0;8.0;15.0;79.0;0.0;0.0;44.0;0.0
138;SBI 4533 Loodgietersbedrijven e.d.;100 of meer werknemers;1998;429.0;428.0;1.0;0.0;0.0;187.0;3.0;14.0;24.0;54.0;1.0;0.0;92.0;0.0
139;SBI 4533 Loodgietersbedrijven e.d.;100 of meer werknemers;1999;443.0;437.0;5.0;0.0;0.0;204.0;4.0;15.0;34.0;68.0;1.0;0.0;82.0;0.0
140;SBI 4534 Overige bouwinstall. bedrijven;1 of meer werknemers;1996;997.0;714.0;239.0;0.0;44.0;105.0;1.0;3.0;54.0;4.0;1.0;1.0;29.0;11.0
141;SBI 4534 Overige bouwinstall. bedrijven;1 of meer werknemers;1997;944.0;611.0;278.0;0.0;55.0;77.0;1.0;1.0;60.0;4.0;0.0;0.0;6.0;2.0
142;SBI 4534 Overige bouwinstall. bedrijven;1 of meer werknemers;1998;1222.0;808.0;368.0;0.0;46.0;123.0;1.0;2.0;65.0;9.0;0.0;0.0;43.0;2.0
143;SBI 4534 Overige bouwinstall. bedrijven;1 of meer werknemers;1999;1674.0;795.0;817.0;0.0;62.0;149.0;1.0;1.0;70.0;1.0;0.0;0.0;70.0;3.0
144;SBI 4534 Overige bouwinstall. bedrijven;1 tot 10 werknemers;1996;15.0;;;;15.0;1.0;;;;;;;;1.0
145;SBI 4534 Overige bouwinstall. bedrijven;1 tot 10 werknemers;1997;16.0;;;;16.0;0.0;;;;;;;;0.0
146;SBI 4534 Overige bouwinstall. bedrijven;1 tot 10 werknemers;1998;15.0;;;;15.0;1.0;;;;;;;;1.0
147;SBI 4534 Overige bouwinstall. bedrijven;1 tot 10 werknemers;1999;15.0;;;;15.0;0.0;;;;;;;;0.0
148;SBI 4534 Overige bouwinstall. bedrijven;10 of meer werknemers;1996;982.0;;;;29.0;104.0;;;;;;;;10.0
149;SBI 4534 Overige bouwinstall. bedrijven;10 of meer werknemers;1997;928.0;;;;39.0;77.0;;;;;;;;2.0
150;SBI 4534 Overige bouwinstall. bedrijven;10 of meer werknemers;1998;1207.0;;;;31.0;122.0;;;;;;;;1.0
151;SBI 4534 Overige bouwinstall. bedrijven;10 of meer werknemers;1999;1659.0;;;;47.0;149.0;;;;;;;;3.0
152;SBI 4534 Overige bouwinstall. bedrijven;10 tot 100 werknemers;1996;42.0;13.0;0.0;0.0;29.0;11.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0
153;SBI 4534 Overige bouwinstall. bedrijven;10 tot 100 werknemers;1997;56.0;17.0;0.0;0.0;39.0;8.0;0.0;0.0;3.0;0.0;0.0;0.0;4.0;1.0
154;SBI 4534 Overige bouwinstall. bedrijven;10 tot 100 werknemers;1998;64.0;32.0;1.0;0.0;32.0;12.0;0.0;0.0;6.0;0.0;0.0;0.0;4.0;1.0
155;SBI 4534 Overige bouwinstall. bedrijven;10 tot 100 werknemers;1999;90.0;43.0;0.0;0.0;48.0;25.0;0.0;0.0;9.0;0.0;0.0;0.0;12.0;3.0
156;SBI 4534 Overige bouwinstall. bedrijven;100 of meer werknemers;1996;940.0;701.0;239.0;0.0;0.0;93.0;1.0;3.0;54.0;4.0;1.0;1.0;28.0;0.0
157;SBI 4534 Overige bouwinstall. bedrijven;100 of meer werknemers;1997;872.0;594.0;278.0;0.0;0.0;68.0;1.0;1.0;58.0;4.0;0.0;0.0;3.0;0.0
158;SBI 4534 Overige bouwinstall. bedrijven;100 of meer werknemers;1998;1144.0;776.0;367.0;0.0;0.0;111.0;1.0;2.0;59.0;9.0;0.0;0.0;39.0;0.0
159;SBI 4534 Overige bouwinstall. bedrijven;100 of meer werknemers;1999;1570.0;752.0;817.0;0.0;0.0;124.0;1.0;1.0;61.0;1.0;0.0;0.0;58.0;0.0
160;SBI 454 Afwerken van gebouwen;1 of meer werknemers;1996;1010.0;520.0;14.0;6.0;470.0;383.0;2.0;0.0;0.0;1.0;106.0;21.0;148.0;105.0
161;SBI 454 Afwerken van gebouwen;1 of meer werknemers;1997;1035.0;537.0;17.0;1.0;480.0;391.0;4.0;1.0;0.0;2.0;114.0;20.0;142.0;108.0
