ID;BedrijfstakkenBranchesSBI2008;RegioS;Perioden;OprichtingenVanVestigingen_1
5709;B Delfstoffenwinning;Oost-Nederland (LD);2021;5.0
5710;B Delfstoffenwinning;Oost-Nederland (LD);2022;0.0
5711;B Delfstoffenwinning;Oost-Nederland (LD);2023;5.0
5712;B Delfstoffenwinning;West-Nederland (LD);2007;15.0
5713;B Delfstoffenwinning;West-Nederland (LD);2008;25.0
5714;B Delfstoffenwinning;West-Nederland (LD);2009;20.0
5715;B Delfstoffenwinning;West-Nederland (LD);2010;20.0
5716;B Delfstoffenwinning;West-Nederland (LD);2011;30.0
5717;B Delfstoffenwinning;West-Nederland (LD);2012;35.0
5718;B Delfstoffenwinning;West-Nederland (LD);2013;30.0
5719;B Delfstoffenwinning;West-Nederland (LD);2014;35.0
5720;B Delfstoffenwinning;West-Nederland (LD);2015;30.0
5721;B Delfstoffenwinning;West-Nederland (LD);2016;25.0
5722;B Delfstoffenwinning;West-Nederland (LD);2017;35.0
5723;B Delfstoffenwinning;West-Nederland (LD);2018;50.0
5724;B Delfstoffenwinning;West-Nederland (LD);2019;55.0
5725;B Delfstoffenwinning;West-Nederland (LD);2020;65.0
5726;B Delfstoffenwinning;West-Nederland (LD);2021;45.0
5727;B Delfstoffenwinning;West-Nederland (LD);2022;70.0
5728;B Delfstoffenwinning;West-Nederland (LD);2023;55.0
5729;B Delfstoffenwinning;Zuid-Nederland (LD);2007;5.0
5730;B Delfstoffenwinning;Zuid-Nederland (LD);2008;5.0
5731;B Delfstoffenwinning;Zuid-Nederland (LD);2009;5.0
5732;B Delfstoffenwinning;Zuid-Nederland (LD);2010;5.0
5733;B Delfstoffenwinning;Zuid-Nederland (LD);2011;0.0
5734;B Delfstoffenwinning;Zuid-Nederland (LD);2012;5.0
5735;B Delfstoffenwinning;Zuid-Nederland (LD);2013;5.0
5736;B Delfstoffenwinning;Zuid-Nederland (LD);2014;0.0
5737;B Delfstoffenwinning;Zuid-Nederland (LD);2015;5.0
5738;B Delfstoffenwinning;Zuid-Nederland (LD);2016;5.0
5739;B Delfstoffenwinning;Zuid-Nederland (LD);2017;5.0
5740;B Delfstoffenwinning;Zuid-Nederland (LD);2018;5.0
5741;B Delfstoffenwinning;Zuid-Nederland (LD);2019;5.0
5742;B Delfstoffenwinning;Zuid-Nederland (LD);2020;5.0
5743;B Delfstoffenwinning;Zuid-Nederland (LD);2021;5.0
5744;B Delfstoffenwinning;Zuid-Nederland (LD);2022;0.0
5745;B Delfstoffenwinning;Zuid-Nederland (LD);2023;5.0
5746;B Delfstoffenwinning;Buitenland (LD);2007;
5747;B Delfstoffenwinning;Buitenland (LD);2008;
5748;B Delfstoffenwinning;Buitenland (LD);2009;
5749;B Delfstoffenwinning;Buitenland (LD);2010;
5750;B Delfstoffenwinning;Buitenland (LD);2011;
5751;B Delfstoffenwinning;Buitenland (LD);2012;
5752;B Delfstoffenwinning;Buitenland (LD);2013;
5753;B Delfstoffenwinning;Buitenland (LD);2014;
5754;B Delfstoffenwinning;Buitenland (LD);2015;
5755;B Delfstoffenwinning;Buitenland (LD);2016;
5756;B Delfstoffenwinning;Buitenland (LD);2017;
5757;B Delfstoffenwinning;Buitenland (LD);2018;
5758;B Delfstoffenwinning;Buitenland (LD);2019;
5759;B Delfstoffenwinning;Buitenland (LD);2020;
5760;B Delfstoffenwinning;Buitenland (LD);2021;
5761;B Delfstoffenwinning;Buitenland (LD);2022;
5762;B Delfstoffenwinning;Buitenland (LD);2023;
5763;B Delfstoffenwinning;Niet in te delen (LD);2007;0.0
5764;B Delfstoffenwinning;Niet in te delen (LD);2008;0.0
5765;B Delfstoffenwinning;Niet in te delen (LD);2009;0.0
5766;B Delfstoffenwinning;Niet in te delen (LD);2010;0.0
5767;B Delfstoffenwinning;Niet in te delen (LD);2011;0.0
5768;B Delfstoffenwinning;Niet in te delen (LD);2012;0.0
5769;B Delfstoffenwinning;Niet in te delen (LD);2013;0.0
5770;B Delfstoffenwinning;Niet in te delen (LD);2014;0.0
5771;B Delfstoffenwinning;Niet in te delen (LD);2015;0.0
5772;B Delfstoffenwinning;Niet in te delen (LD);2016;0.0
5773;B Delfstoffenwinning;Niet in te delen (LD);2017;0.0
5774;B Delfstoffenwinning;Niet in te delen (LD);2018;0.0
5775;B Delfstoffenwinning;Niet in te delen (LD);2019;0.0
5776;B Delfstoffenwinning;Niet in te delen (LD);2020;0.0
5777;B Delfstoffenwinning;Niet in te delen (LD);2021;0.0
5778;B Delfstoffenwinning;Niet in te delen (LD);2022;0.0
5779;B Delfstoffenwinning;Niet in te delen (LD);2023;0.0
5780;B Delfstoffenwinning;Groningen (PV);2007;0.0
5781;B Delfstoffenwinning;Groningen (PV);2008;0.0
5782;B Delfstoffenwinning;Groningen (PV);2009;0.0
5783;B Delfstoffenwinning;Groningen (PV);2010;5.0
5784;B Delfstoffenwinning;Groningen (PV);2011;0.0
5785;B Delfstoffenwinning;Groningen (PV);2012;5.0
5786;B Delfstoffenwinning;Groningen (PV);2013;0.0
5787;B Delfstoffenwinning;Groningen (PV);2014;0.0
5788;B Delfstoffenwinning;Groningen (PV);2015;5.0
5789;B Delfstoffenwinning;Groningen (PV);2016;0.0
5790;B Delfstoffenwinning;Groningen (PV);2017;0.0
5791;B Delfstoffenwinning;Groningen (PV);2018;5.0
5792;B Delfstoffenwinning;Groningen (PV);2019;0.0
5793;B Delfstoffenwinning;Groningen (PV);2020;5.0
5794;B Delfstoffenwinning;Groningen (PV);2021;5.0
5795;B Delfstoffenwinning;Groningen (PV);2022;5.0
5796;B Delfstoffenwinning;Groningen (PV);2023;0.0
5797;B Delfstoffenwinning;Fryslân (PV);2007;0.0
5798;B Delfstoffenwinning;Fryslân (PV);2008;0.0
5799;B Delfstoffenwinning;Fryslân (PV);2009;5.0
5800;B Delfstoffenwinning;Fryslân (PV);2010;0.0
5801;B Delfstoffenwinning;Fryslân (PV);2011;0.0
5802;B Delfstoffenwinning;Fryslân (PV);2012;0.0
5803;B Delfstoffenwinning;Fryslân (PV);2013;0.0
5804;B Delfstoffenwinning;Fryslân (PV);2014;0.0
5805;B Delfstoffenwinning;Fryslân (PV);2015;5.0
5806;B Delfstoffenwinning;Fryslân (PV);2016;0.0
5807;B Delfstoffenwinning;Fryslân (PV);2017;5.0
5808;B Delfstoffenwinning;Fryslân (PV);2018;0.0
5809;B Delfstoffenwinning;Fryslân (PV);2019;5.0
5810;B Delfstoffenwinning;Fryslân (PV);2020;0.0
5811;B Delfstoffenwinning;Fryslân (PV);2021;0.0
5812;B Delfstoffenwinning;Fryslân (PV);2022;0.0
5813;B Delfstoffenwinning;Fryslân (PV);2023;0.0
5814;B Delfstoffenwinning;Drenthe (PV);2007;0.0
5815;B Delfstoffenwinning;Drenthe (PV);2008;0.0
5816;B Delfstoffenwinning;Drenthe (PV);2009;5.0
5817;B Delfstoffenwinning;Drenthe (PV);2010;5.0
5818;B Delfstoffenwinning;Drenthe (PV);2011;5.0
5819;B Delfstoffenwinning;Drenthe (PV);2012;5.0
5820;B Delfstoffenwinning;Drenthe (PV);2013;5.0
5821;B Delfstoffenwinning;Drenthe (PV);2014;0.0
5822;B Delfstoffenwinning;Drenthe (PV);2015;5.0
5823;B Delfstoffenwinning;Drenthe (PV);2016;5.0
5824;B Delfstoffenwinning;Drenthe (PV);2017;10.0
5825;B Delfstoffenwinning;Drenthe (PV);2018;5.0
5826;B Delfstoffenwinning;Drenthe (PV);2019;5.0
5827;B Delfstoffenwinning;Drenthe (PV);2020;5.0
5828;B Delfstoffenwinning;Drenthe (PV);2021;5.0
5829;B Delfstoffenwinning;Drenthe (PV);2022;5.0
5830;B Delfstoffenwinning;Drenthe (PV);2023;5.0
5831;B Delfstoffenwinning;Overijssel (PV);2007;0.0
5832;B Delfstoffenwinning;Overijssel (PV);2008;5.0
5833;B Delfstoffenwinning;Overijssel (PV);2009;0.0
5834;B Delfstoffenwinning;Overijssel (PV);2010;0.0
5835;B Delfstoffenwinning;Overijssel (PV);2011;0.0
5836;B Delfstoffenwinning;Overijssel (PV);2012;0.0
5837;B Delfstoffenwinning;Overijssel (PV);2013;0.0
5838;B Delfstoffenwinning;Overijssel (PV);2014;0.0
5839;B Delfstoffenwinning;Overijssel (PV);2015;0.0
5840;B Delfstoffenwinning;Overijssel (PV);2016;5.0
5841;B Delfstoffenwinning;Overijssel (PV);2017;0.0
5842;B Delfstoffenwinning;Overijssel (PV);2018;0.0
5843;B Delfstoffenwinning;Overijssel (PV);2019;5.0
5844;B Delfstoffenwinning;Overijssel (PV);2020;5.0
5845;B Delfstoffenwinning;Overijssel (PV);2021;5.0
5846;B Delfstoffenwinning;Overijssel (PV);2022;0.0
5847;B Delfstoffenwinning;Overijssel (PV);2023;0.0
5848;B Delfstoffenwinning;Flevoland (PV);2007;0.0
5849;B Delfstoffenwinning;Flevoland (PV);2008;0.0
5850;B Delfstoffenwinning;Flevoland (PV);2009;0.0
5851;B Delfstoffenwinning;Flevoland (PV);2010;0.0
5852;B Delfstoffenwinning;Flevoland (PV);2011;0.0
5853;B Delfstoffenwinning;Flevoland (PV);2012;0.0
5854;B Delfstoffenwinning;Flevoland (PV);2013;0.0
5855;B Delfstoffenwinning;Flevoland (PV);2014;0.0
5856;B Delfstoffenwinning;Flevoland (PV);2015;0.0
5857;B Delfstoffenwinning;Flevoland (PV);2016;0.0
5858;B Delfstoffenwinning;Flevoland (PV);2017;0.0
5859;B Delfstoffenwinning;Flevoland (PV);2018;0.0
5860;B Delfstoffenwinning;Flevoland (PV);2019;0.0
5861;B Delfstoffenwinning;Flevoland (PV);2020;0.0
5862;B Delfstoffenwinning;Flevoland (PV);2021;0.0
5863;B Delfstoffenwinning;Flevoland (PV);2022;0.0
5864;B Delfstoffenwinning;Flevoland (PV);2023;0.0
5865;B Delfstoffenwinning;Gelderland (PV);2007;5.0
5866;B Delfstoffenwinning;Gelderland (PV);2008;0.0
5867;B Delfstoffenwinning;Gelderland (PV);2009;5.0
5868;B Delfstoffenwinning;Gelderland (PV);2010;5.0
5869;B Delfstoffenwinning;Gelderland (PV);2011;0.0
5870;B Delfstoffenwinning;Gelderland (PV);2012;5.0
5871;B Delfstoffenwinning;Gelderland (PV);2013;0.0
5872;B Delfstoffenwinning;Gelderland (PV);2014;0.0
5873;B Delfstoffenwinning;Gelderland (PV);2015;5.0
5874;B Delfstoffenwinning;Gelderland (PV);2016;0.0
5875;B Delfstoffenwinning;Gelderland (PV);2017;0.0
5876;B Delfstoffenwinning;Gelderland (PV);2018;5.0
5877;B Delfstoffenwinning;Gelderland (PV);2019;5.0
5878;B Delfstoffenwinning;Gelderland (PV);2020;5.0
5879;B Delfstoffenwinning;Gelderland (PV);2021;0.0
5880;B Delfstoffenwinning;Gelderland (PV);2022;0.0
5881;B Delfstoffenwinning;Gelderland (PV);2023;5.0
5882;B Delfstoffenwinning;Utrecht (PV);2007;0.0
5883;B Delfstoffenwinning;Utrecht (PV);2008;0.0
5884;B Delfstoffenwinning;Utrecht (PV);2009;0.0
5885;B Delfstoffenwinning;Utrecht (PV);2010;0.0
5886;B Delfstoffenwinning;Utrecht (PV);2011;0.0
5887;B Delfstoffenwinning;Utrecht (PV);2012;0.0
5888;B Delfstoffenwinning;Utrecht (PV);2013;5.0
5889;B Delfstoffenwinning;Utrecht (PV);2014;0.0
5890;B Delfstoffenwinning;Utrecht (PV);2015;0.0
5891;B Delfstoffenwinning;Utrecht (PV);2016;5.0
5892;B Delfstoffenwinning;Utrecht (PV);2017;0.0
5893;B Delfstoffenwinning;Utrecht (PV);2018;0.0
5894;B Delfstoffenwinning;Utrecht (PV);2019;0.0
5895;B Delfstoffenwinning;Utrecht (PV);2020;0.0
5896;B Delfstoffenwinning;Utrecht (PV);2021;0.0
5897;B Delfstoffenwinning;Utrecht (PV);2022;0.0
5898;B Delfstoffenwinning;Utrecht (PV);2023;0.0
5899;B Delfstoffenwinning;Noord-Holland (PV);2007;5.0
5900;B Delfstoffenwinning;Noord-Holland (PV);2008;5.0
5901;B Delfstoffenwinning;Noord-Holland (PV);2009;5.0
5902;B Delfstoffenwinning;Noord-Holland (PV);2010;10.0
5903;B Delfstoffenwinning;Noord-Holland (PV);2011;15.0
5904;B Delfstoffenwinning;Noord-Holland (PV);2012;15.0
5905;B Delfstoffenwinning;Noord-Holland (PV);2013;10.0
5906;B Delfstoffenwinning;Noord-Holland (PV);2014;5.0
5907;B Delfstoffenwinning;Noord-Holland (PV);2015;5.0
5908;B Delfstoffenwinning;Noord-Holland (PV);2016;10.0
5909;B Delfstoffenwinning;Noord-Holland (PV);2017;15.0
5910;B Delfstoffenwinning;Noord-Holland (PV);2018;15.0
5911;B Delfstoffenwinning;Noord-Holland (PV);2019;10.0
5912;B Delfstoffenwinning;Noord-Holland (PV);2020;10.0
5913;B Delfstoffenwinning;Noord-Holland (PV);2021;10.0
5914;B Delfstoffenwinning;Noord-Holland (PV);2022;15.0
5915;B Delfstoffenwinning;Noord-Holland (PV);2023;15.0
5916;B Delfstoffenwinning;Zuid-Holland (PV);2007;5.0
5917;B Delfstoffenwinning;Zuid-Holland (PV);2008;15.0
5918;B Delfstoffenwinning;Zuid-Holland (PV);2009;10.0
5919;B Delfstoffenwinning;Zuid-Holland (PV);2010;10.0
5920;B Delfstoffenwinning;Zuid-Holland (PV);2011;10.0
5921;B Delfstoffenwinning;Zuid-Holland (PV);2012;15.0
5922;B Delfstoffenwinning;Zuid-Holland (PV);2013;15.0
5923;B Delfstoffenwinning;Zuid-Holland (PV);2014;25.0
5924;B Delfstoffenwinning;Zuid-Holland (PV);2015;20.0
5925;B Delfstoffenwinning;Zuid-Holland (PV);2016;15.0
5926;B Delfstoffenwinning;Zuid-Holland (PV);2017;15.0
5927;B Delfstoffenwinning;Zuid-Holland (PV);2018;30.0
5928;B Delfstoffenwinning;Zuid-Holland (PV);2019;40.0
5929;B Delfstoffenwinning;Zuid-Holland (PV);2020;55.0
5930;B Delfstoffenwinning;Zuid-Holland (PV);2021;35.0
5931;B Delfstoffenwinning;Zuid-Holland (PV);2022;55.0
5932;B Delfstoffenwinning;Zuid-Holland (PV);2023;40.0
5933;B Delfstoffenwinning;Zeeland (PV);2007;0.0
5934;B Delfstoffenwinning;Zeeland (PV);2008;0.0
5935;B Delfstoffenwinning;Zeeland (PV);2009;0.0
5936;B Delfstoffenwinning;Zeeland (PV);2010;0.0
5937;B Delfstoffenwinning;Zeeland (PV);2011;0.0
5938;B Delfstoffenwinning;Zeeland (PV);2012;5.0
5939;B Delfstoffenwinning;Zeeland (PV);2013;0.0
5940;B Delfstoffenwinning;Zeeland (PV);2014;0.0
5941;B Delfstoffenwinning;Zeeland (PV);2015;0.0
5942;B Delfstoffenwinning;Zeeland (PV);2016;0.0
5943;B Delfstoffenwinning;Zeeland (PV);2017;0.0
5944;B Delfstoffenwinning;Zeeland (PV);2018;0.0
5945;B Delfstoffenwinning;Zeeland (PV);2019;0.0
5946;B Delfstoffenwinning;Zeeland (PV);2020;0.0
5947;B Delfstoffenwinning;Zeeland (PV);2021;0.0
5948;B Delfstoffenwinning;Zeeland (PV);2022;0.0
5949;B Delfstoffenwinning;Zeeland (PV);2023;0.0
5950;B Delfstoffenwinning;Noord-Brabant (PV);2007;5.0
5951;B Delfstoffenwinning;Noord-Brabant (PV);2008;5.0
5952;B Delfstoffenwinning;Noord-Brabant (PV);2009;0.0
5953;B Delfstoffenwinning;Noord-Brabant (PV);2010;0.0
5954;B Delfstoffenwinning;Noord-Brabant (PV);2011;0.0
5955;B Delfstoffenwinning;Noord-Brabant (PV);2012;0.0
5956;B Delfstoffenwinning;Noord-Brabant (PV);2013;5.0
5957;B Delfstoffenwinning;Noord-Brabant (PV);2014;0.0
5958;B Delfstoffenwinning;Noord-Brabant (PV);2015;5.0
5959;B Delfstoffenwinning;Noord-Brabant (PV);2016;5.0
5960;B Delfstoffenwinning;Noord-Brabant (PV);2017;0.0
5961;B Delfstoffenwinning;Noord-Brabant (PV);2018;5.0
5962;B Delfstoffenwinning;Noord-Brabant (PV);2019;5.0
5963;B Delfstoffenwinning;Noord-Brabant (PV);2020;5.0
5964;B Delfstoffenwinning;Noord-Brabant (PV);2021;5.0
5965;B Delfstoffenwinning;Noord-Brabant (PV);2022;0.0
5966;B Delfstoffenwinning;Noord-Brabant (PV);2023;5.0
5967;B Delfstoffenwinning;Limburg (PV);2007;5.0
5968;B Delfstoffenwinning;Limburg (PV);2008;0.0
5969;B Delfstoffenwinning;Limburg (PV);2009;0.0
5970;B Delfstoffenwinning;Limburg (PV);2010;5.0
5971;B Delfstoffenwinning;Limburg (PV);2011;0.0
5972;B Delfstoffenwinning;Limburg (PV);2012;5.0
5973;B Delfstoffenwinning;Limburg (PV);2013;5.0
5974;B Delfstoffenwinning;Limburg (PV);2014;0.0
5975;B Delfstoffenwinning;Limburg (PV);2015;0.0
5976;B Delfstoffenwinning;Limburg (PV);2016;0.0
5977;B Delfstoffenwinning;Limburg (PV);2017;0.0
5978;B Delfstoffenwinning;Limburg (PV);2018;0.0
5979;B Delfstoffenwinning;Limburg (PV);2019;5.0
5980;B Delfstoffenwinning;Limburg (PV);2020;0.0
5981;B Delfstoffenwinning;Limburg (PV);2021;0.0
5982;B Delfstoffenwinning;Limburg (PV);2022;0.0
5983;B Delfstoffenwinning;Limburg (PV);2023;0.0
5984;B Delfstoffenwinning;Buitenland (PV);2007;
5985;B Delfstoffenwinning;Buitenland (PV);2008;
5986;B Delfstoffenwinning;Buitenland (PV);2009;
5987;B Delfstoffenwinning;Buitenland (PV);2010;
5988;B Delfstoffenwinning;Buitenland (PV);2011;
5989;B Delfstoffenwinning;Buitenland (PV);2012;
5990;B Delfstoffenwinning;Buitenland (PV);2013;
5991;B Delfstoffenwinning;Buitenland (PV);2014;
5992;B Delfstoffenwinning;Buitenland (PV);2015;
5993;B Delfstoffenwinning;Buitenland (PV);2016;
5994;B Delfstoffenwinning;Buitenland (PV);2017;
5995;B Delfstoffenwinning;Buitenland (PV);2018;
5996;B Delfstoffenwinning;Buitenland (PV);2019;
5997;B Delfstoffenwinning;Buitenland (PV);2020;
5998;B Delfstoffenwinning;Buitenland (PV);2021;
5999;B Delfstoffenwinning;Buitenland (PV);2022;
6000;B Delfstoffenwinning;Buitenland (PV);2023;
6001;B Delfstoffenwinning;Niet in te delen (PV);2007;0.0
6002;B Delfstoffenwinning;Niet in te delen (PV);2008;0.0
6003;B Delfstoffenwinning;Niet in te delen (PV);2009;0.0
6004;B Delfstoffenwinning;Niet in te delen (PV);2010;0.0
6005;B Delfstoffenwinning;Niet in te delen (PV);2011;0.0
6006;B Delfstoffenwinning;Niet in te delen (PV);2012;0.0
6007;B Delfstoffenwinning;Niet in te delen (PV);2013;0.0
6008;B Delfstoffenwinning;Niet in te delen (PV);2014;0.0
6009;B Delfstoffenwinning;Niet in te delen (PV);2015;0.0
6010;B Delfstoffenwinning;Niet in te delen (PV);2016;0.0
6011;B Delfstoffenwinning;Niet in te delen (PV);2017;0.0
6012;B Delfstoffenwinning;Niet in te delen (PV);2018;0.0
6013;B Delfstoffenwinning;Niet in te delen (PV);2019;0.0
6014;B Delfstoffenwinning;Niet in te delen (PV);2020;0.0
6015;B Delfstoffenwinning;Niet in te delen (PV);2021;0.0
6016;B Delfstoffenwinning;Niet in te delen (PV);2022;0.0
6017;B Delfstoffenwinning;Niet in te delen (PV);2023;0.0
6018;B Delfstoffenwinning;Oost-Groningen (CR);2007;0.0
6019;B Delfstoffenwinning;Oost-Groningen (CR);2008;0.0
6020;B Delfstoffenwinning;Oost-Groningen (CR);2009;0.0
6021;B Delfstoffenwinning;Oost-Groningen (CR);2010;0.0
6022;B Delfstoffenwinning;Oost-Groningen (CR);2011;0.0
6023;B Delfstoffenwinning;Oost-Groningen (CR);2012;0.0
6024;B Delfstoffenwinning;Oost-Groningen (CR);2013;0.0
6025;B Delfstoffenwinning;Oost-Groningen (CR);2014;0.0
6026;B Delfstoffenwinning;Oost-Groningen (CR);2015;0.0
6027;B Delfstoffenwinning;Oost-Groningen (CR);2016;0.0
6028;B Delfstoffenwinning;Oost-Groningen (CR);2017;0.0
6029;B Delfstoffenwinning;Oost-Groningen (CR);2018;0.0
6030;B Delfstoffenwinning;Oost-Groningen (CR);2019;0.0
6031;B Delfstoffenwinning;Oost-Groningen (CR);2020;0.0
6032;B Delfstoffenwinning;Oost-Groningen (CR);2021;0.0
6033;B Delfstoffenwinning;Oost-Groningen (CR);2022;0.0
6034;B Delfstoffenwinning;Oost-Groningen (CR);2023;0.0
6035;B Delfstoffenwinning;Delfzijl en omgeving (CR);2007;0.0
6036;B Delfstoffenwinning;Delfzijl en omgeving (CR);2008;0.0
6037;B Delfstoffenwinning;Delfzijl en omgeving (CR);2009;0.0
6038;B Delfstoffenwinning;Delfzijl en omgeving (CR);2010;0.0
6039;B Delfstoffenwinning;Delfzijl en omgeving (CR);2011;0.0
6040;B Delfstoffenwinning;Delfzijl en omgeving (CR);2012;0.0
6041;B Delfstoffenwinning;Delfzijl en omgeving (CR);2013;0.0
6042;B Delfstoffenwinning;Delfzijl en omgeving (CR);2014;0.0
6043;B Delfstoffenwinning;Delfzijl en omgeving (CR);2015;0.0
6044;B Delfstoffenwinning;Delfzijl en omgeving (CR);2016;0.0
6045;B Delfstoffenwinning;Delfzijl en omgeving (CR);2017;0.0
6046;B Delfstoffenwinning;Delfzijl en omgeving (CR);2018;0.0
6047;B Delfstoffenwinning;Delfzijl en omgeving (CR);2019;0.0
6048;B Delfstoffenwinning;Delfzijl en omgeving (CR);2020;0.0
6049;B Delfstoffenwinning;Delfzijl en omgeving (CR);2021;0.0
6050;B Delfstoffenwinning;Delfzijl en omgeving (CR);2022;0.0
6051;B Delfstoffenwinning;Delfzijl en omgeving (CR);2023;0.0
6052;B Delfstoffenwinning;Overig Groningen (CR);2007;0.0
6053;B Delfstoffenwinning;Overig Groningen (CR);2008;0.0
6054;B Delfstoffenwinning;Overig Groningen (CR);2009;0.0
6055;B Delfstoffenwinning;Overig Groningen (CR);2010;5.0
6056;B Delfstoffenwinning;Overig Groningen (CR);2011;0.0
6057;B Delfstoffenwinning;Overig Groningen (CR);2012;0.0
6058;B Delfstoffenwinning;Overig Groningen (CR);2013;0.0
6059;B Delfstoffenwinning;Overig Groningen (CR);2014;0.0
6060;B Delfstoffenwinning;Overig Groningen (CR);2015;0.0
6061;B Delfstoffenwinning;Overig Groningen (CR);2016;0.0
6062;B Delfstoffenwinning;Overig Groningen (CR);2017;0.0
6063;B Delfstoffenwinning;Overig Groningen (CR);2018;0.0
6064;B Delfstoffenwinning;Overig Groningen (CR);2019;0.0
6065;B Delfstoffenwinning;Overig Groningen (CR);2020;5.0
6066;B Delfstoffenwinning;Overig Groningen (CR);2021;5.0
6067;B Delfstoffenwinning;Overig Groningen (CR);2022;5.0
6068;B Delfstoffenwinning;Overig Groningen (CR);2023;0.0
6069;B Delfstoffenwinning;Noord-Friesland (CR);2007;0.0
6070;B Delfstoffenwinning;Noord-Friesland (CR);2008;0.0
6071;B Delfstoffenwinning;Noord-Friesland (CR);2009;0.0
6072;B Delfstoffenwinning;Noord-Friesland (CR);2010;0.0
6073;B Delfstoffenwinning;Noord-Friesland (CR);2011;0.0
6074;B Delfstoffenwinning;Noord-Friesland (CR);2012;0.0
6075;B Delfstoffenwinning;Noord-Friesland (CR);2013;0.0
6076;B Delfstoffenwinning;Noord-Friesland (CR);2014;0.0
6077;B Delfstoffenwinning;Noord-Friesland (CR);2015;5.0
6078;B Delfstoffenwinning;Noord-Friesland (CR);2016;0.0
6079;B Delfstoffenwinning;Noord-Friesland (CR);2017;0.0
6080;B Delfstoffenwinning;Noord-Friesland (CR);2018;0.0
6081;B Delfstoffenwinning;Noord-Friesland (CR);2019;5.0
6082;B Delfstoffenwinning;Noord-Friesland (CR);2020;0.0
6083;B Delfstoffenwinning;Noord-Friesland (CR);2021;0.0
6084;B Delfstoffenwinning;Noord-Friesland (CR);2022;0.0
6085;B Delfstoffenwinning;Noord-Friesland (CR);2023;0.0
6086;B Delfstoffenwinning;Zuidwest-Friesland (CR);2007;0.0
6087;B Delfstoffenwinning;Zuidwest-Friesland (CR);2008;0.0
6088;B Delfstoffenwinning;Zuidwest-Friesland (CR);2009;0.0
6089;B Delfstoffenwinning;Zuidwest-Friesland (CR);2010;0.0
6090;B Delfstoffenwinning;Zuidwest-Friesland (CR);2011;0.0
6091;B Delfstoffenwinning;Zuidwest-Friesland (CR);2012;0.0
6092;B Delfstoffenwinning;Zuidwest-Friesland (CR);2013;0.0
6093;B Delfstoffenwinning;Zuidwest-Friesland (CR);2014;0.0
6094;B Delfstoffenwinning;Zuidwest-Friesland (CR);2015;0.0
6095;B Delfstoffenwinning;Zuidwest-Friesland (CR);2016;0.0
6096;B Delfstoffenwinning;Zuidwest-Friesland (CR);2017;5.0
6097;B Delfstoffenwinning;Zuidwest-Friesland (CR);2018;0.0
6098;B Delfstoffenwinning;Zuidwest-Friesland (CR);2019;0.0
6099;B Delfstoffenwinning;Zuidwest-Friesland (CR);2020;0.0
6100;B Delfstoffenwinning;Zuidwest-Friesland (CR);2021;0.0
6101;B Delfstoffenwinning;Zuidwest-Friesland (CR);2022;0.0
6102;B Delfstoffenwinning;Zuidwest-Friesland (CR);2023;0.0
6103;B Delfstoffenwinning;Zuidoost-Friesland (CR);2007;0.0
6104;B Delfstoffenwinning;Zuidoost-Friesland (CR);2008;0.0
6105;B Delfstoffenwinning;Zuidoost-Friesland (CR);2009;0.0
6106;B Delfstoffenwinning;Zuidoost-Friesland (CR);2010;0.0
6107;B Delfstoffenwinning;Zuidoost-Friesland (CR);2011;0.0
6108;B Delfstoffenwinning;Zuidoost-Friesland (CR);2012;0.0
6109;B Delfstoffenwinning;Zuidoost-Friesland (CR);2013;0.0
6110;B Delfstoffenwinning;Zuidoost-Friesland (CR);2014;0.0
6111;B Delfstoffenwinning;Zuidoost-Friesland (CR);2015;0.0
6112;B Delfstoffenwinning;Zuidoost-Friesland (CR);2016;0.0
6113;B Delfstoffenwinning;Zuidoost-Friesland (CR);2017;0.0
6114;B Delfstoffenwinning;Zuidoost-Friesland (CR);2018;0.0
6115;B Delfstoffenwinning;Zuidoost-Friesland (CR);2019;0.0
6116;B Delfstoffenwinning;Zuidoost-Friesland (CR);2020;0.0
6117;B Delfstoffenwinning;Zuidoost-Friesland (CR);2021;0.0
6118;B Delfstoffenwinning;Zuidoost-Friesland (CR);2022;0.0
6119;B Delfstoffenwinning;Zuidoost-Friesland (CR);2023;0.0
6120;B Delfstoffenwinning;Noord-Drenthe (CR);2007;0.0
6121;B Delfstoffenwinning;Noord-Drenthe (CR);2008;0.0
6122;B Delfstoffenwinning;Noord-Drenthe (CR);2009;0.0
6123;B Delfstoffenwinning;Noord-Drenthe (CR);2010;5.0
6124;B Delfstoffenwinning;Noord-Drenthe (CR);2011;0.0
6125;B Delfstoffenwinning;Noord-Drenthe (CR);2012;0.0
6126;B Delfstoffenwinning;Noord-Drenthe (CR);2013;0.0
6127;B Delfstoffenwinning;Noord-Drenthe (CR);2014;0.0
6128;B Delfstoffenwinning;Noord-Drenthe (CR);2015;0.0
6129;B Delfstoffenwinning;Noord-Drenthe (CR);2016;0.0
6130;B Delfstoffenwinning;Noord-Drenthe (CR);2017;5.0
6131;B Delfstoffenwinning;Noord-Drenthe (CR);2018;0.0
6132;B Delfstoffenwinning;Noord-Drenthe (CR);2019;0.0
6133;B Delfstoffenwinning;Noord-Drenthe (CR);2020;0.0
6134;B Delfstoffenwinning;Noord-Drenthe (CR);2021;0.0
6135;B Delfstoffenwinning;Noord-Drenthe (CR);2022;5.0
6136;B Delfstoffenwinning;Noord-Drenthe (CR);2023;0.0
