ID;WoonlandVanGasten;Sterklassen;Perioden;Gasten_1;Overnachtingen_2
503;18;Totaal Amsterdamse hotels;2013 september;525;958
504;18;Totaal Amsterdamse hotels;2013 3e kwartaal;1700;3274
505;18;Totaal Amsterdamse hotels;2013 oktober;542;1007
506;18;Totaal Amsterdamse hotels;2013 november;490;879
507;18;Totaal Amsterdamse hotels;2013 december;419;783
508;18;Totaal Amsterdamse hotels;2013 4e kwartaal;1451;2669
509;18;Totaal Amsterdamse hotels;2013;6024;11262
510;18;Totaal Amsterdamse hotels;2014 januari;429;769
511;18;Totaal Amsterdamse hotels;2014 februari;451;803
512;18;Totaal Amsterdamse hotels;2014 maart;533;966
513;18;Totaal Amsterdamse hotels;2014 1e kwartaal;1412;2538
514;18;Totaal Amsterdamse hotels;2014 april;577;1119
515;18;Totaal Amsterdamse hotels;2014 mei;611;1146
516;18;Totaal Amsterdamse hotels;2014 juni;597;1107
517;18;Totaal Amsterdamse hotels;2014 2e kwartaal;1785;3373
518;18;Totaal Amsterdamse hotels;2014 juli;626;1210
519;18;Totaal Amsterdamse hotels;2014 augustus;658;1290
520;18;Totaal Amsterdamse hotels;2014 september;580;1095
521;18;Totaal Amsterdamse hotels;2014 3e kwartaal;1864;3596
522;18;Totaal Amsterdamse hotels;2014 oktober;598;1123
523;18;Totaal Amsterdamse hotels;2014 november;530;984
524;18;Totaal Amsterdamse hotels;2014 december;481;924
525;18;Totaal Amsterdamse hotels;2014 4e kwartaal;1609;3032
526;18;Totaal Amsterdamse hotels;2014;6670;12538
527;18;Totaal Amsterdamse hotels;2015 januari;442;840
528;18;Totaal Amsterdamse hotels;2015 februari;472;876
529;18;Totaal Amsterdamse hotels;2015 maart;530;991
530;18;Totaal Amsterdamse hotels;2015 1e kwartaal;1444;2708
531;18;Totaal Amsterdamse hotels;2015 april;601;1175
532;18;Totaal Amsterdamse hotels;2015 mei;605;1153
533;18;Totaal Amsterdamse hotels;2015 juni;609;1132
534;18;Totaal Amsterdamse hotels;2015 2e kwartaal;1816;3461
535;18;Totaal Amsterdamse hotels;2015 juli;658;1281
536;18;Totaal Amsterdamse hotels;2015 augustus;637;1283
537;18;Totaal Amsterdamse hotels;2015 september;596;1095
538;18;Totaal Amsterdamse hotels;2015 3e kwartaal;1890;3659
539;18;Totaal Amsterdamse hotels;2015 oktober;616;1134
540;18;Totaal Amsterdamse hotels;2015 november;549;984
541;18;Totaal Amsterdamse hotels;2015 december;511;954
542;18;Totaal Amsterdamse hotels;2015 4e kwartaal;1676;3072
543;18;Totaal Amsterdamse hotels;2015;6826;12899
544;18;Amsterdamse hotels zonder ster;2012 januari;50;101
545;18;Amsterdamse hotels zonder ster;2012 februari;52;112
546;18;Amsterdamse hotels zonder ster;2012 maart;64;142
547;18;Amsterdamse hotels zonder ster;2012 1e kwartaal;166;356
548;18;Amsterdamse hotels zonder ster;2012 april;79;182
549;18;Amsterdamse hotels zonder ster;2012 mei;78;170
550;18;Amsterdamse hotels zonder ster;2012 juni;79;185
551;18;Amsterdamse hotels zonder ster;2012 2e kwartaal;236;536
552;18;Amsterdamse hotels zonder ster;2012 juli;85;191
553;18;Amsterdamse hotels zonder ster;2012 augustus;89;192
554;18;Amsterdamse hotels zonder ster;2012 september;80;173
555;18;Amsterdamse hotels zonder ster;2012 3e kwartaal;253;556
556;18;Amsterdamse hotels zonder ster;2012 oktober;71;157
557;18;Amsterdamse hotels zonder ster;2012 november;65;128
558;18;Amsterdamse hotels zonder ster;2012 december;57;119
559;18;Amsterdamse hotels zonder ster;2012 4e kwartaal;192;404
560;18;Amsterdamse hotels zonder ster;2012;848;1852
561;18;Amsterdamse hotels zonder ster;2013 januari;50;109
562;18;Amsterdamse hotels zonder ster;2013 februari;47;100
563;18;Amsterdamse hotels zonder ster;2013 maart;61;135
564;18;Amsterdamse hotels zonder ster;2013 1e kwartaal;158;344
565;18;Amsterdamse hotels zonder ster;2013 april;66;153
566;18;Amsterdamse hotels zonder ster;2013 mei;81;175
567;18;Amsterdamse hotels zonder ster;2013 juni;67;153
568;18;Amsterdamse hotels zonder ster;2013 2e kwartaal;214;481
569;18;Amsterdamse hotels zonder ster;2013 juli;82;185
570;18;Amsterdamse hotels zonder ster;2013 augustus;81;182
571;18;Amsterdamse hotels zonder ster;2013 september;70;157
572;18;Amsterdamse hotels zonder ster;2013 3e kwartaal;234;523
573;18;Amsterdamse hotels zonder ster;2013 oktober;70;156
574;18;Amsterdamse hotels zonder ster;2013 november;58;126
575;18;Amsterdamse hotels zonder ster;2013 december;53;112
576;18;Amsterdamse hotels zonder ster;2013 4e kwartaal;181;394
577;18;Amsterdamse hotels zonder ster;2013;786;1742
578;18;Amsterdamse hotels zonder ster;2014 januari;65;135
579;18;Amsterdamse hotels zonder ster;2014 februari;69;156
580;18;Amsterdamse hotels zonder ster;2014 maart;82;187
581;18;Amsterdamse hotels zonder ster;2014 1e kwartaal;217;479
582;18;Amsterdamse hotels zonder ster;2014 april;86;198
583;18;Amsterdamse hotels zonder ster;2014 mei;92;204
584;18;Amsterdamse hotels zonder ster;2014 juni;95;210
585;18;Amsterdamse hotels zonder ster;2014 2e kwartaal;273;612
586;18;Amsterdamse hotels zonder ster;2014 juli;100;228
587;18;Amsterdamse hotels zonder ster;2014 augustus;109;241
588;18;Amsterdamse hotels zonder ster;2014 september;93;211
589;18;Amsterdamse hotels zonder ster;2014 3e kwartaal;302;680
590;18;Amsterdamse hotels zonder ster;2014 oktober;101;217
591;18;Amsterdamse hotels zonder ster;2014 november;85;174
592;18;Amsterdamse hotels zonder ster;2014 december;87;185
593;18;Amsterdamse hotels zonder ster;2014 4e kwartaal;274;577
594;18;Amsterdamse hotels zonder ster;2014;1065;2348
595;18;Amsterdamse hotels zonder ster;2015 januari;81;170
596;18;Amsterdamse hotels zonder ster;2015 februari;79;164
597;18;Amsterdamse hotels zonder ster;2015 maart;88;196
598;18;Amsterdamse hotels zonder ster;2015 1e kwartaal;249;531
599;18;Amsterdamse hotels zonder ster;2015 april;99;225
600;18;Amsterdamse hotels zonder ster;2015 mei;102;226
601;18;Amsterdamse hotels zonder ster;2015 juni;98;217
602;18;Amsterdamse hotels zonder ster;2015 2e kwartaal;298;668
603;18;Amsterdamse hotels zonder ster;2015 juli;111;248
604;18;Amsterdamse hotels zonder ster;2015 augustus;97;234
605;18;Amsterdamse hotels zonder ster;2015 september;98;214
606;18;Amsterdamse hotels zonder ster;2015 3e kwartaal;305;696
607;18;Amsterdamse hotels zonder ster;2015 oktober;99;202
608;18;Amsterdamse hotels zonder ster;2015 november;95;180
609;18;Amsterdamse hotels zonder ster;2015 december;90;185
610;18;Amsterdamse hotels zonder ster;2015 4e kwartaal;285;566
611;18;Amsterdamse hotels zonder ster;2015;1137;2461
612;18;Amsterdamse hotels met 1 ster;2012 januari;8;17
613;18;Amsterdamse hotels met 1 ster;2012 februari;8;16
614;18;Amsterdamse hotels met 1 ster;2012 maart;12;26
615;18;Amsterdamse hotels met 1 ster;2012 1e kwartaal;28;59
616;18;Amsterdamse hotels met 1 ster;2012 april;15;29
617;18;Amsterdamse hotels met 1 ster;2012 mei;13;31
618;18;Amsterdamse hotels met 1 ster;2012 juni;13;30
619;18;Amsterdamse hotels met 1 ster;2012 2e kwartaal;42;89
620;18;Amsterdamse hotels met 1 ster;2012 juli;14;32
621;18;Amsterdamse hotels met 1 ster;2012 augustus;16;33
622;18;Amsterdamse hotels met 1 ster;2012 september;11;24
623;18;Amsterdamse hotels met 1 ster;2012 3e kwartaal;42;90
624;18;Amsterdamse hotels met 1 ster;2012 oktober;14;25
625;18;Amsterdamse hotels met 1 ster;2012 november;12;20
626;18;Amsterdamse hotels met 1 ster;2012 december;11;19
627;18;Amsterdamse hotels met 1 ster;2012 4e kwartaal;37;64
628;18;Amsterdamse hotels met 1 ster;2012;148;302
629;18;Amsterdamse hotels met 1 ster;2013 januari;8;15
630;18;Amsterdamse hotels met 1 ster;2013 februari;10;21
631;18;Amsterdamse hotels met 1 ster;2013 maart;9;20
632;18;Amsterdamse hotels met 1 ster;2013 1e kwartaal;27;56
633;18;Amsterdamse hotels met 1 ster;2013 april;13;31
634;18;Amsterdamse hotels met 1 ster;2013 mei;17;33
635;18;Amsterdamse hotels met 1 ster;2013 juni;13;29
636;18;Amsterdamse hotels met 1 ster;2013 2e kwartaal;43;92
637;18;Amsterdamse hotels met 1 ster;2013 juli;14;30
638;18;Amsterdamse hotels met 1 ster;2013 augustus;17;36
639;18;Amsterdamse hotels met 1 ster;2013 september;15;33
640;18;Amsterdamse hotels met 1 ster;2013 3e kwartaal;47;99
641;18;Amsterdamse hotels met 1 ster;2013 oktober;13;28
642;18;Amsterdamse hotels met 1 ster;2013 november;10;19
643;18;Amsterdamse hotels met 1 ster;2013 december;8;15
644;18;Amsterdamse hotels met 1 ster;2013 4e kwartaal;31;63
645;18;Amsterdamse hotels met 1 ster;2013;148;311
646;18;Amsterdamse hotels met 1 ster;2014 januari;9;15
647;18;Amsterdamse hotels met 1 ster;2014 februari;10;17
648;18;Amsterdamse hotels met 1 ster;2014 maart;13;24
649;18;Amsterdamse hotels met 1 ster;2014 1e kwartaal;32;56
650;18;Amsterdamse hotels met 1 ster;2014 april;18;34
651;18;Amsterdamse hotels met 1 ster;2014 mei;19;39
652;18;Amsterdamse hotels met 1 ster;2014 juni;18;33
653;18;Amsterdamse hotels met 1 ster;2014 2e kwartaal;55;106
654;18;Amsterdamse hotels met 1 ster;2014 juli;19;35
655;18;Amsterdamse hotels met 1 ster;2014 augustus;22;42
656;18;Amsterdamse hotels met 1 ster;2014 september;19;35
657;18;Amsterdamse hotels met 1 ster;2014 3e kwartaal;60;112
658;18;Amsterdamse hotels met 1 ster;2014 oktober;16;32
659;18;Amsterdamse hotels met 1 ster;2014 november;14;29
660;18;Amsterdamse hotels met 1 ster;2014 december;12;27
661;18;Amsterdamse hotels met 1 ster;2014 4e kwartaal;43;89
662;18;Amsterdamse hotels met 1 ster;2014;189;363
663;18;Amsterdamse hotels met 1 ster;2015 januari;10;22
664;18;Amsterdamse hotels met 1 ster;2015 februari;12;25
665;18;Amsterdamse hotels met 1 ster;2015 maart;13;27
666;18;Amsterdamse hotels met 1 ster;2015 1e kwartaal;35;74
667;18;Amsterdamse hotels met 1 ster;2015 april;16;35
668;18;Amsterdamse hotels met 1 ster;2015 mei;17;36
669;18;Amsterdamse hotels met 1 ster;2015 juni;20;43
670;18;Amsterdamse hotels met 1 ster;2015 2e kwartaal;53;113
671;18;Amsterdamse hotels met 1 ster;2015 juli;18;39
672;18;Amsterdamse hotels met 1 ster;2015 augustus;18;39
673;18;Amsterdamse hotels met 1 ster;2015 september;15;34
674;18;Amsterdamse hotels met 1 ster;2015 3e kwartaal;51;112
675;18;Amsterdamse hotels met 1 ster;2015 oktober;16;34
676;18;Amsterdamse hotels met 1 ster;2015 november;13;28
677;18;Amsterdamse hotels met 1 ster;2015 december;13;26
678;18;Amsterdamse hotels met 1 ster;2015 4e kwartaal;43;88
679;18;Amsterdamse hotels met 1 ster;2015;182;387
680;18;Amsterdamse hotels met 2 sterren;2012 januari;27;55
681;18;Amsterdamse hotels met 2 sterren;2012 februari;26;53
682;18;Amsterdamse hotels met 2 sterren;2012 maart;30;66
683;18;Amsterdamse hotels met 2 sterren;2012 1e kwartaal;84;174
684;18;Amsterdamse hotels met 2 sterren;2012 april;37;65
685;18;Amsterdamse hotels met 2 sterren;2012 mei;33;69
686;18;Amsterdamse hotels met 2 sterren;2012 juni;37;66
687;18;Amsterdamse hotels met 2 sterren;2012 2e kwartaal;106;201
688;18;Amsterdamse hotels met 2 sterren;2012 juli;31;73
689;18;Amsterdamse hotels met 2 sterren;2012 augustus;33;78
690;18;Amsterdamse hotels met 2 sterren;2012 september;32;65
691;18;Amsterdamse hotels met 2 sterren;2012 3e kwartaal;96;217
692;18;Amsterdamse hotels met 2 sterren;2012 oktober;38;76
693;18;Amsterdamse hotels met 2 sterren;2012 november;33;67
694;18;Amsterdamse hotels met 2 sterren;2012 december;26;58
695;18;Amsterdamse hotels met 2 sterren;2012 4e kwartaal;97;201
696;18;Amsterdamse hotels met 2 sterren;2012;383;793
697;18;Amsterdamse hotels met 2 sterren;2013 januari;17;42
698;18;Amsterdamse hotels met 2 sterren;2013 februari;18;37
699;18;Amsterdamse hotels met 2 sterren;2013 maart;28;62
700;18;Amsterdamse hotels met 2 sterren;2013 1e kwartaal;64;141
701;18;Amsterdamse hotels met 2 sterren;2013 april;22;50
702;18;Amsterdamse hotels met 2 sterren;2013 mei;31;66
703;18;Amsterdamse hotels met 2 sterren;2013 juni;24;50
704;18;Amsterdamse hotels met 2 sterren;2013 2e kwartaal;77;166
705;18;Amsterdamse hotels met 2 sterren;2013 juli;32;70
706;18;Amsterdamse hotels met 2 sterren;2013 augustus;31;72
707;18;Amsterdamse hotels met 2 sterren;2013 september;24;55
708;18;Amsterdamse hotels met 2 sterren;2013 3e kwartaal;87;197
709;18;Amsterdamse hotels met 2 sterren;2013 oktober;28;61
710;18;Amsterdamse hotels met 2 sterren;2013 november;23;55
711;18;Amsterdamse hotels met 2 sterren;2013 december;19;47
712;18;Amsterdamse hotels met 2 sterren;2013 4e kwartaal;71;163
713;18;Amsterdamse hotels met 2 sterren;2013;298;666
714;18;Amsterdamse hotels met 2 sterren;2014 januari;20;41
715;18;Amsterdamse hotels met 2 sterren;2014 februari;23;42
716;18;Amsterdamse hotels met 2 sterren;2014 maart;27;51
717;18;Amsterdamse hotels met 2 sterren;2014 1e kwartaal;70;134
718;18;Amsterdamse hotels met 2 sterren;2014 april;26;54
719;18;Amsterdamse hotels met 2 sterren;2014 mei;28;60
720;18;Amsterdamse hotels met 2 sterren;2014 juni;27;59
721;18;Amsterdamse hotels met 2 sterren;2014 2e kwartaal;81;173
722;18;Amsterdamse hotels met 2 sterren;2014 juli;34;66
723;18;Amsterdamse hotels met 2 sterren;2014 augustus;32;69
724;18;Amsterdamse hotels met 2 sterren;2014 september;28;62
725;18;Amsterdamse hotels met 2 sterren;2014 3e kwartaal;95;196
726;18;Amsterdamse hotels met 2 sterren;2014 oktober;31;62
727;18;Amsterdamse hotels met 2 sterren;2014 november;28;57
728;18;Amsterdamse hotels met 2 sterren;2014 december;26;56
729;18;Amsterdamse hotels met 2 sterren;2014 4e kwartaal;86;174
730;18;Amsterdamse hotels met 2 sterren;2014;331;678
731;18;Amsterdamse hotels met 2 sterren;2015 januari;20;47
732;18;Amsterdamse hotels met 2 sterren;2015 februari;25;50
733;18;Amsterdamse hotels met 2 sterren;2015 maart;22;53
734;18;Amsterdamse hotels met 2 sterren;2015 1e kwartaal;67;150
735;18;Amsterdamse hotels met 2 sterren;2015 april;25;61
736;18;Amsterdamse hotels met 2 sterren;2015 mei;27;63
737;18;Amsterdamse hotels met 2 sterren;2015 juni;28;65
738;18;Amsterdamse hotels met 2 sterren;2015 2e kwartaal;80;189
739;18;Amsterdamse hotels met 2 sterren;2015 juli;32;75
740;18;Amsterdamse hotels met 2 sterren;2015 augustus;33;70
741;18;Amsterdamse hotels met 2 sterren;2015 september;32;70
742;18;Amsterdamse hotels met 2 sterren;2015 3e kwartaal;97;214
743;18;Amsterdamse hotels met 2 sterren;2015 oktober;30;62
744;18;Amsterdamse hotels met 2 sterren;2015 november;27;55
745;18;Amsterdamse hotels met 2 sterren;2015 december;28;56
746;18;Amsterdamse hotels met 2 sterren;2015 4e kwartaal;85;172
747;18;Amsterdamse hotels met 2 sterren;2015;329;726
748;18;Amsterdamse hotels met 3 sterren;2012 januari;82;154
749;18;Amsterdamse hotels met 3 sterren;2012 februari;91;167
750;18;Amsterdamse hotels met 3 sterren;2012 maart;114;209
751;18;Amsterdamse hotels met 3 sterren;2012 1e kwartaal;287;530
752;18;Amsterdamse hotels met 3 sterren;2012 april;126;263
753;18;Amsterdamse hotels met 3 sterren;2012 mei;133;256
754;18;Amsterdamse hotels met 3 sterren;2012 juni;137;257
755;18;Amsterdamse hotels met 3 sterren;2012 2e kwartaal;396;776
756;18;Amsterdamse hotels met 3 sterren;2012 juli;145;282
757;18;Amsterdamse hotels met 3 sterren;2012 augustus;147;302
758;18;Amsterdamse hotels met 3 sterren;2012 september;131;247
759;18;Amsterdamse hotels met 3 sterren;2012 3e kwartaal;423;831
760;18;Amsterdamse hotels met 3 sterren;2012 oktober;134;252
761;18;Amsterdamse hotels met 3 sterren;2012 november;116;209
762;18;Amsterdamse hotels met 3 sterren;2012 december;103;197
763;18;Amsterdamse hotels met 3 sterren;2012 4e kwartaal;352;659
764;18;Amsterdamse hotels met 3 sterren;2012;1459;2795
765;18;Amsterdamse hotels met 3 sterren;2013 januari;107;209
766;18;Amsterdamse hotels met 3 sterren;2013 februari;102;199
767;18;Amsterdamse hotels met 3 sterren;2013 maart;131;260
768;18;Amsterdamse hotels met 3 sterren;2013 1e kwartaal;339;667
769;18;Amsterdamse hotels met 3 sterren;2013 april;139;282
770;18;Amsterdamse hotels met 3 sterren;2013 mei;157;320
771;18;Amsterdamse hotels met 3 sterren;2013 juni;147;287
772;18;Amsterdamse hotels met 3 sterren;2013 2e kwartaal;443;889
773;18;Amsterdamse hotels met 3 sterren;2013 juli;153;313
774;18;Amsterdamse hotels met 3 sterren;2013 augustus;161;341
775;18;Amsterdamse hotels met 3 sterren;2013 september;138;276
776;18;Amsterdamse hotels met 3 sterren;2013 3e kwartaal;451;930
777;18;Amsterdamse hotels met 3 sterren;2013 oktober;139;283
778;18;Amsterdamse hotels met 3 sterren;2013 november;126;242
779;18;Amsterdamse hotels met 3 sterren;2013 december;112;221
780;18;Amsterdamse hotels met 3 sterren;2013 4e kwartaal;377;745
781;18;Amsterdamse hotels met 3 sterren;2013;1611;3232
782;18;Amsterdamse hotels met 3 sterren;2014 januari;118;223
783;18;Amsterdamse hotels met 3 sterren;2014 februari;122;227
784;18;Amsterdamse hotels met 3 sterren;2014 maart;139;269
785;18;Amsterdamse hotels met 3 sterren;2014 1e kwartaal;380;718
786;18;Amsterdamse hotels met 3 sterren;2014 april;147;310
787;18;Amsterdamse hotels met 3 sterren;2014 mei;156;319
788;18;Amsterdamse hotels met 3 sterren;2014 juni;154;315
789;18;Amsterdamse hotels met 3 sterren;2014 2e kwartaal;457;945
790;18;Amsterdamse hotels met 3 sterren;2014 juli;163;337
791;18;Amsterdamse hotels met 3 sterren;2014 augustus;167;355
792;18;Amsterdamse hotels met 3 sterren;2014 september;148;309
793;18;Amsterdamse hotels met 3 sterren;2014 3e kwartaal;477;1001
794;18;Amsterdamse hotels met 3 sterren;2014 oktober;149;306
795;18;Amsterdamse hotels met 3 sterren;2014 november;137;277
796;18;Amsterdamse hotels met 3 sterren;2014 december;116;236
797;18;Amsterdamse hotels met 3 sterren;2014 4e kwartaal;403;819
798;18;Amsterdamse hotels met 3 sterren;2014;1717;3483
799;18;Amsterdamse hotels met 3 sterren;2015 januari;108;219
800;18;Amsterdamse hotels met 3 sterren;2015 februari;117;239
801;18;Amsterdamse hotels met 3 sterren;2015 maart;128;256
802;18;Amsterdamse hotels met 3 sterren;2015 1e kwartaal;353;714
803;18;Amsterdamse hotels met 3 sterren;2015 april;152;323
804;18;Amsterdamse hotels met 3 sterren;2015 mei;150;307
805;18;Amsterdamse hotels met 3 sterren;2015 juni;157;306
806;18;Amsterdamse hotels met 3 sterren;2015 2e kwartaal;459;936
807;18;Amsterdamse hotels met 3 sterren;2015 juli;172;338
808;18;Amsterdamse hotels met 3 sterren;2015 augustus;165;346
809;18;Amsterdamse hotels met 3 sterren;2015 september;147;293
810;18;Amsterdamse hotels met 3 sterren;2015 3e kwartaal;483;977
811;18;Amsterdamse hotels met 3 sterren;2015 oktober;154;311
812;18;Amsterdamse hotels met 3 sterren;2015 november;134;272
813;18;Amsterdamse hotels met 3 sterren;2015 december;128;257
814;18;Amsterdamse hotels met 3 sterren;2015 4e kwartaal;416;840
815;18;Amsterdamse hotels met 3 sterren;2015;1712;3467
816;18;Amsterdamse hotels met 4 sterren;2012 januari;136;221
817;18;Amsterdamse hotels met 4 sterren;2012 februari;143;229
818;18;Amsterdamse hotels met 4 sterren;2012 maart;172;272
819;18;Amsterdamse hotels met 4 sterren;2012 1e kwartaal;451;722
820;18;Amsterdamse hotels met 4 sterren;2012 april;194;347
821;18;Amsterdamse hotels met 4 sterren;2012 mei;200;340
822;18;Amsterdamse hotels met 4 sterren;2012 juni;189;305
823;18;Amsterdamse hotels met 4 sterren;2012 2e kwartaal;583;992
824;18;Amsterdamse hotels met 4 sterren;2012 juli;198;365
825;18;Amsterdamse hotels met 4 sterren;2012 augustus;199;374
826;18;Amsterdamse hotels met 4 sterren;2012 september;192;317
827;18;Amsterdamse hotels met 4 sterren;2012 3e kwartaal;589;1056
828;18;Amsterdamse hotels met 4 sterren;2012 oktober;191;315
829;18;Amsterdamse hotels met 4 sterren;2012 november;181;289
830;18;Amsterdamse hotels met 4 sterren;2012 december;154;256
831;18;Amsterdamse hotels met 4 sterren;2012 4e kwartaal;527;860
832;18;Amsterdamse hotels met 4 sterren;2012;2150;3630
833;18;Amsterdamse hotels met 4 sterren;2013 januari;159;258
834;18;Amsterdamse hotels met 4 sterren;2013 februari;144;234
835;18;Amsterdamse hotels met 4 sterren;2013 maart;189;309
836;18;Amsterdamse hotels met 4 sterren;2013 1e kwartaal;492;801
837;18;Amsterdamse hotels met 4 sterren;2013 april;201;336
838;18;Amsterdamse hotels met 4 sterren;2013 mei;229;398
839;18;Amsterdamse hotels met 4 sterren;2013 juni;214;354
840;18;Amsterdamse hotels met 4 sterren;2013 2e kwartaal;644;1088
841;18;Amsterdamse hotels met 4 sterren;2013 juli;221;394
842;18;Amsterdamse hotels met 4 sterren;2013 augustus;232;428
843;18;Amsterdamse hotels met 4 sterren;2013 september;205;329
844;18;Amsterdamse hotels met 4 sterren;2013 3e kwartaal;657;1151
845;18;Amsterdamse hotels met 4 sterren;2013 oktober;218;364
