ID;Geslacht;Leeftijd;TypeZorg;Perioden;AantalInVerslagjaar_1;PercentageInVerslagjaar_2;TotaalUrenInVerslagjaar_3;GemiddeldPerPersoonInVerslagjaar_4;GemiddeldInBevolkingInVerslagjaar_5
35;Totaal mannen en vrouwen;0;5;2004;19675;0.15;2444;124;0.19
36;Totaal mannen en vrouwen;0;5;2005;24720;0.19;3210;130;0.25
37;Totaal mannen en vrouwen;0;5;2006;26990;0.21;3671;136;0.29
38;Totaal mannen en vrouwen;0;5;2007;20795;0.16;2983;143;0.23
39;Totaal mannen en vrouwen;0;5;2008;14650;0.11;2137;146;0.16
40;Totaal mannen en vrouwen;0;5;2009;11585;0.09;1750;151;0.13
41;Totaal mannen en vrouwen;0;5;2010;9995;0.08;1557;156;0.12
42;Totaal mannen en vrouwen;0;6;2004;66680;0.52;8566;128;0.67
43;Totaal mannen en vrouwen;0;6;2005;66165;0.52;6914;104;0.54
44;Totaal mannen en vrouwen;0;6;2006;66135;0.52;7230;109;0.56
45;Totaal mannen en vrouwen;0;6;2007;76455;0.6;9461;124;0.74
46;Totaal mannen en vrouwen;0;6;2008;73190;0.56;9279;127;0.72
47;Totaal mannen en vrouwen;0;6;2009;67345;0.52;8685;129;0.67
48;Totaal mannen en vrouwen;0;6;2010;67080;0.51;8911;133;0.68
49;Totaal mannen en vrouwen;0;7;2004;126725;0.99;36207;286;2.84
50;Totaal mannen en vrouwen;0;7;2005;130350;1.02;39342;302;3.08
51;Totaal mannen en vrouwen;0;7;2006;131845;1.03;42317;321;3.3
52;Totaal mannen en vrouwen;0;7;2007;113325;0.88;38181;337;2.98
53;Totaal mannen en vrouwen;0;7;2008;93680;0.72;32270;344;2.49
54;Totaal mannen en vrouwen;0;7;2009;78340;0.6;27681;353;2.12
55;Totaal mannen en vrouwen;0;7;2010;70260;0.53;25094;357;1.91
56;Totaal mannen en vrouwen;0;8;2004;435375;3.42;39821;91;3.12
57;Totaal mannen en vrouwen;0;8;2005;440985;3.45;50043;113;3.91
58;Totaal mannen en vrouwen;0;8;2006;449770;3.51;53505;119;4.18
59;Totaal mannen en vrouwen;0;8;2007;430680;3.36;52780;123;4.11
60;Totaal mannen en vrouwen;0;8;2008;429290;3.31;53228;124;4.11
61;Totaal mannen en vrouwen;0;8;2009;431560;3.31;55423;128;4.25
62;Totaal mannen en vrouwen;0;8;2010;429925;3.27;56335;131;4.29
63;Totaal mannen en vrouwen;0;9;2004;352300;2.76;37384;106;2.93
64;Totaal mannen en vrouwen;0;9;2005;292615;2.29;29519;101;2.31
65;Totaal mannen en vrouwen;0;9;2006;286560;2.24;30193;105;2.36
66;Totaal mannen en vrouwen;0;9;2007;297320;2.32;32025;108;2.5
67;Totaal mannen en vrouwen;0;9;2008;315425;2.43;35373;112;2.73
68;Totaal mannen en vrouwen;0;9;2009;324560;2.49;37348;115;2.86
69;Totaal mannen en vrouwen;0;9;2010;339430;2.58;39431;116;3.0
70;Totaal mannen en vrouwen;0;Totaal verpleging;2004;279410;2.19;12310;44;0.97
71;Totaal mannen en vrouwen;0;Totaal verpleging;2005;280030;2.19;10931;39;0.86
72;Totaal mannen en vrouwen;0;Totaal verpleging;2006;284725;2.22;11333;40;0.88
73;Totaal mannen en vrouwen;0;Totaal verpleging;2007;265615;2.07;10475;39;0.82
74;Totaal mannen en vrouwen;0;Totaal verpleging;2008;231525;1.79;7846;34;0.61
75;Totaal mannen en vrouwen;0;Totaal verpleging;2009;198475;1.52;6423;32;0.49
76;Totaal mannen en vrouwen;0;Totaal verpleging;2010;184745;1.41;5960;32;0.45
77;Totaal mannen en vrouwen;1;0;2004;1700;0.13;108;63;0.08
78;Totaal mannen en vrouwen;1;0;2005;1735;0.13;115;66;0.09
79;Totaal mannen en vrouwen;1;0;2006;1815;0.14;140;77;0.1
80;Totaal mannen en vrouwen;1;0;2007;1835;0.14;152;83;0.11
81;Totaal mannen en vrouwen;1;0;2008;2030;0.15;160;79;0.12
82;Totaal mannen en vrouwen;1;0;2009;1825;0.13;153;84;0.11
83;Totaal mannen en vrouwen;1;0;2010;1670;0.12;151;90;0.11
84;Totaal mannen en vrouwen;1;1;2004;210;0.02;12;59;0.01
85;Totaal mannen en vrouwen;1;1;2005;310;0.02;19;63;0.01
86;Totaal mannen en vrouwen;1;1;2006;355;0.03;23;66;0.02
87;Totaal mannen en vrouwen;1;1;2007;300;0.02;21;70;0.02
88;Totaal mannen en vrouwen;1;1;2008;325;0.02;25;79;0.02
89;Totaal mannen en vrouwen;1;1;2009;350;0.03;29;82;0.02
90;Totaal mannen en vrouwen;1;1;2010;355;0.03;31;88;0.02
91;Totaal mannen en vrouwen;1;2;2004;205;0.02;12;59;0.01
92;Totaal mannen en vrouwen;1;2;2005;170;0.01;12;68;0.01
93;Totaal mannen en vrouwen;1;2;2006;185;0.01;20;106;0.01
94;Totaal mannen en vrouwen;1;2;2007;240;0.02;33;137;0.02
95;Totaal mannen en vrouwen;1;2;2008;375;0.03;32;84;0.02
96;Totaal mannen en vrouwen;1;2;2009;395;0.03;32;80;0.02
97;Totaal mannen en vrouwen;1;2;2010;490;0.03;43;87;0.03
98;Totaal mannen en vrouwen;1;3;2004;805;0.06;16;20;0.01
99;Totaal mannen en vrouwen;1;3;2005;840;0.06;12;14;0.01
100;Totaal mannen en vrouwen;1;3;2006;870;0.07;15;17;0.01
101;Totaal mannen en vrouwen;1;3;2007;930;0.07;21;22;0.02
102;Totaal mannen en vrouwen;1;3;2008;940;0.07;20;21;0.01
103;Totaal mannen en vrouwen;1;3;2009;750;0.05;17;23;0.01
104;Totaal mannen en vrouwen;1;3;2010;545;0.04;9;16;0.01
105;Totaal mannen en vrouwen;1;4;2004;200;0.01;22;110;0.02
106;Totaal mannen en vrouwen;1;4;2005;95;0.01;17;181;0.01
107;Totaal mannen en vrouwen;1;4;2006;75;0.01;17;222;0.01
108;Totaal mannen en vrouwen;1;4;2007;35;0.0;10;290;0.01
109;Totaal mannen en vrouwen;1;4;2008;35;0.0;9;253;0.01
110;Totaal mannen en vrouwen;1;4;2009;35;0.0;7;194;0.0
111;Totaal mannen en vrouwen;1;4;2010;40;0.0;10;227;0.01
112;Totaal mannen en vrouwen;1;5;2004;20;0.0;3;140;0.0
113;Totaal mannen en vrouwen;1;5;2005;25;0.0;2;95;0.0
114;Totaal mannen en vrouwen;1;5;2006;25;0.0;2;69;0.0
115;Totaal mannen en vrouwen;1;5;2007;15;0.0;1;103;0.0
116;Totaal mannen en vrouwen;1;5;2008;15;0.0;2;118;0.0
117;Totaal mannen en vrouwen;1;5;2009;10;0.0;1;129;0.0
118;Totaal mannen en vrouwen;1;5;2010;10;0.0;2;175;0.0
119;Totaal mannen en vrouwen;1;6;2004;205;0.02;26;127;0.02
120;Totaal mannen en vrouwen;1;6;2005;245;0.02;37;151;0.03
121;Totaal mannen en vrouwen;1;6;2006;250;0.02;42;165;0.03
122;Totaal mannen en vrouwen;1;6;2007;270;0.02;50;185;0.04
123;Totaal mannen en vrouwen;1;6;2008;305;0.02;58;191;0.04
124;Totaal mannen en vrouwen;1;6;2009;255;0.02;54;212;0.04
125;Totaal mannen en vrouwen;1;6;2010;210;0.01;49;235;0.03
126;Totaal mannen en vrouwen;1;7;2004;60;0.0;16;284;0.01
127;Totaal mannen en vrouwen;1;7;2005;50;0.0;15;289;0.01
128;Totaal mannen en vrouwen;1;7;2006;55;0.0;22;381;0.02
129;Totaal mannen en vrouwen;1;7;2007;45;0.0;16;375;0.01
130;Totaal mannen en vrouwen;1;7;2008;35;0.0;14;426;0.01
131;Totaal mannen en vrouwen;1;7;2009;30;0.0;13;473;0.01
132;Totaal mannen en vrouwen;1;7;2010;20;0.0;7;350;0.01
133;Totaal mannen en vrouwen;1;8;2004;485;0.04;25;52;0.02
134;Totaal mannen en vrouwen;1;8;2005;480;0.04;32;68;0.02
135;Totaal mannen en vrouwen;1;8;2006;510;0.04;36;72;0.03
136;Totaal mannen en vrouwen;1;8;2007;390;0.03;30;77;0.02
137;Totaal mannen en vrouwen;1;8;2008;410;0.03;36;88;0.03
138;Totaal mannen en vrouwen;1;8;2009;425;0.03;38;90;0.03
139;Totaal mannen en vrouwen;1;8;2010;430;0.03;41;96;0.03
140;Totaal mannen en vrouwen;1;9;2004;665;0.05;43;64;0.03
141;Totaal mannen en vrouwen;1;9;2005;565;0.04;47;83;0.03
142;Totaal mannen en vrouwen;1;9;2006;570;0.04;64;113;0.05
143;Totaal mannen en vrouwen;1;9;2007;585;0.04;79;135;0.06
144;Totaal mannen en vrouwen;1;9;2008;750;0.05;83;110;0.06
145;Totaal mannen en vrouwen;1;9;2009;715;0.05;80;112;0.06
146;Totaal mannen en vrouwen;1;9;2010;765;0.05;88;115;0.06
147;Totaal mannen en vrouwen;1;Totaal verpleging;2004;1090;0.08;40;36;0.03
148;Totaal mannen en vrouwen;1;Totaal verpleging;2005;1165;0.09;36;31;0.03
149;Totaal mannen en vrouwen;1;Totaal verpleging;2006;1205;0.09;39;32;0.03
150;Totaal mannen en vrouwen;1;Totaal verpleging;2007;1260;0.09;43;34;0.03
151;Totaal mannen en vrouwen;1;Totaal verpleging;2008;1290;0.09;42;32;0.03
152;Totaal mannen en vrouwen;1;Totaal verpleging;2009;1045;0.08;35;34;0.03
153;Totaal mannen en vrouwen;1;Totaal verpleging;2010;785;0.06;22;28;0.02
154;Totaal mannen en vrouwen;2;0;2004;3585;0.37;279;78;0.29
155;Totaal mannen en vrouwen;2;0;2005;3165;0.33;261;82;0.27
156;Totaal mannen en vrouwen;2;0;2006;3000;0.31;261;87;0.27
157;Totaal mannen en vrouwen;2;0;2007;2875;0.3;260;90;0.27
158;Totaal mannen en vrouwen;2;0;2008;2865;0.3;277;97;0.29
159;Totaal mannen en vrouwen;2;0;2009;2640;0.27;284;108;0.29
160;Totaal mannen en vrouwen;2;0;2010;2640;0.27;277;105;0.29
161;Totaal mannen en vrouwen;2;1;2004;920;0.09;58;63;0.06
162;Totaal mannen en vrouwen;2;1;2005;1280;0.13;94;74;0.1
163;Totaal mannen en vrouwen;2;1;2006;1355;0.14;111;82;0.11
164;Totaal mannen en vrouwen;2;1;2007;1230;0.13;104;85;0.11
165;Totaal mannen en vrouwen;2;1;2008;1240;0.13;108;88;0.11
166;Totaal mannen en vrouwen;2;1;2009;1285;0.13;125;97;0.13
167;Totaal mannen en vrouwen;2;1;2010;1400;0.14;134;96;0.14
168;Totaal mannen en vrouwen;2;2;2004;650;0.07;37;57;0.04
169;Totaal mannen en vrouwen;2;2;2005;230;0.02;12;51;0.01
170;Totaal mannen en vrouwen;2;2;2006;220;0.02;16;71;0.02
171;Totaal mannen en vrouwen;2;2;2007;240;0.02;22;91;0.02
172;Totaal mannen en vrouwen;2;2;2008;335;0.04;26;78;0.03
173;Totaal mannen en vrouwen;2;2;2009;335;0.03;33;100;0.03
174;Totaal mannen en vrouwen;2;2;2010;385;0.04;31;80;0.03
175;Totaal mannen en vrouwen;2;3;2004;805;0.08;11;14;0.01
176;Totaal mannen en vrouwen;2;3;2005;830;0.09;11;14;0.01
177;Totaal mannen en vrouwen;2;3;2006;810;0.08;13;16;0.01
178;Totaal mannen en vrouwen;2;3;2007;890;0.09;17;19;0.02
179;Totaal mannen en vrouwen;2;3;2008;770;0.08;16;20;0.02
180;Totaal mannen en vrouwen;2;3;2009;580;0.06;11;19;0.01
181;Totaal mannen en vrouwen;2;3;2010;455;0.05;7;14;0.01
182;Totaal mannen en vrouwen;2;4;2004;750;0.08;90;121;0.09
183;Totaal mannen en vrouwen;2;4;2005;325;0.03;55;168;0.06
184;Totaal mannen en vrouwen;2;4;2006;205;0.02;43;211;0.04
185;Totaal mannen en vrouwen;2;4;2007;105;0.01;28;263;0.03
186;Totaal mannen en vrouwen;2;4;2008;110;0.01;30;275;0.03
187;Totaal mannen en vrouwen;2;4;2009;130;0.01;31;242;0.03
188;Totaal mannen en vrouwen;2;4;2010;125;0.01;31;242;0.03
189;Totaal mannen en vrouwen;2;5;2004;55;0.01;4;73;0.0
190;Totaal mannen en vrouwen;2;5;2005;100;0.01;11;113;0.01
191;Totaal mannen en vrouwen;2;5;2006;80;0.01;9;113;0.01
192;Totaal mannen en vrouwen;2;5;2007;70;0.01;9;127;0.01
193;Totaal mannen en vrouwen;2;5;2008;50;0.01;7;140;0.01
194;Totaal mannen en vrouwen;2;5;2009;30;0.0;5;176;0.01
195;Totaal mannen en vrouwen;2;5;2010;25;0.0;3;142;0.0
196;Totaal mannen en vrouwen;2;6;2004;235;0.02;28;121;0.03
197;Totaal mannen en vrouwen;2;6;2005;240;0.02;25;107;0.03
198;Totaal mannen en vrouwen;2;6;2006;200;0.02;23;113;0.02
199;Totaal mannen en vrouwen;2;6;2007;240;0.03;39;163;0.04
200;Totaal mannen en vrouwen;2;6;2008;260;0.03;46;175;0.05
201;Totaal mannen en vrouwen;2;6;2009;210;0.02;41;192;0.04
202;Totaal mannen en vrouwen;2;6;2010;185;0.02;38;209;0.04
203;Totaal mannen en vrouwen;2;7;2004;175;0.02;50;285;0.05
204;Totaal mannen en vrouwen;2;7;2005;160;0.02;52;322;0.05
205;Totaal mannen en vrouwen;2;7;2006;130;0.01;48;369;0.05
206;Totaal mannen en vrouwen;2;7;2007;100;0.01;42;417;0.04
207;Totaal mannen en vrouwen;2;7;2008;100;0.01;44;443;0.05
208;Totaal mannen en vrouwen;2;7;2009;70;0.01;38;534;0.04
209;Totaal mannen en vrouwen;2;7;2010;70;0.01;33;493;0.03
210;Totaal mannen en vrouwen;2;8;2004;1900;0.2;119;63;0.12
211;Totaal mannen en vrouwen;2;8;2005;1865;0.19;153;82;0.16
212;Totaal mannen en vrouwen;2;8;2006;1765;0.18;157;89;0.16
213;Totaal mannen en vrouwen;2;8;2007;1505;0.16;138;91;0.14
214;Totaal mannen en vrouwen;2;8;2008;1495;0.16;142;95;0.15
215;Totaal mannen en vrouwen;2;8;2009;1515;0.16;161;106;0.17
216;Totaal mannen en vrouwen;2;8;2010;1620;0.17;166;103;0.17
217;Totaal mannen en vrouwen;2;9;2004;1810;0.19;120;67;0.12
218;Totaal mannen en vrouwen;2;9;2005;955;0.1;67;70;0.07
219;Totaal mannen en vrouwen;2;9;2006;755;0.08;66;87;0.07
220;Totaal mannen en vrouwen;2;9;2007;685;0.07;80;117;0.08
221;Totaal mannen en vrouwen;2;9;2008;805;0.08;91;113;0.09
222;Totaal mannen en vrouwen;2;9;2009;745;0.08;91;122;0.09
223;Totaal mannen en vrouwen;2;9;2010;760;0.08;86;113;0.09
224;Totaal mannen en vrouwen;2;Totaal verpleging;2004;1270;0.13;40;31;0.04
225;Totaal mannen en vrouwen;2;Totaal verpleging;2005;1330;0.14;41;31;0.04
226;Totaal mannen en vrouwen;2;Totaal verpleging;2006;1220;0.13;39;32;0.04
227;Totaal mannen en vrouwen;2;Totaal verpleging;2007;1300;0.14;42;32;0.04
228;Totaal mannen en vrouwen;2;Totaal verpleging;2008;1180;0.12;44;37;0.05
229;Totaal mannen en vrouwen;2;Totaal verpleging;2009;890;0.09;33;37;0.03
230;Totaal mannen en vrouwen;2;Totaal verpleging;2010;730;0.08;24;34;0.03
231;Totaal mannen en vrouwen;3;0;2004;8500;0.72;800;94;0.68
232;Totaal mannen en vrouwen;3;0;2005;6400;0.58;583;91;0.53
233;Totaal mannen en vrouwen;3;0;2006;5725;0.54;509;89;0.48
234;Totaal mannen en vrouwen;3;0;2007;4815;0.48;449;93;0.45
235;Totaal mannen en vrouwen;3;0;2008;4770;0.48;469;98;0.47
236;Totaal mannen en vrouwen;3;0;2009;4430;0.45;474;107;0.48
237;Totaal mannen en vrouwen;3;0;2010;4540;0.46;510;112;0.52
238;Totaal mannen en vrouwen;3;1;2004;2515;0.21;178;71;0.15
239;Totaal mannen en vrouwen;3;1;2005;3225;0.29;265;82;0.24
240;Totaal mannen en vrouwen;3;1;2006;3085;0.29;259;84;0.25
241;Totaal mannen en vrouwen;3;1;2007;2575;0.26;236;92;0.24
242;Totaal mannen en vrouwen;3;1;2008;2600;0.26;247;95;0.25
243;Totaal mannen en vrouwen;3;1;2009;2580;0.26;269;104;0.27
244;Totaal mannen en vrouwen;3;1;2010;2755;0.28;299;109;0.3
245;Totaal mannen en vrouwen;3;2;2004;1740;0.15;122;70;0.1
246;Totaal mannen en vrouwen;3;2;2005;395;0.04;31;79;0.03
247;Totaal mannen en vrouwen;3;2;2006;300;0.03;16;52;0.01
248;Totaal mannen en vrouwen;3;2;2007;340;0.03;23;69;0.02
249;Totaal mannen en vrouwen;3;2;2008;385;0.04;25;64;0.03
250;Totaal mannen en vrouwen;3;2;2009;410;0.04;23;57;0.02
251;Totaal mannen en vrouwen;3;2;2010;485;0.05;32;67;0.03
252;Totaal mannen en vrouwen;3;3;2004;1200;0.1;19;16;0.02
253;Totaal mannen en vrouwen;3;3;2005;1200;0.11;15;12;0.01
254;Totaal mannen en vrouwen;3;3;2006;1135;0.11;15;13;0.01
255;Totaal mannen en vrouwen;3;3;2007;985;0.1;15;15;0.02
256;Totaal mannen en vrouwen;3;3;2008;980;0.1;15;16;0.02
257;Totaal mannen en vrouwen;3;3;2009;725;0.07;13;17;0.01
258;Totaal mannen en vrouwen;3;3;2010;615;0.06;10;16;0.01
259;Totaal mannen en vrouwen;3;4;2004;2075;0.18;294;142;0.25
260;Totaal mannen en vrouwen;3;4;2005;705;0.06;113;159;0.1
261;Totaal mannen en vrouwen;3;4;2006;420;0.04;77;184;0.07
262;Totaal mannen en vrouwen;3;4;2007;220;0.02;49;224;0.05
263;Totaal mannen en vrouwen;3;4;2008;200;0.02;46;233;0.05
264;Totaal mannen en vrouwen;3;4;2009;220;0.02;56;257;0.06
265;Totaal mannen en vrouwen;3;4;2010;235;0.02;50;212;0.05
266;Totaal mannen en vrouwen;3;5;2004;135;0.01;15;109;0.01
267;Totaal mannen en vrouwen;3;5;2005;220;0.02;32;144;0.03
268;Totaal mannen en vrouwen;3;5;2006;215;0.02;25;114;0.02
269;Totaal mannen en vrouwen;3;5;2007;150;0.02;19;123;0.02
270;Totaal mannen en vrouwen;3;5;2008;120;0.01;17;138;0.02
271;Totaal mannen en vrouwen;3;5;2009;85;0.01;12;141;0.01
272;Totaal mannen en vrouwen;3;5;2010;70;0.01;13;189;0.01
273;Totaal mannen en vrouwen;3;6;2004;405;0.03;53;131;0.05
274;Totaal mannen en vrouwen;3;6;2005;340;0.03;32;93;0.03
275;Totaal mannen en vrouwen;3;6;2006;325;0.03;32;100;0.03
276;Totaal mannen en vrouwen;3;6;2007;355;0.04;35;99;0.03
277;Totaal mannen en vrouwen;3;6;2008;320;0.03;47;148;0.05
278;Totaal mannen en vrouwen;3;6;2009;280;0.03;38;134;0.04
279;Totaal mannen en vrouwen;3;6;2010;240;0.02;32;132;0.03
280;Totaal mannen en vrouwen;3;7;2004;430;0.04;119;275;0.1
281;Totaal mannen en vrouwen;3;7;2005;310;0.03;95;307;0.09
282;Totaal mannen en vrouwen;3;7;2006;245;0.02;85;347;0.08
283;Totaal mannen en vrouwen;3;7;2007;190;0.02;71;378;0.07
284;Totaal mannen en vrouwen;3;7;2008;170;0.02;72;426;0.07
285;Totaal mannen en vrouwen;3;7;2009;135;0.01;63;466;0.06
286;Totaal mannen en vrouwen;3;7;2010;145;0.01;74;515;0.07
287;Totaal mannen en vrouwen;3;8;2004;5155;0.44;359;70;0.31
288;Totaal mannen en vrouwen;3;8;2005;4465;0.4;400;90;0.36
289;Totaal mannen en vrouwen;3;8;2006;3965;0.38;363;91;0.35
290;Totaal mannen en vrouwen;3;8;2007;3135;0.31;304;97;0.3
291;Totaal mannen en vrouwen;3;8;2008;3085;0.31;315;102;0.32
292;Totaal mannen en vrouwen;3;8;2009;3015;0.31;333;110;0.34
293;Totaal mannen en vrouwen;3;8;2010;3205;0.33;363;113;0.37
294;Totaal mannen en vrouwen;3;9;2004;4655;0.4;368;79;0.31
295;Totaal mannen en vrouwen;3;9;2005;1755;0.16;124;71;0.11
296;Totaal mannen en vrouwen;3;9;2006;1285;0.12;94;73;0.09
297;Totaal mannen en vrouwen;3;9;2007;1105;0.11;95;86;0.09
298;Totaal mannen en vrouwen;3;9;2008;1070;0.11;106;99;0.11
299;Totaal mannen en vrouwen;3;9;2009;1045;0.11;101;97;0.1
300;Totaal mannen en vrouwen;3;9;2010;1100;0.11;113;102;0.11
301;Totaal mannen en vrouwen;3;Totaal verpleging;2004;2175;0.18;73;33;0.06
302;Totaal mannen en vrouwen;3;Totaal verpleging;2005;2070;0.19;58;28;0.05
303;Totaal mannen en vrouwen;3;Totaal verpleging;2006;1920;0.18;51;27;0.05
304;Totaal mannen en vrouwen;3;Totaal verpleging;2007;1680;0.17;50;29;0.05
305;Totaal mannen en vrouwen;3;Totaal verpleging;2008;1590;0.16;48;30;0.05
306;Totaal mannen en vrouwen;3;Totaal verpleging;2009;1225;0.12;40;32;0.04
307;Totaal mannen en vrouwen;3;Totaal verpleging;2010;1065;0.11;34;32;0.03
308;Totaal mannen en vrouwen;4;0;2004;11815;0.91;1161;98;0.89
309;Totaal mannen en vrouwen;4;0;2005;9645;0.74;949;98;0.73
310;Totaal mannen en vrouwen;4;0;2006;8950;0.7;925;103;0.72
311;Totaal mannen en vrouwen;4;0;2007;8135;0.65;849;104;0.68
312;Totaal mannen en vrouwen;4;0;2008;7910;0.65;855;108;0.7
313;Totaal mannen en vrouwen;4;0;2009;7170;0.61;810;113;0.69
314;Totaal mannen en vrouwen;4;0;2010;6985;0.63;821;117;0.74
315;Totaal mannen en vrouwen;4;1;2004;3610;0.28;279;77;0.21
316;Totaal mannen en vrouwen;4;1;2005;4805;0.37;451;94;0.35
317;Totaal mannen en vrouwen;4;1;2006;5030;0.39;479;95;0.37
318;Totaal mannen en vrouwen;4;1;2007;4605;0.37;455;99;0.36
319;Totaal mannen en vrouwen;4;1;2008;4435;0.36;461;104;0.38
320;Totaal mannen en vrouwen;4;1;2009;4345;0.37;477;110;0.41
321;Totaal mannen en vrouwen;4;1;2010;4470;0.4;505;113;0.46
322;Totaal mannen en vrouwen;4;2;2004;2195;0.17;151;69;0.12
323;Totaal mannen en vrouwen;4;2;2005;590;0.05;26;44;0.02
324;Totaal mannen en vrouwen;4;2;2006;410;0.03;17;42;0.01
325;Totaal mannen en vrouwen;4;2;2007;450;0.04;23;51;0.02
326;Totaal mannen en vrouwen;4;2;2008;550;0.04;24;44;0.02
327;Totaal mannen en vrouwen;4;2;2009;610;0.05;32;52;0.03
328;Totaal mannen en vrouwen;4;2;2010;610;0.06;32;52;0.03
329;Totaal mannen en vrouwen;4;3;2004;1610;0.12;27;17;0.02
330;Totaal mannen en vrouwen;4;3;2005;1660;0.13;22;13;0.02
331;Totaal mannen en vrouwen;4;3;2006;1525;0.12;22;14;0.02
332;Totaal mannen en vrouwen;4;3;2007;1520;0.12;25;16;0.02
333;Totaal mannen en vrouwen;4;3;2008;1475;0.12;27;18;0.02
334;Totaal mannen en vrouwen;4;3;2009;1070;0.09;19;18;0.02
335;Totaal mannen en vrouwen;4;3;2010;800;0.07;12;15;0.01
336;Totaal mannen en vrouwen;4;4;2004;2875;0.22;408;142;0.31
337;Totaal mannen en vrouwen;4;4;2005;1110;0.09;166;149;0.13
338;Totaal mannen en vrouwen;4;4;2006;665;0.05;127;192;0.1
339;Totaal mannen en vrouwen;4;4;2007;330;0.03;74;223;0.06
340;Totaal mannen en vrouwen;4;4;2008;355;0.03;82;232;0.07
341;Totaal mannen en vrouwen;4;4;2009;325;0.03;78;240;0.07
342;Totaal mannen en vrouwen;4;4;2010;365;0.03;90;248;0.08
343;Totaal mannen en vrouwen;4;5;2004;210;0.02;23;107;0.02
344;Totaal mannen en vrouwen;4;5;2005;310;0.02;36;115;0.03
345;Totaal mannen en vrouwen;4;5;2006;325;0.03;43;132;0.03
346;Totaal mannen en vrouwen;4;5;2007;245;0.02;32;131;0.03
347;Totaal mannen en vrouwen;4;5;2008;200;0.02;32;164;0.03
348;Totaal mannen en vrouwen;4;5;2009;145;0.01;24;166;0.02
349;Totaal mannen en vrouwen;4;5;2010;125;0.01;21;172;0.02
350;Totaal mannen en vrouwen;4;6;2004;630;0.05;76;121;0.06
351;Totaal mannen en vrouwen;4;6;2005;540;0.04;55;101;0.04
352;Totaal mannen en vrouwen;4;6;2006;490;0.04;60;121;0.05
353;Totaal mannen en vrouwen;4;6;2007;560;0.04;77;138;0.06
354;Totaal mannen en vrouwen;4;6;2008;530;0.04;68;127;0.06
355;Totaal mannen en vrouwen;4;6;2009;400;0.03;59;149;0.05
356;Totaal mannen en vrouwen;4;6;2010;400;0.04;56;139;0.05
357;Totaal mannen en vrouwen;4;7;2004;680;0.05;197;291;0.15
358;Totaal mannen en vrouwen;4;7;2005;625;0.05;193;310;0.15
