ID;Landen;GN;Perioden;TotaleInvoerwaarde_1;TotaleInvoerhoeveelheid_2;TotaleUitvoerwaarde_3;TotaleUitvoerhoeveelheid_4;EenheidHoeveelheid_5
18;Totaal landen;25010051 Zout, gedenatureerd, dan wel...;2015;7.0;33.0;6.0;54.0;mln kg                   
19;Totaal landen;25010051 Zout, gedenatureerd, dan wel...;2016;2.0;13.0;4.0;42.0;mln kg                   
20;Totaal landen;25010051 Zout, gedenatureerd, dan wel...;2017;29.0;159.0;6.0;59.0;mln kg                   
21;Totaal landen;25010051 Zout, gedenatureerd, dan wel...;2018;10.0;59.0;8.0;79.0;mln kg                   
22;Totaal landen;25010051 Zout, gedenatureerd, dan wel...;2019;12.0;80.0;10.0;83.0;mln kg                   
23;Totaal landen;25010051 Zout, gedenatureerd, dan wel...;2020;28.0;640.0;6.0;31.0;mln kg                   
24;Totaal landen;25010051 Zout, gedenatureerd, dan wel...;2021;;;;;mln kg                   
25;Totaal landen;25010051 Zout, gedenatureerd, dan wel...;2022;17.0;282.0;9.0;82.0;mln kg                   
26;Totaal landen;25010051 Zout, gedenatureerd, dan wel...;2023;19.0;235.0;6.0;33.0;mln kg                   
27;Totaal landen;25010091 Zout geschikt voor menselijk...;2015;5.0;22.0;44.0;275.0;mln kg                   
28;Totaal landen;25010091 Zout geschikt voor menselijk...;2016;7.0;30.0;44.0;276.0;mln kg                   
29;Totaal landen;25010091 Zout geschikt voor menselijk...;2017;10.0;29.0;43.0;263.0;mln kg                   
30;Totaal landen;25010091 Zout geschikt voor menselijk...;2018;12.0;33.0;51.0;308.0;mln kg                   
31;Totaal landen;25010091 Zout geschikt voor menselijk...;2019;15.0;51.0;47.0;257.0;mln kg                   
32;Totaal landen;25010091 Zout geschikt voor menselijk...;2020;18.0;41.0;46.0;222.0;mln kg                   
33;Totaal landen;25010091 Zout geschikt voor menselijk...;2021;;;;;mln kg                   
34;Totaal landen;25010091 Zout geschikt voor menselijk...;2022;22.0;71.0;60.0;257.0;mln kg                   
35;Totaal landen;25010091 Zout geschikt voor menselijk...;2023;26.0;81.0;73.0;239.0;mln kg                   
36;Totaal landen;25010099 Zout en zuiver natriumchlori...;2015;10.0;16.0;118.0;1927.0;mln kg                   
37;Totaal landen;25010099 Zout en zuiver natriumchlori...;2016;11.0;21.0;100.0;1835.0;mln kg                   
38;Totaal landen;25010099 Zout en zuiver natriumchlori...;2017;17.0;200.0;97.0;2105.0;mln kg                   
39;Totaal landen;25010099 Zout en zuiver natriumchlori...;2018;22.0;338.0;53.0;669.0;mln kg                   
40;Totaal landen;25010099 Zout en zuiver natriumchlori...;2019;27.0;276.0;33.0;260.0;mln kg                   
41;Totaal landen;25010099 Zout en zuiver natriumchlori...;2020;13.0;24.0;32.0;213.0;mln kg                   
42;Totaal landen;25010099 Zout en zuiver natriumchlori...;2021;;;;;mln kg                   
43;Totaal landen;25010099 Zout en zuiver natriumchlori...;2022;31.0;158.0;47.0;268.0;mln kg                   
44;Totaal landen;25010099 Zout en zuiver natriumchlori...;2023;33.0;147.0;59.0;279.0;mln kg                   
45;Totaal landen;25020000 Ijzerkies, ongeroost;2015;1.0;2.0;2.0;7.0;mln kg                   
46;Totaal landen;25020000 Ijzerkies, ongeroost;2016;0.0;1.0;0.0;1.0;mln kg                   
47;Totaal landen;25020000 Ijzerkies, ongeroost;2017;0.0;1.0;0.0;0.0;mln kg                   
48;Totaal landen;25020000 Ijzerkies, ongeroost;2018;0.0;1.0;0.0;0.0;mln kg                   
49;Totaal landen;25020000 Ijzerkies, ongeroost;2019;0.0;0.0;0.0;0.0;mln kg                   
50;Totaal landen;25020000 Ijzerkies, ongeroost;2020;0.0;0.0;0.0;0.0;mln kg                   
51;Totaal landen;25020000 Ijzerkies, ongeroost;2021;;;;;mln kg                   
52;Totaal landen;25020000 Ijzerkies, ongeroost;2022;0.0;0.0;0.0;0.0;mln kg                   
53;Totaal landen;25020000 Ijzerkies, ongeroost;2023;0.0;0.0;0.0;0.0;mln kg                   
54;Totaal landen;25030010 Ruwe zwavel en niet-geraffin...;2015;3.0;22.0;10.0;87.0;mln kg                   
55;Totaal landen;25030010 Ruwe zwavel en niet-geraffin...;2016;6.0;57.0;11.0;112.0;mln kg                   
56;Totaal landen;25030010 Ruwe zwavel en niet-geraffin...;2017;5.0;60.0;7.0;99.0;mln kg                   
57;Totaal landen;25030010 Ruwe zwavel en niet-geraffin...;2018;9.0;91.0;11.0;136.0;mln kg                   
58;Totaal landen;25030010 Ruwe zwavel en niet-geraffin...;2019;16.0;136.0;13.0;125.0;mln kg                   
59;Totaal landen;25030010 Ruwe zwavel en niet-geraffin...;2020;10.0;126.0;5.0;61.0;mln kg                   
60;Totaal landen;25030010 Ruwe zwavel en niet-geraffin...;2021;;;;;mln kg                   
61;Totaal landen;25030010 Ruwe zwavel en niet-geraffin...;2022;34.0;123.0;22.0;80.0;mln kg                   
62;Totaal landen;25030010 Ruwe zwavel en niet-geraffin...;2023;9.0;65.0;15.0;89.0;mln kg                   
63;Totaal landen;25030090 Zwavel van alle soorten (m.u...;2015;33.0;51.0;72.0;288.0;mln kg                   
64;Totaal landen;25030090 Zwavel van alle soorten (m.u...;2016;33.0;21.0;65.0;185.0;mln kg                   
65;Totaal landen;25030090 Zwavel van alle soorten (m.u...;2017;7.0;4.0;25.0;33.0;mln kg                   
66;Totaal landen;25030090 Zwavel van alle soorten (m.u...;2018;6.0;4.0;31.0;151.0;mln kg                   
67;Totaal landen;25030090 Zwavel van alle soorten (m.u...;2019;0.0;1.0;29.0;275.0;mln kg                   
68;Totaal landen;25030090 Zwavel van alle soorten (m.u...;2020;1.0;1.0;21.0;144.0;mln kg                   
69;Totaal landen;25030090 Zwavel van alle soorten (m.u...;2021;;;;;mln kg                   
70;Totaal landen;25030090 Zwavel van alle soorten (m.u...;2022;2.0;4.0;87.0;390.0;mln kg                   
71;Totaal landen;25030090 Zwavel van alle soorten (m.u...;2023;1.0;2.0;32.0;319.0;mln kg                   
72;Totaal landen;25041000 Natuurlijk grafiet, in poede...;2015;14.0;22.0;16.0;24.0;mln kg                   
73;Totaal landen;25041000 Natuurlijk grafiet, in poede...;2016;12.0;21.0;15.0;19.0;mln kg                   
74;Totaal landen;25041000 Natuurlijk grafiet, in poede...;2017;14.0;25.0;17.0;21.0;mln kg                   
75;Totaal landen;25041000 Natuurlijk grafiet, in poede...;2018;15.0;25.0;17.0;20.0;mln kg                   
76;Totaal landen;25041000 Natuurlijk grafiet, in poede...;2019;12.0;20.0;16.0;18.0;mln kg                   
77;Totaal landen;25041000 Natuurlijk grafiet, in poede...;2020;10.0;17.0;14.0;17.0;mln kg                   
78;Totaal landen;25041000 Natuurlijk grafiet, in poede...;2021;;;;;mln kg                   
79;Totaal landen;25041000 Natuurlijk grafiet, in poede...;2022;26.0;29.0;30.0;28.0;mln kg                   
80;Totaal landen;25041000 Natuurlijk grafiet, in poede...;2023;14.0;14.0;19.0;14.0;mln kg                   
81;Totaal landen;25049000 Natuurlijk grafiet (m.u.v. g...;2015;1.0;0.0;1.0;0.0;mln kg                   
82;Totaal landen;25049000 Natuurlijk grafiet (m.u.v. g...;2016;1.0;0.0;0.0;0.0;mln kg                   
83;Totaal landen;25049000 Natuurlijk grafiet (m.u.v. g...;2017;0.0;0.0;0.0;0.0;mln kg                   
84;Totaal landen;25049000 Natuurlijk grafiet (m.u.v. g...;2018;1.0;0.0;0.0;0.0;mln kg                   
85;Totaal landen;25049000 Natuurlijk grafiet (m.u.v. g...;2019;1.0;0.0;0.0;0.0;mln kg                   
86;Totaal landen;25049000 Natuurlijk grafiet (m.u.v. g...;2020;1.0;0.0;0.0;0.0;mln kg                   
87;Totaal landen;25049000 Natuurlijk grafiet (m.u.v. g...;2021;;;;;mln kg                   
88;Totaal landen;25049000 Natuurlijk grafiet (m.u.v. g...;2022;1.0;0.0;0.0;0.0;mln kg                   
89;Totaal landen;25049000 Natuurlijk grafiet (m.u.v. g...;2023;1.0;0.0;0.0;0.0;mln kg                   
90;Totaal landen;25051000 Kiezelzand en kwartszand, oo...;2015;38.0;655.0;38.0;454.0;mln kg                   
91;Totaal landen;25051000 Kiezelzand en kwartszand, oo...;2016;40.0;548.0;35.0;489.0;mln kg                   
92;Totaal landen;25051000 Kiezelzand en kwartszand, oo...;2017;35.0;941.0;38.0;438.0;mln kg                   
93;Totaal landen;25051000 Kiezelzand en kwartszand, oo...;2018;37.0;533.0;45.0;415.0;mln kg                   
94;Totaal landen;25051000 Kiezelzand en kwartszand, oo...;2019;38.0;821.0;47.0;379.0;mln kg                   
95;Totaal landen;25051000 Kiezelzand en kwartszand, oo...;2020;36.0;698.0;45.0;423.0;mln kg                   
96;Totaal landen;25051000 Kiezelzand en kwartszand, oo...;2021;;;;;mln kg                   
97;Totaal landen;25051000 Kiezelzand en kwartszand, oo...;2022;38.0;651.0;44.0;1047.0;mln kg                   
98;Totaal landen;25051000 Kiezelzand en kwartszand, oo...;2023;48.0;666.0;48.0;1029.0;mln kg                   
99;Totaal landen;25059000 Natuurlijk zand van alle soo...;2015;79.0;4604.0;100.0;3387.0;mln kg                   
100;Totaal landen;25059000 Natuurlijk zand van alle soo...;2016;78.0;2216.0;98.0;4216.0;mln kg                   
101;Totaal landen;25059000 Natuurlijk zand van alle soo...;2017;79.0;1614.0;120.0;713.0;mln kg                   
102;Totaal landen;25059000 Natuurlijk zand van alle soo...;2018;97.0;3399.0;128.0;414.0;mln kg                   
103;Totaal landen;25059000 Natuurlijk zand van alle soo...;2019;92.0;1163.0;139.0;374.0;mln kg                   
104;Totaal landen;25059000 Natuurlijk zand van alle soo...;2020;91.0;5181.0;142.0;5462.0;mln kg                   
105;Totaal landen;25059000 Natuurlijk zand van alle soo...;2021;;;;;mln kg                   
106;Totaal landen;25059000 Natuurlijk zand van alle soo...;2022;97.0;3145.0;202.0;10084.0;mln kg                   
107;Totaal landen;25059000 Natuurlijk zand van alle soo...;2023;94.0;2981.0;182.0;10624.0;mln kg                   
108;Totaal landen;25061000 Kwarts (m.u.v. kwartszand);2015;2.0;8.0;1.0;3.0;mln kg                   
109;Totaal landen;25061000 Kwarts (m.u.v. kwartszand);2016;1.0;3.0;1.0;3.0;mln kg                   
110;Totaal landen;25061000 Kwarts (m.u.v. kwartszand);2017;2.0;4.0;1.0;3.0;mln kg                   
111;Totaal landen;25061000 Kwarts (m.u.v. kwartszand);2018;;;1.0;3.0;mln kg                   
112;Totaal landen;25061000 Kwarts (m.u.v. kwartszand);2019;5.0;10.0;0.0;0.0;mln kg                   
113;Totaal landen;25061000 Kwarts (m.u.v. kwartszand);2020;10.0;7.0;5.0;3.0;mln kg                   
114;Totaal landen;25061000 Kwarts (m.u.v. kwartszand);2021;;;;;mln kg                   
115;Totaal landen;25061000 Kwarts (m.u.v. kwartszand);2022;23.0;10.0;18.0;11.0;mln kg                   
116;Totaal landen;25061000 Kwarts (m.u.v. kwartszand);2023;28.0;10.0;25.0;12.0;mln kg                   
117;Totaal landen;25062000 Kwartsiet, ook indien enkel ...;2015;2.0;4.0;1.0;2.0;mln kg                   
118;Totaal landen;25062000 Kwartsiet, ook indien enkel ...;2016;2.0;4.0;1.0;2.0;mln kg                   
119;Totaal landen;25062000 Kwartsiet, ook indien enkel ...;2017;1.0;3.0;2.0;5.0;mln kg                   
120;Totaal landen;25062000 Kwartsiet, ook indien enkel ...;2018;1.0;3.0;1.0;2.0;mln kg                   
121;Totaal landen;25062000 Kwartsiet, ook indien enkel ...;2019;1.0;3.0;1.0;2.0;mln kg                   
122;Totaal landen;25062000 Kwartsiet, ook indien enkel ...;2020;1.0;3.0;1.0;3.0;mln kg                   
123;Totaal landen;25062000 Kwartsiet, ook indien enkel ...;2021;;;;;mln kg                   
124;Totaal landen;25062000 Kwartsiet, ook indien enkel ...;2022;2.0;6.0;2.0;4.0;mln kg                   
125;Totaal landen;25062000 Kwartsiet, ook indien enkel ...;2023;2.0;6.0;1.0;3.0;mln kg                   
126;Totaal landen;25070020 Kaolien;2015;13.0;66.0;5.0;14.0;mln kg                   
127;Totaal landen;25070020 Kaolien;2016;14.0;71.0;3.0;8.0;mln kg                   
128;Totaal landen;25070020 Kaolien;2017;13.0;72.0;2.0;6.0;mln kg                   
129;Totaal landen;25070020 Kaolien;2018;14.0;71.0;2.0;7.0;mln kg                   
130;Totaal landen;25070020 Kaolien;2019;15.0;63.0;2.0;6.0;mln kg                   
131;Totaal landen;25070020 Kaolien;2020;15.0;63.0;2.0;5.0;mln kg                   
132;Totaal landen;25070020 Kaolien;2021;;;;;mln kg                   
133;Totaal landen;25070020 Kaolien;2022;20.0;63.0;10.0;22.0;mln kg                   
134;Totaal landen;25070020 Kaolien;2023;15.0;44.0;3.0;6.0;mln kg                   
135;Totaal landen;25070080 Kaolienhoudende klei (m.u.v....;2015;10.0;49.0;6.0;28.0;mln kg                   
136;Totaal landen;25070080 Kaolienhoudende klei (m.u.v....;2016;11.0;54.0;8.0;38.0;mln kg                   
137;Totaal landen;25070080 Kaolienhoudende klei (m.u.v....;2017;13.0;66.0;10.0;47.0;mln kg                   
138;Totaal landen;25070080 Kaolienhoudende klei (m.u.v....;2018;12.0;62.0;10.0;46.0;mln kg                   
139;Totaal landen;25070080 Kaolienhoudende klei (m.u.v....;2019;4.0;19.0;1.0;3.0;mln kg                   
140;Totaal landen;25070080 Kaolienhoudende klei (m.u.v....;2020;3.0;11.0;1.0;1.0;mln kg                   
141;Totaal landen;25070080 Kaolienhoudende klei (m.u.v....;2021;;;;;mln kg                   
142;Totaal landen;25070080 Kaolienhoudende klei (m.u.v....;2022;4.0;42.0;2.0;2.0;mln kg                   
143;Totaal landen;25070080 Kaolienhoudende klei (m.u.v....;2023;4.0;44.0;1.0;1.0;mln kg                   
144;Totaal landen;25081000 Bentoniet;2015;27.0;189.0;33.0;127.0;mln kg                   
145;Totaal landen;25081000 Bentoniet;2016;28.0;149.0;36.0;122.0;mln kg                   
146;Totaal landen;25081000 Bentoniet;2017;33.0;180.0;42.0;149.0;mln kg                   
147;Totaal landen;25081000 Bentoniet;2018;35.0;176.0;42.0;156.0;mln kg                   
148;Totaal landen;25081000 Bentoniet;2019;58.0;415.0;53.0;201.0;mln kg                   
149;Totaal landen;25081000 Bentoniet;2020;76.0;469.0;55.0;190.0;mln kg                   
150;Totaal landen;25081000 Bentoniet;2021;;;;;mln kg                   
151;Totaal landen;25081000 Bentoniet;2022;100.0;403.0;77.0;194.0;mln kg                   
152;Totaal landen;25081000 Bentoniet;2023;81.0;333.0;73.0;171.0;mln kg                   
153;Totaal landen;25083000 Vuurvaste klei (m.u.v. kaoli...;2015;3.0;53.0;0.0;1.0;mln kg                   
154;Totaal landen;25083000 Vuurvaste klei (m.u.v. kaoli...;2016;4.0;52.0;1.0;5.0;mln kg                   
155;Totaal landen;25083000 Vuurvaste klei (m.u.v. kaoli...;2017;7.0;68.0;2.0;10.0;mln kg                   
156;Totaal landen;25083000 Vuurvaste klei (m.u.v. kaoli...;2018;5.0;60.0;4.0;13.0;mln kg                   
157;Totaal landen;25083000 Vuurvaste klei (m.u.v. kaoli...;2019;3.0;30.0;2.0;8.0;mln kg                   
158;Totaal landen;25083000 Vuurvaste klei (m.u.v. kaoli...;2020;4.0;29.0;2.0;7.0;mln kg                   
159;Totaal landen;25083000 Vuurvaste klei (m.u.v. kaoli...;2021;;;;;mln kg                   
160;Totaal landen;25083000 Vuurvaste klei (m.u.v. kaoli...;2022;6.0;50.0;3.0;6.0;mln kg                   
161;Totaal landen;25083000 Vuurvaste klei (m.u.v. kaoli...;2023;4.0;42.0;3.0;8.0;mln kg                   
162;Totaal landen;25084000 Klei (m.u.v. vuurvaste klei,...;2015;25.0;173.0;11.0;55.0;mln kg                   
163;Totaal landen;25084000 Klei (m.u.v. vuurvaste klei,...;2016;33.0;343.0;18.0;74.0;mln kg                   
164;Totaal landen;25084000 Klei (m.u.v. vuurvaste klei,...;2017;30.0;219.0;22.0;89.0;mln kg                   
165;Totaal landen;25084000 Klei (m.u.v. vuurvaste klei,...;2018;33.0;210.0;18.0;79.0;mln kg                   
166;Totaal landen;25084000 Klei (m.u.v. vuurvaste klei,...;2019;44.0;241.0;11.0;39.0;mln kg                   
167;Totaal landen;25084000 Klei (m.u.v. vuurvaste klei,...;2020;39.0;217.0;19.0;44.0;mln kg                   
168;Totaal landen;25084000 Klei (m.u.v. vuurvaste klei,...;2021;;;;;mln kg                   
169;Totaal landen;25084000 Klei (m.u.v. vuurvaste klei,...;2022;39.0;334.0;35.0;233.0;mln kg                   
170;Totaal landen;25084000 Klei (m.u.v. vuurvaste klei,...;2023;38.0;420.0;34.0;236.0;mln kg                   
171;Totaal landen;25085000 Andalusiet, kyaniet en silli...;2015;9.0;36.0;3.0;13.0;mln kg                   
172;Totaal landen;25085000 Andalusiet, kyaniet en silli...;2016;5.0;19.0;2.0;8.0;mln kg                   
173;Totaal landen;25085000 Andalusiet, kyaniet en silli...;2017;5.0;15.0;2.0;8.0;mln kg                   
174;Totaal landen;25085000 Andalusiet, kyaniet en silli...;2018;4.0;13.0;1.0;5.0;mln kg                   
175;Totaal landen;25085000 Andalusiet, kyaniet en silli...;2019;5.0;12.0;1.0;4.0;mln kg                   
176;Totaal landen;25085000 Andalusiet, kyaniet en silli...;2020;4.0;11.0;2.0;4.0;mln kg                   
177;Totaal landen;25085000 Andalusiet, kyaniet en silli...;2021;;;;;mln kg                   
178;Totaal landen;25085000 Andalusiet, kyaniet en silli...;2022;7.0;13.0;6.0;13.0;mln kg                   
179;Totaal landen;25085000 Andalusiet, kyaniet en silli...;2023;3.0;5.0;2.0;5.0;mln kg                   
180;Totaal landen;25086000 Mulliet;2015;19.0;73.0;16.0;56.0;mln kg                   
181;Totaal landen;25086000 Mulliet;2016;12.0;44.0;9.0;31.0;mln kg                   
182;Totaal landen;25086000 Mulliet;2017;8.0;32.0;7.0;24.0;mln kg                   
183;Totaal landen;25086000 Mulliet;2018;18.0;71.0;15.0;50.0;mln kg                   
184;Totaal landen;25086000 Mulliet;2019;17.0;63.0;16.0;49.0;mln kg                   
185;Totaal landen;25086000 Mulliet;2020;13.0;52.0;8.0;25.0;mln kg                   
186;Totaal landen;25086000 Mulliet;2021;;;;;mln kg                   
187;Totaal landen;25086000 Mulliet;2022;21.0;63.0;15.0;38.0;mln kg                   
188;Totaal landen;25086000 Mulliet;2023;12.0;36.0;10.0;26.0;mln kg                   
189;Totaal landen;25087000 Chamotte- en dinasaarde;2015;10.0;45.0;5.0;37.0;mln kg                   
190;Totaal landen;25087000 Chamotte- en dinasaarde;2016;7.0;32.0;8.0;53.0;mln kg                   
191;Totaal landen;25087000 Chamotte- en dinasaarde;2017;9.0;38.0;12.0;67.0;mln kg                   
192;Totaal landen;25087000 Chamotte- en dinasaarde;2018;7.0;29.0;6.0;45.0;mln kg                   
193;Totaal landen;25087000 Chamotte- en dinasaarde;2019;7.0;30.0;5.0;44.0;mln kg                   
194;Totaal landen;25087000 Chamotte- en dinasaarde;2020;9.0;36.0;6.0;51.0;mln kg                   
195;Totaal landen;25087000 Chamotte- en dinasaarde;2021;;;;;mln kg                   
196;Totaal landen;25087000 Chamotte- en dinasaarde;2022;17.0;54.0;12.0;69.0;mln kg                   
197;Totaal landen;25087000 Chamotte- en dinasaarde;2023;10.0;31.0;10.0;65.0;mln kg                   
198;Totaal landen;25090000 Krijt;2015;15.0;171.0;7.0;83.0;mln kg                   
199;Totaal landen;25090000 Krijt;2016;16.0;212.0;5.0;30.0;mln kg                   
200;Totaal landen;25090000 Krijt;2017;14.0;281.0;6.0;57.0;mln kg                   
201;Totaal landen;25090000 Krijt;2018;15.0;290.0;6.0;36.0;mln kg                   
202;Totaal landen;25090000 Krijt;2019;12.0;249.0;6.0;27.0;mln kg                   
203;Totaal landen;25090000 Krijt;2020;16.0;271.0;7.0;33.0;mln kg                   
204;Totaal landen;25090000 Krijt;2021;;;;;mln kg                   
205;Totaal landen;25090000 Krijt;2022;16.0;346.0;6.0;33.0;mln kg                   
206;Totaal landen;25090000 Krijt;2023;12.0;244.0;4.0;21.0;mln kg                   
207;Totaal landen;25101000 Natuurlijk calciumfosfaat, n...;2015;30.0;281.0;17.0;144.0;mln kg                   
208;Totaal landen;25101000 Natuurlijk calciumfosfaat, n...;2016;25.0;277.0;12.0;116.0;mln kg                   
209;Totaal landen;25101000 Natuurlijk calciumfosfaat, n...;2017;22.0;277.0;13.0;131.0;mln kg                   
210;Totaal landen;25101000 Natuurlijk calciumfosfaat, n...;2018;25.0;272.0;15.0;141.0;mln kg                   
211;Totaal landen;25101000 Natuurlijk calciumfosfaat, n...;2019;22.0;283.0;15.0;150.0;mln kg                   
212;Totaal landen;25101000 Natuurlijk calciumfosfaat, n...;2020;35.0;428.0;15.0;160.0;mln kg                   
213;Totaal landen;25101000 Natuurlijk calciumfosfaat, n...;2021;;;;;mln kg                   
214;Totaal landen;25101000 Natuurlijk calciumfosfaat, n...;2022;96.0;277.0;106.0;303.0;mln kg                   
215;Totaal landen;25101000 Natuurlijk calciumfosfaat, n...;2023;130.0;514.0;114.0;406.0;mln kg                   
216;Totaal landen;25102000 Natuurlijk calciumfosfaat, n...;2015;1.0;1.0;0.0;1.0;mln kg                   
217;Totaal landen;25102000 Natuurlijk calciumfosfaat, n...;2016;1.0;2.0;0.0;0.0;mln kg                   
218;Totaal landen;25102000 Natuurlijk calciumfosfaat, n...;2017;0.0;1.0;0.0;0.0;mln kg                   
219;Totaal landen;25102000 Natuurlijk calciumfosfaat, n...;2018;1.0;1.0;0.0;0.0;mln kg                   
220;Totaal landen;25102000 Natuurlijk calciumfosfaat, n...;2019;3.0;4.0;1.0;1.0;mln kg                   
221;Totaal landen;25102000 Natuurlijk calciumfosfaat, n...;2020;1.0;2.0;0.0;0.0;mln kg                   
222;Totaal landen;25102000 Natuurlijk calciumfosfaat, n...;2021;;;;;mln kg                   
223;Totaal landen;25102000 Natuurlijk calciumfosfaat, n...;2022;5.0;16.0;0.0;1.0;mln kg                   
224;Totaal landen;25102000 Natuurlijk calciumfosfaat, n...;2023;2.0;8.0;3.0;11.0;mln kg                   
225;Totaal landen;"25111000 Natuurlijk bariumsulfaat ""zw...";2015;32.0;195.0;34.0;113.0;mln kg                   
226;Totaal landen;"25111000 Natuurlijk bariumsulfaat ""zw...";2016;28.0;159.0;39.0;151.0;mln kg                   
227;Totaal landen;"25111000 Natuurlijk bariumsulfaat ""zw...";2017;32.0;186.0;41.0;155.0;mln kg                   
228;Totaal landen;"25111000 Natuurlijk bariumsulfaat ""zw...";2018;43.0;280.0;45.0;187.0;mln kg                   
229;Totaal landen;"25111000 Natuurlijk bariumsulfaat ""zw...";2019;42.0;213.0;58.0;240.0;mln kg                   
230;Totaal landen;"25111000 Natuurlijk bariumsulfaat ""zw...";2020;38.0;198.0;47.0;192.0;mln kg                   
231;Totaal landen;"25111000 Natuurlijk bariumsulfaat ""zw...";2021;;;;;mln kg                   
232;Totaal landen;"25111000 Natuurlijk bariumsulfaat ""zw...";2022;59.0;272.0;55.0;208.0;mln kg                   
233;Totaal landen;"25111000 Natuurlijk bariumsulfaat ""zw...";2023;37.0;189.0;49.0;165.0;mln kg                   
234;Totaal landen;"25112000 Natuurlijk bariumcarbonaat ""...";2015;0.0;0.0;;;mln kg                   
235;Totaal landen;"25112000 Natuurlijk bariumcarbonaat ""...";2016;0.0;0.0;0.0;0.0;mln kg                   
236;Totaal landen;"25112000 Natuurlijk bariumcarbonaat ""...";2017;0.0;0.0;;;mln kg                   
237;Totaal landen;"25112000 Natuurlijk bariumcarbonaat ""...";2018;0.0;0.0;;;mln kg                   
238;Totaal landen;"25112000 Natuurlijk bariumcarbonaat ""...";2019;0.0;0.0;0.0;0.0;mln kg                   
239;Totaal landen;"25112000 Natuurlijk bariumcarbonaat ""...";2020;0.0;0.0;0.0;0.0;mln kg                   
240;Totaal landen;"25112000 Natuurlijk bariumcarbonaat ""...";2021;;;;;mln kg                   
241;Totaal landen;"25112000 Natuurlijk bariumcarbonaat ""...";2022;0.0;0.0;0.0;0.0;mln kg                   
242;Totaal landen;"25112000 Natuurlijk bariumcarbonaat ""...";2023;0.0;0.0;0.0;0.0;mln kg                   
243;Totaal landen;"25120000 Diatomeeënaarde ""b.v. kiezel...";2015;4.0;7.0;2.0;1.0;mln kg                   
244;Totaal landen;"25120000 Diatomeeënaarde ""b.v. kiezel...";2016;3.0;6.0;1.0;1.0;mln kg                   
245;Totaal landen;"25120000 Diatomeeënaarde ""b.v. kiezel...";2017;4.0;7.0;1.0;2.0;mln kg                   
246;Totaal landen;"25120000 Diatomeeënaarde ""b.v. kiezel...";2018;3.0;6.0;2.0;2.0;mln kg                   
247;Totaal landen;"25120000 Diatomeeënaarde ""b.v. kiezel...";2019;3.0;5.0;2.0;2.0;mln kg                   
248;Totaal landen;"25120000 Diatomeeënaarde ""b.v. kiezel...";2020;3.0;4.0;2.0;1.0;mln kg                   
249;Totaal landen;"25120000 Diatomeeënaarde ""b.v. kiezel...";2021;;;;;mln kg                   
250;Totaal landen;"25120000 Diatomeeënaarde ""b.v. kiezel...";2022;6.0;6.0;2.0;2.0;mln kg                   
251;Totaal landen;"25120000 Diatomeeënaarde ""b.v. kiezel...";2023;8.0;7.0;2.0;1.0;mln kg                   
252;Totaal landen;25131000 Puimsteen;2015;3.0;4.0;0.0;0.0;mln kg                   
253;Totaal landen;25131000 Puimsteen;2016;3.0;1.0;0.0;0.0;mln kg                   
254;Totaal landen;25131000 Puimsteen;2017;2.0;1.0;0.0;0.0;mln kg                   
255;Totaal landen;25131000 Puimsteen;2018;2.0;17.0;0.0;0.0;mln kg                   
