ID;Einddiploma;Perioden;TotaleUitgaven_1;TotaalPrimairOnderwijs_2;BasisonderwijsBao_3;SpeciaalBasisonderwijsSbao_4;SpeciaalOnderwijsWecSoWec_5;TotaalSecundairOnderwijs_6;TotaalVoortgezetOnderwijs_7;VoortgezetSpeciaalOnderwijsWec_8;AlgemeenVormendOnderwijsAvo_9;Praktijkonderwijs_10;LeerwegOndersteunendOnderwijsLwoo_11;Vmbo_12;Havo_13;Vwo_14;TotaalBve_15;MboBbl_16;MboBol_17;MboBolDeeltijd_18;Vavo_19;TotaalTertiairOnderwijs_20;TotaalHbo_21;HboVoltijd_22;HboDeeltijd_23;TotaalWo_24;WoVoltijd_25;WoDeeltijd_26
118;Mbo-bbl4;2008;140.6;48.1;44.8;1.9;1.5;91.2;34.6;0.3;13.4;0.1;5.9;11.2;3.4;0.4;56.6;41.4;14.9;0.2;0.1;1.2;1.2;1.2;0.0;0.0;0.0;0.0
119;Mbo-bbl4;2009;148.9;50.8;47.3;1.9;1.5;96.8;37.8;0.3;14.5;0.1;6.6;12.2;3.7;0.4;59.0;43.2;15.5;0.2;0.1;1.3;1.3;1.3;0.0;0.0;0.0;0.0
120;Mbo-bbl4;2010;151.5;51.3;47.7;2.0;1.6;98.9;38.6;0.4;14.8;0.1;6.7;12.4;3.8;0.4;60.3;44.1;15.9;0.2;0.1;1.3;1.3;1.3;0.0;0.0;0.0;0.0
121;Mbo-bbl4;2011;151.8;51.0;47.5;2.0;1.6;99.5;38.0;0.4;14.6;0.1;6.6;12.2;3.7;0.4;61.4;45.3;15.8;0.2;0.1;1.3;1.3;1.3;0.0;0.0;0.0;0.0
122;Mbo-bbl4;2012;153.0;51.6;47.9;2.0;1.6;100.1;38.5;0.4;14.8;0.1;6.6;12.4;3.8;0.4;61.6;45.2;16.1;0.2;0.1;1.3;1.3;1.3;0.0;0.0;0.0;0.0
123;Mbo-bbl4;2013;156.1;53.8;49.8;2.3;1.7;101.0;39.6;0.4;15.3;0.1;6.8;12.8;3.9;0.4;61.3;44.6;16.5;0.2;0.1;1.4;1.3;1.3;0.0;0.0;0.0;0.0
124;Mbo-bbl4;2014;155.1;52.9;49.0;2.3;1.6;100.8;38.2;0.4;14.7;0.1;6.6;12.3;3.8;0.4;62.7;45.5;16.8;0.2;0.1;1.4;1.4;1.3;0.0;0.0;0.0;0.0
125;Mbo-bbl4;2015;162.6;54.9;50.6;2.6;1.7;106.3;39.1;0.4;15.0;0.1;6.9;12.5;3.8;0.4;67.2;49.0;17.9;0.2;0.1;1.4;1.4;1.4;0.0;0.0;0.0;0.0
126;Mbo-bol2;1998;69.6;30.8;23.9;4.4;2.5;38.7;25.4;1.0;5.0;1.0;13.5;4.7;0.2;0.0;13.4;0.4;12.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
127;Mbo-bol2;1999;73.8;31.9;25.3;4.2;2.4;41.9;27.8;1.0;5.5;1.1;14.8;5.2;0.3;0.0;14.1;0.4;13.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
128;Mbo-bol2;2000;80.3;34.5;28.3;3.9;2.4;45.8;30.0;1.0;5.9;1.1;16.1;5.6;0.3;0.0;15.7;0.4;15.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
129;Mbo-bol2;2001;88.7;38.9;32.0;4.2;2.6;49.8;33.2;1.1;6.5;1.3;17.7;6.2;0.3;0.0;16.7;0.5;16.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
130;Mbo-bol2;2002;95.9;43.1;35.1;4.9;3.1;52.8;35.1;1.3;6.8;1.3;18.9;6.5;0.3;0.0;17.6;0.5;17.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
131;Mbo-bol2;2003;101.9;47.1;38.0;5.6;3.5;54.8;36.1;1.4;6.9;1.4;19.5;6.5;0.3;0.0;18.7;0.5;18.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
132;Mbo-bol2;2004;104.0;47.2;37.8;5.8;3.5;56.8;37.4;1.4;7.1;1.4;20.3;6.8;0.4;0.0;19.4;0.5;18.8;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
