ID;Geslacht;HerkomstVan;DoorstroomNaar;Perioden;LeerlingenStudenten_1
124;Totaal mannen en vrouwen;0;10;2007/'08;212172.0
125;Totaal mannen en vrouwen;0;10;2008/'09;207414.0
126;Totaal mannen en vrouwen;0;11;1995/'96;19360.0
127;Totaal mannen en vrouwen;0;11;1996/'97;15376.0
128;Totaal mannen en vrouwen;0;11;1997/'98;11947.0
129;Totaal mannen en vrouwen;0;11;1998/'99;10816.0
130;Totaal mannen en vrouwen;0;11;1999/'00;10372.0
131;Totaal mannen en vrouwen;0;11;2000/'01;8792.0
132;Totaal mannen en vrouwen;0;11;2001/'02;6807.0
133;Totaal mannen en vrouwen;0;11;2002/'03;4834.0
134;Totaal mannen en vrouwen;0;11;2003/'04;3568.0
135;Totaal mannen en vrouwen;0;11;2004/'05;3249.0
136;Totaal mannen en vrouwen;0;11;2005/'06;2798.0
137;Totaal mannen en vrouwen;0;11;2006/'07;2785.0
138;Totaal mannen en vrouwen;0;11;2007/'08;2555.0
139;Totaal mannen en vrouwen;0;11;2008/'09;2619.0
140;Totaal mannen en vrouwen;0;12;1995/'96;125559.0
141;Totaal mannen en vrouwen;0;12;1996/'97;127269.0
142;Totaal mannen en vrouwen;0;12;1997/'98;126978.0
143;Totaal mannen en vrouwen;0;12;1998/'99;122715.0
144;Totaal mannen en vrouwen;0;12;1999/'00;117181.0
145;Totaal mannen en vrouwen;0;12;2000/'01;121085.0
146;Totaal mannen en vrouwen;0;12;2001/'02;124383.0
147;Totaal mannen en vrouwen;0;12;2002/'03;128490.0
148;Totaal mannen en vrouwen;0;12;2003/'04;132615.0
149;Totaal mannen en vrouwen;0;12;2004/'05;137185.0
150;Totaal mannen en vrouwen;0;12;2005/'06;141834.0
151;Totaal mannen en vrouwen;0;12;2006/'07;145305.0
152;Totaal mannen en vrouwen;0;12;2007/'08;145649.0
153;Totaal mannen en vrouwen;0;12;2008/'09;149338.0
154;Totaal mannen en vrouwen;0;13;1995/'96;13028.0
155;Totaal mannen en vrouwen;0;13;1996/'97;11655.0
156;Totaal mannen en vrouwen;0;13;1997/'98;10340.0
157;Totaal mannen en vrouwen;0;13;1998/'99;9608.0
158;Totaal mannen en vrouwen;0;13;1999/'00;9612.0
159;Totaal mannen en vrouwen;0;13;2000/'01;7510.0
160;Totaal mannen en vrouwen;0;13;2001/'02;6420.0
161;Totaal mannen en vrouwen;0;13;2002/'03;5954.0
162;Totaal mannen en vrouwen;0;13;2003/'04;6906.0
163;Totaal mannen en vrouwen;0;13;2004/'05;7168.0
164;Totaal mannen en vrouwen;0;13;2005/'06;7052.0
165;Totaal mannen en vrouwen;0;13;2006/'07;7822.0
166;Totaal mannen en vrouwen;0;13;2007/'08;9619.0
167;Totaal mannen en vrouwen;0;13;2008/'09;9945.0
168;Totaal mannen en vrouwen;0;14;1995/'96;132110.0
169;Totaal mannen en vrouwen;0;14;1996/'97;130370.0
170;Totaal mannen en vrouwen;0;14;1997/'98;128534.0
171;Totaal mannen en vrouwen;0;14;1998/'99;128289.0
172;Totaal mannen en vrouwen;0;14;1999/'00;128297.0
173;Totaal mannen en vrouwen;0;14;2000/'01;128361.0
174;Totaal mannen en vrouwen;0;14;2001/'02;131931.0
175;Totaal mannen en vrouwen;0;14;2002/'03;136499.0
176;Totaal mannen en vrouwen;0;14;2003/'04;142558.0
177;Totaal mannen en vrouwen;0;14;2004/'05;149596.0
178;Totaal mannen en vrouwen;0;14;2005/'06;155928.0
179;Totaal mannen en vrouwen;0;14;2006/'07;161290.0
180;Totaal mannen en vrouwen;0;14;2007/'08;164422.0
181;Totaal mannen en vrouwen;0;14;2008/'09;163847.0
182;Totaal mannen en vrouwen;0;15;1995/'96;7977.0
183;Totaal mannen en vrouwen;0;15;1996/'97;6518.0
184;Totaal mannen en vrouwen;0;15;1997/'98;5365.0
185;Totaal mannen en vrouwen;0;15;1998/'99;4704.0
186;Totaal mannen en vrouwen;0;15;1999/'00;4312.0
187;Totaal mannen en vrouwen;0;15;2000/'01;3797.0
188;Totaal mannen en vrouwen;0;15;2001/'02;2807.0
189;Totaal mannen en vrouwen;0;15;2002/'03;2252.0
190;Totaal mannen en vrouwen;0;15;2003/'04;2468.0
191;Totaal mannen en vrouwen;0;15;2004/'05;2460.0
192;Totaal mannen en vrouwen;0;15;2005/'06;2449.0
193;Totaal mannen en vrouwen;0;15;2006/'07;2920.0
194;Totaal mannen en vrouwen;0;15;2007/'08;3242.0
195;Totaal mannen en vrouwen;0;15;2008/'09;4555.0
196;Totaal mannen en vrouwen;0;16;1995/'96;285169.0
197;Totaal mannen en vrouwen;0;16;1996/'97;284122.0
198;Totaal mannen en vrouwen;0;16;1997/'98;275931.0
199;Totaal mannen en vrouwen;0;16;1998/'99;271367.0
200;Totaal mannen en vrouwen;0;16;1999/'00;270861.0
201;Totaal mannen en vrouwen;0;16;2000/'01;269462.0
202;Totaal mannen en vrouwen;0;16;2001/'02;279525.0
203;Totaal mannen en vrouwen;0;16;2002/'03;295769.0
204;Totaal mannen en vrouwen;0;16;2003/'04;315851.0
205;Totaal mannen en vrouwen;0;16;2004/'05;331184.0
206;Totaal mannen en vrouwen;0;16;2005/'06;338776.0
207;Totaal mannen en vrouwen;0;16;2006/'07;335723.0
208;Totaal mannen en vrouwen;0;16;2007/'08;329951.0
209;Totaal mannen en vrouwen;0;16;2008/'09;339429.0
210;Totaal mannen en vrouwen;0;17;1995/'96;24892.0
211;Totaal mannen en vrouwen;0;17;1996/'97;23134.0
212;Totaal mannen en vrouwen;0;17;1997/'98;24993.0
213;Totaal mannen en vrouwen;0;17;1998/'99;23436.0
214;Totaal mannen en vrouwen;0;17;1999/'00;26905.0
215;Totaal mannen en vrouwen;0;17;2000/'01;27820.0
216;Totaal mannen en vrouwen;0;17;2001/'02;25783.0
217;Totaal mannen en vrouwen;0;17;2002/'03;20261.0
218;Totaal mannen en vrouwen;0;17;2003/'04;15726.0
219;Totaal mannen en vrouwen;0;17;2004/'05;14668.0
220;Totaal mannen en vrouwen;0;17;2005/'06;13154.0
221;Totaal mannen en vrouwen;0;17;2006/'07;11268.0
222;Totaal mannen en vrouwen;0;17;2007/'08;9695.0
223;Totaal mannen en vrouwen;0;17;2008/'09;8971.0
224;Totaal mannen en vrouwen;0;18;1995/'96;111120.0
225;Totaal mannen en vrouwen;0;18;1996/'97;127515.0
226;Totaal mannen en vrouwen;0;18;1997/'98;128244.0
227;Totaal mannen en vrouwen;0;18;1998/'99;140010.0
228;Totaal mannen en vrouwen;0;18;1999/'00;150703.0
229;Totaal mannen en vrouwen;0;18;2000/'01;158560.0
230;Totaal mannen en vrouwen;0;18;2001/'02;164609.0
231;Totaal mannen en vrouwen;0;18;2002/'03;160074.0
232;Totaal mannen en vrouwen;0;18;2003/'04;142696.0
233;Totaal mannen en vrouwen;0;18;2004/'05;133258.0
234;Totaal mannen en vrouwen;0;18;2005/'06;138112.0
235;Totaal mannen en vrouwen;0;18;2006/'07;156229.0
236;Totaal mannen en vrouwen;0;18;2007/'08;167131.0
237;Totaal mannen en vrouwen;0;18;2008/'09;167101.0
238;Totaal mannen en vrouwen;0;19;1995/'96;231643.0
239;Totaal mannen en vrouwen;0;19;1996/'97;235304.0
240;Totaal mannen en vrouwen;0;19;1997/'98;240260.0
241;Totaal mannen en vrouwen;0;19;1998/'99;248875.0
242;Totaal mannen en vrouwen;0;19;1999/'00;252135.0
243;Totaal mannen en vrouwen;0;19;2000/'01;255677.0
244;Totaal mannen en vrouwen;0;19;2001/'02;257548.0
245;Totaal mannen en vrouwen;0;19;2002/'03;268162.0
246;Totaal mannen en vrouwen;0;19;2003/'04;280147.0
247;Totaal mannen en vrouwen;0;19;2004/'05;292184.0
248;Totaal mannen en vrouwen;0;19;2005/'06;304034.0
249;Totaal mannen en vrouwen;0;19;2006/'07;312832.0
250;Totaal mannen en vrouwen;0;19;2007/'08;321353.0
251;Totaal mannen en vrouwen;0;19;2008/'09;338478.0
252;Totaal mannen en vrouwen;0;20;1995/'96;42470.0
253;Totaal mannen en vrouwen;0;20;1996/'97;43835.0
254;Totaal mannen en vrouwen;0;20;1997/'98;47620.0
255;Totaal mannen en vrouwen;0;20;1998/'99;53603.0
256;Totaal mannen en vrouwen;0;20;1999/'00;59764.0
257;Totaal mannen en vrouwen;0;20;2000/'01;65003.0
258;Totaal mannen en vrouwen;0;20;2001/'02;64600.0
259;Totaal mannen en vrouwen;0;20;2002/'03;66679.0
260;Totaal mannen en vrouwen;0;20;2003/'04;65642.0
261;Totaal mannen en vrouwen;0;20;2004/'05;63780.0
262;Totaal mannen en vrouwen;0;20;2005/'06;61749.0
263;Totaal mannen en vrouwen;0;20;2006/'07;61106.0
264;Totaal mannen en vrouwen;0;20;2007/'08;61495.0
265;Totaal mannen en vrouwen;0;20;2008/'09;63734.0
266;Totaal mannen en vrouwen;0;21;1995/'96;153501.0
267;Totaal mannen en vrouwen;0;21;1996/'97;147454.0
268;Totaal mannen en vrouwen;0;21;1997/'98;146929.0
269;Totaal mannen en vrouwen;0;21;1998/'99;148756.0
270;Totaal mannen en vrouwen;0;21;1999/'00;151577.0
271;Totaal mannen en vrouwen;0;21;2000/'01;157731.0
272;Totaal mannen en vrouwen;0;21;2001/'02;164737.0
273;Totaal mannen en vrouwen;0;21;2002/'03;174045.0
274;Totaal mannen en vrouwen;0;21;2003/'04;184149.0
275;Totaal mannen en vrouwen;0;21;2004/'05;191128.0
276;Totaal mannen en vrouwen;0;21;2005/'06;194307.0
277;Totaal mannen en vrouwen;0;21;2006/'07;199616.0
278;Totaal mannen en vrouwen;0;21;2007/'08;207905.0
279;Totaal mannen en vrouwen;0;21;2008/'09;220383.0
280;Totaal mannen en vrouwen;0;22;1995/'96;11299.0
281;Totaal mannen en vrouwen;0;22;1996/'97;11586.0
282;Totaal mannen en vrouwen;0;22;1997/'98;11754.0
283;Totaal mannen en vrouwen;0;22;1998/'99;12348.0
284;Totaal mannen en vrouwen;0;22;1999/'00;13221.0
285;Totaal mannen en vrouwen;0;22;2000/'01;13734.0
286;Totaal mannen en vrouwen;0;22;2001/'02;13814.0
287;Totaal mannen en vrouwen;0;22;2002/'03;14034.0
288;Totaal mannen en vrouwen;0;22;2003/'04;13937.0
289;Totaal mannen en vrouwen;0;22;2004/'05;13309.0
290;Totaal mannen en vrouwen;0;22;2005/'06;12852.0
291;Totaal mannen en vrouwen;0;22;2006/'07;11856.0
292;Totaal mannen en vrouwen;0;22;2007/'08;11308.0
293;Totaal mannen en vrouwen;0;22;2008/'09;11455.0
294;Totaal mannen en vrouwen;0;2;1995/'96;
295;Totaal mannen en vrouwen;0;2;1996/'97;
296;Totaal mannen en vrouwen;0;2;1997/'98;
297;Totaal mannen en vrouwen;0;2;1998/'99;
298;Totaal mannen en vrouwen;0;2;1999/'00;
299;Totaal mannen en vrouwen;0;2;2000/'01;
300;Totaal mannen en vrouwen;0;2;2001/'02;
301;Totaal mannen en vrouwen;0;2;2002/'03;
302;Totaal mannen en vrouwen;0;2;2003/'04;
303;Totaal mannen en vrouwen;0;2;2004/'05;
304;Totaal mannen en vrouwen;0;2;2005/'06;
305;Totaal mannen en vrouwen;0;2;2006/'07;
306;Totaal mannen en vrouwen;0;2;2007/'08;
307;Totaal mannen en vrouwen;0;2;2008/'09;
308;Totaal mannen en vrouwen;2;1;1995/'96;3388636.0
309;Totaal mannen en vrouwen;2;1;1996/'97;3380557.0
310;Totaal mannen en vrouwen;2;1;1997/'98;3400980.0
311;Totaal mannen en vrouwen;2;1;1998/'99;3416728.0
312;Totaal mannen en vrouwen;2;1;1999/'00;3452363.0
313;Totaal mannen en vrouwen;2;1;2000/'01;3489709.0
314;Totaal mannen en vrouwen;2;1;2001/'02;3526115.0
315;Totaal mannen en vrouwen;2;1;2002/'03;3555516.0
316;Totaal mannen en vrouwen;2;1;2003/'04;3592925.0
317;Totaal mannen en vrouwen;2;1;2004/'05;3621697.0
318;Totaal mannen en vrouwen;2;1;2005/'06;3650327.0
319;Totaal mannen en vrouwen;2;1;2006/'07;3677261.0
320;Totaal mannen en vrouwen;2;1;2007/'08;3706979.0
321;Totaal mannen en vrouwen;2;1;2008/'09;3723657.0
322;Totaal mannen en vrouwen;2;3;1995/'96;3037812.0
323;Totaal mannen en vrouwen;2;3;1996/'97;3040603.0
324;Totaal mannen en vrouwen;2;3;1997/'98;3064571.0
325;Totaal mannen en vrouwen;2;3;1998/'99;3086207.0
326;Totaal mannen en vrouwen;2;3;1999/'00;3097203.0
327;Totaal mannen en vrouwen;2;3;2000/'01;3114504.0
328;Totaal mannen en vrouwen;2;3;2001/'02;3141298.0
329;Totaal mannen en vrouwen;2;3;2002/'03;3185437.0
330;Totaal mannen en vrouwen;2;3;2003/'04;3236566.0
331;Totaal mannen en vrouwen;2;3;2004/'05;3306051.0
332;Totaal mannen en vrouwen;2;3;2005/'06;3322123.0
333;Totaal mannen en vrouwen;2;3;2006/'07;3346675.0
334;Totaal mannen en vrouwen;2;3;2007/'08;3365098.0
335;Totaal mannen en vrouwen;2;3;2008/'09;3392691.0
336;Totaal mannen en vrouwen;2;4;1995/'96;1294167.0
337;Totaal mannen en vrouwen;2;4;1996/'97;1314636.0
338;Totaal mannen en vrouwen;2;4;1997/'98;1327192.0
339;Totaal mannen en vrouwen;2;4;1998/'99;1335864.0
340;Totaal mannen en vrouwen;2;4;1999/'00;1343596.0
341;Totaal mannen en vrouwen;2;4;2000/'01;1345956.0
342;Totaal mannen en vrouwen;2;4;2001/'02;1343130.0
343;Totaal mannen en vrouwen;2;4;2002/'03;1338213.0
344;Totaal mannen en vrouwen;2;4;2003/'04;1338436.0
345;Totaal mannen en vrouwen;2;4;2004/'05;1341193.0
346;Totaal mannen en vrouwen;2;4;2005/'06;1344518.0
347;Totaal mannen en vrouwen;2;4;2006/'07;1346445.0
348;Totaal mannen en vrouwen;2;4;2007/'08;1353403.0
349;Totaal mannen en vrouwen;2;4;2008/'09;1352773.0
350;Totaal mannen en vrouwen;2;5;1995/'96;54568.0
351;Totaal mannen en vrouwen;2;5;1996/'97;53587.0
352;Totaal mannen en vrouwen;2;5;1997/'98;52567.0
353;Totaal mannen en vrouwen;2;5;1998/'99;51150.0
354;Totaal mannen en vrouwen;2;5;1999/'00;50782.0
355;Totaal mannen en vrouwen;2;5;2000/'01;51066.0
356;Totaal mannen en vrouwen;2;5;2001/'02;51470.0
357;Totaal mannen en vrouwen;2;5;2002/'03;50720.0
358;Totaal mannen en vrouwen;2;5;2003/'04;49427.0
359;Totaal mannen en vrouwen;2;5;2004/'05;47580.0
360;Totaal mannen en vrouwen;2;5;2005/'06;45898.0
361;Totaal mannen en vrouwen;2;5;2006/'07;44066.0
362;Totaal mannen en vrouwen;2;5;2007/'08;43223.0
363;Totaal mannen en vrouwen;2;5;2008/'09;42414.0
364;Totaal mannen en vrouwen;2;6;1995/'96;33763.0
365;Totaal mannen en vrouwen;2;6;1996/'97;35511.0
366;Totaal mannen en vrouwen;2;6;1997/'98;37603.0
367;Totaal mannen en vrouwen;2;6;1998/'99;39891.0
368;Totaal mannen en vrouwen;2;6;1999/'00;42250.0
369;Totaal mannen en vrouwen;2;6;2000/'01;44484.0
370;Totaal mannen en vrouwen;2;6;2001/'02;47943.0
371;Totaal mannen en vrouwen;2;6;2002/'03;49410.0
372;Totaal mannen en vrouwen;2;6;2003/'04;52225.0
373;Totaal mannen en vrouwen;2;6;2004/'05;55145.0
374;Totaal mannen en vrouwen;2;6;2005/'06;58437.0
375;Totaal mannen en vrouwen;2;6;2006/'07;60599.0
376;Totaal mannen en vrouwen;2;6;2007/'08;62661.0
377;Totaal mannen en vrouwen;2;6;2008/'09;63572.0
378;Totaal mannen en vrouwen;2;7;1995/'96;356878.0
379;Totaal mannen en vrouwen;2;7;1996/'97;362307.0
380;Totaal mannen en vrouwen;2;7;1997/'98;371590.0
381;Totaal mannen en vrouwen;2;7;1998/'99;380701.0
382;Totaal mannen en vrouwen;2;7;1999/'00;386275.0
383;Totaal mannen en vrouwen;2;7;2000/'01;385734.0
384;Totaal mannen en vrouwen;2;7;2001/'02;397113.0
385;Totaal mannen en vrouwen;2;7;2002/'03;403258.0
386;Totaal mannen en vrouwen;2;7;2003/'04;402202.0
387;Totaal mannen en vrouwen;2;7;2004/'05;397918.0
388;Totaal mannen en vrouwen;2;7;2005/'06;385913.0
389;Totaal mannen en vrouwen;2;7;2006/'07;387401.0
390;Totaal mannen en vrouwen;2;7;2007/'08;381832.0
391;Totaal mannen en vrouwen;2;7;2008/'09;383425.0
392;Totaal mannen en vrouwen;2;8;1995/'96;26903.0
393;Totaal mannen en vrouwen;2;8;1996/'97;27535.0
394;Totaal mannen en vrouwen;2;8;1997/'98;28334.0
395;Totaal mannen en vrouwen;2;8;1998/'99;22306.0
396;Totaal mannen en vrouwen;2;8;1999/'00;16655.0
397;Totaal mannen en vrouwen;2;8;2000/'01;13666.0
398;Totaal mannen en vrouwen;2;8;2001/'02;
399;Totaal mannen en vrouwen;2;8;2002/'03;
400;Totaal mannen en vrouwen;2;8;2003/'04;
401;Totaal mannen en vrouwen;2;8;2004/'05;
402;Totaal mannen en vrouwen;2;8;2005/'06;
403;Totaal mannen en vrouwen;2;8;2006/'07;
404;Totaal mannen en vrouwen;2;8;2007/'08;
405;Totaal mannen en vrouwen;2;8;2008/'09;
406;Totaal mannen en vrouwen;2;9;1995/'96;
407;Totaal mannen en vrouwen;2;9;1996/'97;
408;Totaal mannen en vrouwen;2;9;1997/'98;
409;Totaal mannen en vrouwen;2;9;1998/'99;6912.0
410;Totaal mannen en vrouwen;2;9;1999/'00;13344.0
411;Totaal mannen en vrouwen;2;9;2000/'01;16896.0
412;Totaal mannen en vrouwen;2;9;2001/'02;22669.0
413;Totaal mannen en vrouwen;2;9;2002/'03;24486.0
414;Totaal mannen en vrouwen;2;9;2003/'04;26245.0
415;Totaal mannen en vrouwen;2;9;2004/'05;27219.0
416;Totaal mannen en vrouwen;2;9;2005/'06;26937.0
417;Totaal mannen en vrouwen;2;9;2006/'07;27098.0
418;Totaal mannen en vrouwen;2;9;2007/'08;26429.0
419;Totaal mannen en vrouwen;2;9;2008/'09;26352.0
420;Totaal mannen en vrouwen;2;10;1995/'96;239340.0
421;Totaal mannen en vrouwen;2;10;1996/'97;227572.0
422;Totaal mannen en vrouwen;2;10;1997/'98;220329.0
423;Totaal mannen en vrouwen;2;10;1998/'99;218841.0
424;Totaal mannen en vrouwen;2;10;1999/'00;221782.0
425;Totaal mannen en vrouwen;2;10;2000/'01;227362.0
426;Totaal mannen en vrouwen;2;10;2001/'02;228893.0
427;Totaal mannen en vrouwen;2;10;2002/'03;227153.0
428;Totaal mannen en vrouwen;2;10;2003/'04;223167.0
429;Totaal mannen en vrouwen;2;10;2004/'05;224688.0
430;Totaal mannen en vrouwen;2;10;2005/'06;222294.0
431;Totaal mannen en vrouwen;2;10;2006/'07;216671.0
432;Totaal mannen en vrouwen;2;10;2007/'08;211356.0
433;Totaal mannen en vrouwen;2;10;2008/'09;206499.0
434;Totaal mannen en vrouwen;2;11;1995/'96;11200.0
435;Totaal mannen en vrouwen;2;11;1996/'97;7908.0
436;Totaal mannen en vrouwen;2;11;1997/'98;4406.0
437;Totaal mannen en vrouwen;2;11;1998/'99;5164.0
438;Totaal mannen en vrouwen;2;11;1999/'00;6151.0
439;Totaal mannen en vrouwen;2;11;2000/'01;6497.0
440;Totaal mannen en vrouwen;2;11;2001/'02;4508.0
441;Totaal mannen en vrouwen;2;11;2002/'03;4526.0
442;Totaal mannen en vrouwen;2;11;2003/'04;2485.0
443;Totaal mannen en vrouwen;2;11;2004/'05;2924.0
444;Totaal mannen en vrouwen;2;11;2005/'06;1882.0
445;Totaal mannen en vrouwen;2;11;2006/'07;2049.0
446;Totaal mannen en vrouwen;2;11;2007/'08;1874.0
447;Totaal mannen en vrouwen;2;11;2008/'09;1938.0
448;Totaal mannen en vrouwen;2;12;1995/'96;125151.0
449;Totaal mannen en vrouwen;2;12;1996/'97;126862.0
450;Totaal mannen en vrouwen;2;12;1997/'98;126477.0
451;Totaal mannen en vrouwen;2;12;1998/'99;121653.0
