ID;Leeftijd;Perioden;TotaalAantalHuishoudens_1;Eenpersoonshuishouden_2;TotaalMeerpersoonshuishoudens_3;k_2Personen_4;k_3Personen_5;k_4Personen_6;k_5OfMeerPersonen_7
48;100;2003;454648;257973;196675;151775;33508;9453;1939
49;100;2004;456135;260230;195905;150955;33552;9427;1971
50;100;2005;458364;262817;195547;150457;33644;9460;1986
51;100;2006;457838;264052;193786;148949;33525;9342;1970
52;100;2007;459242;266217;193025;148603;33285;9187;1950
53;100;2008;464891;270023;194868;150506;33276;9136;1950
54;100;2009;473255;274878;198377;153832;33421;9152;1972
55;100;2010;480861;279038;201823;157317;33360;9150;1996
56;100;2011;487573;282661;204912;160720;33100;9076;2016
57;100;2012;491864;285010;206854;163160;32679;8991;2024
58;100;2013;495976;286968;209008;165581;32423;8960;2044
59;100;2014;500216;288917;211299;167909;32313;8994;2083
60;100;2015;502997;290113;212884;169546;32175;9040;2123
61;100;2016;501652;289220;212432;169556;31741;8999;2136
62;100;2017;500259;288587;211672;169276;31316;8940;2140
63;100;2018;500554;288908;211646;169476;31096;8923;2151
64;100;2019;502160;290100;212060;169994;30985;8918;2163
65;100;2020;503799;291269;212530;170578;30888;8898;2166
66;100;2021;508301;293677;214624;172358;31109;8971;2186
67;100;2022;513511;296032;217479;174642;31505;9106;2226
68;100;2023;517149;297584;219565;176285;31790;9226;2264
69;100;2024;516900;296956;219944;176604;31782;9274;2284
70;100;2025;514793;295217;219576;176319;31659;9294;2304
71;100;2026;508689;291608;217081;174440;31153;9196;2292
72;100;2027;503324;288291;215033;172891;30731;9126;2285
73;100;2028;497751;284910;212841;171221;30291;9055;2274
74;100;2029;491659;281347;210312;169318;29779;8960;2255
75;100;2030;486216;278214;208002;167592;29298;8874;2238
76;100;2031;481670;275636;206034;166137;28876;8799;2222
77;100;2032;478211;273697;204514;165055;28513;8737;2209
78;100;2033;475921;272443;203478;164348;28234;8694;2202
79;100;2034;474718;271814;202904;164005;28034;8664;2201
80;100;2035;474567;271768;202799;164028;27913;8659;2199
81;100;2036;475292;272216;203076;164349;27857;8668;2202
82;100;2037;476736;273048;203688;164926;27866;8691;2205
83;100;2038;478737;274204;204533;165687;27914;8719;2213
84;100;2039;481107;275551;205556;166582;27995;8758;2221
85;100;2040;483745;277023;206722;167592;28098;8802;2230
86;100;2041;486529;278565;207964;168664;28208;8850;2242
87;100;2042;489339;280105;209234;169758;28327;8892;2257
88;100;2043;492069;281604;210465;170839;28431;8925;2270
89;100;2044;494616;282993;211623;171892;28501;8948;2282
90;100;2045;496890;284258;212632;172863;28530;8950;2289
91;100;2046;498926;285402;213524;173794;28507;8936;2287
92;100;2047;500665;286385;214280;174577;28492;8925;2286
93;100;2048;502117;287197;214920;175247;28476;8913;2284
94;100;2049;503290;287847;215443;175790;28466;8904;2283
95;100;2050;504163;288323;215840;176206;28456;8895;2283
96;101;2003;1382546;481143;901403;372907;229983;219164;79349
97;101;2004;1351717;475120;876597;362335;222542;214329;77391
98;101;2005;1312473;465670;846803;352733;213226;206172;74672
99;101;2006;1279748;458442;821306;346341;204730;198425;71810
100;101;2007;1252610;451975;800635;341466;197968;191849;69352
101;101;2008;1229635;446640;782995;337149;192649;186637;66560
102;101;2009;1217351;444282;773069;334907;189493;183486;65183
103;101;2010;1212711;444118;768593;334819;187794;182001;63979
104;101;2011;1215672;445759;769913;336319;187744;182011;63839
105;101;2012;1223604;448851;774753;339271;188697;182704;64081
106;101;2013;1233454;452791;780663;343238;189308;183530;64587
107;101;2014;1242131;456146;785985;347357;189590;184037;65001
108;101;2015;1252628;459927;792701;352236;190024;184911;65530
109;101;2016;1263809;464501;799308;358380;190174;185005;65749
110;101;2017;1276379;469274;807105;364638;190629;185674;66164
111;101;2018;1290702;473830;816872;370488;191580;187729;67075
112;101;2019;1305001;477784;827217;375816;192681;190494;68226
113;101;2020;1317104;480910;836194;380601;193409;192920;69264
114;101;2021;1324266;482110;842156;383691;193525;194824;70116
115;101;2022;1327444;482284;845160;385687;192995;195849;70629
116;101;2023;1331469;482559;848910;388104;192610;197012;71184
117;101;2024;1338793;484604;854189;391501;192532;198361;71795
118;101;2025;1345739;486794;858945;394965;192377;199341;72262
119;101;2026;1351461;488873;862588;398905;192136;199234;72313
120;101;2027;1354985;489997;864988;401890;191862;198943;72293
121;101;2028;1358781;490878;867903;404415;191901;199143;72444
122;101;2029;1362403;491583;870820;406582;191996;199582;72660
123;101;2030;1363727;491218;872509;407891;191839;199953;72826
124;101;2031;1365681;490742;874939;408704;191762;201187;73286
125;101;2032;1366333;489476;876857;408871;191421;202713;73852
126;101;2033;1363553;487299;876254;408137;190410;203531;74176
127;101;2034;1356103;483672;872431;406580;188643;203144;74064
128;101;2035;1346670;479470;867200;404674;186571;202190;73765
129;101;2036;1333717;474530;859187;402385;183932;199880;72990
130;101;2037;1322534;470204;852330;400500;181612;197885;72333
131;101;2038;1312356;466365;845991;399006;179441;195873;71671
132;101;2039;1303011;462974;840037;397910;177442;193719;70966
133;101;2040;1295703;460359;835344;397359;175805;191823;70357
134;101;2041;1290612;458564;832048;397347;174578;190259;69864
135;101;2042;1287726;457528;830198;397845;173774;189071;69508
136;101;2043;1287002;457240;829762;398816;173356;188296;69294
137;101;2044;1288194;457621;830573;400175;173301;187883;69214
138;101;2045;1291063;458534;832529;401879;173557;187834;69259
139;101;2046;1295184;459864;835320;403777;174059;188076;69408
140;101;2047;1300259;461531;838728;405890;174683;188530;69625
141;101;2048;1305910;463379;842531;408157;175343;189142;69889
142;101;2049;1311831;465316;846515;410531;175976;189836;70172
143;101;2050;1317847;467284;850563;412966;176573;190563;70461
144;102;2003;1506148;341683;1164465;196642;224278;476475;267070
145;102;2004;1518878;352649;1166229;194190;227659;480440;263940
146;102;2005;1533625;364030;1169595;191568;231619;485568;260840
147;102;2006;1544213;373976;1170237;188785;234607;489386;257459
148;102;2007;1544139;380945;1163194;185039;235431;489577;253147
149;102;2008;1536552;384935;1151617;181747;233710;487288;248872
150;102;2009;1515551;384388;1131163;176878;229383;481867;243035
151;102;2010;1487799;381945;1105854;171789;223356;474154;236555
152;102;2011;1457952;378658;1079294;167527;216624;465629;229514
153;102;2012;1429189;375321;1053868;164725;209320;457087;222736
154;102;2013;1400041;370807;1029234;162288;202229;448699;216018
155;102;2014;1370803;365779;1005024;160614;194621;440484;209305
156;102;2015;1334284;357947;976337;158615;185824;429960;201938
157;102;2016;1304604;351433;953171;156818;178808;421885;195660
158;102;2017;1279890;345341;934549;155022;173280;415656;190591
159;102;2018;1258341;340113;918228;152982;169156;410110;185980
160;102;2019;1246478;337332;909146;152303;166142;407315;183386
161;102;2020;1241660;336056;905604;152960;164058;406736;181850
162;102;2021;1244006;336165;907841;154458;163119;408527;181737
163;102;2022;1250961;337118;913843;156449;163069;411865;182460
164;102;2023;1259447;338795;920652;159176;162636;415403;183437
165;102;2024;1266803;340060;926743;161830;162049;418548;184316
166;102;2025;1276075;341702;934373;164945;161630;422270;185528
167;102;2026;1286061;343597;942464;168541;161019;426111;186793
168;102;2027;1297454;345823;951631;172059;160775;430485;188312
169;102;2028;1310644;348338;962306;175622;160965;435551;190168
170;102;2029;1324056;350687;973369;179180;161413;440708;192068
171;102;2030;1335599;352487;983112;182522;161802;445156;193632
172;102;2031;1342440;353175;989265;185197;161644;447932;194492
173;102;2032;1345511;353141;992370;187372;161062;449248;194688
174;102;2033;1349879;353232;996647;189594;160916;451110;195027
175;102;2034;1357545;354506;1003039;192092;161363;453891;195693
176;102;2035;1364642;355835;1008807;194380;161826;456384;196217
177;102;2036;1370518;356682;1013836;196453;162257;458532;196594
178;102;2037;1373883;356998;1016885;198009;162355;459788;196733
179;102;2038;1377431;357336;1020095;199430;162488;461164;197013
180;102;2039;1380739;357699;1023040;200717;162611;462397;197315
181;102;2040;1381735;357447;1024288;201609;162443;462889;197347
182;102;2041;1383344;357387;1025957;202502;162393;463580;197482
183;102;2042;1383696;356917;1026779;203182;162257;463901;197439
184;102;2043;1380751;355851;1024900;203474;161698;462889;196839
185;102;2044;1373197;353519;1019678;203210;160609;460314;195545
186;102;2045;1363761;350688;1013073;202719;159321;457063;193970
187;102;2046;1350929;347131;1003798;201816;157587;452541;191854
188;102;2047;1339757;343957;995800;200980;156147;448669;190004
189;102;2048;1329469;340965;988504;200194;154881;445119;188310
190;102;2049;1319994;338182;981812;199454;153747;441873;186738
191;102;2050;1312426;335865;976561;198862;152886;439332;185481
192;103;2003;1311515;294148;1017367;384408;290451;245271;97237
193;103;2004;1324569;306872;1017697;372531;287235;254886;103045
194;103;2005;1344800;320498;1024302;361712;286986;266740;108864
195;103;2006;1367004;334768;1032236;351748;287865;278483;114140
196;103;2007;1393708;349662;1044046;343188;290851;291158;118849
197;103;2008;1416826;363510;1053316;333035;294032;303401;122848
198;103;2009;1442654;378101;1064553;324962;298014;315184;126393
199;103;2010;1469003;392561;1076442;318598;302480;325911;129453
200;103;2011;1490259;405672;1084587;312412;305877;334626;131672
201;103;2012;1506406;416928;1089478;307044;308007;341494;132933
202;103;2013;1519313;427177;1092136;301950;309269;347028;133889
203;103;2014;1530838;436331;1094507;297288;310555;351989;134675
204;103;2015;1545058;445951;1099107;292738;311475;358685;136209
205;103;2016;1555342;454162;1101180;288371;311492;364124;137193
206;103;2017;1555235;459289;1095946;282121;309271;367396;137158
207;103;2018;1547829;461671;1086158;275534;305454;368772;136398
208;103;2019;1527203;459616;1067587;266897;300125;366761;133804
209;103;2020;1499643;455286;1044357;257718;294102;362081;130456
210;103;2021;1469654;450068;1019586;249951;287783;355433;126419
211;103;2022;1440557;444789;995768;243650;280958;348502;122658
212;103;2023;1411130;438388;972742;238497;273923;341223;119099
213;103;2024;1381611;431155;950456;234277;265878;334188;116113
214;103;2025;1345068;420543;924525;228461;256124;326583;113357
215;103;2026;1315406;411381;904025;223200;247930;321227;111668
216;103;2027;1290745;403105;887640;219003;241069;317139;110429
217;103;2028;1269272;396164;873108;215436;235091;313359;109222
218;103;2029;1257483;392469;865014;213780;231430;311368;108436
219;103;2030;1252712;390614;862098;213540;229213;311080;108265
220;103;2031;1255135;390624;864511;214636;228759;312514;108602
221;103;2032;1262159;391613;870546;216435;229380;315283;109448
222;103;2033;1270761;393433;877328;218932;230059;318080;110257
223;103;2034;1278244;394852;883392;221263;230530;320629;110970
224;103;2035;1287636;396760;890876;224159;231272;323602;111843
225;103;2036;1297733;398662;899071;226905;231851;327248;113067
226;103;2037;1309229;401122;908107;229824;233011;331011;114261
227;103;2038;1322498;404278;918220;233626;234882;334500;115212
228;103;2039;1336011;407532;928479;237839;237066;337592;115982
229;103;2040;1347587;410124;937463;241771;238920;340168;116604
230;103;2041;1354470;411522;942948;244936;240013;341298;116701
231;103;2042;1357494;411947;945547;247143;240369;341503;116532
232;103;2043;1361586;412335;949251;249353;241021;342254;116623
233;103;2044;1368869;413832;955037;251895;242115;343906;117121
234;103;2045;1375494;415250;960244;254121;243014;345478;117631
235;103;2046;1380791;415826;964965;255514;243570;347475;118406
236;103;2047;1383639;415919;967720;256470;243828;348618;118804
237;103;2048;1386685;416193;970492;257502;244365;349569;119056
238;103;2049;1389515;416589;972926;258442;245022;350275;119187
239;103;2050;1390100;416384;973716;258970;245447;350269;119030
240;104;2003;1018170;289933;728237;606916;101656;17211;2454
241;104;2004;1061750;305529;756221;631031;104161;18351;2678
242;104;2005;1099807;320936;778871;650865;105749;19386;2871
243;104;2006;1133244;335412;797832;666407;107549;20707;3169
244;104;2007;1168737;351871;816866;681826;109381;22212;3447
245;104;2008;1204437;368762;835675;695322;112309;24154;3890
246;104;2009;1232584;383988;848596;702075;115609;26531;4381
247;104;2010;1257062;398615;858447;704890;119481;29183;4893
248;104;2011;1287828;415487;872341;710667;124302;31977;5395
249;104;2012;1283871;420832;863039;693089;128960;35037;5953
250;104;2013;1286108;428050;858058;678889;134445;38191;6533
251;104;2014;1297672;438291;859381;670896;140154;41279;7052
252;104;2015;1316537;450544;865993;667529;146752;44191;7521
253;104;2016;1337292;463505;873787;666487;152527;46778;7995
254;104;2017;1362576;477607;884969;668617;158193;49621;8538
255;104;2018;1384470;490407;894063;669211;163367;52413;9072
256;104;2019;1408867;504075;904792;671101;168552;55444;9695
257;104;2020;1433599;517625;915974;673271;173882;58554;10267
258;104;2021;1453325;529406;923919;673276;178536;61396;10711
259;104;2022;1468146;539108;929038;671785;182645;63597;11011
260;104;2023;1479807;547555;932252;669336;186299;65358;11259
261;104;2024;1490219;555082;935137;666544;190148;66956;11489
262;104;2025;1503425;563440;939985;664654;194538;68960;11833
263;104;2026;1512712;570201;942511;662928;197494;70089;12000
264;104;2027;1512022;573336;938686;658666;197946;70125;11949
265;104;2028;1504177;573350;930827;653128;196582;69391;11726
266;104;2029;1483689;568231;915458;644345;192469;67345;11299
267;104;2030;1456722;560608;896114;632769;187326;65163;10856
268;104;2031;1427492;551960;875532;621045;181284;62762;10441
269;104;2032;1399204;543428;855776;609619;175266;60756;10135
270;104;2033;1370670;534042;836628;597497;169982;59213;9936
271;104;2034;1342226;524165;818061;584295;165565;58336;9865
272;104;2035;1307358;511132;796226;566837;161780;57764;9845
273;104;2036;1279310;500354;778956;551451;159671;57888;9946
274;104;2037;1255962;490957;765005;538919;158070;57994;10022
275;104;2038;1235635;483073;752562;528551;156301;57718;9992
276;104;2039;1224312;478786;745526;523140;154988;57442;9956
277;104;2040;1219699;476824;742875;520797;154546;57532;10000
278;104;2041;1221874;477168;744706;521752;154920;57927;10107
279;104;2042;1228414;478848;749566;524480;156122;58677;10287
280;104;2043;1236421;481432;754989;527979;157290;59290;10430
281;104;2044;1243279;483559;759720;531033;158362;59782;10543
282;104;2045;1251881;486271;765610;534900;159678;60358;10674
283;104;2046;1261305;489194;772111;538416;161560;61264;10871
284;104;2047;1272008;492721;779287;542854;163396;62011;11026
285;104;2048;1284224;496892;787332;548998;164842;62396;11096
286;104;2049;1296538;501045;795493;555747;166019;62598;11129
287;104;2050;1307048;504427;802621;561689;167004;62763;11165
288;105;2003;720258;305031;415227;398953;15558;686;30
289;105;2004;727942;306187;421755;405901;15140;684;30
290;105;2005;737581;308413;429168;413763;14693;681;31
291;105;2006;747269;310456;436813;422004;14108;669;32
292;105;2007;755255;312364;442891;428831;13375;653;32
293;105;2008;766039;315284;450755;437357;12729;637;32
294;105;2009;785530;321811;463719;450571;12477;638;33
295;105;2010;808958;330082;478876;465692;12500;650;34
296;105;2011;827252;336982;490270;477162;12413;660;35
297;105;2012;881394;356855;524539;510484;13303;715;37
298;105;2013;930861;376265;554596;540033;13757;766;40
299;105;2014;969340;392267;577073;562130;14095;807;41
300;105;2015;1002401;407382;595019;579743;14389;845;42
301;105;2016;1031148;421267;609881;594223;14730;884;44
302;105;2017;1061155;437035;624120;607959;15185;931;45
303;105;2018;1091306;453120;638186;621554;15626;960;46
304;105;2019;1114717;466783;647934;630813;16082;993;46
305;105;2020;1134827;479256;655571;637975;16514;1035;47
306;105;2021;1160302;494587;665715;647648;16937;1083;47
307;105;2022;1156502;495288;661214;642922;17137;1108;47
308;105;2023;1158470;498478;659992;641302;17504;1140;46
309;105;2024;1168531;505353;663178;644110;17850;1171;47
310;105;2025;1185177;514982;670195;650569;18364;1215;47
311;105;2026;1203254;525410;677844;657904;18644;1249;47
312;105;2027;1225426;537386;688040;667608;19093;1291;48
313;105;2028;1244682;547898;696784;676073;19346;1317;48
314;105;2029;1266041;559439;706602;685531;19669;1353;49
315;105;2030;1287684;570959;716725;695342;19951;1382;50
316;105;2031;1304622;580635;723987;702409;20122;1406;50
317;105;2032;1316963;588214;728749;707035;20246;1418;50
318;105;2033;1326334;594490;731844;710076;20291;1427;50
319;105;2034;1334636;599987;734649;712759;20410;1430;50
320;105;2035;1345683;606346;739337;717292;20564;1431;50
321;105;2036;1352962;611084;741878;719837;20568;1423;50
322;105;2037;1351205;611804;739401;717697;20256;1399;49
323;105;2038;1342778;609331;733447;712121;19908;1369;49
324;105;2039;1322820;601539;721281;700522;19386;1325;48
325;105;2040;1297206;591042;706164;685982;18859;1276;47
326;105;2041;1269475;579571;689904;670342;18298;1219;45
327;105;2042;1242740;568471;674269;655258;17794;1174;43
328;105;2043;1216141;556899;659242;640642;17417;1141;42
329;105;2044;1190126;545114;645012;626709;17144;1118;41
330;105;2045;1159219;530386;628833;610888;16812;1093;40
331;105;2046;1134819;518318;616501;598772;16616;1075;38
332;105;2047;1114703;508054;606649;589132;16421;1059;37
333;105;2048;1097090;499366;597724;580509;16140;1039;36
334;105;2049;1087137;494543;592594;575598;15937;1024;35
335;105;2050;1083170;492455;590715;573771;15890;1019;35
336;106;2003;480012;321605;158407;154993;3254;146;14
337;106;2004;489228;327114;162114;158579;3371;150;14
338;106;2005;496442;331090;165352;161704;3480;154;14
339;106;2006;500624;331923;168701;164940;3589;158;14
340;106;2007;503514;332001;171513;167652;3685;161;15
341;106;2008;507667;332913;174754;170786;3788;164;16
342;106;2009;508952;332030;176922;172873;3867;166;16
343;106;2010;511711;331985;179726;175585;3956;169;16
344;106;2011;515495;332940;182555;178323;4043;173;16
345;106;2012;519976;334192;185784;181453;4138;177;16
346;106;2013;524977;335833;189144;184712;4234;180;18
347;106;2014;532069;338462;193607;189050;4353;186;18
348;106;2015;540483;341993;198490;193801;4479;192;18
349;106;2016;549371;345657;203714;198886;4611;198;19
350;106;2017;556213;348592;207621;202678;4722;202;19
351;106;2018;565367;352739;212628;207548;4855;206;19
352;106;2019;580989;360622;220367;215082;5050;215;20
353;106;2020;599618;370207;229411;223893;5273;224;21
354;106;2021;613482;377697;235785;230091;5444;229;21
355;106;2022;657215;400726;256489;250287;5923;256;23
356;106;2023;695925;422152;273773;267125;6349;275;24
357;106;2024;725389;439208;286181;279207;6667;282;25
358;106;2025;749762;454296;295466;288232;6919;289;26
359;106;2026;770315;467535;302780;295356;7104;294;26
360;106;2027;790400;481354;309046;301467;7252;301;26
361;106;2028;810662;495060;315602;307860;7406;309;27
362;106;2029;825960;505643;320317;312440;7536;314;27
363;106;2030;838967;514597;324370;316358;7667;318;27
364;106;2031;854664;525419;329245;321082;7809;327;27
365;106;2032;853748;523669;330079;321885;7838;329;27
366;106;2033;857014;524649;332365;324104;7903;331;27
367;106;2034;865472;529158;336314;327943;8009;335;27
368;106;2035;878487;536584;341903;333373;8162;340;28
369;106;2036;891914;544544;347370;338684;8313;345;28
370;106;2037;908143;554097;354046;345176;8490;352;28
371;106;2038;922300;562234;360066;351032;8649;357;28
372;106;2039;937728;571188;366540;357328;8821;363;28
373;106;2040;953128;580007;373121;363728;8994;370;29
374;106;2041;964693;586681;378012;368482;9129;372;29
375;106;2042;972609;591047;381562;371940;9223;370;29
376;106;2043;978182;593846;384336;374651;9287;369;29
377;106;2044;983169;595877;387292;377555;9339;369;29
378;106;2045;990998;598842;392156;382331;9424;372;29
379;106;2046;995489;599968;395521;385640;9480;372;29
380;106;2047;993194;597044;396150;386279;9476;366;29
381;106;2048;985588;591016;394572;384770;9415;359;28
382;106;2049;969208;580067;389141;379514;9252;348;27
383;106;2050;949025;566794;382231;372823;9044;338;26
384;107;2003;122860;106632;16228;15715;458;52;3
385;107;2004;125164;108711;16453;15922;474;54;3
386;107;2005;128272;111328;16944;16389;496;56;3
387;107;2006;136150;117915;18235;17631;540;60;4
388;107;2007;143384;124019;19365;18710;585;66;4
389;107;2008;149525;129201;20324;19622;628;70;4
390;107;2009;155869;134499;21370;20622;670;74;4
391;107;2010;160920;138686;22234;21447;705;78;4
392;107;2011;164892;141939;22953;22135;733;81;4
393;107;2012;168375;144717;23658;22809;761;84;4
394;107;2013;170954;146706;24248;23374;782;87;5
395;107;2014;174432;149378;25054;24152;808;89;5
396;107;2015;177158;151342;25816;24887;833;91;5
397;107;2016;180206;153463;26743;25780;864;94;5
398;107;2017;182336;154840;27496;26504;890;97;5
399;107;2018;184781;156474;28307;27286;917;99;5
400;107;2019;185743;156864;28879;27838;935;100;6
401;107;2020;187017;157411;29606;28541;958;101;6
402;107;2021;188360;158031;30329;29240;980;103;6
403;107;2022;190116;158955;31161;30043;1007;105;6
404;107;2023;191933;159936;31997;30849;1035;107;6
405;107;2024;195420;162235;33185;31991;1076;111;7
406;107;2025;199363;164930;34433;33195;1116;115;7
407;107;2026;204010;168193;35817;34526;1165;119;7
408;107;2027;207024;170272;36752;35424;1199;122;7
409;107;2028;211417;173428;37989;36616;1241;125;7
410;107;2029;218707;178801;39906;38467;1301;131;7
411;107;2030;227405;185327;42078;40563;1370;137;8
412;107;2031;232915;189537;43378;41809;1419;142;8
413;107;2032;254860;206161;48699;46945;1589;157;8
414;107;2033;272356;219702;52654;50744;1728;173;9
415;107;2034;284108;229113;54995;52970;1834;182;9
416;107;2035;292222;235787;56435;54345;1895;186;9
417;107;2036;297901;240520;57381;55266;1919;187;9
418;107;2037;302163;244076;58087;55957;1931;189;10
419;107;2038;306964;247842;59122;56962;1959;191;10
420;107;2039;310195;250262;59933;57744;1984;195;10
421;107;2040;313186;252340;60846;58622;2017;197;10
422;107;2041;316825;254851;61974;59712;2052;200;10
423;107;2042;318695;255664;63031;60728;2090;203;10
424;107;2043;321816;257469;64347;61997;2133;207;10
425;107;2044;326142;260194;65948;63541;2186;211;10
426;107;2045;331875;264008;67867;65395;2246;216;10
427;107;2046;337108;267387;69721;67187;2303;221;10
428;107;2047;343382;271526;71856;69256;2364;226;10
429;107;2048;348858;274939;73919;71258;2422;229;10
430;107;2049;354567;278421;76146;73417;2484;235;10
431;107;2050;360132;281673;78459;75662;2547;240;10
432;108;2003;5227;4779;448;433;13;2;0
433;108;2004;5737;5252;485;469;14;2;0
434;108;2005;6306;5782;524;507;15;2;0
435;108;2006;6813;6256;557;539;16;2;0
436;108;2007;7238;6646;592;572;17;3;0
437;108;2008;7771;7138;633;612;18;3;0
438;108;2009;8301;7628;673;651;19;3;0
439;108;2010;8826;8113;713;690;20;3;0
440;108;2011;9123;8386;737;713;21;3;0
441;108;2012;9432;8669;763;738;22;3;0
442;108;2013;9733;8945;788;763;22;3;0
443;108;2014;9915;9110;805;780;22;3;0
444;108;2015;10227;9392;835;809;23;3;0
445;108;2016;11150;10226;924;895;25;4;0
446;108;2017;11836;10853;983;953;26;4;0
447;108;2018;12314;11282;1032;1001;27;4;0
448;108;2019;12776;11690;1086;1054;28;4;0
449;108;2020;13016;11891;1125;1092;29;4;0
450;108;2021;13103;11958;1145;1111;30;4;0
451;108;2022;13196;12028;1168;1134;30;4;0
452;108;2023;13223;12036;1187;1153;30;4;0
453;108;2024;13417;12198;1219;1184;31;4;0
454;108;2025;13559;12315;1244;1209;31;4;0
455;108;2026;13860;12566;1294;1258;32;4;0
456;108;2027;14026;12699;1327;1291;32;4;0
457;108;2028;14240;12873;1367;1330;33;4;0
458;108;2029;14298;12905;1393;1355;33;5;0
459;108;2030;14422;12999;1423;1384;34;5;0
460;108;2031;14572;13119;1453;1414;34;5;0
461;108;2032;14774;13293;1481;1441;35;5;0
462;108;2033;14970;13448;1522;1481;36;5;0
463;108;2034;15402;13818;1584;1542;37;5;0
464;108;2035;15824;14177;1647;1604;38;5;0
465;108;2036;16324;14609;1715;1671;39;5;0
466;108;2037;16553;14800;1753;1708;40;5;0
467;108;2038;16969;15149;1820;1773;42;5;0
468;108;2039;17724;15804;1920;1871;44;5;0
469;108;2040;18599;16570;2029;1977;46;6;0
