ID;Bedrijfstypen;RegioS;Perioden;TotaalAantalLandbouwbedrijven_1;VerkoopAanHuisTotaal_2;RechtstreekseVerkoopAanDeConsument_3;VerkoopVia1Tussenschakel_4;StallingVanGoederenOfDieren_5;Agrotoerisme_6;VerwerkingLandbouwproducten_7;Zorglandbouw_8;Aquacultuur_9;LoonwerkVoorDerden_10;AgrarischNatuurEnLandschapsbeheer_11;AgrarischeKinderopvang_12;BoerderijEducatie_13;EnergieproductieLeveringAanDerden_14;OpbrengstMinderDan10_15;Opbrengst1050_16;OpbrengstMeerDan50_17
1726;Totaal veeteeltcombinaties;Zuid-Holland (PV);2016;13;2;;;2.0;0;1;1;0.0;3.0;4;0.0;0.0;0.0;57.0;43.0;0.0
1727;Totaal veeteeltcombinaties;Zuid-Holland (PV);2020;12;3;1.0;2.0;1.0;1;3;1;0.0;2.0;4;0.0;0.0;2.0;60.0;20.0;20.0
1728;Totaal veeteeltcombinaties;Zuid-Holland (PV);2023;10;2;2.0;2.0;2.0;0;4;1;0.0;4.0;6;0.0;0.0;7.0;50.0;40.0;10.0
1729;Totaal veeteeltcombinaties;Zeeland (PV);1998;27;6;;;;2;1;1;;;3;;;;;;
1730;Totaal veeteeltcombinaties;Zeeland (PV);1999;25;2;;;0.0;2;1;0;;;3;;;;;;
1731;Totaal veeteeltcombinaties;Zeeland (PV);2003;10;5;;;1.0;0;1;0;0.0;2.0;5;;;;;;
1732;Totaal veeteeltcombinaties;Zeeland (PV);2005;6;2;;;0.0;1;0;0;0.0;0.0;1;;;;;;
1733;Totaal veeteeltcombinaties;Zeeland (PV);2007;8;2;;;0.0;0;1;0;0.0;0.0;1;;;;;;
1734;Totaal veeteeltcombinaties;Zeeland (PV);2008;9;2;;;0.0;0;0;0;0.0;0.0;0;;;;50.0;50.0;0.0
1735;Totaal veeteeltcombinaties;Zeeland (PV);2009;8;2;;;0.0;0;0;0;0.0;0.0;0;0.0;0.0;;50.0;50.0;0.0
1736;Totaal veeteeltcombinaties;Zeeland (PV);2010;6;2;;;0.0;0;0;0;0.0;1.0;1;0.0;0.0;0.0;50.0;0.0;50.0
1737;Totaal veeteeltcombinaties;Zeeland (PV);2011;6;1;;;0.0;0;0;0;0.0;0.0;0;0.0;0.0;0.0;100.0;0.0;0.0
1738;Totaal veeteeltcombinaties;Zeeland (PV);2013;5;0;;;0.0;0;0;0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0
1739;Totaal veeteeltcombinaties;Zeeland (PV);2016;4;0;;;1.0;0;0;0;0.0;0.0;1;0.0;0.0;0.0;100.0;0.0;0.0
1740;Totaal veeteeltcombinaties;Zeeland (PV);2020;4;2;2.0;0.0;0.0;0;0;0;0.0;0.0;1;0.0;0.0;0.0;50.0;50.0;0.0
1741;Totaal veeteeltcombinaties;Zeeland (PV);2023;1;0;0.0;0.0;0.0;0;0;0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0
1742;Totaal veeteeltcombinaties;Noord-Brabant (PV);1998;806;38;;;;15;6;6;;;14;;;;;;
1743;Totaal veeteeltcombinaties;Noord-Brabant (PV);1999;745;23;;;12.0;14;3;3;;;26;;;;;;
1744;Totaal veeteeltcombinaties;Noord-Brabant (PV);2003;492;24;;;12.0;10;4;2;3.0;20.0;119;;;;;;
1745;Totaal veeteeltcombinaties;Noord-Brabant (PV);2005;406;19;;;4.0;12;3;4;1.0;6.0;43;;;;;;
1746;Totaal veeteeltcombinaties;Noord-Brabant (PV);2007;317;14;;;6.0;7;1;3;1.0;6.0;17;;;;;;
1747;Totaal veeteeltcombinaties;Noord-Brabant (PV);2008;286;5;;;3.0;6;2;3;0.0;3.0;6;;;;50.0;38.0;12.0
1748;Totaal veeteeltcombinaties;Noord-Brabant (PV);2009;237;6;;;4.0;5;1;4;0.0;2.0;6;0.0;2.0;;70.0;25.0;5.0
1749;Totaal veeteeltcombinaties;Noord-Brabant (PV);2010;207;10;;;3.0;7;1;4;0.0;1.0;5;0.0;5.0;0.0;72.0;24.0;4.0
1750;Totaal veeteeltcombinaties;Noord-Brabant (PV);2011;178;7;;;4.0;5;1;4;1.0;4.0;7;0.0;1.0;1.0;75.0;18.0;7.0
1751;Totaal veeteeltcombinaties;Noord-Brabant (PV);2013;141;6;;;3.0;10;1;2;0.0;2.0;4;0.0;3.0;3.0;84.0;11.0;5.0
1752;Totaal veeteeltcombinaties;Noord-Brabant (PV);2016;120;3;;;2.0;3;0;1;0.0;3.0;7;0.0;3.0;1.0;87.0;9.0;4.0
1753;Totaal veeteeltcombinaties;Noord-Brabant (PV);2020;69;9;8.0;2.0;0.0;3;1;2;0.0;3.0;9;0.0;5.0;2.0;74.0;17.0;9.0
1754;Totaal veeteeltcombinaties;Noord-Brabant (PV);2023;55;13;11.0;4.0;1.0;5;4;2;0.0;6.0;6;1.0;4.0;6.0;66.0;19.0;15.0
1755;Totaal veeteeltcombinaties;Limburg (PV);1998;282;33;;;;9;9;0;;;12;;;;;;
1756;Totaal veeteeltcombinaties;Limburg (PV);1999;249;26;;;0.0;7;5;0;;;18;;;;;;
1757;Totaal veeteeltcombinaties;Limburg (PV);2003;84;12;;;2.0;2;2;2;0.0;4.0;26;;;;;;
1758;Totaal veeteeltcombinaties;Limburg (PV);2005;81;11;;;3.0;5;1;1;0.0;1.0;14;;;;;;
1759;Totaal veeteeltcombinaties;Limburg (PV);2007;62;4;;;1.0;1;0;1;0.0;0.0;6;;;;;;
1760;Totaal veeteeltcombinaties;Limburg (PV);2008;54;1;;;0.0;0;0;2;0.0;1.0;6;;;;71.0;14.0;15.0
1761;Totaal veeteeltcombinaties;Limburg (PV);2009;48;0;;;1.0;1;0;1;0.0;0.0;3;0.0;0.0;;40.0;60.0;0.0
1762;Totaal veeteeltcombinaties;Limburg (PV);2010;41;4;;;2.0;2;0;1;0.0;0.0;3;0.0;0.0;0.0;30.0;50.0;20.0
1763;Totaal veeteeltcombinaties;Limburg (PV);2011;34;3;;;0.0;1;1;0;0.0;0.0;2;0.0;0.0;0.0;33.0;67.0;0.0
1764;Totaal veeteeltcombinaties;Limburg (PV);2013;26;3;;;0.0;2;1;1;0.0;1.0;2;0.0;0.0;0.0;16.0;67.0;17.0
1765;Totaal veeteeltcombinaties;Limburg (PV);2016;23;1;;;0.0;0;0;0;0.0;1.0;1;0.0;0.0;0.0;67.0;33.0;0.0
1766;Totaal veeteeltcombinaties;Limburg (PV);2020;15;4;2.0;2.0;1.0;0;0;0;0.0;0.0;2;0.0;0.0;1.0;33.0;50.0;17.0
1767;Totaal veeteeltcombinaties;Limburg (PV);2023;12;3;1.0;2.0;0.0;0;1;0;0.0;1.0;2;0.0;1.0;0.0;42.0;29.0;29.0
1768;Totaal Gewas/veecombinaties;Nederland;1998;4854;282;;;;183;38;23;;;203;;;;;;
1769;Totaal Gewas/veecombinaties;Nederland;1999;4717;234;;;142.0;141;52;26;;;253;;;;;;
1770;Totaal Gewas/veecombinaties;Nederland;2003;2603;334;;;153.0;118;47;23;2.0;277.0;708;;;;;;
1771;Totaal Gewas/veecombinaties;Nederland;2005;2294;296;;;135.0;138;51;30;1.0;176.0;373;;;;;;
1772;Totaal Gewas/veecombinaties;Nederland;2007;2104;209;;;97.0;105;37;49;2.0;110.0;258;;;;;;
1773;Totaal Gewas/veecombinaties;Nederland;2008;2052;133;;;85.0;94;40;33;1.0;98.0;144;;;;50.0;38.0;12.0
1774;Totaal Gewas/veecombinaties;Nederland;2009;1933;138;;;83.0;99;42;44;2.0;106.0;148;2.0;2.0;;47.0;43.0;10.0
1775;Totaal Gewas/veecombinaties;Nederland;2010;1859;167;;;84.0;103;58;35;1.0;168.0;195;3.0;29.0;25.0;51.0;37.0;12.0
1776;Totaal Gewas/veecombinaties;Nederland;2011;1794;197;;;110.0;111;52;45;0.0;176.0;209;3.0;30.0;34.0;50.0;37.0;13.0
1777;Totaal Gewas/veecombinaties;Nederland;2013;1619;154;;;99.0;97;41;40;0.0;127.0;177;3.0;19.0;33.0;51.0;35.0;14.0
1778;Totaal Gewas/veecombinaties;Nederland;2016;1429;136;;;90.0;73;31;24;0.0;139.0;123;1.0;20.0;29.0;54.0;39.0;7.0
1779;Totaal Gewas/veecombinaties;Nederland;2020;1459;263;217.0;104.0;147.0;89;46;34;0.0;230.0;262;7.0;27.0;106.0;51.0;32.0;17.0
1780;Totaal Gewas/veecombinaties;Nederland;2023;1419;258;216.0;89.0;144.0;96;48;34;0.0;280.0;307;4.0;37.0;184.0;49.0;34.0;17.0
1781;Totaal Gewas/veecombinaties;Noord-Nederland (LD);1998;737;30;;;;19;2;2;;;28;;;;;;
1782;Totaal Gewas/veecombinaties;Noord-Nederland (LD);1999;704;24;;;9.0;11;7;2;;;36;;;;;;
1783;Totaal Gewas/veecombinaties;Noord-Nederland (LD);2003;414;27;;;16.0;8;4;3;0.0;52.0;148;;;;;;
1784;Totaal Gewas/veecombinaties;Noord-Nederland (LD);2005;362;30;;;12.0;14;4;2;0.0;37.0;76;;;;;;
1785;Totaal Gewas/veecombinaties;Noord-Nederland (LD);2007;317;22;;;9.0;5;1;7;0.0;20.0;40;;;;;;
1786;Totaal Gewas/veecombinaties;Noord-Nederland (LD);2008;314;20;;;8.0;8;6;7;0.0;17.0;31;;;;52.0;41.0;7.0
1787;Totaal Gewas/veecombinaties;Noord-Nederland (LD);2009;274;15;;;3.0;7;5;7;0.0;21.0;29;0.0;0.0;;56.0;37.0;7.0
1788;Totaal Gewas/veecombinaties;Noord-Nederland (LD);2010;265;18;;;4.0;6;9;8;0.0;32.0;35;0.0;3.0;7.0;60.0;30.0;10.0
1789;Totaal Gewas/veecombinaties;Noord-Nederland (LD);2011;251;18;;;7.0;3;4;7;0.0;40.0;29;0.0;3.0;9.0;52.0;39.0;9.0
1790;Totaal Gewas/veecombinaties;Noord-Nederland (LD);2013;243;19;;;13.0;6;4;6;0.0;29.0;25;1.0;1.0;6.0;58.0;29.0;13.0
1791;Totaal Gewas/veecombinaties;Noord-Nederland (LD);2016;204;16;;;6.0;0;7;4;0.0;32.0;18;0.0;1.0;7.0;63.0;28.0;9.0
1792;Totaal Gewas/veecombinaties;Noord-Nederland (LD);2020;200;30;24.0;17.0;6.0;4;6;1;0.0;46.0;37;1.0;4.0;18.0;74.0;19.0;7.0
1793;Totaal Gewas/veecombinaties;Noord-Nederland (LD);2023;210;27;23.0;14.0;9.0;4;7;2;0.0;51.0;51;1.0;6.0;36.0;63.0;26.0;11.0
1794;Totaal Gewas/veecombinaties;Oost-Nederland (LD);1998;1515;71;;;;64;13;13;;;63;;;;;;
1795;Totaal Gewas/veecombinaties;Oost-Nederland (LD);1999;1475;59;;;50.0;44;17;8;;;74;;;;;;
1796;Totaal Gewas/veecombinaties;Oost-Nederland (LD);2003;649;82;;;36.0;27;13;11;0.0;60.0;175;;;;;;
1797;Totaal Gewas/veecombinaties;Oost-Nederland (LD);2005;547;76;;;30.0;26;12;12;0.0;37.0;97;;;;;;
1798;Totaal Gewas/veecombinaties;Oost-Nederland (LD);2007;499;49;;;25.0;25;7;14;0.0;30.0;73;;;;;;
1799;Totaal Gewas/veecombinaties;Oost-Nederland (LD);2008;500;37;;;19.0;20;11;5;0.0;23.0;37;;;;49.0;32.0;19.0
1800;Totaal Gewas/veecombinaties;Oost-Nederland (LD);2009;483;31;;;22.0;24;10;10;0.0;30.0;42;1.0;0.0;;43.0;43.0;14.0
1801;Totaal Gewas/veecombinaties;Oost-Nederland (LD);2010;452;42;;;18.0;24;16;6;0.0;44.0;54;0.0;11.0;13.0;42.0;46.0;12.0
1802;Totaal Gewas/veecombinaties;Oost-Nederland (LD);2011;426;51;;;22.0;31;18;12;0.0;48.0;52;1.0;13.0;18.0;47.0;38.0;15.0
1803;Totaal Gewas/veecombinaties;Oost-Nederland (LD);2013;393;36;;;26.0;25;15;14;0.0;30.0;37;0.0;6.0;17.0;51.0;32.0;17.0
1804;Totaal Gewas/veecombinaties;Oost-Nederland (LD);2016;372;30;;;26.0;18;6;7;0.0;35.0;30;0.0;6.0;13.0;57.0;36.0;7.0
1805;Totaal Gewas/veecombinaties;Oost-Nederland (LD);2020;418;73;67.0;26.0;41.0;30;19;14;0.0;56.0;73;3.0;15.0;42.0;44.0;33.0;23.0
1806;Totaal Gewas/veecombinaties;Oost-Nederland (LD);2023;408;63;58.0;16.0;39.0;33;14;9;0.0;72.0;98;1.0;17.0;62.0;43.0;38.0;19.0
1807;Totaal Gewas/veecombinaties;West-Nederland (LD);1998;748;48;;;;50;9;4;;;52;;;;;;
1808;Totaal Gewas/veecombinaties;West-Nederland (LD);1999;765;38;;;33.0;40;10;6;;;59;;;;;;
1809;Totaal Gewas/veecombinaties;West-Nederland (LD);2003;490;70;;;43.0;38;9;6;1.0;65.0;152;;;;;;
1810;Totaal Gewas/veecombinaties;West-Nederland (LD);2005;439;52;;;33.0;46;18;9;0.0;37.0;93;;;;;;
1811;Totaal Gewas/veecombinaties;West-Nederland (LD);2007;411;38;;;24.0;37;12;15;0.0;22.0;72;;;;;;
1812;Totaal Gewas/veecombinaties;West-Nederland (LD);2008;396;24;;;20.0;33;11;12;0.0;23.0;29;;;;48.0;42.0;10.0
1813;Totaal Gewas/veecombinaties;West-Nederland (LD);2009;375;22;;;22.0;31;10;14;0.0;18.0;34;0.0;1.0;;43.0;47.0;10.0
1814;Totaal Gewas/veecombinaties;West-Nederland (LD);2010;356;34;;;25.0;38;13;10;1.0;41.0;52;1.0;5.0;3.0;50.0;37.0;13.0
1815;Totaal Gewas/veecombinaties;West-Nederland (LD);2011;354;42;;;32.0;41;11;14;0.0;38.0;57;0.0;7.0;3.0;46.0;41.0;13.0
1816;Totaal Gewas/veecombinaties;West-Nederland (LD);2013;309;35;;;29.0;38;9;7;0.0;32.0;46;1.0;7.0;6.0;49.0;40.0;11.0
1817;Totaal Gewas/veecombinaties;West-Nederland (LD);2016;229;22;;;20.0;24;5;7;0.0;30.0;17;0.0;1.0;8.0;52.0;39.0;9.0
1818;Totaal Gewas/veecombinaties;West-Nederland (LD);2020;241;70;52.0;27.0;34.0;24;9;8;0.0;54.0;39;0.0;7.0;14.0;44.0;33.0;23.0
1819;Totaal Gewas/veecombinaties;West-Nederland (LD);2023;218;62;47.0;23.0;40.0;31;8;6;0.0;56.0;48;0.0;7.0;29.0;39.0;38.0;23.0
1820;Totaal Gewas/veecombinaties;Zuid-Nederland (LD);1998;1854;133;;;;50;14;4;;;60;;;;;;
1821;Totaal Gewas/veecombinaties;Zuid-Nederland (LD);1999;1773;113;;;50.0;46;18;10;;;84;;;;;;
1822;Totaal Gewas/veecombinaties;Zuid-Nederland (LD);2003;1050;155;;;58.0;45;21;3;1.0;100.0;233;;;;;;
1823;Totaal Gewas/veecombinaties;Zuid-Nederland (LD);2005;946;138;;;60.0;52;17;7;1.0;65.0;107;;;;;;
1824;Totaal Gewas/veecombinaties;Zuid-Nederland (LD);2007;877;100;;;39.0;38;17;13;2.0;38.0;73;;;;;;
1825;Totaal Gewas/veecombinaties;Zuid-Nederland (LD);2008;842;52;;;38.0;33;12;9;1.0;35.0;47;;;;51.0;38.0;11.0
1826;Totaal Gewas/veecombinaties;Zuid-Nederland (LD);2009;801;70;;;36.0;37;17;13;2.0;37.0;43;1.0;1.0;;48.0;43.0;9.0
1827;Totaal Gewas/veecombinaties;Zuid-Nederland (LD);2010;786;73;;;37.0;35;20;11;0.0;51.0;54;2.0;10.0;2.0;53.0;33.0;14.0
1828;Totaal Gewas/veecombinaties;Zuid-Nederland (LD);2011;763;86;;;49.0;36;19;12;0.0;50.0;71;2.0;7.0;4.0;55.0;33.0;12.0
1829;Totaal Gewas/veecombinaties;Zuid-Nederland (LD);2013;674;64;;;31.0;28;13;13;0.0;36.0;69;1.0;5.0;4.0;50.0;36.0;14.0
1830;Totaal Gewas/veecombinaties;Zuid-Nederland (LD);2016;624;68;;;38.0;31;13;6;0.0;42.0;58;1.0;12.0;1.0;48.0;46.0;6.0
1831;Totaal Gewas/veecombinaties;Zuid-Nederland (LD);2020;600;90;74.0;34.0;66.0;31;12;11;0.0;74.0;113;3.0;1.0;32.0;53.0;34.0;13.0
1832;Totaal Gewas/veecombinaties;Zuid-Nederland (LD);2023;583;106;88.0;36.0;56.0;28;19;17;0.0;101.0;110;2.0;7.0;57.0;52.0;32.0;16.0
1833;Totaal Gewas/veecombinaties;Groningen (PV);1998;253;12;;;;6;0;1;;;12;;;;;;
1834;Totaal Gewas/veecombinaties;Groningen (PV);1999;255;10;;;2.0;4;4;2;;;8;;;;;;
1835;Totaal Gewas/veecombinaties;Groningen (PV);2003;145;7;;;5.0;2;1;2;0.0;22.0;42;;;;;;
1836;Totaal Gewas/veecombinaties;Groningen (PV);2005;121;11;;;2.0;1;0;0;0.0;21.0;21;;;;;;
1837;Totaal Gewas/veecombinaties;Groningen (PV);2007;119;8;;;3.0;2;1;2;0.0;5.0;17;;;;;;
1838;Totaal Gewas/veecombinaties;Groningen (PV);2008;116;5;;;2.0;3;0;3;0.0;9.0;12;;;;60.0;32.0;8.0
1839;Totaal Gewas/veecombinaties;Groningen (PV);2009;102;4;;;0.0;2;0;3;0.0;9.0;10;0.0;0.0;;60.0;40.0;0.0
1840;Totaal Gewas/veecombinaties;Groningen (PV);2010;94;7;;;1.0;1;2;3;0.0;16.0;14;0.0;2.0;3.0;74.0;26.0;0.0
1841;Totaal Gewas/veecombinaties;Groningen (PV);2011;93;7;;;4.0;1;1;2;0.0;17.0;13;0.0;2.0;3.0;59.0;38.0;3.0
1842;Totaal Gewas/veecombinaties;Groningen (PV);2013;87;6;;;3.0;0;1;2;0.0;12.0;9;0.0;0.0;2.0;68.0;19.0;13.0
1843;Totaal Gewas/veecombinaties;Groningen (PV);2016;75;4;;;1.0;0;2;2;0.0;14.0;7;0.0;0.0;3.0;73.0;18.0;9.0
1844;Totaal Gewas/veecombinaties;Groningen (PV);2020;68;10;8.0;4.0;0.0;1;3;0;0.0;21.0;14;0.0;1.0;11.0;82.0;12.0;6.0
1845;Totaal Gewas/veecombinaties;Groningen (PV);2023;76;8;6.0;6.0;2.0;1;1;1;0.0;22.0;16;0.0;1.0;16.0;72.0;23.0;5.0
1846;Totaal Gewas/veecombinaties;Fryslân (PV);1998;126;8;;;;5;1;0;;;3;;;;;;
1847;Totaal Gewas/veecombinaties;Fryslân (PV);1999;108;4;;;1.0;3;2;0;;;9;;;;;;
1848;Totaal Gewas/veecombinaties;Fryslân (PV);2003;63;9;;;1.0;1;2;1;0.0;4.0;28;;;;;;
1849;Totaal Gewas/veecombinaties;Fryslân (PV);2005;69;5;;;5.0;3;1;2;0.0;5.0;18;;;;;;
1850;Totaal Gewas/veecombinaties;Fryslân (PV);2007;47;6;;;0.0;0;0;2;0.0;2.0;7;;;;;;
1851;Totaal Gewas/veecombinaties;Fryslân (PV);2008;51;7;;;2.0;1;1;2;0.0;2.0;6;;;;50.0;44.0;6.0
1852;Totaal Gewas/veecombinaties;Fryslân (PV);2009;53;6;;;1.0;1;2;2;0.0;4.0;8;0.0;0.0;;53.0;26.0;21.0
1853;Totaal Gewas/veecombinaties;Fryslân (PV);2010;43;5;;;1.0;0;3;2;0.0;4.0;9;0.0;0.0;4.0;50.0;25.0;25.0
1854;Totaal Gewas/veecombinaties;Fryslân (PV);2011;44;3;;;0.0;1;1;3;0.0;8.0;7;0.0;0.0;6.0;50.0;36.0;14.0
1855;Totaal Gewas/veecombinaties;Fryslân (PV);2013;47;7;;;4.0;2;1;2;0.0;4.0;9;0.0;1.0;3.0;68.0;24.0;8.0
1856;Totaal Gewas/veecombinaties;Fryslân (PV);2016;33;6;;;0.0;0;3;1;0.0;3.0;7;0.0;1.0;2.0;76.0;18.0;6.0
1857;Totaal Gewas/veecombinaties;Fryslân (PV);2020;38;9;6.0;8.0;2.0;0;0;1;0.0;6.0;6;1.0;1.0;5.0;63.0;23.0;14.0
1858;Totaal Gewas/veecombinaties;Fryslân (PV);2023;39;6;6.0;1.0;3.0;1;2;1;0.0;8.0;11;1.0;2.0;10.0;50.0;32.0;18.0
1859;Totaal Gewas/veecombinaties;Drenthe (PV);1998;358;10;;;;8;1;1;;;13;;;;;;
1860;Totaal Gewas/veecombinaties;Drenthe (PV);1999;341;10;;;6.0;4;1;0;;;19;;;;;;
1861;Totaal Gewas/veecombinaties;Drenthe (PV);2003;206;11;;;10.0;5;1;0;0.0;26.0;78;;;;;;
1862;Totaal Gewas/veecombinaties;Drenthe (PV);2005;172;14;;;5.0;10;3;0;0.0;11.0;37;;;;;;
1863;Totaal Gewas/veecombinaties;Drenthe (PV);2007;151;8;;;6.0;3;0;3;0.0;13.0;16;;;;;;
1864;Totaal Gewas/veecombinaties;Drenthe (PV);2008;147;8;;;4.0;4;5;2;0.0;6.0;13;;;;47.0;47.0;6.0
1865;Totaal Gewas/veecombinaties;Drenthe (PV);2009;119;5;;;2.0;4;3;2;0.0;8.0;11;0.0;0.0;;54.0;42.0;4.0
1866;Totaal Gewas/veecombinaties;Drenthe (PV);2010;128;6;;;2.0;5;4;3;0.0;12.0;12;0.0;1.0;0.0;51.0;37.0;12.0
1867;Totaal Gewas/veecombinaties;Drenthe (PV);2011;114;8;;;3.0;1;2;2;0.0;15.0;9;0.0;1.0;0.0;47.0;41.0;12.0
1868;Totaal Gewas/veecombinaties;Drenthe (PV);2013;109;6;;;6.0;4;2;2;0.0;13.0;7;1.0;0.0;1.0;41.0;42.0;17.0
1869;Totaal Gewas/veecombinaties;Drenthe (PV);2016;96;6;;;5.0;0;2;1;0.0;15.0;4;0.0;0.0;2.0;43.0;46.0;11.0
1870;Totaal Gewas/veecombinaties;Drenthe (PV);2020;94;11;10.0;5.0;4.0;3;3;0;0.0;19.0;17;0.0;2.0;2.0;72.0;23.0;5.0
1871;Totaal Gewas/veecombinaties;Drenthe (PV);2023;95;13;11.0;7.0;4.0;2;4;0;0.0;21.0;24;0.0;3.0;10.0;62.0;25.0;13.0
1872;Totaal Gewas/veecombinaties;Overijssel (PV);1998;526;25;;;;22;4;3;;;19;;;;;;
1873;Totaal Gewas/veecombinaties;Overijssel (PV);1999;492;23;;;15.0;12;4;1;;;19;;;;;;
1874;Totaal Gewas/veecombinaties;Overijssel (PV);2003;152;20;;;8.0;6;3;2;0.0;14.0;44;;;;;;
1875;Totaal Gewas/veecombinaties;Overijssel (PV);2005;112;20;;;6.0;5;2;3;0.0;8.0;19;;;;;;
1876;Totaal Gewas/veecombinaties;Overijssel (PV);2007;108;15;;;5.0;10;4;2;0.0;10.0;18;;;;;;
1877;Totaal Gewas/veecombinaties;Overijssel (PV);2008;104;16;;;3.0;6;4;2;0.0;6.0;7;;;;48.0;31.0;21.0
1878;Totaal Gewas/veecombinaties;Overijssel (PV);2009;107;13;;;3.0;9;5;3;0.0;10.0;13;0.0;0.0;;41.0;34.0;25.0
1879;Totaal Gewas/veecombinaties;Overijssel (PV);2010;88;16;;;1.0;8;6;3;0.0;13.0;14;0.0;2.0;0.0;32.0;50.0;18.0
1880;Totaal Gewas/veecombinaties;Overijssel (PV);2011;94;19;;;1.0;12;8;6;0.0;11.0;13;0.0;3.0;2.0;46.0;28.0;26.0
1881;Totaal Gewas/veecombinaties;Overijssel (PV);2013;103;15;;;8.0;9;7;6;0.0;9.0;10;0.0;2.0;3.0;41.0;41.0;18.0
1882;Totaal Gewas/veecombinaties;Overijssel (PV);2016;104;9;;;8.0;4;3;2;0.0;13.0;12;0.0;1.0;1.0;46.0;44.0;10.0
1883;Totaal Gewas/veecombinaties;Overijssel (PV);2020;124;20;20.0;6.0;13.0;14;7;4;0.0;20.0;21;2.0;5.0;8.0;30.0;40.0;30.0
1884;Totaal Gewas/veecombinaties;Overijssel (PV);2023;129;18;18.0;6.0;16.0;18;6;3;0.0;23.0;27;0.0;7.0;19.0;40.0;43.0;17.0
1885;Totaal Gewas/veecombinaties;Flevoland (PV);1998;107;8;;;;8;3;3;;;5;;;;;;
1886;Totaal Gewas/veecombinaties;Flevoland (PV);1999;125;4;;;4.0;4;4;1;;;6;;;;;;
1887;Totaal Gewas/veecombinaties;Flevoland (PV);2003;149;7;;;9.0;2;3;0;0.0;13.0;51;;;;;;
1888;Totaal Gewas/veecombinaties;Flevoland (PV);2005;129;11;;;9.0;2;1;1;0.0;13.0;22;;;;;;
1889;Totaal Gewas/veecombinaties;Flevoland (PV);2007;125;8;;;9.0;3;1;3;0.0;8.0;21;;;;;;
1890;Totaal Gewas/veecombinaties;Flevoland (PV);2008;115;3;;;5.0;3;3;0;0.0;8.0;11;;;;72.0;22.0;6.0
1891;Totaal Gewas/veecombinaties;Flevoland (PV);2009;116;3;;;5.0;3;3;2;0.0;6.0;6;1.0;0.0;;53.0;40.0;7.0
1892;Totaal Gewas/veecombinaties;Flevoland (PV);2010;106;5;;;2.0;2;5;0;0.0;9.0;9;0.0;4.0;13.0;59.0;38.0;3.0
1893;Totaal Gewas/veecombinaties;Flevoland (PV);2011;100;8;;;6.0;1;5;1;0.0;14.0;9;0.0;3.0;15.0;68.0;27.0;5.0
1894;Totaal Gewas/veecombinaties;Flevoland (PV);2013;81;1;;;3.0;1;3;0;0.0;7.0;4;0.0;2.0;14.0;63.0;37.0;0.0
1895;Totaal Gewas/veecombinaties;Flevoland (PV);2016;84;2;;;2.0;3;2;0;0.0;8.0;4;0.0;2.0;11.0;72.0;28.0;0.0
1896;Totaal Gewas/veecombinaties;Flevoland (PV);2020;75;9;7.0;5.0;6.0;2;4;2;0.0;15.0;15;1.0;5.0;29.0;64.0;24.0;12.0
1897;Totaal Gewas/veecombinaties;Flevoland (PV);2023;63;7;5.0;3.0;5.0;2;2;1;0.0;20.0;7;0.0;6.0;24.0;56.0;40.0;4.0
1898;Totaal Gewas/veecombinaties;Gelderland (PV);1998;882;38;;;;34;6;7;;;39;;;;;;
1899;Totaal Gewas/veecombinaties;Gelderland (PV);1999;858;32;;;31.0;28;9;6;;;49;;;;;;
1900;Totaal Gewas/veecombinaties;Gelderland (PV);2003;348;55;;;19.0;19;7;9;0.0;33.0;80;;;;;;
1901;Totaal Gewas/veecombinaties;Gelderland (PV);2005;306;45;;;15.0;19;9;8;0.0;16.0;56;;;;;;
1902;Totaal Gewas/veecombinaties;Gelderland (PV);2007;266;26;;;11.0;12;2;9;0.0;12.0;34;;;;;;
1903;Totaal Gewas/veecombinaties;Gelderland (PV);2008;281;18;;;11.0;11;4;3;0.0;9.0;19;;;;36.0;38.0;26.0
1904;Totaal Gewas/veecombinaties;Gelderland (PV);2009;260;15;;;14.0;12;2;5;0.0;14.0;23;0.0;0.0;;40.0;50.0;10.0
1905;Totaal Gewas/veecombinaties;Gelderland (PV);2010;258;21;;;15.0;14;5;3;0.0;22.0;31;0.0;5.0;0.0;39.0;48.0;13.0
1906;Totaal Gewas/veecombinaties;Gelderland (PV);2011;232;24;;;15.0;18;5;5;0.0;23.0;30;1.0;7.0;1.0;37.0;47.0;16.0
1907;Totaal Gewas/veecombinaties;Gelderland (PV);2013;209;20;;;15.0;15;5;8;0.0;14.0;23;0.0;2.0;0.0;53.0;24.0;23.0
1908;Totaal Gewas/veecombinaties;Gelderland (PV);2016;184;19;;;16.0;11;1;5;0.0;14.0;14;0.0;3.0;1.0;56.0;35.0;9.0
1909;Totaal Gewas/veecombinaties;Gelderland (PV);2020;219;44;40.0;15.0;22.0;14;8;8;0.0;21.0;37;0.0;5.0;5.0;43.0;33.0;24.0
1910;Totaal Gewas/veecombinaties;Gelderland (PV);2023;216;38;35.0;7.0;18.0;13;6;5;0.0;29.0;64;1.0;4.0;19.0;40.0;35.0;25.0
1911;Totaal Gewas/veecombinaties;Utrecht (PV);1998;86;11;;;;8;1;1;;;10;;;;;;
