ID;BedrijfstakBranchesSBI2008;Perioden;Indexcijfers_1;OntwikkelingTOVEenJaarEerder_2;Indexcijfers_3;OntwikkelingTOVEenJaarEerder_4;TotaleOmzet_5;Verkoopprijzen_6;Personeelssterkte_7;OnvoldoendeVraag_8;Financieel_9;NederlandseMarkt_10;BuitenlandseMarktBinnenEU_11;BuitenlandseMarktBuitenEU_12;AantalFaillissementen_13;OntwikkelingTOVEenJaarEerder_14;AantalWerkzamePersonen_15;Totaal_16;NettoOmzet_17;OverigeBedrijfsopbrengsten_18;Totaal_19;InkoopwaardeOmzet_20;PersoneleKosten_21;OverigeBedrijfskosten_22;AfschrijvingenOpVasteActiva_23;Bedrijfsresultaat_24
1467;73 Reclamewezen en marktonderzoek;2015;92.6;3.2;100.8;2.0;;;;;;;;;88.0;-18.5;78.3;8983.0;8943.0;40.0;7754.0;4365.0;2029.0;1220.0;140.0;1229.0
1468;73 Reclamewezen en marktonderzoek;2016 1e kwartaal;86.1;6.1;102.1;2.3;5.1;9.3;16.5;18.7;14.1;15.8;7.0;2.4;13.0;-48.0;;;;;;;;;;
1469;73 Reclamewezen en marktonderzoek;2016 2e kwartaal;95.2;3.7;101.8;1.1;17.2;-0.5;10.9;15.3;14.8;4.3;9.3;7.0;14.0;-26.3;;;;;;;;;;
1470;73 Reclamewezen en marktonderzoek;2016 3e kwartaal;87.4;1.1;101.2;1.2;-5.3;-3.4;5.9;19.0;10.5;2.0;3.7;2.6;17.0;-37.0;;;;;;;;;;
1471;73 Reclamewezen en marktonderzoek;2016 4e kwartaal;113.8;2.4;101.6;-1.2;28.8;4.6;7.5;13.1;12.9;10.5;-1.1;3.9;11.0;-35.3;;;;;;;;;;
1472;73 Reclamewezen en marktonderzoek;2016;95.6;3.2;101.7;0.8;;;;;;;;;55.0;-37.5;;;;;;;;;;
1473;73 Reclamewezen en marktonderzoek;2017 1e kwartaal;87.3;1.5;101.6;-0.4;-0.5;6.7;2.6;15.2;11.3;13.0;1.8;2.5;15.0;15.4;;;;;;;;;;
1474;73 Reclamewezen en marktonderzoek;2017 2e kwartaal;95.1;-0.1;103.1;1.3;16.2;2.7;20.6;11.1;9.7;10.8;8.9;7.2;13.0;-7.1;;;;;;;;;;
1475;73 Reclamewezen en marktonderzoek;2017 3e kwartaal;88.5;1.2;105.6;4.3;5.0;0.8;6.8;14.9;9.3;-2.0;2.5;5.0;9.0;-47.1;;;;;;;;;;
1476;73 Reclamewezen en marktonderzoek;2017 4e kwartaal;116.3;2.2;107.1;5.4;32.4;4.6;12.1;15.2;12.7;4.6;5.7;3.4;22.0;100.0;;;;;;;;;;
1477;73 Reclamewezen en marktonderzoek;2017;96.8;1.2;104.4;2.6;;;;;;;;;59.0;7.3;;;;;;;;;;
1478;73 Reclamewezen en marktonderzoek;2018 1e kwartaal;;;;;-4.5;14.9;22.1;13.9;13.7;20.1;9.0;7.6;;;;;;;;;;;;
1479;74 Design, fotografie, vertaalbureaus;2008 1e kwartaal;91.0;5.0;;;23.8;10.7;-7.7;;;;;;;;;;;;;;;;;
1480;74 Design, fotografie, vertaalbureaus;2008 2e kwartaal;102.7;4.9;;;32.4;20.4;-1.0;;;;;;;;;;;;;;;;;
1481;74 Design, fotografie, vertaalbureaus;2008 3e kwartaal;96.2;2.0;;;10.1;9.1;12.8;;;;;;;;;;;;;;;;;
1482;74 Design, fotografie, vertaalbureaus;2008 4e kwartaal;105.6;2.3;;;8.4;0.7;-2.2;;;;;;;;;;;;;;;;;
1483;74 Design, fotografie, vertaalbureaus;2008;98.9;3.5;;;;;;;;;;;;;;;;;;;;;;
1484;74 Design, fotografie, vertaalbureaus;2009 1e kwartaal;93.4;2.6;;;-29.2;5.9;-5.5;;;;;;19.0;;;;;;;;;;;
1485;74 Design, fotografie, vertaalbureaus;2009 2e kwartaal;102.1;-0.7;;;-17.5;-6.2;-22.4;;;;;;19.0;;;;;;;;;;;
1486;74 Design, fotografie, vertaalbureaus;2009 3e kwartaal;96.4;0.3;;;-36.7;-7.7;-38.0;;;;;;18.0;;;;;;;;;;;
1487;74 Design, fotografie, vertaalbureaus;2009 4e kwartaal;106.7;1.0;;;-3.2;-2.1;-36.2;;;;;;27.0;;;;;;;;;;;
1488;74 Design, fotografie, vertaalbureaus;2009;99.6;0.8;;;;;;;;;;;83.0;;66.6;4742.0;4650.0;92.0;4210.0;2028.0;1095.0;919.0;169.0;531.0
1489;74 Design, fotografie, vertaalbureaus;2010 1e kwartaal;92.5;-0.9;;;-18.6;27.3;-34.6;;;;;;18.0;-5.3;;;;;;;;;;
1490;74 Design, fotografie, vertaalbureaus;2010 2e kwartaal;102.4;0.3;;;14.7;-22.5;-8.7;;;;;;16.0;-15.8;;;;;;;;;;
1491;74 Design, fotografie, vertaalbureaus;2010 3e kwartaal;97.2;0.8;;;-0.2;-5.7;-12.5;8.0;8.4;;;;21.0;16.7;;;;;;;;;;
1492;74 Design, fotografie, vertaalbureaus;2010 4e kwartaal;107.9;1.2;;;14.2;-8.0;-14.3;11.1;9.9;;;;16.0;-40.7;;;;;;;;;;
1493;74 Design, fotografie, vertaalbureaus;2010;100.0;0.4;;;;;;;;;;;71.0;-14.5;63.6;7299.0;7197.0;102.0;6499.0;3892.0;1215.0;1185.0;208.0;800.0
1494;74 Design, fotografie, vertaalbureaus;2011 1e kwartaal;97.5;5.3;;;-40.3;8.2;-12.7;58.9;1.9;;;;20.0;11.1;;;;;;;;;;
1495;74 Design, fotografie, vertaalbureaus;2011 2e kwartaal;104.6;2.2;;;29.5;-0.2;-19.1;12.2;6.0;;;;25.0;56.3;;;;;;;;;;
1496;74 Design, fotografie, vertaalbureaus;2011 3e kwartaal;97.9;0.8;;;-18.1;-0.4;-12.7;11.9;1.6;;;;16.0;-23.8;;;;;;;;;;
1497;74 Design, fotografie, vertaalbureaus;2011 4e kwartaal;108.2;0.3;;;21.7;0.0;-6.4;36.3;24.0;18.3;2.7;-4.3;17.0;6.3;;;;;;;;;;
1498;74 Design, fotografie, vertaalbureaus;2011;102.1;2.1;;;;;;;;;;;78.0;9.9;67.5;7378.0;7317.0;61.0;6418.0;3750.0;1182.0;1278.0;208.0;960.0
1499;74 Design, fotografie, vertaalbureaus;2012 1e kwartaal;98.4;1.0;;;-15.1;15.1;-9.7;36.3;22.5;-4.4;3.7;2.0;17.0;-15.0;;;;;;;;;;
1500;74 Design, fotografie, vertaalbureaus;2012 2e kwartaal;103.6;-1.0;;;6.5;2.2;-11.1;31.3;22.1;-7.0;-1.1;-2.0;17.0;-32.0;;;;;;;;;;
1501;74 Design, fotografie, vertaalbureaus;2012 3e kwartaal;101.9;4.1;;;-14.7;-0.8;-13.1;34.9;24.1;-5.6;1.0;1.0;24.0;50.0;;;;;;;;;;
1502;74 Design, fotografie, vertaalbureaus;2012 4e kwartaal;111.7;3.2;;;6.7;1.2;-6.6;35.2;22.0;-8.7;-1.6;0.0;20.0;17.6;;;;;;;;;;
1503;74 Design, fotografie, vertaalbureaus;2012;103.9;1.8;;;;;;;;;;;78.0;0.0;69.8;7791.0;7722.0;69.0;6859.0;4081.0;1272.0;1295.0;211.0;932.0
1504;74 Design, fotografie, vertaalbureaus;2013 1e kwartaal;94.0;-4.5;;;-17.1;9.6;-15.9;34.6;19.4;-11.5;1.5;0.0;29.0;70.6;;;;;;;;;;
1505;74 Design, fotografie, vertaalbureaus;2013 2e kwartaal;98.8;-4.6;;;3.0;-8.7;-9.0;38.0;23.3;-1.7;6.3;4.4;23.0;35.3;;;;;;;;;;
1506;74 Design, fotografie, vertaalbureaus;2013 3e kwartaal;102.7;0.7;;;0.2;-2.8;3.0;31.9;22.8;1.4;2.9;7.8;15.0;-37.5;;;;;;;;;;
1507;74 Design, fotografie, vertaalbureaus;2013 4e kwartaal;112.8;1.0;;;16.8;1.9;1.9;33.8;20.0;-9.1;2.1;3.7;30.0;50.0;;;;;;;;;;
1508;74 Design, fotografie, vertaalbureaus;2013;102.1;-1.8;;;;;;;;;;;97.0;24.4;75.5;8233.0;8164.0;69.0;7208.0;4365.0;1346.0;1325.0;173.0;1025.0
1509;74 Design, fotografie, vertaalbureaus;2014 1e kwartaal;97.6;3.9;;;-24.6;14.6;-6.3;29.9;14.1;13.4;2.3;0.0;18.0;-37.9;;;;;;;;;;
1510;74 Design, fotografie, vertaalbureaus;2014 2e kwartaal;102.9;4.1;;;14.5;-6.0;1.8;26.3;12.7;1.8;0.0;0.0;23.0;0.0;;;;;;;;;;
1511;74 Design, fotografie, vertaalbureaus;2014 3e kwartaal;106.7;4.0;;;-7.6;-3.1;1.9;24.9;11.3;2.3;-0.4;-0.4;18.0;20.0;;;;;;;;;;
1512;74 Design, fotografie, vertaalbureaus;2014 4e kwartaal;120.2;6.5;;;23.0;9.3;8.8;23.2;11.9;2.6;1.8;1.7;11.0;-63.3;;;;;;;;;;
1513;74 Design, fotografie, vertaalbureaus;2014;106.9;4.7;;;;;;;;;;;70.0;-27.8;78.8;5899.0;5836.0;63.0;4854.0;2641.0;1076.0;1023.0;114.0;1045.0
1514;74 Design, fotografie, vertaalbureaus;2015 1e kwartaal;105.6;8.2;;;-2.1;4.8;6.8;18.8;3.0;6.7;-2.7;0.8;14.0;-22.2;;;;;;;;;;
1515;74 Design, fotografie, vertaalbureaus;2015 2e kwartaal;111.7;8.5;;;14.5;-3.9;3.7;15.4;5.3;5.0;0.7;-2.1;12.0;-47.8;;;;;;;;;;
1516;74 Design, fotografie, vertaalbureaus;2015 3e kwartaal;114.0;6.8;;;15.5;-7.4;11.3;14.6;7.4;3.7;-3.7;-0.6;11.0;-38.9;;;;;;;;;;
1517;74 Design, fotografie, vertaalbureaus;2015 4e kwartaal;134.5;11.9;;;21.8;1.1;4.9;12.0;9.6;6.8;3.0;0.0;16.0;45.5;;;;;;;;;;
1518;74 Design, fotografie, vertaalbureaus;2015;116.4;9.0;;;;;;;;;;;53.0;-24.3;79.6;5328.0;5255.0;73.0;4202.0;2224.0;944.0;924.0;110.0;1126.0
1519;74 Design, fotografie, vertaalbureaus;2016 1e kwartaal;116.1;10.0;;;-6.4;14.8;10.6;12.1;8.4;9.0;3.7;1.8;19.0;35.7;;;;;;;;;;
1520;74 Design, fotografie, vertaalbureaus;2016 2e kwartaal;124.9;11.8;;;19.5;-3.7;18.5;13.0;8.7;9.2;1.3;1.5;16.0;33.3;;;;;;;;;;
1521;74 Design, fotografie, vertaalbureaus;2016 3e kwartaal;125.0;9.7;;;14.5;0.8;13.4;9.7;10.1;10.3;2.1;0.2;11.0;0.0;;;;;;;;;;
1522;74 Design, fotografie, vertaalbureaus;2016 4e kwartaal;149.2;10.9;;;21.2;1.7;2.1;13.3;15.2;-1.4;4.9;6.0;11.0;-31.3;;;;;;;;;;
1523;74 Design, fotografie, vertaalbureaus;2016;128.8;10.6;;;;;;;;;;;57.0;7.5;;;;;;;;;;
1524;74 Design, fotografie, vertaalbureaus;2017 1e kwartaal;127.8;10.0;;;0.0;10.2;7.2;10.3;15.5;7.0;2.2;4.8;18.0;-5.3;;;;;;;;;;
1525;74 Design, fotografie, vertaalbureaus;2017 2e kwartaal;132.9;6.4;;;17.7;-0.1;9.1;8.4;11.1;3.6;-1.1;-1.6;13.0;-18.8;;;;;;;;;;
1526;74 Design, fotografie, vertaalbureaus;2017 3e kwartaal;134.5;7.6;;;14.1;-2.1;7.2;13.3;13.6;7.7;3.6;3.6;7.0;-36.4;;;;;;;;;;
1527;74 Design, fotografie, vertaalbureaus;2017 4e kwartaal;157.0;5.2;;;11.9;6.6;20.1;12.0;8.5;5.9;3.6;1.4;11.0;0.0;;;;;;;;;;
1528;74 Design, fotografie, vertaalbureaus;2017;138.0;7.2;;;;;;;;;;;49.0;-14.0;;;;;;;;;;
1529;74 Design, fotografie, vertaalbureaus;2018 1e kwartaal;;;;;10.9;12.7;19.4;6.6;11.5;14.3;3.4;0.7;;;;;;;;;;;;
1530;N Verhuur en overige zakelijke diensten;2008 1e kwartaal;98.5;10.1;95.1;2.7;;;;;;;;;84.0;7.7;;;;;;;;;;
1531;N Verhuur en overige zakelijke diensten;2008 2e kwartaal;106.6;9.5;95.3;2.9;;;;;;;;;71.0;-15.5;;;;;;;;;;
1532;N Verhuur en overige zakelijke diensten;2008 3e kwartaal;111.3;6.2;95.5;2.9;;;;;;;;;70.0;-27.1;;;;;;;;;;
1533;N Verhuur en overige zakelijke diensten;2008 4e kwartaal;110.3;3.3;96.8;2.7;;;;;;;;;105.0;31.3;;;;;;;;;;
1534;N Verhuur en overige zakelijke diensten;2008;106.7;7.1;95.7;2.8;;;;;;;;;330.0;-2.4;;;;;;;;;;
1535;N Verhuur en overige zakelijke diensten;2009 1e kwartaal;96.8;-1.8;99.2;4.4;;;;;;;;;134.0;59.5;;;;;;;;;;
1536;N Verhuur en overige zakelijke diensten;2009 2e kwartaal;99.2;-6.9;99.2;4.1;;;;;;;;;153.0;115.5;;;;;;;;;;
1537;N Verhuur en overige zakelijke diensten;2009 3e kwartaal;105.1;-5.6;98.1;2.7;;;;;;;;;162.0;131.4;;;;;;;;;;
1538;N Verhuur en overige zakelijke diensten;2009 4e kwartaal;100.8;-8.6;99.3;2.6;;;;;;;;;140.0;33.3;;;;;;;;;;
1539;N Verhuur en overige zakelijke diensten;2009;100.4;-5.8;99.0;3.5;;;;;;;;;589.0;78.5;440.2;49683.0;49086.0;597.0;46138.0;19815.0;16366.0;5993.0;3965.0;3545.0
1540;N Verhuur en overige zakelijke diensten;2010 1e kwartaal;88.7;-8.3;100.7;1.5;;;;;;;;;139.0;3.7;;;;;;;;;;
1541;N Verhuur en overige zakelijke diensten;2010 2e kwartaal;97.7;-1.5;100.4;1.1;;;;;;;;;134.0;-12.4;;;;;;;;;;
1542;N Verhuur en overige zakelijke diensten;2010 3e kwartaal;108.3;3.1;98.9;0.8;;;;;;;;;113.0;-30.2;;;;;;;;;;
1543;N Verhuur en overige zakelijke diensten;2010 4e kwartaal;105.3;4.5;100.1;0.8;;;;;;;;;120.0;-14.3;;;;;;;;;;
1544;N Verhuur en overige zakelijke diensten;2010;100.0;-0.4;100.0;1.0;;;;;;;;;506.0;-14.1;458.2;49584.0;48994.0;589.0;45817.0;19822.0;16348.0;5802.0;3845.0;3767.0
1545;N Verhuur en overige zakelijke diensten;2011 1e kwartaal;94.7;6.7;101.8;1.2;;;;;;;;;126.0;-9.4;;;;;;;;;;
1546;N Verhuur en overige zakelijke diensten;2011 2e kwartaal;105.3;7.8;101.9;1.5;;;;;;;;;111.0;-17.2;;;;;;;;;;
1547;N Verhuur en overige zakelijke diensten;2011 3e kwartaal;112.8;4.1;100.5;1.7;;;;;;;;;123.0;8.8;;;;;;;;;;
1548;N Verhuur en overige zakelijke diensten;2011 4e kwartaal;109.1;3.6;101.8;1.7;15.4;2.7;-14.9;28.3;6.8;-8.3;1.4;0.6;131.0;9.2;;;;;;;;;;
1549;N Verhuur en overige zakelijke diensten;2011;105.5;5.5;101.5;1.5;;;;;;;;;491.0;-3.0;460.6;52897.0;52406.0;492.0;48779.0;22344.0;17053.0;6044.0;3339.0;4118.0
1550;N Verhuur en overige zakelijke diensten;2012 1e kwartaal;96.7;2.1;103.0;1.2;-5.1;36.7;-9.5;35.2;9.5;3.2;0.8;-0.4;138.0;9.5;;;;;;;;;;
1551;N Verhuur en overige zakelijke diensten;2012 2e kwartaal;109.0;3.5;102.7;0.7;18.4;-0.7;-6.1;35.9;11.5;-9.1;-0.8;-0.9;113.0;1.8;;;;;;;;;;
1552;N Verhuur en overige zakelijke diensten;2012 3e kwartaal;118.5;5.1;101.8;1.3;9.1;3.0;-22.2;42.5;18.6;-3.6;-0.8;-0.7;119.0;-3.3;;;;;;;;;;
1553;N Verhuur en overige zakelijke diensten;2012 4e kwartaal;109.4;0.3;103.2;1.4;2.1;1.0;-26.2;35.7;11.4;-7.1;-3.7;0.2;118.0;-9.9;;;;;;;;;;
1554;N Verhuur en overige zakelijke diensten;2012;108.4;2.8;102.7;1.1;;;;;;;;;488.0;-0.6;459.5;53605.0;53107.0;498.0;49179.0;22720.0;16855.0;5815.0;3789.0;4426.0
1555;N Verhuur en overige zakelijke diensten;2013 1e kwartaal;96.6;-0.1;105.1;2.0;-15.2;34.3;-19.5;43.7;13.2;-10.4;-4.3;-5.0;155.0;12.3;;;;;;;;;;
1556;N Verhuur en overige zakelijke diensten;2013 2e kwartaal;109.7;0.6;105.2;2.5;26.9;0.0;-8.6;34.4;16.3;-1.1;1.4;0.8;167.0;47.8;;;;;;;;;;
1557;N Verhuur en overige zakelijke diensten;2013 3e kwartaal;116.8;-1.5;104.3;2.5;1.4;-3.0;-15.1;45.2;12.4;-5.7;-4.6;-0.6;195.0;63.9;;;;;;;;;;
1558;N Verhuur en overige zakelijke diensten;2013 4e kwartaal;111.1;1.6;104.7;1.5;7.2;0.0;-15.8;32.9;14.5;2.7;0.5;0.3;153.0;29.7;;;;;;;;;;
1559;N Verhuur en overige zakelijke diensten;2013;108.5;0.1;104.8;2.1;;;;;;;;;670.0;37.3;457.3;54343.0;53868.0;475.0;49511.0;22435.0;17795.0;5645.0;3636.0;4832.0
1560;N Verhuur en overige zakelijke diensten;2014 1e kwartaal;98.9;2.4;105.8;0.7;-9.3;22.3;-21.7;28.6;15.6;-1.2;0.6;0.0;129.0;-16.8;;;;;;;;;;
1561;N Verhuur en overige zakelijke diensten;2014 2e kwartaal;113.1;3.1;105.6;0.4;21.3;3.8;2.4;26.3;14.1;-2.5;1.9;-0.2;128.0;-23.4;;;;;;;;;;
1562;N Verhuur en overige zakelijke diensten;2014 3e kwartaal;123.7;5.9;104.8;0.5;1.1;9.7;-10.2;31.7;12.5;-4.3;1.0;0.4;115.0;-41.0;;;;;;;;;;
1563;N Verhuur en overige zakelijke diensten;2014 4e kwartaal;118.3;6.5;106.3;1.5;7.5;2.6;-8.3;22.8;10.1;0.6;1.5;0.2;107.0;-30.1;;;;;;;;;;
1564;N Verhuur en overige zakelijke diensten;2014;113.5;4.6;105.6;0.8;;;;;;;;;479.0;-28.5;456.3;56951.0;56493.0;458.0;51200.0;22056.0;18774.0;6830.0;3542.0;5751.0
1565;N Verhuur en overige zakelijke diensten;2015 1e kwartaal;106.8;8.0;107.2;1.3;7.8;24.6;-7.1;22.1;10.6;6.9;1.8;1.6;115.0;-10.9;;;;;;;;;;
1566;N Verhuur en overige zakelijke diensten;2015 2e kwartaal;125.8;11.2;107.1;1.4;22.0;1.1;3.7;22.3;10.5;11.6;2.2;0.1;84.0;-34.4;;;;;;;;;;
1567;N Verhuur en overige zakelijke diensten;2015 3e kwartaal;140.0;13.2;105.7;0.8;1.2;0.4;-3.1;18.1;9.1;1.6;1.7;-0.1;84.0;-27.0;;;;;;;;;;
1568;N Verhuur en overige zakelijke diensten;2015 4e kwartaal;134.4;13.6;106.8;0.5;13.6;5.8;2.9;19.6;9.9;7.4;1.4;-0.5;91.0;-15.0;;;;;;;;;;
1569;N Verhuur en overige zakelijke diensten;2015;126.8;11.7;106.7;1.0;;;;;;;;;374.0;-21.9;466.6;64088.0;63480.0;609.0;57352.0;25421.0;20176.0;8004.0;3750.0;6737.0
1570;N Verhuur en overige zakelijke diensten;2016 1e kwartaal;120.6;12.9;108.2;0.9;9.8;33.1;3.0;13.5;11.3;4.6;2.0;-0.2;97.0;-15.7;;;;;;;;;;
1571;N Verhuur en overige zakelijke diensten;2016 2e kwartaal;136.7;8.7;108.6;1.4;26.5;7.7;12.6;14.6;8.5;7.8;1.2;-0.5;80.0;-4.8;;;;;;;;;;
1572;N Verhuur en overige zakelijke diensten;2016 3e kwartaal;152.3;8.8;107.8;1.9;2.5;8.0;-1.6;14.4;8.6;3.3;2.4;0.0;64.0;-23.8;;;;;;;;;;
1573;N Verhuur en overige zakelijke diensten;2016 4e kwartaal;145.2;8.1;108.4;1.5;5.4;4.3;-0.9;14.7;9.3;10.7;1.9;0.3;70.0;-23.1;;;;;;;;;;
1574;N Verhuur en overige zakelijke diensten;2016;138.7;9.4;108.2;1.4;;;;;;;;;311.0;-16.8;;;;;;;;;;
1575;N Verhuur en overige zakelijke diensten;2017 1e kwartaal;131.1;8.7;110.1;1.7;22.0;28.7;11.9;12.3;8.3;16.0;1.5;0.9;69.0;-28.9;;;;;;;;;;
1576;N Verhuur en overige zakelijke diensten;2017 2e kwartaal;149.1;9.0;110.3;1.6;35.5;7.1;15.1;8.9;7.1;4.4;1.3;0.7;82.0;2.5;;;;;;;;;;
1577;N Verhuur en overige zakelijke diensten;2017 3e kwartaal;163.4;7.3;109.6;1.7;20.5;9.5;18.0;6.7;7.8;10.0;1.3;0.0;71.0;10.9;;;;;;;;;;
1578;N Verhuur en overige zakelijke diensten;2017 4e kwartaal;152.5;5.0;110.5;2.0;18.7;11.7;13.8;7.4;7.5;6.9;1.6;1.0;61.0;-12.9;;;;;;;;;;
1579;N Verhuur en overige zakelijke diensten;2017;149.0;7.4;110.1;1.7;;;;;;;;;283.0;-9.0;;;;;;;;;;
1580;N Verhuur en overige zakelijke diensten;2018 1e kwartaal;;;;;14.2;39.3;15.3;7.6;6.1;10.8;2.2;0.5;;;;;;;;;;;;
1581;77 Verhuur van roerende goederen;2008 1e kwartaal;;;95.7;-0.6;48.4;27.7;24.3;;;;;;8.0;-11.1;;;;;;;;;;
1582;77 Verhuur van roerende goederen;2008 2e kwartaal;;;96.7;0.0;28.6;5.1;14.2;;;;;;5.0;-37.5;;;;;;;;;;
1583;77 Verhuur van roerende goederen;2008 3e kwartaal;;;97.9;1.0;11.8;21.4;8.2;;;;;;4.0;-63.6;;;;;;;;;;
1584;77 Verhuur van roerende goederen;2008 4e kwartaal;;;97.5;0.6;-17.5;4.0;6.3;;;;;;12.0;140.0;;;;;;;;;;
1585;77 Verhuur van roerende goederen;2008;;;96.9;0.3;;;;;;;;;29.0;-12.1;;;;;;;;;;
1586;77 Verhuur van roerende goederen;2009 1e kwartaal;;;98.4;2.9;-25.3;11.6;-27.0;;;;;;15.0;87.5;;;;;;;;;;
1587;77 Verhuur van roerende goederen;2009 2e kwartaal;;;98.9;2.3;-5.4;-1.9;-32.8;;;;;;17.0;240.0;;;;;;;;;;
1588;77 Verhuur van roerende goederen;2009 3e kwartaal;;;99.5;1.7;-41.1;-6.1;-49.0;;;;;;17.0;325.0;;;;;;;;;;
1589;77 Verhuur van roerende goederen;2009 4e kwartaal;;;99.5;2.1;-41.6;-11.5;-33.8;;;;;;18.0;50.0;;;;;;;;;;
1590;77 Verhuur van roerende goederen;2009;;;99.1;2.2;;;;;;;;;67.0;131.0;39.0;10638.0;10482.0;156.0;10147.0;4588.0;1235.0;1168.0;3156.0;491.0
1591;77 Verhuur van roerende goederen;2010 1e kwartaal;;;100.5;2.1;-3.8;-0.9;-13.5;;;;;;21.0;40.0;;;;;;;;;;
1592;77 Verhuur van roerende goederen;2010 2e kwartaal;;;100.0;1.1;14.8;0.8;-6.3;;;;;;9.0;-47.1;;;;;;;;;;
1593;77 Verhuur van roerende goederen;2010 3e kwartaal;;;99.6;0.0;6.7;-1.6;12.3;46.8;16.6;;;;17.0;0.0;;;;;;;;;;
1594;77 Verhuur van roerende goederen;2010 4e kwartaal;;;99.9;0.4;-4.8;-7.0;9.3;34.9;14.8;;;;23.0;27.8;;;;;;;;;;
1595;77 Verhuur van roerende goederen;2010;;;100.0;0.9;;;;;;;;;70.0;4.5;40.5;10627.0;10395.0;232.0;9840.0;4396.0;1276.0;1145.0;3022.0;787.0
1596;77 Verhuur van roerende goederen;2011 1e kwartaal;;;101.5;1.0;9.3;17.8;-11.4;35.8;17.4;;;;17.0;-19.0;;;;;;;;;;
1597;77 Verhuur van roerende goederen;2011 2e kwartaal;;;101.9;1.9;31.6;-3.8;11.0;35.1;8.4;;;;6.0;-33.3;;;;;;;;;;
1598;77 Verhuur van roerende goederen;2011 3e kwartaal;;;101.2;1.6;3.9;-0.3;-1.7;36.3;3.9;;;;13.0;-23.5;;;;;;;;;;
1599;77 Verhuur van roerende goederen;2011 4e kwartaal;;;101.2;1.3;2.7;-3.2;-11.8;12.2;9.8;-5.1;-3.2;-3.2;11.0;-52.2;;;;;;;;;;
1600;77 Verhuur van roerende goederen;2011;;;101.4;1.4;;;;;;;;;47.0;-32.9;39.2;11108.0;10968.0;141.0;10218.0;5365.0;1324.0;1062.0;2466.0;890.0
1601;77 Verhuur van roerende goederen;2012 1e kwartaal;;;101.1;-0.4;-11.8;7.1;-11.8;24.1;11.1;-2.3;6.2;-3.6;12.0;-29.4;;;;;;;;;;
1602;77 Verhuur van roerende goederen;2012 2e kwartaal;;;101.2;-0.7;10.7;-7.3;-16.4;27.1;15.2;-2.3;6.9;-0.8;12.0;100.0;;;;;;;;;;
1603;77 Verhuur van roerende goederen;2012 3e kwartaal;;;101.8;0.6;-21.8;-18.0;-10.0;30.0;22.5;-17.5;0.4;-3.6;14.0;7.7;;;;;;;;;;
1604;77 Verhuur van roerende goederen;2012 4e kwartaal;;;101.8;0.5;0.0;-7.1;-7.9;32.0;16.1;-4.2;2.2;-0.8;16.0;45.5;;;;;;;;;;
1605;77 Verhuur van roerende goederen;2012;;;101.5;0.0;;;;;;;;;54.0;14.9;44.1;11748.0;11571.0;177.0;10940.0;5390.0;1516.0;1151.0;2883.0;807.0
1606;77 Verhuur van roerende goederen;2013 1e kwartaal;;;102.8;1.6;-8.9;7.6;-13.8;31.6;17.3;-7.3;3.8;0.8;19.0;58.3;;;;;;;;;;
1607;77 Verhuur van roerende goederen;2013 2e kwartaal;;;102.5;1.3;-2.9;-8.7;-9.8;39.7;16.8;-8.0;-5.1;-8.7;15.0;25.0;;;;;;;;;;
1608;77 Verhuur van roerende goederen;2013 3e kwartaal;;;102.5;0.7;-8.0;-13.4;-5.5;33.9;17.2;4.8;0.3;-2.4;6.0;-57.1;;;;;;;;;;
1609;77 Verhuur van roerende goederen;2013 4e kwartaal;;;102.2;0.5;11.4;-9.3;-12.7;37.3;21.9;3.8;3.9;0.7;17.0;6.3;;;;;;;;;;
1610;77 Verhuur van roerende goederen;2013;;;102.5;1.0;;;;;;;;;57.0;5.6;42.0;11796.0;11659.0;138.0;10922.0;5566.0;1450.0;1116.0;2790.0;875.0
1611;77 Verhuur van roerende goederen;2014 1e kwartaal;;;103.1;0.4;-1.1;11.2;-13.2;31.5;21.9;-1.7;7.0;0.0;12.0;-36.8;;;;;;;;;;
1612;77 Verhuur van roerende goederen;2014 2e kwartaal;;;102.5;0.0;32.2;-11.6;1.5;27.7;14.9;-10.6;6.6;-2.4;11.0;-26.7;;;;;;;;;;
1613;77 Verhuur van roerende goederen;2014 3e kwartaal;;;102.3;-0.3;17.7;-2.8;1.2;20.9;16.5;8.2;8.6;2.3;16.0;166.7;;;;;;;;;;
1614;77 Verhuur van roerende goederen;2014 4e kwartaal;;;102.5;0.3;16.2;-2.1;-9.1;26.4;12.4;13.5;6.2;0.3;16.0;-5.9;;;;;;;;;;
1615;77 Verhuur van roerende goederen;2014;;;102.6;0.1;;;;;;;;;55.0;-3.5;41.4;11709.0;11539.0;170.0;10758.0;5451.0;1469.0;1051.0;2788.0;951.0
1616;77 Verhuur van roerende goederen;2015 1e kwartaal;;;102.7;-0.4;-6.6;-13.2;-11.0;24.4;18.7;15.8;0.6;3.7;15.0;25.0;;;;;;;;;;
1617;77 Verhuur van roerende goederen;2015 2e kwartaal;;;101.6;-0.9;40.1;13.1;-3.7;19.1;14.6;24.9;6.0;2.6;8.0;-27.3;;;;;;;;;;
1618;77 Verhuur van roerende goederen;2015 3e kwartaal;;;101.2;-1.1;25.1;8.7;2.4;19.1;13.7;17.1;8.2;1.8;9.0;-43.8;;;;;;;;;;
