ID;Landbouwdieren;Perioden;Veestapel_1
494;Leghennen, opfok;2020 april;10784
495;Leghennen, opfok;2020 december;9315
496;Leghennen, opfok;2021 april;10109
497;Leghennen, opfok;2021 december;8489
498;Leghennen, opfok;2022 april;9224
499;Leghennen, opfok;2022 december;8183
500;Leghennen, opfok;2023 april;9700
501;Leghennen, opfok;2023 december;8268
502;Leghennen, opfok;2024 april;8892
503;Leghennen, opfok;2024 december;6860
504;Leghennen, productie (< 20 maanden);2018 april;30565
505;Leghennen, productie (< 20 maanden);2018 december;30267
506;Leghennen, productie (< 20 maanden);2019 april;29423
507;Leghennen, productie (< 20 maanden);2019 december;29087
508;Leghennen, productie (< 20 maanden);2020 april;28192
509;Leghennen, productie (< 20 maanden);2020 december;31001
510;Leghennen, productie (< 20 maanden);2021 april;29431
511;Leghennen, productie (< 20 maanden);2021 december;30534
512;Leghennen, productie (< 20 maanden);2022 april;28005
513;Leghennen, productie (< 20 maanden);2022 december;28042
514;Leghennen, productie (< 20 maanden);2023 april;26396
515;Leghennen, productie (< 20 maanden);2023 december;27100
516;Leghennen, productie (< 20 maanden);2024 april;25461
517;Leghennen, productie (< 20 maanden);2024 december;26387
518;Leghennen, productie (>= 20 maanden);2018 april;3999
519;Leghennen, productie (>= 20 maanden);2018 december;2856
520;Leghennen, productie (>= 20 maanden);2019 april;3382
521;Leghennen, productie (>= 20 maanden);2019 december;2700
522;Leghennen, productie (>= 20 maanden);2020 april;3039
523;Leghennen, productie (>= 20 maanden);2020 december;1943
524;Leghennen, productie (>= 20 maanden);2021 april;2902
525;Leghennen, productie (>= 20 maanden);2021 december;2876
526;Leghennen, productie (>= 20 maanden);2022 april;4105
527;Leghennen, productie (>= 20 maanden);2022 december;4094
528;Leghennen, productie (>= 20 maanden);2023 april;5857
529;Leghennen, productie (>= 20 maanden);2023 december;4623
530;Leghennen, productie (>= 20 maanden);2024 april;4979
531;Leghennen, productie (>= 20 maanden);2024 december;4322
532;Ouderdieren van leghennen (totaal);2018 april;1380
533;Ouderdieren van leghennen (totaal);2018 december;1507
534;Ouderdieren van leghennen (totaal);2019 april;1574
535;Ouderdieren van leghennen (totaal);2019 december;1436
536;Ouderdieren van leghennen (totaal);2020 april;1422
537;Ouderdieren van leghennen (totaal);2020 december;1535
538;Ouderdieren van leghennen (totaal);2021 april;1765
539;Ouderdieren van leghennen (totaal);2021 december;1757
540;Ouderdieren van leghennen (totaal);2022 april;1834
541;Ouderdieren van leghennen (totaal);2022 december;1588
542;Ouderdieren van leghennen (totaal);2023 april;1506
543;Ouderdieren van leghennen (totaal);2023 december;1522
544;Ouderdieren van leghennen (totaal);2024 april;1534
545;Ouderdieren van leghennen (totaal);2024 december;1829
546;Ouderdieren van leghennen, opfok;2018 april;330
547;Ouderdieren van leghennen, opfok;2018 december;363
548;Ouderdieren van leghennen, opfok;2019 april;382
549;Ouderdieren van leghennen, opfok;2019 december;254
550;Ouderdieren van leghennen, opfok;2020 april;289
551;Ouderdieren van leghennen, opfok;2020 december;448
552;Ouderdieren van leghennen, opfok;2021 april;485
553;Ouderdieren van leghennen, opfok;2021 december;576
554;Ouderdieren van leghennen, opfok;2022 april;476
555;Ouderdieren van leghennen, opfok;2022 december;318
556;Ouderdieren van leghennen, opfok;2023 april;332
557;Ouderdieren van leghennen, opfok;2023 december;314
558;Ouderdieren van leghennen, opfok;2024 april;364
559;Ouderdieren van leghennen, opfok;2024 december;650
560;Ouderdieren van leghennen, productie;2018 april;1050
561;Ouderdieren van leghennen, productie;2018 december;1145
562;Ouderdieren van leghennen, productie;2019 april;1192
563;Ouderdieren van leghennen, productie;2019 december;1182
564;Ouderdieren van leghennen, productie;2020 april;1133
565;Ouderdieren van leghennen, productie;2020 december;1087
566;Ouderdieren van leghennen, productie;2021 april;1280
567;Ouderdieren van leghennen, productie;2021 december;1181
568;Ouderdieren van leghennen, productie;2022 april;1358
569;Ouderdieren van leghennen, productie;2022 december;1270
570;Ouderdieren van leghennen, productie;2023 april;1174
571;Ouderdieren van leghennen, productie;2023 december;1207
572;Ouderdieren van leghennen, productie;2024 april;1170
573;Ouderdieren van leghennen, productie;2024 december;1179
574;Vleeskuikens;2018 april;43188
575;Vleeskuikens;2018 december;42930
576;Vleeskuikens;2019 april;42617
577;Vleeskuikens;2019 december;42452
578;Vleeskuikens;2020 april;44325
579;Vleeskuikens;2020 december;36710
580;Vleeskuikens;2021 april;37928
581;Vleeskuikens;2021 december;38785
582;Vleeskuikens;2022 april;38160
583;Vleeskuikens;2022 december;34349
584;Vleeskuikens;2023 april;35961
585;Vleeskuikens;2023 december;33717
586;Vleeskuikens;2024 april;35660
587;Vleeskuikens;2024 december;36373
588;Ouderdieren van vleeskuikens (totaal);2018 april;7451
589;Ouderdieren van vleeskuikens (totaal);2018 december;7286
590;Ouderdieren van vleeskuikens (totaal);2019 april;7163
591;Ouderdieren van vleeskuikens (totaal);2019 december;7490
592;Ouderdieren van vleeskuikens (totaal);2020 april;7391
593;Ouderdieren van vleeskuikens (totaal);2020 december;6951
594;Ouderdieren van vleeskuikens (totaal);2021 april;7373
595;Ouderdieren van vleeskuikens (totaal);2021 december;7062
596;Ouderdieren van vleeskuikens (totaal);2022 april;7045
597;Ouderdieren van vleeskuikens (totaal);2022 december;6830
598;Ouderdieren van vleeskuikens (totaal);2023 april;6855
599;Ouderdieren van vleeskuikens (totaal);2023 december;6807
600;Ouderdieren van vleeskuikens (totaal);2024 april;6759
601;Ouderdieren van vleeskuikens (totaal);2024 december;6568
602;Ouderdieren van vleeskuikens, opfok;2018 april;2775
603;Ouderdieren van vleeskuikens, opfok;2018 december;2656
604;Ouderdieren van vleeskuikens, opfok;2019 april;2544
605;Ouderdieren van vleeskuikens, opfok;2019 december;3085
606;Ouderdieren van vleeskuikens, opfok;2020 april;2664
607;Ouderdieren van vleeskuikens, opfok;2020 december;2857
608;Ouderdieren van vleeskuikens, opfok;2021 april;2710
609;Ouderdieren van vleeskuikens, opfok;2021 december;2926
610;Ouderdieren van vleeskuikens, opfok;2022 april;2595
611;Ouderdieren van vleeskuikens, opfok;2022 december;2576
612;Ouderdieren van vleeskuikens, opfok;2023 april;2548
613;Ouderdieren van vleeskuikens, opfok;2023 december;2717
614;Ouderdieren van vleeskuikens, opfok;2024 april;2608
615;Ouderdieren van vleeskuikens, opfok;2024 december;2514
616;Ouderdieren van vleeskuikens, productie;2018 april;4677
617;Ouderdieren van vleeskuikens, productie;2018 december;4630
618;Ouderdieren van vleeskuikens, productie;2019 april;4620
619;Ouderdieren van vleeskuikens, productie;2019 december;4405
620;Ouderdieren van vleeskuikens, productie;2020 april;4727
621;Ouderdieren van vleeskuikens, productie;2020 december;4094
622;Ouderdieren van vleeskuikens, productie;2021 april;4663
623;Ouderdieren van vleeskuikens, productie;2021 december;4137
624;Ouderdieren van vleeskuikens, productie;2022 april;4450
625;Ouderdieren van vleeskuikens, productie;2022 december;4254
626;Ouderdieren van vleeskuikens, productie;2023 april;4307
627;Ouderdieren van vleeskuikens, productie;2023 december;4090
628;Ouderdieren van vleeskuikens, productie;2024 april;4150
629;Ouderdieren van vleeskuikens, productie;2024 december;4054
630;Slachteenden;2018 april;872
631;Slachteenden;2018 december;861
632;Slachteenden;2019 april;920
633;Slachteenden;2019 december;763
634;Slachteenden;2020 april;712
635;Slachteenden;2020 december;680
636;Slachteenden;2021 april;568
637;Slachteenden;2021 december;722
638;Slachteenden;2022 april;607
639;Slachteenden;2022 december;546
640;Slachteenden;2023 april;453
641;Slachteenden;2023 december;524
642;Slachteenden;2024 april;378
643;Slachteenden;2024 december;363
644;Kalkoenen;2018 april;556
645;Kalkoenen;2018 december;578
646;Kalkoenen;2019 april;532
647;Kalkoenen;2019 december;607
648;Kalkoenen;2020 april;566
649;Kalkoenen;2020 december;573
650;Kalkoenen;2021 april;589
651;Kalkoenen;2021 december;601
652;Kalkoenen;2022 april;474
653;Kalkoenen;2022 december;337
654;Kalkoenen;2023 april;530
655;Kalkoenen;2023 december;512
656;Kalkoenen;2024 april;493
657;Kalkoenen;2024 december;370
658;Varkens (totaal);2018 april;12391
659;Varkens (totaal);2018 december;11909
660;Varkens (totaal);2019 april;12214
661;Varkens (totaal);2019 december;11921
662;Varkens (totaal);2020 april;11860
663;Varkens (totaal);2020 december;11541
664;Varkens (totaal);2021 april;11372
665;Varkens (totaal);2021 december;10872
666;Varkens (totaal);2022 april;11235
667;Varkens (totaal);2022 december;10706
668;Varkens (totaal);2023 april;10770
669;Varkens (totaal);2023 december;10375
670;Varkens (totaal);2024 april;10477
671;Varkens (totaal);2024 december;10182
672;Biggen tot 20 kg, nog bij de zeug;2018 april;2202
673;Biggen tot 20 kg, nog bij de zeug;2018 december;1888
674;Biggen tot 20 kg, nog bij de zeug;2019 april;2174
675;Biggen tot 20 kg, nog bij de zeug;2019 december;1910
676;Biggen tot 20 kg, nog bij de zeug;2020 april;2118
677;Biggen tot 20 kg, nog bij de zeug;2020 december;1850
678;Biggen tot 20 kg, nog bij de zeug;2021 april;1978
679;Biggen tot 20 kg, nog bij de zeug;2021 december;1766
680;Biggen tot 20 kg, nog bij de zeug;2022 april;1984
681;Biggen tot 20 kg, nog bij de zeug;2022 december;1735
682;Biggen tot 20 kg, nog bij de zeug;2023 april;1954
683;Biggen tot 20 kg, nog bij de zeug;2023 december;1862
684;Biggen tot 20 kg, nog bij de zeug;2024 april;1917
685;Biggen tot 20 kg, nog bij de zeug;2024 december;1740
686;Jonge varkens, tot 50 kg;2018 april;5265
687;Jonge varkens, tot 50 kg;2018 december;5015
688;Jonge varkens, tot 50 kg;2019 april;5168
689;Jonge varkens, tot 50 kg;2019 december;4796
690;Jonge varkens, tot 50 kg;2020 april;5016
691;Jonge varkens, tot 50 kg;2020 december;4718
692;Jonge varkens, tot 50 kg;2021 april;4819
693;Jonge varkens, tot 50 kg;2021 december;4556
694;Jonge varkens, tot 50 kg;2022 april;4747
695;Jonge varkens, tot 50 kg;2022 december;4252
696;Jonge varkens, tot 50 kg;2023 april;4532
697;Jonge varkens, tot 50 kg;2023 december;4089
698;Jonge varkens, tot 50 kg;2024 april;4392
699;Jonge varkens, tot 50 kg;2024 december;4283
700;Vleesvarkens, 50 kg of meer (totaal);2018 april;3865
701;Vleesvarkens, 50 kg of meer (totaal);2018 december;4032
702;Vleesvarkens, 50 kg of meer (totaal);2019 april;3853
703;Vleesvarkens, 50 kg of meer (totaal);2019 december;4163
704;Vleesvarkens, 50 kg of meer (totaal);2020 april;3719
705;Vleesvarkens, 50 kg of meer (totaal);2020 december;4045
706;Vleesvarkens, 50 kg of meer (totaal);2021 april;3630
707;Vleesvarkens, 50 kg of meer (totaal);2021 december;3632
708;Vleesvarkens, 50 kg of meer (totaal);2022 april;3578
709;Vleesvarkens, 50 kg of meer (totaal);2022 december;3827
710;Vleesvarkens, 50 kg of meer (totaal);2023 april;3403
711;Vleesvarkens, 50 kg of meer (totaal);2023 december;3506
712;Vleesvarkens, 50 kg of meer (totaal);2024 april;3310
713;Vleesvarkens, 50 kg of meer (totaal);2024 december;3370
714;Vleesvarkens, 50 tot 80 kg;2018 april;1745
715;Vleesvarkens, 50 tot 80 kg;2018 december;1666
716;Vleesvarkens, 50 tot 80 kg;2019 april;1725
717;Vleesvarkens, 50 tot 80 kg;2019 december;1755
718;Vleesvarkens, 50 tot 80 kg;2020 april;1651
719;Vleesvarkens, 50 tot 80 kg;2020 december;1731
720;Vleesvarkens, 50 tot 80 kg;2021 april;1590
721;Vleesvarkens, 50 tot 80 kg;2021 december;1587
722;Vleesvarkens, 50 tot 80 kg;2022 april;1551
723;Vleesvarkens, 50 tot 80 kg;2022 december;1630
724;Vleesvarkens, 50 tot 80 kg;2023 april;1469
725;Vleesvarkens, 50 tot 80 kg;2023 december;1489
726;Vleesvarkens, 50 tot 80 kg;2024 april;1417
727;Vleesvarkens, 50 tot 80 kg;2024 december;1438
728;Vleesvarkens, 80 tot 110 kg;2018 april;1649
729;Vleesvarkens, 80 tot 110 kg;2018 december;1679
730;Vleesvarkens, 80 tot 110 kg;2019 april;1655
731;Vleesvarkens, 80 tot 110 kg;2019 december;1743
732;Vleesvarkens, 80 tot 110 kg;2020 april;1564
733;Vleesvarkens, 80 tot 110 kg;2020 december;1653
734;Vleesvarkens, 80 tot 110 kg;2021 april;1510
735;Vleesvarkens, 80 tot 110 kg;2021 december;1439
736;Vleesvarkens, 80 tot 110 kg;2022 april;1492
737;Vleesvarkens, 80 tot 110 kg;2022 december;1559
738;Vleesvarkens, 80 tot 110 kg;2023 april;1436
739;Vleesvarkens, 80 tot 110 kg;2023 december;1413
740;Vleesvarkens, 80 tot 110 kg;2024 april;1382
741;Vleesvarkens, 80 tot 110 kg;2024 december;1362
742;Vleesvarkens, 110 kg of meer;2018 april;472
743;Vleesvarkens, 110 kg of meer;2018 december;687
744;Vleesvarkens, 110 kg of meer;2019 april;474
745;Vleesvarkens, 110 kg of meer;2019 december;666
746;Vleesvarkens, 110 kg of meer;2020 april;504
747;Vleesvarkens, 110 kg of meer;2020 december;661
748;Vleesvarkens, 110 kg of meer;2021 april;530
749;Vleesvarkens, 110 kg of meer;2021 december;606
750;Vleesvarkens, 110 kg of meer;2022 april;535
751;Vleesvarkens, 110 kg of meer;2022 december;637
752;Vleesvarkens, 110 kg of meer;2023 april;498
753;Vleesvarkens, 110 kg of meer;2023 december;605
754;Vleesvarkens, 110 kg of meer;2024 april;511
755;Vleesvarkens, 110 kg of meer;2024 december;571
756;Fokvarkens, 50 kg of zwaarder;2018 april;1059
757;Fokvarkens, 50 kg of zwaarder;2018 december;974
758;Fokvarkens, 50 kg of zwaarder;2019 april;1018
759;Fokvarkens, 50 kg of zwaarder;2019 december;1052
760;Fokvarkens, 50 kg of zwaarder;2020 april;1008
761;Fokvarkens, 50 kg of zwaarder;2020 december;929
762;Fokvarkens, 50 kg of zwaarder;2021 april;945
763;Fokvarkens, 50 kg of zwaarder;2021 december;918
764;Fokvarkens, 50 kg of zwaarder;2022 april;926
765;Fokvarkens, 50 kg of zwaarder;2022 december;892
766;Fokvarkens, 50 kg of zwaarder;2023 april;881
767;Fokvarkens, 50 kg of zwaarder;2023 december;917
768;Fokvarkens, 50 kg of zwaarder;2024 april;858
769;Fokvarkens, 50 kg of zwaarder;2024 december;789
770;Zeugen, 50 kg of meer, gedekt;2018 april;695
771;Zeugen, 50 kg of meer, gedekt;2018 december;640
772;Zeugen, 50 kg of meer, gedekt;2019 april;673
773;Zeugen, 50 kg of meer, gedekt;2019 december;661
774;Zeugen, 50 kg of meer, gedekt;2020 april;662
775;Zeugen, 50 kg of meer, gedekt;2020 december;580
776;Zeugen, 50 kg of meer, gedekt;2021 april;615
777;Zeugen, 50 kg of meer, gedekt;2021 december;567
778;Zeugen, 50 kg of meer, gedekt;2022 april;594
779;Zeugen, 50 kg of meer, gedekt;2022 december;561
780;Zeugen, 50 kg of meer, gedekt;2023 april;566
781;Zeugen, 50 kg of meer, gedekt;2023 december;563
782;Zeugen, 50 kg of meer, gedekt;2024 april;559
783;Zeugen, 50 kg of meer, gedekt;2024 december;496
784;Zeugen, 50 kg of meer, bij biggen;2018 april;178
785;Zeugen, 50 kg of meer, bij biggen;2018 december;153
786;Zeugen, 50 kg of meer, bij biggen;2019 april;173
787;Zeugen, 50 kg of meer, bij biggen;2019 december;159
788;Zeugen, 50 kg of meer, bij biggen;2020 april;169
789;Zeugen, 50 kg of meer, bij biggen;2020 december;151
790;Zeugen, 50 kg of meer, bij biggen;2021 april;155
791;Zeugen, 50 kg of meer, bij biggen;2021 december;148
792;Zeugen, 50 kg of meer, bij biggen;2022 april;155
793;Zeugen, 50 kg of meer, bij biggen;2022 december;138
794;Zeugen, 50 kg of meer, bij biggen;2023 april;151
795;Zeugen, 50 kg of meer, bij biggen;2023 december;150
796;Zeugen, 50 kg of meer, bij biggen;2024 april;146
797;Zeugen, 50 kg of meer, bij biggen;2024 december;136
798;Jonge zeugen;2018 april;128
799;Jonge zeugen;2018 december;134
800;Jonge zeugen;2019 april;122
801;Jonge zeugen;2019 december;160
802;Jonge zeugen;2020 april;130
803;Jonge zeugen;2020 december;152
804;Jonge zeugen;2021 april;127
805;Jonge zeugen;2021 december;145
806;Jonge zeugen;2022 april;132
807;Jonge zeugen;2022 december;147
808;Jonge zeugen;2023 april;122
809;Jonge zeugen;2023 december;144
810;Jonge zeugen;2024 april;115
811;Jonge zeugen;2024 december;108
812;Overige fokvarkens;2018 april;58
813;Overige fokvarkens;2018 december;47
814;Overige fokvarkens;2019 april;50
815;Overige fokvarkens;2019 december;72
816;Overige fokvarkens;2020 april;47
817;Overige fokvarkens;2020 december;46
818;Overige fokvarkens;2021 april;47
819;Overige fokvarkens;2021 december;58
820;Overige fokvarkens;2022 april;44
821;Overige fokvarkens;2022 december;46
822;Overige fokvarkens;2023 april;43
823;Overige fokvarkens;2023 december;60
824;Overige fokvarkens;2024 april;38
825;Overige fokvarkens;2024 december;48
