ID;Geslacht;Studierichting;Vooropleiding;Herkomstgroepering;Opleidingsvorm;Perioden;TotaalAantalStudenten_1;Na3Jaar_2;Na4Jaar_3;Na5Jaar_4;Na6Jaar_5;Na7Jaar_6;Na8Jaar_7;Na9Jaar_8;Na3Jaar_9;Na4Jaar_10;Na5Jaar_11;Na6Jaar_12;Na7Jaar_13;Na8Jaar_14;Na9Jaar_15;Na3Jaar_16;Na4Jaar_17;Na5Jaar_18;Na6Jaar_19;Na7Jaar_20;Na8Jaar_21;Na9Jaar_22;Na1Jaar_23;Na2Jaar_24;Na3Jaar_25;Na4Jaar_26;Na5Jaar_27;Na6Jaar_28;Na7Jaar_29;Na8Jaar_30;InJaar2_31;InJaar3_32;InJaar4_33;InJaar5_34;InJaar6_35;InJaar7_36;InJaar8_37;InJaar9_38;InJaar2_39;InJaar3_40;InJaar4_41;InJaar5_42;InJaar6_43;InJaar7_44;InJaar8_45;InJaar9_46;InJaar2_47;InJaar3_48;InJaar4_49;InJaar5_50;InJaar6_51;InJaar7_52;InJaar8_53;InJaar9_54
4241;Totaal mannen en vrouwen;1;HAVO;Overig niet-westerse allochtoon;Voltijd;Startjaar 2006;106.0;0.0;16.0;34.0;51.0;60.0;;;0.0;14.0;30.0;44.0;52.0;;;0.0;2.0;4.0;7.0;8.0;;;17.0;22.0;20.0;20.0;20.0;23.0;25.0;;83.0;78.0;80.0;64.0;46.0;26.0;15.0;;78.0;73.0;72.0;56.0;40.0;23.0;14.0;;5.0;6.0;8.0;8.0;7.0;4.0;1.0;
4242;Totaal mannen en vrouwen;1;HAVO;Overig niet-westerse allochtoon;Voltijd;Startjaar 2007;98.0;0.0;13.0;38.0;53.0;;;;0.0;12.0;32.0;44.0;;;;0.0;1.0;6.0;9.0;;;;18.0;27.0;18.0;17.0;19.0;21.0;;;82.0;73.0;82.0;69.0;43.0;26.0;;;74.0;60.0;66.0;57.0;36.0;21.0;;;7.0;13.0;15.0;12.0;7.0;4.0;;
4243;Totaal mannen en vrouwen;1;HAVO;Overig niet-westerse allochtoon;Voltijd;Startjaar 2008;91.0;0.0;18.0;36.0;;;;;0.0;14.0;31.0;;;;;0.0;3.0;5.0;;;;;7.0;14.0;19.0;21.0;21.0;;;;93.0;86.0;81.0;62.0;43.0;;;;85.0;76.0;75.0;58.0;42.0;;;;9.0;10.0;7.0;3.0;1.0;;;
4244;Totaal mannen en vrouwen;1;HAVO;Overig niet-westerse allochtoon;Voltijd;Startjaar 2009;112.0;0.0;18.0;;;;;;0.0;18.0;;;;;;0.0;0.0;;;;;;17.0;22.0;19.0;21.0;;;;;83.0;78.0;81.0;61.0;;;;;79.0;72.0;73.0;54.0;;;;;4.0;5.0;8.0;7.0;;;;
4245;Totaal mannen en vrouwen;1;HAVO;Overig niet-westerse allochtoon;Voltijd;Startjaar 2010;116.0;0.0;;;;;;;0.0;;;;;;;0.0;;;;;;;20.0;18.0;17.0;;;;;;80.0;82.0;83.0;;;;;;75.0;74.0;73.0;;;;;;5.0;8.0;9.0;;;;;
4246;Totaal mannen en vrouwen;1;HAVO;Overig niet-westerse allochtoon;Voltijd;Startjaar 2011;86.0;;;;;;;;;;;;;;;;;;;;;;14.0;14.0;;;;;;;86.0;86.0;;;;;;;83.0;76.0;;;;;;;3.0;10.0;;;;;;
4247;Totaal mannen en vrouwen;1;HAVO;Overig niet-westerse allochtoon;Voltijd;Startjaar 2012;119.0;;;;;;;;;;;;;;;;;;;;;;14.0;;;;;;;;86.0;;;;;;;;77.0;;;;;;;;8.0;;;;;;;
4248;Totaal mannen en vrouwen;1;HAVO;Overig niet-westerse allochtoon;Deeltijd;Startjaar 1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4249;Totaal mannen en vrouwen;1;HAVO;Overig niet-westerse allochtoon;Deeltijd;Startjaar 1996;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4250;Totaal mannen en vrouwen;1;HAVO;Overig niet-westerse allochtoon;Deeltijd;Startjaar 1997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4251;Totaal mannen en vrouwen;1;HAVO;Overig niet-westerse allochtoon;Deeltijd;Startjaar 1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4252;Totaal mannen en vrouwen;1;HAVO;Overig niet-westerse allochtoon;Deeltijd;Startjaar 1999;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4253;Totaal mannen en vrouwen;1;HAVO;Overig niet-westerse allochtoon;Deeltijd;Startjaar 2000;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4254;Totaal mannen en vrouwen;1;HAVO;Overig niet-westerse allochtoon;Deeltijd;Startjaar 2001;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4255;Totaal mannen en vrouwen;1;HAVO;Overig niet-westerse allochtoon;Deeltijd;Startjaar 2002;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4256;Totaal mannen en vrouwen;1;HAVO;Overig niet-westerse allochtoon;Deeltijd;Startjaar 2003;6.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4257;Totaal mannen en vrouwen;1;HAVO;Overig niet-westerse allochtoon;Deeltijd;Startjaar 2004;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4258;Totaal mannen en vrouwen;1;HAVO;Overig niet-westerse allochtoon;Deeltijd;Startjaar 2005;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;33.0;;;;;;;;0.0;;;;;;33.0;0.0;0.0;;;;;;;;0.0
4259;Totaal mannen en vrouwen;1;HAVO;Overig niet-westerse allochtoon;Deeltijd;Startjaar 2006;2.0;;;;;50.0;;;;;;;50.0;;;;;;;0.0;;;;;;;;;50.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;
4260;Totaal mannen en vrouwen;1;HAVO;Overig niet-westerse allochtoon;Deeltijd;Startjaar 2007;5.0;;;;20.0;;;;;;;20.0;;;;;;;0.0;;;;;;;;;80.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;
4261;Totaal mannen en vrouwen;1;HAVO;Overig niet-westerse allochtoon;Deeltijd;Startjaar 2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4262;Totaal mannen en vrouwen;1;HAVO;Overig niet-westerse allochtoon;Deeltijd;Startjaar 2009;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4263;Totaal mannen en vrouwen;1;HAVO;Overig niet-westerse allochtoon;Deeltijd;Startjaar 2010;1.0;0.0;;;;;;;0.0;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4264;Totaal mannen en vrouwen;1;HAVO;Overig niet-westerse allochtoon;Deeltijd;Startjaar 2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4265;Totaal mannen en vrouwen;1;HAVO;Overig niet-westerse allochtoon;Deeltijd;Startjaar 2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4266;Totaal mannen en vrouwen;1;HAVO;Herkomst onbekend;Totaal opleidingsvorm;Startjaar 1995;15.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4267;Totaal mannen en vrouwen;1;HAVO;Herkomst onbekend;Totaal opleidingsvorm;Startjaar 1996;14.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4268;Totaal mannen en vrouwen;1;HAVO;Herkomst onbekend;Totaal opleidingsvorm;Startjaar 1997;14.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4269;Totaal mannen en vrouwen;1;HAVO;Herkomst onbekend;Totaal opleidingsvorm;Startjaar 1998;15.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4270;Totaal mannen en vrouwen;1;HAVO;Herkomst onbekend;Totaal opleidingsvorm;Startjaar 1999;13.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4271;Totaal mannen en vrouwen;1;HAVO;Herkomst onbekend;Totaal opleidingsvorm;Startjaar 2000;17.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4272;Totaal mannen en vrouwen;1;HAVO;Herkomst onbekend;Totaal opleidingsvorm;Startjaar 2001;13.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4273;Totaal mannen en vrouwen;1;HAVO;Herkomst onbekend;Totaal opleidingsvorm;Startjaar 2002;15.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4274;Totaal mannen en vrouwen;1;HAVO;Herkomst onbekend;Totaal opleidingsvorm;Startjaar 2003;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4275;Totaal mannen en vrouwen;1;HAVO;Herkomst onbekend;Totaal opleidingsvorm;Startjaar 2004;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4276;Totaal mannen en vrouwen;1;HAVO;Herkomst onbekend;Totaal opleidingsvorm;Startjaar 2005;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25.0;;;;;;;;0.0;;;;;;0.0;0.0;0.0;;;;;;;;0.0
4277;Totaal mannen en vrouwen;1;HAVO;Herkomst onbekend;Totaal opleidingsvorm;Startjaar 2006;1.0;;;;;100.0;;;;;;;100.0;;;;;;;0.0;;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;
4278;Totaal mannen en vrouwen;1;HAVO;Herkomst onbekend;Totaal opleidingsvorm;Startjaar 2007;3.0;;;;33.0;;;;;;;33.0;;;;;;;0.0;;;;;;;;;67.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;
4279;Totaal mannen en vrouwen;1;HAVO;Herkomst onbekend;Totaal opleidingsvorm;Startjaar 2008;2.0;;;50.0;;;;;;;50.0;;;;;;;0.0;;;;;;;;;50.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;
4280;Totaal mannen en vrouwen;1;HAVO;Herkomst onbekend;Totaal opleidingsvorm;Startjaar 2009;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4281;Totaal mannen en vrouwen;1;HAVO;Herkomst onbekend;Totaal opleidingsvorm;Startjaar 2010;1.0;0.0;;;;;;;0.0;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4282;Totaal mannen en vrouwen;1;HAVO;Herkomst onbekend;Totaal opleidingsvorm;Startjaar 2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4283;Totaal mannen en vrouwen;1;HAVO;Herkomst onbekend;Totaal opleidingsvorm;Startjaar 2012;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4284;Totaal mannen en vrouwen;1;HAVO;Herkomst onbekend;Voltijd;Startjaar 1995;11.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4285;Totaal mannen en vrouwen;1;HAVO;Herkomst onbekend;Voltijd;Startjaar 1996;9.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4286;Totaal mannen en vrouwen;1;HAVO;Herkomst onbekend;Voltijd;Startjaar 1997;11.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4287;Totaal mannen en vrouwen;1;HAVO;Herkomst onbekend;Voltijd;Startjaar 1998;10.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4288;Totaal mannen en vrouwen;1;HAVO;Herkomst onbekend;Voltijd;Startjaar 1999;6.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4289;Totaal mannen en vrouwen;1;HAVO;Herkomst onbekend;Voltijd;Startjaar 2000;11.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4290;Totaal mannen en vrouwen;1;HAVO;Herkomst onbekend;Voltijd;Startjaar 2001;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4291;Totaal mannen en vrouwen;1;HAVO;Herkomst onbekend;Voltijd;Startjaar 2002;8.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4292;Totaal mannen en vrouwen;1;HAVO;Herkomst onbekend;Voltijd;Startjaar 2003;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4293;Totaal mannen en vrouwen;1;HAVO;Herkomst onbekend;Voltijd;Startjaar 2004;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4294;Totaal mannen en vrouwen;1;HAVO;Herkomst onbekend;Voltijd;Startjaar 2005;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;0.0;;;;;;0.0;0.0;0.0;;;;;;;;0.0
4295;Totaal mannen en vrouwen;1;HAVO;Herkomst onbekend;Voltijd;Startjaar 2006;1.0;;;;;100.0;;;;;;;100.0;;;;;;;0.0;;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;
4296;Totaal mannen en vrouwen;1;HAVO;Herkomst onbekend;Voltijd;Startjaar 2007;1.0;;;;100.0;;;;;;;100.0;;;;;;;0.0;;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;
4297;Totaal mannen en vrouwen;1;HAVO;Herkomst onbekend;Voltijd;Startjaar 2008;2.0;;;50.0;;;;;;;50.0;;;;;;;0.0;;;;;;;;;50.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;
4298;Totaal mannen en vrouwen;1;HAVO;Herkomst onbekend;Voltijd;Startjaar 2009;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4299;Totaal mannen en vrouwen;1;HAVO;Herkomst onbekend;Voltijd;Startjaar 2010;1.0;0.0;;;;;;;0.0;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4300;Totaal mannen en vrouwen;1;HAVO;Herkomst onbekend;Voltijd;Startjaar 2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4301;Totaal mannen en vrouwen;1;HAVO;Herkomst onbekend;Voltijd;Startjaar 2012;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4302;Totaal mannen en vrouwen;1;HAVO;Herkomst onbekend;Deeltijd;Startjaar 1995;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4303;Totaal mannen en vrouwen;1;HAVO;Herkomst onbekend;Deeltijd;Startjaar 1996;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4304;Totaal mannen en vrouwen;1;HAVO;Herkomst onbekend;Deeltijd;Startjaar 1997;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4305;Totaal mannen en vrouwen;1;HAVO;Herkomst onbekend;Deeltijd;Startjaar 1998;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4306;Totaal mannen en vrouwen;1;HAVO;Herkomst onbekend;Deeltijd;Startjaar 1999;7.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4307;Totaal mannen en vrouwen;1;HAVO;Herkomst onbekend;Deeltijd;Startjaar 2000;6.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4308;Totaal mannen en vrouwen;1;HAVO;Herkomst onbekend;Deeltijd;Startjaar 2001;10.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4309;Totaal mannen en vrouwen;1;HAVO;Herkomst onbekend;Deeltijd;Startjaar 2002;7.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4310;Totaal mannen en vrouwen;1;HAVO;Herkomst onbekend;Deeltijd;Startjaar 2003;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4311;Totaal mannen en vrouwen;1;HAVO;Herkomst onbekend;Deeltijd;Startjaar 2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4312;Totaal mannen en vrouwen;1;HAVO;Herkomst onbekend;Deeltijd;Startjaar 2005;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100.0;;;;;;;;0.0;;;;;;0.0;0.0;0.0;;;;;;;;0.0
4313;Totaal mannen en vrouwen;1;HAVO;Herkomst onbekend;Deeltijd;Startjaar 2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4314;Totaal mannen en vrouwen;1;HAVO;Herkomst onbekend;Deeltijd;Startjaar 2007;2.0;;;;0.0;;;;;;;0.0;;;;;;;0.0;;;;;;;;;100.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;
4315;Totaal mannen en vrouwen;1;HAVO;Herkomst onbekend;Deeltijd;Startjaar 2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4316;Totaal mannen en vrouwen;1;HAVO;Herkomst onbekend;Deeltijd;Startjaar 2009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4317;Totaal mannen en vrouwen;1;HAVO;Herkomst onbekend;Deeltijd;Startjaar 2010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4318;Totaal mannen en vrouwen;1;HAVO;Herkomst onbekend;Deeltijd;Startjaar 2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4319;Totaal mannen en vrouwen;1;HAVO;Herkomst onbekend;Deeltijd;Startjaar 2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4320;Totaal mannen en vrouwen;1;VWO;Totaal herkomstgroepering;Totaal opleidingsvorm;Startjaar 1995;1423.0;3.0;51.0;65.0;72.0;76.0;78.0;79.0;3.0;50.0;64.0;70.0;73.0;74.0;74.0;0.0;0.0;1.0;2.0;4.0;4.0;5.0;9.0;13.0;14.0;16.0;17.0;17.0;18.0;18.0;91.0;86.0;83.0;33.0;18.0;11.0;6.0;4.0;86.0;81.0;77.0;28.0;13.0;7.0;4.0;3.0;5.0;6.0;6.0;5.0;5.0;4.0;2.0;1.0
4321;Totaal mannen en vrouwen;1;VWO;Totaal herkomstgroepering;Totaal opleidingsvorm;Startjaar 1996;1424.0;3.0;53.0;68.0;75.0;78.0;80.0;82.0;3.0;53.0;67.0;72.0;74.0;76.0;77.0;0.0;0.0;1.0;2.0;4.0;4.0;5.0;8.0;11.0;13.0;14.0;14.0;14.0;14.0;14.0;92.0;89.0;84.0;33.0;18.0;11.0;8.0;5.0;86.0;82.0;77.0;26.0;12.0;7.0;5.0;3.0;6.0;7.0;7.0;6.0;6.0;4.0;3.0;2.0
4322;Totaal mannen en vrouwen;1;VWO;Totaal herkomstgroepering;Totaal opleidingsvorm;Startjaar 1997;1274.0;7.0;55.0;68.0;74.0;79.0;81.0;82.0;7.0;54.0;68.0;72.0;75.0;76.0;77.0;0.0;0.0;0.0;2.0;4.0;5.0;5.0;8.0;10.0;12.0;13.0;13.0;13.0;13.0;14.0;91.0;90.0;81.0;33.0;19.0;13.0;8.0;5.0;86.0;83.0;74.0;26.0;13.0;8.0;5.0;4.0;5.0;7.0;7.0;7.0;6.0;5.0;3.0;2.0
4323;Totaal mannen en vrouwen;1;VWO;Totaal herkomstgroepering;Totaal opleidingsvorm;Startjaar 1998;1217.0;15.0;58.0;70.0;77.0;82.0;83.0;85.0;15.0;58.0;69.0;74.0;77.0;78.0;79.0;0.0;0.0;0.0;2.0;5.0;6.0;6.0;8.0;10.0;11.0;11.0;12.0;12.0;12.0;12.0;92.0;88.0;74.0;31.0;19.0;12.0;6.0;5.0;87.0;81.0;66.0;24.0;12.0;7.0;4.0;3.0;5.0;7.0;7.0;7.0;7.0;5.0;2.0;2.0
4324;Totaal mannen en vrouwen;1;VWO;Totaal herkomstgroepering;Totaal opleidingsvorm;Startjaar 1999;1338.0;13.0;58.0;70.0;77.0;80.0;83.0;84.0;13.0;58.0;70.0;74.0;77.0;78.0;79.0;0.0;0.0;1.0;2.0;3.0;4.0;5.0;8.0;11.0;13.0;13.0;13.0;13.0;13.0;13.0;91.0;88.0;74.0;28.0;17.0;10.0;7.0;4.0;86.0;83.0;68.0;22.0;11.0;6.0;4.0;3.0;5.0;6.0;6.0;6.0;6.0;4.0;2.0;1.0
4325;Totaal mannen en vrouwen;1;VWO;Totaal herkomstgroepering;Totaal opleidingsvorm;Startjaar 2000;1288.0;17.0;56.0;67.0;73.0;76.0;78.0;80.0;17.0;55.0;65.0;70.0;72.0;74.0;75.0;0.0;0.0;2.0;3.0;4.0;5.0;5.0;10.0;13.0;13.0;14.0;15.0;15.0;15.0;16.0;90.0;85.0;71.0;30.0;18.0;12.0;8.0;6.0;84.0;79.0;64.0;24.0;14.0;9.0;6.0;5.0;6.0;7.0;6.0;6.0;4.0;3.0;2.0;1.0
4326;Totaal mannen en vrouwen;1;VWO;Totaal herkomstgroepering;Totaal opleidingsvorm;Startjaar 2001;1223.0;16.0;56.0;69.0;74.0;76.0;78.0;80.0;16.0;54.0;66.0;70.0;71.0;73.0;74.0;0.0;2.0;3.0;5.0;5.0;5.0;5.0;10.0;13.0;13.0;15.0;15.0;15.0;16.0;16.0;89.0;85.0;70.0;30.0;16.0;11.0;8.0;6.0;84.0;78.0;64.0;25.0;13.0;9.0;7.0;5.0;5.0;7.0;7.0;5.0;3.0;2.0;2.0;1.0
4327;Totaal mannen en vrouwen;1;VWO;Totaal herkomstgroepering;Totaal opleidingsvorm;Startjaar 2002;1409.0;19.0;57.0;68.0;74.0;77.0;79.0;81.0;19.0;55.0;66.0;70.0;73.0;75.0;76.0;0.0;1.0;3.0;4.0;4.0;5.0;5.0;8.0;11.0;12.0;14.0;14.0;14.0;14.0;15.0;91.0;87.0;69.0;29.0;17.0;11.0;8.0;5.0;87.0;81.0;63.0;25.0;14.0;10.0;7.0;4.0;5.0;6.0;6.0;5.0;3.0;2.0;2.0;1.0
4328;Totaal mannen en vrouwen;1;VWO;Totaal herkomstgroepering;Totaal opleidingsvorm;Startjaar 2003;1421.0;19.0;56.0;69.0;75.0;78.0;81.0;82.0;18.0;54.0;66.0;70.0;73.0;75.0;76.0;0.0;1.0;3.0;5.0;5.0;6.0;6.0;8.0;11.0;13.0;13.0;14.0;14.0;14.0;15.0;91.0;86.0;69.0;31.0;17.0;11.0;7.0;5.0;86.0;80.0;62.0;25.0;13.0;9.0;6.0;4.0;5.0;6.0;7.0;6.0;4.0;3.0;2.0;1.0
4329;Totaal mannen en vrouwen;1;VWO;Totaal herkomstgroepering;Totaal opleidingsvorm;Startjaar 2004;1378.0;14.0;50.0;66.0;74.0;78.0;80.0;82.0;14.0;49.0;64.0;69.0;72.0;74.0;75.0;0.0;1.0;2.0;5.0;6.0;6.0;7.0;8.0;12.0;13.0;14.0;14.0;14.0;15.0;15.0;92.0;86.0;73.0;36.0;20.0;12.0;7.0;4.0;87.0;80.0;66.0;30.0;15.0;9.0;6.0;4.0;5.0;6.0;7.0;6.0;5.0;2.0;1.0;1.0
4330;Totaal mannen en vrouwen;1;VWO;Totaal herkomstgroepering;Totaal opleidingsvorm;Startjaar 2005;1370.0;11.0;47.0;65.0;73.0;77.0;78.0;;11.0;45.0;59.0;65.0;68.0;69.0;;0.0;2.0;5.0;8.0;9.0;9.0;;8.0;11.0;13.0;15.0;15.0;16.0;16.0;16.0;92.0;88.0;75.0;38.0;21.0;12.0;7.0;6.0;85.0;79.0;66.0;31.0;16.0;9.0;6.0;5.0;7.0;9.0;9.0;8.0;5.0;2.0;1.0;1.0
4331;Totaal mannen en vrouwen;1;VWO;Totaal herkomstgroepering;Totaal opleidingsvorm;Startjaar 2006;1413.0;8.0;49.0;67.0;75.0;79.0;;;7.0;46.0;61.0;67.0;70.0;;;0.0;3.0;6.0;8.0;9.0;;;8.0;11.0;11.0;12.0;12.0;13.0;14.0;;92.0;88.0;81.0;39.0;21.0;12.0;7.0;;84.0;79.0;71.0;31.0;16.0;9.0;5.0;;8.0;10.0;10.0;8.0;5.0;3.0;2.0;
4332;Totaal mannen en vrouwen;1;VWO;Totaal herkomstgroepering;Totaal opleidingsvorm;Startjaar 2007;1337.0;6.0;49.0;67.0;75.0;;;;6.0;46.0;62.0;67.0;;;;1.0;2.0;5.0;7.0;;;;8.0;10.0;11.0;12.0;13.0;13.0;;;92.0;90.0;83.0;39.0;20.0;12.0;;;85.0;81.0;74.0;32.0;15.0;10.0;;;7.0;9.0;9.0;7.0;4.0;3.0;;
4333;Totaal mannen en vrouwen;1;VWO;Totaal herkomstgroepering;Totaal opleidingsvorm;Startjaar 2008;1242.0;7.0;51.0;66.0;;;;;6.0;46.0;59.0;;;;;1.0;5.0;7.0;;;;;7.0;9.0;10.0;11.0;11.0;;;;93.0;91.0;83.0;39.0;23.0;;;;84.0;81.0;73.0;33.0;19.0;;;;9.0;10.0;10.0;6.0;4.0;;;
4334;Totaal mannen en vrouwen;1;VWO;Totaal herkomstgroepering;Totaal opleidingsvorm;Startjaar 2009;1487.0;6.0;47.0;;;;;;5.0;43.0;;;;;;1.0;4.0;;;;;;7.0;9.0;10.0;10.0;;;;;93.0;91.0;84.0;43.0;;;;;85.0;80.0;74.0;36.0;;;;;8.0;10.0;10.0;8.0;;;;
4335;Totaal mannen en vrouwen;1;VWO;Totaal herkomstgroepering;Totaal opleidingsvorm;Startjaar 2010;1486.0;7.0;;;;;;;6.0;;;;;;;1.0;;;;;;;7.0;10.0;10.0;;;;;;93.0;90.0;83.0;;;;;;83.0;79.0;72.0;;;;;;10.0;11.0;11.0;;;;;
