ID;Geslacht;Studierichting;Vooropleiding;Herkomstgroepering;Opleidingsvorm;Perioden;TotaalAantalStudenten_1;Na3Jaar_2;Na4Jaar_3;Na5Jaar_4;Na6Jaar_5;Na7Jaar_6;Na8Jaar_7;Na9Jaar_8;Na3Jaar_9;Na4Jaar_10;Na5Jaar_11;Na6Jaar_12;Na7Jaar_13;Na8Jaar_14;Na9Jaar_15;Na3Jaar_16;Na4Jaar_17;Na5Jaar_18;Na6Jaar_19;Na7Jaar_20;Na8Jaar_21;Na9Jaar_22;Na1Jaar_23;Na2Jaar_24;Na3Jaar_25;Na4Jaar_26;Na5Jaar_27;Na6Jaar_28;Na7Jaar_29;Na8Jaar_30;InJaar2_31;InJaar3_32;InJaar4_33;InJaar5_34;InJaar6_35;InJaar7_36;InJaar8_37;InJaar9_38;InJaar2_39;InJaar3_40;InJaar4_41;InJaar5_42;InJaar6_43;InJaar7_44;InJaar8_45;InJaar9_46;InJaar2_47;InJaar3_48;InJaar4_49;InJaar5_50;InJaar6_51;InJaar7_52;InJaar8_53;InJaar9_54
4336;Totaal mannen en vrouwen;1;VWO;Totaal herkomstgroepering;Totaal opleidingsvorm;Startjaar 2011;1435.0;;;;;;;;;;;;;;;;;;;;;;7.0;9.0;;;;;;;93.0;91.0;;;;;;;83.0;78.0;;;;;;;10.0;12.0;;;;;;
4337;Totaal mannen en vrouwen;1;VWO;Totaal herkomstgroepering;Totaal opleidingsvorm;Startjaar 2012;1290.0;;;;;;;;;;;;;;;;;;;;;;6.0;;;;;;;;93.0;;;;;;;;83.0;;;;;;;;11.0;;;;;;;
4338;Totaal mannen en vrouwen;1;VWO;Totaal herkomstgroepering;Voltijd;Startjaar 1995;1310.0;2.0;52.0;67.0;74.0;78.0;80.0;81.0;2.0;51.0;66.0;72.0;74.0;75.0;76.0;0.0;0.0;1.0;2.0;4.0;5.0;5.0;8.0;11.0;13.0;14.0;15.0;15.0;16.0;16.0;92.0;89.0;86.0;34.0;18.0;11.0;6.0;4.0;87.0;83.0;80.0;29.0;13.0;7.0;4.0;2.0;5.0;6.0;6.0;6.0;5.0;4.0;2.0;2.0
4339;Totaal mannen en vrouwen;1;VWO;Totaal herkomstgroepering;Voltijd;Startjaar 1996;1348.0;3.0;54.0;69.0;76.0;80.0;82.0;83.0;3.0;54.0;68.0;74.0;75.0;77.0;78.0;0.0;0.0;1.0;2.0;4.0;5.0;5.0;7.0;10.0;11.0;13.0;13.0;13.0;13.0;13.0;93.0;90.0;85.0;33.0;18.0;11.0;8.0;5.0;87.0;83.0;78.0;26.0;12.0;6.0;5.0;3.0;6.0;7.0;7.0;7.0;6.0;4.0;3.0;2.0
4340;Totaal mannen en vrouwen;1;VWO;Totaal herkomstgroepering;Voltijd;Startjaar 1997;1188.0;7.0;56.0;70.0;77.0;81.0;83.0;85.0;7.0;56.0;70.0;75.0;78.0;79.0;79.0;0.0;0.0;0.0;2.0;4.0;5.0;5.0;7.0;8.0;10.0;11.0;11.0;11.0;11.0;11.0;93.0;92.0;83.0;33.0;18.0;13.0;8.0;5.0;87.0;85.0;76.0;26.0;12.0;8.0;5.0;4.0;5.0;7.0;7.0;7.0;6.0;5.0;3.0;2.0
4341;Totaal mannen en vrouwen;1;VWO;Totaal herkomstgroepering;Voltijd;Startjaar 1998;1108.0;14.0;59.0;71.0;78.0;83.0;85.0;87.0;14.0;58.0;70.0;75.0;78.0;79.0;80.0;0.0;0.0;0.0;2.0;5.0;6.0;7.0;7.0;9.0;10.0;9.0;10.0;10.0;10.0;10.0;92.0;90.0;76.0;32.0;19.0;12.0;6.0;5.0;87.0;83.0;68.0;24.0;12.0;7.0;4.0;3.0;5.0;7.0;8.0;8.0;7.0;5.0;2.0;2.0
4342;Totaal mannen en vrouwen;1;VWO;Totaal herkomstgroepering;Voltijd;Startjaar 1999;1145.0;12.0;61.0;73.0;80.0;84.0;86.0;88.0;12.0;61.0;73.0;78.0;80.0;81.0;82.0;0.0;0.0;1.0;3.0;4.0;5.0;6.0;6.0;8.0;9.0;10.0;9.0;10.0;10.0;10.0;94.0;92.0;79.0;29.0;17.0;10.0;6.0;4.0;88.0;86.0;72.0;23.0;11.0;6.0;4.0;3.0;6.0;6.0;6.0;7.0;6.0;4.0;3.0;1.0
4343;Totaal mannen en vrouwen;1;VWO;Totaal herkomstgroepering;Voltijd;Startjaar 2000;1081.0;15.0;58.0;70.0;77.0;80.0;82.0;84.0;15.0;58.0;68.0;73.0;75.0;77.0;78.0;0.0;0.0;2.0;4.0;5.0;5.0;6.0;8.0;10.0;9.0;10.0;11.0;11.0;11.0;12.0;92.0;89.0;75.0;32.0;20.0;12.0;9.0;6.0;86.0;81.0;68.0;25.0;14.0;9.0;6.0;5.0;6.0;7.0;7.0;7.0;5.0;3.0;2.0;1.0
4344;Totaal mannen en vrouwen;1;VWO;Totaal herkomstgroepering;Voltijd;Startjaar 2001;1030.0;14.0;57.0;72.0;77.0;79.0;82.0;83.0;14.0;55.0;68.0;72.0;74.0;76.0;77.0;0.0;2.0;4.0;5.0;6.0;6.0;6.0;8.0;10.0;10.0;11.0;11.0;11.0;12.0;12.0;92.0;89.0;76.0;32.0;17.0;12.0;8.0;6.0;86.0;82.0;68.0;26.0;13.0;9.0;7.0;5.0;6.0;8.0;8.0;5.0;4.0;2.0;2.0;1.0
4345;Totaal mannen en vrouwen;1;VWO;Totaal herkomstgroepering;Voltijd;Startjaar 2002;1121.0;15.0;58.0;71.0;77.0;81.0;83.0;85.0;15.0;56.0;68.0;72.0;76.0;78.0;79.0;0.0;1.0;3.0;5.0;5.0;6.0;6.0;6.0;8.0;8.0;10.0;10.0;10.0;10.0;11.0;94.0;91.0;76.0;33.0;19.0;13.0;9.0;6.0;88.0;84.0;69.0;27.0;15.0;10.0;7.0;4.0;6.0;7.0;7.0;6.0;4.0;2.0;2.0;1.0
4346;Totaal mannen en vrouwen;1;VWO;Totaal herkomstgroepering;Voltijd;Startjaar 2003;1188.0;16.0;57.0;72.0;79.0;82.0;85.0;86.0;16.0;55.0;69.0;73.0;76.0;78.0;80.0;0.0;1.0;4.0;5.0;6.0;6.0;7.0;6.0;8.0;9.0;9.0;10.0;10.0;11.0;11.0;94.0;91.0;75.0;34.0;18.0;12.0;7.0;4.0;88.0;84.0;68.0;27.0;14.0;9.0;6.0;3.0;5.0;7.0;7.0;7.0;4.0;3.0;2.0;1.0
4347;Totaal mannen en vrouwen;1;VWO;Totaal herkomstgroepering;Voltijd;Startjaar 2004;1193.0;13.0;52.0;70.0;79.0;83.0;85.0;86.0;13.0;51.0;67.0;73.0;76.0;78.0;79.0;0.0;1.0;3.0;5.0;7.0;7.0;7.0;6.0;8.0;8.0;9.0;9.0;10.0;10.0;11.0;94.0;91.0;79.0;38.0;21.0;12.0;7.0;4.0;89.0;84.0;71.0;32.0;15.0;9.0;6.0;4.0;5.0;7.0;8.0;7.0;5.0;3.0;1.0;1.0
4348;Totaal mannen en vrouwen;1;VWO;Totaal herkomstgroepering;Voltijd;Startjaar 2005;1231.0;10.0;48.0;66.0;75.0;79.0;80.0;;10.0;45.0;61.0;67.0;70.0;71.0;;0.0;2.0;6.0;8.0;9.0;10.0;;7.0;9.0;11.0;12.0;13.0;13.0;14.0;14.0;93.0;91.0;79.0;40.0;21.0;13.0;7.0;6.0;86.0;81.0;69.0;32.0;16.0;10.0;6.0;5.0;7.0;10.0;10.0;8.0;5.0;3.0;1.0;1.0
4349;Totaal mannen en vrouwen;1;VWO;Totaal herkomstgroepering;Voltijd;Startjaar 2006;1281.0;6.0;51.0;69.0;78.0;82.0;;;6.0;48.0;63.0;69.0;73.0;;;0.0;3.0;6.0;9.0;9.0;;;7.0;9.0;9.0;9.0;9.0;10.0;11.0;;93.0;91.0;85.0;40.0;22.0;12.0;7.0;;85.0;81.0;75.0;32.0;16.0;9.0;5.0;;8.0;10.0;11.0;8.0;5.0;3.0;2.0;
4350;Totaal mannen en vrouwen;1;VWO;Totaal herkomstgroepering;Voltijd;Startjaar 2007;1248.0;5.0;50.0;69.0;77.0;;;;5.0;47.0;63.0;69.0;;;;0.0;2.0;6.0;7.0;;;;6.0;9.0;9.0;10.0;11.0;11.0;;;93.0;91.0;86.0;40.0;20.0;12.0;;;86.0;82.0;76.0;32.0;15.0;10.0;;;8.0;9.0;10.0;8.0;4.0;3.0;;
4351;Totaal mannen en vrouwen;1;VWO;Totaal herkomstgroepering;Voltijd;Startjaar 2008;1177.0;7.0;52.0;68.0;;;;;6.0;47.0;61.0;;;;;1.0;5.0;7.0;;;;;7.0;8.0;9.0;9.0;10.0;;;;93.0;92.0;84.0;39.0;22.0;;;;85.0;82.0;74.0;33.0;18.0;;;;9.0;10.0;10.0;6.0;4.0;;;
4352;Totaal mannen en vrouwen;1;VWO;Totaal herkomstgroepering;Voltijd;Startjaar 2009;1399.0;6.0;48.0;;;;;;5.0;44.0;;;;;;1.0;4.0;;;;;;6.0;8.0;8.0;9.0;;;;;94.0;92.0;86.0;44.0;;;;;86.0;82.0;76.0;36.0;;;;;9.0;11.0;10.0;8.0;;;;
4353;Totaal mannen en vrouwen;1;VWO;Totaal herkomstgroepering;Voltijd;Startjaar 2010;1395.0;7.0;;;;;;;5.0;;;;;;;1.0;;;;;;;6.0;8.0;8.0;;;;;;94.0;92.0;85.0;;;;;;84.0;80.0;73.0;;;;;;10.0;12.0;12.0;;;;;
4354;Totaal mannen en vrouwen;1;VWO;Totaal herkomstgroepering;Voltijd;Startjaar 2011;1354.0;;;;;;;;;;;;;;;;;;;;;;6.0;8.0;;;;;;;94.0;92.0;;;;;;;83.0;79.0;;;;;;;10.0;13.0;;;;;;
4355;Totaal mannen en vrouwen;1;VWO;Totaal herkomstgroepering;Voltijd;Startjaar 2012;1223.0;;;;;;;;;;;;;;;;;;;;;;6.0;;;;;;;;94.0;;;;;;;;83.0;;;;;;;;11.0;;;;;;;
4356;Totaal mannen en vrouwen;1;VWO;Totaal herkomstgroepering;Deeltijd;Startjaar 1995;113.0;16.0;38.0;42.0;50.0;55.0;55.0;55.0;16.0;38.0;42.0;50.0;53.0;53.0;53.0;0.0;0.0;0.0;1.0;2.0;2.0;2.0;17.0;33.0;35.0;40.0;42.0;38.0;39.0;38.0;81.0;59.0;49.0;22.0;15.0;12.0;6.0;7.0;81.0;57.0;47.0;20.0;14.0;10.0;5.0;7.0;0.0;3.0;2.0;2.0;1.0;2.0;1.0;0.0
4357;Totaal mannen en vrouwen;1;VWO;Totaal herkomstgroepering;Deeltijd;Startjaar 1996;76.0;11.0;37.0;47.0;51.0;54.0;57.0;58.0;11.0;37.0;47.0;51.0;54.0;57.0;58.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;22.0;32.0;36.0;37.0;39.0;37.0;36.0;37.0;75.0;64.0;54.0;26.0;13.0;12.0;11.0;7.0;75.0;64.0;54.0;26.0;13.0;12.0;11.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4358;Totaal mannen en vrouwen;1;VWO;Totaal herkomstgroepering;Deeltijd;Startjaar 1997;86.0;14.0;30.0;37.0;40.0;44.0;45.0;47.0;13.0;29.0;36.0;38.0;41.0;42.0;43.0;1.0;1.0;1.0;1.0;3.0;3.0;3.0;22.0;35.0;38.0;40.0;40.0;43.0;44.0;49.0;77.0;60.0;48.0;30.0;23.0;17.0;12.0;6.0;73.0;56.0;42.0;24.0;17.0;12.0;9.0;5.0;3.0;5.0;6.0;6.0;6.0;6.0;2.0;1.0
4359;Totaal mannen en vrouwen;1;VWO;Totaal herkomstgroepering;Deeltijd;Startjaar 1998;109.0;30.0;50.0;59.0;64.0;65.0;66.0;67.0;30.0;50.0;58.0;63.0;64.0;65.0;66.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;17.0;20.0;23.0;27.0;26.0;28.0;29.0;29.0;83.0;65.0;47.0;23.0;16.0;8.0;6.0;5.0;81.0;64.0;45.0;22.0;15.0;8.0;6.0;5.0;2.0;1.0;2.0;1.0;1.0;0.0;0.0;0.0
4360;Totaal mannen en vrouwen;1;VWO;Totaal herkomstgroepering;Deeltijd;Startjaar 1999;193.0;21.0;42.0;52.0;56.0;58.0;60.0;61.0;21.0;42.0;52.0;55.0;56.0;59.0;59.0;0.0;0.0;1.0;1.0;2.0;2.0;2.0;23.0;30.0;33.0;34.0;33.0;34.0;34.0;35.0;76.0;65.0;47.0;23.0;15.0;9.0;8.0;5.0;75.0;63.0;45.0;21.0;13.0;8.0;8.0;5.0;1.0;2.0;2.0;3.0;2.0;2.0;1.0;0.0
4361;Totaal mannen en vrouwen;1;VWO;Totaal herkomstgroepering;Deeltijd;Startjaar 2000;207.0;24.0;44.0;54.0;56.0;57.0;59.0;60.0;24.0;44.0;53.0;55.0;57.0;58.0;59.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;20.0;29.0;31.0;34.0;34.0;36.0;36.0;37.0;77.0;65.0;45.0;22.0;12.0;9.0;6.0;4.0;76.0;64.0;44.0;22.0;12.0;8.0;6.0;4.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0
4362;Totaal mannen en vrouwen;1;VWO;Totaal herkomstgroepering;Deeltijd;Startjaar 2001;193.0;27.0;47.0;55.0;58.0;58.0;60.0;61.0;27.0;47.0;54.0;56.0;56.0;59.0;59.0;0.0;1.0;1.0;2.0;2.0;2.0;2.0;23.0;27.0;31.0;34.0;35.0;36.0;36.0;36.0;75.0;63.0;42.0;19.0;10.0;6.0;6.0;4.0;74.0;62.0;40.0;18.0;9.0;6.0;6.0;3.0;1.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0
4363;Totaal mannen en vrouwen;1;VWO;Totaal herkomstgroepering;Deeltijd;Startjaar 2002;288.0;33.0;52.0;58.0;61.0;62.0;64.0;64.0;32.0;51.0;57.0;61.0;61.0;63.0;63.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;17.0;22.0;28.0;32.0;32.0;31.0;32.0;32.0;82.0;69.0;40.0;17.0;10.0;7.0;6.0;4.0;81.0;68.0;39.0;16.0;10.0;6.0;5.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
4364;Totaal mannen en vrouwen;1;VWO;Totaal herkomstgroepering;Deeltijd;Startjaar 2003;233.0;32.0;49.0;54.0;57.0;59.0;60.0;62.0;30.0;47.0;52.0;55.0;57.0;58.0;59.0;2.0;2.0;2.0;2.0;2.0;3.0;3.0;20.0;28.0;31.0;33.0;34.0;34.0;34.0;33.0;79.0;61.0;37.0;18.0;12.0;9.0;7.0;6.0;76.0;58.0;34.0;15.0;11.0;7.0;6.0;6.0;3.0;3.0;3.0;3.0;2.0;1.0;1.0;0.0
4365;Totaal mannen en vrouwen;1;VWO;Totaal herkomstgroepering;Deeltijd;Startjaar 2004;185.0;25.0;35.0;42.0;44.0;48.0;50.0;51.0;24.0;34.0;41.0;43.0;47.0;49.0;49.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0;22.0;34.0;39.0;43.0;43.0;44.0;45.0;45.0;77.0;56.0;36.0;23.0;16.0;12.0;7.0;4.0;72.0;53.0;35.0;21.0;14.0;11.0;6.0;4.0;4.0;3.0;2.0;2.0;2.0;1.0;1.0;1.0
4366;Totaal mannen en vrouwen;1;VWO;Totaal herkomstgroepering;Deeltijd;Startjaar 2005;139.0;24.0;44.0;50.0;55.0;58.0;58.0;;22.0;41.0;47.0;51.0;54.0;54.0;;3.0;3.0;3.0;4.0;4.0;4.0;;23.0;30.0;32.0;34.0;35.0;39.0;37.0;38.0;77.0;66.0;43.0;22.0;14.0;6.0;4.0;4.0;74.0;63.0;42.0;20.0;12.0;6.0;4.0;4.0;3.0;3.0;1.0;2.0;2.0;1.0;0.0;0.0
4367;Totaal mannen en vrouwen;1;VWO;Totaal herkomstgroepering;Deeltijd;Startjaar 2006;132.0;23.0;36.0;42.0;48.0;53.0;;;21.0;32.0;37.0;42.0;47.0;;;2.0;4.0;5.0;6.0;6.0;;;27.0;30.0;33.0;35.0;38.0;39.0;41.0;;73.0;62.0;44.0;30.0;20.0;12.0;6.0;;67.0;55.0;38.0;25.0;17.0;11.0;5.0;;5.0;7.0;6.0;5.0;2.0;1.0;1.0;
4368;Totaal mannen en vrouwen;1;VWO;Totaal herkomstgroepering;Deeltijd;Startjaar 2007;89.0;19.0;31.0;43.0;47.0;;;;15.0;28.0;39.0;44.0;;;;4.0;3.0;3.0;3.0;;;;24.0;26.0;37.0;38.0;40.0;42.0;;;76.0;69.0;44.0;30.0;17.0;11.0;;;72.0;64.0;43.0;28.0;15.0;9.0;;;4.0;4.0;1.0;2.0;2.0;2.0;;
4369;Totaal mannen en vrouwen;1;VWO;Totaal herkomstgroepering;Deeltijd;Startjaar 2008;65.0;11.0;34.0;37.0;;;;;5.0;26.0;29.0;;;;;6.0;8.0;8.0;;;;;18.0;23.0;26.0;31.0;32.0;;;;82.0;74.0;63.0;35.0;31.0;;;;71.0;66.0;60.0;34.0;29.0;;;;11.0;8.0;3.0;2.0;2.0;;;
4370;Totaal mannen en vrouwen;1;VWO;Totaal herkomstgroepering;Deeltijd;Startjaar 2009;88.0;18.0;34.0;;;;;;16.0;32.0;;;;;;2.0;2.0;;;;;;28.0;31.0;32.0;31.0;;;;;72.0;60.0;50.0;35.0;;;;;67.0;56.0;48.0;32.0;;;;;5.0;5.0;2.0;3.0;;;;
4371;Totaal mannen en vrouwen;1;VWO;Totaal herkomstgroepering;Deeltijd;Startjaar 2010;91.0;11.0;;;;;;;10.0;;;;;;;1.0;;;;;;;25.0;37.0;42.0;;;;;;75.0;55.0;47.0;;;;;;70.0;54.0;46.0;;;;;;4.0;1.0;1.0;;;;;
4372;Totaal mannen en vrouwen;1;VWO;Totaal herkomstgroepering;Deeltijd;Startjaar 2011;81.0;;;;;;;;;;;;;;;;;;;;;;15.0;20.0;;;;;;;84.0;74.0;;;;;;;81.0;72.0;;;;;;;2.0;2.0;;;;;;
4373;Totaal mannen en vrouwen;1;VWO;Totaal herkomstgroepering;Deeltijd;Startjaar 2012;67.0;;;;;;;;;;;;;;;;;;;;;;18.0;;;;;;;;79.0;;;;;;;;78.0;;;;;;;;1.0;;;;;;;
4374;Totaal mannen en vrouwen;1;VWO;Autochtoon;Totaal opleidingsvorm;Startjaar 1995;1276.0;3.0;52.0;67.0;74.0;78.0;80.0;81.0;3.0;52.0;66.0;72.0;74.0;75.0;76.0;0.0;0.0;1.0;2.0;4.0;4.0;5.0;8.0;12.0;13.0;15.0;16.0;16.0;16.0;16.0;91.0;87.0;84.0;33.0;17.0;10.0;5.0;4.0;87.0;82.0;78.0;28.0;12.0;7.0;3.0;3.0;5.0;6.0;5.0;5.0;5.0;4.0;2.0;1.0
4375;Totaal mannen en vrouwen;1;VWO;Autochtoon;Totaal opleidingsvorm;Startjaar 1996;1292.0;3.0;55.0;69.0;76.0;79.0;82.0;83.0;3.0;55.0;68.0;74.0;76.0;77.0;78.0;0.0;0.0;1.0;2.0;4.0;5.0;5.0;7.0;10.0;12.0;13.0;14.0;13.0;13.0;13.0;92.0;89.0;85.0;32.0;17.0;11.0;8.0;5.0;87.0;83.0;78.0;26.0;12.0;7.0;5.0;3.0;6.0;7.0;7.0;6.0;6.0;4.0;3.0;2.0
4376;Totaal mannen en vrouwen;1;VWO;Autochtoon;Totaal opleidingsvorm;Startjaar 1997;1141.0;7.0;56.0;70.0;75.0;80.0;82.0;83.0;7.0;56.0;69.0;74.0;76.0;77.0;78.0;0.0;0.0;1.0;2.0;4.0;5.0;5.0;8.0;9.0;12.0;12.0;13.0;12.0;12.0;13.0;92.0;90.0;81.0;32.0;18.0;12.0;8.0;5.0;87.0;84.0;74.0;25.0;12.0;8.0;5.0;4.0;5.0;7.0;6.0;7.0;6.0;5.0;3.0;1.0
4377;Totaal mannen en vrouwen;1;VWO;Autochtoon;Totaal opleidingsvorm;Startjaar 1998;1109.0;16.0;59.0;71.0;78.0;83.0;85.0;86.0;16.0;59.0;71.0;76.0;78.0;79.0;80.0;0.0;0.0;0.0;2.0;5.0;6.0;6.0;8.0;9.0;10.0;10.0;10.0;11.0;11.0;10.0;92.0;89.0;74.0;31.0;18.0;11.0;6.0;5.0;88.0;82.0;67.0;24.0;12.0;7.0;4.0;3.0;4.0;7.0;7.0;7.0;6.0;5.0;2.0;1.0
4378;Totaal mannen en vrouwen;1;VWO;Autochtoon;Totaal opleidingsvorm;Startjaar 1999;1215.0;14.0;60.0;71.0;78.0;81.0;83.0;84.0;14.0;59.0;71.0;75.0;77.0;79.0;80.0;0.0;0.0;1.0;2.0;3.0;4.0;5.0;8.0;10.0;12.0;13.0;13.0;13.0;13.0;13.0;92.0;89.0;74.0;27.0;16.0;10.0;7.0;4.0;87.0;83.0;69.0;22.0;11.0;6.0;4.0;3.0;5.0;5.0;5.0;6.0;5.0;4.0;2.0;1.0
4379;Totaal mannen en vrouwen;1;VWO;Autochtoon;Totaal opleidingsvorm;Startjaar 2000;1122.0;17.0;58.0;69.0;75.0;79.0;80.0;82.0;17.0;57.0;67.0;72.0;74.0;76.0;77.0;0.0;0.0;2.0;3.0;4.0;5.0;5.0;9.0;12.0;11.0;12.0;13.0;13.0;13.0;14.0;90.0;87.0;72.0;30.0;18.0;12.0;8.0;6.0;85.0;80.0;65.0;24.0;14.0;9.0;6.0;4.0;6.0;7.0;6.0;6.0;4.0;3.0;2.0;1.0
4380;Totaal mannen en vrouwen;1;VWO;Autochtoon;Totaal opleidingsvorm;Startjaar 2001;1086.0;16.0;57.0;70.0;75.0;77.0;80.0;81.0;16.0;56.0;67.0;71.0;72.0;75.0;76.0;0.0;2.0;3.0;4.0;5.0;5.0;5.0;10.0;12.0;13.0;14.0;14.0;14.0;15.0;15.0;90.0;86.0;71.0;29.0;16.0;11.0;8.0;6.0;85.0;80.0;65.0;24.0;13.0;9.0;7.0;5.0;5.0;6.0;6.0;5.0;3.0;2.0;1.0;1.0
4381;Totaal mannen en vrouwen;1;VWO;Autochtoon;Totaal opleidingsvorm;Startjaar 2002;1250.0;20.0;59.0;71.0;76.0;79.0;81.0;83.0;20.0;58.0;68.0;72.0;75.0;77.0;78.0;0.0;1.0;3.0;4.0;5.0;5.0;5.0;8.0;10.0;11.0;13.0;13.0;13.0;13.0;14.0;92.0;88.0;69.0;28.0;16.0;11.0;8.0;5.0;87.0;82.0;63.0;24.0;13.0;9.0;6.0;4.0;5.0;6.0;6.0;5.0;3.0;2.0;2.0;1.0
4382;Totaal mannen en vrouwen;1;VWO;Autochtoon;Totaal opleidingsvorm;Startjaar 2003;1290.0;19.0;57.0;71.0;77.0;80.0;82.0;84.0;19.0;56.0;68.0;73.0;75.0;77.0;78.0;0.0;1.0;3.0;4.0;5.0;5.0;5.0;8.0;10.0;11.0;12.0;13.0;13.0;13.0;14.0;92.0;87.0;70.0;31.0;17.0;10.0;6.0;4.0;87.0;81.0;63.0;25.0;13.0;8.0;5.0;3.0;4.0;6.0;6.0;5.0;4.0;2.0;1.0;1.0
4383;Totaal mannen en vrouwen;1;VWO;Autochtoon;Totaal opleidingsvorm;Startjaar 2004;1245.0;14.0;51.0;68.0;75.0;79.0;81.0;83.0;14.0;50.0;65.0;70.0;73.0;75.0;76.0;0.0;1.0;2.0;4.0;6.0;6.0;6.0;8.0;11.0;12.0;13.0;13.0;14.0;14.0;15.0;92.0;87.0;74.0;36.0;20.0;11.0;7.0;4.0;88.0;81.0;67.0;31.0;15.0;9.0;6.0;4.0;4.0;6.0;7.0;6.0;4.0;2.0;1.0;1.0
4384;Totaal mannen en vrouwen;1;VWO;Autochtoon;Totaal opleidingsvorm;Startjaar 2005;1238.0;12.0;49.0;67.0;75.0;78.0;80.0;;11.0;47.0;61.0;67.0;70.0;71.0;;0.0;2.0;5.0;8.0;9.0;9.0;;7.0;10.0;12.0;13.0;14.0;14.0;15.0;15.0;93.0;90.0;76.0;38.0;20.0;11.0;7.0;6.0;86.0;81.0;67.0;30.0;15.0;9.0;6.0;5.0;7.0;9.0;9.0;8.0;5.0;2.0;1.0;1.0
4385;Totaal mannen en vrouwen;1;VWO;Autochtoon;Totaal opleidingsvorm;Startjaar 2006;1272.0;8.0;50.0;68.0;77.0;81.0;;;8.0;47.0;62.0;68.0;72.0;;;1.0;3.0;6.0;8.0;9.0;;;8.0;10.0;10.0;11.0;11.0;12.0;13.0;;92.0;89.0;82.0;39.0;21.0;12.0;7.0;;85.0;80.0;72.0;31.0;17.0;9.0;5.0;;7.0;9.0;10.0;8.0;5.0;2.0;1.0;
4386;Totaal mannen en vrouwen;1;VWO;Autochtoon;Totaal opleidingsvorm;Startjaar 2007;1207.0;6.0;49.0;68.0;76.0;;;;5.0;47.0;63.0;68.0;;;;0.0;2.0;5.0;7.0;;;;8.0;10.0;11.0;12.0;12.0;12.0;;;92.0;90.0;84.0;39.0;20.0;12.0;;;85.0;81.0;74.0;31.0;15.0;9.0;;;7.0;9.0;10.0;8.0;5.0;3.0;;
4387;Totaal mannen en vrouwen;1;VWO;Autochtoon;Totaal opleidingsvorm;Startjaar 2008;1127.0;8.0;52.0;67.0;;;;;6.0;47.0;61.0;;;;;1.0;5.0;7.0;;;;;6.0;8.0;9.0;10.0;11.0;;;;94.0;92.0;83.0;38.0;22.0;;;;85.0;82.0;74.0;33.0;19.0;;;;8.0;10.0;9.0;5.0;3.0;;;
4388;Totaal mannen en vrouwen;1;VWO;Autochtoon;Totaal opleidingsvorm;Startjaar 2009;1338.0;6.0;48.0;;;;;;6.0;45.0;;;;;;1.0;4.0;;;;;;6.0;8.0;9.0;9.0;;;;;94.0;91.0;85.0;42.0;;;;;86.0;81.0;75.0;35.0;;;;;8.0;10.0;9.0;7.0;;;;
4389;Totaal mannen en vrouwen;1;VWO;Autochtoon;Totaal opleidingsvorm;Startjaar 2010;1343.0;7.0;;;;;;;6.0;;;;;;;1.0;;;;;;;6.0;9.0;10.0;;;;;;94.0;91.0;83.0;;;;;;84.0;79.0;72.0;;;;;;10.0;11.0;11.0;;;;;
4390;Totaal mannen en vrouwen;1;VWO;Autochtoon;Totaal opleidingsvorm;Startjaar 2011;1319.0;;;;;;;;;;;;;;;;;;;;;;6.0;8.0;;;;;;;94.0;91.0;;;;;;;84.0;79.0;;;;;;;10.0;12.0;;;;;;
4391;Totaal mannen en vrouwen;1;VWO;Autochtoon;Totaal opleidingsvorm;Startjaar 2012;1185.0;;;;;;;;;;;;;;;;;;;;;;6.0;;;;;;;;94.0;;;;;;;;84.0;;;;;;;;10.0;;;;;;;
4392;Totaal mannen en vrouwen;1;VWO;Autochtoon;Voltijd;Startjaar 1995;1183.0;2.0;53.0;69.0;76.0;80.0;81.0;83.0;2.0;53.0;68.0;73.0;76.0;77.0;78.0;0.0;0.0;1.0;2.0;4.0;5.0;5.0;8.0;10.0;12.0;13.0;14.0;15.0;15.0;15.0;92.0;89.0;86.0;34.0;17.0;10.0;5.0;3.0;87.0;84.0;81.0;28.0;12.0;6.0;3.0;2.0;5.0;6.0;6.0;5.0;5.0;4.0;2.0;1.0
4393;Totaal mannen en vrouwen;1;VWO;Autochtoon;Voltijd;Startjaar 1996;1227.0;3.0;55.0;70.0;77.0;81.0;83.0;84.0;3.0;55.0;69.0;75.0;77.0;78.0;79.0;0.0;0.0;1.0;2.0;4.0;5.0;5.0;7.0;9.0;11.0;12.0;12.0;12.0;12.0;12.0;93.0;91.0;86.0;33.0;18.0;11.0;7.0;5.0;87.0;84.0;79.0;26.0;12.0;6.0;5.0;3.0;6.0;7.0;7.0;7.0;6.0;4.0;3.0;2.0
