ID;Sex;Age;MaritalStatus;CaribbeanNetherlands;Periods;PopulationOnJanuary1st_1
4821;Total male and female;16 years;Never married;Caribbean Netherlands;2016;271.0
4822;Total male and female;16 years;Never married;Caribbean Netherlands;2017;296.0
4823;Total male and female;16 years;Never married;Caribbean Netherlands;2018;304.0
4824;Total male and female;16 years;Never married;Caribbean Netherlands;2019;308.0
4825;Total male and female;16 years;Never married;Caribbean Netherlands;2020;266.0
4826;Total male and female;16 years;Never married;Caribbean Netherlands;2021;278.0
4827;Total male and female;16 years;Never married;Caribbean Netherlands;2022;308.0
4828;Total male and female;16 years;Never married;Caribbean Netherlands;2023;324.0
4829;Total male and female;16 years;Never married;Caribbean Netherlands;2024;322.0
4830;Total male and female;16 years;Never married;Bonaire;2011;199.0
4831;Total male and female;16 years;Never married;Bonaire;2012;222.0
4832;Total male and female;16 years;Never married;Bonaire;2013;214.0
4833;Total male and female;16 years;Never married;Bonaire;2014;218.0
4834;Total male and female;16 years;Never married;Bonaire;2015;216.0
4835;Total male and female;16 years;Never married;Bonaire;2016;214.0
4836;Total male and female;16 years;Never married;Bonaire;2017;242.0
4837;Total male and female;16 years;Never married;Bonaire;2018;237.0
4838;Total male and female;16 years;Never married;Bonaire;2019;246.0
4839;Total male and female;16 years;Never married;Bonaire;2020;209.0
4840;Total male and female;16 years;Never married;Bonaire;2021;218.0
4841;Total male and female;16 years;Never married;Bonaire;2022;242.0
4842;Total male and female;16 years;Never married;Bonaire;2023;259.0
4843;Total male and female;16 years;Never married;Bonaire;2024;257.0
4844;Total male and female;16 years;Never married;St. Eustatius;2011;35.0
4845;Total male and female;16 years;Never married;St. Eustatius;2012;58.0
4846;Total male and female;16 years;Never married;St. Eustatius;2013;49.0
4847;Total male and female;16 years;Never married;St. Eustatius;2014;52.0
4848;Total male and female;16 years;Never married;St. Eustatius;2015;49.0
4849;Total male and female;16 years;Never married;St. Eustatius;2016;43.0
4850;Total male and female;16 years;Never married;St. Eustatius;2017;39.0
4851;Total male and female;16 years;Never married;St. Eustatius;2018;49.0
4852;Total male and female;16 years;Never married;St. Eustatius;2019;40.0
4853;Total male and female;16 years;Never married;St. Eustatius;2020;43.0
4854;Total male and female;16 years;Never married;St. Eustatius;2021;40.0
4855;Total male and female;16 years;Never married;St. Eustatius;2022;45.0
4856;Total male and female;16 years;Never married;St. Eustatius;2023;41.0
4857;Total male and female;16 years;Never married;St. Eustatius;2024;46.0
4858;Total male and female;16 years;Never married;Saba;2011;18.0
4859;Total male and female;16 years;Never married;Saba;2012;14.0
4860;Total male and female;16 years;Never married;Saba;2013;21.0
4861;Total male and female;16 years;Never married;Saba;2014;20.0
4862;Total male and female;16 years;Never married;Saba;2015;13.0
4863;Total male and female;16 years;Never married;Saba;2016;14.0
4864;Total male and female;16 years;Never married;Saba;2017;15.0
4865;Total male and female;16 years;Never married;Saba;2018;18.0
4866;Total male and female;16 years;Never married;Saba;2019;22.0
4867;Total male and female;16 years;Never married;Saba;2020;14.0
4868;Total male and female;16 years;Never married;Saba;2021;20.0
4869;Total male and female;16 years;Never married;Saba;2022;21.0
4870;Total male and female;16 years;Never married;Saba;2023;24.0
4871;Total male and female;16 years;Never married;Saba;2024;19.0
4872;Total male and female;16 years;Married;Caribbean Netherlands;2011;0.0
4873;Total male and female;16 years;Married;Caribbean Netherlands;2012;0.0
4874;Total male and female;16 years;Married;Caribbean Netherlands;2013;0.0
4875;Total male and female;16 years;Married;Caribbean Netherlands;2014;0.0
4876;Total male and female;16 years;Married;Caribbean Netherlands;2015;0.0
4877;Total male and female;16 years;Married;Caribbean Netherlands;2016;0.0
4878;Total male and female;16 years;Married;Caribbean Netherlands;2017;0.0
4879;Total male and female;16 years;Married;Caribbean Netherlands;2018;0.0
4880;Total male and female;16 years;Married;Caribbean Netherlands;2019;0.0
4881;Total male and female;16 years;Married;Caribbean Netherlands;2020;0.0
4882;Total male and female;16 years;Married;Caribbean Netherlands;2021;0.0
4883;Total male and female;16 years;Married;Caribbean Netherlands;2022;0.0
4884;Total male and female;16 years;Married;Caribbean Netherlands;2023;0.0
4885;Total male and female;16 years;Married;Caribbean Netherlands;2024;0.0
4886;Total male and female;16 years;Married;Bonaire;2011;0.0
4887;Total male and female;16 years;Married;Bonaire;2012;0.0
4888;Total male and female;16 years;Married;Bonaire;2013;0.0
4889;Total male and female;16 years;Married;Bonaire;2014;0.0
4890;Total male and female;16 years;Married;Bonaire;2015;0.0
4891;Total male and female;16 years;Married;Bonaire;2016;0.0
4892;Total male and female;16 years;Married;Bonaire;2017;0.0
4893;Total male and female;16 years;Married;Bonaire;2018;0.0
4894;Total male and female;16 years;Married;Bonaire;2019;0.0
4895;Total male and female;16 years;Married;Bonaire;2020;0.0
4896;Total male and female;16 years;Married;Bonaire;2021;0.0
4897;Total male and female;16 years;Married;Bonaire;2022;0.0
4898;Total male and female;16 years;Married;Bonaire;2023;0.0
4899;Total male and female;16 years;Married;Bonaire;2024;0.0
4900;Total male and female;16 years;Married;St. Eustatius;2011;0.0
4901;Total male and female;16 years;Married;St. Eustatius;2012;0.0
4902;Total male and female;16 years;Married;St. Eustatius;2013;0.0
4903;Total male and female;16 years;Married;St. Eustatius;2014;0.0
4904;Total male and female;16 years;Married;St. Eustatius;2015;0.0
4905;Total male and female;16 years;Married;St. Eustatius;2016;0.0
4906;Total male and female;16 years;Married;St. Eustatius;2017;0.0
4907;Total male and female;16 years;Married;St. Eustatius;2018;0.0
4908;Total male and female;16 years;Married;St. Eustatius;2019;0.0
4909;Total male and female;16 years;Married;St. Eustatius;2020;0.0
4910;Total male and female;16 years;Married;St. Eustatius;2021;0.0
4911;Total male and female;16 years;Married;St. Eustatius;2022;0.0
4912;Total male and female;16 years;Married;St. Eustatius;2023;0.0
4913;Total male and female;16 years;Married;St. Eustatius;2024;0.0
4914;Total male and female;16 years;Married;Saba;2011;0.0
4915;Total male and female;16 years;Married;Saba;2012;0.0
4916;Total male and female;16 years;Married;Saba;2013;0.0
4917;Total male and female;16 years;Married;Saba;2014;0.0
4918;Total male and female;16 years;Married;Saba;2015;0.0
4919;Total male and female;16 years;Married;Saba;2016;0.0
4920;Total male and female;16 years;Married;Saba;2017;0.0
4921;Total male and female;16 years;Married;Saba;2018;0.0
4922;Total male and female;16 years;Married;Saba;2019;0.0
4923;Total male and female;16 years;Married;Saba;2020;0.0
4924;Total male and female;16 years;Married;Saba;2021;0.0
4925;Total male and female;16 years;Married;Saba;2022;0.0
4926;Total male and female;16 years;Married;Saba;2023;0.0
4927;Total male and female;16 years;Married;Saba;2024;0.0
4928;Total male and female;16 years;Widowed;Caribbean Netherlands;2011;0.0
4929;Total male and female;16 years;Widowed;Caribbean Netherlands;2012;0.0
4930;Total male and female;16 years;Widowed;Caribbean Netherlands;2013;0.0
4931;Total male and female;16 years;Widowed;Caribbean Netherlands;2014;0.0
4932;Total male and female;16 years;Widowed;Caribbean Netherlands;2015;0.0
4933;Total male and female;16 years;Widowed;Caribbean Netherlands;2016;0.0
4934;Total male and female;16 years;Widowed;Caribbean Netherlands;2017;0.0
4935;Total male and female;16 years;Widowed;Caribbean Netherlands;2018;0.0
4936;Total male and female;16 years;Widowed;Caribbean Netherlands;2019;0.0
4937;Total male and female;16 years;Widowed;Caribbean Netherlands;2020;0.0
4938;Total male and female;16 years;Widowed;Caribbean Netherlands;2021;0.0
4939;Total male and female;16 years;Widowed;Caribbean Netherlands;2022;0.0
4940;Total male and female;16 years;Widowed;Caribbean Netherlands;2023;0.0
4941;Total male and female;16 years;Widowed;Caribbean Netherlands;2024;0.0
4942;Total male and female;16 years;Widowed;Bonaire;2011;0.0
4943;Total male and female;16 years;Widowed;Bonaire;2012;0.0
4944;Total male and female;16 years;Widowed;Bonaire;2013;0.0
4945;Total male and female;16 years;Widowed;Bonaire;2014;0.0
4946;Total male and female;16 years;Widowed;Bonaire;2015;0.0
4947;Total male and female;16 years;Widowed;Bonaire;2016;0.0
4948;Total male and female;16 years;Widowed;Bonaire;2017;0.0
4949;Total male and female;16 years;Widowed;Bonaire;2018;0.0
4950;Total male and female;16 years;Widowed;Bonaire;2019;0.0
4951;Total male and female;16 years;Widowed;Bonaire;2020;0.0
4952;Total male and female;16 years;Widowed;Bonaire;2021;0.0
4953;Total male and female;16 years;Widowed;Bonaire;2022;0.0
4954;Total male and female;16 years;Widowed;Bonaire;2023;0.0
4955;Total male and female;16 years;Widowed;Bonaire;2024;0.0
4956;Total male and female;16 years;Widowed;St. Eustatius;2011;0.0
4957;Total male and female;16 years;Widowed;St. Eustatius;2012;0.0
4958;Total male and female;16 years;Widowed;St. Eustatius;2013;0.0
4959;Total male and female;16 years;Widowed;St. Eustatius;2014;0.0
4960;Total male and female;16 years;Widowed;St. Eustatius;2015;0.0
4961;Total male and female;16 years;Widowed;St. Eustatius;2016;0.0
4962;Total male and female;16 years;Widowed;St. Eustatius;2017;0.0
4963;Total male and female;16 years;Widowed;St. Eustatius;2018;0.0
4964;Total male and female;16 years;Widowed;St. Eustatius;2019;0.0
4965;Total male and female;16 years;Widowed;St. Eustatius;2020;0.0
4966;Total male and female;16 years;Widowed;St. Eustatius;2021;0.0
4967;Total male and female;16 years;Widowed;St. Eustatius;2022;0.0
4968;Total male and female;16 years;Widowed;St. Eustatius;2023;0.0
4969;Total male and female;16 years;Widowed;St. Eustatius;2024;0.0
4970;Total male and female;16 years;Widowed;Saba;2011;0.0
4971;Total male and female;16 years;Widowed;Saba;2012;0.0
4972;Total male and female;16 years;Widowed;Saba;2013;0.0
4973;Total male and female;16 years;Widowed;Saba;2014;0.0
4974;Total male and female;16 years;Widowed;Saba;2015;0.0
4975;Total male and female;16 years;Widowed;Saba;2016;0.0
4976;Total male and female;16 years;Widowed;Saba;2017;0.0
4977;Total male and female;16 years;Widowed;Saba;2018;0.0
4978;Total male and female;16 years;Widowed;Saba;2019;0.0
4979;Total male and female;16 years;Widowed;Saba;2020;0.0
4980;Total male and female;16 years;Widowed;Saba;2021;0.0
4981;Total male and female;16 years;Widowed;Saba;2022;0.0
4982;Total male and female;16 years;Widowed;Saba;2023;0.0
4983;Total male and female;16 years;Widowed;Saba;2024;0.0
4984;Total male and female;16 years;Divorced;Caribbean Netherlands;2011;0.0
4985;Total male and female;16 years;Divorced;Caribbean Netherlands;2012;0.0
4986;Total male and female;16 years;Divorced;Caribbean Netherlands;2013;0.0
4987;Total male and female;16 years;Divorced;Caribbean Netherlands;2014;0.0
4988;Total male and female;16 years;Divorced;Caribbean Netherlands;2015;0.0
4989;Total male and female;16 years;Divorced;Caribbean Netherlands;2016;0.0
4990;Total male and female;16 years;Divorced;Caribbean Netherlands;2017;0.0
4991;Total male and female;16 years;Divorced;Caribbean Netherlands;2018;0.0
4992;Total male and female;16 years;Divorced;Caribbean Netherlands;2019;0.0
4993;Total male and female;16 years;Divorced;Caribbean Netherlands;2020;0.0
4994;Total male and female;16 years;Divorced;Caribbean Netherlands;2021;0.0
4995;Total male and female;16 years;Divorced;Caribbean Netherlands;2022;0.0
4996;Total male and female;16 years;Divorced;Caribbean Netherlands;2023;0.0
4997;Total male and female;16 years;Divorced;Caribbean Netherlands;2024;0.0
4998;Total male and female;16 years;Divorced;Bonaire;2011;0.0
4999;Total male and female;16 years;Divorced;Bonaire;2012;0.0
5000;Total male and female;16 years;Divorced;Bonaire;2013;0.0
5001;Total male and female;16 years;Divorced;Bonaire;2014;0.0
5002;Total male and female;16 years;Divorced;Bonaire;2015;0.0
5003;Total male and female;16 years;Divorced;Bonaire;2016;0.0
5004;Total male and female;16 years;Divorced;Bonaire;2017;0.0
5005;Total male and female;16 years;Divorced;Bonaire;2018;0.0
5006;Total male and female;16 years;Divorced;Bonaire;2019;0.0
5007;Total male and female;16 years;Divorced;Bonaire;2020;0.0
5008;Total male and female;16 years;Divorced;Bonaire;2021;0.0
5009;Total male and female;16 years;Divorced;Bonaire;2022;0.0
5010;Total male and female;16 years;Divorced;Bonaire;2023;0.0
5011;Total male and female;16 years;Divorced;Bonaire;2024;0.0
5012;Total male and female;16 years;Divorced;St. Eustatius;2011;0.0
5013;Total male and female;16 years;Divorced;St. Eustatius;2012;0.0
5014;Total male and female;16 years;Divorced;St. Eustatius;2013;0.0
5015;Total male and female;16 years;Divorced;St. Eustatius;2014;0.0
5016;Total male and female;16 years;Divorced;St. Eustatius;2015;0.0
5017;Total male and female;16 years;Divorced;St. Eustatius;2016;0.0
5018;Total male and female;16 years;Divorced;St. Eustatius;2017;0.0
5019;Total male and female;16 years;Divorced;St. Eustatius;2018;0.0
5020;Total male and female;16 years;Divorced;St. Eustatius;2019;0.0
5021;Total male and female;16 years;Divorced;St. Eustatius;2020;0.0
5022;Total male and female;16 years;Divorced;St. Eustatius;2021;0.0
5023;Total male and female;16 years;Divorced;St. Eustatius;2022;0.0
5024;Total male and female;16 years;Divorced;St. Eustatius;2023;0.0
5025;Total male and female;16 years;Divorced;St. Eustatius;2024;0.0
5026;Total male and female;16 years;Divorced;Saba;2011;0.0
5027;Total male and female;16 years;Divorced;Saba;2012;0.0
5028;Total male and female;16 years;Divorced;Saba;2013;0.0
5029;Total male and female;16 years;Divorced;Saba;2014;0.0
5030;Total male and female;16 years;Divorced;Saba;2015;0.0
5031;Total male and female;16 years;Divorced;Saba;2016;0.0
