ID;Populatie;Gemeenten;Schoolsoorten;Herkomst;Perioden;LeerlingenInLeerjaar3_1;LeerlingenIn_2
45;Woongemeente;Nederland totaal;Vwo;Niet-westerse allochtonen;2004/'05;3510.0;12.0
46;Woongemeente;Nederland totaal;Vwo;Westerse allochtonen;2003/'04;2930.0;23.0
47;Woongemeente;Nederland totaal;Vwo;Westerse allochtonen;2004/'05;2930.0;23.0
48;Woongemeente;Nederland totaal;Vwo;Turken;2003/'04;460.0;7.0
49;Woongemeente;Nederland totaal;Vwo;Turken;2004/'05;480.0;7.0
50;Woongemeente;Nederland totaal;Vwo;Marokkanen;2003/'04;370.0;6.0
51;Woongemeente;Nederland totaal;Vwo;Marokkanen;2004/'05;390.0;7.0
52;Woongemeente;Nederland totaal;Vwo;Surinamers;2003/'04;650.0;12.0
53;Woongemeente;Nederland totaal;Vwo;Surinamers;2004/'05;710.0;12.0
54;Woongemeente;Nederland totaal;Vwo;Antillianen en Arubanen;2003/'04;260.0;12.0
55;Woongemeente;Nederland totaal;Vwo;Antillianen en Arubanen;2004/'05;270.0;13.0
56;Woongemeente;Nederland totaal;Vwo;Overig niet-westerse allochtonen;2003/'04;1550.0;17.0
57;Woongemeente;Nederland totaal;Vwo;Overig niet-westerse allochtonen;2004/'05;1660.0;19.0
58;Woongemeente;Nederland totaal;Vwo;Herkomst onbekend;2003/'04;30.0;10.0
59;Woongemeente;Nederland totaal;Vwo;Herkomst onbekend;2004/'05;20.0;4.0
60;Woongemeente;Nederland totaal;Havo;Totaal herkomstgroeperingen;2003/'04;37250.0;20.0
61;Woongemeente;Nederland totaal;Havo;Totaal herkomstgroeperingen;2004/'05;38470.0;20.0
62;Woongemeente;Nederland totaal;Havo;Autochtonen;2003/'04;30500.0;21.0
63;Woongemeente;Nederland totaal;Havo;Autochtonen;2004/'05;31520.0;21.0
64;Woongemeente;Nederland totaal;Havo;Niet-westerse allochtonen;2003/'04;4080.0;14.0
65;Woongemeente;Nederland totaal;Havo;Niet-westerse allochtonen;2004/'05;4190.0;14.0
66;Woongemeente;Nederland totaal;Havo;Westerse allochtonen;2003/'04;2570.0;20.0
67;Woongemeente;Nederland totaal;Havo;Westerse allochtonen;2004/'05;2670.0;21.0
68;Woongemeente;Nederland totaal;Havo;Turken;2003/'04;810.0;13.0
69;Woongemeente;Nederland totaal;Havo;Turken;2004/'05;840.0;13.0
70;Woongemeente;Nederland totaal;Havo;Marokkanen;2003/'04;630.0;11.0
71;Woongemeente;Nederland totaal;Havo;Marokkanen;2004/'05;690.0;12.0
72;Woongemeente;Nederland totaal;Havo;Surinamers;2003/'04;860.0;16.0
73;Woongemeente;Nederland totaal;Havo;Surinamers;2004/'05;850.0;15.0
74;Woongemeente;Nederland totaal;Havo;Antillianen en Arubanen;2003/'04;270.0;13.0
75;Woongemeente;Nederland totaal;Havo;Antillianen en Arubanen;2004/'05;300.0;14.0
76;Woongemeente;Nederland totaal;Havo;Overig niet-westerse allochtonen;2003/'04;1510.0;17.0
77;Woongemeente;Nederland totaal;Havo;Overig niet-westerse allochtonen;2004/'05;1520.0;17.0
78;Woongemeente;Nederland totaal;Havo;Herkomst onbekend;2003/'04;100.0;34.0
79;Woongemeente;Nederland totaal;Havo;Herkomst onbekend;2004/'05;90.0;19.0
80;Woongemeente;Nederland totaal;Vmbo totaal (incl. lwoo);Totaal herkomstgroeperingen;2003/'04;106660.0;57.0
81;Woongemeente;Nederland totaal;Vmbo totaal (incl. lwoo);Totaal herkomstgroeperingen;2004/'05;107470.0;56.0
82;Woongemeente;Nederland totaal;Vmbo totaal (incl. lwoo);Autochtonen;2003/'04;79250.0;54.0
83;Woongemeente;Nederland totaal;Vmbo totaal (incl. lwoo);Autochtonen;2004/'05;80130.0;53.0
84;Woongemeente;Nederland totaal;Vmbo totaal (incl. lwoo);Niet-westerse allochtonen;2003/'04;20720.0;72.0
85;Woongemeente;Nederland totaal;Vmbo totaal (incl. lwoo);Niet-westerse allochtonen;2004/'05;20550.0;71.0
86;Woongemeente;Nederland totaal;Vmbo totaal (incl. lwoo);Westerse allochtonen;2003/'04;6550.0;52.0
87;Woongemeente;Nederland totaal;Vmbo totaal (incl. lwoo);Westerse allochtonen;2004/'05;6470.0;51.0
88;Woongemeente;Nederland totaal;Vmbo totaal (incl. lwoo);Turken;2003/'04;5100.0;79.0
89;Woongemeente;Nederland totaal;Vmbo totaal (incl. lwoo);Turken;2004/'05;5220.0;79.0
90;Woongemeente;Nederland totaal;Vmbo totaal (incl. lwoo);Marokkanen;2003/'04;4670.0;81.0
91;Woongemeente;Nederland totaal;Vmbo totaal (incl. lwoo);Marokkanen;2004/'05;4570.0;79.0
92;Woongemeente;Nederland totaal;Vmbo totaal (incl. lwoo);Surinamers;2003/'04;3870.0;70.0
93;Woongemeente;Nederland totaal;Vmbo totaal (incl. lwoo);Surinamers;2004/'05;3980.0;70.0
94;Woongemeente;Nederland totaal;Vmbo totaal (incl. lwoo);Antillianen en Arubanen;2003/'04;1530.0;72.0
95;Woongemeente;Nederland totaal;Vmbo totaal (incl. lwoo);Antillianen en Arubanen;2004/'05;1490.0;70.0
96;Woongemeente;Nederland totaal;Vmbo totaal (incl. lwoo);Overig niet-westerse allochtonen;2003/'04;5570.0;62.0
97;Woongemeente;Nederland totaal;Vmbo totaal (incl. lwoo);Overig niet-westerse allochtonen;2004/'05;5280.0;60.0
98;Woongemeente;Nederland totaal;Vmbo totaal (incl. lwoo);Herkomst onbekend;2003/'04;150.0;53.0
99;Woongemeente;Nederland totaal;Vmbo totaal (incl. lwoo);Herkomst onbekend;2004/'05;330.0;74.0
100;Woongemeente;Nederland totaal;Vmbo (incl. lwoo) theoretisch-gemengd;Totaal herkomstgroeperingen;2003/'04;47560.0;25.0
101;Woongemeente;Nederland totaal;Vmbo (incl. lwoo) theoretisch-gemengd;Totaal herkomstgroeperingen;2004/'05;49310.0;26.0
102;Woongemeente;Nederland totaal;Vmbo (incl. lwoo) theoretisch-gemengd;Autochtonen;2003/'04;37630.0;26.0
103;Woongemeente;Nederland totaal;Vmbo (incl. lwoo) theoretisch-gemengd;Autochtonen;2004/'05;38780.0;26.0
104;Woongemeente;Nederland totaal;Vmbo (incl. lwoo) theoretisch-gemengd;Niet-westerse allochtonen;2003/'04;6910.0;24.0
105;Woongemeente;Nederland totaal;Vmbo (incl. lwoo) theoretisch-gemengd;Niet-westerse allochtonen;2004/'05;7320.0;25.0
106;Woongemeente;Nederland totaal;Vmbo (incl. lwoo) theoretisch-gemengd;Westerse allochtonen;2003/'04;2960.0;23.0
107;Woongemeente;Nederland totaal;Vmbo (incl. lwoo) theoretisch-gemengd;Westerse allochtonen;2004/'05;3020.0;24.0
108;Woongemeente;Nederland totaal;Vmbo (incl. lwoo) theoretisch-gemengd;Turken;2003/'04;1550.0;24.0
109;Woongemeente;Nederland totaal;Vmbo (incl. lwoo) theoretisch-gemengd;Turken;2004/'05;1730.0;26.0
110;Woongemeente;Nederland totaal;Vmbo (incl. lwoo) theoretisch-gemengd;Marokkanen;2003/'04;1390.0;24.0
111;Woongemeente;Nederland totaal;Vmbo (incl. lwoo) theoretisch-gemengd;Marokkanen;2004/'05;1470.0;25.0
112;Woongemeente;Nederland totaal;Vmbo (incl. lwoo) theoretisch-gemengd;Surinamers;2003/'04;1440.0;26.0
113;Woongemeente;Nederland totaal;Vmbo (incl. lwoo) theoretisch-gemengd;Surinamers;2004/'05;1490.0;26.0
114;Woongemeente;Nederland totaal;Vmbo (incl. lwoo) theoretisch-gemengd;Antillianen en Arubanen;2003/'04;430.0;20.0
115;Woongemeente;Nederland totaal;Vmbo (incl. lwoo) theoretisch-gemengd;Antillianen en Arubanen;2004/'05;480.0;22.0
116;Woongemeente;Nederland totaal;Vmbo (incl. lwoo) theoretisch-gemengd;Overig niet-westerse allochtonen;2003/'04;2100.0;24.0
117;Woongemeente;Nederland totaal;Vmbo (incl. lwoo) theoretisch-gemengd;Overig niet-westerse allochtonen;2004/'05;2150.0;24.0
118;Woongemeente;Nederland totaal;Vmbo (incl. lwoo) theoretisch-gemengd;Herkomst onbekend;2003/'04;70.0;24.0
119;Woongemeente;Nederland totaal;Vmbo (incl. lwoo) theoretisch-gemengd;Herkomst onbekend;2004/'05;200.0;45.0
120;Woongemeente;Nederland totaal;Vmbo (incl. lwoo) theoretische leerweg;Totaal herkomstgroeperingen;2003/'04;36310.0;19.0
121;Woongemeente;Nederland totaal;Vmbo (incl. lwoo) theoretische leerweg;Totaal herkomstgroeperingen;2004/'05;36950.0;19.0
122;Woongemeente;Nederland totaal;Vmbo (incl. lwoo) theoretische leerweg;Autochtonen;2003/'04;28270.0;19.0
123;Woongemeente;Nederland totaal;Vmbo (incl. lwoo) theoretische leerweg;Autochtonen;2004/'05;28560.0;19.0
124;Woongemeente;Nederland totaal;Vmbo (incl. lwoo) theoretische leerweg;Niet-westerse allochtonen;2003/'04;5620.0;20.0
125;Woongemeente;Nederland totaal;Vmbo (incl. lwoo) theoretische leerweg;Niet-westerse allochtonen;2004/'05;5830.0;20.0
126;Woongemeente;Nederland totaal;Vmbo (incl. lwoo) theoretische leerweg;Westerse allochtonen;2003/'04;2370.0;19.0
127;Woongemeente;Nederland totaal;Vmbo (incl. lwoo) theoretische leerweg;Westerse allochtonen;2004/'05;2380.0;19.0
128;Woongemeente;Nederland totaal;Vmbo (incl. lwoo) theoretische leerweg;Turken;2003/'04;1240.0;19.0
129;Woongemeente;Nederland totaal;Vmbo (incl. lwoo) theoretische leerweg;Turken;2004/'05;1360.0;20.0
130;Woongemeente;Nederland totaal;Vmbo (incl. lwoo) theoretische leerweg;Marokkanen;2003/'04;1180.0;21.0
131;Woongemeente;Nederland totaal;Vmbo (incl. lwoo) theoretische leerweg;Marokkanen;2004/'05;1230.0;21.0
132;Woongemeente;Nederland totaal;Vmbo (incl. lwoo) theoretische leerweg;Surinamers;2003/'04;1160.0;21.0
133;Woongemeente;Nederland totaal;Vmbo (incl. lwoo) theoretische leerweg;Surinamers;2004/'05;1150.0;20.0
134;Woongemeente;Nederland totaal;Vmbo (incl. lwoo) theoretische leerweg;Antillianen en Arubanen;2003/'04;350.0;17.0
135;Woongemeente;Nederland totaal;Vmbo (incl. lwoo) theoretische leerweg;Antillianen en Arubanen;2004/'05;360.0;17.0
136;Woongemeente;Nederland totaal;Vmbo (incl. lwoo) theoretische leerweg;Overig niet-westerse allochtonen;2003/'04;1690.0;19.0
137;Woongemeente;Nederland totaal;Vmbo (incl. lwoo) theoretische leerweg;Overig niet-westerse allochtonen;2004/'05;1740.0;20.0
138;Woongemeente;Nederland totaal;Vmbo (incl. lwoo) theoretische leerweg;Herkomst onbekend;2003/'04;60.0;20.0
139;Woongemeente;Nederland totaal;Vmbo (incl. lwoo) theoretische leerweg;Herkomst onbekend;2004/'05;180.0;40.0
140;Woongemeente;Nederland totaal;Vmbo (incl. lwoo) gemengde leerweg;Totaal herkomstgroeperingen;2003/'04;11250.0;6.0
141;Woongemeente;Nederland totaal;Vmbo (incl. lwoo) gemengde leerweg;Totaal herkomstgroeperingen;2004/'05;12370.0;6.0
142;Woongemeente;Nederland totaal;Vmbo (incl. lwoo) gemengde leerweg;Autochtonen;2003/'04;9370.0;6.0
143;Woongemeente;Nederland totaal;Vmbo (incl. lwoo) gemengde leerweg;Autochtonen;2004/'05;10220.0;7.0
144;Woongemeente;Nederland totaal;Vmbo (incl. lwoo) gemengde leerweg;Niet-westerse allochtonen;2003/'04;1290.0;4.0
145;Woongemeente;Nederland totaal;Vmbo (incl. lwoo) gemengde leerweg;Niet-westerse allochtonen;2004/'05;1490.0;5.0
146;Woongemeente;Nederland totaal;Vmbo (incl. lwoo) gemengde leerweg;Westerse allochtonen;2003/'04;590.0;5.0
147;Woongemeente;Nederland totaal;Vmbo (incl. lwoo) gemengde leerweg;Westerse allochtonen;2004/'05;630.0;5.0
148;Woongemeente;Nederland totaal;Vmbo (incl. lwoo) gemengde leerweg;Turken;2003/'04;310.0;5.0
149;Woongemeente;Nederland totaal;Vmbo (incl. lwoo) gemengde leerweg;Turken;2004/'05;370.0;6.0
150;Woongemeente;Nederland totaal;Vmbo (incl. lwoo) gemengde leerweg;Marokkanen;2003/'04;210.0;4.0
151;Woongemeente;Nederland totaal;Vmbo (incl. lwoo) gemengde leerweg;Marokkanen;2004/'05;250.0;4.0
152;Woongemeente;Nederland totaal;Vmbo (incl. lwoo) gemengde leerweg;Surinamers;2003/'04;290.0;5.0
153;Woongemeente;Nederland totaal;Vmbo (incl. lwoo) gemengde leerweg;Surinamers;2004/'05;340.0;6.0
154;Woongemeente;Nederland totaal;Vmbo (incl. lwoo) gemengde leerweg;Antillianen en Arubanen;2003/'04;80.0;4.0
155;Woongemeente;Nederland totaal;Vmbo (incl. lwoo) gemengde leerweg;Antillianen en Arubanen;2004/'05;120.0;5.0
156;Woongemeente;Nederland totaal;Vmbo (incl. lwoo) gemengde leerweg;Overig niet-westerse allochtonen;2003/'04;410.0;5.0
157;Woongemeente;Nederland totaal;Vmbo (incl. lwoo) gemengde leerweg;Overig niet-westerse allochtonen;2004/'05;420.0;5.0
158;Woongemeente;Nederland totaal;Vmbo (incl. lwoo) gemengde leerweg;Herkomst onbekend;2003/'04;10.0;4.0
159;Woongemeente;Nederland totaal;Vmbo (incl. lwoo) gemengde leerweg;Herkomst onbekend;2004/'05;20.0;5.0
160;Woongemeente;Nederland totaal;Vmbo (incl. lwoo) kader - basisberoeps;Totaal herkomstgroeperingen;2003/'04;59100.0;32.0
161;Woongemeente;Nederland totaal;Vmbo (incl. lwoo) kader - basisberoeps;Totaal herkomstgroeperingen;2004/'05;58160.0;30.0
162;Woongemeente;Nederland totaal;Vmbo (incl. lwoo) kader - basisberoeps;Autochtonen;2003/'04;41620.0;29.0
163;Woongemeente;Nederland totaal;Vmbo (incl. lwoo) kader - basisberoeps;Autochtonen;2004/'05;41350.0;28.0
164;Woongemeente;Nederland totaal;Vmbo (incl. lwoo) kader - basisberoeps;Niet-westerse allochtonen;2003/'04;13820.0;48.0
165;Woongemeente;Nederland totaal;Vmbo (incl. lwoo) kader - basisberoeps;Niet-westerse allochtonen;2004/'05;13230.0;46.0
166;Woongemeente;Nederland totaal;Vmbo (incl. lwoo) kader - basisberoeps;Westerse allochtonen;2003/'04;3590.0;29.0
167;Woongemeente;Nederland totaal;Vmbo (incl. lwoo) kader - basisberoeps;Westerse allochtonen;2004/'05;3450.0;27.0
168;Woongemeente;Nederland totaal;Vmbo (incl. lwoo) kader - basisberoeps;Turken;2003/'04;3550.0;55.0
169;Woongemeente;Nederland totaal;Vmbo (incl. lwoo) kader - basisberoeps;Turken;2004/'05;3490.0;53.0
170;Woongemeente;Nederland totaal;Vmbo (incl. lwoo) kader - basisberoeps;Marokkanen;2003/'04;3280.0;57.0
171;Woongemeente;Nederland totaal;Vmbo (incl. lwoo) kader - basisberoeps;Marokkanen;2004/'05;3100.0;54.0
172;Woongemeente;Nederland totaal;Vmbo (incl. lwoo) kader - basisberoeps;Surinamers;2003/'04;2430.0;44.0
173;Woongemeente;Nederland totaal;Vmbo (incl. lwoo) kader - basisberoeps;Surinamers;2004/'05;2490.0;44.0
174;Woongemeente;Nederland totaal;Vmbo (incl. lwoo) kader - basisberoeps;Antillianen en Arubanen;2003/'04;1100.0;52.0
175;Woongemeente;Nederland totaal;Vmbo (incl. lwoo) kader - basisberoeps;Antillianen en Arubanen;2004/'05;1010.0;48.0
176;Woongemeente;Nederland totaal;Vmbo (incl. lwoo) kader - basisberoeps;Overig niet-westerse allochtonen;2003/'04;3470.0;39.0
177;Woongemeente;Nederland totaal;Vmbo (incl. lwoo) kader - basisberoeps;Overig niet-westerse allochtonen;2004/'05;3130.0;36.0
178;Woongemeente;Nederland totaal;Vmbo (incl. lwoo) kader - basisberoeps;Herkomst onbekend;2003/'04;80.0;29.0
179;Woongemeente;Nederland totaal;Vmbo (incl. lwoo) kader - basisberoeps;Herkomst onbekend;2004/'05;130.0;29.0
180;Woongemeente;Nederland totaal;Vmbo (incl. lwoo) kaderberoepsgericht;Totaal herkomstgroeperingen;2003/'04;25800.0;14.0
181;Woongemeente;Nederland totaal;Vmbo (incl. lwoo) kaderberoepsgericht;Totaal herkomstgroeperingen;2004/'05;27090.0;14.0
182;Woongemeente;Nederland totaal;Vmbo (incl. lwoo) kaderberoepsgericht;Autochtonen;2003/'04;19660.0;13.0
183;Woongemeente;Nederland totaal;Vmbo (incl. lwoo) kaderberoepsgericht;Autochtonen;2004/'05;20740.0;14.0
184;Woongemeente;Nederland totaal;Vmbo (incl. lwoo) kaderberoepsgericht;Niet-westerse allochtonen;2003/'04;4600.0;16.0
185;Woongemeente;Nederland totaal;Vmbo (incl. lwoo) kaderberoepsgericht;Niet-westerse allochtonen;2004/'05;4770.0;16.0
186;Woongemeente;Nederland totaal;Vmbo (incl. lwoo) kaderberoepsgericht;Westerse allochtonen;2003/'04;1520.0;12.0
187;Woongemeente;Nederland totaal;Vmbo (incl. lwoo) kaderberoepsgericht;Westerse allochtonen;2004/'05;1540.0;12.0
188;Woongemeente;Nederland totaal;Vmbo (incl. lwoo) kaderberoepsgericht;Turken;2003/'04;1090.0;17.0
189;Woongemeente;Nederland totaal;Vmbo (incl. lwoo) kaderberoepsgericht;Turken;2004/'05;1160.0;18.0
190;Woongemeente;Nederland totaal;Vmbo (incl. lwoo) kaderberoepsgericht;Marokkanen;2003/'04;1080.0;19.0
191;Woongemeente;Nederland totaal;Vmbo (incl. lwoo) kaderberoepsgericht;Marokkanen;2004/'05;1050.0;18.0
192;Woongemeente;Nederland totaal;Vmbo (incl. lwoo) kaderberoepsgericht;Surinamers;2003/'04;900.0;16.0
193;Woongemeente;Nederland totaal;Vmbo (incl. lwoo) kaderberoepsgericht;Surinamers;2004/'05;990.0;17.0
194;Woongemeente;Nederland totaal;Vmbo (incl. lwoo) kaderberoepsgericht;Antillianen en Arubanen;2003/'04;330.0;16.0
195;Woongemeente;Nederland totaal;Vmbo (incl. lwoo) kaderberoepsgericht;Antillianen en Arubanen;2004/'05;360.0;17.0
196;Woongemeente;Nederland totaal;Vmbo (incl. lwoo) kaderberoepsgericht;Overig niet-westerse allochtonen;2003/'04;1200.0;13.0
197;Woongemeente;Nederland totaal;Vmbo (incl. lwoo) kaderberoepsgericht;Overig niet-westerse allochtonen;2004/'05;1210.0;14.0
198;Woongemeente;Nederland totaal;Vmbo (incl. lwoo) kaderberoepsgericht;Herkomst onbekend;2003/'04;20.0;8.0
199;Woongemeente;Nederland totaal;Vmbo (incl. lwoo) kaderberoepsgericht;Herkomst onbekend;2004/'05;50.0;12.0
200;Woongemeente;Nederland totaal;Vmbo (incl. lwoo) basisberoepsgericht;Totaal herkomstgroeperingen;2003/'04;33310.0;18.0
201;Woongemeente;Nederland totaal;Vmbo (incl. lwoo) basisberoepsgericht;Totaal herkomstgroeperingen;2004/'05;31060.0;16.0
202;Woongemeente;Nederland totaal;Vmbo (incl. lwoo) basisberoepsgericht;Autochtonen;2003/'04;21960.0;15.0
203;Woongemeente;Nederland totaal;Vmbo (incl. lwoo) basisberoepsgericht;Autochtonen;2004/'05;20610.0;14.0
204;Woongemeente;Nederland totaal;Vmbo (incl. lwoo) basisberoepsgericht;Niet-westerse allochtonen;2003/'04;9220.0;32.0
205;Woongemeente;Nederland totaal;Vmbo (incl. lwoo) basisberoepsgericht;Niet-westerse allochtonen;2004/'05;8460.0;29.0
206;Woongemeente;Nederland totaal;Vmbo (incl. lwoo) basisberoepsgericht;Westerse allochtonen;2003/'04;2070.0;16.0
207;Woongemeente;Nederland totaal;Vmbo (incl. lwoo) basisberoepsgericht;Westerse allochtonen;2004/'05;1920.0;15.0
208;Woongemeente;Nederland totaal;Vmbo (incl. lwoo) basisberoepsgericht;Turken;2003/'04;2450.0;38.0
209;Woongemeente;Nederland totaal;Vmbo (incl. lwoo) basisberoepsgericht;Turken;2004/'05;2330.0;35.0
210;Woongemeente;Nederland totaal;Vmbo (incl. lwoo) basisberoepsgericht;Marokkanen;2003/'04;2200.0;38.0
211;Woongemeente;Nederland totaal;Vmbo (incl. lwoo) basisberoepsgericht;Marokkanen;2004/'05;2050.0;35.0
212;Woongemeente;Nederland totaal;Vmbo (incl. lwoo) basisberoepsgericht;Surinamers;2003/'04;1530.0;28.0
213;Woongemeente;Nederland totaal;Vmbo (incl. lwoo) basisberoepsgericht;Surinamers;2004/'05;1510.0;26.0
214;Woongemeente;Nederland totaal;Vmbo (incl. lwoo) basisberoepsgericht;Antillianen en Arubanen;2003/'04;770.0;36.0
215;Woongemeente;Nederland totaal;Vmbo (incl. lwoo) basisberoepsgericht;Antillianen en Arubanen;2004/'05;660.0;31.0
216;Woongemeente;Nederland totaal;Vmbo (incl. lwoo) basisberoepsgericht;Overig niet-westerse allochtonen;2003/'04;2270.0;25.0
217;Woongemeente;Nederland totaal;Vmbo (incl. lwoo) basisberoepsgericht;Overig niet-westerse allochtonen;2004/'05;1920.0;22.0
218;Woongemeente;Nederland totaal;Vmbo (incl. lwoo) basisberoepsgericht;Herkomst onbekend;2003/'04;60.0;21.0
219;Woongemeente;Nederland totaal;Vmbo (incl. lwoo) basisberoepsgericht;Herkomst onbekend;2004/'05;80.0;17.0
220;Woongemeente;Nederland totaal;Vmbo totaal (excl. lwoo);Totaal herkomstgroeperingen;2003/'04;88040.0;47.0
221;Woongemeente;Nederland totaal;Vmbo totaal (excl. lwoo);Totaal herkomstgroeperingen;2004/'05;88120.0;46.0
222;Woongemeente;Nederland totaal;Vmbo totaal (excl. lwoo);Autochtonen;2003/'04;67460.0;46.0
223;Woongemeente;Nederland totaal;Vmbo totaal (excl. lwoo);Autochtonen;2004/'05;67560.0;45.0
224;Woongemeente;Nederland totaal;Vmbo totaal (excl. lwoo);Niet-westerse allochtonen;2003/'04;15050.0;52.0
225;Woongemeente;Nederland totaal;Vmbo totaal (excl. lwoo);Niet-westerse allochtonen;2004/'05;15000.0;52.0
226;Woongemeente;Nederland totaal;Vmbo totaal (excl. lwoo);Westerse allochtonen;2003/'04;5420.0;43.0
227;Woongemeente;Nederland totaal;Vmbo totaal (excl. lwoo);Westerse allochtonen;2004/'05;5270.0;42.0
228;Woongemeente;Nederland totaal;Vmbo totaal (excl. lwoo);Turken;2003/'04;3580.0;56.0
229;Woongemeente;Nederland totaal;Vmbo totaal (excl. lwoo);Turken;2004/'05;3710.0;56.0
230;Woongemeente;Nederland totaal;Vmbo totaal (excl. lwoo);Marokkanen;2003/'04;3310.0;57.0
231;Woongemeente;Nederland totaal;Vmbo totaal (excl. lwoo);Marokkanen;2004/'05;3230.0;56.0
232;Woongemeente;Nederland totaal;Vmbo totaal (excl. lwoo);Surinamers;2003/'04;3060.0;55.0
233;Woongemeente;Nederland totaal;Vmbo totaal (excl. lwoo);Surinamers;2004/'05;3140.0;55.0
234;Woongemeente;Nederland totaal;Vmbo totaal (excl. lwoo);Antillianen en Arubanen;2003/'04;1100.0;52.0
235;Woongemeente;Nederland totaal;Vmbo totaal (excl. lwoo);Antillianen en Arubanen;2004/'05;1080.0;51.0
236;Woongemeente;Nederland totaal;Vmbo totaal (excl. lwoo);Overig niet-westerse allochtonen;2003/'04;4000.0;45.0
