ID;Populatie;Gemeenten;Schoolsoorten;Herkomst;Perioden;LeerlingenInLeerjaar3_1;LeerlingenIn_2
3702;Woongemeente;Ter Aar;Vmbo (incl. lwoo) basisberoepsgericht;Autochtonen;2003/'04;30.0;18.0
3703;Woongemeente;Ter Aar;Vmbo (incl. lwoo) basisberoepsgericht;Autochtonen;2004/'05;20.0;15.0
3704;Woongemeente;Ter Aar;Vmbo (incl. lwoo) basisberoepsgericht;Niet-westerse allochtonen;2003/'04;;
3705;Woongemeente;Ter Aar;Vmbo (incl. lwoo) basisberoepsgericht;Niet-westerse allochtonen;2004/'05;;
3706;Woongemeente;Ter Aar;Vmbo (incl. lwoo) basisberoepsgericht;Westerse allochtonen;2003/'04;;
3707;Woongemeente;Ter Aar;Vmbo (incl. lwoo) basisberoepsgericht;Westerse allochtonen;2004/'05;;
3708;Woongemeente;Ter Aar;Vmbo (incl. lwoo) basisberoepsgericht;Turken;2003/'04;;
3709;Woongemeente;Ter Aar;Vmbo (incl. lwoo) basisberoepsgericht;Turken;2004/'05;;
3710;Woongemeente;Ter Aar;Vmbo (incl. lwoo) basisberoepsgericht;Marokkanen;2003/'04;;
3711;Woongemeente;Ter Aar;Vmbo (incl. lwoo) basisberoepsgericht;Marokkanen;2004/'05;;
3712;Woongemeente;Ter Aar;Vmbo (incl. lwoo) basisberoepsgericht;Surinamers;2003/'04;;
3713;Woongemeente;Ter Aar;Vmbo (incl. lwoo) basisberoepsgericht;Surinamers;2004/'05;;
3714;Woongemeente;Ter Aar;Vmbo (incl. lwoo) basisberoepsgericht;Antillianen en Arubanen;2003/'04;;
3715;Woongemeente;Ter Aar;Vmbo (incl. lwoo) basisberoepsgericht;Antillianen en Arubanen;2004/'05;;
3716;Woongemeente;Ter Aar;Vmbo (incl. lwoo) basisberoepsgericht;Overig niet-westerse allochtonen;2003/'04;;
3717;Woongemeente;Ter Aar;Vmbo (incl. lwoo) basisberoepsgericht;Overig niet-westerse allochtonen;2004/'05;;
3718;Woongemeente;Ter Aar;Vmbo (incl. lwoo) basisberoepsgericht;Herkomst onbekend;2003/'04;;
3719;Woongemeente;Ter Aar;Vmbo (incl. lwoo) basisberoepsgericht;Herkomst onbekend;2004/'05;;
3720;Woongemeente;Ter Aar;Vmbo totaal (excl. lwoo);Totaal herkomstgroeperingen;2003/'04;80.0;46.0
3721;Woongemeente;Ter Aar;Vmbo totaal (excl. lwoo);Totaal herkomstgroeperingen;2004/'05;80.0;58.0
3722;Woongemeente;Ter Aar;Vmbo totaal (excl. lwoo);Autochtonen;2003/'04;70.0;44.0
3723;Woongemeente;Ter Aar;Vmbo totaal (excl. lwoo);Autochtonen;2004/'05;70.0;59.0
3724;Woongemeente;Ter Aar;Vmbo totaal (excl. lwoo);Niet-westerse allochtonen;2003/'04;;
3725;Woongemeente;Ter Aar;Vmbo totaal (excl. lwoo);Niet-westerse allochtonen;2004/'05;;
3726;Woongemeente;Ter Aar;Vmbo totaal (excl. lwoo);Westerse allochtonen;2003/'04;;
3727;Woongemeente;Ter Aar;Vmbo totaal (excl. lwoo);Westerse allochtonen;2004/'05;;
3728;Woongemeente;Ter Aar;Vmbo totaal (excl. lwoo);Turken;2003/'04;;
3729;Woongemeente;Ter Aar;Vmbo totaal (excl. lwoo);Turken;2004/'05;;
3730;Woongemeente;Ter Aar;Vmbo totaal (excl. lwoo);Marokkanen;2003/'04;;
3731;Woongemeente;Ter Aar;Vmbo totaal (excl. lwoo);Marokkanen;2004/'05;;
3732;Woongemeente;Ter Aar;Vmbo totaal (excl. lwoo);Surinamers;2003/'04;;
3733;Woongemeente;Ter Aar;Vmbo totaal (excl. lwoo);Surinamers;2004/'05;;
3734;Woongemeente;Ter Aar;Vmbo totaal (excl. lwoo);Antillianen en Arubanen;2003/'04;;
3735;Woongemeente;Ter Aar;Vmbo totaal (excl. lwoo);Antillianen en Arubanen;2004/'05;;
3736;Woongemeente;Ter Aar;Vmbo totaal (excl. lwoo);Overig niet-westerse allochtonen;2003/'04;;
3737;Woongemeente;Ter Aar;Vmbo totaal (excl. lwoo);Overig niet-westerse allochtonen;2004/'05;;
3738;Woongemeente;Ter Aar;Vmbo totaal (excl. lwoo);Herkomst onbekend;2003/'04;;
3739;Woongemeente;Ter Aar;Vmbo totaal (excl. lwoo);Herkomst onbekend;2004/'05;;
3740;Woongemeente;Ter Aar;Vmbo (excl. lwoo) theoretisch- gemengd;Totaal herkomstgroeperingen;2003/'04;40.0;22.0
3741;Woongemeente;Ter Aar;Vmbo (excl. lwoo) theoretisch- gemengd;Totaal herkomstgroeperingen;2004/'05;40.0;28.0
3742;Woongemeente;Ter Aar;Vmbo (excl. lwoo) theoretisch- gemengd;Autochtonen;2003/'04;30.0;20.0
3743;Woongemeente;Ter Aar;Vmbo (excl. lwoo) theoretisch- gemengd;Autochtonen;2004/'05;30.0;28.0
3744;Woongemeente;Ter Aar;Vmbo (excl. lwoo) theoretisch- gemengd;Niet-westerse allochtonen;2003/'04;;
3745;Woongemeente;Ter Aar;Vmbo (excl. lwoo) theoretisch- gemengd;Niet-westerse allochtonen;2004/'05;;
3746;Woongemeente;Ter Aar;Vmbo (excl. lwoo) theoretisch- gemengd;Westerse allochtonen;2003/'04;;
3747;Woongemeente;Ter Aar;Vmbo (excl. lwoo) theoretisch- gemengd;Westerse allochtonen;2004/'05;;
3748;Woongemeente;Ter Aar;Vmbo (excl. lwoo) theoretisch- gemengd;Turken;2003/'04;;
3749;Woongemeente;Ter Aar;Vmbo (excl. lwoo) theoretisch- gemengd;Turken;2004/'05;;
3750;Woongemeente;Ter Aar;Vmbo (excl. lwoo) theoretisch- gemengd;Marokkanen;2003/'04;;
3751;Woongemeente;Ter Aar;Vmbo (excl. lwoo) theoretisch- gemengd;Marokkanen;2004/'05;;
3752;Woongemeente;Ter Aar;Vmbo (excl. lwoo) theoretisch- gemengd;Surinamers;2003/'04;;
3753;Woongemeente;Ter Aar;Vmbo (excl. lwoo) theoretisch- gemengd;Surinamers;2004/'05;;
3754;Woongemeente;Ter Aar;Vmbo (excl. lwoo) theoretisch- gemengd;Antillianen en Arubanen;2003/'04;;
3755;Woongemeente;Ter Aar;Vmbo (excl. lwoo) theoretisch- gemengd;Antillianen en Arubanen;2004/'05;;
3756;Woongemeente;Ter Aar;Vmbo (excl. lwoo) theoretisch- gemengd;Overig niet-westerse allochtonen;2003/'04;;
3757;Woongemeente;Ter Aar;Vmbo (excl. lwoo) theoretisch- gemengd;Overig niet-westerse allochtonen;2004/'05;;
3758;Woongemeente;Ter Aar;Vmbo (excl. lwoo) theoretisch- gemengd;Herkomst onbekend;2003/'04;;
3759;Woongemeente;Ter Aar;Vmbo (excl. lwoo) theoretisch- gemengd;Herkomst onbekend;2004/'05;;
3760;Woongemeente;Ter Aar;Vmbo (excl. lwoo) theoretische leerweg;Totaal herkomstgroeperingen;2003/'04;30.0;19.0
3761;Woongemeente;Ter Aar;Vmbo (excl. lwoo) theoretische leerweg;Totaal herkomstgroeperingen;2004/'05;30.0;20.0
3762;Woongemeente;Ter Aar;Vmbo (excl. lwoo) theoretische leerweg;Autochtonen;2003/'04;20.0;16.0
3763;Woongemeente;Ter Aar;Vmbo (excl. lwoo) theoretische leerweg;Autochtonen;2004/'05;20.0;19.0
3764;Woongemeente;Ter Aar;Vmbo (excl. lwoo) theoretische leerweg;Niet-westerse allochtonen;2003/'04;;
3765;Woongemeente;Ter Aar;Vmbo (excl. lwoo) theoretische leerweg;Niet-westerse allochtonen;2004/'05;;
3766;Woongemeente;Ter Aar;Vmbo (excl. lwoo) theoretische leerweg;Westerse allochtonen;2003/'04;;
3767;Woongemeente;Ter Aar;Vmbo (excl. lwoo) theoretische leerweg;Westerse allochtonen;2004/'05;;
3768;Woongemeente;Ter Aar;Vmbo (excl. lwoo) theoretische leerweg;Turken;2003/'04;;
3769;Woongemeente;Ter Aar;Vmbo (excl. lwoo) theoretische leerweg;Turken;2004/'05;;
3770;Woongemeente;Ter Aar;Vmbo (excl. lwoo) theoretische leerweg;Marokkanen;2003/'04;;
3771;Woongemeente;Ter Aar;Vmbo (excl. lwoo) theoretische leerweg;Marokkanen;2004/'05;;
3772;Woongemeente;Ter Aar;Vmbo (excl. lwoo) theoretische leerweg;Surinamers;2003/'04;;
3773;Woongemeente;Ter Aar;Vmbo (excl. lwoo) theoretische leerweg;Surinamers;2004/'05;;
3774;Woongemeente;Ter Aar;Vmbo (excl. lwoo) theoretische leerweg;Antillianen en Arubanen;2003/'04;;
3775;Woongemeente;Ter Aar;Vmbo (excl. lwoo) theoretische leerweg;Antillianen en Arubanen;2004/'05;;
3776;Woongemeente;Ter Aar;Vmbo (excl. lwoo) theoretische leerweg;Overig niet-westerse allochtonen;2003/'04;;
3777;Woongemeente;Ter Aar;Vmbo (excl. lwoo) theoretische leerweg;Overig niet-westerse allochtonen;2004/'05;;
3778;Woongemeente;Ter Aar;Vmbo (excl. lwoo) theoretische leerweg;Herkomst onbekend;2003/'04;;
3779;Woongemeente;Ter Aar;Vmbo (excl. lwoo) theoretische leerweg;Herkomst onbekend;2004/'05;;
3780;Woongemeente;Ter Aar;Vmbo (excl. lwoo) gemengde leerweg;Totaal herkomstgroeperingen;2003/'04;;
3781;Woongemeente;Ter Aar;Vmbo (excl. lwoo) gemengde leerweg;Totaal herkomstgroeperingen;2004/'05;10.0;8.0
3782;Woongemeente;Ter Aar;Vmbo (excl. lwoo) gemengde leerweg;Autochtonen;2003/'04;;
3783;Woongemeente;Ter Aar;Vmbo (excl. lwoo) gemengde leerweg;Autochtonen;2004/'05;10.0;8.0
3784;Woongemeente;Ter Aar;Vmbo (excl. lwoo) gemengde leerweg;Niet-westerse allochtonen;2003/'04;;
3785;Woongemeente;Ter Aar;Vmbo (excl. lwoo) gemengde leerweg;Niet-westerse allochtonen;2004/'05;;
3786;Woongemeente;Ter Aar;Vmbo (excl. lwoo) gemengde leerweg;Westerse allochtonen;2003/'04;;
3787;Woongemeente;Ter Aar;Vmbo (excl. lwoo) gemengde leerweg;Westerse allochtonen;2004/'05;;
3788;Woongemeente;Ter Aar;Vmbo (excl. lwoo) gemengde leerweg;Turken;2003/'04;;
3789;Woongemeente;Ter Aar;Vmbo (excl. lwoo) gemengde leerweg;Turken;2004/'05;;
3790;Woongemeente;Ter Aar;Vmbo (excl. lwoo) gemengde leerweg;Marokkanen;2003/'04;;
3791;Woongemeente;Ter Aar;Vmbo (excl. lwoo) gemengde leerweg;Marokkanen;2004/'05;;
3792;Woongemeente;Ter Aar;Vmbo (excl. lwoo) gemengde leerweg;Surinamers;2003/'04;;
3793;Woongemeente;Ter Aar;Vmbo (excl. lwoo) gemengde leerweg;Surinamers;2004/'05;;
3794;Woongemeente;Ter Aar;Vmbo (excl. lwoo) gemengde leerweg;Antillianen en Arubanen;2003/'04;;
3795;Woongemeente;Ter Aar;Vmbo (excl. lwoo) gemengde leerweg;Antillianen en Arubanen;2004/'05;;
3796;Woongemeente;Ter Aar;Vmbo (excl. lwoo) gemengde leerweg;Overig niet-westerse allochtonen;2003/'04;;
3797;Woongemeente;Ter Aar;Vmbo (excl. lwoo) gemengde leerweg;Overig niet-westerse allochtonen;2004/'05;;
3798;Woongemeente;Ter Aar;Vmbo (excl. lwoo) gemengde leerweg;Herkomst onbekend;2003/'04;;
3799;Woongemeente;Ter Aar;Vmbo (excl. lwoo) gemengde leerweg;Herkomst onbekend;2004/'05;;
3800;Woongemeente;Ter Aar;Vmbo (excl. lwoo) kader - basisberoeps;Totaal herkomstgroeperingen;2003/'04;40.0;24.0
3801;Woongemeente;Ter Aar;Vmbo (excl. lwoo) kader - basisberoeps;Totaal herkomstgroeperingen;2004/'05;40.0;30.0
3802;Woongemeente;Ter Aar;Vmbo (excl. lwoo) kader - basisberoeps;Autochtonen;2003/'04;40.0;24.0
3803;Woongemeente;Ter Aar;Vmbo (excl. lwoo) kader - basisberoeps;Autochtonen;2004/'05;40.0;31.0
3804;Woongemeente;Ter Aar;Vmbo (excl. lwoo) kader - basisberoeps;Niet-westerse allochtonen;2003/'04;;
3805;Woongemeente;Ter Aar;Vmbo (excl. lwoo) kader - basisberoeps;Niet-westerse allochtonen;2004/'05;;
3806;Woongemeente;Ter Aar;Vmbo (excl. lwoo) kader - basisberoeps;Westerse allochtonen;2003/'04;;
3807;Woongemeente;Ter Aar;Vmbo (excl. lwoo) kader - basisberoeps;Westerse allochtonen;2004/'05;;
3808;Woongemeente;Ter Aar;Vmbo (excl. lwoo) kader - basisberoeps;Turken;2003/'04;;
3809;Woongemeente;Ter Aar;Vmbo (excl. lwoo) kader - basisberoeps;Turken;2004/'05;;
3810;Woongemeente;Ter Aar;Vmbo (excl. lwoo) kader - basisberoeps;Marokkanen;2003/'04;;
3811;Woongemeente;Ter Aar;Vmbo (excl. lwoo) kader - basisberoeps;Marokkanen;2004/'05;;
3812;Woongemeente;Ter Aar;Vmbo (excl. lwoo) kader - basisberoeps;Surinamers;2003/'04;;
3813;Woongemeente;Ter Aar;Vmbo (excl. lwoo) kader - basisberoeps;Surinamers;2004/'05;;
3814;Woongemeente;Ter Aar;Vmbo (excl. lwoo) kader - basisberoeps;Antillianen en Arubanen;2003/'04;;
3815;Woongemeente;Ter Aar;Vmbo (excl. lwoo) kader - basisberoeps;Antillianen en Arubanen;2004/'05;;
3816;Woongemeente;Ter Aar;Vmbo (excl. lwoo) kader - basisberoeps;Overig niet-westerse allochtonen;2003/'04;;
3817;Woongemeente;Ter Aar;Vmbo (excl. lwoo) kader - basisberoeps;Overig niet-westerse allochtonen;2004/'05;;
3818;Woongemeente;Ter Aar;Vmbo (excl. lwoo) kader - basisberoeps;Herkomst onbekend;2003/'04;;
3819;Woongemeente;Ter Aar;Vmbo (excl. lwoo) kader - basisberoeps;Herkomst onbekend;2004/'05;;
3820;Woongemeente;Ter Aar;Vmbo (excl. lwoo) kaderberoepsgericht;Totaal herkomstgroeperingen;2003/'04;20.0;9.0
3821;Woongemeente;Ter Aar;Vmbo (excl. lwoo) kaderberoepsgericht;Totaal herkomstgroeperingen;2004/'05;20.0;17.0
3822;Woongemeente;Ter Aar;Vmbo (excl. lwoo) kaderberoepsgericht;Autochtonen;2003/'04;10.0;9.0
3823;Woongemeente;Ter Aar;Vmbo (excl. lwoo) kaderberoepsgericht;Autochtonen;2004/'05;20.0;17.0
3824;Woongemeente;Ter Aar;Vmbo (excl. lwoo) kaderberoepsgericht;Niet-westerse allochtonen;2003/'04;;
3825;Woongemeente;Ter Aar;Vmbo (excl. lwoo) kaderberoepsgericht;Niet-westerse allochtonen;2004/'05;;
3826;Woongemeente;Ter Aar;Vmbo (excl. lwoo) kaderberoepsgericht;Westerse allochtonen;2003/'04;;
3827;Woongemeente;Ter Aar;Vmbo (excl. lwoo) kaderberoepsgericht;Westerse allochtonen;2004/'05;;
3828;Woongemeente;Ter Aar;Vmbo (excl. lwoo) kaderberoepsgericht;Turken;2003/'04;;
3829;Woongemeente;Ter Aar;Vmbo (excl. lwoo) kaderberoepsgericht;Turken;2004/'05;;
3830;Woongemeente;Ter Aar;Vmbo (excl. lwoo) kaderberoepsgericht;Marokkanen;2003/'04;;
3831;Woongemeente;Ter Aar;Vmbo (excl. lwoo) kaderberoepsgericht;Marokkanen;2004/'05;;
3832;Woongemeente;Ter Aar;Vmbo (excl. lwoo) kaderberoepsgericht;Surinamers;2003/'04;;
3833;Woongemeente;Ter Aar;Vmbo (excl. lwoo) kaderberoepsgericht;Surinamers;2004/'05;;
3834;Woongemeente;Ter Aar;Vmbo (excl. lwoo) kaderberoepsgericht;Antillianen en Arubanen;2003/'04;;
3835;Woongemeente;Ter Aar;Vmbo (excl. lwoo) kaderberoepsgericht;Antillianen en Arubanen;2004/'05;;
3836;Woongemeente;Ter Aar;Vmbo (excl. lwoo) kaderberoepsgericht;Overig niet-westerse allochtonen;2003/'04;;
3837;Woongemeente;Ter Aar;Vmbo (excl. lwoo) kaderberoepsgericht;Overig niet-westerse allochtonen;2004/'05;;
3838;Woongemeente;Ter Aar;Vmbo (excl. lwoo) kaderberoepsgericht;Herkomst onbekend;2003/'04;;
3839;Woongemeente;Ter Aar;Vmbo (excl. lwoo) kaderberoepsgericht;Herkomst onbekend;2004/'05;;
3840;Woongemeente;Ter Aar;Vmbo (excl. lwoo) basisberoepsgericht;Totaal herkomstgroeperingen;2003/'04;30.0;15.0
3841;Woongemeente;Ter Aar;Vmbo (excl. lwoo) basisberoepsgericht;Totaal herkomstgroeperingen;2004/'05;20.0;13.0
3842;Woongemeente;Ter Aar;Vmbo (excl. lwoo) basisberoepsgericht;Autochtonen;2003/'04;20.0;15.0
3843;Woongemeente;Ter Aar;Vmbo (excl. lwoo) basisberoepsgericht;Autochtonen;2004/'05;20.0;14.0
3844;Woongemeente;Ter Aar;Vmbo (excl. lwoo) basisberoepsgericht;Niet-westerse allochtonen;2003/'04;;
3845;Woongemeente;Ter Aar;Vmbo (excl. lwoo) basisberoepsgericht;Niet-westerse allochtonen;2004/'05;;
3846;Woongemeente;Ter Aar;Vmbo (excl. lwoo) basisberoepsgericht;Westerse allochtonen;2003/'04;;
3847;Woongemeente;Ter Aar;Vmbo (excl. lwoo) basisberoepsgericht;Westerse allochtonen;2004/'05;;
3848;Woongemeente;Ter Aar;Vmbo (excl. lwoo) basisberoepsgericht;Turken;2003/'04;;
3849;Woongemeente;Ter Aar;Vmbo (excl. lwoo) basisberoepsgericht;Turken;2004/'05;;
3850;Woongemeente;Ter Aar;Vmbo (excl. lwoo) basisberoepsgericht;Marokkanen;2003/'04;;
3851;Woongemeente;Ter Aar;Vmbo (excl. lwoo) basisberoepsgericht;Marokkanen;2004/'05;;
3852;Woongemeente;Ter Aar;Vmbo (excl. lwoo) basisberoepsgericht;Surinamers;2003/'04;;
3853;Woongemeente;Ter Aar;Vmbo (excl. lwoo) basisberoepsgericht;Surinamers;2004/'05;;
3854;Woongemeente;Ter Aar;Vmbo (excl. lwoo) basisberoepsgericht;Antillianen en Arubanen;2003/'04;;
3855;Woongemeente;Ter Aar;Vmbo (excl. lwoo) basisberoepsgericht;Antillianen en Arubanen;2004/'05;;
3856;Woongemeente;Ter Aar;Vmbo (excl. lwoo) basisberoepsgericht;Overig niet-westerse allochtonen;2003/'04;;
3857;Woongemeente;Ter Aar;Vmbo (excl. lwoo) basisberoepsgericht;Overig niet-westerse allochtonen;2004/'05;;
3858;Woongemeente;Ter Aar;Vmbo (excl. lwoo) basisberoepsgericht;Herkomst onbekend;2003/'04;;
3859;Woongemeente;Ter Aar;Vmbo (excl. lwoo) basisberoepsgericht;Herkomst onbekend;2004/'05;;
3860;Woongemeente;Ter Aar;Lwoo totaal;Totaal herkomstgroeperingen;2003/'04;;
3861;Woongemeente;Ter Aar;Lwoo totaal;Totaal herkomstgroeperingen;2004/'05;;
3862;Woongemeente;Ter Aar;Lwoo totaal;Autochtonen;2003/'04;;
3863;Woongemeente;Ter Aar;Lwoo totaal;Autochtonen;2004/'05;;
3864;Woongemeente;Ter Aar;Lwoo totaal;Niet-westerse allochtonen;2003/'04;;
3865;Woongemeente;Ter Aar;Lwoo totaal;Niet-westerse allochtonen;2004/'05;;
3866;Woongemeente;Ter Aar;Lwoo totaal;Westerse allochtonen;2003/'04;;
3867;Woongemeente;Ter Aar;Lwoo totaal;Westerse allochtonen;2004/'05;;
3868;Woongemeente;Ter Aar;Lwoo totaal;Turken;2003/'04;;
3869;Woongemeente;Ter Aar;Lwoo totaal;Turken;2004/'05;;
3870;Woongemeente;Ter Aar;Lwoo totaal;Marokkanen;2003/'04;;
3871;Woongemeente;Ter Aar;Lwoo totaal;Marokkanen;2004/'05;;
3872;Woongemeente;Ter Aar;Lwoo totaal;Surinamers;2003/'04;;
3873;Woongemeente;Ter Aar;Lwoo totaal;Surinamers;2004/'05;;
3874;Woongemeente;Ter Aar;Lwoo totaal;Antillianen en Arubanen;2003/'04;;
3875;Woongemeente;Ter Aar;Lwoo totaal;Antillianen en Arubanen;2004/'05;;
3876;Woongemeente;Ter Aar;Lwoo totaal;Overig niet-westerse allochtonen;2003/'04;;
3877;Woongemeente;Ter Aar;Lwoo totaal;Overig niet-westerse allochtonen;2004/'05;;
3878;Woongemeente;Ter Aar;Lwoo totaal;Herkomst onbekend;2003/'04;;
3879;Woongemeente;Ter Aar;Lwoo totaal;Herkomst onbekend;2004/'05;;
3880;Woongemeente;Ter Aar;Lwoo theoretische en gemengde leerweg;Totaal herkomstgroeperingen;2003/'04;;
3881;Woongemeente;Ter Aar;Lwoo theoretische en gemengde leerweg;Totaal herkomstgroeperingen;2004/'05;;
3882;Woongemeente;Ter Aar;Lwoo theoretische en gemengde leerweg;Autochtonen;2003/'04;;
3883;Woongemeente;Ter Aar;Lwoo theoretische en gemengde leerweg;Autochtonen;2004/'05;;
3884;Woongemeente;Ter Aar;Lwoo theoretische en gemengde leerweg;Niet-westerse allochtonen;2003/'04;;
3885;Woongemeente;Ter Aar;Lwoo theoretische en gemengde leerweg;Niet-westerse allochtonen;2004/'05;;
3886;Woongemeente;Ter Aar;Lwoo theoretische en gemengde leerweg;Westerse allochtonen;2003/'04;;
3887;Woongemeente;Ter Aar;Lwoo theoretische en gemengde leerweg;Westerse allochtonen;2004/'05;;
3888;Woongemeente;Ter Aar;Lwoo theoretische en gemengde leerweg;Turken;2003/'04;;
3889;Woongemeente;Ter Aar;Lwoo theoretische en gemengde leerweg;Turken;2004/'05;;
3890;Woongemeente;Ter Aar;Lwoo theoretische en gemengde leerweg;Marokkanen;2003/'04;;
3891;Woongemeente;Ter Aar;Lwoo theoretische en gemengde leerweg;Marokkanen;2004/'05;;
3892;Woongemeente;Ter Aar;Lwoo theoretische en gemengde leerweg;Surinamers;2003/'04;;
3893;Woongemeente;Ter Aar;Lwoo theoretische en gemengde leerweg;Surinamers;2004/'05;;
3894;Woongemeente;Ter Aar;Lwoo theoretische en gemengde leerweg;Antillianen en Arubanen;2003/'04;;
3895;Woongemeente;Ter Aar;Lwoo theoretische en gemengde leerweg;Antillianen en Arubanen;2004/'05;;
3896;Woongemeente;Ter Aar;Lwoo theoretische en gemengde leerweg;Overig niet-westerse allochtonen;2003/'04;;
3897;Woongemeente;Ter Aar;Lwoo theoretische en gemengde leerweg;Overig niet-westerse allochtonen;2004/'05;;
3898;Woongemeente;Ter Aar;Lwoo theoretische en gemengde leerweg;Herkomst onbekend;2003/'04;;
3899;Woongemeente;Ter Aar;Lwoo theoretische en gemengde leerweg;Herkomst onbekend;2004/'05;;
3900;Woongemeente;Ter Aar;Lwoo theoretische leerweg;Totaal herkomstgroeperingen;2003/'04;;
3901;Woongemeente;Ter Aar;Lwoo theoretische leerweg;Totaal herkomstgroeperingen;2004/'05;;
3902;Woongemeente;Ter Aar;Lwoo theoretische leerweg;Autochtonen;2003/'04;;
3903;Woongemeente;Ter Aar;Lwoo theoretische leerweg;Autochtonen;2004/'05;;
3904;Woongemeente;Ter Aar;Lwoo theoretische leerweg;Niet-westerse allochtonen;2003/'04;;
3905;Woongemeente;Ter Aar;Lwoo theoretische leerweg;Niet-westerse allochtonen;2004/'05;;
3906;Woongemeente;Ter Aar;Lwoo theoretische leerweg;Westerse allochtonen;2003/'04;;
3907;Woongemeente;Ter Aar;Lwoo theoretische leerweg;Westerse allochtonen;2004/'05;;
3908;Woongemeente;Ter Aar;Lwoo theoretische leerweg;Turken;2003/'04;;
3909;Woongemeente;Ter Aar;Lwoo theoretische leerweg;Turken;2004/'05;;
3910;Woongemeente;Ter Aar;Lwoo theoretische leerweg;Marokkanen;2003/'04;;
3911;Woongemeente;Ter Aar;Lwoo theoretische leerweg;Marokkanen;2004/'05;;
3912;Woongemeente;Ter Aar;Lwoo theoretische leerweg;Surinamers;2003/'04;;
3913;Woongemeente;Ter Aar;Lwoo theoretische leerweg;Surinamers;2004/'05;;
3914;Woongemeente;Ter Aar;Lwoo theoretische leerweg;Antillianen en Arubanen;2003/'04;;
3915;Woongemeente;Ter Aar;Lwoo theoretische leerweg;Antillianen en Arubanen;2004/'05;;
3916;Woongemeente;Ter Aar;Lwoo theoretische leerweg;Overig niet-westerse allochtonen;2003/'04;;
3917;Woongemeente;Ter Aar;Lwoo theoretische leerweg;Overig niet-westerse allochtonen;2004/'05;;
3918;Woongemeente;Ter Aar;Lwoo theoretische leerweg;Herkomst onbekend;2003/'04;;
3919;Woongemeente;Ter Aar;Lwoo theoretische leerweg;Herkomst onbekend;2004/'05;;
3920;Woongemeente;Ter Aar;Lwoo gemengde leerweg;Totaal herkomstgroeperingen;2003/'04;;
3921;Woongemeente;Ter Aar;Lwoo gemengde leerweg;Totaal herkomstgroeperingen;2004/'05;;
3922;Woongemeente;Ter Aar;Lwoo gemengde leerweg;Autochtonen;2003/'04;;
3923;Woongemeente;Ter Aar;Lwoo gemengde leerweg;Autochtonen;2004/'05;;
3924;Woongemeente;Ter Aar;Lwoo gemengde leerweg;Niet-westerse allochtonen;2003/'04;;
3925;Woongemeente;Ter Aar;Lwoo gemengde leerweg;Niet-westerse allochtonen;2004/'05;;
3926;Woongemeente;Ter Aar;Lwoo gemengde leerweg;Westerse allochtonen;2003/'04;;
3927;Woongemeente;Ter Aar;Lwoo gemengde leerweg;Westerse allochtonen;2004/'05;;
3928;Woongemeente;Ter Aar;Lwoo gemengde leerweg;Turken;2003/'04;;
3929;Woongemeente;Ter Aar;Lwoo gemengde leerweg;Turken;2004/'05;;
3930;Woongemeente;Ter Aar;Lwoo gemengde leerweg;Marokkanen;2003/'04;;
3931;Woongemeente;Ter Aar;Lwoo gemengde leerweg;Marokkanen;2004/'05;;
3932;Woongemeente;Ter Aar;Lwoo gemengde leerweg;Surinamers;2003/'04;;
3933;Woongemeente;Ter Aar;Lwoo gemengde leerweg;Surinamers;2004/'05;;
3934;Woongemeente;Ter Aar;Lwoo gemengde leerweg;Antillianen en Arubanen;2003/'04;;
3935;Woongemeente;Ter Aar;Lwoo gemengde leerweg;Antillianen en Arubanen;2004/'05;;
3936;Woongemeente;Ter Aar;Lwoo gemengde leerweg;Overig niet-westerse allochtonen;2003/'04;;
3937;Woongemeente;Ter Aar;Lwoo gemengde leerweg;Overig niet-westerse allochtonen;2004/'05;;
3938;Woongemeente;Ter Aar;Lwoo gemengde leerweg;Herkomst onbekend;2003/'04;;
3939;Woongemeente;Ter Aar;Lwoo gemengde leerweg;Herkomst onbekend;2004/'05;;
3940;Woongemeente;Ter Aar;Lwoo kader - en basis beroepsger leerweg;Totaal herkomstgroeperingen;2003/'04;;
3941;Woongemeente;Ter Aar;Lwoo kader - en basis beroepsger leerweg;Totaal herkomstgroeperingen;2004/'05;;
3942;Woongemeente;Ter Aar;Lwoo kader - en basis beroepsger leerweg;Autochtonen;2003/'04;;
3943;Woongemeente;Ter Aar;Lwoo kader - en basis beroepsger leerweg;Autochtonen;2004/'05;;
3944;Woongemeente;Ter Aar;Lwoo kader - en basis beroepsger leerweg;Niet-westerse allochtonen;2003/'04;;
3945;Woongemeente;Ter Aar;Lwoo kader - en basis beroepsger leerweg;Niet-westerse allochtonen;2004/'05;;
3946;Woongemeente;Ter Aar;Lwoo kader - en basis beroepsger leerweg;Westerse allochtonen;2003/'04;;
3947;Woongemeente;Ter Aar;Lwoo kader - en basis beroepsger leerweg;Westerse allochtonen;2004/'05;;
3948;Woongemeente;Ter Aar;Lwoo kader - en basis beroepsger leerweg;Turken;2003/'04;;
3949;Woongemeente;Ter Aar;Lwoo kader - en basis beroepsger leerweg;Turken;2004/'05;;
3950;Woongemeente;Ter Aar;Lwoo kader - en basis beroepsger leerweg;Marokkanen;2003/'04;;
3951;Woongemeente;Ter Aar;Lwoo kader - en basis beroepsger leerweg;Marokkanen;2004/'05;;
