ID;BedrijfstakEnKlassen;Bedrijfsgrootte;Perioden;TotaalWerknemersMetCursusOpleiding_1;MannenMetCursusOpleiding_2;VrouwenMetCursusOpleiding_3;k_15Tot25JaarMetCursusOpleiding_4;k_25Tot55JaarMetCursusOpleiding_5;k_55JaarEnOuderMetCursusOpleiding_6;VoorBedrijvenMetCursusOfOpleiding_7;WerknemersTotaal_8;WerknemersMannen_9;WerknemersVrouwen_10;Werknemers15Tot25Jaar_11;Werknemers25Tot55Jaar_12;Werknemers55JaarEnOuder_13;ParticipatieMannenBedrijvenMetOpl_14;ParticipatieVrouwenBedrMetOpl_15;Part15Tot25JaarBedrMetOpl_16;Part25Tot55JaarBedrMetOpl_17;Part55JaarEnOuderBedrMetOpl_18;GevolgdeCursussenOfOpleidingen_19;GevolgdeCursusOfOpleidingenMannen_20;GevolgdeCursusOfOpleidingenVrouwen_21;InterneCursussenOfOpleidingen_22;ExterneCursussenOfOpleidingen_23;PerWerknemer_24;PerWerknemerBedrMetCursusOfOpl_25;TotaalUrenBesteedAanCursussenOfOpl_26;GevolgdeOpleidingsurenMannen_27;GevolgdeOpleidingsurenVrouwen_28;GevolgdeInterneOpleidingsuren_29;GevolgdeExterneOpleidingsuren_30;PerWerknemerMetCursusOfOpleiding_31;PerMannelijkeWerknemerMetOpleiding_32;PerVrouwelijkeWerknemerMetOpleiding_33;PerGevolgdeCursusOfOpleiding_34;TotaalOpleidingsurenInWerktijd_35;OpleidingsurenMannenInWerktijd_36;OpleidingsurenVrouwenInWerktijd_37;GevolgdeInterneUren_38;GevolgdeExterneUren_39;AandeelInTotaalAantalOpleidingsuren_40;AandeelInGewerkteUren_41;TotaleKostenVanOpleidingen_42;VoorAlleBedrijven_43;VoorBedrijvenMetCursusOfOpleiding_44;VoorAlleBedrijven_45;VoorBedrijvenMetCursusOfOpleiding_46;KostenPerDeelnemerAanCursusOfOpl_47;KostenPerGevolgdeCursusOfOpleiding_48;KostenPerGevolgdOpleidingsuur_49;DirecteKosten_50;GederfdeLoonkosten_51;LoonkostenVanOpleidingspersoneel_52;DirecteKosten_53;GederfdeLoonkosten_54;LoonkostenVanOpleidingspersoneel_55;TotaalBedrijvenDieAanFondsBetalen_56;OOOfScholingsfondsen_57;OverigeCAOAfdrachten_58;BetalenAanOverheidsfondsen_59;BetalenAanAndereFondsen_60;TotaalBedrijvenDieSubsidiesOntvangen_61;OntvangenVanOOOfScholingsfondsen_62;OntvangenVanOverheidsfondsen_63;OntvangenVanBelastingaftrek_64;OntvangenVanEuropeseFondsen_65;PrivateInstellingen_66;TotaalAlleTypenBedrijfsopleidingen_67;CursussenOfOpleidingen_68;InterneCursussenOfOpleidingen_69;ExterneCursussenOfOpleidingen_70;OpleidingOpDeWerkplek_71;TotaalOverigeCursussenOfOpleidingen_72;JobRotationFunctieroulatie_73;KwaliteitscirkelsGeorganisGroepsdisc_74;Zelfstudie_75;ConferentiesWorkshopsEnLezingen_76
537;52 Detailhandel;20-49 werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
538;52 Detailhandel;20-49 werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
539;52 Detailhandel;20-49 werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
540;52 Detailhandel;50-99 werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
541;52 Detailhandel;50-99 werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
542;52 Detailhandel;50-99 werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
543;52 Detailhandel;100-499 werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
544;52 Detailhandel;100-499 werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
545;52 Detailhandel;100-499 werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
546;52 Detailhandel;100-199 werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
547;52 Detailhandel;100-199 werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
548;52 Detailhandel;100-199 werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
549;52 Detailhandel;200-499 werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
550;52 Detailhandel;200-499 werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
551;52 Detailhandel;200-499 werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
552;52 Detailhandel;500 en meer werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
553;52 Detailhandel;500 en meer werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
554;52 Detailhandel;500 en meer werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
555;52 Detailhandel;500-999 werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
556;52 Detailhandel;500-999 werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
557;52 Detailhandel;500-999 werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
558;52 Detailhandel;1000 en meer werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
559;52 Detailhandel;1000 en meer werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
560;52 Detailhandel;1000 en meer werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
561;55 Horeca;Totaal bedrijfsgrootte;1993;14.0;7.0;7.0;;;;28.0;16.0;17.0;15.0;;;;;;;;;18.0;9.0;9.0;;;21.0;37.0;;;;;;;;;;;;;;;;;10.0;0.7;1.1;116.0;204.0;720.0;548.0;;4.0;4.0;2.0;42.0;39.0;19.0;;;;;;;;;;;;39.0;29.0;;;16.0;31.0;;;;
562;55 Horeca;Totaal bedrijfsgrootte;1999;39.0;18.0;21.0;;;;37.0;32.0;32.0;31.0;;;;;;;;;76.0;35.0;40.0;40.0;35.0;62.0;73.0;1232.0;652.0;580.0;509.0;724.0;32.0;;;16.0;1059.0;556.0;504.0;473.0;587.0;86.0;0.8;37.0;1.9;2.3;304.0;356.0;956.0;490.0;30.0;16.0;16.0;5.0;42.0;44.0;14.0;41.0;29.0;10.0;0.0;4.0;25.0;15.0;3.0;9.0;0.0;5.0;79.0;68.0;;;57.0;56.0;23.0;18.0;21.0;46.0
563;55 Horeca;Totaal bedrijfsgrootte;2005;35.0;15.0;20.0;10.0;23.0;2.0;29.0;22.0;21.0;22.0;15.0;27.0;19.0;29.0;29.0;22.0;35.0;25.0;;;;;;;;1644.0;739.0;905.0;967.0;677.0;47.0;48.0;46.0;;;;;;;;;56.0;1.9;2.5;348.0;465.0;1617.0;;34.0;22.0;32.0;3.0;38.0;56.0;6.0;9.0;;;;;8.0;;;;;;54.0;51.0;24.0;50.0;23.0;23.0;8.0;3.0;13.0;17.0
564;55 Horeca;10-99 werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;37.0;27.0;;;13.0;28.0;;;;
565;55 Horeca;10-99 werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
566;55 Horeca;10-99 werknemers;2005;12.0;7.0;5.0;5.0;7.0;0.0;19.0;12.0;13.0;10.0;9.0;15.0;5.0;21.0;16.0;14.0;25.0;8.0;;;;;;;;478.0;310.0;169.0;131.0;347.0;39.0;44.0;32.0;;;;;;;;;16.0;0.9;1.5;155.0;246.0;1321.0;;34.0;5.0;10.0;1.0;33.0;63.0;4.0;9.0;;;;;7.0;;;;;;53.0;50.0;23.0;49.0;22.0;22.0;7.0;2.0;12.0;17.0
567;55 Horeca;10-19 werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
568;55 Horeca;10-19 werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
569;55 Horeca;10-19 werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
570;55 Horeca;20-49 werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
571;55 Horeca;20-49 werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
572;55 Horeca;20-49 werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
573;55 Horeca;50-99 werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
574;55 Horeca;50-99 werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
575;55 Horeca;50-99 werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
576;55 Horeca;100-499 werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;70.0;70.0;;;61.0;70.0;;;;
577;55 Horeca;100-499 werknemers;1999;10.0;5.0;5.0;;;;47.0;45.0;48.0;43.0;;;;;;;;;19.0;10.0;9.0;11.0;9.0;88.0;92.0;265.0;143.0;122.0;115.0;149.0;27.0;;;14.0;247.0;134.0;113.0;113.0;134.0;93.0;1.0;9.0;2.7;2.8;419.0;437.0;926.0;476.0;34.0;4.0;4.0;1.0;48.0;42.0;9.0;56.0;;;;;31.0;;;;;;100.0;95.0;;;86.0;90.0;54.0;35.0;62.0;72.0
578;55 Horeca;100-499 werknemers;2005;4.0;2.0;2.0;1.0;3.0;0.0;28.0;25.0;27.0;23.0;17.0;30.0;19.0;30.0;26.0;20.0;34.0;22.0;;;;;;;;94.0;47.0;47.0;56.0;38.0;22.0;21.0;24.0;;;;;;;;;11.0;3.1;3.5;659.0;750.0;2663.0;;119.0;5.0;5.0;1.0;46.0;48.0;5.0;18.0;;;;;26.0;;;;;;91.0;87.0;65.0;72.0;58.0;72.0;29.0;19.0;51.0;46.0
579;55 Horeca;100-199 werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
580;55 Horeca;100-199 werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
581;55 Horeca;100-199 werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
582;55 Horeca;200-499 werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
583;55 Horeca;200-499 werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
584;55 Horeca;200-499 werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
585;55 Horeca;500 en meer werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100.0;100.0;;;77.0;100.0;;;;
586;55 Horeca;500 en meer werknemers;1999;11.0;3.0;7.0;;;;37.0;37.0;39.0;36.0;;;;;;;;;21.0;7.0;14.0;15.0;5.0;72.0;72.0;256.0;87.0;170.0;192.0;64.0;24.0;;;12.0;222.0;80.0;142.0;165.0;57.0;87.0;0.7;7.0;1.6;1.6;250.0;250.0;673.0;345.0;28.0;3.0;3.0;1.0;41.0;46.0;13.0;54.0;;;;;38.0;;;;;;100.0;100.0;;;77.0;92.0;38.0;8.0;69.0;77.0
587;55 Horeca;500 en meer werknemers;2005;19.0;6.0;12.0;4.0;13.0;2.0;45.0;45.0;47.0;44.0;54.0;44.0;34.0;47.0;44.0;54.0;44.0;34.0;;;;;;;;1072.0;382.0;689.0;780.0;291.0;58.0;62.0;56.0;;;;;;;;;29.0;3.4;3.4;710.0;710.0;1575.0;;27.0;11.0;16.0;2.0;38.0;56.0;7.0;34.0;;;;;21.0;;;;;;100.0;100.0;76.0;100.0;79.0;59.0;33.0;33.0;41.0;59.0
588;55 Horeca;500-999 werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
589;55 Horeca;500-999 werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
590;55 Horeca;500-999 werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
591;55 Horeca;1000 en meer werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
592;55 Horeca;1000 en meer werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
593;55 Horeca;1000 en meer werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
594;60-64 Vervoer en communicatie;Totaal bedrijfsgrootte;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44.0;38.0;;;11.0;33.0;;;;
595;60-64 Vervoer en communicatie;Totaal bedrijfsgrootte;1999;154.0;113.0;41.0;;;;44.0;40.0;40.0;42.0;;;;;;;;;258.0;172.0;86.0;133.0;125.0;67.0;73.0;6363.0;4180.0;2183.0;3249.0;3113.0;41.0;;;25.0;5398.0;3411.0;1987.0;3098.0;2301.0;85.0;0.9;359.0;2.8;3.1;938.0;1020.0;2327.0;1392.0;56.0;188.0;104.0;66.0;53.0;29.0;18.0;52.0;44.0;4.0;0.0;6.0;33.0;20.0;5.0;13.0;0.0;3.0;77.0;71.0;;;33.0;43.0;9.0;9.0;18.0;32.0
596;60-64 Vervoer en communicatie;Totaal bedrijfsgrootte;2005;152.0;107.0;44.0;14.0;126.0;12.0;44.0;39.0;37.0;44.0;30.0;42.0;25.0;43.0;47.0;34.0;48.0;29.0;;;;;;;;4579.0;3251.0;1328.0;2500.0;2078.0;30.0;30.0;30.0;;;;;;;;;352.0;2.3;2.6;899.0;1016.0;2321.0;;77.0;187.0;128.0;36.0;53.0;36.0;10.0;36.0;;;;;30.0;;;;;;65.0;62.0;22.0;60.0;25.0;28.0;9.0;6.0;11.0;22.0
597;60-64 Vervoer en communicatie;10-99 werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;41.0;34.0;;;9.0;29.0;;;;
598;60-64 Vervoer en communicatie;10-99 werknemers;1999;29.0;23.0;6.0;;;;32.0;24.0;24.0;28.0;;;;;;;;;42.0;30.0;12.0;13.0;29.0;35.0;46.0;1177.0;923.0;254.0;303.0;874.0;40.0;;;28.0;594.0;425.0;169.0;194.0;400.0;50.0;0.3;32.0;0.8;1.0;267.0;347.0;1092.0;762.0;27.0;17.0;11.0;4.0;54.0;35.0;12.0;51.0;;;;;31.0;;;;;;75.0;69.0;;;30.0;40.0;7.0;8.0;16.0;28.0
599;60-64 Vervoer en communicatie;10-99 werknemers;2005;27.0;21.0;5.0;4.0;21.0;2.0;31.0;21.0;20.0;26.0;22.0;23.0;14.0;31.0;32.0;31.0;33.0;22.0;;;;;;;;741.0;625.0;115.0;222.0;518.0;28.0;30.0;21.0;;;;;;;;;42.0;0.9;1.4;336.0;496.0;1579.0;;57.0;18.0;15.0;9.0;44.0;35.0;21.0;37.0;;;;;29.0;;;;;;62.0;59.0;19.0;56.0;22.0;26.0;8.0;5.0;10.0;19.0
600;60-64 Vervoer en communicatie;10-19 werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
601;60-64 Vervoer en communicatie;10-19 werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
602;60-64 Vervoer en communicatie;10-19 werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
603;60-64 Vervoer en communicatie;20-49 werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
604;60-64 Vervoer en communicatie;20-49 werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
605;60-64 Vervoer en communicatie;20-49 werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
606;60-64 Vervoer en communicatie;50-99 werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
607;60-64 Vervoer en communicatie;50-99 werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
608;60-64 Vervoer en communicatie;50-99 werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
609;60-64 Vervoer en communicatie;100-499 werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;83.0;81.0;;;43.0;80.0;;;;
610;60-64 Vervoer en communicatie;100-499 werknemers;1999;20.0;16.0;5.0;;;;37.0;35.0;35.0;36.0;;;;;;;;;35.0;25.0;9.0;17.0;18.0;60.0;62.0;830.0;611.0;218.0;293.0;536.0;41.0;;;24.0;623.0;461.0;163.0;268.0;356.0;75.0;0.7;39.0;2.0;2.1;673.0;697.0;1901.0;1119.0;47.0;22.0;13.0;4.0;56.0;34.0;9.0;61.0;;;;;46.0;;;;;;98.0;96.0;;;70.0;73.0;24.0;21.0;46.0;71.0
611;60-64 Vervoer en communicatie;100-499 werknemers;2005;20.0;15.0;5.0;2.0;17.0;1.0;34.0;33.0;32.0;36.0;25.0;36.0;19.0;32.0;38.0;25.0;37.0;19.0;;;;;;;;559.0;447.0;112.0;209.0;350.0;28.0;30.0;22.0;;;;;;;;;32.0;1.3;1.4;525.0;539.0;1608.0;;58.0;15.0;15.0;2.0;46.0;48.0;6.0;35.0;;;;;39.0;;;;;;98.0;98.0;49.0;98.0;54.0;52.0;15.0;8.0;23.0;46.0
612;60-64 Vervoer en communicatie;100-199 werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
613;60-64 Vervoer en communicatie;100-199 werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
614;60-64 Vervoer en communicatie;100-199 werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
615;60-64 Vervoer en communicatie;200-499 werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
616;60-64 Vervoer en communicatie;200-499 werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
617;60-64 Vervoer en communicatie;200-499 werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
618;60-64 Vervoer en communicatie;500 en meer werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100.0;100.0;;;68.0;87.0;;;;
619;60-64 Vervoer en communicatie;500 en meer werknemers;1999;104.0;74.0;30.0;;;;51.0;51.0;52.0;48.0;;;;;;;;;181.0;116.0;65.0;103.0;78.0;88.0;89.0;4356.0;2645.0;1711.0;2653.0;1703.0;42.0;;;24.0;4181.0;2526.0;1655.0;2636.0;1545.0;96.0;1.4;288.0;4.4;4.5;1406.0;1413.0;2757.0;1591.0;66.0;149.0;80.0;59.0;52.0;28.0;20.0;52.0;;;;;56.0;;;;;;100.0;96.0;;;94.0;92.0;46.0;44.0;63.0;92.0
620;60-64 Vervoer en communicatie;500 en meer werknemers;2005;105.0;71.0;34.0;8.0;89.0;8.0;52.0;51.0;51.0;52.0;38.0;55.0;34.0;52.0;53.0;39.0;56.0;35.0;;;;;;;;3279.0;2179.0;1101.0;2069.0;1211.0;31.0;31.0;32.0;;;;;;;;;278.0;3.2;3.3;1353.0;1376.0;2646.0;;85.0;154.0;98.0;25.0;56.0;35.0;9.0;13.0;;;;;26.0;;;;;;94.0;94.0;80.0;91.0;49.0;64.0;17.0;15.0;44.0;49.0
621;60-64 Vervoer en communicatie;500-999 werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
622;60-64 Vervoer en communicatie;500-999 werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
623;60-64 Vervoer en communicatie;500-999 werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
624;60-64 Vervoer en communicatie;1000 en meer werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
625;60-64 Vervoer en communicatie;1000 en meer werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
626;60-64 Vervoer en communicatie;1000 en meer werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
627;65-67 Financiële instellingen;Totaal bedrijfsgrootte;1993;85.0;53.0;33.0;;;;47.0;46.0;50.0;40.0;;;;;;;;;161.0;98.0;63.0;;;86.0;88.0;;;;;;;;;;;;;;;;;248.0;3.7;3.7;1331.0;1361.0;2910.0;1543.0;;118.0;92.0;38.0;48.0;37.0;15.0;;;;;;;;;;;;82.0;77.0;;;42.0;73.0;;;;
628;65-67 Financiële instellingen;Totaal bedrijfsgrootte;1999;140.0;75.0;66.0;;;;66.0;65.0;64.0;66.0;;;;;;;;;257.0;138.0;119.0;145.0;112.0;119.0;120.0;7819.0;4002.0;3817.0;5129.0;2690.0;56.0;;;30.0;6729.0;3401.0;3328.0;4875.0;1854.0;86.0;2.1;444.0;4.8;4.9;2054.0;2075.0;3160.0;1724.0;57.0;256.0;145.0;42.0;58.0;33.0;10.0;6.0;5.0;1.0;0.0;1.0;22.0;0.0;1.0;20.0;0.0;2.0;95.0;91.0;;;57.0;81.0;20.0;17.0;56.0;72.0
629;65-67 Financiële instellingen;Totaal bedrijfsgrootte;2005;134.0;71.0;63.0;9.0;115.0;10.0;57.0;54.0;54.0;54.0;54.0;55.0;46.0;58.0;57.0;58.0;58.0;49.0;;;;;;;;4918.0;2880.0;2038.0;3593.0;1325.0;37.0;41.0;32.0;;;;;;;;;418.0;2.9;3.1;1691.0;1789.0;3124.0;;85.0;211.0;170.0;38.0;50.0;41.0;9.0;8.0;;;;;4.0;;;;;;80.0;75.0;27.0;73.0;34.0;57.0;8.0;9.0;28.0;53.0
