ID;VAT;Periods;TransportRate_1;FixedDeliveryRate_2;VariableDeliveryRate_3;ODETaxEnvironmentalTaxesAct_4;EnergyTax_5;TransportRate_6;FixedDeliveryRate_7;VariableDeliveryRate_8;ODETaxEnvironmentalTaxesAct_9;EnergyTax_10;EnergyTaxRefund_11
100;Excluding VAT;2020 May;153.19;55.38;0.2387;0.0775;0.33307;199.88;56.18;0.0571;0.0273;0.0977;-435.68
101;Excluding VAT;2020 June;153.19;55.38;0.2349;0.0775;0.33307;199.88;56.18;0.0564;0.0273;0.0977;-435.68
102;Excluding VAT;2020 July;153.19;56.62;0.2162;0.0775;0.33307;199.88;56.88;0.0558;0.0273;0.0977;-435.68
103;Excluding VAT;2020 August;153.19;56.16;0.2174;0.0775;0.33307;199.88;56.93;0.0566;0.0273;0.0977;-435.68
104;Excluding VAT;2020 September;153.19;57.17;0.2177;0.0775;0.33307;199.88;57.31;0.0571;0.0273;0.0977;-435.68
105;Excluding VAT;2020 October;153.19;57.17;0.2189;0.0775;0.33307;199.88;57.31;0.0572;0.0273;0.0977;-435.68
106;Excluding VAT;2020 November;153.19;57.27;0.2228;0.0775;0.33307;199.88;57.39;0.058;0.0273;0.0977;-435.68
107;Excluding VAT;2020 December;153.19;57.52;0.2248;0.0775;0.33307;199.88;57.62;0.0578;0.0273;0.0977;-435.68
108;Excluding VAT;2020;153.19;56.12;0.2347;0.0775;0.33307;199.88;56.65;0.0584;0.0273;0.0977;-435.68
109;Excluding VAT;2021 January;155.25;58.01;0.2198;0.0851;0.34856;212.69;58.95;0.0576;0.03;0.09428;-461.62
110;Excluding VAT;2021 February;155.25;57.99;0.228;0.0851;0.34856;212.69;59.18;0.0608;0.03;0.09428;-461.62
111;Excluding VAT;2021 March;155.25;57.99;0.2349;0.0851;0.34856;212.69;59.18;0.0622;0.03;0.09428;-461.62
112;Excluding VAT;2021 April;155.25;58.48;0.2389;0.0851;0.34856;212.69;59.6;0.0634;0.03;0.09428;-461.62
113;Excluding VAT;2021 May;155.25;58.48;0.2385;0.0851;0.34856;212.69;59.6;0.0643;0.03;0.09428;-461.62
114;Excluding VAT;2021 June;155.25;58.48;0.2492;0.0851;0.34856;212.69;59.6;0.0671;0.03;0.09428;-461.62
115;Excluding VAT;2021 July;155.25;59.48;0.2834;0.0851;0.34856;212.69;60.55;0.0767;0.03;0.09428;-461.62
116;Excluding VAT;2021 August;155.25;59.68;0.2945;0.0851;0.34856;212.69;60.55;0.0779;0.03;0.09428;-461.62
117;Excluding VAT;2021 September;155.25;59.68;0.3351;0.0851;0.34856;212.69;60.55;0.0879;0.03;0.09428;-461.62
118;Excluding VAT;2021 October;155.25;59.68;0.4362;0.0851;0.34856;212.69;60.55;0.1049;0.03;0.09428;-461.62
119;Excluding VAT;2021 November;155.25;59.72;0.6181;0.0851;0.34856;212.69;60.55;0.145;0.03;0.09428;-461.62
120;Excluding VAT;2021 December;155.25;59.26;0.7388;0.0851;0.34856;212.69;60.18;0.1809;0.03;0.09428;-461.62
121;Excluding VAT;2021;155.25;58.91;0.343;0.0851;0.34856;212.69;59.92;0.0874;0.03;0.09428;-461.62
122;Excluding VAT;2022 January;158.12;60.12;0.9881;0.0865;0.36322;220.76;59.96;0.2619;0.0305;0.03679;-681.63
123;Excluding VAT;2022 February;158.12;60.12;0.9295;0.0865;0.36322;220.76;59.96;0.2451;0.0305;0.03679;-681.63
124;Excluding VAT;2022 March;158.12;60.12;1.5248;0.0865;0.36322;220.76;59.96;0.3978;0.0305;0.03679;-681.63
125;Excluding VAT;2022 April;158.12;60.12;1.392;0.0865;0.36322;220.76;59.96;0.3606;0.0305;0.03679;-681.63
126;Excluding VAT;2022 May;158.12;60.12;1.1752;0.0865;0.36322;220.76;59.96;0.2986;0.0305;0.03679;-681.63
127;Excluding VAT;2022 June;158.12;60.12;1.0067;0.0865;0.36322;220.76;59.96;0.2762;0.0305;0.03679;-681.63
128;Excluding VAT;2022 July;158.12;60.12;1.4595;0.0865;0.36322;220.76;59.96;0.3842;0.0305;0.03679;-681.63
129;Excluding VAT;2022 August;158.12;60.12;1.9401;0.0865;0.36322;220.76;59.96;0.4613;0.0305;0.03679;-681.63
130;Excluding VAT;2022 September;158.12;60.12;2.5418;0.0865;0.36322;220.76;59.96;0.5907;0.0305;0.03679;-681.63
131;Excluding VAT;2022 October;158.12;60.12;2.5532;0.0865;0.36322;220.76;59.96;0.6044;0.0305;0.03679;-681.63
132;Excluding VAT;2022 November;158.12;60.12;1.6698;0.0865;0.36322;220.76;59.96;0.4831;0.0305;0.03679;-681.63
133;Excluding VAT;2022 December;158.12;60.12;1.6698;0.0865;0.36322;220.76;59.96;0.477;0.0305;0.03679;-681.63
134;Excluding VAT;2022;158.12;60.12;1.5709;0.0865;0.36322;220.76;59.96;0.4034;0.0305;0.03679;-681.63
135;Excluding VAT;2023 January;179.91;;;;0.4898;282.78;;;;0.12599;-493.27
136;Excluding VAT;2023 February;179.91;;;;0.4898;282.78;;;;0.12599;-493.27
137;Excluding VAT;2023 March;179.91;;;;0.4898;282.78;;;;0.12599;-493.27
138;Excluding VAT;2023 April;179.91;;;;0.4898;282.78;;;;0.12599;-493.27
139;Excluding VAT;2023 May;179.91;;;;0.4898;282.78;;;;0.12599;-493.27
