ID;SoortVerdachte;Migratieachtergrond;Leeftijd;Perioden;IngeschrevenRechtbankstrafzaken_1;TotaalBeslissingenDoorOM_2;Dagvaarding_3;OproepenTerTerechtzittingNAVVerzet_4;OnvoorwaardelijkSepot_5;VoorwaardelijkBeleidssepot_6;Transactie_7;Strafbeschikking_8;Overig_9;TotaalEindbeslissing_10;SchuldigverklaringMetStraf_11;SchuldigverklaringZonderStraf_12;VrijspraakEnOntslagRechtsvervolging_13;Overig_14;TotaalOpgelegdeSancties_15;TotaalHoofdstraffen_16;GevangenisstrafInclJeugddetentie_17;Geldboete_18;Taakstraf_19;OverigeHoofdstraffen_20;BijkomendeStraffen_21;Maatregelen_22;StrafOnbekend_23
22;Totaal;Totaal;Jonger dan 18 jaar;2001;27345;30215;11580;0;4015;985;9230;0;4400;9075;8385;115;425;150;12765;10790;4580;720;5485;0;185;1705;85
23;Totaal;Totaal;Jonger dan 18 jaar;2002;28205;32195;12920;0;3310;1055;10915;0;3995;10345;9490;160;550;150;14845;12335;5255;650;6430;0;210;2200;100
24;Totaal;Totaal;Jonger dan 18 jaar;2003;30795;33240;13240;0;2810;1005;12565;0;3615;11100;10250;150;580;120;16285;13515;5690;645;7180;0;205;2450;115
25;Totaal;Totaal;Jonger dan 18 jaar;2004;33525;35940;14995;0;2685;1015;13330;0;3920;12255;11340;140;685;95;18220;15090;6405;705;7980;0;230;2760;140
26;Totaal;Totaal;Jonger dan 18 jaar;2005;35640;38195;15150;0;2995;1220;14630;0;4200;12735;11650;160;775;150;18360;15065;6025;620;8420;0;210;2985;95
27;Totaal;Totaal;Jonger dan 18 jaar;2006;36210;39625;15885;0;3415;1365;14550;0;4415;12835;11585;210;945;95;17400;14400;4900;500;9005;0;200;2715;80
28;Totaal;Totaal;Jonger dan 18 jaar;2007;38620;41070;16650;0;3745;1325;14535;0;4810;13325;12050;210;960;110;17425;14295;4210;470;9610;0;215;2800;115
29;Totaal;Totaal;Jonger dan 18 jaar;2008;36320;40150;15855;0;4655;1510;13800;0;4330;14020;12270;295;1305;145;17140;14105;3565;630;9905;0;260;2650;130
30;Totaal;Totaal;Jonger dan 18 jaar;2009;31470;35055;14185;0;3985;1480;11940;10;3455;12385;10785;280;1180;135;14870;12110;2730;515;8865;0;235;2410;115
31;Totaal;Totaal;Jonger dan 18 jaar;2010;27840;30565;12725;0;3320;1510;9885;0;3125;10590;9020;225;1215;130;12475;9985;2245;390;7350;0;190;2200;100
32;Totaal;Totaal;Jonger dan 18 jaar;2011;25595;27875;11515;0;3450;1680;8520;20;2685;9740;8230;235;1140;135;11585;9065;2005;380;6685;0;195;2240;85
33;Totaal;Totaal;Jonger dan 18 jaar;2012;22850;25110;10270;10;3635;1615;6825;275;2480;9000;7650;200;1025;125;10895;8440;1920;305;6215;0;280;2085;90
34;Totaal;Totaal;Jonger dan 18 jaar;2013;19025;20240;8585;20;4360;1305;3990;365;1615;7175;5945;195;915;125;8460;6530;1450;245;4830;0;165;1710;60
35;Totaal;Totaal;Jonger dan 18 jaar;2014;16775;17150;7995;20;4485;1195;2120;340;995;6360;5170;265;845;80;7260;5690;1170;165;4350;0;115;1420;35
36;Totaal;Totaal;Jonger dan 18 jaar;2015;15570;15520;7385;0;4025;1080;1920;305;805;5655;4550;255;775;80;6550;5055;1010;160;3890;0;115;1365;15
37;Totaal;Totaal;Jonger dan 18 jaar;2016;15675;16205;7600;20;4505;1080;1670;415;915;5545;4470;270;755;50;6350;4870;970;150;3745;0;85;1380;10
38;Totaal;Totaal;Jonger dan 18 jaar;2017;13360;14540;6470;15;3995;1205;1700;360;795;5505;4555;240;665;50;6590;4950;955;160;3835;0;105;1505;25
39;Totaal;Totaal;Jonger dan 18 jaar;2018;11910;13020;5880;10;3795;895;1395;360;685;4700;3895;205;565;30;5795;4340;1000;120;3225;0;90;1355;15
40;Totaal;Totaal;Jonger dan 18 jaar;2019;15245;15160;5980;25;6785;815;1000;195;355;4670;3960;200;475;30;5980;4390;1170;120;3100;0;125;1450;10
41;Totaal;Totaal;Jonger dan 18 jaar;2020;13650;13815;5180;65;6525;825;770;250;200;3735;3140;175;395;25;5095;3605;1080;75;2450;0;100;1385;5
42;Totaal;Totaal;Jonger dan 18 jaar;2021;13265;14240;5395;70;6685;845;950;185;115;4115;3420;185;490;20;5525;3900;1010;100;2790;0;130;1495;5
43;Totaal;Totaal;Jonger dan 18 jaar;2022;12670;13365;5110;35;5735;785;650;1000;50;3860;3295;160;380;25;5365;3795;1025;75;2690;0;130;1440;5
44;Totaal;Totaal;18 tot 25 jaar;2001;49655;54230;32815;0;5265;405;12355;0;3385;25810;24265;100;1190;250;36160;28630;11555;10855;6150;70;2900;4525;110
45;Totaal;Totaal;18 tot 25 jaar;2002;53930;58120;35750;0;4975;395;13360;0;3640;27240;25760;130;1160;195;38870;30155;12185;10740;7165;60;3345;5280;90
46;Totaal;Totaal;18 tot 25 jaar;2003;58175;62865;38085;0;4890;490;15880;0;3520;31485;29725;135;1400;225;44945;34605;13415;12695;8400;90;3980;6240;120
47;Totaal;Totaal;18 tot 25 jaar;2004;61000;65170;39545;0;5265;605;16165;0;3590;31265;29555;135;1425;150;44725;34455;12695;12665;9030;65;3785;6345;140
48;Totaal;Totaal;18 tot 25 jaar;2005;60035;63765;38580;0;5045;705;16135;0;3300;31650;29595;130;1740;185;44980;34755;11980;12580;10115;80;3810;6310;105
49;Totaal;Totaal;18 tot 25 jaar;2006;62575;66495;39245;0;5365;865;17735;0;3285;32625;30080;195;2150;200;46055;34930;11015;13330;10505;80;4875;6105;145
50;Totaal;Totaal;18 tot 25 jaar;2007;64985;67055;39710;0;5510;895;17500;0;3440;31950;29470;165;2140;175;45200;33710;9965;13390;10250;105;5500;5835;155
51;Totaal;Totaal;18 tot 25 jaar;2008;64020;66565;38785;0;6995;1215;16490;0;3080;32820;29780;210;2620;205;45640;34080;10000;13150;10820;110;5300;6105;155
52;Totaal;Totaal;18 tot 25 jaar;2009;57965;66055;36750;0;7195;1340;16545;2035;2190;32725;29760;255;2525;185;44465;33680;9455;13255;10850;120;4525;6125;135
53;Totaal;Totaal;18 tot 25 jaar;2010;53620;55295;32990;0;5410;1050;10345;4415;1085;29005;26000;245;2605;160;37795;29570;8780;10900;9800;85;2690;5435;100
54;Totaal;Totaal;18 tot 25 jaar;2011;59270;60600;32840;0;7130;1200;8840;9470;1115;28055;24825;315;2720;190;35975;28130;8870;9880;9300;80;2350;5435;60
55;Totaal;Totaal;18 tot 25 jaar;2012;57600;61050;29680;90;8855;1680;6150;13295;1295;26355;23060;405;2690;200;34135;26360;9135;7485;9660;85;2185;5530;60
56;Totaal;Totaal;18 tot 25 jaar;2013;51090;54605;26015;285;9165;1895;4395;11595;1260;26340;22900;400;2770;270;33655;26275;9230;7525;9445;75;2145;5180;60
57;Totaal;Totaal;18 tot 25 jaar;2014;49960;52745;25345;440;9500;2195;3725;10350;1190;24270;20680;475;2815;300;30340;23795;8410;6435;8900;45;1775;4735;40
58;Totaal;Totaal;18 tot 25 jaar;2015;43055;46385;23485;230;8530;1785;2785;8470;1110;24315;20240;645;3060;370;29545;23210;8125;6420;8625;40;1725;4565;45
59;Totaal;Totaal;18 tot 25 jaar;2016;41660;44680;22770;360;8610;1565;1365;8960;1055;21025;17710;445;2595;270;26255;20515;7540;5130;7775;70;1540;4180;25
60;Totaal;Totaal;18 tot 25 jaar;2017;37815;39715;20710;235;6780;1670;1400;7945;975;20235;17375;395;2270;190;26140;20070;7345;5095;7560;70;1720;4325;25
61;Totaal;Totaal;18 tot 25 jaar;2018;36595;37725;19990;195;7250;1620;920;6975;775;18430;16070;330;1880;145;24575;18635;6885;4950;6740;60;1990;3920;30
62;Totaal;Totaal;18 tot 25 jaar;2019;41005;41365;19690;175;11720;1675;500;7210;395;17940;15830;330;1650;130;25270;18375;6930;4800;6580;65;2675;4205;15
63;Totaal;Totaal;18 tot 25 jaar;2020;37540;37620;16165;330;12220;2085;210;6460;150;13950;12370;265;1225;85;19995;14335;5710;3365;5205;60;2000;3650;5
64;Totaal;Totaal;18 tot 25 jaar;2021;37895;39775;16335;330;12805;1930;160;8055;160;14665;12745;325;1490;105;20840;15180;6190;3040;5910;40;1780;3875;0
65;Totaal;Totaal;18 tot 25 jaar;2022;42550;42415;16845;220;12865;1990;115;10230;150;14835;13100;295;1315;120;21555;15305;6465;3185;5630;20;2250;4000;5
66;Totaal;Totaal;25 tot 45 jaar;2001;109535;120165;76775;0;10855;825;22620;0;9090;61090;57750;305;2550;485;86290;65805;28615;26870;10210;110;11750;8490;250
67;Totaal;Totaal;25 tot 45 jaar;2002;117725;127385;81340;0;10735;895;24270;0;10145;63020;59870;295;2400;460;89780;67910;30665;25560;11575;110;12110;9500;260
68;Totaal;Totaal;25 tot 45 jaar;2003;124070;134835;85225;0;10495;1235;28305;0;9580;72805;68900;400;3080;420;102885;77725;33275;30480;13805;165;13950;10855;355
69;Totaal;Totaal;25 tot 45 jaar;2004;122150;130640;83235;0;10795;1390;25780;0;9445;69900;66055;370;3160;320;99055;75135;30280;29360;15340;150;12960;10680;280
70;Totaal;Totaal;25 tot 45 jaar;2005;116460;124075;79970;0;9955;1780;24710;0;7660;68165;63785;395;3660;325;95690;72915;27175;28710;16865;160;12260;10220;300
71;Totaal;Totaal;25 tot 45 jaar;2006;114265;122065;76930;0;10385;2005;25800;0;6950;67560;62430;480;4260;390;93850;71205;24215;28465;18330;190;12290;10060;300
72;Totaal;Totaal;25 tot 45 jaar;2007;114455;117075;74320;0;9970;2140;23985;0;6660;62245;57160;465;4260;360;86530;64785;22395;25225;17005;160;11825;9570;355
73;Totaal;Totaal;25 tot 45 jaar;2008;109640;113705;69945;0;12725;2715;22380;0;5940;60880;55465;485;4535;395;83725;62865;21590;23760;17340;180;10910;9635;315
74;Totaal;Totaal;25 tot 45 jaar;2009;96570;112725;68275;0;13095;2755;21750;2480;4375;61870;56305;570;4640;355;83330;62960;20370;25035;17415;145;10855;9205;310
75;Totaal;Totaal;25 tot 45 jaar;2010;88765;91860;59535;0;9610;2310;12585;5555;2270;53130;47790;615;4395;335;69260;53685;18615;19760;15170;140;7395;8005;180
76;Totaal;Totaal;25 tot 45 jaar;2011;99050;101205;60350;0;12740;2535;10465;12865;2250;51155;45455;745;4570;385;64895;50845;19030;17300;14400;115;6050;7855;145
77;Totaal;Totaal;25 tot 45 jaar;2012;98285;103700;56225;145;15375;3555;7850;17890;2660;48995;43210;770;4570;450;62560;48685;19490;14370;14725;100;5890;7850;135
78;Totaal;Totaal;25 tot 45 jaar;2013;93100;99510;52545;650;17035;3895;6150;16660;2570;50320;44130;935;4755;505;63385;49490;20210;14440;14715;125;6035;7750;110
79;Totaal;Totaal;25 tot 45 jaar;2014;95455;100390;54375;900;17375;4510;5260;15490;2475;50510;43780;1065;5105;560;62710;49605;20885;13415;15245;60;5110;7890;105
80;Totaal;Totaal;25 tot 45 jaar;2015;86820;93045;52910;535;17080;3555;4250;12440;2275;53175;45040;1505;5810;820;63795;50930;21090;14040;15700;95;4930;7870;70
81;Totaal;Totaal;25 tot 45 jaar;2016;85870;91630;52470;870;17185;3255;2435;13250;2165;46840;40410;990;4880;560;58280;46230;20010;11230;14865;125;4325;7675;55
82;Totaal;Totaal;25 tot 45 jaar;2017;79405;83855;50505;470;13525;3275;2210;11850;2020;46850;41100;965;4405;380;60455;47005;20685;11620;14555;145;5295;8095;60
83;Totaal;Totaal;25 tot 45 jaar;2018;78100;81790;48880;430;14940;3180;1615;11070;1670;45120;39950;815;4010;345;59500;45840;19910;11835;13945;150;5910;7700;50
84;Totaal;Totaal;25 tot 45 jaar;2019;86285;88065;49030;410;22140;3345;1000;11350;785;43610;39155;725;3420;310;60335;44895;20165;11160;13425;145;7155;8255;25
85;Totaal;Totaal;25 tot 45 jaar;2020;80130;82050;41975;650;23460;4660;595;10375;335;34395;30910;660;2630;195;48270;35240;16460;7800;10895;85;5515;7505;10
86;Totaal;Totaal;25 tot 45 jaar;2021;74995;78780;39565;560;23010;3965;455;10880;350;35960;31860;765;3070;265;49975;37130;17585;7315;12150;75;5180;7640;30
87;Totaal;Totaal;25 tot 45 jaar;2022;87705;89125;44295;415;24610;4025;350;14800;630;36635;32700;720;2925;285;51750;37380;18435;7285;11605;50;6220;8120;30
88;Totaal;Totaal;45 tot 65 jaar;2001;30935;33960;18935;0;3250;370;9655;0;1750;14650;13660;130;735;125;21530;15720;5105;8145;2455;15;4390;1325;95
89;Totaal;Totaal;45 tot 65 jaar;2002;33620;36530;20575;0;3450;440;9960;0;2105;15435;14480;125;710;115;22780;16620;5560;8175;2865;20;4530;1530;105
90;Totaal;Totaal;45 tot 65 jaar;2003;38975;41490;23165;0;3435;555;12105;0;2235;18900;17675;150;960;110;27415;20005;6545;9695;3735;30;5335;1960;115
91;Totaal;Totaal;45 tot 65 jaar;2004;38650;41500;23785;0;3610;645;11115;0;2345;19610;18325;170;1020;95;28305;20790;6630;9935;4200;25;5200;2190;125
92;Totaal;Totaal;45 tot 65 jaar;2005;39165;41460;24600;0;3625;850;10410;0;1970;20395;18875;170;1240;110;28935;21540;6470;10165;4875;30;5115;2165;115
93;Totaal;Totaal;45 tot 65 jaar;2006;40995;43600;25000;0;4080;1030;11495;0;1995;21365;19405;225;1610;130;29395;21930;6200;10140;5570;25;4990;2330;145
94;Totaal;Totaal;45 tot 65 jaar;2007;42170;43000;24760;0;4120;1080;11155;0;1885;20535;18605;215;1560;150;27995;20735;5775;9545;5375;35;4790;2325;140
95;Totaal;Totaal;45 tot 65 jaar;2008;41285;42800;24175;0;5135;1440;10280;0;1780;20885;18680;305;1775;125;28055;20810;5865;9290;5625;30;4560;2540;145
96;Totaal;Totaal;45 tot 65 jaar;2009;36395;42385;23170;0;5320;1395;10275;1030;1200;21085;18840;270;1815;160;27535;20810;5415;9660;5710;20;4210;2385;130
97;Totaal;Totaal;45 tot 65 jaar;2010;34205;35275;20555;0;4055;1180;6335;2470;675;18065;15895;280;1780;110;22945;17745;5170;7425;5110;35;2995;2120;85
98;Totaal;Totaal;45 tot 65 jaar;2011;39535;39940;21150;0;5380;1310;5285;6120;695;17990;15685;355;1820;130;22140;17450;5470;6710;5250;20;2440;2205;50
99;Totaal;Totaal;45 tot 65 jaar;2012;39290;41195;19390;110;6575;1920;3640;8715;840;17480;15110;375;1810;180;21810;16975;5945;5655;5350;25;2465;2330;45
100;Totaal;Totaal;45 tot 65 jaar;2013;38355;40630;18660;460;7475;2255;2745;8215;820;18670;16060;445;1950;210;22870;17945;6555;5825;5545;15;2545;2340;40
101;Totaal;Totaal;45 tot 65 jaar;2014;40755;42015;19875;585;7565;2605;2575;7935;875;18555;15755;510;2045;245;22270;17760;6785;5275;5690;5;2080;2390;35
102;Totaal;Totaal;45 tot 65 jaar;2015;37675;40165;20135;375;7810;2315;2210;6455;860;20615;17135;675;2475;330;24125;19380;7480;5665;6215;20;2110;2605;30
103;Totaal;Totaal;45 tot 65 jaar;2016;38025;40260;20360;600;7955;2175;1315;7060;795;18575;15735;485;2110;245;22430;17980;7365;4575;6025;15;1850;2570;30
104;Totaal;Totaal;45 tot 65 jaar;2017;35370;37090;19610;365;6460;2235;1230;6390;800;18200;15730;455;1840;180;23015;17900;7270;4540;6065;20;2230;2865;25
105;Totaal;Totaal;45 tot 65 jaar;2018;34755;36265;19095;305;6975;2120;825;6280;665;17795;15515;425;1695;160;22765;17755;7290;4510;5925;30;2265;2720;25
106;Totaal;Totaal;45 tot 65 jaar;2019;36745;37525;17925;260;10390;2140;500;5985;320;16995;14875;455;1510;160;22780;17105;7175;4200;5705;20;2665;3000;10
107;Totaal;Totaal;45 tot 65 jaar;2020;32885;33930;14905;495;10350;2675;325;5045;145;12200;10725;310;1060;100;16570;12270;5580;2700;3975;15;1730;2560;5
108;Totaal;Totaal;45 tot 65 jaar;2021;30430;32720;14370;420;9975;2260;270;5240;175;13185;11435;375;1245;130;17670;13250;5955;2790;4490;15;1755;2650;15
109;Totaal;Totaal;45 tot 65 jaar;2022;30975;32150;13950;335;9555;2010;165;5775;355;12545;10980;345;1095;125;17345;12635;5575;2755;4300;10;2075;2625;10
110;Totaal;Totaal;65 jaar of ouder;2001;2745;2995;1180;0;390;70;1270;0;85;850;765;15;60;10;1215;845;195;570;80;0;290;65;10
111;Totaal;Totaal;65 jaar of ouder;2002;2910;3135;1225;0;395;100;1320;0;95;835;745;20;65;5;1175;825;190;540;95;0;255;85;10
112;Totaal;Totaal;65 jaar of ouder;2003;3505;3650;1395;0;400;135;1575;0;140;1025;925;20;70;10;1430;1005;225;640;135;0;310;100;20
113;Totaal;Totaal;65 jaar of ouder;2004;3670;3855;1505;0;450;135;1610;0;150;1055;950;20;80;5;1480;1040;230;675;140;0;310;115;10
114;Totaal;Totaal;65 jaar of ouder;2005;3920;4100;1635;0;510;150;1650;0;155;1265;1125;25;110;5;1740;1220;260;760;205;0;380;125;15
115;Totaal;Totaal;65 jaar of ouder;2006;4240;4460;1730;0;605;200;1800;0;125;1380;1205;30;135;10;1790;1285;255;810;220;5;360;125;20
116;Totaal;Totaal;65 jaar of ouder;2007;4515;4590;1775;0;595;195;1915;0;105;1330;1145;25;150;10;1765;1225;200;785;235;0;385;140;15
117;Totaal;Totaal;65 jaar of ouder;2008;4520;4640;1675;0;770;240;1845;0;105;1425;1190;45;170;20;1760;1265;205;820;240;0;345;130;20
118;Totaal;Totaal;65 jaar of ouder;2009;3950;4560;1685;0;700;210;1765;105;95;1430;1205;40;180;10;1745;1295;210;820;260;5;290;145;15
119;Totaal;Totaal;65 jaar of ouder;2010;3875;3925;1505;0;595;165;1365;265;35;1365;1130;40;180;15;1655;1225;245;740;240;0;270;150;15
120;Totaal;Totaal;65 jaar of ouder;2011;4400;4465;1515;0;710;215;1045;955;25;1230;990;35;190;10;1380;1085;235;610;235;5;165;125;5
121;Totaal;Totaal;65 jaar of ouder;2012;4715;4815;1380;25;840;295;660;1575;40;1330;1045;50;215;20;1515;1145;250;625;265;0;205;165;5
122;Totaal;Totaal;65 jaar of ouder;2013;4640;4880;1240;85;1150;445;480;1455;30;1370;1085;70;195;20;1575;1190;290;605;290;0;225;160;5
123;Totaal;Totaal;65 jaar of ouder;2014;5260;5275;1420;110;1135;560;430;1560;65;1405;1090;55;230;30;1570;1220;325;590;305;0;175;175;0
124;Totaal;Totaal;65 jaar of ouder;2015;4750;5060;1545;75;1240;550;395;1215;45;1710;1290;90;295;35;1790;1400;350;715;335;0;215;175;5
125;Totaal;Totaal;65 jaar of ouder;2016;5070;5305;1535;155;1410;545;135;1475;55;1495;1190;80;205;20;1690;1315;360;590;365;0;170;200;5
126;Totaal;Totaal;65 jaar of ouder;2017;4715;4925;1500;70;1235;535;135;1395;60;1475;1160;65;220;25;1680;1300;365;570;370;0;180;200;5
127;Totaal;Totaal;65 jaar of ouder;2018;4880;5015;1520;75;1235;585;95;1465;40;1550;1260;60;200;25;1865;1415;420;620;375;0;225;225;0
128;Totaal;Totaal;65 jaar of ouder;2019;5050;5190;1390;70;1735;550;75;1345;30;1510;1220;60;200;25;1850;1390;400;605;380;0;240;220;0
129;Totaal;Totaal;65 jaar of ouder;2020;4395;4530;1115;90;1720;595;25;970;15;1010;840;40;120;10;1305;955;320;355;285;0;140;205;0
130;Totaal;Totaal;65 jaar of ouder;2021;4010;4360;1125;85;1675;495;20;935;20;1165;925;60;155;20;1405;1040;360;365;315;0;145;220;0
131;Totaal;Totaal;65 jaar of ouder;2022;3765;3925;1075;55;1455;355;15;930;45;1075;885;55;115;20;1395;985;335;375;270;0;175;235;0
132;Totaal;Totaal;Leeftijd onbekend;2001;15815;18060;2800;0;1830;75;11835;0;1525;1860;1620;25;165;50;1660;1595;25;1570;0;0;15;25;25
133;Totaal;Totaal;Leeftijd onbekend;2002;14900;18005;2860;0;2035;95;11395;0;1620;1940;1655;45;200;40;1740;1625;55;1565;0;0;40;45;30
134;Totaal;Totaal;Leeftijd onbekend;2003;14805;16495;2795;0;1540;85;10680;0;1395;2045;1815;40;155;40;1905;1770;80;1685;10;0;40;55;40
135;Totaal;Totaal;Leeftijd onbekend;2004;14975;16460;2840;0;1405;90;10635;0;1490;1960;1700;20;205;40;1790;1660;40;1610;5;0;40;55;40
136;Totaal;Totaal;Leeftijd onbekend;2005;11635;14175;2840;0;1495;85;8540;0;1215;2135;1890;25;180;40;1965;1865;30;1820;15;0;40;40;25
137;Totaal;Totaal;Leeftijd onbekend;2006;9425;11000;2365;0;1365;55;6505;0;710;2010;1710;35;210;55;1790;1685;50;1625;10;0;30;45;30
138;Totaal;Totaal;Leeftijd onbekend;2007;7910;8815;2110;0;1005;30;5135;0;535;1740;1460;35;200;40;1525;1445;50;1380;15;0;30;35;20
139;Totaal;Totaal;Leeftijd onbekend;2008;7225;8085;1725;0;1110;35;4825;0;390;1510;1275;30;180;25;1315;1245;25;1210;10;0;20;20;30
140;Totaal;Totaal;Leeftijd onbekend;2009;6305;7455;1820;0;925;55;4280;0;380;1485;1225;20;195;45;1270;1210;45;1150;10;0;25;25;15
141;Totaal;Totaal;Leeftijd onbekend;2010;4640;5245;1750;0;780;55;2505;0;155;1375;1140;15;180;40;1160;1130;25;1100;5;0;15;10;10
142;Totaal;Totaal;Leeftijd onbekend;2011;4670;5320;1325;0;680;55;2350;870;40;1285;1045;30;185;30;1055;1030;25;1005;5;0;5;10;10
143;Totaal;Totaal;Leeftijd onbekend;2012;4155;4530;605;0;585;60;695;2545;40;1060;860;30;120;50;875;860;35;820;5;0;5;10;5
144;Totaal;Totaal;Leeftijd onbekend;2013;4355;4465;460;20;485;40;435;2975;45;735;625;10;65;35;640;620;25;590;5;0;5;10;5
145;Totaal;Totaal;Leeftijd onbekend;2014;4120;4225;575;85;525;50;365;2590;35;970;795;35;90;50;835;790;20;760;5;0;10;35;0
146;Totaal;Totaal;Leeftijd onbekend;2015;3585;3700;545;40;635;45;350;2035;55;900;725;45;80;50;745;720;10;710;0;0;5;15;5
147;Totaal;Totaal;Leeftijd onbekend;2016;4545;4450;550;175;990;45;430;2220;45;880;735;25;85;30;770;730;15;710;0;0;10;30;0
148;Totaal;Totaal;Leeftijd onbekend;2017;4595;4905;715;50;1150;25;425;2490;50;785;625;20;85;50;670;620;20;600;0;0;5;35;5
149;Totaal;Totaal;Leeftijd onbekend;2018;3995;4365;555;45;875;85;290;2460;50;750;620;15;70;40;650;615;10;605;0;0;10;20;5
150;Totaal;Totaal;Leeftijd onbekend;2019;3775;4075;440;50;635;70;250;2585;40;895;730;25;85;55;805;730;10;710;5;0;15;65;0
151;Totaal;Totaal;Leeftijd onbekend;2020;3685;4065;375;125;890;70;145;2435;25;565;440;25;50;45;490;440;5;435;0;0;20;35;0
152;Totaal;Totaal;Leeftijd onbekend;2021;4565;5015;480;50;815;50;160;3425;30;640;480;25;70;65;535;475;0;475;0;0;10;45;5
153;Totaal;Totaal;Leeftijd onbekend;2022;3950;4115;345;65;955;100;85;2300;265;610;480;25;75;35;500;475;0;475;0;0;10;15;0
