ID;BedrijfstakkenBranchesSBI2008;Perioden;TotaalOprichtingen_1;k_0Tot10WerkzamePersonen_2;k_10OfMeerWerkzamePersonen_3;NatuurlijkePersonen_4;Rechtspersonen_5;EenjarigeBedrijven_6;MeerjarigeBedrijven_7;TotaalOpheffingen_8;k_0Tot10WerkzamePersonen_9;k_10OfMeerWerkzamePersonen_10;NatuurlijkePersonen_11;Rechtspersonen_12;EenjarigeBedrijven_13;MeerjarigeBedrijven_14;FusiesEnOvernames_15
2137;M-U Zakelijke en persoonlijke diensten;2009;80685.0;79815.0;870.0;64620.0;16065.0;11405.0;69280.0;43210.0;41980.0;1230.0;29390.0;13820.0;13795.0;29415.0;845.0
2138;M-U Zakelijke en persoonlijke diensten;2010;65375.0;64670.0;700.0;54080.0;11295.0;7615.0;57760.0;35225.0;34440.0;785.0;24745.0;10475.0;10160.0;25060.0;1245.0
2139;M-U Zakelijke en persoonlijke diensten;2011;84120.0;83415.0;705.0;69910.0;14210.0;9270.0;74850.0;36775.0;36230.0;545.0;26850.0;9925.0;9080.0;27695.0;1525.0
2140;M-U Zakelijke en persoonlijke diensten;2012;75030.0;74545.0;485.0;62625.0;12405.0;2810.0;72220.0;44315.0;43745.0;575.0;33970.0;10350.0;10115.0;34205.0;1680.0
2141;M-U Zakelijke en persoonlijke diensten;2013;91990.0;91520.0;470.0;77870.0;14120.0;;;58515.0;57965.0;550.0;44150.0;14365.0;21030.0;37490.0;1725.0
2142;M-N Zakelijke dienstverlening;2007;37890.0;37280.0;610.0;26080.0;11810.0;7320.0;30570.0;19890.0;19240.0;650.0;13610.0;6280.0;5790.0;14100.0;590.0
2143;M-N Zakelijke dienstverlening;2008;44580.0;43795.0;780.0;32265.0;12315.0;8965.0;35610.0;22485.0;21915.0;570.0;15105.0;7380.0;7770.0;14720.0;585.0
2144;M-N Zakelijke dienstverlening;2009;42020.0;41540.0;475.0;32190.0;9825.0;6190.0;35825.0;24955.0;24255.0;700.0;15690.0;9265.0;8095.0;16860.0;700.0
2145;M-N Zakelijke dienstverlening;2010;34190.0;33830.0;360.0;27060.0;7130.0;4150.0;30040.0;19170.0;18755.0;410.0;12735.0;6435.0;5530.0;13635.0;950.0
2146;M-N Zakelijke dienstverlening;2011;44845.0;44495.0;350.0;35900.0;8940.0;5105.0;39740.0;20535.0;20255.0;285.0;14345.0;6190.0;5145.0;15395.0;1180.0
2147;M-N Zakelijke dienstverlening;2012;40925.0;40665.0;260.0;33165.0;7765.0;1635.0;39295.0;24820.0;24555.0;265.0;18335.0;6485.0;5845.0;18980.0;1315.0
2148;M-N Zakelijke dienstverlening;2013;46705.0;46445.0;260.0;37400.0;9305.0;;;32325.0;32025.0;300.0;23200.0;9125.0;11000.0;21330.0;1335.0
2149;M Specialistische zakelijke diensten;2007;31360.0;31010.0;345.0;21385.0;9975.0;6170.0;25190.0;16000.0;15635.0;365.0;10825.0;5170.0;4685.0;11310.0;435.0
2150;M Specialistische zakelijke diensten;2008;36590.0;36205.0;385.0;26400.0;10195.0;7365.0;29230.0;18640.0;18340.0;300.0;12385.0;6255.0;6530.0;12105.0;430.0
2151;M Specialistische zakelijke diensten;2009;35055.0;34790.0;265.0;26905.0;8150.0;4925.0;30130.0;20050.0;19675.0;375.0;12500.0;7545.0;6530.0;13515.0;525.0
2152;M Specialistische zakelijke diensten;2010;27525.0;27335.0;190.0;21790.0;5735.0;3135.0;24390.0;14960.0;14715.0;245.0;9785.0;5175.0;4325.0;10635.0;720.0
2153;M Specialistische zakelijke diensten;2011;36565.0;36420.0;145.0;29265.0;7295.0;3915.0;32650.0;16225.0;16080.0;145.0;11160.0;5065.0;4045.0;12180.0;840.0
2154;M Specialistische zakelijke diensten;2012;33310.0;33215.0;100.0;27005.0;6305.0;1250.0;32060.0;19935.0;19800.0;130.0;14625.0;5305.0;4550.0;15380.0;970.0
2155;M Specialistische zakelijke diensten;2013;38335.0;38230.0;105.0;30780.0;7555.0;;;25900.0;25755.0;140.0;18370.0;7525.0;8560.0;17340.0;985.0
2156;69-71 Management- en technisch advies;2007;21885.0;21600.0;285.0;13340.0;8545.0;4100.0;17785.0;10905.0;10615.0;290.0;6680.0;4225.0;3190.0;7715.0;355.0
2157;69-71 Management- en technisch advies;2008;25305.0;24995.0;315.0;16580.0;8725.0;4825.0;20480.0;12920.0;12675.0;245.0;7680.0;5240.0;4425.0;8495.0;340.0
2158;69-71 Management- en technisch advies;2009;22990.0;22770.0;220.0;16025.0;6970.0;3215.0;19775.0;14120.0;13820.0;300.0;7705.0;6415.0;4545.0;9575.0;405.0
2159;69-71 Management- en technisch advies;2010;17795.0;17650.0;145.0;12940.0;4855.0;2130.0;15660.0;10220.0;10025.0;195.0;5920.0;4300.0;2930.0;7290.0;560.0
2160;69-71 Management- en technisch advies;2011;23635.0;23515.0;120.0;17400.0;6240.0;2640.0;20995.0;10990.0;10880.0;110.0;6750.0;4240.0;2845.0;8140.0;645.0
2161;69-71 Management- en technisch advies;2012;21345.0;21280.0;70.0;16040.0;5305.0;875.0;20470.0;13165.0;13075.0;90.0;8795.0;4365.0;3145.0;10020.0;745.0
2162;69-71 Management- en technisch advies;2013;23945.0;23865.0;80.0;17555.0;6390.0;;;16855.0;16745.0;110.0;10525.0;6325.0;5620.0;11235.0;750.0
2163;69 Juridische diensten en administratie;2007;4385.0;4250.0;140.0;2875.0;1515.0;730.0;3655.0;2470.0;2350.0;120.0;1800.0;670.0;565.0;1910.0;65.0
2164;69 Juridische diensten en administratie;2008;4735.0;4625.0;110.0;3235.0;1500.0;775.0;3960.0;2795.0;2700.0;100.0;1815.0;980.0;790.0;2005.0;50.0
2165;69 Juridische diensten en administratie;2009;5240.0;5110.0;130.0;3895.0;1345.0;590.0;4650.0;2890.0;2755.0;135.0;1880.0;1010.0;760.0;2130.0;75.0
2166;69 Juridische diensten en administratie;2010;3835.0;3760.0;75.0;2945.0;890.0;365.0;3465.0;2165.0;2075.0;95.0;1535.0;630.0;550.0;1615.0;110.0
2167;69 Juridische diensten en administratie;2011;4395.0;4335.0;60.0;3400.0;995.0;380.0;4010.0;2265.0;2230.0;35.0;1555.0;710.0;555.0;1715.0;130.0
2168;69 Juridische diensten en administratie;2012;3665.0;3640.0;25.0;2930.0;740.0;115.0;3555.0;2340.0;2310.0;30.0;1760.0;575.0;450.0;1890.0;160.0
2169;69 Juridische diensten en administratie;2013;4395.0;4365.0;30.0;3360.0;1035.0;;;2920.0;2895.0;30.0;1885.0;1035.0;925.0;1995.0;175.0
2170;691 Rechtskundige dienstverlening;2007;1555.0;1480.0;75.0;875.0;680.0;255.0;1300.0;775.0;705.0;70.0;525.0;250.0;170.0;605.0;10.0
2171;691 Rechtskundige dienstverlening;2008;1590.0;1530.0;55.0;895.0;695.0;225.0;1365.0;835.0;770.0;65.0;515.0;320.0;230.0;605.0;15.0
2172;691 Rechtskundige dienstverlening;2009;1810.0;1735.0;75.0;1265.0;545.0;195.0;1615.0;940.0;870.0;70.0;555.0;385.0;250.0;690.0;25.0
2173;691 Rechtskundige dienstverlening;2010;1390.0;1350.0;45.0;975.0;420.0;120.0;1275.0;770.0;710.0;65.0;520.0;255.0;185.0;585.0;35.0
2174;691 Rechtskundige dienstverlening;2011;1640.0;1600.0;40.0;1155.0;485.0;145.0;1495.0;730.0;705.0;25.0;475.0;255.0;165.0;565.0;35.0
2175;691 Rechtskundige dienstverlening;2012;1385.0;1375.0;15.0;1055.0;330.0;45.0;1340.0;775.0;755.0;20.0;555.0;220.0;165.0;610.0;40.0
2176;691 Rechtskundige dienstverlening;2013;1670.0;1650.0;20.0;1255.0;415.0;;;930.0;920.0;10.0;565.0;365.0;280.0;650.0;55.0
2177;692 Accountancy, administratie e.d.;2007;2830.0;2765.0;65.0;1995.0;835.0;480.0;2355.0;1695.0;1645.0;50.0;1280.0;420.0;395.0;1305.0;50.0
2178;692 Accountancy, administratie e.d.;2008;3145.0;3095.0;55.0;2340.0;805.0;550.0;2595.0;1960.0;1925.0;35.0;1300.0;660.0;565.0;1400.0;40.0
2179;692 Accountancy, administratie e.d.;2009;3430.0;3375.0;55.0;2630.0;800.0;390.0;3040.0;1950.0;1885.0;65.0;1325.0;625.0;510.0;1440.0;50.0
2180;692 Accountancy, administratie e.d.;2010;2440.0;2410.0;30.0;1970.0;470.0;250.0;2195.0;1395.0;1365.0;30.0;1020.0;375.0;365.0;1030.0;75.0
2181;692 Accountancy, administratie e.d.;2011;2755.0;2735.0;15.0;2245.0;510.0;235.0;2520.0;1535.0;1525.0;10.0;1080.0;455.0;390.0;1150.0;95.0
2182;692 Accountancy, administratie e.d.;2012;2280.0;2265.0;15.0;1875.0;405.0;70.0;2215.0;1565.0;1555.0;10.0;1205.0;360.0;285.0;1280.0;115.0
2183;692 Accountancy, administratie e.d.;2013;2725.0;2715.0;10.0;2105.0;620.0;;;1990.0;1975.0;15.0;1315.0;675.0;645.0;1345.0;115.0
2184;70 Holdings en managementadviesbureaus;2007;13550.0;13455.0;95.0;7520.0;6035.0;2705.0;10850.0;6430.0;6300.0;130.0;3455.0;2975.0;2100.0;4330.0;205.0
2185;70 Holdings en managementadviesbureaus;2008;15665.0;15520.0;140.0;9525.0;6140.0;3150.0;12515.0;7800.0;7695.0;105.0;4085.0;3715.0;2865.0;4940.0;205.0
2186;70 Holdings en managementadviesbureaus;2009;13445.0;13385.0;60.0;8700.0;4740.0;2055.0;11385.0;8735.0;8630.0;110.0;4115.0;4620.0;3035.0;5705.0;230.0
2187;70 Holdings en managementadviesbureaus;2010;10425.0;10375.0;50.0;7075.0;3350.0;1430.0;8995.0;6180.0;6105.0;75.0;3055.0;3125.0;1915.0;4265.0;310.0
2188;70 Holdings en managementadviesbureaus;2011;15105.0;15055.0;50.0;10605.0;4500.0;1885.0;13220.0;6545.0;6500.0;45.0;3600.0;2945.0;1880.0;4665.0;355.0
2189;70 Holdings en managementadviesbureaus;2012;13975.0;13945.0;30.0;10030.0;3945.0;650.0;13320.0;8180.0;8145.0;35.0;5000.0;3185.0;2250.0;5930.0;400.0
2190;70 Holdings en managementadviesbureaus;2013;15410.0;15380.0;30.0;10850.0;4560.0;;;10690.0;10645.0;45.0;6305.0;4385.0;3825.0;6865.0;410.0
2191;701 Holdings en interne concerndiensten;2007;2125.0;2090.0;40.0;60.0;2065.0;525.0;1600.0;1320.0;1255.0;65.0;115.0;1205.0;485.0;835.0;10.0
2192;701 Holdings en interne concerndiensten;2008;2020.0;1980.0;40.0;45.0;1975.0;485.0;1535.0;1610.0;1560.0;50.0;80.0;1530.0;590.0;1020.0;10.0
2193;701 Holdings en interne concerndiensten;2009;1450.0;1425.0;25.0;20.0;1430.0;335.0;1110.0;1770.0;1715.0;55.0;95.0;1675.0;710.0;1060.0;10.0
2194;701 Holdings en interne concerndiensten;2010;965.0;935.0;30.0;10.0;955.0;275.0;690.0;865.0;825.0;40.0;10.0;860.0;380.0;490.0;5.0
2195;701 Holdings en interne concerndiensten;2011;1270.0;1250.0;20.0;10.0;1260.0;345.0;925.0;885.0;865.0;20.0;10.0;875.0;440.0;450.0;10.0
2196;701 Holdings en interne concerndiensten;2012;1220.0;1205.0;15.0;10.0;1210.0;170.0;1050.0;975.0;960.0;15.0;10.0;965.0;500.0;475.0;25.0
2197;701 Holdings en interne concerndiensten;2013;1375.0;1365.0;10.0;5.0;1370.0;;;1010.0;995.0;10.0;10.0;1000.0;470.0;540.0;15.0
2198;702 Managementadviesbureaus;2007;11425.0;11365.0;55.0;7455.0;3965.0;2175.0;9245.0;5110.0;5045.0;65.0;3340.0;1775.0;1615.0;3495.0;195.0
2199;702 Managementadviesbureaus;2008;13645.0;13540.0;100.0;9480.0;4160.0;2665.0;10980.0;6190.0;6135.0;55.0;4005.0;2185.0;2275.0;3915.0;195.0
2200;702 Managementadviesbureaus;2009;11995.0;11960.0;35.0;8680.0;3315.0;1720.0;10275.0;6965.0;6910.0;55.0;4020.0;2950.0;2325.0;4640.0;225.0
2201;702 Managementadviesbureaus;2010;9460.0;9440.0;25.0;7065.0;2395.0;1155.0;8305.0;5315.0;5280.0;30.0;3050.0;2265.0;1535.0;3780.0;305.0
2202;702 Managementadviesbureaus;2011;13835.0;13800.0;30.0;10595.0;3240.0;1540.0;12295.0;5660.0;5635.0;25.0;3585.0;2070.0;1445.0;4215.0;340.0
2203;702 Managementadviesbureaus;2012;12755.0;12740.0;15.0;10020.0;2735.0;480.0;12275.0;7205.0;7180.0;25.0;4990.0;2215.0;1755.0;5455.0;375.0
2204;702 Managementadviesbureaus;2013;14035.0;14010.0;20.0;10845.0;3190.0;;;9680.0;9645.0;35.0;6300.0;3385.0;3360.0;6325.0;395.0
2205;71 Architecten-, ingenieursbureaus e.d.;2007;3945.0;3895.0;50.0;2950.0;1000.0;665.0;3280.0;2000.0;1965.0;40.0;1425.0;575.0;530.0;1475.0;90.0
2206;71 Architecten-, ingenieursbureaus e.d.;2008;4910.0;4845.0;60.0;3820.0;1085.0;895.0;4010.0;2320.0;2275.0;45.0;1780.0;540.0;770.0;1550.0;80.0
2207;71 Architecten-, ingenieursbureaus e.d.;2009;4310.0;4280.0;30.0;3425.0;885.0;575.0;3735.0;2495.0;2440.0;55.0;1710.0;785.0;750.0;1745.0;100.0
2208;71 Architecten-, ingenieursbureaus e.d.;2010;3535.0;3515.0;20.0;2920.0;615.0;335.0;3200.0;1870.0;1845.0;25.0;1325.0;545.0;465.0;1410.0;135.0
2209;71 Architecten-, ingenieursbureaus e.d.;2011;4140.0;4130.0;15.0;3395.0;745.0;375.0;3765.0;2175.0;2150.0;25.0;1595.0;580.0;410.0;1765.0;165.0
2210;71 Architecten-, ingenieursbureaus e.d.;2012;3705.0;3695.0;10.0;3085.0;625.0;110.0;3595.0;2645.0;2620.0;25.0;2040.0;605.0;445.0;2200.0;190.0
2211;71 Architecten-, ingenieursbureaus e.d.;2013;4140.0;4125.0;15.0;3345.0;795.0;;;3240.0;3210.0;35.0;2335.0;905.0;865.0;2375.0;165.0
2212;711 Architecten- en ingenieursbureaus;2007;3835.0;3790.0;50.0;2870.0;970.0;655.0;3180.0;1940.0;1905.0;35.0;1390.0;550.0;515.0;1425.0;85.0
2213;711 Architecten- en ingenieursbureaus;2008;4740.0;4680.0;55.0;3700.0;1040.0;870.0;3870.0;2255.0;2215.0;45.0;1740.0;520.0;750.0;1505.0;75.0
2214;711 Architecten- en ingenieursbureaus;2009;4175.0;4145.0;25.0;3325.0;850.0;550.0;3625.0;2420.0;2370.0;50.0;1670.0;750.0;730.0;1690.0;100.0
2215;711 Architecten- en ingenieursbureaus;2010;3435.0;3415.0;15.0;2850.0;585.0;320.0;3115.0;1810.0;1785.0;25.0;1285.0;530.0;445.0;1365.0;130.0
2216;711 Architecten- en ingenieursbureaus;2011;4005.0;3995.0;10.0;3290.0;715.0;360.0;3645.0;2105.0;2080.0;25.0;1545.0;560.0;395.0;1710.0;155.0
2217;711 Architecten- en ingenieursbureaus;2012;3575.0;3565.0;10.0;2990.0;585.0;105.0;3470.0;2560.0;2535.0;25.0;1970.0;590.0;435.0;2125.0;175.0
2218;711 Architecten- en ingenieursbureaus;2013;3980.0;3965.0;15.0;3220.0;760.0;;;3140.0;3110.0;30.0;2265.0;875.0;830.0;2310.0;155.0
2219;712 Keurings- en controlediensten;2007;110.0;110.0;0.0;80.0;30.0;10.0;100.0;60.0;55.0;5.0;35.0;25.0;15.0;50.0;0.0
2220;712 Keurings- en controlediensten;2008;170.0;165.0;5.0;120.0;50.0;30.0;140.0;65.0;65.0;0.0;40.0;25.0;20.0;45.0;5.0
2221;712 Keurings- en controlediensten;2009;135.0;130.0;5.0;100.0;35.0;20.0;115.0;75.0;70.0;5.0;40.0;35.0;20.0;55.0;5.0
2222;712 Keurings- en controlediensten;2010;100.0;100.0;5.0;70.0;30.0;15.0;85.0;60.0;60.0;0.0;45.0;15.0;15.0;45.0;5.0
2223;712 Keurings- en controlediensten;2011;135.0;135.0;0.0;105.0;30.0;15.0;120.0;70.0;70.0;0.0;50.0;20.0;15.0;55.0;10.0
2224;712 Keurings- en controlediensten;2012;130.0;130.0;0.0;95.0;35.0;5.0;125.0;85.0;85.0;0.0;70.0;15.0;15.0;70.0;15.0
2225;712 Keurings- en controlediensten;2013;160.0;160.0;0.0;120.0;35.0;;;100.0;100.0;5.0;70.0;30.0;40.0;65.0;10.0
2226;72 Research;2007;390.0;380.0;10.0;170.0;220.0;115.0;280.0;210.0;200.0;10.0;75.0;135.0;65.0;145.0;10.0
2227;72 Research;2008;465.0;450.0;10.0;220.0;245.0;120.0;340.0;255.0;250.0;5.0;105.0;150.0;110.0;145.0;10.0
2228;72 Research;2009;430.0;425.0;5.0;230.0;205.0;75.0;355.0;265.0;255.0;10.0;100.0;165.0;100.0;160.0;10.0
2229;72 Research;2010;365.0;365.0;5.0;200.0;170.0;70.0;300.0;225.0;220.0;5.0;65.0;160.0;70.0;155.0;20.0
2230;72 Research;2011;365.0;360.0;5.0;205.0;160.0;65.0;295.0;240.0;235.0;5.0;90.0;150.0;80.0;160.0;15.0
2231;72 Research;2012;380.0;375.0;5.0;220.0;160.0;20.0;360.0;270.0;265.0;5.0;115.0;155.0;75.0;200.0;20.0
2232;72 Research;2013;420.0;420.0;0.0;260.0;165.0;;;330.0;325.0;5.0;130.0;195.0;125.0;205.0;20.0
2233;721 Natuurwetenschappelijke research;2007;285.0;275.0;10.0;115.0;170.0;80.0;205.0;140.0;130.0;10.0;55.0;90.0;50.0;95.0;10.0
2234;721 Natuurwetenschappelijke research;2008;315.0;305.0;5.0;135.0;180.0;75.0;235.0;170.0;165.0;5.0;60.0;110.0;75.0;95.0;10.0
2235;721 Natuurwetenschappelijke research;2009;235.0;235.0;5.0;100.0;135.0;50.0;190.0;190.0;185.0;5.0;65.0;125.0;70.0;120.0;10.0
2236;721 Natuurwetenschappelijke research;2010;205.0;200.0;5.0;80.0;125.0;45.0;160.0;145.0;140.0;5.0;35.0;110.0;45.0;100.0;15.0
2237;721 Natuurwetenschappelijke research;2011;210.0;205.0;0.0;90.0;115.0;45.0;160.0;145.0;140.0;5.0;45.0;100.0;50.0;90.0;15.0
2238;721 Natuurwetenschappelijke research;2012;215.0;210.0;5.0;95.0;115.0;10.0;200.0;175.0;170.0;5.0;60.0;115.0;50.0;120.0;15.0
2239;721 Natuurwetenschappelijke research;2013;220.0;215.0;0.0;95.0;125.0;;;200.0;200.0;0.0;60.0;140.0;70.0;130.0;15.0
2240;722 Geesteswetenschappelijke research;2007;105.0;105.0;0.0;55.0;50.0;30.0;75.0;65.0;65.0;0.0;25.0;45.0;20.0;50.0;0.0
2241;722 Geesteswetenschappelijke research;2008;150.0;145.0;5.0;85.0;65.0;45.0;105.0;85.0;85.0;0.0;45.0;40.0;35.0;50.0;0.0
2242;722 Geesteswetenschappelijke research;2009;195.0;195.0;0.0;130.0;65.0;30.0;165.0;75.0;70.0;5.0;35.0;40.0;30.0;40.0;0.0
2243;722 Geesteswetenschappelijke research;2010;165.0;165.0;0.0;120.0;45.0;25.0;135.0;80.0;80.0;0.0;30.0;50.0;25.0;55.0;5.0
2244;722 Geesteswetenschappelijke research;2011;155.0;155.0;0.0;115.0;40.0;20.0;135.0;95.0;95.0;0.0;45.0;50.0;25.0;70.0;5.0
2245;722 Geesteswetenschappelijke research;2012;165.0;165.0;5.0;125.0;40.0;5.0;160.0;100.0;95.0;0.0;55.0;40.0;25.0;75.0;0.0
2246;722 Geesteswetenschappelijke research;2013;205.0;205.0;0.0;165.0;40.0;;;125.0;125.0;0.0;70.0;55.0;50.0;75.0;5.0
2247;73-75 Reclame, design, overige diensten;2007;9080.0;9030.0;55.0;7875.0;1210.0;1955.0;7125.0;4885.0;4820.0;65.0;4070.0;815.0;1430.0;3455.0;70.0
2248;73-75 Reclame, design, overige diensten;2008;10825.0;10760.0;60.0;9600.0;1225.0;2420.0;8405.0;5465.0;5415.0;50.0;4600.0;865.0;1995.0;3470.0;80.0
2249;73-75 Reclame, design, overige diensten;2009;11630.0;11590.0;40.0;10650.0;980.0;1630.0;10000.0;5665.0;5600.0;65.0;4695.0;965.0;1885.0;3780.0;105.0
2250;73-75 Reclame, design, overige diensten;2010;9365.0;9325.0;40.0;8650.0;715.0;935.0;8430.0;4510.0;4470.0;45.0;3800.0;715.0;1325.0;3185.0;145.0
2251;73-75 Reclame, design, overige diensten;2011;12565.0;12545.0;20.0;11665.0;900.0;1205.0;11360.0;5000.0;4965.0;35.0;4320.0;680.0;1120.0;3880.0;175.0
2252;73-75 Reclame, design, overige diensten;2012;11585.0;11560.0;25.0;10745.0;840.0;360.0;11225.0;6495.0;6465.0;35.0;5715.0;785.0;1330.0;5165.0;205.0
2253;73-75 Reclame, design, overige diensten;2013;13970.0;13945.0;25.0;12970.0;1000.0;;;8715.0;8685.0;30.0;7715.0;1000.0;2815.0;5900.0;210.0
2254;73 Reclamewezen en marktonderzoek;2007;4000.0;3970.0;30.0;3390.0;610.0;770.0;3230.0;2190.0;2155.0;35.0;1805.0;385.0;600.0;1590.0;45.0
2255;73 Reclamewezen en marktonderzoek;2008;4685.0;4645.0;35.0;4015.0;670.0;1030.0;3655.0;2475.0;2455.0;25.0;2080.0;395.0;860.0;1620.0;60.0
2256;73 Reclamewezen en marktonderzoek;2009;4835.0;4825.0;10.0;4325.0;515.0;740.0;4095.0;2675.0;2650.0;30.0;2090.0;590.0;875.0;1800.0;75.0
2257;73 Reclamewezen en marktonderzoek;2010;3730.0;3720.0;10.0;3345.0;380.0;420.0;3310.0;2115.0;2100.0;15.0;1710.0;400.0;620.0;1490.0;100.0
2258;73 Reclamewezen en marktonderzoek;2011;4210.0;4205.0;10.0;3770.0;440.0;455.0;3755.0;2315.0;2295.0;15.0;1935.0;375.0;505.0;1810.0;105.0
2259;73 Reclamewezen en marktonderzoek;2012;3735.0;3725.0;10.0;3360.0;375.0;155.0;3580.0;2820.0;2805.0;20.0;2385.0;435.0;520.0;2300.0;120.0
2260;73 Reclamewezen en marktonderzoek;2013;3875.0;3860.0;10.0;3460.0;415.0;;;3380.0;3365.0;15.0;2855.0;525.0;920.0;2460.0;135.0
2261;731 Reclamewezen;2007;3015.0;3000.0;20.0;2680.0;340.0;595.0;2420.0;1810.0;1780.0;30.0;1540.0;270.0;480.0;1330.0;30.0
2262;731 Reclamewezen;2008;3490.0;3465.0;25.0;3100.0;390.0;760.0;2730.0;1920.0;1905.0;15.0;1670.0;250.0;655.0;1265.0;40.0
2263;731 Reclamewezen;2009;3700.0;3690.0;5.0;3420.0;280.0;535.0;3165.0;1995.0;1970.0;25.0;1620.0;375.0;640.0;1355.0;60.0
2264;731 Reclamewezen;2010;2825.0;2820.0;10.0;2625.0;200.0;285.0;2540.0;1585.0;1570.0;10.0;1335.0;250.0;435.0;1150.0;70.0
2265;731 Reclamewezen;2011;3525.0;3525.0;5.0;3255.0;270.0;330.0;3195.0;1740.0;1730.0;10.0;1500.0;240.0;355.0;1385.0;75.0
2266;731 Reclamewezen;2012;3190.0;3180.0;5.0;2950.0;235.0;120.0;3065.0;2165.0;2145.0;15.0;1880.0;280.0;395.0;1765.0;80.0
2267;731 Reclamewezen;2013;3385.0;3380.0;10.0;3090.0;295.0;;;2635.0;2620.0;15.0;2305.0;330.0;715.0;1920.0;95.0
2268;732 Markt- en opinieonderzoek;2007;980.0;970.0;10.0;710.0;270.0;175.0;805.0;380.0;375.0;5.0;265.0;115.0;120.0;260.0;15.0
2269;732 Markt- en opinieonderzoek;2008;1195.0;1180.0;10.0;915.0;275.0;265.0;925.0;555.0;550.0;5.0;410.0;145.0;205.0;355.0;20.0
2270;732 Markt- en opinieonderzoek;2009;1140.0;1135.0;5.0;905.0;235.0;205.0;930.0;680.0;675.0;5.0;470.0;215.0;235.0;445.0;20.0
2271;732 Markt- en opinieonderzoek;2010;900.0;900.0;5.0;720.0;180.0;135.0;770.0;530.0;530.0;0.0;380.0;150.0;185.0;345.0;30.0
2272;732 Markt- en opinieonderzoek;2011;685.0;680.0;5.0;515.0;170.0;125.0;560.0;575.0;570.0;5.0;435.0;135.0;145.0;425.0;30.0
2273;732 Markt- en opinieonderzoek;2012;545.0;545.0;0.0;410.0;135.0;35.0;510.0;660.0;660.0;0.0;505.0;155.0;125.0;535.0;35.0
2274;732 Markt- en opinieonderzoek;2013;485.0;485.0;5.0;365.0;120.0;;;745.0;745.0;0.0;550.0;195.0;205.0;540.0;40.0
2275;74 Design, fotografie, vertaalbureaus;2007;4905.0;4890.0;15.0;4350.0;555.0;1165.0;3740.0;2550.0;2525.0;20.0;2130.0;415.0;810.0;1740.0;25.0
2276;74 Design, fotografie, vertaalbureaus;2008;5975.0;5955.0;20.0;5460.0;515.0;1370.0;4605.0;2860.0;2835.0;25.0;2410.0;450.0;1115.0;1745.0;20.0
2277;74 Design, fotografie, vertaalbureaus;2009;6530.0;6520.0;10.0;6100.0;430.0;870.0;5660.0;2840.0;2810.0;30.0;2480.0;360.0;995.0;1845.0;30.0
2278;74 Design, fotografie, vertaalbureaus;2010;5415.0;5400.0;15.0;5105.0;310.0;510.0;4905.0;2235.0;2220.0;15.0;1935.0;300.0;680.0;1555.0;45.0
2279;74 Design, fotografie, vertaalbureaus;2011;8140.0;8130.0;5.0;7690.0;445.0;740.0;7395.0;2590.0;2580.0;15.0;2305.0;285.0;600.0;1990.0;65.0
2280;74 Design, fotografie, vertaalbureaus;2012;7705.0;7690.0;10.0;7260.0;445.0;200.0;7505.0;3590.0;3580.0;10.0;3255.0;340.0;800.0;2790.0;80.0
2281;74 Design, fotografie, vertaalbureaus;2013;9925.0;9915.0;10.0;9360.0;565.0;;;5230.0;5220.0;10.0;4775.0;460.0;1870.0;3360.0;75.0
2282;741 Industrieel design;2007;980.0;975.0;5.0;895.0;85.0;190.0;785.0;450.0;450.0;0.0;410.0;40.0;125.0;325.0;5.0
2283;741 Industrieel design;2008;1250.0;1245.0;5.0;1155.0;90.0;240.0;1005.0;545.0;545.0;0.0;500.0;45.0;200.0;345.0;0.0
2284;741 Industrieel design;2009;1480.0;1480.0;0.0;1400.0;80.0;190.0;1285.0;605.0;605.0;5.0;540.0;70.0;185.0;420.0;5.0
2285;741 Industrieel design;2010;1830.0;1830.0;0.0;1760.0;70.0;160.0;1675.0;530.0;530.0;0.0;485.0;50.0;155.0;380.0;10.0
2286;741 Industrieel design;2011;2635.0;2635.0;0.0;2550.0;85.0;210.0;2425.0;705.0;705.0;0.0;650.0;55.0;185.0;520.0;20.0
2287;741 Industrieel design;2012;2265.0;2260.0;5.0;2195.0;70.0;55.0;2210.0;1115.0;1110.0;0.0;1040.0;75.0;225.0;890.0;35.0
2288;741 Industrieel design;2013;2905.0;2905.0;0.0;2790.0;110.0;;;1625.0;1625.0;5.0;1530.0;100.0;555.0;1070.0;25.0
2289;742 Fotografie en foto-ontwikkeling;2007;1175.0;1175.0;0.0;1145.0;30.0;230.0;945.0;440.0;440.0;0.0;415.0;20.0;115.0;325.0;0.0
2290;742 Fotografie en foto-ontwikkeling;2008;1610.0;1610.0;0.0;1595.0;15.0;350.0;1260.0;525.0;525.0;0.0;495.0;30.0;205.0;320.0;0.0
2291;742 Fotografie en foto-ontwikkeling;2009;2020.0;2020.0;0.0;1995.0;30.0;230.0;1790.0;670.0;665.0;5.0;630.0;35.0;240.0;425.0;0.0
2292;742 Fotografie en foto-ontwikkeling;2010;1640.0;1640.0;0.0;1625.0;20.0;100.0;1540.0;540.0;540.0;0.0;510.0;30.0;155.0;385.0;0.0
2293;742 Fotografie en foto-ontwikkeling;2011;2195.0;2195.0;0.0;2175.0;20.0;145.0;2050.0;630.0;630.0;0.0;605.0;20.0;110.0;520.0;5.0
