ID;SBI93;Aanschafjaar;Jaren;Bedrijfsgebouwen_1;GrondWaterEnWegenbouwkWerken_2;ExterneVervoermiddelen_3;InterneVervoermiddelen_4;Computers_5;OverigeMachinesEnInstallaties_6;OverigeKapitaalgoederen_7
114;20 Hout-, kurk-, riet ind. (excl. meub.);Aanschafjaar 1970-1974;1997;9.2;11.6;0.0;10.0;0.0;10.3;0.6
115;20 Hout-, kurk-, riet ind. (excl. meub.);Aanschafjaar 1970-1974;1998;12.8;1.1;0.0;11.3;0.0;9.6;0.6
116;20 Hout-, kurk-, riet ind. (excl. meub.);Aanschafjaar 1975-1979;1997;14.9;12.8;0.8;12.6;0.1;15.1;6.3
117;20 Hout-, kurk-, riet ind. (excl. meub.);Aanschafjaar 1975-1979;1998;17.8;11.1;0.5;15.6;0.2;15.2;4.8
118;20 Hout-, kurk-, riet ind. (excl. meub.);Aanschafjaar 1980-1984;1997;6.2;6.6;3.5;13.0;0.9;13.8;16.2
119;20 Hout-, kurk-, riet ind. (excl. meub.);Aanschafjaar 1980-1984;1998;7.1;10.4;3.4;7.8;0.7;11.6;12.7
120;20 Hout-, kurk-, riet ind. (excl. meub.);Aanschafjaar 1985-1989;1997;10.6;26.4;7.9;19.4;9.3;20.8;26.9
121;20 Hout-, kurk-, riet ind. (excl. meub.);Aanschafjaar 1985-1989;1998;14.3;36.7;7.6;21.3;7.3;20.2;18.6
122;20 Hout-, kurk-, riet ind. (excl. meub.);Aanschafjaar 1990-1994;1997;7.7;24.6;38.4;22.1;49.4;16.8;22.1
123;20 Hout-, kurk-, riet ind. (excl. meub.);Aanschafjaar 1990-1994;1998;10.5;19.1;29.0;24.7;42.9;17.1;21.3
124;20 Hout-, kurk-, riet ind. (excl. meub.);Aanschafjaar 1995-1998;1997;6.9;11.3;49.4;9.0;40.2;17.0;24.6
125;20 Hout-, kurk-, riet ind. (excl. meub.);Aanschafjaar 1995-1998;1998;12.5;17.6;59.6;14.3;49.0;22.1;37.7
126;21 Papier- en karton(waren)ind.;Aanschafjaar voor 1960;1997;23.6;10.9;0.0;2.1;0.0;1.7;2.3
127;21 Papier- en karton(waren)ind.;Aanschafjaar voor 1960;1998;23.9;3.2;0.0;1.6;0.0;1.6;1.1
128;21 Papier- en karton(waren)ind.;Aanschafjaar 1960-1964;1997;10.0;3.5;0.9;4.8;0.0;4.5;4.3
129;21 Papier- en karton(waren)ind.;Aanschafjaar 1960-1964;1998;9.1;4.1;0.0;5.1;0.0;3.7;4.0
130;21 Papier- en karton(waren)ind.;Aanschafjaar 1965-1969;1997;7.9;3.1;0.0;2.4;0.0;3.1;4.8
131;21 Papier- en karton(waren)ind.;Aanschafjaar 1965-1969;1998;7.5;4.1;0.0;2.5;0.0;2.8;3.8
132;21 Papier- en karton(waren)ind.;Aanschafjaar 1970-1974;1997;7.9;3.8;0.0;4.4;0.0;6.1;4.3
133;21 Papier- en karton(waren)ind.;Aanschafjaar 1970-1974;1998;7.4;4.5;0.0;4.2;0.0;5.3;4.1
134;21 Papier- en karton(waren)ind.;Aanschafjaar 1975-1979;1997;10.1;21.0;0.2;11.2;0.1;8.6;11.4
135;21 Papier- en karton(waren)ind.;Aanschafjaar 1975-1979;1998;9.6;21.5;0.1;11.6;0.0;7.7;9.3
136;21 Papier- en karton(waren)ind.;Aanschafjaar 1980-1984;1997;7.3;7.5;1.5;9.8;0.1;12.3;11.8
137;21 Papier- en karton(waren)ind.;Aanschafjaar 1980-1984;1998;7.2;7.1;1.1;9.4;0.1;11.2;10.0
138;21 Papier- en karton(waren)ind.;Aanschafjaar 1985-1989;1997;16.4;33.4;3.5;25.0;6.2;25.2;23.8
139;21 Papier- en karton(waren)ind.;Aanschafjaar 1985-1989;1998;15.9;34.6;2.4;21.7;4.1;23.9;21.4
140;21 Papier- en karton(waren)ind.;Aanschafjaar 1990-1994;1997;11.5;11.7;31.6;29.6;38.5;24.0;20.9
141;21 Papier- en karton(waren)ind.;Aanschafjaar 1990-1994;1998;11.9;12.9;21.7;29.9;26.2;23.3;20.2
142;21 Papier- en karton(waren)ind.;Aanschafjaar 1995-1998;1997;5.3;5.1;62.4;10.7;55.1;14.7;16.3
143;21 Papier- en karton(waren)ind.;Aanschafjaar 1995-1998;1998;7.6;8.0;74.6;14.1;69.6;20.6;26.3
144;22 Uitgeverijen, drukkerijen, reproduct.;Aanschafjaar voor 1960;1997;7.2;0.0;0.0;0.0;0.0;0.1;0.0
145;22 Uitgeverijen, drukkerijen, reproduct.;Aanschafjaar voor 1960;1998;4.4;0.0;0.0;0.0;0.0;0.1;0.0
146;22 Uitgeverijen, drukkerijen, reproduct.;Aanschafjaar 1960-1964;1997;7.5;0.8;0.0;0.0;0.0;0.1;0.3
147;22 Uitgeverijen, drukkerijen, reproduct.;Aanschafjaar 1960-1964;1998;7.1;0.8;0.0;0.0;0.0;0.1;0.3
148;22 Uitgeverijen, drukkerijen, reproduct.;Aanschafjaar 1965-1969;1997;4.3;3.1;0.0;0.1;0.0;0.4;0.4
149;22 Uitgeverijen, drukkerijen, reproduct.;Aanschafjaar 1965-1969;1998;3.5;1.0;0.0;0.1;0.0;0.3;0.4
150;22 Uitgeverijen, drukkerijen, reproduct.;Aanschafjaar 1970-1974;1997;14.2;8.7;0.1;1.1;0.0;1.0;2.5
151;22 Uitgeverijen, drukkerijen, reproduct.;Aanschafjaar 1970-1974;1998;11.2;8.4;0.1;1.1;0.0;0.7;2.4
152;22 Uitgeverijen, drukkerijen, reproduct.;Aanschafjaar 1975-1979;1997;8.8;10.4;0.1;5.0;0.0;3.9;5.4
153;22 Uitgeverijen, drukkerijen, reproduct.;Aanschafjaar 1975-1979;1998;9.1;9.6;0.1;5.1;0.0;3.8;5.0
154;22 Uitgeverijen, drukkerijen, reproduct.;Aanschafjaar 1980-1984;1997;18.2;19.2;0.6;9.6;1.4;10.5;8.5
155;22 Uitgeverijen, drukkerijen, reproduct.;Aanschafjaar 1980-1984;1998;19.6;17.7;0.7;9.3;0.5;9.1;8.1
156;22 Uitgeverijen, drukkerijen, reproduct.;Aanschafjaar 1985-1989;1997;12.2;12.2;1.4;20.5;5.3;22.3;21.7
157;22 Uitgeverijen, drukkerijen, reproduct.;Aanschafjaar 1985-1989;1998;10.4;9.5;1.2;19.1;2.8;18.8;17.4
158;22 Uitgeverijen, drukkerijen, reproduct.;Aanschafjaar 1990-1994;1997;23.1;38.5;25.2;46.6;36.3;39.4;39.2
159;22 Uitgeverijen, drukkerijen, reproduct.;Aanschafjaar 1990-1994;1998;23.0;36.3;14.8;45.5;24.5;37.1;34.6
160;22 Uitgeverijen, drukkerijen, reproduct.;Aanschafjaar 1995-1998;1997;4.5;6.9;72.7;17.1;57.1;22.3;22.0
161;22 Uitgeverijen, drukkerijen, reproduct.;Aanschafjaar 1995-1998;1998;11.6;16.7;83.1;19.8;72.1;30.1;31.7
162;23 Aardolie-, steenkoolverwerkende ind.;Aanschafjaar voor 1960;1997;13.0;9.1;0.1;1.2;0.0;2.6;13.6
163;23 Aardolie-, steenkoolverwerkende ind.;Aanschafjaar voor 1960;1998;12.5;9.0;0.0;1.2;0.0;2.4;13.3
164;23 Aardolie-, steenkoolverwerkende ind.;Aanschafjaar 1960-1964;1997;15.5;19.6;0.8;9.4;0.0;4.1;13.5
165;23 Aardolie-, steenkoolverwerkende ind.;Aanschafjaar 1960-1964;1998;15.5;19.5;0.5;9.4;0.0;3.9;13.5
166;23 Aardolie-, steenkoolverwerkende ind.;Aanschafjaar 1965-1969;1997;7.8;23.1;0.0;10.4;0.0;6.4;29.1
167;23 Aardolie-, steenkoolverwerkende ind.;Aanschafjaar 1965-1969;1998;7.8;23.0;0.0;10.4;0.0;6.2;29.1
168;23 Aardolie-, steenkoolverwerkende ind.;Aanschafjaar 1970-1974;1997;7.1;14.8;2.9;18.6;0.0;8.9;20.4
169;23 Aardolie-, steenkoolverwerkende ind.;Aanschafjaar 1970-1974;1998;7.1;14.7;3.6;18.6;0.0;8.7;20.5
170;23 Aardolie-, steenkoolverwerkende ind.;Aanschafjaar 1975-1979;1997;12.8;4.9;7.2;5.3;0.0;5.9;3.9
171;23 Aardolie-, steenkoolverwerkende ind.;Aanschafjaar 1975-1979;1998;12.6;4.9;7.8;5.3;0.0;5.7;3.9
172;23 Aardolie-, steenkoolverwerkende ind.;Aanschafjaar 1980-1984;1997;11.5;8.7;7.4;6.5;1.6;16.1;5.2
173;23 Aardolie-, steenkoolverwerkende ind.;Aanschafjaar 1980-1984;1998;11.5;8.6;7.9;6.5;1.1;15.6;5.2
174;23 Aardolie-, steenkoolverwerkende ind.;Aanschafjaar 1985-1989;1997;18.4;13.3;17.4;19.3;34.0;27.4;8.8
175;23 Aardolie-, steenkoolverwerkende ind.;Aanschafjaar 1985-1989;1998;18.4;13.2;10.8;19.2;28.7;26.6;8.8
176;23 Aardolie-, steenkoolverwerkende ind.;Aanschafjaar 1990-1994;1997;4.2;3.9;36.9;24.0;35.2;10.1;4.1
177;23 Aardolie-, steenkoolverwerkende ind.;Aanschafjaar 1990-1994;1998;4.2;3.9;33.9;24.0;29.6;9.7;4.1
178;23 Aardolie-, steenkoolverwerkende ind.;Aanschafjaar 1995-1998;1997;9.6;2.5;27.3;5.3;29.2;18.6;1.5
179;23 Aardolie-, steenkoolverwerkende ind.;Aanschafjaar 1995-1998;1998;10.5;3.1;35.6;5.4;40.5;21.1;1.8
180;24 Chemische industrie;Aanschafjaar voor 1960;1997;9.4;5.7;0.0;2.0;0.0;1.0;2.6
181;24 Chemische industrie;Aanschafjaar voor 1960;1998;9.4;5.7;0.0;2.1;0.0;0.7;2.3
182;24 Chemische industrie;Aanschafjaar 1960-1964;1997;6.9;2.7;0.0;3.6;0.0;1.7;4.6
183;24 Chemische industrie;Aanschafjaar 1960-1964;1998;7.0;2.6;0.0;3.7;0.0;1.6;4.4
184;24 Chemische industrie;Aanschafjaar 1965-1969;1997;10.8;7.9;1.3;9.4;0.0;6.1;6.2
185;24 Chemische industrie;Aanschafjaar 1965-1969;1998;10.3;7.7;1.6;9.7;0.0;5.7;5.8
186;24 Chemische industrie;Aanschafjaar 1970-1974;1997;10.8;16.9;0.4;8.3;0.0;13.7;13.0
187;24 Chemische industrie;Aanschafjaar 1970-1974;1998;10.6;16.6;0.2;8.5;0.0;13.1;12.5
188;24 Chemische industrie;Aanschafjaar 1975-1979;1997;8.9;15.5;1.0;14.8;0.0;12.8;12.8
189;24 Chemische industrie;Aanschafjaar 1975-1979;1998;8.6;15.1;0.9;14.9;0.0;12.2;12.5
190;24 Chemische industrie;Aanschafjaar 1980-1984;1997;8.1;7.1;3.2;10.2;0.4;11.4;11.0
191;24 Chemische industrie;Aanschafjaar 1980-1984;1998;8.0;6.7;3.2;10.2;0.3;10.8;10.7
192;24 Chemische industrie;Aanschafjaar 1985-1989;1997;17.7;23.4;8.4;16.7;9.1;19.1;19.0
193;24 Chemische industrie;Aanschafjaar 1985-1989;1998;17.8;23.0;7.8;16.5;7.6;18.2;18.4
194;24 Chemische industrie;Aanschafjaar 1990-1994;1997;20.9;12.8;30.0;22.3;41.3;22.7;19.8
195;24 Chemische industrie;Aanschafjaar 1990-1994;1998;20.7;12.5;18.2;21.5;34.6;21.8;19.2
196;24 Chemische industrie;Aanschafjaar 1995-1998;1997;6.5;7.9;55.7;12.6;49.2;11.5;11.0
197;24 Chemische industrie;Aanschafjaar 1995-1998;1998;7.5;10.2;68.8;12.9;57.5;15.7;14.0
198;25 Rubber- en kunststofverw. ind.;Aanschafjaar voor 1960;1997;8.3;3.4;0.0;0.3;0.0;0.9;0.0
199;25 Rubber- en kunststofverw. ind.;Aanschafjaar voor 1960;1998;9.0;3.7;0.0;0.3;0.0;1.0;0.0
200;25 Rubber- en kunststofverw. ind.;Aanschafjaar 1960-1964;1997;7.5;3.4;0.0;1.9;0.0;1.9;1.0
201;25 Rubber- en kunststofverw. ind.;Aanschafjaar 1960-1964;1998;8.1;3.9;0.0;2.1;0.0;1.8;1.0
202;25 Rubber- en kunststofverw. ind.;Aanschafjaar 1965-1969;1997;11.4;4.2;0.0;2.7;0.0;3.2;3.4
203;25 Rubber- en kunststofverw. ind.;Aanschafjaar 1965-1969;1998;12.4;4.8;0.0;2.8;0.0;3.3;3.7
204;25 Rubber- en kunststofverw. ind.;Aanschafjaar 1970-1974;1997;9.7;10.3;0.1;5.9;0.0;5.5;7.2
205;25 Rubber- en kunststofverw. ind.;Aanschafjaar 1970-1974;1998;9.2;11.3;0.4;6.3;0.0;5.4;7.8
206;25 Rubber- en kunststofverw. ind.;Aanschafjaar 1975-1979;1997;10.3;16.3;0.6;5.6;0.1;7.4;7.7
207;25 Rubber- en kunststofverw. ind.;Aanschafjaar 1975-1979;1998;8.9;11.2;0.7;5.2;0.0;5.8;6.2
208;25 Rubber- en kunststofverw. ind.;Aanschafjaar 1980-1984;1997;8.1;4.3;0.3;9.4;0.2;11.5;9.9
209;25 Rubber- en kunststofverw. ind.;Aanschafjaar 1980-1984;1998;7.5;3.5;0.3;9.1;0.1;10.2;7.4
