ID;Vakantiekenmerken;Perioden;TotaalAantalKorteVakantiesNederland_1;Noordzeebadplaatsen_2;Watersportgebieden_3;VeluweEnVeluwerand_4;TwenteSallandEnVechtstreek_5;GroningseFrieseEnDrentseZandgronden_6;WestEnMiddenBrabant_7;OBrabantNMLimburgRijkVNijmegen_8;ZuidLimburg_9;OverigNederland_10;Friesland_11;Drenthe_12;Overijssel_13;Gelderland_14;NoordHolland_15;ZuidHolland_16;Zeeland_17;NoordBrabant_18;Limburg_19;OverigeProvincies_20
459;Touringcar, pendelbus;2011;;;;;;;;;;;;;;;;;;;;
460;Touringcar, pendelbus;2012;;;;;;;;;;;;;;;;;;;;0.0
461;Touringcar, pendelbus;2013;;;;;;;;;;;;;;;;;;;;
462;Touringcar, pendelbus;2014;;;;;;;;;;;;;;;;;;;;
463;Touringcar, pendelbus;2015;;;;;;;;;;;;;;;;;;;;
464;Touringcar, pendelbus;2016;;;;;;;;;;;;;;;;;;;;
465;Vliegtuig;2002;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
466;Vliegtuig;2003;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
467;Vliegtuig;2004;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
468;Vliegtuig;2005;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0
469;Vliegtuig;2006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
470;Vliegtuig;2007;;;;;;;;;;;;;;;;;;;;
471;Vliegtuig;2008;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0
472;Vliegtuig;2009;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
473;Vliegtuig;2010;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
474;Vliegtuig;2011;;;;;;;;;;;;;;;;;;;;
475;Vliegtuig;2012;;;;;;;;;;;;;;;;;;;;0.0
476;Vliegtuig;2013;;;;;;;;;;;;;;;;;;;;
477;Vliegtuig;2014;;;;;;;;;;;;;;;;;;;;
478;Vliegtuig;2015;;;;;;;;;;;;;;;;;;;;
479;Vliegtuig;2016;;;;;;;;;;;;;;;;;;;;
480;Boot;2002;45.0;1.0;18.0;0.0;0.0;1.0;4.0;0.0;0.0;20.0;18.0;1.0;0.0;0.0;15.0;0.0;0.0;4.0;0.0;6.0
481;Boot;2003;34.0;0.0;20.0;0.0;0.0;0.0;0.0;1.0;0.0;12.0;9.0;0.0;0.0;1.0;15.0;4.0;0.0;3.0;0.0;2.0
482;Boot;2004;16.0;2.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;3.0;0.0;0.0;0.0;5.0;1.0;2.0;2.0;0.0;3.0
483;Boot;2005;37.0;0.0;25.0;0.0;0.0;0.0;2.0;4.0;0.0;6.0;3.0;0.0;3.0;4.0;14.0;0.0;0.0;13.0;0.0;0.0
484;Boot;2006;17.0;0.0;4.0;0.0;0.0;0.0;2.0;8.0;0.0;3.0;2.0;0.0;0.0;0.0;4.0;0.0;0.0;2.0;8.0;0.0
485;Boot;2007;;;;;;;;;;;;;;;;;;;;
486;Boot;2008;41.0;0.0;34.0;0.0;0.0;0.0;5.0;0.0;0.0;3.0;3.0;0.0;6.0;0.0;13.0;2.0;0.0;18.0;0.0;0.0
487;Boot;2009;21.0;0.0;12.0;0.0;0.0;0.0;0.0;0.0;0.0;9.0;6.0;0.0;0.0;0.0;0.0;12.0;0.0;0.0;0.0;2.0
488;Boot;2010;46.0;0.0;23.0;0.0;0.0;0.0;2.0;3.0;0.0;18.0;13.0;0.0;2.0;12.0;1.0;0.0;0.0;15.0;0.0;3.0
489;Boot;2011;;;;;;;;;;;;;;;;;;;;
490;Boot;2012;;;;;;;;;;;;;;;;;;;;3.0
491;Boot;2013;;;;;;;;;;;;;;;;;;;;
492;Boot;2014;;;;;;;;;;;;;;;;;;;;
493;Boot;2015;;;;;;;;;;;;;;;;;;;;
494;Boot;2016;;;;;;;;;;;;;;;;;;;;
495;Lijnboot, veerboot, ferry;2002;36.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;29.0;29.0;0.0;0.0;0.0;7.0;0.0;0.0;0.0;0.0;0.0
496;Lijnboot, veerboot, ferry;2003;36.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;36.0;35.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0
497;Lijnboot, veerboot, ferry;2004;18.0;0.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;11.0;13.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
498;Lijnboot, veerboot, ferry;2005;40.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;40.0;38.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0
499;Lijnboot, veerboot, ferry;2006;17.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;17.0;16.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
500;Lijnboot, veerboot, ferry;2007;;;;;;;;;;;;;;;;;;;;
501;Lijnboot, veerboot, ferry;2008;23.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;23.0;20.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0
502;Lijnboot, veerboot, ferry;2009;36.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;36.0;30.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0
503;Lijnboot, veerboot, ferry;2010;13.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;13.0;13.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
504;Lijnboot, veerboot, ferry;2011;;;;;;;;;;;;;;;;;;;;
505;Lijnboot, veerboot, ferry;2012;;;;;;;;;;;;;;;;;;;;0.0
506;Lijnboot, veerboot, ferry;2013;;;;;;;;;;;;;;;;;;;;
507;Lijnboot, veerboot, ferry;2014;;;;;;;;;;;;;;;;;;;;
508;Lijnboot, veerboot, ferry;2015;;;;;;;;;;;;;;;;;;;;
509;Lijnboot, veerboot, ferry;2016;;;;;;;;;;;;;;;;;;;;
510;Overige vervoermiddelen;2002;244.0;15.0;43.0;25.0;11.0;23.0;25.0;32.0;13.0;58.0;27.0;15.0;11.0;35.0;21.0;22.0;16.0;29.0;37.0;31.0
511;Overige vervoermiddelen;2003;196.0;34.0;26.0;5.0;2.0;21.0;34.0;2.0;18.0;53.0;30.0;17.0;2.0;16.0;16.0;39.0;9.0;34.0;18.0;15.0
512;Overige vervoermiddelen;2004;121.0;8.0;26.0;6.0;13.0;26.0;12.0;0.0;2.0;26.0;17.0;26.0;16.0;9.0;17.0;10.0;3.0;12.0;2.0;9.0
513;Overige vervoermiddelen;2005;151.0;18.0;21.0;7.0;7.0;22.0;16.0;2.0;6.0;52.0;7.0;22.0;7.0;9.0;27.0;17.0;14.0;20.0;6.0;20.0
514;Overige vervoermiddelen;2006;120.0;15.0;8.0;4.0;7.0;13.0;8.0;4.0;7.0;54.0;11.0;13.0;7.0;21.0;5.0;29.0;2.0;12.0;11.0;10.0
515;Overige vervoermiddelen;2007;158.0;35.0;15.0;11.0;5.0;5.0;15.0;23.0;11.0;38.0;8.0;5.0;5.0;33.0;33.0;22.0;5.0;21.0;25.0;1.0
516;Overige vervoermiddelen;2008;127.0;12.0;18.0;3.0;0.0;0.0;16.0;35.0;7.0;37.0;4.0;0.0;0.0;26.0;23.0;18.0;7.0;24.0;19.0;6.0
517;Overige vervoermiddelen;2009;122.0;5.0;14.0;2.0;3.0;9.0;26.0;15.0;10.0;38.0;4.0;7.0;3.0;23.0;4.0;12.0;5.0;31.0;17.0;16.0
518;Overige vervoermiddelen;2010;129.0;9.0;10.0;2.0;9.0;7.0;6.0;18.0;6.0;63.0;9.0;7.0;9.0;23.0;11.0;31.0;3.0;13.0;19.0;5.0
519;Overige vervoermiddelen;2011;;;;;;;;;;;;;;;;;;;;
520;Overige vervoermiddelen;2012;;;;;;;;;;;;;;;;;;;;23.0
521;Overige vervoermiddelen;2013;;;;;;;;;;;;;;;;;;;;
522;Overige vervoermiddelen;2014;;;;;;;;;;;;;;;;;;;;
523;Overige vervoermiddelen;2015;;;;;;;;;;;;;;;;;;;;
524;Overige vervoermiddelen;2016;;;;;;;;;;;;;;;;;;;;
525;Herfstperiode;2002;1357.0;162.0;170.0;186.0;99.0;107.0;132.0;102.0;122.0;279.0;108.0;105.0;114.0;245.0;108.0;123.0;115.0;149.0;198.0;92.0
526;Herfstperiode;2003;1190.0;143.0;102.0;120.0;115.0;135.0;117.0;113.0;73.0;273.0;95.0;117.0;122.0;198.0;121.0;75.0;86.0;127.0;152.0;98.0
527;Herfstperiode;2004;1065.0;159.0;134.0;113.0;79.0;79.0;96.0;101.0;81.0;222.0;84.0;74.0;92.0;162.0;113.0;95.0;82.0;106.0;169.0;88.0
528;Herfstperiode;2005;1305.0;132.0;119.0;161.0;110.0;139.0;132.0;125.0;68.0;320.0;81.0;125.0;119.0;249.0;129.0;110.0;81.0;146.0;149.0;116.0
529;Herfstperiode;2006;1362.0;159.0;105.0;172.0;83.0;130.0;134.0;101.0;125.0;353.0;81.0;114.0;90.0;281.0;170.0;105.0;95.0;135.0;211.0;80.0
530;Herfstperiode;2007;1384.0;126.0;133.0;222.0;102.0;114.0;124.0;141.0;129.0;293.0;63.0;109.0;104.0;326.0;148.0;98.0;87.0;157.0;223.0;70.0
531;Herfstperiode;2008;1331.0;151.0;167.0;127.0;92.0;146.0;125.0;128.0;94.0;300.0;56.0;132.0;103.0;205.0;183.0;99.0;99.0;139.0;180.0;133.0
532;Herfstperiode;2009;1464.0;172.0;127.0;135.0;114.0;158.0;152.0;158.0;84.0;363.0;99.0;138.0;118.0;222.0;171.0;126.0;82.0;175.0;198.0;135.0
533;Herfstperiode;2010;1503.0;188.0;133.0;164.0;119.0;169.0;147.0;146.0;128.0;308.0;78.0;154.0;121.0;245.0;173.0;79.0;121.0;172.0;245.0;115.0
534;Herfstperiode;2011;1486.0;155.0;169.0;147.0;94.0;205.0;196.0;151.0;89.0;279.0;94.0;189.0;106.0;229.0;111.0;96.0;116.0;237.0;193.0;115.0
535;Herfstperiode;2012;1651.0;203.0;181.0;225.0;139.0;169.0;155.0;128.0;133.0;318.0;101.0;147.0;152.0;338.0;164.0;120.0;108.0;187.0;214.0;120.0
536;Herfstperiode;2013;1411.0;195.0;156.0;217.0;89.0;137.0;129.0;110.0;71.0;306.0;69.0;134.0;96.0;301.0;176.0;133.0;106.0;151.0;150.0;95.0
537;Herfstperiode;2014;1388.0;159.0;169.0;181.0;99.0;135.0;143.0;112.0;76.0;314.0;61.0;118.0;109.0;250.0;172.0;96.0;94.0;161.0;168.0;160.0
538;Herfstperiode;2015;1348.0;180.0;139.0;149.0;122.0;116.0;138.0;95.0;60.0;350.0;104.0;93.0;132.0;212.0;218.0;126.0;72.0;146.0;139.0;107.0
539;Herfstperiode;2016;1442.0;118.0;130.0;121.0;103.0;199.0;184.0;140.0;95.0;352.0;83.0;185.0;115.0;212.0;136.0;146.0;68.0;215.0;188.0;95.0
540;Kerstperiode;2002;746.0;115.0;71.0;56.0;33.0;67.0;68.0;88.0;67.0;180.0;27.0;62.0;36.0;104.0;108.0;71.0;44.0;82.0;127.0;84.0
541;Kerstperiode;2003;698.0;108.0;69.0;73.0;66.0;52.0;56.0;35.0;108.0;131.0;22.0;52.0;66.0;89.0;77.0;101.0;50.0;58.0;137.0;47.0
542;Kerstperiode;2004;796.0;103.0;99.0;82.0;47.0;55.0;71.0;84.0;88.0;166.0;26.0;51.0;60.0;132.0;84.0;86.0;54.0;82.0;141.0;80.0
543;Kerstperiode;2005;776.0;85.0;61.0;92.0;38.0;53.0;91.0;95.0;90.0;171.0;35.0;45.0;42.0;130.0;91.0;51.0;50.0;100.0;169.0;63.0
544;Kerstperiode;2006;757.0;87.0;73.0;83.0;50.0;61.0;73.0;68.0;81.0;182.0;45.0;54.0;61.0;148.0;77.0;56.0;63.0;83.0;125.0;46.0
545;Kerstperiode;2007;876.0;120.0;62.0;87.0;63.0;77.0;102.0;104.0;65.0;197.0;28.0;75.0;67.0;128.0;94.0;81.0;64.0;112.0;150.0;78.0
546;Kerstperiode;2008;885.0;95.0;84.0;78.0;58.0;86.0;112.0;65.0;80.0;227.0;32.0;79.0;63.0;135.0;117.0;95.0;36.0;128.0;122.0;79.0
547;Kerstperiode;2009;856.0;92.0;72.0;88.0;49.0;79.0;59.0;113.0;71.0;232.0;58.0;69.0;54.0;137.0;86.0;89.0;57.0;78.0;153.0;73.0
548;Kerstperiode;2010;787.0;87.0;76.0;69.0;46.0;87.0;91.0;101.0;59.0;171.0;32.0;78.0;53.0;101.0;113.0;78.0;37.0;105.0;131.0;57.0
549;Kerstperiode;2011;849.0;89.0;68.0;63.0;57.0;101.0;121.0;106.0;100.0;146.0;28.0;94.0;60.0;100.0;103.0;58.0;42.0;130.0;180.0;55.0
550;Kerstperiode;2012;1136.0;123.0;114.0;109.0;81.0;107.0;119.0;89.0;124.0;271.0;42.0;102.0;85.0;195.0;156.0;86.0;83.0;123.0;185.0;82.0
551;Kerstperiode;2013;1015.0;163.0;101.0;106.0;57.0;67.0;82.0;98.0;116.0;225.0;36.0;62.0;59.0;173.0;123.0;121.0;76.0;105.0;169.0;91.0
552;Kerstperiode;2014;940.0;130.0;72.0;70.0;68.0;88.0;69.0;88.0;89.0;264.0;49.0;81.0;68.0;106.0;109.0;124.0;65.0;77.0;160.0;100.0
553;Kerstperiode;2015;950.0;106.0;56.0;97.0;55.0;88.0;110.0;91.0;76.0;272.0;68.0;73.0;56.0;147.0;116.0;100.0;45.0;120.0;142.0;83.0
554;Kerstperiode;2016;973.0;98.0;97.0;70.0;72.0;86.0;117.0;92.0;107.0;233.0;36.0;82.0;77.0;114.0;101.0;110.0;75.0;127.0;173.0;78.0
555;Krokusperiode;2002;926.0;115.0;79.0;123.0;67.0;69.0;58.0;145.0;59.0;212.0;31.0;61.0;73.0;156.0;113.0;104.0;56.0;75.0;179.0;78.0
556;Krokusperiode;2003;947.0;123.0;113.0;98.0;78.0;105.0;97.0;80.0;52.0;202.0;50.0;98.0;90.0;133.0;95.0;106.0;63.0;110.0;109.0;93.0
557;Krokusperiode;2004;916.0;122.0;90.0;122.0;69.0;69.0;109.0;118.0;78.0;138.0;28.0;65.0;71.0;163.0;83.0;74.0;74.0;136.0;154.0;69.0
558;Krokusperiode;2005;947.0;109.0;82.0;126.0;55.0;110.0;72.0;91.0;67.0;234.0;47.0;104.0;60.0;180.0;77.0;102.0;71.0;94.0;125.0;87.0
559;Krokusperiode;2006;939.0;134.0;70.0;143.0;68.0;90.0;67.0;95.0;68.0;204.0;43.0;83.0;74.0;215.0;93.0;75.0;72.0;79.0;132.0;74.0
560;Krokusperiode;2007;1030.0;127.0;96.0;136.0;59.0;101.0;94.0;96.0;67.0;255.0;44.0;89.0;66.0;233.0;129.0;74.0;72.0;104.0;146.0;73.0
561;Krokusperiode;2008;1027.0;122.0;109.0;121.0;86.0;95.0;97.0;113.0;53.0;233.0;46.0;89.0;106.0;185.0;123.0;80.0;83.0;108.0;144.0;63.0
562;Krokusperiode;2009;1148.0;145.0;87.0;151.0;94.0;110.0;110.0;166.0;85.0;199.0;61.0;103.0;104.0;203.0;111.0;100.0;65.0;134.0;206.0;61.0
563;Krokusperiode;2010;1178.0;157.0;120.0;174.0;72.0;132.0;132.0;125.0;54.0;214.0;42.0;125.0;80.0;240.0;125.0;90.0;84.0;146.0;158.0;88.0
564;Krokusperiode;2011;1206.0;142.0;124.0;135.0;73.0;128.0;116.0;108.0;127.0;252.0;59.0;127.0;76.0;185.0;122.0;118.0;80.0;127.0;212.0;101.0
565;Krokusperiode;2012;1185.0;165.0;138.0;139.0;64.0;136.0;111.0;116.0;85.0;231.0;52.0;129.0;69.0;202.0;131.0;127.0;95.0;127.0;180.0;74.0
566;Krokusperiode;2013;1005.0;133.0;139.0;97.0;65.0;89.0;118.0;96.0;53.0;215.0;34.0;84.0;73.0;146.0;126.0;82.0;90.0;134.0;124.0;112.0
567;Krokusperiode;2014;1085.0;125.0;122.0;106.0;57.0;88.0;131.0;120.0;77.0;259.0;51.0;72.0;57.0;161.0;155.0;137.0;59.0;143.0;169.0;81.0
568;Krokusperiode;2015;1053.0;160.0;109.0;93.0;62.0;131.0;104.0;105.0;49.0;240.0;56.0;118.0;68.0;151.0;161.0;105.0;90.0;118.0;115.0;72.0
569;Krokusperiode;2016;1124.0;145.0;131.0;112.0;82.0;92.0;95.0;123.0;72.0;273.0;73.0;90.0;90.0;160.0;103.0;123.0;109.0;115.0;158.0;103.0
570;Paasperiode;2002;1334.0;156.0;137.0;146.0;111.0;139.0;209.0;129.0;66.0;240.0;85.0;125.0;122.0;199.0;103.0;120.0;84.0;243.0;157.0;95.0
571;Paasperiode;2003;1073.0;150.0;134.0;147.0;62.0;69.0;154.0;90.0;47.0;220.0;82.0;64.0;68.0;209.0;95.0;88.0;95.0;164.0;118.0;89.0
572;Paasperiode;2004;1099.0;140.0;182.0;173.0;76.0;77.0;135.0;74.0;60.0;182.0;70.0;72.0;93.0;232.0;109.0;94.0;92.0;160.0;102.0;75.0
573;Paasperiode;2005;1168.0;141.0;151.0;140.0;117.0;111.0;136.0;109.0;50.0;213.0;72.0;97.0;125.0;181.0;126.0;115.0;71.0;182.0;109.0;90.0
574;Paasperiode;2006;1040.0;86.0;132.0;147.0;95.0;108.0;143.0;104.0;40.0;185.0;53.0;101.0;102.0;201.0;104.0;74.0;58.0;172.0;109.0;66.0
575;Paasperiode;2007;1127.0;109.0;140.0;158.0;91.0;103.0;116.0;122.0;39.0;249.0;66.0;91.0;102.0;229.0;134.0;104.0;61.0;162.0;108.0;71.0
576;Paasperiode;2008;1045.0;106.0;138.0;109.0;62.0;102.0;125.0;108.0;77.0;218.0;48.0;92.0;83.0;156.0;112.0;86.0;68.0;151.0;158.0;91.0
577;Paasperiode;2009;1225.0;167.0;137.0;141.0;119.0;116.0;126.0;130.0;45.0;243.0;80.0;97.0;125.0;203.0;162.0;104.0;83.0;166.0;123.0;81.0
578;Paasperiode;2010;1172.0;114.0;140.0;142.0;73.0;83.0;152.0;134.0;81.0;254.0;62.0;73.0;87.0;207.0;118.0;74.0;78.0;200.0;162.0;109.0
579;Paasperiode;2011;1206.0;134.0;181.0;183.0;91.0;138.0;109.0;126.0;60.0;184.0;82.0;129.0;103.0;238.0;105.0;90.0;60.0;162.0;137.0;101.0
580;Paasperiode;2012;1178.0;168.0;146.0;136.0;54.0;93.0;129.0;124.0;82.0;246.0;69.0;87.0;68.0;213.0;139.0;94.0;93.0;169.0;164.0;82.0
581;Paasperiode;2013;1062.0;131.0;151.0;119.0;47.0;84.0;109.0;98.0;54.0;269.0;66.0;79.0;53.0;181.0;122.0;110.0;80.0;135.0;125.0;111.0
582;Paasperiode;2014;1172.0;148.0;182.0;144.0;59.0;100.0;103.0;92.0;65.0;278.0;61.0;94.0;71.0;247.0;131.0;136.0;74.0;129.0;111.0;118.0
583;Paasperiode;2015;1097.0;135.0;117.0;128.0;113.0;85.0;88.0;115.0;47.0;268.0;78.0;78.0;120.0;181.0;112.0;94.0;83.0;114.0;129.0;108.0
584;Paasperiode;2016;1081.0;127.0;127.0;129.0;84.0;137.0;122.0;79.0;42.0;233.0;47.0;128.0;89.0;193.0;108.0;119.0;72.0;143.0;97.0;83.0
585;Voorseizoen;2002;2734.0;342.0;484.0;288.0;215.0;192.0;307.0;205.0;122.0;578.0;216.0;166.0;240.0;418.0;297.0;285.0;201.0;377.0;267.0;266.0
586;Voorseizoen;2003;2606.0;328.0;474.0;280.0;207.0;225.0;271.0;218.0;100.0;503.0;210.0;195.0;220.0;412.0;241.0;236.0;252.0;308.0;267.0;266.0
587;Voorseizoen;2004;2691.0;301.0;445.0;325.0;214.0;249.0;328.0;185.0;112.0;532.0;242.0;211.0;253.0;484.0;270.0;204.0;177.0;380.0;229.0;241.0
588;Voorseizoen;2005;2392.0;268.0;340.0;308.0;200.0;246.0;252.0;166.0;85.0;526.0;189.0;219.0;236.0;431.0;251.0;226.0;141.0;336.0;175.0;187.0
589;Voorseizoen;2006;2557.0;236.0;379.0;345.0;216.0;208.0;247.0;233.0;121.0;572.0;218.0;179.0;230.0;549.0;276.0;240.0;130.0;314.0;262.0;158.0
590;Voorseizoen;2007;2424.0;267.0;339.0;265.0;183.0;220.0;257.0;263.0;102.0;529.0;174.0;196.0;204.0;413.0;277.0;192.0;158.0;347.0;257.0;205.0
591;Voorseizoen;2008;2312.0;255.0;395.0;213.0;147.0;228.0;212.0;266.0;118.0;479.0;165.0;213.0;163.0;327.0;246.0;205.0;190.0;307.0;289.0;205.0
592;Voorseizoen;2009;2453.0;276.0;339.0;267.0;155.0;215.0;326.0;223.0;110.0;541.0;173.0;181.0;174.0;413.0;306.0;202.0;147.0;412.0;247.0;198.0
593;Voorseizoen;2010;2335.0;238.0;407.0;266.0;143.0;194.0;245.0;192.0;128.0;522.0;190.0;155.0;167.0;428.0;231.0;180.0;160.0;352.0;236.0;236.0
594;Voorseizoen;2011;2527.0;311.0;393.0;278.0;163.0;263.0;238.0;243.0;145.0;494.0;177.0;234.0;172.0;394.0;307.0;187.0;160.0;346.0;280.0;271.0
595;Voorseizoen;2012;2456.0;280.0;359.0;281.0;194.0;228.0;277.0;205.0;122.0;510.0;129.0;211.0;249.0;439.0;244.0;199.0;170.0;333.0;275.0;207.0
596;Voorseizoen;2013;2358.0;273.0;392.0;214.0;178.0;222.0;277.0;152.0;145.0;505.0;169.0;183.0;214.0;382.0;228.0;201.0;141.0;366.0;218.0;257.0
597;Voorseizoen;2014;2396.0;357.0;375.0;266.0;164.0;191.0;258.0;198.0;91.0;495.0;151.0;161.0;190.0;446.0;268.0;179.0;209.0;314.0;215.0;263.0
598;Voorseizoen;2015;2130.0;258.0;285.0;204.0;196.0;181.0;190.0;239.0;98.0;478.0;123.0;165.0;211.0;374.0;188.0;202.0;175.0;271.0;243.0;178.0
599;Voorseizoen;2016;2351.0;277.0;384.0;222.0;189.0;194.0;264.0;205.0;97.0;519.0;208.0;160.0;213.0;358.0;222.0;200.0;182.0;320.0;252.0;238.0
600;Hoogseizoen;2002;1276.0;187.0;245.0;113.0;84.0;105.0;122.0;65.0;77.0;278.0;98.0;87.0;97.0;173.0;198.0;154.0;126.0;133.0;125.0;85.0
601;Hoogseizoen;2003;1385.0;169.0;203.0;155.0;130.0;102.0;125.0;85.0;57.0;360.0;104.0;97.0;140.0;252.0;146.0;173.0;77.0;137.0;111.0;146.0
602;Hoogseizoen;2004;1240.0;124.0;244.0;147.0;115.0;85.0;129.0;75.0;69.0;254.0;105.0;76.0;148.0;232.0;152.0;94.0;72.0;164.0;107.0;91.0
603;Hoogseizoen;2005;1255.0;127.0;231.0;134.0;81.0;125.0;94.0;76.0;51.0;335.0;110.0;109.0;97.0;193.0;188.0;104.0;75.0;143.0;100.0;135.0
604;Hoogseizoen;2006;1255.0;133.0;219.0;153.0;97.0;126.0;87.0;89.0;76.0;276.0;85.0;89.0;115.0;230.0;142.0;125.0;65.0;116.0;130.0;157.0
605;Hoogseizoen;2007;1174.0;153.0;206.0;143.0;63.0;102.0;120.0;81.0;61.0;247.0;109.0;93.0;76.0;199.0;105.0;103.0;105.0;156.0;104.0;124.0
606;Hoogseizoen;2008;1181.0;126.0;171.0;138.0;101.0;141.0;91.0;70.0;70.0;272.0;73.0;128.0;109.0;220.0;168.0;101.0;61.0;111.0;100.0;110.0
607;Hoogseizoen;2009;1184.0;117.0;183.0;128.0;90.0;92.0;131.0;113.0;79.0;251.0;80.0;75.0;98.0;204.0;126.0;111.0;43.0;174.0;137.0;137.0
608;Hoogseizoen;2010;1513.0;142.0;264.0;135.0;85.0;129.0;177.0;116.0;78.0;386.0;118.0;122.0;90.0;197.0;167.0;182.0;75.0;254.0;150.0;157.0
609;Hoogseizoen;2011;1389.0;135.0;225.0;170.0;76.0;130.0;189.0;84.0;81.0;298.0;92.0;120.0;86.0;245.0;171.0;122.0;63.0;220.0;128.0;140.0
610;Hoogseizoen;2012;1576.0;189.0;224.0;200.0;103.0;149.0;135.0;117.0;80.0;379.0;102.0;125.0;128.0;308.0;207.0;167.0;65.0;164.0;160.0;150.0
611;Hoogseizoen;2013;1540.0;177.0;258.0;158.0;64.0;85.0;147.0;112.0;85.0;454.0;102.0;83.0;88.0;255.0;211.0;182.0;79.0;204.0;155.0;181.0
612;Hoogseizoen;2014;1478.0;183.0;304.0;173.0;98.0;121.0;139.0;86.0;55.0;320.0;120.0;84.0;114.0;238.0;174.0;165.0;101.0;189.0;108.0;185.0
613;Hoogseizoen;2015;1630.0;182.0;222.0;177.0;129.0;151.0;127.0;97.0;99.0;445.0;127.0;121.0;143.0;277.0;189.0;164.0;120.0;160.0;156.0;172.0
614;Hoogseizoen;2016;1690.0;192.0;243.0;176.0;103.0;147.0;137.0;142.0;117.0;434.0;155.0;124.0;120.0;272.0;201.0;189.0;86.0;200.0;169.0;175.0
615;Naseizoen;2002;1137.0;131.0;217.0;103.0;65.0;122.0;127.0;89.0;56.0;225.0;83.0;103.0;78.0;153.0;149.0;141.0;87.0;149.0;118.0;75.0
616;Naseizoen;2003;1162.0;154.0;211.0;129.0;74.0;114.0;104.0;80.0;63.0;233.0;110.0;102.0;86.0;186.0;122.0;112.0;96.0;124.0;101.0;124.0
617;Naseizoen;2004;1093.0;140.0;195.0;101.0;98.0;101.0;125.0;81.0;60.0;192.0;80.0;74.0;132.0;136.0;132.0;101.0;87.0;165.0;109.0;76.0
618;Naseizoen;2005;1021.0;100.0;155.0;93.0;71.0;78.0;123.0;67.0;61.0;271.0;96.0;60.0;82.0;156.0;136.0;70.0;72.0;149.0;112.0;86.0
619;Naseizoen;2006;1041.0;164.0;115.0;132.0;73.0;85.0;117.0;84.0;63.0;208.0;71.0;69.0;85.0;200.0;95.0;102.0;60.0;145.0;111.0;103.0
620;Naseizoen;2007;1121.0;137.0;146.0;144.0;95.0;93.0;118.0;73.0;69.0;246.0;95.0;87.0;110.0;214.0;100.0;93.0;72.0;135.0;123.0;91.0
621;Naseizoen;2008;1133.0;121.0;205.0;144.0;60.0;100.0;116.0;79.0;54.0;254.0;91.0;86.0;66.0;227.0;121.0;86.0;88.0;157.0;100.0;110.0
622;Naseizoen;2009;934.0;129.0;101.0;93.0;82.0;81.0;82.0;88.0;47.0;232.0;58.0;70.0;82.0;162.0;135.0;74.0;68.0;103.0;97.0;86.0
623;Naseizoen;2010;745.0;101.0;80.0;79.0;45.0;69.0;61.0;69.0;51.0;190.0;60.0;58.0;47.0;131.0;98.0;71.0;49.0;76.0;96.0;60.0
624;Naseizoen;2011;816.0;102.0;108.0;113.0;41.0;71.0;86.0;43.0;55.0;197.0;79.0;67.0;56.0;156.0;77.0;90.0;30.0;100.0;87.0;74.0
