ID;BedrijfstakBranchesSBI93;Perioden;Waarde_1;Prijs_2;Volume_3;Waarde_4;Prijs_5;Volume_6
27;52 Detailhandel (incl. reparatie);2001 september;107.0;106.0;100.0;4.1;5.1;
28;52 Detailhandel (incl. reparatie);2001 3e kwartaal;105.0;104.0;100.0;5.1;5.0;
29;52 Detailhandel (incl. reparatie);2001 oktober;110.0;107.0;103.0;9.1;4.8;
30;52 Detailhandel (incl. reparatie);2001 november;113.0;107.0;106.0;7.5;4.5;
31;52 Detailhandel (incl. reparatie);2001 december;126.0;106.0;118.0;3.3;4.9;
32;52 Detailhandel (incl. reparatie);2001 4e kwartaal;116.0;106.0;109.0;6.5;4.7;
33;52 Detailhandel (incl. reparatie);2001;106.0;105.0;102.0;6.3;4.5;
34;52 Detailhandel (incl. reparatie);2002 januari;98.0;106.0;92.0;5.1;5.2;
35;52 Detailhandel (incl. reparatie);2002 februari;93.0;107.0;87.0;4.1;4.5;
36;52 Detailhandel (incl. reparatie);2002 maart;110.0;109.0;101.0;2.7;3.9;
37;52 Detailhandel (incl. reparatie);2002 1e kwartaal;100.0;107.0;93.0;3.9;4.5;
38;52 Detailhandel (incl. reparatie);2002 april;109.0;109.0;100.0;6.6;3.3;
39;52 Detailhandel (incl. reparatie);2002 mei;116.0;109.0;107.0;2.7;3.1;
40;52 Detailhandel (incl. reparatie);2002 juni;111.0;108.0;103.0;0.7;2.9;
41;52 Detailhandel (incl. reparatie);2002 2e kwartaal;112.0;108.0;103.0;3.2;3.1;
42;52 Detailhandel (incl. reparatie);2002 juli;109.0;106.0;103.0;6.4;2.9;
43;52 Detailhandel (incl. reparatie);2002 augustus;110.0;106.0;103.0;5.0;2.7;
44;52 Detailhandel (incl. reparatie);2002 september;107.0;109.0;99.0;0.3;2.3;
45;52 Detailhandel (incl. reparatie);2002 3e kwartaal;109.0;107.0;101.0;3.8;2.6;
46;52 Detailhandel (incl. reparatie);2002 oktober;115.0;108.0;106.0;5.2;1.7;
47;52 Detailhandel (incl. reparatie);2002 november;114.0;108.0;105.0;0.7;1.4;
48;52 Detailhandel (incl. reparatie);2002 december;126.0;107.0;118.0;0.3;1.0;
49;52 Detailhandel (incl. reparatie);2002 4e kwartaal;118.0;108.0;110.0;2.0;1.3;
50;52 Detailhandel (incl. reparatie);2002;110.0;108.0;102.0;3.2;2.9;
51;52 Detailhandel (incl. reparatie);2003 januari;102.0;106.0;96.0;3.9;0.1;3.7
52;52 Detailhandel (incl. reparatie);2003 februari;95.0;107.0;89.0;2.8;0.2;2.6
53;52 Detailhandel (incl. reparatie);2003 maart;107.0;109.0;98.0;-3.0;0.6;-3.5
54;52 Detailhandel (incl. reparatie);2003 1e kwartaal;101.0;107.0;94.0;1.0;0.3;0.7
55;52 Detailhandel (incl. reparatie);2003 april;109.0;109.0;100.0;0.6;0.5;0.1
56;52 Detailhandel (incl. reparatie);2003 mei;115.0;109.0;106.0;-0.6;0.7;-1.3
57;52 Detailhandel (incl. reparatie);2003 juni;105.0;108.0;98.0;-5.1;0.2;-5.3
58;52 Detailhandel (incl. reparatie);2003 2e kwartaal;110.0;109.0;101.0;-1.7;0.5;-2.1
59;52 Detailhandel (incl. reparatie);2003 juli;107.0;106.0;100.0;-1.8;0.4;-2.1
60;52 Detailhandel (incl. reparatie);2003 augustus;103.0;107.0;97.0;-6.1;0.4;-6.5
61;52 Detailhandel (incl. reparatie);2003 september;105.0;109.0;96.0;-2.3;0.6;-2.9
62;52 Detailhandel (incl. reparatie);2003 3e kwartaal;105.0;107.0;98.0;-3.4;0.5;-3.8
63;52 Detailhandel (incl. reparatie);2003 oktober;114.0;109.0;105.0;-1.1;0.4;-1.5
64;52 Detailhandel (incl. reparatie);2003 november;106.0;108.0;98.0;-7.3;0.2;-7.4
65;52 Detailhandel (incl. reparatie);2003 december;122.0;107.0;115.0;-2.8;-0.4;-2.5
66;52 Detailhandel (incl. reparatie);2003 4e kwartaal;114.0;108.0;106.0;-3.7;0.0;-3.8
67;52 Detailhandel (incl. reparatie);2003;107.0;108.0;100.0;-2.0;0.3;-2.3
68;52 Detailhandel (incl. reparatie);2004 januari;100.0;105.0;96.0;-1.4;-1.0;-0.4
69;52 Detailhandel (incl. reparatie);2004 februari;91.0;106.0;86.0;-4.4;-1.1;-3.4
70;52 Detailhandel (incl. reparatie);2004 maart;104.0;108.0;96.0;-2.8;-1.5;-1.3
71;52 Detailhandel (incl. reparatie);2004 1e kwartaal;98.0;106.0;93.0;-2.8;-1.2;-1.7
72;52 Detailhandel (incl. reparatie);2004 april;109.0;108.0;101.0;-0.5;-1.3;0.9
73;52 Detailhandel (incl. reparatie);2004 mei;108.0;108.0;100.0;-6.3;-1.5;-4.9
74;52 Detailhandel (incl. reparatie);2004 juni;107.0;106.0;101.0;1.9;-1.5;3.5
75;52 Detailhandel (incl. reparatie);2004 2e kwartaal;108.0;107.0;101.0;-1.8;-1.5;-0.3
76;52 Detailhandel (incl. reparatie);2004 juli;108.0;104.0;104.0;1.6;-1.8;3.5
77;52 Detailhandel (incl. reparatie);2004 augustus;98.0;105.0;93.0;-5.0;-1.7;-3.4
78;52 Detailhandel (incl. reparatie);2004 september;104.0;107.0;97.0;-0.9;-2.1;1.3
79;52 Detailhandel (incl. reparatie);2004 3e kwartaal;103.0;105.0;98.0;-1.4;-1.9;0.5
80;52 Detailhandel (incl. reparatie);2004 oktober;107.0;107.0;100.0;-5.9;-1.6;-4.4
81;52 Detailhandel (incl. reparatie);2004 november;103.0;107.0;96.0;-2.7;-1.4;-1.3
82;52 Detailhandel (incl. reparatie);2004 december;123.0;105.0;117.0;0.9;-1.4;2.4
83;52 Detailhandel (incl. reparatie);2004 4e kwartaal;111.0;106.0;105.0;-2.5;-1.5;-1.0
84;52 Detailhandel (incl. reparatie);2004;105.0;106.0;99.0;-2.1;-1.5;-0.6
85;52 Detailhandel (incl. reparatie);2005 januari;92.0;104.0;89.0;-8.2;-1.4;-6.9
86;52 Detailhandel (incl. reparatie);2005 februari;88.0;105.0;84.0;-3.2;-0.9;-2.2
87;52 Detailhandel (incl. reparatie);2005 maart;105.0;107.0;98.0;1.2;-0.8;2.0
88;52 Detailhandel (incl. reparatie);2005 1e kwartaal;95.0;105.0;90.0;-3.3;-1.0;-2.3
89;52 Detailhandel (incl. reparatie);2005 april;105.0;107.0;98.0;-3.5;-1.2;-2.3
90;52 Detailhandel (incl. reparatie);2005 mei;103.0;107.0;96.0;-4.9;-1.0;-4.0
91;52 Detailhandel (incl. reparatie);2005 juni;109.0;105.0;103.0;1.1;-1.0;2.2
92;52 Detailhandel (incl. reparatie);2005 2e kwartaal;105.0;106.0;99.0;-2.4;-1.1;-1.4
93;52 Detailhandel (incl. reparatie);2005 juli;105.0;103.0;102.0;-3.1;-1.1;-2.1
94;52 Detailhandel (incl. reparatie);2005 augustus;101.0;104.0;97.0;3.2;-1.0;4.2
95;52 Detailhandel (incl. reparatie);2005 september;106.0;106.0;100.0;2.4;-1.1;3.5
96;52 Detailhandel (incl. reparatie);2005 3e kwartaal;104.0;104.0;100.0;0.7;-1.1;1.8
97;52 Detailhandel (incl. reparatie);2005 oktober;108.0;106.0;102.0;0.5;-0.8;1.3
98;52 Detailhandel (incl. reparatie);2005 november;108.0;106.0;101.0;4.8;-0.5;5.3
99;52 Detailhandel (incl. reparatie);2005 december;128.0;105.0;122.0;3.7;-0.1;3.9
100;52 Detailhandel (incl. reparatie);2005 4e kwartaal;115.0;106.0;108.0;3.0;-0.5;3.5
101;52 Detailhandel (incl. reparatie);2005;105.0;105.0;99.0;-0.4;-0.9;0.5
102;52 Detailhandel (incl. reparatie);2006 januari;97.0;104.0;93.0;5.2;0.1;5.1
103;52 Detailhandel (incl. reparatie);2006 februari;92.0;105.0;88.0;4.4;-0.1;4.5
104;52 Detailhandel (incl. reparatie);2006 maart;110.0;107.0;103.0;4.9;-0.1;5.1
105;52 Detailhandel (incl. reparatie);2006 1e kwartaal;100.0;105.0;95.0;4.8;-0.1;4.9
106;52 Detailhandel (incl. reparatie);2006 april;110.0;107.0;102.0;4.4;0.4;4.0
107;52 Detailhandel (incl. reparatie);2006 mei;115.0;107.0;108.0;12.2;0.3;11.8
108;52 Detailhandel (incl. reparatie);2006 juni;116.0;106.0;109.0;6.5;0.8;5.6
109;52 Detailhandel (incl. reparatie);2006 2e kwartaal;114.0;107.0;106.0;7.7;0.5;7.1
110;52 Detailhandel (incl. reparatie);2006 juli;107.0;104.0;103.0;1.9;0.8;1.1
111;52 Detailhandel (incl. reparatie);2006 augustus;111.0;106.0;105.0;9.6;1.7;7.8
112;52 Detailhandel (incl. reparatie);2006 september;111.0;108.0;103.0;4.7;1.7;3.0
113;52 Detailhandel (incl. reparatie);2006 3e kwartaal;110.0;106.0;104.0;5.4;1.4;3.9
114;52 Detailhandel (incl. reparatie);2006 oktober;110.0;107.0;103.0;2.2;1.1;1.0
115;52 Detailhandel (incl. reparatie);2006 november;114.0;107.0;106.0;5.5;1.2;4.2
116;52 Detailhandel (incl. reparatie);2006 december;130.0;106.0;123.0;1.8;1.4;0.5
117;52 Detailhandel (incl. reparatie);2006 4e kwartaal;118.0;107.0;110.0;3.1;1.2;1.8
118;52 Detailhandel (incl. reparatie);2006;110.0;106.0;104.0;5.2;0.8;4.4
119;52 Detailhandel (incl. reparatie);2007 januari;101.0;105.0;96.0;4.2;1.1;3.1
120;52 Detailhandel (incl. reparatie);2007 februari;96.0;106.0;91.0;4.8;0.9;3.8
121;52 Detailhandel (incl. reparatie);2007 maart;118.0;108.0;109.0;7.2;1.7;5.4
122;52 Detailhandel (incl. reparatie);2007 1e kwartaal;105.0;106.0;99.0;5.5;1.3;4.2
123;52 Detailhandel (incl. reparatie);2007 april;114.0;109.0;104.0;3.8;2.1;1.7
124;52 Detailhandel (incl. reparatie);2007 mei;118.0;109.0;109.0;2.6;1.6;0.9
125;52 Detailhandel (incl. reparatie);2007 juni;122.0;107.0;113.0;5.2;1.3;3.8
126;52 Detailhandel (incl. reparatie);2007 2e kwartaal;118.0;108.0;109.0;3.9;1.7;2.2
127;52 Detailhandel (incl. reparatie);2007 juli;111.0;106.0;105.0;4.1;1.9;2.2
128;52 Detailhandel (incl. reparatie);2007 augustus;114.0;106.0;107.0;2.5;0.7;1.8
129;52 Detailhandel (incl. reparatie);2007 september;113.0;108.0;104.0;1.5;0.4;1.1
130;52 Detailhandel (incl. reparatie);2007 3e kwartaal;113.0;107.0;105.0;2.7;1.0;1.7
131;52 Detailhandel (incl. reparatie);2007 oktober;117.0;109.0;108.0;6.5;1.1;5.3
132;52 Detailhandel (incl. reparatie);2007 november;118.0;109.0;109.0;4.1;1.1;2.9
133;52 Detailhandel (incl. reparatie);2007 december;134.0;108.0;125.0;3.0;1.2;1.8
134;52 Detailhandel (incl. reparatie);2007 4e kwartaal;123.0;108.0;114.0;4.4;1.2;3.2
135;52 Detailhandel (incl. reparatie);2007;115.0;107.0;107.0;4.1;1.3;2.8
136;52 Detailhandel (incl. reparatie);2008 januari;106.0;106.0;99.0;4.7;1.6;3.1
137;52 Detailhandel (incl. reparatie);2008 februari;106.0;108.0;98.0;9.9;2.2;7.5
138;52 Detailhandel (incl. reparatie);2008 maart;114.0;111.0;103.0;-3.1;2.3;-5.3
139;52 Detailhandel (incl. reparatie);2008 1e kwartaal;109.0;108.0;100.0;3.4;2.0;1.3
140;52 Detailhandel (incl. reparatie);2008 april;118.0;111.0;106.0;3.6;1.9;1.7
141;52 Detailhandel (incl. reparatie);2008 mei;128.0;111.0;114.0;7.8;2.5;5.2
142;52 Detailhandel (incl. reparatie);2008 juni;117.0;110.0;106.0;-3.8;2.5;-6.1
143;52 Detailhandel (incl. reparatie);2008 2e kwartaal;121.0;111.0;109.0;2.5;2.3;0.2
144;52 Detailhandel (incl. reparatie);2008 juli;117.0;108.0;109.0;5.3;2.1;3.1
145;52 Detailhandel (incl. reparatie);2008 augustus;115.0;109.0;106.0;1.3;2.5;-1.1
146;52 Detailhandel (incl. reparatie);2008 september;115.0;111.0;104.0;1.7;2.6;-0.9
147;52 Detailhandel (incl. reparatie);2008 3e kwartaal;116.0;109.0;106.0;2.8;2.4;0.4
148;52 Detailhandel (incl. reparatie);2008 oktober;123.0;111.0;111.0;5.2;2.6;2.6
149;52 Detailhandel (incl. reparatie);2008 november;116.0;112.0;104.0;-1.5;2.6;-4.0
150;52 Detailhandel (incl. reparatie);2008 december;138.0;110.0;125.0;2.5;2.6;-0.1
151;52 Detailhandel (incl. reparatie);2008 4e kwartaal;126.0;111.0;113.0;2.1;2.6;-0.5
152;52 Detailhandel (incl. reparatie);2008;118.0;110.0;107.0;2.6;2.3;0.3
153;5210a Detailhandel (geen apotheken);2000 januari;86.0;98.0;88.0;;;
154;5210a Detailhandel (geen apotheken);2000 februari;86.0;99.0;87.0;;;
155;5210a Detailhandel (geen apotheken);2000 maart;98.0;100.0;98.0;;;
156;5210a Detailhandel (geen apotheken);2000 1e kwartaal;90.0;99.0;91.0;;;
157;5210a Detailhandel (geen apotheken);2000 april;99.0;100.0;98.0;;;
158;5210a Detailhandel (geen apotheken);2000 mei;104.0;101.0;103.0;;;
159;5210a Detailhandel (geen apotheken);2000 juni;102.0;100.0;102.0;;;
160;5210a Detailhandel (geen apotheken);2000 2e kwartaal;102.0;100.0;101.0;;;
161;5210a Detailhandel (geen apotheken);2000 juli;99.0;98.0;101.0;;;
162;5210a Detailhandel (geen apotheken);2000 augustus;97.0;99.0;98.0;;;
163;5210a Detailhandel (geen apotheken);2000 september;103.0;101.0;101.0;;;
164;5210a Detailhandel (geen apotheken);2000 3e kwartaal;99.0;99.0;100.0;;;
165;5210a Detailhandel (geen apotheken);2000 oktober;100.0;102.0;99.0;;;
166;5210a Detailhandel (geen apotheken);2000 november;105.0;102.0;103.0;;;
167;5210a Detailhandel (geen apotheken);2000 december;122.0;101.0;120.0;;;
168;5210a Detailhandel (geen apotheken);2000 4e kwartaal;109.0;102.0;107.0;;;
169;5210a Detailhandel (geen apotheken);2000;100.0;100.0;100.0;;;
170;5210a Detailhandel (geen apotheken);2001 januari;93.0;101.0;92.0;8.4;2.7;
171;5210a Detailhandel (geen apotheken);2001 februari;89.0;102.0;87.0;3.7;3.6;
172;5210a Detailhandel (geen apotheken);2001 maart;107.0;105.0;102.0;8.6;4.4;
173;5210a Detailhandel (geen apotheken);2001 1e kwartaal;96.0;102.0;94.0;7.0;3.6;
174;5210a Detailhandel (geen apotheken);2001 april;102.0;105.0;97.0;3.2;4.7;
175;5210a Detailhandel (geen apotheken);2001 mei;113.0;105.0;107.0;8.7;4.8;
176;5210a Detailhandel (geen apotheken);2001 juni;110.0;105.0;105.0;7.9;4.8;
177;5210a Detailhandel (geen apotheken);2001 2e kwartaal;108.0;105.0;103.0;6.7;4.8;
178;5210a Detailhandel (geen apotheken);2001 juli;102.0;103.0;99.0;3.6;5.0;
179;5210a Detailhandel (geen apotheken);2001 augustus;104.0;104.0;101.0;7.6;4.8;
180;5210a Detailhandel (geen apotheken);2001 september;107.0;106.0;100.0;4.0;5.1;
181;5210a Detailhandel (geen apotheken);2001 3e kwartaal;104.0;104.0;100.0;5.1;5.0;
182;5210a Detailhandel (geen apotheken);2001 oktober;110.0;107.0;103.0;9.0;4.8;
183;5210a Detailhandel (geen apotheken);2001 november;113.0;107.0;106.0;7.4;4.5;
184;5210a Detailhandel (geen apotheken);2001 december;125.0;106.0;118.0;3.2;4.9;
185;5210a Detailhandel (geen apotheken);2001 4e kwartaal;116.0;106.0;109.0;6.3;4.7;
186;5210a Detailhandel (geen apotheken);2001;106.0;105.0;102.0;6.2;4.5;
187;5210a Detailhandel (geen apotheken);2002 januari;98.0;106.0;92.0;5.0;5.2;
188;5210a Detailhandel (geen apotheken);2002 februari;92.0;107.0;86.0;4.0;4.5;
189;5210a Detailhandel (geen apotheken);2002 maart;110.0;109.0;101.0;2.6;3.9;
190;5210a Detailhandel (geen apotheken);2002 1e kwartaal;100.0;107.0;93.0;3.8;4.5;
191;5210a Detailhandel (geen apotheken);2002 april;108.0;109.0;100.0;6.6;3.3;
192;5210a Detailhandel (geen apotheken);2002 mei;116.0;109.0;107.0;2.6;3.0;
193;5210a Detailhandel (geen apotheken);2002 juni;111.0;108.0;103.0;0.6;2.9;
194;5210a Detailhandel (geen apotheken);2002 2e kwartaal;112.0;108.0;103.0;3.2;3.1;
195;5210a Detailhandel (geen apotheken);2002 juli;109.0;106.0;103.0;6.3;2.9;
196;5210a Detailhandel (geen apotheken);2002 augustus;110.0;106.0;103.0;5.0;2.7;
197;5210a Detailhandel (geen apotheken);2002 september;107.0;109.0;98.0;0.2;2.2;
198;5210a Detailhandel (geen apotheken);2002 3e kwartaal;108.0;107.0;101.0;3.8;2.6;
199;5210a Detailhandel (geen apotheken);2002 oktober;115.0;108.0;106.0;5.2;1.6;
200;5210a Detailhandel (geen apotheken);2002 november;114.0;108.0;105.0;0.7;1.4;
201;5210a Detailhandel (geen apotheken);2002 december;126.0;107.0;118.0;0.2;1.0;
202;5210a Detailhandel (geen apotheken);2002 4e kwartaal;118.0;108.0;110.0;1.9;1.3;
203;5210a Detailhandel (geen apotheken);2002;110.0;108.0;102.0;3.1;2.9;
204;5210a Detailhandel (geen apotheken);2003 januari;102.0;106.0;96.0;3.9;0.1;3.8
205;5210a Detailhandel (geen apotheken);2003 februari;95.0;107.0;89.0;2.8;0.2;2.6
206;5210a Detailhandel (geen apotheken);2003 maart;106.0;109.0;98.0;-3.0;0.5;-3.5
207;5210a Detailhandel (geen apotheken);2003 1e kwartaal;101.0;107.0;94.0;1.0;0.3;0.8
208;5210a Detailhandel (geen apotheken);2003 april;109.0;109.0;100.0;0.7;0.5;0.2
209;5210a Detailhandel (geen apotheken);2003 mei;115.0;109.0;106.0;-0.5;0.7;-1.2
210;5210a Detailhandel (geen apotheken);2003 juni;105.0;108.0;98.0;-5.1;0.2;-5.2
211;5210a Detailhandel (geen apotheken);2003 2e kwartaal;110.0;109.0;101.0;-1.6;0.5;-2.1
212;5210a Detailhandel (geen apotheken);2003 juli;107.0;106.0;100.0;-1.8;0.3;-2.1
213;5210a Detailhandel (geen apotheken);2003 augustus;103.0;107.0;96.0;-6.1;0.4;-6.4
214;5210a Detailhandel (geen apotheken);2003 september;105.0;109.0;96.0;-2.2;0.6;-2.8
215;5210a Detailhandel (geen apotheken);2003 3e kwartaal;105.0;107.0;97.0;-3.4;0.4;-3.8
216;5210a Detailhandel (geen apotheken);2003 oktober;114.0;109.0;105.0;-1.1;0.3;-1.4
217;5210a Detailhandel (geen apotheken);2003 november;105.0;108.0;97.0;-7.3;0.1;-7.4
218;5210a Detailhandel (geen apotheken);2003 december;122.0;107.0;115.0;-2.8;-0.4;-2.4
219;5210a Detailhandel (geen apotheken);2003 4e kwartaal;114.0;108.0;106.0;-3.7;0.0;-3.7
220;5210a Detailhandel (geen apotheken);2003;107.0;108.0;100.0;-2.0;0.3;-2.3
221;5210a Detailhandel (geen apotheken);2004 januari;100.0;105.0;95.0;-1.6;-1.0;-0.6
222;5210a Detailhandel (geen apotheken);2004 februari;91.0;106.0;86.0;-4.5;-1.1;-3.4
223;5210a Detailhandel (geen apotheken);2004 maart;103.0;108.0;96.0;-2.8;-1.5;-1.3
224;5210a Detailhandel (geen apotheken);2004 1e kwartaal;98.0;106.0;92.0;-2.9;-1.2;-1.7
225;5210a Detailhandel (geen apotheken);2004 april;109.0;108.0;101.0;-0.5;-1.4;0.9
226;5210a Detailhandel (geen apotheken);2004 mei;108.0;108.0;100.0;-6.3;-1.5;-4.9
227;5210a Detailhandel (geen apotheken);2004 juni;107.0;106.0;101.0;2.0;-1.6;3.6
228;5210a Detailhandel (geen apotheken);2004 2e kwartaal;108.0;107.0;101.0;-1.7;-1.5;-0.3
229;5210a Detailhandel (geen apotheken);2004 juli;108.0;104.0;104.0;1.8;-1.8;3.7
230;5210a Detailhandel (geen apotheken);2004 augustus;98.0;105.0;93.0;-5.1;-1.8;-3.3
231;5210a Detailhandel (geen apotheken);2004 september;104.0;107.0;97.0;-0.9;-2.2;1.3
232;5210a Detailhandel (geen apotheken);2004 3e kwartaal;103.0;105.0;98.0;-1.4;-1.9;0.6
233;5210a Detailhandel (geen apotheken);2004 oktober;107.0;107.0;100.0;-5.9;-1.6;-4.3
234;5210a Detailhandel (geen apotheken);2004 november;103.0;107.0;96.0;-2.6;-1.4;-1.2
235;5210a Detailhandel (geen apotheken);2004 december;123.0;105.0;118.0;0.9;-1.5;2.5
236;5210a Detailhandel (geen apotheken);2004 4e kwartaal;111.0;106.0;105.0;-2.4;-1.5;-1.0
237;5210a Detailhandel (geen apotheken);2004;105.0;106.0;99.0;-2.1;-1.5;-0.6
238;5210a Detailhandel (geen apotheken);2005 januari;92.0;103.0;89.0;-7.9;-1.4;-6.5
239;5210a Detailhandel (geen apotheken);2005 februari;88.0;105.0;84.0;-2.8;-1.0;-1.9
240;5210a Detailhandel (geen apotheken);2005 maart;105.0;107.0;98.0;1.4;-0.8;2.2
241;5210a Detailhandel (geen apotheken);2005 1e kwartaal;95.0;105.0;91.0;-3.0;-1.0;-2.0
242;5210a Detailhandel (geen apotheken);2005 april;105.0;106.0;99.0;-3.4;-1.2;-2.2
243;5210a Detailhandel (geen apotheken);2005 mei;103.0;107.0;97.0;-4.8;-1.0;-3.8
244;5210a Detailhandel (geen apotheken);2005 juni;109.0;105.0;103.0;1.2;-1.1;2.3
245;5210a Detailhandel (geen apotheken);2005 2e kwartaal;105.0;106.0;100.0;-2.3;-1.1;-1.2
246;5210a Detailhandel (geen apotheken);2005 juli;105.0;103.0;102.0;-3.0;-1.1;-2.0
247;5210a Detailhandel (geen apotheken);2005 augustus;101.0;104.0;97.0;3.3;-1.0;4.4
248;5210a Detailhandel (geen apotheken);2005 september;106.0;106.0;100.0;2.5;-1.1;3.7
249;5210a Detailhandel (geen apotheken);2005 3e kwartaal;104.0;104.0;100.0;0.8;-1.1;1.9
250;5210a Detailhandel (geen apotheken);2005 oktober;108.0;106.0;102.0;0.6;-0.8;1.4
251;5210a Detailhandel (geen apotheken);2005 november;108.0;106.0;102.0;4.9;-0.5;5.4
252;5210a Detailhandel (geen apotheken);2005 december;128.0;105.0;122.0;3.9;-0.2;4.1
253;5210a Detailhandel (geen apotheken);2005 4e kwartaal;115.0;106.0;108.0;3.1;-0.5;3.7
254;5210a Detailhandel (geen apotheken);2005;105.0;105.0;100.0;-0.3;-0.9;0.7
255;5210a Detailhandel (geen apotheken);2006 januari;97.0;103.0;94.0;5.2;0.1;5.1
256;5210a Detailhandel (geen apotheken);2006 februari;92.0;105.0;88.0;4.3;-0.1;4.4
257;5210a Detailhandel (geen apotheken);2006 maart;110.0;106.0;103.0;4.8;-0.2;5.0
258;5210a Detailhandel (geen apotheken);2006 1e kwartaal;100.0;105.0;95.0;4.8;-0.1;4.9
259;5210a Detailhandel (geen apotheken);2006 april;110.0;107.0;103.0;4.4;0.4;4.0
260;5210a Detailhandel (geen apotheken);2006 mei;115.0;107.0;108.0;12.1;0.3;11.7
261;5210a Detailhandel (geen apotheken);2006 juni;116.0;106.0;109.0;6.4;0.8;5.5
262;5210a Detailhandel (geen apotheken);2006 2e kwartaal;113.0;107.0;106.0;7.6;0.5;7.0
263;5210a Detailhandel (geen apotheken);2006 juli;107.0;104.0;103.0;1.7;0.7;1.0
264;5210a Detailhandel (geen apotheken);2006 augustus;111.0;106.0;105.0;9.5;1.7;7.7
265;5210a Detailhandel (geen apotheken);2006 september;111.0;108.0;103.0;4.7;1.7;3.0
266;5210a Detailhandel (geen apotheken);2006 3e kwartaal;110.0;106.0;104.0;5.3;1.4;3.8
267;5210a Detailhandel (geen apotheken);2006 oktober;110.0;107.0;103.0;2.2;1.1;1.1
268;5210a Detailhandel (geen apotheken);2006 november;114.0;107.0;106.0;5.5;1.2;4.3
269;5210a Detailhandel (geen apotheken);2006 december;130.0;106.0;123.0;1.8;1.4;0.4
270;5210a Detailhandel (geen apotheken);2006 4e kwartaal;118.0;107.0;110.0;3.1;1.2;1.8
271;5210a Detailhandel (geen apotheken);2006;110.0;106.0;104.0;5.1;0.8;4.3
272;5210a Detailhandel (geen apotheken);2007 januari;101.0;105.0;96.0;4.2;1.2;3.0
273;5210a Detailhandel (geen apotheken);2007 februari;96.0;106.0;91.0;4.6;0.9;3.7
274;5210a Detailhandel (geen apotheken);2007 maart;118.0;108.0;109.0;7.2;1.8;5.3
275;5210a Detailhandel (geen apotheken);2007 1e kwartaal;105.0;106.0;99.0;5.4;1.3;4.1
276;5210a Detailhandel (geen apotheken);2007 april;114.0;109.0;104.0;3.7;2.1;1.6
277;5210a Detailhandel (geen apotheken);2007 mei;118.0;109.0;109.0;2.5;1.7;0.8
278;5210a Detailhandel (geen apotheken);2007 juni;122.0;107.0;113.0;5.2;1.4;3.7
279;5210a Detailhandel (geen apotheken);2007 2e kwartaal;118.0;108.0;109.0;3.8;1.7;2.0
280;5210a Detailhandel (geen apotheken);2007 juli;111.0;106.0;105.0;4.2;1.9;2.2
281;5210a Detailhandel (geen apotheken);2007 augustus;113.0;106.0;107.0;2.6;0.7;1.8
282;5210a Detailhandel (geen apotheken);2007 september;113.0;108.0;105.0;1.5;0.5;1.0
