ID;Geslacht;Nationaliteit;Regio;Bewoners_1
1422;Totaal mannen en vrouwen;Afghanistan;Gemeenten met 10001 - 20000 inwoners;
1423;Totaal mannen en vrouwen;Afghanistan;Gemeenten met 5001 - 10000 inwoners;
1424;Totaal mannen en vrouwen;Afghanistan;Gemeenten met 2001 - 5000 inwoners;
1425;Totaal mannen en vrouwen;Afghanistan;Gemeenten met 1001 - 2000 inwoners;
1426;Totaal mannen en vrouwen;Afghanistan;Gemeenten met 501 - 1000 inwoners;
1427;Totaal mannen en vrouwen;Afghanistan;Gemeenten met 500 of minder inwoners;
1428;Totaal mannen en vrouwen;Afghanistan;Amsterdam;
1429;Totaal mannen en vrouwen;Afghanistan;Rotterdam;
1430;Totaal mannen en vrouwen;Afghanistan;'s-Gravenhage;
1431;Totaal mannen en vrouwen;Afghanistan;Utrecht;
1432;Totaal mannen en vrouwen;Afghanistan;Haarlem;
1433;Totaal mannen en vrouwen;Afghanistan;Groningen;
1434;Totaal mannen en vrouwen;Afghanistan;Eindhoven;
1435;Totaal mannen en vrouwen;Afghanistan;Nijmegen;
1436;Totaal mannen en vrouwen;Afghanistan;Tilburg;
1437;Totaal mannen en vrouwen;Afghanistan;Arnhem;
1438;Totaal mannen en vrouwen;Afghanistan;Leiden;
1439;Totaal mannen en vrouwen;Afghanistan;Maastricht;
1440;Totaal mannen en vrouwen;Afghanistan;Apeldoorn;
1441;Totaal mannen en vrouwen;Afghanistan;Hilversum;
1442;Totaal mannen en vrouwen;Afghanistan;Dordrecht;
1443;Totaal mannen en vrouwen;Afghanistan;Schiedam;
1444;Totaal mannen en vrouwen;Afghanistan;Enschede;
1445;Totaal mannen en vrouwen;Afghanistan;Delft;
1446;Totaal mannen en vrouwen;Afghanistan;Leeuwarden;
1447;Totaal mannen en vrouwen;Afghanistan;Heerlen;
1448;Totaal mannen en vrouwen;Afghanistan;Breda;
1449;Totaal mannen en vrouwen;Afghanistan;'s-Hertogenbosch;
1450;Totaal mannen en vrouwen;Afghanistan;Velsen;
1451;Totaal mannen en vrouwen;Afghanistan;Emmen;
1452;Totaal mannen en vrouwen;Afghanistan;Zwolle;
1453;Totaal mannen en vrouwen;Afghanistan;Amersfoort;
1454;Totaal mannen en vrouwen;Afghanistan;Kerkrade;
1455;Totaal mannen en vrouwen;Afghanistan;Deventer;
1456;Totaal mannen en vrouwen;Afghanistan;Hengelo (O.);
1457;Totaal mannen en vrouwen;Afghanistan;Zaandam;
1458;Totaal mannen en vrouwen;Afghanistan;Almelo;
1459;Totaal mannen en vrouwen;Afghanistan;Lonneker;
1460;Totaal mannen en vrouwen;Afghanistan;Ede;
1461;Totaal mannen en vrouwen;Afghanistan;Helder (Den);
1462;Totaal mannen en vrouwen;Afghanistan;Gouda;
1463;Totaal mannen en vrouwen;Afghanistan;Alkmaar;
1464;Totaal mannen en vrouwen;Afghanistan;Vlaardingen;
1465;Totaal mannen en vrouwen;Afghanistan;Haarlemmermeer;
1466;Totaal mannen en vrouwen;Afghanistan;Helmond;
1467;Totaal mannen en vrouwen;Afghanistan;Bussum;
1468;Totaal mannen en vrouwen;Afghanistan;Zeist;
1469;Totaal mannen en vrouwen;Afghanistan;Rheden;
1470;Totaal mannen en vrouwen;Afghanistan;Venlo;
1471;Totaal mannen en vrouwen;Afghanistan;Roosendaal en Nispen;
1472;Totaal mannen en vrouwen;Afghanistan;Vlissingen;
1473;Totaal mannen en vrouwen;Afghanistan;Bergen op Zoom;
1474;Totaal mannen en vrouwen;Albanië;Nederland;1.0
1475;Totaal mannen en vrouwen;Albanië;Groningen (provincie);
1476;Totaal mannen en vrouwen;Albanië;Friesland;
1477;Totaal mannen en vrouwen;Albanië;Drenthe;
1478;Totaal mannen en vrouwen;Albanië;Overijssel;
1479;Totaal mannen en vrouwen;Albanië;Gelderland;
1480;Totaal mannen en vrouwen;Albanië;Utrecht (provincie);
1481;Totaal mannen en vrouwen;Albanië;Noord-Holland;
1482;Totaal mannen en vrouwen;Albanië;Zuid-Holland;
1483;Totaal mannen en vrouwen;Albanië;Zeeland;
1484;Totaal mannen en vrouwen;Albanië;Noord-Brabant;
1485;Totaal mannen en vrouwen;Albanië;Limburg;
1486;Totaal mannen en vrouwen;Albanië;Gemeenten met meer dan 100000 inwoners;
1487;Totaal mannen en vrouwen;Albanië;Gemeenten met 50001 - 100000 inwoners;
1488;Totaal mannen en vrouwen;Albanië;Gemeenten met 20001 - 50000 inwoners;
1489;Totaal mannen en vrouwen;Albanië;Gemeenten met 10001 - 20000 inwoners;
1490;Totaal mannen en vrouwen;Albanië;Gemeenten met 5001 - 10000 inwoners;
1491;Totaal mannen en vrouwen;Albanië;Gemeenten met 2001 - 5000 inwoners;
1492;Totaal mannen en vrouwen;Albanië;Gemeenten met 1001 - 2000 inwoners;
1493;Totaal mannen en vrouwen;Albanië;Gemeenten met 501 - 1000 inwoners;
1494;Totaal mannen en vrouwen;Albanië;Gemeenten met 500 of minder inwoners;
1495;Totaal mannen en vrouwen;Albanië;Amsterdam;
1496;Totaal mannen en vrouwen;Albanië;Rotterdam;
1497;Totaal mannen en vrouwen;Albanië;'s-Gravenhage;
1498;Totaal mannen en vrouwen;Albanië;Utrecht;
1499;Totaal mannen en vrouwen;Albanië;Haarlem;
1500;Totaal mannen en vrouwen;Albanië;Groningen;
1501;Totaal mannen en vrouwen;Albanië;Eindhoven;
1502;Totaal mannen en vrouwen;Albanië;Nijmegen;
1503;Totaal mannen en vrouwen;Albanië;Tilburg;
1504;Totaal mannen en vrouwen;Albanië;Arnhem;
1505;Totaal mannen en vrouwen;Albanië;Leiden;
1506;Totaal mannen en vrouwen;Albanië;Maastricht;
1507;Totaal mannen en vrouwen;Albanië;Apeldoorn;
1508;Totaal mannen en vrouwen;Albanië;Hilversum;
1509;Totaal mannen en vrouwen;Albanië;Dordrecht;
1510;Totaal mannen en vrouwen;Albanië;Schiedam;
1511;Totaal mannen en vrouwen;Albanië;Enschede;
1512;Totaal mannen en vrouwen;Albanië;Delft;
1513;Totaal mannen en vrouwen;Albanië;Leeuwarden;
1514;Totaal mannen en vrouwen;Albanië;Heerlen;
1515;Totaal mannen en vrouwen;Albanië;Breda;
1516;Totaal mannen en vrouwen;Albanië;'s-Hertogenbosch;
1517;Totaal mannen en vrouwen;Albanië;Velsen;
1518;Totaal mannen en vrouwen;Albanië;Emmen;
1519;Totaal mannen en vrouwen;Albanië;Zwolle;
1520;Totaal mannen en vrouwen;Albanië;Amersfoort;
1521;Totaal mannen en vrouwen;Albanië;Kerkrade;
1522;Totaal mannen en vrouwen;Albanië;Deventer;
1523;Totaal mannen en vrouwen;Albanië;Hengelo (O.);
1524;Totaal mannen en vrouwen;Albanië;Zaandam;
1525;Totaal mannen en vrouwen;Albanië;Almelo;
1526;Totaal mannen en vrouwen;Albanië;Lonneker;
1527;Totaal mannen en vrouwen;Albanië;Ede;
1528;Totaal mannen en vrouwen;Albanië;Helder (Den);
1529;Totaal mannen en vrouwen;Albanië;Gouda;
1530;Totaal mannen en vrouwen;Albanië;Alkmaar;
1531;Totaal mannen en vrouwen;Albanië;Vlaardingen;
1532;Totaal mannen en vrouwen;Albanië;Haarlemmermeer;
1533;Totaal mannen en vrouwen;Albanië;Helmond;
1534;Totaal mannen en vrouwen;Albanië;Bussum;
1535;Totaal mannen en vrouwen;Albanië;Zeist;
1536;Totaal mannen en vrouwen;Albanië;Rheden;
1537;Totaal mannen en vrouwen;Albanië;Venlo;
1538;Totaal mannen en vrouwen;Albanië;Roosendaal en Nispen;
1539;Totaal mannen en vrouwen;Albanië;Vlissingen;
1540;Totaal mannen en vrouwen;Albanië;Bergen op Zoom;
1541;Totaal mannen en vrouwen;Algiers;Nederland;2.0
1542;Totaal mannen en vrouwen;Algiers;Groningen (provincie);
1543;Totaal mannen en vrouwen;Algiers;Friesland;
1544;Totaal mannen en vrouwen;Algiers;Drenthe;
1545;Totaal mannen en vrouwen;Algiers;Overijssel;
1546;Totaal mannen en vrouwen;Algiers;Gelderland;
1547;Totaal mannen en vrouwen;Algiers;Utrecht (provincie);
1548;Totaal mannen en vrouwen;Algiers;Noord-Holland;
1549;Totaal mannen en vrouwen;Algiers;Zuid-Holland;
1550;Totaal mannen en vrouwen;Algiers;Zeeland;
1551;Totaal mannen en vrouwen;Algiers;Noord-Brabant;
1552;Totaal mannen en vrouwen;Algiers;Limburg;
1553;Totaal mannen en vrouwen;Algiers;Gemeenten met meer dan 100000 inwoners;
1554;Totaal mannen en vrouwen;Algiers;Gemeenten met 50001 - 100000 inwoners;
1555;Totaal mannen en vrouwen;Algiers;Gemeenten met 20001 - 50000 inwoners;
1556;Totaal mannen en vrouwen;Algiers;Gemeenten met 10001 - 20000 inwoners;
1557;Totaal mannen en vrouwen;Algiers;Gemeenten met 5001 - 10000 inwoners;
1558;Totaal mannen en vrouwen;Algiers;Gemeenten met 2001 - 5000 inwoners;
1559;Totaal mannen en vrouwen;Algiers;Gemeenten met 1001 - 2000 inwoners;
1560;Totaal mannen en vrouwen;Algiers;Gemeenten met 501 - 1000 inwoners;
1561;Totaal mannen en vrouwen;Algiers;Gemeenten met 500 of minder inwoners;
1562;Totaal mannen en vrouwen;Algiers;Amsterdam;
1563;Totaal mannen en vrouwen;Algiers;Rotterdam;
1564;Totaal mannen en vrouwen;Algiers;'s-Gravenhage;
1565;Totaal mannen en vrouwen;Algiers;Utrecht;
1566;Totaal mannen en vrouwen;Algiers;Haarlem;
1567;Totaal mannen en vrouwen;Algiers;Groningen;
1568;Totaal mannen en vrouwen;Algiers;Eindhoven;
1569;Totaal mannen en vrouwen;Algiers;Nijmegen;
1570;Totaal mannen en vrouwen;Algiers;Tilburg;
1571;Totaal mannen en vrouwen;Algiers;Arnhem;
1572;Totaal mannen en vrouwen;Algiers;Leiden;
1573;Totaal mannen en vrouwen;Algiers;Maastricht;
1574;Totaal mannen en vrouwen;Algiers;Apeldoorn;
1575;Totaal mannen en vrouwen;Algiers;Hilversum;
1576;Totaal mannen en vrouwen;Algiers;Dordrecht;
1577;Totaal mannen en vrouwen;Algiers;Schiedam;
1578;Totaal mannen en vrouwen;Algiers;Enschede;
1579;Totaal mannen en vrouwen;Algiers;Delft;
1580;Totaal mannen en vrouwen;Algiers;Leeuwarden;
1581;Totaal mannen en vrouwen;Algiers;Heerlen;
1582;Totaal mannen en vrouwen;Algiers;Breda;
1583;Totaal mannen en vrouwen;Algiers;'s-Hertogenbosch;
1584;Totaal mannen en vrouwen;Algiers;Velsen;
1585;Totaal mannen en vrouwen;Algiers;Emmen;
1586;Totaal mannen en vrouwen;Algiers;Zwolle;
1587;Totaal mannen en vrouwen;Algiers;Amersfoort;
1588;Totaal mannen en vrouwen;Algiers;Kerkrade;
1589;Totaal mannen en vrouwen;Algiers;Deventer;
1590;Totaal mannen en vrouwen;Algiers;Hengelo (O.);
1591;Totaal mannen en vrouwen;Algiers;Zaandam;
1592;Totaal mannen en vrouwen;Algiers;Almelo;
1593;Totaal mannen en vrouwen;Algiers;Lonneker;
1594;Totaal mannen en vrouwen;Algiers;Ede;
1595;Totaal mannen en vrouwen;Algiers;Helder (Den);
1596;Totaal mannen en vrouwen;Algiers;Gouda;
1597;Totaal mannen en vrouwen;Algiers;Alkmaar;
1598;Totaal mannen en vrouwen;Algiers;Vlaardingen;
1599;Totaal mannen en vrouwen;Algiers;Haarlemmermeer;
1600;Totaal mannen en vrouwen;Algiers;Helmond;
1601;Totaal mannen en vrouwen;Algiers;Bussum;
1602;Totaal mannen en vrouwen;Algiers;Zeist;
1603;Totaal mannen en vrouwen;Algiers;Rheden;
1604;Totaal mannen en vrouwen;Algiers;Venlo;
1605;Totaal mannen en vrouwen;Algiers;Roosendaal en Nispen;
1606;Totaal mannen en vrouwen;Algiers;Vlissingen;
1607;Totaal mannen en vrouwen;Algiers;Bergen op Zoom;
1608;Totaal mannen en vrouwen;Arabië;Nederland;6.0
1609;Totaal mannen en vrouwen;Arabië;Groningen (provincie);
1610;Totaal mannen en vrouwen;Arabië;Friesland;
1611;Totaal mannen en vrouwen;Arabië;Drenthe;
1612;Totaal mannen en vrouwen;Arabië;Overijssel;
1613;Totaal mannen en vrouwen;Arabië;Gelderland;
1614;Totaal mannen en vrouwen;Arabië;Utrecht (provincie);
1615;Totaal mannen en vrouwen;Arabië;Noord-Holland;
1616;Totaal mannen en vrouwen;Arabië;Zuid-Holland;
1617;Totaal mannen en vrouwen;Arabië;Zeeland;
1618;Totaal mannen en vrouwen;Arabië;Noord-Brabant;
1619;Totaal mannen en vrouwen;Arabië;Limburg;
1620;Totaal mannen en vrouwen;Arabië;Gemeenten met meer dan 100000 inwoners;
1621;Totaal mannen en vrouwen;Arabië;Gemeenten met 50001 - 100000 inwoners;
1622;Totaal mannen en vrouwen;Arabië;Gemeenten met 20001 - 50000 inwoners;
1623;Totaal mannen en vrouwen;Arabië;Gemeenten met 10001 - 20000 inwoners;
1624;Totaal mannen en vrouwen;Arabië;Gemeenten met 5001 - 10000 inwoners;
1625;Totaal mannen en vrouwen;Arabië;Gemeenten met 2001 - 5000 inwoners;
1626;Totaal mannen en vrouwen;Arabië;Gemeenten met 1001 - 2000 inwoners;
1627;Totaal mannen en vrouwen;Arabië;Gemeenten met 501 - 1000 inwoners;
1628;Totaal mannen en vrouwen;Arabië;Gemeenten met 500 of minder inwoners;
1629;Totaal mannen en vrouwen;Arabië;Amsterdam;
1630;Totaal mannen en vrouwen;Arabië;Rotterdam;
1631;Totaal mannen en vrouwen;Arabië;'s-Gravenhage;
1632;Totaal mannen en vrouwen;Arabië;Utrecht;
1633;Totaal mannen en vrouwen;Arabië;Haarlem;
1634;Totaal mannen en vrouwen;Arabië;Groningen;
1635;Totaal mannen en vrouwen;Arabië;Eindhoven;
1636;Totaal mannen en vrouwen;Arabië;Nijmegen;
1637;Totaal mannen en vrouwen;Arabië;Tilburg;
1638;Totaal mannen en vrouwen;Arabië;Arnhem;
1639;Totaal mannen en vrouwen;Arabië;Leiden;
1640;Totaal mannen en vrouwen;Arabië;Maastricht;
1641;Totaal mannen en vrouwen;Arabië;Apeldoorn;
1642;Totaal mannen en vrouwen;Arabië;Hilversum;
1643;Totaal mannen en vrouwen;Arabië;Dordrecht;
1644;Totaal mannen en vrouwen;Arabië;Schiedam;
1645;Totaal mannen en vrouwen;Arabië;Enschede;
1646;Totaal mannen en vrouwen;Arabië;Delft;
1647;Totaal mannen en vrouwen;Arabië;Leeuwarden;
1648;Totaal mannen en vrouwen;Arabië;Heerlen;
1649;Totaal mannen en vrouwen;Arabië;Breda;
1650;Totaal mannen en vrouwen;Arabië;'s-Hertogenbosch;
1651;Totaal mannen en vrouwen;Arabië;Velsen;
1652;Totaal mannen en vrouwen;Arabië;Emmen;
1653;Totaal mannen en vrouwen;Arabië;Zwolle;
1654;Totaal mannen en vrouwen;Arabië;Amersfoort;
1655;Totaal mannen en vrouwen;Arabië;Kerkrade;
1656;Totaal mannen en vrouwen;Arabië;Deventer;
1657;Totaal mannen en vrouwen;Arabië;Hengelo (O.);
1658;Totaal mannen en vrouwen;Arabië;Zaandam;
1659;Totaal mannen en vrouwen;Arabië;Almelo;
1660;Totaal mannen en vrouwen;Arabië;Lonneker;
1661;Totaal mannen en vrouwen;Arabië;Ede;
1662;Totaal mannen en vrouwen;Arabië;Helder (Den);
1663;Totaal mannen en vrouwen;Arabië;Gouda;
1664;Totaal mannen en vrouwen;Arabië;Alkmaar;
1665;Totaal mannen en vrouwen;Arabië;Vlaardingen;
1666;Totaal mannen en vrouwen;Arabië;Haarlemmermeer;
1667;Totaal mannen en vrouwen;Arabië;Helmond;
1668;Totaal mannen en vrouwen;Arabië;Bussum;
1669;Totaal mannen en vrouwen;Arabië;Zeist;
1670;Totaal mannen en vrouwen;Arabië;Rheden;
1671;Totaal mannen en vrouwen;Arabië;Venlo;
1672;Totaal mannen en vrouwen;Arabië;Roosendaal en Nispen;
1673;Totaal mannen en vrouwen;Arabië;Vlissingen;
1674;Totaal mannen en vrouwen;Arabië;Bergen op Zoom;
1675;Totaal mannen en vrouwen;Argentinië;Nederland;32.0
1676;Totaal mannen en vrouwen;Argentinië;Groningen (provincie);
1677;Totaal mannen en vrouwen;Argentinië;Friesland;
1678;Totaal mannen en vrouwen;Argentinië;Drenthe;
1679;Totaal mannen en vrouwen;Argentinië;Overijssel;
1680;Totaal mannen en vrouwen;Argentinië;Gelderland;
1681;Totaal mannen en vrouwen;Argentinië;Utrecht (provincie);
1682;Totaal mannen en vrouwen;Argentinië;Noord-Holland;
1683;Totaal mannen en vrouwen;Argentinië;Zuid-Holland;
1684;Totaal mannen en vrouwen;Argentinië;Zeeland;
1685;Totaal mannen en vrouwen;Argentinië;Noord-Brabant;
1686;Totaal mannen en vrouwen;Argentinië;Limburg;
1687;Totaal mannen en vrouwen;Argentinië;Gemeenten met meer dan 100000 inwoners;
1688;Totaal mannen en vrouwen;Argentinië;Gemeenten met 50001 - 100000 inwoners;
1689;Totaal mannen en vrouwen;Argentinië;Gemeenten met 20001 - 50000 inwoners;
1690;Totaal mannen en vrouwen;Argentinië;Gemeenten met 10001 - 20000 inwoners;
1691;Totaal mannen en vrouwen;Argentinië;Gemeenten met 5001 - 10000 inwoners;
1692;Totaal mannen en vrouwen;Argentinië;Gemeenten met 2001 - 5000 inwoners;
1693;Totaal mannen en vrouwen;Argentinië;Gemeenten met 1001 - 2000 inwoners;
1694;Totaal mannen en vrouwen;Argentinië;Gemeenten met 501 - 1000 inwoners;
1695;Totaal mannen en vrouwen;Argentinië;Gemeenten met 500 of minder inwoners;
1696;Totaal mannen en vrouwen;Argentinië;Amsterdam;
1697;Totaal mannen en vrouwen;Argentinië;Rotterdam;
1698;Totaal mannen en vrouwen;Argentinië;'s-Gravenhage;
1699;Totaal mannen en vrouwen;Argentinië;Utrecht;
1700;Totaal mannen en vrouwen;Argentinië;Haarlem;
1701;Totaal mannen en vrouwen;Argentinië;Groningen;
1702;Totaal mannen en vrouwen;Argentinië;Eindhoven;
1703;Totaal mannen en vrouwen;Argentinië;Nijmegen;
1704;Totaal mannen en vrouwen;Argentinië;Tilburg;
1705;Totaal mannen en vrouwen;Argentinië;Arnhem;
1706;Totaal mannen en vrouwen;Argentinië;Leiden;
1707;Totaal mannen en vrouwen;Argentinië;Maastricht;
1708;Totaal mannen en vrouwen;Argentinië;Apeldoorn;
1709;Totaal mannen en vrouwen;Argentinië;Hilversum;
1710;Totaal mannen en vrouwen;Argentinië;Dordrecht;
1711;Totaal mannen en vrouwen;Argentinië;Schiedam;
1712;Totaal mannen en vrouwen;Argentinië;Enschede;
1713;Totaal mannen en vrouwen;Argentinië;Delft;
1714;Totaal mannen en vrouwen;Argentinië;Leeuwarden;
1715;Totaal mannen en vrouwen;Argentinië;Heerlen;
1716;Totaal mannen en vrouwen;Argentinië;Breda;
1717;Totaal mannen en vrouwen;Argentinië;'s-Hertogenbosch;
1718;Totaal mannen en vrouwen;Argentinië;Velsen;
1719;Totaal mannen en vrouwen;Argentinië;Emmen;
1720;Totaal mannen en vrouwen;Argentinië;Zwolle;
1721;Totaal mannen en vrouwen;Argentinië;Amersfoort;
1722;Totaal mannen en vrouwen;Argentinië;Kerkrade;
1723;Totaal mannen en vrouwen;Argentinië;Deventer;
1724;Totaal mannen en vrouwen;Argentinië;Hengelo (O.);
1725;Totaal mannen en vrouwen;Argentinië;Zaandam;
1726;Totaal mannen en vrouwen;Argentinië;Almelo;
1727;Totaal mannen en vrouwen;Argentinië;Lonneker;
1728;Totaal mannen en vrouwen;Argentinië;Ede;
1729;Totaal mannen en vrouwen;Argentinië;Helder (Den);
1730;Totaal mannen en vrouwen;Argentinië;Gouda;
1731;Totaal mannen en vrouwen;Argentinië;Alkmaar;
1732;Totaal mannen en vrouwen;Argentinië;Vlaardingen;
1733;Totaal mannen en vrouwen;Argentinië;Haarlemmermeer;
1734;Totaal mannen en vrouwen;Argentinië;Helmond;
1735;Totaal mannen en vrouwen;Argentinië;Bussum;
1736;Totaal mannen en vrouwen;Argentinië;Zeist;
1737;Totaal mannen en vrouwen;Argentinië;Rheden;
1738;Totaal mannen en vrouwen;Argentinië;Venlo;
1739;Totaal mannen en vrouwen;Argentinië;Roosendaal en Nispen;
1740;Totaal mannen en vrouwen;Argentinië;Vlissingen;
1741;Totaal mannen en vrouwen;Argentinië;Bergen op Zoom;
1742;Totaal mannen en vrouwen;Armenië;Nederland;16.0
1743;Totaal mannen en vrouwen;Armenië;Groningen (provincie);
1744;Totaal mannen en vrouwen;Armenië;Friesland;
1745;Totaal mannen en vrouwen;Armenië;Drenthe;
1746;Totaal mannen en vrouwen;Armenië;Overijssel;
1747;Totaal mannen en vrouwen;Armenië;Gelderland;
1748;Totaal mannen en vrouwen;Armenië;Utrecht (provincie);
1749;Totaal mannen en vrouwen;Armenië;Noord-Holland;
1750;Totaal mannen en vrouwen;Armenië;Zuid-Holland;
1751;Totaal mannen en vrouwen;Armenië;Zeeland;
1752;Totaal mannen en vrouwen;Armenië;Noord-Brabant;
1753;Totaal mannen en vrouwen;Armenië;Limburg;
1754;Totaal mannen en vrouwen;Armenië;Gemeenten met meer dan 100000 inwoners;
1755;Totaal mannen en vrouwen;Armenië;Gemeenten met 50001 - 100000 inwoners;
1756;Totaal mannen en vrouwen;Armenië;Gemeenten met 20001 - 50000 inwoners;
1757;Totaal mannen en vrouwen;Armenië;Gemeenten met 10001 - 20000 inwoners;
1758;Totaal mannen en vrouwen;Armenië;Gemeenten met 5001 - 10000 inwoners;
1759;Totaal mannen en vrouwen;Armenië;Gemeenten met 2001 - 5000 inwoners;
1760;Totaal mannen en vrouwen;Armenië;Gemeenten met 1001 - 2000 inwoners;
1761;Totaal mannen en vrouwen;Armenië;Gemeenten met 501 - 1000 inwoners;
1762;Totaal mannen en vrouwen;Armenië;Gemeenten met 500 of minder inwoners;
1763;Totaal mannen en vrouwen;Armenië;Amsterdam;
1764;Totaal mannen en vrouwen;Armenië;Rotterdam;
1765;Totaal mannen en vrouwen;Armenië;'s-Gravenhage;
1766;Totaal mannen en vrouwen;Armenië;Utrecht;
1767;Totaal mannen en vrouwen;Armenië;Haarlem;
1768;Totaal mannen en vrouwen;Armenië;Groningen;
1769;Totaal mannen en vrouwen;Armenië;Eindhoven;
1770;Totaal mannen en vrouwen;Armenië;Nijmegen;
1771;Totaal mannen en vrouwen;Armenië;Tilburg;
1772;Totaal mannen en vrouwen;Armenië;Arnhem;
1773;Totaal mannen en vrouwen;Armenië;Leiden;
1774;Totaal mannen en vrouwen;Armenië;Maastricht;
1775;Totaal mannen en vrouwen;Armenië;Apeldoorn;
1776;Totaal mannen en vrouwen;Armenië;Hilversum;
1777;Totaal mannen en vrouwen;Armenië;Dordrecht;
1778;Totaal mannen en vrouwen;Armenië;Schiedam;
1779;Totaal mannen en vrouwen;Armenië;Enschede;
1780;Totaal mannen en vrouwen;Armenië;Delft;
1781;Totaal mannen en vrouwen;Armenië;Leeuwarden;
1782;Totaal mannen en vrouwen;Armenië;Heerlen;
1783;Totaal mannen en vrouwen;Armenië;Breda;
1784;Totaal mannen en vrouwen;Armenië;'s-Hertogenbosch;
1785;Totaal mannen en vrouwen;Armenië;Velsen;
1786;Totaal mannen en vrouwen;Armenië;Emmen;
1787;Totaal mannen en vrouwen;Armenië;Zwolle;
1788;Totaal mannen en vrouwen;Armenië;Amersfoort;
1789;Totaal mannen en vrouwen;Armenië;Kerkrade;
1790;Totaal mannen en vrouwen;Armenië;Deventer;
1791;Totaal mannen en vrouwen;Armenië;Hengelo (O.);
1792;Totaal mannen en vrouwen;Armenië;Zaandam;
1793;Totaal mannen en vrouwen;Armenië;Almelo;
1794;Totaal mannen en vrouwen;Armenië;Lonneker;
1795;Totaal mannen en vrouwen;Armenië;Ede;
1796;Totaal mannen en vrouwen;Armenië;Helder (Den);
1797;Totaal mannen en vrouwen;Armenië;Gouda;
1798;Totaal mannen en vrouwen;Armenië;Alkmaar;
1799;Totaal mannen en vrouwen;Armenië;Vlaardingen;
1800;Totaal mannen en vrouwen;Armenië;Haarlemmermeer;
1801;Totaal mannen en vrouwen;Armenië;Helmond;
1802;Totaal mannen en vrouwen;Armenië;Bussum;
1803;Totaal mannen en vrouwen;Armenië;Zeist;
1804;Totaal mannen en vrouwen;Armenië;Rheden;
1805;Totaal mannen en vrouwen;Armenië;Venlo;
1806;Totaal mannen en vrouwen;Armenië;Roosendaal en Nispen;
1807;Totaal mannen en vrouwen;Armenië;Vlissingen;
1808;Totaal mannen en vrouwen;Armenië;Bergen op Zoom;
1809;Totaal mannen en vrouwen;Australië;Nederland;14.0
1810;Totaal mannen en vrouwen;Australië;Groningen (provincie);
1811;Totaal mannen en vrouwen;Australië;Friesland;
1812;Totaal mannen en vrouwen;Australië;Drenthe;
1813;Totaal mannen en vrouwen;Australië;Overijssel;
1814;Totaal mannen en vrouwen;Australië;Gelderland;
1815;Totaal mannen en vrouwen;Australië;Utrecht (provincie);
1816;Totaal mannen en vrouwen;Australië;Noord-Holland;
1817;Totaal mannen en vrouwen;Australië;Zuid-Holland;
1818;Totaal mannen en vrouwen;Australië;Zeeland;
1819;Totaal mannen en vrouwen;Australië;Noord-Brabant;
1820;Totaal mannen en vrouwen;Australië;Limburg;
1821;Totaal mannen en vrouwen;Australië;Gemeenten met meer dan 100000 inwoners;
1822;Totaal mannen en vrouwen;Australië;Gemeenten met 50001 - 100000 inwoners;
1823;Totaal mannen en vrouwen;Australië;Gemeenten met 20001 - 50000 inwoners;
1824;Totaal mannen en vrouwen;Australië;Gemeenten met 10001 - 20000 inwoners;
1825;Totaal mannen en vrouwen;Australië;Gemeenten met 5001 - 10000 inwoners;
1826;Totaal mannen en vrouwen;Australië;Gemeenten met 2001 - 5000 inwoners;
1827;Totaal mannen en vrouwen;Australië;Gemeenten met 1001 - 2000 inwoners;
1828;Totaal mannen en vrouwen;Australië;Gemeenten met 501 - 1000 inwoners;
1829;Totaal mannen en vrouwen;Australië;Gemeenten met 500 of minder inwoners;
1830;Totaal mannen en vrouwen;Australië;Amsterdam;
1831;Totaal mannen en vrouwen;Australië;Rotterdam;
1832;Totaal mannen en vrouwen;Australië;'s-Gravenhage;
1833;Totaal mannen en vrouwen;Australië;Utrecht;
1834;Totaal mannen en vrouwen;Australië;Haarlem;
1835;Totaal mannen en vrouwen;Australië;Groningen;
1836;Totaal mannen en vrouwen;Australië;Eindhoven;
1837;Totaal mannen en vrouwen;Australië;Nijmegen;
1838;Totaal mannen en vrouwen;Australië;Tilburg;
1839;Totaal mannen en vrouwen;Australië;Arnhem;
1840;Totaal mannen en vrouwen;Australië;Leiden;
1841;Totaal mannen en vrouwen;Australië;Maastricht;
1842;Totaal mannen en vrouwen;Australië;Apeldoorn;
1843;Totaal mannen en vrouwen;Australië;Hilversum;
1844;Totaal mannen en vrouwen;Australië;Dordrecht;
1845;Totaal mannen en vrouwen;Australië;Schiedam;
1846;Totaal mannen en vrouwen;Australië;Enschede;
1847;Totaal mannen en vrouwen;Australië;Delft;
1848;Totaal mannen en vrouwen;Australië;Leeuwarden;
1849;Totaal mannen en vrouwen;Australië;Heerlen;
1850;Totaal mannen en vrouwen;Australië;Breda;
1851;Totaal mannen en vrouwen;Australië;'s-Hertogenbosch;
1852;Totaal mannen en vrouwen;Australië;Velsen;
1853;Totaal mannen en vrouwen;Australië;Emmen;
1854;Totaal mannen en vrouwen;Australië;Zwolle;
1855;Totaal mannen en vrouwen;Australië;Amersfoort;
1856;Totaal mannen en vrouwen;Australië;Kerkrade;
1857;Totaal mannen en vrouwen;Australië;Deventer;
1858;Totaal mannen en vrouwen;Australië;Hengelo (O.);
1859;Totaal mannen en vrouwen;Australië;Zaandam;
1860;Totaal mannen en vrouwen;Australië;Almelo;
