ID;Geslacht;Nationaliteit;Regio;Bewoners_1
5350;Mannen;Zweden;Vlaardingen;0.0
5351;Mannen;Zweden;Haarlemmermeer;1.0
5352;Mannen;Zweden;Helmond;0.0
5353;Mannen;Zweden;Bussum;0.0
5354;Mannen;Zweden;Zeist;1.0
5355;Mannen;Zweden;Rheden;0.0
5356;Mannen;Zweden;Venlo;1.0
5357;Mannen;Zweden;Roosendaal en Nispen;0.0
5358;Mannen;Zweden;Vlissingen;0.0
5359;Mannen;Zweden;Bergen op Zoom;0.0
5360;Mannen;Noorwegen;Nederland;136.0
5361;Mannen;Noorwegen;Groningen (provincie);1.0
5362;Mannen;Noorwegen;Friesland;0.0
5363;Mannen;Noorwegen;Drenthe;0.0
5364;Mannen;Noorwegen;Overijssel;0.0
5365;Mannen;Noorwegen;Gelderland;4.0
5366;Mannen;Noorwegen;Utrecht (provincie);1.0
5367;Mannen;Noorwegen;Noord-Holland;21.0
5368;Mannen;Noorwegen;Zuid-Holland;75.0
5369;Mannen;Noorwegen;Zeeland;8.0
5370;Mannen;Noorwegen;Noord-Brabant;4.0
5371;Mannen;Noorwegen;Limburg;22.0
5372;Mannen;Noorwegen;Gemeenten met meer dan 100000 inwoners;75.0
5373;Mannen;Noorwegen;Gemeenten met 50001 - 100000 inwoners;6.0
5374;Mannen;Noorwegen;Gemeenten met 20001 - 50000 inwoners;12.0
5375;Mannen;Noorwegen;Gemeenten met 10001 - 20000 inwoners;15.0
5376;Mannen;Noorwegen;Gemeenten met 5001 - 10000 inwoners;9.0
5377;Mannen;Noorwegen;Gemeenten met 2001 - 5000 inwoners;9.0
5378;Mannen;Noorwegen;Gemeenten met 1001 - 2000 inwoners;6.0
5379;Mannen;Noorwegen;Gemeenten met 501 - 1000 inwoners;4.0
5380;Mannen;Noorwegen;Gemeenten met 500 of minder inwoners;0.0
5381;Mannen;Noorwegen;Amsterdam;15.0
5382;Mannen;Noorwegen;Rotterdam;58.0
5383;Mannen;Noorwegen;'s-Gravenhage;1.0
5384;Mannen;Noorwegen;Utrecht;0.0
5385;Mannen;Noorwegen;Haarlem;0.0
5386;Mannen;Noorwegen;Groningen;1.0
5387;Mannen;Noorwegen;Eindhoven;0.0
5388;Mannen;Noorwegen;Nijmegen;0.0
5389;Mannen;Noorwegen;Tilburg;0.0
5390;Mannen;Noorwegen;Arnhem;0.0
5391;Mannen;Noorwegen;Leiden;1.0
5392;Mannen;Noorwegen;Maastricht;0.0
5393;Mannen;Noorwegen;Apeldoorn;0.0
5394;Mannen;Noorwegen;Hilversum;1.0
5395;Mannen;Noorwegen;Dordrecht;0.0
5396;Mannen;Noorwegen;Schiedam;3.0
5397;Mannen;Noorwegen;Enschede;0.0
5398;Mannen;Noorwegen;Delft;1.0
5399;Mannen;Noorwegen;Leeuwarden;0.0
5400;Mannen;Noorwegen;Heerlen;4.0
5401;Mannen;Noorwegen;Breda;0.0
5402;Mannen;Noorwegen;'s-Hertogenbosch;0.0
5403;Mannen;Noorwegen;Velsen;0.0
5404;Mannen;Noorwegen;Emmen;0.0
5405;Mannen;Noorwegen;Zwolle;0.0
5406;Mannen;Noorwegen;Amersfoort;0.0
5407;Mannen;Noorwegen;Kerkrade;0.0
5408;Mannen;Noorwegen;Deventer;0.0
5409;Mannen;Noorwegen;Hengelo (O.);0.0
5410;Mannen;Noorwegen;Zaandam;0.0
5411;Mannen;Noorwegen;Almelo;0.0
5412;Mannen;Noorwegen;Lonneker;0.0
5413;Mannen;Noorwegen;Ede;0.0
5414;Mannen;Noorwegen;Helder (Den);1.0
5415;Mannen;Noorwegen;Gouda;0.0
5416;Mannen;Noorwegen;Alkmaar;0.0
5417;Mannen;Noorwegen;Vlaardingen;1.0
5418;Mannen;Noorwegen;Haarlemmermeer;0.0
5419;Mannen;Noorwegen;Helmond;0.0
5420;Mannen;Noorwegen;Bussum;0.0
5421;Mannen;Noorwegen;Zeist;0.0
5422;Mannen;Noorwegen;Rheden;0.0
5423;Mannen;Noorwegen;Venlo;0.0
5424;Mannen;Noorwegen;Roosendaal en Nispen;0.0
5425;Mannen;Noorwegen;Vlissingen;6.0
5426;Mannen;Noorwegen;Bergen op Zoom;0.0
5427;Mannen;Denemarken;Nederland;173.0
5428;Mannen;Denemarken;Groningen (provincie);5.0
5429;Mannen;Denemarken;Friesland;0.0
5430;Mannen;Denemarken;Drenthe;0.0
5431;Mannen;Denemarken;Overijssel;6.0
5432;Mannen;Denemarken;Gelderland;3.0
5433;Mannen;Denemarken;Utrecht (provincie);7.0
5434;Mannen;Denemarken;Noord-Holland;27.0
5435;Mannen;Denemarken;Zuid-Holland;101.0
5436;Mannen;Denemarken;Zeeland;7.0
5437;Mannen;Denemarken;Noord-Brabant;8.0
5438;Mannen;Denemarken;Limburg;9.0
5439;Mannen;Denemarken;Gemeenten met meer dan 100000 inwoners;98.0
5440;Mannen;Denemarken;Gemeenten met 50001 - 100000 inwoners;11.0
5441;Mannen;Denemarken;Gemeenten met 20001 - 50000 inwoners;13.0
5442;Mannen;Denemarken;Gemeenten met 10001 - 20000 inwoners;17.0
5443;Mannen;Denemarken;Gemeenten met 5001 - 10000 inwoners;12.0
5444;Mannen;Denemarken;Gemeenten met 2001 - 5000 inwoners;18.0
5445;Mannen;Denemarken;Gemeenten met 1001 - 2000 inwoners;3.0
5446;Mannen;Denemarken;Gemeenten met 501 - 1000 inwoners;1.0
5447;Mannen;Denemarken;Gemeenten met 500 of minder inwoners;0.0
5448;Mannen;Denemarken;Amsterdam;14.0
5449;Mannen;Denemarken;Rotterdam;53.0
5450;Mannen;Denemarken;'s-Gravenhage;22.0
5451;Mannen;Denemarken;Utrecht;2.0
5452;Mannen;Denemarken;Haarlem;4.0
5453;Mannen;Denemarken;Groningen;3.0
5454;Mannen;Denemarken;Eindhoven;1.0
5455;Mannen;Denemarken;Nijmegen;0.0
5456;Mannen;Denemarken;Tilburg;1.0
5457;Mannen;Denemarken;Arnhem;0.0
5458;Mannen;Denemarken;Leiden;2.0
5459;Mannen;Denemarken;Maastricht;0.0
5460;Mannen;Denemarken;Apeldoorn;1.0
5461;Mannen;Denemarken;Hilversum;2.0
5462;Mannen;Denemarken;Dordrecht;0.0
5463;Mannen;Denemarken;Schiedam;0.0
5464;Mannen;Denemarken;Enschede;4.0
5465;Mannen;Denemarken;Delft;0.0
5466;Mannen;Denemarken;Leeuwarden;0.0
5467;Mannen;Denemarken;Heerlen;0.0
5468;Mannen;Denemarken;Breda;0.0
5469;Mannen;Denemarken;'s-Hertogenbosch;0.0
5470;Mannen;Denemarken;Velsen;2.0
5471;Mannen;Denemarken;Emmen;0.0
5472;Mannen;Denemarken;Zwolle;0.0
5473;Mannen;Denemarken;Amersfoort;0.0
5474;Mannen;Denemarken;Kerkrade;1.0
5475;Mannen;Denemarken;Deventer;1.0
5476;Mannen;Denemarken;Hengelo (O.);0.0
5477;Mannen;Denemarken;Zaandam;0.0
5478;Mannen;Denemarken;Almelo;1.0
5479;Mannen;Denemarken;Lonneker;0.0
5480;Mannen;Denemarken;Ede;0.0
5481;Mannen;Denemarken;Helder (Den);0.0
5482;Mannen;Denemarken;Gouda;0.0
5483;Mannen;Denemarken;Alkmaar;0.0
5484;Mannen;Denemarken;Vlaardingen;2.0
5485;Mannen;Denemarken;Haarlemmermeer;0.0
5486;Mannen;Denemarken;Helmond;0.0
5487;Mannen;Denemarken;Bussum;4.0
5488;Mannen;Denemarken;Zeist;2.0
5489;Mannen;Denemarken;Rheden;0.0
5490;Mannen;Denemarken;Venlo;0.0
5491;Mannen;Denemarken;Roosendaal en Nispen;0.0
5492;Mannen;Denemarken;Vlissingen;0.0
5493;Mannen;Denemarken;Bergen op Zoom;0.0
5494;Mannen;Luxemburg;Nederland;69.0
5495;Mannen;Luxemburg;Groningen (provincie);0.0
5496;Mannen;Luxemburg;Friesland;0.0
5497;Mannen;Luxemburg;Drenthe;0.0
5498;Mannen;Luxemburg;Overijssel;2.0
5499;Mannen;Luxemburg;Gelderland;3.0
5500;Mannen;Luxemburg;Utrecht (provincie);3.0
5501;Mannen;Luxemburg;Noord-Holland;11.0
5502;Mannen;Luxemburg;Zuid-Holland;20.0
5503;Mannen;Luxemburg;Zeeland;2.0
5504;Mannen;Luxemburg;Noord-Brabant;2.0
5505;Mannen;Luxemburg;Limburg;26.0
5506;Mannen;Luxemburg;Gemeenten met meer dan 100000 inwoners;27.0
5507;Mannen;Luxemburg;Gemeenten met 50001 - 100000 inwoners;9.0
5508;Mannen;Luxemburg;Gemeenten met 20001 - 50000 inwoners;10.0
5509;Mannen;Luxemburg;Gemeenten met 10001 - 20000 inwoners;11.0
5510;Mannen;Luxemburg;Gemeenten met 5001 - 10000 inwoners;5.0
5511;Mannen;Luxemburg;Gemeenten met 2001 - 5000 inwoners;5.0
5512;Mannen;Luxemburg;Gemeenten met 1001 - 2000 inwoners;2.0
5513;Mannen;Luxemburg;Gemeenten met 501 - 1000 inwoners;0.0
5514;Mannen;Luxemburg;Gemeenten met 500 of minder inwoners;0.0
5515;Mannen;Luxemburg;Amsterdam;4.0
5516;Mannen;Luxemburg;Rotterdam;13.0
5517;Mannen;Luxemburg;'s-Gravenhage;4.0
5518;Mannen;Luxemburg;Utrecht;3.0
5519;Mannen;Luxemburg;Haarlem;3.0
5520;Mannen;Luxemburg;Groningen;0.0
5521;Mannen;Luxemburg;Eindhoven;0.0
5522;Mannen;Luxemburg;Nijmegen;1.0
5523;Mannen;Luxemburg;Tilburg;1.0
5524;Mannen;Luxemburg;Arnhem;0.0
5525;Mannen;Luxemburg;Leiden;0.0
5526;Mannen;Luxemburg;Maastricht;4.0
5527;Mannen;Luxemburg;Apeldoorn;1.0
5528;Mannen;Luxemburg;Hilversum;2.0
5529;Mannen;Luxemburg;Dordrecht;0.0
5530;Mannen;Luxemburg;Schiedam;0.0
5531;Mannen;Luxemburg;Enschede;0.0
5532;Mannen;Luxemburg;Delft;0.0
5533;Mannen;Luxemburg;Leeuwarden;0.0
5534;Mannen;Luxemburg;Heerlen;4.0
5535;Mannen;Luxemburg;Breda;0.0
5536;Mannen;Luxemburg;'s-Hertogenbosch;0.0
5537;Mannen;Luxemburg;Velsen;0.0
5538;Mannen;Luxemburg;Emmen;0.0
5539;Mannen;Luxemburg;Zwolle;0.0
5540;Mannen;Luxemburg;Amersfoort;0.0
5541;Mannen;Luxemburg;Kerkrade;2.0
5542;Mannen;Luxemburg;Deventer;0.0
5543;Mannen;Luxemburg;Hengelo (O.);1.0
5544;Mannen;Luxemburg;Zaandam;0.0
5545;Mannen;Luxemburg;Almelo;0.0
5546;Mannen;Luxemburg;Lonneker;0.0
5547;Mannen;Luxemburg;Ede;0.0
5548;Mannen;Luxemburg;Helder (Den);0.0
5549;Mannen;Luxemburg;Gouda;0.0
5550;Mannen;Luxemburg;Alkmaar;0.0
5551;Mannen;Luxemburg;Vlaardingen;1.0
5552;Mannen;Luxemburg;Haarlemmermeer;0.0
5553;Mannen;Luxemburg;Helmond;0.0
5554;Mannen;Luxemburg;Bussum;0.0
5555;Mannen;Luxemburg;Zeist;0.0
5556;Mannen;Luxemburg;Rheden;0.0
5557;Mannen;Luxemburg;Venlo;1.0
5558;Mannen;Luxemburg;Roosendaal en Nispen;0.0
5559;Mannen;Luxemburg;Vlissingen;1.0
5560;Mannen;Luxemburg;Bergen op Zoom;0.0
5561;Mannen;Turkije;Nederland;60.0
5562;Mannen;Turkije;Groningen (provincie);1.0
5563;Mannen;Turkije;Friesland;0.0
5564;Mannen;Turkije;Drenthe;0.0
5565;Mannen;Turkije;Overijssel;2.0
5566;Mannen;Turkije;Gelderland;1.0
5567;Mannen;Turkije;Utrecht (provincie);0.0
5568;Mannen;Turkije;Noord-Holland;36.0
5569;Mannen;Turkije;Zuid-Holland;16.0
5570;Mannen;Turkije;Zeeland;0.0
5571;Mannen;Turkije;Noord-Brabant;2.0
5572;Mannen;Turkije;Limburg;2.0
5573;Mannen;Turkije;Gemeenten met meer dan 100000 inwoners;53.0
5574;Mannen;Turkije;Gemeenten met 50001 - 100000 inwoners;1.0
5575;Mannen;Turkije;Gemeenten met 20001 - 50000 inwoners;1.0
5576;Mannen;Turkije;Gemeenten met 10001 - 20000 inwoners;2.0
5577;Mannen;Turkije;Gemeenten met 5001 - 10000 inwoners;0.0
5578;Mannen;Turkije;Gemeenten met 2001 - 5000 inwoners;2.0
5579;Mannen;Turkije;Gemeenten met 1001 - 2000 inwoners;1.0
5580;Mannen;Turkije;Gemeenten met 501 - 1000 inwoners;0.0
5581;Mannen;Turkije;Gemeenten met 500 of minder inwoners;0.0
5582;Mannen;Turkije;Amsterdam;35.0
5583;Mannen;Turkije;Rotterdam;5.0
5584;Mannen;Turkije;'s-Gravenhage;11.0
5585;Mannen;Turkije;Utrecht;0.0
5586;Mannen;Turkije;Haarlem;1.0
5587;Mannen;Turkije;Groningen;1.0
5588;Mannen;Turkije;Eindhoven;0.0
5589;Mannen;Turkije;Nijmegen;0.0
5590;Mannen;Turkije;Tilburg;0.0
5591;Mannen;Turkije;Arnhem;0.0
5592;Mannen;Turkije;Leiden;0.0
5593;Mannen;Turkije;Maastricht;0.0
5594;Mannen;Turkije;Apeldoorn;0.0
5595;Mannen;Turkije;Hilversum;0.0
5596;Mannen;Turkije;Dordrecht;0.0
5597;Mannen;Turkije;Schiedam;0.0
5598;Mannen;Turkije;Enschede;1.0
5599;Mannen;Turkije;Delft;0.0
5600;Mannen;Turkije;Leeuwarden;0.0
5601;Mannen;Turkije;Heerlen;0.0
5602;Mannen;Turkije;Breda;1.0
5603;Mannen;Turkije;'s-Hertogenbosch;0.0
5604;Mannen;Turkije;Velsen;0.0
5605;Mannen;Turkije;Emmen;0.0
5606;Mannen;Turkije;Zwolle;0.0
5607;Mannen;Turkije;Amersfoort;0.0
5608;Mannen;Turkije;Kerkrade;0.0
5609;Mannen;Turkije;Deventer;0.0
5610;Mannen;Turkije;Hengelo (O.);0.0
5611;Mannen;Turkije;Zaandam;0.0
5612;Mannen;Turkije;Almelo;0.0
5613;Mannen;Turkije;Lonneker;0.0
5614;Mannen;Turkije;Ede;0.0
5615;Mannen;Turkije;Helder (Den);0.0
5616;Mannen;Turkije;Gouda;0.0
5617;Mannen;Turkije;Alkmaar;0.0
5618;Mannen;Turkije;Vlaardingen;0.0
5619;Mannen;Turkije;Haarlemmermeer;0.0
5620;Mannen;Turkije;Helmond;0.0
5621;Mannen;Turkije;Bussum;0.0
5622;Mannen;Turkije;Zeist;0.0
5623;Mannen;Turkije;Rheden;0.0
5624;Mannen;Turkije;Venlo;0.0
5625;Mannen;Turkije;Roosendaal en Nispen;0.0
5626;Mannen;Turkije;Vlissingen;0.0
5627;Mannen;Turkije;Bergen op Zoom;0.0
5628;Mannen;Polen;Nederland;3125.0
5629;Mannen;Polen;Groningen (provincie);7.0
5630;Mannen;Polen;Friesland;4.0
5631;Mannen;Polen;Drenthe;3.0
5632;Mannen;Polen;Overijssel;12.0
5633;Mannen;Polen;Gelderland;31.0
5634;Mannen;Polen;Utrecht (provincie);7.0
5635;Mannen;Polen;Noord-Holland;377.0
5636;Mannen;Polen;Zuid-Holland;412.0
5637;Mannen;Polen;Zeeland;1.0
5638;Mannen;Polen;Noord-Brabant;27.0
5639;Mannen;Polen;Limburg;2244.0
5640;Mannen;Polen;Gemeenten met meer dan 100000 inwoners;762.0
5641;Mannen;Polen;Gemeenten met 50001 - 100000 inwoners;54.0
5642;Mannen;Polen;Gemeenten met 20001 - 50000 inwoners;860.0
5643;Mannen;Polen;Gemeenten met 10001 - 20000 inwoners;995.0
5644;Mannen;Polen;Gemeenten met 5001 - 10000 inwoners;214.0
5645;Mannen;Polen;Gemeenten met 2001 - 5000 inwoners;221.0
5646;Mannen;Polen;Gemeenten met 1001 - 2000 inwoners;16.0
5647;Mannen;Polen;Gemeenten met 501 - 1000 inwoners;3.0
5648;Mannen;Polen;Gemeenten met 500 of minder inwoners;0.0
5649;Mannen;Polen;Amsterdam;362.0
5650;Mannen;Polen;Rotterdam;173.0
5651;Mannen;Polen;'s-Gravenhage;210.0
5652;Mannen;Polen;Utrecht;5.0
5653;Mannen;Polen;Haarlem;8.0
5654;Mannen;Polen;Groningen;4.0
5655;Mannen;Polen;Eindhoven;18.0
5656;Mannen;Polen;Nijmegen;1.0
5657;Mannen;Polen;Tilburg;3.0
5658;Mannen;Polen;Arnhem;6.0
5659;Mannen;Polen;Leiden;0.0
5660;Mannen;Polen;Maastricht;3.0
5661;Mannen;Polen;Apeldoorn;6.0
5662;Mannen;Polen;Hilversum;1.0
5663;Mannen;Polen;Dordrecht;0.0
5664;Mannen;Polen;Schiedam;12.0
5665;Mannen;Polen;Enschede;2.0
5666;Mannen;Polen;Delft;2.0
5667;Mannen;Polen;Leeuwarden;1.0
5668;Mannen;Polen;Heerlen;715.0
5669;Mannen;Polen;Breda;0.0
5670;Mannen;Polen;'s-Hertogenbosch;0.0
5671;Mannen;Polen;Velsen;2.0
5672;Mannen;Polen;Emmen;0.0
5673;Mannen;Polen;Zwolle;1.0
5674;Mannen;Polen;Amersfoort;1.0
5675;Mannen;Polen;Kerkrade;128.0
5676;Mannen;Polen;Deventer;1.0
5677;Mannen;Polen;Hengelo (O.);1.0
5678;Mannen;Polen;Zaandam;2.0
5679;Mannen;Polen;Almelo;2.0
5680;Mannen;Polen;Lonneker;2.0
5681;Mannen;Polen;Ede;0.0
5682;Mannen;Polen;Helder (Den);0.0
5683;Mannen;Polen;Gouda;0.0
5684;Mannen;Polen;Alkmaar;0.0
5685;Mannen;Polen;Vlaardingen;0.0
5686;Mannen;Polen;Haarlemmermeer;0.0
5687;Mannen;Polen;Helmond;3.0
5688;Mannen;Polen;Bussum;0.0
5689;Mannen;Polen;Zeist;0.0
5690;Mannen;Polen;Rheden;0.0
5691;Mannen;Polen;Venlo;1.0
5692;Mannen;Polen;Roosendaal en Nispen;0.0
5693;Mannen;Polen;Vlissingen;0.0
5694;Mannen;Polen;Bergen op Zoom;0.0
5695;Mannen;Tsjechoslowakije;Nederland;1028.0
5696;Mannen;Tsjechoslowakije;Groningen (provincie);2.0
5697;Mannen;Tsjechoslowakije;Friesland;0.0
5698;Mannen;Tsjechoslowakije;Drenthe;1.0
5699;Mannen;Tsjechoslowakije;Overijssel;21.0
5700;Mannen;Tsjechoslowakije;Gelderland;21.0
5701;Mannen;Tsjechoslowakije;Utrecht (provincie);13.0
5702;Mannen;Tsjechoslowakije;Noord-Holland;160.0
5703;Mannen;Tsjechoslowakije;Zuid-Holland;149.0
5704;Mannen;Tsjechoslowakije;Zeeland;3.0
5705;Mannen;Tsjechoslowakije;Noord-Brabant;57.0
5706;Mannen;Tsjechoslowakije;Limburg;601.0
5707;Mannen;Tsjechoslowakije;Gemeenten met meer dan 100000 inwoners;276.0
5708;Mannen;Tsjechoslowakije;Gemeenten met 50001 - 100000 inwoners;77.0
5709;Mannen;Tsjechoslowakije;Gemeenten met 20001 - 50000 inwoners;202.0
5710;Mannen;Tsjechoslowakije;Gemeenten met 10001 - 20000 inwoners;253.0
5711;Mannen;Tsjechoslowakije;Gemeenten met 5001 - 10000 inwoners;134.0
5712;Mannen;Tsjechoslowakije;Gemeenten met 2001 - 5000 inwoners;74.0
5713;Mannen;Tsjechoslowakije;Gemeenten met 1001 - 2000 inwoners;8.0
5714;Mannen;Tsjechoslowakije;Gemeenten met 501 - 1000 inwoners;4.0
5715;Mannen;Tsjechoslowakije;Gemeenten met 500 of minder inwoners;0.0
5716;Mannen;Tsjechoslowakije;Amsterdam;138.0
5717;Mannen;Tsjechoslowakije;Rotterdam;48.0
5718;Mannen;Tsjechoslowakije;'s-Gravenhage;72.0
5719;Mannen;Tsjechoslowakije;Utrecht;9.0
5720;Mannen;Tsjechoslowakije;Haarlem;8.0
5721;Mannen;Tsjechoslowakije;Groningen;1.0
5722;Mannen;Tsjechoslowakije;Eindhoven;33.0
5723;Mannen;Tsjechoslowakije;Nijmegen;8.0
5724;Mannen;Tsjechoslowakije;Tilburg;16.0
5725;Mannen;Tsjechoslowakije;Arnhem;2.0
5726;Mannen;Tsjechoslowakije;Leiden;3.0
5727;Mannen;Tsjechoslowakije;Maastricht;4.0
5728;Mannen;Tsjechoslowakije;Apeldoorn;4.0
5729;Mannen;Tsjechoslowakije;Hilversum;1.0
5730;Mannen;Tsjechoslowakije;Dordrecht;1.0
5731;Mannen;Tsjechoslowakije;Schiedam;2.0
5732;Mannen;Tsjechoslowakije;Enschede;3.0
5733;Mannen;Tsjechoslowakije;Delft;0.0
5734;Mannen;Tsjechoslowakije;Leeuwarden;0.0
5735;Mannen;Tsjechoslowakije;Heerlen;140.0
5736;Mannen;Tsjechoslowakije;Breda;0.0
5737;Mannen;Tsjechoslowakije;'s-Hertogenbosch;0.0
5738;Mannen;Tsjechoslowakije;Velsen;1.0
5739;Mannen;Tsjechoslowakije;Emmen;0.0
5740;Mannen;Tsjechoslowakije;Zwolle;0.0
5741;Mannen;Tsjechoslowakije;Amersfoort;0.0
5742;Mannen;Tsjechoslowakije;Kerkrade;38.0
5743;Mannen;Tsjechoslowakije;Deventer;3.0
5744;Mannen;Tsjechoslowakije;Hengelo (O.);5.0
5745;Mannen;Tsjechoslowakije;Zaandam;0.0
5746;Mannen;Tsjechoslowakije;Almelo;2.0
5747;Mannen;Tsjechoslowakije;Lonneker;3.0
5748;Mannen;Tsjechoslowakije;Ede;2.0
5749;Mannen;Tsjechoslowakije;Helder (Den);0.0
5750;Mannen;Tsjechoslowakije;Gouda;0.0
5751;Mannen;Tsjechoslowakije;Alkmaar;1.0
5752;Mannen;Tsjechoslowakije;Vlaardingen;0.0
5753;Mannen;Tsjechoslowakije;Haarlemmermeer;0.0
5754;Mannen;Tsjechoslowakije;Helmond;2.0
5755;Mannen;Tsjechoslowakije;Bussum;0.0
5756;Mannen;Tsjechoslowakije;Zeist;0.0
5757;Mannen;Tsjechoslowakije;Rheden;0.0
5758;Mannen;Tsjechoslowakije;Venlo;2.0
5759;Mannen;Tsjechoslowakije;Roosendaal en Nispen;0.0
5760;Mannen;Tsjechoslowakije;Vlissingen;3.0
5761;Mannen;Tsjechoslowakije;Bergen op Zoom;0.0
5762;Mannen;Totaal andere landen;Nederland;3219.0
5763;Mannen;Totaal andere landen;Groningen (provincie);12.0
5764;Mannen;Totaal andere landen;Friesland;5.0
5765;Mannen;Totaal andere landen;Drenthe;0.0
5766;Mannen;Totaal andere landen;Overijssel;21.0
5767;Mannen;Totaal andere landen;Gelderland;24.0
5768;Mannen;Totaal andere landen;Utrecht (provincie);36.0
5769;Mannen;Totaal andere landen;Noord-Holland;557.0
5770;Mannen;Totaal andere landen;Zuid-Holland;603.0
5771;Mannen;Totaal andere landen;Zeeland;3.0
5772;Mannen;Totaal andere landen;Noord-Brabant;27.0
5773;Mannen;Totaal andere landen;Limburg;1931.0
5774;Mannen;Totaal andere landen;Gemeenten met meer dan 100000 inwoners;1059.0
5775;Mannen;Totaal andere landen;Gemeenten met 50001 - 100000 inwoners;113.0
5776;Mannen;Totaal andere landen;Gemeenten met 20001 - 50000 inwoners;722.0
5777;Mannen;Totaal andere landen;Gemeenten met 10001 - 20000 inwoners;690.0
5778;Mannen;Totaal andere landen;Gemeenten met 5001 - 10000 inwoners;270.0
5779;Mannen;Totaal andere landen;Gemeenten met 2001 - 5000 inwoners;334.0
5780;Mannen;Totaal andere landen;Gemeenten met 1001 - 2000 inwoners;30.0
5781;Mannen;Totaal andere landen;Gemeenten met 501 - 1000 inwoners;1.0
5782;Mannen;Totaal andere landen;Gemeenten met 500 of minder inwoners;0.0
5783;Mannen;Totaal andere landen;Amsterdam;510.0
5784;Mannen;Totaal andere landen;Rotterdam;282.0
5785;Mannen;Totaal andere landen;'s-Gravenhage;219.0
5786;Mannen;Totaal andere landen;Utrecht;24.0
5787;Mannen;Totaal andere landen;Haarlem;21.0
5788;Mannen;Totaal andere landen;Groningen;3.0
5789;Mannen;Totaal andere landen;Eindhoven;16.0
5790;Mannen;Totaal andere landen;Nijmegen;10.0
5791;Mannen;Totaal andere landen;Tilburg;3.0
5792;Mannen;Totaal andere landen;Arnhem;2.0
5793;Mannen;Totaal andere landen;Leiden;26.0
5794;Mannen;Totaal andere landen;Maastricht;20.0
5795;Mannen;Totaal andere landen;Apeldoorn;6.0
5796;Mannen;Totaal andere landen;Hilversum;1.0
5797;Mannen;Totaal andere landen;Dordrecht;3.0
5798;Mannen;Totaal andere landen;Schiedam;5.0
5799;Mannen;Totaal andere landen;Enschede;8.0
5800;Mannen;Totaal andere landen;Delft;13.0
5801;Mannen;Totaal andere landen;Leeuwarden;3.0
5802;Mannen;Totaal andere landen;Heerlen;534.0
5803;Mannen;Totaal andere landen;Breda;1.0
5804;Mannen;Totaal andere landen;'s-Hertogenbosch;0.0
5805;Mannen;Totaal andere landen;Velsen;2.0
5806;Mannen;Totaal andere landen;Emmen;0.0
5807;Mannen;Totaal andere landen;Zwolle;0.0
5808;Mannen;Totaal andere landen;Amersfoort;7.0
5809;Mannen;Totaal andere landen;Kerkrade;159.0
5810;Mannen;Totaal andere landen;Deventer;1.0
5811;Mannen;Totaal andere landen;Hengelo (O.);1.0
5812;Mannen;Totaal andere landen;Zaandam;2.0
5813;Mannen;Totaal andere landen;Almelo;1.0
5814;Mannen;Totaal andere landen;Lonneker;4.0
5815;Mannen;Totaal andere landen;Ede;0.0
5816;Mannen;Totaal andere landen;Helder (Den);0.0
5817;Mannen;Totaal andere landen;Gouda;0.0
5818;Mannen;Totaal andere landen;Alkmaar;1.0
5819;Mannen;Totaal andere landen;Vlaardingen;2.0
5820;Mannen;Totaal andere landen;Haarlemmermeer;0.0
5821;Mannen;Totaal andere landen;Helmond;0.0
5822;Mannen;Totaal andere landen;Bussum;1.0
5823;Mannen;Totaal andere landen;Zeist;2.0
5824;Mannen;Totaal andere landen;Rheden;0.0
5825;Mannen;Totaal andere landen;Venlo;1.0
5826;Mannen;Totaal andere landen;Roosendaal en Nispen;0.0
5827;Mannen;Totaal andere landen;Vlissingen;0.0
5828;Mannen;Totaal andere landen;Bergen op Zoom;0.0
5829;Mannen;Afghanistan;Nederland;2.0
5830;Mannen;Afghanistan;Groningen (provincie);
5831;Mannen;Afghanistan;Friesland;
5832;Mannen;Afghanistan;Drenthe;
5833;Mannen;Afghanistan;Overijssel;
5834;Mannen;Afghanistan;Gelderland;
5835;Mannen;Afghanistan;Utrecht (provincie);
5836;Mannen;Afghanistan;Noord-Holland;
5837;Mannen;Afghanistan;Zuid-Holland;
5838;Mannen;Afghanistan;Zeeland;
5839;Mannen;Afghanistan;Noord-Brabant;
5840;Mannen;Afghanistan;Limburg;
5841;Mannen;Afghanistan;Gemeenten met meer dan 100000 inwoners;
5842;Mannen;Afghanistan;Gemeenten met 50001 - 100000 inwoners;
5843;Mannen;Afghanistan;Gemeenten met 20001 - 50000 inwoners;
5844;Mannen;Afghanistan;Gemeenten met 10001 - 20000 inwoners;
5845;Mannen;Afghanistan;Gemeenten met 5001 - 10000 inwoners;
5846;Mannen;Afghanistan;Gemeenten met 2001 - 5000 inwoners;
5847;Mannen;Afghanistan;Gemeenten met 1001 - 2000 inwoners;
5848;Mannen;Afghanistan;Gemeenten met 501 - 1000 inwoners;
5849;Mannen;Afghanistan;Gemeenten met 500 of minder inwoners;
5850;Mannen;Afghanistan;Amsterdam;
5851;Mannen;Afghanistan;Rotterdam;
5852;Mannen;Afghanistan;'s-Gravenhage;
5853;Mannen;Afghanistan;Utrecht;
5854;Mannen;Afghanistan;Haarlem;
5855;Mannen;Afghanistan;Groningen;
5856;Mannen;Afghanistan;Eindhoven;
5857;Mannen;Afghanistan;Nijmegen;
5858;Mannen;Afghanistan;Tilburg;
5859;Mannen;Afghanistan;Arnhem;
