ID;Indelingen;Stroomgebieddistricten;Perioden;VolumeAfvalwater_1;ChemischZuurstofVerbruik_2;BiochemischZuurstofVerbruik_3;StikstofverbindingenAlsN_4;FosforverbindingenAlsP_5;Koper_6;Chroom_7;Zink_8;Lood_9;Cadmium_10;Nikkel_11;Kwik_12;Arseen_13;ChemischZuurstofVerbruik_14;BiochemischZuurstofVerbruik_15;StikstofverbindingenAlsN_16;FosforverbindingenAlsP_17;ZwevendStof_18;VolumeAfvalwater_19;ChemischZuurstofVerbruik_20;BiochemischZuurstofVerbruik_21;StikstofverbindingenAlsN_22;FosforverbindingenAlsP_23;Koper_24;Chroom_25;Zink_26;Lood_27;Cadmium_28;Nikkel_29;Kwik_30;Arseen_31;ChemischZuurstofVerbruik_32;BiochemischZuurstofVerbruik_33;StikstofverbindingenAlsN_34;FosforverbindingenAlsP_35;ZwevendStof_36;ChemischZuurstofVerbruik_37;BiochemischZuurstofVerbruik_38;StikstofverbindingenAlsN_39;FosforverbindingenAlsP_40;ChemischZuurstofVerbruik_41;BiochemischZuurstofVerbruik_42;StikstofverbindingenAlsN_43;FosforverbindingenAlsP_44;SlibbelastingCZV_45;SlibbelastingBZV_46;Slibindex_47;Slibconcentratie_48;Slibleeftijd_49;SpecifiekeSlibproductiePerVerwijdCZV_50;SpecifiekeSlibproductiePerVerwijdBZV_51;SpecifiekEnergieverbruikPerVerwTZV_52
6048;Cap. klasse NL: 100 000 tot 250 000 i.e.;Nederland;2004;539971;274964;104381;24395;4061;47214;4808;142776;13558;345;5666;97;1595;514;196;46;7;227;539971;21400;2150;5153;624;3796;767;28118;1742;64;2324;24;763;40;4;9;1;9;92.0;98.0;79.0;84.0;92.0;98.0;79.0;85.0;;;;;;;;
6049;Cap. klasse NL: 100 000 tot 250 000 i.e.;Nederland;2005;512439;273961;102978;24641;4161;49878;4811;159582;13242;229;5083;118;1544;535;202;49;8;233;512439;19889;1907;4387;616;3351;863;27325;1884;65;2236;28;739;38;4;9;1;13;93.0;98.0;82.0;84.0;93.0;98.0;82.0;85.0;143.0;53.0;97.0;4.4;23.0;419.0;1045.0;394.0
6050;Cap. klasse NL: 100 000 tot 250 000 i.e.;Nederland;2006;534602;284175;106993;25917;4386;44688;6283;148649;12988;239;5886;98;2203;544;206;50;8;241;534602;21550;2037;4573;642;2734;1047;25377;1868;69;2426;22;849;40;4;9;1;8;93.0;98.0;83.0;85.0;92.0;98.0;82.0;85.0;;;;;;;;
6051;Cap. klasse NL: 100 000 tot 250 000 i.e.;Nederland;2007;652681;304729;111059;28438;4881;45036;5297;172387;15809;192;6030;118;2216;492;181;46;8;223;652681;26185;2453;5131;807;3076;968;30556;1640;68;2775;23;1049;39;4;8;1;10;92.0;98.0;83.0;83.0;91.0;98.0;82.0;83.0;133.0;47.0;99.0;4.4;23.0;442.0;1142.0;308.0
6052;Cap. klasse NL: 100 000 tot 250 000 i.e.;Nederland;2008;606712;304399;113597;29535;4905;50178;5493;180810;18874;174;6158;110;1941;525;196;51;8;238;606712;25337;2461;5140;723;3146;782;28767;1476;61;2741;27;891;41;4;8;1;12;92.0;98.0;83.0;85.0;92.0;98.0;83.0;85.0;;;;;;;;
6053;Cap. klasse NL: 100 000 tot 250 000 i.e.;Nederland;2009;574404;310518;114181;28531;4880;47461;5126;149988;13721;181;6008;103;1865;564;208;52;9;254;574404;23065;2225;4756;653;3065;769;26956;1259;62;2507;29;788;40;4;8;1;14;93.0;98.0;83.0;86.0;93.0;98.0;83.0;87.0;121.0;50.0;99.0;4.3;22.0;408.0;1011.0;316.0
6054;Cap. klasse NL: 100 000 tot 250 000 i.e.;Nederland;2010;614390;318672;120132;29281;4686;45922;5779;161156;12201;231;6573;84;2367;549;206;50;8;227;614390;23793;2379;5217;661;2663;997;29692;1256;73;2746;24;1027;38;4;8;1;9;93.0;98.0;83.0;86.0;93.0;98.0;82.0;86.0;;;;;;;;
6055;Cap. klasse NL: 100 000 tot 250 000 i.e.;Nederland;2011;630282;319831;123631;29923;4626;41587;4769;143581;10740;188;5343;80;1934;541;208;50;8;236;630282;24000;2335;4720;589;2369;836;27281;1223;58;2330;20;933;38;4;7;1;8;93.0;98.0;85.0;86.0;92.0;98.0;84.0;87.0;126.0;44.0;95.0;4.3;26.0;387.0;979.0;313.0
6056;Cap. klasse NL: 100 000 tot 250 000 i.e.;Nederland;2012;638470;334109;129202;30385;4610;48767;5235;185048;11749;191;5308;84;2243;554;214;50;7;240;638470;22913;2257;4852;613;3037;748;37580;1227;50;2347;17;968;36;4;8;1;7;93.0;98.0;84.0;86.0;93.0;98.0;84.0;87.0;147.0;47.0;;6.3;;443.0;920.0;
6057;Cap. klasse NL: 100 000 tot 250 000 i.e.;Nederland;2013;608444;323144;126393;29624;4517;39405;5088;142375;11380;258;5530;88;2429;561;219;51;8;261;608444;22593;2165;4689;609;2771;767;28587;1107;52;2324;19;1090;37;3;8;1;7;93.0;98.0;85.0;85.0;93.0;98.0;84.0;87.0;131.0;50.0;96.0;4.2;22.0;424.0;923.0;271.0
6058;Cap. klasse NL: 100 000 tot 250 000 i.e.;Eems;1981;3128;1718;687;164;47;50;44;218;68;1;51;1;2;549;220;52;15;169;3128;1233;480;141;40;15;18;65;27;0;36;0;1;394;154;45;13;0;28.0;30.0;14.0;15.0;28.0;30.0;14.0;15.0;;;;;;;;
6059;Cap. klasse NL: 100 000 tot 250 000 i.e.;Eems;1985;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
6060;Cap. klasse NL: 100 000 tot 250 000 i.e.;Eems;1990;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
6061;Cap. klasse NL: 100 000 tot 250 000 i.e.;Eems;1991;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
6062;Cap. klasse NL: 100 000 tot 250 000 i.e.;Eems;1992;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
6063;Cap. klasse NL: 100 000 tot 250 000 i.e.;Eems;1993;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
6064;Cap. klasse NL: 100 000 tot 250 000 i.e.;Eems;1994;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
6065;Cap. klasse NL: 100 000 tot 250 000 i.e.;Eems;1995;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
6066;Cap. klasse NL: 100 000 tot 250 000 i.e.;Eems;1996;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
6067;Cap. klasse NL: 100 000 tot 250 000 i.e.;Eems;1997;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
6068;Cap. klasse NL: 100 000 tot 250 000 i.e.;Eems;1998;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
6069;Cap. klasse NL: 100 000 tot 250 000 i.e.;Eems;1999;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
6070;Cap. klasse NL: 100 000 tot 250 000 i.e.;Eems;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
6071;Cap. klasse NL: 100 000 tot 250 000 i.e.;Eems;2001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
6072;Cap. klasse NL: 100 000 tot 250 000 i.e.;Eems;2002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
6073;Cap. klasse NL: 100 000 tot 250 000 i.e.;Eems;2003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
6074;Cap. klasse NL: 100 000 tot 250 000 i.e.;Eems;2004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
6075;Cap. klasse NL: 100 000 tot 250 000 i.e.;Eems;2005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
6076;Cap. klasse NL: 100 000 tot 250 000 i.e.;Eems;2006;25124;13597;4760;1142;173;1160;217;318;584;3;197;4;69;541;189;45;7;237;25124;1689;275;476;30;60;33;45;68;1;83;1;34;67;11;19;1;0;88.0;94.0;58.0;83.0;88.0;94.0;58.0;83.0;;;;;;;;
6077;Cap. klasse NL: 100 000 tot 250 000 i.e.;Eems;2007;32722;10893;4034;1125;169;1343;252;1798;533;11;220;5;69;300;111;31;5;161;32722;2304;341;492;38;81;45;266;50;4;90;1;35;63;9;14;1;28;79.0;92.0;56.0;77.0;79.0;92.0;56.0;77.0;571.0;211.0;;;;;;352.0
6078;Cap. klasse NL: 100 000 tot 250 000 i.e.;Eems;2008;29798;12235;4594;1382;177;2050;243;3112;725;11;260;12;153;414;155;47;6;236;29798;1779;238;556;27;115;38;445;57;4;104;3;76;60;8;19;1;75;85.0;95.0;60.0;85.0;85.0;95.0;60.0;85.0;;;;;;;;
6079;Cap. klasse NL: 100 000 tot 250 000 i.e.;Eems;2009;26807;11223;4499;1304;161;2543;277;6406;975;15;339;7;0;398;160;46;6;216;26807;1386;175;418;20;148;37;1031;78;6;137;2;0;49;6;15;1;14;88.0;96.0;68.0;87.0;88.0;96.0;68.0;87.0;;;;;;;;
6080;Cap. klasse NL: 100 000 tot 250 000 i.e.;Eems;2010;29264;10385;4151;1365;145;1202;321;3312;580;6;232;6;58;371;148;49;5;173;29264;1424;200;383;19;66;54;533;49;2;96;2;29;51;7;14;1;18;86.0;95.0;72.0;87.0;86.0;95.0;72.0;87.0;;;;;;;;
6081;Cap. klasse NL: 100 000 tot 250 000 i.e.;Eems;2011;26479;10765;4319;1363;143;2275;169;3903;504;9;223;5;153;413;166;52;5;208;26479;1406;204;390;19;109;25;609;33;4;89;1;77;54;8;15;1;14;87.0;95.0;71.0;86.0;87.0;95.0;71.0;86.0;216.0;38.0;102.0;4.8;;620.0;1410.0;374.0
6082;Cap. klasse NL: 100 000 tot 250 000 i.e.;Eems;2012;27454;12468;5227;1477;160;2321;203;5000;553;5;169;5;73;430;180;51;6;220;27454;1418;193;361;15;135;29;885;46;2;69;2;36;49;7;12;1;13;89.0;96.0;76.0;91.0;89.0;96.0;76.0;91.0;251.0;46.0;;;;;;
6083;Cap. klasse NL: 100 000 tot 250 000 i.e.;Eems;2013;24579;11525;4974;1402;143;1812;171;5304;449;6;111;3;114;463;200;56;6;218;24579;1441;230;346;21;98;23;960;22;2;39;1;57;58;9;14;1;20;87.0;95.0;75.0;85.0;87.0;95.0;75.0;85.0;232.0;43.0;;4.8;;545.0;1158.0;
6084;Cap. klasse NL: 100 000 tot 250 000 i.e.;Rijn-Noord;1981;11880;8271;3669;589;160;3136;518;5812;3434;48;228;27;85;674;299;48;13;169;11880;1534;295;368;86;941;207;1744;1373;19;159;8;42;125;24;30;7;0;81.0;92.0;38.0;46.0;81.0;92.0;38.0;46.0;1080.0;480.0;196.0;3.6;;270.0;600.0;670.0
6085;Cap. klasse NL: 100 000 tot 250 000 i.e.;Rijn-Noord;1985;14257;8418;3000;729;171;1017;277;3676;1390;11;187;13;74;536;191;46;11;190;14257;1728;299;475;91;305;111;1103;556;4;131;4;37;110;19;30;6;0;79.0;90.0;35.0;47.0;79.0;90.0;35.0;47.0;942.0;339.0;128.0;4.0;3.0;478.0;1115.0;307.0
6086;Cap. klasse NL: 100 000 tot 250 000 i.e.;Rijn-Noord;1990;11306;5564;1969;441;73;673;229;3634;756;7;119;4;75;512;181;41;7;214;11306;944;137;315;28;139;78;1025;197;3;71;1;37;87;13;29;3;0;83.0;93.0;29.0;61.0;83.0;93.0;29.0;62.0;623.0;222.0;;3.5;;;;582.0
6087;Cap. klasse NL: 100 000 tot 250 000 i.e.;Rijn-Noord;1991;9557;6166;2244;477;77;600;170;2979;507;5;77;6;81;542;197;42;7;223;9557;1041;227;361;28;112;56;828;118;2;44;2;41;92;20;32;2;0;83.0;90.0;24.0;63.0;83.0;90.0;24.0;64.0;664.0;217.0;175.0;3.5;;;;314.0
6088;Cap. klasse NL: 100 000 tot 250 000 i.e.;Rijn-Noord;1992;10719;5852;2200;523;75;1084;194;3382;648;6;82;4;122;560;211;50;7;228;10719;922;183;371;19;182;61;927;134;2;45;1;61;88;18;36;2;0;84.0;92.0;29.0;75.0;84.0;92.0;29.0;75.0;;;;;;;;
6089;Cap. klasse NL: 100 000 tot 250 000 i.e.;Rijn-Noord;1993;13842;8227;3056;667;101;681;229;3143;540;6;101;4;110;596;221;48;7;234;13842;1142;230;477;22;95;76;754;81;2;54;1;55;83;17;35;2;0;86.0;92.0;28.0;78.0;86.0;92.0;28.0;78.0;760.0;280.0;190.0;3.8;;;;454.0
6090;Cap. klasse NL: 100 000 tot 250 000 i.e.;Rijn-Noord;1994;14741;7597;2867;663;96;238;10220;2162;123;8;197;5;106;530;200;46;7;376;14741;1380;276;545;23;82;1255;710;49;3;4;0;67;95;19;37;2;0;82.0;91.0;19.0;76.0;82.0;90.0;18.0;76.0;;;;;;;;
6091;Cap. klasse NL: 100 000 tot 250 000 i.e.;Rijn-Noord;1995;13333;6119;2294;546;78;533;600;1822;1067;6;267;2;147;480;180;43;6;266;13333;1144;229;433;19;94;10;600;37;1;57;1;74;90;18;34;1;34;81.0;90.0;20.0;76.0;81.0;90.0;21.0;76.0;947.0;355.0;175.0;4.0;3.0;;;349.0
6092;Cap. klasse NL: 100 000 tot 250 000 i.e.;Rijn-Noord;1996;9960;6320;2532;541;82;637;155;1653;1992;4;85;4;59;624;250;53;8;298;9960;1340;318;475;23;80;42;300;26;0;47;0;41;132;31;47;2;0;79.0;87.0;12.0;71.0;79.0;87.0;12.0;71.0;;;;;;;;
6093;Cap. klasse NL: 100 000 tot 250 000 i.e.;Rijn-Noord;1997;9965;5486;2039;499;78;940;115;2809;453;5;100;5;86;530;197;48;8;332;9965;871;151;387;17;75;20;562;54;2;47;2;43;84;15;37;2;28;84.0;93.0;22.0;78.0;84.0;93.0;22.0;78.0;918.0;341.0;222.0;3.7;3.0;;;360.0
6094;Cap. klasse NL: 100 000 tot 250 000 i.e.;Rijn-Noord;1998;14354;5994;2092;521;84;705;130;3636;466;5;74;4;95;474;165;41;7;242;14354;1010;163;400;22;76;27;865;50;2;33;1;47;80;13;32;2;875;83.0;92.0;23.0;74.0;83.0;92.0;23.0;74.0;;;;;;;;
6095;Cap. klasse NL: 100 000 tot 250 000 i.e.;Rijn-Noord;1999;10530;4972;1941;512;77;1208;149;3353;481;7;91;5;121;479;187;49;7;253;10530;820;125;314;13;105;30;707;52;3;44;1;61;79;12;30;1;27;83.0;94.0;39.0;83.0;84.0;94.0;39.0;83.0;825.0;322.0;185.0;3.7;3.0;;;
6096;Cap. klasse NL: 100 000 tot 250 000 i.e.;Rijn-Noord;2000;13898;6397;2241;609;112;783;132;2339;341;5;111;2;68;458;160;44;8;214;13898;662;48;79;15;63;28;503;38;2;50;1;34;47;3;6;1;10;90.0;98.0;87.0;87.0;90.0;98.0;87.0;87.0;;;;;;;;
6097;Cap. klasse NL: 100 000 tot 250 000 i.e.;Rijn-Noord;2001;15553;6929;2486;630;119;647;140;2237;369;4;116;2;75;425;152;39;7;215;15553;652;48;82;17;63;29;434;44;2;52;1;37;40;3;5;1;7;91.0;98.0;87.0;86.0;91.0;98.0;87.0;86.0;142.0;51.0;105.0;;25.0;;;
6098;Cap. klasse NL: 100 000 tot 250 000 i.e.;Rijn-Noord;2002;15618;7533;2965;626;121;673;135;2232;395;4;134;2;90;456;179;38;7;211;15618;601;54;60;16;67;28;431;48;2;57;1;45;36;3;4;1;322;92.0;98.0;90.0;87.0;92.0;98.0;90.0;87.0;;;;;;;;
6099;Cap. klasse NL: 100 000 tot 250 000 i.e.;Rijn-Noord;2003;11728;6634;2531;581;115;722;89;1912;328;3;88;2;84;523;200;46;9;253;11728;487;39;72;16;84;9;324;43;0;29;0;49;38;3;6;1;6;93.0;98.0;88.0;86.0;93.0;98.0;88.0;86.0;129.0;49.0;138.0;5.2;26.0;;;
6100;Cap. klasse NL: 100 000 tot 250 000 i.e.;Rijn-Noord;2004;15558;6490;2514;579;112;900;127;2325;396;2;108;2;75;364;141;33;6;228;15558;547;55;68;12;63;22;377;63;0;39;0;37;31;3;4;1;6;92.0;98.0;88.0;89.0;92.0;98.0;88.0;89.0;;;;;;;;
6101;Cap. klasse NL: 100 000 tot 250 000 i.e.;Rijn-Noord;2005;13654;7017;2894;568;110;884;124;2229;417;3;117;2;97;554;228;45;9;238;13654;435;38;37;7;96;42;334;138;1;51;1;49;34;3;3;1;5;94.0;99.0;94.0;94.0;94.0;99.0;94.0;94.0;95.0;39.0;143.0;4.9;25.0;303.0;698.0;
6102;Cap. klasse NL: 100 000 tot 250 000 i.e.;Rijn-Noord;2006;14067;7068;2806;602;119;840;118;2499;340;4;113;2;119;534;212;46;9;237;14067;476;24;44;9;44;21;622;35;1;47;1;37;36;2;3;1;5;93.0;99.0;93.0;92.0;93.0;99.0;93.0;92.0;;;;;;;;
6103;Cap. klasse NL: 100 000 tot 250 000 i.e.;Rijn-Noord;2007;16545;6305;2655;558;115;980;115;2604;399;2;113;1;122;388;164;34;7;223;16545;487;22;51;10;63;21;556;35;1;35;0;69;30;1;3;1;5;92.0;99.0;91.0;91.0;92.0;99.0;91.0;91.0;91.0;38.0;133.0;4.6;19.0;;;
6104;Cap. klasse NL: 100 000 tot 250 000 i.e.;Rijn-Noord;2008;15603;6324;2641;554;115;1532;453;6220;1363;1;109;2;142;402;168;35;7;232;15603;511;33;46;12;86;70;889;108;0;39;0;71;32;2;3;1;5;92.0;99.0;92.0;90.0;92.0;99.0;92.0;90.0;;;;;;;;
6105;Cap. klasse NL: 100 000 tot 250 000 i.e.;Rijn-Noord;2009;13520;6493;2676;569;110;708;142;2675;251;2;90;1;78;462;191;41;8;246;13520;500;35;47;11;81;51;1284;55;0;34;0;33;36;2;3;1;6;92.0;99.0;87.0;90.0;92.0;99.0;92.0;90.0;110.0;45.0;131.0;4.0;18.0;;;
6106;Cap. klasse NL: 100 000 tot 250 000 i.e.;Rijn-Noord;2010;14202;6450;2676;573;106;791;176;3019;286;3;114;1;86;486;202;43;8;230;14202;477;26;51;9;85;53;1349;58;0;36;0;35;36;2;4;1;4;93.0;99.0;91.0;91.0;93.0;99.0;91.0;91.0;;;;;;;;
6107;Cap. klasse NL: 100 000 tot 250 000 i.e.;Rijn-Noord;2011;14715;6390;2502;565;107;660;131;1820;204;4;116;1;98;477;187;42;8;250;14715;446;24;46;9;42;7;942;18;0;0;0;39;33;2;3;1;3;93.0;99.0;92.0;92.0;93.0;99.0;92.0;92.0;109.0;43.0;121.0;3.9;17.0;;;
6108;Cap. klasse NL: 100 000 tot 250 000 i.e.;Rijn-Noord;2012;16766;7062;2767;592;119;698;103;2700;320;3;80;2;147;461;181;39;8;237;16766;492;28;53;9;30;8;1040;21;0;21;0;86;32;2;3;1;4;93.0;99.0;91.0;92.0;93.0;99.0;91.0;92.0;120.0;47.0;;;;;;
6109;Cap. klasse NL: 100 000 tot 250 000 i.e.;Rijn-Noord;2013;13631;6297;2489;570;109;696;108;2462;227;2;79;1;102;481;190;44;8;243;13631;417;22;48;7;39;7;956;11;0;14;0;49;32;2;4;1;4;93.0;99.0;92.0;94.0;93.0;99.0;92.0;94.0;110.0;44.0;120.0;3.8;16.0;;;
6110;Cap. klasse NL: 100 000 tot 250 000 i.e.;Rijn-Oost;1981;46073;26396;10314;2228;610;6282;3907;24199;4588;61;1016;103;63;633;255;49;13;170;46073;3150;493;824;314;1885;1563;7260;1835;24;711;31;32;65;10;17;7;13;88.0;96.0;66.0;46.0;88.0;95.0;63.0;49.0;2015.0;410.0;161.0;3.2;23.0;267.0;583.0;703.0
6111;Cap. klasse NL: 100 000 tot 250 000 i.e.;Rijn-Oost;1985;53799;35511;13908;2917;804;7108;2086;15675;4326;66;1051;40;79;655;254;53;14;205;53799;3804;436;1161;403;2132;834;4703;1730;26;736;12;40;69;7;22;7;11;90.0;98.0;60.0;48.0;89.0;97.0;60.0;50.0;2174.0;479.0;141.0;3.6;27.0;307.0;653.0;360.0
6112;Cap. klasse NL: 100 000 tot 250 000 i.e.;Rijn-Oost;1990;66210;36874;13629;3252;514;8048;2223;16886;3082;46;1212;47;114;604;223;50;8;223;66210;4045;526;1210;219;1658;754;4762;804;18;722;14;57;60;8;17;3;15;90.0;97.0;66.0;59.0;89.0;96.0;63.0;57.0;1018.0;224.0;168.0;3.6;17.0;303.0;786.0;403.0
6113;Cap. klasse NL: 100 000 tot 250 000 i.e.;Rijn-Oost;1991;65765;39330;14140;3439;610;7559;1848;17752;2883;43;927;39;122;618;227;52;9;218;65765;3177;346;1273;186;1413;604;4935;672;17;533;12;61;49;6;18;3;8;92.0;97.0;66.0;69.0;92.0;98.0;63.0;69.0;1388.0;249.0;139.0;3.5;18.0;385.0;1039.0;429.0
6114;Cap. klasse NL: 100 000 tot 250 000 i.e.;Rijn-Oost;1992;68352;41637;15319;3979;568;7880;1254;19178;2698;40;1120;30;111;637;235;58;8;245;68352;3428;381;1331;187;1324;394;5255;556;16;622;9;55;51;6;19;3;7;92.0;98.0;68.0;68.0;92.0;98.0;67.0;67.0;;;;;;;;
6115;Cap. klasse NL: 100 000 tot 250 000 i.e.;Rijn-Oost;1993;84926;44834;16242;3943;597;8766;1096;21969;3153;54;964;29;168;536;190;46;7;232;84926;4368;576;1422;208;1055;269;6455;423;20;537;5;96;49;6;16;2;10;91.0;97.0;66.0;66.0;90.0;96.0;64.0;65.0;164.0;55.0;117.0;3.7;19.0;438.0;1238.0;394.0
6116;Cap. klasse NL: 100 000 tot 250 000 i.e.;Rijn-Oost;1994;93127;45156;16635;4110;591;7082;1167;32329;2779;80;1586;16;173;459;169;42;6;327;93127;4284;468;1648;169;926;271;9003;553;24;820;4;89;43;4;15;2;12;90.0;97.0;63.0;71.0;91.0;97.0;60.0;71.0;;;;;;;;
6117;Cap. klasse NL: 100 000 tot 250 000 i.e.;Rijn-Oost;1995;82783;43582;16349;3959;574;7819;1012;20208;3213;42;966;24;157;525;200;47;7;255;82783;4224;515;1468;143;686;150;8031;528;18;492;4;83;49;6;16;2;39;90.0;97.0;65.0;75.0;90.0;97.0;63.0;75.0;796.0;236.0;98.0;3.7;14.0;305.0;735.0;424.0
6118;Cap. klasse NL: 100 000 tot 250 000 i.e.;Rijn-Oost;1996;72371;42389;16401;3967;604;7511;967;27542;2869;35;968;22;157;570;223;52;8;285;72371;3383;390;1325;135;547;154;7358;305;11;482;3;80;47;5;18;2;35;92.0;98.0;69.0;77.0;92.0;98.0;67.0;78.0;;;;;;;;
6119;Cap. klasse NL: 100 000 tot 250 000 i.e.;Rijn-Oost;1997;70578;41692;15878;3917;592;7781;792;18584;2486;31;789;20;130;557;214;52;8;303;70578;3140;331;1232;119;548;133;4329;252;10;369;4;66;45;5;17;2;8;92.0;98.0;71.0;80.0;92.0;98.0;69.0;80.0;685.0;184.0;94.0;3.7;16.0;413.0;1001.0;444.0
6120;Cap. klasse NL: 100 000 tot 250 000 i.e.;Rijn-Oost;1998;89378;42331;14868;4050;529;9537;1095;20189;3043;35;877;25;173;443;156;42;5;225;89378;4239;444;1371;98;956;248;4835;294;12;447;4;82;45;5;14;1;12;89.0;97.0;67.0;82.0;90.0;97.0;66.0;82.0;;;;;;;;
6121;Cap. klasse NL: 100 000 tot 250 000 i.e.;Rijn-Oost;1999;79510;40590;14525;4090;490;9675;1110;21903;2498;40;909;23;191;520;186;52;6;296;79510;3666;392;1252;109;823;182;4490;235;11;456;5;89;46;5;15;1;30;91.0;96.0;70.0;80.0;91.0;97.0;69.0;78.0;699.0;213.0;87.0;4.6;20.0;310.0;778.0;531.0
6122;Cap. klasse NL: 100 000 tot 250 000 i.e.;Rijn-Oost;2000;84456;44911;15617;4408;609;7410;1146;19097;2272;29;881;27;147;533;184;52;7;236;84456;3407;292;1314;105;501;197;3706;213;10;398;7;76;39;3;15;1;14;93.0;98.0;72.0;86.0;92.0;98.0;70.0;83.0;;;;;;;;
6123;Cap. klasse NL: 100 000 tot 250 000 i.e.;Rijn-Oost;2001;85625;44874;15853;4332;601;7596;1105;21724;2421;30;895;27;130;541;190;50;7;274;85625;3384;314;1137;107;618;214;4915;389;11;406;8;66;39;4;13;1;7;92.0;98.0;75.0;82.0;92.0;98.0;74.0;82.0;130.0;48.0;106.0;4.0;24.0;285.0;967.0;499.0
6124;Cap. klasse NL: 100 000 tot 250 000 i.e.;Rijn-Oost;2002;82530;40929;15330;3909;567;7265;927;26610;2484;27;726;22;95;500;187;48;7;236;82530;3997;309;928;117;717;180;4783;505;8;324;6;46;48;4;12;1;25;91.0;98.0;76.0;80.0;90.0;98.0;76.0;79.0;;;;;;;;
6125;Cap. klasse NL: 100 000 tot 250 000 i.e.;Rijn-Oost;2003;72836;42785;14746;3972;583;8386;818;25631;2479;28;635;18;128;579;200;53;8;261;72836;3213;267;608;100;644;111;3243;293;7;203;3;61;43;4;8;1;10;93.0;98.0;85.0;83.0;92.0;98.0;85.0;83.0;96.0;34.0;111.0;4.4;29.0;313.0;1123.0;453.0
6126;Cap. klasse NL: 100 000 tot 250 000 i.e.;Rijn-Oost;2004;79843;44078;17351;3763;530;10343;791;30961;2296;29;750;9;130;557;218;48;7;244;79843;3501;290;644;107;794;139;5266;337;10;295;2;72;44;4;8;1;10;92.0;98.0;83.0;79.0;92.0;98.0;83.0;80.0;;;;;;;;
6127;Cap. klasse NL: 100 000 tot 250 000 i.e.;Rijn-Oost;2005;75670;43961;17753;4072;622;7569;721;33593;2256;22;734;12;113;585;233;55;8;263;75670;2792;197;642;102;512;128;5528;351;7;313;3;58;37;3;8;1;6;94.0;99.0;84.0;82.0;94.0;99.0;84.0;84.0;111.0;41.0;115.0;4.0;30.0;351.0;983.0;458.0
6128;Cap. klasse NL: 100 000 tot 250 000 i.e.;Rijn-Oost;2006;73202;42511;17285;4133;717;7703;910;29494;2112;18;674;16;216;586;237;58;10;297;73202;2816;202;760;111;403;128;4440;275;6;293;2;94;38;3;10;2;5;93.0;99.0;83.0;82.0;93.0;99.0;82.0;85.0;;;;;;;;
